1079165164266475520 2018-12-29 18:59:59 -0400 <KayEllen48> @realDonaldTrump  https://t.co/V4LB9ymayk
1079165146541506561 2018-12-29 18:59:55 -0400 <loveandcare456> @realDonaldTrump You. Are. A. Fraud. Resign before they come for you indictment in hand......
1079165145673285632 2018-12-29 18:59:55 -0400 <Sister_Lady_L> @StirneyP @williamlegate @realDonaldTrump He’s the president, he’s not untouchable. He needs to abide by the laws and the constitution of this country just like everyone else. He can’t hold fed workers hostage and can’t lie to the military about a raise. We have the right to criticize him without him throwing a fit!
1079165145161576449 2018-12-29 18:59:55 -0400 <DylanLehiy2235> @elguapo1321 @realDonaldTrump Tell that to their father
1079165144490483718 2018-12-29 18:59:55 -0400 <MasoomFatima3> @realDonaldTrump  https://t.co/61ps4fID5q
1079165144071106560 2018-12-29 18:59:54 -0400 <HJMcFadden0411> @realDonaldTrump Just wanted to make sure you saw this.  #TrumpResign
1079165139226550272 2018-12-29 18:59:53 -0400 <tpaul25> @realDonaldTrump They're seeking asylum - which is legal. Gawd you're awful.
1079165137464881153 2018-12-29 18:59:53 -0400 <MyDogisHarv> @juliacreechtho @orestesmayo @reader102002 @realDonaldTrump No. But I am assuming that’s your IQ.
1079165137049792512 2018-12-29 18:59:53 -0400 <jerseygal72> @realDonaldTrump @POTUS #ResignTrump #TFA
1079165136986886144 2018-12-29 18:59:53 -0400 <laurendlloyd> @realDonaldTrump Again, with your completely non-presidential thoughts.  Stop blaming others and be a decent human.
1079165136382951425 2018-12-29 18:59:53 -0400 <KidBrightwillow> @CNN Definition of journalist is pretty loose in today’s world.  @AP @ABC @NBCNews @MSNBC @CBSNews @FoxNews @nytimes @WSJ @washingtonpost @UPI @HuffPost @Reuters   @HouseDemocrats @HouseGOP @SenateGOP @SenateDems @realDonaldTrump
1079165134478675968 2018-12-29 18:59:52 -0400 <srosner> @realDonaldTrump #TrumpShutdown #TrumpResign  https://t.co/GBqqup87pC
1079165134122160129 2018-12-29 18:59:52 -0400 <USABookClub> The Time is NOW to stand in the gap for America! 🕕 🇺🇸  Let's STOP THE MOB 🚫 &amp; Support our @POTUS @realDonaldTrump &amp; #MAGA 🇺🇸 👪  https://t.co/4D9HQ2rKUa
1079165134008913921 2018-12-29 18:59:52 -0400 <WFANcesa> @realDonaldTrump Hey el presidente, hows about building a wall for that Notre Dame defense? Boy is it brutal
1079165133425758208 2018-12-29 18:59:52 -0400 <les_deplorable> @JamesOKeefeIII @Project_Veritas @realDonaldTrump @freedomcaucus
1079165133287505921 2018-12-29 18:59:52 -0400 <konkamusa> @marklevinshow Yet @marklevinshow licks up BS from @realDonaldTrump every day.
1079165133060853761 2018-12-29 18:59:52 -0400 <carolswilliams_> @RWPUSA @realDonaldTrump @CNN We’ve been saying he’s nuts for too long now! My 2019 wish is let that be the year we do SOMETHING about it! @NancyPelosi
1079165131966373888 2018-12-29 18:59:52 -0400 <dutchguitar> @SenWarren @realDonaldTrump No, you must end it now by standing behind the plans for border security. You know lives will be saved if we have a wall.
1079165131915812864 2018-12-29 18:59:52 -0400 <emerging2002> @realDonaldTrump You don t have any shame
1079165131114729472 2018-12-29 18:59:51 -0400 <No1_in_Canada> @realDonaldTrump Checks and balances are not presidential harassment. Btw, enjoy the very brief reprieve from the emolument case due to your shutdown. It had not stopped Mueller though and it will only begin again even more determined due to your shutdown. Good luck with all that.
1079165130259206144 2018-12-29 18:59:51 -0400 <mafmove> @realDonaldTrump  https://t.co/kokIUq7VW7
1079165129328156673 2018-12-29 18:59:51 -0400 <jost_jutta> @usernam96614015 @FossenJohnson @realDonaldTrump oh my word!!! tell me more! what happened to you?
1079165128627679232 2018-12-29 18:59:51 -0400 <johneewalkerred> You’re taking the mantle on this @realDonaldTrump
1079165128510033920 2018-12-29 18:59:51 -0400 <deiters30> @realDonaldTrump Also, you’ve heard of different modes of transportation right? Like planes, trains and ships? All those have access to our country without a wall or with a wall.
1079165127583248384 2018-12-29 18:59:50 -0400 <jdsupertinter> @jentheterrible @realDonaldTrump Holy crap, I tweeted same thing, ha haa
1079165127549579264 2018-12-29 18:59:50 -0400 <HARJGTWO> @nytimes Good afternoon  @MoscowTimes @PORUS_PUTIN @GLofRussia  @AndreyBogdanov I welcome  “seven sisters” / Moscow Towers - into  https://t.co/jqq2OuiWef a sign that 7 defeated by H , the 7 deadly signs submits to H. @BBCWorld @AP @SecretService @realDonaldTrump #HGOHD #HWOZONE #HARJGTWO  https://t.co/dNpRikDYG9
1079165126983454720 2018-12-29 18:59:50 -0400 <poptop23354565> @realDonaldTrump According to 538 41.4 % of Americans still believe your brand of truth, that’s what’s amazing about America
1079165126786404353 2018-12-29 18:59:50 -0400 <vmgreen58> @realDonaldTrump Well close the MF.
1079165126350200833 2018-12-29 18:59:50 -0400 <pants_andy> @realDonaldTrump @POTUS @FoxNews It’s because they are representing the people. And the people don’t want a wall.
1079165125188300800 2018-12-29 18:59:50 -0400 <DeniseConsigli2> @W4DFS @realDonaldTrump @FoxNews @senatemajldr Dear leader is the one who doesn't understand the Constitution
1079165124672475136 2018-12-29 18:59:50 -0400 <robot_keel> @realDonaldTrump You’re coming off as desperate, bro. It’s time to sit quietly by the phone and wait for what you want to come to you. Stop being all third grade about this.
1079165123938390017 2018-12-29 18:59:50 -0400 <buckiheart> @realDonaldTrump Will you please, sir, stop stating these people are coming here illegally.  They are not!  They have a right to seek asylum. You will be judged by God for how you are treating the poor and marginalized.
1079165122109734912 2018-12-29 18:59:49 -0400 <TESLA_N_TRUMP> @AtomicPopMonkey @realDonaldTrump For f'n what?!
1079165119714787328 2018-12-29 18:59:49 -0400 <ThomMc> @realDonaldTrump  https://t.co/pIN58XVdfO
1079165118922047488 2018-12-29 18:59:48 -0400 <ZacharyJ> .@realDonaldTrump  https://t.co/vvpMuDkSwu
1079165116292034560 2018-12-29 18:59:48 -0400 <thislilyspad> @realDonaldTrump have u ever taken responsibility for anything in your life?
1079165116078309376 2018-12-29 18:59:48 -0400 <BiggestCBJFan> Fuck you racist shitbag @realDonaldTrump
1079165116023795712 2018-12-29 18:59:48 -0400 <williesband> @realDonaldTrump  https://t.co/z7LQQ1snCg
1079165115868635136 2018-12-29 18:59:48 -0400 <redpill_2020_> @danielwollmann @realDonaldTrump @hfce354 @FoxNews We probably wouldn't need a wall if legislators would stop making it easy for people to live here illegally. Until that happens... 🧱
1079165115575029760 2018-12-29 18:59:48 -0400 <SpeakMyMind717> @realDonaldTrump is no Commander-in-Chief but #IdiotInChief  This visit was not to truly see the Troops but to give this con man a photo/video op for his blind followers. Staff should have told #Trump that the jacket looked hideous on him. Oh wait, they are afraid to. #traitor
1079165115214282753 2018-12-29 18:59:48 -0400 <MaryMister8> @mynavigator8 @NancyPelosi @realDonaldTrump In the house under democrats. Republicans rule in the senate. 😊
1079165113641295872 2018-12-29 18:59:47 -0400 <funnymcmurray> @SolarMelt @realDonaldTrump @realDonaldTrFan @NeverTrumpPAC @WSJ Hey! A #RussiaBot that reads! It's amazing what AI can do these days! The #Putin propaganda anti-capitalist meme is a dead giveaway though...keep on trying! Meanwhile, your compatriots need to keep trying to stay out of #USA prison!  https://t.co/pOyBvcIFlp
1079165112668299264 2018-12-29 18:59:47 -0400 <mwalsh8675309> @jtkrpm @joshtpm @brianschatz @realDonaldTrump Wait, you’re serious?  🤣😂🤣😂😂🤣🤣🤣😂😂🤣😆🤣😂😂😂🤣🤣🤣😂😆🤣😂
1079165112517312512 2018-12-29 18:59:47 -0400 <twmadden4> @GOPChairwoman @realDonaldTrump You work for and support a traitor. Good luck with that.
1079165112320212992 2018-12-29 18:59:47 -0400 <Carlita27877664> @realDonaldTrump Please get out of office. You are over your head!!
1079165110424227841 2018-12-29 18:59:46 -0400 <DeplorableKel2> @usminority @realDonaldTrump He's been fired! :)  https://t.co/GQS3mfBv2H
1079165110013358080 2018-12-29 18:59:46 -0400 <JamesWa94878308> @realDonaldTrump Rest your nerves . Your the worst president we ever had
1079165109900066818 2018-12-29 18:59:46 -0400 <DaniZ34> @realDonaldTrump @FoxNews By "the hard way," do you mean punishing hard working people until you get your way? This shutdown is 100% on you, just like you said it would be during the televised meeting with Nancy, Chuck and sleepy (stoned?) Pence, where you acted like a petulant child. Again. #trumpresign
1079165108511752192 2018-12-29 18:59:46 -0400 <lmarytweets> @realDonaldTrump There is a special place in hell reserved for you. #TrumpResign
1079165107333156864 2018-12-29 18:59:46 -0400 <REm_Fitz> @realDonaldTrump It's not the Democrats, hon, it is the Mexicans,  whom you said would pay for it. Let's be consistent, shall we, Trumpty?
1079165106624307201 2018-12-29 18:59:45 -0400 <RePezMich> @JornalOGlobo Globo, eu sou amiga do @realDTrumpBR e do @realDonaldTrump . Ele é amigo, de um amigo, do primo, de um colega, do tio, da sobrinha do meu irmão.
1079165106171273216 2018-12-29 18:59:45 -0400 <mic0219> @realDonaldTrump @FoxNews But you keep tweeting that moly  HOR the wall has been built since you took office.  Which is it?  We know, just want to hear you continue to spew your lies and fake news...
1079165104946434048 2018-12-29 18:59:45 -0400 <doctormark2> Trump ditched the TPP. Now it's going into effect without the US @CNNPolitics  https://t.co/otKDAB2qxB U.S. consumers, farmers, and workers in general are being hurt by Trump's isolationist trade policies. @realDonaldTrump RT please
1079165104820768769 2018-12-29 18:59:45 -0400 <AEITRO> @realDonaldTrump  https://t.co/7rCTVR0UsP
1079165104304910336 2018-12-29 18:59:45 -0400 <shoregirl123> @realDonaldTrump @FoxNews That’s not how I heard it Donald
1079165103260557312 2018-12-29 18:59:45 -0400 <FreijeGary> @NancyPelosi @realDonaldTrump Build the WALL and stop innocent Americans from getting KILLed in your state.  If it was your son killed this past week you would build the WALL.
1079165099586322432 2018-12-29 18:59:44 -0400 <RazSelby> @realDonaldTrump The depths you will sink to never cease to amaze me. I’m glad I’m not becoming immune to the putrid man running what used to be one of our closest allies. #GFYSTrump
1079165098910859264 2018-12-29 18:59:44 -0400 <thetruthbiscuit> @realDonaldTrump Have you considered trying to locate your soul? Maybe your Seal Team pals could help. All those evangelicals praying for you don’t seem to be getting it done.
1079165098596409345 2018-12-29 18:59:44 -0400 <Sc1F1R1ck> @teachalabama @realDonaldTrump @FLOTUS Get real!! Melania has no more soul or compassion than he does.  She is just a gold-digger trying to move up &amp; using #TraitorTrump to do it. She voluntarily married him KNOWING the kind of person he is! #RememberTheChildren #TrumpShutdown #ForThePeople
1079165097098899457 2018-12-29 18:59:43 -0400 <LeanLoC> @realDonaldTrump You are a garbage President &amp; person.  https://t.co/ZGBc5hzxl0
1079165096876822528 2018-12-29 18:59:43 -0400 <Trumpcrazytrain> @AmyMachen @applegate_frank @BethPatriot @Sissy4Trump @Sekusa1 @realDonaldTrump No, this is absolutely not what they’re doing. Border crossings are down, apprehensions are up. Even many illegals don’t want trump as their president.
1079165096859979777 2018-12-29 18:59:43 -0400 <Co50072057Grey> @Truthbe44018911 @AlstadtTom @jmduffyjr @LouDobbs @realDonaldTrump Things.
1079165096138543109 2018-12-29 18:59:43 -0400 <ajaxajax89> @realDonaldTrump I’m with you 100% President Trump b
1079165095824015360 2018-12-29 18:59:43 -0400 <andytennn> @SenWarren @realDonaldTrump Wish you cared about everyday people that had their healthcare premiums double or triple and can’t survive thanks to Obamacare.  Mostly self employed people who don’t have the luxury of ridiculous pensions.
1079165095333117953 2018-12-29 18:59:43 -0400 <tony_kuc> @realDonaldTrump I AGREE!
1079165093374509056 2018-12-29 18:59:42 -0400 <ChuckTakeheed> @realDonaldTrump Except For Those 10s Of Thousands Fired... Plus, You’re Reducing SNAP... AND You’re Freezing Govt Employee Raises  Great Year, Huh...😒🤦🏾‍♂️
1079165092229533698 2018-12-29 18:59:42 -0400 <TicaGibson> @realDonaldTrump #TrumpShutdown. Happy to remind you that #JanuaryIsComing #TrumpResign
1079165091222900736 2018-12-29 18:59:42 -0400 <bobbobbacon1> @realDonaldTrump That is very good news, a real shot in the arm for the economy and for the market!
1079165088798568450 2018-12-29 18:59:41 -0400 <notred_1983> @mathiassorrow @goodoldcatchy @realDonaldTrump @FoxNews Also since you so concerned with the ecosystem what effects will the wall have?
1079165088370696197 2018-12-29 18:59:41 -0400 <Christina1002> @realDonaldTrump Come January, when people begin to file taxes, they will understand how bad you screwed them
1079165088236531714 2018-12-29 18:59:41 -0400 <bobbitz57> @realDonaldTrump WHO, exactly, is out there getting all these jobs when business after business after business has closed since you've been polluting the WH (and this isn't even a full list)  https://t.co/q9koUqx7ny
1079165085833220103 2018-12-29 18:59:41 -0400 <shawn_anand> @SenGillibrand @realDonaldTrump So, your running for POTUS, he is is DC with Sen McConnell waiting,  while PELOSI in Hawaii and controlling SCHUMER!!  Offer was now around $2.5, but your leadership in Hawaii and they shut it down and not negotiating!! If you stopped getting paid, things would pass on shutdowns!
1079165085824634880 2018-12-29 18:59:41 -0400 <PortlandEsther> @realDonaldTrump where are the 6 new steel plants? Where is the 10% middle class tax cut you said you'd enacted at thanksgiving?
1079165084386148352 2018-12-29 18:59:40 -0400 <hillbillyjoey1> @UTChargerTom @tedlieu @realDonaldTrump $135BILLION THATS HOW MUCH AND GROWING EVERY YEAR!
1079165084310462464 2018-12-29 18:59:40 -0400 <AntarcticaJones> @realDonaldTrump @FoxNews “President”
1079165081559228417 2018-12-29 18:59:40 -0400 <Suzdee1> @BenStonefield22 @realDonaldTrump @POTUS This is Trump we are talking about. He uses other's tragedies for his own agendas.
1079165080611291142 2018-12-29 18:59:39 -0400 <DoolittleBonnie> @realDonaldTrump @FoxNews Extortion doesn’t equate with making a good deal.. just saying..
1079165080539983874 2018-12-29 18:59:39 -0400 <exquisitelapel> @CoastKidAtHeart @stutteringjohnm @NLagueux @realDonaldTrump @FoxNews True!!
1079165080330272768 2018-12-29 18:59:39 -0400 <outofmemind> @realDonaldTrump You do not give a rats butt about American workers,  Example: Hundreds of thousand of people are either working without pay or have been furloughed because of your govt shutdown.  You are also freezing pay of federal employees.
1079165079256367104 2018-12-29 18:59:39 -0400 <readypetty> @realDonaldTrump Dude, don't snort the Adderall whole.
1079165078044196864 2018-12-29 18:59:39 -0400 <clivehoskin> @jldandrews @realDonaldTrump Yeah!! Trump will do that right after Obama releases his college records.
1079165076475645952 2018-12-29 18:59:38 -0400 <williesband> @realDonaldTrump @FoxNews  https://t.co/z7LQQ1snCg
1079165076119146496 2018-12-29 18:59:38 -0400 <JanetRuss5> @Dax_x98 @jkf3500 @realDonaldTrump Absolutely!!!
1079165074412060672 2018-12-29 18:59:38 -0400 <s_mi11er> @realDonaldTrump @FoxNews  https://t.co/fMhr6dd4Ni
1079165073556414466 2018-12-29 18:59:38 -0400 <coachbiskits> @realDonaldTrump @POTUS @FoxNews Gives us “NONE”!  https://t.co/VM233aJZKM
1079165072293982210 2018-12-29 18:59:37 -0400 <RCLittrell> @KayaJones @KatrinaPierson When it was the idea of @BarackObama @BillClinton @chuckschumer @SenFeinstein @HillaryClinton it was a groundbreaking and genius idea. Let it be the idea of @realDonaldTrump and it’s nine kinds of evil. #hypocrisy
1079165070406500353 2018-12-29 18:59:37 -0400 <lghcox> @realDonaldTrump That is literally the exact OPPOSITE of the truth. 19,000 texts were REVCOVERED and, if they had anything incriminating in them, you wouldn’t be lying about them. You’d be quoting them.
1079165069903233025 2018-12-29 18:59:37 -0400 <INash> @SenWarren @realDonaldTrump To refer to them as a game is wrong and belies his selfish, callous lack of respect of anyone. He just doesn’t care...he has never cared abt anyone but himself...and he will never care.
1079165069848588288 2018-12-29 18:59:37 -0400 <VendbienJon> @starlight348 @realDonaldTrump It figures that a #Trump backer would make at least 3 or 4 spelling, grammar and/or punctuation mistakes in a supporting tweet. I would NOT have believed there were that many stupid people in America until I saw how many #RedStates he carried
1079165068409884673 2018-12-29 18:59:36 -0400 <BlueWaveRida> @realDonaldTrump @FoxNews  https://t.co/VVussTwwJD
1079165068326006784 2018-12-29 18:59:36 -0400 <1Badastre> @realDonaldTrump #LyingTrump #TrumpResign #TrumpShutdown
1079165067969458176 2018-12-29 18:59:36 -0400 <dystopiRIC> @realDonaldTrump "trumpanomics" Aka; Piss on a light socket and charge the utility company for the results...  #IdiotInChief
1079165067080413187 2018-12-29 18:59:36 -0400 <Shamclone7> @Right1Gmail @Ambrosia727 @realDonaldTrump Well she already said, but it is common knowledge since Ms. Stormy Daniels let the mushroom shaped cat out of the bag...she said it was the size of a tiny mushroom. Much like the popular character from the Super Mario series.
1079165066862186496 2018-12-29 18:59:36 -0400 <Whitney_Mic> @SenGillibrand @realDonaldTrump #TemperTantrumToddlerTrump #TrumpOwnsThis
1079165066749100032 2018-12-29 18:59:36 -0400 <eatadog> @GOPChairwoman @KatrinaPierson @realDonaldTrump Aint Nancy Pelosi's Shutdown it's #TrumpCoulterShutdown they had a deal until the crazy man in WH who dosen't have a clue how to run government heard from Coulter, Limbaugh and others who told him not to sign the agreed upon deal so this is Trump's mess.
1079165066560393216 2018-12-29 18:59:36 -0400 <ClydeRokke> @psychdr100 @realDonaldTrump This is embarrassing to trump but I really don't care. First, no one wants to talk to trump, especially his wife. Second, he can't comprehend anything. And third, he can't read much more than Cosmo covers.
1079165066245742592 2018-12-29 18:59:36 -0400 <plettkeman> @CBarrett93 @shurt1962 @_KillnMeSmalls @IFeelYouCry @templeheart55 @vjn1 @realDonaldTrump 200 Billion in cost for illegals every year and we can cut that dramatically if we spend 25 Billion on a wall... I'm sure this isn't a trig problem so anyone should be able to figure it out. We save 175 B a year if we can plug the hole. Walls work, if not prisoners are idiots.
1079165065385906182 2018-12-29 18:59:36 -0400 <kherm14> @realDonaldTrump You promised Mexico would pay for the wall. The only thing you were consistent about. And now you’re mad at democrats for not allowing you to make AMERICANS pay for it?  Who doesn’t get this?
1079165065150881792 2018-12-29 18:59:36 -0400 <surg2SAHM> @realDonaldTrump take your own advice: #TrumpResign
1079165063838253056 2018-12-29 18:59:35 -0400 <audreyregan> @realDonaldTrump Karma is sharpening her nails for the monster who slithered his way into the presidency.
1079165062202433536 2018-12-29 18:59:35 -0400 <Masoninblue> @martinleecobb @realDonaldTrump Hurting other people.
1079165061250383873 2018-12-29 18:59:35 -0400 <MattSteele2> @realDonaldTrump Wow....... need a nap President Cartman?
1079165061179019264 2018-12-29 18:59:35 -0400 <CermwgpSue> @realDonaldTrump -you had $1.92B left from $2B approved 4 border security last yr. that you didn’t use-why r you shutting down the gov’t over $$1.5B (or is it $1.3B now?) for a fence when you didn’t spend all of the $2B which was already approved? Stop blaming Dems-u r 2 blame.
1079165060285640705 2018-12-29 18:59:34 -0400 <maryderrickart> @DearAuntCrabby @realDonaldTrump nothing like pissing off millions of more people  #TrumpsFederalPayFreeze  again this TOO IS ON YOU 100% Donald ! let's see if that hashtag can go viral too....RT it as much as you can !
1079165060239507456 2018-12-29 18:59:34 -0400 <sir7882> @realDonaldTrump Kills. Children.
1079165060122112003 2018-12-29 18:59:34 -0400 <JuneMSanders> @charliekirk11 @realDonaldTrump Our young Pareiots....
1079165059769593856 2018-12-29 18:59:34 -0400 <catlucente> @1Naddaclue @BrendaJHackney1 @eddienotfunny @realDonaldTrump Who are “you people?” Who said that?! I never heard ANYONE say that! I just heard people talk about his promise and how he revoked it! Get your story straight. 🙄
1079165059169992707 2018-12-29 18:59:34 -0400 <CJoyceHarris1> @realDonaldTrump @FoxNews In case Trump forgot, the wall has nothing to do with security.  It won't stop drugs into the US. It is a worthless, waste of money. He wants the wall to stroke his own ego, &amp; to show he can intimidate &amp; control US citizens into doing what he wants. Wont work.
1079165059002118144 2018-12-29 18:59:34 -0400 <shortwave8669> @realDonaldTrump @FoxNews Excuses but no results. SAD WEAK
1079165058972696576 2018-12-29 18:59:34 -0400 <bearrows> @realDonaldTrump @FoxNews  https://t.co/AzJnhVCyeY
1079165056846311425 2018-12-29 18:59:34 -0400 <Leicester_Numan> @realDonaldTrump Trumponomics is the road to bankruptcy as you've proved time and time again.
1079165055332167680 2018-12-29 18:59:33 -0400 <JohnSmi19766007> @realDonaldTrump Lord help us. Our leader is just without a soul
1079165050852704256 2018-12-29 18:59:32 -0400 <justgraven> @realDonaldTrump @FoxNews  https://t.co/IMjuqNHCVa
1079165050122846208 2018-12-29 18:59:32 -0400 <eveagle23> @realDonaldTrump #TrumpChristmasShutdown
1079165049267257344 2018-12-29 18:59:32 -0400 <83Tree> @jeff_doelling @Advokat48 @realDonaldTrump Comments from a pro-lifer no doubt. Heartless...these are DEAD CHILDREN
1079165047425957888 2018-12-29 18:59:31 -0400 <buchholz_cliff> @realDonaldTrump So right you are. !!!
1079165045563641856 2018-12-29 18:59:31 -0400 <maxheadroom1983> @PeterValdo @whoopsbuni @p_kala @realDonaldTrump You think it’s a real shadow?
1079165044997337090 2018-12-29 18:59:31 -0400 <10000PIPS> @realDonaldTrump Wrong! They were reassigned according to your people at the DOJ. Stop lying
1079165044833902593 2018-12-29 18:59:31 -0400 <bob3286bob> @realDonaldTrump Good job
1079165043894153217 2018-12-29 18:59:31 -0400 <thedelgadic1> @almac64 @StandUpDave @realDonaldTrump You can't make a claim, then tell other people to look up sources to back up your claim.  That's not how any of this works.
1079165043839811586 2018-12-29 18:59:31 -0400 <ergoking> @ColMorrisDavis @realDonaldTrump @GOP I can’t wait until the Congress impeaches Trump and removes him from office—and then FBI seizes all of his assets because they were involved in his criminal enterprises. Watching him become penniless would be a fair reward for those suffering under his unjust reign of error.
1079165042384347137 2018-12-29 18:59:30 -0400 <Co50072057Grey> @Truthbe44018911 @AlstadtTom @jmduffyjr @LouDobbs @realDonaldTrump Prescription drugs should be dirt cheap. Wall Street reform why not? Isn’t that why we fund a federal trade commission (FTC) they’re obviously not doing they’re job. Expand SS not sure if I wanna send them more taxes since they’ve been bankrupting it for 40 yrs. spending on other
1079165041469997056 2018-12-29 18:59:30 -0400 <ItsLaurenWeber> @MainerMan84 @Cjcjlc777 @realDonaldTrump SHE BLOCJED ME  https://t.co/ExGPgRaGqL
1079165039163133958 2018-12-29 18:59:29 -0400 <MySongOTD> @al_zammam @realDonaldTrump @FoxNews Oh, you forgot the best part where Mexico was going to pay the wall through USMCA...because of his art of the deal
1079165039079092224 2018-12-29 18:59:29 -0400 <MoralesMeldrich> @realDonaldTrump From what I hear, you can’t even get your Senate to pass the wall.
1079165036919119872 2018-12-29 18:59:29 -0400 <CdprintingDave> @realDonaldTrump You poor baby.
1079165035480412160 2018-12-29 18:59:29 -0400 <pittie4life> @realDonaldTrump federal workers are furloughed with no end in sight, no pay means can't pay bills, and you just prevented a cost of living increase for federal workers. You know what that means?  LESS SPENDING. And, private sector pays more for the equivalent job.
1079165035237101568 2018-12-29 18:59:28 -0400 <metlakatla3> @bittermelon @realDonaldTrump Plus it's not true.
1079165034436149249 2018-12-29 18:59:28 -0400 <Avis75619851> @StumpforTrump @NancyPelosi @realDonaldTrump She parties like a college student on spring break.  $101,000 in alcohol during travel. Speaker of the House, really?
1079165033928708096 2018-12-29 18:59:28 -0400 <Wayward888> @realDonaldTrump @FoxNews The United States of America does NOT negotiate with Terrorists!  No WALL!  https://t.co/qYhJk9ZguQ
1079165033450491905 2018-12-29 18:59:28 -0400 <williesband> @realDonaldTrump  https://t.co/z7LQQ1snCg
