873328857109090304 2017-06-09 19:59:59 -0400 <IronMamba> @972_834 @MarkDice @realDonaldTrump No Way Jose. This is Fake News!
873328840621174784 2017-06-09 19:59:55 -0400 <ShabbatChess> @realDonaldTrump Russian Steps In To Buy Nude Dance Clubs
873328840239702019 2017-06-09 19:59:55 -0400 <TheSlipstreamer> @realDonaldTrump At least one of those requires you to resign. Go figure!
873328836108107776 2017-06-09 19:59:54 -0400 <adnil_lv> @realDonaldTrump Is OUR = right wing white Christian bigots who want to keep women and minorities in their (lower) place? #makeamericaGROSSagain
873328836053803008 2017-06-09 19:59:54 -0400 <al_chacho> @realDonaldTrump  https://t.co/88mAjjEUU8
873328832584888320 2017-06-09 19:59:54 -0400 <merlincambion> @realDonaldTrump Hey, way to go Trump! It looks like you finally beat your own inauguration crowd numbers.
873328829598756864 2017-06-09 19:59:53 -0400 <KenDeMere> @realDonaldTrump And you are a national embrassment #WorstPresidentEver
873328828759801858 2017-06-09 19:59:53 -0400 <Jack11083282> @schestowitz @ellaelise @MEUonamission @MeSharona1 @wikileaks @realDonaldTrump What's ur point
873328827128086529 2017-06-09 19:59:52 -0400 <thetablenz> President vows 100% to lie under oath if called to testify @realDonaldTrump
873328826843099136 2017-06-09 19:59:52 -0400 <alienjon70> @HeatherWhaley @realDonaldTrump On this one Come actually stated  as much." Trump said I Hope you can let Flynn go, he has been through a lot" is not a order,  demand,
873328826557779969 2017-06-09 19:59:52 -0400 <TammyTinkerbell> @CovfefeAgent @GingerMcQueen @MrHydro2 @realDonaldTrump 👏👍😂❤️😡🇺🇸🌸
873328825010192384 2017-06-09 19:59:52 -0400 <michaelhallida4> @realDonaldTrump Wait till Mueller gets to your tax records Donnie. Then its over pal. Coming soon Comrade ! 🤣  https://t.co/fvxNBRDpOm
873328822904651777 2017-06-09 19:59:51 -0400 <Shirley70974074> @realDonaldTrump @DanScavino @TeamTrump @KELLYANNEPOLLS@SESSION  https://t.co/TVMakxXbpW
873328821444935681 2017-06-09 19:59:51 -0400 <TimHigg88076257> @Shariem45 @johnny_2622 @RDebag @kenklippenstein @realDonaldTrump News is fake because it is just fake they lie and they lie
873328818454507522 2017-06-09 19:59:50 -0400 <brendaables> @pjmckeever1 @phillippaonline @RVAwonk @AlanDersh @realDonaldTrump He said Trump told him, didn't ask, told him he hoped he would let the Flynn case go.
873328818139705344 2017-06-09 19:59:50 -0400 <poettree77> @realDonaldTrump  Fbi are people also and paid lairs and I will swear in a court of law with evidence to some of their lies
873328817040891904 2017-06-09 19:59:50 -0400 <nottellinnuttin> @realDonaldTrump Comey is a rockstar!  YOU HAVE A MENTAL ILLNESS!!
873328817019944961 2017-06-09 19:59:50 -0400 <BourbonPolite> @jackschofield @realDonaldTrump Liberal; open minded: so open minded the brains fall out. read the trsnscripts loser
873328815963078656 2017-06-09 19:59:50 -0400 <RU4Awesome> @realDonaldTrump @Daniel_Ohana THANK YOU!
873328812511174657 2017-06-09 19:59:49 -0400 <BourqueBob> @realDonaldTrump @WhiteHouse who were these leaders
873328811240177664 2017-06-09 19:59:48 -0400 <brucehotchkiss> @realDonaldTrump Going golfing Donnie? Did you do your homework? No golf until your homework's done.
873328808467636224 2017-06-09 19:59:48 -0400 <mtnsuz8> @jkramon1313 @Al_Drago @kellyannepolls @realdonaldtrump Looks like there were more people at Comey's hearing than Trump's inauguration!
873328807893139456 2017-06-09 19:59:48 -0400 <kanyemusk> @realDonaldTrump @foxandfriends 😑 what other
873328807679229953 2017-06-09 19:59:48 -0400 <RudyRocks247> @972_834 @MarkDice @realDonaldTrump Read the book, this quote is not in there. You're a fraud and an American hating liberal loser.  Iran loves people like you. Move there.
873328807050190849 2017-06-09 19:59:47 -0400 <socialistmop> @ICU_Cathy @1961Xavier @Liz_Wheeler @POTUS @realDonaldTrump @PrisonPlanet @TuckerCarlson @AnnCoulter Thanks, all!
873328806500720640 2017-06-09 19:59:47 -0400 <AlexJrTrump1965> #lyingLeakingComey lied once again, and he LEAKED before Trump tweet... LIED..  @realDonaldTrump @mitchellvii ... COMEY IS A LIER, BIASED  https://t.co/0ZmXtywCEW
873328800167342084 2017-06-09 19:59:46 -0400 <Missbiggun> @SpeakerRyan @realDonaldTrump what are you guys...the spinners of alternative facts! Quit lying and quit acting like breaking the law is ok  https://t.co/1qxkVkB20x
873328799831556097 2017-06-09 19:59:46 -0400 <shell0361> @realDonaldTumpr @AlanDersh @realDonaldTrump You can't win an argument with folks that have the IQ of a tree.  Focus. Let's see that infrastructure, repeal and replace ObumaCare.Taxes?
873328799487799300 2017-06-09 19:59:46 -0400 <richer_sara> @realDonaldTrump N
873328798443290624 2017-06-09 19:59:45 -0400 <Resiege> @realDonaldTrump Donald PUTZ Trump, if you quit talking about it and make it happen, I might actually start believing you. Because what have YOU done? #\
873328795356364800 2017-06-09 19:59:45 -0400 <kateandbryanmom> @tweettruth2me @realDonaldTrump This is great!
873328794957996032 2017-06-09 19:59:45 -0400 <joevettweets> @realDonaldTrump Quit taking credit for Obama's jobs.
873328793498378240 2017-06-09 19:59:44 -0400 <BetsyOShea> @Rukiddingme247 @IngrahamAngle @realDonaldTrump Problem wasn't w Eric. Problem PER USUAL was w his father who demanded Erics charity to pay 5X the usual fee to play at trump golf course
873328790910271489 2017-06-09 19:59:44 -0400 <alanbirdsell> @realDonaldTrump #FakePresident
873328788549099521 2017-06-09 19:59:43 -0400 <_stryker1> @realDonaldTrump @DonaldJTrumpJr  https://t.co/YcMhVZXwLY
873328788041543681 2017-06-09 19:59:43 -0400 <smoggiekraut> @Don_Vito_08 @realDonaldTrump Problem is if he succeeds is telling Muslims they are banned, spending billions on walls and pulling out of deals the US is not winning.
873328787613732866 2017-06-09 19:59:43 -0400 <SnackAlter> @Vickigr81567276 @refutal @NoRacistBigots @rubenvega1941 @realDonaldTrump @HamillHimself Vicki genuinely serious question. Why don't you yourself ever talk about politics? You never give your opinion. You just retweeet
873328786745552896 2017-06-09 19:59:43 -0400 <vfairman07> @CNN America is waiting...'Taps foot' @realDonaldTrump
873328786225410049 2017-06-09 19:59:42 -0400 <esmaeil_ansari> 4ooمیلیارد دوشیدی ازشون@realDonaldTrump .اما #PersianGulf وقتی که کریستف کلمپ شما رو قاطی بقیه ادما کرد #خلیج_فارس بوده.حروم زاده ها #السعود  https://t.co/5WJd1pykgS
873328784681947136 2017-06-09 19:59:42 -0400 <mallydobb> @smreaga1 @CoreyStewartVA @realDonaldTrump @EdWGillespie So it’s a party of jackasses, one determined to crash and burn usa and the other looking to destroy Virginia.
873328782945300480 2017-06-09 19:59:42 -0400 <adman329_adam> @jeffjfyke @DToomuchfun @Dkboy187 @JPK3714 @heyadiana @realDonaldTrump @WhiteHouse If he obstructed justice so did Comey for covering it up
873328778826657792 2017-06-09 19:59:41 -0400 <BK6493029> @smcknight19535 @courn_pop @MrJamesonNeat @JefChau @PixyjNavyWife @christy_mcafee @madisen_k @MrDMVRE @realDonaldTumpr @JeremyJFraser @AlanDersh @realDonaldTrump Or had enough money to pass around.
873328777778036736 2017-06-09 19:59:40 -0400 <jambie61> #FridayFeeling  @realDonaldTrump  @POTUS.  @GOP  https://t.co/VraSom9bv7
873328777689878530 2017-06-09 19:59:40 -0400 <510Fiftyfold> @TheKevinDent @kenplaisance @NobleSenseiSmah @realDonaldTrump So true Kevin. All you have to say is *popular election* and they react like pigeons fighting over a bread crumb.
873328775005519873 2017-06-09 19:59:40 -0400 <blcsfo> @Pol_PoTrump @JohannaEliesje @realDonaldTrump  https://t.co/jHGousLK5h
873328774762422272 2017-06-09 19:59:40 -0400 <PatriciaRPearl> @realDonaldTrump I've read that if an addict is given Narcan, or the other, because of an overdose, that the next day the go through BAD withdrawal!
873328773315297280 2017-06-09 19:59:39 -0400 <GingerMcQueen> @trohar4 @lori_mendicino @aseeger3 @TammyTinkerbell @MrHydro2 @realDonaldTrump Very misogynistic of you, Tony 😂👎
873328773285920768 2017-06-09 19:59:39 -0400 <Carro1920> @POTUS @realDonaldTrump Where are the tapes between you &amp; former Dir. Comey? I bet the orange fiber optic cables are embedding in your hair🤔🤥 https://t.co/2cndHB5ylH
873328772417806337 2017-06-09 19:59:39 -0400 <mjk_4mjk> @JizzalotTank @NancyPelosi @realDonaldTrump MANCHIN: "Finally, did the president ever show any concern or interest or curiosity about what the Russians were doing?" ...
873328772295958528 2017-06-09 19:59:39 -0400 <eestesx3> @almondravyn @GeorgeTakei @DNAtv @realDonaldTrump So am I. We need to encourage him to talk more, tweet more, lie more.
873328769435652096 2017-06-09 19:59:38 -0400 <TimeforTruth16> @peotus111 @adman329_adam @MikeTokes @realDonaldTrump @WhiteHouse At least you have a sense of humor, gotta work on the intelligence though ;)
873328769242628096 2017-06-09 19:59:38 -0400 <HankenRyder> @realDonaldTrump  And the charity claims, my my my   https://t.co/95FU3kzym3
873328768563138561 2017-06-09 19:59:38 -0400 <StephenMansell1> @ItsNorbitPeters @thehill @SenGillibrand @realDonaldTrump @FoxNews @seanhannity @LouDobbs @DRUDGE_REPORT @SheriffClarke @AP Correction: They are "reducing regulations" on giant banks by trying to repeal Dodd-Frank. Way to stick up for the little guy!
873328768219308033 2017-06-09 19:59:38 -0400 <MadMom22> @realDonaldTrump @WhiteHouse Yeah. Because that's all anybody's been talking about all week! Infrastructure! Not #TrumpRussia #LiarInChief #FollowTheMoney #UnfitToServe
873328766470283266 2017-06-09 19:59:38 -0400 <Fatfred10> @realDonaldTrump I love the FACT that I have a POTUS that wants to put AMERICA 1ST
873328765669056512 2017-06-09 19:59:38 -0400 <PoliticDeb> @lost_aries80 @jenabgoode @phattydlux3 @gersimpkins @JbridgeGbs @LyndaATElmore @the_real_RandyB @GIowing0rb @lisa_hanlin @lizburke @NormBraves @tonyposnanski @realDonaldTrump That's your problem. I love President Trump ❤
873328764578562048 2017-06-09 19:59:37 -0400 <hallta25> @realDonaldTrump @WhiteHouse YOU ARE A TRAITOR TO AMERICAN PEOPLE
873328759872638976 2017-06-09 19:59:36 -0400 <gnsthewind> @NayeliMichelle @Lastonein66 @DrCraigMalkin @realDonaldTrump Oh, but yes a POTUS does have that power. Not being investigated when Comey fired. Unless RM started 1, he can stop investigation cold.
873328757070741504 2017-06-09 19:59:36 -0400 <justbitsy> @realDonaldTrump @WhiteHouse MAGA:  MORONS Are GOVERNING America
873328756093353986 2017-06-09 19:59:35 -0400 <DSeager1> @w_terrence @realDonaldTrump @ComeyHearing @FoxNews @seanhannity @CNN @MSNBC Fun ny
873328752348069888 2017-06-09 19:59:34 -0400 <RogTallbloke> @Redfujiguy @LindaChapin4 @theresa_may @realDonaldTrump Reducing co2 has almost no effect on temperature. Adding more co2 doesn't either. Here's the science:  https://t.co/ryv9otwbbC
873328751639236608 2017-06-09 19:59:34 -0400 <cricketnmr> @realDonaldTrump Blah, blah, blah, blah
873328749722431488 2017-06-09 19:59:34 -0400 <Mike_Elison> @SeanIra_ @RVAwonk @AlanDersh @realDonaldTrump This is a witch hunt in search of a crime. Keep digging Dems. Waste your time on this rather than doing the People's business.
873328747004530688 2017-06-09 19:59:33 -0400 <puppie96> @thelawanon @JohnTrump20 @karenizme @realDonaldTrump No, untrue.
873328746249375744 2017-06-09 19:59:33 -0400 <jcpolls> 33% TRUST Comey over @realDonaldTrump, 30% Trump &gt; Comey, 29% neither, 4% both equally. New from @SurveyMonkey  https://t.co/9O14MUC3up
873328743607087105 2017-06-09 19:59:32 -0400 <erotesis> @realDonaldTrump Now you are open up Wall Street once again  to rampantly dip off the people and empty retirement funds. You are all corrupt scroundrels
873328743447711744 2017-06-09 19:59:32 -0400 <Gmatpick64> @MikeLevinCA @realDonaldTrump If he testified under oath we all know that he'd still be lying. He's a narcissist, they don't know how to tell the truth.
873328742256586753 2017-06-09 19:59:32 -0400 <spvati> @realDonaldTrump Thank you for putting America first!   Thank you for getting rid of the PC kow-towing of the last admin! 🇺🇸
873328738955665412 2017-06-09 19:59:31 -0400 <PiTraynor> @jules_su @realDonaldTrump Bernie Sanders got schooled by the democrat machine.  Why aren't you talking about that?
873328738682888197 2017-06-09 19:59:31 -0400 <BradfordKitson> @RestoreUSA157 @mrdavehill @realDonaldTrump What exactly would those be? A tax cut called tax reform? Healthcare that isn't? Hate allies?  Love Dictators?  Russia first?
873328737848184832 2017-06-09 19:59:31 -0400 <Aliciasinsight> @nasagreen @mikiebarb Wouldn't it be AMAZING if someone already is? And maybe they're going to write a tell all @realDonaldTrump its very possible 😈 😃
873328733716918272 2017-06-09 19:59:30 -0400 <amandawoodbury2> I would love for @realDonaldTrump to take HISTORY exam at the college level after being checked for cheating devices on camera.  https://t.co/ymJ29YISvD
873328733473648640 2017-06-09 19:59:30 -0400 <JCEstevesJR> @realDonaldTrump The world's leading country need to lead the world by example. Looking to its own belly is not leading. This is not a Co, it's a country.
873328733280763905 2017-06-09 19:59:30 -0400 <AnnTEresists> @Rosie @realDonaldTrump BAHAHAHA! Love it Rosie. Does he pee orange?
873328732114743296 2017-06-09 19:59:30 -0400 <epoca_de_plata> @realDonaldTrump Won't someone please spare a thought for these put-upon souls who just want respect, and maybe a new mansion in St Bart's?
873328730923335680 2017-06-09 19:59:29 -0400 <ASRDemocracy> @DonaldJTrumpJr @realDonaldTrump I believe Trump will make America succeed like I believe John Gotti or Vito Corleone would make America succeed. I hope you see what I mean.
873328727446388737 2017-06-09 19:59:28 -0400 <TWelmon> @realDonaldTrump @FaithandFreedom God bless our nation and the POTUS Team!!!!
873328724942434305 2017-06-09 19:59:28 -0400 <JJVP10> @kennyclark567 @steph93065 @LOLatLiberalism @POTUS @realDonaldTrump We've been waiting for the last 5 months. Hope might be eternal, but we are not. #liberals #trump #gop
873328722941591552 2017-06-09 19:59:27 -0400 <KevinFernau> @realDonaldTrump Told ya!
873328722933317633 2017-06-09 19:59:27 -0400 <tealraspberry> @pearl_of_truth @redviolet1458 @seanhannity @AriFleischer @POTUS @realDonaldTrump OMG!  He's allowed.  We have this thing called the First Amendment.  It lets people talk about things.  It's pretty cool.
873328722136453120 2017-06-09 19:59:27 -0400 <jamesclayrich> @NancyPelosi @realDonaldTrump Please stop all the crap, Nancy. Everyone is sick of it!!
873328722014859264 2017-06-09 19:59:27 -0400 <DanielR77829315> @MarkDice @realDonaldTrump I couldn't have said it any better Mark
873328721578532864 2017-06-09 19:59:27 -0400 <lilredandy> @realDonaldTrump The fact you would need to wear a lie detector not just a bible means to tell the truth, screaming wolf around town.
873328720806916098 2017-06-09 19:59:27 -0400 <YourVoice2020> @CNNnewsroom @MSNBC @ABC @CBSNews @NBCNews @FoxNews @democracynow @OFDHILLARY2016 @POTUS @JamesBrienComey @SenatorBurr @MarkWarner @realDonaldTrump debt and not bring it down. I don't know about how Congress feels about that, but the American People are fearing another RECESSION AND GOV.
873328719745564672 2017-06-09 19:59:27 -0400 <WendyFarless> @realDonaldTrump Guilty.
873328718151901184 2017-06-09 19:59:26 -0400 <d64426805> @realDonaldTrump So what about the country's ur attacking Syria u will lose that's what happens to aggression it gets put down in the end
873328717338214400 2017-06-09 19:59:26 -0400 <resistencia1969> @realDonaldTrump @marcorubio x dios trump confió q eres un hombre bueno, senador ayúdenos
873328716436447232 2017-06-09 19:59:26 -0400 <DonTheCon_Trump> @realDonaldTrump Over the next.......long period of time! You can never quite find the words, huh?
873328714880364544 2017-06-09 19:59:25 -0400 <Buster49561554> @realDonaldTrump And God made the earth in seven days and seven nights.  You can even get a bill out of Congress. Pathetic 🤡!
873328713089372166 2017-06-09 19:59:25 -0400 <tony_leroi> @realDonaldTrump You want US great? Let's try not leading in prison population, obesity, gun violence, police violence, and a failing education system ijs
873328711688491009 2017-06-09 19:59:25 -0400 <2bWinstonSmith> @realDonaldTrump I am sure your banker friends will thank U for allowing  them to financially rape America again.  #FeedTheRich #socalledpresident #TrumpDump  https://t.co/pUWvhh8pF6
873328710031749122 2017-06-09 19:59:24 -0400 <BidenHarrisWon2> @realDonaldTrump @FaithandFreedom Too bad he doesn't believe in either.
873328709113073664 2017-06-09 19:59:24 -0400 <Louiselksnaz> @Rosie @DonaldJTrumpJr @realDonaldTrump Pathological Liar. The whole clan of you are. POS
873328703966658560 2017-06-09 19:59:23 -0400 <databoybiz> .@MSNBC everyone and anyone who is touched by @realDonaldTrump suffers. @POTUS suffers from #Dementia but even reporter confuses questions?
873328703136313347 2017-06-09 19:59:23 -0400 <LongIslander57> @realDonaldTrump  https://t.co/JYgGO40AQx
873328698719686656 2017-06-09 19:59:22 -0400 <Star8400CPD> @denisescribner1 @NanaluvsTrump @SheriffClarke @realDonaldTrump Why? There is only 1 religion right now that you need to be concerned about. Only 1.  You have nothing to fear from others.
873328693208379392 2017-06-09 19:59:20 -0400 <mable02> @Calideplorable1 @realDonaldTrump @lsmoore2405 @FaithandFreedom @POTUS You believe in the tooth fairy too, don't you ?!
873328688489746433 2017-06-09 19:59:19 -0400 <AbyTorresJr> Kevin Siers, The Charlotte Observer 😂😂😂 @KevinSiers #PaulRyan @realDonaldTrump #Trump  https://t.co/aja2U2z167
873328687789125632 2017-06-09 19:59:19 -0400 <RozzieVox> @realDonaldTrump What a SAD SAD man you are !! And so delusional also !! WE will not allows you to become a dictator !!!
873328687277408256 2017-06-09 19:59:19 -0400 <AliAliSmitheroo> @realDonaldTrump You are totally incompetent.
873328683154415620 2017-06-09 19:59:18 -0400 <mostwiselatina> @realDonaldTrump's lawyer to file complaint against Comey over memos ➡️BFD: SAME OLD TRUMP DEFENSE:     👹👹THREATS👹👹  https://t.co/k9haxJkDwb
873328681707556865 2017-06-09 19:59:18 -0400 <enarans> @NaransMelissa @realDonaldTrump Yes
873328678364729348 2017-06-09 19:59:17 -0400 <ae024ccccccc423> @realDonaldTrump Thank you my friend!!!!
873328677299171328 2017-06-09 19:59:16 -0400 <martagoducks> @DineshDSouza @realDonaldTrump @Variety @CNN @rezaaslan IS SHIT
873328676443754498 2017-06-09 19:59:16 -0400 <RancePA1776> @Rosie @DonaldJTrumpJr @realDonaldTrump my apologies  Debbie--Jon Stewart, Chelsea Handler, Al Sharpton, Cher, Miley Cyrus, Amy Schumer, Whoopi Goldberg, and Rosie ---  Hypocrites
873328672735997956 2017-06-09 19:59:15 -0400 <Ken66351008> @realDonaldTrump @FaithandFreedom Sweet
873328667983826945 2017-06-09 19:59:14 -0400 <MsCCookieVargas> @realDonaldTrump Infrastructure week...hmmmm, is next week triple points on berry Pinkberry week?
873328665030934528 2017-06-09 19:59:14 -0400 <penai12> @9NewsAUS @realDonaldTrump Except that he is quite capable of lying under oath 😄
873328658261262336 2017-06-09 19:59:12 -0400 <2021Freedom1776> @sakyabuni @jackschofield @realDonaldTrump Prove he is not a liar.
873328654150971392 2017-06-09 19:59:11 -0400 <mhla1956> @realDonaldTrump BTW... has nothing to do with liberal or conservative ... has to do with intellect and logic ... you are SUPREMELY BOMBASTIC !!
873328652213260288 2017-06-09 19:59:11 -0400 <TomthunkitsMind> .@realDonaldTrump We Have One Question: WHERE ARE THE JOBS???  https://t.co/nqxYb89RLw
873328648882978816 2017-06-09 19:59:10 -0400 <irish468> @hardball @MSNBC @realDonaldTrump You would, you did dt. What a sleazy man you! FYI, most believe Comey.
873328648866148352 2017-06-09 19:59:10 -0400 <BoschmaPj> @realDonaldTrump biggest threatt to love and world peace
873328644373991424 2017-06-09 19:59:09 -0400 <RecordLina> Dear @realDonaldTrump you have been proven to be a #LiarInChief may times over. @WhiteHouse @POTUS @IvankaTrump  https://t.co/qVPixqFZ58
873328639592591365 2017-06-09 19:59:07 -0400 <GGA1759> @realDonaldTrump @foxandfriends Do you spit or swallow? Asking for a friend.
873328638212616192 2017-06-09 19:59:07 -0400 <scottthelew> @realDonaldTrump lord knows you put yourself first. Quit throwing your ppl under the bus by only making sure you're not being investigated.
873328636484612096 2017-06-09 19:59:07 -0400 <DanaScottlo> @kvpeckwriter @realDonaldTrump @FBI @JynErso_2017 @TheSWPrincess @gbmnyc @AgentMulder2017 @TherealIzlamb @EzraBridger2017 @COPicard2017 @MattAsherS @jetpaxNdemocraC @MrScottLads my #GeeksResist pal @TherealIzlamb found it!  https://t.co/b8RGqNBpUW
873328634140004352 2017-06-09 19:59:06 -0400 <tork1050> @realDonaldTrump Enough platitudes! Facts and figures, please.
873328629794603008 2017-06-09 19:59:05 -0400 <kvpeckwriter> @realDonaldTrump @foxandfriends Aww, the Liar Wannabe Dictator just thanked his Propaganda Team. Follow the money. It's all both Fox News and DJT care about.
873328629366874112 2017-06-09 19:59:05 -0400 <Jackymax> @realDonaldTrump Message from the UK for your tweets about London Mayor @SadiqKhan...  https://t.co/YRRWdj0OMo
873328629157175296 2017-06-09 19:59:05 -0400 <KatMDePorter> @realDonaldTrump And you are a pathological liar!!! WOW!!! #ImpeachTrump
873328628821409792 2017-06-09 19:59:05 -0400 <DJMcBrideAK> @Lostaboveall @realDonaldTrump You're not kidding
873328626024026113 2017-06-09 19:59:04 -0400 <luciw77> @realDonaldTumpr @EricTrump So true! Thank God for @realDonaldTrump that sees the thruth!
873328623805247488 2017-06-09 19:59:04 -0400 <BooBooNyc> @person_darrick @realDonaldTrump You shouldn't be tweeting me if you just lost your son. Stop lying or get your priorities straight.
873328622903406592 2017-06-09 19:59:04 -0400 <BettySpeaks2020> @realDonaldTrump @WhiteHouse Did you declare this #InfrastructureWeek to take the attention away from the Comey interview? So what plan did you guys come up with?
873328620273635328 2017-06-09 19:59:03 -0400 <mjk_4mjk> @JizzalotTank @NancyPelosi @realDonaldTrump ...  COMEY: "I don't recall a conversation like that."  https://t.co/dc3PWETRxo via @politico
873328617689817088 2017-06-09 19:59:02 -0400 <KevDaly> @jerryjamesstone @TLAdamsWrites @realDonaldTrump He does seem to project a lot... like a lot of morally vacant people he can't understand those not motivated by venality.
873328609645219840 2017-06-09 19:59:00 -0400 <clewis7711> @SamyGadolpo @bcollinstattoo @RedPillWill @jules_su @MarkDice @realDonaldTrump You mean faux news right?
873328607430676480 2017-06-09 19:59:00 -0400 <Jonatha11190670> @jenladkins @realDonaldTrump @StJude  https://t.co/tIvPNo3Zaj
873328606327517185 2017-06-09 19:59:00 -0400 <Republi63207812> The DUP. Just what @realDonaldTrump always wanted.!!!!! 🤔
873328605912104960 2017-06-09 19:58:59 -0400 <Eltoro500> @SenWarren @realDonaldTrump Come on a blind person can see that Trump was trying to get that man to drop the investigationAnd that lawyer of his doesn't  know the truth
873328605337726976 2017-06-09 19:58:59 -0400 <mikeyhaha1> @realDonaldTrump More locker room talk "give my buddy a pass, wink wink I didn't actually mean it."
873328601722232832 2017-06-09 19:58:58 -0400 <hamboky> Spin it however you want @SarahPalinUSA but yesterday an @FBI director called @POTUS @realDonaldTrump a boldface LIAR ON SEVERAL OCCASIONS!!  https://t.co/JOauhMMTTT
873328600619069440 2017-06-09 19:58:58 -0400 <NMadiouEsq> @realDonaldTrump, do it.
873328599834787841 2017-06-09 19:58:58 -0400 <parkse> @3rd_POTUS @realDonaldTrump @GOP @HouseGOP @SenateGOP Another Trump mistake.
873328599453118465 2017-06-09 19:58:58 -0400 <observationdek> @realDonaldTrump The 'leader' of the free world. Morally bankrupt -liar-sexual deviant -but who uses God phrases to appease the evangelical vote #removetrump
873328596600979457 2017-06-09 19:58:57 -0400 <EB2683> @realDonaldTrump You may have to stop golfing every weekend to do that
873328596257034246 2017-06-09 19:58:57 -0400 <HankenRyder> @realDonaldTrump  Friends voting in multiple states. Naughty Boy  https://t.co/KtWZou0WNK
873328596122705920 2017-06-09 19:58:57 -0400 <BrendaWaterbury> @SuzyHall08 @denniswilliamsb @LivingOn18 @seanhannity @TGowdySC @realDonaldTrump @USAGSessions Your first person on the list to oust SB Trump!
873328594059227136 2017-06-09 19:58:57 -0400 <NoCustomerServ> @realDonaldTrump Can you believe that,with all of the problems and difficulties facing the U.S., Donald is  spending the weekend golfing?
873328591467147264 2017-06-09 19:58:56 -0400 <617Strong2> @MrJamesonNeat @christy_mcafee @madisen_k @MrDMVRE @realDonaldTumpr @JeremyJFraser @AlanDersh @realDonaldTrump No he did not say the hole campaign is under investigation left wing liars just like hillary and Comey and Obama on and on move to Syria plz
873328590905110528 2017-06-09 19:58:56 -0400 <xXGarboXx> @Dadiioo11 @tedlieu @MeckpommSF @realDonaldTrump At this time into Bill Clinton's first term; His approval ratings were lower than POTUS.Also Bill Clinton was the only, POTUS to b impeached
873328590841970688 2017-06-09 19:58:56 -0400 <HearMeRoar135> And 100% willing to perjure himself. What else would we expect from @realDonaldTrump @RoguePOTUSStaff  @GeorgeTakei   https://t.co/uhAsBfaWg0
873328589592285186 2017-06-09 19:58:56 -0400 <aliquid_haeret_> @thehill i hope @realDonaldTrump 's future cell mate has a big one, no self esteem and no lube :)
873328586790285312 2017-06-09 19:58:55 -0400 <ShabbatChess> @realDonaldTrump Saint Augustine, FL Strip Clubs -  https://t.co/LT3f2oFuEm
873328584890429441 2017-06-09 19:58:54 -0400 <spoiledlass> @TheKevinDent @realDonaldTrump in God, I am not a freak about it.
873328575579131904 2017-06-09 19:58:52 -0400 <cutshot49> @ValentineShow @realDonaldTrump I guess that I'm a huge idiot, I always read Trumps tweet about "tapes" as COMEY better not have taped their conversations.
873328573242855429 2017-06-09 19:58:52 -0400 <wagenfire1> @GingerMcQueen @lori_mendicino @aseeger3 @TammyTinkerbell @MrHydro2 @realDonaldTrump Yes #MAGA and discombobulate the #AgendaofEvil - msm+progressive liberal left+ Islam! God Speed
