845787379332005889 2017-03-25 19:59:59 -0400 <KristaDavila> @realDonaldTrump you haven't and you won't
845787283001368576 2017-03-25 19:59:36 -0400 <saud121_1> @realDonaldTrump 👍💗🌹😀☑📹☑👏☑🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸👍👍💪💪💪
845787282858762242 2017-03-25 19:59:36 -0400 <ThomasCutone> @williamlegate @realDonaldTrump @ThomasCutone
845787278366658560 2017-03-25 19:59:35 -0400 <hawkgirl185> @KeithOlbermann @realDonaldTrump Ah, Keith, such good advice. I'm sure there are nice golf courses in Russia.
845787270737264641 2017-03-25 19:59:33 -0400 <jocahe603_carol> @realDonaldTrump there were rallies, Comrade?
845787270355603456 2017-03-25 19:59:33 -0400 <TRUMPNATIONTN> @realDonaldTrump U SHOULD JUST FIRE ALL THOSE IN CONGRESS AND SENET RUN AMERICA LIKE A BUSINESS THEN WE WOULD HAVE A GREAT USA!!
845787269617324033 2017-03-25 19:59:33 -0400 <1MCB1> @realDonaldTrump @JudgeJeanine @FoxNews because she's the voice of reason and a pillar of credibility.  😂😂😂
845787267348221952 2017-03-25 19:59:33 -0400 <MamaRag> I have travelled here from 1985....  Who did you say is president? @realDonaldTrump?  #NowThatCantBeReal  https://t.co/1gkljsM1Qt
845787266761019392 2017-03-25 19:59:33 -0400 <JaniceDiNapoli> @realDonaldTrump Why do you like to scare people. That's not the way to lead. By trying to frighten them. The ACA is NOT imploding. You LIAR
845787264848449536 2017-03-25 19:59:32 -0400 <Cmendozapuccini> @realDonaldTrump Lack of votes is your thing right Donald?
845787260398157826 2017-03-25 19:59:31 -0400 <tgpr4> @realDonaldTrump 日本の放射能なんとかしてくれよ  お前の先輩がやってたんだ
845787257155993600 2017-03-25 19:59:30 -0400 <1karenalvarado> @realDonaldTrump Attn: Hollywood and all you hypocrite liberals. Sponsor an immigrant; I sponsored 2.
845787254782115840 2017-03-25 19:59:30 -0400 <thajimon> @realDonaldTrump @JudgeJeanine @FoxNews no!
845787244225089536 2017-03-25 19:59:27 -0400 <Marylou03788828> @realDonaldTrump I am not worried I know it take time but you can do it
845787241389719553 2017-03-25 19:59:26 -0400 <potoole70> @realDonaldTrump Stay with it Mr. President
845787238038454274 2017-03-25 19:59:26 -0400 <FloranceBarret5> @BeeMissa @erichmcelroy @realDonaldTrump no thank me for the taxes to pay for all you
845787233932230657 2017-03-25 19:59:25 -0400 <WillyiamRo> @realDonaldTrump yeah, we'll keep holding our collective breath. #failing
845787232170532864 2017-03-25 19:59:24 -0400 <mikeylikesit100> @tonyposnanski @ameriflames @realDonaldTrump Nice!!
845787231113535489 2017-03-25 19:59:24 -0400 <kdfree07> @realDonaldTrump LOCK HIM UP!
845787224469790720 2017-03-25 19:59:22 -0400 <almightymom> It's clear why @realDonaldTrump has 6 bankruptcies. He's a horrible businessman. "Fart of the Deal" kindof man. #Impeach45 #TrumpDontCare  https://t.co/twtcp5JOyi
845787219008917508 2017-03-25 19:59:21 -0400 <DonaldJStumpf> @mike_pence @realDonaldTrump That looks like millions to Trump.
845787216806887424 2017-03-25 19:59:21 -0400 <audrey_norris18> @braininthevat @realDonaldTrump never said fake nope it's LIES propaganda no facts
845787207470231553 2017-03-25 19:59:18 -0400 <Kcsimonsen> @craft_anissa @BudKinches @realDonaldTrump I like how the intelligence slam is what you decided to defend. Not racism or homophobia.
845787203192131584 2017-03-25 19:59:17 -0400 <stephJmerk> @realDonaldTrump  protect the bears and wolves of Alaska...stand up for mother earth!!!
845787201011036160 2017-03-25 19:59:17 -0400 <xmarxthespot001> @realDonaldTrump more against you than for you loser.   Please resign and save us from the impeachment process!
845787197869580290 2017-03-25 19:59:16 -0400 <Thseldo4me> @penny_lesner @shygal0000 @realDonaldTrump Hardly bears out your trumpian beliefs  https://t.co/1PjLUvrEWh
845787195730472960 2017-03-25 19:59:16 -0400 <richdirenzo> @realDonaldTrump you're a flawed and troubled man.  Agenda crumbling and you're fixated on stragglers that think you're still campaigning.
845787195571101697 2017-03-25 19:59:16 -0400 <DavidSLewis83> Not that he'll hear about it, but I bet @realDonaldTrump would be fine with this kind of treatment.  https://t.co/1LxpmhxyoL
845787194887475200 2017-03-25 19:59:15 -0400 <SharronWhatson> @mitchellvii @realDonaldTrump   Wise words. For an idiot at least.
845787194275061761 2017-03-25 19:59:15 -0400 <watt4prez> @stansniper168 @cmclymer Doesn't it bother you that even someone U choose to look down on can realize @realDonaldTrump's a dangerous loser?
845787192249102336 2017-03-25 19:59:15 -0400 <bellazoe123> @getfit1johnson1 @dumptrump6912 @AmyPolitakis @realDonaldTrump I do mow my own grass.
845787191880155137 2017-03-25 19:59:15 -0400 <flakey> @stealthygeek @DavidKenner @realDonaldTrump while he plays golf
845787190852444161 2017-03-25 19:59:14 -0400 <Gorjista> @realDonaldTrump #SROTUS  https://t.co/LhEaiim7WE
845787189644611584 2017-03-25 19:59:14 -0400 <NeneEMcDowell> @POTUS @SpeakerRyan @realDonaldTrump You can blame Democrats for passing and owning Obamacare. GOP owns repeal/replace Fail.
845787186511327232 2017-03-25 19:59:13 -0400 <sarahhappycat> @thehill none! Tell @realDonaldTrump and @FoxNews to stop crazy talk and get @POTUS to formally apologize (again!)
845787181763477504 2017-03-25 19:59:12 -0400 <madamgovnr> @realDonaldTrump Imagine that...  https://t.co/cB43Dq8n88
845787181096546305 2017-03-25 19:59:12 -0400 <DrealSidewinder> @TBrianMalone @quinncy @realDonaldTrump 😂🤣😅🤣😂🤣😅😂🤣😅😂😅😂🤣😅😂😂😅😅😂😂😅😅🤣😅😅🤣😂🤣🤣🤣😅
845787172808548352 2017-03-25 19:59:10 -0400 <5iVVVVVe> Ha! @realDonaldTrump @LoserDonald @yankeeclipper68 @LawyerRogelio  https://t.co/2aJZu0hJ5x
845787170031906816 2017-03-25 19:59:09 -0400 <kdfree07> @realDonaldTrump LIAR!
845787167498653699 2017-03-25 19:59:09 -0400 <BN51> @TomthunkitsMind @realDonaldTrump JC Penny closing stores, Macy's closing stores, Sears/Kmart may go out of business. @realDonaldTrump jobs?
845787165292355584 2017-03-25 19:59:08 -0400 <Dazeycrush> Obamacareless health care. You can't keep your doctor as it was a typo just like birth certificate right Barry? @realDonaldTrump #MAGA
845787164432650241 2017-03-25 19:59:08 -0400 <ajrhunter> @realDonaldTrump wow so disloyal  https://t.co/8JITx82mab
845787162603929602 2017-03-25 19:59:08 -0400 <reap_jesse> @realDonaldTrump Great idea!  Health insurers will raise rates due  to uncertainty in the marketplace! More people will lose coverage. #MAGA
845787154462769153 2017-03-25 19:59:06 -0400 <DapperDarkness> @realDonaldTrump @POTUS You could learn from his example. Say it. Say "I'm sorry I was manipulated into acting against American interests."  https://t.co/pMAHmUE34p
845787147298856961 2017-03-25 19:59:04 -0400 <gregrevel> @ErickFernandez @realDonaldTrump he's never wrong its amazing
845787145759444993 2017-03-25 19:59:04 -0400 <DameJEMarshall> @kharyp @realDonaldTrump  https://t.co/cuyfyWGY79
845787145143013376 2017-03-25 19:59:04 -0400 <ericdavey69> @CsesarC @williamlegate @realDonaldTrump are you living under a rock or divorced from reality which is it.
845787141309288448 2017-03-25 19:59:03 -0400 <JerushaSF> Must be nice, @realDonaldTrump  https://t.co/GEYcyBYahe
845787140130787329 2017-03-25 19:59:02 -0400 <danielgrimes15> @realDonaldTrump yes it well Mr president
845787139652636674 2017-03-25 19:59:02 -0400 <leftastic13> @realDonaldTrump  Nobody is worried now that you've failed #Bigly  You should just resign now. Save yourself further embarrassment. #Impeach
845787139266744320 2017-03-25 19:59:02 -0400 <danedame54> @realDonaldTrump Stop watching TV. Start trying to be a president.
845787130034962432 2017-03-25 19:59:00 -0400 <DanaBallardV> @realDonaldTrump you are failing bigly. Sad
845787129779183616 2017-03-25 19:59:00 -0400 <Appavon> @realDonaldTrump Amen.
845787128047001600 2017-03-25 19:58:59 -0400 <Magerget> Can't find a road to healing, when you're blinded by your pride  https://t.co/lMnu3ZbFVd @realDonaldTrump @SenateGOP #healthcare #7years
845787127220748288 2017-03-25 19:58:59 -0400 <MikeSerpe> ...and now we have no choice but to suspect that @POTUS  @realDonaldTrump has tiny fingerprints on this. Sad. Believe me. Bigly.  https://t.co/4t7pJi3fR6
845787126973300738 2017-03-25 19:58:59 -0400 <spaikin> .@realDonaldTrump and the fine art of authenticity, via  @ConwayFraser  https://t.co/PMhYsy0Yx6 #POTUS
845787126436315136 2017-03-25 19:58:59 -0400 <trulysarahwest> @POTUS @realDonaldTrump why is everyone making fun of you??? 🤗😮  https://t.co/2RCySYP5Li
845787115275386881 2017-03-25 19:58:56 -0400 <JasonLynnSr> @akaacon @_chrisgriffith_ @Sethrogen @realDonaldTrump Of course it's relevant that's all we heard even Trump bitch about during the election. How Obama's always taking vacation and golfing.
845787112821719041 2017-03-25 19:58:56 -0400 <ejasroth2000> @realDonaldTrump  https://t.co/ilQfGaWfP5
845787105208889344 2017-03-25 19:58:54 -0400 <Heddababy69> @tonyposnanski @ameriflames @realDonaldTrump 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
845787100830150656 2017-03-25 19:58:53 -0400 <JoanneB57788961> @realDonaldTrump making America hate again.
845787099899015172 2017-03-25 19:58:53 -0400 <PoliticalEmery> @williamlegate @realDonaldTrump  https://t.co/4JhCpst5TC
845787099584450561 2017-03-25 19:58:53 -0400 <tinastratton196> @realDonaldTrump u
845787093490159618 2017-03-25 19:58:51 -0400 <Andrewmartin738> @realDonaldTrump can you at least try and stay at the White House and learn how to run our country instead of running away like a child? Thx  https://t.co/NzCblnn25w
845787090822594561 2017-03-25 19:58:51 -0400 <merrykosmos> @bessbell @AmyPolitakis @realDonaldTrump Bess, she won't be able to understand the term "gaslighting" even if u give her the definition.
845787088440176645 2017-03-25 19:58:50 -0400 <MikeC_PA6thDist> @POTUS @realDonaldTrump - this crowd size represents your support network  https://t.co/zcjnbSTtup
845787084275286018 2017-03-25 19:58:49 -0400 <insomnia117> @realDonaldTrump you fucked it up the first time around. Anyone with an IQ (in fairness, not your voter base) should be.
845787083709001728 2017-03-25 19:58:49 -0400 <MrBaquan> @harleychick79 @TrumpsChinFat @VeeVee @realDonaldTrump Trump supported this plan wholeheartedly and it's a failure
845787082500927489 2017-03-25 19:58:49 -0400 <j1turn> @FoxNews @ChinaDailyUSA @RT_com @AlJazeera @realDonaldTrump #free speech #Social Media #censorship should be illegal. An affront to #truth!  https://t.co/FIyTqpFaWp
845787082404511744 2017-03-25 19:58:49 -0400 <HandsandButtons> @TrumpGenius @POTUS @realDonaldTrump @AlverezAmanda @dbongino @emanuelmccray @wikileaks Pay close attention to Murray's attack on insurance companies. Section 1402 is the intentional unfunded rebate to insurers &amp; reason insurers
845787080068415489 2017-03-25 19:58:48 -0400 <JakeBradleyUSA> @realdonaldtrump @POTUS You are getting some really bad advice from your inner circle.  Ryan must go and so must some of your own staff.
845787079456034816 2017-03-25 19:58:48 -0400 <suzannec123> @realDonaldTrump @POTUS Time's interview, now I don't want to LIE, but you made a mockery of yourself #goodweek #first100
845787076838772736 2017-03-25 19:58:47 -0400 <MariadelMarCO> @crehage @realDonaldTrump they see me rollin'... they hatin'
845787074687123459 2017-03-25 19:58:47 -0400 <eliablenyc> @realDonaldTrump healthcare will explode but don't worry? Wtf is wrong with you? Seriously. #notfitforthisjob
845787069968347136 2017-03-25 19:58:46 -0400 <Markho23> This is not a sane person, he denies over and over the things he has said over and over. @realdonaldtrump is unhinged.  https://t.co/oLoOHALCdC
845787069569994757 2017-03-25 19:58:46 -0400 <MyPlace4U> @azalben @realDonaldTrump There were thousands at many of them.
845787066172624896 2017-03-25 19:58:45 -0400 <DeLaHay14534> @realDonaldTrump Please VETO SJ18 / HJ69 #wildlife matters! They matter to me! Protect our country's wildlife, they should matter to you!
845787065367367680 2017-03-25 19:58:45 -0400 <kathychronicles> @AmyPolitakis @bessbell @realDonaldTrump You think he cares about people? If he cared he would have fought harder for his bill.  He doesn't care.
845787065287528448 2017-03-25 19:58:44 -0400 <POCuts> @realDonaldTrump @JudgeJeanine @FoxNews Why is the President plugging a particular show?   Pathetic.
845787063949672448 2017-03-25 19:58:44 -0400 <LilRdVet2> All good things come to an end because ONE person (@realdonaldtrump) screwed it up for EVERYone else... 😡  https://t.co/C3xPoSE0FC
845787062582333441 2017-03-25 19:58:44 -0400 <ttaylor993> @garylinton2012 @Trump_Regrets @realDonaldTrump Some things shouldn't be subject to the profit motive. Defense is one, Healthcare is another
845787060531216384 2017-03-25 19:58:43 -0400 <eqracer> .@realDonaldTrump Some peoplere sayin'  https://t.co/Lb6LOuIthy
845787057595305984 2017-03-25 19:58:43 -0400 <CarolNeilson1> @realDonaldTrump PLEASE VETO SJ RES 18.  DOES NOT MAKE ANY SENSE AND MAKES YOU LOOK BAD. SAD
845787049911205888 2017-03-25 19:58:41 -0400 <gaylitchka> @mzkimi @KellyScaletta @MonsterMarcia @realDonaldTrump such a failure at being a human being
845787044114710528 2017-03-25 19:58:39 -0400 <AndrewMLisa> @Inglorious123 @Steve0423 @realDonaldTrump that's a piss poor defense, there. Nice try.
845787034967052289 2017-03-25 19:58:37 -0400 <AZPollack> @RVAwonk @realDonaldTrump @Independent is this what optimism feels like? I can't remember
845787028172263425 2017-03-25 19:58:36 -0400 <gharrison220> @theyearofelan @realDonaldTrump That would require him to devote less time to Twitter &amp; his silly rallies, which I don't think is possible.
845787027903799297 2017-03-25 19:58:36 -0400 <ErvolinaDonald> @realdonaldtrump only great thing is ,your 30 years of ties to Russia. What a scandal you are cought up in you traitor and treason
845787019003531268 2017-03-25 19:58:33 -0400 <6nsinvt> @seanspicer Let's ask your boss welfare billionaire,@realDonaldTrump. Is it nice to be #POTUS while you ignore #opiodepidemic? #Vet suicide?
845787018743341056 2017-03-25 19:58:33 -0400 <GrouchoGretchie> @realDonaldTrump Look at me. Love me. Look at me. Adore me. Look at me. Kowtow to me. Look at me. Validate me. Look at me. Soothe me.
845787010983903232 2017-03-25 19:58:32 -0400 <lucky2liveutah> @realDonaldTrump where are these rallies with all your amazing support? Really, where? Show me pictures of all the rallies and people.Proof?
845787005351006210 2017-03-25 19:58:30 -0400 <AmyRobb0709> @getfit1johnson1 @dumptrump6912 @bellazoe123 @amy @realDonaldTrump he said CROPS.....smdh
845786997532872705 2017-03-25 19:58:28 -0400 <EmmaCatWilson1> @JohnKingCNN @VanJones68 @kayleighmcenany @jimsciutto @JackKingston @TheLeadCNN Big picture: @realDonaldTrump wasn't the one that lost here.  https://t.co/PWGdpa5LIZ
845786996618473472 2017-03-25 19:58:28 -0400 <ProggieRockNut> @rbanffy @Mcknnykmac @MagaFeed @realDonaldTrump @BarackObama nope. O will be there golfing.
845786992604536832 2017-03-25 19:58:27 -0400 <CurtisPerfect> @AmyPolitakis @bessbell @realDonaldTrump Has he ever grabbed YOU by the pussy?
845786989668585474 2017-03-25 19:58:26 -0400 <THATMOMx4> @realDonaldTrump this is what a rally looks like. #WomensMarch #ITMFA #CrookedDonnie #Treason #PerpWalkPotus  https://t.co/NIPUU8Vsye
845786987072290816 2017-03-25 19:58:26 -0400 <lindabls> @realDonaldTrump Just a matter of time until you and your corrupt admin are forced from office in disgrace just like Nixon.
845786982290677760 2017-03-25 19:58:25 -0400 <EsoterixNFL> @realDonaldTrump @WhiteHouse #fakeprez #TRUMP Let the soon to be ex-president weigh in. #sad #reallysad  https://t.co/nzFhcck6Fv
845786977190465537 2017-03-25 19:58:23 -0400 <markcnyc> @realDonaldTrump please proofread before hitting that tweet button. Or have a staffer do your tweeting to avoid the embarrassment.
845786973323317250 2017-03-25 19:58:23 -0400 <NigelCharles> Another example of how @realDonaldTrump words come back to bite him Every time! He said he wanted to "Kill terrorists families" and now?!  https://t.co/qV6LcbHQdM
845786966645911552 2017-03-25 19:58:21 -0400 <DameJEMarshall> @realDonaldTrump  https://t.co/OoouF7NLzd
845786965987418112 2017-03-25 19:58:21 -0400 <MrTnyHands1> @realDonaldTrump We are worried that you are as narcissistic and as pathologically dishonest as Charles Mason.  Only yiu have nukes
845786960098557953 2017-03-25 19:58:19 -0400 <Kcsimonsen> @DonnaFarina1 @realDonaldTrump no. I am Russian. Here for special projects on Trump's order.
845786952804782080 2017-03-25 19:58:18 -0400 <brawlfield> @mike_pence @wintersbrent @realDonaldTrump Great job, couple of hundred people in a City of 60,000 nice work.
845786952611844097 2017-03-25 19:58:18 -0400 <CornetteSherry> @realDonaldTrump  listen you liberals,  no one cares if you cry, scream, pet puppies,  or March. Your tweets mean nothing.  So go to bed.
845786951680647168 2017-03-25 19:58:17 -0400 <iluvquilts> @realDonaldTrump  https://t.co/LAfPSmZKbY
845786949755424769 2017-03-25 19:58:17 -0400 <futureisfemale9> @realDonaldTrump Thanks you, America MAKE AMERICA SPELL AND WRITE AGAIN.
845786948425822208 2017-03-25 19:58:17 -0400 <TrumpBrosUSA> @POTUS You're #Boss @realDonaldTrump #MakeAmericaGreatAgain
845786945225576448 2017-03-25 19:58:16 -0400 <DUMPDoNAZI> @AllahFake you need to stop watching fauxnews. That's for brainless ppl @JustinCaffier @mrcsilliman @realDonaldTrump @JudgeJeanine @FoxNews
845786942910447616 2017-03-25 19:58:15 -0400 <Justa_Sparky> @tedlieu @realDonaldTrump why not just repeal the ACA and leave it to the states?
845786941891207169 2017-03-25 19:58:15 -0400 <SeeHearThink> @realDonaldTrump @seanhannity @AnnCoulter  https://t.co/noeDgxFJm2
845786940117041152 2017-03-25 19:58:15 -0400 <Quercuslive> @MagaFeed @realDonaldTrump He's a waisted old man whose time screwing people over is UP! He will reincarnate as a vulture. Or leach. 🐀
845786936526737409 2017-03-25 19:58:14 -0400 <Trumpycat20_20> @realDonaldTrump We never doubt you Mr. PRESIDENT!🇺🇸🏛
845786934878191616 2017-03-25 19:58:13 -0400 <bellazoe123> @getfit1johnson1 @firechild @AmyPolitakis @bessbell @realDonaldTrump That was under Obama's economy. Same numbers as last February.
845786933515223040 2017-03-25 19:58:13 -0400 <jraymondbrown01> @realDonaldTrump  Your turning out to be a puppet for Putin and even he's not happy with you right now. What a mess ... SAD!
845786932215009281 2017-03-25 19:58:13 -0400 <mlkalish> #PresidentBannon looking after things, I guess. @realDonaldTrump  https://t.co/FIWkE1wx60
845786930705039361 2017-03-25 19:58:12 -0400 <Sergeyhk> @realDonaldTrump Donald. We don't like Eltsin because he was completely fallen drunkard. Tell me so frankly why you don't like Obama, thanks
845786930121887744 2017-03-25 19:58:12 -0400 <Seattledann1> Glad I voted TRUMP ! It's so GREAT!! @realDonaldTrump @SenSchumer @SenWarren @SenSanders @NancyPelosi @maddow @HardballChris @DevinNunes 😐
845786927898886145 2017-03-25 19:58:12 -0400 <HESUDARUMAN> @realDonaldTrump HELLO、I'mfromJAPAN.I like America .nice to meet you.
845786922278703104 2017-03-25 19:58:10 -0400 <Cobrahistorian> @realDonaldTrump Most failed first 100days of ANY president.
845786916217868288 2017-03-25 19:58:09 -0400 <ManuelAbrego333> @LeoDiCaprio @WhiteHouse @realDonaldTrump-will be the greatest  POTUS &amp; make history if he releases the UFO/Alien secrecy. @FirstContactDoc
845786914183692288 2017-03-25 19:58:08 -0400 <eggs_t> @crehage @realDonaldTrump YES!! Because thousands of babies' lives DON'T MATTER! Right?
845786910568124417 2017-03-25 19:58:08 -0400 <jackihillis22> @Harlan @CNN @realDonaldTrump @SpeakerRyan Y can't he B both?
845786909758685184 2017-03-25 19:58:07 -0400 <RadabaughCurt> @Royaltouchlimo @BeaumontMelissa @realDonaldTrump @mike_pence Make that a Ditto!!
845786903500804098 2017-03-25 19:58:06 -0400 <jaycabrera7> @realDonaldTrump SMH now Canada is not risking their students coming to our great country bcs of #FakePresident
845786903148408834 2017-03-25 19:58:06 -0400 <artricharax> It's what @realDonaldTrump is at he best in doing, what is call deflect the failure, problem, past the buck, past the blame.....  https://t.co/1GG8WH1xNs
845786901441384448 2017-03-25 19:58:05 -0400 <AberrantEve> @realDonaldTrump How're you sleeping, Donnie? Wondering how it's going to be in your cell?
845786899767689216 2017-03-25 19:58:05 -0400 <Pschaffran> @realDonaldTrump  ..
845786899075792896 2017-03-25 19:58:05 -0400 <fecmic6> @williamlegate @realDonaldTrump Don't forget to vote or Williams mommy will be mad she did all that work
845786897636995072 2017-03-25 19:58:05 -0400 <John_R_Huffman> @LouDobbs @realDonaldTrump @POTUS do healthcare over now just do it right NO Ryan just POTUS/ Rand Paul
845786897138044928 2017-03-25 19:58:04 -0400 <GarrigusMarie> @robo442u @politico @IngrahamAngle @realDonaldTrump  This judge didn't allow partisan politics to influence his decision like the other two.
845786896114601985 2017-03-25 19:58:04 -0400 <pauldchapman11> @realDonaldTrump  feels so embarrassing having a POTUS do rallies. Instead of everyone's president he is POTUS to a small angry crowd.
845786895267258368 2017-03-25 19:58:04 -0400 <DonaldJizshot> @deeaknight @Kassand20780083 @MrTommyCampbell @realDonaldTrump that's true.  And so he will fall like a failing president should. Respect2u
845786895007338496 2017-03-25 19:58:04 -0400 <MrBottoms34> And of course our fearless leader @realDonaldTrump does what all great leaders do...blame everyone else when shit hits the fan #DonTheCon
845786886979403776 2017-03-25 19:58:02 -0400 <tedhessmahan> Pardon my language, but I think shit just got real for @realDonaldTrump  https://t.co/8Ym2xZwRVp
845786884014067713 2017-03-25 19:58:01 -0400 <MarkCAnderson5> @realDonaldTrump @JudgeJeanine @FoxNews Yes ??? Do not all the agency's work for you ....have you DJT purged the Obama holdovers and are all the agency's work for you now?????
845786883766571009 2017-03-25 19:58:01 -0400 <KathySoCar> @realDonaldTrump with all those dozens of people, how could you fail
845786881874800640 2017-03-25 19:58:01 -0400 <moffoz> @realDonaldTrump Won't somebody PLEASE think of the poor multi-billionaires who have to pay a bit more tax for people to not die! 😢
845786873507196928 2017-03-25 19:57:59 -0400 <rizz_wa> @Ronnieflashvg6 @Trump_Regrets @realDonaldTrump so it's only been since his first day as potus that he let you down?
845786872215457793 2017-03-25 19:57:58 -0400 <Saintsdiva88> @realDonaldTrump #trumprussia #resist  https://t.co/AcuLtFTedB
845786871409983488 2017-03-25 19:57:58 -0400 <Lainashome> @Heil_Hair_Furor @williamlegate @realDonaldTrump If you're Russian, it is.
