1039302499184730113 2018-09-10 19:59:59 -0400 <iamstpoodlenut> @realDonaldTrump Don’t forget to thank god you don’t live in Puerto Rico 🇵🇷💨💦
1039302474362961922 2018-09-10 19:59:53 -0400 <ndtex> @_relentless @realDonaldTrump Oh hell yeah discovery phase.  https://t.co/WqfPCBTklZ
1039302473960148993 2018-09-10 19:59:53 -0400 <bradahinjapan> @trueamerica1st @realDonaldTrump @dcexaminer it's their right under the constitution. That right supersedes anything ANYONE has to say.
1039302473251467264 2018-09-10 19:59:53 -0400 <thenewnarrative> @WhiteHouse @c5hardtop1999 @realDonaldTrump It will fail like all their other strategies.
1039302470550384642 2018-09-10 19:59:52 -0400 <whydidyouanswer> @realDonaldTrump  https://t.co/hOkxAernfs
1039302469208092675 2018-09-10 19:59:52 -0400 <ExoticCatLady> @JAinLA1 @realDonaldTrump One more SCOTUS seat for Pres. Trump to fill!
1039302467123650561 2018-09-10 19:59:52 -0400 <valeriemerie2> @realDonaldTrump And how about those new polls, you are at a whopping 36% approval rating.
1039302466775310337 2018-09-10 19:59:52 -0400 <ElephantInUSA> @Strykerwear @varda_friedman @realDonaldTrump No, only the first year or so thanks to Bush. In 2014 obama hit 5% GDP growth rate.
1039302466704162818 2018-09-10 19:59:52 -0400 <RudyandShirley> @realDonaldTrump As bad as the one that hit Puerto Rico?  And if so, will you head down south to throw rolls of paper towel?
1039302464191819776 2018-09-10 19:59:51 -0400 <mistclance> @realDonaldTrump Look at the same haters already posting on here. Most of them don’t even live in America. They must sit and stare at their device all day, waiting for Trump to tweet! 😂
1039302462975500288 2018-09-10 19:59:51 -0400 <MarkBlazick> @realDonaldTrump  https://t.co/rNhT7tERli
1039302461524254721 2018-09-10 19:59:50 -0400 <TheMiddlervoice> @KellyannePolls @realDonaldTrump Fact Check: It’s the AMERCIAN economy.   No one denies it we just all recognize that it’s not a result of Trump it’s more like a in spite of Trump  So cheers to the people in America who continue to thrive even under the sloppy gloop administration we live under #resilient #gdp
1039302460333088768 2018-09-10 19:59:50 -0400 <jdolan0133> @realDonaldTrump ...Just like we were for Texas and Puerto Rico...on second thought, forget that last one....
1039302458772611074 2018-09-10 19:59:50 -0400 <AllyLoprete> @realDonaldTrump Uh... most everyone in America hears how much your administration can't stand you and they all talk behind your back. So you can believe whatever YOU want, but the rest of us know the truth. Sorry, not sorry.
1039302456721793024 2018-09-10 19:59:49 -0400 <Sharkqualify> @realDonaldTrump Gotta love Obama’s excuses
1039302456578998272 2018-09-10 19:59:49 -0400 <Terrysagirl> Holy shit, @FoxNews is throwing shade at @realDonaldTrump  😮😮😮😮😮😮  #economy #Unemployment #TrumpLiesEveryTimeHeSpeaks
1039302454989533184 2018-09-10 19:59:49 -0400 <TheRichieWilson> @alf_alfuller6 @stutteringjohnm @realDonaldTrump Is that why his approval rating is at an all time low?
1039302454725074944 2018-09-10 19:59:49 -0400 <JeffGalliher> @d_grass70 @realDonaldTrump Inflation is more than double what it was in 2016.  The deficit is up and expected to be double Obama’s last one by 2020.  Wages are stagnant. POTUS approval in the 30s.  SCOTUS nominee commits perjury.  You know, shitshow.
1039302454557466626 2018-09-10 19:59:49 -0400 <AmericanSays> @naguiriad @EdKrassen @realDonaldTrump I don't click shortened links, feel free to share the full link.
1039302454448287744 2018-09-10 19:59:49 -0400 <carol_dacanay> @WhiteHouse @realDonaldTrump I do not believe The White House’s official account is being used for political purposes.   Stick to statutory holidays and historical anniversaries.
1039302452821065735 2018-09-10 19:59:48 -0400 <DyanneWark> @realDonaldTrump And when it crashes and burns you’ll blame Obama.
1039302451604676613 2018-09-10 19:59:48 -0400 <efuseakay> @WontBeSilent2 @UtahEllie @ChrisJZullo @realDonaldTrump To be fair. I want to forget about what he did too.
1039302451050893312 2018-09-10 19:59:48 -0400 <TSAVJasonLord> @realDonaldTrump  https://t.co/6lHlyBQ1Ec
1039302450023288832 2018-09-10 19:59:48 -0400 <arparp70> @realDonaldTrump separated at birth   https://t.co/Y02rQnd66Z
1039302449859768320 2018-09-10 19:59:48 -0400 <Uhuruhsiempre> #LyingTed @TedCruz? whose daddy was involved in the assasination of JFK? That Ted Cruz? He said Trump should never mess with his wife but then he wussed out. Is it ok for Trump to MESS with your wife now? Until you get reelected? What kind of deal did you make w/@realdonaldtrump?
1039302449725624320 2018-09-10 19:59:47 -0400 <sgold613> @realDonaldTrump Great job Chuck!!
1039302445279719424 2018-09-10 19:59:46 -0400 <donna_prevete> @FrancisWegner @realDonaldTrump Obama’s=traitors
1039302442989498368 2018-09-10 19:59:46 -0400 <richard2380> @realDonaldTrump  https://t.co/jzFFKxvRQQ
1039302442825875457 2018-09-10 19:59:46 -0400 <mferrera7466> @realDonaldTrump Hahahahahaha ha!  Except for the other 98%!
1039302442385588225 2018-09-10 19:59:46 -0400 <danielu_daniel> @realDonaldTrump i don't understand the necessity of putting obama at the beginning
1039302442003910661 2018-09-10 19:59:46 -0400 <ronzdebonz> @Squidgy_Daddy @krassenstein @realDonaldTrump You voted for corporate welfare, feed the rich, farmer welfare, party over country and cuts to our safety nets..  The bonus is his lack of integrity, class and honor..  Now get out there and be Trumpy!  https://t.co/hLXpNtSvzH
1039302441932603392 2018-09-10 19:59:46 -0400 <Iloveli90651773> @KrugNashville @realDonaldTrump Clearly you don't know the word of God
1039302441668358144 2018-09-10 19:59:46 -0400 <DexterRoy527> @realDonaldTrump @DudeMyCal It’s only “the economy stupid” when it can be used as a weapon by Democrats &amp; leftists. When the economy is going good it’s greed.🙄
1039302441106321408 2018-09-10 19:59:45 -0400 <MaryJaneBryksa> @realDonaldTrump Just like you helped Puerto Rico?  You want to throw some more paper towels ...
1039302440582037504 2018-09-10 19:59:45 -0400 <wescrowley> @mchooyah @realDonaldTrump Well of course! He’s got that track record! He’s alittle swampy! 🤷🏻‍♂️
1039302439353167872 2018-09-10 19:59:45 -0400 <Kellie99661738> @marianne_h_ @miklde1961 @realDonaldTrump It sure was. :D :D :D
1039302439260680194 2018-09-10 19:59:45 -0400 <BarneyBKatt> @realDonaldTrump You mean the off brand paper towels are ready to be thrown at them?
1039302438803525632 2018-09-10 19:59:45 -0400 <reductiologic> @LDrakston @realDonaldTrump @DHSgov @SecNielsen @fema @FEMA_Brock @VP Hahaha!!
1039302437889294337 2018-09-10 19:59:45 -0400 <PeaceWaliFakhta> @TomLivi46198591 @SENYYZ @justin_abbate @thejtlewis @realDonaldTrump Lol It is about common sense. NOT about any specific country. And you should know that whatever the USA does, it has a global impact.  So cool down dude....!! 🙂🙂
1039302437792870400 2018-09-10 19:59:45 -0400 <Jack11061957> @The_Trump_Train @realDonaldTrump  https://t.co/qyYfqLFwA6
1039302437419532288 2018-09-10 19:59:45 -0400 <LandauCamar> @realDonaldTrump this from the orange lips of the biggest lying flailing buffoon on the planet . Even in outer space there are smarter particles of dust than you.
1039302436907831297 2018-09-10 19:59:44 -0400 <Quips4Kicks> @realDonaldTrump  So it's a rough uh, business. I wouldn’t, I don’t think I’d want to be a terrorist right now. [laughter] It’s not a good life, but it’s uh, the only thing that — What else is there? But um, but that is — You know, people don’t say that.  Love, Donnie
1039302435100078080 2018-09-10 19:59:44 -0400 <TraceySchulz> @NyyChamps2018 @mchooyah @realDonaldTrump You feel bad for The President of The United States for being covered by the news?!?  Lol...
1039302435028848640 2018-09-10 19:59:44 -0400 <aswegrow2> @realDonaldTrump Puerto Rico? That you threw  paper towels at, like that was a fix.
1039302434009624576 2018-09-10 19:59:44 -0400 <realsahmtalk> @BrokenSpiritNMB @realDonaldTrump Shut up!
1039302432424173568 2018-09-10 19:59:43 -0400 <Spectre1911> @BookGoddess75 @mchooyah @realDonaldTrump You never heard of O’Neill? What rock have you been sleeping under?
1039302432319332352 2018-09-10 19:59:43 -0400 <HyxWyatt> @realDonaldTrump Many people, bih use names!
1039302431241371648 2018-09-10 19:59:43 -0400 <M_bishop_7361> @realDonaldTrump We’ll be safe when you’re out of the WH.
1039302431031668736 2018-09-10 19:59:43 -0400 <dailytrumptoon> @realDonaldTrump  https://t.co/wytrgpcMyq
1039302430989668352 2018-09-10 19:59:43 -0400 <robmounsey> @Rapama2 @TODAYshow @SavannahGuthrie @realBobWoodward "Senile old fool" describes @realDonaldTrump perfectly.
1039302430926811141 2018-09-10 19:59:43 -0400 <Shabnam_Baran> The truth about the US economy, not according to @realDonaldTrump 's lies.
1039302430553530369 2018-09-10 19:59:43 -0400 <TheBaldEagle76> @PeterGodipelly @realDonaldTrump @tajsmyname
1039302429433651201 2018-09-10 19:59:43 -0400 <hippiegirl_143> @illuminateheros @realDonaldTrump Do NOT speak for "WE!!!" Because "WE" do not support Trump and he is NOT "making America great again!" He tricked you into thinking it wasn't great when it was always great! "WE" do NOT have his back! Speak for yourself only as most of America has never been more disgusted!
1039302429047771136 2018-09-10 19:59:43 -0400 <WinfreeJenny> @KirbyBowen1 @misterbumface @realDonaldTrump Yay for you! No one cares!
1039302428934459392 2018-09-10 19:59:43 -0400 <Silkyslim38> @realDonaldTrump Like u care!  O u do????  Ummm that’s not what the people Puerto Rico  said
1039302426631790592 2018-09-10 19:59:42 -0400 <Bluetiger055851> @realDonaldTrump YOU ARE NOT RESPONSIBLE FOR THE ECONOMIC GROWTH IN THE UNITED STATES
1039302426480717824 2018-09-10 19:59:42 -0400 <crussell8282> @realDonaldTrump Dude, you LOST by over 3million votes... LOOSER!
1039302424769454080 2018-09-10 19:59:42 -0400 <a_John_Sequitur> @realDonaldTrump Practice those paper towel free throws.
1039302424618565632 2018-09-10 19:59:41 -0400 <GlenBrown15> @krassenstein @realDonaldTrump Obama is amazing.
1039302424505344000 2018-09-10 19:59:41 -0400 <JohnOppido> @charliekirk11 @realDonaldTrump There's some really deranged democrats and msm...
1039302422072623105 2018-09-10 19:59:41 -0400 <chagnon_joseph> @realDonaldTrump As usual you have no idea what you are talking about!! You report the results of one game on Thursday but fail to mention the strong ratings for Sunday when all of the games are played.  https://t.co/UiQta4Xwwe
1039302420872851456 2018-09-10 19:59:41 -0400 <BernardFarquart> @realDonaldTrump @POTUS “White people”
1039302420382265345 2018-09-10 19:59:40 -0400 <whydidyouanswer> @realDonaldTrump  https://t.co/vBDOqQEH3q
1039302420050800640 2018-09-10 19:59:40 -0400 <MarahHalbgewach> @realDonaldTrump You should just resign now.
1039302417370763264 2018-09-10 19:59:40 -0400 <turtlepoop2691> @ShiversMick @WhiteHouse @realDonaldTrump Man I miss Obama.
1039302416779362305 2018-09-10 19:59:40 -0400 <stpnup> @realDonaldTrump @SavannahGuthrie @TODAYshow  https://t.co/479I0NIh82
1039302416448081921 2018-09-10 19:59:40 -0400 <BourqueKaren> @realDonaldTrump Yet you lied about the GDP.  IS Obama scaring you?  I think so.
1039302415894364160 2018-09-10 19:59:39 -0400 <dailytrumptoon> @realDonaldTrump  https://t.co/ceVko0f5Ch
1039302413998587905 2018-09-10 19:59:39 -0400 <Omy19703647> @realDonaldTrump As a Floridian that went through Irma. Take time to photo every room of your house!  Find battery operated fans and camping lanterns.
1039302413297930241 2018-09-10 19:59:39 -0400 <Kaitivere> @dreamerhnl @realDonaldTrump One example, I'll wait.
1039302412157313024 2018-09-10 19:59:39 -0400 <niewiad2> @realDonaldTrump @DNC Trump’s own economist indicates Trump falsely tweeted that, “The GDP Rate (4.2%) is higher than the Unemployment Rate (3.9%) for the first time in over 100 years!”    https://t.co/1WObtkx3Ew
1039302411762905090 2018-09-10 19:59:38 -0400 <WontBeSilent2> @UtahEllie @fastestsynapses @ChrisJZullo @realDonaldTrump You literally have 'don't be a sheeple' on your bio...but you complain that liberals call you names.
1039302411742052352 2018-09-10 19:59:38 -0400 <CAM_PHR> @The_Trump_Train @realDonaldTrump Yes. Yes I do. Because #BlackLivesMatter
1039302410085261313 2018-09-10 19:59:38 -0400 <nicolazzo_e> @thejtlewis @realDonaldTrump Homer's "Silent Majority," erroneously invoked by Nixon and yet again by Trump, refers to the dead.  In ths case, I would say braindead.
1039302409703645194 2018-09-10 19:59:38 -0400 <decampbell85> @realDonaldTrump It’s amazing that you are President because of the way you talk. Most illiterate President ever. Lost the popular vote, too.
1039302407468052482 2018-09-10 19:59:37 -0400 <Jezzjoe> @SteveRattner @AmicaAli @realDonaldTrump  You may want to read this, before you rant your BS on Tweeter! And it does not help to talk about yourself in the 3rd party,  https://t.co/It2UTmyY6Z
1039302407379795968 2018-09-10 19:59:37 -0400 <CHawksRun> @freddyatton @debbie122852 @realDonaldTrump He worked on health insurance for six months and then sat down for interview with NY times. He couldn’t tell you difference between Medicare &amp; Medicade, confused the cost of term life insurance and health care claiming that man in 20s could get health insurance for $20 a month.
1039302406675341312 2018-09-10 19:59:37 -0400 <ellenmay2012> @realDonaldTrump The book just confirms our fear and aligns with other reports
1039302405018533890 2018-09-10 19:59:37 -0400 <bee1953> @trueamerica1st @realDonaldTrump 🙄🙄🙄
1039302403160338432 2018-09-10 19:59:36 -0400 <theDNCdonkey> @realDonaldTrump I recant. You actually tweeted about this 4 hours ago - you must have forgot.
1039302401168207875 2018-09-10 19:59:36 -0400 <lwedgworth> @realDonaldTrump Duh! Trump's approval rating has fallen 6 points in the last month and stands at a new low among political independents!
1039302400132165632 2018-09-10 19:59:36 -0400 <N_kadar> @ColumbiaBugle @realDonaldTrump Economy had started to recover by the time Obama was inaugurated on Jan. 20, 2009 &amp; he impeded the recovery with his policies. Trump reversed them &amp; the economy boomed. It's not complicated.
1039302399784091653 2018-09-10 19:59:36 -0400 <wileyd80> @realDonaldTrump    https://t.co/FHvsbuvDSE  Mississippi will miss you  https://t.co/HoCRFCWm0l
1039302398181875713 2018-09-10 19:59:35 -0400 <David59009371> @realDonaldTrump Your people have any specific ideas?
1039302397846142976 2018-09-10 19:59:35 -0400 <IsidoroStella> @realDonaldTrump  https://t.co/ut8gA4sRkB
1039302397766643712 2018-09-10 19:59:35 -0400 <WSF3322> @real_farmacist @realDonaldTrump @DHSgov @SecNielsen @fema @FEMA_Brock @VP bullsh#@%!&amp;** grow up...
1039302396571054080 2018-09-10 19:59:35 -0400 <eli_roth> @realDonaldTrump First help Puerto Rico and Flint
1039302395962908672 2018-09-10 19:59:35 -0400 <corevaluesidiot> @realDonaldTrump @DHSgov @SecNielsen @fema @FEMA_Brock @VP Came to see the liberal agenda whining about everything but the topic of the tweet.      Was not disappointed.
1039302395606589440 2018-09-10 19:59:35 -0400 <jobutoo> @realDonaldTrump @SavannahGuthrie @TODAYshow They had to if they want to keep their jobs. Of course it’s true.
1039302395543601152 2018-09-10 19:59:35 -0400 <SouthernBlueDog> @The_Trump_Train @realDonaldTrump @SavannahGuthrie @TODAYshow He sleeps because he can’t comprehend.
1039302393912090625 2018-09-10 19:59:34 -0400 <cousinitNJ> @realDonaldTrump  https://t.co/OQ5SweCPno
1039302393274486784 2018-09-10 19:59:34 -0400 <Politicallady9> @realDonaldTrump LOVE @BarackObama
1039302393261944838 2018-09-10 19:59:34 -0400 <PatrickDallas> @realDonaldTrump Hey, @realDonaldTrump... Are you lying or ignorant? Those are the only two options. This is a false claim. And you either know it or should know it. #MAGA #TrumpLiar
1039302391042985984 2018-09-10 19:59:33 -0400 <FrancineClay> @realDonaldTrump Oh another propaganda video?
1039302390330155010 2018-09-10 19:59:33 -0400 <DStandish2> @prezmess @charliekirk11 @realDonaldTrump 8 years and obama is still not qualified to be the President.
1039302390019588096 2018-09-10 19:59:33 -0400 <Toni42308115> @DaniloBlandon79 @realDonaldTrump Jack your a real piece of shit.
1039302389604524033 2018-09-10 19:59:33 -0400 <tstcl2016> @realDonaldTrump Jobs, growth, wages, doesn't get much better than that!   That is only some of the good getting done through this White House!  The storm is raging!  Enjoy the show!
1039302389050695680 2018-09-10 19:59:33 -0400 <sustudio> @realDonaldTrump Thank you President Trump for waving your magic wand!
1039302388727742464 2018-09-10 19:59:33 -0400 <MarkDoldon> @pvvult @bdubdrum @realDonaldTrump Dont know who Kilary is, but HILARY CLINTON was the actual vote by a substantial 3 million votes, well within the margin of error on the last polling numbers.
1039302386798485504 2018-09-10 19:59:32 -0400 <Graftacus> @realDonaldTrump I bet all three were sceptical &amp; concerned following the promises made to #PuertoRico by #LyingtRUMP &amp; the subsequent deaths of 3000 Americans 🤢🤮😷🤒 #ForkedTonguetRUMP
1039302383975759872 2018-09-10 19:59:32 -0400 <HunterTech> so who else thinks @realDonaldTrump is directing his staff to stock up on paper towels?
1039302383740669953 2018-09-10 19:59:32 -0400 <rspecial2> @realDonaldTrump @SavannahGuthrie @TODAYshow Fake news
1039302383145295872 2018-09-10 19:59:32 -0400 <kimakessler> TASC (Total Administrative Services Corporation)  https://t.co/bEsNWKMjQH #EPICFAIL They suck. COBRA Means continuation. They lied to us about when the payment was due....still without coverage @realDonaldTrump Here's a cause for you! COBRA DOES NOT mean continuation.
1039302382755164161 2018-09-10 19:59:32 -0400 <loricushingbrad> @PetersonTomi @thejtlewis @realDonaldTrump He’s just quacking like a duck because his parents do.
1039302379013844992 2018-09-10 19:59:31 -0400 <guntisanne> @realDonaldTrump Only 700 people showed up for Obama’s speech in California
1039302378707513345 2018-09-10 19:59:31 -0400 <Sheel68> @PJ_Steiner @WhiteHouse @realDonaldTrump Fake! Fake! Fake!... Now try again!
1039302376576962561 2018-09-10 19:59:30 -0400 <EMarieBray1989> @trueamerica1st @realDonaldTrump Your welcome. Doing a great job keep up the good work..
1039302376358916097 2018-09-10 19:59:30 -0400 <BBensa> @WhiteHouse @POTUS @realDonaldTrump White House Tweets supposed to be a taxpayer non-partisan account and not spewing propaganda.  What you’re doing is illegal.  But, what the hell, you’re thinking,  Just tack it on to EVERYTHING ELSE YOU DO THAT ARE LIES AND ILLEGAL
1039302375964459008 2018-09-10 19:59:30 -0400 <kid_prairie> @jackresists @realDonaldTrump I dunno, I am pretty sure his people have bought more paper towels
1039302375142391809 2018-09-10 19:59:30 -0400 <patechinois1> @Sandy_Beach3001 @the_amish_txtr @NotcherBizness @JdtwoD @pRESIDENT_ALIEN @OkieHen @ArmyVet1775 @Woozle_Hunter @JaimeJo16349778 @Gibbsdithers @TeamHudson11 @Orangeblood2012 @LibsNoFun @kimsey_n @LarryJo73473714 @Biker_Bot1 @johnnyonio @joeptweet18 @ClwtrBkAtty @Hillchaser @MissyJo79 @CrunchyBobJones @AIllinoi @MnNewz @bellyofthe @AcmeDotCo @Samorwhatever @michellesouth1 @jeffjeffries99 @LylajoyRose @DarthPeestains @charlycain @James_Alan61 @CodySelby4 @Strutstuff1 @rudemets @g33kf4th3r @cc357mag @LClynick @AmericaWillSurv @veteranmountian @YayAnonymity @Qanon_is_fake @gwyndolibsoc @Twitter @facebook @Google @jack @YouTube @realDonaldTrump So I wonder why the DNC wanted it to be known that this guy was missing and presumed dead? Today his spokesman said he isn't.  Sounds like a cheap tv detective show where the hitman thought he killed the witness....but he didn't.
1039302373829693442 2018-09-10 19:59:29 -0400 <jennvzande> @realDonaldTrump Obsessed much?
1039302373305286656 2018-09-10 19:59:29 -0400 <Meowwch> @mmpadellan @realDonaldTrump Hot Air
1039302372940546050 2018-09-10 19:59:29 -0400 <JasonKe74260678> @howeasyweforget @realDonaldTrump Hopefully not for liberal troll haters like you. If you hate him so much then why follow him? Mental illness will get you that free social security..cuz you're obviously a bot or mentally deranged
1039302372638568450 2018-09-10 19:59:29 -0400 <cmchflowersnana> @realDonaldTrump You were elected for many reasons as you well know. You are a liar and a con man and found an audience of dissatisfied citizens willing to accept your trash without verifying any of it. Dirty money, NRA and your BFF Putin made up another large portion of your support. PROUD?
1039302371933863936 2018-09-10 19:59:29 -0400 <JosephRacine11> @realDonaldTrump Good job chuck!! Don't let this illegitimate small handed S.O.B get crap. He will just fire them, call them snarky names, and crap in their sand pit after they try to support and defend the Constitution. Your saving them grief.
1039302371812073472 2018-09-10 19:59:29 -0400 <jordan101LA> @trueamerica1st @realDonaldTrump Your job seems to be to do whatever makes you money and helps Russia.  GFY.
1039302371208089601 2018-09-10 19:59:29 -0400 <encantoman2> @realDonaldTrump Tell it to the thousands of homeless veterans that you have abandoned! If we're so flush help the homeless and get Puerto Rico up &amp; running! Then you can work on our infrastructure &amp; health care,  &amp; fix social security &amp; medicare. What? There are deficits?
1039302369995935744 2018-09-10 19:59:28 -0400 <xjamxtc> @realDonaldTrump Send all democrats to outlaw the storm, works for gun control😝
1039302368683339776 2018-09-10 19:59:28 -0400 <Christi16618631> @trueamerica1st @realDonaldTrump The rest of the world goes ‘Thank Fuck’...🤣
1039302367965896711 2018-09-10 19:59:28 -0400 <A_Pichurko> @WhiteHouse @realDonaldTrump You guys...  https://t.co/BnHyEHlqBn
1039302367022395393 2018-09-10 19:59:28 -0400 <efuseakay> @WontBeSilent2 @UtahEllie @ChrisJZullo @realDonaldTrump It's as if W. Bush never existed.
1039302366367903744 2018-09-10 19:59:28 -0400 <Dtc22223588> @realDonaldTrump 7 2 Iui
1039302366082859008 2018-09-10 19:59:28 -0400 <AngelaButcher4> @realDonaldTrump @DHSgov @SecNielsen @fema @FEMA_Brock @VP  https://t.co/pTSwJE01Qz
1039302365596110848 2018-09-10 19:59:27 -0400 <Doncamp83045881> @realDonaldTrump Puerto Rico appreciates your concerns
1039302365491294208 2018-09-10 19:59:27 -0400 <terage33> @realDonaldTrump @POTUS  https://t.co/UrRQFjvZmk
1039302364836982784 2018-09-10 19:59:27 -0400 <motorcyclepops> @invshammond @realDonaldTrump #RedWaveRising
1039302363914223617 2018-09-10 19:59:27 -0400 <frandeplorable> @realDonaldTrump I think the ratings would be back “over the moon” IF the protesters were  Fired‼️ They’ve had many opportunities to ‘Right the wrong’ but have refused😡‼️ Now WE don’t want to see them play at all😡‼️
1039302363771744257 2018-09-10 19:59:27 -0400 <doug_bagger> @realDonaldTrump Seriously?!?!  You are the PRESIDENT of the United States.   Act like it.
1039302363066945536 2018-09-10 19:59:27 -0400 <CarlC70> @realDonaldTrump I guess you would know what obstruction looks like...  Oh, and McConnell would too
1039302362764963841 2018-09-10 19:59:27 -0400 <AllColorsUNITE> @matt_white79 The change-y thing?  10-4 or four out of ten?  We will see...  @1st5d @CillizzaCNN @realDonaldTrump
1039302362500919305 2018-09-10 19:59:27 -0400 <JohnnyCashOnly> @realDonaldTrump Glad we are prepared. I wish this level of attention was also given to the California wildfires. Presidents shouldn't pick and choose what citizens he prioritizes.
1039302361418612736 2018-09-10 19:59:26 -0400 <rex_vaughn_3974> @realDonaldTrump Obama did an excellent job. You taking credit for it shows how low down you really are.
1039302361045319680 2018-09-10 19:59:26 -0400 <cp2319> @realDonaldTrump A real President
1039302358361153536 2018-09-10 19:59:26 -0400 <MontclairMick> @realDonaldTrump The White House is a Mickey Mouse outfit.
1039302357421621248 2018-09-10 19:59:25 -0400 <Phinatic> @krassenstein @realDonaldTrump Results vs. Incompetence. I prefer a President like Trump who is less eloquent and gets the job done over an orator like Obama who is more focused on himself ( Obama mentioning himself 100 times in a 49 min speech) than the country he is supposed to be governing.  https://t.co/WTNCkJfc8p
1039302356435918848 2018-09-10 19:59:25 -0400 <Teorosc> @WhiteHouse @POTUS @realDonaldTrump  https://t.co/elIffkG7rA
1039302355429322752 2018-09-10 19:59:25 -0400 <Lindatrucker> @realDonaldTrump We know how much you have done.  I believe it's because God is with you. We all appreciate and support you. Thank you sir.
1039302354439417859 2018-09-10 19:59:25 -0400 <PaulFiely1> @realDonaldTrump Hopefully you and your people have learned from the horrors of your response in Porto Rico.
