1212886278225715201 2020-01-02 18:59:57 -0400 <Patriotgirll37> @earlpatrickH @intheMatrixxx @martingeddes @SaRaAshcraft @Jordan_Sather_ @realDonaldTrump @DustinNemos @LisaMei62 @VincentCrypt46 😳🤫🤭😂😂😂😂😂
1212886249964539905 2020-01-02 18:59:50 -0400 <mikeymch> @va_suzi @debcatt2 @ChrisJZullo @realDonaldTrump I hope you have a Happy New year too. When this political storm passes it will have worked itself out as this is America.
1212886246625816577 2020-01-02 18:59:50 -0400 <vickihorn5> @realDonaldTrump @FoxNews @cvpayne You’ve persecuted us for 3 years! Time to go buddy!! Shit is hitting the fan!
1212886244188930048 2020-01-02 18:59:49 -0400 <SickPup01444252> @realdonaldtrump
1212886239067672576 2020-01-02 18:59:48 -0400 <JLangWood> @Tracysnps @B52Malmet @JadedCreative @RealDonaldTrump has a whole 'distraction machine' working full time, 24/7 to try to divert from his obvious wrongdoing.
1212886237742292992 2020-01-02 18:59:48 -0400 <Veritas_2016> @nfdcook @4Libertarianism @lifesafeast @StewardshipAmer @RealRonHoward @realDonaldTrump When is it coming? Trump and Congress just approved $320 billion in more government spending for 2020-2021. And annual deficits are projected to increase even more in the years to come:  https://t.co/DBJMEv92UI
1212886231807336448 2020-01-02 18:59:46 -0400 <Jorge80352305> @bostonherald I think @realDonaldTrump has a little more. Why doesn’t socialist @BernieSanders divide that up and give an equal share to each candidate?
1212886231467659265 2020-01-02 18:59:46 -0400 <Buddybad143> @ScottPresler @realDonaldTrump That’s a good thing. Glad you stopped cleaning up the Democrats mess in the cities. They never give you any credit for it. Better to help re elect @realDonaldTrump  #MAGA2020
1212886229206700032 2020-01-02 18:59:46 -0400 <jeff65195243> @realDonaldTrump #impotus
1212886227759828992 2020-01-02 18:59:45 -0400 <davisdajr> @parscale @realDonaldTrump Whoo whooooo, Trump train a rolling
1212886226858135552 2020-01-02 18:59:45 -0400 <panaidkappa> @ChuckGrassley @realDonaldTrump So you're admitting he needs a babysitter  https://t.co/QLO4I0xDGC
1212886220809871361 2020-01-02 18:59:44 -0400 <NicoleWithAnA> @JaquitaMe @realDonaldTrump @JudgeJohnCarter @DrChristineMann @YungTiffanie @MichelleCedeno5 @TarynCasaubon @laauraa_maarie  https://t.co/ms1RKMEtEc
1212886217060077568 2020-01-02 18:59:43 -0400 <AnnLHamilton> @GOP @realDonaldTrump He takes his eye off the ball just about every day since he cares more about golf than working for the American people.  https://t.co/pgQLEipf5e
1212886216925954048 2020-01-02 18:59:43 -0400 <denfour3> @realDonaldTrump It’s too bad that it was you that was found guilty and Impeached! Every day we can see that the Democrats were right. More  facts keep coming up everyday. The longer Pelosi waits the more  things you did are found out. This is why you can’t let Bolton, Mulvaney &amp; others testify.
1212886213675216896 2020-01-02 18:59:42 -0400 <MynamebJasonG> @RedWingGrips @realDonaldTrump Spend billions on impeachment while their cities fall into chaos and ruin.
1212886212794572801 2020-01-02 18:59:42 -0400 <Noregrets2024> Carter let them take our people as hostages and was impotent. Hillary allowed four Americans to die and blamed it on a right-wing video. Trump put his foot down on day one and it is over. Thank you @realDonaldTrump #KAG2020LandslideVictory
1212886211372691457 2020-01-02 18:59:41 -0400 <squirrelgirl621> @Septgurl28 @JohnJBrea @Out5p0ken @realDonaldTrump Idiot
1212886210923945989 2020-01-02 18:59:41 -0400 <frankgatto161> @RWPUSA @realDonaldTrump Who did this perfect perfect sex life include?  Age..................... Gender................ species................ Preferences.......... Toys?
1212886210156408832 2020-01-02 18:59:41 -0400 <Livebythecreed5> @ngbarone @craig73605054 @DaddyRoach @hfsmprof @MelissaGill999 @SierraWhiskee @LindseyGrahamSC @realDonaldTrump  https://t.co/4UoaA4Dw0E
1212886207740465152 2020-01-02 18:59:40 -0400 <prenticegizmo> @DanScavino @realDonaldTrump OMG.  WOW.  The list uses the same information, reworded,  hundreds of times.  A third grader could figure out what bulls&amp;it it is.
1212886204280180740 2020-01-02 18:59:40 -0400 <CONSMILITIA> @oldsteve7 @ckeese65 @getongab @realDonaldTrump Thank you for shining a light on the critical need for constitutional education in America today. 🕯️  Your help is much appreciated.
1212886200991801345 2020-01-02 18:59:39 -0400 <donnaljen> @realDonaldTrump Try to concentrate on being president, you have less than a yr.
1212886198236135424 2020-01-02 18:59:38 -0400 <annnna_kim> @realDonaldTrump Sure. But what’d you shoot?
1212886197514588161 2020-01-02 18:59:38 -0400 <Vantraxel> @ScottPresler @realDonaldTrump And in 11 months you can go away......
1212886195862200320 2020-01-02 18:59:38 -0400 <KohnCarolyn> @RoseGoldTRX @JohnStossel @realDonaldTrump Wouldn’t put it past them at this point.
1212886194922643458 2020-01-02 18:59:37 -0400 <cvillegirl> @BBBudget @RepAndyBiggsAZ @realDonaldTrump God does not work for Trump or any of the GOP.
1212886192347201537 2020-01-02 18:59:37 -0400 <claireolsenz64> @realDonaldTrump  https://t.co/DjRHKLpcvl
1212886191936278528 2020-01-02 18:59:37 -0400 <elfey7169> @Trump_RX_Brain @DestroyTheCabal @love4thegameAK @realDonaldTrump You're so triggered. It's hilarious!  https://t.co/jWBZL8asmh
1212886189797187585 2020-01-02 18:59:36 -0400 <serenaFNP> @AndyOstroy @realDonaldTrump Trump wanted a wall so he could put up another monument of his own. Trump loves illegal help, of course.
1212886188807380992 2020-01-02 18:59:36 -0400 <DeborahTCompton> @LORIANNFITZGERA @BourneRoad @AnneWMcAlister @FLOTUS @CLH45 @realDonaldTrump OMW You have been deceived heavily. Did you learn this from the media? CNN, do you believe them?
1212886188069011457 2020-01-02 18:59:36 -0400 <BlueParrotBooks> @morningmoneyben Whatever day today is, @realDonaldTrump is still IMPEACHED! #IMPOTUS  https://t.co/9H3lqnlCWK
1212886187762966528 2020-01-02 18:59:36 -0400 <annmarierulelaw> @SenJoniErnst @realDonaldTrump @senjudiciary You voted to turn over Roe v Wade.  SHAME ON YOU.
1212886186085289987 2020-01-02 18:59:35 -0400 <LPatherat> @realDonaldTrump Can you imagine if Pelosi doesn't send over impeachment papers to Senate. When you loose the election you will have to go to trial in a real court room. Your punishment will not be removal from office it will be a cell right next to your Russian Puppet Campaign Manager Paul M.
1212886183417729028 2020-01-02 18:59:35 -0400 <NCarolinaHome> @JudicialWatch @TomFitton @realDonaldTrump You are kidding, right?  Trump is the criminal not everybody else. Open your eyes.
1212886177499365376 2020-01-02 18:59:33 -0400 <CallsignDrDoom> @MightyQuinnUSA @Acosta @realDonaldTrump  https://t.co/ULWPjhgVHs
1212886176153194498 2020-01-02 18:59:33 -0400 <libertygal12> @t_hayden07 @agentmission @Donna41222588 @P0A_Triot23 @threedaysgrace @realDonaldTrump @WhiteHouse Where in the Bible is this name or title given?  In Hebrew or the Freek text? I know we are made in His image. I know Jesus told the Jews” Are you not god”!  But I never heard this before!  Thank you for your answer😀
1212886174949367809 2020-01-02 18:59:33 -0400 <PatAllan4> @realDonaldTrump I think she just said, "you're impeached".
1212886172302761985 2020-01-02 18:59:32 -0400 <Johnny_Champagn> @realDonaldTrump Whataguy!  “Unredacted emails show that the White House desperately sought to stonewall the Defense Department and Congress over President Trump’s suspension of hundreds of millions in military aid to Ukraine — and that Trump directed the hold-up...”
1212886168787996682 2020-01-02 18:59:31 -0400 <GirthBurgers> @_lslandgirl8 @CNN @TulsiGabbard @realDonaldTrump @GOP When one party is like, hey we like racism, lack of choice, one religion, no regulations on corporations and tax cuts for the rich and the other party is like, well we like the complete opposite... there is no compromise. (2/2)
1212886162525822979 2020-01-02 18:59:30 -0400 <AjayiMa92845570> Hello, i am a professional digital marketer, with over six years of experience    https://t.co/tj3jrQZ6ng  @mreazi @realDonaldTrump @BarackObama @daveweigel @BresPolitico
1212886162072907777 2020-01-02 18:59:30 -0400 <Jack09529691> @thehowie @realDonaldTrump Lieing under oath??? Pretty sure that was Clinton xD
1212886161732988929 2020-01-02 18:59:29 -0400 <JeffW1964> @realDonaldTrump @GOPLeader @senatemajldr @LindseyGrahamSC @RepAOC @SenateGOP @HouseGOP This nullifies all the arguments about the 2nd amendment &amp; gun rights. All over the US, people used their guns in celebration of the new year, like toys. Not defending their homes or families.
1212886160776847367 2020-01-02 18:59:29 -0400 <MichaelHays13> @TyVulpintaur @RussellAbbott2 @Mrtimrock @DanScavino @realDonaldTrump •Asian-American unemployment reached the lowest rate ever recorded  •Imposed tariffs on China to combat its abusive trade practices  •Many, many more!  I’m tired of typing.  Now what did Obama accomplish??
1212886158767734791 2020-01-02 18:59:29 -0400 <SittingMorning> @realDonaldTrump You are more sinister than anything including the black plague.
1212886157110984705 2020-01-02 18:59:28 -0400 <markgmccandles1> @MatthewJshow @real_defender @realDonaldTrump Private meetings with the Russians in Trump Tower during the election!! No reason for an F.B.I. investagation? Think again stupid!!!
1212886155257110533 2020-01-02 18:59:28 -0400 <SDogoda> @MarshaBlackburn @realDonaldTrump contends we benefit from tariffs. So why is this a good thing?
1212886153365458945 2020-01-02 18:59:27 -0400 <AFNANZAIN7> @8_YiY @realDonaldTrump حسألك سؤال بس تجاوب بصراحةة، انَـَY̷̳̜̩̐̌̋O̷̳̜̩̐̌̋U̷̳̜̩̐̌̋ـَتَ وين  مقيم هسةة؟
1212886152975437824 2020-01-02 18:59:27 -0400 <Cynthia45269> @michaelbeatty3 @Jali_Cat @realDonaldTrump These losers think Trump is going to show his cards? Ya not.
1212886151503196161 2020-01-02 18:59:27 -0400 <LyinKing1> @CLewandowski_ @realDonaldTrump Who gives a shit Corey Doesntknowandowski
1212886151260000259 2020-01-02 18:59:27 -0400 <DaveChu32335575> @maualibar @realDonaldTrump His strategy is that he’s a billionaire and there not and there pissed because they can’t buy him off he ain’t in there little circle.
1212886151067000832 2020-01-02 18:59:27 -0400 <RavenHawk4> @Sassychickie @steve_c1970 @realDonaldTrump STEVE,  https://t.co/Bd9X1jDmuY
1212886150345613317 2020-01-02 18:59:27 -0400 <NathanaelThelen> @realDonaldTrump Truth!
1212886147157970944 2020-01-02 18:59:26 -0400 <Blacksmitheart> @realDonaldTrump So what do you think will happen first?   More evidence of your extorsion comes to light while you wait for Nancy to deliver the articles.  More senators call for a real trial while you wait for Nancy to deliver the articles.  Hell freezes over while you wait for Nancy....
1212886144087707650 2020-01-02 18:59:25 -0400 <domedog311> @LarrySchweikart Romney, Murkowski, Collins, Burr and Alexander may vote with Dems to deny McConnell control of the Senate process.  All traitors must be purged from the GOP.  @GOPChairwoman,@realDonaldTrump
1212886141936033793 2020-01-02 18:59:25 -0400 <SueBunger> @ChuckGrassley @realDonaldTrump "Who ever keeps watch" of Donald Trump at the WH HAHAHAHA
1212886141449445377 2020-01-02 18:59:25 -0400 <iTreySantana> @TeamTrump @realDonaldTrump We look forward to voting him out!
1212886140543520768 2020-01-02 18:59:24 -0400 <Squirrel524> @realDonaldTrump  https://t.co/cKY0PU3UCY
1212886137485832197 2020-01-02 18:59:24 -0400 <psyike> @Here4TheBoooos @JDMace2 @Hallelluyaah @itbetrueyo @SincerelyMrsC @11thclarke @Bob_Grace @heatherjones333 @realDonaldTrump Sad to see you doubting this... You know. It might actually help you someday to admit that you are not God given authority in morals and politics and what not, and that there is possibility of you being actually wrong. I know it's abstract thought for you, but give it a go...
1212886129667694592 2020-01-02 18:59:22 -0400 <AvgJoesPicks> @RepAndyBiggsAZ @realDonaldTrump Nope!! NOT AT ALL!!  Keep up the pressure!  Hey Andy, aren’t you up for re-election?  Ya, sit back and relax and let your Speaker do her Job!  Thanks..
1212886126249144320 2020-01-02 18:59:21 -0400 <goldblackorange> @paigethe1st @davelanger2k @durrant_kay @SumatraSue @AKkat56 @3Panda3 @marklevinshow @realDonaldTrump That’s your takeaway from Mueller’s report? This helps me understand your other tweets.
1212886125548670976 2020-01-02 18:59:21 -0400 <BillMar25499513> @RepSwalwell @realDonaldTrump Screw that pig
1212886116581486592 2020-01-02 18:59:19 -0400 <pjcanzy77> @GeraldoRivera @realDonaldTrump No it worked he’s impeached
1212886115994275841 2020-01-02 18:59:19 -0400 <xmarxthespot001> @realDonaldTrump Lol!
1212886113209274369 2020-01-02 18:59:18 -0400 <lolalovespeytie> @OhYonny @RudyGiuliani @realDonaldTrump  https://t.co/HvBd0fGjag
1212886111405654022 2020-01-02 18:59:17 -0400 <JaniceClaire14> @VP @realDonaldTrump Cuz it’s a tax scam. Oh man! It’s a ta-a-ax scam.
1212886111200202752 2020-01-02 18:59:17 -0400 <davelanger2k> @paigethe1st @goldblackorange @durrant_kay @SumatraSue @AKkat56 @3Panda3 @marklevinshow @realDonaldTrump Mueller said the crime did happen. He said a sitting president cannot be charged, and that is why he said its up to congress to impeach him for obstruction.  You really have no idea what you are talking about.  Its been clear this whole time
1212886109983821829 2020-01-02 18:59:17 -0400 <brgar2> @GodsWarringHost @UniquelyShan @ChidiNwatu @VP @realDonaldTrump What you are is insane.
1212886108918472705 2020-01-02 18:59:17 -0400 <Rosebudd40> @MichaelRapaport @realDonaldTrump Get help for your crazed obsession.
1212886105705603077 2020-01-02 18:59:16 -0400 <FLnewsjunkie> @SecPompeo @realDonaldTrump  Why have you not reached out to the 4 surviving contractors (and highly specialized military veterans)  for their expertise in preventing another Benghazi at our embassys???????  They are HEROS!!  THEY HAVE NEVER BEEN PROPERLY HONORED!!! Why?????
1212886104606679040 2020-01-02 18:59:16 -0400 <magicalgrey> @lauferlaw @realDonaldTrump #BenghaziNeverAgain I know you liberals don't care
1212886104111812608 2020-01-02 18:59:16 -0400 <danielle82404> @Debber66 @Obama_FOS @realDonaldTrump  https://t.co/Ge8OuQrqjQ
1212886100961742848 2020-01-02 18:59:15 -0400 <noula1953> @realDonaldTrump @FoxNews @cvpayne Then stop commuting so many crimes
1212886100055859202 2020-01-02 18:59:15 -0400 <baddogalways> @realDonaldTrump WTF is going on Iraq and in Libya. Is there even a plan?    https://t.co/7WHFIObtO2
1212886096402616322 2020-01-02 18:59:14 -0400 <CHHolte> @realDonaldTrump If a Democrat did what you did, impeachment would be bipartisan.
1212886095257645056 2020-01-02 18:59:14 -0400 <Ed_Needham> @DanScavino @realDonaldTrump What a shame, you are wasting your life propping this criminal up and destroying America at the same time.
1212886090392260608 2020-01-02 18:59:12 -0400 <EL44766671> @ABC challenge to donnyjohn @realDonaldTrump to gallop a horse rather than ride in a cart on golfcourse?
1212886085526835200 2020-01-02 18:59:11 -0400 <AdamczykTraci> @SpeakerPelosi @HouseDemocrats Drop the bogus impeachment bulls**t! Oh wait! Is that quid-pro-quo? STOP the impeachment! @realDonaldTrump @GOP
1212886084818022400 2020-01-02 18:59:11 -0400 <KennethHoefle> In the clear view of everything that is important to America dismissal is the only course!  We really do need a second term for President Trump and the House Of Representatives so he can finish what we started in 2016 MAGA! @realDonaldTrump is the best course for America!
1212886084100796416 2020-01-02 18:59:11 -0400 <AMahgninnuc> @heatherjones333  and @realDonaldTrump IGNORANT AND PROUD!  WOOOOO!
1212886080275521541 2020-01-02 18:59:10 -0400 <lovinmylife469> @ElmerFud9 @VelaBear @twitcontest @mopenshaw @ScottPresler @realDonaldTrump ... Dershowitz is NOT a Judge and does not do any more than provide his thoughts on impeachment. If you want an EXCELLENT source for the impeachment process, read Federalist Papers #65 and #69, too!  The words of the founding fathers impress me more than Dershowitz ever will.
1212886079361241088 2020-01-02 18:59:10 -0400 <cindyfeld> @RyanAFournier @realDonaldTrump That's one way to do it !
1212886077410881538 2020-01-02 18:59:09 -0400 <Myhiddenmadness> @nancylou59 @FixBadHair @arizonageri @rcrlc8721 @Verda_777 @jerrylaudig2 @MatthewJshow @realDonaldTrump @FoxNews Reversal on unconstitutional insurance mandate. More generic drugs approved. Focus on training for high wage trade jobs, support for paid maternity and paternity leave. The list goes on.   If this is what a “naked emperor” I’ll take it every day, over a wolf in sheep’s clothing.
1212886073627398144 2020-01-02 18:59:08 -0400 <danejudidench> @realDonaldTrump That's not how it works, rapey
1212886073086533633 2020-01-02 18:59:08 -0400 <DesertFoxATX> @JonathanWiskee @reallybz2003 @Richard04310134 @HawleyMO @realDonaldTrump 😂
1212886070116913153 2020-01-02 18:59:08 -0400 <Howyabeen1> @bone_girl91 @hollandcourtney @realDonaldTrump @HillaryClinton ok -- you want to be protected , hey me too.. Get out of nation building ??  Nation building --such as ?? not sure I follow what you want our government to do on that one .. Do you mean not support country like Ukraine ?
1212886068120260608 2020-01-02 18:59:07 -0400 <PlantierDarlene> @mjc5577 @Ssimms777 @JohnFugelsang @HanifJazayeri @USEmbBaghdad @RichardGrenell @DonaldJTrumpJr @PoliticalShort @GovMikeHuckabee @SenTedCruz @statedeptspox @realDonaldTrump @Doranimated @KurtSchlichter @VP @WhiteHouse @BarackObama @SecPompeo @PressSec @mschlapp @EricShawnTV @mercedesschlapp @davereaboi @hughhewitt Moron 🚨
1212886065205395457 2020-01-02 18:59:06 -0400 <dameeffie> @eddie_zap @AdrianaCohen16 @SpeakerPelosi @realDonaldTrump @SenTomCotton @TomFitton Why? The truth needs to be outed.
1212886063649361921 2020-01-02 18:59:06 -0400 <dvillella> @good1_lucy @Abhinary @AsophiaJones @FreeGirlNowNYC @VP @realDonaldTrump Just as Obama was after Bush.
1212886062986649606 2020-01-02 18:59:06 -0400 <fannin1951> @DamageMcRamage @justthinking123 @HawleyMO @realDonaldTrump You are correct on that point Damon. The Dems were so eager to quickly pass articles of impeachment they would not go to the courts to force the 3 witnesses they wanted to comply. Why should McConnel do for the Dems what they would not do for themselves?!
1212886062529437697 2020-01-02 18:59:06 -0400 <RafaelRiveraMe8> @realDonaldTrump mi amigo me dijo que todos están locos los humanos unos en una medida normal y otros fuera de realidad y que yo soy genio de la humanidad y que loco y genio todos tenemos un poco jijiji así esto para esos estados que comprenda su realidad si el presidente Trump  https://t.co/Cl3WpzKt4b
1212886061753470976 2020-01-02 18:59:06 -0400 <MarcStosoned> @realDonaldTrump You mean the law signed by a real president named Obama #untruth
1212886058096087043 2020-01-02 18:59:05 -0400 <AkonFenty> @StephanieHazen @realDonaldTrump He won't. The neocons and RINO never Trumpers in his administration won't let him. Trump should just get rid of them.
1212886058045566976 2020-01-02 18:59:05 -0400 <DantesView42> @DanScavino @realDonaldTrump #DonTheCon #BeBest  https://t.co/7crNpD32QJ
1212886057332678657 2020-01-02 18:59:05 -0400 <Integrationtra1> @StateDept @SecPompeo @FoxNews @realDonaldTrump A clinical investigation and biological trials is required, to know how @NajKassem died.. she still young, she wasn't suffer from cardic syndromes! clinical investigation is a simple right for her people who loves her and feels sad for her death. God may merciful her spirit.
1212886057068322816 2020-01-02 18:59:04 -0400 <steviegirl49> @CaslerNoel @Renoandmacy @realDonaldTrump today's WIN
1212886056397365248 2020-01-02 18:59:04 -0400 <Jack09529691> @thehowie @realDonaldTrump Crimes ? Lol abuse of power is not a Crime.... Facts would do you better
1212886053390049280 2020-01-02 18:59:04 -0400 <susheelkbfi> @RWPUSA @realDonaldTrump Why do we care ?
1212886044355551233 2020-01-02 18:59:01 -0400 <trump2trumpIRL> Ok ok ok, @realDonaldTrump, Pence said he was looking for you in the White House wine cellar.
1212886043592183808 2020-01-02 18:59:01 -0400 <Aksinia2021> @CatalinaLauf @RealSaavedra @realDonaldTrump The man who said Mexicans are rapists is not a xenophobe because he also said “and some I assume are good people”   The man who proposed banning Muslims during his campaign believes in religious liberty
1212886041788477440 2020-01-02 18:59:01 -0400 <LesQ14> @MatthewJshow @realDonaldTrump Make up your mind! lol
1212886040446259205 2020-01-02 18:59:01 -0400 <mikelmando> @LOLWhat31707419 @realDonaldTrump @ATT @CNN  https://t.co/fYsEETPann
1212886039058157568 2020-01-02 18:59:00 -0400 <mikleyamashita> @RWPUSA @realDonaldTrump So where’s the list?
1212886038718402560 2020-01-02 18:59:00 -0400 <clariss17584362> @ROHLL5 @kidgolferman @SpeakerPelosi @realDonaldTrump 😡😡
1212886037359448065 2020-01-02 18:59:00 -0400 <cath_hann> @TravisAllen02 But, look at what @realDonaldTrump does when NOT ⛳,.Toss up, golf or bad decisions that affect thousands of Americans?  https://t.co/yKEnoaOxAY
1212886034083565569 2020-01-02 18:58:59 -0400 <mom22sr> @WordswithSteph @joncoopertweets Liars also love @realDonaldTrump - he is truly the best of the best at that.
1212886025485332487 2020-01-02 18:58:57 -0400 <Viking_Basque> @Katy52 @AndyOstroy @realDonaldTrump @GretaThunberg Chaos &amp; discord is what dems caused to the US for ages. 2 years &amp; millions wasted, to end up proving There was NO collusion with Russia. Even under that pressure Trump’s made your economy stronger, jobs are up, unemployment’s only 3.5% &amp; the stock market has reached records high
1212886023182659584 2020-01-02 18:58:56 -0400 <TheRReport> @realdonaldtrump, his entire administration along with the @GOP don't care if children die ... Experts slam CBP's new migrant health screening plan as 'bare bones,' 'beyond disappointing'  https://t.co/w9RdxRS8u7
1212886023052513282 2020-01-02 18:58:56 -0400 <PrDrJ> @crosado1968 @parscale @TeamTrump @realDonaldTrump 17M lost?  Source please...
1212886022272561152 2020-01-02 18:58:56 -0400 <JDemaggio1213> @KimKardashian @realDonaldTrump    https://t.co/aacX0fTDaM  work together on THIS! think of this baby as innocently being on death row!!!
1212886018262798336 2020-01-02 18:58:55 -0400 <JaneBar00668931> @realDonaldTrump @ATT @CNN Can’t believe  @WH keeps the management after yet another @ trump administration ratings dive. Everybody watching you. You have NO CREDIBILITY! Maybe they should make changes at the White House.
1212886014542389249 2020-01-02 18:58:54 -0400 <DeanxRiley> @TheRickWilson @MAGAMedium2 @realDonaldTrump @POTUS @MickMulvaneyOMB @colgrove11 @Mareq16 @anonforq @RampTheresa "differently unstabled"
1212886013393149952 2020-01-02 18:58:54 -0400 <RickLaney6> @cheftaggert @seanhannity @realDonaldTrump Apparently u don’t. Do some research
1212886013099565056 2020-01-02 18:58:54 -0400 <Livebythecreed5> @ngbarone @craig73605054 @DaddyRoach @hfsmprof @MelissaGill999 @SierraWhiskee @LindseyGrahamSC @realDonaldTrump Consider yourself bitten because I know the difference between a True Republican and a Democrat pretending to be relevant.
1212886013091205120 2020-01-02 18:58:54 -0400 <BriseidaMourin> @JenOneillinKC @AIRCRUISER55 @AlohaMimi @macgeek1969 @RealRonHoward @POTUS @realDonaldTrump @BarackObama I would like to know which is the law that @realDonaldTrump has broken. There is many lies. He can't responsibility for illegal people. He is implement the existing laws, maybe you don't know that through the borders many assassins entered to our Country, the laws are for all
1212886011992100864 2020-01-02 18:58:54 -0400 <HernanLeivaF> @realDonaldTrump  https://t.co/b6Ny6hlHNc
1212886009236594688 2020-01-02 18:58:53 -0400 <LorrieKrause15> @janet3821 @ChrisJZullo @realDonaldTrump You couldn't get me to vote Democrat for anything.  I left that party when they started asking people to attack the Republicans.  Dems are for control.  Do your research into the socialist countries before you vote.  Nothing is free.
1212886009052049409 2020-01-02 18:58:53 -0400 <JenniferKrog1> @OwnRules @I_DrawMohammed @realDonaldTrump Very interesting, how does "I want to ask you a favor on behalf of the American people, many want to know (truth) about the corruption by Biden (truth). "  He literally did what many americans were asking....  who's the moron...
1212886000189362176 2020-01-02 18:58:51 -0400 <rebeccaOden1> @Braveheart_USA @realDonaldTrump Amen!
1212886000055095298 2020-01-02 18:58:51 -0400 <politicallands1> @RobertJ86442846 @PokeTheStars @realDonaldTrump In real life my followers number about half a million or so per day.  https://t.co/IInKFuY0D0
1212885999874908160 2020-01-02 18:58:51 -0400 <SFF180> @GeraldoRivera @realDonaldTrump #ImpeachAndRemoveTrump
1212885999140913152 2020-01-02 18:58:51 -0400 <vickihorn5> @realDonaldTrump Why are you withholding documents and witnesses? BECAUSE YOU’RE GUILTY!!!
1212885998775894016 2020-01-02 18:58:51 -0400 <mobinc1234> @RWPUSA @TongueSplendid @realDonaldTrump And, gross.
1212885997429637120 2020-01-02 18:58:50 -0400 <xmarxthespot001> @realDonaldTrump Time for you to go to jail!
1212885994468511744 2020-01-02 18:58:50 -0400 <Jimslogic> @lauferlaw @realDonaldTrump Iran knows he can’t start a war without congress. The last I looked the anti American Democrats are in control of that. Iran knows Democrats are cowards, Obama proved that.   So if I was you, tell @SpeakerPelosi she is the one making America look weak.
1212885994367803393 2020-01-02 18:58:50 -0400 <ArqSin> @ELFUSILDECHAVEZ @realDonaldTrump @fedecamaras @JulioBorges @jguaido Las sanciones no lograron cambiar al gobierno, pero hicieron que el gobierno cambie ... por otro lado las sanciones no tienen nada que ver con la demolición del PDVSA, ni con el saqueo de las arcas nacionales ... este pendejin lo que esta es pataleando por su guiso CADIVI
1212885988290129920 2020-01-02 18:58:48 -0400 <AngryIndepende2> @realDonaldTrump Is this your way of saying Happy New Year to everyone?   Aren't you excited for 2020? I sure am.
1212885988206358529 2020-01-02 18:58:48 -0400 <bsweet67> @HawleyMO @realDonaldTrump Aren’t you from the Show Me state?  Wouldn’t a true Missourian demand to be shown the evidence?  Hear the witnesses?  Don’t betray your heritage man, or your integrity, human decency or overall general intelligence.
1212885987400925184 2020-01-02 18:58:48 -0400 <redbeard36> @FraterNimos @BrettRSmith76 @Cernovich @RealRonHoward @realDonaldTrump Ironic for a MAGA to use the word non thinker
1212885985450692609 2020-01-02 18:58:47 -0400 <GregsTakeOn> @JohnStossel @realDonaldTrump it really doesn't matter whether they save lives or not.... gov't bans largely have the opposite of the intended effect.. and always tend to benefit one group over another.. gov't once again picking winners and losers..
