1075541279742836736 2018-12-19 18:59:58 -0400 <forestryforum> @lynchzilla @realDonaldTrump Well it aint you.
1075541228362465281 2018-12-19 18:59:46 -0400 <mrjakegideon> @realDonaldTrump Who wants to explain to #FuckfaceVonClownstick that you can’t defeat an idea militarily? That’s why the war on terror isn’t as simple as our presence in this place or that. We created ISIS w/ our terrible foreign policy &amp; the disastrous war in Iraq. Policy is how we defeat them.
1075541227372769281 2018-12-19 18:59:45 -0400 <davekent005> @realDonaldTrump you should not lie about this stuff.  This is strike you dead disgraceful
1075541223950082049 2018-12-19 18:59:45 -0400 <Ladanieladea> @ElCapitanMicahP @realDonaldTrump Thank you, Micah, for sharing this :)
1075541222830288896 2018-12-19 18:59:44 -0400 <DebiThompson3> @realDonaldTrump Historic victories? What exactly are you referring to here? Isis is still dug in, they are not defeated, and they only benefit of leaving is held by Putin. Who are you representing Russia or America, it can't be both? #TraitorTrump Selling our country out to the highest bidder!
1075541222826143745 2018-12-19 18:59:44 -0400 <kisabelle61> @SteveC_73 @realDonaldTrump You nailed it! This IS Putin's command! How sad, that we have reached a point in our history, that our President has to bow to a foreign leader!!
1075541222440267776 2018-12-19 18:59:44 -0400 <bremishome> @realDonaldTrump Erhmm  ! The Pentagon says otherwise.     Did you even read any of their briefings ????
1075541222431719425 2018-12-19 18:59:44 -0400 <HeidiAbrahamson> @realDonaldTrump  https://t.co/DDH1n711LH
1075541218875064320 2018-12-19 18:59:43 -0400 <Medeiros_____> @realDonaldTrump  https://t.co/3BpX2Uy0K2
1075541218166214656 2018-12-19 18:59:43 -0400 <SeaSunMarisol> This is a what a president looks like! Are you paying attention @realDonaldTrump? If you would just try to exhibit 1% of @BarackObama @POTUS44, you would be a better man.
1075541217948172288 2018-12-19 18:59:43 -0400 <DavidLaus1> @glamelegance @realDonaldTrump After the new House is sworn in next year, we’ll see a swift end to @realDonaldTrump’s regime, but given how militant his supporters are I suspect getting rid of @realDonaldTrump will be just the beginning...  Hunker down and be prepared for war...
1075541217121832961 2018-12-19 18:59:43 -0400 <realHeatherD> @RizzoPoker @realDonaldTrump I double checked to make sure the blue check was there.  Not gonna lie.
1075541216111091712 2018-12-19 18:59:43 -0400 <Makinwapaulina> @5mww8 @realDonaldTrump Any of ur family soldiers?
1075541215498649600 2018-12-19 18:59:43 -0400 <FedUpwDemsLIES> 😡🤬😡🤬 IF THIS PASSES, w/o #BorderWallFunding BOTH #GOP AND #DEMS will NEVER receive another vote from me again...EVER @realDonaldTrump
1075541213237923845 2018-12-19 18:59:42 -0400 <GogaNalaik> @realDonaldTrump @realDonaldTrump Thank you for doing the right thing. Its time to end these perpetual wars for the perpetual profits of the #MilitaryIndustrialComplex
1075541212751380481 2018-12-19 18:59:42 -0400 <SpaceBohne> @AWAP930107 @realDonaldTrump bot detected
1075541212709318657 2018-12-19 18:59:42 -0400 <DannyAMarroquin> @maryderrickart @realDonaldTrump What “expert” told you this?
1075541211803455489 2018-12-19 18:59:42 -0400 <glaysmiranda> @realDonaldTrump 👏🏻👏🏻👏🏻❤️🇺🇸🇺🇸🇺🇸
1075541209337249792 2018-12-19 18:59:41 -0400 <Thepriusguy> @somill218 @realDonaldTrump Omg that’s it.  He didn’t want to go to Syria.  I bet he declares war on Norway so he can visit the troops there
1075541208561213441 2018-12-19 18:59:41 -0400 <mares_bobby25> @Jim_Jordan @realDonaldTrump really? Mr. President.  This might be the last straw for Republicans.  We came out on 2016 to give you all power and this is what happens.  The biggest waste in congressional history.
1075541208330465280 2018-12-19 18:59:41 -0400 <jvharris65> Scorecard  @realDonaldTrump - 0 @NancyPelosi - 2
1075541207139450880 2018-12-19 18:59:41 -0400 <halligan322> @badmovieman @davidfortin @realDonaldTrump Franklin
1075541201674272768 2018-12-19 18:59:39 -0400 <CathyAnnOfen> @Wudup3x @realDonaldTrump That should be they are or they're.
1075541201003020288 2018-12-19 18:59:39 -0400 <EdNieto05> @realDonaldTrump Desperate and dumb.
1075541200373997568 2018-12-19 18:59:39 -0400 <vallie1653> @realDonaldTrump You and your family are nothing but thieves. Everyone knows it. You are a failed businessman and a failed President. Have a Happy Mueller Christmas!
1075541200206057472 2018-12-19 18:59:39 -0400 <kailuileo> @realDonaldTrump @USFJ_J 我が総大将トランプ大統領閣下。人の命を何とも思わぬ貴国の敵対勢力による、貴国と世界中を潰す為に用意されたシリアでの偽旗作戦が不可能になった状況迄、貴国と貴国精鋭の軍隊の皆様は、本当に良く偽旗作戦を防ぎ持ちこたえたと存じます。凄い！
1075541198704664576 2018-12-19 18:59:39 -0400 <pc3244> @Ham66 @SenJeffMerkley @MsRock4Ever @realDonaldTrump proud boy.
1075541198469824512 2018-12-19 18:59:38 -0400 <rtarchstudio> @realDonaldTrump So what is all huge investment in weapons to criole our economy if we want the soldiers here?
1075541196511109120 2018-12-19 18:59:38 -0400 <sadiekapolusnik> @realDonaldTrump, check out the tweet of President Obama making a holiday visit to a children's hospital.  This is the kind of thing a kind, caring person does. You would to do well to follow his example.  Oh, wait.  I forgot you care only for your miserable self.  Sad.
1075541195722498048 2018-12-19 18:59:38 -0400 <somethingbrite> @AtomFarmer @realDonaldTrump Bigly difficult no doubt.
1075541194028011520 2018-12-19 18:59:37 -0400 <Kimmy629> @jaketapper What Putin wants, Putin gets @realDonaldTrump
1075541192358662144 2018-12-19 18:59:37 -0400 <MatthewHays18> @realDonaldTrump thank u President Trump for all you do even though many believe everything from far left media and far left politicians there are still so many praying for you on this great fight u do for The United States and its citizens
1075541190899056641 2018-12-19 18:59:37 -0400 <RoseSage6> @realDonaldTrump Every. Single. Day. You. Are. An. Embarrassment.  https://t.co/pSW7QkSYZY
1075541190718644224 2018-12-19 18:59:37 -0400 <SonoraLori> @realDonaldTrump Go fund yourself.  https://t.co/UjUrYzmlqq
1075541190580293632 2018-12-19 18:59:37 -0400 <lovealaska1105> Extra! Extra! FLUSH all about it? Lol. Ha! Ha! Ha! @IvankaTrump @realDonaldTrump @MELANIATRUMP @DonaldJTrumpJr @EricTrump  https://t.co/TXRDWxbxzS
1075541189993160705 2018-12-19 18:59:36 -0400 <RaineDeveaux> @POTUS @realDonaldTrump You would kill us all just to have your way and get another penny. I hope you live long enough to see the mess you have made and continue to make. Not a word bad enough to describe you.
1075541189770792962 2018-12-19 18:59:36 -0400 <LalaBlb> @BlessedIgbinig3 @realDonaldTrump MUCH better off . (he's no leader)
1075541189703725056 2018-12-19 18:59:36 -0400 <THEM00NWITCH> @realDonaldTrump  https://t.co/70PyObnXZP
1075541188793561088 2018-12-19 18:59:36 -0400 <JonCuccia1> @NewsForThinkers @Terryblckmnt1 @realDonaldTrump Dragon energy... 👌#MAGA 🇺🇸  https://t.co/uriGGl5Vjl
1075541188080484353 2018-12-19 18:59:36 -0400 <MJoemal19> @jonz970 @texasrecks @ctanner3 @cookequipman1 @DFBHarvard @fordmb1 @DaveSchreiber3 @Serremmy @briantopping66 @ImabitcSumtimes @TheNanaBunny @Nelliellama @JoJoLaLaTrumpe1 @JConservative4 @DianaforTrump @optionqueen @MAGABiker @IanBertram2 @Gramma_Nini @roadrunner9920 Come all ye caravans!  Judge Sullivan says Soros' 'Open Borders, Open Society" is fine with him!  The Washington establishment Socialist are going to destroy our nation before @realDonaldTrump leaves office!
1075541186843013120 2018-12-19 18:59:36 -0400 <Sniper_925> @BartosAmanda @realDonaldTrump Simple, he closed it because he got caught.
1075541186633322501 2018-12-19 18:59:36 -0400 <NHawkdoc> @LawWorksAction @realDonaldTrump The news today should open our eyes. The withdrawal in Syria is EXACTLY what Putin has wanted from day one.  He now has proven to me he is beholden to Russia for some reason.  We must stop this insanity.
1075541185299664896 2018-12-19 18:59:35 -0400 <MariachiSHOW> @realDonaldTrump  https://t.co/GCFkxYOf5i
1075541184817364993 2018-12-19 18:59:35 -0400 <TexasDem2013> @jhudd2 @kchernecky @realDonaldTrump Another sheep, blindly following the fake news spewed by The Donald and Faux News
1075541182686601223 2018-12-19 18:59:35 -0400 <OtroEnfoque2018> @AristeguiOnline 0.25 es 1/4 de punto,no es  https://t.co/TT4urlMpyb le vino nube negra @realDonaldTrump no pudo impedirlo.Ahora q se amarre los pantalones.
1075541182229315584 2018-12-19 18:59:35 -0400 <HappyAndGratefl> Hey hey criminal Donnie Darko (@realDonaldTrump), this is how a real president acts. He doesn't hide at his golf club and tweet out bullshit 17 hours a day. He lives in service of his country and not just his white supremacist base! #MAGA
1075541181226831872 2018-12-19 18:59:34 -0400 <DanHo88655177> @daleizcrazy @realDonaldTrump Don’t to people think you’ve ( USA ) done enough damage in Syria ? Who the hell invited u to fight in Syria ? Saudi Arabia the supporter and funder of ISIS #Yankee go home
1075541180904030208 2018-12-19 18:59:34 -0400 <berman_glenn> @realDonaldTrump Please don't back down to the Democrats.
1075541180639862786 2018-12-19 18:59:34 -0400 <merkinsocks> @MAGAMemeFactory @JeremyR86 @tedlieu @realDonaldTrump @POTUS Did you serve in the USAF?
1075541180274880512 2018-12-19 18:59:34 -0400 <williamabarros> @allidoisowen You r defending @realDonaldTrump, Please put on air 1 Statement that Trump did Defending @Infowars!Saying that #Apple #Google etc r WRONG Censoring you Politics is very Deceiving and you are into this game! #Theday #RepubliqueLCI #AJStream @AFDBerlin @libertytarian  https://t.co/SLyl1DHSpd
1075541180132270081 2018-12-19 18:59:34 -0400 <KumbuskyPhil> @realDonaldTrump Here’s what it’s time for Porky! #TrumpCrimeFamily #LiarInChief  https://t.co/sWNQOkY6EW
1075541177376669696 2018-12-19 18:59:33 -0400 <Tutu15346383> @realDonaldTrump
1075541175598104576 2018-12-19 18:59:33 -0400 <Bitcoin_Win> @sjreidhead @realDonaldTrump Fuck that noise.
1075541174679625728 2018-12-19 18:59:33 -0400 <Orange_Ghost> @aswegrow2 @ASlavitt @Fahrenthold @realDonaldTrump He’s saying the portraits are worthless. It’s a joke. 🤪
1075541173438038017 2018-12-19 18:59:32 -0400 <Hapi2beSue> @realDonaldTrump What a blessing for the convicts.  https://t.co/PsyxzHsuXU
1075541172934885376 2018-12-19 18:59:32 -0400 <jmclement21> @realDonaldTrump Another “tweet from the toilet”
1075541172007903232 2018-12-19 18:59:32 -0400 <TheCityTroll> We have been betrayed...... By flinching on this @realDonaldTrump hangs his supporters out to dry.
1075541170208423936 2018-12-19 18:59:32 -0400 <FrackerDave> @tedlieu @realDonaldTrump Who hacked Ted’s account?
1075541167155089408 2018-12-19 18:59:31 -0400 <hotrod19662> @jauto1 @Inspectorsaurus @jeffgiesea @PrisonPlanet @realDonaldTrump This will show Congress and the President where we stand as one solitary unit . All the legit funding pages need to get together for sure and make one hell of an impact ! This country needs a shot in ass and with our help Maybe it will . I will say for me God willing. United We !
1075541165947129856 2018-12-19 18:59:31 -0400 <4hope9> @CNYELECTORATE @Kathleendlg @RJR555 @realDonaldTrump Thanks Vladimir Putin!  How does it feel to own America?  @GOP
1075541165183811585 2018-12-19 18:59:31 -0400 <Bjays5> @realDonaldTrump What's the cost of giving every amer. citizen earning less than $100,000 yearly a $500 p/month stipend 4 health insurance of their choice❓
1075541163170381824 2018-12-19 18:59:30 -0400 <Lindame07148866> @realDonaldTrump MAGA = "My Attorney Got Arrested" LOL...  https://t.co/bQofpjsb2g
1075541162679812096 2018-12-19 18:59:30 -0400 <OETKB2> @realDonaldTrump Leaving a vacuum for insurgents, Russia, and abandoning the Kurds. All while not giving the State Department, Pentagon, allies a heads up. 🙄🙄🙄
1075541161803100160 2018-12-19 18:59:30 -0400 <Davidpo02786298> @realDonaldTrump Blows my mind how plain logic isn’t a no-brainer for Dems and how People Vote them Dems and some of our Republicans back into office!  The Vote needs the clean the swamp!
1075541160633004032 2018-12-19 18:59:29 -0400 <RealAme66500478> @realDonaldTrump  https://t.co/uoFbs6V8QW
1075541160180006913 2018-12-19 18:59:29 -0400 <SteveCochrane5> @LouDobbs @DiamondandSilk @realDonaldTrump Dirt and sludge reporting.
1075541159378735104 2018-12-19 18:59:29 -0400 <BGhimself> @taylor_resist @Rsherlock So the plan is to pull our troops out so the Turks can slaughter the Kurds, and the Russians and Syrians can consolidate their gains and isis, which has been diminished can start to regenerate itself? Wow, @realDonaldTrump knows nothing about the world.
1075541157340438528 2018-12-19 18:59:29 -0400 <Jankowski1D> @realDonaldTrump Fake President and Liar in Chief
1075541156015030272 2018-12-19 18:59:28 -0400 <MrMuellerIsHere> @itsJeffTiedrich @realDonaldTrump Oh Jeff bahaaa!!!
1075541154240843777 2018-12-19 18:59:28 -0400 <renpocalypse> @realDonaldTrump You not gonna talk about the billions you poured into the military and weapons that they’re just going to LEAVE behind?
1075541152995180547 2018-12-19 18:59:28 -0400 <OmarQuinoJimene> @realDonaldTrump  Mosca con este loco, está desesperado
1075541152521179142 2018-12-19 18:59:28 -0400 <memphismike7> @realDonaldTrump Like  golf outings?
1075541151053053952 2018-12-19 18:59:27 -0400 <BGuire2> @realDonaldTrump No Charity Navigator says the Trump Foundation lacks “organizational legitimacy”.  https://t.co/jwZT10iA8j
1075541150029791237 2018-12-19 18:59:27 -0400 <happytobehere76> @jaredlipof @realDonaldTrump Taxes...
1075541148855357440 2018-12-19 18:59:27 -0400 <Zenber1> @realDonaldTrump ISIS is not defeated. They did this in Iraq remember, they had to send troops back. You will leave a vacuum an ISIS will fill it. Whose side are you on anyway???
1075541147806625792 2018-12-19 18:59:26 -0400 <mcllstr_sctt> @BlessedIgbinig3 @realDonaldTrump A more likely scenario is watching the world move on without us.  As we lose our position of leadership and prestige.  #maga #makeorwellfictionagain
1075541142907715584 2018-12-19 18:59:25 -0400 <DonXQuixote> @EdwardAshton30 @realDonaldTrump Thank you #RUSSIAN_BOTS !  Yes, Putin is united w .@POTUS !
1075541142895239168 2018-12-19 18:59:25 -0400 <VannettaM> @realDonaldTrump I have been one of your biggest supporters, even worked your campaign in Indiana. Please tell me what in the world are you thinking by pulling out of Syria? I am starting to waver on why I am still believing in you.
1075541141825695744 2018-12-19 18:59:25 -0400 <grayhanton> @krassenstein His power should be revoked  until  MUELLER files his charges!! @realDonaldTrump He is moving fast please stop him before America is attacked because others see the USA as being weaken because of our so-called leader!
1075541140789702656 2018-12-19 18:59:25 -0400 <Janet08377899> @realDonaldTrump Show us the cashed checks made to these charities! Oh wait you gave $7.00 so Donnie Jr could join boy scouts!
1075541140571443200 2018-12-19 18:59:25 -0400 <snork303> @realDonaldTrump Tweeting about this serious issue is an atrocity.
1075541139975884800 2018-12-19 18:59:25 -0400 <Kegan545> @realDonaldTrump Great move Sir!! We cant be the world police force!! Dont worry about Neo Con's freaking out over this.
1075541137857769474 2018-12-19 18:59:24 -0400 <cvfeatherstone> @realDonaldTrump Speaking of sleaze bags . . .  https://t.co/KKz0WdDJwe
1075541136482144256 2018-12-19 18:59:24 -0400 <JamesAl11604985> @realDonaldTrump Build That Wall!
1075541136108855296 2018-12-19 18:59:24 -0400 <QuestEditor> @realDonaldTrump Putin says thank u
1075541134653513728 2018-12-19 18:59:23 -0400 <moving315> @realDonaldTrump  https://t.co/7wQEn2uPa5 the wolves are coming home to eat and they only want a wall lmao
1075541134032732160 2018-12-19 18:59:23 -0400 <AE1TT> @realDonaldTrump Just deflection and pandering to your base. BUT good news! You have pissed enough republicans off that they will vote to impeach you because you are a danger to national security and our allies!!!
1075541133349015552 2018-12-19 18:59:23 -0400 <poodle_douglas> @rexthetvterrier @realDonaldTrump Excellent!!
1075541132149321728 2018-12-19 18:59:23 -0400 <mmatessa> @realDonaldTrump So, in the past 24 hours: 1) The Trump LOI was published, probably by Russia. 2) Trump announces that the US will pull out of Syria, opening a  power vacuum for Russia and ISIS. 3) Trump announces that he is ready to remove sanctions on Deripaska. Donald Trump is a Russian asset.
1075541131381731330 2018-12-19 18:59:22 -0400 <Pythagoreanite> @realDonaldTrump Traitor. Resign.
1075541130601750529 2018-12-19 18:59:22 -0400 <Legalritab> @realDonaldTrump NAFTA NAFTA NAFTA Congress may not approve the copy cat. #Obamaenvy
1075541128965808128 2018-12-19 18:59:22 -0400 <djserv1> @realDonaldTrump #FRAUD #LIAR #TRAITOR #RACIST #FAKEPRESIDENT
1075541128257122304 2018-12-19 18:59:22 -0400 <ASHSANGKA> Syria!  @VladimirPutin24  to  @realDonaldTrump  -  “Get your fcking Troops out of Syria, Cheeto! Now!”  Trump - “How, I cant!”  Putin - “Declare fcking victory you moron dotard!”  Trump - “Yes sir Putin!”  Trump - “We defeated ISIS in Syria!”  Republicans - “What the fck!”  😭😭
1075541128147914752 2018-12-19 18:59:22 -0400 <Scherazad100> @Doc88Dowdy @youcnbmywingman @FLOTUS @realDonaldTrump @greggutfeld @foxnation @foxnewspolitics She's all abt.spending taxpayer's money on designer labels n getting attention.
1075541127300694016 2018-12-19 18:59:21 -0400 <ichang2000> @realDonaldTrump AG Eric Schneiderman is a sleazebag ? for the horrific women abuse he committed? remember your NBC /Billy Bush incident?  So you are also a sleazbag - birds of a feather ? Closing your sleazy foundation does not make it better than Clinton Foundation.
1075541127116120065 2018-12-19 18:59:21 -0400 <edward_f_martin> @realDonaldTrump  https://t.co/owJCrTKPkp
1075541127086960641 2018-12-19 18:59:21 -0400 <jbow45> They're Sabotaging  The Economy on purpose so they can blame @realDonaldTrump and it's Bull Sh*t! They need to be Reigned in
1075541125996429312 2018-12-19 18:59:21 -0400 <col_evil> @VP @realDonaldTrump @POTUS @DeptofDefense  https://t.co/dJpP0Yx0ew
1075541125878898688 2018-12-19 18:59:21 -0400 <ibetthat1> @realDonaldTrump Treasonous behavior is afoot #pleasestoplyingtousyouGiantAssHat
1075541125551804420 2018-12-19 18:59:21 -0400 <GINA57> @TrumpinTheShark @Fahrenthold @realDonaldTrump And interviewed by Charlie Rose. Two slime balls.
1075541125165912064 2018-12-19 18:59:21 -0400 <Jennife96579199> @realDonaldTrump What about the humanitarian  crisis in Syria? We can send American troops to the border where they were never needed for your political gains in the midterms-for a nothing crisis? Shame...
1075541124180295681 2018-12-19 18:59:21 -0400 <AcmeNonInc> @realDonaldTrump YOU DON"T HAVE A CLUE AS TO WHAT YOU ARE DOING !!  Listen to the Generals !!
1075541124029272064 2018-12-19 18:59:21 -0400 <DENolan8> @realDonaldTrump LOL..and, the trump card is Pence cant pardon state charges...now that's rich!
1075541122368208896 2018-12-19 18:59:20 -0400 <TheStinger8> @kroslav @krassenstein @realDonaldTrump Deflection. Afghanistan has nothing to do with Syria.
1075541122204733441 2018-12-19 18:59:20 -0400 <alamnavsa> @honeybee7885 @realDonaldTrump No you gave me evidence of a Democrat affiliated source which mean nothing to me as I don’t regard any party affiliated source as fact, Dem or Rep, this is where we differ, you choose to follow Republican Rightwing or Trump affiliated sources over independent,
1075541121793552384 2018-12-19 18:59:20 -0400 <HouseofJermaine> @superagentJosh @WhiteLewis_30 @realDonaldTrump Lol I read plenty how about you? Now your an idiot, because what I was alluding too was a) a wall isn’t going to stop drugs from coming in. B) the argument that we are not safe because of a wall that’s insufficient isn’t a good enough argument. #youbum lol
1075541121785360384 2018-12-19 18:59:20 -0400 <tbmyoung> @realDonaldTrump Oh, Putin must've called.
