1219046873949863937 2020-01-19 18:59:58 -0400 <SteveMiskell> @secularcitizen2 @realDonaldTrump You must be a UU.
1219046820954984456 2020-01-19 18:59:45 -0400 <MaryOxley5> @IAmBut1Voice @SteveScalise @realDonaldTrump The leftist have had control and did nothing to help the American citizen.  They are a traitorous party.  Working only to enslave the citizen.  Down with Pelosi, Schiff, Schumer and all who bow to them.  Stand up citizens do not be enslaved.
1219046817494683650 2020-01-19 18:59:44 -0400 <LarBtejas_TEX> @RepDougCollins @realDonaldTrump “If we nominate trump, we will be destroyed, and we will deserve it”. @LindseyGrahamSC
1219046814654980096 2020-01-19 18:59:44 -0400 <GeorgeHutch3> @realDonaldTrump More name calling Donald!! Haven’t enough intelligence to convey your message like an adult? Was your education faked like your wife’s?
1219046813824581635 2020-01-19 18:59:43 -0400 <rrNoebel> @SaraCarterDC @JamesCanby @Jim_Jordan @realDonaldTrump @HillaryClinton @TheDemocrats There is SO much dirt being uncovered in Ukraine going on through the end of potus 44.. AND as it is being dug up, THEY - THE DEMOCRATS are clearly trying their best to prevent illicit crimes from being exposed. THATS what this is ALL about!! #DemocratsAreLyingToYou #ImpeachThis
1219046813472346112 2020-01-19 18:59:43 -0400 <Mediagrapher> @realDonaldTrump You have reduced the Presidency to this type of tweet.  We are all saddened as US Citizens that you have demeaned the Office Of the Presidency in such a demeaning manner.
1219046813216493569 2020-01-19 18:59:43 -0400 <pedavi> @realDonaldTrump He has 4500% more money than you. He could absorb all of your fraudulent assets in around 10 mins.
1219046812872474624 2020-01-19 18:59:43 -0400 <tonytedeschi> @realDonaldTrump Be Best!
1219046811962421250 2020-01-19 18:59:43 -0400 <SPlikes2run> @realDonaldTrump 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 #ImpeachedForLife 🍑🍑🍑😂😂
1219046811870076929 2020-01-19 18:59:43 -0400 <Mnm11B> @realDonaldTrump  https://t.co/U4byyWM60Y
1219046811815407616 2020-01-19 18:59:43 -0400 <Matt_Cates> @PJMullethair @chibistevie1979 @CaslerNoel @kasthomas @realDonaldTrump LOL! Trump himself provides the transcript (the contents of which Schiff lied about) -- and is charged with "obstructing" Congress! 😄😅😂
1219046809886175232 2020-01-19 18:59:42 -0400 <JaJazzdog309> And @realDonaldTrump is sending his support Saying Virginia is taking away their 2nd amendment rights. WTF.
1219046806794964998 2020-01-19 18:59:42 -0400 <marion44194409> @w_terrence @Deplorableshow @realDonaldTrump Whoo Hoo! You go!
1219046803552833536 2020-01-19 18:59:41 -0400 <Carmen2Love1> @w_terrence @Deplorableshow @realDonaldTrump I love it ❤️  https://t.co/DaTDeG31J6
1219046798448365569 2020-01-19 18:59:40 -0400 <TPP_of_Suffolk> @DailyCaller AH HAHAHAHAHA @AdamSchiff  Now THATS comical What’s wrong Adam Is @realDonaldTrump thwarting your next planned. Coup?
1219046796837761024 2020-01-19 18:59:39 -0400 <noestupeo17251> @EstebanDHR @Resiliencia_VE @realDonaldTrump @jguaido Todavía nose a reunido con Trump y ya los vidente sabe q van hablar. Dejen la habladera de paja o escribir  desde un sillon y haga algo ustedes pues para salir de esta dictadura
1219046796569137152 2020-01-19 18:59:39 -0400 <RealFurgas> @timothywmurray @MSNBC @senatemajldr @realDonaldTrump If you’re looking for humorous entertainment, just watch Nancy on the talk shows.  https://t.co/vt9JYAP8Ax
1219046796246298627 2020-01-19 18:59:39 -0400 <veritascarl> @wsvn Now call @realDonaldTrump  and apologize to him he told you there was mismanagement going on and you and that mayor in san Juan grandstand mocked him and tried to bring him down
1219046795411623936 2020-01-19 18:59:39 -0400 <DiscustedRick> @realDonaldTrump She’s no judge.
1219046792958021632 2020-01-19 18:59:38 -0400 <wuwu_wally> @Carlalemon5 @SamAllan2 @realDonaldTrump @AlanDersh @seanhannity @FoxNews Still waiting to see those 20 things you were gonna rattle off to show us how Trump has made life better for all Americans? If you like, I'd be glad to post 20 quotes from people whose lives are NOT better. But, pls....you go first.   ....::::tick tock:::.... Time to play fair.
1219046791489810433 2020-01-19 18:59:38 -0400 <Russell_987> @Omahg0d @netuserms @davidhogg111 @realDonaldTrump To avoid confusion, can you increase your replies to more than a handful of words?
1219046788201701376 2020-01-19 18:59:37 -0400 <CleverMogg> @CrimeLdn @SkyNewsBreak @SadiqKhan @realDonaldTrump What, specifically, do you want him personally to do about it? What, specifically, can he do that the government (that have been in power for 10 years) can’t do?
1219046787006324737 2020-01-19 18:59:37 -0400 <1500killed16Nov> @PetrBystronAfD @RichardGrenell @NilaBehzadi @realDonaldTrump 👍🏻🙏🏻🙏🏻👌👌🇩🇪🇩🇪🇩🇪🇩🇪
1219046786209394688 2020-01-19 18:59:37 -0400 <PC_andrews> @MariBXBKgirl @nanceecisme @mmpadellan @realDonaldTrump I've been hearing this! I hope that's true!
1219046785785700353 2020-01-19 18:59:37 -0400 <lhoyer1> @BrogatorBreaux @realDonaldTrump Donald J Trump has been IMPEACHED!
1219046784485511180 2020-01-19 18:59:36 -0400 <thorlaug> @k83629532 @GrandmaDof5 @MatthewJshow @realDonaldTrump Somebody is feeling guilty because of all the school shootings and is transferring that guilt onto others. Immigrants commit less crime than born Americans. I presume you're guilty for their crimes then.  Look at Trump's crimes you're complicit for those too.  Go to confession.
1219046784141381632 2020-01-19 18:59:36 -0400 <MarcoSWCO1> @THETXEMBASSY @realDonaldTrump Try that again in English, comrade.
1219046783436935171 2020-01-19 18:59:36 -0400 <Ostler1882> @realDonaldTrump Fat Dunce Trump has lost it.  https://t.co/2csgBsWmsM
1219046782195380225 2020-01-19 18:59:36 -0400 <SgtPepp20959205> @MatthewJshow @realDonaldTrump Pity he's such an a$$hole.
1219046781570428929 2020-01-19 18:59:36 -0400 <WarringWorlds> @BradNesper @MichaelCoudrey @DonaldJTrumpJr @realDonaldTrump Thats a lie.  You know it.  We know it.  We know you know it.
1219046778131091456 2020-01-19 18:59:35 -0400 <justadumoldfar1> @LoveMylifeDoU @WhiteHouse @realDonaldTrump @FarmBureau Just wanted to see if you were real, thanks and have a good night!!
1219046777606692865 2020-01-19 18:59:35 -0400 <DebbieCulwell> @jsiterlet @NoWay7790 @realDonaldTrump Here you go:  https://t.co/CeXReG6CLy
1219046777208238080 2020-01-19 18:59:35 -0400 <LLMiller1984> @JennyGuice @realDonaldTrump  https://t.co/U5MDN25nnv
1219046777048965122 2020-01-19 18:59:35 -0400 <polishpride1> @realDonaldTrump If Trump is saying it is great farmers, better get a copy and have your attorney read it. He had the greatest airline, the greatest casinos and the greatest steaks.
1219046776306532354 2020-01-19 18:59:34 -0400 <Denny_C> @realDonaldTrump  https://t.co/ktPSPSAnve
1219046775954100224 2020-01-19 18:59:34 -0400 <glitch942003> @xSemajx @WhiteHouse @realDonaldTrump @LSUfootball @BarackObama  https://t.co/8gJAUjUX8g
1219046775396425728 2020-01-19 18:59:34 -0400 <DUFFARAMA> @realDonaldTrump  https://t.co/DdaExjhqrj
1219046774268030978 2020-01-19 18:59:34 -0400 <NCrazysnake> @realDonaldTrump @JudgeJeanine @FoxNews You're the disgrace, the con, the scam and fraud! I love what our Founding Fathers did for us! You need to GO! In America, we go by the Constitution, dictator. Your time is up. I can't wait to see you handcuffed.   SDNY is waiting. So am I and 65 million others.
1219046774016315394 2020-01-19 18:59:34 -0400 <nickamin20> @MindyB12 @realDonaldTrump He's so dense
1219046772405932033 2020-01-19 18:59:33 -0400 <ACNickel> @maryjac12313120 @RepDougCollins @realDonaldTrump Rusky B0T @maryjac12313120
1219046769461547008 2020-01-19 18:59:33 -0400 <chris_lonero> @StewardshipAmer @realDonaldTrump @paulkrugman @nytimes Try only the middle and upper classes the poor are getting poorer
1219046765933948928 2020-01-19 18:59:32 -0400 <overseer2012> @toman_jann @GeraldoRivera @RealDLHughley @TruPharaoh @NicolleDWallace @realDonaldTrump Bergdahl, like many people, had known mental issues. He was discharged from the Coast Guard for psychological reasons a just couple years earlier. Men with known mental problems should never be recruited. The Army endangered his life and others by doing so.
1219046763836903424 2020-01-19 18:59:31 -0400 <whaditizzz> @DianeRap @JennaEllisEsq @TrumpWarRoom @realDonaldTrump So true it’s a sickening abuse of power by the democrats
1219046762956148742 2020-01-19 18:59:31 -0400 <Earl26518683> @seanhannity @conservativma @realDonaldTrump Sean thanks for keeping the media on their toes and point out how fake they are.  After over 40 years of being a Democrat CNN convince me that I should be a Republican.
1219046762205200384 2020-01-19 18:59:31 -0400 <FarberEva> @realDonaldTrump  https://t.co/hFAysrJHfx
1219046760712044544 2020-01-19 18:59:31 -0400 <oaks_jim> @gatewaypundit @maddow @DanScavino @realDonaldTrump @DevinNunes mister maddow plays the fool...again. 🤓
1219046757675479041 2020-01-19 18:59:30 -0400 <Josemor11350147> @SmokeyStafford @JaTapps @robster16a @realDonaldTrump I gave you the lists of mass shooting not many and not many done by White Christians, you are wrong again
1219046757314650112 2020-01-19 18:59:30 -0400 <dbella27> @GOP @realDonaldTrump #RETWEET #LevSpeaks #LevParnas  https://t.co/cEMKaIJ3a3
1219046757209923584 2020-01-19 18:59:30 -0400 <pike820> @realDonaldTrump It’s more like a hostage situation and they all have Stockholm’s syndrome now.
1219046756106809351 2020-01-19 18:59:30 -0400 <J88362994> @realDonaldTrump Bloomberg is a little bitchh
1219046754781401089 2020-01-19 18:59:29 -0400 <Jconley1952> @YAlabaster @Anonymous_Chain @steven_johnsom @williamlegate @realDonaldTrump @paulkrugman @nytimes Never known an actually smart person who has to talk about it. Usually demonstrate it. Still waiting. Like how you calculate 30% decline in Obama early term.
1219046754383015938 2020-01-19 18:59:29 -0400 <SeaDrag20990411> @dcexaminer @mkraju @SenMcSallyAZ @realDonaldTrump And she answered his question - "None ya".  https://t.co/9knY7naXF6
1219046753707732992 2020-01-19 18:59:29 -0400 <purpleH2Oski> #TheTrueTrumpEffect    @realDonaldTrump @DonaldJTrumpJr RT @CBSNews: U.S. marking MLK Day as fears of deep racial divisions roil the nation  https://t.co/0QEsGSFAa0  https://t.co/JB8S5S78QR
1219046752784961537 2020-01-19 18:59:29 -0400 <joevettweets> The @SenateGOP and @senatemajldr are censoring the American free press in order to cover up their complicity in @realDonaldTrump's crimes. Its not a coincidence the entire @GOP have been implicated. Not one honest one in the bunch. Traitors, all.
1219046751048474626 2020-01-19 18:59:28 -0400 <watcher289> @realDonaldTrump @IngrahamAngle @FoxNews We will also remember how the country has been divided by all of the lies that you told.
1219046750926725121 2020-01-19 18:59:28 -0400 <JenMedrano12> @ChuckyChocolat @whatsyourtheory @RealBlackPutin @CJTS7006 @Cici_94Percent @JeffOnTheRight @amyklobuchar @AndrewYang @PeteButtigieg @JoeBiden @MikeBloomberg @TomSteyer @HillaryClinton @realDonaldTrump @JohnKasich She blocked me after I said that she talks a lot of shit. Lol  I guess that she just doesn't want me see now. Lol  Is she afraid? 😉
1219046744052379654 2020-01-19 18:59:27 -0400 <Long11104> @realDonaldTrump The man who's told 15,000+ documented, provable lies since taking office....the same guy who combs over his bald spot,  dyes his hair blonde, and wears a girdle to hide his grossly obese body while lying about his wealth just called someone else "fake."  That's rich.
1219046742504747009 2020-01-19 18:59:26 -0400 <javaherat> @KevinlyFather @realDonaldTrump  https://t.co/iPB9BuwooB
1219046741586169857 2020-01-19 18:59:26 -0400 <HugoLun19707083> @Denlewis01 @myjourneymyself @RepMaxineWaters of course you won't stop. It's all you have been working on since @realDonaldTrump was elected by the people of America.
1219046739941953537 2020-01-19 18:59:26 -0400 <donstovepa> @RobertWatling10 @mcspocky @realDonaldTrump First of all, he already IS impeached. He has not been removed (yet) but he is impeached so go ahead, stand and fight all you want. True Americans are NOT in favor of bribery, corruption, lying, cheating, destroying the environment, and curtailing civil and voting rights.
1219046739048615936 2020-01-19 18:59:26 -0400 <pantsuitnationj> @realDonaldTrump mini  https://t.co/HKAECkiztM
1219046737244934145 2020-01-19 18:59:25 -0400 <JoanTurnbull7> @UnitedStatesOfQ @realDonaldTrump What is the BOOM about
1219046736536227843 2020-01-19 18:59:25 -0400 <tturnt1> @Scategories1 @irishson1916 @realDonaldTrump Sure glad there have been no scandals under Trump.
1219046735160336384 2020-01-19 18:59:25 -0400 <yanx62> @WordswithSteph Thanks for henlaugh @LindseyGrahamSC. @realDonaldTrump only cares about himself. All you have to do is watch every video and read every statement. He makes them all about himself. He committed the crimes. You know he did. You chose to lie and cover them up for him.
1219046732589195264 2020-01-19 18:59:24 -0400 <SmytheBobbi> @McquittyCraig @EugJHawk @realDonaldTrump  https://t.co/hBdV6a9nMY
1219046731675029505 2020-01-19 18:59:24 -0400 <Fridawannab> @realDonaldTrump The faker calling someone else fake!  He’s a joke!
1219046730848706560 2020-01-19 18:59:24 -0400 <AndrewFromEU> @realDonaldTrump MUH GUNS
1219046729724649472 2020-01-19 18:59:23 -0400 <aprilk1949> @realDonaldTrump @JudgeJeanine @FoxNews The disgrace is the Guy in the white house along with his followers
1219046729510793216 2020-01-19 18:59:23 -0400 <187Hornet> @PackersFavreFan @realDonaldTrump The border wall is stopping the ocean right now, you see any ocean getting in?
1219046728780996608 2020-01-19 18:59:23 -0400 <Denny_C> @realDonaldTrump  https://t.co/dr9HQ60yxP
1219046727442784257 2020-01-19 18:59:23 -0400 <cnarq02> @realDonaldTrump Did you see Omarosa’s interview. You should watch it!
1219046724267847680 2020-01-19 18:59:22 -0400 <Emobxny> @TravelingUS @Trump @realDonaldTrump @SenatorRomney @SenatorCollins @SenMcSallyAZ @CoryGardner @SenAlexander @lisamurkowski @SenJoniErnst He lies so much the lies turn to truths in his mind..
1219046721990418432 2020-01-19 18:59:21 -0400 <cassiemoon46> @realDonaldTrump @SenatorCollins  https://t.co/5Xps4u7Dg6
1219046720132259841 2020-01-19 18:59:21 -0400 <DonaldJCarlin> RT @realDonaldTrump: Your 2nd Amendment is under fuck frivolous people in the Clangers Love Nuts of Virginia. That’s what happens when you vo…
1219046720098664449 2020-01-19 18:59:21 -0400 <Snake_27> @OEA_oficial @ONU_es @beatrizbecerrab @mbachelet @Europarl_ES @CIDH @IntlCrimCourt @bbcmundo @StateDept @marcorubio @jguaido @MariaCorinaYA #Venezuela @USAenEspanol @realDonaldTrump @USTreasury @DEAHQ @sebastianpinera @jairbolsonaro @IvanDuque @Lenin @vladimirpadrino #Dictadura
1219046720010477568 2020-01-19 18:59:21 -0400 <David50026225> @realDonaldTrump Ok.  Let’s try this.  Lil fatty POTUS.  https://t.co/5FICK7PGnd
1219046719154946048 2020-01-19 18:59:21 -0400 <acgreene60> @mdgarciaaustin @kirkv1230 @realDonaldTrump Believe in Science. I doubt Jesus picked Trump. Get real sister.
1219046718408400899 2020-01-19 18:59:21 -0400 <TotallyNotARob3> @jasondashbailey @Hoosiers1986 @realDonaldTrump NOT a politician. That's why he got elected. Get out from under that rock every once in a while.
1219046718068662272 2020-01-19 18:59:21 -0400 <wolftrainer09> @MomBCImNeeded @jinxcuffee @noignorance5 @Long11104 @mrsolsonsays @SenTedCruz @realDonaldTrump You will never change their mind, but it absolutely reinforces yours. It’s frustrating to deal with with the out right intentional ignorance. The largest cult in history.
1219046717259157505 2020-01-19 18:59:20 -0400 <TrulyDeplorabl1> @guelphgirlchris @DonaldJTrumpJr @realDonaldTrump Terminal TDS with delusional ideations. I suggest you check yourself into a mental hospital and get some help.
1219046714876874754 2020-01-19 18:59:20 -0400 <NJMom57> @Real_EllieBrown @SecretService @FBI @FBISeattle @realDonaldTrump There is real sickness in this world and sadly they think they’re just Stay safe
1219046714713214976 2020-01-19 18:59:20 -0400 <paulasue68> @realDonaldTrump @DonaldJTrumpJr @EricTrump  Makes me irate each time I watch the movie “13 Hours”, but then my thankfulness is quickened knowing who is the current POTUS.
1219046714453217281 2020-01-19 18:59:20 -0400 <nicolazzo_e> @realDonaldTrump “Fake Book [sic] by two third rate [sic] Washington Post reporters, [sic]...inaccurately reported [sic]....”
1219046713324920835 2020-01-19 18:59:19 -0400 <Kevin_H_Brooks> @Jali_Cat @ChrisMo37540912 @realDonaldTrump They have done these things here, Dems, Elites, Privileged, hide needed Supplies for the General Public, Socialist,Democrats are All Communist trying to Destroy America !
1219046712439988224 2020-01-19 18:59:19 -0400 <AdrianaT9735> @lajornadaonline Gracias EU @realDonaldTrump por hacer justicia en Mexico!!!
1219046712343433223 2020-01-19 18:59:19 -0400 <AllAgAllDay> Standing Ovation #3 for @realDonaldTrump @FarmBureau Annual Convention when he says there's no more death tax. Farms can stay with farmers!  https://t.co/cjLQX0hbzO
1219046707431985152 2020-01-19 18:59:18 -0400 <GoneFishing1745> @real_defender @DanEGlick1 @realDonaldTrump  https://t.co/RY7lYkGHxu
1219046704219140098 2020-01-19 18:59:17 -0400 <tlcoker74> @realDonaldTrump How many people have left the Republican Party?
1219046703552057344 2020-01-19 18:59:17 -0400 <ElleSeven3> @eddie687 @iamzamiam @eugenegu @realDonaldTrump 🙄 &lt;--- my reply.
1219046700804800512 2020-01-19 18:59:16 -0400 <droctopu5> @LiamIvy7 @RepDougCollins @realDonaldTrump What a weird existence you must have, casting yourself as both hero and victim to justify an ideology of angry, cowardly selfishness.
1219046700549013505 2020-01-19 18:59:16 -0400 <SheilaS79852110> @Pat_UnXpected @itsJeffTiedrich @realDonaldTrump Funny, you don't look that stupid. Looks are deceiving.  https://t.co/2JUMBTyXqS
1219046697822588928 2020-01-19 18:59:16 -0400 <prolifecanadian> @ROKUROTA1 @DineshDSouza @realDonaldTrump Did you watch the video?
1219046692869140482 2020-01-19 18:59:15 -0400 <bjork1996> @realDonaldTrump @POTUS So when are you all moving to Russia because once your out of office SDNY will be knocking on your door.
1219046692558901248 2020-01-19 18:59:14 -0400 <txkym> @dearsusanbranch @Education4Libs @realDonaldTrump Yes and oversaw the slowest recovery in history. The economy started slowing in 2006 when the democrats won congress. He had a Democrat made recession and spent millions on wind/solar failures. He raised taxes and skyrocketed deductibles, drained the military and increased govt
1219046691120328705 2020-01-19 18:59:14 -0400 <mmanisca> @News12LI @realDonaldTrump The entire thing is a disgrace. So much hatred shown by the Dems to our president and too all the citizens who put him in office. Amazed at their hatred for a president who has done so much good for America!
1219046690067484674 2020-01-19 18:59:14 -0400 <jbsparky_2010> @Static_Waste @Anti_Liberal73 @Tenn_Guy @ZeeInTheMoment @martuk56 @MichaelsANewman @Kegan545 @WesleyTBrown2 @aorgat @ScreamngEagle @KKatMiss @jimbo_always @DogsBCool @Punkin682 @JimboAlways2 @KnucklDraginSam @mcgregorgirl1 @blitzer850 @pwhitaker62 @Noslm1 @afezio1952 @CNS15141 @fight4americans @RodriguezBertie @EcgoLC @stand4flag @AceMelman @tom46236928 @LuckyPuppy10 @sueramirez3466 @American2Jr @1911Spartan @Always04177875 @rams15 @AtmDrvr1 @JimGagnon6 @Dg195507815 @davidmlee @missymohum @ElizbethLManess @BigAL562 @molly649 @MonteDCantu @003a04f8c2054b7 @jeffdenisem @Constitution__1 @tedwardsma2 @allenjohnson843 @MAGA_Cal_David @realDonaldTrump 9-15 countries world wide that whites run and over 150 run by non-whites. I guess 7% of all countries run by white people is too many for them. Interesting that is where the birth of freedom, democracy, and republics originated
1219046688914055174 2020-01-19 18:59:14 -0400 <firtreemanor> @derekmaltz_sr @daisylueboo1 @realDonaldTrump Are these the same Mexican Cartels that Pelosi's district pays 'dues' too?  --just asking for a friend
1219046688301731840 2020-01-19 18:59:13 -0400 <IowaGirlPatriot> @Here4Trump2020 @BamaJeans24 @realDonaldTrump @IlhanMN And she's a criminal. So there's that.
1219046685155954689 2020-01-19 18:59:13 -0400 <SteveGilbertGtr> @realDonaldTrump @JudgeJeanine @FoxNews  https://t.co/JOOjlV72eB
1219046684405010433 2020-01-19 18:59:13 -0400 <Vitamin_G_pint> @celestiallady1 @RilesTheDog @GOPChairwoman @realDonaldTrump How have you managed to live this long without eating something marked "Do Not Eat?"
1219046682685595648 2020-01-19 18:59:12 -0400 <javaherat> @KevinlyFather @realDonaldTrump  https://t.co/DZMmrfloI9
1219046678851989509 2020-01-19 18:59:11 -0400 <KatReportsTX> "Blue collar boom," says @realDonaldTrump
1219046676041732096 2020-01-19 18:59:11 -0400 <doncline721> @w_terrence @Deplorableshow @realDonaldTrump Fucking awesome
1219046675043487747 2020-01-19 18:59:10 -0400 <athenadecarlo1> @RepDougCollins @realDonaldTrump Impeach Pelosi
1219046674057789442 2020-01-19 18:59:10 -0400 <skyagua> @realDonaldTrump Just STFU. We’re watching the game! 🤷🏽‍♂️🏈
