1086412922090373120 2019-01-18 18:59:59 -0400 <DebHill20001> @realDonaldTrump Build the Wall.
1086412913513058304 2019-01-18 18:59:57 -0400 <KevlarMassey> @realDonaldTrump @WhiteHouse Call for state of emergency and get that wall built. Also shrink the government and put at least 15% of the laid off federal employees on a permanent lay off.
1086412912720134144 2019-01-18 18:59:57 -0400 <7777honestly> @Education4Libs @SpeakerPelosi @realDonaldTrump @DonaldJTrumpJr she is a disgusting human being, and I use that phrase lightly, she would not go out to meet the angel moms when they came to her office, oh but she is getting it back from our president, she and the democrats were on the tarmac ready to go on an oversea trip, when our president
1086412912464261120 2019-01-18 18:59:57 -0400 <katpic57> @realDonaldTrump @FoxNews Yeh sure 🥴wah wah, anywho...You’ve been lying your whole life - you are one big fat lie John Barron. Self made failure. Business acumen of a rock. Ask Mark Burnett about the parody show he cast you in. Hands behind your back, NOW!
1086412912330227713 2019-01-18 18:59:57 -0400 <aobehr> @realDonaldTrump check out my dog  https://t.co/IAWMn2rlsH
1086412910820294656 2019-01-18 18:59:57 -0400 <belinda_clary> @realDonaldTrump @WhiteHouse You are so tiresome.
1086412910212116480 2019-01-18 18:59:57 -0400 <soapdoesit>  https://t.co/32qgMlWoOV   Journalist In France Sentenced To 6 Months In Jail For Online Support Of The Yellow Vests.    WOW IF THATS TRUE , WE THE PEOPLE  , IN BIG TROUBLE    @realDonaldTrump  @BrexitCentral  @USSenate
1086412909750542336 2019-01-18 18:59:56 -0400 <NikalKatha> @realDonaldTrump @WhiteHouse The only Humanitarian Crisis is the one Trump and his policy of caging babies caused. The U.N. should be investigating these human rights violations.
1086412909171752960 2019-01-18 18:59:56 -0400 <FlyOnTrumpsWall> @Doug97997840 @tedlieu @I_am_Katzen @realDonaldTrump Report to the main office for reprogramming, bot
1086412908723138560 2019-01-18 18:59:56 -0400 <galaxiou> @LevensonLaura @plumbdaddy3 @MrWyattEarpLA @realDonaldTrump Liar
1086412908488261636 2019-01-18 18:59:56 -0400 <FredHoffken> @IlhanMN @senatemajldr @realDonaldTrump Sorry, No Tickee, No Washee   Trump will get his Wall Our borders need to be protected &amp; enforced. Illegal Immigrant is a drain on our Country’s infrastructure. The Democrats need illegals 2 vote which infringes on my vote as a US Citizen.Does CAIR write all your talking points
1086412907745665024 2019-01-18 18:59:56 -0400 <blueyedproducer> @SCPatriotSC @realDonaldTrump @POTUS @POTUS_Schedule @WhiteHouse Yes!!!!!:
1086412907443900416 2019-01-18 18:59:56 -0400 <Jonnfree1> @Lrihendry @realDonaldTrump So wot ur saying, is that the Dems want to visit Afghanistan for a party ? I might know a few hundred thousand people that disagree with u miss/mr retweet seeeker, It's her f**king job to visit the troops, her 9th time visiting may i add !  It's always been a #TrumpShutdown
1086412905803726848 2019-01-18 18:59:55 -0400 <595sparky> @KayDA26 @justDooDirty @realDonaldTrump You expect me to believe everything that you see that’s going on, yet you ignore and dismiss everything that the millions of people like myself see. We will also find out soon that the media has been complicit in the all of it. The left-wing media, which is most of it, lie to you
1086412905623494656 2019-01-18 18:59:55 -0400 <ElvyReilly> @realDonaldTrump Guess you didn't have enough illegal immigrants working on your failed wine....
1086412904822321152 2019-01-18 18:59:55 -0400 <ruralgirl22> @realDonaldTrump @WhiteHouse sorry- I have a "thing"
1086412904771944448 2019-01-18 18:59:55 -0400 <Ferguson777P> @realDonaldTrump @WhiteHouse What if ? What are you going to do don ?  https://t.co/s0GUyZvKGJ
1086412904721567744 2019-01-18 18:59:55 -0400 <jpennforreal> @realDonaldTrump @FoxNews As if you’re going to be the voice of truth and reason. I literally can’t wait for you and your spawn to be punished for the long list of things you’ve done.
1086412904625250304 2019-01-18 18:59:55 -0400 <saturn_cosmos> @realDonaldTrump @JimInhofe If Obama wanted the money chuck and Nancy wouldn’t hesitate. What’s changed? Democrat tantrums continue
1086412903958364160 2019-01-18 18:59:55 -0400 <suetay45> @realDonaldTrump just curious, what will happen if all the ATC and TSA workers walk out?
1086412903463378944 2019-01-18 18:59:55 -0400 <DsOchoa> @realDonaldTrump  You are deplorable &amp; you are not above the law!
1086412903215853568 2019-01-18 18:59:55 -0400 <KingShyamalama> @realDonaldTrump @WhiteHouse Lmao
1086412903073415168 2019-01-18 18:59:55 -0400 <lionnfann> @EllemanIISS @LindseyGrahamSC @realDonaldTrump @BarackObama Obama is black. Lindsey is a proud member of the white supremacy club
1086412902968348672 2019-01-18 18:59:55 -0400 <van_harrell> @arlenparsa @realDonaldTrump @WhiteHouse Is it sweeps?
1086412901546582016 2019-01-18 18:59:54 -0400 <GithJoe> @Schanette55 @gregolear @realDonaldTrump @WhiteHouse Yyuuupp.
1086412901487861762 2019-01-18 18:59:54 -0400 <Uwaine> @JoyEspin3 @realDennisLynch @RepJahanaHayes @AOC @KatieHill4CA @LaurenUnderwood @realDonaldTrump He inherited his money. That's not success, that's just luck.
1086412901018066944 2019-01-18 18:59:54 -0400 <HubertRoberta> @realDonaldTrump @POTUS @WhiteHouse We can hardly wait!!! POPCORN TIME  https://t.co/lWpeb6cbum
1086412900527267840 2019-01-18 18:59:54 -0400 <ethermac> @realDonaldTrump Yup cuz they killed innocent children.
1086412900518875141 2019-01-18 18:59:54 -0400 <ToplessTopics> @AnitherSpace @realDonaldTrump god i hope not
1086412900099600385 2019-01-18 18:59:54 -0400 <pennington_jr> @realDonaldTrump MAGA KAG!  https://t.co/THY2naSA0F
1086412900057653248 2019-01-18 18:59:54 -0400 <SoopremeKommand> @realDonaldTrump @WhiteHouse Why is it a crisis now, but when the GOP had the majority in both houses, not a problem?
1086412899936018432 2019-01-18 18:59:54 -0400 <WoodEva> @realDonaldTrump We are relying on Michael Cohen to do that, not you!
1086412899462139905 2019-01-18 18:59:54 -0400 <TheJman5626> @TheNoahRing That for now on @realDonaldTrump will have all illegal's bused to @SpeakerPelosi home to end the humanitarian crisis on the southern border. Since she's agreed to this he'll open the government back up!!!
1086412898895831040 2019-01-18 18:59:54 -0400 <ernie_rossi> @realDonaldTrump It is impossible to reason with the likes of Pelosi. She is as useless as a screen door on a submarine!
1086412897885085698 2019-01-18 18:59:54 -0400 <illyahkuryahkin> @b_moviestarring @Artemisjamie1 @HeadSwivel @AntsInOK @JustinRiddle17 @realDonaldTrump Democrats are on nearly every program on FOX. It’s not occasional.
1086412897595678720 2019-01-18 18:59:54 -0400 <csites73> @GuidoMaremma @RepMattGaetz @GOP Where is the respect for #PuertoRico by @realDonaldTrump and the #TrumpAdministration?  Puerto Ricans are Americans!
1086412897402540033 2019-01-18 18:59:53 -0400 <InformedVoter5> @realDonaldTrump @WhiteHouse If he declares national emergency, I can't wait for the next Dem POTUS to do the same for climate change. You sure you want to go there?
1086412896995868673 2019-01-18 18:59:53 -0400 <Barbara13199344> @keanothedog @clairermassey @MommyLv @nereid_niobi @army_wife_life @kellyz713 @LesroJones @SarahLies4Trump @putinsgay @JagbusAnne @PennyCarrigan1 @coffeeownsme @JustKathyRay @Ldogls @mommamia1217 @nullnotvoid @JeniZillOnley @rush_fanatic @62WalterP @zazzybritches @LMLoveExists @whooz_ur_daddy @PhilChill1 @AussieDebBell @LegionBobo @TalkToMeForReal @CIAnderson3 @BulldogBen @TeahCartel @CunningSq16 @igottheblus @NAudrey_ST @ChristmasCate @SassyMsViolet @CurtisCBallII1 @ChrisJZullo @BombshellDAILY @Bornabrit1 @realDonaldTrump Now that’s damn good!!!
1086412896886697984 2019-01-18 18:59:53 -0400 <t1955c> @realDonaldTrump You sitting in prison waiting for the next boyfriend to come knocking is all it's going to take. Our American way, as slow as it sometimes is will remedy the disease that is you.
1086412895964065793 2019-01-18 18:59:53 -0400 <skrymir42> @bowler4709 @Michell19339910 @GwRaines @tonyposnanski @realDonaldTrump @WhiteHouse During previous administrations i'd frequently say "but you still have to respect the office of the president even if you don't agree with the occupant", but it's very hard to respect the office of the president when the occupant shows it no respect.
1086412895418761216 2019-01-18 18:59:53 -0400 <Thefalseflags> @ElderBoss @steph93065 @wifey083003 @realDonaldTrump  https://t.co/3C3d1EbvUf
1086412894676250624 2019-01-18 18:59:53 -0400 <MareeB11> @realDonaldTrump @WhiteHouse If you’re not opening the Govt, then don’t bother.
1086412894059794432 2019-01-18 18:59:53 -0400 <AnnMartin03> @KristySwansonXO Exactly! I for one am sick &amp; tired of all the entitlements these people get.  Time for @realDonaldTrump to put a stop to it.
1086412893074141189 2019-01-18 18:59:52 -0400 <PKFLRDA> Erin Burnett scorches Trump's 'unpresidential' letter   https://t.co/UPrKosQDyP - @realDonaldTrump
1086412892222541825 2019-01-18 18:59:52 -0400 <GigglesNschitt> @realDonaldTrump @WhiteHouse Hey a humanitarian crisis. Why not build a wall and turn your back on it.
1086412892101062662 2019-01-18 18:59:52 -0400 <sherrybaudet> @Verwonderster @realDonaldTrump So I suppose Trump trusts Putin, who surely had his staffers take notes, over his own staffers? Go figure.
1086412891799068672 2019-01-18 18:59:52 -0400 <Aidra88599758> Nooo some things are bigger than politics... @realDonaldTrump is a threat to all of humanity... 20/20 won't mean anything to any of us if we don't STOP the consolidation of his regime...  @sarahkendzior/@aoc &amp; @SpeakerPelosi.  #ai.  #GirlsWhoCode.   https://t.co/jmZB3XwRc9
1086412890339508224 2019-01-18 18:59:52 -0400 <PGYCLK> @realDonaldTrump @WhiteHouse RESIGN TONIGHT.
1086412890196901890 2019-01-18 18:59:52 -0400 <eloveskids> @EdKrassen @realDonaldTrump @WhiteHouse Mr. K, Might be wise to hold back your thoughts on this until it finally is revealed what has been going on horrific sex crimes against children. May be a year or two from now, but truth is coming, justice will roll down like waters. Do research. Don't get caught in the stream
1086412889894858753 2019-01-18 18:59:52 -0400 <Islandgirlx2> @realDonaldTrump @WhiteHouse  https://t.co/aMu4jqweKx
1086412888267505664 2019-01-18 18:59:51 -0400 <comeonbru> @realDonaldTrump @WhiteHouse Are you resigning?
1086412888082919425 2019-01-18 18:59:51 -0400 <kenji555> Cohen lied. @realDonaldTrump instructed him to do so. High crimes and misdemeanors.
1086412887718088714 2019-01-18 18:59:51 -0400 <SimonJonesnow> More lies from @BorisJohnson today. To borrow a @realDonaldTrump phrase Lock Him Up #turkeyEU
1086412887684395009 2019-01-18 18:59:51 -0400 <IrasFixer> @realDonaldTrump @WhiteHouse What you gonna tell some more lies
1086412886690402305 2019-01-18 18:59:51 -0400 <tonycgeorge> @_mascione @CalebShires @WeAreOne_Q @realDonaldTrump blah blah blah FAKE NEWS! blah blah blah  https://t.co/GZovpyf2Pj
1086412886677876737 2019-01-18 18:59:51 -0400 <PiederrCryderr> @realDonaldTrump  https://t.co/cHA99Okji2
1086412886388424706 2019-01-18 18:59:51 -0400 <N_star_S> @funder @realDonaldTrump He just wants media attention. Don't get why the media doesnt black him out
1086412885687857152 2019-01-18 18:59:51 -0400 <FigVilleUSA> @realdonaldtrump you are sending tweet invites  To meet (watch) you at the border tomorrow (Saturday)? I block your tweets, saw one mention, but want to say “No Thanks”
1086412885662855168 2019-01-18 18:59:51 -0400 <pgcthebaptist> @CassandraHeale1 @laplegal @SpeakerPelosi @realDonaldTrump @SecretService 😂😂😂
1086412885381783555 2019-01-18 18:59:51 -0400 <ThinkerWishful> @jpreziosi @realDonaldTrump @WhiteHouse Obviously, you are in serious need of mental help.  Please get it.
1086412884471496705 2019-01-18 18:59:50 -0400 <TimW1949> @realDonaldTrump @WhiteHouse And noone will believe a word you say. Unless it is, "Gee, a lot of foreign diplomats and business people like staying at my hotels! They must be great."
1086412884089937921 2019-01-18 18:59:50 -0400 <StelaHanson> @altNOAA @Wow1049 @BostonWest80111 @MDbornandbred @KLoop8273 @mitchellreports @realDonaldTrump Dud you care that OBATRAITOR double USA debt and give Iran billions in cash ?
1086412883624263680 2019-01-18 18:59:50 -0400 <shirleyann32> @realDonaldTrump
1086412883360169985 2019-01-18 18:59:50 -0400 <madebycarol> @realDonaldTrump This tweet is Bullshit and will immediately be sent to #BullshitMountain, where all Trump's tweets go to compost.
1086412883183968256 2019-01-18 18:59:50 -0400 <ShereeHeinemann> @funder @realDonaldTrump BOOM!
1086412883083345920 2019-01-18 18:59:50 -0400 <rhondasteiner5> @tedlieu @realDonaldTrump @POTUS It’s about time.
1086412883083309057 2019-01-18 18:59:50 -0400 <lipsoneric> @CraftSecrets @Bangelnuts @realDonaldTrump Funny 😄 not funny 😞!
1086412882537963520 2019-01-18 18:59:50 -0400 <tstege> @realDonaldTrump @WhiteHouse He's most definitely on the hook for Putin like the other oligarchs. Walks like it, talks like it, and completely looks whooped when he's around Putin. He fucked up, and now Russia has won without firing a shot. #MAGA #QAnon
1086412881212727297 2019-01-18 18:59:50 -0400 <RTDYall> @realDonaldTrump @WhiteHouse "GITTERDONE"
1086412880382169089 2019-01-18 18:59:49 -0400 <morgan_aliea> @realDonaldTrump @WhiteHouse  https://t.co/RU8l9ZBVfq
1086412880008884226 2019-01-18 18:59:49 -0400 <aga_onur33> İstanbul hızına yetişmek için Trump ürünü ucuz helikopter arıyorum . @realDonaldTrump
1086412879027470336 2019-01-18 18:59:49 -0400 <RobertTheGeeK> @lindaluzzy @tammyrichell @King85Kong @realDonaldTrump what are resisting #Clueless of what is really going by your remarks
1086412878385680384 2019-01-18 18:59:49 -0400 <CHEESEBURGLAR45> @realDonaldTrump MAGA=MY ATTORNEY GOT ARRESTED
1086412878171832322 2019-01-18 18:59:49 -0400 <reallyDonB> @realDonaldTrump @WhiteHouse #TrumpResign #IllegitimatePOTUS #IndividualOne
1086412876636536832 2019-01-18 18:59:49 -0400 <Sylverbirch> @realDonaldTrump @FoxNews Cohen is done lying.  We wish you were.  Also, isn't that threat against his father-in-law a crime?  Witness tampering, obstruction,  something?  You're toast, dude.  Can't wait to see what you look like in prison garb and no hairspray.   Maybe you and Junior can be cellmates.
1086412876175368192 2019-01-18 18:59:48 -0400 <wishgrantlotus> @LogsdonLar @debbieratto79 @Work4Trumpster @SpeakerPelosi @realDonaldTrump Given her age an alcohol consumption, undoubtedly!
1086412874656960515 2019-01-18 18:59:48 -0400 <cblondiego> @helisbor @realDonaldTrump @WhiteHouse  https://t.co/41uRaGg0Vn
1086412873503526912 2019-01-18 18:59:48 -0400 <Etherfire> @realDonaldTrump @WhiteHouse OMG YOU'RE RESIGNING?????!!!! YEEESSS!!!! I'M SO PROUD!!!!! YOU DID SOMETHING NOBLE FOR ONCE!!!
1086412873423826945 2019-01-18 18:59:48 -0400 <LynnSharig8> @frfrankpavone @jo_vtweets @realDonaldTrump As a Catholic, I’m greatly disappointed by this message. They are not “pushing their way in”. People must show up at a border to seek asylum. Your message is not in keeping with the Catholic social teaching of “welcoming the stranger”.
1086412871712559105 2019-01-18 18:59:47 -0400 <BethAustin757> @realDonaldTrump @WhiteHouse And resign. That would be greaaaaaat. Take Pence with you. #PresidentPelosi
1086412871398014982 2019-01-18 18:59:47 -0400 <RobAnybody2> @ellenc53 @EdKrassen @krassenstein @realDonaldTrump @WhiteHouse Now fire up your Google machine and search just that number - 1488!
1086412871385387008 2019-01-18 18:59:47 -0400 <ireneandrade10> @SenatorMenendez @realDonaldTrump @SenateDems @TheDemocrats @HouseDemocrats what about the people who were killed by illegal aliens where are those pictures??? Democrats are hypocrites!!!    @realDonaldTrump please keep fighting for us,Americans..    #KeepAmericaSafe                               #BuildTheWall
1086412870760493062 2019-01-18 18:59:47 -0400 <RafaelFColon> @reginaflannery1 @ChrisJZullo @realDonaldTrump @WhiteHouse Dealing means someone will end up hurt,  negotiating means both sides yield and everyone wins!!!!  That is why Trump abused providers and caused them to bankrupt, all the while he made money at their expense. Crook!!!!
1086412870743666688 2019-01-18 18:59:47 -0400 <squid3397> @BorisEP @realDonaldTrump I think Dems should focus on securing the WH. We have a liar and Russian asset in the WH. Enough with the bullshit border fear mongering.
1086412868579282947 2019-01-18 18:59:47 -0400 <MODUALITY> @avatarmax123 @SenJeffMerkley @SenSchumer @SpeakerPelosi @DNC @realDonaldTrump LOL. ok so Trump’s a christian with a small c who denied Obama’s Christianity.  He will be judged by some judges of the legal kind before he is locked up.  LOCK HIM UP!  Trump is SO unchristian-like it’s laughable, and you should be ashamed, if I may so judge Ye.  John.
1086412867543490562 2019-01-18 18:59:46 -0400 <CurselessinNEO> @realDonaldTrump @WhiteHouse maybe you'll change 3% of minds
1086412867119865856 2019-01-18 18:59:46 -0400 <JamesCl81619293> @krassenstein @EdKrassen @realDonaldTrump @WhiteHouse More fake news.
1086412866767544321 2019-01-18 18:59:46 -0400 <mospfd> @realDonaldTrump You are going to jail for a long time. #PresidentPelosi
1086412866607996928 2019-01-18 18:59:46 -0400 <dj_chadg> @realDonaldTrump We will when you are carted to jail!
1086412866264141824 2019-01-18 18:59:46 -0400 <syorston> @RawStory They are starting to learn or come to the realization that when @realDonaldTrump goes down, he's going to take many of them with him. Time to start distancing as much as they can. For all the good it will do them.
1086412865735553024 2019-01-18 18:59:46 -0400 <kr_romm> @battleofever @Eddy120876 @AHForte @jrbloom57 @Corp125Vet @RickySi16087724 @DavyCro50709303 @tru_kells @surfnutsc2 @Dawn_DeMore1 @Beg1Girl @alley167 @SoCalEdgyGal @4AmericanKat @byteflyer @SickOfTheSwamp @deanbc1 @dybarb @Cali_Tracii @wink_nod @AngeleStar11 @LoriinUtah @heyitsCarolyn @FLMel69 @justdeplorible @HarveyStaub1 @BPPope @GenFlynn @RealTT2020 @RoseDC11 @BarbaraRedgate @Patriot988 @DeplorableChoir @Bamafanaticfan1 @BamaAgent1 @REALWYHEAD @RayPoetry @letters4trump45 @JosephJFlynn1 @ReneeCarrollAZ @STACEYDUBOIS4 @Maggieb1B @bonniemurphy @davidbcrumbs @Real_PeachyKeen @ReconRandy444 @Boyd_2650 @mflynnJR @flynn_neill @realDonaldTrump Done &amp; done ✅
1086412865555165184 2019-01-18 18:59:46 -0400 <lwitt3023> @realDonaldTrump @POTUS @WhiteHouse What about the humanitarian crisis with workers not being paid and being forced to work as indentured servants.
1086412864846319616 2019-01-18 18:59:46 -0400 <mgwwu> @realDonaldTrump @WhiteHouse Once again... compromise ....no $$5b wall boondoggle!
1086412864649420800 2019-01-18 18:59:46 -0400 <_ThePowerIsOurs> @DonHall97663325 @reginaflannery1 @ChrisJZullo @realDonaldTrump @WhiteHouse  https://t.co/ykRoE1SG7p
1086412864448024576 2019-01-18 18:59:46 -0400 <Amast31> @realDonaldTrump @FoxNews You hired him. He mustn't be that bad
1086412863852433408 2019-01-18 18:59:45 -0400 <pittsportsfan2> @realDonaldTrump @WhiteHouse  https://t.co/4uJfMlaQiu
1086412863479136256 2019-01-18 18:59:45 -0400 <Mercedesguera> @frfrankpavone @realDonaldTrump  https://t.co/UfGp27qwBG
1086412863067942912 2019-01-18 18:59:45 -0400 <187bonez666> @RobertMaguire_ @realDonaldTrump @WhiteHouse ya never was thought about, ever  https://t.co/Aln9i4i2kM
1086412861537218569 2019-01-18 18:59:45 -0400 <cwc91777> @WeAreOne_Q @realDonaldTrump @WhiteHouse All of you drank the kool aid!
1086412858072670213 2019-01-18 18:59:44 -0400 <leydenmichael1> @realDonaldTrump @WhiteHouse Stick to the right thing, Mr. President.
1086412857456111628 2019-01-18 18:59:44 -0400 <SDHolmesTX> @realDonaldTrump @FoxNews The only person that should be watched is being watched, and that person is you. It's obvious you have something you want to keep hidden, and Michael Cohen knows why.
1086412856009154561 2019-01-18 18:59:44 -0400 <Eroopaig> @realDonaldTrump You're so awesome!
1086412855891640323 2019-01-18 18:59:44 -0400 <jcozlit> @realDonaldTrump This is all you got? Weak
1086412855342186497 2019-01-18 18:59:43 -0400 <1Fashionisima> @realDonaldTrump  @PressSec  I am a cancer patient from Puerto Rico. I know that you're the best president. I want to tell you about puerto Rico welfare. I am going to ask you. Can you leave with 64 dollars monthly of Tanf and 112 dollars for food at month?
1086412853232451585 2019-01-18 18:59:43 -0400 <antonjapps> @krassenstein @EdKrassen @realDonaldTrump @WhiteHouse That’s what should happen when you try  to Illegally enter the US.  it’s called the law.
1086412853219799041 2019-01-18 18:59:43 -0400 <jennsandlynn> @realDonaldTrump @WhiteHouse YOU are the humanitarian crisis we are dealing with 🤭 #soembarrassing
1086412852649353216 2019-01-18 18:59:43 -0400 <DrahcirMolf> @realDonaldTrump @WhiteHouse Humanitarian crises you created: 1. children separated from parents 2. children in cages 3. children dying in US custody 4. federal employees facing evictions 5. SNAP unfunded 6. farmers going broke But please, whine some more about the wall nobody but Carlson and Coulter want
1086412852263600128 2019-01-18 18:59:43 -0400 <Conserv42566997> @realDonaldTrump Please consider giving your State of the Union address from the Super Bowl.  Gladys Knight can sing the Star Spangled Banner, you can give your wonderful speech and more will see it than ever.  Thank you.
1086412851814846465 2019-01-18 18:59:43 -0400 <mshalk> @JazzlvrJly @realDonaldTrump Nope. Thanks for playing. 🤡
1086412851185680384 2019-01-18 18:59:42 -0400 <JKarell> @FLYINGSCOPE @ImExponents @krassenstein @EdKrassen @realDonaldTrump @WhiteHouse GREAT! Send your check off immediately. You know the address.
1086412849482735616 2019-01-18 18:59:42 -0400 <diannebdee> @Delta_Foxtrot_W @OwOMaster4 @JoelratResort @realDonaldTrump Okay do I need to use pictographs for you?
1086412848815882245 2019-01-18 18:59:42 -0400 <traciegirl6> @realDonaldTrump @WhiteHouse Please be your resignation, please be your resignation, please be your resignation, please be your resignation.
1086412848769642499 2019-01-18 18:59:42 -0400 <tharvel20> @bigredwavenow @realDonaldTrump @DonaldJTrumpJr @WhiteHouse @NSAGov @POTUS_Schedule I 💕❤️💕them ALL!!!!
1086412847222018050 2019-01-18 18:59:42 -0400 <glennwells> @legalsteve @Bev_Sez_inAZ @JacobAWohl @realDonaldTrump @FoxNews Well, I agree. Your President is on a serious bender.
1086412845565333504 2019-01-18 18:59:41 -0400 <sandy06906> @claypaulnobles @LindseyGrahamSC @realDonaldTrump Must be meeting someone very important there hmmm
1086412844957093890 2019-01-18 18:59:41 -0400 <EXECUTIVETIRES> @SilkWithDiamond @TheWisemanSaid2 @realDonaldTrump Mike Cohen is a washed up lawyer that was convicted for lying , who the hell gonna believe anything he says !
1086412844810293248 2019-01-18 18:59:41 -0400 <redmachine4649> @abc13houston @realDonaldTrump Trump is the Greatest !!
1086412842994143232 2019-01-18 18:59:41 -0400 <merlinsscience> @janClaire7 @Spence75 @ElaineNoles @SadlowBerlin @realDonaldTrump Sadly, every single time the media has proclaimed they have the smoking gun— they shoot themselves in the foot.  I’ll believe it when I see it.
1086412842973057029 2019-01-18 18:59:40 -0400 <alisonnorris> @realDonaldTrump @WhiteHouse #morelies
1086412842016792576 2019-01-18 18:59:40 -0400 <bobsmith7404> @Infantry0300 @bannerite @realDonaldTrump @WhiteHouse So let me guess, you’re going to declare a national emergency on the southern border (a lie) and agree to open the government (original clean CR).  Do I have that about right!  Doing something quick before the senate turns on you!!
1086412841920483330 2019-01-18 18:59:40 -0400 <chillincharlieX> @realDonaldTrump @WhiteHouse "The Humanitarian Crisis on Our Southern Border, and the Shutdown" is a weird title for his resignation speech, but I get it.
1086412839932362754 2019-01-18 18:59:40 -0400 <estherv2016> @ekbufalo @Arisojo @Orwell1971 @jcsosazpurua @realDonaldTrump Reanimen a Carl Jung  pronto con algún sortilegio para que nos empape más acerca del tema!🙈🙈🙈
1086412839718395907 2019-01-18 18:59:40 -0400 <Dusty_PWV> @krassenstein @EdKrassen @realDonaldTrump @WhiteHouse Dear lord, just block these two asshats and force them to find real jobs...
1086412839277887490 2019-01-18 18:59:40 -0400 <SidMoneypenny> @realDonaldTrump @WhiteHouse #TrumpResign  #RUSSIAGATE  #ImpeachTrump  https://t.co/YtK6xsA2AF
1086412839047315456 2019-01-18 18:59:40 -0400 <SunnyHamrick> @jgcarey80 @Eevildebs @PolitiFact @realDonaldTrump Trump supporters don't do logical.
1086412838753759239 2019-01-18 18:59:39 -0400 <WayneResistance> @GoadWilks @JoaquinCastrotx @Lazylaredoan @realDonaldTrump I live in TX, not by choice, &amp; I refuse to be ashamed. Beto came close!  https://t.co/8Q7UTHkQzV
1086412838418214912 2019-01-18 18:59:39 -0400 <DivaKnevil> @realDonaldTrump @WhiteHouse  https://t.co/YL04UrPYVx
1086412838279827456 2019-01-18 18:59:39 -0400 <tinytexanmomma> @realDonaldTrump  https://t.co/OF4PHozpTF
1086412838128762881 2019-01-18 18:59:39 -0400 <TimWalk03314527> @Arjan127 @seanodotcom @realDonaldTrump Luv it. Lol
1086412838078423040 2019-01-18 18:59:39 -0400 <KGZ125> @realDonaldTrump @WhiteHouse You bringing Big Macs to refugees?
1086412837818372098 2019-01-18 18:59:39 -0400 <lori_dubbs> @finnygo @PressSec @realDonaldTrump I can't listen to her anymore. It's all BS.
1086412836094373888 2019-01-18 18:59:39 -0400 <Deiloh> @realDonaldTrump @WhiteHouse You’ll be admitting that you’ve used the border as a pathetic deflection attempt, are guilty of multiple felonies, and have decided to resign rather than continue to harm this country? Awesome!
1086412835738013697 2019-01-18 18:59:39 -0400 <dimgodog> @realDonaldTrump @WhiteHouse The only announcement I want to hear from you is I RESIGN! I RESIGN! I RESIGN!
1086412835683487745 2019-01-18 18:59:39 -0400 <steviejmagic> @realDonaldTrump @WhiteHouse We can only hope you will do the right thing, for once.
1086412834018390016 2019-01-18 18:59:38 -0400 <ncmaxie5> @immigrationcom @coleyworld @realDonaldTrump @WhiteHouse Another distraction because of Buzzfeed News!
1086412833917673472 2019-01-18 18:59:38 -0400 <LibsWetTheBed> @krassenstein @EdKrassen @realDonaldTrump @WhiteHouse Typical demwit Cortez millenial that doesn’t have a brain in his/her head.  Did you miss the 3,000 person caravan, #dumbeddownyouth
