1077353225261527040 2018-12-24 18:59:59 -0400 <Watergirllee> @realDonaldTrump Liar. Tik tok Bone Spurs
1077353214515720192 2018-12-24 18:59:57 -0400 <kaminsky_glenn> @realDonaldTrump @POTUS Tool bag
1077353214490566656 2018-12-24 18:59:57 -0400 <ovenbirdwalks> @realDonaldTrump My God, #Trump! What have you done?!   https://t.co/Ek5t239tPv
1077353214414966784 2018-12-24 18:59:57 -0400 <plumpy_panda> @realDonaldTrump  https://t.co/8m1FhemnYb
1077353214041878529 2018-12-24 18:59:57 -0400 <__elDuderino_> @realDonaldTrump sorry guy.....we need a proof of life photo from the oval office with todays paper clearly visible....
1077353213903495168 2018-12-24 18:59:57 -0400 <montanaro_debra> @realDonaldTrump You might want to re read what you just wrote and think about our neighbors.
1077353211584020480 2018-12-24 18:59:56 -0400 <hotwag> @realDonaldTrump It's concerning that you focus on the physical distance to other countries.  It's such a childish, reductionist way to think (I use this word generously) about foreign policy.
1077353210967478272 2018-12-24 18:59:56 -0400 <AdamT42569323> @MarkAtk64591216 @realDonaldTrump Tyrant: a person exercising power or control in a cruel, unreasonable, or arbitrary way.  Blocking an entire country out because of a select amount of “illegal” immigrants is unreasonable. This world is our world.  We don’t need a WALL. We need people to speak up.
1077353210598305792 2018-12-24 18:59:56 -0400 <SynitarThrax> @klsnana @NancyPelosi @realDonaldTrump @POTUS You're kidding right? A medieval vanity wall instead of real security? Walls were out before the 11th century because they fail. Ask yourself why the greatest city's in the world don't have walls around them. Ask the Romans how good their wall was in 410 AD. Walls? Proven stupid.
1077353209826398208 2018-12-24 18:59:56 -0400 <MaryJo1026> @tedlieu @realDonaldTrump He hasn't a clue.
1077353208689946624 2018-12-24 18:59:55 -0400 <Isaberingsabell> @realDonaldTrump Kim Yong Un??? I can also fight Karate.
1077353208601812992 2018-12-24 18:59:55 -0400 <SherryGriep> @Rob_Clap @barbara_flight @realDonaldTrump @tteegar I think you need to really learn how to look back in recent political history before you try passing lies as facts.
1077353207548895232 2018-12-24 18:59:55 -0400 <macrurdn> @realDonaldTrump @RT_Erdogan They haven't done anything against ISIS yet why would they start now. You abandoned the Kurds who were the only ones actually fighting ISIS.
1077353207419019269 2018-12-24 18:59:55 -0400 <FallFilms> @realDonaldTrump Pathetic.
1077353207012028416 2018-12-24 18:59:55 -0400 <Pystnm> @realDonaldTrump Virtually no one believes this, Donald. Only the few who aren't quite ready to accept the fact that you duped them (and a few crazies who never will). They'll come around.
1077353206626304000 2018-12-24 18:59:55 -0400 <HaravayJoel> @realDonaldTrump Saudi Arabia and all the Islamic states should have accepted every single Syrian refugee. They mainly turned their backs on their Muslim brothers. Let’s see if they live up to their pledge to rebuild.
1077353206370299904 2018-12-24 18:59:55 -0400 <foolscausedthis> Merry Christmas Mr. President, @POTUS @realDonaldTrump I pray for our country and you through out my waking hours! Now I hope you know we back you. Please sir do not budge,  we beg you.
1077353205892370432 2018-12-24 18:59:55 -0400 <draganaphaines> @realDonaldTrump @POTUS Let's see if I got it right.. SA is not going to help rebuild the USA, the great country 5000 miles away, but will instead invest into Syria. 😂 JK, I know what you meant. Anyway, do Saudis pay you well for being their PR?
1077353205212753921 2018-12-24 18:59:55 -0400 <CYBRQN> @realDonaldTrump It’s you and no one else that’s responsible for this mess.  What a shitty Christmas present to our country.
1077353204571164672 2018-12-24 18:59:54 -0400 <JOrtiz_U2> @realDonaldTrump @POTUS $2.5B Now: $2.5B next funding! No less!!. Those are "crumbs!" compared to the programs Democrats support and waste taxpayer dollars for! "Slush Funds!" $10.6B for Mexico &amp; S.America!??😤
1077353204013182977 2018-12-24 18:59:54 -0400 <MsStar3> @ProudResister @realDonaldTrump we're coming apart at the seam and the fake Donald Trump has no idea of what to do. If it were a football game I would advise him to drop back 7 yards and punt. After you've given the world to Putin and Erdogan starting over is going to be rough.
1077353203589615618 2018-12-24 18:59:54 -0400 <kickyourace> @realDonaldTrump Sure you arent taking a break from golfing?
1077353203035983872 2018-12-24 18:59:54 -0400 <FrostySeaLion> @TalibKweli @RaheemKassam @HypeDuck1 @kanyewest @realDonaldTrump Your the guy that thought Nazis built the Berlin wall...anything you have to say is null and void.
1077353202612355074 2018-12-24 18:59:54 -0400 <JoeJacKaL156> @realDonaldTrump @maddow @CNN If you continue 2 threaten 2 replace the Fed'l Reserve's chairman &amp; have the Treasury Secretary call banks 2 assess their liquidity, you'll only intensify market volatility 'cause your behavior lately is a factor unto itself with foreign policy!
1077353200976646144 2018-12-24 18:59:54 -0400 <politidisgust> @realDonaldTrump Lies. You own this. If only someone wall you up for eternity preferably alive so you have time to think back on your life.
1077353200796213248 2018-12-24 18:59:53 -0400 <Rhonnilynn1> @realDonaldTrump The Saudis funded 9/11
1077353200632631297 2018-12-24 18:59:53 -0400 <Consumery> @IamMesmerized @dogpdx @realDonaldTrump  https://t.co/nzjGAF8M6R
1077353199672152066 2018-12-24 18:59:53 -0400 <my_carol> @WalshFreedom @WiccanMethusela @realDonaldTrump Trump is getting ready to explode. He can’t take it and I do it feel one bit sorry for him.
1077353199349026816 2018-12-24 18:59:53 -0400 <LarryGault9> @realDonaldTrump America is laughed at because of you, Mr. (gasp) President.
1077353198787219456 2018-12-24 18:59:53 -0400 <pmart65> @realDonaldTrump Fake news.
1077353198506176517 2018-12-24 18:59:53 -0400 <CTLiberalJewBoy> @GolebiewskiGreg @realDonaldTrump @IRetweetTrump A bit more history - for the people in the back. The money was assets frozen in the US which were Iran's. The assets were frozen as part of an international sanction package.  If you read more, I wouldn't always be explaining things you should already know or can read about.
1077353197151358976 2018-12-24 18:59:53 -0400 <IndivisibleIowa> @realDonaldTrump Respected by whom?  Not by our allies - they see from your actions that they can’t rely on America.  Not by our foes - they know you fold like a house of cards. You announced plan to leave Afghanistan in midst of peace negotiations. Russia &amp; Iran are thrilled we’re leaving Syria.
1077353196497063937 2018-12-24 18:59:52 -0400 <scottdesigns> @realDonaldTrump The team anxiously awaits while illiterate boss man decides if he wants extra cheese or pepperoni.
1077353196211892224 2018-12-24 18:59:52 -0400 <bstewart0310> @realDonaldTrump Perhaps in @POTUS's deranged, twisted mind America is respected;however, in reality, #TraitorTrump is the laughing stock of the world and so are all the idiots who support him. #TrumpResign #TrumpResign #TrumpResign #TrumpResign #TrumpResign #TrumpResign
1077353195817574400 2018-12-24 18:59:52 -0400 <JSempsrott> @LightningDuck @realDonaldTrump All you're people do is whine about Trump's accomplishments, play the black card, call him a racist without any supporting facts, and claim that he has some sort of ego, when really you guys have your own, and by trying to insult him to no avail, you boost yours. Very hypocrital.
1077353195184234497 2018-12-24 18:59:52 -0400 <SusieBoyko> @realDonaldTrump It's Christmas Eve.  Go see your wife and young son who flew back from Palm Beach to spend Xmas with you.  What happens with the Wall can wait a few days.
1077353194987114496 2018-12-24 18:59:52 -0400 <Philrs9> @realDonaldTrump We are with you Mr President! Do not doubt us
1077353193858715649 2018-12-24 18:59:52 -0400 <stevenchen0612> @realDonaldTrump Comment on stocks?
1077353191589728263 2018-12-24 18:59:51 -0400 <Edwin46144021> @SparksMemphis @realDonaldTrump I have herd you and all your friends on MSNBC CNN and all the other left wing propaganda artist say that now for two years now and still no proof or any information to prove that he let Russia help him in any way at all. Now if you want proof of outside interference ask Hillary.
1077353191262601219 2018-12-24 18:59:51 -0400 <danm120> @realDonaldTrump Hahahaha...newspaper on the desk...good one...😂😂...
1077353190994137089 2018-12-24 18:59:51 -0400 <BenjaminCheek3> @snowycolorado @realDonaldTrump We do?
1077353190478102528 2018-12-24 18:59:51 -0400 <boycek1219> @realDonaldTrump It's Christmas Eve, why don't you shut for 24 hours and stop talking about yourself?
1077353189731520512 2018-12-24 18:59:51 -0400 <abbyroad8687> @OliverMcGee @HouseDemocrats @SenateDems @realDonaldTrump But they will leave all illegal guns in the intercity  - what sense does that make?
1077353189303676928 2018-12-24 18:59:51 -0400 <kellybird_bird> @realDonaldTrump False.  You have no power to award contracts or fund anything you dumbshit. #TrumpResign #ResignTrump #TrumpChristmasShutdown
1077353189186375680 2018-12-24 18:59:51 -0400 <Happyheart411> @realDonaldTrump @POTUS
1077353188381073408 2018-12-24 18:59:51 -0400 <Inspectjavert> @rmd_2014 @realDonaldTrump It’s not the GOP that wants your 401k
1077353187194097665 2018-12-24 18:59:50 -0400 <JosephineHV23> @realDonaldTrump Billion of lives will be save if you pass some gun regulation law.
1077353186699210753 2018-12-24 18:59:50 -0400 <rockergrldz> @johncassity1 @NancyPelosi @realDonaldTrump You are overestimating how much actually goes to immigrants. Most come here to work and better themselves and their families. A lot taking jobs we Americans won’t do.
1077353185503789056 2018-12-24 18:59:50 -0400 <Lesportif2> @Simonlevrai007 @CloudTech_Thanh @DrMartyFox @realDonaldTrump Ce n’est pas le maire de Détroit qui a détruit les USA. Souviens-toi de Bush et la guerre avec L’Irak pour trouver missiles longues portées. Ta mémoire fait défaut incroyablement
1077353183477985280 2018-12-24 18:59:49 -0400 <judyjchris38> @realDonaldTrump We knew you would find a way.   You are the best businessman-President ever !  Merry Christmas to you and our beautiful first lady and first son Barron and the entire Trump family !
1077353183083667456 2018-12-24 18:59:49 -0400 <jfmartin32> @bacchaus351 @UofAlec @hughhewitt @chuckschumer @realDonaldTrump  https://t.co/d5sPzivqbW
1077353182559272960 2018-12-24 18:59:49 -0400 <LiouRoger> @realDonaldTrump We all stand with you Mr. President.
1077353182383300608 2018-12-24 18:59:49 -0400 <LuckyGiGi5> @realDonaldTrump Payment for keeping your mouths shut, since you and Jared knew it was going to happen beforehand? #Khassoghi #Brutality #MBS
1077353182307803136 2018-12-24 18:59:49 -0400 <Swami57> @realDonaldTrump Do you have that in writing or is this another empty promise. People will tell you anything to get what they want because they know how desperate you are to be loved. Your own children don't even love you. Khashoggi's blood is all over you Donald, you'll never wash it off.
1077353181787521025 2018-12-24 18:59:49 -0400 <boredreviewer> @partylik1969 @JeanMax_Jr @citas_mama @realDonaldTrump Exciting! An extra hour or two of pay!! How’ are your retirement investments doing?
1077353181363920896 2018-12-24 18:59:49 -0400 <sfnativekelly> @Transgenia @realDonaldTrump You’ll have to call Russia. Ask him for Oleg Deripaska’s cell number 😏
1077353181275934720 2018-12-24 18:59:49 -0400 <JoseRod02496990> @realDonaldTrump si trump esta de acuerdo conque arabia saudita siga sus actividades de desplasamiento y acsiones entonses apaña la muerte de llamal  el periodista que fue asecinado por mibros de ese oganismo de mafiosos funcionarios eso no puede ser asi se tiene que aser algo
1077353177618485248 2018-12-24 18:59:48 -0400 <lucylouise1112> @realDonaldTrump @realpatriot911  https://t.co/59El4Me5WR
1077353177576554498 2018-12-24 18:59:48 -0400 <Mel4Americans> @realDonaldTrump Did your mom write this for you?
1077353176972484608 2018-12-24 18:59:48 -0400 <TonyPer65761078> @Ganulvian @Picklebobno @jwe1973 @realSDpm @fightingsta40 @realDonaldTrump Cohen admitted to several acts of collusion.  You should try reading his statements before trying to defend the indefensible.
1077353176804794369 2018-12-24 18:59:48 -0400 <seth_michael45> @realDonaldTrump fake news
1077353176460861441 2018-12-24 18:59:48 -0400 <dakinks> @realDonaldTrump Don you need a psychiatrist
1077353176414674944 2018-12-24 18:59:48 -0400 <rsweetchaos613> @SenSchumer @realDonaldTrump We've had like 10 Saturdays night massacres with this fool. When will Congress do their job?
1077353174758014981 2018-12-24 18:59:47 -0400 <notts_massage> @realDonaldTrump Bollocks. Love the U.K.
1077353173939978240 2018-12-24 18:59:47 -0400 <getcarolyn> Thank you @realDonaldTrump  #TrumpResign
1077353173877174272 2018-12-24 18:59:47 -0400 <clcbeing> @realDonaldTrump #TrumpShutdown #TrumpChristmasShutdown  #GOPShutdown #WallsDoNotWork #DotardDonnie  #ResignTrump #TrumpResign  #TrumpRecessionComingSoon  https://t.co/ncSVVnc3YE
1077353173797560320 2018-12-24 18:59:47 -0400 <patina626> @SFnativekelly @realDonaldTrump  https://t.co/47j7WjE9xx
1077353173323534336 2018-12-24 18:59:47 -0400 <messiahcomplex> @realDonaldTrump Once again #Manicula gives away things that are not his.
1077353172895698944 2018-12-24 18:59:47 -0400 <notgatorDD> @carlawritesfic @realDonaldTrump I'm not religious and I don't believe in ghosts but I was hoping something like that would happen last year
1077353172375621632 2018-12-24 18:59:47 -0400 <MrRussellLNoll1> @realDonaldTrump How tall is it so we can get the right ladders ? 🤣😂🤣😂🤣
1077353172320964608 2018-12-24 18:59:47 -0400 <HollyBe28811612> @petersongeorged @realDonaldTrump Islam is not compatible with the U.S. constitution.  Muslims who would like to become U.S. citizens need to be thoroughly vetted to ensure they would follow American laws and not sharia law.  This is a very good reason to reform the visa lottery.
1077353169133330432 2018-12-24 18:59:46 -0400 <MarshallCScott1> @CarolynArmitage @PressSec @realDonaldTrump In your dreams.
1077353168361738240 2018-12-24 18:59:46 -0400 <MarcoBattaglia> @realDonaldTrump We can decriminalize drugs and sex work so that we can make our communities safer and focus on ending human trafficking entirely.
1077353168340537349 2018-12-24 18:59:46 -0400 <islandgirlPR> @Tobias6000 @realDonaldTrump 👍😂
1077353167694647296 2018-12-24 18:59:46 -0400 <YeahbutNahbut> @GarrettHaake @realDonaldTrump they’re talking to the trees!!!
1077353165496799232 2018-12-24 18:59:45 -0400 <NotoriousFDR32> @realDonaldTrump Photographer: Who's a busy president? Yes you are... doing big boy paper reading all on your own...
1077353164452622336 2018-12-24 18:59:45 -0400 <ohululu> @ColumbiaBugle @realDonaldTrump Merry Christmas President Trump! With Love ❤️🙏🏻❤️❤️  https://t.co/lTgPx4yPbd
1077353164305649665 2018-12-24 18:59:45 -0400 <lin20_linda> @realDonaldTrump Blah, blah, blah! We have all stopped listening to your BS!
1077353162988695553 2018-12-24 18:59:44 -0400 <MwMarlaweaver> @realDonaldTrump Liar
1077353162749739008 2018-12-24 18:59:44 -0400 <mrummenie> @realDonaldTrump Just saying, @SpeakerRyan &amp; @senatemajldr - you could still impeach and remove by next Wednesday and setup either Pence/Ryan or Ryan/Hatch. Please end this nightmare! #ITMFA
1077353162481287168 2018-12-24 18:59:44 -0400 <RossWeber60> @realDonaldTrump I love this staged photo to make it look like you read.  You didn't even read General Mattis' resignation letter and had to be told it was a complete rebuke of your Presidency.  I cannot wait for November of 2020.
1077353161906667520 2018-12-24 18:59:44 -0400 <worldmeetjohn> @realDonaldTrump Have you looked at the markets recently?? They are in freefall!
1077353159150821376 2018-12-24 18:59:44 -0400 <chippawa70> @MykeLeeRoth19 @Coledogs @realDonaldTrump #TrumpResign
1077353157787860992 2018-12-24 18:59:43 -0400 <Melserna2> @realDonaldTrump I’m glad your there ! They don’t work on holidays!! Merry Christmas!!
1077353156135202818 2018-12-24 18:59:43 -0400 <liuyongbo1> @realDonaldTrump yeah
1077353154402869248 2018-12-24 18:59:42 -0400 <CascadiaCoffee> @realDonaldTrump Lies
1077353153685671936 2018-12-24 18:59:42 -0400 <rickcastaneda52> @KathrynCrossley @realDonaldTrump Need a wall around gullible fools that think a wall will stop anything,Wake up, while Trumpski Trumpaganda has U thinking a wall will work,These people have been using  https://t.co/LHWUfS3ENp Works.Walls can be climbed and undermined,30ftWall.. 31ft ladder duh!
1077353153618722816 2018-12-24 18:59:42 -0400 <Big8okie> @realDonaldTrump @VP DO IT ON YOUR DANG DIME, JUDGE SULLIVAN! Fed Judge Orders Those Deported Unlawfully To Be Returned — WH Responds!  https://t.co/Mn4yEfXItU via @WayneDupreeShow
1077353153560014848 2018-12-24 18:59:42 -0400 <Jacker00> @realDonaldTrump The fed and markets were doing great until you came along.
1077353153295609857 2018-12-24 18:59:42 -0400 <dirtybeardad> @realDonaldTrump @POTUS @WhiteHouse #TrumpResign #ResignTrump #TrumpResigns #TrumpShutdown #TrumpChristmasShutdown #TrumpShutdown2018 #TrumpResign #ResignTrump #TrumpResigns #TrumpShutdown #TrumpChristmasShutdown #TrumpShutdown2018 #TrumpResign #ResignTrump #TrumpResigns
1077353153174089728 2018-12-24 18:59:42 -0400 <witch2112> @realDonaldTrump  https://t.co/p8m8B10g8E
1077353152658227201 2018-12-24 18:59:42 -0400 <TXDucati> @realDonaldTrump  https://t.co/V0cIwljr2D
1077353152020709376 2018-12-24 18:59:42 -0400 <DidierPeinke> @realDonaldTrump Hey just chill out! Spend time with family in Christmas day. Give them a break 😂
1077353151962009600 2018-12-24 18:59:42 -0400 <BlufordJackson> @pyrophore @realDonaldTrump Raging Red I'll assume 😂😂
1077353151081136128 2018-12-24 18:59:42 -0400 <RolenwithTrump1> @realDonaldTrump Build the Wall ! Nothing else has worked ! We are being over ran by illegals! Come in legally or not at all !
1077353150946988040 2018-12-24 18:59:42 -0400 <SueBlue20l> @realDonaldTrump Only in your shrinking fantasy world. #TrumpResign #tRumpShutdown
1077353149684482049 2018-12-24 18:59:41 -0400 <huskerpaws> @keninnorman @realDonaldTrump  https://t.co/FHiQeqbYRf
1077353149487349760 2018-12-24 18:59:41 -0400 <RichardTYoung> @realDonaldTrump The troubling aspect of this tweet is that you are proud of walling people in and out. As a Texan, I am offended! You lost the popular vote!
1077353149134970882 2018-12-24 18:59:41 -0400 <BobbiPitz> @realDonaldTrump Suggest you stop giving money away on building a wall. It hasn’t been started yet. You keep lying about that.  It’s inky been fence repairs. Your shutdown is if your making and you can stop it. It’s not up to Democrats.
1077353147910127622 2018-12-24 18:59:41 -0400 <Mikewatches1234> @realDonaldTrump More fake news
1077353146857504774 2018-12-24 18:59:41 -0400 <davismollie4> @fred_guttenberg @realDonaldTrump My God! Give Mr. Guttenberg strength.
1077353146630971392 2018-12-24 18:59:41 -0400 <MrsVyousee> Government shutdown survivor!  Build the wall! @realDonaldTrump Will be at work 0530 on Wednesday!
1077353146425507841 2018-12-24 18:59:41 -0400 <psbono21> @Amy_Siskind @realDonaldTrump Trump is a lifelong swindler , scoundrel , liar , all of his corruption is catching up with him  .... proof.... caught Stealing all the $$ from his own Charity Foundation &amp; ordered  not to sit on any Charity board, why ? Because he cannot be trusted ! this is just the beginning !
1077353146383507457 2018-12-24 18:59:41 -0400 <JohnCon55> @realDonaldTrump I know give Comey a call or your friend Mueller.
1077353145695641607 2018-12-24 18:59:40 -0400 <traveler002> @realDonaldTrump @MBronzlet Thank you for standing your ground on the wall, our sovereignty is important. Now on to some meaningful immigration legislation &amp; streamlining the deportation process.
1077353145053925376 2018-12-24 18:59:40 -0400 <brianpinaire> .@realDonaldTrump Tonight, you will be visited by 3 spirits, allowing you to see what you have done to us, what you are doing to us, and where we will end up. And this experience will leave you a better man. #EbenezerScrooge #AChristmasCarol #WorthATry
1077353143191683072 2018-12-24 18:59:40 -0400 <azoebear11> @RealCandaceO @realDonaldTrump DEFINITELY..Mr. President, most Americans totally agree that you will go down in history as one of the best Presidents we’ve ever had ...
1077353142759481344 2018-12-24 18:59:40 -0400 <CarnacTheMgnfnt> @realDonaldTrump I know it’s not blank.  It’s written in invisible ink because it’s a super secret bill!!!
1077353142432329728 2018-12-24 18:59:40 -0400 <nigelbrown61> @realDonaldTrump Can I get you a tissue Donald?? Grow up and act your age....it’s embarrassing...
1077353140645711873 2018-12-24 18:59:39 -0400 <shamrookU> @jrocha265 @realDonaldTrump You misspelled waist. ☝☝😉
1077353140347944962 2018-12-24 18:59:39 -0400 <saucyboy30> @realDonaldTrump You’ll get nothing and like it dotard
1077353139290951680 2018-12-24 18:59:39 -0400 <rabonin54> @realDonaldTrump More gaslighting, you monster.
1077353138930229248 2018-12-24 18:59:39 -0400 <bdobson75> @realDonaldTrump Contract with mother Russia?  Again?  Wow
1077353138670182400 2018-12-24 18:59:39 -0400 <MariaGu74395512> @GOP @realDonaldTrump Proud of American Patriot President Donald J Trump and Vice President Mike Pence.
1077353137927729152 2018-12-24 18:59:38 -0400 <drchrisisfree> @GarrettHaake @PhilipRucker @realDonaldTrump Sad!
1077353137684561921 2018-12-24 18:59:38 -0400 <Darth_Timber> @jimmybbell @SenSchumer @SenateDems @realDonaldTrump Jimmy is a proud third grade graduate.
1077353136015036417 2018-12-24 18:59:38 -0400 <chile_pepper> @realDonaldTrump  https://t.co/bJJ6cfRInD
1077353136002658304 2018-12-24 18:59:38 -0400 <DT_Heels> @GarrettHaake @PhilipRucker @realDonaldTrump Poor Lincoln having to listen and watch.
1077353134928904193 2018-12-24 18:59:38 -0400 <WVJAPpalachia> @rulajebreal @eclecticbrotha Gee, @realDonaldTrump, is that just for @jamalkhashoggi or did you set up some other journalists? That’s #BloodMoney, #LardAss. WTF is wrong with you?
1077353133385359361 2018-12-24 18:59:37 -0400 <dlb703> @tonyturnertn @realDonaldTrump Pass the popcorn 🍿
1077353133272195074 2018-12-24 18:59:37 -0400 <IceColdSnoFlake> @realDonaldTrump  https://t.co/MosJSX4Kph
1077353132131143681 2018-12-24 18:59:37 -0400 <MoreMula1> @realDonaldTrump by who?
1077353130688299008 2018-12-24 18:59:37 -0400 <ginakano1> @realDonaldTrump 🤥 liar. 🔥 pants on fire
1077353130583617536 2018-12-24 18:59:37 -0400 <NoraeKeating1> @HNPSWA4 @RandPaul @realDonaldTrump @SenatorIsakson @sendavidperdue @SenMikeLee @SenBobCorker @GOPChairwoman @GOP @SenateGOP @HouseGOP @GOPLeader Mine looked great til you guys decided you just didn’t want to support the president
1077353130130661376 2018-12-24 18:59:37 -0400 <LoranHayden> @jackdoranjr @Gypology @realDonaldTrump I don't hate white people, I do, however, intend to die with as clean a slate as I can with my fat white ass. Not all white people are racists but all white supremacists are - you are among that group.
1077353129878999040 2018-12-24 18:59:37 -0400 <QTarantino_> @realDonaldTrump There are children who go to bed hungry every night but all right.
1077353128280809472 2018-12-24 18:59:36 -0400 <unyenbomb19> @realDonaldTrump 1) You're eyes are shut so either your sleeping or pretending to read. 2) That's Sunday's paper. So either this picture was taken yesterday or you haven't gotten to the paper yet because you don't like to read.
1077353126888300545 2018-12-24 18:59:36 -0400 <Bob_Bery> @hollygolytlee @realDonaldTrump Many, including me, read what he says so we don't have to believe what someone else tries to tell us he said, or didn't say. Most just believe what they're told. One must learn what's going on by oneself because you can't trust the CNN led MSM.  https://t.co/KyNDi8DpDN
1077353126192140290 2018-12-24 18:59:36 -0400 <pgkeels> @mikebwonder @realDonaldTrump He will not loose my Support.
1077353126188011520 2018-12-24 18:59:36 -0400 <380_7117> @realDonaldTrump @POTUS Right on. Those folks will want to stay in their own hemispheres again. We crush the cabal. It'll change everything.  Merry Christmas All our Service Members  Home &amp; a broad. Thx very much #RetComVets
1077353125617446912 2018-12-24 18:59:36 -0400 <carrie_dixonLHC> @DivaAdvocate @mmpadellan @realDonaldTrump 😘
1077353124891832321 2018-12-24 18:59:35 -0400 <mzaudi42> @stayfoolishly @realDonaldTrump  https://t.co/hbak6ck4bI
1077353124220882945 2018-12-24 18:59:35 -0400 <workergirl8082> @TomFitton @realDonaldTrump @JudicialWatch That would  be fine if many of the things named weren’t started by trumps inability to tell the true and because some people memorize no more than a day you forget that GOP still controls congress and you can’t count because GOP members in senate voted against the wall .
1077353123830730753 2018-12-24 18:59:35 -0400 <chakrasLit> @realDonaldTrump Take your pity party, lies, and delusions, and stick ‘em where the sun don’t shine. It’ll be good practice for when you go to prison, traitor. #TrumpResign #alliwantforchristmasisanewpresident
1077353123142864896 2018-12-24 18:59:35 -0400 <EW_HR> @robmendel @joncoopertweets @realDonaldTrump New guy looks like a suit...
1077353122102693888 2018-12-24 18:59:35 -0400 <Linden_Lad> @realDonaldTrump How long did it take you to write for OneHundred &amp; fifteen miles
1077353121968517120 2018-12-24 18:59:35 -0400 <nannadonnah> @realDonaldTrump We love you ! Thank God you are our President !!
1077353121616224257 2018-12-24 18:59:35 -0400 <espy25> @GarrettHaake @realDonaldTrump I thought wifey went to Mar-A-Loco without him.
1077353120223641602 2018-12-24 18:59:34 -0400 <Rileysmomma18> @ChrisRKendrick @realDonaldTrump I thought Obama wanted this Wall 🤷🏼‍♀️
1077353119309352971 2018-12-24 18:59:34 -0400 <ThatYellowBSTRD> @realDonaldTrump Is the contract 115 miles long end-to-end, or are the pages stacked?
1077353117669359617 2018-12-24 18:59:34 -0400 <IDoNotDoCrazy> @JPHesler @JulianSvendsen @realDonaldTrump I appreciate the sentiment.  I was not being hateful. I was saying, with tongue in cheek, that your logic is not exactly correct.  Merry Christmas and Happy Holidays!
1077353117249880065 2018-12-24 18:59:34 -0400 <cheeriosfan> @realDonaldTrump You child.
1077353116075474945 2018-12-24 18:59:33 -0400 <RoxnRoi> @realDonaldTrump  https://t.co/X5VULQ9PKd
1077353115861639169 2018-12-24 18:59:33 -0400 <martincharles31> @realDonaldTrump Even Homer Simpson has more sense than you!!!
1077353115312185344 2018-12-24 18:59:33 -0400 <Bob85703632> @TamiStLouis @realDonaldTrump We have 40 thousand vets living on the streets tonight. Thousands of kids will wake up tomorrow and Santa will has pasted them by. All you and Trump can think about are steel slats. Merry Christmas Tami.
1077353115299520512 2018-12-24 18:59:33 -0400 <roadkingtony> @realDonaldTrump They laugh at you your a fraud and everyone knows it. You will go down as the the worst President ever. Just remember you live in the people’s house and weither it be 4 yrs or 8 sooner or later you going to have to leave. The only legacy you will have is a failed Presidency.
1077353114657873920 2018-12-24 18:59:33 -0400 <juli882> @Bayoumother @realDonaldTrump I didn’t vote for those Dems.  No wall.
1077353112984346624 2018-12-24 18:59:33 -0400 <afern401> @realDonaldTrump Billions of lives saved? I’m skeptical as that is nearly a third of earth’s population...
1077353112514502656 2018-12-24 18:59:32 -0400 <bernreese> @realDonaldTrump Your a JOKE.
1077353112149479424 2018-12-24 18:59:32 -0400 <LonnieSchreiner> @realDonaldTrump Thought you were alone.  Another trump lie.
