1151280350078914560 2019-07-16 19:59:59 -0400 <CKThor> @GOP @realDonaldTrump @IvankaTrump Oh, please. Sit down and shut up.
1151280334882975745 2019-07-16 19:59:56 -0400 <olivestarr222> @SteveScalise @realDonaldTrump  https://t.co/G8Yt7rfNo3
1151280334681628673 2019-07-16 19:59:56 -0400 <MyWitsEndWithU> @zoemiaevie @PressSec @realDonaldTrump As was your right...and I bet he never suggested you go back to your ancestral home. 🤷🏼‍♀️
1151280333704351744 2019-07-16 19:59:55 -0400 <BradEllman> @SenWarren @realDonaldTrump @SpeakerPelosi Lets be clear, you lying about your race to get ahead is RACIST. Refusing to condemn anti-semites in Congress is RACIST. You have zero credibility.  Please stand down
1151280332790018054 2019-07-16 19:59:55 -0400 <TheBlackKratos> @Happy01686651 @realDonaldTrump True. Certainly not the ones doing the noosing and unarmed killings
1151280331707879425 2019-07-16 19:59:55 -0400 <OGIanCraig> @realDonaldTrump @Schleepy_af @Grifflybear  oh no Liam. Trump is kicking Spliff out. You got an extra room?
1151280330843672576 2019-07-16 19:59:55 -0400 <real_benhunter> @realDonaldTrump 🇺🇸  https://t.co/K424h6Whpd
1151280330646654976 2019-07-16 19:59:55 -0400 <Jrichards0128> @realDonaldTrump I bet you a BAZILLION dollars, Trump drops the F bomb after admonishing the #Squad for supposedly doing the same.
1151280329522630656 2019-07-16 19:59:54 -0400 <luluvanbar> @ColWerk34 @McAllisterDen @realDonaldTrump @IlhanMN Just click the story. You'll see the letter. I just read it. Do you not know how to read a link? Instead of quickly insinuating it was taken out of context! That's the usual response of people who's heads are in the sand!
1151280329203867648 2019-07-16 19:59:54 -0400 <Scatrone> @realDonaldTrump #RacistRapistTraitor 🇷🇺  https://t.co/yRcvL1oX74
1151280328348250112 2019-07-16 19:59:54 -0400 <MarthaMcNally4> @realDonaldTrump You have always been a racist beginning in the 70's with your refusal to rent to African-Americans.
1151280327685337094 2019-07-16 19:59:54 -0400 <Mom2Redheads> @vtbirkenstock @DaRefScottGrady @evalani123 @GOPLeader @EmilyHargan @RepDougCollins @realDonaldTrump @SpeakerPelosi 116th Congress of the United States just agreed that the current president is a racist. I think that's a more significant historical event than anything else that happened in Congress today.
1151280327572238338 2019-07-16 19:59:54 -0400 <ScoutJamesTx> @ChatByCC @steph93065 @realDonaldTrump No doubt about it
1151280325202522112 2019-07-16 19:59:53 -0400 <GinoKusa> @KellyannePolls @POTUS @realDonaldTrump  https://t.co/FbCrO7nUL3
1151280324787261443 2019-07-16 19:59:53 -0400 <ChulinFunFlai> Puerto✨Rico 🔵🔵🔵🔵🔵 🔴🔵⭐🔵🔴 🔴⚪🔵⚪🔴 🔴⚪🔴⚪🔴 🔴⚪🔴⚪🔴 🔴⚪🔴⚪🔴  🔴⚪🔴⚪🔴  #RickyRenuciaYa #RickyEstasDespedido   President of USA @realDonaldTrump  Please send to The  Island of PR an Interim Governor to replace  @ricardorossello
1151280323264733185 2019-07-16 19:59:53 -0400 <kacee1115> @BioExcel_Philly @RealDark_Kent @realDonaldTrump @WhiteHouse Oh, I do ❤️
1151280322916622339 2019-07-16 19:59:53 -0400 <Casper324B> @SpeakerPelosi @realDonaldTrump Hay Nancy, we are broke. You are sitting on 72 million while most of us live paycheck to paycheck.
1151280322056806400 2019-07-16 19:59:53 -0400 <jdredman> @mrsimpson66 @NickBernardLaw @derek_mafs @SenWarren @realDonaldTrump @SpeakerPelosi Waah 😢
1151280321373118464 2019-07-16 19:59:53 -0400 <HEELS247365> @realDonaldTrump What!!!!
1151280320714551296 2019-07-16 19:59:52 -0400 <tg_gunn> @gcippon @donwinslow @realDonaldTrump Well put....I hated Obama's policies but if I said I hated Obama I would have been called racist. I can say I hate this man for hating President Trump and will no doubt be told I am wrong as this is his personal opinion. Most leftist are hate mongers anyway.
1151280319133171712 2019-07-16 19:59:52 -0400 <EganLA> @realDonaldTrump  https://t.co/MrP3dpoVMG
1151280317967167490 2019-07-16 19:59:52 -0400 <billadler> @RWPUSA @realDonaldTrump @NBCNews Kellyanne Conway plays the game, Follow the Racist.
1151280317774348289 2019-07-16 19:59:52 -0400 <pdcarter79> @realDonaldTrump You criticizing someone’s language  is RICH!!!
1151280317656981504 2019-07-16 19:59:52 -0400 <terils> @realDonaldTrump You mean you don’t have a non-racist bone in that very very very large body of yours!!! What explains your ongoing attacks on blacks, Hispanics, Muslims, and especially women of color, and your support of white rascists?!!!
1151280316881035264 2019-07-16 19:59:51 -0400 <WAKEURASS> I'm pretty sure this is the most satisfying thing I've seen on twat today. If you're in need of any further proof of the validity of Q, well look no further. Hang 'em high. @realDonaldTrump @StormIsUponUs @LisaMei62 @M2Madness @catturd2 @SayWhenLA @mitchellvii @mitchellvii #MAGA
1151280316671242246 2019-07-16 19:59:51 -0400 <Dagreen1940> @braver_jeff @amvetsupport @AOC @SpeakerPelosi @realDonaldTrump TRUMP 2020
1151280316331331584 2019-07-16 19:59:51 -0400 <JeffDarling14> @charliekirk11 @LindaSuhler @realDonaldTrump Because they're all going away after Trumps re-election.
1151280315152789504 2019-07-16 19:59:51 -0400 <conidave> @kevinellerbe32 @BuyingTime3 Thank you @realDonaldTrump  We AGREE 100% with you!!!
1151280314490093569 2019-07-16 19:59:51 -0400 <jalandoni720> @KathyLandoni @realDonaldTrump Nowhere.
1151280314120953856 2019-07-16 19:59:51 -0400 <JustinGee69> @realDonaldTrump  https://t.co/GzFJFTMjRq @jack @TwitterSupport shut down Chump like you did to the Krassenstein Bros! #TrumpIsARacist @SVRising @ConMijente @slpng_giants @SpeakerPelosi @ThisIsZeroHour @MomsDemand @Everytown @AMarch4OurLives @SNRevolution @RevolutionLA_ @scdp @WomensMarchNC
1151280313818996736 2019-07-16 19:59:51 -0400 <Davo20890211> @realDonaldTrump @WhiteHouse  https://t.co/yaSt0aaAMe
1151280313416474625 2019-07-16 19:59:51 -0400 <MelJLees> @SteveScalise @realDonaldTrump No,they used the majority  that is called democracy.   Thx to the few  https://t.co/tGSDZH6Zz5
1151280313399697409 2019-07-16 19:59:51 -0400 <bebe_keys> @Scaramucci @realDonaldTrump You don’t understand what the President said. It wasn’t rascist at all. The Bitter Bunch should leave my country, NOW!
1151280312401317889 2019-07-16 19:59:50 -0400 <Rene_gadeCowboy> @realDonaldTrump Hmmm ....Let’s provide a lil proof that yes you are racist. First off you wouldn’t rent to blks , you called them lazy , didn’t want them counting your money , wanted 5 innocent teens put to death, were fined for taking blk dealers off the casino floor......  https://t.co/k4uDWV9wOt
1151280311935885312 2019-07-16 19:59:50 -0400 <vetmar4> ALL kinds of charity places who operate from donations will go belly up when this country turns #Socialist! I.E #Childrenshospitals #WoundedWarriors #TunnelsToTowers ECT! NONE will be able to afford to donate to them! @realDonaldTrump @SenJohnBarrasso
1151280310509809665 2019-07-16 19:59:50 -0400 <Maryannemacleo5> @realDonaldTrump is a despicable example of humanity. Always a has been. I should know.
1151280310283329536 2019-07-16 19:59:50 -0400 <45678mbugua> @realDonaldTrump My understanding is that you came from Scotland. Will you be kind enough to lead the leaders you mentioned by going back to Scotland. Thanks.
1151280310006550528 2019-07-16 19:59:50 -0400 <Ksweetsoap> @GOP @realDonaldTrump  https://t.co/Xqt317yCJO
1151280309989720065 2019-07-16 19:59:50 -0400 <IanMCohen> @WEpicenter @realDonaldTrump Yes, she scares the crap out of you all, pardon the autocorrect typo.   She’s never claimed the world is flat. Please tell where she’s wrong when it comes healthcare, corporate welfare, impeachment, climate change, or anything else she’s brought up.
1151280309847121920 2019-07-16 19:59:50 -0400 <luchoandfriends> @alexdatig @POTUS @realDonaldTrump @HHSGov @SecAzar @kimguilfoyle @TuckerCarlson @larryelder @CAGOP Glad you used that word INCOMPETENT, Alex! (@GavinNewsom @MayorOfLA UNAVAILABLE 4 comment)... God speed Tziyon, #MalibuStrong, #KAG! Lucho, Latin Jazz Vocalist&amp;Composer
1151280309683589120 2019-07-16 19:59:50 -0400 <GuyChicago5151> .@realDonaldTrump  For the people that want to come to America legally, acclimate and creat a better life for themselves and their families. WELCOME For the people that want to come to America, kick the door down, disobey our laws and try and tell US what to do. GET LOST
1151280309184475138 2019-07-16 19:59:50 -0400 <bearNSTL> @newtgingrich @realDonaldTrump They must have learned that from Donnie.
1151280307691298816 2019-07-16 19:59:49 -0400 <clydethedog1> @SteveScalise @realDonaldTrump  https://t.co/XQ1VXvdKG0
1151280306919477250 2019-07-16 19:59:49 -0400 <KimberlyKDenton> You cannot be allowed to populate in my home.  If I entered your home I would expect that you have rules you would expect me to follow.  If you enter my home, my rules govern, not your rules! Thank you @realDonaldTrump for fighting for our home.
1151280306160148480 2019-07-16 19:59:49 -0400 <wordsnorth> @Vicky4Trump @realDonaldTrump  https://t.co/xQVl0zMHI6
1151280306059718656 2019-07-16 19:59:49 -0400 <KapeciaResists> @realDonaldTrump @WhiteHouse I could stand in the middle Fifth Avenue and shoot somebody, and I wouldn't lose any voters. Donald Trump  https://t.co/OSlFW1y3IX
1151280305640267787 2019-07-16 19:59:49 -0400 <YesiKenn> @WillGreenberg @tonyposnanski @JoeySalads @realDonaldTrump Yeah, I read it. I dont approve of alot of his past, or really even a lot of the things he does presently. I just know what will happen if a leftist gets into the White House. Trump is a better option. Most of his base knows that.
1151280305086619653 2019-07-16 19:59:49 -0400 <Strangelove8762> @ChatByCC @realDonaldTrump  https://t.co/qFQDYSfaNX
1151280304411172864 2019-07-16 19:59:48 -0400 <RobertBurks3> @realDonaldTrump @foxandfriends google needs to be shattered and splintered...
1151280304352636929 2019-07-16 19:59:48 -0400 <fwork> @ArtonFurniture @JustinTrudeau @realDonaldTrump #TrudeauMustGo
1151280304109314048 2019-07-16 19:59:48 -0400 <alexazzam40> @SteveScalise @realDonaldTrump Said chairman Putin :)
1151280304054820864 2019-07-16 19:59:48 -0400 <jwpsr> @VP @realDonaldTrump Trump doesn’t know how to lead ... #25thAmendmentNow
1151280303673155585 2019-07-16 19:59:48 -0400 <MareTheHuman> @SteveScalise @realDonaldTrump You have babies in cages.
1151280303614386177 2019-07-16 19:59:48 -0400 <krick1969> @realDonaldTrump @WhiteHouse Did you have your Trump propaganda merchandise for sale? Oh, wait,...that crap is made in China.
1151280303383568384 2019-07-16 19:59:48 -0400 <Prince61A> @realDonaldTrump From who? Sean? 😂 😂 😂 😂 😂 who says you can’t be funny!
1151280302729388032 2019-07-16 19:59:48 -0400 <Spoonerpuck> @RepBrianFitz @SpeakerPelosi @RepBrianFitz   Thank you for supporting the condemnation.  Leaders lead, those who cannot, tweet @realDonaldTrump @SenToomey @senatemajldr #POTUSisracist
1151280301563400193 2019-07-16 19:59:48 -0400 <Blocked50102587> @SteveScalise @realDonaldTrump Claiming Duke's title now. Shame on you.  https://t.co/b8R0UlIU78
1151280301500522497 2019-07-16 19:59:48 -0400 <Wajo_Jowa> @ssteven61862711 @realDonaldTrump Thanks for showing me that you are not a serious person bud.
1151280298962894849 2019-07-16 19:59:47 -0400 <sylviay10913719> @realDonaldTrump You are the most crude and hateful being ever to sit in our House. Have you thought of the great celebration on the streets of not just the USA but through out the world when you leave this world? Happy times then you hateful sorry orange Anglo Saxon!!!
1151280297318633472 2019-07-16 19:59:47 -0400 <SteveDDees> @realDonaldTrump They were very racist
1151280294919573505 2019-07-16 19:59:46 -0400 <DWPscumbags> @realDonaldTrump @WhiteHouse #Trump #Racism  https://t.co/znOoN16keB
1151280294076526599 2019-07-16 19:59:46 -0400 <bigbabyJamaican> @KamVTV @SenWarren @realDonaldTrump @SpeakerPelosi  https://t.co/zrzW0Y3sD7
1151280293229277184 2019-07-16 19:59:46 -0400 <Ike197077> @SpeakerPelosi @realDonaldTrump Let us know when you start doing your job for Americans..
1151280292939755521 2019-07-16 19:59:46 -0400 <AffinityImage> @SteveScalise @realDonaldTrump To move to strike the Trurh, Republicans are cowards and as racist as Trump.  https://t.co/3pKFAuETRm
1151280291740299264 2019-07-16 19:59:45 -0400 <gwmather> @SusanBrooksIN glad you voted to condemn @realDonaldTrump racist words, you probably wouldn’t have if you weren’t retiring, thanks nonetheless
1151280291694039040 2019-07-16 19:59:45 -0400 <mkardos> @DonaldJTrumpJr .@SpeakerPelosi and her Band of Racist Dems suppressing @realDonaldTrump's #FreeSpeech! Unconstitutional, even 'IF' the statement seems racially bias!! Look it up!    https://t.co/LNXJ0S69Wz … …  @SteveScalise @RepMattGaetz  @senatemajldr #DailyCaller #POTUS #VP #MAGA
1151280290721140736 2019-07-16 19:59:45 -0400 <Pjupfront> @SpeakerPelosi @SenSchumer Well done. Your co-leaders.  @POTUS @realDonaldTrump @WSJ
1151280290326810624 2019-07-16 19:59:45 -0400 <RheaForTexans> There have always been Americans (heck, citizens of the world) who have felt not much grief when a President passed away.  But I cannot imagine the level of celebration that will occur when they put @realDonaldTrump in the ground.
1151280290012078081 2019-07-16 19:59:45 -0400 <SCVIndy> @realDonaldTrump Suggest   https://t.co/Pej1oPQkIN  #TuesdayThoughts  https://t.co/J7g4B9Krty
1151280287596339202 2019-07-16 19:59:44 -0400 <LawrenceGCombs> 187 confirmed #racist in the house following their leader @realDonaldTrump .
1151280287361503232 2019-07-16 19:59:44 -0400 <DebColl84217821> @realDonaldTrump @WhiteHouse What would you or your daughter wife know about "made in America"?!!??
1151280286564532230 2019-07-16 19:59:44 -0400 <braxton_beth> @PressSec @realDonaldTrump  https://t.co/OhpChWgr5S
1151280284459048962 2019-07-16 19:59:44 -0400 <noll_bryan> @realDonaldTrump I don’t c anything wrong what trump said  go trump something else to cry about I’m so sick of it
1151280283242696706 2019-07-16 19:59:43 -0400 <Educator1028> @realDonaldTrump @WhiteHouse If it wasn't for hypocrisy and hatred, Trump would have nothing to say.
1151280282110238721 2019-07-16 19:59:43 -0400 <marildeo> @RudyGiuliani @realDonaldTrump Rudy, Rudy, Rudy  https://t.co/Mk97qsqSrW
1151280281942409216 2019-07-16 19:59:43 -0400 <ulga_1999> @mmtaylor15 @SenSchumer @realDonaldTrump I agree 🌊🌊🌊🌊🌊🌊
1151280281732730880 2019-07-16 19:59:43 -0400 <Frank21279275> @w_terrence @Scavino45 @realDonaldTrump Best President ever. Admit it
1151280281372041216 2019-07-16 19:59:43 -0400 <solaochdha> @realDonaldTrump No doubt you’ll have no problem finding a bone doctor to back you up, again 🙄
1151280281329864704 2019-07-16 19:59:43 -0400 <MasterChief2Yah> @NoWay7790 @realDonaldTrump @WhiteHouse There are geniuses that you have seen their college grades
1151280280495427585 2019-07-16 19:59:43 -0400 <ml5ft1> @hookhaed45 @realDonaldTrump I agree MAGA needs to go! #TrumpIsARacistRapist
1151280280423952384 2019-07-16 19:59:43 -0400 <Malaika51796386> @realDonaldTrump You’re bones may not be racist but everything else about you is. Go away.  Waiting for you to do something heinous everyday is exhausting. The decent people out here are tired.
1151280279882874881 2019-07-16 19:59:43 -0400 <TheFist18> @realDonaldTrump The liberal media really spun the crap out of those tweets mr president.  They turned "go back where you came from" into go back to some other countries.  Instead of go back to Brooklyn and fix the problems in the cities which you came from then come back to DC.   Spinning spice
1151280279538941952 2019-07-16 19:59:43 -0400 <susantindall12> @hankvanb @RepStevenSmith @realDonaldTrump Haha I think you better stock up on coloring books &amp; bubbles.
1151280279383920643 2019-07-16 19:59:43 -0400 <margaynis> @realDonaldTrump We love you, keep saying what you wish. The Liberals have been dissing the USA for years.
1151280278704406529 2019-07-16 19:59:42 -0400 <nousgnostic> @ladies4trump @realDonaldTrump So true!! Last weekend I have spoken to and enlisted 4 more gays for Trump!!!
1151280278180159489 2019-07-16 19:59:42 -0400 <Timothycastle15> @SharonJ21137686 @JustinBougher1 @ecsa0014 @sdr_medco @PaulColby2 @realDonaldTrump I’m betting lazy
1151280277592797190 2019-07-16 19:59:42 -0400 <DukeHarlan1> @realDonaldTrump  https://t.co/nd0aDjgRoK
1151280276921864197 2019-07-16 19:59:42 -0400 <MaryBurgessH> @realDonaldTrump GO visit the children and stay with them for a while   #TrumpConcentrationCamps  #ChildrenInCages  #ConcentrationCamps  Closed them !!  LET PEOPLE VOLUNTEER    FULL TRANSPARENCY 💯🗽
1151280276179259392 2019-07-16 19:59:42 -0400 <JustAGirlHere23> @guysmith001 @DeplorableChoir @AOC @IlhanMN @RashidaTlaib @AyannaPressley @realDonaldTrump @TheDemocrats #TrumpIsRacist
1151280275722293254 2019-07-16 19:59:42 -0400 <89wunderlust> @JeffreyGuterman @realDonaldTrump @KellyannePolls @DonaldJTrumpJr @EricTrump @SenRickScott @RepMattGaetz @GovRonDeSantis @SarahPalinUSA @GOPChairwoman Incredible Yi Lang.....brothal owner/ massage parlor owner, certainly gets around. However, I don’t see her with any Democrats.
1151280273788559360 2019-07-16 19:59:41 -0400 <Missy46> @SenSchumer @realDonaldTrump So you're defending Congresswomen who defend terrorists and hate America. Figures
1151280273398673408 2019-07-16 19:59:41 -0400 <MikeDahl10> @javadisciple @RealDark_Kent @realDonaldTrump Her porn is top notch.  I mean who didn't masturbate to her back in high school.  Yup she's pure class all right.
1151280270991122438 2019-07-16 19:59:41 -0400 <createdbycyn> @GOP @realDonaldTrump Are y’all out of your mind!?!
1151280270881853440 2019-07-16 19:59:40 -0400 <jrheisler> @realDonaldTrump @WhiteHouse Not a single Trump product.
1151280270705926145 2019-07-16 19:59:40 -0400 <JoeBuddenbud> @PatinaBarbara @realDonaldTrump  https://t.co/9Hv6vXtYjn
1151280268751310858 2019-07-16 19:59:40 -0400 <gymqwn> @realDonaldTrump @WhiteHouse  https://t.co/ljr3V3N7Ei
1151280267719532544 2019-07-16 19:59:40 -0400 <boleary0720> @Abidarthegreat @NickBernardLaw @derek_mafs @SenWarren @realDonaldTrump @SpeakerPelosi I can...can you? Where does he mention their race? Or even who is he even talking about?
1151280267501268992 2019-07-16 19:59:40 -0400 <GrafikFeats> @realDonaldTrump What No Golf? You gonna stiff Greenville's security too, you deadbeat.  https://t.co/245mvfPQHI
1151280266213642240 2019-07-16 19:59:39 -0400 <sunilpande> @JohnKerry @realDonaldTrump Rikers would be better.
1151280265299472384 2019-07-16 19:59:39 -0400 <ngru123> @davidaxelrod @realDonaldTrump Saul Alinsky would be proud
1151280264959713281 2019-07-16 19:59:39 -0400 <EvaLB5> You didn't "protect the American people" at all #Hypocrite  we're tired of the double Standards and your disrespect towards @realDonaldTrump our DULY ELECTED @POTUS . You were quick to condemn him, but say ZERO when your members speak vulgarly. #DemocratsHateAmericans
1151280264737447938 2019-07-16 19:59:39 -0400 <onedarlinperson> @RepMeuser @realDonaldTrump What y'all should be tired of is constantly lying for that bigot. But the maggots are running rampant. Apparently all of you are rotten to the core. 🤬
1151280264611581952 2019-07-16 19:59:39 -0400 <SheralynDuncum> Both did not make RACIST tweets just @realDonaldTrump
1151280263558782982 2019-07-16 19:59:39 -0400 <bigtrumploser> You’re both. Fuck you @realDonaldTrump #trump #ImpeachTrumpNow #Impeach45 #rapist #racist  https://t.co/vW7IXdHEWK
1151280262921293824 2019-07-16 19:59:39 -0400 <Rolln43> @RawStory We are sick and tired of you @KellyannePolls @realDonaldTrump #TrumpIsADisgrace
1151280262740959232 2019-07-16 19:59:39 -0400 <Brenny1097> @dmjbasic @dvillella @realDonaldTrump That’s awesome. That’s where we all need to start. Things we can agree on. I honestly don’t want to fight my fellow citizens. I wanna fight that big power that we see is all fighting us. Those people aren’t your allies. We are. U just gotta try to see where we’re coming from
1151280261969121282 2019-07-16 19:59:38 -0400 <Michael_In_Mass> @BetteMidler @realDonaldTrump She’s out of bed again.
1151280261247754240 2019-07-16 19:59:38 -0400 <Garland64341676> God forbid this ever happens. @realDonaldTrump
1151280261121871873 2019-07-16 19:59:38 -0400 <semperfitz> @PressSec @realDonaldTrump No, twit. What happens in this country to real Americans is - we go to the ballot box and vote. Get your resume out there. You and the insufferable Kelly Anne gonna need work. And absolution!
1151280261004517376 2019-07-16 19:59:38 -0400 <plezurluvr> @realDonaldTrump @GOPLeader  https://t.co/MuJT7BRtKi
1151280260501180416 2019-07-16 19:59:38 -0400 <danieljlavoie> @dstrong626 @Robot73I @charliekirk11 @realDonaldTrump I don't see you laughing though. I see you defending the indefensible and making up things about me that we both know aren't true or at least that you don't know are true.  Lol. You still don't even know my politics. You don't even know who I voted for in 2016
1151280260140478464 2019-07-16 19:59:38 -0400 <mookieman> @realDonaldTrump  https://t.co/4rS5Pk2YHP
1151280260106735618 2019-07-16 19:59:38 -0400 <spiritofshiloh> @GiannoCaldwell @realDonaldTrump Is keeping his promises &amp; cares about the people!He tells it like it is!He is draining the swamp!He removed Obama regulations that held us back!He can't be bought by special interests!Too many good things he had accomplished🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
1151280259527954432 2019-07-16 19:59:38 -0400 <MatthewTrott3> @trumper_tantrum @13WJM @derek_mafs @realDonaldTrump Hope your gov. Job lasts forever. The rest of us...were good at least until 2021 jan.
1151280259033161731 2019-07-16 19:59:38 -0400 <lisa_cinelli> @realDonaldTrump Can't wait for the rally!!! PLEASE don't spend ANY time on the stupid squad!! They are not worth the mention!!! They will be waiting for you to talk about them,, so don't give them the satisfaction!!! MAGA is about UNITING the USA!!!!!
1151280258949271552 2019-07-16 19:59:38 -0400 <JohnRob64929832> @realDonaldTrump Shut your stupid mouth, Raci McRacist!  #RacistPresident  #RacistGOP  #RacistInChief  #RacistPOTUS  #RaciMcRacist #RapeyMcRapist #Drumpf  #Hamburderler #POtuS #PutinsPuppet  #Individual1 #ObamaWasBetterAtEverything  #Twitler  #LiarInChief  #DickTraitor #ResignNow  #YugeRacist
1151280257254809600 2019-07-16 19:59:37 -0400 <debbiehamil> @monalisa24u @realDonaldTrump If the president get's impeached it will not be by traitors.  Donald talks plenty foul. The difference is he says it to the world and she said it to a small group.
1151280257015701511 2019-07-16 19:59:37 -0400 <joetstat> @GOP @realDonaldTrump #RapistTrump
1151280256835362817 2019-07-16 19:59:37 -0400 <RimskyDad> @realDonaldTrump Stop lying, you most failing White House resident.
1151280255086276610 2019-07-16 19:59:37 -0400 <mimi_goldman> @realDonaldTrump Couldn’t agree more!!!!
1151280254905925644 2019-07-16 19:59:37 -0400 <DemelVicki> @FrankieNeedles1 @TomMcClay @donkeyman909 @SteveScalise @BarackObama @realDonaldTrump @senatemajldr @LindseyGrahamSC @SenatorCollins @SenTedCruz Remember when you could disagree with someone without calling them names?  You don't even know me and you call me a racist.  You automatically resort to name calling. Real intelligent argument there.
1151280254167785474 2019-07-16 19:59:37 -0400 <BenJRankin> @RepMeuser @realDonaldTrump Resign
1151280251864928256 2019-07-16 19:59:36 -0400 <SquealingNerd> @realDonaldTrump I always try to figure out how I see your tweets. I don't even follow you.
1151280251571515397 2019-07-16 19:59:36 -0400 <thistimeImnot> @GOP @realDonaldTrump  https://t.co/LHXweUIPGM
1151280251210592256 2019-07-16 19:59:36 -0400 <Reneeminarizona> @rise_alien @SteveScalise @realDonaldTrump yes nothing.. he has not done Shit!!
1151280248895475714 2019-07-16 19:59:35 -0400 <sdm1177> @ChurchCandace @frfrankpavone @alexisroxario @CoryBooker @MitchLandrieu @realDonaldTrump I'm sorry, I didn't realize the commandments were ranked in order.  And no, I didn't cherry pick. You attested that the president is pro-life therefore you support him. But you are ignoring his other sins. Period. YOU are the one cherry picking - pro-life - to fit YOUR ideology.
1151280248857776128 2019-07-16 19:59:35 -0400 <linsbuc> @LindseyGrahamSC @realDonaldTrump @RandPaul @sendavidperdue I used to respect you as following in McCain's footsteps, a Maverick. When I interviewed you, you always played it straight. Now, you disgust and disappoint me. I don't know what Biff has on you, but surely it's not worth your self respect or common decency to humans.
1151280248446771200 2019-07-16 19:59:35 -0400 <Resis_Tance_> @realDonaldTrump @POTUS is a #RacistPresident ! He is a known #Traitor , who elevated himself by disparaging Obama, John McCain and pandering to the #WhiteSupremacists ! #TuesdayThoughts #VoteBlueToSaveAmerica  #MakeAmericaSmartAgain #MakeAmericaDecentAgain #VoteBlueNoMatterWho  https://t.co/nyMHSaKeGw
1151280247712731137 2019-07-16 19:59:35 -0400 <William15199186> @realDonaldTrump Take yourself along with your wife back to her country . Oh and don’t forget your in-laws.🌈😥💔😡🇺🇸👄
1151280247012302850 2019-07-16 19:59:35 -0400 <kaur_jeeto> @PrasunK5 @realDonaldTrump @foxandfriends What crimes 😂😂😂
1151280246726860801 2019-07-16 19:59:35 -0400 <matthew551> @SenSchumer @realDonaldTrump The Senate has a bit more common sense and will shut down your tiresome rhetoric.
