1046550251237191680 2018-09-30 19:59:58 -0400 <crickwater> @realDonaldTrump  https://t.co/UDV1ACnrMt
1046550174279979009 2018-09-30 19:59:40 -0400 <Arman03743252> @realDonaldTrump Mr President    Could you please hire someone as a speaker who can speak in persian language to folk of IRAN and translate your manifest for them, most of iranian  people are poor in english andthis way could help them better understanding. With Regards
1046550166361190400 2018-09-30 19:59:38 -0400 <Condorian2487> @wolfycan @CarmineSabia @keny_berd @SenFeinstein @WhiteHouse @realDonaldTrump Just another sick ploy by the most corrupt woman in the Senate - and that says a lot!  Unbelievable - they all whine and complain FBI must investigate then still not satisfied.  Any info provided will leaked.  Spartacus proved they can't be trusted.
1046550166264844288 2018-09-30 19:59:38 -0400 <BryanCrisopulli> @Sunraeson @realDonaldTrump It's a commentary about observations. Maybe you're triggered.
1046550164163481600 2018-09-30 19:59:37 -0400 <maffymendes> @realDonaldTrump lol
1046550162477322243 2018-09-30 19:59:37 -0400 <nickmcelroyreal> @Judge_Kavanaugh @realDonaldTrump So you like beer hello that’s not new the more you act like you’re hiding something the less chance of you being nominated. Yikes I’m black and a kid and I’m surprised you didn’t know that
1046550162066165760 2018-09-30 19:59:37 -0400 <mae_linna> @JerryFalwellJr @STUinSD @realDonaldTrump Exactly Rev Falwell!
1046550161428795394 2018-09-30 19:59:37 -0400 <KimKimmieKimber> @ProudResister @German_badgirl @realDonaldTrump I just don’t call them anything. They will lose their value after the 2018 midterms and after 2020 will just be something in the past that the country laughs about. And let me be clear, just like at at UN, we will be laughing AT him, not WITH him.
1046550158031257600 2018-09-30 19:59:36 -0400 <BarbAnd49536936> @sarahjanemccain @realDonaldTrump Proof?
1046550157158887424 2018-09-30 19:59:36 -0400 <kapboy59> @monica_barona @rldewen @trucanadagirl @JgrobinsonJoan @PnPCBC @JustinTrudeau @realDonaldTrump For a minute I thought that every single CBC reporter &amp; producer got together and decided that they were going to shed all professional ethics and make a hard left turn as soon as JT won the election. Glad to hear it was just $. It’s so simple...even a child would believe it.
1046550151005761536 2018-09-30 19:59:34 -0400 <jeankat10> I always like and sometimes retweet all @realDonaldTrump tweets. Guess what? All my likes disappeared again. Why does Twitter do this? Makes me so angry!
1046550144387350529 2018-09-30 19:59:33 -0400 <cindybrooks> @realDonaldTrump You are Ludicrous. #NotMyPresident
1046550143665930240 2018-09-30 19:59:32 -0400 <GoMomGo3> @realDonaldTrump @HouseCracka The bad thing about social media is that it gives all of the nasty liberals a platform to spew vile, hateful comments.  Once upon a time people used to be respectful and show a little decorum even if they disagreed with or disliked someone, especially a President.
1046550138368528384 2018-09-30 19:59:31 -0400 <raulisodo> @co_bernard @realDonaldTrump Actually, there's a net profit after seizing Manafort's assets.
1046550137139613696 2018-09-30 19:59:31 -0400 <jcorycma> @MelissaMetzgar @DonnaGeelicious @realDonaldTrump You don't have to stand. Give him a few beers and lie down. The rest will be history!
1046550131754094592 2018-09-30 19:59:30 -0400 <denksmith> @realDonaldTrump  https://t.co/NUgUlfjze9
1046550128390094848 2018-09-30 19:59:29 -0400 <TyroneSmalls5> @rinky539 @realDonaldTrump Get another job
1046550127580774400 2018-09-30 19:59:29 -0400 <thejesse_182> @KateJackdon @Iz49307951 @realDonaldTrump This tweet is pretty dumb.
1046550127475871746 2018-09-30 19:59:29 -0400 <howertons4> @EmmaWil72144961 @ElementGeek @POTUS @realDonaldTrump Your accusations are ridiculous and have no foundation in fact.  Was she plotting all this when she told her therapist and husband years ago or when she tried to anonymously warn officials about him before he was even nominated?
1046550126595067905 2018-09-30 19:59:28 -0400 <EyeMaxMostly> @realDonaldTrump Up 30% vietship from last season and is in the top ten viewership of all shows.  Not bad for something that has no talent or isn’t funny.
1046550123248054272 2018-09-30 19:59:28 -0400 <RestlessNews> @realDonaldTrump @MomsDemand @CitizensFedUp @co_rapunzel4 @LCNM99 @Mooncatadams @cherokeesher2 @bannerite @MtnMD #WomensHealth #PuertoRico #Family #FBI #Veterans #USMC #Law #MeToo #Education   REMINDER #NoBallsDonnie⚡ Used Bunions As An Excuse for Not Going to War  #WhyTheRush #StopKavanaugh  https://t.co/qJsVUK1PBM
1046550122706931712 2018-09-30 19:59:27 -0400 <misskim641> @katiet121 @67Chevydragster @realDonaldTrump @ChuckGrassley @LindseyGrahamSC And here you have it folks  https://t.co/DrDeFV5vpM
1046550121150894080 2018-09-30 19:59:27 -0400 <Michell49685689> @realDonaldTrump Not the behavior of the innocent--
1046550119624126468 2018-09-30 19:59:27 -0400 <petejohnson1952> @realDonaldTrump haha Republicans don't give a damn about women .Only the party.
1046550119582257155 2018-09-30 19:59:27 -0400 <C_A_N_S_T> @JustKat13 @SmackYeti @timwd62 @BPPope @JohnKinneyWorld @JimmyEd5 @pwitunski5 @robin_ked @jobliguts @HArring31875891 @DeplorableJuJuV @mommydean74 @7171peanut_ @okami_sr @dekeappelgate @ParfaitPatty @EddieWard111 @MAGAGirl8 @MarilynKayStew1 @countrysherry @lilinjen @56jakesmom @Trumptrain60 @donholtmac @Bamafanaticfan1 @JohnS222325 @Antipropaganda7 @ChuckCarlo4 @SteveBuczek @loisjane94 @DonnaWR8 @WeThePeeps4517 @Twitmo_Inmate3 @crimsonfaith88 @WenMaMa2 @dediane1956 @Dkmorris0204 @ballpointmf1 @toftheangels @UTHornsRawk @Mitkral @OrsonOrange @Dglvr3 @tuckster999 @jimmahoney5 @brendad205 @realDonaldTrump @GoboMontaco @Leo45_V  https://t.co/n6745kbD22
1046550117476683776 2018-09-30 19:59:26 -0400 <adflores007> @LindaJWan @Rapunzel_39 @SarahPalinUSA @WayneDupreeShow @seanhannity @FoxNews @realDonaldTrump @DiamondandSilk  https://t.co/9lbyk2Sus2
1046550115752718336 2018-09-30 19:59:26 -0400 <yyy_simon> @realDonaldTrump You are great！
1046550115480215552 2018-09-30 19:59:26 -0400 <okdawgg> @realDonaldTrump @LisaHauser8 Those numbers are #FakeNews right? Didn't you teach us that on the campaign trail?
1046550115022864388 2018-09-30 19:59:26 -0400 <1Whitepoppy> @CraftbyKathleen @SkyNewsAust @realDonaldTrump Absolutely 100% correct!
1046550114704199681 2018-09-30 19:59:25 -0400 <phhfenterprise> @realDonaldTrump You lie all the time so how would we know that is actually true.  Go back to loving a despot.
1046550110056927234 2018-09-30 19:59:24 -0400 <batgirl2U> @realDonaldTrump  https://t.co/DTTZdzX1rG
1046550109549416448 2018-09-30 19:59:24 -0400 <abrilhielo> @realDonaldTrump You can't even pick lawyers.... why do you think you can pick judges?
1046550107322273792 2018-09-30 19:59:24 -0400 <TimmayFL> @KevinCate @AndrewGillum @realDonaldTrump Aligning yourself with @DWStweets is no way to win anything.
1046550106609258497 2018-09-30 19:59:24 -0400 <leislgirl> #huffpostpol @democracynow @ACLU @realdonaldtrump Who's, hold it right there because you have missed spoken again, like you did with Putin.  It's the shameless republican party who id rushing to confirm an  alcoholic who has abused young women, who has no self control
1046550106227585024 2018-09-30 19:59:23 -0400 <Kathy01252> @FredeckyB @MVYRD @AndyOstroy @realDonaldTrump Then you should know better. If your attacker comes up for a seat on the Supreme Court and lies about attacking you, do you he should be seated?
1046550105208250368 2018-09-30 19:59:23 -0400 <AsheMan78> @realDonaldTrump Then why are you limiting the investigation?  More sources saying that you are.  You are lying to us as usual.
1046550097448914944 2018-09-30 19:59:21 -0400 <BellaSmrtDem> @AlariaRoguee @Ilgiovanipierro @realDonaldTrump You’re as believable as that sicko Kavanaugh.
1046550092914651136 2018-09-30 19:59:20 -0400 <tanya_rote> @DineshDSouza @realDonaldTrump Rosenstein will turn it into an opportunity to make a deal with Trump. No such thing as non-partisan investigation by FBI.
1046550082378747911 2018-09-30 19:59:18 -0400 <PoppaPeko> @laphew1 @realDonaldTrump Yep one thing it says about it  Is that the love of it is the root of ALL evil  I can give many bible vs on money and most of them speak to it not being chosen over righteousness  I would think someone thanking God in their bio would know these simple truths
1046550079908319232 2018-09-30 19:59:17 -0400 <susan_block> @realDonaldTrump No sir it will never be enough because NO ONE IN THE REPUBLICAN PARTY IS LISTENING. it is a total embarrassment that they REFUSE to work with Democrats to put the best candidate on the Supreme Court. This guy is so PARTISAN and does not deny it.
1046550072647774208 2018-09-30 19:59:15 -0400 <MJdowntheshore> @mitchellreports @realDonaldTrump Disturbing on levels I didn't realize I had.
1046550070387073024 2018-09-30 19:59:15 -0400 <POVHighPlains> @realDonaldTrump The musings of a psychopath. 😮
1046550068193644546 2018-09-30 19:59:14 -0400 <ManualLabor1> @realDonaldTrump  https://t.co/KvvP1My1Mh
1046550065341509633 2018-09-30 19:59:14 -0400 <FredeckyB> @r0b1ndee0912 @Susanbone19 @kitten712 @realDonaldTrump That and a nickel will get you a...well nothing. You'll just have a nickel. Facts dont care about feelings. When/if the facts come out, it can be dealt with.
1046550064737513472 2018-09-30 19:59:14 -0400 <DickFotoples> @mitchellreports @realDonaldTrump Really? Trump said this? What was the crowd’s reaction? Incredulity, or did they applaud?  Donnie, you’ve lost it.
1046550058995453952 2018-09-30 19:59:12 -0400 <rfickman> @CheriinMS @realDonaldTrump @POTUS BOT ALERT
1046550058416721920 2018-09-30 19:59:12 -0400 <gepehill1> @bobs_626 @86Thornton @RealCandaceO @realDonaldTrump Too much insight into how the sys works makes me a pessimist...1960 1% of the pop. had 8% of the countries wealth, today 1% of pop. has 22%. They started getting super rich after govt regs were starting to be dismantled. We need to get rid of all the old politicians.
1046550054188679168 2018-09-30 19:59:11 -0400 <BarbAnd49536936> @A_dam_Babbitt @realDonaldTrump This is slander
1046550046941032449 2018-09-30 19:59:09 -0400 <Thracius77> @realDonaldTrump And Republicans have never done that😡#MerrickGarland
1046550036836962304 2018-09-30 19:59:07 -0400 <mnolan49> @realDonaldTrump Maybe you should offer to write some jokes for them? Remember how everyone laughed at, I mean “WITH” you at the UN? LOL  https://t.co/Oz8USBWEgx
1046550033066348544 2018-09-30 19:59:06 -0400 <denksmith> @realDonaldTrump  https://t.co/zFgNK8Wwy8
1046550026401599490 2018-09-30 19:59:04 -0400 <1kzworld> @gollum1419_g @SenFeinstein @realDonaldTrump "If you ask someone “Were you a drinker?” and they reply “I went to church and helped children,” you are not dealing with a forthright person."
1046550025835368449 2018-09-30 19:59:04 -0400 <Ladymac212> @realDonaldTrump Snl was hilarious
1046550022379065344 2018-09-30 19:59:03 -0400 <MichaelFieldNZ> @realDonaldTrump love of Kim prompts one to dig out Madness of King George   https://t.co/dTeNEuSGbm
1046550021854965760 2018-09-30 19:59:03 -0400 <QMalmborg> @Jalbarron13 @realDonaldTrump He is lying, just like Boofin’ Brett. And Collins, Murkowski, and maybe Flake, will vote for Brett.  The “investigation” is just another scam by Don the Con and the Republicans.
1046550021422936065 2018-09-30 19:59:03 -0400 <ahGwenYee> @realDonaldTrump How much did you pay these magats?
1046550021175488512 2018-09-30 19:59:03 -0400 <SamettEvan> @MuellerVTrump @MichaelAvenatti @realDonaldTrump @ChuckGrassley @LindseyGrahamSC @SenateGOP #unchaintheFBI
1046550020856721408 2018-09-30 19:59:03 -0400 <Taxocratusa> @realDonaldTrump Ford hatched Lie with Sylvia Randall Michael Lawwill in 2012 2nd door &gt; Couples Resource Center. FBI needs check tax returns, bank accounts, phone records, emails social media Has two homes worth over $5 mil 2 mortgages, Taxes, Needs money  https://t.co/ANo4fgywAg
1046550018835054597 2018-09-30 19:59:03 -0400 <Chiefrocka16> @ChrisJZullo @realDonaldTrump How is it that you speak for black people?
1046550016758882305 2018-09-30 19:59:02 -0400 <Aayanfemi> @ChrisJZullo @realDonaldTrump You are joking right?
1046550012661043201 2018-09-30 19:59:01 -0400 <jdgorms2> @realDonaldTrump Why are you putting Kavanaugh through this nonsense?   The same FBI that is trying to throw you out of office will not settle this well.  You will lose support from republicans during midterms because of your lack of leadership.
1046550012233240577 2018-09-30 19:59:01 -0400 <D_Dale_Perry> @DelaneyDuane @tarastrong @realDonaldTrump Well played.
1046550011188858881 2018-09-30 19:59:01 -0400 <DWaldenel> @Kookman123 @realDonaldTrump Yeah that pretty much sums it up...
1046550009565470721 2018-09-30 19:59:00 -0400 <bullcrap1> @DaGirlNxDoor @realDonaldTrump  https://t.co/lJj2hVAYfN
1046550006659010560 2018-09-30 19:59:00 -0400 <claypaulnobles> SHAM SCAM FRAUD BS...a typical @realDonaldTrump stunt. Say one thing to the press and then do the opposite. #LiarInChief is doing his normal behavior of just making stuff up. @JeffFlake @lisamurkowski @SenatorCollins Trump is making a mockery of your request. #ShamInvestigation
1046550005165756417 2018-09-30 19:58:59 -0400 <shealey_judy> @realDonaldTrump Sure you don’t watch
1046550000157646848 2018-09-30 19:58:58 -0400 <Sorry_ImNotSrry> @realDonaldTrump "I didn't watch it while yelling at the TV with a Big Mac and a Diet Coke."
1046549998358261760 2018-09-30 19:58:58 -0400 <MollyAn96464648> @realDonaldTrump Better put a limit to their nonsense sir!
1046549996831617025 2018-09-30 19:58:57 -0400 <ole101eagle> @realDonaldTrump Leading the Charge? LOL. He's as close to leading the charge as you were during Nam. You should both adjust your meds.
1046549989814685697 2018-09-30 19:58:56 -0400 <Tropic64476001> @realDonaldTrump That's not true and you know it!!!
1046549988480667648 2018-09-30 19:58:55 -0400 <VerboseBorbage> @realDonaldTrump "No talent or charm" This coming from you, the "man" with the all the charm of dead fish.
1046549987663007746 2018-09-30 19:58:55 -0400 <Bruno33619> @realDonaldTrump Thank you sir. Keep crushing it and we will carry you and your agenda thru 2020
1046549980956176385 2018-09-30 19:58:54 -0400 <Molly999999999> @FriendsOScience @tigerzntl @RogTallbloke @Chigeorge72 @JamesRider3 @JamesAbbott2013 @rln_nelson @drwaheeduddin @jamesb_bkk @NikolovScience @GrnConservatism @WalterHorsting @Tangomitteckel @TheEndisFar @katharine_no @JWSpry @BradSchrag @AndrewMelcher4 @ViscountRedmund @gordon_struth @JaggerMickOZ @ThiagoMaia2503 @FerrariMac @LpdlcRamirez @Captbobdad @Carbongate @tan123 @SteveSGoddard @ClimatismBlog @ClimateRealists @guardian @co2_the @RonCrunt @LindsayyuleS @alan_poirier @TheDemocrats @POTUS @IvankaTrump @realDonaldTrump @jaredkushner @VP @SpeakerRyan @Secy_State_US @SenTedCruz @senatemajldr @WhiteHouse @KHayhoe @MichaelEMann @FredFoxyGuy Absolutely
1046549979454533633 2018-09-30 19:58:53 -0400 <lewlewjude> @realDonaldTrump Have you not heard about his discussion with Snoop Dog (who hates you like most of America, btw) and after their discussion, Kanye admitted he is no longer as sure of his devotion to you as he once was.  Be careful, you're sliding down your self-built pedestal!!! ITMFA!!!
1046549979177897984 2018-09-30 19:58:53 -0400 <Romli490> @D14THYME @ChrisWorth1971 @realDonoIdTromp @LuncefordLee @realDonaldTrump It’s a parody account tweet.
1046549973075193856 2018-09-30 19:58:52 -0400 <AlvinMasters1> @MegganeSt @amnestyusa @Europarl_EN @UN @StateDept @realDonaldTrump @UKParliament @AJEnglish @IntlCrimCourt @CNN @BBCWorld @AU_PSD @EmmaWatson   Time to get the word around to your friends to help end the madness , ongoing genocide , persecutions , detentions and robbery . Get your UN friends to speak and help end . Mercenaries or peacekeepers needed !
1046549971749744649 2018-09-30 19:58:51 -0400 <1people1future> @realdonaldtrump I second this. You are grossly unworthy of your office, Trump. You're sick and you must resign before you do even more damage to my nation. Not YOUR nation because you aren't an American. You live all by yourself in your own deplorable little Trumpstate.
1046549970994659328 2018-09-30 19:58:51 -0400 <tskovgard> @ProudResister @coleyworld @realDonaldTrump And pretty soon purple Koolaid instead of beer will be the drink of choice.  Indeed he has what appears to be a brainwashed cult following.
1046549969967230981 2018-09-30 19:58:51 -0400 <deb5291> @ChrisJZullo @realDonaldTrump I conquer. I think Obama was a very respectful and gracious President who worked for the people. Never an embarrassment to our country!
1046549963088572416 2018-09-30 19:58:49 -0400 <RamblingDon> @realDonaldTrump ATTENTION? #PotMeetKettle #TrumpSucks #TrumpLies #ResignTrump #MAGA #MAGAt
1046549952053366785 2018-09-30 19:58:47 -0400 <gargoyle717> @realDonaldTrump You lie
1046549949985574912 2018-09-30 19:58:46 -0400 <Seafan18> @real_farmacist @kallistamcd @MichaelAvenatti @realDonaldTrump @ChuckGrassley @LindseyGrahamSC Lindsey has never found a use for women.
1046549949540896768 2018-09-30 19:58:46 -0400 <lshaw91547369> @noneyabidness47 @TrashyChic @NancyPelosi @realDonaldTrump I believe you have the wrong party there.  Kavanaugh RAPED NO ONE.  They didn’t get her clothes off.  Her bathing suit was under her clothes.  She could describe nothing more.  For you to cry RAPE is beyond understanding.  That’s why no one believes .... lies
1046549948479811584 2018-09-30 19:58:46 -0400 <dinkytown13> @raynewton2 @EdKrassen @realDonaldTrump Okay - I misinterpreted you. I thought you said that Ford made those allegations. The gang rapes were separate allegations by several people, but not Ford. Take care.
1046549948051918848 2018-09-30 19:58:46 -0400 <K1erry> @TomFitton @MarjoT13 @realDonaldTrump The more @Comey speaks the more he proves Trump was right in firing him.
1046549947510927360 2018-09-30 19:58:46 -0400 <theresa_gavitt> Hopefully @maziehirono is being investigated as part of this referral to the @FBI 🤔@WhiteHouse @realDonaldTrump
1046549945296330752 2018-09-30 19:58:45 -0400 <Rogersj1980> @MichaelAvenatti @realDonaldTrump @ChuckGrassley @LindseyGrahamSC @LindseyGrahamSC is so out of touch and he needs to wake up. His outburst during the hearing was nothing short of disgusting!
1046549945044455426 2018-09-30 19:58:45 -0400 <thenorthrmembrs> @spatel16333289 @Harlan @lululexie @realDonaldTrump Good Lord I'm enjoying all the price increases from the tarriff war
1046549940787466240 2018-09-30 19:58:44 -0400 <TLCWeber> @JohnCornyn, projecting your own vices onto your opponents?  Looks like @realDonaldTrump's lap dog has learned his master's favorite trick.
1046549939919233025 2018-09-30 19:58:44 -0400 <Justacidic> @realDonaldTrump Word is only sheep value your opinion.
1046549935393558528 2018-09-30 19:58:43 -0400 <mamahempy> @edhenry @Comey @FBI @HillaryClinton @realDonaldTrump 🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️
1046549934294663168 2018-09-30 19:58:42 -0400 <MTSpace60> @realDonaldTrump Really. That's contrary to all reporting. @FBI do your thing.
1046549930322657281 2018-09-30 19:58:42 -0400 <GryffynGrype> @realdonaldtrump You know you're going to burn in hell, right? Or do you even believe in God and hell and judgement? Go read Pascal's wager if you have any doubts.
1046549928238084097 2018-09-30 19:58:41 -0400 <carlngretch> GOOD, JOHN! @Jim_Jordan  @POTUS @realDonaldTrump @GOP @jeffsessions @SenateMajLdr  @SpeakerRyan @OANN @FoxNews @LouDobbs @limbaugh @Varneyco @SenShelby @SenTedCruz @RandPaul @SenTomCotton @replouiegohmert @TGowdySC @Dennis17Viper @DineshDSouza @FBI @CNN @ABC @CBS @NBCNews @MSNBC
1046549927151583232 2018-09-30 19:58:41 -0400 <Alec777777> @realDonaldTrump Kudos, being Tsarist Russian Am, I know Russia needs our wheat &amp; any thing our farmers are paid to not grow could be sold to Russia with its great need for basic food. Count Alexiy-Don Saint-Michael Royovich d'Markoff a/k./a Don StM All Saints in Russian are spelled out &amp; hyphen
1046549923397652480 2018-09-30 19:58:40 -0400 <MedusaResists> @GOP @realDonaldTrump There is no such thing. Ask the people working in the coal industry. This myth has been hanging around for awhile.  https://t.co/gcPBDHLz6S
1046549916707741696 2018-09-30 19:58:38 -0400 <ReneeGalvan4> So did Roseanne's 1st night. Let's hope Tim's show has better writers this time around. It got canned because it was boring in the end. @RealDonaldTrump @SHSanders45 @StephenMillerAL  @HouseGOP @SenateGOP @SenateDems @MikePenceVP @AFLCIO @SpeakerRyan @SenateMajLdr @WhiteHouse
1046549911632719873 2018-09-30 19:58:37 -0400 <kindopp_linda> @realDonaldTrump Mr President I’m hoping FBI will truthfully honestly investigate all three women can’t be true they are not going to talk to Dr Ford
1046549911225991168 2018-09-30 19:58:37 -0400 <ElisabethCarey> @doreenb8 @BMatteau @realDonaldTrump They got the raise. In spite of Trump wanting to block it.
1046549909275635712 2018-09-30 19:58:36 -0400 <119zone_g> @Cinema2000David @Kazmanagogo @chbrkr @realDonaldTrump That's your life... Filled with unnecessary hate nd ignorance burning
1046549908767948800 2018-09-30 19:58:36 -0400 <crisbenson25> @JoAnnGarofalo4 @realDonaldTrump Nope
1046549905429475328 2018-09-30 19:58:36 -0400 <nchute2010> It was painful &amp; disturbing testimony of a biased angry man clearly unsuited to be a judge at any level @KellyannePolls @JohnCornyn @realDonaldTrump @LindseyGrahamSC diatribe was appalling in every respect @lisamurkowski @SenCollin @JoeManchinWV @amyklobuchar @SenKamalaHarris
1046549904078729216 2018-09-30 19:58:35 -0400 <PatriciaArabia1> @MichaelAvenatti @realDonaldTrump @ChuckGrassley @LindseyGrahamSC They are wrong, their terror will not silence us
1046549903172939777 2018-09-30 19:58:35 -0400 <pedsscrub> @JoshuaBHoe @kanyewest @RealCandaceO @realDonaldTrump @chancetherapper @USJusticeAction @FreedomWorks @FixCrimJustice @JusticeReform We have to start somewhere. So we will see what they come up with.
1046549902975791104 2018-09-30 19:58:35 -0400 <ccnjanie> @JerryFalwellJr @realDonaldTrump You are Oh so so right.
1046549901646082049 2018-09-30 19:58:35 -0400 <32jim2> @JerryTravone @realDonaldTrump Republican sheep believe Trump. whatever he says it is the word of god. Too bad millions of them  will also be paying for it for the rest of their lives through the national debt that just keeps soaring to keep the President spending other peoples Money which he love to do.
1046549898278182913 2018-09-30 19:58:34 -0400 <truthsp3ak> @katscheve @Ilgiovanipierro @realDonaldTrump Yeah right lol No house in that area was ever built with no bathroom on the main floor. Give it up with the BS In fact the Timmy's house was a townhouse &amp; the layout matches her description
1046549898039087104 2018-09-30 19:58:34 -0400 <phyllis_m_cole> @realDonaldTrump Thank you for coming to WV, we love you
1046549893420998656 2018-09-30 19:58:33 -0400 <bjpswatisharma> @realDonaldTrump @POTUS  https://t.co/m9Si5akQ0S
1046549886785728512 2018-09-30 19:58:31 -0400 <RobertArno2> @Cece44688912 @minreecocarva @ChrisJZullo @realDonaldTrump @POTUS A certain amount of recovery, probably back to pre recession numbers, was going to happen no matter what sooner or later. Trump has brought us below pre recession numbers though. Some credit due after almost 2 years?
1046549880360108034 2018-09-30 19:58:30 -0400 <JaninhaSamp> @jairbolsonaro @realDonaldTrump This guy is trying to save Brazil from communists facing them and all corrupted system and media all alone. But he has God and the good people beside him. He is a lot like you! 😎
