869704977329029122 2017-05-30 19:59:59 -0400 <Libertycries17> MORE Red Light Therapy @realDonaldTrump   https://t.co/Dc2ztW4jkF
869704908039233537 2017-05-30 19:59:43 -0400 <JohnFavere> @realDonaldTrump  https://t.co/1vUQQf918e
869704901248638976 2017-05-30 19:59:41 -0400 <leejcaroll> ty @realdonaldtrump U have made US laughingstock not just to Russia but to the world #impeach #comradetrump  https://t.co/mWmRQVgbcq
869704901181358080 2017-05-30 19:59:41 -0400 <Politicalhit> @realdonaldtrump here's your slogan for the 2020 election. That is if you make it to 2020…  https://t.co/Hfm3m8Kuat
869704898505527296 2017-05-30 19:59:40 -0400 <Soul_Sistah> @ussqueen @JennyRussellAJB @id4socialmedia @poemclown @Breaking911 @realDonaldTrump correction duly noted... the point is, it took time, as will this/these investigation(s).
869704895263145985 2017-05-30 19:59:40 -0400 <mcmowri> @realDonaldTrump The Russians are laughing at YOU, 45!
869704894684446720 2017-05-30 19:59:39 -0400 <ResistanceHack> @Twitter reporting the following account for fake followers: @realDonaldTrump - please remove or suspend account.
869704894017552385 2017-05-30 19:59:39 -0400 <miracleguppy> Majority of Americans DIDN'T VOTE 4 DJT so why would they follow @realDonaldTrump⁉️THEY WOULDN'T💪🇺🇸 Ego-In-Chief 💰4 #s 😈 #RESIGNNOW 🤡  https://t.co/DGCgYimHlD
869704892474159104 2017-05-30 19:59:39 -0400 <tuna1121> @foxania @lovealaska1105 @GuyMonzeglio @Scavino45 @Snikk @realDonaldTrump @POTUS @ArlingtonNatl Hope was his saying, but it never happened.
869704891781890049 2017-05-30 19:59:39 -0400 <stwyford12> @realDonaldTrump @potus this is their plan to take heat off themselves by releasing garbage about anyone else. @FoxNews is real fake news  https://t.co/ErF3SMrI0k
869704889928220672 2017-05-30 19:59:38 -0400 <CharleneFFreem1> @srb1110 @POTUS @FBI @SecretService @realDonaldTrump @jeffsessions Good!!!
869704887940067328 2017-05-30 19:59:38 -0400 <miltonevans61> @MikeTokes @realDonaldTrump The truth will shine it's ever lovin light.!!
869704886556012544 2017-05-30 19:59:37 -0400 <KHoeffel> @realDonaldTrump Do NOT change how things are supposed to be done. The 51 votes thing is BULLSHIT. You are not above the law just because you are President.
869704885037522945 2017-05-30 19:59:37 -0400 <lhtharp> @realDonaldTrump Everyone is laughing, but they're laughing at you, not with you. You've embarrassed us all.
869704882781134849 2017-05-30 19:59:37 -0400 <MBGlenn> @th3j35t3r @rohanc @TheRickWilson @realDonaldTrump   https://t.co/tL1ORqE9yO
869704882038620160 2017-05-30 19:59:36 -0400 <_redlovekiss> @realDonaldTrump won't do sh*t he probably agrees with the disgusting piece of 💩 that's in jail!  https://t.co/EhvERDp1QC
869704878498734080 2017-05-30 19:59:36 -0400 <dahle44> Linda Sarsour Is Left's Newest Star-and litigant against @realDonaldTrump who believes in Sharia Law  https://t.co/VAUMjlSV7Z @LadiesForTrump
869704878343544833 2017-05-30 19:59:35 -0400 <cliffcakes1> @realDonaldTrump You are, of course, a manipulator and a liar. And those small hands for such a big, bloated whale . . .
869704877471137793 2017-05-30 19:59:35 -0400 <AbbieWaldron8> @Idle_Worship_ @realDonaldTrump   https://t.co/0I1sF2yHB8
869704875856154624 2017-05-30 19:59:35 -0400 <ToniChaille> @GovMikeHuckabee @realDonaldTrump You consider the 1000 or so European troops fighting and dying alongside the US deadbeats? #JesusWept
869704863516692480 2017-05-30 19:59:32 -0400 <WrobleSgw11> @realDonaldTrump  https://t.co/usfWQQ1shf
869704863088865280 2017-05-30 19:59:32 -0400 <Trippshot_AE> @HillaryClinton you are an enemy to the nations worldwide, a decapitated @realDonaldTrump  is what we are all waiting for. He is a threat.
869704857128624128 2017-05-30 19:59:30 -0400 <deedee_Eee> @foxandfriends @realDonaldTrump Really Donny? Good luck with this feeble attempt to divert from the truth. Your SIL is more twisted than you are.
869704855912370176 2017-05-30 19:59:30 -0400 <crismo227> @kim @realDonaldTrump everyone is going on about Germany. The EU parliament imputed Germany some months ago exactly the same  - to big exports vs small imports
869704849516093440 2017-05-30 19:59:29 -0400 <Patrice_Brost1> @LbrlOkie77 @realDonaldTrump @POTUS I saw that. Crazy!
869704844067708928 2017-05-30 19:59:27 -0400 <dawnk777> @TPThompson2 @realDonaldTrump I think there is more trouble with trump.
869704836874465280 2017-05-30 19:59:26 -0400 <119Jeremiah> @correctthemedia @GEanalyst This woman must be prosecuted @jeffsessions @POTUS @FBI @realDonaldTrump
869704835745972224 2017-05-30 19:59:25 -0400 <olskoolaker31> @frankthorp @guypbenson @POTUS @realDonaldTrump Nor should they! Mr. President, stay in YOUR lane pls &amp; worry abt ur promises 2 'American people #MAGA #g8t1sttrip
869704834357874689 2017-05-30 19:59:25 -0400 <BurnettCynthia> @TerriHu98045266 @ItIzBiz @Shorewife @realDonaldTrump They don't have a description, a pic, or header. Their @ usually has large #s and they will be following a lot of people without tweets.
869704830570385408 2017-05-30 19:59:24 -0400 <gopsaidwhat> @1foreverseeking @Adamtheactivist @collisindc @James1_RIP_GOP @LiberalNavySeal @teriwhitta1 @UnderdogKitties @DEF407 @treestars4ever @cheewawa @therealroseanne @ThomasWictor @realDonaldTrump @POTUS Serious question, if being a progressive is so bad, what point in time should human progress have ended?
869704828833988608 2017-05-30 19:59:24 -0400 <Alexandra_4_2_> @Alice00581238 @LadyMSunshine @pennygail27 @maga_proud @SecretService @realDonaldTrump This response is unnecessary and a little snotty to be honest about it.
869704825742565376 2017-05-30 19:59:23 -0400 <Cannibal_Sauce> @Fired_Up_2016 @zesty_politics @realDonaldTrump They win tho and that's all he cares about. I wonder if people will call him names when they lay dying, or wish they had done something more
869704821020008448 2017-05-30 19:59:22 -0400 <Batt6C> @GOPPollAnalyst @realDonaldTrump @seanhannity HANNIPIE, IT FIGURES!
869704819946045440 2017-05-30 19:59:22 -0400 <spiderwomon> @foxandfriends @realDonaldTrump You know the truth....set it free🤡
869704816296992768 2017-05-30 19:59:21 -0400 <PamGordon16> @QofTU @th3j35t3r @sharondigi @realDonaldTrump I've saved it 🤖
869704814078431233 2017-05-30 19:59:20 -0400 <Funk_USMC> @FoxNews @DLoesch @realDonaldTrump might want to read this.
869704811343630336 2017-05-30 19:59:20 -0400 <mic0219> @realDonaldTrump The world is looking on in horror as the US weakens under your erratic behavior.  YOU, Trump, are very BAD for the U.S.  Resign Now!
869704810014158852 2017-05-30 19:59:19 -0400 <vszngrfx> @safeagain1 @JohnWDean @realDonaldTrump @POTUS @GOP @HouseGOP @Reince @IvankaTrump @jaredkushner @farenthold LoL destroying Hillary was easy... Pay to Play with the Clinton Foundation will make Slick Willies IMPEACHMENT look like a carnival!
869704806008586241 2017-05-30 19:59:18 -0400 <TomthunkitsMind> .@realDonaldTrump We Have One Question: WHERE ARE THE JOBS???  https://t.co/ia770LtISG
869704803189915648 2017-05-30 19:59:18 -0400 <freska5isams> @realDonaldTrump eh-hem...as I was saying...  https://t.co/gLGrYSa6G8
869704799142506496 2017-05-30 19:59:17 -0400 <Racer_x_Chris> @realDonaldTrump But wouldn't you prefer to just switch to ONE vote
869704797187956736 2017-05-30 19:59:16 -0400 <JulesRollTide> @DebYNYer @toastedalmond22 @dharmadude @allibeth63 @tanajam @Alpina_7 @BBCJLandale @realDonaldTrump @BarackObama FETAL
869704797024395264 2017-05-30 19:59:16 -0400 <blizthehusky> @politico @realDonaldTrump Just trying to create a 2 class system  The haves and the have nots.  And SALT tax breaks are for homeowners @GovChristie has highest tax
869704796818821122 2017-05-30 19:59:16 -0400 <Aoife_Clif> @Lorie4040 @KevinDarryl @Nuria_amb_seny @cleo_peterson @PalmerReport @realDonaldTrump Error 404 means an incorrect URL, or does not exist, or format not supported. Can it read 404 if you're blocked?
869704791496249345 2017-05-30 19:59:15 -0400 <m1chaelconrad> @kurteichenwald @realDonaldTrump No one else gets credit. They are all bit players in the Donald Trump show. Amazing every time I see it.
869704789478780929 2017-05-30 19:59:14 -0400 <Momthra> @BiglyTrumpette @Adamtheactivist @ThomasWictor @1foreverseeking @LiberalNavySeal @teriwhitta1 @UnderdogKitties @DEF407 @treestars4ever @cheewawa @therealroseanne @realDonaldTrump @POTUS What is the evidence of Obama and Clinton colluding with Russia?
869704788950364160 2017-05-30 19:59:14 -0400 <savetheturtles2> @Twitter bots rampant in @realDonaldTrump  account 49% intervene @CNN  https://t.co/o2NZgYMqZG
869704785913688065 2017-05-30 19:59:13 -0400 <MariaSomers4> @SpectorHairDay @LonghairKev @wipeoute @wildbarrys @peplamb @realDonaldTrump @Scavino45 Particularly, Drumpf.
869704784953069569 2017-05-30 19:59:13 -0400 <DReadyMixPilot> @TwitterMoments How can ANYONE think its real?? @realDonaldTrump HAS SHIT FOR BRAINS! So there would be no blood, and her face wuld have a very diff look!
869704784407916545 2017-05-30 19:59:13 -0400 <DeniseFabek> @mmpadellan @realDonaldTrump @Twitter Strange that these new Trump bot accounts are from Saudi Arabia
869704782033899521 2017-05-30 19:59:13 -0400 <15GTFASTBACK> @realDonaldTrump Europeans always complain about America but they waste no time going for the teet when the milk is free. Thank you Mr.Trump
869704776530907136 2017-05-30 19:59:11 -0400 <campbellx25> @realDonaldTrump Veterans have supported you...Support us!  AO/kidney cancer victims dying...where is VA?
869704773813010432 2017-05-30 19:59:11 -0400 <Tgingery2> @amart46 @Leannbe @CassandraRules @PrisonPlanet @realDonaldTrump @CNN Problem is were stating facts and talking policy you trumpsters refuse to engage  ( cause facts not on ur side) just call names
869704769279053824 2017-05-30 19:59:09 -0400 <RonMBrandt> @realDonaldTrump  My suggestion would be to hold a news conference outside the DC swamp every six to eight weeks with REAL news reporters!
869704767450234880 2017-05-30 19:59:09 -0400 <evilbendyforfun> @realDonaldTrump Can you believe your own stupidity?
869704760441454592 2017-05-30 19:59:07 -0400 <mdkalk> .....5...4...3...2...1....cue the Twitter tantrum from @realdonaldtrump. Must be getting real nervous about now.   https://t.co/rpsrYHS0BM
869704760022056960 2017-05-30 19:59:07 -0400 <rafaelaeugenia7> @LoriCerisano @kathygriffin She is sickening @realDonaldTrump Ru proud of yourself Krazy Kooky Kathy (KKK for short)
869704757354536961 2017-05-30 19:59:07 -0400 <sweir2255> @realDonaldTrump You are a lying SOB that's the real story
869704756935176192 2017-05-30 19:59:07 -0400 <edward_steele> @NancyPelosi @realDonaldTrump Nancy Pelosi I wish you would just shut up
869704755832016897 2017-05-30 19:59:06 -0400 <liberaltarian22> @tpm -@realDonaldTrump "is pushing a policy which is inimical to American interests and aligns entirely with Russia’s key strategic goals."
869704754292695041 2017-05-30 19:59:06 -0400 <prettyman74> @foxandfriends @realDonaldTrump #fakesnews You knows you lies for a #fakeprez we despise.
869704749448298496 2017-05-30 19:59:05 -0400 <conniem637> @realDonaldTrump HOW about U stay off TWITTER &amp; Take care of USA, NOT BLA,BLA bout Dems doing it! Get OVER IT!DO YUR DAMN JOB OR CAN'T YOU?#
869704749427433476 2017-05-30 19:59:05 -0400 <jema5445> @realDonaldTrump Can you just pretend to be president and tweet more intelligently, please! People are laughing at us bc you are our president!
869704748194304000 2017-05-30 19:59:04 -0400 <SuBee81> @MikeTokes @realDonaldTrump Thank you Mike for defending this poor old weak guy. #TakingPity #YouWereJokingRight?
869704747539984384 2017-05-30 19:59:04 -0400 <Dan_Gill22> @ColMorrisDavis @realDonaldTrump The President cannot say "Radical Alt-Christian White Supremacist" and will not tell his base of support to stop!
869704746021650433 2017-05-30 19:59:04 -0400 <redqueenliz> @Lee_in_Iowa @realDonaldTrump I stopped following him a long while ago. He made me sick.
869704744985661445 2017-05-30 19:59:04 -0400 <TammyDignan1> @realDonaldTrump  https://t.co/cU4bP85oDf
869704744029175809 2017-05-30 19:59:03 -0400 <DickiePena> @realDonaldTrump Donald, you can resign. The Russia Scandal is closing in. Do you really want to go to jail?  Resign. #trumprussia #impeachtrump #resist
869704740220915712 2017-05-30 19:59:03 -0400 <maravillage44> @Shareblue @realDonaldTrump Because when the president says it, it has to be "true." He makes his own reality. You have to wear a red hat to see it though.
869704739667062785 2017-05-30 19:59:02 -0400 <leftcoastbabe> How long until @realDonaldTrump tries to get all his fake Twitter followers registered to vote? @FullFrontalSamB @TheDailyShow @paul_lander
869704737968365569 2017-05-30 19:59:02 -0400 <RwTazzle> @CountryRoads2 @mdgarver @Donnarie2 @GravelGerty @PutinsHacker @democraticparad @Mike_P_Williams @realDonaldTrump away with crimes of such magnitude. They'd have to be super-powered, magical beings. Because regular people don't have the ability to cover
869704735707865089 2017-05-30 19:59:01 -0400 <esanger> @realDonaldTrump Stop Tweeting and start working on being a better human being!
869704733870571520 2017-05-30 19:59:01 -0400 <MrSuperItalian> @POTUS @realDonaldTrump , please have this woman indicted!  She is threatening our President!  https://t.co/xuxRq6g4wU
869704729693110272 2017-05-30 19:59:00 -0400 <ECLankford> Fed Govt does not belong in our classrooms. #StopCommonCore  #POTUS  @realDonaldTrump  @BetsyDeVos  @IvankaTrump  #local  #tcot #pjnet  https://t.co/qLZEhbMg3n
869704729479217153 2017-05-30 19:59:00 -0400 <mother_many> @realDonaldTrump Sad! 🙄  https://t.co/wIpHtoAUqg
869704729349304320 2017-05-30 19:59:00 -0400 <VatoDelcosta> @realDonaldTrump ooo ... puts on Volkswagen (VLKAY).
869704729219264513 2017-05-30 19:59:00 -0400 <EG4Hope> @foxandfriends @realDonaldTrump   https://t.co/sOz9B3pZuq
869704726945742848 2017-05-30 19:58:59 -0400 <LifeCoachLiza> @BrianPaulStuart @eddyrogerparker @realDonaldTrump Trump ranted abt Muslims et al now says nothing a/ WHITE RACIST HOME GROWN TERRORISTS!! Your racist rhetoric gave this RAT persmission!!
869704721245798402 2017-05-30 19:58:58 -0400 <beam_matt> @mmpadellan @realDonaldTrump Sorry, I'm a real follower (of his account only not his opinions - to be precise)! Too much fun to get it first hand instead of by media :-D
869704721027784704 2017-05-30 19:58:58 -0400 <LOLRosebud> @PerezHilton @realDonaldTrump Yeah she really did. I despise the guy, but isn't that what we are all trying to fix, terrorist acts. I would not want this pic of Hillary.
869704720369242112 2017-05-30 19:58:58 -0400 <MotherShuck> Figured with your @realDonaldTrump views you'd be hanging with @kathygriffin today 🤔  https://t.co/c35lIWXBTS
869704715143172096 2017-05-30 19:58:57 -0400 <SofiaHayes20> @VictorBlackwell @marcus_469 This is really going to hurt @realDonaldTrump's feelings. And he's already feeling sad and angry.
869704714195148800 2017-05-30 19:58:56 -0400 <lydia92862> @realDonaldTrump There is a reason y there is 3 branches of governing y don't u read on them and learn something
869704713356288001 2017-05-30 19:58:56 -0400 <TimWCarr845> @realDonaldTrump No, that is not how Democracy works. If so you would not be President #FakePotus #LoserPotus
869704709669564416 2017-05-30 19:58:55 -0400 <zeotherm> @TrancewithMe @realDonaldTrump @POTUS There's evidence that a large number of his followers are paid for bots already.  https://t.co/8lc0s6SNy5 @Newsweek @RawStory
869704706834128896 2017-05-30 19:58:55 -0400 <MariaCappacola> @foxandfriends @realDonaldTrump @FoxNews Why do you hate America?
869704705731112960 2017-05-30 19:58:54 -0400 <MisterCritical> @realDonaldTrump  is already guilty in the Russia scandal—here's the evidence | @MotherJones  https://t.co/pp8FkzE3Ol  https://t.co/jpNrr7vmOW
869704704246329344 2017-05-30 19:58:54 -0400 <carjimklas> @realDonaldTrump Y don't take your ass to russia or turkey and get out of my country which Ur destroying so U can steal from the poor to just get richer.
869704703730253824 2017-05-30 19:58:54 -0400 <camila_bijoux> @Impeach_D_Trump @CarolLaRue  Hey @realDonaldTrump did you get this memo?
869704701184311300 2017-05-30 19:58:53 -0400 <chanteliz> @realDonaldTrump OMG. Someone take away his twitter before our country is thoroughly screwed....
869704700999995392 2017-05-30 19:58:53 -0400 <PHLEaglesPhan> @mmpadellan @realDonaldTrump @Twitter Twitter needs to intervene. If not, Twitter will be a desolate place where only wackos gather. Sadly, it seems to be well on its way...
869704697975787520 2017-05-30 19:58:52 -0400 <patriceandjerry> @realDonaldTrump  in case you're confused.  https://t.co/bTZEG4RpRf
869704696801505284 2017-05-30 19:58:52 -0400 <RJ_Bond> It's time for @realDonaldTrump to pull out of Paris climate agreement. It gives him greater leverage to make it better in the future.
869704694322520064 2017-05-30 19:58:52 -0400 <tcooperlong> @Mike64ekiM @kthorjensen @foxandfriends @realDonaldTrump I think it's more of the irony and not suddenly discounting anonymous sources is the point.
869704693336993792 2017-05-30 19:58:51 -0400 <real_annie1974> @kathygriffin U state the truth. @realDonaldTrump feeds the FAKE NEWS, creates the FAKE NEWS. U are amazing @kathygriffin. Love the comedy you bring.
869704692313587712 2017-05-30 19:58:51 -0400 <GayleMi58181934> @realDonaldTrump Yep, make it easy, because you can't do anything that's hard. Barack Obama handled all the hard things himself.
869704677302177792 2017-05-30 19:58:48 -0400 <That1EBD> @clptnfan @MikeTokes @realDonaldTrump UNSUBSCRIBE to lists they put you on! Block the accts. If critical of Mango these bots try to infiltrate your acct and spam your tweets!
869704673166413825 2017-05-30 19:58:47 -0400 <michaelclancy83> @realDonaldTrump Their laughing at us all right... just not for that reason
869704668024152064 2017-05-30 19:58:45 -0400 <ILOVESSFC> @realDonaldTrump EVERYONE IS LAUGHING AT YOU!
869704663125413889 2017-05-30 19:58:44 -0400 <hjn3rd> @realDonaldTrump The next President will inherit a mess because they will be cleaning up the shit u left behind your a joke Mr. Trump and u have no idea..
869704657295335426 2017-05-30 19:58:43 -0400 <msdeehj1> @Daniell04790474 @activistDCmom @goblin_lord @th3j35t3r @realDonaldTrump @mikefarb1 I do follow him. I knew something was wrong for a while. My family from the South including GA.
869704655927947264 2017-05-30 19:58:42 -0400 <Pagemorgan75> @openpodbaydoor_ @Impeach_D_Trump @realDonaldTrump If u had a brsin
869704655596470274 2017-05-30 19:58:42 -0400 <Heidi61803027> @Scavino45 @TeamTrump @POTUS @VP @ArlingtonNatl @realDonaldTrump So cute
869704652169904128 2017-05-30 19:58:42 -0400 <USA9112001> @realDonaldTrump Russia,Russia,Russia,Trump,Trump,Russia,Russia,Jared,Jared,Russia,Russia, what about Clinton FDN they took money from Putin
869704651314221058 2017-05-30 19:58:41 -0400 <BernadineGillet> @HPMP12 @MagsWhelan1 @rockinbok926 @AynRandPaulRyan @realDonaldTrump @marchfeed @MalcolmNance He was the extroverted social butterfly but has early onset Alzheimer's &amp; doesn't speak well now.
869704648281554944 2017-05-30 19:58:41 -0400 <JuleBrecht> @TheSkinnyRage @j_kilometers @realDonaldTrump Immigration is an existential fear, with ready examples. By tapping into fear, they can marginalize and target groups as "common enemies"
869704645744218112 2017-05-30 19:58:40 -0400 <_peacefuldaisy_> @realDonaldTrump BAD GRAMMAR, DUMB-ASS: "The massive TAX CUTS/REFORM that I have submitted ARE ... " (not "is"). You continue to eclipse your own stupidity.  https://t.co/BZRqZ4PaX6
869704642879516672 2017-05-30 19:58:39 -0400 <MizTBerri> @JoanRockett1 @KMR31871 @mdeloge @WMN4SRVL @RussellsRiff @shiller59 @MalcolmNance @th3j35t3r @POTUS @realDonaldTrump @Twitter @Support @jack Blocked Trump ages ago!
869704642124558336 2017-05-30 19:58:39 -0400 <MAISIEFROMBX> @mmpadellan @MeatballMom2 @realDonaldTrump I am unfollowing Trump. I do need to read bots from Siberia who support DonniefromQueens.
869704639461171200 2017-05-30 19:58:39 -0400 <rwdoak1219> @realDonaldTrump By humiliating them?  You actually believe humiliation is a proper tool to use as a President.  Ashamed!
869704638714580992 2017-05-30 19:58:38 -0400 <W1LLPow3R> @realDonaldTrump Americans with a sense of dignity and love for our country support you Mr. President. Keep at it and forget the haters.
869704637103734784 2017-05-30 19:58:38 -0400 <LizaLundLA> @realDonaldTrump You created this entire Russia situation all on your own.
869704634918608896 2017-05-30 19:58:37 -0400 <CJN356> @realDonaldTrump You really don't like women...especially woman that have control and power! Germany is very important to our livelihood and future. #backoff
869704631131267072 2017-05-30 19:58:37 -0400 <iam_psychodrama> @th3j35t3r @realDonaldTrump Most of the bots on Trump’s account follow 20-21 people. Besides following him most that I have looked at follow Justin Timberlake too.
869704630787289090 2017-05-30 19:58:36 -0400 <wajmcd> It appears like even the 🐊GATORS don't​ want to get anywhere near that SWAMP at #1⃣6⃣0⃣0⃣ PENN. AVE likely the STINCH from @realDonaldTrump  https://t.co/yB5X1XLBKf
869704627045978112 2017-05-30 19:58:36 -0400 <Gina02301885> @PressSec @nypost @POTUS @realDonaldTrump Did you give him a cookie afterward for not doing anything outrageously stupid?
869704625850658816 2017-05-30 19:58:35 -0400 <JohnEwaldt> @foxandfriends @realDonaldTrump Spicer rants about unnamed sources. This article names no one.
869704622830649345 2017-05-30 19:58:35 -0400 <FredARossi1> @realDonaldTrump The election is over. Be a man and tell the truth for once
869704618959409152 2017-05-30 19:58:34 -0400 <real_annie1974> @kathygriffin U state the truth. @realDonaldTrump feeds the FAKE NEWS, creates the FAKE NEWS. U are amazing Kathy. Love the comedy u bring
869704615784103936 2017-05-30 19:58:33 -0400 <CaraLewis42> @realDonaldTrump how many retweets before you step down?
869704611086692353 2017-05-30 19:58:32 -0400 <gone2wi> @JacqueF13 @KD2017Newer @FrightfulHorror @nastyblackwoman @AdnanSamiLive @tonyposnanski @realDonaldTrump I also know the history the the civil war
869704607496364032 2017-05-30 19:58:31 -0400 <philipmichau> @realDonaldTrump The media is in a full frontal attack. Ignore most of it--keep your focus on the your mission DTS.
869704602014318593 2017-05-30 19:58:30 -0400 <melzyhutch> @mmpadellan @realDonaldTrump @Twitter Disgusting... twitter should intervene. Doubt this was the idea when twitter was created...
869704600126881796 2017-05-30 19:58:29 -0400 <Jon1Terry> @realDonaldTrump The Middle East has thousands of years of warring.
869704595722969093 2017-05-30 19:58:28 -0400 <WargSneezes> @No_Misology @Magnum_442 @kim @justinhendrix @realDonaldTrump Lordy Lordy Lordy Trump isn't Savy enough or well read enough to run in that crowd. He is so outclassed it is sad. No wonder he looked dazed
869704591667081218 2017-05-30 19:58:27 -0400 <SDonnelly_77> @The_UnSilent_ @realDonaldTrump If tRump was channeling @Oprah he'd be saying, "YOU get a bot! YOU get a bot! YOU get a bot!"
869704590308061185 2017-05-30 19:58:27 -0400 <mamabearwrites> @realDonaldTrump @VP  You good with this? And your 'party' isn't promoting hate? #SilenceEqualsComplicity #Pharisees  https://t.co/UFBDShVvE2
869704583337177088 2017-05-30 19:58:25 -0400 <HeidiMWhite456> @realDonaldTrump We're on to your new Bots and will neutralize them. #ImpeachTrump. signed, #TheResistance
