1195854055119183873 2019-11-16 18:59:59 -0400 <GalinisGail> @Concerned194567 @tomiahonen @realDonaldTrump I definitely agree.
1195854032981692416 2019-11-16 18:59:54 -0400 <Sue_me2016> @Tarquin_Helmet @realDonaldTrump @EddieRispone @seanhannity tries to go back again, he’s sniffing !
1195854029479436288 2019-11-16 18:59:53 -0400 <konati> @XC11488 @tedlieu @realDonaldTrump Air Force JAG. Some real military service. Not
1195854028065955840 2019-11-16 18:59:52 -0400 <dumpstafire> @William62233513 @realDonaldTrump @EddieRispone Sometimes facts take awhile to arrive in Florida.
1195854025088020486 2019-11-16 18:59:52 -0400 <BurmansbSue> @KimStrassel @realDonaldTrump Do you follow the facts? Are you aware of political politics going on? Do you listen to him personally?  Do you see everyone going to prison around him?
1195854023389143040 2019-11-16 18:59:51 -0400 <Darlene43204151> @TomFitton @realDonaldTrump Another Kavanaugh disgrace. So sick of this stuff.
1195854023091458049 2019-11-16 18:59:51 -0400 <Hewdaman> @KickingTexas @Michell30439910 @DevinNunes @realDonaldTrump Roger stone being convicted proves none of it was a hoax.   Enjoy the impeachment.
1195854022147739648 2019-11-16 18:59:51 -0400 <Chey1Sanders> @jhansonlpn @hsolo05 @Kage_Nara @RepSwalwell @realDonaldTrump He NEVER offered assistance!! That's just TOO funny! But, hey! Tell yourself what you need to do you can sleep at night!  I'm definitely open to seeing your PROOF of this "offered help", tho!!  That's really creative!! 🤣😂🤣
1195854018549047297 2019-11-16 18:59:50 -0400 <bstunglips> @realDonaldTrump feels like Putin is running our country. The GOP wants so desperately to fill our courts with conservatives they are willing to sell out our constituton, our democracy and every American soldier that made the ultimate sacrifice.  https://t.co/wPqwaWBV50
1195854017353732098 2019-11-16 18:59:50 -0400 <AverageJDoe> @EliseStefanik @realDonaldTrump Maybe I’ll contribute to your therapy, because you obviously need your head checked if you can’t see Trump’s crime here.  Common Sense shouldn’t be adjustable to Party affiliation.  Have a little bit of a clue, Elise.  Seriously. 🇺🇸⚖️
1195854016351211521 2019-11-16 18:59:50 -0400 <DevilsA40599657> @nc_maga @hfdwhalers1 @itsJeffTiedrich @realDonaldTrump @Varneyco @FoxBusiness What part of i'm not a dem do you not understand. Repubs are pedo's so if you support them you agree it's ok.
1195854014392537088 2019-11-16 18:59:49 -0400 <micschi> hey, @realDonaldTrump! what a great witch hunt, huh? https://t.co/grgAdxPkHb
1195854013004238849 2019-11-16 18:59:49 -0400 <barbara_moede> @RobertJohnDavi @FoxNews @JonScottFNC @realDonaldTrump Adam Schiff is a #PathologicalLiar
1195854010047033344 2019-11-16 18:59:48 -0400 <Geezer_Woman> @msenicaracing @realDonaldTrump @EddieRispone KAGA? Keep America Great Again??? 🙄
1195854009665544193 2019-11-16 18:59:48 -0400 <irisdioci> @MiChillona @realDonaldTrump @Speedser1 Abrazos
1195854009598435335 2019-11-16 18:59:48 -0400 <wecanDTS> @DonnaWR8 @francesme @realDonaldTrump @POTUS #Pardon
1195854009120088065 2019-11-16 18:59:48 -0400 <Becky4Democracy> @realDonaldTrump #ResignNow
1195854008952524802 2019-11-16 18:59:48 -0400 <loveispower1111> @realDonaldTrump Witness intimidation , crime!
1195854007211827200 2019-11-16 18:59:47 -0400 <mikeyD15230784> @tedlieu @TheJusticeDept @realDonaldTrump Yup.
1195854006943399936 2019-11-16 18:59:47 -0400 <Wildman41139596> @AndyOstroy @realDonaldTrump  https://t.co/ubG7kktyza
1195854005597097985 2019-11-16 18:59:47 -0400 <emayteeteej> @hollyapfeiffer @CaseFranko @puckster23 @Nikki4Towers @AndyOstroy @realDonaldTrump @foxandfriends Can’t believe I never thought of faux 😂
1195854005114568705 2019-11-16 18:59:47 -0400 <Therealbong5150> @realDonaldTrump @nytimes Bulk buying of the book is kinda cheating your way to a best seller but then again thats all you know is cheating and lying 🖕#worstpresidentever #nooneisabovethelaw #ImpeachTrumpBarr #yourgoingtojail #LockHimUp
1195854004737196033 2019-11-16 18:59:47 -0400 <GaleElliott> @RepAndyBiggsAZ @POTUS @realDonaldTrump Then tell Trump to stop blocking ones with firsthand knowledge.
1195854001465647106 2019-11-16 18:59:46 -0400 <remmingtondrod> @mrwhite90864194 @ErieMom @RogerLHaviland @Mongo3804 @baldwinb317 @TomDoubting @WalkedAwa @aaronaretools @jim16919077 @r0xie_f0x @RealGreyrider @RickySi16087724 @mbees39 @lostandlovinit @wlbeattie @FlashToso @chrisg409ubc @JDW714 @nitronut128 @wil_ced @Black_is_back5 @Allie4Christ @AllaraTravel1 @Vickie627 @SlimJimJohn1 @hrt6017 @CcNieukirk @Yuwantokno1 @GPoopon @lanny33571893 @HavokHawk @MarlaineDettlo1 @Lostprayer2 @NeoDJT @Vincenz42493578 @skeeduu @instinctnaturel @ord3001 @MzDeplorable @calekst @FalconSays @aleeyun_nvaazun @DM7013 @PatriotSally @Khary_Illah @VeteranHusker @usmc_army @truebluebadass @realDonaldTrump @DonaldjtrumpJ everything
1195854000492552192 2019-11-16 18:59:46 -0400 <crypotbird> @gtconway3d @realDonaldTrump Golden...
1195853997380382733 2019-11-16 18:59:45 -0400 <EagleThrust007> Thank you  @POTUS @realDonaldTrump  https://t.co/aLr5bt09mR
1195853995157446657 2019-11-16 18:59:44 -0400 <GerryPo> This is a big deal and one of many significant moves by this President. Thank you @realDonaldTrump  Judicial Watch - Trump Rids Major U.S. Container Port of Chinese Communist Control -  https://t.co/gBIVVMVgrd
1195853994977042432 2019-11-16 18:59:44 -0400 <ZiomkowskiLisa> @TeamTrump @Mike_Pence @NASAAmes @realDonaldTrump What a waste of taxpayer money,  try getting healthcare,  prescription drug costs down, gun violence reform, end racism,  end hate
1195853994788343808 2019-11-16 18:59:44 -0400 <GrantJames8> Imposter in chief @realDonaldTrump
1195853991374196736 2019-11-16 18:59:44 -0400 <kdawn63> You and @realDonaldTrump are this country’s real problem. Take a seat.
1195853990669324288 2019-11-16 18:59:43 -0400 <ssjoyful1> @realDonaldTrump They are an embarrassment to our great country!
1195853987230056448 2019-11-16 18:59:43 -0400 <diraclikesmath> @ginaelia @ewarren @realDonaldTrump I like your gif. Passion wins every time. But would you seriously consider voting for Andrew Yang in your state’s semi open primary? I’m not a Democrat but I’m very impressed with this candidate. I think you will be too. America deserves a real choice.  https://t.co/bg03sZ7u6u
1195853985837658113 2019-11-16 18:59:42 -0400 <PogMoThoinTrump> @MarshaBlackburn @realDonaldTrump Keep those deflections coming, Peaches.  https://t.co/krpv9zuupB
1195853984893943808 2019-11-16 18:59:42 -0400 <oddboz> @realDonaldTrump @EddieRispone Shut up
1195853982985596928 2019-11-16 18:59:42 -0400 <ambjg> @realDonaldTrump @EddieRispone Hey. I thought you were at Walter Reed? Do they let cell phones in there?
1195853982939275264 2019-11-16 18:59:42 -0400 <w2stateline> @RepDLamborn @realDonaldTrump @POTUS Removal is one thing but conspiracy to falsely lie about her performance and accomplishments just to remove her is another thing.
1195853982478016512 2019-11-16 18:59:41 -0400 <RealRobClark> @OneWQKEAnon @dunbdav @realDonaldTrump @MitraMaga @TimothyHamby2 @Real_Patriot911 @jmikesharp @FarRight1_2 @MRCJUSTRIDEIT @4Mischief @magafiesta @TEXAN4MAGA @investigationsk @suegoodall59 @Hope46632929 @LysterBetsy @1SaeculumTrump IfBP
1195853982293348354 2019-11-16 18:59:41 -0400 <Jamd15346229> @realDonaldTrump You were the only president that talked bad about her. You are like a scared little kid, bulling is the way you take care of things, not going to work this time. It is very sad that a person in your position would go to that extreme to intimidate a wittiness.
1195853982092201986 2019-11-16 18:59:41 -0400 <aboomarelswify> @ThomasBeyer @BernieSanders @AOC @realDonaldTrump  https://t.co/UDcXgG210F  https://t.co/HiME2Kf3md
1195853981551136768 2019-11-16 18:59:41 -0400 <Kathy54930849> @hamb0ne1 @ARMYJiminIsArt @Rynbtty1 @jamboluvsbutter @FalcoTracy @gtconway3d @EliseStefanik @TedraCobb @SecPompeo @realDonaldTrump Well Pinto Beans.....what our great President does or doesn’t do, does NOT require your approval. If you bought into that senseless charade yesterday, then you’ll fall for anything.  Had she done her job professionally, she may had not been canned.
1195853981290942464 2019-11-16 18:59:41 -0400 <Anna_63> @MatthewJshow @realDonaldTrump No they don’t
1195853977709101056 2019-11-16 18:59:40 -0400 <thefinbow> @realDonaldTrump Just stop child.
1195853976119304192 2019-11-16 18:59:40 -0400 <huntersjames> @jptrib1 @hopedowdlist @DonaldJTrumpJr @realDonaldTrump can we get these pictures to capture the caricature? basically the reality, the bowler hat, the cigar, the shades, the sharkskin suits, the oily filth ya know? anybody?
1195853975444176896 2019-11-16 18:59:40 -0400 <b2savage> @KimStrassel @realDonaldTrump Poor Kimmy, she picked the wrong side - again.
1195853973242036226 2019-11-16 18:59:39 -0400 <TequilaKent> So @realDonaldTrump lied when he said he didn't know Parnas or Fruman? I'm shocked, he's normally so honest.
1195853971665117184 2019-11-16 18:59:39 -0400 <RUducknKittnMe> @PRSunnyNorm @tomiahonen @DanScavino @realDonaldTrump  https://t.co/0dO716n0Yx
1195853971262361600 2019-11-16 18:59:39 -0400 <pop2cas> @ThomasBeyer @BernieSanders @AOC @realDonaldTrump Peace? Better than Democrats? You've forgotten George W apparently. Most of the shit left in the Middle East is still due to that Republican war criminal.
1195853971086331905 2019-11-16 18:59:39 -0400 <uglygalz1> @realDonaldTrump @EddieRispone  https://t.co/rcT4XxJ9uu
1195853970570391553 2019-11-16 18:59:39 -0400 <mollyantonelli4> @KimStrassel @realDonaldTrump never has America gone to war in defending its freedom with the constitution and against false news ... President should say no to the false demo Tribe if they want to question him and all other right
1195853967399510019 2019-11-16 18:59:38 -0400 <LisaLisamhe> Thank you @RepAdamSchiff   Many thanks for your measured, truthful and steady exposure of the @realDonaldTrump hypocrisy.
1195853965885394944 2019-11-16 18:59:38 -0400 <starshade71> @mcoorlim @Monotony_Man @realDonaldTrump Dems been investigating him for three years and found nothing, can you name any crimes that's worth impeaching him for?
1195853965726027776 2019-11-16 18:59:37 -0400 <TidalWetland> @RickStelter @SteveScalise @realDonaldTrump Oh they COULD name them, but since they are professionals they DIDN'T  name them. The facts speak for themselves!
1195853965415473152 2019-11-16 18:59:37 -0400 <risafeely1> @davidaxelrod @realDonaldTrump Trump likes to hire amateurs. They’re grateful for the opportunity and will do anything to keep the job. And they’re in over their heads so Trump can feel superior.
1195853965151240192 2019-11-16 18:59:37 -0400 <bwanabubba> @DiamondandSilk John Wayne is dead, so that won’t work @realDonaldTrump 2020 🇺🇸
1195853962634616832 2019-11-16 18:59:37 -0400 <Darla_jimswife> @Jay77376635 @Elinor276and16 @AndyOstroy @realDonaldTrump @EddieRispone @LouisianaGov You gave me my laugh for the day. You think Trump is always telling the truth? Hilarious!
1195853959296159745 2019-11-16 18:59:36 -0400 <Qtastic1776> @Education4Libs It's only a problem when @realDonaldTrump pin points the corruption. Sad story of our era.
1195853956729188356 2019-11-16 18:59:35 -0400 <LINY2020> @EliseStefanik @realDonaldTrump You really are garbage!
1195853956464992257 2019-11-16 18:59:35 -0400 <RhetoricalTool> @CarlWebbJR @realDonaldTrump Unlike all the free-thinking, independent trump voters, who, despite those characteristics, always parrot the same exact talking points I hear on Fox "news" as they goose-step us toward fascism. Meanwhile, you can't get 3 Democrats to agreevwhere to go for lunch, but we're sheep.
1195853955319943168 2019-11-16 18:59:35 -0400 <DA58226082> @_rob_the_bob_ @realDonaldTrump @EddieRispone So true !!!
1195853955160576004 2019-11-16 18:59:35 -0400 <joann_cubberly> @mojobijuan @AndyOstroy @A_Kay77 @realDonaldTrump Of course, but we know better.
1195853954564984832 2019-11-16 18:59:35 -0400 <Sheeefairy> @realDonaldTrump True!  https://t.co/QKYrneXtOh
1195853953704972288 2019-11-16 18:59:35 -0400 <TheAteam3333> @LouDobbs @realDonaldTrump @KimStrassel Dou Lobbs!!!
1195853950467158016 2019-11-16 18:59:34 -0400 <raelynne1993> @HereToResist @DevinCow @JTMontgomery8 @EliseStefanik @realDonaldTrump @TedraCobb yep there are a lot of commie pigs in the blue party
1195853946755145728 2019-11-16 18:59:33 -0400 <realFriedmanAvi> @realDonaldTrump Ehm false
1195853945975050241 2019-11-16 18:59:33 -0400 <rfmahe02> @realDonaldTrump @EddieRispone Please oh please keep your governor, I want to see a huge melt down tonight.
1195853945970802689 2019-11-16 18:59:33 -0400 <hcstau> @KiwiCraig74 @Stupid_Sea @kath_keaton @stopbeingaderp @charliekirk11 @realDonaldTrump Oh, forgive me! You are SO right, I did leave out “work” related! Bottom line though is FBI NEVER got all the “work related” devices &amp; servers so who knows.? HC thought those pesky requirements &amp; National Archives were beneath her. And before you@ me...go research the reports.
1195853942237925377 2019-11-16 18:59:32 -0400 <SpringerBryon> @old_ffaguy @mbreeden7 @DanScavino @realDonaldTrump Burdick v United States sir. Look it up, the pardon relieves him if the penalty of his crime, it does not erase the crime. A pardon must not only be offered, he has to actively accept the pardon. It’s like a guilty plea, you can never argue innocence afterwards
1195853941680025600 2019-11-16 18:59:32 -0400 <Phrontrowalpine> @PlainSite @GerberKawasaki @GavinNewsom @realDonaldTrump @elonmusk You seem jelly
1195853940027473923 2019-11-16 18:59:31 -0400 <Out5p0ken> @realDonaldTrump Better book! Go #BulkSales !  https://t.co/Au93N0LsNf
1195853937909227520 2019-11-16 18:59:31 -0400 <M_I_T_C_H_STER> @AndyOstroy @realDonaldTrump DEVASTATING? Only for your feelings!
1195853937146023936 2019-11-16 18:59:31 -0400 <VHayek214> @patfrr @tedlieu @TheDemocrats @POTUS @realDonaldTrump Counsel of Foreign affairs   https://t.co/A0Y7zH5jnv
1195853935967236098 2019-11-16 18:59:30 -0400 <hathor_woods> @EliseStefanik @realDonaldTrump Eliseo. Please read "The Constitution for Dummies ," so you can understand the roles and responsibilities of each Branch of Government   Please review your Oath of Office and honor it  Please read the Mueller Report.  Please stop lying
1195853935061323777 2019-11-16 18:59:30 -0400 <creyna55> @EliseStefanik The fact you spoke the most minus Nunes is the real truth.  Keep trying to gain support through lies we all see behind yours and @realDonaldTrump bullshit.  Facts is all I care about and you should do the same.
1195853927197151236 2019-11-16 18:59:28 -0400 <PreschoolTeac13> @realDonaldTrump #bulkorder
1195853926911946755 2019-11-16 18:59:28 -0400 <CEdwardSellner> @SteveScalise @realDonaldTrump It's why key witnesses have been forbidden by Trump to testify. And why he's lied consistently about everything.
1195853926911762432 2019-11-16 18:59:28 -0400 <kiwiphil> @tuamotuarch @lesleyabravanel @realDonaldTrump @DanHenninger Thing with boomerangs is they rarely come back to you. Barr's credibility is shot to shit, what ever he comes up with only the extremely gullible will believe.
1195853926727184385 2019-11-16 18:59:28 -0400 <scott_anderson> @MarshaBlackburn @realDonaldTrump You are defending fascism and enabling Putin.
1195853925750059008 2019-11-16 18:59:28 -0400 <MartinekKaren> @realDonaldTrump  https://t.co/QLKTKpmro4
1195853922726031362 2019-11-16 18:59:27 -0400 <stillmscrain> @emekabk21 @JRehling @realDonaldTrump 😂
1195853922239471616 2019-11-16 18:59:27 -0400 <Mary40Illinidr> @cybpmp2 @someknew @realDonaldTrump @foxandfriends You misspelled Trump.
1195853915918487553 2019-11-16 18:59:26 -0400 <LauraAllen55> @realDonaldTrump Get over it!
1195853915805364224 2019-11-16 18:59:26 -0400 <markmark237> @realDonaldTrump Everything leads to Russia-
1195853911678160896 2019-11-16 18:59:25 -0400 <imillerand1> @realDonaldTrump False!
1195853911070040064 2019-11-16 18:59:24 -0400 <orourke1125> @TomFitton @realDonaldTrump Me thinks he protests too much
1195853908645699586 2019-11-16 18:59:24 -0400 <xkenut> @brandoncomputer @realDonaldTrump @foxandfriends I consider no one my enemy. I only attempt to discern. Christ said that you shall know them by their works. When I see people appear to think they know more than God, that appears to be idolatry
1195853907618074624 2019-11-16 18:59:24 -0400 <Rhake08> @pulte True Story! I remember it clearly and can't believe there's 1.5mill! Unbelievable! Amazing work Bill! #TwitterPhilanthropy #winning #Saturday #AmericaFirst @realDonaldTrump @TeamPulte @TeamGivingCom
1195853907362242563 2019-11-16 18:59:24 -0400 <Dwick05343104> @MarshaBlackburn @realDonaldTrump “He made a mistake,” @SpeakerPelosi says on Trump's tweet about Yovanovitch during her testimony. “I think part of it is his own insecurity as an impostor...he knows full well he's in that office way over his head. And so he has to diminish everyone else.”
1195853907060305925 2019-11-16 18:59:23 -0400 <JeffBentleyJon> @EliseStefanik @realDonaldTrump Support her opponent.    https://t.co/zjtf3LBYDe
1195853905948753921 2019-11-16 18:59:23 -0400 <linda75899479> @realDonaldTrump @EddieRispone Vote blue
1195853905139322880 2019-11-16 18:59:23 -0400 <Lovebacon33> @azstephanieb @ViolatingN @NaksLfcRed @THEFXR1 @MatthewJshow @ChatByCC @realDonaldTrump Riiiight. I'm sure they had them killed. I got land in Hawaii to sell you, too. I'm not even a dem but that's just fake news at its best. So, maybe she and Trump can share a cell.
1195853896729710602 2019-11-16 18:59:21 -0400 <storyfor60min> .@realdonaldtrump  https://t.co/Soe33ZN34c
1195853896238993408 2019-11-16 18:59:21 -0400 <RossFairchild> @Gt2hvfriends @JLN2IK @flybone_robin @alx @thehill @realDonaldTrump Did you actually say ‘witnesses’? 🤔 What ‘witnesses’ have been interrogated?
1195853895022592001 2019-11-16 18:59:21 -0400 <tfoley1> @realDonaldTrump #TrumpCrimeFamily
1195853892245954568 2019-11-16 18:59:20 -0400 <degomickhick> @MarshaBlackburn @realDonaldTrump Whistleblower identity is protected and has zero to do with Trump's obvious criminality. You can't gaslight all of us. Get off the Titanic.
1195853891159638016 2019-11-16 18:59:20 -0400 <pupulism> @realDonaldTrump @EddieRispone  https://t.co/Vg7iNoPuXC
1195853891033800710 2019-11-16 18:59:20 -0400 <BunkerNot> @TruBluRayne @glamelegance @realDonaldTrump "If you’re not a liberal when you’re 25, you have no heart. If you’re not a conservative by the time you’re 35, you have no brain."- Winston Churchill
1195853890463383553 2019-11-16 18:59:20 -0400 <RufinoJimenez6> @realDonaldTrump Just to note. The markets grow. Markets broke records , under Reagan, Bush, Clinton, Bush jr., Obama. They all broke records. The biggest difference is where would the markets be with repatriation. Because the economic growth is exactly where  it was under Obama
1195853887393214464 2019-11-16 18:59:19 -0400 <Bonnology> @AndyOstroy @realDonaldTrump Is that why he went to the hospital today?
1195853887162466305 2019-11-16 18:59:19 -0400 <20buckspinlabel> @realDonaldTrump @nytimes The failing NYTimes list
1195853884926746629 2019-11-16 18:59:18 -0400 <RoseWeatherhead> @drewz_view @TomiLahren @realDonaldTrump I wish it was non-violent offenders but it's war criminals that he is granting clemency to. War criminals whose own people testified against them as to the horrific way they acted.
1195853884079714304 2019-11-16 18:59:18 -0400 <bstunglips> @realDonaldTrump @EddieRispone It's overwhelming how much it feels like Putin is running our country. The GOP wants so desperately to fill our courts with conservatives they are willing to sell out our constituton, our democracy and every American soldier that made the ultimate sacrifice.  https://t.co/iae4ckTCF9
1195853880833085440 2019-11-16 18:59:17 -0400 <Armyvetgrl1> @realDonaldTrump  please, call them what they are, DOMESTIC Terrorists. We need the feds to come in and forcibly remove Ted Wheeler and Kate Brown who do nothing to protect Oregonians from this nightmare.
1195853880652976132 2019-11-16 18:59:17 -0400 <MartinekKaren> @realDonaldTrump  https://t.co/KYOSoAXvwe
1195853878790541312 2019-11-16 18:59:17 -0400 <JewelODesert> @realDonaldTrump  https://t.co/6PLDX7zNUZ
1195853877804855297 2019-11-16 18:59:17 -0400 <nm_native> @LadySilverRaven @stclairashley @realDonaldTrump No...He LIED to Congress.
1195853875292622855 2019-11-16 18:59:16 -0400 <ranjok17> @AndyOstroy @realDonaldTrump Tick Tick Tick.....
1195853875204505603 2019-11-16 18:59:16 -0400 <louisthekingvi> @OARichardEngel @brett_mcgurk @BarackObama @realDonaldTrump As an American Kurd, I want to thank for covering the story of Kurdish betrayal. It is good to know that Kurds have are not completely abandoned.
1195853874571202560 2019-11-16 18:59:16 -0400 <MichaelLeeMiley> @Guiltyascyn @NoWay7790 @realDonaldTrump @EddieRispone Me Too! I'm ready for a Civil War
1195853871811305472 2019-11-16 18:59:15 -0400 <troy_gautreau> @realDonaldTrump And not by all of her party!
1195853870213271552 2019-11-16 18:59:15 -0400 <DimaagLagao> @WhatDoY38825459 @MatthewJshow @RichSementa @realDonaldTrump Freudian slip there bubba, but you are right he is technically already "impeached"
1195853868476903430 2019-11-16 18:59:14 -0400 <Sair58545402> @realDonaldTrump Alreet Donny, me old orange mucker. You impeached yet?
1195853868200026122 2019-11-16 18:59:14 -0400 <darleneabstein1> @AnnCoulter @realDonaldTrump Horse pucky
1195853864513220608 2019-11-16 18:59:13 -0400 <danushdm> @DonaldJTrumpJr @realDonaldTrump The majority of the people did not elect 45/a body devised to accommodate a very sorry time in our history elected 45/watch the movie Harriet for a reminder
1195853862214742017 2019-11-16 18:59:13 -0400 <ViManucho> @LAVERDADDEBOLI2 @Miriam_Junne @AbigailBC1 @paulocoelho Házte una idea de la libertad que "le damos de hablar" a todo el mundo (y tanto daño le hacen a nuestro país): desde una zorra mandilona, @VicenteFoxQue, hasta una zanahoria merolica @realDonaldTrump. ¿Cómo no a @evoespueblo que sigue luchando?
1195853859178078208 2019-11-16 18:59:12 -0400 <CaraDalton13> @mahopacmike @MarshaBlackburn @ChatByCC @realDonaldTrump You do know there are 45 or so Republicans like Nunes and Jordan and Meadows in those closed door hearings, right?
1195853858255384577 2019-11-16 18:59:12 -0400 <prenticegizmo> @KimStrassel @realDonaldTrump Yovanovitch, Taylor &amp; Kent told a story that made it crystal clear: Trump wanted something from Ukraine before he would give the money, the Biden’s did nothing illegal, Giuliani running foreign policy was unheard of, withholding the aid was terrible for Ukraine.
1195853853369012229 2019-11-16 18:59:11 -0400 <brianwins5> @DrDenaGrayson @561Pamela @realDonaldTrump @RudyGiuliani @SecretaryPerry @SecPompeo  https://t.co/f6daMvQFl4
1195853853356371968 2019-11-16 18:59:11 -0400 <dumpfsmom> @realDonaldTrump @EddieRispone Yeah!  Takin it up the old tailpipe, having a racist, backwoods, klan affiliated, WH montage in charge.  Seems like Deja Vu Donny.
1195853849472299008 2019-11-16 18:59:10 -0400 <AnnieDiehl> @David_AsTheMan @AndyOstroy @realDonaldTrump @EddieRispone @LouisianaGov waist size is spreading to. He needs to be impeached
1195853849241669632 2019-11-16 18:59:10 -0400 <vmpalmerton> @Wmillard9 @EliseStefanik @realDonaldTrump Follow and donate to @TedraCobb
1195853849090830342 2019-11-16 18:59:10 -0400 <texun_1> @realDonaldTrump Because republicans are chicken shit
1195853848268685312 2019-11-16 18:59:09 -0400 <RamOfCascadia> @lostinitiative @tedlieu @TheJusticeDept @realDonaldTrump It's still a thing. It's just that certain people have no particular interest in following the law. And certain others have no particular interest in enforcing it.  But this, too, shall pass.
1195853847954112513 2019-11-16 18:59:09 -0400 <iteachspeech31> @tomiahonen @realDonaldTrump That's how confident he is in his innocence... And so are his supporters!
1195853845512900609 2019-11-16 18:59:09 -0400 <chrisbeam12> @realDonaldTrump @EddieRispone Louisiana get out and vote for John Bel Edwards! He is the best man for the job, a never Trumper!
1195853845299105794 2019-11-16 18:59:09 -0400 <Bella12575656> @bandito1956 @Debbie56111656 @realDonaldTrump @EddieRispone This is lonely desperate Debbie's daily chores. She spends all day everyday on Twitter smearing people.
1195853844690812928 2019-11-16 18:59:09 -0400 <FrankDoolin> @shadygrove @podmahoney @drmammal @DailyCaller @gtconway3d @EliseStefanik Many people are saying @realDonaldTrump's been holed up in the WH all day/night w/ lawyers ENRAGED at today's DEVASTATING setbacks...&amp; is having a colossal unhinged MELTDOWN. Screaming, throwing things, threatening to fire everyone. He's TERRIFIED, PANICKED &amp; DESPERATE...  https://t.co/Uib6hDuMlK
1195853840920145920 2019-11-16 18:59:08 -0400 <seattlecarl> @lilredfrmkokomo @jennfranconews Ok, here goes. Russia wants Americans to distrust government. Money linked to pro-Russian sources has flooded the @GOP and @NRA - @realDonaldTrump embraces allies and money from all sources, including dirty money from Russian mobster types he amplifies some conspiracy theories.
1195853840777728000 2019-11-16 18:59:08 -0400 <loveispower1111> @real_defender @realDonaldTrump He shreds it daily, hates it.
1195853839678787592 2019-11-16 18:59:07 -0400 <tturnt1> @realDonaldTrump @EddieRispone Yeah. We remember lower insurance premiums.  Probably safer vehicles too.
1195853839544586240 2019-11-16 18:59:07 -0400 <DA58226082> @kristie_strom @realDonaldTrump @EddieRispone Vote democrat and we will come back!!!
1195853838596608000 2019-11-16 18:59:07 -0400 <ourladyofchrist> @realDonaldTrump @EddieRispone FROM THE HOSPITAL ..... JAJA
1195853836717613056 2019-11-16 18:59:07 -0400 <blueyedlvrgirl> @emachnic @lowryrf @mikhail1973 @RepSwalwell @realDonaldTrump The problem with your theory is you can kill someone without them knowing, but with bribery they have to know or it wouldn't be bribery. More mental gymnastics by the brainless.
1195853834473488384 2019-11-16 18:59:06 -0400 <NN_MoreEmpathy> @realDonaldTrump @foxandfriends Whereas you recruit mob figures to do your bidding. We have seen enough, bye Felicia.
1195853833471086593 2019-11-16 18:59:06 -0400 <ssjoyful1> @realDonaldTrump Amen
1195853830421991425 2019-11-16 18:59:05 -0400 <Educator1028> @KimStrassel @realDonaldTrump  https://t.co/dYub89ow1T
1195853822301622272 2019-11-16 18:59:03 -0400 <KBR67150616> @pinon_frijoles @PeterSchiff @realDonaldTrump If a dem is in his seat buy gold!!
