1114316788152643584 2019-04-05 19:59:59 -0400 <agita513> @steve_barcelona @Scavino45 @realDonaldTrump Don't worry snowflake. Only 6 more years.
1114316739066650625 2019-04-05 19:59:48 -0400 <tigre_santuario> @revistaetcetera @lopezobrador_ @realDonaldTrump @AleEsat Y aún no creen que el peje además de loco es pendejo
1114316737288097793 2019-04-05 19:59:47 -0400 <FrenchieButts> @realDonaldTrump Louisiana or Los Angeles? I hope the former 🤮
1114316737263149056 2019-04-05 19:59:47 -0400 <EdwardCormack> @realDonaldTrump Mr President DJT just checked out the New Old fence on the Border - GREAT! Leaving now for L.A. So People of US You are All safe and sound Thanks to former President Obama,Transparency Accountability Egalitarians fine words to uncover Untruthful liermongers.
1114316737204371456 2019-04-05 19:59:47 -0400 <MishMill> @markmobility @realDonaldTrump This is the President of the United States. A complete disgrace
1114316736294207488 2019-04-05 19:59:47 -0400 <SoopremeKommand> @realDonaldTrump Probably not voting for you.  They remember that YOU are the guy who didn't pay them after they did the work.
1114316735857823745 2019-04-05 19:59:47 -0400 <EndTimeSurvivor> @realDonaldTrump Ppl don't usually vote for those who have ripped them off and expected them to work for free so I gotta call bullshit on this one.
1114316735384039424 2019-04-05 19:59:47 -0400 <troypallotto> @Shirley_I_Jest @thehill @realDonaldTrump @BarackObama Obama approved it in 2009 but never funded it. Trump funded it.
1114316733869850625 2019-04-05 19:59:47 -0400 <RayCrowell5> @VP @realDonaldTrump Trump puppet  trying to at like abig man .Instead just a baby
1114316732922060800 2019-04-05 19:59:46 -0400 <grandmabarbiep1> He's a Pathological Liar @realDonaldTrump
1114316731768557568 2019-04-05 19:59:46 -0400 <SMcAvinew> @jeremynewberger @realDonaldTrump 2 years of fake news tells us all we need to know. The majority will speak loud and clear in 2020
1114316729285533696 2019-04-05 19:59:45 -0400 <jilljillvccrc> @charliekirk11 @Irish016206 @realDonaldTrump as commander in chief you must close the border until congress works and makes a new immigration bill that keeps us safe from illegals and drugs
1114316725993070592 2019-04-05 19:59:45 -0400 <carol_ponsolle> @brother_jay77 @realDonaldTrump And while you’re at it, release your Taxes!
1114316724092817408 2019-04-05 19:59:44 -0400 <PaulDuffy4> @realDonaldTrump Under construction. A peg in the ground? Probably not even.   Your number is as reliable as your golf handicap.
1114316723174486021 2019-04-05 19:59:44 -0400 <ZENihilist> @realDonaldTrump  https://t.co/2buHr7ECuw
1114316721790304256 2019-04-05 19:59:44 -0400 <HMouse> @VP @realDonaldTrump You’re a liar. You’re a liar. You’re a liar. You’re a liar. You’re a liar. You’re a liar. You’re a liar. You’re a liar. You’re a liar. You’re a liar. You’re a liar. You’re a liar. You’re a liar. You’re a liar. You’re a liar. You’re a liar. You’re a liar. You’re a liar. #TrumpLies
1114316721446375430 2019-04-05 19:59:44 -0400 <TimGiles01> @realDonaldTrump If he’s got you behind him, he must be terrible.
1114316718325637123 2019-04-05 19:59:43 -0400 <marshal_sam> @Asif_observer @Zain51923252 @khanSeebaa @Drshabir @husainhaqqani @Sanjay_Dixit @YusufDFI @NasibAtta @ImaanZHazir @Razarumi @BushraGohar @javeednusrat @KlasraRauf @AmirMateen2 @HamidMirPAK @Xadeejournalist @ZarrarKhuhro @cyalm @gulmeenay @republic @sudhirchaudhary @ShefVaidya @AsYouNotWish @realDonaldTrump @OfficialDGISPR @AdityaRajKaul @ashrafghani @KhawajaMAsif @MiftahIsmail @sushantsareen @shafiburfat @kdastgirkhan @OryaMaqboolJan @fispahani @betterpakistan @LodhiMaleeha @ForeignOfficePk @PTIofficial @ImranKhanPTI @UdarOfficial @nailainayat @GulBukhari @majorgauravarya @manzoorpashteen @SMQureshiPTI @GernailSaheb @Asad_Umar @AkbaruddinIndia @fawadchaudhry So Here is the Climax, Obviously China is waiting for such situation now only God or XI knows how much they planned to exploit you. USA will take advantage definitely. India toh daily thokk hi raha hai.  After Black listed U R free to say 'Nangey Se Khuda Darey'  #NayaPakistan 😜
1114316717952573440 2019-04-05 19:59:43 -0400 <tammydee6078> @realDonaldTrump Bring avocados. Thx.
1114316716807471104 2019-04-05 19:59:42 -0400 <terrorshard> @TheXenderman @Barnacules @realDonaldTrump Well, you're young enough and you have tons of time to figure the world out for yourself. I wish i could talk top you again in 20 years and see how it turned out :)
1114316716538859521 2019-04-05 19:59:42 -0400 <hmbch1> @realDonaldTrump Our country is full? You're fat, but we notice that doesn't stop you from chowing down on cheeseburgers, Round boy.
1114316715024945152 2019-04-05 19:59:42 -0400 <jerriefromOk> @GayDifferent @omz_music @seanbnbad @realDonaldTrump And when add them all together, that's Trump. Sad but true...
1114316714852982787 2019-04-05 19:59:42 -0400 <mkaur2> @oscarmom355 @Haegster @brianklaas @realDonaldTrump Karen, he's counting on his gullible base. So an old fence being replaced with a new fence makes it a BRAND NEW "wall" to you, then bless you.
1114316714597081088 2019-04-05 19:59:42 -0400 <MatthewJshow> @LouDobbs @ByronYork @realDonaldTrump Any progress is welcome news!
1114316706724364289 2019-04-05 19:59:40 -0400 <KopPhill> @realDonaldTrump  Well, is it Oranges or beginnings?...we need to know.
1114316705617076225 2019-04-05 19:59:40 -0400 <FlowerGrl143> @delapaz33 @VirginiaLoughn1 @OldFartNavyVet @EdKrassen @krassenstein @realDonaldTrump She did miss a lot, though I don’t think it was intentional, I truly believe Dems and Libs just choose to shut out the truth and the facts so they can continue to live in their “Hillary Lost” emotional bubble. We’ll just keep reaping the rewards.
1114316705344512000 2019-04-05 19:59:40 -0400 <GloriaSacer> @VP @realDonaldTrump Dictator is the guy that proclaimed himself the President. If you say the opposite u are the most confused man on twitter ...   You have to review the concept of democracy. You are very confused.
1114316704736337920 2019-04-05 19:59:40 -0400 <Grizzly_Stevens> @og1776 @realDonaldTrump ...I think this young lady might like to hear from her hero.
1114316704245370881 2019-04-05 19:59:39 -0400 <Rickyone15> @RyanHillMI @realDonaldTrump Look ppl. Us Americans. Say build the dam wall. We don't care what. The democrats think.  We know who you are ,and we going to vote your. Rear ends. Out.  Do you feel me. ,!!!!
1114316704052596736 2019-04-05 19:59:39 -0400 <mosfriend1> @RepKevinBrady @realDonaldTrump Bs show your taxes
1114316704014794752 2019-04-05 19:59:39 -0400 <GSI_PhD> @krassenstein @Lyndablooms @EdKrassen @realDonaldTrump Trump followers will believe that entirely, after all the crap they have swallowed.
1114316703507390465 2019-04-05 19:59:39 -0400 <Mudblood54> @Scavino45 @realDonaldTrump I won't forget, President Trump, that you saved our Country.  I won't forgot the patriots in the Military, in the government and other citizens who stood with you. More importantly, I'll remember WHO TRIED TO DESTROY YOU AND OUR COUNTRY.
1114316703255662592 2019-04-05 19:59:39 -0400 <Sidneerymes> @ABC @RealDonaldTrump should hire Dog the Bounty Hunter
1114316702936895488 2019-04-05 19:59:39 -0400 <Number41963> @realDonaldTrump Are you calling Steve from beyond the grave or are you talking about employment ?? #CovfefeDotard
1114316702425153538 2019-04-05 19:59:39 -0400 <diz_whit> @realDonaldTrump The aliens are real and they are here
1114316701485735937 2019-04-05 19:59:39 -0400 <skyeerie> @realDonaldTrump What a disgrace to our country you are Don the CON.  I pray every night that you don't wake up the next morning.
1114316700780912640 2019-04-05 19:59:39 -0400 <DonnaKBurris2> @cartershp @Hiqutipie @realDonaldTrump Yeah, Trump is lying when he says it's a "new wall." But when does Trump every tell the truth?
1114316699141070850 2019-04-05 19:59:38 -0400 <ayoajayi69> @realDonaldTrump
1114316695232028673 2019-04-05 19:59:37 -0400 <yusudo3> @krassenstein @realDonaldTrump Move
1114316691968856065 2019-04-05 19:59:37 -0400 <LibertePensador> @RepKevinBrady @realDonaldTrump In accordance to Privacy Rights Clearinghouse (PRC), federal &amp; state tax returns are confidential &amp; private records in nearly every circumstance. Only a few exceptions allow government agencies other than the IRS &amp; the individual to have access to past &amp; current tax returns.
1114316690928689153 2019-04-05 19:59:36 -0400 <hazy_chris> @pat_ximenes @Scavino45 @WhiteHouse @realDonaldTrump Yes a photo op! Again!
1114316689485836289 2019-04-05 19:59:36 -0400 <TenYearsGoneZEP> @filmystic @realDonaldTrump @RealJamesWoods Usually embalmers do a better job than that 😵
1114316689364090881 2019-04-05 19:59:36 -0400 <ReppatrickRami1> @realDonaldTrump Keep our President in prayer..
1114316687871029254 2019-04-05 19:59:36 -0400 <H_Shaleigh24> @WhiteHouse @realDonaldTrump You don't respect them, you use them for your own agenda.
1114316686386024448 2019-04-05 19:59:35 -0400 <Brotatopics> @BigChiefBuckeye @realDonaldTrump 😭✊  https://t.co/k7fmVbtSvk
1114316684066676737 2019-04-05 19:59:35 -0400 <UrNoKennedy> @NRA @realDonaldTrump @NRAILA How's that NRA Russia money laundering thing working out for ya? Looks like the NRA and Don the Con will have alot to talk about. Traitors and Terrorist on stage in Indy.
1114316683446050816 2019-04-05 19:59:34 -0400 <georgialady1105> @BradThor @realDonaldTrump @POTUS You are a sad representation for our country President Trump
1114316682493812736 2019-04-05 19:59:34 -0400 <keiths_pencil> @MagnarOfCLE @realDonaldTrump @WhiteHouse @ScottBaio You got me all wrong sweetheart....., Vegas aint far away. Mine arent from my keyboard. Come on down for some coffee from KMart. My dime...
1114316682376437764 2019-04-05 19:59:34 -0400 <hildacharlene> @VP @realDonaldTrump Oh, tRump must go while you’re at itthere Mikie 🤷‍♀️
1114316681923268609 2019-04-05 19:59:34 -0400 <ChuckLouisville> @Theremina @markmobility @realDonaldTrump No...Mar-A-Lago.
1114316681432772609 2019-04-05 19:59:34 -0400 <LurvesTheNight> @markmobility @manhattan_liz @realDonaldTrump Orange is the new racist...
1114316681390641153 2019-04-05 19:59:34 -0400 <susanda02581750> @UROCKlive1 @realDonaldTrump Now Rick Perry has approved selling them nuclear
1114316675883528193 2019-04-05 19:59:33 -0400 <abitato> @itsJeffTiedrich @LizChow_ @realDonaldTrump I just read about a little boy who lives where there are windmills, he asked his mom if he was going to get cancer because he heard the ignoramus say so!!!!
1114316673731964928 2019-04-05 19:59:32 -0400 <TnNationalist> @realDonaldTrump  @GOPChairwoman  We The People have had enough Voter ID Requirement is the very least that should be done The DOJ should investigate every precinct to put a stop to this bull💩
1114316672393814016 2019-04-05 19:59:32 -0400 <AbrahamsLineage> @RealBobo697 @realDonaldTrump The old wall was torn down into scraps! New wall &amp; fencing from new materials was used to build this new wall. The money for this new wall came from the new budget not Obama. Where the hell did you get that from?
1114316671555198977 2019-04-05 19:59:32 -0400 <TheRealLaFlama> @realDonaldTrump  https://t.co/txg7czYMz6
1114316671035088896 2019-04-05 19:59:32 -0400 <Dozer2010> @JoyceWhiteVance Why does @realDonaldTrump think he’s always the first to do something?
1114316669986529280 2019-04-05 19:59:31 -0400 <Mnms0606> @rfragan @Adorable_Todd @ntvnyr173 @ScroogeMcgruel @WaydeDe @dianne1h @TheAkmed @sonmist7 @HarrietNix @FrasierRae @nemo_gratis @GiboneyDavid @Thom_Thom9 @Nick30664336 @_edwardmondini_ @furyof1000sons @Eric45994034 @best2blessings @SwampFox214 @WindsorTrader33 @mal1976retaf @IrishCharley @LSU_PI @awec98 @onelaptowin @freeney_richard @Desert_Crow @czarymarybum777 @cwilliams1113wy @DennisDMZ @POTUS @realDonaldTrump He cracks me up, he invites the border patrol to come and speak to the fake news, lol
1114316669516541952 2019-04-05 19:59:31 -0400 <MattMmurry> @realDonaldTrump Creepy Uncle Joes next victim! #CreepyJoe #MAGA    https://t.co/fEtriozvVc
1114316668824633344 2019-04-05 19:59:31 -0400 <yusudo3> @EdKrassen @krassenstein @realDonaldTrump Move
1114316668572975105 2019-04-05 19:59:31 -0400 <DwaineAlers> @realDonaldTrump You mean the fence that it’s been replace with past budget , Man you are good lier and the saddest thing is that your fan believe this grab.
1114316668291907585 2019-04-05 19:59:31 -0400 <SLR7007> @DearAuntCrabby @realDonaldTrump  https://t.co/48bbOjHUOm
1114316666186416130 2019-04-05 19:59:30 -0400 <TeresaMeloRamo2> @realDonaldTrump Feo
1114316662889693184 2019-04-05 19:59:30 -0400 <jackbower01> @realDonaldTrump True
1114316662663188484 2019-04-05 19:59:30 -0400 <Velcroski> @markmobility @realDonaldTrump He’s a rabid woodchuck.
1114316662298353664 2019-04-05 19:59:29 -0400 <LSUnWVU> @ChrisJZullo @realDonaldTrump Only fake I see in these comment isn’t the word but YOU!
1114316662004535297 2019-04-05 19:59:29 -0400 <Forwhat71379442> @realDonaldTrump Thank you for calling what they really are!
1114316661430026240 2019-04-05 19:59:29 -0400 <FrankGoldschmi6> @VP @realDonaldTrump Just like our fake leader who's got to go.
1114316659752357891 2019-04-05 19:59:29 -0400 <ZeroKool_X> @VP @realDonaldTrump Wow he can talk!!!! 😂😂😳
1114316658196275201 2019-04-05 19:59:28 -0400 <FriendOfThurlow> @themadrush @SkywalkerJesus @KevinMKruse @realDonaldTrump #Resist #NotMyPresident Democrats Have Always Thought Everything Is abt Race, the GOP Stands on Principle #NaturalLaw #ImmigrationLaw #Etc
1114316655977328640 2019-04-05 19:59:28 -0400 <kerry_mccracken> @KimberMolyneux @trenchtown208 @RWPUSA @realDonaldTrump @CNN  https://t.co/ZA8TwJvZX6
1114316655885045760 2019-04-05 19:59:28 -0400 <Ising4u2> @realDonaldTrump  https://t.co/dFLzxKt5ot
1114316654186336257 2019-04-05 19:59:28 -0400 <christianlmlane> @realDonaldTrump If a consensus with California is reached on immigration and border security, maybe help for the homeless in the USA can be addressed next. God bless us all.  🇺🇸  "So we built the wall and the whole wall was joined together to half its height, for the people had a mind to work."
1114316652865146881 2019-04-05 19:59:27 -0400 <LesRenner> @JohnJBrea @realDonaldTrump Someone’s gotta stop this diarrhea of a presidency
1114316651850338304 2019-04-05 19:59:27 -0400 <loret28> @realDonaldTrump ask someone to explain this to you cause you know...
1114316650071908352 2019-04-05 19:59:27 -0400 <wisco1958> @jDC47 @glamelegance @realDonaldTrump You ass-kisser!!
1114316649270841346 2019-04-05 19:59:26 -0400 <NukinEgr> @ProudPatriot3 @peterboykin @Jen57523238 @realDonaldTrump Mercy me the amount of hate on this thread. The Dems evolve and shepherd The people in the extremists kick out with his big open arms. I got on the #WalkAway bus years ago but unlike the Dems the right seems to not want that. We will lose 2020 with this attitude
1114316645865074688 2019-04-05 19:59:26 -0400 <AnitaHTweets> @VP @realDonaldTrump Don't you have some Mueller or NYC stuff that YOU could be hiding from instead of wasting everybody's time? I mean... go read a book to trump or something! #Shush
1114316642337656832 2019-04-05 19:59:25 -0400 <RaptureBride> @UROCKlive1 @realDonaldTrump What do you truthfully know about him or about what happened. He was a Saudi. Was he a traitor? Or trying to blackmail the Prince? Or maybe an arms deal gone wrong? Things aren't always what they seem.  https://t.co/EIo2BSSaVg
1114316640932352001 2019-04-05 19:59:24 -0400 <JLP20> Please note #paranoid @realDonaldTrump demands even his “supporting” law enforcement people be disarmed for any photo op.
1114316635358269440 2019-04-05 19:59:23 -0400 <EsslerWanda> @realDonaldTrump BET IF YOU CHECK THE UNION YOU ARE WRONG! UNIONS GENERALLY ARE DEMOCRATS BECAUSE REPUBLICANS TRY TO BREAK UNIONS AND UNIONS DO NOT APPRECIATE THAT
1114316635291168769 2019-04-05 19:59:23 -0400 <AchildJohn> @LibTearsRCool @LindaSuhler @realDonaldTrump No, no and no so definitely yes
1114316632728334336 2019-04-05 19:59:22 -0400 <Davidtweets13> @omz_music @realDonaldTrump Diaper Don has no humor
1114316631512047617 2019-04-05 19:59:22 -0400 <RidUSoftheGOP> @realDonaldTrump Liar. Con man. Emoluments. Fraud. Grifter.
1114316630975082496 2019-04-05 19:59:22 -0400 <peterwo44376851> @VP @realDonaldTrump The voice of the greatest growing dictatorship dictating what others must do without doing what it’s own people request. The POTUS treats his tax returns as if he wasn’t an American. Whose Fake Trump his returns or both?
1114316630874644480 2019-04-05 19:59:22 -0400 <jcenzov> @realDonaldTrump Only the Whack job, @AnnCoulter is a holdout.
1114316630572453888 2019-04-05 19:59:22 -0400 <trollmaster5001> @BronkoNicgorski @MikeLauriente @hogangidley45 @POTUS @CBP @realDonaldTrump Lol... the 2 year Wall update... 0 miles of wall so far.. 0 miles scheduled for next year... don’t tell trump supporters, they think it’s already up cause that’s what the Lier in Chief told them. #Sad
1114316630476173312 2019-04-05 19:59:22 -0400 <mylesbastor> @realDonaldTrump  https://t.co/eyppJ8abMD
1114316627288502273 2019-04-05 19:59:21 -0400 <dnajack> @Scavino45 @realDonaldTrump Phony tRump.  He is there to visit his golf course at taxpayer expense AGAIN!  tRump is the worst president ever.  He criticized Obama for golfing.  tRump has already played more golf in 2 years than Obama did in 8.
1114316626160017410 2019-04-05 19:59:21 -0400 <mattymatt1941> @realDonaldTrump You rail against Fake News and then post Breitbart, the King of Fake News. Hypocrite.
1114316624344096769 2019-04-05 19:59:20 -0400 <Deanman87> @akriss253 @WhiteHouse @realDonaldTrump @SecNielsen @CBP Is this your "resistance?"  https://t.co/I4k1egMkLk &amp;  https://t.co/qT8u6ArUd5 &amp;  https://t.co/e7RZEeZElz &amp;  https://t.co/Ey7itGqU3Z &amp;  https://t.co/TDPGcLxU5J &amp;  https://t.co/xaqexwtTV5 &amp;  https://t.co/xfzdl6SwQf &amp;  https://t.co/yMUMV62owU Democrat puppetmaster  https://t.co/9x710IJf3e
1114316619520647168 2019-04-05 19:59:19 -0400 <rakayby__> @realDonaldTrump من من مني من من مني..wall  https://t.co/QtziuwJDal
1114316617947713536 2019-04-05 19:59:19 -0400 <TheReal_RonaldR> @oscarmom355 @Haegster @brianklaas @realDonaldTrump That's why you will always buy used
1114316617897336832 2019-04-05 19:59:19 -0400 <fmlinz> @realDonaldTrump @WSJopinion @LouDobbs You are innocent right? So why are you fighting so hard for it not to be released? You promised to release ur taxes so let's see them. So why are you refusing to release them? Don't give me the bullshit about being under audit. U r a pathological liar. U have no credibility.
1114316615393398785 2019-04-05 19:59:18 -0400 <FabFreddy4> @realDonaldTrump Yeah.....it’s actually a fence.....but whatever. Oh, and it was planned before Russia put you in office
1114316614420316166 2019-04-05 19:59:18 -0400 <CapriPepino> @AhmedBaba_ @realDonaldTrump There’s always two different ways of looking at the same thing. I’m not sure about this one.
1114316613677981697 2019-04-05 19:59:18 -0400 <VAPP4U> @realDonaldTrump Finish the wall!!
1114316612385927168 2019-04-05 19:59:18 -0400 <SpiritWhere> @Scavino45 @realDonaldTrump Thank you ICE and Border patrol. We, true Americans, have your back!!!
1114316611975032832 2019-04-05 19:59:17 -0400 <car68198884> @realDonaldTrump I’m sickened
1114316610729381888 2019-04-05 19:59:17 -0400 <seb_sainsbury> @realDonaldTrump That was NOT a new wall!! You stopped by an OLD wall that was being repaired!!! STOP lying to the American people!!
1114316609491959813 2019-04-05 19:59:17 -0400 <MaryannBoulter> @VP @realDonaldTrump But...but...America First!
1114316608787316736 2019-04-05 19:59:17 -0400 <momurichii> @realDonaldTrump Show us a photo!!!!!
1114316606266531841 2019-04-05 19:59:16 -0400 <Stop_The_Donald> @realDonaldTrump A trend that started years before you became president. #ThanksObama  https://t.co/vvoHIXw5Np
1114316606098890753 2019-04-05 19:59:16 -0400 <conchi_gonzalez> @TorresGotay Todos los que somos cristianos debemos condenar esas palabras. En la Biblia JESUS fue refugiado e inmigrante en Egipto huyendo de Herodes como @realDonaldTrump ! #donaldtrumpesanimal  https://t.co/fIHar9Hrnt
1114316603087380483 2019-04-05 19:59:15 -0400 <AlexAbreo43> @FideturAcapulco @Acapulco @SECTUR_mx @erescalona11 @PedroHacesSordo @radillacalderon @AbrahamAcapulco @Sectur_Guerrero @Gob_Guerrero @AHETA1 @ExpoImperial @XtaseaTirolesa ⚠ ALERTA amigos tianguistas #TianguisTurísticoAcapulco, así están ASESINANDO a las personas en #Acapulco, Guerrero #TTACA #TianguisTurístico 2019.  @dw_espanol @washingtonpost @lemondefr @UNWTO @CNN @el_pais @realDonaldTrump  #YaVieneElTianguis 👇   https://t.co/lR4h5ZmZbH  https://t.co/MYOrLhUlG7
1114316602328190979 2019-04-05 19:59:15 -0400 <raytheonintern> @on_em_on_ef @realDonaldTrump is that any way to talk about the Presdinent?
1114316600486719492 2019-04-05 19:59:15 -0400 <OnlyRealFred> @RWPUSA @HillaryClinton @realDonaldTrump As of right now, which candidates HAVE released their tax returns?
1114316595537403905 2019-04-05 19:59:14 -0400 <Amara_Magick> @charlottemorl13 @markmobility @realDonaldTrump It's a huge desert and the summer heat destroys a body.
1114316595155705857 2019-04-05 19:59:13 -0400 <Maureen55495271> @BettinaM125 @realDonaldTrump He knew this is a crisis he can’t adequately address so he waited until the Democrats took the House so he could blame them. The Republican Party is the party of failure
1114316591318163457 2019-04-05 19:59:13 -0400 <cyclonesister> Good new. Judge overturns ban on unva$$inated kids in New York. So stick it in your ear globalists/socialists @realDonaldTrump  @PatriotsSoapbox #PSBArmy
1114316589900423169 2019-04-05 19:59:12 -0400 <Ondrya3> @realDonaldTrump So the fence is looking good😂😂😂
1114316587253796864 2019-04-05 19:59:12 -0400 <reeniekeith> @_mikegalt_ @ellouelle @markmobility @realDonaldTrump 1 billion likes
1114316586528202752 2019-04-05 19:59:11 -0400 <MAH1007> @jon_kinsley @realDonaldTrump @FLOTUS  https://t.co/L9RERJCRm8
1114316586154897409 2019-04-05 19:59:11 -0400 <MAV333RDLancers> @BarnieTheDonkey @realDonaldTrump Does the question, "Are you a U.S. Citizen?", identify illegal immigrants?
1114316584833691648 2019-04-05 19:59:11 -0400 <sarge1019> @WWG1WGA2019 @realDonaldTrump @IPOT1776 @POTUS @45_Schedule @WhiteHouse That is pretty kickass soilder!!🇺🇸💪
1114316584401735680 2019-04-05 19:59:11 -0400 <CarlHigbie> @realDonaldTrump KEEP BUILDING BOSS!!!!
1114316582925135872 2019-04-05 19:59:11 -0400 <inetsoho> @seanhannity @netanyahu *********Correction, Very corrupt election is happening in Israel, and Broadcasting @seanhannity &amp; @tedcruz it’s 100% proof Netanyahu and his party it’s as corrupt as @realDonaldTrump I feel sorry for all @Israel America feels your pain..
1114316582296215552 2019-04-05 19:59:10 -0400 <oscarmom355> @HessRobert @SteelAdjuster @araceIisanchez @realDonaldTrump This year they added Blue Cross Anthem so I switched to that. At least got one doctor back. Not the surgeon tho
1114316579465043974 2019-04-05 19:59:10 -0400 <WonderW92195311> @realDonaldTrump Bullshit
1114316578793902080 2019-04-05 19:59:10 -0400 <Wagner05485130> @realDonaldTrump You are the Man!!!
1114316574079561729 2019-04-05 19:59:08 -0400 <1silentwatcher> @realDonaldTrump But the Fed needs to lower rates and start QE4?  Dude?
1114316573924139008 2019-04-05 19:59:08 -0400 <fanniew08> What? @realDonaldTrump
1114316571864911872 2019-04-05 19:59:08 -0400 <hippiemama2002> @omz_music @Leslie_resists @realDonaldTrump Word. Lucky eventually runs out for everyone.
