1204913754137415680 2019-12-11 18:59:59 -0400 <RollinsLynda> @cbaileyretired @realDonaldTrump YES)))))
1204913703629529089 2019-12-11 18:59:47 -0400 <Jolivo03266161> @realDonaldTrump Liar
1204913701805076480 2019-12-11 18:59:47 -0400 <roseann_cannon> @parscale @realDonaldTrump Traitors.
1204913699795943425 2019-12-11 18:59:46 -0400 <Melmerizer> @Ben_Not_A_Bot @mmpadellan @realDonaldTrump @SenTedCruz He’s a hacksaw. 😜
1204913699267497985 2019-12-11 18:59:46 -0400 <Nemonixon> @nunyabidness99 @MaryRamji @SueMangiacotti @ChatByCC @TheOnlyKeyMaste @realDonaldTrump I just want to point out, I said that Russia "For Trump". With the intent to get Trump elected. Not with.  I agree with the findings of the Mueller report, and my eyes, that Trump obstructed the investigation; which is actually just as bad.
1204913697631735809 2019-12-11 18:59:46 -0400 <jumperl> @realDonaldTrump The kiss of death. Thanks DJ
1204913695396188163 2019-12-11 18:59:45 -0400 <bettyboopsy58> @VP @realDonaldTrump  https://t.co/oY6IIapSz1
1204913693231726592 2019-12-11 18:59:45 -0400 <Botomium> @realDonaldTrump #Resign  https://t.co/coapKCbuIw
1204913693034733568 2019-12-11 18:59:45 -0400 <brtnhll77> @OrttforCongress @realDonaldTrump In case you'd somehow forgotten how much contempt right wing propagandists have for the intelligence of their target audiences, well here comes "Rob Ortt for Congress" with a fresh example to remind you.
1204913692736929793 2019-12-11 18:59:45 -0400 <SharonStPierr11> @JillLummus @parscale @realDonaldTrump How do you feel about the 69,000 kids in cages in 2019?
1204913692657274880 2019-12-11 18:59:45 -0400 <therealmaryc63> @realDonaldTrump  https://t.co/WDfIxvqV6w
1204913692019699713 2019-12-11 18:59:45 -0400 <DebbieSVA> @WhiteHouse @IvankaTrump @realDonaldTrump  https://t.co/QWNPs3chst
1204913691780665345 2019-12-11 18:59:44 -0400 <BottiniLeesa> @realDonaldTrump How many lies? #45AsteriskForever
1204913691256188933 2019-12-11 18:59:44 -0400 <kellyg1160> @parscale @realDonaldTrump tRump is having problem with speech/slurring words, repeats himself more than usual, his ‘comedy’ act for Strok/Page is off, making people uncomfortable, the vulgarity unnecessary, anger apparent. Dementia on full display. Please stop dividing us.
1204913690010513408 2019-12-11 18:59:44 -0400 <PostTheOnion> @JCRoberts17 @ElianaBenador @realDonaldTrump @POTUS @arrestobama @AppSame @DrMartyFox @AP @maddow @LouDobbs @MariaBartiromo @FoxNews they're still talking about HRC  from a couple hours ago:  https://t.co/vfJozfcShp
1204913689566031872 2019-12-11 18:59:44 -0400 <DiSo56> @realDonaldTrump Thank You for everything President Trump.
1204913689381367811 2019-12-11 18:59:44 -0400 <paintagood1> @realDonaldTrump No spying. Got it ? No spying !!! A legal unbiased investigation. Period. #HorowitzIGReport #ImpeachAndConvictTrump #FoxNews
1204913688420978690 2019-12-11 18:59:44 -0400 <dae0ne1> @msenicaracing @realDonaldTrump You mean meager!
1204913687242444801 2019-12-11 18:59:43 -0400 <PennyMollo> @realDonaldTrump No they didn’t
1204913686604894209 2019-12-11 18:59:43 -0400 <Brian44Kelly> @dcexaminer @JoeBiden @realDonaldTrump No one watches @CNN
1204913686525218822 2019-12-11 18:59:43 -0400 <JohnLind1930> @RBIlios @SnapperCarr2 @MonmouthPoll @realDonaldTrump @JoeBiden @MikeBloomberg @PeteButtigieg @BernieSanders @ewarren @AndrewYang yea whatever, Yang saying that Assange should stand trial and we all know it will kill journalism, but whatever, it's cool   https://t.co/LQsndeMO4H   https://t.co/gDl8vaDuBG
1204913682754494466 2019-12-11 18:59:42 -0400 <fidan_fedai> @realDonaldTrump Ulan sana öyle bir tokat gelecekki nerden geldiğini şaşıracaksın bizler RABBİM diyoruz sizlerse tanrı diyorsunuz işte o RABBİME tanrı diyorsunuz ya işte o tanrıdan tokat yiyeceksin piç kurusu mazlumun ahı çıkacak senden yavşak tramp
1204913682221809664 2019-12-11 18:59:42 -0400 <LindaGoodwilli2> @realDonaldTrump fire Bradley Carson n Doug goodwillies families n then too tim Flynn's office as they gave me neuropathy n burning hands n ft. As yes it's a given thing as Doug does the most w Mindy a casewrkr whose delusional as all the grps r who's doing this to me Linda G
1204913682167128064 2019-12-11 18:59:42 -0400 <bigpoppageech> @realDonaldTrump Swifty,you,your chief of staff,and your “transcript” all admitted to this. On National television,no less. #Truthsgonnagetya
1204913682158780416 2019-12-11 18:59:42 -0400 <hafataloguam56> @WhiteHouse @POTUS @realDonaldTrump Does that mean payless paydays in the WH?
1204913681940615168 2019-12-11 18:59:42 -0400 <MarlattRichard> @TreasurySpox @realDonaldTrump Lots of low paying jobs and a huge wage gap between the rich and poor. More like a Kingdom of serfs giving all to the Royals.
1204913681869557762 2019-12-11 18:59:42 -0400 <HeartsOwls> @SteveScalise @realDonaldTrump Did I forget that two other impeachment proceedings happened?! 🙄
1204913679323586560 2019-12-11 18:59:42 -0400 <lusomadeirense> @ChatByCC @realDonaldTrump You are a lost cause,... I will pray for you.
1204913678958489600 2019-12-11 18:59:41 -0400 <askushowto> @GOPChairwoman @LindseyGrahamSC @realDonaldTrump  https://t.co/M4xyJIBTjA
1204913678069501953 2019-12-11 18:59:41 -0400 <BrianLazek> @realDonaldTrump After all I've done 4 this country and planet and PRESIDENT! Y the F#$K AM I still at this house. What these banks, attorneys, and my family has done is ILLEGAL, INSANE, and ridiculous!👌😁.
1204913677318545408 2019-12-11 18:59:41 -0400 <Ellasassy14> @SteveDaines @realDonaldTrump Your a disgrace to humanity
1204913676446322692 2019-12-11 18:59:41 -0400 <JimCase40130128> @WhiteHouse @realDonaldTrump @FLOTUS Are Trump's grandchildren going to be considered mixed race?
1204913675020259328 2019-12-11 18:59:40 -0400 <gopthedoc> @realDonaldTrump The only thing DJT will be remembered for will be impeachment. What a legacy for DJT and his family !!
1204913674235891714 2019-12-11 18:59:40 -0400 <Themaskedaveng8> @ghostifie @thebigotbasher @GovMikeHuckabee @TeamTrump @realDonaldTrump @TIME Go ahead and define globalists for us and name these supposed globalists. Be specific.
1204913672902053889 2019-12-11 18:59:40 -0400 <KarlMil79336309> @ChatByCC @realDonaldTrump so you support a man that rapes children
1204913671916396549 2019-12-11 18:59:40 -0400 <Queequeg1954> @realDonaldTrump #YouAreNotMyPresident
1204913671375347713 2019-12-11 18:59:40 -0400 <IndigoGRITS> @realDonaldTrump So question...do they deliver KFC to ADX Florence?? Better order while you can. Grab a Big Mac too.
1204913670637178880 2019-12-11 18:59:39 -0400 <CTO1ChipNagel> @WhiteHouse @realDonaldTrump  https://t.co/JM1TQuxs7I
1204913670523957250 2019-12-11 18:59:39 -0400 <Jay_Goren> @FishingwithMS @CrosmanRosemary @Ugolep1 @GOPChairwoman @NBCNightlyNews @CBSEveningNews @ABCWorldNews @realDonaldTrump You’re being obtuse now. Believe whatever the hell you want to believe. It really will not change my life. The man is a criminal. You don’t wanna see it, that’s fine. I could not care less if you want to ignore reality
1204913666862321664 2019-12-11 18:59:39 -0400 <wandafulwonders> @SenatorLankford @realDonaldTrump Merrick Garland! You helped unbalance the Judicial Branch. If I was you, I would not be so pleased. #GOPCorruptionOverCountry
1204913666400800769 2019-12-11 18:59:38 -0400 <cpbhaven> @GOPChairwoman @LindseyGrahamSC @realDonaldTrump They did show Graham
1204913665155248130 2019-12-11 18:59:38 -0400 <Arleenmayer6> @TomFitton @realDonaldTrump They didnt prtect trump they tried to entrap him
1204913662248574976 2019-12-11 18:59:37 -0400 <CraigLavelle2> @LungAssociation All Comments so true! So we all know @LungAssociation , @AmerMedicalAssn and @LungAssociation are all corrupt.  I will personally put up $1000 to contribute to a commercial telling the public how corrupt you are. So people will not donate ! Drain this swamp @realDonaldTrump
1204913662206431233 2019-12-11 18:59:37 -0400 <DStewart541> @realDonaldTrump No they didn't,  liar
1204913662101770241 2019-12-11 18:59:37 -0400 <JackCrosser1> @realDonaldTrump Even libia you sold it to putin ??
1204913661464252416 2019-12-11 18:59:37 -0400 <SDunaway6> @real_defender @realDonaldTrump Found ya RD......front row center...  https://t.co/J3vXcoKwKw
1204913659845234689 2019-12-11 18:59:37 -0400 <Looby007> @GeraldoRivera @realDonaldTrump You are completely wrong.
1204913659404783616 2019-12-11 18:59:37 -0400 <Lucy29229055> @realDonaldTrump ❤✌🕉 Are you still scared,  Donny?🤣😂🤣😂
1204913659400597504 2019-12-11 18:59:37 -0400 <JohnBai17426411> @RandPaul @realDonaldTrump Lets not forget that McConnell is just another establishment swamp dweller with demons in his closet too I'm sure!
1204913659023183873 2019-12-11 18:59:37 -0400 <Kirstie62151428> @WhiteHouse @realDonaldTrump This is the unbelievably stupid
1204913659010523137 2019-12-11 18:59:37 -0400 <lizzybean3712> @ChatByCC @realDonaldTrump lol looks like a CVS Halloween wig
1204913658985213957 2019-12-11 18:59:37 -0400 <DSchurman68> @GovMikeHuckabee @TeamTrump @realDonaldTrump @TIME Huckabee = pathetic.
1204913658255433728 2019-12-11 18:59:36 -0400 <ilenes57> @realDonaldTrump Yawn!  https://t.co/JWnpGSN4OI
1204913657991352321 2019-12-11 18:59:36 -0400 <dunnighan2> @MatthewJshow @realDonaldTrump So it is obvious you have never left the USA....I have travelled a great deal and Europe does not respect Trump , China dies not respect Trump, Russia plays with Trump and I am Canadian I do not respect Trump
1204913657219563520 2019-12-11 18:59:36 -0400 <ScottYoggerst> @parscale @realDonaldTrump  https://t.co/22jMzqIRkc
1204913655625768960 2019-12-11 18:59:36 -0400 <isanchez10uc> @WHAAsstSecty @alferdez @realDonaldTrump #UnFollow por gafo, ya nada de lo que publica es interesante.
1204913652433743872 2019-12-11 18:59:35 -0400 <azmildman1> @realDonaldTrump You need to watch this and bring our soldier in Afghanistan home:   https://t.co/Yrt7brj1CJ
1204913651607572480 2019-12-11 18:59:35 -0400 <SamElmore17> @Serafinos @RobertRLOCKLEA5 @LindseyGrahamSC @SenFeinstein @POTUS @realDonaldTrump @Comey @JohnBrennan @BarackObama They know that,merely theatre.  https://t.co/LqK5uARbyJ
1204913650458226689 2019-12-11 18:59:35 -0400 <Marymac6> @TheSadSundays @FredICooK @jwgop @GeraldoRivera @realDonaldTrump OMG! He said this in an earlier video. They were all certain Hillary would win the election and 1. Didn’t want her presidency tainted with a possible investigation (check out who investigated her?) and 2. He was also covering his —- because he withheld this back for a time.
1204913649753698304 2019-12-11 18:59:34 -0400 <YoungSlaus> For the kids do it for the kids!!! @realDonaldTrump the coming generations of American!! To make our nation even better than what it already is!!! We have the biggest violence crime rate here in this country!!
1204913647371345921 2019-12-11 18:59:34 -0400 <krackjunkie> @parscale @realDonaldTrump  https://t.co/rYl39VT9be
1204913644921856001 2019-12-11 18:59:33 -0400 <Francis_Muldoon> You know .. @realDonaldTrump you aren't legitimate ... you are not a statesman ... you lie ... your legacy will .. will just suck  https://t.co/ES3zPYs1Yv
1204913644364058624 2019-12-11 18:59:33 -0400 <acroperr> @DianeFields1997 @Hiedi44 @GOPChairwoman @LindseyGrahamSC @realDonaldTrump Lol. “All upset”. Honestly, I’ve enjoyed watching you name call and worship the Cheeto, while unable to provide any facts. You’re adorable, old bot! 🤣
1204913644158537731 2019-12-11 18:59:33 -0400 <Blondie55Plus> @realDonaldTrump LOVE YOUR RALLY’s. Bless you, my President. Keep up the good work! Drain that Swamp, appoint more Judges. Create more jobs for all, increase our incomes, strengthen our borders, rebuild OUR INFRASTRUCTURE. Lower our drug/medical costs. Protect our seniors. Thank you for caring!
1204913644024352768 2019-12-11 18:59:33 -0400 <another4putt> @realDonaldTrump Let me guess. He’s tough on crime and supports the vets?
1204913643160256512 2019-12-11 18:59:33 -0400 <OK_Dumbass> @TrumpWarRoom @realDonaldTrump More than 400 shots fired?  Wow!  Really looking forward to hearing about Trump's new gun control &amp; ammunition sales restrictions to protect Jewish "nationals" from gun violence.  If he can block speech on college campuses, he should have no trouble blocking @NRA's propaganda BS.
1204913639746154501 2019-12-11 18:59:32 -0400 <seiko_millo> @sharondigi @maddow @RudyGiuliani @realDonaldTrump I’m a retired chief’s wife :)
1204913639179853824 2019-12-11 18:59:32 -0400 <april492018> @THINKINLINC0LN @TomFitton @realDonaldTrump WRONG
1204913639179849728 2019-12-11 18:59:32 -0400 <tweetelitweet> @realDonaldTrump  https://t.co/aT2rn8kae2
1204913637766230016 2019-12-11 18:59:32 -0400 <bsygrrrl> As usual, all of @realdonaldtrump 's promises amount to nothing. A Big Fat Nothing.
1204913637321854978 2019-12-11 18:59:32 -0400 <TourguideJ> @BrianKarem @jluna56 @realDonaldTrump You are asking trump to read? Lol lol  https://t.co/NTLZ9oGW2l
1204913636747165698 2019-12-11 18:59:31 -0400 <WadeSikorski> @SteveDaines @realDonaldTrump Making that yet another vote against the rule of law!
1204913636453433344 2019-12-11 18:59:31 -0400 <HarryJoebanks34> @45rapedkatie5 @realDonaldTrump  https://t.co/lqqct19F2v
1204913635996385280 2019-12-11 18:59:31 -0400 <ckendall77> @terrij68 @realDonaldTrump A tweet...for...everything.
1204913635967066113 2019-12-11 18:59:31 -0400 <tmccutcheon27> @GOPChairwoman @LindseyGrahamSC @realDonaldTrump CNN....Corrupt News Network
1204913635597918208 2019-12-11 18:59:31 -0400 <henryh68> @realDonaldTrump What a huge load of BS!! Where’s the proof? Oh, I forgot; the only thing you do is LIE!! Geraldo Rivera is nothing but a hack! Nobody can believe word he spews out!!
1204913633869778944 2019-12-11 18:59:31 -0400 <KWarner87> @realDonaldTrump is a liar! ✌🏻🇺🇸🖕🏻
1204913632750055425 2019-12-11 18:59:30 -0400 <Mary12261> @realDonaldTrump You are the swamp You are corrupt and dishonest just face it Drain the swamp you need to go
1204913631642759170 2019-12-11 18:59:30 -0400 <EvilFernando> @ScottWalker @realDonaldTrump @POTUS Except he didn’t care about the investigation, Scott, he cared about the announcement of the investigation.
1204913631638544386 2019-12-11 18:59:30 -0400 <bjones306> @MoscowMitch2020 @YiayiaEmsyiayia @Jessferg2253 @CalumOakes1 @WiiliamBill @hoellerache @RepLeeZeldin @realDonaldTrump 😂😂😂😂😂😂😂😂😂😂😂😂  https://t.co/pe2HThVP53
1204913631625768960 2019-12-11 18:59:30 -0400 <MarkMcL23182550> @GOPChairwoman @NBCNightlyNews @CBSEveningNews @ABCWorldNews @realDonaldTrump The difference is Trump did something illegal, proven by irrefutable evidence. The FBI didn’t do anything illegal, proven by the independent and non-partisan IG Report. See the difference? If not, I can try to explain it with shorter words for you.
1204913631080669185 2019-12-11 18:59:30 -0400 <hadenufofthem> @itsJeffTiedrich @realDonaldTrump Your statement is on political bias - not the actual statement that was made.  They said there was wire tapping on Trump.
1204913630816428033 2019-12-11 18:59:30 -0400 <Potuslover1> @EricWolfson @realDonaldTrump Wait till you see what happens next bwahhahahahahahaha
1204913630338142208 2019-12-11 18:59:30 -0400 <wlgbender> @VP @realDonaldTrump I can’t help but laugh when I hear Space Force. Seriously??! This is a real dumb idea
1204913629247741953 2019-12-11 18:59:30 -0400 <FretCannon> The United States has been and should be an example for the world (and its children). Instead, America looks like a trashy reality show thanks to @realDonaldTrump (and his GOP defenders in Congress).   DJT is &lt; a trash human or genital lice. He’s also @POTUS. Embarrassing. 🇺🇸 ?
1204913629105139717 2019-12-11 18:59:30 -0400 <FischerToy> @VP @realDonaldTrump The space force is a complete waste of money, unless it's for the deployment of wmds from space which in that case is a breach of international law and treaties, you are not allowed to place offensive or defensive capabilities in space so is this space force just some...
1204913628761202688 2019-12-11 18:59:29 -0400 <bluensx> @Alyssa_Milano Our rally is Wednesday November 4 2020. Can’t wait.  ❤️@realDonaldTrump  #MAGA #KAG Sweetie!
1204913627947552768 2019-12-11 18:59:29 -0400 <blakejah1> @WhiteHouse @POTUS @realDonaldTrump  https://t.co/dUW7UtaOHD
1204913627293196289 2019-12-11 18:59:29 -0400 <mjlucy6650> @SaraCarterDC @realDonaldTrump It wasn't...political spying was going on since 2012. Admiral Mike Rogers had to shut down the NSA/FISA search process because of the abuse by FBI. The March 2016 report from FISC was brutal on FBI. Sundance has a thorough deep dive: https://t.co/TgykfnoKb0
1204913625972006912 2019-12-11 18:59:29 -0400 <joey39511381> #RT @realDonaldTrump: RT @parscale: The #KeepAmericaGreat rally in Hershey, PA was on 🔥🔥🔥last night.   Packed house, filled with proud patriots who love their country and their President!  @realDonaldTrump supporters are the best there ever was!  https://t.co/Mt6KlD4qhe
1204913625074294785 2019-12-11 18:59:29 -0400 <askegg> @realDonaldTrump Liar.
1204913624894103554 2019-12-11 18:59:29 -0400 <joey39511381> #RT @realDonaldTrump: Great Rally in Pennsylvania last night. Congressman Lloyd Smucker (PA-11) was there and I informed him that he has my complete and total Endorsement for the upcoming 2020 Election. Lloyd has done a great job. I am with him all the way!  #MAGA
1204913624306901002 2019-12-11 18:59:28 -0400 <AlonsoOiveira> @realDonaldTrump  A América é o tesouro do Mundo! Parabéns Senhor Trump.  https://t.co/FewKmJt0xC
1204913624201879552 2019-12-11 18:59:28 -0400 <JValentineD> @GeraldoRivera @realDonaldTrump Abuse of power is a stretch. They surveilled four folks, three of which are now in prison. They cleared Carter Page. If they were dedicated to taking Trump down by any means necessary he would not be president.
1204913623786614785 2019-12-11 18:59:28 -0400 <hammrtime04> I have never been so proud to be a Republican.  Thank you @realDonaldTrump for everything you have done for our country!  #MAGA  #Trump2020  https://t.co/uerLOakZE4
1204913622738198528 2019-12-11 18:59:28 -0400 <KuzIKanDoIt> @realDonaldTrump How does a person who filled billions of $ in bankruptcy allowed to keep his $ and become a 💩 show of a President? Wake up people! He is fixing to bankrupt the USA too. All while sitting on his golden 🚽
1204913621362339840 2019-12-11 18:59:28 -0400 <jim_caplinger> @RandPaul @realDonaldTrump The senior senator from your state is a clown.
1204913620875927552 2019-12-11 18:59:28 -0400 <AllenLRoachgma1> @AdamParkhomenko @realDonaldTrump Maybe try searching “Corny” in the report.
1204913619953213440 2019-12-11 18:59:27 -0400 <Nicthos> @realDonaldTrump Traitor Trump took a Dump on our Constitution. The people said, we’ll have his head! that dirty con has gone all Red! He lies and steals and kisses Putin’s rear! Oh dear! Oh dear! Oh dear!
1204913614085181442 2019-12-11 18:59:26 -0400 <vztIhhvlHpTa0cq> @realDonaldTrump Come on，Mr. President, new China depends on you.😁
1204913609849163776 2019-12-11 18:59:25 -0400 <AKirstein316> @parscale @realDonaldTrump FYI people: Fact: The Republican Party was founded primarily to oppose slavery, and Republicans eventually abolished slavery. The Democratic Party fought them and tried to maintain and expand slavery.
1204913607387074563 2019-12-11 18:59:24 -0400 <ilene_fredd> @RWPUSA @realDonaldTrump Sad day for Jews 😡🇺🇸🇮🇱
1204913606468554755 2019-12-11 18:59:24 -0400 <blparker44> @IvankaTrump @realDonaldTrump @BetsyDeVosED Betsy DeVose doesn't do anything good IMO.  She wants to destroy our schools.
1204913606388785154 2019-12-11 18:59:24 -0400 <dma3957> @james66132717 @SusanSp4 @nytimes @realDonaldTrump It is.  Congrats for proving a point I never disputed.  The FBI did do things wrong.  So, of you accept that part of the report, you must accept the rest.  That he found no bias and the investigation was on sound footing.
1204913606028144640 2019-12-11 18:59:24 -0400 <Freelancer4u2> @realDonaldTrump Great rally you say?  Just like I did nothing wrong. The call was perfect. Plus my favorite,  Mexico will pay for the wall.   lol
1204913604975321088 2019-12-11 18:59:24 -0400 <DaveCasey22> @dcexaminer @JoeBiden @realDonaldTrump @CNN ‘s “Poll”  https://t.co/AerH9xZ8ya
1204913604912398336 2019-12-11 18:59:24 -0400 <MAGA_MI_Mike> @ChuckGrassley @LisaMei62 @realDonaldTrump Well done sir! This is one of the most important, and under the radar, accomplishments of the @realDonaldTrump administration. With your help you are planting the seeds for a multi-generational Constitutional transformation of our country. Keep up the good work! #Trump2020
1204913604543172610 2019-12-11 18:59:24 -0400 <DougPMeyer> @realDonaldTrump  https://t.co/tzlSvkPc2X
1204913599157800960 2019-12-11 18:59:22 -0400 <Mariatucal> @DawnENelson1 @michaelshand @ii_haymon @tonypies @ScottPresler @realDonaldTrump He denied aid to UKRAINE causing death to many inocent people.  TREASONOUS Trump is evil.
1204913594506178560 2019-12-11 18:59:21 -0400 <slw2547> This is one of many reasons that Wray needs to be fired and replaced. Wray is protecting all FBI agents no matter how corrupt they are. @realDonaldTrump
1204913593755590656 2019-12-11 18:59:21 -0400 <aeanyc> @VP @realDonaldTrump Our nation deserves better than you. You’re nauseating.
1204913593591967744 2019-12-11 18:59:21 -0400 <ChairmanBuckley> @pamarone49 @realDonaldTrump Literally everything you wrote is a probable lie. Shame on you. #nhpolitics  https://t.co/8oLAQL8aEm
1204913593503944704 2019-12-11 18:59:21 -0400 <Walterstockton1> @SenSchumer @realDonaldTrump Thanks,  to,  the Pentagon public communication dod haarp people's process, destined methuslahs, that are approaching in 2020, 11 successful years,  of prosecuting,  the convict shtfs gaa terrorists economy includes trump admin to their rapidly approaching demise..
1204913592082063360 2019-12-11 18:59:21 -0400 <RERE89749572> @realDonaldTrump @SenTedCruz Exactly what you did.... abuse the constitution.... AND YOU DO IT EVERY DAY.
1204913590722891776 2019-12-11 18:59:20 -0400 <nomadicrv> @parscale @realDonaldTrump That was a gathering lol This is a crowd (100,000 +) Obama  https://t.co/ZYeoL18Buu
1204913589406126081 2019-12-11 18:59:20 -0400 <NJCommonSense> @realDonaldTrump   #Impeach this  #ImpeachmentDay #Trump2020LandslideVictory  https://t.co/8WTmjKHADg
