965012986510413829 2018-02-17 18:59:59 -0400 <MullyMom101> @realDonaldTrump You are a national embarrassment.
965012976477487104 2018-02-17 18:59:57 -0400 <Carol_Cook75> @jay_256 @jadenn_jawnn @realDonaldTrump Go back under your rock you creep. You're  not fit to even be in this conversation. Leave it to real Americans, not those bought by Russia.
965012976431333376 2018-02-17 18:59:57 -0400 <Bklyn4Evah> @thebradfordfile @realDonaldTrump The Dreamers have, you tool. They are in the same schools with your children. Doing the same things, earning the same privileges. If you didn't ask, you wouldn't know they were dreamers. THEY ARE AMERICANS!!
965012976087396352 2018-02-17 18:59:57 -0400 <LisaTheGSD> @realDonaldTrump What's with all the tweets today?   Won't anybody play golf with you?
965012975848390661 2018-02-17 18:59:57 -0400 <annebtoo1> @realDonaldTrump The only reason (beside obviously feeding yr pathological narcissism) was to further ur family and friend's interests and to reverse any action taken by President Obama (STILL DON'T THINK THINK THAT MAKES U A RACIST?)
965012975034732544 2018-02-17 18:59:56 -0400 <boyinthevoid> @realDonaldTrump  https://t.co/TMCBwWftpy
965012974883684352 2018-02-17 18:59:56 -0400 <ntmfgo> @tracieraeck @SovietSergey @realDonaldTrump And a bot
965012974799917057 2018-02-17 18:59:56 -0400 <lyn_beca> @InSpiteOfTrump Fess up, @realDonaldTrump .  You are hiding in your “bunker” trying to figure a way out of the “shithole” you have gotten yourself into.... I’ll save you the trouble.  There is NO WAY OUT.        #MuellerTime
965012973956812802 2018-02-17 18:59:56 -0400 <PatriciaJowers1> @SRuhle @realDonaldTrump I think your last question is the most important!  Where is that money?
965012973923262466 2018-02-17 18:59:56 -0400 <normadsoto1> @realDonaldTrump I love my president and I like what he is doing!
965012973105373185 2018-02-17 18:59:56 -0400 <StormCilley> @realDonaldTrump And, to get in a couple of rounds of golf. Whatever happened to, I'll be too busy to play golf? "
965012972740456448 2018-02-17 18:59:56 -0400 <rosstoddreed> @realDonaldTrump That's all you do but your talk is all lies!! Poor Melania!!! Cant imagine the talking you will have to do to get out of that mess!!! Hope she uses earplugs!! No one wants to hear YOU!
965012972018966529 2018-02-17 18:59:56 -0400 <michaeldsterner> @realDonaldTrump Have you ever thought of leading and building a consensus instead of just talking shit and blaming people?
965012971335413766 2018-02-17 18:59:56 -0400 <charliePA5> @realDonaldTrump @POTUS AK-15 are people killers If you  don't do anything about them you are an accomplice to their death.
965012971276636161 2018-02-17 18:59:56 -0400 <tovetalk> @ChrisLeeTM @piersmorgan @realDonaldTrump Tell me one reason.... Only one... Why this is not feasible. And bollocking to the 2A. Its an amendment which can be amended
965012970546843648 2018-02-17 18:59:55 -0400 <clewis7711> @ColumbiaBugle @realDonaldTrump Only problem is, is that the GOP are the ones who won't vote for DACA.
965012970483826690 2018-02-17 18:59:55 -0400 <stephens_brad> @realDonaldTrump Please learn something Mr “nobody is smarter than me.” You need 60 votes. They would still need Republican support to get gun legislation through. However, with you and the Republican Party in the NRA’s pocket, nothing will be done. Tragic!
965012970207088641 2018-02-17 18:59:55 -0400 <ElysabethBritt> @WordswithSteph @realDonaldTrump I’m ready with an actionable plan Stephanie.  https://t.co/uGk5x6JDHN
965012969263456256 2018-02-17 18:59:55 -0400 <Jwat820> @realDonaldTrump Well now you’re in the WH, so do something about it or the next administration will be saying the same thing about you. It’s time to stop passing the blame and take action.
965012969129218048 2018-02-17 18:59:55 -0400 <everawlings> @TheRealJuIian @realDonaldTrump @NRA Fake news again ~
965012969003233281 2018-02-17 18:59:55 -0400 <Sirius_Traveler> @misterdish69 @ColumbiaBugle @realDonaldTrump   https://t.co/ohWek9y7UZ
965012968583950336 2018-02-17 18:59:55 -0400 <sheltielove> @JacobAWohl @realDonaldTrump Criminal under investigation talking about money - still looking for a pardon 😂😂😂😂😂😂
965012968571224064 2018-02-17 18:59:55 -0400 <maitri108> @GeraldoRivera @realDonaldTrump @POTUS P.S., they’re still doing it.
965012967862521857 2018-02-17 18:59:55 -0400 <MaxxLP007> @realDonaldTrump YOU HAVE DONE JUST ABOUT EVERYTHING TO DESTROY OBAMA S EXCUTIVE ORDER, U DESTROYED MICHELLE OBAMA S PROGRAMS AS WELL SO PLEASE SAVE IT FOR SOMEONE WHO CARES WE DONT
965012967610814465 2018-02-17 18:59:55 -0400 <shackleford_2> @realDonaldTrump How’s the ‘Audit’ going, Comrade? #TrumpRussia
965012967459667968 2018-02-17 18:59:55 -0400 <microbiolady> @realDonaldTrump Isn't your Transylvanian whore an immigrant? And Ivanna too? Stfu you dipshyt!
965012966063202307 2018-02-17 18:59:54 -0400 <BlindDrilling> @Normsmusic @realDonaldTrump Trump as a young boy......
965012965438013440 2018-02-17 18:59:54 -0400 <redpillhubby> @PerryLoague @GiantCranko @IRdotnet @realDonaldTrump over 60 million in the womb no shots fired.
965012964486057984 2018-02-17 18:59:54 -0400 <mscatie> @realDonaldTrump Well that's a lie, but you own congress now. What action will you take? You PROMISED to make those kids safe. Otherwise your words are just BS...and they have your number.
965012964465094661 2018-02-17 18:59:54 -0400 <mgesm> @realDonaldTrump So why don’t you do it  show that you are the better man what are you afraid of?
965012963194126336 2018-02-17 18:59:54 -0400 <janiehammy> @ChuckGrassley @AriMelber @realDonaldTrump Oh geee that’s tough talk!
965012961390718976 2018-02-17 18:59:53 -0400 <Ajkpick> @realDonaldTrump You should please stop talking.  Take action.  Work to ban the AR15 and other assault weapons.
965012961378160640 2018-02-17 18:59:53 -0400 <melissathomas50> @realDonaldTrump So I guess you are ready to pass gun legislation now.. you know since you have both the house and senate? Is that what you’re saying? Do at least ONE fucking thing that we could be proud of.  https://t.co/d1jc9bxb3S.
965012961260703745 2018-02-17 18:59:53 -0400 <Jup1t3r13> @ChuckGrassley @realDonaldTrump only 18 months too late my man. he was calling for the russians to hack hillary, but you didnt care.
965012958303739905 2018-02-17 18:59:52 -0400 <koolphone> @IsraeliPM @netanyahu @IsraeliPM @MorawieckiM @PremierRP_en @PolesForTrump @realDonaldTrump @POTUS  hm.... Werner Maltzahn, Werner Goldberg , Erhard Milch, Helmuth Wilberg, and ...  https://t.co/8rV4zUfUWz #GermanDeathCamps #GermanDeathCampsNotPolish  https://t.co/zZFXvtlEMx
965012956873404416 2018-02-17 18:59:52 -0400 <DMcKnight63> @realDonaldTrump The NRA would’ve gave you enough money so you wouldn’t of done anything anyway
965012956227481600 2018-02-17 18:59:52 -0400 <keirajeanine> @realDonaldTrump You pulled the plug on DACA. You signed a bill making it easier for the mentally ill to procure guns and then you post this? You received over 30million from @NRA. You, sir are complicit in the deaths of these children as much as your @GOP compatriots. Stop tweeting. Pathetic.
965012955342524417 2018-02-17 18:59:52 -0400 <LydiaHo22616452> @realDonaldTrump Amen!
965012953845194752 2018-02-17 18:59:51 -0400 <Dedeahf> Hannity on Russian indictments: 'Where the hell was the Obama administration?' - The Hill @seanhannity Remember when @BarackObama warned @realDonaldTrump about the Russians? You are becoming as irrelevant as your hero, and also as uninformed &amp; Idiotic!   https://t.co/GknAV8cxZo
965012953060687872 2018-02-17 18:59:51 -0400 <Matt_Weible> @realDonaldTrump We don't expect much from you. Just try not to start #WWIII .
965012953006186497 2018-02-17 18:59:51 -0400 <HowardM16033179> @MAGAPILL @realDonaldTrump @POTUS If that were the truth..@POTUS would do something about it...
965012951617896448 2018-02-17 18:59:51 -0400 <JohnnyNoName6> @GOP @realDonaldTrump So if you’re gonna advocate for American people, y’all are gonna do something about the school shootings and gun violence right? I mean we sure could use the party in power to put that power to use to save some lives. So less yakkity yak and more action. Thank you
965012950607187969 2018-02-17 18:59:51 -0400 <Tanner43D> @realDonaldTrump Mueller is going to solve the biggest problem this country has, stay tuned Trump.
965012950003212288 2018-02-17 18:59:51 -0400 <paddy_de> @mojoitalia @Trumpism_45 @realDonaldTrump You might want to fact check this. First, second and third lines all appear to be wrong.
965012949692805120 2018-02-17 18:59:50 -0400 <ndnwndrwman> @realDonaldTrump Well with that logic, you and the GOP controlled congress can now do it.
965012948501581824 2018-02-17 18:59:50 -0400 <Sasha_637> @realDonaldTrump You can't do much when the dems only had complete control for a short time and the ACA was top priority.
965012948237389824 2018-02-17 18:59:50 -0400 <doodlebugdeedee> @GOP @realDonaldTrump The White Nationalist's!
965012948027666437 2018-02-17 18:59:50 -0400 <teddyboss72> Que pinche habilidad tiene ese cabrón del @realDonaldTrump... Al paso que va, en ningún lado va a ser bienvenido  https://t.co/qtlNPNQ2fL
965012946085732357 2018-02-17 18:59:50 -0400 <Chrisnj999> @realDonaldTrump You should be doing stand-up!!!
965012945473335296 2018-02-17 18:59:49 -0400 <monahan_maggie> @DannyZuker @realDonaldTrump You answered your own question with the word cowardly...
965012945389412353 2018-02-17 18:59:49 -0400 <EliaAmante> @realDonaldTrump Why don’t you ever have your facts right? You’re the President for Pete’s sake!
965012945150210049 2018-02-17 18:59:49 -0400 <ScottEvans2312> @SenJeffMerkley @realDonaldTrump No
965012944319729666 2018-02-17 18:59:49 -0400 <RoryHiggins1> @realDonaldTrump Less BLAMING more DOING Trumple-thin-skin
965012943401136128 2018-02-17 18:59:49 -0400 <HRigby> @realDonaldTrump Stop placing blame and start making changes. We need gun control NOW!!!
965012942310621186 2018-02-17 18:59:49 -0400 <yeahokaynowwhat> @MAGAPILL @realDonaldTrump @POTUS Hahaha
965012941014790144 2018-02-17 18:59:48 -0400 <JanaFrogWebb> @realDonaldTrump Can You Say Photo Opportunity?  Trump Can
965012940930809857 2018-02-17 18:59:48 -0400 <FormOfGood> Is Donald Trump a Traitor? After over a year in office, the jury is still out! @realDonaldTrump @HouseGOP   https://t.co/eAc9NXqxd8
965012940129755137 2018-02-17 18:59:48 -0400 <LawrenceEQuigl1> @hdbob3 @FoxBusiness @charliekirk11 @POTUS @realDonaldTrump Ohhhh....here we go about the Russians... We've heard it for one year since @realDonaldTrump won @POTUS ...what's next after Mueller falls...it was the Martians? You people kill me...ignorant and blindsided by what you watch on @maddow 🇺🇸👍👍👍
965012939840385025 2018-02-17 18:59:48 -0400 <HakeEdward> @realDonaldTrump @DHSgov BUILD THE WALL!
965012939160850432 2018-02-17 18:59:48 -0400 <WOOKIE318> @realDonaldTrump Meet Emma asshole.  https://t.co/koDG3oRd86
965012938774872064 2018-02-17 18:59:48 -0400 <ShellbackSteve> @ColumbiaBugle @realDonaldTrump Don't you know?
965012938280132609 2018-02-17 18:59:48 -0400 <RoyCharlieroy> @realDonaldTrump So you pass one!! instead you just pass blame
965012937906810881 2018-02-17 18:59:48 -0400 <dr_whiplash> @realDonaldTrump Yeah, Mr. President, you stick with that idea. I think that most of America do think that was Mr. Putin's main goal. Why else would he spend millions of rubles on it?
965012937092997120 2018-02-17 18:59:47 -0400 <MamaKat812> @realDonaldTrump @nypost Give it up Donnie.   https://t.co/k5T5tjUXFC!
965012936535273473 2018-02-17 18:59:47 -0400 <Reved12> @realDonaldTrump You still colluded and are COMPLICIT. You know, I know it and the American people know it. YOU ARE GOING DOWN
965012936468107270 2018-02-17 18:59:47 -0400 <loudmouth25> @dbongino @kayleighmcenany If @realDonaldTrump is innocent, there no need to repeat No Collusion is there?
965012936283639808 2018-02-17 18:59:47 -0400 <LMeyerhoffer> @simply_juan1 @realDonaldTrump @CNN Exactly who do you think is going to tell you the truth? The media? The FBI? The CIA? Obama? Hillary? You know they all were involved.   It's not going to happen.  Accept it and move on with life.
965012936073850880 2018-02-17 18:59:47 -0400 <Omega_Manx> @realDonaldTrump What about the sanctions? Selling out the whole country because you are an asset and have no way out. You will be jailed
965012935708831744 2018-02-17 18:59:47 -0400 <elle_desylva> @pedskr @nytimes @robjective @realDonaldTrump @facebook Oh yeah I think I saw that thread.   I think this year it’s important to remember a lot of ads focused on voter suppression. Overcoming that is key to the 🌊🌊🌊
965012935667044352 2018-02-17 18:59:47 -0400 <jvandemo2857> @realDonaldTrump @GOP @HouseDemocrats Wanted: A president that: - is willing to lead - accepts responsibility for his/her actions  - does not lie - is willing to make decisions that are best for America even if it’s not the best for him/ her  - exemplary personal integrity
965012935608274945 2018-02-17 18:59:47 -0400 <NaturaSacra> You're a very, very bad liar, @realDonaldTrump.  https://t.co/hRP2pF2k02
965012935423733760 2018-02-17 18:59:47 -0400 <SamuelWang2018> @Scavino45 is right. Unfortunately, the Mainstream Media like you want to paint @POTUS @realDonaldTrump in a negative light in such a way that #WeThePeople would be angry. You've got too much false narrative, @jdawsey1 so listen to @Scavino45  https://t.co/bpmO9gaMud …  https://t.co/dfxKbDj1wO
965012933351804928 2018-02-17 18:59:47 -0400 <sjvandus> @realDonaldTrump The Republicans have both houses of Congress in the presidency. Right now. They do nothing about mass shootings except say thoughts and prayers. #AlertTheDaycareStaff #DementedDonnie
965012933137743872 2018-02-17 18:59:46 -0400 <RobinsonHistory> @realDonaldTrump 1. The filibuster stopped them then.  2. By that logic, you can fix it now that you control the house and senate.
965012933066481664 2018-02-17 18:59:46 -0400 <colinjgriffith1> @SovietSergey @realDonaldTrump  https://t.co/J98Zv0atrf
965012932550635520 2018-02-17 18:59:46 -0400 <sheehankelly> @realDonaldTrump 🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕fuck you🖕
965012932286341120 2018-02-17 18:59:46 -0400 <goharvickgo29> @The_Trump_Train @realDonaldTrump No that you. Trump doesn't care about our children in our school  all he cares about is his 30 millon from the NRA
965012931485282304 2018-02-17 18:59:46 -0400 <EdLi623> @Kizzmyspurz @bullsexpress @The_Trump_Train @realDonaldTrump Not true. Check it out on Snopes. And follow the money.
965012931074240514 2018-02-17 18:59:46 -0400 <TawalbaA> @realDonaldTrump Just do it
965012931044958213 2018-02-17 18:59:46 -0400 <gonzo13b> @1969rpmalerba @lil_sis_nett @Lauren_M_Carol @realDonaldTrump If not, what are you?
965012930403098624 2018-02-17 18:59:46 -0400 <ddeenniissee59> @CNNPolitics Spend the money on veterans services and the veterans themselves. The only purpose the parade will serve is to assuage the ego of one very small minded individual, @realDonaldTrump.
965012930352775168 2018-02-17 18:59:46 -0400 <colleenkerr21> @realDonaldTrump Why should  we believe you. you've done nothing but lie this whole time
965012929836851200 2018-02-17 18:59:46 -0400 <Christi46119463> @realDonaldTrump Why are you still promoting Russia's agenda instead of protecting America?  You helped them get everything they wanted.  You sowed more division than anyone in history. You repeated their lies and weakened this country.
965012929576751106 2018-02-17 18:59:46 -0400 <inthelifeofkay> @realDonaldTrump I just wanna want to say that I don’t really like you ... sorry not sorry 😐
965012929157492736 2018-02-17 18:59:46 -0400 <NAWWSF__CK> @realDonaldTrump Kind of like Republicans would not pass infrastructure ??
965012928523988992 2018-02-17 18:59:45 -0400 <SeanBettencourt> @realDonaldTrump Then why don’t you fix it an “be the better man” instead of bitching about it or passing the blame...
965012928012238849 2018-02-17 18:59:45 -0400 <Cindi1218> @realDonaldTrump God I HATE you!
965012926900908032 2018-02-17 18:59:45 -0400 <Shar0n_Valencia> @realdonaldtrump really there for America's children? Sorry #EmmaGonzalez  but good news, #Mueller is coming for Trump so he will be impeached along with @VP and the @GOP will have to wake up and #DoSomethingNow  https://t.co/I9UhkPg0Oa
965012926556876800 2018-02-17 18:59:45 -0400 <espressodoppio6> @realDonaldTrump @SenateMajLdr @SpeakerRyan I call your statement a lie. You caused the DACA problem, Congress would not go along w reasonable gun control laws. GOP is owned by NRA, you got $ 30million. Household policy: vote against anyone who receives NRA $$. Period.
965012926007468032 2018-02-17 18:59:45 -0400 <maycasey19> @MackalRoger @realDonaldTrump These ladies are only getting $100,000...
965012926003281921 2018-02-17 18:59:45 -0400 <koolaidkiss> @GOPisComplicit @RogueSNRadvisor @realDonaldTrump It's the only way he can keep that soft, yellow complexion.
965012924380172289 2018-02-17 18:59:44 -0400 <GauldinLee> @realDonaldTrump You're incredibly obtuse.  https://t.co/WnJVXltvYL
965012924275286017 2018-02-17 18:59:44 -0400 <matt_collie> @TheRealJuIian @realDonaldTrump @NRA Why don't you let's us know who you really are instead of using a "parody" account?!
965012923730071552 2018-02-17 18:59:44 -0400 <humancaptlstock> @realDonaldTrump Why don't you implement the sanctions against Russia?
965012923319029761 2018-02-17 18:59:44 -0400 <deg2> @realDonaldTrump   https://t.co/fJjMA47all
965012922794590208 2018-02-17 18:59:44 -0400 <BigBreakFive> @realDonaldTrump They have owned you long before that . It was the beginning of the Trump puppet police state
965012922698293249 2018-02-17 18:59:44 -0400 <StephenYursha> @Dax_x98 @realDonaldTrump sewage
965012922576654336 2018-02-17 18:59:44 -0400 <ctvernon> @realDonaldTrump So now YOU can be the hero and do it! What an opportunity!
965012922488492032 2018-02-17 18:59:44 -0400 <D_M_H1958> @realDonaldTrump   https://t.co/yCLwcwIq5A
965012922471677952 2018-02-17 18:59:44 -0400 <TheLovely_RAE> @realDonaldTrump Woulda Shoulda Coulda Mf the question is WTF you plan to do about it.  Sick of yo All Talk No Actions ass.
965012922303905792 2018-02-17 18:59:44 -0400 <batcave2020> @AnnCoulter @realDonaldTrump Looks like it....weak leadership.
965012922232705030 2018-02-17 18:59:44 -0400 <___Julio___> @realDonaldTrump ....well you can pass something now?
965012921599320064 2018-02-17 18:59:44 -0400 <confabulaton> @allglitteredout @realDonaldTrump Trump has our support regardless what you feel or our lack of input at any given moment.... 7 MORE YEARS #MAGA
965012920634691586 2018-02-17 18:59:44 -0400 <puddinpaws1945> @realDonaldTrump Very true!
965012920043098112 2018-02-17 18:59:43 -0400 <everyhumanknows> @noteabaggers @TheRealJuIian @realDonaldTrump @NRA Like these guys....  https://t.co/UBErFIvETp
965012919175000065 2018-02-17 18:59:43 -0400 <hickman_rick> @realDonaldTrump They also know it would be Political Suicide.
965012919141523457 2018-02-17 18:59:43 -0400 <MaxineStonesMom> @realDonaldTrump @GOP @DonaldJTrumpJr @IvankaTrump @jaredkushner  https://t.co/xEC8rti4k0
965012918361182208 2018-02-17 18:59:43 -0400 <TonyRod80447421> @realDonaldTrump Hella truth!
965012917648347137 2018-02-17 18:59:43 -0400 <teresitafrancis> @realDonaldTrump Agree
965012917119832064 2018-02-17 18:59:43 -0400 <ArkLaTexBubbe> @realDonaldTrump  https://t.co/OX6OIPub4O
965012916868210688 2018-02-17 18:59:43 -0400 <BrendaS90635947> @realDonaldTrump My you seem so off this weekend! Grasping for straws? Looking to fire up your dwindling base? Where is your anger at the Russians?
965012916419219457 2018-02-17 18:59:43 -0400 <JustDonika> @realDonaldTrump I haven't seen a single news network deny the start date of the Russian group. They say it started off just trying to spread chaos, but started focusing on helping Trump's campaign and to a lesser degree Bernie's.
965012914750087169 2018-02-17 18:59:42 -0400 <Kailee631> @ChuckGrassley @realDonaldTrump He speaks!!
965012914485825536 2018-02-17 18:59:42 -0400 <simonhedlin> @realDonaldTrump This is your chance to unite America. You should prove that you're able to do what the Democrats failed to do. You should provide permanent legal status to DREAMers and pass common-sense gun safety laws, both of which are strongly supported by a majority of the American people.
965012914418716673 2018-02-17 18:59:42 -0400 <NakedMango> My #thoughtsandprayers are with @realDonaldTrump while #EmmaGonzales rips him with her words #GunReformNow
965012914158612480 2018-02-17 18:59:42 -0400 <Lou03353725> @drawandstrike @DeptJusticeIRL @FBI @SheriffClarke @realDonaldTrump @SenateMajLdr @SpeakerRyan @GOP @GOPChairwoman Common sense approach to protecting our children in schools. Until we can keep the attackers / murderers out of the school, we need armed protectors inside to deter.  https://t.co/iBos760pZT
965012913659396097 2018-02-17 18:59:42 -0400 <Dasani_01> @realDonaldTrump DACA was fine until you destroyed it if your such a great leader then why don't you get your republican led house and senate to pass it? Dimrod!
965012912434802689 2018-02-17 18:59:42 -0400 <RabidMemes> @realDonaldTrump 👉if this is true should there not be an investigation???? #WarOnDrugs #MAGA #AmericaFirst #BuildTheWall #CCOT @seanhannity @IngrahamAngle  https://t.co/diu59EU96v
965012911935516672 2018-02-17 18:59:41 -0400 <scottfromsf> @Capitalics @sunsetCMP @djrothkopf @tomricks1 @realDonaldTrump Sweet. Thanks for the link.
965012911742701568 2018-02-17 18:59:41 -0400 <marmopaz> @TruthinGov2016 @realDonaldTrump @nypost NEVER my president
965012911667073026 2018-02-17 18:59:41 -0400 <Ditzy_horse> @realDonaldTrump And still no Russian sanctions.  What does Putin have on you.
965012908877869056 2018-02-17 18:59:41 -0400 <CattieCarol> @realDonaldTrump NRA blood money @GOP refuses to let any gun safety legislation pass. You’re complicit and have kids blood on your hands.
965012908777398272 2018-02-17 18:59:41 -0400 <Crabapple_JBA> @realDonaldTrump March 2011: A Wall Street Journal/NBC News poll shows Trump leading all presidential contenders, including Mitt Romney. 3/11
965012908521459712 2018-02-17 18:59:41 -0400 <barbkay54> @The_Trump_Train @realDonaldTrump You are the only one causing America to suffer! What’s the matter, a little envious of Obama because his ratings are and were always higher than yours?
965012907757940736 2018-02-17 18:59:40 -0400 <Kno> @NobleLemieux @LRohrbacker @robjective @realDonaldTrump @facebook Arguing semantics on the internet isn't going to make your tiny beige weiner any bigger, Chet. You do know that, right?
965012907238088706 2018-02-17 18:59:40 -0400 <kathywaters09> @realDonaldTrump U have a choice to make President Trump Your going 2 protect this Country from Domestic enemies like U swore to do or You need to resign.For over a year U have allowed the Media's,Democrats,Clinton,Obama&amp;admin&amp;Mueller's coup of corruption to go on for over a year Country's had it
965012907221274624 2018-02-17 18:59:40 -0400 <DavidGSmith18> @realDonaldTrump They're leftists. Talk's their limit.
965012906365669378 2018-02-17 18:59:40 -0400 <coleslawadidas> @realDonaldTrump Hi can you ACTUALLY do something. Visiting Florida doesn’t do shit. Make my class mates and I feel safe at school again.
965012905900027906 2018-02-17 18:59:40 -0400 <theluter1> @realDonaldTrump This is just another petty, substance-less attack on those who dare attack your disastrous leadership and administrative record.
965012904146714624 2018-02-17 18:59:40 -0400 <KeithKoehler1> @realDonaldTrump   https://t.co/EWLmIdWD92
965012903991574531 2018-02-17 18:59:40 -0400 <LalomaSanchez> @VoteGloriaJ @ChuckGrassley @nycsouthpaw @realDonaldTrump Gloria " I'm AAAMAAAZZZED!
965012903794327552 2018-02-17 18:59:39 -0400 <CouldIBeBlunt> @realDonaldTrump True Trump fashion, just point the finger at everyone else and shrug your shoulders, but don't actually do anything......  https://t.co/5aJDNLsIqr
965012903526064133 2018-02-17 18:59:39 -0400 <elisse1313> @realDonaldTrump Because the indictment want about that.
965012903064616961 2018-02-17 18:59:39 -0400 <JCKerrigan_LA> @SenatorBrittain @realDonaldTrump .....because you’re a nobody.
965012902183710721 2018-02-17 18:59:39 -0400 <DavidWohl> @realDonaldTrump Power-starved Dems are watching  their voting base is disintegrate right before their very eyes. That's why their obsession right now is legalizing illegal aliens, hoping they'll become Democrat voters.
965012901630304256 2018-02-17 18:59:39 -0400 <somelousyluck> @realDonaldTrump You went to Moscow in 2013 after attempting in 2012. Doesnt take a rocket scientist to figure it out.
965012901474938880 2018-02-17 18:59:39 -0400 <DNakagaws> @realDonaldTrump It's all just talk with the Dems...only talk...
965012901445754880 2018-02-17 18:59:39 -0400 <John43280570> @realDonaldTrump You know what RESIGN!!!!
965012900418084865 2018-02-17 18:59:39 -0400 <clenseren1> @4YrsToday @velma00867734 @realDonaldTrump Yes but Hitler is dead
965012899377885185 2018-02-17 18:59:38 -0400 <sievert_ks> @realDonaldTrump You are so desperate for someone to believe your lies.  Are you having a breakdown?
965012898748645376 2018-02-17 18:59:38 -0400 <Donatog87> @realDonaldTrump @immichaelmoore is this guy serious?????
965012898035720193 2018-02-17 18:59:38 -0400 <odiazrn> @realDonaldTrump Has @NRA bought your silence as you tried to do with Stormy Daniels?
965012896806785024 2018-02-17 18:59:38 -0400 <JotweeterAnne> @TheRealJuIian @realDonaldTrump @NRA BS
965012896349552641 2018-02-17 18:59:38 -0400 <BJ1226> @realDonaldTrump You’re delusional dude! U turned back the Obama policy restricting gun purchases for those with mental illnesses! You rolled it back or don’t you remember. And btw where is the photo from that ‘moment’ that you refuse to release? CBS has requested it 12x! What are you ashamed?
965012895686946816 2018-02-17 18:59:38 -0400 <Sunshine16011> @realDonaldTrump Then u stop talking and u do something
965012894659366912 2018-02-17 18:59:37 -0400 <zedfinny> @realDonaldTrump What's hard to ignore is that you have the IQ of a carrot.
965012894491521024 2018-02-17 18:59:37 -0400 <JodeneRdc> @HuevosDeChivo @realDonaldTrump @CPAC There’s no such thing as a Deep State. There’s a Deep South, a Deep Blue Sea, &amp; a Deep Sleep. From which do you hail? Maybe, a Deep Confusion?
965012894415908864 2018-02-17 18:59:37 -0400 <BigwheelMcNeil> @realDonaldTrump You’re a joke . You know damn well the info is already out there .
965012893707091969 2018-02-17 18:59:37 -0400 <colinjgriffith1> @braunsweig @realDonaldTrump  https://t.co/J98Zv0atrf
