1042201603019812866 2018-09-18 19:59:59 -0400 <atxkerry33> @realDonaldTrump Lol
1042201551119572992 2018-09-18 19:59:47 -0400 <jmontgomery5000> @realDonaldTrump "One of the wettest we've ever seen from the standpoint of water." The best words, lol. Won't be any quotes used by this "president" by future generations other than on Saturday Night Live.
1042201550792417280 2018-09-18 19:59:47 -0400 <WileELiberal> @realDonaldTrump "One of the wettest we've ever seen from the standpoint of water"   I shit you not, he says that... it's must watch comedy.  This is some wild ad libbing ... no way anyone actually wrote that he says here.   😄
1042201547428573184 2018-09-18 19:59:46 -0400 <serenity0529> @GOP @realDonaldTrump  https://t.co/JbpatxVeJ7
1042201546472210432 2018-09-18 19:59:46 -0400 <treybritt42> @realDonaldTrump  https://t.co/zziEiobqJD
1042201546317021184 2018-09-18 19:59:46 -0400 <870_677> @realDonaldTrump Worry about everyone you have picked in your cabinet being crooked  lately your FEMA guy stealing tax payers money.Did you train him?
1042201543842258944 2018-09-18 19:59:45 -0400 <JacquieLeyns> @i_mnottellin @senorrinhatch @GOP @realDonaldTrump It took a lot of courage for her to come forward with this story. She doesn’t deserve any of this 😢
1042201543305506816 2018-09-18 19:59:45 -0400 <PactwaLudwik> @prezydentpl @realDonaldTrump PAD ma pełne ręce roboty podczas Historycznej Wizyty w USA !
1042201543225667584 2018-09-18 19:59:45 -0400 <Mark45dominic> @SecPompeo @realDonaldTrump @WhiteHouse @narendramodi @SushmaSwaraj @PacificCommand @CENTCOM @abeshinzo but your own products togather comeup own natural resources pools minings infrastructure investments
1042201541837565953 2018-09-18 19:59:45 -0400 <wmjesq> @Jenapher_B @realDonaldTrump  https://t.co/VNEb6vcjPg
1042201541728456706 2018-09-18 19:59:45 -0400 <cornelioadams> @realDonaldTrump  You move fast, Toad.  How much $$ did you have to pay for his quick cooperation? More than $130,000?
1042201541338382336 2018-09-18 19:59:45 -0400 <Tduggan80208294> @SallyDeal4 @realDonaldTrump @WhiteHouse So true, so true !!!
1042201541095116801 2018-09-18 19:59:45 -0400 <joshfirmpa> @BretBaier @ShannonBream @realDonaldTrump  https://t.co/Q3YmXNqEgF
1042201539576823808 2018-09-18 19:59:44 -0400 <dalida_ray> @AynRandPaulRyan @realDonaldTrump @USCG @CEDRdigital Idiot
1042201538960211968 2018-09-18 19:59:44 -0400 <carolinabamalex> @Jesschurch1972 @jigsaurus @rebelbellenyc @realDonaldTrump No danger over here, Jessica! I have a full arsenal, thanks to my expansive vocabulary. It’s cute that you think I needed back-up. I was simply trying to share the free entertainment. I’m still here, aren’t I? Yes bigotry and racism tend to offend me. 1/
1042201534774353920 2018-09-18 19:59:43 -0400 <khourymurphy5> Like @realDonaldTrump @realDonaldTrump
1042201533209890816 2018-09-18 19:59:43 -0400 <wvhippy> @WhiteHouse @realDonaldTrump @FLOTUS Fuck you
1042201531875942406 2018-09-18 19:59:43 -0400 <jgnorris54> @realDonaldTrump Look whos talking about lieing
1042201531016257536 2018-09-18 19:59:42 -0400 <RMSchex10> @Sighthoundgrace @cathie08863525 @LGMnow @realDonaldTrump @POTUS And yet there was the birth certificate issue....
1042201530521141248 2018-09-18 19:59:42 -0400 <skich> @LizClaman @realDonaldTrump Russia knows that without a doubt, any intrusion into a  NATO member country is a declaration of war against the rest. They’re not going to do that.
1042201528826646528 2018-09-18 19:59:42 -0400 <gully_m> @GregShugar @realDonaldTrump There's no way I'm going to watch this propaganda crap.
1042201528247869440 2018-09-18 19:59:42 -0400 <thomspud> @KissyZombie @realDonaldTrump If he is great, you are Princess Winterspringsummerfall. And I am a 28 year old gymnast.   All, not so much.
1042201519146369025 2018-09-18 19:59:39 -0400 <gabierku> @realDonaldTrump Extraordinario siga adelante sr. Presidente
1042201518957445120 2018-09-18 19:59:39 -0400 <Melxray> @MildredVon @GregShugar @realDonaldTrump IKR? Who knew water was wet? 🍄
1042201517535764480 2018-09-18 19:59:39 -0400 <moreontrump> @realDonaldTrump Florence barely a hurricane, but we got some flooding! Puerto Rico was much worse, but I don’t like taking responsibility...so I’m not going to talk about that one.
1042201516449382401 2018-09-18 19:59:39 -0400 <cgadea02> @realDonaldTrump 🇺🇸🇺🇸🇺🇸
1042201510682099712 2018-09-18 19:59:37 -0400 <heidislilgirl> @realDonaldTrump  https://t.co/03s95AYS8h
1042201510107590661 2018-09-18 19:59:37 -0400 <dadofccx3> @AynRandPaulRyan @realDonaldTrump @USCG @CEDRdigital OMFG!!!!
1042201508631044102 2018-09-18 19:59:37 -0400 <EMrchill420> @JacobAWohl @realDonaldTrump You and Trumpers take it to russia. 100 people total on earth maybe like to use Trump. Think you got mixed up
1042201508446593024 2018-09-18 19:59:37 -0400 <Grandma86870092> @MildredVon @GregShugar @realDonaldTrump OMG!!!! 😂😂😂😂😂
1042201505766494208 2018-09-18 19:59:36 -0400 <Beleriand21> @realDonaldTrump As usual most of this thread about dems talking out of their behinds and not sticking to the actual issue of tweet ,how usual.
1042201505233887232 2018-09-18 19:59:36 -0400 <eengineeeeeeeer> @RepSwalwell @realDonaldTrump How is it lawless? He has full constitutional authority. Your evil schemes are about to be exposed. Run for the hills. Hope you don’t kill yourself now. There is hope. Google the crisis hotline number.
1042201504965423104 2018-09-18 19:59:36 -0400 <HollyBH7> @NancyPelosi @realDonaldTrump No undercover agent for the FBI , the CIA and other agencies are safe while Trump is office. Their lives are in danger. The US military secrets operation are in trouble and they may be killed due to Trump’s disregard for the rule of law and national security. Protecting himself.
1042201502834614273 2018-09-18 19:59:36 -0400 <PeauNue> @realDonaldTrump I hope they don’t drag there feet...your the right one to get them released ASAP.
1042201502566236162 2018-09-18 19:59:36 -0400 <phinsfan9> @dumptrump33 @realDonaldTrump @FLOTUS Cant wait for the president's tweet about this
1042201500573945856 2018-09-18 19:59:35 -0400 <marystudeny> @realDonaldTrump chose #Kavanaugh SPECIFICALLY to overturn #RoevWade AND to be his #GetOutOfJailFree card in the #MuellerInvestigation  He swore during campaign he would eliminate Roe via SCOTUS pick. Vote NO!  @SenatorCollins @lisamurkowski @SenSasse @JeffFlake @SenBobCorker
1042201500544630784 2018-09-18 19:59:35 -0400 <nick_e_willy> @realDonaldTrump Tremendously wet like your little Peter
1042201495955894272 2018-09-18 19:59:34 -0400 <msfmitchell> @realDonaldTrump So there can be more jobs for AMERICANS Apple!!!
1042201495758761984 2018-09-18 19:59:34 -0400 <juliatostijulia> @vince1reed @TheTrut45165491 @BrightFeather2 @Jeanne_vanced @NJTommci @TimChap45336298 @mckts220 @davidwar55 @AnnaResist @Ba_Smith_1 @LouDobbs @realDonaldTrump @nebulousecho @dfj1200 @s_touchon @stahir359 @jagtech6345 @MikeHorner2 @roonespize @donnalhilton646 Their problem is that they are sooooo predictable
1042201493871448064 2018-09-18 19:59:33 -0400 <suziharrphoto> @GOP @realDonaldTrump The American people overwhelmingly do not want #StopKavanaughNow @BrettKavanaugh on the Supreme Court @GOP don't forget the government  WORKS for American citizens @realDonaldTrump  @SenateMajLdr @SpeakerRyan @ChuckGrassley Drop the bullying and huge egos and WORK for the people
1042201493594664960 2018-09-18 19:59:33 -0400 <Elizabe10295253> @realDonaldTrump Great. Job. President Trump' we know what going on
1042201491543453696 2018-09-18 19:59:33 -0400 <A_D_Seri> @realDonaldTrump @prezydentpl @WhiteHouse  https://t.co/bdm5D5jcGr
1042201490918649856 2018-09-18 19:59:33 -0400 <marydalygervais> @ProgressOccupy @CaliGamer @JeffreyGuterman @realDonaldTrump Damn. I fell for a bot  https://t.co/y0uV96cDB8
1042201489798823940 2018-09-18 19:59:32 -0400 <Ohnjaye4> Mark Judge, Kavanaugh's classmate, details parties in writings @CNNPolitics  https://t.co/vRqu48Bt6Z  @realDonaldTrump @BrettKavanaugh @RepAdamSchiff -- Mark Judge needs to be subpoenaed or be held in contempt -- the Animal House boys will be boys mentality isn't a defense ...
1042201485747077120 2018-09-18 19:59:32 -0400 <carbgraph> I am thankful EVERY DAY for the #ElectoralCollege because @HillaryClinton is NOT our President. And SOLELY BECAUSE of it, #SelfServing @HillaryClinton wants to abolish. Congratulations again and thank you to @KellyannePolls @realDonaldTrump @POTUS #Kag2020 #MAGAforALL
1042201484316868608 2018-09-18 19:59:31 -0400 <Myhiddenmadness> @DrYardSale @jonybghud @deborahashley48 @CliffShep @AppSame @rmack2x @RepSwalwell @realDonaldTrump Agents are confined by the policies of their agency. You’ve been on here all day, so it’s probably a safe assumption you aren’t familiar with employee/employer relationships and the policies that employees have to adhere to, whether they agree with them or not.
1042201483867971584 2018-09-18 19:59:31 -0400 <NancyParks8> @retireleo @kmillercc @DocBennett1ID @nevylen @BuddhaKatze @NegusHamitic @ClausPhanta @MuKaoKai @andrew_acrasm @Mharris888H @Maxxtruk @SurvivorFan2016 @BalanceOverBias @martuk56 @RedDragonFly19 @GillMash4 @dbaerwald1 @agador9 @55cruiser @Nicoxw1 @mark03366669 @AMluvinit2 @HollyResist @Kenneth47348726 @SassyMsViolet @SagArcher @LarryHumphries1 @AzraelResists @CeciliaFrances4 @Qanon_is_fake @TrumpSugar @PunishedBobcat @write2bheard1 @ThatVioletB @PhillipBoldt @GoldenlawSuze @jollyeaker @inkslinger96 @Chas78287697 @BoswellDeb @arnoldpeterso13 @MammothAllen @Maureen24470359 @Kevin84500028 @MarilynKayStew1 @LiQuiDQuB @velezusmc @BurnVoth @bitterlily22 @realDonaldTrump Real Donald  https://t.co/G9rG4s3Rdt a conman dealing in smoke &amp; mirrors. He only cares what he can get out of the job.
1042201482920124417 2018-09-18 19:59:31 -0400 <TheDavidFagan> @dastnvck_debbie @StopTrump2020 @KellyLMcKevitt @realDonaldTrump Don’t worry, the FBI will continue their cleanup of the government.  You and your MAGA pals can have meetings to practice your Christian beliefs and your white supremacy doings.
1042201482085494785 2018-09-18 19:59:31 -0400 <RosemaryRattan> @beatingheartlb @FosteLance @KissyZombie @realDonaldTrump Thank you to your morals and sanity!! I would love to see more of that in our country!
1042201481955471361 2018-09-18 19:59:31 -0400 <LindaBorland1> @RepSwalwell @realDonaldTrump  https://t.co/zuZya4V1jj
1042201479363346433 2018-09-18 19:59:30 -0400 <alicia_co2003> Please help my students get chromebooks:   https://t.co/Wspd4Fzc0A via @donorschoose @realDonaldTrump @BestBuy
1042201477903773696 2018-09-18 19:59:30 -0400 <3kds2dgSmith> @GOP @realDonaldTrump That’s incredible 😑
1042201476146163712 2018-09-18 19:59:29 -0400 <firestarter13_a> @Meech1101 @muhamadkhurshid @realDonaldTrump That’s the best one yet.
1042201475005464576 2018-09-18 19:59:29 -0400 <EightySix45> @realDonaldTrump It is truly amazing that these civil servants are still able to get the job done with such a buffoon leading them.
1042201472107069441 2018-09-18 19:59:28 -0400 <LindaGa56608878> @MMLW61 @Veteran4Trump @StopTrump2020 @realDonaldTrump Dr Ford is a clinical psychologist and she knows exactly how the system works and how to play the victim.  False accusations not only hurt innocent men but hurt true victims of sexual assault.  Currently her accusations are vague and can’t be disputed.  There is no evidence.
1042201469246562305 2018-09-18 19:59:28 -0400 <Nighthawk18Nina> @RolloofRosslyn @realDonaldTrump You are a member of the trump cult then? And no I know exactly what I'm talking about, Rosslyn. You want to know the truth you need to spend time at the border.  Otherwise you are getting second hand.
1042201468168822784 2018-09-18 19:59:27 -0400 <TessW353> @PalmerReport @realDonaldTrump Oh Bill you make me laugh so hard thank so very much 🐸🍄
1042201467589935104 2018-09-18 19:59:27 -0400 <Ladyjusticeher> @krassenstein @realDonaldTrump 😂😂😂
1042201467053060096 2018-09-18 19:59:27 -0400 <skullgirl12345> #2020 re-election @realDonaldTrump
1042201465245388805 2018-09-18 19:59:27 -0400 <isthsallthereis> @realDonaldTrump "The wettest from the standpoint of water"
1042201465115238405 2018-09-18 19:59:27 -0400 <speaklife595> Was this you guys @realDonaldTrump #qanon #WWG1WGA #speaklife  https://t.co/Cr9sNqgKwa
1042201464884678656 2018-09-18 19:59:27 -0400 <TruMuEsGud> @realDonaldTrump  https://t.co/iGsb1fCSBJ
1042201464599392256 2018-09-18 19:59:26 -0400 <KellyIris19> @realDonaldTrump JACKASS
1042201463970193410 2018-09-18 19:59:26 -0400 <KgKathryn> @realDonaldTrump  https://t.co/c3a7Bsh2sN
1042201463106281474 2018-09-18 19:59:26 -0400 <favabean7> @realDonaldTrump #YetiPubes #MushroomDick  https://t.co/AvUFNnnHBj
1042201459771637760 2018-09-18 19:59:25 -0400 <melindacapecod> @JacobAWohl @realDonaldTrump You're straight out of your fucking mind.
1042201457741766657 2018-09-18 19:59:25 -0400 <G58757382> @krassenstein @realDonaldTrump Is that the same threat that Obumer called " If You Love Your Doctor You Can Keep Your Doctor"  ?  Yea I thought so.
1042201456735150082 2018-09-18 19:59:25 -0400 <A_D_Seri> @realDonaldTrump @prezydentpl @WhiteHouse  https://t.co/nLNd1NDOEm
1042201456621891584 2018-09-18 19:59:25 -0400 <3scoutmom> @realDonaldTrump "Not good."---Said Toad
1042201456382824448 2018-09-18 19:59:25 -0400 <catheri02246483> @realDonaldTrump no wonder “Trump” had a definition long before your last name. Which makes me wonder the origin. Trumped all over this country.
1042201454688264192 2018-09-18 19:59:24 -0400 <WiltziusRod> @realDonaldTrump Wettest in regards to water. No shit Sherlock, couldn’t be wettest in regards to sand. Please resign.
1042201453333368832 2018-09-18 19:59:24 -0400 <allatti2d> @realDonaldTrump  https://t.co/tYeuodXpkK
1042201453086105600 2018-09-18 19:59:24 -0400 <NotAllTalk21> @realDonaldTrump  https://t.co/s61KsPC9ou
1042201452536573952 2018-09-18 19:59:24 -0400 <TheGrumpyGiant> @realDonaldTrump  https://t.co/qQue5p9e6D
1042201452532457480 2018-09-18 19:59:24 -0400 <greywolfmoon3> @realDonaldTrump Enough of the weather reports all ready! Go do something constructive like RESIGN!
1042201451479613441 2018-09-18 19:59:23 -0400 <stiggy754> @morphonios @AmericanAntiFed @realDonaldTrump I wonder how.much.Bolton is to blame
1042201450565312512 2018-09-18 19:59:23 -0400 <boomer1980741> @krassenstein @realDonaldTrump The only Russian interference was the dnc...why is there no evidence of Trump as you state?
1042201449084715008 2018-09-18 19:59:23 -0400 <OudiZizi> @realDonaldTrump  https://t.co/KjSGE5Ah9W
1042201448069713926 2018-09-18 19:59:23 -0400 <mtenbroek> So Christine Blasey Ford (FYI @realDonaldTrump that is her name) has to leave her home and get security for her family because of death threats. Meanwhile Brett Kavanaugh gets to sleep in his own bed while his wife gives reporters outside their home cupcakes? This is fucked up.
1042201445087555584 2018-09-18 19:59:22 -0400 <LindaBorland1> @RepSwalwell @realDonaldTrump  https://t.co/xTVYsJHjHo
1042201444307349505 2018-09-18 19:59:22 -0400 <GeneralConstru6> @RepSwalwell @realDonaldTrump Lawless umm no.  https://t.co/8QLNPC9f2f
1042201443111981056 2018-09-18 19:59:21 -0400 <frankmalone110> ...and people question why she sought anonymity, treatment of victims of sexual assault has much room for improvement, as long as fossils like Grassley, Hatch, and serial abuser in chief @realDonaldTrump have a platform to express their blame the victim views it won’t get better
1042201441262297090 2018-09-18 19:59:21 -0400 <Nipmuc18> @tedlieu @realDonaldTrump We believe her Ted♥🌎🌊💦💦💦
1042201437055397888 2018-09-18 19:59:20 -0400 <Phornt4reelz> @WeAreOne_Q @realDonaldTrump  https://t.co/3f1OnS8J1s
1042201435117682693 2018-09-18 19:59:19 -0400 <rafaklopp> @realDonaldTrump "despite repeated warnings" 🎶
1042201434706665472 2018-09-18 19:59:19 -0400 <beatingheartlb> @realDonaldTrump A sentence....can't complete a full sentence.....big water.......we have the biggest water.....someplace...near somewhere...#NightmareClownShow
1042201433930690560 2018-09-18 19:59:19 -0400 <NilsLing77> @SteveScalise @realDonaldTrump Why would we sign a deal with a grifter who doesn’t honour the deals he makes?  Who can trust any deal with you people?
1042201433326727168 2018-09-18 19:59:19 -0400 <SelkaDarla> @realDonaldTrump Hey tell Donnie Jr he's a liar just like his daddy
1042201432651325440 2018-09-18 19:59:19 -0400 <pberken803> @realDonaldTrump "Wettest from the standpoint of water"??? Also known as "wettest". You are beyond stupid.
1042201432391335938 2018-09-18 19:59:19 -0400 <SandraJeanLeon1> @realDonaldTrump.   Trump said his dr said he would be the healthiest POTUS ever!! This picture says otherwise!!!!  https://t.co/BugB2alN2k
1042201430898163712 2018-09-18 19:59:18 -0400 <seemacnbc> Floodwaters rising across the Carolinas. Travelled across Wilson, Kiston, and New Bern. Getting ready for @realDonaldTrump's arrival tomorrow.
1042201430659092480 2018-09-18 19:59:18 -0400 <TheRealLarryT> @SecretaryRoss @SquawkCNBC @DanRDimicco @realDonaldTrump China needs jobs to feed its masses.Deny them jobs &amp; they'll be forced to play ball. How? Entice American manufacturers to shut down their Chinese factories and move them to USA. Give tax benefits to USA companies who do this.  https://t.co/jToW5Qix1n
1042201428595560459 2018-09-18 19:59:18 -0400 <AYankforlife> @JohnHenery2377 @SageThinker99 @NoahHerschberg @LuminaryFrog @soulfuldove1 @mxproimagescom @Evil_weirdo @PragmaticEbooks @madriannorman @realDonaldTrump  https://t.co/oMAU7iIpjb
1042201428255821824 2018-09-18 19:59:18 -0400 <SinnAcle2> @IMAXXHEW @AynRandPaulRyan @realDonaldTrump @USCG @CEDRdigital Still makes no sense though.
1042201426611654656 2018-09-18 19:59:17 -0400 <csteen2> @realDonaldTrump Wow Donnie. The biggest conspiracy and threat to our Country is you. Show your taxes. Tell us about the closed door meetings you had with Putin and rocket man. How about those conversations you have on unsecure phones. How many women have u paid off prev? Pos.
1042201426162864129 2018-09-18 19:59:17 -0400 <BOBSarmymom> @realDonaldTrump  https://t.co/iPt0oe60pt
1042201425873391616 2018-09-18 19:59:17 -0400 <ResisterSis20> @Reneepossible @realDonaldTrump @GOP Followed. #IFBR  https://t.co/jNQZ5YAu3g
1042201423654608896 2018-09-18 19:59:17 -0400 <A_D_Seri> @realDonaldTrump @prezydentpl @WhiteHouse  https://t.co/BKuwrs8MPx
1042201423121928197 2018-09-18 19:59:17 -0400 <1Starrett> @JeffMcLain16 @stopthenutjob @realDonaldTrump Yes, because Obama would make it snow with his magic wand while driving his Prius with no AC!
1042201422769664001 2018-09-18 19:59:17 -0400 <JohnRenzetti> @realDonaldTrump Sadly, a National Biodefense strategy against a particularly virulent biological threat was not properly enacted or actioned about 72 years ago. That bio threat has now wormed its way in &amp; infect the mind of millions of Americans with the #MAGA virus. Cure=#ImpeachTrumpNow  https://t.co/77HTd3z3iQ
1042201422291447808 2018-09-18 19:59:16 -0400 <Alexandraalbri2> @FoxNews @POTUS Will the Carolinas get paper towels thrown at them @realDonaldTrump ?  https://t.co/805KiNj2T9
1042201420965928960 2018-09-18 19:59:16 -0400 <heidislilgirl> @realDonaldTrump You're a liar, it's not the first time in history!! Btw-- I'd start wearing gloves when I shake hand with Kim from now on... IF I were you!!
1042201419942690817 2018-09-18 19:59:16 -0400 <dghyhyh> @Nigel_Mutt @WolfieSmiffed @FinFlamKC @realDonaldTrump @prezydentpl @WhiteHouse I thought the "fucking your grandmother" comment was a lovely touch.
1042201418583760896 2018-09-18 19:59:16 -0400 <IanMCohen> @Fight4Goodness @realDonaldTrump I feel so bad for #Toad today. 😂
1042201418268991488 2018-09-18 19:59:15 -0400 <pepinomarino> @DavidKris He cherry picked shit! @realDonaldTrump you’re a traitor
1042201417669238784 2018-09-18 19:59:15 -0400 <TrumpsShroom> @kailua2018 @kathygriffin @realDonaldTrump Don’t make me blush. The last time I did, we had to go to Bethesda Naval Hospital.
1042201416868212737 2018-09-18 19:59:15 -0400 <mehrsm> @realDonaldTrump You can’t just say what a great job people are doing without spewing vituperative emesis to divide people. You,sir, are a mean bully. The first responders, USCG, and all are doing a monumental job. Just your mouth....  https://t.co/7NGnndMvrg
1042201416037617665 2018-09-18 19:59:15 -0400 <LofieyLee> @realDonaldTrump This tie is pretty good
1042201413789655040 2018-09-18 19:59:14 -0400 <tack_sharp> @lcpratt @coton_luver @realDonaldTrump Cmon, tell Trump how you really feel about him...don't hold back 😎
1042201410736193537 2018-09-18 19:59:14 -0400 <J388Patrick> @AynRandPaulRyan @realDonaldTrump @USCG @CEDRdigital I think he means that you can't pay enough Hookers in Russia to pee that much wettness, from a water standpoint that is.
1042201408831934464 2018-09-18 19:59:13 -0400 <rshep350> @mirandayaver @realDonaldTrump . @realDonaldTrump does have speech writers. They are all Trump University graduates
1042201408261566465 2018-09-18 19:59:13 -0400 <bamabulldog21> @realDonaldTrump I'm just glad he didn't brag about the size of his mushroom. Somebody inform him that most water is wet, he seems unclear about that.
1042201405077876736 2018-09-18 19:59:12 -0400 <heatherdb1> @krassenstein @realDonaldTrump 🍄
1042201405002592263 2018-09-18 19:59:12 -0400 <typicalyobscure> @realDonaldTrump A.) I really dont think trump knows what this is because it's vague af, and never mentions biological weapons. Instead he uses "threats". B.) A lot of people here need to learn the difference between what is biological and what is chemical.
1042201404767698944 2018-09-18 19:59:12 -0400 <BhamWeekly> @SenatorLeahy @realDonaldTrump there goes the liar in chief again
