1010673858385498112 2018-06-23 19:59:59 -0400 <Steph93436387> @cdngor @loveletters2007 @RedVinesRedWine @McLuvinMMQB @realDonaldTrump @Mlane1313aolcom 🤣🤣🤣🤣🤣🤣🤣🤣 idiots
1010673824495386624 2018-06-23 19:59:51 -0400 <elgordopoppy> @HuckabeeOnTBN @GovMikeHuckabee @realDonaldTrump Is that a local cable access show? Trumps thoughts on international relationships? Except for kissing Putin's ass and fluffing Kim Jong UN he has pretty much ruined international relationships.
1010673823576829952 2018-06-23 19:59:51 -0400 <JulieSoCal1> @TBN @realDonaldTrump @HuckabeeOnTBN I want to know why you support a bigot?
1010673819672072192 2018-06-23 19:59:50 -0400 <amberahumphrey> @realDonaldTrump liar
1010673818606751744 2018-06-23 19:59:50 -0400 <Thomas59688942> @realDonaldTrump What is the penalty for treason? Is there a federal death penalty?
1010673818535448577 2018-06-23 19:59:50 -0400 <point2view> Report to #FBI - interfering with elections, voters! Jail! SUPPORT @realDonaldTrump Agenga #DTS #maga  https://t.co/6MiQXhTxZC
1010673818451546115 2018-06-23 19:59:50 -0400 <crocker_allie> @IAmByks @realDonaldTrump Good one 😂🤣👏👏👏👏
1010673818350837760 2018-06-23 19:59:50 -0400 <SluceFernanda> @HuckabeeOnTBN @POTUS @realDonaldTrump YAY MORE COMEDY SHOWS ON THE WAY!!
1010673815108456448 2018-06-23 19:59:49 -0400 <davee3325> @realDonaldTrump Keep making enemies with then world.
1010673813401538560 2018-06-23 19:59:49 -0400 <Gamerjunkie6> @DoCO81323 @AACONS @RedHenLex @SarahHuckabee @realDonaldTrump @PressSec @RedHenDC So a place known for cousins banging now is the moral compass? ok
1010673810226515968 2018-06-23 19:59:48 -0400 <HandToForehead> I wish @jackyrosen and all the female democratic candidates would formally request meetings with @realdonaldtrump, and then publicly shame him when he's too afraid to even respond.  https://t.co/q6OikWYEbh
1010673808011939840 2018-06-23 19:59:47 -0400 <mrbr3c> @President1Trump @realDonaldTrump @KNoah1st GOT HIM! #MAGA
1010673804539031552 2018-06-23 19:59:47 -0400 <Schall7029> @realDonaldTrump   https://t.co/sug7CWaHJj
1010673801569292289 2018-06-23 19:59:46 -0400 <DlisHome> @POTUS @realDonaldTrump @FLOTUS @VP @GOP @SenateMajLdr @SpeakerRyan @HouseGOP @JeffFlake @SenatorCollins  #BullyInChief #TrumpCamps  https://t.co/vpPhjdBWR4
1010673800390668290 2018-06-23 19:59:46 -0400 <SeanLLydon> @FoxNews @newtgingrich @realDonaldTrump "He that lieth down with dogs shall rise up with fleas." - B. Franklin
1010673800130846722 2018-06-23 19:59:46 -0400 <Daejoyung> @familyunequal @realDonaldTrump   https://t.co/HQx38Lbs0K
1010673797891051523 2018-06-23 19:59:45 -0400 <Plunkstars> @FoxNews @newtgingrich @realDonaldTrump   https://t.co/uLJgLjUra2
1010673794892140551 2018-06-23 19:59:44 -0400 <Fred13132944> Make no mistake, @realDonaldTrump will win another Term as #POTUS  #Democrats have no candidate &amp; no Platform other than #Hate  and mindless rhetoric Programed by #Globalist Elites  #BuildTheWall  #MAGA  #LiberalismIsAMentalDisorder
1010673794539839488 2018-06-23 19:59:44 -0400 <KSSusieQ> @realDonaldTrump You guys have a lot in common 😜
1010673792325058560 2018-06-23 19:59:44 -0400 <pil_socal> @robin_glover @FancyNancy2018 @rgoalierob @AndiHK @TimothySandefur @darksecretplace @JerryBrownGov @realDonaldTrump Mismanagement of tax funds... Now we have this bullshit new gas tax, for "road repair"... There have been other propositions for road repair, that have gone through, which have implemented new taxes... What has been done with that $$? Not a damn thing
1010673791473672192 2018-06-23 19:59:43 -0400 <sskelley4u> @realDonaldTrump Once again, you have it WRONG! Only those with compassion and a conscience understand. You have neither. You DON’T have to separate families to fix the border. This is ALL ON YOU! Had you signed the comprehensive bipartisan bill a few months ago, we wouldn’t be in this mess!
1010673787979919360 2018-06-23 19:59:43 -0400 <cabresch> This is part of Natural Selection--no one--I mean, no intelligent person--wants a Trump [@realdonaldtrump] supporter to procreate.  No dating for them!  https://t.co/mHB1mjRjBG
1010673787027718150 2018-06-23 19:59:42 -0400 <hernandez_kara1> @rgo76 @tripgore @Trump_IsYoPrez @realDonaldTrump Sounds more like ur speaking of dump Trump...
1010673786406952960 2018-06-23 19:59:42 -0400 <jasonmarkarian> @bethshax @realDonaldTrump kidnapping…add that to the list of his other crimes…
1010673784532058112 2018-06-23 19:59:42 -0400 <BRUCETEEL> @GovMikeHuckabee @HuckabeeOnTBN @realDonaldTrump no thanks. I don't like to waste my time.
1010673783894691841 2018-06-23 19:59:42 -0400 <19stryyker> @realDonaldTrump We usually are able to recognize our life’s reflections in other people and things. Amazing how that is.....isn’t it.
1010673777053716480 2018-06-23 19:59:40 -0400 <jerrysspam1> @Lisarexr @FoxNews @realDonaldTrump The man wrote a eo what do you want him to become democrat?   https://t.co/OBLo6xnjlN
1010673775657054209 2018-06-23 19:59:40 -0400 <Jesterrificness> @realDonaldTrump Yup, Russian business.
1010673773111062528 2018-06-23 19:59:39 -0400 <BrooksChloe732> @RealDesertRat @MrWednesday11 @Lady_Star_Gem @realDonaldTrump Notice how Obama never caused a ruckus everyday for attention? Yeah those were the days, a sane intelligent leader
1010673771538071552 2018-06-23 19:59:39 -0400 <JoeRockingRoll> @LuluHooHoo @realDonaldTrump I know, but maybe if all of us get behind it  would happen. Just not to many people smart enough to know better. You are, thank you
1010673771462647808 2018-06-23 19:59:39 -0400 <Myshiloh> @AliDee12017 @realDonaldTrump Nope. Wrong move.
1010673771307466753 2018-06-23 19:59:39 -0400 <Schall7029> @realDonaldTrump   https://t.co/OxAVSHsveX
1010673769915060224 2018-06-23 19:59:38 -0400 <cheyenne_wolf> @RepSwalwell @realDonaldTrump Exactly!
1010673769646579712 2018-06-23 19:59:38 -0400 <drned2> @davidaxelrod @realDonaldTrump @marcorubio @CNN Putin picked Manaforte and Pence.He had skin in this game.
1010673768220356608 2018-06-23 19:59:38 -0400 <Ginger27259961> @ce06799 @realDonaldTrump Shame on you.  Shame on you. Shame shame shame shame
1010673767981420546 2018-06-23 19:59:38 -0400 <rk_braves> WTH is this crap..? @realDonaldTrump @RealJamesWoods @FoxNews @DiamondandSilk @RepMattGaetz  https://t.co/L4OPNu7jLi
1010673765141962753 2018-06-23 19:59:37 -0400 <hoard_r> @funder @proftheatre Next thing you know, @realDonaldTrump will try and sell the idea of Indentured Servitude for the refugees being their way of paying for the Internment facilities.
1010673764730855425 2018-06-23 19:59:37 -0400 <Trump4future> @Hardeyaddra @realDonaldTrump Newsflash! The previous administration practiced the same policies of separation 😮 and progressives wonder why nobody takes them serious 😄#FakeCompassion
1010673764269461504 2018-06-23 19:59:37 -0400 <LisbethFarnum1> @Dax_x98 @bunnyhuggr @realDonaldTrump #VoteBlueNoMatterWho
1010673763837448195 2018-06-23 19:59:37 -0400 <Scorpiosue1102> @GOPChairwoman @realDonaldTrump Nope. Prove it and post it.
1010673761706799104 2018-06-23 19:59:36 -0400 <Super_Tchokopas> @FoxNews @ellisonbarber @realDonaldTrump Republicans are pushing fear of the others (immigrants) to scare fellow Americans not to vote for Democrats in midterm elections. U can’t fool anyone. We saw who tRump really is.
1010673759819390978 2018-06-23 19:59:36 -0400 <Mclerk3> @parscale @realDonaldTrump   https://t.co/lW8k2d74m9
1010673756656754688 2018-06-23 19:59:35 -0400 <WaPaRow> @realDonaldTrump @FoxNews Donnie has the scareds. Lol
1010673756187103232 2018-06-23 19:59:35 -0400 <parkmores120> @realDonaldTrump @AikoB73 You are destroying this country and the Republicans  are complicit
1010673755859890178 2018-06-23 19:59:35 -0400 <rushhaven> @realDonaldTrump @Justinsdailypay Just bring them in as legal taxpayers or turn them back to Mexico
1010673754530373634 2018-06-23 19:59:35 -0400 <txpapa47> @Trump4life13 @Hell_HasCome @realDonaldTrump 40 years ago you would have been a follower of Jim Jones.
1010673746972151809 2018-06-23 19:59:33 -0400 <John81726765> @kernolsooner @KoreyEdwards6 @Mattytwo2 @VirgilPerez @MarcSeattle @caramastrey @flowers3712 @freenaynow @kellyannegoebb @fisherhaven92 @USANana1 @jdd2169 @JohnJac45846398 @GHeadicus @i95DanCT @OperationJust @doneaGHOST @davidhuckabee9 @TrumpQAnon @JournoJenkins67 @cjm101560 @LexiHunting @itsallrealitv @Greggorj @dave_nunyabuzz @BrutalVeracity @DiamondandSilk @realDonaldTrump @SailorsChristie @DonaldJTrumpJr @California4Trmp @memom2010 @Edible3Ball @RedMagaHat @DanielWilly5419 @cynbloemer @Jasmin149 @4Mina @AutumnGreenlea1 @oilfield131 @CherylM21238398 @AussieWombat5 @soniaerasmus @NWestSunshine @freespirit115 @HamesTonda @lorrifrench1 @jaffy23h @POTUS Good💖😈  https://t.co/muUw1T0JeL
1010673745105522698 2018-06-23 19:59:32 -0400 <VegasDad245> @LasVegasLocally @schachin @realDonaldTrump @NVGOP @POTUS Nope. High count was 12. No others anywhere to be seen. Was there all morning.
1010673737484517376 2018-06-23 19:59:31 -0400 <JustAnastazija> @realDonaldTrump @SecNielsen You really are the incarnation of Hitler.
1010673736717135873 2018-06-23 19:59:30 -0400 <SusanPaRN321> @523Lance @DavidGr78574965 @realDonaldTrump No other president did so. All others, including Obama released the entire family within 20 days. Choice!
1010673736293535744 2018-06-23 19:59:30 -0400 <InstaSim6> @rurrozt @koch_linda @therealtinker88 @Hizo2737 @realDonaldTrump So in that sense, both Hillary and Trump would get and equal share of the vote and we'd end up in limbo land
1010673735936774144 2018-06-23 19:59:30 -0400 <mfpuppies> @saratouchette @btcToadClan @realDonaldTrump That won't be a issue for anyone if people like you keep sleeping through reality. They are all friends and teammates and they want to get rid of us all. Serialization is part of the plan. Research vaccines and GMO's for starters or continue to be entertained by the world actors.
1010673733332238336 2018-06-23 19:59:30 -0400 <msut777> @JVjett @RepMarkMeadows @realDonaldTrump Putinbot
1010673730354319360 2018-06-23 19:59:29 -0400 <TheWood52925> @GOPChairwoman @realDonaldTrump You are horrid.  Enjoy living with you legacy.  History will judge you for what u r. A racist sycophant and puppeteer and apologist of trump. How embarrassing. You wouldn’t know a legitimate conservative republican if it was right in front of u
1010673728794046465 2018-06-23 19:59:29 -0400 <herbiechar> @realDonaldTrump Everyone knows this is fake news.  You know it &amp; so does your administration.
1010673727992881152 2018-06-23 19:59:28 -0400 <nathani_manoj> @realDonaldTrump Is food more important or tyres? Orange sales are at 50 year lows already, beef &amp; dairy prodn has dropped over 20% already! More is yet to come in #wheat, #soybeans etc. 4 weeks in a row prices hv dropped dramatically! PLEASE withdraw ALL new tariffs!  https://t.co/66VjBTANCc
1010673725669302273 2018-06-23 19:59:28 -0400 <JBloomwd> @BVillions @FoxNews @newtgingrich @realDonaldTrump Classy.
1010673725140865024 2018-06-23 19:59:28 -0400 <ystepin> @LpwSports @creeknation01 @FoxNews @POTUS @realDonaldTrump And where Mexican smugglers and traffickers abuse and rape kids
1010673724369068034 2018-06-23 19:59:27 -0400 <ConstanceJackso> @realDonaldTrump U Can't See It? Can't See FACT NO1, NO1 W1ants 2 De a l W/U, Batman. Perve. No1 EVER TA LKED
1010673723316158464 2018-06-23 19:59:27 -0400 <BobbyGvegas> @SecNielsen, you COULD redeem yourself by resigning and atoning for your incoherent defense of the indefensible bigot @realDonaldTrump. Or, #NoJusticeNoSleep @PressSec
1010673721651159040 2018-06-23 19:59:27 -0400 <plabar202> @Daniela77912741 @LeilaChujfi @margaritavela @LuzO_ @realDonaldTrump @mggarciab @OOMF2020 @ELIHARKONNEN La correccion no;  la informacion que le sugiero yo a ella que busque.
1010673720346730497 2018-06-23 19:59:26 -0400 <JosephMarionRa2> @JaimeMorrill @DanaSickels11 @Joanne1789H @romanticskeptc @RafaelRafidi @real_farmacist @HuckabeeOnTBN @realDonaldTrump @BarackObama Out of all of them your sister has been the best. She talks badly about you. Saddest stories; abuse of the worst kind. I have helped her more than anyone before. Now she smiles when she sees me from a distance. Stay away from her.
1010673719591800832 2018-06-23 19:59:26 -0400 <CJBENN1962> @FoxNews @newtgingrich @realDonaldTrump Agitatate the majority. Get slapped.
1010673717184098305 2018-06-23 19:59:26 -0400 <JeffHarperArt> @lindeeloo_who @JuniorRay @Hell_HasCome @SandySuddeth @DocHollywoodM @chipcook4 @aztrialguy @gregthedoughboy @BlueGhost40_ @TwoJacks_2 @GwendolynBlev76 @GillMash4 @TappyPaws @cynthia56001733 @PhillipBoldt @TrumpsWolf5 @MacAod @MIUWdeyo989 @KatherineK221 @sb_bulldogs1 @WyldeHeartedSon @Chef_Jesse_T @PhillyBred1313 @DougTastywaves @kellyannegoebb @MarilynCapps @MeltSnowFlake @MerrilyCox1 @leesuzanbaker @RobertDumaine @STSTWO @JournoJenkins67 @DenisNelson5 @amvetsupport @Shannonjwtbh @joanne48640679 @Kevin84500028 @LeopoldJody @50YearOldGamer @ThomasD726 @james_peluso @shrekthepunk @Chihuahua1900 @oathkeeper1985 @realeftypickit @PendingVictory @realDonaldTrump @America @VladimirPutin @POTUS Acting? Really???
1010673716672581632 2018-06-23 19:59:26 -0400 <dollahollayo> @real_farmacist @realDonaldTrump Pseudo-media manufacturing news using children! There is no media in the country anymore!
1010673715909144576 2018-06-23 19:59:25 -0400 <realstdunstan> @realDonaldTrump Some are refugees seeking asylum. Treat them with the same dignity that you would expect if you were a victim of repression.
1010673715309432832 2018-06-23 19:59:25 -0400 <VickieYarusso> @AntonioSabatoJr @GOP @realDonaldTrump @POTUS Not only safer but think of all the diseases they are bringing in with them. And people arent doing vaccinations like they use to so outbreaks will come with them
1010673714923540482 2018-06-23 19:59:25 -0400 <Core_Integrity> @FoxNews @newtgingrich @realDonaldTrump @newtgingrich You sir are a #sad #dangerous #liar #americantraitor
1010673712931229703 2018-06-23 19:59:25 -0400 <danizuko> @AmzyVic @GovMikeHuckabee @foxandfriends @FoxNews @realDonaldTrump @HuckabeeOnTBN Says the person who retweets the Daily Caller and Fox News. 👌🏻
1010673712348258304 2018-06-23 19:59:25 -0400 <lowledge13> @jerp163 @FoxNews @newtgingrich @realDonaldTrump It' getting worse!
1010673712075599872 2018-06-23 19:59:25 -0400 <jasonkarov> @votevets @realDonaldTrump  @flotus  @vp @PressSec @KellyannePolls  @LindseyGrahamSC @GOPLeader @SpeakerRyan   @SenTomCotton @AIGkenham  @SenTedCruz @Franklin_Graham  @tperkins  @kevinpswanson @BryanJFischer @DavidBartonWB @PastorJohnHagee @Paula_White @robertjeffress @ralphdrollinger
1010673710469033984 2018-06-23 19:59:24 -0400 <bterenzini> @RamonaGiwargis @realDonaldTrump Did his makeup melt in the heat?
1010673707231031296 2018-06-23 19:59:23 -0400 <AngelGE76> @realDonaldTrump Dont you have a “job” to do?!?  Or are you employed by Twitter?!?  #godoyourjob #fucktrump
1010673707013017600 2018-06-23 19:59:23 -0400 <MichaelVonIrvin> @TheJordanRachel is a rising star. She seems to be a non-conforming, individualist, who thinks for herself and supports President Trump. Her tweets are definitely worth reading. #MAGA @realDonaldTrump
1010673706346139649 2018-06-23 19:59:23 -0400 <Terry70562061> @SNBonaccorsi @airbornesailor @Horuskitty @shannonde1 @realDonaldTrump 🤣
1010673705385635840 2018-06-23 19:59:23 -0400 <monikapphd> @008Chubs @jwheels74 @JonSchnepp @realDonaldTrump @FoxNews @ICEgov There UNACCOMPANIED CHILDREN, who where held under President Obama. They where reunited with family as soon as possible. In this situation, the current one, children and babies, who come WITH their parents are ribbed away from their parents and their families. Very different!
1010673705050091520 2018-06-23 19:59:23 -0400 <JTS72> Also she @PressSec is the only woman that @realDonaldTrump doesnt want to grab by the pussy. Thats why she is always sad  https://t.co/WEDFU27MV9
1010673704769114113 2018-06-23 19:59:23 -0400 <CookieMcReally> @TomthunkitsMind @realDonaldTrump Just Stupid
1010673703280087040 2018-06-23 19:59:22 -0400 <charlycain> @realDonaldTrump @NVGOP Love your new haircut Mr. President!!!👱‍♂️⭐️😘
1010673701447012353 2018-06-23 19:59:22 -0400 <ogarro> @parscale @realDonaldTrump If you really want to help @realDonaldTrump end it all, tell the mofo to resign.
1010673701216575488 2018-06-23 19:59:22 -0400 <SNBonaccorsi> @theduck71 @realDonaldTrump The flores settlement refers to unaccompanied minors, and mandates they be detained no longer than 20 days.
1010673698490048512 2018-06-23 19:59:21 -0400 <TheSpeedSnail> @sggall12 @realDonaldTrump @FoxNews They had to in Europe and got kicked out by Queen Elizabeth for illegal wiretapping of royal family. Murdoch’s son was to go to prison . You notice Trump wasn’t invited to the wedding &amp; Queen told Parliament she would not host him.
1010673697785565186 2018-06-23 19:59:21 -0400 <CottleCindy> @realDonaldTrump I seen news&amp;these ILLAGELS are living in Bristow Va are living eating &amp; clothed better than me &amp;my disabled cancer husband..now how is that
1010673697626230785 2018-06-23 19:59:21 -0400 <JonWicks5> @FoxNews @newtgingrich @realDonaldTrump Maybe the racist he hired to help answer to Putin should go? Just an idea.
1010673697064026112 2018-06-23 19:59:21 -0400 <honoraryamerica> @radchrissyj @Colt121969 @ryanheit1002 @David66525904 @Mathmondes @realDonaldTrump It hasn't hurt Germany, China or Canada.  I want NO barriers.  True free market, low taxes, less intervention in the lives of citizens.  These global socialists, do not want this, i assure you.  They attack Trump as they are used to the Golden Goose subsidizing their systems.
1010673696833277952 2018-06-23 19:59:21 -0400 <pr0bey14> @GovMikeHuckabee @ktumulty @realDonaldTrump That is why people don’t want you or your family on their business.
1010673696791461888 2018-06-23 19:59:21 -0400 <1deserthottie> @ooomehzooo @Katica716 @Sargon_of_Akkek @thecjpearson @PressSec @realDonaldTrump 2) comes BEFORE any non-discrimination laws. You don't get to sweep US Constitution away b/c you like law better. Hypocrite. You ... 2)
1010673693230391297 2018-06-23 19:59:20 -0400 <LzaycheLou> @FoxNews @newtgingrich @realDonaldTrump Unbelievable.
1010673693159088130 2018-06-23 19:59:20 -0400 <Juche_Is_Good> @FizzingWizBangs @markxavierwebe2 @Scavino45 @realDonaldTrump @VP Why do you believe this? Why would anyone have nuked Mars and what does that have to do with politics? Testing nukes in space or on planets/the moon is really illegal.
1010673692601475073 2018-06-23 19:59:20 -0400 <holymojo> @realDonaldTrump All of you negative people should grow up n look at the existing laws of this country before passing judgement on our president hes just following the laws. If u want these illegals y not join them from were they came from than u will be equal to them.
1010673691745816576 2018-06-23 19:59:20 -0400 <carla8992> @realDonaldTrump Grow up! What are you 2 years old? A president should not be calling people names!
1010673691208937473 2018-06-23 19:59:20 -0400 <carol_NC66> @GovMikeHuckabee @ktumulty @realDonaldTrump   https://t.co/ZGZlsgFUnd
1010673690793644032 2018-06-23 19:59:19 -0400 <TheMightyQuin> @ShaneNWorthy @realDonaldTrump Answer to the first : YES
1010673689829011457 2018-06-23 19:59:19 -0400 <moneycertified1> @PressSec   @realDonaldTrump   I will be in Virginia in August. I will be sure to go to #RedHen and thank them for the patriotism.
1010673688457330688 2018-06-23 19:59:19 -0400 <ChristinaStock1> @realDonaldTrump @NVGOP Your chaos-inducing policies can be traced back to Goebbels wanna-be Miller, including the travel ban and the firing of former FBI director James Comey.   He is an absolute cretin.
1010673688189038593 2018-06-23 19:59:19 -0400 <jpearsonjr> @CrunchyBrownie5 @Johnny567g @realDonaldTrump   https://t.co/Ecl6FKH6BC
1010673687475785728 2018-06-23 19:59:19 -0400 <Myshiloh> @realDonaldTrump Oh goody. More fiction. Delusional Donnie is at it again. You know you could take meds to tone down those voices in your head.
1010673685626122240 2018-06-23 19:59:18 -0400 <CarrieMarvin3> @wagers_sandy @TLDR99 @edmond_elise @GOPChairwoman @realDonaldTrump Sorry you appear to be so easily mislead. Make sure you have trustworthy sources.  Breitbart is not one of them.
1010673684741283841 2018-06-23 19:59:18 -0400 <Cozy1950> @realDonaldTrump You're there to support, promote &amp; get people to vote for him but all you do is talk about yourself! That's is not how a rally about someone else is suppose to go!!!
1010673684678406144 2018-06-23 19:59:18 -0400 <ghostpictures> @onlinegott @realDonaldTrump Pssst 😌 Deutschland! Feier einmal Deutschland.
1010673683403161600 2018-06-23 19:59:18 -0400 <Fridaygirl1969> @Michaeljp2424 @eaglesdiehard @realDonaldTrump Can’t U even come up with a different meme? U recycle the rhetoric just like just like your “fake” hero! 🙄🙄🙄🙄
1010673682191208448 2018-06-23 19:59:17 -0400 <ohioarchitect> @rmck51337 @realDonaldTrump Hasn’t done anything but lie.  And you people believe him. Sad. And bad for America
1010673681432043520 2018-06-23 19:59:17 -0400 <BolsoTrumpMaga> @ellisonbarber: "O presidente @realDonaldTrump diz que os democratas estão forjando histórias falsas de tristeza e pesar. Na sexta-feira, ele se concentrou nas histórias de famílias que perderam um ente querido em crimes cometidos por imigrantes indocumentados".  https://t.co/8UzYLMYSeG
1010673678223400960 2018-06-23 19:59:16 -0400 <be4_bama> @LarryHumphries1 @roseandkim @shawnc77261194 @Inge_Mausi @side_show007 @DennisH59386592 @DrummondJeff @trumpferh0 @jblevers @moekaye1 @BadJuJu19 @CraigChermside @TishMoscow @ToberLana @kinthenorthwest @VanWalker67 @gentlemanirishN @charmantmaries @tootickedoff @kennyplan @WhySoitenly @bhusted124 @BobbieF14 @AskSherryArgyle @LeePulliam2 @Larry_in_Ohio @Quin4Trump @richfintx @Larryputt @zelinski_mark @pacneil @RandallKraft @ClydeBaxter11 @xqben @jenbfischer @kay89266490 @SerLannister21 @RonRoot11 @Gngrbreadman2 @Hotaugustknigh1 @B4Bama @ScottRickhoff @Scottish_Drew @oldairforcedude @1HeroMe @Zeus91170264 @12TheBirds @b4_bama @realDonaldTrump @POTUS Only damage we've seen is here on the farm. Trees with the tops twisted out of them.
1010673677682266112 2018-06-23 19:59:16 -0400 <Flyonfreedom> @duty2warn @tonyschwartz @UnfitMovie Sad specimen, isn’t @realDonaldTrump ?
1010673674985398272 2018-06-23 19:59:16 -0400 <cwin6243> @GOPChairwoman @realDonaldTrump Lordy Miss Romney! You are getting to be quite the mess.
1010673674607910912 2018-06-23 19:59:16 -0400 <unkn4783> @FoxNews @newtgingrich @realDonaldTrump   https://t.co/dpPLeqyOcz
1010673674507177984 2018-06-23 19:59:16 -0400 <rudelaparis> @realDonaldTrump @PressSec @SecNielsen Heart?  You?  Heart?  BS!
1010673671558422528 2018-06-23 19:59:15 -0400 <10000marblespls> But wait, I thought they were stealing our jobs? What happened to America First? Such a hypocrite @realDonaldTrump    https://t.co/WrUqJqTSHa
1010673667792166912 2018-06-23 19:59:14 -0400 <JesseJamesA> @AndyWeiss11 @realDonaldTrump How dare you use that flag in a cuss word!!!!!!!!........
1010673666756153348 2018-06-23 19:59:14 -0400 <McintoshLenda> @MichaelCohen212 you should give those tapes to Mueller, #HelpUrselfOut  you did dirt for @realDonaldTrump and he has left you for "done you're on your own!" What's good for the goose is good for the gander!
1010673664914853888 2018-06-23 19:59:13 -0400 <fantomseeker> @OTavycal @jimi2124 @realDonaldTrump Ummm, FOX is banned in most countries...sorry!
1010673662033215488 2018-06-23 19:59:13 -0400 <lloyd_frombriz> @Beverly8J @mysegovia @impinkestgirl @runPattirun @MRIrene @bluzshu @visionsurreal @realDonaldTrump The shadow as a toothbrush moustache is genius.
1010673661219504128 2018-06-23 19:59:12 -0400 <WayneJones1218> @realDonaldTrump We’ve been open for business for over 240 years.
1010673660451909632 2018-06-23 19:59:12 -0400 <Labeastmode1> @mikesreid @FoxNews @realDonaldTrump But with your first statement would you like about 2 thousand Indians to own a almost half the world and for everyone else to die from overpopulation,
