1117940666263166976 2019-04-15 19:59:59 -0400 <MollyMay1923> @realDonaldTrump @TigerWoods @TheMasters Want to make him sick?
1117940624114749445 2019-04-15 19:59:49 -0400 <andrews_liz> @DeepStateExpose @realDonaldTrump sorry I have one or to Questions were are you from have you ever been to the UK and do you understand that the queen is head of the church of England
1117940623552720897 2019-04-15 19:59:49 -0400 <MamasitaSwag> @GOPChairwoman @realDonaldTrump You see, @AOC &amp; @Ilhan, THIS IS VIOLENCE!  @SenWarren and others are LAUGHABLE &amp; INSULTING when they say @POTUS has “Thin Skin”. He has put up with LEFTIE THREATS OF VIOLENCE for over 2 years! Thanks to REAL Leftie INCITEMENT!
1117940623028445184 2019-04-15 19:59:49 -0400 <serfdood> @Nostradonny @realDonaldTrump  https://t.co/1vFUbImpCf
1117940622260940801 2019-04-15 19:59:49 -0400 <asyouknowBob> @realDonaldTrump "given" ? ?   Shame on you.  ...that's not how this works. That's not how ANY of this works.  #Resign.
1117940621870882816 2019-04-15 19:59:49 -0400 <ebarteldes> @realDonaldTrump Ughhhh don’t opine what you don’t know
1117940620566384646 2019-04-15 19:59:48 -0400 <genuinespaceboy> @adamcbest @realDonaldTrump Wrong again, I'm from Kansas and live in Oklahoma you are full of it. Why make dumb statements like you do?
1117940619836624897 2019-04-15 19:59:48 -0400 <pamelakarnbach> @SenSchumer @realDonaldTrump They got more in their paycheck and held on to their money instead of letting IRS hold it all year then refund it to you.
1117940619471663109 2019-04-15 19:59:48 -0400 <xxxRyD> @FurburgerMayor water and shit really trips up @realDonaldTrump  https://t.co/I7HgBzXRU1
1117940618960015365 2019-04-15 19:59:48 -0400 <Bckrda> None of you spoke out. @GOP @realDonaldTrump @SenateGOP @marcorubio @SenatorRomney @SenateMajLdr @TomCottonAR @VP @lisamurkowski @tedcruz @JohnCornyn @SenateGOP @RoyBlunt @LindseyGrahamSC @SenToomey @SenatorCollins @SenJoniErnst @ChuckGrassley @robportman @BenSasse @SenShelby
1117940616695033858 2019-04-15 19:59:48 -0400 <notjustme112233> @realDonaldTrump No they spied on Russia, your people were just continually with RUSSIA, instead of telling the FBI!
1117940616011419655 2019-04-15 19:59:47 -0400 <ProgressiveHoc1> When are YOU going to release your taxes @realDonaldTrump ? @seanhannity #SeanHannity
1117940615227031560 2019-04-15 19:59:47 -0400 <nansko> @realDonaldTrump @TigerWoods @TheMasters Really?
1117940614853795840 2019-04-15 19:59:47 -0400 <R1ckHrnndz> @realDonaldTrump @cher That’s because you’re a wishy-washy baby with no spine or moral compass. #DonTheCon
1117940613842739201 2019-04-15 19:59:47 -0400 <YoutubePodcast> @womensmarch @realDonaldTrump @IlhanMN @jack @Twitter Trump has been leaning on White Supremacists for too long. It's going to blow up in our faces soon. We all know it, but we act like it's not ta thing.
1117940613792575488 2019-04-15 19:59:47 -0400 <DTrumpsAnIdiot> @StryyderG @DanKnorowski @JimKilbane @realDonaldTrump That’s the problem, he knows that his base is gullible enough to believe the same campaign promises again!! #DonniesNotSoBright #WakeUpPeople
1117940613696061440 2019-04-15 19:59:47 -0400 <RemyDominique36> @BastienMalque @realDonaldTrump Yes of course
1117940610281897985 2019-04-15 19:59:46 -0400 <MerrylJill> Just read what @speakerpelosi said Sunday on "60 Minutes," and it's just fabulous. She said, “There’s nobody in the country who knows better that he should not be president of the United States than Donald Trump.”  BOO YAH, @realDonaldTrump .
1117940607048200192 2019-04-15 19:59:45 -0400 <AcamporaJustin> @realDonaldTrump @AcamporaLucas
1117940606737588226 2019-04-15 19:59:45 -0400 <joey91790322> @realDonaldTrump God if only they had a genius like you in France 🇫🇷.... Mr Dip Shit
1117940605563355136 2019-04-15 19:59:45 -0400 <dukenukemrulzs> @realDonaldTrump Guess when the first tariffs started.
1117940605135536128 2019-04-15 19:59:45 -0400 <katiewittenberg> @realDonaldTrump Go away
1117940604724555776 2019-04-15 19:59:45 -0400 <KaceyIlliot1669> @bfraser747 @realDonaldTrump Without voter ID laws in place it might be hard to fight illegal voting. Dems will pay people to vote for them in 2020, they will bus in illegal voters in key states. We cannot get too comfortable.
1117940602388320257 2019-04-15 19:59:44 -0400 <JpwarmanWarman> @realDonaldTrump  https://t.co/XXLWeN42sv
1117940601767571457 2019-04-15 19:59:44 -0400 <Doyledh> @realDonaldTrump You know very little except how to defraud people and that is what you are advising Boeing to do here.
1117940601767497728 2019-04-15 19:59:44 -0400 <Jfgray52> @SenSchumer @realDonaldTrump The fact of the matter is that more money was made this year than last year and less tax was taken out, so the return was less, but not proportional to the increase...
1117940601717047296 2019-04-15 19:59:44 -0400 <cajerseyboy> @SenFeinstein The liberal states are feeling the BERN due to their SALT deduction limit of 10k.  Ie if you pay a massive mortgage and earn a bunch to pay for those interest payments you will NOT HAVE THE WRITE OFF YOU USE TO!   @realDonaldTrump is brilliant.   Cuts taxes for most needy!
1117940600177713152 2019-04-15 19:59:44 -0400 <TwinPeaks25YL> @realDonaldTrump How many Christians are you fooling with this tweet? You are a King...the King of Deceit.
1117940599305510912 2019-04-15 19:59:43 -0400 <AuCaDoMom> @JudicialWatch @TomFitton @realDonaldTrump “I think there is a strong likelihood that the Mueller report will have evidence of high crimes and misdemeanors that will make Nixon’s criminal behavior looking like jaywalking.” — Glenn Kirschner   https://t.co/A9KPWmpXsM
1117940598714056704 2019-04-15 19:59:43 -0400 <Juvabu1> @UROCKlive1 @realDonaldTrump And your tweet is all about him. He loves that he is the subject.
1117940598659538944 2019-04-15 19:59:43 -0400 <ErinL3746> God Bless @realDonaldTrump little ole narcissistic ❤️
1117940597309018119 2019-04-15 19:59:43 -0400 <George_Of_FL> @TimothyWGood @realDonaldTrump @FoxNews @SteveHiltonx He'd have to fire his whole administration if he did that.
1117940596981866497 2019-04-15 19:59:43 -0400 <MiguelJaquezT> @realDonaldTrump Even though they considered your advice,on how to extinguish the fire, stupid .
1117940596180647937 2019-04-15 19:59:43 -0400 <FrankAr55210849> @SenSchumer @realDonaldTrump Thanks for fighting it Chuck. I know you were too busy fighting for a luggage bill of rights to defend us from this new tax law.
1117940595522252800 2019-04-15 19:59:42 -0400 <65Beth> @TeaPainUSA @realDonaldTrump France had time to answer Trump stupied tweet about "air water tankers" You could tell they did not appreciate his, stupied expert fire fighting advice.
1117940594540720128 2019-04-15 19:59:42 -0400 <lynniep1963> @realDonaldTrump CAN YOU SAY TRUMP TAX SCAM!  HOW DID EVERYBODY WHO IS NOT WEALTHY FAIR THIS TAX SEASON❓ TELL DONNIE WHAT YOU THINK.
1117940592267472899 2019-04-15 19:59:42 -0400 <cjz87> @realDonaldTrump There are times when I read a tweet and I really, really hope that Trump’s youngest son and his friends stole his phone and are just punking him...#probablynot
1117940590761656320 2019-04-15 19:59:41 -0400 <AshleyBC137> @JAMESRIORDAN2 @realDonaldTrump @FoxNews Lolz u mad
1117940589767606274 2019-04-15 19:59:41 -0400 <indiucky> @StaceyW53702934 @realDonaldTrump The planes turn over the house. Can't really see the fireworks but the air show is awesome from the grill.
1117940589482344448 2019-04-15 19:59:41 -0400 <BrockWolf6> @RepLeeZeldin It’s Tax Day … a perfect day for @realDonaldTrump to release all of his tax returns so we can see his conflicts of interest, self-dealing &amp; foreign entanglements.   Instead of protecting the Trump Party, @RepLeeZeldin should be defending America by demanding transparency.  https://t.co/Glj6xu7kDi
1117940588534386688 2019-04-15 19:59:41 -0400 <RbKerry> @nagmeknot @TomFitton @seanhannity @JudicialWatch @realDonaldTrump If that occurred, then she should be imprisoned.  We will see, I guess....
1117940588060397569 2019-04-15 19:59:41 -0400 <MollyMay1923> @realDonaldTrump Paranoid freak  https://t.co/Twgh9k1iQJ
1117940587544530944 2019-04-15 19:59:41 -0400 <JamesScullin> @pirateladyjane @realDonaldTrump For Sécurité Civile to post that in English is brilliant trolling.
1117940586466676737 2019-04-15 19:59:40 -0400 <m_jon34949169> @joe69051471 @RWPUSA @realDonaldTrump Subpoena Mueller
1117940586311450624 2019-04-15 19:59:40 -0400 <AyrtonLeux> @AristeguiOnline @realDonaldTrump Haciendo de lado la evidente carencia de valores que demuestra al día a día con sus declaraciones,  Donald Trump solo supera su numero de divorcios con el numero de negocios que a declarado en quiebra así que Boeing haría bien en hacer caso omiso a estos "consejos".
1117940584684163073 2019-04-15 19:59:40 -0400 <AlstonShero> @realDonaldTrump Do any Democrats know the days of preparations needed to get a visa to China. I have spent hours filling out papers and illegals simply walk across ours. Anger fills my brain!
1117940582259863552 2019-04-15 19:59:39 -0400 <peekay1144> @realDonaldTrump Or maybe we could stitch all the blankets the city together, throw it over top and snuff it out.  What...a...dope.
1117940581831991301 2019-04-15 19:59:39 -0400 <ComeOnManPOD> @JulieReichwein1 @realDonaldTrump I'm definitely voting for Trump again.
1117940581538435072 2019-04-15 19:59:39 -0400 <ace_maddie> @realDonaldTrump Now you are giving firefighting advice again. Remember the silly taking the forest idea? please stick with what you know. Bankrupting casinos and lying.
1117940580460273665 2019-04-15 19:59:39 -0400 <jeri_jjt1013> @TomFitton @CBS @realDonaldTrump No one would have dared to that to Obama. I'm tired of the disrespect shown the President and the First Lady.
1117940579877494784 2019-04-15 19:59:39 -0400 <PruettRosa> @EdKrassen @realDonaldTrump Shame on you Ed Krassenstein!  Barr said it did to the House Judiciary last week.  Too sad you don't recognize the good in our President. He can be "Brash" but he's doing his best and draws no salary.  We all have skeletons in our closet.  Give Trump a chance.  I am!
1117940576886951936 2019-04-15 19:59:38 -0400 <eodguy89d> @indgop @realDonaldTrump @mike_pence 1..2...3...4...5...6... Ah ah ah  https://t.co/p9OO6cTF8S
1117940576463269888 2019-04-15 19:59:38 -0400 <StephenGlahn> @realDonaldTrump's back to singing his ole Mueller blues again today....  Maybe Mueller got misquoted by #AGBarr- it was "not exorcized" instead of "not exonerted."  Actually, Trump Now Says, Mueller Acted Honorably  https://t.co/ZhJpwBzcY5 via @RollingStone
1117940572482953217 2019-04-15 19:59:37 -0400 <Phi_61_8> @realDonaldTrump Have you called Macron to tell him the flying water tanker joke? 🤔
1117940572109455360 2019-04-15 19:59:37 -0400 <AbelSquidHead> @DumpsterfireDi1 @FokkemaJason @stuartd32 @bruce_ballou @RyanAFournier @realDonaldTrump Lol. Ok I really don’t like name calling our fellow citizens on social media.That said I find it funny when people use jobs created as a reason why trump is wonderful. Yet Obama and Clinton with higher job creation numbers are of the devil.
1117940566514393089 2019-04-15 19:59:36 -0400 <Hoggette71> @saikatc @realDonaldTrump From The NY Times.  https://t.co/oqtwaDfgOD
1117940562588467201 2019-04-15 19:59:35 -0400 <dolphins42> @realDonaldTrump @POTUS pretty much the world thinks you are the stupidest thing alive.
1117940561028308992 2019-04-15 19:59:34 -0400 <debleg58> @realDonaldTrump this is how a real President responds.  Not dump water from a helicopter.
1117940560612868096 2019-04-15 19:59:34 -0400 <bijak_politik> lagi contoh #Taliban tuk @NgaKorMing ... belajar sama @realDonaldTrump kah?
1117940560508149760 2019-04-15 19:59:34 -0400 <bj_erngren> @Thedude67111 @realDonaldTrump @GOP Good question! WTF is this prty not being held accountable for Dereliction of Duty/Obstruction of Justice Every member of RP shld be impeached Derelicition rises to High Crimes They’ve protected a criminal for potus for over 2 yrs They’re ALL glty as hell  https://t.co/2PJceMlkUG
1117940560164081664 2019-04-15 19:59:34 -0400 <GarySmi93512379> @realDonaldTrump In Jesus name, amen
1117940559694397440 2019-04-15 19:59:34 -0400 <13WJM> @krassenstein @realDonaldTrump's a firefighting expert much like he's a Viet Nam war hero, savvy businessman, and gifted communicator.
1117940559656538113 2019-04-15 19:59:34 -0400 <dfittro> @okiefrmsapulpa1 @eggbotme @JonBowzerBauman @realDonaldTrump @IlhanMN Trump IS a fool. Have you really ever listened to him? Try it.
1117940558503264256 2019-04-15 19:59:34 -0400 <Wil_Johnson1> Your an f ing disgrace to our state and if you know how to read then you will see that the Immigration laws DO NOT prohibit @realDonaldTrump from transporting asylum dreamers anywhere - try and stop him !
1117940555671977984 2019-04-15 19:59:33 -0400 <jxhn> @realDonaldTrump They're grieving. Stop giving advice and prayers and offer actual assistance.
1117940554954936320 2019-04-15 19:59:33 -0400 <JustBrittany76> @JacobChristner3 @JNorting @EdwardWilliams_ @CYArcher3 @iheartmindy @cher @realDonaldTrump And then he goes to Mar a Lago and golfs at tax payers expense. Sure, Obama golfed, too. They all do. But when trump golfs at his own properties, American tax payers are paying him to golf. Literally.
1117940553403047938 2019-04-15 19:59:32 -0400 <OhmsParty> @realDonaldTrump From the State of Dementia!
1117940553381969925 2019-04-15 19:59:32 -0400 <ainsnutt> @realDonaldTrump and i’m visiting our friendly neighbor Canada:):) duces!!!!
1117940552392163328 2019-04-15 19:59:32 -0400 <JodieHMoss> @EvanMcMullin @GovBillWeld @realDonaldTrump Until the Republican Party gets rid of Trump, McConnell, amongst many other GOP &amp; does some serious damage control, no member of the Republican Party will have my support. It’s going to take them years to clean up their mess.
1117940551129583617 2019-04-15 19:59:32 -0400 <Clay4949> @realDonaldTrump Which god?  And why the he'll wouldn't he protect the church. I mean it's almost like there isnt any god at all.
1117940547295952897 2019-04-15 19:59:31 -0400 <AnthonyBuice> @realDonaldTrump @TigerWoods @TheMasters Really, while I agree it was a great come back don't think he should get the residential freedom medal.
1117940544859246595 2019-04-15 19:59:30 -0400 <PTMaddigan> @thejuliaF @realDonaldTrump WTF is a FWT ?!
1117940540228558848 2019-04-15 19:59:29 -0400 <Dr_TomSmith_III> @realDonaldTrump @FoxNews @SteveHiltonx China is the greatest threat to the U.S. right now.  Not Russia, Iran or North Korea. Huawei has given a ton of $$ to universities, and student visas have been given to Chinese "students" who steal U.S. (cyber) technology to give to China. Look at China, not Russia re: elections.
1117940539108675584 2019-04-15 19:59:29 -0400 <Astrochickin> @realDonaldTrump Sure, maybe they can rename it the "Trump Shuttle" ... oh wait, that was your last disaster in that industry ...
1117940535782727681 2019-04-15 19:59:28 -0400 <Ihatevry1> @SheriffClarke @BreitbartNews @realDonaldTrump haha he only cheated on all their moms!
1117940534880825344 2019-04-15 19:59:28 -0400 <PeteNoGreenCard> @realDonaldTrump “Forgotten voters?” Every vote counts. It’s just unfortunate that the MAJORITY of voters weren’t heard and trump ended up defiling the whitehouse.
1117940534784462848 2019-04-15 19:59:28 -0400 <Kevingrice4> @realDonaldTrump Can you just shut up for a day or two?  https://t.co/gULvjrAzBy
1117940532926349319 2019-04-15 19:59:28 -0400 <Margied60215827> @realDonaldTrump @60Minutes  Democrats request the Wall and imigration Reform and she nobody to work and Anti Semitism we not everyone like
1117940531907186691 2019-04-15 19:59:27 -0400 <retta1515> @SenSchumer @realDonaldTrump Please do something for NY......TERM LIMITS!
1117940530787311616 2019-04-15 19:59:27 -0400 <AnnFrannie> @RepSwalwell @realDonaldTrump is CLUELESS! #LowIQ or #SenileDementia ???🤔
1117940529952632832 2019-04-15 19:59:27 -0400 <RayPowe17182387> @realDonaldTrump hopefully the area where they molest the choir boys burned
1117940529356869632 2019-04-15 19:59:27 -0400 <PaulGregory2173> @AmyMek @madmamma4 @realDonaldTrump Isn't it Obama we have to thank?
1117940529180958726 2019-04-15 19:59:27 -0400 <Mona21411> @realDonaldTrump #DonaldTrump @nytimes Reporters from the NYT received Pulitzer Prizes for their work on your family’s illegal tax schemes. Great work, NYT.
1117940527901630465 2019-04-15 19:59:26 -0400 <AZDeploralove> @BernieSanders @realDonaldTrump Why should he?
1117940526567833601 2019-04-15 19:59:26 -0400 <herbriede> @DaughterFathers @MichaelCameronz @Dougleaffan @BernieSanders @realDonaldTrump Campaign finance doesn't work that way dude.  https://t.co/dmGBZa2rh0  It's a nightmare, and while both parties have neutered the FECs enforcement arm, there's zero way for that to happen.  A foundation on the other hand...
1117940526219575296 2019-04-15 19:59:26 -0400 <rivergebs> @SenSchumer @realDonaldTrump you think they owe now, just thing when burrnie get's in . and YOU and Pelosi have to pay 90% ? you 2 hiding your money out of the country yet?
1117940525791895552 2019-04-15 19:59:26 -0400 <TheresaGiacobb1> @realDonaldTrump Wow... this coming from the stable genius.
1117940524923617285 2019-04-15 19:59:26 -0400 <kim_f86> @FriendsofJimmys @SpeakerPelosi @realDonaldTrump @Ilhan Wow do you think that’s why they got targeted? I would not wish that on my worst enemy. I mean people going through your things and taking what they want it must be horrible.
1117940524604960771 2019-04-15 19:59:26 -0400 <HisWord4Life> @DeepStateExpose @realDonaldTrump The Brits better wake up
1117940521790595072 2019-04-15 19:59:25 -0400 <realJ2A> @realDonaldTrump “If you hit that with tons of water from above, that’s going to collapse  the entire structure and make the situation worse,” said Wayne McPartland, a retired New York City Fire Department battalion chief. “If  you miss, you might hit civilians in the street.”
1117940521404526592 2019-04-15 19:59:25 -0400 <RomanState36> @billmcgarry52 @realDonaldTrump LOL what a load of BS ! 😂😂😂😂😂
1117940520578424834 2019-04-15 19:59:25 -0400 <juliomadrid> We have to stand against the rise of #hatred and #intolerance, against "leaders" like @realdonaldtrump, despots, demagogues spreading #hate and #fear! @cbstweet reminds us of this scary…  https://t.co/gSV1EHxLLn
1117940519731118080 2019-04-15 19:59:24 -0400 <GOPareDangerous> @realDonaldTrump hahaha. The world is still laughing at your lack of intelligence. Surprised you didn’t suggest raking. Lol  https://t.co/MXDB7Wmnbj
1117940519051640837 2019-04-15 19:59:24 -0400 <ahardina> @realDonaldTrump WAIT, wasn't that place falling apart last month? Humm how convenient..
1117940518737018880 2019-04-15 19:59:24 -0400 <yates_brit> @bogieboris @G_unitGutin @Surabees @realDonaldTrump Again for protection I'd be all for it. A bad person with a gun pointed at them is less like to do anything. Most of them are cowards and dont want to die
1117940518153928705 2019-04-15 19:59:24 -0400 <HopperLiznana2> @realDonaldTrump @60Minutes Mr President grow up! The more you speak the crazier you sound.
1117940517914808320 2019-04-15 19:59:24 -0400 <RealMarkEbner> @realDonaldTrump And, like clockwork, Trump offers up a plan for total destruction.
1117940516786556928 2019-04-15 19:59:24 -0400 <JulianMDay> @realDonaldTrump We all know who REALLY knows branding... #TheFlamethrowerThatInspiredElon  https://t.co/z1xY436LVX
1117940516556083200 2019-04-15 19:59:24 -0400 <usaf__vet> @realDonaldTrump “Russia if you’re listening...” we’ll never forget that you invoked a hostile foreign power to mettle in our democracy.
1117940515624955904 2019-04-15 19:59:23 -0400 <asVitale> @Paul_Schatz @SenSchumer @realDonaldTrump Yeah Thanks to The Treasury! NOT  https://t.co/id38EypNY1
1117940514223992832 2019-04-15 19:59:23 -0400 <mimarmesut> @realDonaldTrump Dünyayı da böyle yönetiyorsun! ucan tanker su dök de bina dereye karışsın.
1117940513389404160 2019-04-15 19:59:23 -0400 <billco37> @AlphaMethyl @sacmochadb @mjfree @BarackObama @realDonaldTrump Missed one. POTUS truthful? At a fact checked 8 misleading or untrue statements per day, I say NO. Latest is Wikileaks. Then - love wikileaks, their stuff is great. Now - know nothing about them, not my thing.
1117940512655200256 2019-04-15 19:59:23 -0400 <IPABrewpub> @dr_palazzolo @MeTyWil @realDonaldTrump Does sound like he knows where his father was born tho 😎
1117940510751113216 2019-04-15 19:59:22 -0400 <micheleb801> @thehill @realdonaldtrump He called it 'a museum'? Are you kidding me?
1117940510264442880 2019-04-15 19:59:22 -0400 <PilgramTraveler> @DeepStateExpose @realDonaldTrump Time to get the church bells ringing again.
1117940508754632704 2019-04-15 19:59:22 -0400 <Temichno> @realDonaldTrump Genius, maybe they could of saved the Hugo! 😂
1117940508439875584 2019-04-15 19:59:22 -0400 <NYGrannee68> @realDonaldTrump 😂😂😂😂😂😂😂😂😂😂
1117940507357872128 2019-04-15 19:59:21 -0400 <Angryorchard11> @DeepStateExpose @realDonaldTrump Wow &amp; Muslim can preach to thoudands!!! THE TIME IS HERE!!!WE MUST BE PREPARED!!
1117940505566793728 2019-04-15 19:59:21 -0400 <laura575> @seanharve @realDonaldTrump Because your paycheck was a few dollars more during the year, didn’t you know? 🤦‍♀️
1117940505403215872 2019-04-15 19:59:21 -0400 <PAULUSV3> @Normalguy0986 @VFernandez596 @carlphx1 @itsJeffTiedrich @realDonaldTrump @TigerWoods @TheMasters @atensnut Glad I’m not the only one who thinks that the two party system is one of the many deficiencies of the USA’s political system that prevent the country from becoming a true democracy. 👍 You get a follow from me - not that that matters much.
1117940504656846848 2019-04-15 19:59:21 -0400 <BarbaraKemery> @joshscampbell @realDonaldTrump Not that I recall.
1117940504644259840 2019-04-15 19:59:21 -0400 <PaulRevr1> @realDonaldTrump Here is the explanation for your edification, little moron. The reason we know they couldn’t prove treason beyond a reasonable doubt is because there was investigation. Same for obstruction of justice. And you were not exonerated. It’s only 19 months and you’ll be gone... 4 ever
1117940503356383232 2019-04-15 19:59:20 -0400 <KKHannegan> @realDonaldTrump Nancy who?? Are you referring to Madame Speaker Nancy Pelosi? Is that who you mean, Donnie?
1117940502735802370 2019-04-15 19:59:20 -0400 <OABlanchard> @realDonaldTrump Just stop. Seriously. Your constant whining has to stop. Turn Twitter off, put the phone down, and go do something useful, like maybe your job.
1117940502417104896 2019-04-15 19:59:20 -0400 <JenH0821> What are you afraid of @realDonaldTrump . But, if you knew the law you would know that complying with a lawful subpoena makes any lawsuit null and void. It's why every financial institution said to Congress, you'll get the documents when we get a subpoena. Too bad, so sad.
1117940501406212096 2019-04-15 19:59:20 -0400 <NancyUsher> @DeepStateExpose @realDonaldTrump I hate Trump, but this is so WRONG.
1117940499523014656 2019-04-15 19:59:20 -0400 <iNewdle> @steph93065 @BernieSanders @realDonaldTrump That's an easy way to pander to your right-wing friends.  #pandering
1117940497375383553 2019-04-15 19:59:19 -0400 <HowardH50327812> @Alyssa_Milano @realDonaldTrump If you can prove to us what the answer is for 2+2 then we might listen to u
