920801666638667776 2017-10-18 19:59:59 -0400 <the_real_Lord> @JoshMalina @realDonaldTrump Kind of makes me want to throw up.
920801639950311424 2017-10-18 19:59:53 -0400 <ValerieTower16> @POTUS  @realDonaldTrump #deplorable  https://t.co/F8tEZdDdiJ
920801635839787008 2017-10-18 19:59:52 -0400 <RoboHoward> RT RT PLS @realDonaldTrump @Ron92211 @RichardWeaving @DMashak @JohnKStahlUSA @GOP @seanhannity @TuckerCarlson @bfraser747 @NetworksManager  https://t.co/wyB8UBwOtr
920801635252674560 2017-10-18 19:59:52 -0400 <scklyn> @Staple_Finger @TravisAllen022 @realDonaldTrump Hello bit
920801629716168704 2017-10-18 19:59:50 -0400 <alex87mol> @realDonaldTrump Beautiful video,thank you sharing my president.
920801629657378816 2017-10-18 19:59:50 -0400 <MsStellaBlue> @realDonaldTrump What's your point?
920801629573488640 2017-10-18 19:59:50 -0400 <MondoD23> @realDonaldTrump @NFL You lost, Donald. Get over it.
920801627874803712 2017-10-18 19:59:50 -0400 <AscendedSaiyaji> @realDonaldTrump Yes, and the stock market only makes rich richer. No correlation to job / wage growth.
920801627195322368 2017-10-18 19:59:50 -0400 <BGEEZ> @realDonaldTrump @_L_o_r_i_ @NFL It’s pure racism.
920801627165958144 2017-10-18 19:59:50 -0400 <old65goat> @dockery_steve @FoxNews @realDonaldTrump My take entirely. He knew what he signed for, but did so nonetheless. The thought m
920801626545307648 2017-10-18 19:59:50 -0400 <carolynn227> @realDonaldTrump I don't want tax reform if it means a giveaway to the rich! Pay your fair share!
920801623118512128 2017-10-18 19:59:49 -0400 <onehappyhatter> @realDonaldTrump You Sir, are a total disrespect to our country. BTW, did you know that there us a state in our Union that is on fire?#TakeAKnee
920801622808129536 2017-10-18 19:59:49 -0400 <hagan311> @realDonaldTrump They are kneeling for the delivery of my Jay Cutler Dolphins Jersey. I know you do not want me to have it but they do.It is you vs me orange
920801622065799168 2017-10-18 19:59:49 -0400 <Terrywentz1> @FoxNews @realDonaldTrump Who cares.
920801621784764416 2017-10-18 19:59:48 -0400 <Thidum> @realDonaldTrump So who is the liar? Asking for a few million people.  https://t.co/fkp3PZjzCs
920801620631339008 2017-10-18 19:59:48 -0400 <BillWhelam> @steffnie2365 @Fuctupmind @realDonaldTrump So sad! Your comments are ludicrous
920801620102807552 2017-10-18 19:59:48 -0400 <ReporterRVCAH> @realDonaldTrump Expect nothing better then pathologically  lying  DEMs &amp; their paid media
920801614268588032 2017-10-18 19:59:47 -0400 <startrek1948> @realDonaldTrump Stop tweeting about yourself. It's not about you, have you no decency. This family is in horrendous grief. Knock it off.
920801614146834432 2017-10-18 19:59:47 -0400 <DaleP4656> @realdonaldtrump deport him! Memphis imam Yasir Qadhi called for killing of gays and blasphemers, to speak in London  https://t.co/2XlSl2NxeK
920801614075633664 2017-10-18 19:59:47 -0400 <sabourin_brian> @realDonaldTrump Mr. President,   time to tell justice department to begin investigation into Clinton/Russia collusion in Uranium sales.
920801614008422400 2017-10-18 19:59:47 -0400 <fgmestas> @realDonaldTrump Don't feel Sessions has the where-with-all to go against HC, BO or any hi-profile case. He would recuse himself. So Sad!!!
920801613463162880 2017-10-18 19:59:46 -0400 <MLGingrich> Another Screenshot of my new animation "Missiles from North Korea" @realDonaldTrump @seanhannity  https://t.co/CuviIkmEjX
920801613366751232 2017-10-18 19:59:46 -0400 <yeomama_Larry> @TalbertSwan @realDonaldTrhmp @realDonaldTrump Shut up boy did you fight and die for that flag? I don’t think so go back to Africa if you don’t wanna show respect to the fallen Americans
920801611231895552 2017-10-18 19:59:46 -0400 <TaraSeanan> @USAneedsTRUMP @realDonaldTrump The debt will ALWAYS go up while there is a deficit. Obama massively cut that deficit. He did more to stop the debt than others before him.
920801610887979009 2017-10-18 19:59:46 -0400 <laveenazgirl> @realDonaldTrump @NFL Let’s talk about respect. Is offering a Gold Star Family 25k &amp; not following through respect?  How about your phone call to Mrs. Johnson?
920801608518189056 2017-10-18 19:59:45 -0400 <saywhat95> @Amoney666 @realDonaldTrump He just likes to sound generous, not actually be generous.
920801608396455936 2017-10-18 19:59:45 -0400 <kwelbreeze> @realDonaldTrump @NBCNews @CBSNews @ABC @CNN Mr Preside
920801607184297984 2017-10-18 19:59:45 -0400 <JohnThorpe47834> @Team_Trump45 @realDonaldTrump You stand with Dump, then you’ll fall for anything
920801606613872640 2017-10-18 19:59:45 -0400 <ShanRussell72> @eugenegu @TheOfficialPORP @danibostick @Advil @realDonaldTrump @NFL I will take the or else.  Not afraid of this ignorant bully
920801606395760641 2017-10-18 19:59:45 -0400 <PennysUnique> @realDonaldTrump Its obvious u r not happy w. how your agenda is challenged on all sides. If u resign u win. u tried 2 MAGA. they failed u.
920801603212402688 2017-10-18 19:59:44 -0400 <4merlion> @StateCollegeMom @realDonaldTrump Devil has better hair
920801601333354496 2017-10-18 19:59:44 -0400 <DickWad49513835> @realDonaldTrump  https://t.co/B5h8fP3Hba
920801600641277952 2017-10-18 19:59:43 -0400 <Briguy1024> @realDonaldTrump Judging from all these Tweets, apparently you have an awful lot of free time "Mr. President."  Do you ever do any work????  https://t.co/Xbj8Jc54g1
920801600632799232 2017-10-18 19:59:43 -0400 <deniseleebagley> @realDonaldTrump @NFL #nobrainer  https://t.co/3v1ucGwIOo
920801599517204480 2017-10-18 19:59:43 -0400 <Douglas87441950> @ngrealy @ChrisCuomo @realDonaldTrump Nothing to apologize for.
920801599118745601 2017-10-18 19:59:43 -0400 <Ale_LtdEdition> @SarahTishkoff @ashg17 maybe @BillGates and @realDonaldTrump should have a chat about health equity in their own country too
920801598632165376 2017-10-18 19:59:43 -0400 <VederEats> .@realDonaldTrump #LiarInChief #apologize @PressSec #complicit  https://t.co/DIsPExve7K
920801598405689344 2017-10-18 19:59:43 -0400 <jodilynn08> Hey @realDonaldTrump .... keep your word!  https://t.co/GWlG1pCd4v
920801597570945024 2017-10-18 19:59:43 -0400 <HealthyEarth4u> @realDonaldTrump Freedom also is a gift from Russia, money laundering.   You would know!
920801596941901824 2017-10-18 19:59:43 -0400 <USuckDT> @realDonaldTrump #MAGA  true  https://t.co/JdMvnCWKjW
920801596367298560 2017-10-18 19:59:42 -0400 <b100217> @IngrahamAngle @realDonaldTrump of all the GR8 new books, @DineshDSouza Big Lie, @AnnCoulter E Plubirus Awesome. Laura's has fresh theory..  https://t.co/7Oo5zWbd60
920801596002283520 2017-10-18 19:59:42 -0400 <donnnie> @realDonaldTrump NOT FORCING people to show patriotism is EXACTLY what makes our great country great. Good on the NFL for knowing that. Shame on you for not
920801593678708736 2017-10-18 19:59:42 -0400 <msjuliap> @2Js1T @BennyEsanu @realDonaldTrump @DanaPerino @BradThor Oh, sure. Clinton, who is out walking in woods, somehow orchestrated this. You are nuts.
920801591921278978 2017-10-18 19:59:41 -0400 <BerryPenby> @realDonaldTrump And these police individuals are getting away with murder! Murder with no means of their evidence of pulling trigger
920801590117679104 2017-10-18 19:59:41 -0400 <ian_simard> @GGFrosteV9 @realDonaldTrump Thanks for what? Yes the market have gone up for years,but unless you're a Wall Street investors,who cares!!! Average joe don't get anything
920801590075736064 2017-10-18 19:59:41 -0400 <ChicagoDungeon> @lavebug @northeast_mama @marpauliii47 @TheLoveBel0w @EdKrassen @IRdotnet @realDonaldTrump @NFL Lavebug is a Russian bot.
920801589962477568 2017-10-18 19:59:41 -0400 <BlakConservat12> @murrayjohnsonjr @foxania @AngelaBelcamino @EdKrassen @IRdotnet @realDonaldTrump She's
920801587441762304 2017-10-18 19:59:40 -0400 <BLR_Halos27> @Error_Six @Gingerwombat @DorianROvalle @MyShareWon @deplorablem1ke @realDonaldTrump If you are talking about deporting or jailing innocent ppl because they hate dictators..then yes that is fueled by hate.
920801587080990721 2017-10-18 19:59:40 -0400 <Tynam> @shrimprebellion @realDonaldTrump American NEVER WAS the country its ideals aspired to.  That's what ideals are for: the target to aim at.  Don't give up yet.
920801586124693504 2017-10-18 19:59:40 -0400 <OkieEleven> @danibostick @TheOfficialPORP @Bryson_M @realDonaldTrump If, if, if...
920801585633964033 2017-10-18 19:59:40 -0400 <Forbee217> @realDonaldTrump @DanaPerino @BradThor Did your babysitter resign, Donny?
920801585508126720 2017-10-18 19:59:40 -0400 <SfaLumberjack21> @Bruins_Fatalist @downsouth505 @MALabounty @KathleenGillern @kellyz713 @solomongrundy6 @JiggryPokery @MarilynCapps @jeebling @suziferg0806 @MrsPerrin @Las4Liberty @BuckWheezer @JamieW1776 @mmpadellan @_CFJ_ @seanhannity @realDonaldTrump   https://t.co/68WzD9vkeq
920801585495543809 2017-10-18 19:59:40 -0400 <christylnrd> @ThePerezHilton @realDonaldTrump Just to clarify,Trump’s words didn’t give me chills, hearing the coal minor sing the Anthem did!
920801584073793536 2017-10-18 19:59:39 -0400 <fjcoughlin> @JacobAWohl @realDonaldTrump @DanaPerino @BradThor It was putin all the way
920801581343260674 2017-10-18 19:59:39 -0400 <janjonesboston> @realDonaldTrump @NFL Donnie… Please move onto a different subject… Your OCD is kicking in
920801581292908544 2017-10-18 19:59:39 -0400 <Islandmarsh> @VicenteFoxQue @realDonaldTrump I love your humor, sir.
920801579783065600 2017-10-18 19:59:38 -0400 <Jacques14101232> @FoxNews @realDonaldTrump That woman is a joke a 🤥 liar she play the cowgirl 😂she is a 🐄 girl 😜😂🤥✅
920801579074293760 2017-10-18 19:59:38 -0400 <cwoolley06> @putinsgay @DEforTrump @truckage @RepWilson @realDonaldTrump your ignorance betrays you  https://t.co/5uCXuvlKuP
920801578373718016 2017-10-18 19:59:38 -0400 <linksforluv> @realDonaldTrump @NFL U need to learn how to move on. Tired of hearing this from u along w Hillary. Maybe it's a good idea to get counseling to help u move on.
920801578197458945 2017-10-18 19:59:38 -0400 <homelinux> @realDonaldTrump @POTUS @DanaPerino @BradThor Puros hijos de pochos
920801578046537728 2017-10-18 19:59:38 -0400 <racer97489> @realDonaldTrump Good for him!
920801577853632512 2017-10-18 19:59:38 -0400 <mrgoodtimes408> @POTUS @realDonaldTrump Your trying to be known as the best pres. ever... When in fact you'll be known as the worst ever in history.
920801576909807616 2017-10-18 19:59:38 -0400 <Trav1sJ0nes> @JacobAWohl @realDonaldTrump @DanaPerino @BradThor God doesn’t vote dummy!
920801576293343232 2017-10-18 19:59:38 -0400 <50_lindadar> @realDonaldTrump @DanaPerino @BradThor   https://t.co/vydq87ajHX
920801575630602242 2017-10-18 19:59:37 -0400 <JrBelefonte> @JacobAWohl @realDonaldTrump @DanaPerino @BradThor You need to  adjust your needs
920801574791741441 2017-10-18 19:59:37 -0400 <Athenais_Regina> @EmilGiliotti @FoxNews @realDonaldTrump So you do know Donald Trump personally. You described him perfectly. I’m impressed.
920801573923561473 2017-10-18 19:59:37 -0400 <MikeTabor14> @SparkleSoup45 @realDonaldTrump They Got Nothing On President Trump!  They Got A 20lb. Bag Of Crap On The Clintons, Commie, Mueller &amp; Holder. Yet Nothing Gets Done With It.
920801573902499841 2017-10-18 19:59:37 -0400 <Igot4kids> @realDonaldTrump Obama, Obama, Obama, Obama...imagibe if he could've run for a third time?  Magical.
920801573097189376 2017-10-18 19:59:37 -0400 <CSEFP> @realDonaldTrump @GovMikeHuckabee @GovChristie @GovAbbott @RudyGiuliani -Stand with veterans Nov 12th Speak w your $ wallet. #BoycottNFL #BoycottNFLSponsors
920801569947258881 2017-10-18 19:59:36 -0400 <cgate61> @chelseahandler @realDonaldTrump You
920801569318125569 2017-10-18 19:59:36 -0400 <LauraDoza44> @realDonaldTrump @POTUS @DanaPerino @BradThor Why isn't 45 telling the truth about what happened in Niger? That caused the deaths of 4 American soldier's
920801569062379520 2017-10-18 19:59:36 -0400 <CJScottWI> @realDonaldTrump Thank you President Obama! #FUDT
920801563215462400 2017-10-18 19:59:34 -0400 <BlakConservat12> @murrayjohnsonjr @foxania @AngelaBelcamino @EdKrassen @IRdotnet @realDonaldTrump When did Trump punch kick and slam women? And Hillary isn't just a song eoman, she'd one of the most corrupt politicians in recent history
920801562443767808 2017-10-18 19:59:34 -0400 <MrRaceBannon> @realDonaldTrump Still waiting for that proof  https://t.co/oJfB4z0Wi3
920801561172783105 2017-10-18 19:59:34 -0400 <egrier72> @realDonaldTrump When can the average citizen expect their payout? Check in the mail?
920801558287155200 2017-10-18 19:59:33 -0400 <SaysSheToday> @msrob123 @Carolyny1948 @15177Doe @eugenegu @EdKrassen @IRdotnet @realDonaldTrump Dude, say it in English next time.
920801556663955456 2017-10-18 19:59:33 -0400 <rollthebones64> @realDonaldTrump @NFL Is this really the MOST important thing you have on your plate right now?!? God help us, you are incompetent!
920801555502178304 2017-10-18 19:59:33 -0400 <david_raygor> @CornflowerLane @realDonaldTrump @lazyzimms Like shooting ducks in a pond
920801555460235264 2017-10-18 19:59:33 -0400 <NobleLight888> @realDonaldTrump You need an AG who will fight for the Rule of Law &amp; hold accountable those who betrayed our country &amp; broke our laws! What’s Sessions doing?
920801555204382720 2017-10-18 19:59:33 -0400 <cdelpilar5> @realDonaldTrump what shame,  that woman trying to make us believe that Trump will call to disrespect the family and the dead soldier! gosh!
920801555154067457 2017-10-18 19:59:33 -0400 <dwj441> @MadCatterHatter @clivebushjd @realDonaldTrump @DanaPerino @BradThor Better health care???
920801555040702464 2017-10-18 19:59:33 -0400 <tbarnett500> @realDonaldTrump @NFL R u mad bc these athletes r in better condition than u ever were or will ever be? If ur so damn patriotic, y is most of PR still wo power?
920801554336116736 2017-10-18 19:59:32 -0400 <Roxanne__Resist> @Fuctupmind @realDonaldTrump You are right about the election being rigged! Mueller will get DJT and Putin though.
920801554029953024 2017-10-18 19:59:32 -0400 <AustinAnnieD> @POTUS @realDonaldTrump #RESIGN #impeach  https://t.co/mUKcBWzOGn
920801553291685888 2017-10-18 19:59:32 -0400 <amydean54> @realDonaldTrump @NFL Stand, sit, kneel, lay down, stand on your head...the first amendment gives us the right to do what we want. The position of one’s body does not = one’s patriotism.
920801548652879872 2017-10-18 19:59:31 -0400 <GiGiNor> @Team_Trump45 @realDonaldTrump TRUMP 2020  https://t.co/xKYqyCAymh
920801544517206016 2017-10-18 19:59:30 -0400 <Marcus_Valley> @realDonaldTrump @NFL How about you kneel... Better yet resign.
920801542709510148 2017-10-18 19:59:30 -0400 <bluejaybeep> @realDonaldTrump If you are implying the presidency is tough, step down, give the job to her, she has experience and stamina which you obviously don’t.
920801540692066311 2017-10-18 19:59:29 -0400 <fanmomaf> @realDonaldTrump @realDonaldTrump: Too much talk, not enough action. End police brutality and systemic racism.
920801539584749569 2017-10-18 19:59:29 -0400 <nanosilicon> @realDonaldTrump @NFL Too much tweeting, nothing accomplished, do some good for the country (USA not Russia) Stop using your resorts to build wealth for yourself
920801535084216321 2017-10-18 19:59:28 -0400 <RitaMiller2001> @IngrahamAngle @SenMcCain @realDonaldTrump McCain doesn't care about America. He is a narcissistic liar, hate monger, RINO socialist.
920801533108690944 2017-10-18 19:59:27 -0400 <nothingtoosee0> @Unpersuaded112 @realDonaldTrump @mcduke_billyjoe What am i saying.. believable.. ugh
920801532987113472 2017-10-18 19:59:27 -0400 <4US_Workers> Retweet and vote. What do Americans really want? What is best for America? @realDonaldTrump @IvankaTrump @IngrahamAngle @michellemalkin
920801532295102464 2017-10-18 19:59:27 -0400 <VictorShakapop> @IngrahamAngle @SenMcCain @realDonaldTrump shocker, Ingraham dislocates shoulder saluting POTUS!
920801530432720898 2017-10-18 19:59:27 -0400 <HullDockster> @gaskill_alan @williamhboney1 @realDonaldTrump @POTUS If you're unable to read his quotes on every media outlet in the world, then I'm unable to help you any further.
920801530311090176 2017-10-18 19:59:27 -0400 <difabio_karen> .@realDonaldTrump  https://t.co/1dr2B3NSxh
920801527832252418 2017-10-18 19:59:26 -0400 <DWP1726> @JacobAWohl @realDonaldTrump @DanaPerino @BradThor You get the feeling Jacob just found his dads comic books???
920801527089971201 2017-10-18 19:59:26 -0400 <KathrynMarieMcC> @JacobAWohl @realDonaldTrump @DanaPerino @BradThor How's that trial prep coming, Jake
920801527069007872 2017-10-18 19:59:26 -0400 <Rudman441> @RepWilson @realDonaldTrump A 5 time Draft Dodger disrespects a Gold Star Mom (again). This on top of calling NFL player’s Moms “Dogs in Heat”.  What a  leader !
920801525902950400 2017-10-18 19:59:26 -0400 <Winslow369Beast> @realDonaldTrump @DanaPerino @BradThor   https://t.co/i4h2HOz8zj
920801523331866625 2017-10-18 19:59:25 -0400 <CoolCzech1> @Uncle_Jimbo @ConservAgent1 @realDonaldTrump Yeah, I really don't get the supposed"controversy." He knew what he was signing up for, and signed anyway. That makes him a Hero.
920801522643959808 2017-10-18 19:59:25 -0400 <Janetbe20511328> @realDonaldTrump @NFL Kisses anyone’s ass that will help him do that! Shame on greedy politicians. That’s what it’s really about.
920801522052558848 2017-10-18 19:59:25 -0400 <LeftWingBat> @RobertMaguire_ @realDonaldTrump Lying Dog!
920801521561870336 2017-10-18 19:59:25 -0400 <_Brozaye> @realDonaldTrump Soooooo you dont think mocking veterans for being captured and injured disrespect 🤔 bet
920801519263350784 2017-10-18 19:59:24 -0400 <hdbob3> @GenaAltheide1 @Sgtwheels @Greeneyesvzla72 @AngelaBelcamino @Impeach_D_Trump @Dainty_Dragon @realDonaldTrump No, tRump threatened to sue them- never did.
920801517585686528 2017-10-18 19:59:24 -0400 <superjim77> @realDonaldTrump Boycott them
920801516058943488 2017-10-18 19:59:23 -0400 <alex87mol> @realDonaldTrump Gave proof through the night,that our flag was still there,no matter what happens today or tomorrow, our flag will always stand high.
920801514293051392 2017-10-18 19:59:23 -0400 <VappleChuice> @realDonaldTrump @NFL Dang dude just leave the NFL alone and deal with the bigger issues this country is dealing with!!
920801513978576896 2017-10-18 19:59:23 -0400 <PotatoSeeds> @VotingFemaIe @jeffrey_evanson @JacobAWohl @realDonaldTrump @DanaPerino @BradThor Go back to Europe.
920801512825094145 2017-10-18 19:59:22 -0400 <DesertFoxATX> @cristal_deaton @golfbollox @OfficeOfMike @realDonaldTrump @POTUS Our great leader at work  https://t.co/iXopi5Che7
920801510769836032 2017-10-18 19:59:22 -0400 <JP4CY> @deplorablem1ke @realDonaldTrump Its cute you think viewership is that far down. Exactly how big is the rock you live under?
920801509956136960 2017-10-18 19:59:22 -0400 <MItzkoff> @realDonaldTrump It is not respect if the players are forced to stand.  Respect must be  given voluntarily.It is an act of respect and love when you care enough  about our country to try to point out where it needs to improve.
920801506739216384 2017-10-18 19:59:21 -0400 <Gwpsrealamerica> @JacobAWohl @realDonaldTrump @DanaPerino @BradThor Your nuts!
920801506709737472 2017-10-18 19:59:21 -0400 <Charles_Pelkey> @realDonaldTrump Great. Where is your proof? Don't allude to it, fuggin' OFFER it!
920801506156097536 2017-10-18 19:59:21 -0400 <DanielScottHayc> @Team_Trump45 @realDonaldTrump Then you stand alone, like his toupee
920801503052304387 2017-10-18 19:59:20 -0400 <sean_not_shawn1> @realDonaldTrump @NFL Respond to Pop
920801501701799937 2017-10-18 19:59:20 -0400 <AlejandroRLope3> @tom_tfm9651 @eugenegu @TheOfficialPORP @danibostick @Advil @realDonaldTrump @NFL Or told you your mother was in her grave and died because she had "signed for it".
920801501223706624 2017-10-18 19:59:20 -0400 <MeltedMne> @Weeping4USA @Lollyroxy79 @ginaswo @womensmarch @TheLastRefuge2 @realDonaldTrump @women You obviously do not work because the poor are begged to work but refuse to work when given a job. Industry is begging for anyone
920801500447645696 2017-10-18 19:59:20 -0400 <pita1946> @realDonaldTrump @FLOTUS #MelaniatheRock n #DesperateCheeto 😂😂😂😂  https://t.co/uHDOPQwJYK
920801500082814978 2017-10-18 19:59:19 -0400 <BlueKomand> @deceptive_donny @Ajwerko @crusher614 @Lrihendry @realDonaldTrump Okay. What was wrong with this?
920801499495645184 2017-10-18 19:59:19 -0400 <mo_longhorns> @realDonaldTrump @NFL First alt RT is afraid of losing personal freedom under Obama. Then the elect the guy that is doing his damndist to do just that.  #weCyou
920801499038433280 2017-10-18 19:59:19 -0400 <solomongrundy6> @waconia3 @Trenaway11 @ConservtvForum @BuckWheezer @Las4Liberty @MrsPerrin @MarilynCapps @robertbland14 @downsouth505 @msgoddessrises @medlas @icerinkmomma @jeebling @Sb51Antinomy @MondoDeLarge @Orangeblood2012 @ClockworkTrump @DonliskDon @Mr_JamesLandis @sawsharee @SharonAOrtiz @wrightdjohn @SfaLumberjack21 @just_old_joe @realDonaldTrump good job 👍👍👍👍👍👍
920801497893322752 2017-10-18 19:59:19 -0400 <tx_blue_dot> @realDonaldTrump  https://t.co/2cwkXjFQa7
920801496198889473 2017-10-18 19:59:19 -0400 <lcaciola883> @realDonaldTrump Give it up Donnie. Not abt flag or anthem. #fake patriotism.
920801495590715393 2017-10-18 19:59:18 -0400 <justinenlawson> @tedlieu @POTUS @realDonaldTrump You and your admin are failing 3.5M Americans in PR. Look at the harm you are causing children. #WorstPresidentEver
920801495229939712 2017-10-18 19:59:18 -0400 <KimballKimball9> @studmarino @OutFrontCNN @ErinBurnett @realDonaldTrump As a independent I do watch OAN,CBS,FOX and on occasion fake One sided biased opinions on CNN! Years ago CNN usedto be news and lessUnbiased
920801495066406912 2017-10-18 19:59:18 -0400 <ANTambo> .@realDonaldTrump thinks the stock market is the measure of making America great.
920801494743490560 2017-10-18 19:59:18 -0400 <soychicka> @realDonaldTrump @ImLarryFlynt I do know that the reason for your defense of white supremacists is really because you need to convince yourself that daddy wasn't bad...
920801494382739457 2017-10-18 19:59:18 -0400 <overheard100> @realDonaldTrump Are you aware that we get rebate checks from Obamacare insurers every year if they charge more than they need to cover claims? Let me rephrase: Do you know what the H-E-double toothpicks you’re talking about?
920801494336602112 2017-10-18 19:59:18 -0400 <michele5411> @realDonaldTrump It's called a bubble, Donald.
920801492667310080 2017-10-18 19:59:18 -0400 <blueskiestars> @realDonaldTrump #Nope
920801492616978433 2017-10-18 19:59:18 -0400 <TigerBuggy> @SisterEboga @pro_prestrump @nickexus @Dan_of_Earth @realDonaldTrump Trump seems grabby to me. Harvey seem full-on rapey. No?
920801492306599936 2017-10-18 19:59:18 -0400 <superleadman> @LiberalLeftyJam @ConservOp @MadCatterHatter @clivebushjd @realDonaldTrump @DanaPerino @BradThor Here’s how a president should act. Look at this unimportant hand while I punch isis in the face. Thank you.  That’s how you lead a lib
920801491195109376 2017-10-18 19:59:17 -0400 <Dancing_Rabbit> @realDonaldTrump   https://t.co/wOw5ygVXEs
920801487923568640 2017-10-18 19:59:17 -0400 <JAK10101975> @realDonaldTrump @DanaPerino @BradThor the promise is enough and you can get publicity from it without ever following through on it. It's you're reputation that has always been
