1103082762938986496 2019-03-05 18:59:59 -0400 <farawayeyes78> @realDonaldTrump We The People CANT WAIT to miss you
1103082733251764225 2019-03-05 18:59:52 -0400 <Campbell2976> @realDonaldTrump You need to put a stop to to this harassment. The DOJ can bankrupt the innocent.
1103082731771215875 2019-03-05 18:59:52 -0400 <KimLynneZee> @realDonaldTrump You’re never gonna get her out of your head... she’s set up shop right there lol... can’t wait til you’re in prison... wishfully thinking of your glory days of “ lock her up” chants and now you’re the one locked up!  Most of America can’t wait!
1103082730286469120 2019-03-05 18:59:51 -0400 <TPeachie862> @realDonaldTrump ❤️❤️❤️❤️🇺🇸❤️❤️❤️❤️#MAGA. thank you #MAGA
1103082730001035264 2019-03-05 18:59:51 -0400 <RunningOLine1> @JudgeJeanine @seanhannity @realDonaldTrump @RunningOLine1
1103082726905823233 2019-03-05 18:59:51 -0400 <DaddyFiles> @big_t1981 @realDonaldTrump Oh, you've seen Mueller's findings? Please link to them.
1103082726616227845 2019-03-05 18:59:50 -0400 <Redranger234> @Thought2Execute @itsJeffTiedrich @realDonaldTrump It seems that he’s decided that rising to the mantle is to hard and has instead chosen to lower the mantle as much as possible
1103082726046003201 2019-03-05 18:59:50 -0400 <PokePlato> To @realDonaldTrump and friends,  The branches of government keep each other in check.  I'm not sorry that you're angered by the fact you can't have unlimited power, but it's NOT "Presidential" harassment.
1103082724242440192 2019-03-05 18:59:50 -0400 <CherylFawn> @realDonaldTrump @FLOTUS @ericbolling @WestgateVegas Her "Be Best" idea was against bullying...why the change? Could it be because her husband is the biggest bully in America?
1103082722472484864 2019-03-05 18:59:49 -0400 <ZeitlerAllen> @realDonaldTrump @nytimes  https://t.co/Xr1T1DmkDW
1103082722354970625 2019-03-05 18:59:49 -0400 <BusyChasingNick> @Lrihendry @realDonaldTrump Except for the thousands of veterans not receiving their GI Bill benefits for almost a year due to this administration's incompetence. People are losing their homes, being kicked out of school.
1103082722258575362 2019-03-05 18:59:49 -0400 <hecates_girl> @realDonaldTrump I think you have a crush on Hillary. Does Melania know?
1103082721096671232 2019-03-05 18:59:49 -0400 <RealShawn7> @jordanwalsh1990 @AhmedBaba_ @realDonaldTrump 🙂
1103082720849211393 2019-03-05 18:59:49 -0400 <doxiemomdeb> @realDonaldTrump What are they approving? Another raise for themselves?
1103082720652070914 2019-03-05 18:59:49 -0400 <charles_cc70171> @Giigawaabamin @steph93065 @megalauri @J05478844 @realDonaldTrump Steph is looking for a one party system I guess. That’s called a dictatorship. Go live in Russia. Maybe you already do.
1103082720488435713 2019-03-05 18:59:49 -0400 <ThorEdson> @2Awarrior @brooklynn892 @Lrihendry @realDonaldTrump @FLOTUS @ericbolling @WestgateVegas @Lrihendry’s twitter account likes, retweets or comments 99.7% on @realDonaldTrump’s Twitter account and comments. A real “well rounded” “human”.
1103082720111009792 2019-03-05 18:59:49 -0400 <DanielleAmes10> @tonyposnanski @realDonaldTrump  https://t.co/SKYOjwR8Jn
1103082719867744267 2019-03-05 18:59:49 -0400 <anniep2> @realDonaldTrump @BobRook8 Sir, you are a shining example of the truth of “money cannot buy class”. SMDH 🙄 Might I assume you are stuck in a 7th grade mentality?
1103082717758087168 2019-03-05 18:59:48 -0400 <Itstrumplicate1> @realDonaldTrump And for just a bit longer you will be sorely present! But better times are ahead baby boy don! For the country. You’ll read about it from your cell.
1103082717682503680 2019-03-05 18:59:48 -0400 <grandstick> @petgarsar @RyanHillMI @realDonaldTrump When building an iron-clad case against a suspect, one doesn't go blathering on about it to the press.  Mueller is famous for running a tight ship, AND getting his convictions. He's taken on the mob and dictators before.  tovarisch #45 is right to be frightened.
1103082717372207104 2019-03-05 18:59:48 -0400 <RedDawn1962> @LindseyGrahamSC @realDonaldTrump Agreed!
1103082715233091584 2019-03-05 18:59:48 -0400 <BethLew85934715> @realDonaldTrump Baby, you are the head of a coven. RICO
1103082714654101504 2019-03-05 18:59:48 -0400 <disneypinjunkie> @realDonaldTrump innocent people?  https://t.co/Mfe9SGdmhc
1103082713521762306 2019-03-05 18:59:47 -0400 <Deviantbreed89> @AnnCoakley4 @CaslerNoel @realDonaldTrump @AriFleischer No, what tears me up is there are people so incapable of thinking on a level above preschool out there.  That they are incapable of doing anything beyond what they’re told to do.
1103082713160900609 2019-03-05 18:59:47 -0400 <luchadora41> The Stalinist House Democrats Will Seek 10 Years of Trump Tax Returns -- In Hopes of Finding a Crime  https://t.co/aLmhcYvxBM via @gatewaypundit They have no authority to get his tax returns. This is PRESIDENTIAL HARASSMENT and should be stopped in its tracks. @realDonaldTrump
1103082712343015425 2019-03-05 18:59:47 -0400 <VictorWhiskey72> @ccNY1991 @realDonaldTrump I swear Princess , I do just fine, part charm part warm outgoing personality part essence of the good aura whatever it works..
1103082710086512640 2019-03-05 18:59:47 -0400 <__BLAZAR__> @realDonaldTrump How does one run against you when you’re going to be impeached, and likely headed to prison?  https://t.co/Ahc8RIIoe0
1103082708429869056 2019-03-05 18:59:46 -0400 <IronPalmDad> @mmpadellan @realDonaldTrump OMG are you on that Brooklyn Crack again?
1103082704206086144 2019-03-05 18:59:45 -0400 <SaysToupee> @realDonaldTrump  https://t.co/RGDSFkTgnk
1103082702889148416 2019-03-05 18:59:45 -0400 <coherentrants> @realDonaldTrump That's the best description for your tweets.  Now, see if you can't cut down on the harassment a bit.  The country is tired of your unhinged schtick.
1103082702222303237 2019-03-05 18:59:45 -0400 <KlausNos> @realDonaldTrump He's obviously getting out while the getting's good.  Hope Hicks almost got away scot free but not soon enough.  You destroy all you touch. #MelaniasTears
1103082701765124096 2019-03-05 18:59:45 -0400 <unite_and_fight> @CharlieSte98 @AhmedBaba_ @realDonaldTrump and ignored most of the country. If you only want to appeal to the interests of people in a certainly densely populated section of the country, you should be trying to become governor of one state...not President of all the states.
1103082700070477824 2019-03-05 18:59:44 -0400 <rainrainbow66> @realDonaldTrump  https://t.co/RSi7mczTkF
1103082700062130176 2019-03-05 18:59:44 -0400 <RunningOLine1> @JudgeJeanine @seanhannity @realDonaldTrump @
1103082697575067648 2019-03-05 18:59:44 -0400 <PTankhank> @realDonaldTrump Once again... you have your finger on the pulse of our national dialogue.  Everyone in the country is losing their minds over how cheap prescriptions are.  Keep up the good work Donny. 🤢🤬
1103082696396353536 2019-03-05 18:59:43 -0400 <jallynjr> @realDonaldTrump How much wall money are you stealing from vets?
1103082696228642816 2019-03-05 18:59:43 -0400 <WillSmithNH> @realDonaldTrump  https://t.co/1wACcfPXbQ
1103082694508855296 2019-03-05 18:59:43 -0400 <angelbabesgrany> @FNostrant @realDonaldTrump Thank you for your service.
1103082694051684352 2019-03-05 18:59:43 -0400 <rickmorales702> @realDonaldTrump Ask him to stay on until we get a good replacement?
1103082693829353472 2019-03-05 18:59:43 -0400 <DanielTravelman> @realDonaldTrump Getting you out of office is priority number one to the people.
1103082693712060416 2019-03-05 18:59:43 -0400 <anonymous_sorce> @realDonaldTrump You speak as a criminal, it's almost as if you're trying to hide something. Innocent people want every possible avenue to clear their name
1103082692868886528 2019-03-05 18:59:42 -0400 <FrairGnostic> @realDonaldTrump No they thought guilty until proven innocent
1103082691598127106 2019-03-05 18:59:42 -0400 <Daisyandboy> @jgeltzer @realDonaldTrump @aaron_leib Shocker!
1103082691262504962 2019-03-05 18:59:42 -0400 <GeorgeRTheresa> @mmpadellan @realDonaldTrump  https://t.co/Otw8Q2ap7L
1103082691174559745 2019-03-05 18:59:42 -0400 <leebernice88> @Lrihendry @realDonaldTrump Where is the 6 million dollars he said he was going to give them when he was campaigning? He is a liar and a thief!
1103082690033651715 2019-03-05 18:59:42 -0400 <PhoebeBeach> @WhitneyChirps @realDonaldTrump Look at her pathetic egomaniac response lol  https://t.co/HtLeupUAC0
1103082687881928704 2019-03-05 18:59:41 -0400 <yellowcat413> @realDonaldTrump #BeBest
1103082687529668609 2019-03-05 18:59:41 -0400 <littlewing628> @realDonaldTrump So Sad you are -I hope you get help one day... maybe in 🇷🇺Russia
1103082686745403392 2019-03-05 18:59:41 -0400 <annabella46> @realDonaldTrump Tell Putin to stay in his lane. If there wasn’t collusion, why do you have to keep repeating repeating repeating it?
1103082685550022656 2019-03-05 18:59:41 -0400 <cjdonn49> @realDonaldTrump You want it to stop??? Just resign !
1103082684203655169 2019-03-05 18:59:40 -0400 <realRayGriffith> @realDonaldTrump IFB #MAGA #BuildTheWall #TRUMP2020  https://t.co/LEQEuni2GU
1103082683536719872 2019-03-05 18:59:40 -0400 <DeLaHay14534> @arturorobbi @ChatByCC @realDonaldTrump I have to wonder why it took two years for him to do anything. And why he suddenly decided it was enough of a priority to issue an E.O.
1103082682521710592 2019-03-05 18:59:40 -0400 <valsorensen1> @thistallawkgirl @realDonaldTrump Who cares?  Crooked Hillary will never be an EX President that's all that really matters.😂😂😂😂😂😂😂😂😂😂😂😂
1103082682450231296 2019-03-05 18:59:40 -0400 <Freebearphil> @kaysintBB @Jessie092859463 @shashatheitch22 @BlueTsuni @keanothedog @Ldogls @socialistal @ommatid @BeaudoinCharlie @ginsengity @Sir_Bradford @co_rapunzel4 @unbrokeMs1 @yolalindayola @OutlierShME @EveScottGarner @62WalterP @TomandSteffani @ldog562 @putinsgay @L3Always @gheetar @Vanatestas @GRITSMAFIA @oracle746 @KeepLadyWarm @PaulSaucier9 @leosmimmie @marthatoddharv @croixtien @Denisec67527755 @Catastrophany @dougarrell @anniesongs3 @TXFartingsworth @keriRN @Toniconfid @sleep4_aweek @HMiglino @impinkestgirl @Uhuruhsiempre @KathyWa00666462 @given2fly75 @ONELONEDOLPHIN @ObamaDiditBest @lfkraus @AzsethMi @JustKathyRay @Alpha_Omega_Yah @realDonaldTrump  https://t.co/YnLIpZ7JzP
1103082681544437762 2019-03-05 18:59:40 -0400 <FrankToner> @minitm @nchantd1351 @realDonaldTrump Is Obama of the era where he should have served in Vietnam ? I didn’t think so ...
1103082680990593024 2019-03-05 18:59:40 -0400 <gsdastur> @realDonaldTrump @FLOTUS @ericbolling @WestgateVegas Poor thing.
1103082680277786624 2019-03-05 18:59:39 -0400 <saabreu56> @realDonaldTrump  https://t.co/1QmDsvZo4o
1103082679011078152 2019-03-05 18:59:39 -0400 <kathedden> @ChatByCC @realDonaldTrump Because transparency would show Innocence???? 🤦‍♀️ #Guilty
1103082677555683331 2019-03-05 18:59:39 -0400 <CGradisher> @realDonaldTrump @seanhannity STOP legislating on hatred! #impeach congress! #MAGA
1103082676662292487 2019-03-05 18:59:39 -0400 <AndrewMaddox4> @DarthBlount47 @JustinKarr89 @realDonaldTrump @nytimes Credit does go to UK. Not USA.
1103082675362062336 2019-03-05 18:59:38 -0400 <nexushealth> @realDonaldTrump 😂😂😂🤣🤣🤣😂😂🤣🤣😂🤣😂🤣
1103082674514649088 2019-03-05 18:59:38 -0400 <micknickbrewer> @NRA @realDonaldTrump your entire organization is literally funded by gigantic corporations
1103082674111959040 2019-03-05 18:59:38 -0400 <DianaDenver1> @realDonaldTrump You are absolutely right, and here's another thing they have done illegally.  Oh, yes, they don't care about legalities. Tom Fitton is correct about them.  https://t.co/RogCZynBUW
1103082673382125568 2019-03-05 18:59:38 -0400 <AAnterasian> @realDonaldTrump no, just democracy and justice in action. you are a pathological liar, a criminal, a tax and business fraud, a puppet of the Kremlin, and are selling American policy to enrich yourself and your family.
1103082671956283392 2019-03-05 18:59:37 -0400 <jdudemill> @007Pete @JeffreyToobin @RepAdamSchiff @realDonaldTrump @NewYorker  https://t.co/rP5oPG8Rdj
1103082669263519744 2019-03-05 18:59:37 -0400 <AdamKin10819480> @TomFitton @realDonaldTrump Didnt Trump fund his own candidacy?
1103082668932153349 2019-03-05 18:59:37 -0400 <deepsouthstamps> @itsJeffTiedrich @realDonaldTrump You look as if you have been to intimate with a wall plug yourself, on more than one occasion! Just what did you stick into it? Yeah didn’t think it was a fork, you naughty boy!
1103082668516933635 2019-03-05 18:59:37 -0400 <schober_henry> @Teri17333807 @maddow @realDonaldTrump How quickly trump forgot that it was the republicans controlled senate committee who brought Cohen in first.
1103082668458196998 2019-03-05 18:59:37 -0400 <nh7447> @realDonaldTrump How about crooked president Trump along with crooked Hillary Clinton
1103082668223332353 2019-03-05 18:59:37 -0400 <rouxagainsttump> @GOPChairwoman @realDonaldTrump These people live in the #unitedstatesofdelusion
1103082666042232832 2019-03-05 18:59:36 -0400 <ungerama> @realDonaldTrump @JerryFalwellJr @FLOTUS @ericbolling @WestgateVegas And the second 1,500 people will receive $25.00.
1103082664976896000 2019-03-05 18:59:36 -0400 <bullshiffy> @sammy_boyy44 @SpeakerPelosi @realDonaldTrump Actually, no we don't. Period.
1103082664817508352 2019-03-05 18:59:36 -0400 <Jeffrodaman> @ElizaBe30319693 @SonyaSone7 @realDonaldTrump @seanhannity They cant enjoy life cause they are still butt hurt cause their girl billary lost. Two yrs in and they still cant except it. They say their not mad but we know just look at em. Listen to em. They are lunatics.
1103082664418918402 2019-03-05 18:59:36 -0400 <shawnmurry> @Lrihendry @realDonaldTrump The President of the United States is a criminal. He is Guilty as well. No debate. #ImpeachTrump  https://t.co/JCrfqNYOBh
1103082661973618688 2019-03-05 18:59:35 -0400 <IanCostello12> @realDonaldTrump @seanhannity And what did the GOPpers do to President Clinton?   Damn hypocrites.
1103082661806030848 2019-03-05 18:59:35 -0400 <StopTwitler> @realDonaldTrump  https://t.co/pOUP74lEIQ
1103082661457780736 2019-03-05 18:59:35 -0400 <HolyHarlots> @realDonaldTrump @nytimes Now you cite the NYT? Now NYT is a reliable source for factual information? Thought they were "the enemy of the people" and "fake news".
1103082661373976581 2019-03-05 18:59:35 -0400 <ziggypatriot1> @Jim_Jordan @TomSteyer he is spending on commercial time that's why MSM loves him , @realDonaldTrump  didn't spend enough in 2016 that's why they hate him
1103082661352857600 2019-03-05 18:59:35 -0400 <fallsns> @realDonaldTrump Are you at a social development level of a 2nd grader?  Seriously, most people grow out of this behavior around middle school.  Toddler in Chief is throwing another tantrum.  Please take your ball and go home!  Everyone will enjoy the game better without you.
1103082661294366720 2019-03-05 18:59:35 -0400 <danagel> @realDonaldTrump 24% of Americans are Republican (and declining). That means only 1 in 5 people think you’re doing a good job.  Without FOX News you would have been impeached by now.
1103082660828721152 2019-03-05 18:59:35 -0400 <rhemagirl3> @NBCNightlyNews @mitchellreports @realDonaldTrump   #YouHaveBeenTrumped by Kim Jong-un aka #IBelieveKim.   #TheArtOfNoDeal  Start listening to your Intelligence experts and... #NotYourGut.   @VP @GeraldoRivera @marklevinshow @seanhannity @TuckerCarlson  @IngrahamAngle @JudgeJeanine @DonaldJTrumpJr  https://t.co/hUU8jCLFai
1103082660392562691 2019-03-05 18:59:35 -0400 <PaulDoody78> @realDonaldTrump Projecting the crooked phrase again I see. Also you’re still obsessed with the woman who received 3 million more votes than you did. You had to cheat to barely beat her but lose popular vote.
1103082660249907201 2019-03-05 18:59:35 -0400 <b4ur4gotten> @realDonaldTrump @realDonaldTrump you are so childish. Know wonder why you had to buy a wife, without a life.
1103082658127462401 2019-03-05 18:59:34 -0400 <Brad__73> @Sliebs69 @krassenstein @realDonaldTrump He also did not wage civil war to prevent slavery. He wanted to protect his Presidency and the republic as a whole. He supported slavery. He supported the USA. All presidents have strengths and weaknesses
1103082658119204864 2019-03-05 18:59:34 -0400 <Belindajparker> @realDonaldTrump 😂😂😂😂😂 don’t think so!
1103082657854873600 2019-03-05 18:59:34 -0400 <patckat> @ChetPowell @LadyLola420 @realDonaldTrump The #KomprmatGOP needs to rename itself . . . They are now #tRumpublicans headed by their #DearLeader the #TraitorTrump #TraitorGOP  #RussianHacking  #TraitorMitch #MitchKnew #MitchCoveredItUp #MerrickGarland #Kavanaugh #Kennedy #StolenSCOTUSSeats #RussianAssets  #MarALardAss  https://t.co/Knub2u8dY7
1103082657360084993 2019-03-05 18:59:34 -0400 <AutismMama88> @jordanwalsh1990 @AhmedBaba_ @realDonaldTrump Comrade, your English needs work.
1103082654243577857 2019-03-05 18:59:33 -0400 <FlameScanner> @RepAndyBiggsAZ @FreedomWorks @POTUS @realDonaldTrump @FoxNews Ore em out
1103082651693580288 2019-03-05 18:59:33 -0400 <Business_k1d> @realDonaldTrump Idk last time she was the only thing holding Bernie sanders back know this time he will be unstoppable
1103082651559190528 2019-03-05 18:59:33 -0400 <CHKim98790668> @realDonaldTrump How long does this charade go?
1103082650208747520 2019-03-05 18:59:32 -0400 <IChronicles1232> @eugenegu @realDonaldTrump Troll #1...
1103082649470623744 2019-03-05 18:59:32 -0400 <Rmartin43> @krassenstein @realDonaldTrump The sad part is Trump hasn't pulled his card yet. He's only waiting for the Democrats to finish their hand and then no mercy on them at all. Trump voluntarily has put himself against the wall to take the unfair hits he's being harassed without true factual ammunition.
1103082649390800896 2019-03-05 18:59:32 -0400 <flowershark> @realDonaldTrump They realized? :)
1103082648652546048 2019-03-05 18:59:32 -0400 <JayWelsh17> @Barb4Ward @TechWriter2015 @realDonaldTrump Follow the Russians, Barb  https://t.co/x7C3kAt7wG
1103082646589136897 2019-03-05 18:59:31 -0400 <KSchechner> @realDonaldTrump @AriFleischer Uh, the "people" voted for Hillary by a considerable margin.
1103082645578285056 2019-03-05 18:59:31 -0400 <M1GrandRedneck> @realDonaldTrump It really breaks my heart,I was so looking forward to the videos of all her supporters whining,crying and protesting again...they still make me laugh.
1103082645544677376 2019-03-05 18:59:31 -0400 <mrhondaa1966> @SpeakerPelosi @realDonaldTrump This is the true DEMOCRATIC PARTY!!  https://t.co/L0tEW4XpxF
1103082644621926401 2019-03-05 18:59:31 -0400 <AveryRyla> @TomFitton @realDonaldTrump @JudicialWatch Thank you for saving our Republic 🇺🇸
1103082643757899781 2019-03-05 18:59:31 -0400 <Dorothy62697924> @EdKrassen @realDonaldTrump @AriFleischer That’s because they too are guilty of the same kind of misdeeds as the potus.  What has happened to the Republican Party?  They’ve lost all morals and principals.  Lord please get rid of this asshole.  I want my country back.
1103082641962819584 2019-03-05 18:59:30 -0400 <BobbyHa23054753> @ouchinagirl @DianaFry18 @RandPaul @realDonaldTrump @POTUS
1103082640473759746 2019-03-05 18:59:30 -0400 <AntonKhalski> @realDonaldTrump You are so classy.
1103082640444403712 2019-03-05 18:59:30 -0400 <cassandra17lina> @realDonaldTrump Looks like you need some new material.  https://t.co/FW8NpeghR3
1103082639945285632 2019-03-05 18:59:30 -0400 <Rooper> @realDonaldTrump “93%”  https://t.co/z72XVMn9aU
1103082639798484992 2019-03-05 18:59:30 -0400 <Occupy_FL_HOA> @BouvierMichell1 @essenviews .There is NO WAY I could LIE like that @realDonaldTrump &amp; hold a STRAIGHT face like he does @GOP I’d crack up laughing &amp;, probably, say something like, “Ok, ok, I can’t ‘LIE!’”😉😂😂😂 but #Trump does NOT bat an eye  I don’t KNOW any1 who can LIE like that &amp; “well” be “well” w/it
1103082637776904199 2019-03-05 18:59:29 -0400 <Kenosi61034956> @realDonaldTrump 3. Some of POTUS Leaders have been blood sucking Leeches. Using Soldiers to advance their horrible evil agendas is unforgivable. National Duty has been vandalised 4Political gains.  Again POTUS DT is 1st President who speaks "Pull Back" language. Instead of Agression &amp; Invasion.
1103082636782624768 2019-03-05 18:59:29 -0400 <oceancalm59> @realDonaldTrump @FLOTUS @ericbolling @WestgateVegas BARF...I wonder what you have on her? There has to be a reason she is dealing with you. #Immigration
1103082636778586112 2019-03-05 18:59:29 -0400 <BlethYvonne> @Sammy85529513 @JudicialWatch @realDonaldTrump The operative word here is legally. You can NOT enter your new home, that is already occupied, by breaking down the front door. You must knock and ask for admittance. Other wise someone is going to call the cops and your ass is going to jail.
1103082635864260608 2019-03-05 18:59:29 -0400 <JigglyPants44> It’s seems you were duped, @realDonaldTrump   Are there any commemorative coins for the second summit?
1103082634853474304 2019-03-05 18:59:29 -0400 <AinslieBrent> @CariniGambarini @realDonaldTrump @FLOTUS @ericbolling @WestgateVegas They're charging a cover???
1103082633884504068 2019-03-05 18:59:28 -0400 <thehairstore> @realDonaldTrump Y not be a president for all people and not just republicans.
1103082633293115393 2019-03-05 18:59:28 -0400 <OscopeLabs> Hmm, people seem to dig the "real, honest, personable" voices of #BrandTwitter but I don't see too many brands calling @realDonaldTrump a lying, ignorant, psychotic, sweet-potato-looking motherfuckin embarrassment to the universe...🤔🤔🤔
1103082633272180737 2019-03-05 18:59:28 -0400 <ekpethedragon> @JeffreyGuterman @realDonaldTrump  https://t.co/QQWVQUYiNB
1103082632823402496 2019-03-05 18:59:28 -0400 <ianelantzy> @Reesenoble38Pat @mmpadellan @realDonaldTrump Neither side is going to start sending politicians to prison because they've all done shady shit. If a sweeping investigation was done of Congress many from both sides would be in jail.
1103082631883878400 2019-03-05 18:59:28 -0400 <Brianshepherd13> @realDonaldTrump Tighten up, you're losing it.
1103082631883829248 2019-03-05 18:59:28 -0400 <CubaSinFrontera> @eldocbarreto @realDonaldTrump @SecPompeo @AmbJohnBolton @Cubanosespias @mujeresdenegro @PepeClavijoA Si eso que dices de Trump te lo crees, te veo muy mal
1103082630696849411 2019-03-05 18:59:28 -0400 <gwin_kd> @realDonaldTrump Representative Omar has done nothing wrong. Questioning the influence of special interests over our government is something that YOU promised to do, but you are a failure. November 8, 2016 was a dark day for America
1103082629992275968 2019-03-05 18:59:27 -0400 <MissyBryant7> @realDonaldTrump just got burned again! 😂
1103082629648146432 2019-03-05 18:59:27 -0400 <CajsaMalloy> @realDonaldTrump You are the fake POTUS installed by Russia.  She is the real leader of this country. #StillWithHer #Hillary 🇺🇲🗽  https://t.co/ccVvgnWvmA
1103082627114942464 2019-03-05 18:59:27 -0400 <JAMESEDSTROM> @anhonyf97 @MiaFarrow @realDonaldTrump If you really think Trump will win again or stay out of Jail, I would love to sell you the Brooklyn Bridge.
1103082623277195264 2019-03-05 18:59:26 -0400 <RRich13> @mmpadellan @realDonaldTrump DISILLUSIONAL PUPPET.  YOUR SOCIALIST PARTY IS IN A TAIL SPIN OF DESPERATION.   TIME IS RUNNING OUT.
1103082622270337024 2019-03-05 18:59:26 -0400 <_wtf_woman> @angelinabacon71 @ChatByCC @realDonaldTrump Did you actually say "Trump does not lie?" Even he says he lies. He changes his story more frequently than most people inhale. You're a sucker. He said he could shoot someone on Fifth Ave and not lose a voter. He thinks you're a fool.  https://t.co/o3zOMoVsFF
1103082621087580161 2019-03-05 18:59:25 -0400 <wjwcooks> @realDonaldTrump @FLOTUS @ericbolling @WestgateVegas "Great"? #BeBest=Bullshit.
1103082620089483265 2019-03-05 18:59:25 -0400 <jeff_hilarides> @realDonaldTrump Drug prices have not gone down. You are lying again.
1103082619883962368 2019-03-05 18:59:25 -0400 <Robbiegm> @realDonaldTrump R I C O !!!
1103082619716231169 2019-03-05 18:59:25 -0400 <okkie48> @chbrkr @realDonaldTrump @FLOTUS @ericbolling @WestgateVegas  https://t.co/GNJrJeDc28
1103082618579505153 2019-03-05 18:59:25 -0400 <nedglover100> @realDonaldTrump has been committing crimes against humanity since he began to walk and talk.
1103082618298515457 2019-03-05 18:59:25 -0400 <mikeyw2k> @realDonaldTrump Can you campaign from prison? We know that orange is your color!
1103082617451278337 2019-03-05 18:59:24 -0400 <DarioDiazJr> @LouDobbs @realDonaldTrump Now that there is Attorney general Barr  needs appoint a special counsel to investigate Mueller involvement in the uranium one.
1103082612929765376 2019-03-05 18:59:23 -0400 <MsChiHouston> @Jewel_Brite @realDonaldTrump Are you a real person or a Russian bot?
1103082611843518464 2019-03-05 18:59:23 -0400 <6nsinvt> @BretBaier @SteveScalise have the unmitigated audacity to feign outrage over @IlhanMN &amp; their claims of anti Semitic comments but refuse to state @realDonaldTrump long track record of anti Semitism. @FoxNews is 100% trump propaganda. It’s time to stop calling it “news”.
1103082611608612864 2019-03-05 18:59:23 -0400 <GEEPENNIN> @realDonaldTrump is a clueless clown. The great dealmaker my ass. He couldn't deal his way out of a deck of cards.
1103082611256279040 2019-03-05 18:59:23 -0400 <mary110526> @PalmerReport @realDonaldTrump It was great!!!
1103082610597621760 2019-03-05 18:59:23 -0400 <ljcalnon> @realDonaldTrump I’d bet somebody ten bucks another chromosome Clinton try’s to run. Chelsea could come galloping into the race at the last second.
1103082610149023744 2019-03-05 18:59:23 -0400 <bibi212_> @BrunoAmato_1 @realDonaldTrump Too much for him
1103082608093790209 2019-03-05 18:59:22 -0400 <jrubottom> @realDonaldTrump This is not a hoax.  https://t.co/gLnGZ5lvct
1103082605774286850 2019-03-05 18:59:22 -0400 <TheGrimmReaper> @realDonaldTrump Snowflake
1103082605271044096 2019-03-05 18:59:22 -0400 <justsomeguy2u> @tedlieu @realDonaldTrump That's a rhetorical question, right?
1103082603811241984 2019-03-05 18:59:21 -0400 <PatrickGman> @redhotnerd @realDonaldTrump 🍔
1103082603014430721 2019-03-05 18:59:21 -0400 <rojawi> @realDonaldTrump  https://t.co/utXyfYPK3k
1103082600350924800 2019-03-05 18:59:20 -0400 <actorDavidW> @realDonaldTrump Haha. She has other ways to make money now. She knows she won’t beat you though
1103082599449354241 2019-03-05 18:59:20 -0400 <Maurice_Keefe> @realDonaldTrump  https://t.co/co3dv3CTJN
