1021183106265608192 2018-07-22 19:59:59 -0400 <prehmbo> @TomFitton @SusieQ86559035 @realDonaldTrump A Kevin would say duhhhh  https://t.co/afphbPjG1f
1021183065438052352 2018-07-22 19:59:50 -0400 <blueeyedGMer> @Di_719 @realDonaldTrump We need to make #IMPOTUS trend!
1021183065387945984 2018-07-22 19:59:50 -0400 <BlueNRedState> @realDonaldTrump The @POTUS is back to claiming that the members of the 17 USA intel agencies are lying about the Russian cyber attacks. The @GOP allows him to continue to attack the Intel community and Justice Dept.   #TrumpIsARussianAsset   @GOP = #GuardiansOfPutin  https://t.co/SHS1laWng9
1021183063596912640 2018-07-22 19:59:49 -0400 <AnMuthus> @funder @realDonaldTrump I love it, if anyone should be locked up it’s the tRump, I’ve been waiting for someone to throw that at his face for the past year.
1021183063554961408 2018-07-22 19:59:49 -0400 <CreechTheTruck> @realDonaldTrump   https://t.co/ZKuLVvCapk
1021183061910867968 2018-07-22 19:59:49 -0400 <CarollingRS> @funder @realDonaldTrump   https://t.co/wLu3HCFkwc
1021183061826949121 2018-07-22 19:59:49 -0400 <NovaGN1> @realDonaldTrump   https://t.co/doZqvBvXIR
1021183061269000192 2018-07-22 19:59:49 -0400 <Katy52> @mrreino17 @CorbieCrow @michaelperoff @realDonaldTrump Meeting IN PUBLIC, not in secret. This was before we truly realized Russia was beyond reason. We still thought they might embrace some form of true democracy.
1021183058886758400 2018-07-22 19:59:48 -0400 <gspunky245> @realDonaldTrump Get over the Hillary obsession and move on already! And it was not a hoax - you were told!
1021183058844758016 2018-07-22 19:59:48 -0400 <SL2414> @realDonaldTrump He imposed sanctions that YOU refused to enforce.
1021183056235950082 2018-07-22 19:59:47 -0400 <BlkSantaX> @papijones4 @DaShanneStokes @realDonaldTrump #WTF HAVE NO FARE....  BIDEN &amp; OBAMA STILL MAY APPEAR.....LOL  They can fix it in no time  https://t.co/25txRLylQj
1021183055984291845 2018-07-22 19:59:47 -0400 <vicgar55> @realDonaldTrump   https://t.co/fvq58hGEOy
1021183053870305280 2018-07-22 19:59:47 -0400 <Jacked_Game> Klayman: "Little Marco" Doesn't Have a Clue About What He Is Talking About! @realDonaldTrump @michellemalkin @IngrahamAngle @seanhannity @marklevinshow @larryelder @MonicaCrowley - via @FreedomWatchUSA  https://t.co/K7vlyHbr7L
1021183053727756288 2018-07-22 19:59:47 -0400 <jrayman66> @Army_Of_Trump @realDonaldTrump @PeteHegseth @FoxNews I don't hate him based on what your meme states. I cannot stand him because he does lie, spins and is acting like a guilty party. If he has done nothing wrong, then let the investigation play out. If he is innocent then it will all come out in the end. Same goes for shillary
1021183053610323968 2018-07-22 19:59:47 -0400 <kheidiho> @funder @realDonaldTrump Don’t resign.  Let us kick you to the curb!
1021183053161467909 2018-07-22 19:59:47 -0400 <TimothyFelixJr1> @realDonaldTrump TimFelix,PhakeNews!😐 He did Mr. President, sir. He sent ME!😐 The Grim Reaper! The Liberator! Badger-1! Most of all, I flew The SU-34, I think. Anyway, once a soldier, ALWAYS a soldier, sir. However, I'm now assigned to you, Mr. President, sir. You've been a very bad president!!
1021183052054188032 2018-07-22 19:59:46 -0400 <mlkspr> @dld867 @realDonaldTrump   https://t.co/WVWuVVHDnF
1021183050594619392 2018-07-22 19:59:46 -0400 <VckyM> @realDonaldTrump Want to see GOP Sen Corey Stewarts attempt at being a stand up comedian? One joke had the whole room laughing.  https://t.co/kdinv2QdZR
1021183050539941888 2018-07-22 19:59:46 -0400 <cocoajohnston> @Y2020reset @DonaldTrump_Is @barbwill2attne2 @Veronicthirty @DumoulinBd @MelissaMcInern2 @CraigRSawyer @realDonaldTrump Oh good Lord the Trumper are coming out of the wood work like little termites.
1021183047801163777 2018-07-22 19:59:45 -0400 <LivingstonChamp> @KpAmericaGreat @realDonaldTrump @seanhannity Except Russia was feeding you junk news about Hillary...which made you vote for Russia's man...Trumpov.
1021183047004278790 2018-07-22 19:59:45 -0400 <EndPayToPlay> @realDonaldTrump   https://t.co/ADr6IVAD9X
1021183042495434753 2018-07-22 19:59:44 -0400 <HolmesCarolyn23> @realDonaldTrump AGREED! DEEP STATE SILENT COUP! UNDERMINING THE US CONSTITUTION w:UNCONTROLLED Immig,RECRUITING Illegals w/Benefits,Sanctuary cities, aFunds allocated to states w/no riders regarding who receive funds!
1021183038544326656 2018-07-22 19:59:43 -0400 <Double_Anarchy3> @funder @realDonaldTrump If I wasn't half way across the country I would be there.
1021183038259105793 2018-07-22 19:59:43 -0400 <pantsmcshirt> @realDonaldTrump So how can it simultaneously be a hoax AND something Obama needed to do something about?
1021183036979785730 2018-07-22 19:59:43 -0400 <WontBeSilent2> @ExitPluto @TalbertSwan @RyanHillMI @realDonaldTrump No...you just don't read.
1021183036677869568 2018-07-22 19:59:43 -0400 <snoel123> @realDonaldTrump #ReleaseTheTrumpTapes
1021183036271063041 2018-07-22 19:59:43 -0400 <MamaDawg205> @realDonaldTrump   https://t.co/bSnD1zpJmw
1021183035465699328 2018-07-22 19:59:42 -0400 <Belgarion_III> @TaoGypsySoul @GingerMcChic @RianRudyJaxon @AlexGumina @ergoking @krassenstein @DLoesch @NRA @realDonaldTrump Like AH, 45 has a way of stirring up a frenzy with his followers at rallies.
1021183034333294593 2018-07-22 19:59:42 -0400 <RittNancy> @realDonaldTrump  https://t.co/hvdiXVbjPL
1021183034182250498 2018-07-22 19:59:42 -0400 <KayStar34> @realDonaldTrump Are you serious? He was the one who told your campaign and no one believed him. Remember? OMG! You're just whacked out!
1021183031246311425 2018-07-22 19:59:41 -0400 <M26HIL> @realDonaldTrump He's intentionally trying to divide the nation.
1021183030097006594 2018-07-22 19:59:41 -0400 <PamelaBrownTay2> @realDonaldTrump You keep beating that dead horse.... exhausting.  Knock it off...
1021183029442695168 2018-07-22 19:59:41 -0400 <Connie_Bickes> @realDonaldTrump #LiarInChief #collusioninchief @GOP  https://t.co/s8OkQnUwv7
1021183027836223489 2018-07-22 19:59:41 -0400 <TimothyStepp3> @realDonaldTrump With all the sin in this world you of all people Trump you still have to set there and call names if you don't like Hillary you don't need to call names what would Jesus think?
1021183026548572160 2018-07-22 19:59:40 -0400 <V_rainorshine> @EricIndia @Jamsy69 @realDonaldTrump None of these “OK’s” needed putin to get to their position. trump couldnt have done it without putin.
1021183022211764224 2018-07-22 19:59:39 -0400 <PeachyKeen49> @kobechid @sxdoc @realDonaldTrump Nice of you to admit that it IS conspiracy due to the fact that's the legal term for collusion!
1021183019703521280 2018-07-22 19:59:39 -0400 <Haroldmack215> @realDonaldTrump   https://t.co/lKuiWAkR3I
1021183017614639104 2018-07-22 19:59:38 -0400 <HiDesertPatriot> @caramccarthy13 @realDonaldTrump @realCakestalker   https://t.co/D6PDi6j2la
1021183017492963338 2018-07-22 19:59:38 -0400 <EdPasqualin> @realDonaldTrump   https://t.co/5N1Qubj0um
1021183015991562241 2018-07-22 19:59:38 -0400 <ODBJD> @mwsyl @realDonaldTrump MAGA Hari aka Maria Butina also tried to use the national prayer fellowship group to organize yet another Red Don Russian backchannel. #TreasonousTrump #MAGAHari
1021183015739973633 2018-07-22 19:59:38 -0400 <JamelJackson10> @RepTenney @realDonaldTrump @cvpayne   https://t.co/rfJey9ZBGW
1021183014909296640 2018-07-22 19:59:38 -0400 <MsJB77> @realDonaldTrump Repeat, repeat, repeat until your robots believe it.
1021183013185642496 2018-07-22 19:59:37 -0400 <torgman1> @sxdoc @realDonaldTrump You forgot to add "Muscular" 🤣
1021183012950618112 2018-07-22 19:59:37 -0400 <mcalovescats> @realDonaldTrump Nah.
1021183012027928576 2018-07-22 19:59:37 -0400 <healwronged> @realDonaldTrump Your argument lacks merit.
1021183011352645632 2018-07-22 19:59:37 -0400 <xraygrl62> @realDonaldTrump Exactly
1021183011000324097 2018-07-22 19:59:37 -0400 <bullets45> @bkripto @horsecrazybean @realDonaldTrump @JudicialWatch @TomFitton Now Mueller gave Podesta immunity! Why would someone need immunity if he did nothing wrong?? He will say whatever they want him to say.  Disgraceful!
1021183010224459776 2018-07-22 19:59:36 -0400 <PattynRick2> @realDonaldTrump Obama and Clinton made you stand by Putin on Monday too and say oh I believe Putin he said he didn“t do it so I believe him not our own intellegent agency“s which is by the way treason
1021183009704300546 2018-07-22 19:59:36 -0400 <mickholmes73> @realDonaldTrump She did
1021183008441884672 2018-07-22 19:59:36 -0400 <lalauraru777> De-classify and remove those redactions @realDonaldTrump @RepGoodlatte to expose &amp; hold those who manipulated laws for tainted, partisan purposes accountable. After all the time &amp; resources on these investigations, the people have the right to know.
1021183006453698561 2018-07-22 19:59:36 -0400 <DennisKaufman77> @The_Trump_Train @realDonaldTrump You must be delusional!  America is starting to wake up and you should be impeached in 2019.
1021183004629192705 2018-07-22 19:59:35 -0400 <justinhooks> @realDonaldTrump @WhiteHouse @SenatorDole I’m sure Dole hates you
1021183004348166155 2018-07-22 19:59:35 -0400 <respectLost58> @realDonaldTrump You Dishonor the whole country #Treason  https://t.co/6daxuS8BsX
1021183004226572288 2018-07-22 19:59:35 -0400 <Robertcaccaval1> @CarlaPizzicone @realDonaldTrump Excuse me but are you paid to dream this stuff up or are you just that ignorant that you have no idea what you're talking about.
1021183003563704320 2018-07-22 19:59:35 -0400 <TanyaTonian> @RoddenGrimes @realDonaldTrump @SenatorDole He is far from being a traitor
1021183002699845633 2018-07-22 19:59:35 -0400 <ELTOCHO5662> @realDonaldTrump Said the 1st grade student!!!! Because that how you act!!!! Like a 6year old.!! Hell ..if they allowed q0 year olds to be president they could probably do better than you ...and with no Twitter account
1021183002431442944 2018-07-22 19:59:35 -0400 <ZulaQi> @Adriana24964 @maggieNYT @realDonaldTrump @nytimes I appreciate how people now get to share information widely among them, and despite issues, there is a sincerity in that which is lacking in much of the mainstream media now. Journalists have to compete with people able to share their own stories to wide audiences.
1021183002108407809 2018-07-22 19:59:35 -0400 <nikideemo> @onewhocries @realDonaldTrump 😘
1021183001995239425 2018-07-22 19:59:34 -0400 <susanmddem> @Decreevy @realDonaldTrump I'm all in for his immediate arrest for charges of TREASON. Let them get the 500 co-conspirators after we annihilate the most immediate threat to national security.  https://t.co/jLSjf0u5Pe
1021183000892137475 2018-07-22 19:59:34 -0400 <snoel123> @realDonaldTrump #ReleaseTheTrumpTapes
1021183000439074816 2018-07-22 19:59:34 -0400 <realteetoo> @libtardrevival @realDonaldTrump Sick!
1021183000413900803 2018-07-22 19:59:34 -0400 <JohnCardinal14> @realDonaldTrump #hedidyoulie should be the answer to this tweet #youlie should be the answer to almost every tweet no collusion should be #gatesadapoulisflynncohenocorpia
1021182995414183936 2018-07-22 19:59:33 -0400 <storytellertsg> @SaraCarterDC @realDonaldTrump Remember that it was an admitted tactic of the Obama administration to create an “echo chamber” where falsehoods were created and then repeated until it was assumed they must be true. The FISA docs are just another example of this same political strategy.
1021182994428526592 2018-07-22 19:59:33 -0400 <Sotaroj27gmail1> @realDonaldTrump You have to get along otherwise the Truth will come Out: Release those Tax Returns Trump:  Then the TRUTH will APPEAR
1021182993530990592 2018-07-22 19:59:32 -0400 <JohnJuma2121> @grattonboy @realDonaldTrump @MetroUK Isn’t this against the law?
1021182993396838401 2018-07-22 19:59:32 -0400 <pomsonfire> @funder @realDonaldTrump Hurry before its too late
1021182993145171968 2018-07-22 19:59:32 -0400 <NHanfler> @realDonaldTrump Liar
1021182991605948416 2018-07-22 19:59:32 -0400 <SchoenholtzJC> @funder @realDonaldTrump Deplorable, no?
1021182990280318981 2018-07-22 19:59:32 -0400 <AlmaBro74924318> @nopedontwanna13 @funder @realDonaldTrump I'm waiting
1021182987524767744 2018-07-22 19:59:31 -0400 <LatreceBrown> @ElectScottNC08 @thetamblyn @realDonaldTrump Exactly! Drain the swamp!!
1021182985691856896 2018-07-22 19:59:31 -0400 <goinghome90> @realDonaldTrump So you think Obama knew, you obviously know it really happened, why do you keep denying it
1021182985440321536 2018-07-22 19:59:31 -0400 <martyfeeney1> @realDonaldTrump Who’s your Vladdy?  https://t.co/2hbn2LnMtK
1021182984723009536 2018-07-22 19:59:30 -0400 <scijohncook> @PaulMayATL @realDonaldTrump There are zero indictments against his staff that can be attributed to his Presidency or candidacy.
1021182983385026560 2018-07-22 19:59:30 -0400 <MieshkaFetty> @realDonaldTrump where are the children. Still waiting for an answer. #FamiliesBelongTogether #immigrantchildren
1021182983104057345 2018-07-22 19:59:30 -0400 <Militerryman> @realDonaldTrump   https://t.co/XErzoqNtUn
1021182982197895168 2018-07-22 19:59:30 -0400 <beckyamacher> @realDonaldTrump Looks like your lies are catching up with you.
1021182981375954944 2018-07-22 19:59:30 -0400 <Patticakexmas> @realDonaldTrump Donald Trump fake news don't listen to him
1021182980885229569 2018-07-22 19:59:29 -0400 <tigerfly96> @realDonaldTrump   https://t.co/ZkNhL5jTx1
1021182977823453184 2018-07-22 19:59:29 -0400 <TheFreshBrew> @Methos2010 @nytimes @FoxNews @CNN @HillaryClinton @realDonaldTrump @GOP @NRA You don't current events in St. Petersberg?
1021182975948406784 2018-07-22 19:59:28 -0400 <cottagecougar> @RolenwithTrump1 @realDonaldTrump @TurnOffCNN   https://t.co/BDOOQPXdFj
1021182973771698176 2018-07-22 19:59:28 -0400 <HEINSLERJAN> @realDonaldTrump lol
1021182973058535425 2018-07-22 19:59:28 -0400 <my_shenanigons> @DearAuntCrabby @aplebeianlife @realDonaldTrump What a mess the next POTUS will inherit.
1021182972781883392 2018-07-22 19:59:28 -0400 <mugbumper> @regulator282000 @realDonaldTrump Why is this so important? Are you worried someone’s gonna take away your toys? You guys all voted for the wrong reasons
1021182971179675650 2018-07-22 19:59:27 -0400 <LG_Interiors> What a difference @realDonaldTrump makes! SAD. #RudyGiuliani 12/31/2001 @TIME  https://t.co/eHMBMm49sK
1021182970516967426 2018-07-22 19:59:27 -0400 <ECGreaves> @David_Leavitt @realDonaldTrump And let’s not forget playing golf on our dime
1021182970504216576 2018-07-22 19:59:27 -0400 <brandyazUSA> @mandymendez90 @realDonaldTrump Look at how many closet supporters were out there when Trump got voted in for president of the United States I believe there's a lot more this time because of the harassment people are getting when supporting him in public which Miss Waters didn't help with made it a lot worse
1021182969552277505 2018-07-22 19:59:27 -0400 <Loftii> @realDonaldTrump  https://t.co/8NxiBcsJFO
1021182965794189312 2018-07-22 19:59:26 -0400 <MamaDawg205> @realDonaldTrump   https://t.co/UfMSP6M5L4
1021182964254879744 2018-07-22 19:59:25 -0400 <Divanista96> @rocksiphone @realDonaldTrump Because it was their money from sanctions idiot.
1021182963382284288 2018-07-22 19:59:25 -0400 <hogueybear68> @DuckMillard @realDonaldTrump Id prefer they go to a commercial during the anthem like they used too.
1021182955945955328 2018-07-22 19:59:24 -0400 <Brandon_Blac> @Di_719 @realDonaldTrump you're blind
1021182955794903040 2018-07-22 19:59:23 -0400 <petty_bp> @realDonaldTrump Puttin pleasin' treason boy
1021182954188484608 2018-07-22 19:59:23 -0400 <Loalasushi> @realDonaldTrump The FBI DID tell your campaign. In July. Your illicit conduct continued. #Liar #TrumpRussia  https://t.co/zl9j0F7tLS
1021182953668448258 2018-07-22 19:59:23 -0400 <mark3dc> @RedTRaccoon @realDonaldTrump Can't keep all the lies straight
1021182953374846976 2018-07-22 19:59:23 -0400 <Quips4Kicks> @realDonaldTrump Whew!  Thought we might go a day w/o Hillary tweet.  My bad.
1021182950019231745 2018-07-22 19:59:22 -0400 <DbDant> @NYDailyNews @BillBramhall @realDonaldTrump @PutinRF_Eng @GOP Awww.  Isn't it cute.  Putin has his very own #PresiPoodle.  He's already neutered him, if he could just muzzle him ....  #Basta  #BlueWave
1021182948664594432 2018-07-22 19:59:22 -0400 <LALewman> @funder @realDonaldTrump #LockHimUp is certainly my idea of MAGA.  https://t.co/GAhbM0ASlk
1021182948069044224 2018-07-22 19:59:22 -0400 <MaeMedvetz> @realDonaldTrump He did he placed sanctions you know the ones you dropped just what are you afraid off
1021182946194026496 2018-07-22 19:59:21 -0400 <sfnativekelly> @mercifuln8 @LauraLoomer @realDonaldTrump @Tinder @bumble @JackPosobiec 😂
1021182946043187203 2018-07-22 19:59:21 -0400 <cnwyconscience> @realDonaldTrump The main threat to our democracy is your treason #TreasonousTrump
1021182943195271168 2018-07-22 19:59:20 -0400 <sheilaunderwoo1> @realDonaldTrump Fuck Putin he attacked are nation you attack are citizens and kiss his ass #Sickening
1021182941693661189 2018-07-22 19:59:20 -0400 <RDNCKRUMINATION> @tjmech123 @realDonaldTrump Ok, like being a member of Cult45 wasn’t bad enough, you’re obviously completely insane and bordering on illiterate. Where’s that eject button at again? There it is, found it.
1021182940821172224 2018-07-22 19:59:20 -0400 <Tina46914408> @greywolfmoon3 @The_Trump_Train @realDonaldTrump @SenatorDole Lol in reality Trump is the president. It’s a fact.
1021182939445497858 2018-07-22 19:59:20 -0400 <cindyella_yolo> @funder @realDonaldTrump That’s music to my ears! ❤️ 🎶
1021182936391880705 2018-07-22 19:59:19 -0400 <Pop3Pam> @ColMorrisDavis @realDonaldTrump Apparently @CNN can’t make the distinction that a POTUS being an incompetent Buffoon = Danger!
1021182934802485254 2018-07-22 19:59:18 -0400 <Kris10Lockhart> @safeagain1 @realDonaldTrump I mean....Access Hollywood got tapes of him that were disgusting &amp; vile. 😂😂 If they can, I’m sure the Kremlin *could easily. I misspoke, I meant to say *DID.
1021182934752120833 2018-07-22 19:59:18 -0400 <PetzMom> @realDonaldTrump All the main players in the probe are Republicans but you know that. The number of guilty pleas alone, nevermind the indictments speaks volumes to depth and depravity of your campaign and administration.
1021182932747194368 2018-07-22 19:59:18 -0400 <NHanfler> @realDonaldTrump You are so bad for our country
1021182929958047744 2018-07-22 19:59:17 -0400 <CreechTheTruck> @realDonaldTrump @SenatorDole   https://t.co/UsRrbGWUfT
1021182929077186562 2018-07-22 19:59:17 -0400 <RobertFHiggins> @realDonaldTrump   https://t.co/oaDv1kbCXJ
1021182927458193413 2018-07-22 19:59:17 -0400 <FantasticVulpes> @funder @realDonaldTrump This has to be the most bizarre thing I have ever seen.
1021182925541429248 2018-07-22 19:59:16 -0400 <WhippetRun> @lmh3072 @realDonaldTrump "Who are you going to believe, me or your lying eyes  -Groucho Marx
1021182924190822407 2018-07-22 19:59:16 -0400 <therealDebrak> @realDonaldTrump @GaryZettle Dearest @Potus everything that is dark is being revealed because when you and your loyal supporters care so much about our country, we connect and a light is abound. We must see who our enemies are within our country first,
1021182922685075456 2018-07-22 19:59:16 -0400 <rwmercer> @realDonaldTrump You are a treasonous crook. You refused to stand up for America. #Resign #IMPEACHTRUMPNOW
1021182922223521792 2018-07-22 19:59:15 -0400 <dtesso> @realDonaldTrump @AprilDRyan Obama launched a counter intelligence investigation headed by Comey (Trump fired Comey) to investigate this Russian attack Obama imposed sanctions on the Russians (of course Trump's National Sec Advisor (Flynn) tried to secretly negotiate the end of those sanctions)
1021182920663490560 2018-07-22 19:59:15 -0400 <fierceadvo> @realDonaldTrump Ask Mitch McConnell.
1021182920189284353 2018-07-22 19:59:15 -0400 <PleaseThink1776> @realDonaldTrump What about all the children being abused by ICE, in your camps. You have until Tuesday to reunite thousands of kids. Why are you still separating families at the border and putting kids in cages? When Congress flips, you will be held accountable for child abuse.
1021182918822113281 2018-07-22 19:59:15 -0400 <jwb625> @luvtheblessing @realDonaldTrump   https://t.co/lKRERRw2iG
1021182918696357888 2018-07-22 19:59:15 -0400 <devildownbelow> @realDonaldTrump Imbecilic taint goblin.
1021182915663736832 2018-07-22 19:59:14 -0400 <EdPasqualin> @realDonaldTrump   https://t.co/EcugL0YrOH
1021182914581626885 2018-07-22 19:59:14 -0400 <6nsinvt> @realDonaldTrump
1021182913218564102 2018-07-22 19:59:13 -0400 <LibsInAmerica> @realDonaldTrump “I hope that [special counsel] Bob Mueller’s investigating it, because again, if that’s the leverage the Russians are using, it would not only explain the president’s behavior, but it would help protect the country by knowing that in fact our president was compromised,”
1021182910294994944 2018-07-22 19:59:13 -0400 <vicki_batkin> @realDonaldTrump You’re a 6 year old - counting the minutes until they lock you up.
1021182907996672000 2018-07-22 19:59:12 -0400 <OBrienMB_NY> @realDonaldTrump You are such a comedian. And so is your wife, Natasha.
1021182907170410497 2018-07-22 19:59:12 -0400 <GangstaMimi> @MHGURU @realDonaldTrump Just say no!!!!! 👍🏽👍🏽👏🏽👏🏽👏🏽🤣🤣😂🤣🇺🇸💙🌊  https://t.co/fsWSaSXhrM
1021182906625142784 2018-07-22 19:59:12 -0400 <cathyob1> @realDonaldTrump @PeteHegseth @FoxNews How was Carter Page just the "foot"? Somebody explain this to me please.
1021182904481853441 2018-07-22 19:59:11 -0400 <CitizenMom47> .@realDonaldTrump @POTUS @FLOTUS Can you hear them?
1021182904016277504 2018-07-22 19:59:11 -0400 <carolcarol2016> @realDonaldTrump Nope, you can’t blame others for this.
1021182898521681920 2018-07-22 19:59:10 -0400 <MarnieSpiegel> @realDonaldTrump You know who else blames the victim? Sexual assaulters and those who defend them... oh wait, nevermind #RussianPuppet #PutinsPuppet #TraitorTrump #TraitorInChief
1021182898261712897 2018-07-22 19:59:10 -0400 <fbkrm> @realDonaldTrump Because he was threaten by turtle neck not to say  anything stop blaming Obama you will never be half the  man he is
1021182896277557248 2018-07-22 19:59:09 -0400 <idbythesea> @realDonaldTrump More lies!
