856659012862976000 2017-04-24 19:59:59 -0400 <Still_I_Stand62> @realDonaldTrump No wall, infrastructure
856658938355490816 2017-04-24 19:59:41 -0400 <MissJupiter1957> @kenkircher1 @votevets @realDonaldTrump B/c impairment is in the definition of "disorder" generally. Trump is rewarded for his behavior. It doesn't impair him.
856658936883277824 2017-04-24 19:59:41 -0400 <NanaZ2019> @arturius13 @Millard_Filmoor @NancyPelosi @realDonaldTrump @TheDemocrats I hope not but if it is true, time to vote them all out or we just take over the government. More of us than them.
856658929765560321 2017-04-24 19:59:39 -0400 <RickPalidwor> @realDonaldTrump This doesn't make much sense. No wonder you're doing such a poor job. And I read the AP interview. Yowser, you might have dementia @POTUS
856658926162501632 2017-04-24 19:59:38 -0400 <AstridWinegar> @mia_nj @Flyergirl88 @Fridaygirl1969 @hannadjh @littleredyarn @realDonaldTrump It's okay to yell; I've been doing it since 1/21... no, since 11/9...
856658925365669893 2017-04-24 19:59:38 -0400 <JohnQAdams8> @realDonaldTrump Build the wall,  keep your promises. How about a national flat tax and safe hearing act?
856658923264196612 2017-04-24 19:59:37 -0400 <wholedogcamp> @realDonaldTrump You're threatening to end our access to healthcare if you can't make yourself a monument/wall? No wall. No fucking wall.
856658922018545665 2017-04-24 19:59:37 -0400 <Still_I_Stand62> @realDonaldTrump @NASA @AstroPeggy She's great, qualified and a scientist accustomed to facts. What are you? And why was Ivanka there? Didyou wanted to be flanked by 2 women?
856658911721529344 2017-04-24 19:59:35 -0400 <Kevo_vLOGGER> @realDonaldTrump Another right wing racist running for office in France, I am sure you can relate. #impeach45
856658910513704960 2017-04-24 19:59:34 -0400 <tcleve1130> @realDonaldTrump Hey whiny baby, man up, take criticism like a man and strive to do better like a normal person.  You are loosing the respect of your voters.
856658908013899777 2017-04-24 19:59:34 -0400 <julioguerra1952> HELP  RT @OEA_oficial @Almagro_OEA2015 @hrw @JMVivancoHRW @CNNEE  @elnuevoherald @ONUHumanRights @marcorubio @ONU_derechos @realDonaldTrump  https://t.co/sJCfp3sbux
856658907703279616 2017-04-24 19:59:34 -0400 <spokanetom> #100DaysOfShame @realDonaldTrump actual accomplishments...killing hibernating bears now OK &amp; Internet Privacy gone.   https://t.co/4VBkGfeTyX
856658904809226240 2017-04-24 19:59:33 -0400 <realndog37> @KMacMusic @GranTweets2 @realDonaldTrump @HillaryClinton Silly millenials trump is president due to the electoral process which has happened since the founding of US. Maybe study history son!
856658904570249216 2017-04-24 19:59:33 -0400 <TinocoYosmel> @realDonaldTrump :( ayudenos por favor tire misiles a miraflores lo que sea, total si se arma una guerra venezuela nunca ganara
856658897838501888 2017-04-24 19:59:31 -0400 <CarrieLover3> @realDonaldTrump @WorldJewishCong Did you sign it at one of the Holocaust Centers? Could you please resign?
856658890590744576 2017-04-24 19:59:30 -0400 <Krysstal__> @realDonaldTrump You're the only thing poisoning our youth
856658887126208513 2017-04-24 19:59:29 -0400 <lynnehoppe> Hey @MattEmber waiting for your take on AP interview transcript of @realDonaldTrump. Wow. Both deranged &amp; dangerous.Sur - fucking - real.
856658884332859394 2017-04-24 19:59:28 -0400 <ErinOppenheim1> @realDonaldTrump @WorldJewishCong Thanks for being late to the show. Our temples have been getting bomb and death threats for months, and NOW you finally say something?
856658883913240577 2017-04-24 19:59:28 -0400 <JKolkin> @Pappiness Unfortunately @realDonaldTrump is confusing the ratings of the @seanspicer with the ratings of @melissamccarthy playing #SNL Spicy.  SAD!
856658876850204672 2017-04-24 19:59:26 -0400 <ezridersos> @claypooluni @aravosis @realDonaldTrump I am now. But before Obamacare I was just paying for my own. My point exactly.
856658876149645312 2017-04-24 19:59:26 -0400 <jlstonemd1> @williamlegate The hypocrisy with which .@realDonaldTrump called HRC corrupt is laughable compared to his blatant abuse of office.
856658872412581888 2017-04-24 19:59:25 -0400 <JustBrittany76> @darinnstacy @bigfortiesfan @ksol1460 @fawfulfan @thesecondellen @jherynarku @Nigel22222 @joesheleheda @AnnRCY @CrochetJanet @TeeDeeBeeDee @pants_pence @SkipW77 @DCRouge77 @dumptrump33 @VP @realDonaldTrump This one guy was telling me how a ton of coke was hidden in the nose of an airplane. I asked him how high they were building that wall!
856658868633468928 2017-04-24 19:59:24 -0400 <cortiz452> @realDonaldTrump up this shit men upppp 50 pies mas al cabron muro ese  https://t.co/tKqUJenxNp
856658867802996736 2017-04-24 19:59:24 -0400 <BuckeyeVote2020> @realDonaldTrump face it. America likes @BarackObama better than u cause he's 10x  the man than u. He'd crush u in an election! @PressSec  https://t.co/qqG4bxuUVD
856658866586517504 2017-04-24 19:59:24 -0400 <jroach9680> Only if the wall goes around @realDonaldTrump  https://t.co/JoGJYbqYhe
856658862581063680 2017-04-24 19:59:23 -0400 <teague2348> @realDonaldTrump Make it cheaper and easier for Immigrants to legally come here, then you would have all immigrants on your side. Fee $300 includes vetting
856658861553364992 2017-04-24 19:59:23 -0400 <brando5112> @TheDemocrats @HouseGOP @GOP @realDonaldTrump @SpeakerRyan Yes indeed, enjoy! 🙄  https://t.co/YQI8kiEHpn
856658860152631297 2017-04-24 19:59:22 -0400 <vikb73> Polls say bad start/weak leader. @realDonaldTrump denies this by showing weakness: blows 2 his ego will always trip him. #First100Days
856658855291387907 2017-04-24 19:59:21 -0400 <EgonMcChron> @MediaREDEF @brianstelter @GlennThrush @AprilDRyan @CNNReliable Ya because the press have never done that before only him, poor baby. @realDonaldTrump is mentally ill...
856658852091015169 2017-04-24 19:59:20 -0400 <MarionPass> @Jali_Benz @melseyiniowa @RepRodBlum @realDonaldTrump @POTUS fake twitter account..ha! You got 3 likes! Ha! Ha! Ha!
856658850132496384 2017-04-24 19:59:20 -0400 <dwthompson1945> POTUS needs to get his Cabinet filled out, second and third level of people on board...he needs to purge the deep state, @realDonaldTrump.  https://t.co/uI240W3iaC
856658846605074434 2017-04-24 19:59:19 -0400 <andrew_lintz> @USAinUK @realDonaldTrump Constitution Article II Section I Emoluments Violation.  #ImpeachTrump  https://t.co/RZvWzJmE0I
856658839839678464 2017-04-24 19:59:18 -0400 <hatcher_aj> @realDonaldTrump Pathetic.
856658833124376576 2017-04-24 19:59:16 -0400 <USA_Aquanaut> @EllenMalloy @realDonaldTrump See where insulting the general public got Hillary!
856658833057492992 2017-04-24 19:59:16 -0400 <OvercomersMedia> @MoniqueGeritz @SharonEMoore2 @sherri_severt @iguy101 @AynRandPaulRyan @realDonaldTrump @HillaryClinton @POTUS So Monique did you vote for Clinton? I refused to be pressured to vote for Trump just because he wasn't Clinton.
856658828229844993 2017-04-24 19:59:15 -0400 <IQ2US> Has @realDonaldTrump picked a terrific team? Vote:  https://t.co/USukt6NO3q #IQ2USLive #First100Days #politics
856658827151892484 2017-04-24 19:59:15 -0400 <Alfcaple> @realDonaldTrump Trump just want a 100 day photo opp, senate-staff-perplexed-by-unusual-white-house-private-briefing-on-north-korea WEAK!
856658826329636864 2017-04-24 19:59:14 -0400 <644_604> @realDonaldTrump whose paying for the wall as pledged.Funding Border Taxes on Trades,Payments on Illegal Wages&amp;Rising Visa entry cost =15B?
856658826270973952 2017-04-24 19:59:14 -0400 <JC080496> @CNN @realDonaldTrump @GOP @SenateGOP  And guess who will make up the difference, the Middle Class &amp; guess what, we won't do it.
856658823360262144 2017-04-24 19:59:14 -0400 <yelli1972> @EJLandwehr @realDonaldTrump Hahahaha LOVE  THIS!!! 😎
856658820470374402 2017-04-24 19:59:13 -0400 <7639235149> Violent Femmes - Color Me Once There's always more. Let's load another human drone.@realDonaldTrump it's just denial  https://t.co/xIGL9WErg4
856658819446956033 2017-04-24 19:59:13 -0400 <JagVaillant> @POTUS @realDonaldTrump May not drink his own urine,but there is so much BULLSHIT coming from his mouth,it's awful!
856658814657077248 2017-04-24 19:59:12 -0400 <PoliticalEmery> @realDonaldTrump   https://t.co/ra5Kit9mjq
856658813117661184 2017-04-24 19:59:11 -0400 <julioguerra1952> HELP  RT @OEA_oficial @Almagro_OEA2015 @hrw @JMVivancoHRW @CNNEE  @elnuevoherald @ONUHumanRights @marcorubio @ONU_derechos @realDonaldTrump  https://t.co/ExsaQN3721
856658809313538049 2017-04-24 19:59:10 -0400 <jondthompson> Hey @realDonaldTrump.. if you think you can beat @HillaryClinton again, I suggest you order a new election next week and show us…
856658808625647617 2017-04-24 19:59:10 -0400 <darknightbiz> @POTUS @realDonaldTrump  https://t.co/ag5JBDPQcj
856658802543738880 2017-04-24 19:59:09 -0400 <redtruck601> @Wolfe321 @loonatoo601 @realDonaldTrump watch some real news then
856658802254520320 2017-04-24 19:59:09 -0400 <ClaudiaRutherf4> @debrakj @joncoopertweets @realDonaldTrump @c0nvey It was on the State Dept website briefly too!
856658801675702273 2017-04-24 19:59:08 -0400 <DickyDoDah123> @melsgre @LouDobbs @replouiegohmert @realDonaldTrump Ditto!
856658796751585283 2017-04-24 19:59:07 -0400 <FairTaxOfficial>  https://t.co/5IGLGQUtsC via @youtube @Talkmaster @linderje #FAIRtax will definitely #MTFA SO @realDonaldTrump @mike_pence DO IT NOW! Part2
856658792959946753 2017-04-24 19:59:06 -0400 <OurAZFamily> @realDonaldTrump @POTUS Have you made any arrangements for Disabled #veterans VA pay to continue in case of govt shutdown?
856658792263634945 2017-04-24 19:59:06 -0400 <AngryAbuelita11> @realDonaldTrump  https://t.co/bhywikHI4H
856658790640488448 2017-04-24 19:59:06 -0400 <onion_amber> @mllemaster_ml @forAmberwavesof @Zandsabar @familyunequal @realDonaldTrump go away meme troll bot with nothing original to say
856658787545100288 2017-04-24 19:59:05 -0400 <abramsgrammy> Buffoon (with bad combover and mango skin).   #Impeach @realDonaldTrump  https://t.co/mprsEXtaQt
856658787205173248 2017-04-24 19:59:05 -0400 <stereobat> @john_goetz @PirmanAnn @ianleee11 @ELDOBLEEM @williamlegate @peplamb @POTUS @RepRodBlum @realDonaldTrump It doesn't matter how complicated it is; Anyone respectable gets busted saying that, and their career dives, but Donny JT is okay?
856658786257428481 2017-04-24 19:59:05 -0400 <jdguernsey> @QuntumEntanglr @cwisme @Brax6Jackson @mskristinawong @realDonaldTrump @NASA @AstroPeggy  https://t.co/ObPEhTamAG
856658786194522112 2017-04-24 19:59:05 -0400 <bj95432geemale> AP Intv shows whySCROTUS @realDonaldTrump needs @IvankaTrump by his side constantly #ServiceDaughter  https://t.co/l3UhQrYJKt
856658785183686656 2017-04-24 19:59:04 -0400 <doonz_> @RealKingMyers @TMZ @realDonaldTrump @kanyewest Lmao 🤣🤣🤣
856658783833075712 2017-04-24 19:59:04 -0400 <ladyhawkerfinds> @dudendeb2011 @realDonaldTrump You're goddamn right I'm living in the past.  See what I did there? Tied them both in. 🔥
856658778149859328 2017-04-24 19:59:03 -0400 <ThunderRoasty> @realDonaldTrump a.k.a incompetence, failing PoTus  https://t.co/5HoSawT5Wq
856658776472027136 2017-04-24 19:59:02 -0400 <scldrgnfly> @Scavino45 @LindaSuhler @WhiteHouse @nikkihaley @UN @realDonaldTrump @POTUS They all look so good...and happy!!!...I KNOW they'll MAKE AMERICA &amp; THE WORLD GREAT AGAIN!!!
856658774928445442 2017-04-24 19:59:02 -0400 <aurarivera11171> @ladyoldandgray @RepRodBlum @POTUS @realDonaldTrump Yeah destroying all that is good in America!!!
856658770814017536 2017-04-24 19:59:01 -0400 <plbodine> .@realDonaldTrump @potus @Stonekettle So, Deal Maker-in-Chief,this is a shitty record so far.Bigly shitty,for such a master negotiator.🖕🏻😂🖕🏻  https://t.co/TaEMZsoB2p
856658770637733889 2017-04-24 19:59:01 -0400 <SkyOyster> @realDonaldTrump @WorldJewishCong You've hired anti-Semites. This is an insult to all minorities
856658769484238848 2017-04-24 19:59:01 -0400 <torreon> Presenta Gerónimo Gutiérrez cartas credenciales ante @realDonaldTrump  https://t.co/I3hmvtDmaA  https://t.co/rgxYB5F4da
856658765961089024 2017-04-24 19:59:00 -0400 <sansmalarkey> .@shareamerica &amp; @StateDept, why does your Mar-a-Lago brochure not mention @realdonaldtrump’s violation of law? Because the brochure is too?  https://t.co/UWinNTXAWb
856658762739961856 2017-04-24 19:58:59 -0400 <DebbieH827> @MQBD66 @mfore0142 Corrupt ! Just like @realDonaldTrump, he's A joke and shouldn't be on that committee.
856658758910574592 2017-04-24 19:58:58 -0400 <french2011> @NancyPelosi @realDonaldTrump Nancy Pelosi you're outstanding!! Thank You 😊
856658755706134528 2017-04-24 19:58:57 -0400 <jbaust> @realDonaldTrump It's not fake, Donald just because you don't like it. Instead of calling it fake, how about you try to improve it?
856658754690883588 2017-04-24 19:58:57 -0400 <Crusher_Craven> @politico @johnlundin @realDonaldTrump Rotten, corrupt, illegal.
856658751977402369 2017-04-24 19:58:57 -0400 <BIGHAIRANDBOOBS> @kisart901 @realDonaldTrump 🙄😂😂😂
856658746742845441 2017-04-24 19:58:55 -0400 <Tamarabrams> Proving yet again that @realDonaldTrump is a seven year old. #trump100days  https://t.co/gdZ7SP7L60
856658745597849601 2017-04-24 19:58:55 -0400 <JayJurden> @realDonaldTrump I mean I can wild out too. I'll send in my resume but I know you don't care about qualifications. Get at me fam!  https://t.co/L0PMMMyE2h
856658745182507009 2017-04-24 19:58:55 -0400 <jungleplum2> @RepAdamSchiff @TeeTweetsHere @realDonaldTrump Of course you did something- you had the Russians help you cheat to win the election! Plainly put...u really lost!
856658743567765505 2017-04-24 19:58:55 -0400 <sharonwalker555> @jgregpenn @feloneouscat @realDonaldTrump Go to @FairTaxOfficial it has some decent info on there.
856658743358042112 2017-04-24 19:58:55 -0400 <ChuckSpears14> @VP @POTUS @WhiteHouse @realDonaldTrump you can see the future? How's Keith Cooper's​ future looking?
856658740518498305 2017-04-24 19:58:54 -0400 <KlausDeLancret> @realDonaldTrump true  https://t.co/AYSX0tpet4
856658737850761218 2017-04-24 19:58:53 -0400 <Jasonmueller18> @realDonaldTrump shut down the  Government and let the Democrats fold first
856658734063505413 2017-04-24 19:58:52 -0400 <SaundraONeal9> @VerbalEnema @RealFrankFromFL @Csinaco @realDonaldTrump @POTUS @FoxNews @foxandfriends @JackPosobiec @PrisonPlanet @AnnCoulter @stranahan @ChatRevolve @FL4TRUMPDOTCOM @StephenBannon @bfraser747 It does look bad. Worries me about remaining the righteous choice
856658733136461824 2017-04-24 19:58:52 -0400 <reyesanfrancis> @realDonaldTrump Yes, Dummass. Now, we, the people REALLY need to see your tax returns.  BTW, the 65M+ who voted against you patiently await your arrest.
856658732566147072 2017-04-24 19:58:52 -0400 <DarceltheDiva67> @realDonaldTrump donald trump is in a death spiral, he will be seeing his real daddy, satan. So, I say go back to HELL!  Anti-American-terrorist, lying, fool
856658731463057408 2017-04-24 19:58:52 -0400 <Michael94733749> @AkaHotshot @POTUS @realDonaldTrump So donald, why 100 Senators to lunch on Wednesday?  Preping for attacking N. Korea? Syria? How about that CR &amp; keeping The Gov't running?
856658728271179776 2017-04-24 19:58:51 -0400 <shalomel22733> @ChargeTheMoundx @KennedyNation @realDonaldTrump Don't need depends. False assumption. Hope you like my manly photograph
856658726794780672 2017-04-24 19:58:51 -0400 <Janet6553254> @Cali_Deplorable @CameronMoulene @realDonaldTrump It isn't only the Liberals that he's f***** ! He is f****** the people that voted for him. Tell me how that's going to f****** work for you
856658726283083785 2017-04-24 19:58:50 -0400 <PamNilan> Remember when @realDonaldTrump said we will be winning so much, there'll be so much winning. When is that supposed to start?  https://t.co/S9NvTuGVm5
856658723703541760 2017-04-24 19:58:50 -0400 <Tye_Born1Hundid> @realDonaldTrump other countries brings drugs in besides mexico and they flying it in to
856658719530262532 2017-04-24 19:58:49 -0400 <navyshellback75> @realDonaldTrump Like your "administration"! #RUSSIAGATE
856658706225917954 2017-04-24 19:58:46 -0400 <krissy3417>  https://t.co/8Fq8ij76fA @realDonaldTrump #RAPTURE/#RESCUE:#JESUS #CHRIST #SAID HE WILL #RAISE THOSE #ASLEEP #B4 RAPTURE #JESUSCHRISTISCOMING
856658705668071428 2017-04-24 19:58:46 -0400 <W4MPSNoCar> @realDonaldTrump Pls give Assange a break. Free speech is a blessing. He helped you get elected. Don't give in to the NeoCons and elitists.
856658703960768512 2017-04-24 19:58:45 -0400 <gr8astro> @AlexYoung @realDonaldTrump @WorldJewishCong nah, that would be too smart for him
856658695446573056 2017-04-24 19:58:43 -0400 <Jayrork> @tonyposnanski @realDonaldTrump Here come all the trolls!
856658692770594821 2017-04-24 19:58:42 -0400 <ExMrsSallah> @auntiejul @rninfl @LifeZette @realDonaldTrump @POTUS Do the people objecting to the Wall realize illegals took $27 BILLION out of OUR economy last yr &amp; sent it back to their home countries?
856658688215592960 2017-04-24 19:58:41 -0400 <hatcher_aj> @realDonaldTrump Thank God there's so little going on in the world that you have time to tweet about polls.
856658684717518852 2017-04-24 19:58:41 -0400 <kenpinkela> Hands off the monuments @realdonaldtrump #Stonewall and ALL the rest Antiquities  Act 1906  https://t.co/D0G0vZyAMl @actupny @StonewallInnNYC
856658682662334465 2017-04-24 19:58:40 -0400 <JoyceMarrero7> @realDonaldTrump your budget plan cuts tax rates for the rich from 36% to 15% look out middle class trump deal will crush us. Can't pass 😖
856658680590340096 2017-04-24 19:58:40 -0400 <BrianJAltemeier> @realDonaldTrump #TrumpRussia 🍊🇷🇺  https://t.co/dX6NcXeJp5
856658677125844992 2017-04-24 19:58:39 -0400 <joshuaJ68221914> @realDonaldTrump God Bless our Great President Donald J Trump.
856658676462964736 2017-04-24 19:58:39 -0400 <miketheidealist> They aren't trying to hide any of their conflict of interests and we're just letting @realDonaldTrump get away with it!  https://t.co/LmSkPFcaOo
856658672797204481 2017-04-24 19:58:38 -0400 <32jim2> @realDonaldTrump DING DONG DONALD THEY ARE NOT GOING TO PAY FOR THE BORDER FENCE/WALL! THEY ARE GOING TO PASS TARIFFS ON TO USA CONSUMERS SO WE PAY TWICE!
856658670280638470 2017-04-24 19:58:37 -0400 <ChamannHamann> Just putting this here @realDonaldTrump @GOP  https://t.co/PD8LPUjmJw
856658669186035713 2017-04-24 19:58:37 -0400 <barbiehiltz> @Call_YourMom @Canadianprotest @realDonaldTrump This will completely destroy my small town, softwood lumber is a huge part of our economy @JustinTrudeau @realDonaldTrump
856658668204564480 2017-04-24 19:58:37 -0400 <mcristirpc> @RepRodBlum @POTUS @realDonaldTrump You are the embodiment of corruption,insanity,egolatry&amp; instability. If Le Pen loses in France is bcs French people fear a Trump-like leader
856658667948658688 2017-04-24 19:58:37 -0400 <Sanchez4Malejan> @realDonaldTrump  https://t.co/LP90MW7yKi
856658665516003328 2017-04-24 19:58:36 -0400 <MirianPerez23> @neljulger @ONU_es @OEA_oficial @realDonaldTrump @xsanchez167 @chinarivas30 @Zikdal @PatriciaDorta40 @fornerinojl @ConElMazoDando @mayorgamiriam @LaHojillaenTV @Cosole_Roja Revolución #LaPatriaEnMovimiento X SIEMPRE!Avanza todos los dias trabajando por+#Socialismo para todas y todos! Legado d #Chavez con #Maduro  https://t.co/CpzVgWWhAv
856658660940025856 2017-04-24 19:58:35 -0400 <MilyDeAmarista> @Almagro_OEA2015 @realDonaldTrump @mauriciomacri  https://t.co/RwfY69ZEhB
856658657488101378 2017-04-24 19:58:34 -0400 <rolandov62> @realDonaldTrump You have to have some fake news when you have a fake president, i guess?????
856658655923589120 2017-04-24 19:58:34 -0400 <paintedoctopus> @realDonaldTrump you are laughed at across the globe
856658652488499200 2017-04-24 19:58:33 -0400 <BugMargarita> Obama is history! Today's president @realDonaldTrump takes action instead of another "old" long negotiation  https://t.co/Jw42mlanFO
856658645240745985 2017-04-24 19:58:31 -0400 <ACarlaSimpson> @realDonaldTrump    Continuing to look for oil is stupid.
856658641465856000 2017-04-24 19:58:30 -0400 <ChristopherHahn> @McNabbMark @KennedyNation @realDonaldTrump Thanks Mark... I always try to have fun....pax
856658636277399552 2017-04-24 19:58:29 -0400 <NatronJones> @RepRodBlum @POTUS @realDonaldTrump Was the contribution personal, from his business accounts, or federal tax dollars? The answer does matter.
856658635988094976 2017-04-24 19:58:29 -0400 <WayCatPub> Horrible human being! @realDonaldTrump boasts of highest TV ratings since the World Trade Center came down  https://t.co/bnLe0LGRPu
856658633777598464 2017-04-24 19:58:28 -0400 <whateverwesay> @bobbiemomma47 @SenatorShaheen @realDonaldTrump . We aren't asking him to take care of the world,but to take care of the #American people.
856658633547018243 2017-04-24 19:58:28 -0400 <rowlandmsw1> @realDonaldTrump Struggle with "supply and demand" at Wharton did you?
856658633089732608 2017-04-24 19:58:28 -0400 <patentax> @Communism_Kills Maybe because @realDonaldTrump recognizes your importance; as do others..🙂
856658632976609280 2017-04-24 19:58:28 -0400 <PDolan6> @GrassyNol @realDonaldTrump there's also these crazy new inventions that go by the name airplanes and boats
856658627981185024 2017-04-24 19:58:27 -0400 <dionidiaz> @OEA_oficial @Almagro_OEA2015 @ONU_derechos @realDonaldTrump  https://t.co/nlEV8efdP2
856658627435929601 2017-04-24 19:58:27 -0400 <DRAGUNSHELL666> @realDonaldTrump @USPacificFleet @USNavy @PrezidentTrump @US_EUCOM @USMC OR SERVING OUTSIDE YOUR COUNTRY YANK CONFEDS PROHIBITED OUTSIDE-USE  https://t.co/38MPhII7RY
856658626991337474 2017-04-24 19:58:27 -0400 <strategiclimits> @BrianPaulStuart @realDonaldTrump Losing BIGLY!  https://t.co/O1pQCG3g4w
856658621228343296 2017-04-24 19:58:25 -0400 <Paul3401745> @thehill Trade War, here we come. Guess who's paying? Not Mexico or Canada. Thank Bump. @realDonaldTrump
856658620833869825 2017-04-24 19:58:25 -0400 <redtruck601> @Wolfe321 @realDonaldTrump no shows lying, nasty msm as the truth
856658615683469312 2017-04-24 19:58:24 -0400 <noah_anyname> Congratulations, @realDonaldTrump, you've turned failure into an art form and perfected like no one else ever could. #Trump100Days
856658615465201664 2017-04-24 19:58:24 -0400 <don_nystrom> @seanspicer said today that @realDonaldTrump has been working really hard! (3 days a week)  https://t.co/J0XRTy4kQ3
856658610956386304 2017-04-24 19:58:23 -0400 <cmcansoda> Canada and China explore free trade talks while lumber battle looms with U.S.  https://t.co/yIgOdo1sOo ***   see @POTUS @realDonaldTrump
856658610180558848 2017-04-24 19:58:23 -0400 <DebraSm29571554> @realDonaldTrump Get out of the white house
856658610092294148 2017-04-24 19:58:23 -0400 <Tairiri> @realDonaldTrump I am gonna watch your administration self destruct its like a full blown comedy reality show
856658608850948101 2017-04-24 19:58:22 -0400 <jamespdaniel> @POTUS @realDonaldTrump  https://t.co/mUwsooCGLz
856658608741855232 2017-04-24 19:58:22 -0400 <sirgalahadbrave> @realDonaldTrump @POTUS Congratulations...worse first quarter job approval rating in 75 years. #TrumpChuckle #JackAss
856658604476186624 2017-04-24 19:58:21 -0400 <Pauline07315502> @VP @realDonaldTrump  https://t.co/4tYetfhmIW
856658604212015104 2017-04-24 19:58:21 -0400 <Yogabonnie> @Mikel_Jollett Yes are you getting this @realDonaldTrump
856658598960738306 2017-04-24 19:58:20 -0400 <elacs> @realdonaldtrump  https://t.co/w0NIYOizX3
856658594271506433 2017-04-24 19:58:19 -0400 <whatifisaidit> @BethR_27516 @wtime90 @MelissaJPeltier @kushkandy95 @southerntails1 @funder @GOP @realDonaldTrump I wouldn't be here were it not for  my dad. He is dementia and so I am back and forth between Illinois and here.
856658589418737665 2017-04-24 19:58:18 -0400 <Mrs_Right_A> @realDonaldTrump speaking of death spiral..you know what else is tumbling down? Bigly?
856658587875254273 2017-04-24 19:58:17 -0400 <GregMead1> @realDonaldTrump you're such a horrible person people don't wanna use team USA in video games. Sad!  https://t.co/clTgkNXZl1
856658586998636544 2017-04-24 19:58:17 -0400 <joew268> @realDonaldTrump Don't even worry about the polls . The majority of Americans are with you. Schumer and Pelosi are clowns. You may want to get rid of Ryan.
856658584645533696 2017-04-24 19:58:17 -0400 <SobaElia> F for @realDonaldTrump  https://t.co/4Ko23FWkWL
856658580383997952 2017-04-24 19:58:16 -0400 <mpmemsoha> @realDonaldTrump @NASA @AstroPeggy @POTUS   Hey Trumpy!  I hear golfing is great in space.  Maybe you could get a shuttle to take you. SOON.
856658579859886081 2017-04-24 19:58:16 -0400 <kevmotronic> @Rogue_Sci @netflix @realDonaldTrump @BillNyeSaves You think Donald Trump can figure out how to use Netflix?
856658571936792577 2017-04-24 19:58:14 -0400 <simplysewn> I saw @POTUS interview and he did not seem to remember this contact he wrote so going to retweet...you're welcome @realDonaldTrump  https://t.co/PgBLYCo17F
856658563913007104 2017-04-24 19:58:12 -0400 <TheRealChristiB> @JustAnotherRich @RejectTrump @realDonaldTrump How does anything the Trumps do cost taxpayers money? You really think they need taxpayers money to support ANYTHING they choose to do all??
856658556535361536 2017-04-24 19:58:10 -0400 <Atheen_> @Kalnory @paulus7778 @analyticalps @cardioqueen @KingBroly @realDonaldTrump @Gingrich_of_PA @SSNjl @MAGAtrump5 @roswell2001 @tulumello2011 @N4LRB4me 😂  https://t.co/YTb7lidXJJ
