933847631180255232 2017-11-23 18:59:59 -0400 <AuntieShaz1> @SheriffClarke @realDonaldTrump Oh, for God's sake, give it a rest would you? 🙄
933847584287977472 2017-11-23 18:59:48 -0400 <billiescentaurs> @jamesalandarby @realDonaldTrump I'm thankful for Robert Mueller!!!
933847581934997504 2017-11-23 18:59:48 -0400 <NSCRCRZY> @realDonaldTrump  https://t.co/9vrnvBHLX0
933847581062463488 2017-11-23 18:59:48 -0400 <BotkinTerry> @JoeP_WA @realDonaldTrump Your a snowflake fool. Obamacare sucks! Do you pay for your insurance?
933847579816738816 2017-11-23 18:59:47 -0400 <LuisCityCouncil> @r_little_finger @realDonaldTrump 7 years whining about repeal and now what??
933847579477053442 2017-11-23 18:59:47 -0400 <BettyMayOckerl> @MadGrace_USA @SMurp3131 @realDonaldTrump Dumb shit trump has spent nearly 81 million of OUR MONEY to chase a freakin' tiny white ball around a freakin' field!!! 😠😤 You trump voters SUCK!! 😡😡 Where's your outrage??!! 😲😞😝
933847576411037697 2017-11-23 18:59:46 -0400 <princess_vnzla> hagamos esta publicacion viral para que se haga realidad te lo pedimosss 🙏🙏🙏 @realDonaldTrump  https://t.co/gRT0eMUGmW
933847575735689216 2017-11-23 18:59:46 -0400 <ShiroiKiba2137> @realDonaldTrump That's happening because you sabotaged it.
933847573181251585 2017-11-23 18:59:46 -0400 <DeathOfPeas> My dad, who doesn’t own a computer or smart phone, just said @realDonaldTrump should get off Twitter. Shocked he even knew what Twitter was, but this is life now.
933847570715238400 2017-11-23 18:59:45 -0400 <indypindy3> @DearAuntCrabby @TheSquireman @realDonaldTrump So what else are you Happy about? By the way, I DID LIKE THE women giving the 1 finger salute. I LAUGHED &amp; LAUGHED.
933847569326903297 2017-11-23 18:59:45 -0400 <_ST3V3N_W> @aravosis @realDonaldTrump   https://t.co/9I7TTuEuHo
933847567359606784 2017-11-23 18:59:44 -0400 <Creekredman> @PJMedia_com  https://t.co/cESSJhs5zk … ILLEGALS TELLING OTHERS TO REG TO VOTE. @realDonaldTrump
933847566399279104 2017-11-23 18:59:44 -0400 <sallan3> @realDonaldTrump More empty talk from an empty suit.
933847565094850561 2017-11-23 18:59:44 -0400 <Phillip_Reyes34> @realDonaldTrump Brodie.. aren't you the president?
933847563815587842 2017-11-23 18:59:43 -0400 <smhat961> @realDonaldTrump It’s Thanksgiving. Nobody wants to hear from you.
933847563265961985 2017-11-23 18:59:43 -0400 <iamajax> @larryelder @HardballChris @realDonaldTrump NOOO!!!  In fact, the fact that a non-black person could not criticize Barack Obama on policy and issues without being viciously attacked as racist was absolutely destructive to our union.
933847558048190464 2017-11-23 18:59:42 -0400 <tdream55> @realDonaldTrump YOU ARE RIDING ON OBAMA'S RECORD!! WE WILL SEE IF YOUR PRESIDENT NEXT YEAR IF YOU ARE STILL PRESIDENT!! LOL!! #FAKE PRESIDENT
933847553828904961 2017-11-23 18:59:41 -0400 <PenAD486> @safeagain1 @VicenteFoxQue @realDonaldTrump Your gifs are hysterical...🤣🤣🤣 #Impeach45
933847552457302016 2017-11-23 18:59:41 -0400 <craigspissed> @MalindaL1969 @JacobAWohl @realDonaldTrump But I'm not the comedy act that is this presidency. It's unfortunate that you aren't a good judge of character otherwise you'd see what Trump really is. Divisive, destructive, isolating and there only to benefit himself. He can't even string a coherent sentence together.
933847551857410048 2017-11-23 18:59:41 -0400 <TommyCandelari5> @realDonaldTrump   https://t.co/WPAodxwkob
933847550716768256 2017-11-23 18:59:40 -0400 <waymac_007> @realDonaldTrump Seth ties a lot of threads together on the Trump-Putin affair.  https://t.co/MJMXbjMHOw  https://t.co/7y2WjZHsBK
933847549563334657 2017-11-23 18:59:40 -0400 <jcpboxerlove> @realDonaldTrump Does it have to be about you all the time?  You are all show and try to take credit for what others have done.  Why don’t you thank Obama?
933847547700842497 2017-11-23 18:59:40 -0400 <DaftTrump> #NetNeutrality  @AjitPaiFCC  @nathanleamerfcc @nathan_leamer @BrianHartFCC  @TinaPelkeyFCC @tinapelkey   @wilw @rickygervais @zachbraff @pattonoswalt @KA_Riefenstahl @TeaPainUSA @brianstelter @maddow @chrislhayes @PressSec @KellyannePolls @realDonaldTrump @HouseGOP @SenateGOP  https://t.co/njfMZVSago
933847547298402305 2017-11-23 18:59:39 -0400 <ThucydidesOfUSA> @karendetroit1 @r_little_finger @realDonaldTrump Incredibly jealous. I'm sure the same feminists would love to get me fired with some false accusations are those who defend Obama's actions here. He's afforded latitude, grace, and forgiveness that I would love to have.
933847545687748608 2017-11-23 18:59:39 -0400 <cynical_centre> @BikerYvette @ian_blueskypr @BrooksChloe732 @nickbutler @realDonaldTrump Ignorance is a choice. Bill Gates aced his school. He wrote the software that the school used to assign classes to students. You talk much but say little
933847544953823234 2017-11-23 18:59:39 -0400 <Benjami72493452> @realDonaldTrump I want your mama
933847544332877824 2017-11-23 18:59:39 -0400 <RobynAngel> @KeithOlbermann @realDonaldTrump What the actual fu**!? The stupidity is painful!
933847541287878656 2017-11-23 18:59:38 -0400 <danmkc> @Siriusjay @realDonaldTrump No problem.  Show great, politics awful
933847540977500160 2017-11-23 18:59:38 -0400 <Me68029389> @chefjoseandres @realDonaldTrump Donald Trump has no character, but you do
933847540772098048 2017-11-23 18:59:38 -0400 <catladylol17> @realDonaldTrump @ThePlumLineGS This Thanksgiving I am thankful for #RobertMueller
933847539715059712 2017-11-23 18:59:38 -0400 <MaxTerry17> @realDonaldTrump Happy #Thanksgiving !  https://t.co/ScsqtxYxDX
933847539333332992 2017-11-23 18:59:38 -0400 <timebandit98> @realDonaldTrump What about PR? Gave up on them i guess
933847538746187778 2017-11-23 18:59:37 -0400 <Wilson__Valdez> @realDonaldTrump Happy thanksgiving.
933847537617956865 2017-11-23 18:59:37 -0400 <Sliver_70> @realDonaldTrump No. It's your baby now. You've been cockblocking it in every way you can to sabotage it.
933847536351236098 2017-11-23 18:59:37 -0400 <richtweets1> @realDonaldTrump Fuck you and your racist supporters, bitch.
933847535910866945 2017-11-23 18:59:37 -0400 <bette_murdock> @EdKrassen @IRdotnet @realDonaldTrump @USCG Lmao 😃
933847534220562432 2017-11-23 18:59:36 -0400 <LesMarvelous> @BobHosfbd @larryelder @HardballChris @realDonaldTrump   https://t.co/MwCDJFNs4C
933847531834036224 2017-11-23 18:59:36 -0400 <Smackden1> @realDonaldTrump Thanks Obama
933847524938600448 2017-11-23 18:59:34 -0400 <tinkreynolds> @realDonaldTrump Your fantasy
933847522916884481 2017-11-23 18:59:34 -0400 <tfaulk01> @realDonaldTrump How did your performance review with Putin go?
933847521813770240 2017-11-23 18:59:33 -0400 <Karlacatt> @realDonaldTrump Stop yapping about it and get it done then.
933847521100677120 2017-11-23 18:59:33 -0400 <Brown72O> @TrumpFrolicker @AnthonyBenton7 @LoveLaw09 @bludogdem @realDonaldTrump What do you call 6 bankruptcies, Trump Vodka, Trump University, Trump Airlines, Trump the board game, Trump Steaks, Toronto's Trump tower?  I'm sure, in your world, those are victories, right?
933847517569208321 2017-11-23 18:59:32 -0400 <fightfortheblue> @realDonaldTrump Constantly advertising your brand. We know what the WWH is...but you have to put the name out their.  You are without shame
933847517409579008 2017-11-23 18:59:32 -0400 <KailuaFrog> @realDonaldTrump Great idea, when are you leaving?
933847516981932032 2017-11-23 18:59:32 -0400 <AJTheSecond> @realLarrySky @realDonaldTrump 3 4 Covfefe
933847514159206401 2017-11-23 18:59:32 -0400 <DonnaGoodrich7> @realDonaldTrump Shut up and do YOUR job!
933847514138243072 2017-11-23 18:59:32 -0400 <joe_anzaldua> @WeWantRomo @realDonaldTrump 🖕🏼
933847511143460869 2017-11-23 18:59:31 -0400 <priestofsyrinx8> @realDonaldTrump Last I checked you and the republicans are in charge, so its your program, fix it and not hurt more people.
933847510308872193 2017-11-23 18:59:31 -0400 <RichardWMcclur1> @Calikrystal86 @martita31 @realDonaldTrump Amen ...very well said.
933847509721669633 2017-11-23 18:59:31 -0400 <RyanLavigne1> @Realjmannarino @realDonaldTrump Well said!!
933847509205528576 2017-11-23 18:59:30 -0400 <TheMcMeans> @realDonaldTrump Is the president of the United States yelling at a private citizen? You know Obama would never do that. But then again you are less of a president than William Henry Harrison. I would say read up on it but pretty sure you can not read
933847506932453376 2017-11-23 18:59:30 -0400 <gtowen74> @realDonaldTrump Don’t blame anyone.  You are President and Republicans are in control.  Design a plan that works for all.   Take responsibility act like a president not a LOSER
933847502926868482 2017-11-23 18:59:29 -0400 <MajesticScott> @realDonaldTrump   https://t.co/fazLdfUkGp
933847501756657664 2017-11-23 18:59:29 -0400 <LukasSebold> @realDonaldTrump Funny.
933847499521093632 2017-11-23 18:59:28 -0400 <mybiblelife> @realDonaldTrump @USCG #ThanksgivingDay  For everything God created is good, and nothing is to be rejected if it is received with thanksgiving, because it is consecrated by the word of God and prayer. 1 Timothy 4:4-5.                               #RetweetIfYouBelieve
933847499198083072 2017-11-23 18:59:28 -0400 <IShallResist> @realDonaldTrump   https://t.co/8Gq3fRiK4v Happy Thanksgiving you fat, lying rapist and traitor
933847498480848896 2017-11-23 18:59:28 -0400 <petermasse> @realDonaldTrump You ending the subsidies didn’t help.  You have done anything you can to sabotage it.  Just so you can cut taxes for the wealthy. #sad
933847497864183809 2017-11-23 18:59:28 -0400 <ItsRealMitchL> @realDonaldTrump @POTUS @USCG NOTHING is a honor with you around. It’s more of a disgrace !
933847494852730880 2017-11-23 18:59:27 -0400 <songprog> Even on Thanksgiving, @realDonaldTrump, the Bragger in Chief, must remind us of his greatness: Axelrod to Trump: Thanksgiving is 'not about you'  https://t.co/Pxq6rknBBm
933847493682630656 2017-11-23 18:59:27 -0400 <MSTRSBBYGRL73> @realDonaldTrump I think the VA IS SCREWING WITH A VERY IMPORTANT VETRAN THAT MEANS THE WORLD TO ME TO BE COMPLETELY HONEST
933847491836911616 2017-11-23 18:59:26 -0400 <sfca94108> @realDonaldTrump Good thing people are signing up for ACA DESPITE YOUR SABOTAGE.
933847491681845248 2017-11-23 18:59:26 -0400 <wmcmullin> @SenateGOP @Pardoned_Turkey What is the Administration going to do about a pilot throwing turkeys out of a plane to their deaths every year in Yellville, AR? @pardoned_turkey @WhiteHouse @POTUS @realDonaldTrump AR Animal cruelty laws must be enforced.
933847489081376769 2017-11-23 18:59:26 -0400 <EiHzee28> @realDonaldTrump Your sabotaging efforts might have a little something to do with it.  It's not a"prediction" if you know your own plans to mess shit up.
933847488477515777 2017-11-23 18:59:25 -0400 <nojoy4me> @BarryOUnchained @DougFlowers6 @Marjee123 @martita31 @Calikrystal86 @realDonaldTrump I could watch that all day long!!  https://t.co/UA4SG03boI
933847486225055744 2017-11-23 18:59:25 -0400 <jackicook1950> @jtee72 @alainmatz @VickyBershok @realDonaldTrump Oh you must mean the Clintons and their evil spawn: the Podesta brothers! Talk about “blind support”??? Sheesh...
933847482202763264 2017-11-23 18:59:24 -0400 <dwaynecobb> GOP(R)Flynn's Move could indicate that GOP(R)Trump's former adviser is 'cooperating with prosecutors,' New York Times reports @realDonaldTrump   https://t.co/JR3TKFbh8F
933847482106335232 2017-11-23 18:59:24 -0400 <waymac_007> @realDonaldTrump @USCG Seth ties a lot of threads together on the Trump-Putin affair.  https://t.co/MJMXbjMHOw  https://t.co/7y2WjZHsBK
933847481162530816 2017-11-23 18:59:24 -0400 <auilox77> @realDonaldTrump So what you're saying is that you don't know how to work with people in order to fix the problem.
933847476729126913 2017-11-23 18:59:23 -0400 <KentHand> @realDonaldTrump America will be great again, when your ass gets impeached! Happy Thanksgiving! Enjoy your Big Mac 🍔
933847473260548097 2017-11-23 18:59:22 -0400 <PjClout> @realDonaldTrump FUCK trump and all those who voted for him.  trump forced the premiums up and we all know this! He kept the market on edge by screwing with the payments. trump SUCKS.
933847472807563264 2017-11-23 18:59:22 -0400 <DDN627> @realDonaldTrump Keep lying there Donald. Your base may buy your bullshit. The majority of America does not. #TrumpRussiaCollusion #Trumplies
933847470861250560 2017-11-23 18:59:21 -0400 <GossiPolGabster> When you're a #Trump with no self-awareness or sense of irony, shit gets real with a quickness. @realDonaldTrump @DonaldJTrumpJr #5thDegreeSexualHarasserInChief #GossiPol  https://t.co/HXFX7qBBJ2
933847470458712064 2017-11-23 18:59:21 -0400 <TrumpIQis30> @peter_truong88 @MargaretOrmrod1 @SocialPowerOne1 @katgal2 Is it possible to have IQ in negative numbers? If so,  @realDonaldTrump fits the bill.
933847468067950592 2017-11-23 18:59:21 -0400 <GarnetHuffman2> @realDonaldTrump @HouseGOP @SenateGOP @marcorubio @SenBillNelson We are paying attention.   Stop lying to us.  https://t.co/GVhZK0KsHT
933847467308847111 2017-11-23 18:59:20 -0400 <PatrickNFlorid1> @realDonaldTrump Take your pills and go to bed old man #WorstPresidentEver 💩
933847465803042816 2017-11-23 18:59:20 -0400 <saigeypaigey34> @realDonaldTrump @crossd12 it’s not insulting if it’s true. #youreold
933847464964182018 2017-11-23 18:59:20 -0400 <JCC_Starguy> Barack Obama spent part of his Thanksgiving serving meals to retired vets. What did @realDonaldTrump do?
933847464888565761 2017-11-23 18:59:20 -0400 <AndreaVerdura> @realDonaldTrump Flynn Flynn Flynn Flynn Flynn Flynn Flynn Flynn Flynn Flynn Flynn Flynn Flynn Flynn Flynn Flynn Flynn Flynn Flynn Flynn Flynn Flynn Flynn Flynn🤣 #TrumpColluded #muellertime #PutinAmericaFirst #gotcha #trumprussiacollusion
933847463928238080 2017-11-23 18:59:20 -0400 <NeverWasABot> @charliekirk11 You have laid out reasons for us to be truly thankful; we live in a wonderful country, &amp; @realDonaldTrump is well on the way to #MAGA!  Happy Thanksgiving!!
933847461420044290 2017-11-23 18:59:19 -0400 <DorianWest39> @realDonaldTrump When are you going to start?
933847460182724608 2017-11-23 18:59:19 -0400 <vjmenna> @realDonaldTrump Mr President once again you are right on. God bless you and your family. Happy Thanksgiving.
933847460040101888 2017-11-23 18:59:19 -0400 <DKFoust> @realDonaldTrump You are a fool, DJT.  https://t.co/Zb4iyxwjDg
933847458219732996 2017-11-23 18:59:18 -0400 <Laura71933654> @realDonaldTrump Happy thanksgiving to you and your family.  God bless you  Love Laura
933847458202963968 2017-11-23 18:59:18 -0400 <HolaJenJen> @realDonaldTrump Please just enjoy a turkey coma for the rest of the night
933847456483303426 2017-11-23 18:59:18 -0400 <PastryPlate> @chirn9980 @chelseahandler @alfranken @realDonaldTrump True. I was thinking that, but nobody argues with Chelsea and walks away from THAT fight... 😬
933847447029370880 2017-11-23 18:59:16 -0400 <AtheistEngineer> @ddale8 Reading @realDonaldTrump's transcripts is like beating my head on a wall.  https://t.co/ZfFWM0rABq
933847439844392960 2017-11-23 18:59:14 -0400 <jawsmom> @thebradfordfile @realDonaldTrump   https://t.co/dgjRLEFQIb
933847438170898434 2017-11-23 18:59:13 -0400 <JCloudwalker> @realDonaldTrump Easy,  QUIT......
933847436770070529 2017-11-23 18:59:13 -0400 <SandraMolineux> @TVohnoutka @EdKrassen @IRdotnet @realDonaldTrump Cant wait
933847435838918656 2017-11-23 18:59:13 -0400 <Tony_Krop> Join me and @AWF_Official to call on @realDonaldTrump to keep the elephant and lion trophy hunting ban. Take action now:  https://t.co/n9MBQOISph #WildlifeTrumpsTrophies
933847432823062528 2017-11-23 18:59:12 -0400 <acdavis51> @realDonaldTrump You own it, darling. Remember when you cut the subsidies?
933847432688959488 2017-11-23 18:59:12 -0400 <macgoldfan> @realDonaldTrump Give it a break...
933847432257032195 2017-11-23 18:59:12 -0400 <Mumbles21234> @realDonaldTrump Does it ever stop? Go eat a turkey or something.
933847430642196480 2017-11-23 18:59:12 -0400 <mamado100> @realDonaldTrump   https://t.co/xJ3uLdo6Tp
933847430499651584 2017-11-23 18:59:12 -0400 <realPissTapes> @realDonaldTrump False, nothing to do with you, already was, not happening, nothing to do with you, false, not a good thing, nothing to do with you
933847430264737794 2017-11-23 18:59:12 -0400 <latinajessica42> @MaraLiasson I JUST HEARD YOUR DESPICABLE REMARKS @SpecialReport in your castigation of @realDonaldTrump and his OH SO DREADFUL remarks against the press.  Your take was just one BIG BLOB OF CRAP. U r an inveterate liar and leave a trail of STINK.  STOP THE LIES &amp; FAKE NEWS.
933847430109499392 2017-11-23 18:59:12 -0400 <campbdm> @realDonaldTrump No. You're the President. You own it. Get a backbone and lead your people. You cannot pick and chose which citizens you represent. Protect the Constitution and the Bill of Rights. Don't endorse accused pedophiles for the Senate. You look ridiculous to the world. #Sad
933847428498935809 2017-11-23 18:59:11 -0400 <YzabettaSativa> @nofuxgiven2u @darielmeeks @thebradfordfile @realDonaldTrump source?
933847422333345793 2017-11-23 18:59:10 -0400 <KahWiiBritannia> @nathan521 @TalbertSwan @COGICFamily @realDonaldTrump You‘re a joke 🍭
933847421418745858 2017-11-23 18:59:09 -0400 <tomelardy> @realDonaldTrump We heard that last year.  Why not work together and fix what is broken?
933847418625339392 2017-11-23 18:59:09 -0400 <juliahosack> @PDi161 @realDonaldTrump @DonaldJTrumpJr Treasonous fraction of a man. That’s a good one.
933847418449297409 2017-11-23 18:59:09 -0400 <mgms74> @Brax6Jackson @kylegriffin1 Intelligent, classy, scandal free, hard working, humble ...  I could go on and on. He is everything @realDonaldTrump could never be.
933847417765683200 2017-11-23 18:59:09 -0400 <always2nice23> @r_little_finger @realDonaldTrump Oh sweetheart,  that's NOT an erection. It's just larger than yours.   #TrumpPenisEnvy  #NoThanksToTrump  #FBR #sorrynotsorry  #smh
933847415723094016 2017-11-23 18:59:08 -0400 <JamesCrumpet> @iRushyB @Baken_NA @Men7y @Eagles @CouRageJD @DavidVonderhaar @realDonaldTrump Who are you?
933847415240536064 2017-11-23 18:59:08 -0400 <lvsx69cs> @realDonaldTrump  https://t.co/hFDh8Jmvi3
933847412732547073 2017-11-23 18:59:07 -0400 <David_Rabinow> @jamesalandarby @realDonaldTrump This is the most troubling thing in the Trump era
933847412216442880 2017-11-23 18:59:07 -0400 <WilRivera> @realDonaldTrump Good luck with that.
933847411960795137 2017-11-23 18:59:07 -0400 <randypcox> @HalfOnionInABag @DeadCanuck30404 @realDonaldTrump Well done!
933847411385966592 2017-11-23 18:59:07 -0400 <Creekredman>  https://t.co/cESSJhs5zk ILLEGALS TELLING OTHERS TO REG TO VOTE. @realDonaldTrump
933847410614394880 2017-11-23 18:59:07 -0400 <Nancy62112120> @realDonaldTrump You own it. Fix it. Do what you said. Everyone covered for everything.
933847409301495808 2017-11-23 18:59:07 -0400 <bobbyreed52> @MusikMan01 @realDonaldTrump A moment of silence is not a protest
933847408215126017 2017-11-23 18:59:06 -0400 <pusphavenkat> @realDonaldTrump Multiracial Malaysians bizarre as houses are prostitution centres catering to expensive lifestyles that they can't afford.
933847400866869251 2017-11-23 18:59:05 -0400 <cbrodie56> @realDonaldTrump Bull! my husband got a better plan with a lower premium.! STOP LYING
933847399398752256 2017-11-23 18:59:04 -0400 <Slothwich> @LadyLiberty2033 @JacobAWohl @realDonaldTrump Jacob is finally mentioning pardons. He's making his move!
933847399012765696 2017-11-23 18:59:04 -0400 <gman89110> @realDonaldTrump Are you not worried. History will be written. Trump was no good for this country???????
933847398866026496 2017-11-23 18:59:04 -0400 <LilHennessy48> @ItchenTimarm64 @FrankKern20 @realDonaldTrump Oh you mean just like the JACKASS did about  Obamacare.
933847397914030080 2017-11-23 18:59:04 -0400 <appelwicks> @realDonaldTrump Totally not appropriate to tweet this on Thanksgiving. You should be tweeting about how thankful u r to have to position that you do.
933847395426856961 2017-11-23 18:59:03 -0400 <LikesScaryStuff> @BonniBK @realDonaldTrump Can Combover Caligula stop being a jerk and leave our health insurance alone for one holiday?  We don't want your idiotic recession causing tax cut for your one percent donors.  https://t.co/MmitBRIzzW
933847395007418368 2017-11-23 18:59:03 -0400 <ORPHANFOUR> @iannjohnsonnn @realDonaldTrump He's been golfing more than Obama did in his entire term so it's hardly all he does.
933847393187127301 2017-11-23 18:59:03 -0400 <KB4America> @realDonaldTrump Thank you and God bless you. I'm looking forward to the repeal and replace. Obamacare is broken, too expensive, terrible for America.
933847392016846848 2017-11-23 18:59:02 -0400 <vander4333> @scott_hays @John_AKA_Becker @FasslPhil @johnny26072 @mangelaron @mackb148 @JacobAWohl @realDonaldTrump Big cuts in regulations and freezing new ones. Anticipation of tax cuts especially corporate which are highest in the world. Will bring $4 Trillion off shore back to us that Liberal policy caused to leave. So powerful these last 2 have driven economy up before they even happen
933847391513595904 2017-11-23 18:59:02 -0400 <BBrwtph> @realDonaldTrump    #Health4All  https://t.co/LLkb8LoeA2
933847386849447938 2017-11-23 18:59:01 -0400 <Kenneth45683887> @r_little_finger @realDonaldTrump Hey Patriot...you really wanna suck that thing don't you...show us the vid of you taking one from Mike Tyson up the ass...? (I'll wait....) mwah xx
933847385708646408 2017-11-23 18:59:01 -0400 <LenoreSorensen> @realDonaldTrump Where are they Don
933847384790052865 2017-11-23 18:59:01 -0400 <waymac_007> @realDonaldTrump Seth ties a lot of threads together on the Trump-Putin affair.  https://t.co/MJMXbjMHOw  https://t.co/7y2WjZHsBK
933847383934414848 2017-11-23 18:59:01 -0400 <MyDogIsBetterr> @America68119990 @musicanimal62 @realamericadrew @realDonaldTrump @USCG Someone doesnt care about history. Natives and colonists lived together till the Western expansion. At that time colonists didnt know anyone was that far so both groups killed for land. Now we still have natives but most not full. They left their lands for better or worse.
933847379891113985 2017-11-23 18:59:00 -0400 <SaratogaGrandma> @r_little_finger @realDonaldTrump Yawn.  Pass the stuffing please.
933847379496882176 2017-11-23 18:58:59 -0400 <Tiag_o_Ferreira> @EDonovanBurnett @meade6487 @PRP_Podcast @mcuban @realDonaldTrump :)   https://t.co/qYyQm95qWG
933847378519646208 2017-11-23 18:58:59 -0400 <jmp2121> @realDonaldTrump Trump screws those with major healthcare problems just like he did his own brother's family. At same time, he repeals estate tax so he can save billions for own family. Trump is immoral unethical compulsive liar &amp; sexual predator. We look forward to the Trump family perp walk.
933847376678318080 2017-11-23 18:58:59 -0400 <peekaboo223> @Calikrystal86 @martita31 @realDonaldTrump Yea that's why he's trying to privatise the V A,  gonna get screwed again
933847376367882240 2017-11-23 18:58:59 -0400 <PumoChristopher> @realDonaldTrump Why dont this guy get off social media and be a president
