847961703199506432 2017-03-31 19:59:59 -0400 <campaignful> @realDonaldTrump   https://t.co/g1DRubfLys
847961591891058688 2017-03-31 19:59:32 -0400 <VetPissedAt1Y45> OK, who's going to arrest @realDonaldTrump?? admitted on tape to grabbing  women's pussies.. well @jeffsessions??  https://t.co/hNP5klVrLi
847961590246887424 2017-03-31 19:59:32 -0400 <auntiejul> Soft Drinks No. 1 Purchase by Food Stamp Recipients  https://t.co/QxCvrcDDx0 @realDonaldTrump @POTUS
847961580881018880 2017-03-31 19:59:29 -0400 <sphillyhomie> @realDonaldTrump @RepKenBuck They are with you. Ryan is against  you. Where's you head at
847961577533960193 2017-03-31 19:59:29 -0400 <shin_inouye> No conflict of interest here. Nope. Not even when @realDonaldTrump continues to steer business to his namesakes.  https://t.co/JZ3M1utqmV
847961571880054786 2017-03-31 19:59:27 -0400 <TracyWeaverMatt> @lkherman Just like @realDonaldTrump  is NOT accepting his pay!! Anyone with ANY COMMON SENSE DOES NOT BELIEVE WHAT COMES OUT OF A TRUMP'S MOUTH/TWEET
847961571011829760 2017-03-31 19:59:27 -0400 <proudliberal148> @SpeakerRyan Does this jog your memory or are you a hypocrite? You too @POTUS @realDonaldTrump  https://t.co/o5veEIMJnY
847961570885992449 2017-03-31 19:59:27 -0400 <stshinn> @LindaJack0011 @mcspocky @SpeakerRyan @realDonaldTrump Lol 😂
847961568205611008 2017-03-31 19:59:26 -0400 <TGRblair> @realDonaldTrump @HillaryClinton American exceptionalism at its most clueless.
847961563722121216 2017-03-31 19:59:25 -0400 <jackschofield> @jk_rowling Men had codpieces and now wear penis ties instead. @realDonaldTrump has an overlong red one, which I suspect is fraudulent advertising...
847961563524935681 2017-03-31 19:59:25 -0400 <AnitaMoney5> @BrandonTXNeely @realDonaldTrump Love this!! 😂😂😂😂
847961560542785536 2017-03-31 19:59:25 -0400 <hyatt1942> @realDonaldTrump @nytimes STAY FOCUSED ON UR AGENDA. MEDIA WILL NEVER TELL TRUTH &amp; WE KNOW IT. FOCUS ON GETTING THINGS DONE.
847961559385088000 2017-03-31 19:59:24 -0400 <SuperTwit2019> @realDonaldTrump Will you just GETTHEFUCK out of my country's business already? #Resist #Trumprussia #Trumputin #RussiaInvestigation
847961557359353858 2017-03-31 19:59:24 -0400 <AlisonTheiss2> @realDonaldTrump YOU SHOULD GET A REALLY GOOD LAWYER.
847961554012086272 2017-03-31 19:59:23 -0400 <CigarChairman> @HN_JAD @RobustoBabe @PistolCliff @LilJon @britneyspears @realDonaldTrump Yup! We missed em!!
847961552837726208 2017-03-31 19:59:23 -0400 <stakessweeper> @gsouthbay2688 @steveking_ @realDonaldTrump Blocked by another Trump supporter who couldn't handle the truth.  https://t.co/IBlfgwUnOG
847961549784436736 2017-03-31 19:59:22 -0400 <grandaddychuck2> @realDonaldTrump William Degate,  your one mess up dude  Seek help asap.
847961544080187392 2017-03-31 19:59:21 -0400 <stevebravar> @realDonaldTrump Ain't Karma a bitch!  It is all downhill from here.  Strap in for a bumpy ride.
847961540162703360 2017-03-31 19:59:20 -0400 <yazbread> @DanScavino @POTUS @realDonaldTrump @SecretaryRoss were those the ones he left before signing, because the SNOWFLAKE didn't like the questions about Flynn? What a loser, fraud.
847961538925342720 2017-03-31 19:59:19 -0400 <kjsvaughan1> @peplamb @realDonaldTrump Ha ha ha.  You people are wacko. Trump is a liar, thief and con man.  He doesn't care about your or your religion. He doesn't attend church.
847961536538619904 2017-03-31 19:59:19 -0400 <Ducky_the_Thug> @numeralquatro @Trump_Regrets @realDonaldTrump everyone using word 'linbtard' shld be automatically called Trumpublican.
847961535834140673 2017-03-31 19:59:19 -0400 <kentuckywoman_2> @realDonaldTrump @potus You should thank radical right for voting against ACHA.  Did you even READ it? TERRIBLE BILL. They did you a favor.
847961534063968256 2017-03-31 19:59:18 -0400 <DoctorAPRoss> @992Thompson @Bolwadran @peplamb @realDonaldTrump Check out threads by @Khanoisseur @funder @LouiseMensch @PalmerReport @RVAwonk also youtube @maddow videos on Russia.
847961532302491649 2017-03-31 19:59:18 -0400 <marksgibson42> @realDonaldTrump @FoxNews @POTUS Release your tax returns so we can see the #Russianconnection #worstpresident #ComradeTrump #Trumpslump #worstratings #Unamerican
847961519958532096 2017-03-31 19:59:15 -0400 <vgottsacker15> @realDonaldTrump This news source is about as reliable as a 4-year-old.
847961518909997056 2017-03-31 19:59:15 -0400 <JerryBushman> @realDonaldTrump Does that mean Trump products will not be made in China? Not that anyone is buying them anyway
847961517639249920 2017-03-31 19:59:14 -0400 <joyceanncharles> @realDonaldTrump Have been waiting for her to come on the scene 😊
847961510202589184 2017-03-31 19:59:13 -0400 <ScottBatemanMan> @tedlieu @washingtonpost @realDonaldTrump Keep at it!
847961509112279040 2017-03-31 19:59:12 -0400 <quiltingouise> @holachola @CelticERnurse @Jonteinspain @Justin12393LEE @rolandscahill @realDonaldTrump @GeorgWebb Truth hurts
847961503512748033 2017-03-31 19:59:11 -0400 <unumagna> @realDonaldTrump @RepMarkMeadows @Jim_Jordan @Raul_Labrador Looks the drainer-in-chief decided to go swimming with the swamp creatures.
847961498467086337 2017-03-31 19:59:10 -0400 <Momboys4Tina> @bakedalaska @soldbygail @realDonaldTrump If you go back and look at other congressional hearings many have asked and received immunity. Big deal about nothing
847961483115982850 2017-03-31 19:59:06 -0400 <back2prayer> @williamlegate @realDonaldTrump Dag ,I remember this quote "Basket of Deplorables" I wonder who said that? Or maybe you have selective amnesia?
847961482642042880 2017-03-31 19:59:06 -0400 <481ccl> @realDonaldTrump So if trump reads+ trust fake news&amp;doesn't trust US news does this make him a Fake Russia President?Can some1 tell me pls.
847961481723465728 2017-03-31 19:59:06 -0400 <Greatmetfan> @bakedalaska @realDonaldTrump Trump is the tooth fairy.
847961476371423232 2017-03-31 19:59:04 -0400 <julie_montes7> @realDonaldTrump You're both losers.
847961473263337472 2017-03-31 19:59:04 -0400 <stonebraker23> #ReasonsToFearFacts because facts don't lie- people who say "believe me" do  @realDonaldTrump @maddow
847961472974163970 2017-03-31 19:59:04 -0400 <MrHappy77810323> @jfleit @imfabulous13 @realDonaldTrump pretty sure 🇺🇸 🇷🇺 relations @ all time  low! Worse than Cold War, Dems keep talking shit about 🇷🇺🤔
847961472109957120 2017-03-31 19:59:03 -0400 <KathyDalesandro> @realDonaldTrump @RepMarkMeadows @Jim_Jordan @Raul_Labrador Are you gaining weight?  You look "explosive!"
847961471841689600 2017-03-31 19:59:03 -0400 <Defacto222> @DanielleMuscato @realDonaldTrump @IvankaTrump Bobby Kennedy was made "Attorney general" ?
847961469438349313 2017-03-31 19:59:03 -0400 <DJacksonNBRC> 🎤🎵I💥CAN'T❌GO🥊4️⃣THAT🐉👺💫 @realDonaldTrump @POTUS @FLOTUS #MAGA @VP @Cabinet @WhiteHouse @CrowdStrike @VOANews @CSims45 @DAlperovitch @cvpayne  https://t.co/O31yWuSGhV
847961467152453632 2017-03-31 19:59:02 -0400 <RoseLapote> @CNNPolitics @HillaryClinton @POTUS @realDonaldTrump  Donald trump is a "GRAVE MISTAKE"  and he does "ALARM US".
847961460059901952 2017-03-31 19:59:01 -0400 <eddieovalles> @realDonaldTrump @POTUS You know you are on call 24x7 and are require to work on weekends. Cut back on those trips 2 help save the country $  https://t.co/dFUwP2zK77
847961446856130562 2017-03-31 19:58:57 -0400 <MissGibbReads> @realDonaldTrump And white people
847961444373213184 2017-03-31 19:58:57 -0400 <millertmjd> @realDonaldTrump Then you have nothing to fear.
847961444264034305 2017-03-31 19:58:57 -0400 <AbeSausageKing> .@realDonaldTrump - you've become the butt of every joke.  Resign already.  #Treason 👇👇👇👇  https://t.co/wL0iBuX59F
847961439650369536 2017-03-31 19:58:56 -0400 <beth_holbrook8> @phepp89 @immigrant4trump @realDonaldTrump We liberals do care about trump supporters as human beings, it's just very hard to show it when u continue to call the TRUTH - FAKE NEWS!
847961435300933632 2017-03-31 19:58:55 -0400 <mjbpaula> @realDonaldTrump Bullshit
847961433010614272 2017-03-31 19:58:54 -0400 <happyrad0127> @realDonaldTrump you're Weak! Can't handle a question and your POTUS?  https://t.co/h0yp4J9ECQ
847961429688827904 2017-03-31 19:58:53 -0400 <SeanAltsspicer> .@realDonaldTrump walks away from an executive order signing cuz he was afraid of questions. #Presidential?   https://t.co/nUPVdI8DIu
847961424223641600 2017-03-31 19:58:52 -0400 <Onedh> @realDonaldTrump Yes she is awesome. Unfortunately you are still an incompetent boob.
847961423061712896 2017-03-31 19:58:52 -0400 <MaxMcGloin> @realdonaldtrump just declared April National Sexual Assault Awareness and Prevention Month. #notaprilsfooljoke...  https://t.co/2JPtOiA2Ue
847961422931914761 2017-03-31 19:58:52 -0400 <Popular_Voter> @freedomcaucus @RepThomasMassie @realDonaldTrump @IndivisibleTeam @Indivisible_KY3 *t* as always your constituent #RESIST #justwantatownhall
847961417076531204 2017-03-31 19:58:50 -0400 <alan_yola> @MoveOn @realDonaldTrump @K_JeanPierre Sociopaths/Psychopaths they sleep just fine this man cares about 1 thing &amp;1thing only his own precious Orange skin or under the bus you go
847961411561148416 2017-03-31 19:58:49 -0400 <chasesgram> @realDonaldTrump I am so thrilled Condi and you met.  I so adore this lady.
847961403298373632 2017-03-31 19:58:47 -0400 <DovGilberd> @realDonaldTrump @seanhannity Mr. Flynn deserves it- After all these years of service- This must happen!
847961400601444353 2017-03-31 19:58:46 -0400 <Lincolnsmind> @realDonaldTrump Did you grab her by the pussy? If not why ?
847961396964937730 2017-03-31 19:58:46 -0400 <SwampIsFULL> @brooklynjose22 @MrTommyCampbell @realDonaldTrump drumpfs 💩isnt made in the US and neither is Ivankas - #FakeNews is that it is geezus christ
847961394905481216 2017-03-31 19:58:45 -0400 <CindyProudfoot> @POTUS @realDonaldTrump We The People request that you submit your resignation letter. We can't trust anything you say#potuslies
847961393760354304 2017-03-31 19:58:45 -0400 <ilLambrusco> .@realDonaldTrump @Coldiretti: dai tartufi al San Marzano, black list da 250 milioni  https://t.co/Qq5KFB8Qa1 @MeteoWeb_eu @WisconsinCheese
847961393076862976 2017-03-31 19:58:45 -0400 <freedm_of_spch> @KelCampy @Pappiness @realDonaldTrump   https://t.co/1WXmHfb7r1
847961385350815744 2017-03-31 19:58:43 -0400 <DeviousSoybeans> @JustAndyNow @RandomPatriot @realDonaldTrump Exactly. Why shouldn't she be able to speak well? Isn't that a ridiculously low bar? How do you expect her to speak?
847961383299817472 2017-03-31 19:58:42 -0400 <orovalleygram> @peplamb @POTUS @realDonaldTrump I pray daily that he quits or gets impeached as soon as possible.
847961381425090561 2017-03-31 19:58:42 -0400 <JBhatti16> @lpackard @realDonaldTrump When steel was first purchased before E.O.  It cant be returned now, it has to be used first. Then rest will be american..did you miss that?
847961379151556608 2017-03-31 19:58:41 -0400 <viggycat> @realDonaldTrump @POTUS Will u ever provide the evidence of 3-5 million fraud votes? Or do we need 2 call a judge 2 get you to do it! U lie😡
847961378618998784 2017-03-31 19:58:41 -0400 <LillyB116> @1helpamerica @JordanUhl @realDonaldTrump I can understand why companies want that but why do the workers want that too?
847961375435444224 2017-03-31 19:58:40 -0400 <demonmedic82> @PriscillaPro @SBALinda @realDonaldTrump Compassion means looking out for others. No one in DC cares about anyone but themselves. They need morals and ethics.
847961373556350976 2017-03-31 19:58:40 -0400 <pl8ofshrimp> @VicBergerIV @realDonaldTrump Maybe DJT has a few other issues on his mind. Da?
847961367747321857 2017-03-31 19:58:39 -0400 <willettww> @RealFuckedTimes @i400s @JohnnyMcNulty @realDonaldTrump Then you have no problem wearing a miniskirt out at night in a Muslim neighborhood, I guess.
847961359853776897 2017-03-31 19:58:37 -0400 <Gerhidt> @KhanSa33d @susan_nordine @MollyJongFast @realDonaldTrump @larsloekke @WhiteHouse In fact she did... she have uranium under her bed, and she play with it when Bill isn't at home. Bit shhh...! 😂😂😂
847961359178485760 2017-03-31 19:58:37 -0400 <wdennisp> @realDonaldTrump just tell us...are you a communist? #AmericaDeservestheTruth
847961357035204609 2017-03-31 19:58:36 -0400 <stepfordexwife> @realDonaldTrump #FakeNews targeted at voters through Facebook and Twitter with the help of the hacked voter rolls is the only reason you won. #Trumprussia
847961353235165184 2017-03-31 19:58:35 -0400 <KellyIris19> @ThisisSabrina @sherik70 @Billy_Rath @crehage @realDonaldTrump Wow Sabrina,this is really brilliant and so funny...NOT.Trumpsters' stupid comeback of "We one, get over it" is moronic, but then, so is he
847961350634602496 2017-03-31 19:58:35 -0400 <TheBigDsEgo> @realDonaldTrump  #ItsOverDonny  https://t.co/Z0nxu3HubQ
847961347287470081 2017-03-31 19:58:34 -0400 <Vikky1of1337> @tedlieu @PressSec @realDonaldTrump Guess he missed the part of the Senate Intelligence committee hearing yesterday,where it was stated the trump passing along propganda worked
847961345966264321 2017-03-31 19:58:33 -0400 <dfoehr> @realDonaldTrump Please get in touch with exiled Prince  Ali Sera of AFGHANISTAN, he can help  you  to end that war quickly. Find him on FB and it will be go
847961343483359232 2017-03-31 19:58:33 -0400 <DegenerateGrace> It's April Fool's day! Today's the day @realDonaldTrump comes clean and lets us all know it's been a crap joke.
847961341927227392 2017-03-31 19:58:32 -0400 <LemonSlayerUS> @W7VOA @WhiteHouse Signing later...suppose ok, but real lede is @realDonaldTrump seemed to have forgotten what he was there for.
847961341495136256 2017-03-31 19:58:32 -0400 <chelsadler> @realDonaldTrump President Bannon @seanspicer where are you hiding @KellyannePolls  https://t.co/jwOWFjxRbl
847961339993706496 2017-03-31 19:58:32 -0400 <Faazzla> @mdjohnson9 @mucha_carlos @kerpen @HotlineJosh @fbuckley @realDonaldTrump Wouldn't you rather pay 2.2% in tax and not have to pay for premiums, deductibles, copays?  https://t.co/GbCpNGfVzT
847961336885633026 2017-03-31 19:58:31 -0400 <principalb83> @realDonaldTrump By having temper tantrum &amp; storming out of the room like child because someone asks  question you don't like?  Looks like you put Trump 1st!
847961335396782080 2017-03-31 19:58:31 -0400 <SureReality> @realDonaldTrump @nytimes That's not the way d.e.m.o.c.r.a.c.y. works, Mr Putin.
847961324281749504 2017-03-31 19:58:28 -0400 <supclerk16> @tedlieu @AnnTruwe @PressSec @realDonaldTrump @JoyAnnReid This is most dishonest Pres and staff ever. Footage after footage saying lie, lie
847961323325358080 2017-03-31 19:58:28 -0400 <barbourshopper> @tedlieu @MalcolmNance @PressSec @realDonaldTrump Whataboutism- favorite tactic of Putin.
847961318317580288 2017-03-31 19:58:27 -0400 <DevinNunesNutz> @realDonaldTrump Nobody wants you around Dirt!
847961315633229825 2017-03-31 19:58:26 -0400 <Washhanger> @AynRandPaulRyan @ManMet80 @realDonaldTrump Flynn should be careful if he is going to testify, he may not make it.  Others have been poison/shot re the collusion between Russia/Trump.
847961303805116416 2017-03-31 19:58:23 -0400 <SandiDeMita> @Minx970 @ChuckGbur @realDonaldTrump 💯
847961302060351488 2017-03-31 19:58:23 -0400 <Letitb55Sparkle> @CaseyCodey @realDonaldTrump   https://t.co/70GTXo0UE0
847961286851821568 2017-03-31 19:58:19 -0400 <BryanZody> @realDonaldTrump It's funny how I just posted several tweets and they are all gone...thanks for the censorship. @twitter
847961286327635968 2017-03-31 19:58:19 -0400 <BeenAround3> @realDonaldTrump It's a tragicomedy
847961280811945985 2017-03-31 19:58:18 -0400 <TrueVulgarian> @crehage @iam_truthseeker @realDonaldTrump Raising his profile only brings him closer to the Presidential Medal of Freedom.
847961280782766080 2017-03-31 19:58:18 -0400 <feministjaevel> @realDonaldTrump is gonna have a hard time today. 😉 #fakenews
847961279776120833 2017-03-31 19:58:18 -0400 <jbrennanphd> @realDonaldTrump "if you're not guilty of a crime, what do you need immunity for, right?"  Recall saying that at a rally in Sept? Sad! #MAGA #draintheswamp
847961279650246659 2017-03-31 19:58:18 -0400 <BlueWaveRida> @realDonaldTrump Don't listen to Trump the Russian puppet!  NO on Gorsuch!
847961271077089280 2017-03-31 19:58:16 -0400 <PatriotAmericon> @timthecripple @marioadragna69 @TheMeemStreams @BakerTressa omg is that Rosie send it to President @realDonaldTrump
847961269848215552 2017-03-31 19:58:15 -0400 <Lowvill> @realDonaldTrump Can't wait for Flynn to share his story.  I wonder what he'll say? TRUMP=FAKE NEWS, TRAITOR, LOCK HIM UP!
847961268925411329 2017-03-31 19:58:15 -0400 <txjimmy34> @American1765 @DJTJohnMiller @Lunaseas1 @jlizza1 @realDonaldTrump love it good video
847961264114499584 2017-03-31 19:58:14 -0400 <DrBellinger> @politico @GeorgeTakei @POTUS @realDonaldTrump all part of the plan.
847961262415892480 2017-03-31 19:58:13 -0400 <debbie4896> @realDonaldTrump  https://t.co/IMsG0vi0eh
847961261296033797 2017-03-31 19:58:13 -0400 <ThePatnode123> @realDonaldTrump @thehill @nytimes No more distractions 👮🏿‍♀️You are guilty of treason. Counting the days Donnie Dearest.
847961253838372865 2017-03-31 19:58:11 -0400 <DeniceGaryShow> BAD REPORTS on Fox News @marthamaccallum I give @realDonaldTrump an A+ for EVERY good thing done by @POTUS to secure &amp; prosper the nation!
847961251447660544 2017-03-31 19:58:11 -0400 <ViciousMS1> @politico @POTUS @realDonaldTrump Can't take the Heat (Mike Fylnn) Get out the Kitchen(Media coverage)
847961250222964738 2017-03-31 19:58:11 -0400 <VinLibertad> @realDonaldTrump Why? Will you be impeached soon? Flynn is going to take you down along with your taxes &amp; dealings w/ your boy Putin. Can't wait!
847961248197226496 2017-03-31 19:58:10 -0400 <Sassynurse125> #FlynnFlipped #Trumprussia #ExecutiveOrder #Walkoff @realDonaldTrump can't handle the fire!  https://t.co/mJDxzLEszG
847961248155267072 2017-03-31 19:58:10 -0400 <justinlmark> @williamlegate @realDonaldTrump Are you really asking a multi-billion dollar business man if he understands economics? 🤔You really are trying too hard buddy
847961241578614784 2017-03-31 19:58:09 -0400 <BuckFradley> @markmobility @Lee_in_Iowa @realDonaldTrump nice ass
847961238952980484 2017-03-31 19:58:08 -0400 <whatjinx> @can414 @DanScavino @POTUS @realDonaldTrump @SecretaryRoss And buggy whips!  Gotta have em
847961236830429184 2017-03-31 19:58:07 -0400 <amikegreen2> @HardballChris sums up the no good terrible very bad month for @realDonaldTrump. #Trump #potus45 #maga #Trumprussia #pathologicalliar  https://t.co/iBnwstIFT9
847961236394262528 2017-03-31 19:58:07 -0400 <RebeccaHewitt18> Please remind Rep Nunes that he works for us, the American People. He doesn't work for @realDonaldTrump #IndependentCommission #TrumpRusssia  https://t.co/Dtk23jY0r3
847961235647852544 2017-03-31 19:58:07 -0400 <Gawpeter33> @realDonaldTrump @theresa_may @JustinTrudeau @David_Cameron @PutinRF_Eng @MLP_officiel  I think I could become good politician also😇🤗🍼
847961233982726146 2017-03-31 19:58:07 -0400 <ladyhawk516> @realDonaldTrump OBAMA KILLED MIKE HASTING, ANDREW BREITBART, TOM CLANCY, MARSHEL PHILLIPS AND JOAN RIVERS WITH CIA BRENNAN DIRTY OPERATIONS
847961228123054080 2017-03-31 19:58:05 -0400 <_LOVEINVAIN> @DanScavino @seanspicer @realDonaldTrump Why do so many Twitter bots retweet your tweets? Shouldn't you have probably told Vlad to lay off for awhile?
847961226944536576 2017-03-31 19:58:05 -0400 <cindywalck> @realDonaldTrump   https://t.co/xfzZWyYDDg
847961225506021377 2017-03-31 19:58:05 -0400 <Unitedwestand22> @politico @GeorgeTakei @POTUS OMG, we are sooo screwed! Why can't we have a smart capable leader like Chancellor Merkel? 😭 @realdonaldtrump @GOP
847961224918827008 2017-03-31 19:58:05 -0400 <InVinoVer1tas> What an embarrassment @realDonaldTrump is.  https://t.co/Xg74cCjDcJ
847961222813233152 2017-03-31 19:58:04 -0400 <187__45> @realDonaldTrump You mean @foxnews, right?
847961220846047232 2017-03-31 19:58:04 -0400 <SoCalEdgyGal> @docweiser01 @OANN @FoxNews @realDonaldTrump yup! Except for his twitter...drives dishonest media crazy! Lol! Good!
847961220556754944 2017-03-31 19:58:03 -0400 <DianelynnS88> @realDonaldTrump fake news
847961212289789954 2017-03-31 19:58:02 -0400 <RocksCoast> @realDonaldTrump You are a remarkably repetitive person. Remarkably repetitive people are incredibly annoying. And FYI, you're wrong. Repeatedly wrong.
847961211362697216 2017-03-31 19:58:01 -0400 <vanpops> @realDonaldTrump @RepMarkMeadows @Jim_Jordan @Raul_Labrador why board a sinking ship?
847961209760497665 2017-03-31 19:58:01 -0400 <kbatku> @realDonaldTrump Is this the signing ceremony you ran out of after being asked about fellow traitor Mike Flynn?
847961200302411777 2017-03-31 19:57:59 -0400 <AdonisPrince008> @realDonaldTrump "When you are given immunity, that means that you have probably committed a crime," -Flynn 2016  @FoxNews @HillaryClinton
847961196766429184 2017-03-31 19:57:58 -0400 <Christo59390079> @CNNPolitics And again, Trump is the one under FBI Investigation, not Hillary. You hear that, Trump? Resign now, White Russian Traitor. @realdonaldtrump
847961194660941824 2017-03-31 19:57:57 -0400 <LynnePatalano> So somebody there will be glad to see regulations and consumer protections rolled back @realDonaldTrump #healthcare  https://t.co/JBxVUZKyrR
847961192085827584 2017-03-31 19:57:57 -0400 <hyatt1942> @realDonaldTrump NEED INFRASTRUCTURE BILL NOW.
847961190802366464 2017-03-31 19:57:56 -0400 <cristiecarmona> @realDonaldTrump including yours ??
847961189179154433 2017-03-31 19:57:56 -0400 <GigiA> @realDonaldTrump @SecPriceMD @SpeakerRyan @SteveScalise @GOPLeader @SteveKingIA @HouseGOP @RepDianeBlack @RepKevinBrady @WaysandMeansGOP @HouseCommerce NO! We voted for you to do this job and that AHCA is not it! Come on! Stop talking to Ryan and don't be fooled
847961187828551680 2017-03-31 19:57:56 -0400 <Cavu172> @realDonaldTrump , must focus on your agenda like a laser, fewer tweets which wind up distracting and diminishing your leadership. Hopeful.
847961178466902016 2017-03-31 19:57:53 -0400 <ead758> @SheldonBeatty @kayleighmcenany @realDonaldTrump I hate to burst your bubble but they were
847961176629817345 2017-03-31 19:57:53 -0400 <Noapologies2065> @tedlieu @PressSec @realDonaldTrump 😂😂😂sounds good, but we'll just get another obstructionist Congress
847961169247731713 2017-03-31 19:57:51 -0400 <deborah92034845> @realDonaldTrump When hell freezes over
847961168358645760 2017-03-31 19:57:51 -0400 <dennae123> @realDonaldTrump They don't need alternatives they have you and the art of the deal.  You'll save them Mr. President I just know you will.
