1127725136851767299 2019-05-12 19:59:59 -0400 <Jim_Burke1956> @TomFitton @realDonaldTrump They all knew you are a wacko..
1127725069084569600 2019-05-12 19:59:43 -0400 <getridoftrumpx> @GR_8America2016 @JeffreyGuterman @realDonaldTrump Amarica first ?😂😂😂😂😂🙄🙄🙄🙄🙄🙄🙄
1127725068807749637 2019-05-12 19:59:43 -0400 <gerryflood8> @SallyDeal4 @realDonaldTrump Still waiting for a name change of the EPA to better reflect, transparency and who is really running the   less regulation agenda to: Environmental Polluters Association  From the list👇 #5 ✔️  https://t.co/NSn6kL7RCy
1127725067809492992 2019-05-12 19:59:42 -0400 <StarkStarkrm> @realDonaldTrump What the hell is wrong with these stupid republicans they got a screw loose
1127725067419508736 2019-05-12 19:59:42 -0400 <stilphen> @realDonaldTrump Dems can't win at ballot box, not enough voters want a  socialist police State, green new deal to destroy capitalism, guns confiscated, to kill babies. So all they can do is abuse their power to try to destroy Pres Trump, the Constitution, and conservative principles. TRUMP 2020.
1127725067209707523 2019-05-12 19:59:42 -0400 <BunnyD053> @realDonaldTrump You are the rip off!!
1127725066735607808 2019-05-12 19:59:42 -0400 <TomWeinstein1> @realDonaldTrump What a lie. The soybeans are rotting in the fields, not being harvested.
1127725066723254272 2019-05-12 19:59:42 -0400 <MaryannPotts14> @realDonaldTrump Read the report!!! Democrats have tried for months to get things done but McConnell brags about blocking everything,as he did with President Obama. So does he do this because he is delusionally loyal to party over country or is putin paying him bigly, too?
1127725065234259968 2019-05-12 19:59:42 -0400 <John01871361> @qanon76 @realDonaldTrump  https://t.co/kgemVt1CEn
1127725064193859586 2019-05-12 19:59:42 -0400 <jaybee51> @realDonaldTrump China doesn't "pay" tariffs to us...Tariffs are a form of tax which means American consumers &amp; businesses pay more for goods that come from that country...Your strategy's so secret even you don't know what the hell you're doing 😏          "The Lying King" #FakePresident #1term
1127725063526961152 2019-05-12 19:59:41 -0400 <Linda64718920> @realDonaldTrump Person who are waiting for China can help CCP consolidate their regime and destroy the people of the American democracy.  Don't give up if you make American great again !!!
1127725063204220928 2019-05-12 19:59:41 -0400 <pamiperfect> @amarsh73 @realDonaldTrump Praise God!!🙏😍✝️
1127725062805753857 2019-05-12 19:59:41 -0400 <orlaithoscan> @ConorSketches @realDonaldTrump @jyland92 lol
1127725062625402880 2019-05-12 19:59:41 -0400 <Shawnc7818> @IFBpaul @Mmarty1230 @RealCandaceO @realDonaldTrump She tore his ass up!
1127725060888727552 2019-05-12 19:59:41 -0400 <NoCatLady> @realDonaldTrump What have you done to protect the US from Russian meddling?  Or do you need them again to win 2020?
1127725059928408069 2019-05-12 19:59:41 -0400 <charlottemorl13> @realDonaldTrump Blah blah blah same shit different day. Yawn
1127725059823419394 2019-05-12 19:59:41 -0400 <jimodonnell2> @realDonaldTrump This may take the cake for the DUMBEST presidential tweet yet.
1127725058573635585 2019-05-12 19:59:40 -0400 <brimusg52> @franksskintags @realDonaldTrump Not so sure B.C. Some of them like self-inflicted pain.
1127725055687815169 2019-05-12 19:59:40 -0400 <USCTrojan001> To @RepAdamSchiff and @TheDemocrats, everyone is #partisan if they don’t toe the Democratic line.  And they are the ones claiming @realDonaldTrump and @GOP are the ones dividing this country. Not even close. 🇺🇸 knows the truth.   Vote Schiffty out in 2020. #MAGA.
1127725052600958979 2019-05-12 19:59:39 -0400 <EducationDoes> @realDonaldTrump They passed a bill while the GOP gave @DonaldJTrumpJr a second chance to redeem himself before being refered for processing of criminal charges. If the @gop stopped obstructing America might have a change of bring great again
1127725051711590400 2019-05-12 19:59:39 -0400 <biggazza77> @realDonaldTrump Well Mr transparent if you are not guilty why not give them the information that they are seeking #guiltyassin #Brokeahontas #tantrumTrump  https://t.co/WuaWMNouVD
1127725051242057732 2019-05-12 19:59:38 -0400 <RebMax> @nyvetvote @realDonaldTrump @YouTube I agree with you Michael.  Liberals are just good at making lots of awful noise.   And boy do they!!!
1127725050717704193 2019-05-12 19:59:38 -0400 <lolatoni> @Philip74713096 @realDonaldTrump Tariffs R taxes that we Americans will have 2pay on everything that is imported from Chiba which is MOST of the stuff in our stores! Instead of tariffs, why not just start manufacturing those goods here in the USA &amp; block China out of the equation? Trump makes his stuff in China!
1127725050340077568 2019-05-12 19:59:38 -0400 <decook1961> @realDonaldTrump 🤣😂🤣😂🤣😂🤣🤣🤣
1127725049857732608 2019-05-12 19:59:38 -0400 <KarinDCagain> @StillJohnCA @GeorgeM78000114 @VP @JerryFalwellJr @realDonaldTrump So by refusing sex we are alienating allies?  ..... Wut?  Are we still talking by just refusing sex or is there something I missed?
1127725049044131840 2019-05-12 19:59:38 -0400 <DesignGirlCO> @realDonaldTrump How about give to the needy and homeless here?  Get off your lazy ass and go work in a soup kitchen to see how "wonderful" we are all doing.
1127725049039982593 2019-05-12 19:59:38 -0400 <mceffertoyou> @realDonaldTrump Suck it #Brokeahontas
1127725046519218177 2019-05-12 19:59:37 -0400 <lwqpas> @realDonaldTrump They call him Duckin' Don Trump and his boy, Lil' Duckin' Don Trump.
1127725046003322882 2019-05-12 19:59:37 -0400 <CarmenAColeman> @4t_Vlman @exploraguacom @marvinicio @laliciamx @AngelVazquez40 @adrifadi @Lina1nyc @Jfurlong333 @yimboroyimboro @DianaGasconC @claudiagzarzosa @amadore_a @MexVision @EPN @realDonaldTrump @SecPompeo @AmbJohnBolton @VP Lo increíble es que los conservadores seguidores de Trump, llaman a Killary, Obama y a todo su séquito corrupto: "marxistas" "izquierdistas" "socialistas", etc.  Imagínate, llamar así a las insignias del neoliberalismo y de la corrupción EUA.
1127725045101617152 2019-05-12 19:59:37 -0400 <cmydogbeau1> @BrianMalcolm11 @SasserRick @TomFitton @realDonaldTrump @FoxNews @JudicialWatch I'll be ROFL Sparky
1127725043075747842 2019-05-12 19:59:37 -0400 <anafib> @realDonaldTrump That’s hysterical coming from you. How much did you rip us off by evading paying taxes.
1127725042517803008 2019-05-12 19:59:36 -0400 <nmbirmingham> @realDonaldTrump US citizens are dreaming that we have a president who didn’t start an idiotic tariff war that we can’t win and that costs US consumers billions in a new regressive tax.
1127725042429833216 2019-05-12 19:59:36 -0400 <MohamdRosenberg> @bigcorbin @real_defender @realDonaldTrump The likes outnumber the comments
1127725041154711553 2019-05-12 19:59:36 -0400 <CanaryAmerica> @MarleneFlorkow @tedlieu @realDonaldTrump Yes, it sure is, thanks for reminding me, coal mining is so dangerous!!!
1127725040563294209 2019-05-12 19:59:36 -0400 <PGICARE> @StateDept   @realDonaldTrump  I know why I was there, the guy traveling with me was only there in case someone needed to relay a direct message.  I called Don Reiser from my hotel room I was finished my first day before meeting @wolfblitzer at McDonald’s.  Embassy I checked in
1127725040525545477 2019-05-12 19:59:36 -0400 <PeytonBasil> @realDonaldTrump The importer of record absorbs the 25% so China is not paying - the US companies are then either absorbing or increasing cost  - in most cases both - it only cost China because you are bending the supply chain channels - and buyers and Mfg are looking for options outside of China
1127725039242043392 2019-05-12 19:59:36 -0400 <EJMiller707> @realDonaldTrump Several hours after your morning tweet storm? Did someone have to remind you? BTW...just a photo? Did you see Obama's tweet? Very heart felt...yours? Damn near a meme ... pathetic
1127725038445133826 2019-05-12 19:59:35 -0400 <1Tblair> @realDonaldTrump Translation .... Daddy bought my diplomas, Wharton tested  my IQs as 74,  There is no magic tariff account, so we'll borrow money from China, so I can try to buy off farmers votes in the next election. I really don't give a damn about the starving here or anywhere else.
1127725038243852288 2019-05-12 19:59:35 -0400 <bigaz85> @realDonaldTrump these democrats like @RepJerryNadler and @RepAdamSchiff have gone nuts !! what happened to these  @HouseDemocrats have totally gone off the rails ! everyday @TheDemocrats get more disillusional
1127725035521826817 2019-05-12 19:59:35 -0400 <BobShaw84771849> @LisaCheshireUK @ajodom60 @MarleeBillings1 @TomFitton @realDonaldTrump @POTUS I agree.  He’s hiding even now.
1127725034749841408 2019-05-12 19:59:35 -0400 <DonnaIGlas> @realDonaldTrump Talk to your boy  Mitch.  It’s time the Republicans present a bill.
1127725033810485248 2019-05-12 19:59:34 -0400 <mickeyfoon> @realDonaldTrump  https://t.co/k7XyJoqOxw
1127725033051365377 2019-05-12 19:59:34 -0400 <DennisP51081714> @realDonaldTrump The dems are evil
1127725029158993921 2019-05-12 19:59:33 -0400 <SerenityCH3> @LisaMei62 @KimStrassel @realDonaldTrump You deserve it Lisa! Happy Mother's Day !!💗🇺🇸
1127725027204505600 2019-05-12 19:59:33 -0400 <jpmarabella> @SassBaller @realDonaldTrump That's a gem
1127725027082887171 2019-05-12 19:59:33 -0400 <marosalas67> @realDonaldTrump A USTED LE ESTAN PREPARANDO UN TRAJE A LA MEDIDA...NO DESESPERE... https://t.co/96hsGSWJrP
1127725026600472576 2019-05-12 19:59:33 -0400 <JamieJames107> @krassenstein @17_QWWG1WGA @realDonaldTrump But it was okay when Obama did it. Hypocrite.
1127725024239136774 2019-05-12 19:59:32 -0400 <fail92> @DavidHThornton @realDonaldTrump He will go down in history as the president with the most spit on his grave
1127725023991672832 2019-05-12 19:59:32 -0400 <JMash01244025> @krassenstein @realDonaldTrump They have taken almost all of our it and  are gaining on us they should not be trusted and we should take monies back through tariffs and start our healing
1127725021403734016 2019-05-12 19:59:31 -0400 <objectivism83> @realDonaldTrump What do we do with politicians who don’t do their jobs but get RE-elected cuz who doesn’t !
1127725021131169792 2019-05-12 19:59:31 -0400 <DanielH70858096> @DineshDSouza @realDonaldTrump @JoeBiden @JesseBWatters @CLewandowski_ Look this is to simple Dinesh if Obama would Run again against President Trump President Trump would demolish Him in a Heart beat is that simple and with “Facts “
1127725021093404673 2019-05-12 19:59:31 -0400 <DaunceyMichael> @ConorSketches @realDonaldTrump ⚽️ 👏
1127725020678172672 2019-05-12 19:59:31 -0400 <MtlMikael> @realDonaldTrump I know what you mean... making fun of people and attacking them is not right (or left)  https://t.co/1yIklxKbTi
1127725019864424448 2019-05-12 19:59:31 -0400 <momaroonio> @realDonaldTrump Mueller showed obstruction, Schnookie. Democrats are looking into those crimes. Worried much?
1127725018580783104 2019-05-12 19:59:31 -0400 <ShelleyDeeeeee> @realDonaldTrump You’re done, Donnie.  Start packing
1127725016714321920 2019-05-12 19:59:30 -0400 <tomgkelly51> @sfluvr007 @realDonaldTrump Not to mention trashing the USA in the eyes of the world!
1127725015129104384 2019-05-12 19:59:30 -0400 <tatoodlvboy> @realDonaldTrump Lou Dobbs is suffering from Alzheimer's as much as Donald J Trump is
1127725014357164033 2019-05-12 19:59:30 -0400 <badatmath314159> @realDonaldTrump  https://t.co/xhNKD8B4RH
1127725014197911552 2019-05-12 19:59:30 -0400 <globalmacro101> @realDonaldTrump yep. increases for the US consumer hard at work. 🤣🤣  https://t.co/tjpCkWqljO
1127725011639459840 2019-05-12 19:59:29 -0400 <BatesJamesP1> @realDonaldTrump Good employment numbers do not excuse unconstitutional behavior.   Duh!  You can't break the law just because employment is high.   Why do you have to have this explained to you???  Read a book.
1127725009441513473 2019-05-12 19:59:29 -0400 <Jennife90117914> @realDonaldTrump Repetition of a lie does not make it true.  https://t.co/yiME1EbTbA
1127725008862629890 2019-05-12 19:59:28 -0400 <Payne98C> @realDonaldTrump Oh Diaper Donald.
1127725008078422018 2019-05-12 19:59:28 -0400 <enfant_criminel> @realDonaldTrump This oversight is well deserved Mr President.... Dems won’t find anything if there is nothing to find.   Good luck with that  https://t.co/uNtYh1CQuD
1127725007956668416 2019-05-12 19:59:28 -0400 <dollfinswimmer> @realDonaldTrump Because you say you have done nothing wrong, no problem then showing all right?
1127725007550001152 2019-05-12 19:59:28 -0400 <EytanMeant> @realDonaldTrump You show em ya c-sucker...and I mean the unredacted report. If you're  THIS confident...release it ya jizzmop!
1127725007029714944 2019-05-12 19:59:28 -0400 <gljuggler> @realDonaldTrump Sorry, Trumpster, not buying it. You keep saying the Mueller Report found no obstruction. That's not what it says. It points to some really bad behavior on your part and the only thing that saved you was your aides not following your orders. You are anything BUT squeaky clean!!
1127725005951963136 2019-05-12 19:59:28 -0400 <KurlyKarin> @realDonaldTrump If you have nothing to hide and really want this behind you, release the unredacted version of the Mueller Report.   Unless...
1127725005943517185 2019-05-12 19:59:28 -0400 <86bluejay> @realDonaldTrump Free. Speech. Deal with it.
1127725004936769536 2019-05-12 19:59:27 -0400 <NoToAltFacts1> @realDonaldTrump They haven't seen the whole report.  Why don't you release the unredacted report? What are you hiding?  Resign traitor!
1127725004836229120 2019-05-12 19:59:27 -0400 <nonnanpopi> @realDonaldTrump Uhhh no read the report
1127725003787644929 2019-05-12 19:59:27 -0400 <RalphPotsy> @realDonaldTrump Hey Dumbo, it won’t be  sad to see the likes of you, Dumbo Jr and the rest of your cronies in prison. Hey, then you will have 4 walls and if you ask nicely maybe they can hang up a Trump sign too!
1127725002537807872 2019-05-12 19:59:27 -0400 <Itz2ez1> @realDonaldTrump When are you going to get it. He found a lot of obstruction. Do you even know that an investigation can turn up any wrong doing? You are such a baby in a grown man body. What you do call Putin. You are such a child.
1127725002164449282 2019-05-12 19:59:27 -0400 <jesusalmada> @realDonaldTrump Very similar to the HOAX put together by @Mark_Schlabach @DickieV and @espn against Sean Miller and @APlayersProgram ... all fake news media needs to be behind bars for defamation.
1127725000943968256 2019-05-12 19:59:26 -0400 <schad_stephanie> @kakalina18 @realDonaldTrump 😂😂😂 Clearly the fact that you feel it's necessary to insult and name call you know exactly what I'm talking about.  TDS is very real and very sad to see.....
1127725000742408193 2019-05-12 19:59:26 -0400 <Rommel__L> @realDonaldTrump Things not going to plan don need to project a bit.  You're a one trick pony and if the moderate majority vote a one term presidential anomaly #2020Election #Democrats #Trump  https://t.co/6XycL2eDoK
1127724999517687808 2019-05-12 19:59:26 -0400 <JimK06893129> @4xInsight @realDonaldTrump I think that may not happen, just like the impeachment won’t happen, this is kind of funny ending for both. They all need to accept the reality
1127724999069057025 2019-05-12 19:59:26 -0400 <DotMushinski> @Bentley01896159 @droneguy65 @SKaufhold @JackPosobiec @realDonaldTrump He had to release a complete financial statement to run for president, this whole irs, thing is just yet one more scam.
1127724997588475905 2019-05-12 19:59:26 -0400 <NYRBFan> @AnnCoulter belongs in jail next to @seanhannity @realDonaldTrump @senatemajldr @LindseyGrahamSC @PressSec @KellyannePolls @stevenmnuchin1 @RudyGiuliani @DonaldJTrumpJr @IvankaTrump @jaredkushner.  Their time is fast approaching.  Justice WILL prevail!
1127724997454311424 2019-05-12 19:59:26 -0400 <CindyHenson> @TomFitton @realDonaldTrump Why is all this taking so long?
1127724995243905024 2019-05-12 19:59:25 -0400 <Bert7058> @EdwardGaillard @realDonaldTrump Shutup
1127724995172499457 2019-05-12 19:59:25 -0400 <McGeeSandi> @realDonaldTrump  https://t.co/pZLRICxMRb
1127724995029893120 2019-05-12 19:59:25 -0400 <BolsonaroPerro> @JohnLone17 @olilangarica @realDonaldTrump El que pidió eso fue Trudeau, lo de subir el salario mínimo, también fue el imbécil que quiso meter las cuotas de genero y demás mamadas...
1127724991003398146 2019-05-12 19:59:24 -0400 <bhorton55> @PastorAmyTRC @PatsyResists @realDonaldTrump Wow! Thank you, Pastor Amy for sharing your painful story with the world. You are so brave.
1127724990839906304 2019-05-12 19:59:24 -0400 <nitewryter> @LarryEKlayman @realDonaldTrump @michellemalkin @IngrahamAngle @seanhannity @marklevinshow @larryelder @MonicaCrowley STOP calling him Beto. It's  Robert Francis O'Rourke ...
1127724988570710016 2019-05-12 19:59:24 -0400 <TeresaBob> @itsJeffTiedrich @realDonaldTrump Jeff there you go again living your fantasy.
1127724986247122944 2019-05-12 19:59:23 -0400 <GarryCarroll15> @realDonaldTrump Doubt he read anything by oduma
1127724983759790080 2019-05-12 19:59:22 -0400 <pberken803> @realDonaldTrump That would be because that's not what it says.
1127724982056828928 2019-05-12 19:59:22 -0400 <br0k3nhalos> @realDonaldTrump Omg you are gonna be even more crazy tomorrow when the markets open and dive aren’t you.
1127724981977255937 2019-05-12 19:59:22 -0400 <VADjude352> @omz__music @MarilynLouise77 @RepAdamSchiff @realDonaldTrump And ya know what else about Rep Schiff. His neck is still as a young man. Whereas trump's is so chewy and turkey neck. Not to mention Adam's tailor is real. Trump's tailor is a tent maker who makes men's pants with permanent groin creases and baggy pants too big!
