1184982422066089984 2019-10-17 19:59:59 -0400 <APPROVEMAN> @realDonaldTrump
1184982416181608449 2019-10-17 19:59:58 -0400 <altNOAA> @chasmass @oldrn1 @CDRArchibald @Liberalyogi @williamlegate @weRtroydavis @realDonaldTrump Remaining apolitical is their obligation to their oath! Just because the president doesn't respect our laws doesn't mean we shouldn't either. Founders gave us three ways to replace a president, none include the military and rest assured one of them will be the way he leaves.
1184982415586009090 2019-10-17 19:59:58 -0400 <dccsh> @GovBrewer @SpeakerPelosi @POTUS @realDonaldTrump @BarackObama You were
1184982415472771074 2019-10-17 19:59:58 -0400 <reedkell9> @SpeakerPelosi @realDonaldTrump I can’t thank you enough for your dedication to America! You and your Colleagues give me hope 🙏!
1184982413908303874 2019-10-17 19:59:58 -0400 <denuribe73> @GermanyTrump @realDonaldTrump  https://t.co/KGvpgOlxye
1184982413438533633 2019-10-17 19:59:57 -0400 <rene_los> @gromerjeffers @JohnCornyn @realDonaldTrump  https://t.co/l7JMToZgr7
1184982412524019712 2019-10-17 19:59:57 -0400 <JaneBen26> @GovBrewer @SpeakerPelosi @POTUS @realDonaldTrump @BarackObama Nobody should have your face that close!
1184982411655946240 2019-10-17 19:59:57 -0400 <Buffalogal> @CarolJo44 @Raul_Toblerone @Fahrenthold @MrDanZak @realDonaldTrump just because someone wins the presidency, it doesn't mean they can do whatever they want. There are rules and laws in this country.
1184982411483836416 2019-10-17 19:59:57 -0400 <krzy4az> @realDonaldTrump  https://t.co/KQ1yXpDKtW
1184982409361539072 2019-10-17 19:59:56 -0400 <Dianebu03221399> @seanhannity @dragonwick2 @realDonaldTrump Trump has no respect and he sounds like a child.   Most decent people teach their children to have respect.  He has disgraced the country.  He should resign.  No brains Trump.
1184982407860178945 2019-10-17 19:59:56 -0400 <williamsx54> NUESTRO HUMILDE PDTE. OBRERO @NicolasMaduro Aplicando la Diplomacia Paz Derrota una Vez Mas al "SEÑOR" Pdte. EE.UU. @realDonaldTrump Por Ingreso d Nuestra Patria Amada Venezuela al Consejo DDHH DE ONU. @jaarreaza @saulortegapsuv @taniapsuv @dcabellor @TareckPSUV @psuvaristobulo  https://t.co/OTZ2NaSRjJ
1184982405767192578 2019-10-17 19:59:56 -0400 <notredameforeve> @w_terrence @realDonaldTrump @AVoiceNews OMG ❤️❤️❤️❤️😂😂
1184982405154852864 2019-10-17 19:59:55 -0400 <curtisbraxton1> @briantylercohen @realDonaldTrump Lol what?
1184982404617953283 2019-10-17 19:59:55 -0400 <kyvic> @VP @realDonaldTrump Dump trump and you go with him
1184982404315828224 2019-10-17 19:59:55 -0400 <proseservices> @gardenofthegods @Jamierodr14 @realDonaldTrump In my Rosary each day! 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🙏🙏🙏🙏🙏
1184982403472941057 2019-10-17 19:59:55 -0400 <RevDreads> @realDonaldTrump That was no deal and hardly anyone is “sticking by you.” 354-60 remember? You surrendered another country’s land and let the allies who helped defeat ISIS get killed.  You got played for a chump and everyone in the world knows it.   Pathetic.
1184982403355500544 2019-10-17 19:59:55 -0400 <CSmith4535> @SickBanned @itsJeffTiedrich @tasinistiaque @realDonaldTrump I agree.  However, with Trump, you’re assuming he has a heart and empathy.  He’s proven time and time again, he has neither.  He Caged Children!! He just condemned Hundreds of allied forces (Kurds) to their death for a political win!!  Trump is a vile excuse for anything  human!
1184982401317031938 2019-10-17 19:59:55 -0400 <PERJURYITIS> @realDonaldTrump @OutnumberedFNC @LisaMarieBoothe @SebGorka @GreggJarrett @11thHour @brithume @chrislhayes @JoyceWhiteVance @maddow @BarbMcQuade @FrankBruni @maggieNYT @lawfareblog @donlemon @CuomoPrimeTime @YourLibertyNews @WSJ @CNN  https://t.co/Xuq6qQVxFS
1184982399991500800 2019-10-17 19:59:54 -0400 <bands449> @GOPChairwoman @realDonaldTrump @SteveScalise And sadly it is just getting worse due to all the RINOS coming out of closet 😞
1184982398943092736 2019-10-17 19:59:54 -0400 <syzygy10> @LindseyGrahamSC @realDonaldTrump @VP @SecPompeo  https://t.co/u3fsbgegGg
1184982398825570304 2019-10-17 19:59:54 -0400 <sendero_dorado> @beijaflor70 @jhusband42 @RealOmarNavarro @SarahAMatthews1 @realDonaldTrump Also definitely did not spend that money hiring a component Photoshop professional, branding team, or image consultant. Would have been very, very wise.
1184982397181403136 2019-10-17 19:59:54 -0400 <JMB_RaiderLife> @MatthewJshow @real_defender @realDonaldTrump He speaks to all of us. Lexit, Blexit !
1184982397122691072 2019-10-17 19:59:54 -0400 <CJTS7006> @TeriLynn317 @MortiestTchalla @w_terrence @realDonaldTrump @AVoiceNews That’s not true! Racist on both sides....don’t sweep your parties hateful under the rug
1184982396866723840 2019-10-17 19:59:53 -0400 <mudflapsmom> @SenSchumer @realDonaldTrump Did you watch the debate,Chucky? Those are examples of flailing.
1184982393473687553 2019-10-17 19:59:53 -0400 <PDreams4ever> @SarahAMatthews1 @realDonaldTrump Trump supporters are anti gay how ironic because I’m pretty certain the song was b  How ironic the village people were a gay man singing group.
1184982392844324864 2019-10-17 19:59:53 -0400 <nugslilsis> @LindseyGrahamSC @realDonaldTrump @VP @SecPompeo All around over through them irregardless of them These Men Will Burn In Hell massacres
1184982392693559296 2019-10-17 19:59:52 -0400 <Slimthecowboy> @realDonaldTrump Or maybe you could go somewhere else. Seriously, don’t come here.
1184982392676724736 2019-10-17 19:59:52 -0400 <MicheleWilson5> @w_terrence @realDonaldTrump @AVoiceNews So awesome!!!! Enjoy!! 🇺🇸🇺🇸🇺🇸
1184982392194224128 2019-10-17 19:59:52 -0400 <fckingucd> @FlamefammS @LeeHolly81 @realDonaldTrump I watched "Survivorman " once.  he showed how to cook and eat rotten refrigerator food.   He was simulating how to survive a hurricane, like the bad one that hit New Orleans. Just boil for ten minutes.
1184982392072749059 2019-10-17 19:59:52 -0400 <willsutton> BIG PROBLEM. @katskiles and @realdonaldtrump are wrong. Look at this picture. See the diversity. This is not a Democratic, Republican, Green or Independent issue. This is an INCLUSIVITY issue. Don’t expect to get…  https://t.co/jWf6FtXOAM
1184982392064430081 2019-10-17 19:59:52 -0400 <262MEBrown> When FOX NEWS recognizes this as a violation what does that do to the MAGA supporters? Can they comprehend the CORRUPTION yet by @realDonaldTrump? Can they understand ABUSE OF POWER? #FactsMatter These ARE impeachable offenses.
1184982391648968706 2019-10-17 19:59:52 -0400 <cmox007> @morten @artistatlarge19 @realDonaldTrump I thought we were going to winning all the time🤔
1184982391435083782 2019-10-17 19:59:52 -0400 <flamingal> @GovBrewer @SpeakerPelosi @POTUS @realDonaldTrump @BarackObama #Moron says what?
1184982391279869953 2019-10-17 19:59:52 -0400 <badFNaim> @TomFitton @twittter @realDonaldTrump @TechCrunch The only reason I have Twitter is to hear the president of the United States otherwise you'd be in my delete box
1184982390768312321 2019-10-17 19:59:52 -0400 <Arcturus48> @eugenegu @realDonaldTrump  https://t.co/ozvC26Xu2k
1184982388729876480 2019-10-17 19:59:52 -0400 <onlychrishardy> @ScottPresler @realDonaldTrump I love this, her, and you!! #Courage #Truth
1184982386758619136 2019-10-17 19:59:51 -0400 <mtumulty> @Elizabe64955332 @SkipperIsMyDog @tonyposnanski @SarahAMatthews1 @realDonaldTrump Lowest minority employment in history.  Incredible economy otherwise.   The only thing that lost was your feelings.
1184982386536275968 2019-10-17 19:59:51 -0400 <wavyshore> @GovBrewer @SpeakerPelosi @POTUS @realDonaldTrump @BarackObama Did Obama call you a 3rd rate politician &amp; then accuse you of having a meltdown in a tweet?
1184982386251096064 2019-10-17 19:59:51 -0400 <immalamp> @immperioli @realDonaldTrump @LouDobbs Obviously since he is president for now.  You haven’t answered anything so that’s gonna be a block to the guy who just got on Twitter.  Your first one I’m guessing.
1184982386175438848 2019-10-17 19:59:51 -0400 <BreannaConlon> @RXTrialfinder @itsJeffTiedrich @realDonaldTrump GFY!
1184982385680629762 2019-10-17 19:59:51 -0400 <Lisa42296185> @realDonaldTrump Who does?
1184982384963444744 2019-10-17 19:59:51 -0400 <ken_caudle> @deepstate0071 @tonyposnanski @SarahAMatthews1 @realDonaldTrump Don’t watch FNC. Don’t really watch TV at all. But then, I don’t need someone to tell me how to think. You do know Trump was a Democrat before running, right? He donated to Democrats. They loved him. This isn’t about politics, it’s about DC corruption. Wake up fool.
1184982383906263040 2019-10-17 19:59:50 -0400 <jimmie3507> @GovBrewer @SpeakerPelosi @POTUS @realDonaldTrump @BarackObama Hey Jan,  https://t.co/5XABQfUFz6
1184982382912425988 2019-10-17 19:59:50 -0400 <mabelbourne> @lanedvnpt @realDonaldTrump That’s Trumps job. Name calling, whining, and generally inept.
1184982382463668224 2019-10-17 19:59:50 -0400 <priddlecorp> @DavidAFrench @JonahDispatch There are only two possible destinies for America:  @realDonaldTrump or @SenSanders your nation is through the looking glass there is no going back.
1184982381696032768 2019-10-17 19:59:50 -0400 <RiazRSingh1> @vampireontitus @SarahAMatthews1 @realDonaldTrump Funny. I agree.
1184982381175984129 2019-10-17 19:59:50 -0400 <RobertLogue64> @GovBrewer @SpeakerPelosi @POTUS @realDonaldTrump @BarackObama  https://t.co/rYrEKZGjHY
1184982379317870592 2019-10-17 19:59:49 -0400 <Wmcminn3> I’ve finally had enough with @realDonaldTrump. I’ve remained a steadfast moderate through his presidency. No more. The last few weeks have been the final straws.   I hope this cuddling with Turkey and abandonment of the Kurds is his undoing. The world deserves better.
1184982379091451904 2019-10-17 19:59:49 -0400 <BadBeh8vior> @goldengateblond @GOPtony @realDonaldTrump OMG what an slap back! Kudos 😂😂😂😂😂😂😂😂😂
1184982374838362112 2019-10-17 19:59:48 -0400 <kkcc1071> @SpeakerPelosi @realDonaldTrump YOU @SpeakerPelosi are a disaster. YOU are the reason there should be term limits for Congress!
1184982372879499264 2019-10-17 19:59:48 -0400 <AirGee85> @PrivilegeMr @GovBrewer @2CynicAl65 @SpeakerPelosi @POTUS @realDonaldTrump @BarackObama  https://t.co/tCVwNdHHyP
1184982372615360512 2019-10-17 19:59:48 -0400 <BeauForney> @w_terrence @realDonaldTrump @AVoiceNews don't forget to take a group photo with all the Black People for #blexit
1184982370258161665 2019-10-17 19:59:47 -0400 <gillin_denise> @ncstatepack @CLewandowski_ @RepSwalwell @realDonaldTrump Clever👍🏾
1184982369796792320 2019-10-17 19:59:47 -0400 <BillyFlynn> @JayQPhD @RealMancrush45 @realDonaldTrump TS-SCI or TS-SAP..... But that's really just for protocol reasons really. There's actually nothing above top secret… technically
1184982368773386240 2019-10-17 19:59:47 -0400 <IBRAHIM26878315> @SpeakerPelosi @realDonaldTrump  https://t.co/HX7X4ojQrn PKK Kurds Soldier, the allies of Nancy Pelosi, torturing civilians for refusing to enroll in the Pkk terrorists army.
1184982368244908032 2019-10-17 19:59:47 -0400 <ClubHollis> @morten @realDonaldTrump I thought turkey was our ally and a nato member. Is there a country of kurds? I'm genuinely confused
1184982367083155457 2019-10-17 19:59:46 -0400 <martywest> @WhiteHouse @realDonaldTrump You can try to spin this but buddy, you got people murdered, ISIS fighters are free, and you dishonored our troops and our reputation.  You are a danger. #ImpeachAndRemove
1184982366684622854 2019-10-17 19:59:46 -0400 <cherglassart> @Mrtimrock @realDonaldTrump Oh how we miss you! Come on Michele please run for President!
1184982366454013953 2019-10-17 19:59:46 -0400 <YolandaMonet> @realDonaldTrump Straighten That Motherfucker Out!!!
1184982365363421184 2019-10-17 19:59:46 -0400 <DanGrayauthor> @SteveScalise @realDonaldTrump #AmericanNuremberg for you.
1184982364843364352 2019-10-17 19:59:46 -0400 <kid_aries> @realdonaldtrump #trump what have you said about #ElijahCummimgs? Yeah what nothing. Only the best #President in this generation has said words of compassion. That's my #President @BarackObama.
1184982364692324357 2019-10-17 19:59:46 -0400 <JohnB1811> @NewsCorpse @realDonaldTrump Everything is impeachable if Trump says it. That’s your standard...we get it.
1184982363257868288 2019-10-17 19:59:45 -0400 <HewittNewton> @Jorgewarsh1776 @eugenegu @realDonaldTrump Oh..but I have studied the situation Jorge. Investigated this far more than the average person...and obviously far more than you have. How black people can follow a man who turned black folks away from his apartments (resulting in a real court case) is sad.
1184982363127701504 2019-10-17 19:59:45 -0400 <NazNpat> @WhiteHouse @realDonaldTrump
1184982362976870400 2019-10-17 19:59:45 -0400 <cardiffwhale> @realDonaldTrump Hope the ghost of Lee Harvey Oswald is still stalking the streets of Dallas when you arrive.
1184982361907322881 2019-10-17 19:59:45 -0400 <g33xzi11a> @AnaKasparian @realDonaldTrump @Rasmussen_Poll I love how he only ever quotes Rasmussen, the only poll that ever shows Trump with high approval and democrats losing the national vote.
1184982361810898944 2019-10-17 19:59:45 -0400 <Billysthought> @cwessel16 @ScottPresler @realDonaldTrump Epic
1184982361588547585 2019-10-17 19:59:45 -0400 <Anderhardt> @David_Leavitt @realDonaldTrump #TrumpCesspool #TrumpCrimeFamily #EmolumentsViolations #Emoluments  https://t.co/hYWSSTLIwB
1184982360586162176 2019-10-17 19:59:45 -0400 <SamiBrady4> @SarahAMatthews1 @realDonaldTrump Wow, I live here. Never knew we had so many racists.
1184982360564985857 2019-10-17 19:59:45 -0400 <klbyrne> @realDonaldTrump “Opinion | Our Republic Is Under Attack From the President If President Trump doesn’t demonstrate the leadership that America needs, then it is time for a new person in the Oval Office.“ Adm. McRaven
1184982359663235073 2019-10-17 19:59:45 -0400 <zotmugu> @marcorubio @VP @SecPompeo "It will save millions of lives" - @realDonaldTrump   Seriously, the man has no idea what is really going on in the world, let alone how to deal with it.  He's in WAY over his head and YOU and the rest of the @GOP are allowing it to happen. Not going to end well for you all.
1184982358249918465 2019-10-17 19:59:44 -0400 <ReduceTheSauce> @glennbeck @Delta @realDonaldTrump I am a fan Glenn, of your general (very very) smartness, and resulting communication thereof...  But! I bet you five dollars that, one day, you will be embarrassed, if not apologetic, about your enthusiastic support of Trump.
1184982358098894850 2019-10-17 19:59:44 -0400 <findfrednow> @realDonaldTrump #theshitstaindonaldtrump is always going to light the match, pour the gasoline and take credit when the fire burns out.  Erdogan won fool! You’re a child in a mans game.
1184982357721407488 2019-10-17 19:59:44 -0400 <LeonardGilbert2> @globelamp @SenSchumer @RandPaul @realDonaldTrump @LindseyGrahamSC Actually...we were THEIR allies.  Still are to a point.  They are Syrians &amp; our mission was to bring ISIS under control...not to start wars with other countries. Their business, not ours, unless THEY make it ours.
1184982357603995649 2019-10-17 19:59:44 -0400 <mcullersjr> @Franzwerfel @realDonaldTrump Here's an idea. Stop following Trump and you won't have to worry about it.
1184982354969812992 2019-10-17 19:59:43 -0400 <BurgerDiplomacy> @KevinMcFromTX @realDonaldTrump @AACenter 🤮 gross. Can we just build the wall on the Northern border of Texas?
1184982354923868160 2019-10-17 19:59:43 -0400 <murdoc10_75> @RepSwalwell @GaryZettle @VP @RTErdogan @realDonaldTrump How many US troops were in Syria?
1184982354542125058 2019-10-17 19:59:43 -0400 <COLINGTI> @KDSilva03 @LindseyGrahamSC @realDonaldTrump @VP @SecPompeo We are not monster's. We have to protect our nation and our borders. We didn't response cause we can't. We were too weak. And USA threating Turkey as not to enter Syria. It took 3 years. I have not problem with USA citizens. Government must be charged for this. End. :)  https://t.co/178LQexd5y
1184982352801554433 2019-10-17 19:59:43 -0400 <chantalmclaugh> @LindseyGrahamSC @realDonaldTrump @VP @SecPompeo What happened to ur steadfast support of our loyal Kurdish allies, Lindsey? They are losing their homes &amp; land &amp; many have been killed in past week by Turkey. This is total capitulation of weak USA to Erdogan &amp; Putin. Shame on you! #Trumpghazi #ISISJailBreak
1184982352575062018 2019-10-17 19:59:43 -0400 <danatom1> @w_terrence @realDonaldTrump @AVoiceNews Awesome!!! Lucky you. Maybe Trump will bring you up on stage! Your tweets keep me laughing and informed as well👍❤ #TRUMP2020Landsidevictory
1184982352168136705 2019-10-17 19:59:43 -0400 <SquareInDaNuts> @realDonaldTrump #impeachment?  Why yes #ImpeachAndRemoveTrump #QuidProQuo
1184982351983628289 2019-10-17 19:59:43 -0400 <trulyme9> @newtgingrich You’re right it is different. @realDonaldTrump is being impeached for blackmailing foreign countries into interfering in our elections. You impeached Clinton over an affair. While you were having one as well.
1184982351916556288 2019-10-17 19:59:43 -0400 <PongratzSimon> @realDonaldTrump Winning!
1184982349660020736 2019-10-17 19:59:42 -0400 <ZeroWarningShot> Thank you, @realDonaldTrump  “In short, the situation on our southern border remains a national emergency, and our Armed Forces are still needed to help confront it,” the POTUS says. #BuildTheWall #PromisesMadePromisesKept  https://t.co/TaTEAKbzZn via @thejasonhopkins @DailySignal
1184982348305031168 2019-10-17 19:59:42 -0400 <Jake101stabn> @realDonaldTrump YOU REALLY ARE NUTS! Where are your kids. They are hiding the money you stole from the American people. Melania called, she wants sanctuary!!!
1184982347101462528 2019-10-17 19:59:42 -0400 <hubis> @drewmaster8 @poormansurvivor @GovBrewer @RealBillyGrant @SpeakerPelosi @POTUS @realDonaldTrump @BarackObama Ever.
1184982345914441729 2019-10-17 19:59:41 -0400 <chuckdubdubdub> @VP @realDonaldTrump Better say a prayer with your lawyers now.  #TreasonIsStillAcrime
1184982344463257600 2019-10-17 19:59:41 -0400 <karen_gray_golf> @realDonaldTrump ❤️❤️❤️
1184982344433844224 2019-10-17 19:59:41 -0400 <stanbury_barth> @JudicialWatch @realDonaldTrump So not quite gone "The deal requires OOIL to continue to use the Long Beach Terminal for a 20-year period for an agreed vessel and rail tariff. If it is unable to meet the minimum volume commitment, OOIL must pay for the shortfall,"  https://t.co/8ktmuX5gVF
1184982343527874561 2019-10-17 19:59:41 -0400 <KyleTeichert> @JetsTank @realDonaldTrump I know waiting till 8 to watch mat Barzal play is so annoying 🙄
1184982343301267456 2019-10-17 19:59:41 -0400 <a_civilized_man> @realDonaldTrump What about the Kurds? We abandoned our allies. How long before we are trusted again? Worst president ever.
1184982343028621312 2019-10-17 19:59:41 -0400 <BrnEyes999> @Ray_V77 @jsthorne @GovBrewer @SpeakerPelosi @POTUS @realDonaldTrump @BarackObama You apparently don't know the definition of "nuanced."
1184982342370283525 2019-10-17 19:59:40 -0400 <CanadianWolf33> @HellionHellfire @pepesgrandma @StewardshipAmer @GOPChairwoman @realDonaldTrump @SteveScalise They have NOTHING, you can't impeach because you hate our @POTUS
1184982342361706497 2019-10-17 19:59:40 -0400 <RichRabah> @GrahamAllen_1 @realDonaldTrump #KAG2020LandslideVictory
1184982341778923521 2019-10-17 19:59:40 -0400 <neesietweets> @Donald_Jailtime @GOPChairwoman @realDonaldTrump Looks great to me!! 😊.... excuse me while I watch that Rally.... remember, I took vaca days and have skipped showers to see this! You’re funny! 😄
1184982341489291264 2019-10-17 19:59:40 -0400 <anjalikristian9> @cjjester777 @ChatByCC @realDonaldTrump You meN like your God Drumph?
1184982339828506630 2019-10-17 19:59:40 -0400 <Surfingal> @realDonaldTrump I think the country is using PAM.
1184982338691883010 2019-10-17 19:59:40 -0400 <karopi089> @w_terrence @realDonaldTrump @AVoiceNews Looks like fun!!!
1184982338293260288 2019-10-17 19:59:40 -0400 <susan_munson> @joel_c_miller @StateDept @VP @SecPompeo @realDonaldTrump Yeah that what I thought. How can We make a cease fire deal when we aren't fighting?
1184982337819414529 2019-10-17 19:59:39 -0400 <yoleezach> @RSBNetwork @realDonaldTrump Flawless!
1184982336557010945 2019-10-17 19:59:39 -0400 <ProudMIDem> @RealOmarNavarro @CNNPolitics @RepMaxineWaters @realDonaldTrump Buzz off
1184982335885852672 2019-10-17 19:59:39 -0400 <AllisonSwiller> @SteveScalise @realDonaldTrump They aren’t the ones committing crimes!  They are trying to hold the criminal accountable!  Stop trying to deflect from the real issues!  #BehaviorUnbecoming #ImpeachAndRemove #WorstPresidentinHistory
1184982335797780480 2019-10-17 19:59:39 -0400 <ZetaJonez> @SarahAMatthews1 @realDonaldTrump Um, you do realize that song was sung by gay mem for gay men, to let them know they could not only have cheap accommodation and some food, but they could have sex with each other!!!!???‽!‽!! Gay homosexual sex!!!!
1184982334765961216 2019-10-17 19:59:39 -0400 <ChristiJorgen> @GovBrewer @SpeakerPelosi @POTUS @realDonaldTrump @BarackObama Because you are and Speaker Pelosi is not. Simple to understand.
1184982333956345856 2019-10-17 19:59:38 -0400 <Apiphanys_Eye> @WhiteHouse ... President @realDonaldTrump   ending🛑slavery 🌍 wide!!  #WWG1WGA!!
1184982333549621248 2019-10-17 19:59:38 -0400 <RahmnLucas> @rickover4758 @msenicaracing @realDonaldTrump I don’t agree! But i understand why people voted for him. I’m think the vision he has will not be sustainable in the long run, if you look 30 years from now! Society is changing rapidly because of the internet. Nostalgia is what he stands for.
1184982333113454592 2019-10-17 19:59:38 -0400 <DebACarpenter> @RSBNetwork @realDonaldTrump Wow...goosebumps!
1184982332681441281 2019-10-17 19:59:38 -0400 <milesulysses> @StephenGlahn @realDonaldTrump His Stupidity is LETHAL!   https://t.co/7Z7uXJolai
1184982332232654848 2019-10-17 19:59:38 -0400 <TinaMadu3> @UmuochealaZone @BernardOOkoro @NGRPresident @MaziNnamdiKanu @realDonaldTrump @netanyahu @UN @EU @AhiaIpob @NGRSenate @realFFK @IpobOriaku @HQNigerianArmy @Biafralandtwt_1  https://t.co/aYqhNlJo3e
1184982331838349312 2019-10-17 19:59:38 -0400 <skaywiles> @SpeakerPelosi @LindaResister @realDonaldTrump The Repubs have got to see the light. They cant be as stupid as they seem. You have got to get us out of this mess
1184982331393806337 2019-10-17 19:59:38 -0400 <roxanerusso> @SpeakerPelosi @realDonaldTrump MyPTSD is returning when I put the news on these days - he allowed skinheads  to March and someone died in the light of day and Rep. Cummings passes first and we’re stuck with this traitor tax evading money laundering rapist - God forgive me RIP HONORABLE ELIJAH CUMMINGS
1184982330865266689 2019-10-17 19:59:38 -0400 <DavidFarrow13> @w_terrence @realDonaldTrump @AVoiceNews Welcome to Texas!!
1184982330328240128 2019-10-17 19:59:38 -0400 <FMccaghr> @realDonaldTrump “Hmmm, if we've been friends with Italy since the Roman Empire and we had airports during the Revolutionary War, did we have airports during the Roman Empire? By DeeDee.  Asking for a President that needs lobotomized.”                                    All roads lead to Putin.
1184982329787326465 2019-10-17 19:59:37 -0400 <mxmclain> @KevinMcFromTX @realDonaldTrump @AACenter  https://t.co/nkcJi0dLOm
1184982328386506754 2019-10-17 19:59:37 -0400 <daralynn13> @Corgi_dad @auricursine @Cheryllikeswine @SarahAMatthews1 @realDonaldTrump Of course it is.
1184982327652507649 2019-10-17 19:59:37 -0400 <MsMaisey> @realDonaldTrump No one believes you.
1184982327501320192 2019-10-17 19:59:37 -0400 <Richard78210813> @SarahAMatthews1 @realDonaldTrump D.U.M.B.........C.U.N.?
1184982326855589891 2019-10-17 19:59:37 -0400 <ellengunter> @realDonaldTrump How much longer, God. Hello?
1184982326775820293 2019-10-17 19:59:37 -0400 <Azula163> @ChrisJZullo @realDonaldTrump Oh you will confuse the Trumpians with facts. Stop that!!!  Goodness, they are allergic to facts.  Just heard that manufacturing is slowing down to a stand still..hum?
1184982326293549058 2019-10-17 19:59:37 -0400 <NeeceNed> @realDonaldTrump And you got some sad, embarrassed colleagues sitting next to you-  https://t.co/Cx24QYLj94
1184982325890666496 2019-10-17 19:59:37 -0400 <CocktailsLV> @realDonaldTrump is on CSPAN at the Louis Vuitton factory in Alvarado, TX!! This is AWESOME!! Thank you @POTUS for fighting and winning for USA!!
1184982324812943360 2019-10-17 19:59:36 -0400 <ReportGovtCrime> @D_Alex_connect @realDonaldTrump Biden babbled about getting rid of Trump by the 17th.  Pelosi gave what seemed like a veiled threat,...&amp; remember, JFK was assassinated by a liberal...in Dallas, TX - site of tonight's Trump rally (10/17/19).  https://t.co/75qozVWekm
1184982324301070336 2019-10-17 19:59:36 -0400 <Tontolao1> @GOPChairwoman @realDonaldTrump HANOI RONNA PROPAGANDA  SICK MULVENY LET trump CAT OUT OF BAG TODAY ON VIDEO/AUDIO FOR ENTIRE WORLD TO HEAR/SEE  IMPEACH NOW
1184982323277619200 2019-10-17 19:59:36 -0400 <01splcheck> @MSROSALYN @w_terrence @realDonaldTrump @AVoiceNews 😁
1184982322606682112 2019-10-17 19:59:36 -0400 <KINGINTHENO> @RandPaul @catturd2 @realDonaldTrump The 120 hour window should have happened before anyone got killed.
1184982322233389057 2019-10-17 19:59:36 -0400 <odawa49> @realDonaldTrump  https://t.co/Bt6gkm6JMv
1184982321205788673 2019-10-17 19:59:35 -0400 <Hard_Choice> @SarahAMatthews1 @realDonaldTrump Jim Jones.  #Koolaid
1184982319620337664 2019-10-17 19:59:35 -0400 <VanBriscola> @MichaelVonIrvin @realDonaldTrump  https://t.co/bdhUZK9ovQ
1184982319603605506 2019-10-17 19:59:35 -0400 <Cath519> @realjasonstrand @VP @realDonaldTrump @IvankaTrump @RTErdogan Eww
1184982319305674752 2019-10-17 19:59:35 -0400 <Sherrij19285957> @ACGator1 @lesleyabravanel @LindseyGrahamSC @realDonaldTrump @VP @SecPompeo @camanpour 1st when you join the military you understand the risk. Now we asked the Kurdish to defeat ISIS from Syria they did with casualties, now we pull out &amp; they were being killed. ISIS prisoners escape &amp; now become a threat even to Americans.
1184982318928269313 2019-10-17 19:59:35 -0400 <KittleStix> @bad_leg @EugJHawk @realDonaldTrump "Overwhelmingly popular??" U might wanna fact check that again 🤣🤣
1184982317565132800 2019-10-17 19:59:35 -0400 <ESH_GrannySue> @JamesOKeefeIII @BarackObama @realDonaldTrump Barack Obama was there to further exacerbate the mess so that that woman could come in and deal the final blow. They were PUT in office. Now those tgat did must be brought to justice.
1184982317519069186 2019-10-17 19:59:35 -0400 <talk2mereality> @realDonaldTrump you are the most idiotic man I have ever seen!! Let’s pull out if Syria, let 10,000 Isis members go!! I guess you forgot what 911 was? Or, are you just on any side that doesn’t support the USA? You will go down in history as the “WORST President Ever!”
