1087137696047337472 2019-01-20 18:59:59 -0400 <brakkie42> @ThatOneDana @realDonaldTrump  https://t.co/iDLXSkmKj8
1087137666393669634 2019-01-20 18:59:52 -0400 <glassmeg> @marcorubio @realDonaldTrump @POTUS Just open the government....no strings attached.
1087137664669806592 2019-01-20 18:59:51 -0400 <Amy6474561> @realDonaldTrump God  Bless our President Trump. God Bless our Country. Free us from Greed and Lawlessness. Restore Humanity and Love.
1087137663465840640 2019-01-20 18:59:51 -0400 <SushilaWhite> @realDonaldTrump Why hv to be on Jan 29th?? Why not now?? I want hear what is on State of Union.
1087137661062541312 2019-01-20 18:59:51 -0400 <brbarry1> @SenSchumer @realDonaldTrump Take the deal. Open the govt.  DO what IS RIGHT FOR THE COUNTRY.
1087137659691167744 2019-01-20 18:59:50 -0400 <Francesca5611> @marcorubio @realDonaldTrump @POTUS  https://t.co/uJdzq3UXGv
1087137659191988225 2019-01-20 18:59:50 -0400 <JoelGrossmanCRS> @SenJohnThune @realDonaldTrump @POTUS The President owns the shutdown and the holding of Federal Workers hostage is unAmerican!  Open the Government! Do your jobs!
1087137659145863170 2019-01-20 18:59:50 -0400 <BernieMiller8> @RepMarkMeadows @realDonaldTrump He’s frigin stupid
1087137656385998849 2019-01-20 18:59:49 -0400 <sec1968> @kpop1978 @realDonaldTrump Lol
1087137656272814080 2019-01-20 18:59:49 -0400 <Johnhol64075859> @SenJohnThune @realDonaldTrump @POTUS No deal for the deal master
1087137652338495488 2019-01-20 18:59:49 -0400 <Allie4Christ> @RosaGar59968995 @TheRightMelissa @realDonaldTrump The cages were under Obama Where do you think they should put them?
1087137652074266626 2019-01-20 18:59:48 -0400 <langlotz1> @MikeLevinCA @pareising @realDonaldTrump I think we all did. He's such a psychopath, really  not just a sociopath. E.g., Puerto Rico throwing paper towels, no help, thousands died, and he lied. #ImpeachTrump don't wait, please! No excuse to NOT impeach him is convincing
1087137651914956801 2019-01-20 18:59:48 -0400 <Sandra46972884> @Genesis33K @lilbulli1031 @realDonaldTrump I would really like to know what rights were taken away. DemocRATS probably thought this little trick up.
1087137651298201601 2019-01-20 18:59:48 -0400 <stepsha79> @realDonaldTrump Omg...that’s not how it works...🤦🏻‍♀️
1087137650614644736 2019-01-20 18:59:48 -0400 <ChristinesHaven> @realDonaldTrump .No to DACA, ever. It is &amp; was unconstitutional.  It is an epic failure. They must all go. Get in line like the rest of the immigrants.
1087137648509095936 2019-01-20 18:59:48 -0400 <sallcronk> @marcorubio @realDonaldTrump @POTUS Bold to move away from the approved Party verbiage.
1087137648509050880 2019-01-20 18:59:48 -0400 <canyonslm> @FinnFtofte @boom_dilly @SteveKingIA @Bencjacobs @realDonaldTrump There were enough to elect him multiple times.
1087137648202854400 2019-01-20 18:59:48 -0400 <peyton_delia> @realDonaldTrump How many Latinos have you asked 4 6 10 not hard to get those kind of numbers when you only ask a few
1087137647665938432 2019-01-20 18:59:47 -0400 <mariedangelo22> @GOPLeader @realDonaldTrump It was far from a serious offer.  The country is watching and this shutdown belongs to you and your president.  Re-open the government and start negotiating seriously on border security.
1087137646692904960 2019-01-20 18:59:47 -0400 <paulcshipley> @realDonaldTrump Desperate
1087137646529466370 2019-01-20 18:59:47 -0400 <Treazuresaint> @realDonaldTrump Why are the good people of this country suffering at your hands? Do you have any feeling as to what you are doing? Instead of a wall you need to secure you land first and then protect it
1087137646500085765 2019-01-20 18:59:47 -0400 <marlenebeck16> @cathy65435079 @EricTrump @realDonaldTrump Kill me now
1087137646319673344 2019-01-20 18:59:47 -0400 <Chris_Zelina> @realgregloera @realDonaldTrump Kraft mac n cheese &gt; trump steaks
1087137646139330560 2019-01-20 18:59:47 -0400 <RebeccaVenter> @ellievan65 @joefaz @realdonaldtrump surely pales in comparison...”I will build a wall.., a tremendous wall.., of concrete. Mexico will pay for the wall. Believe me!” Yadda Yadda Yadda
1087137645879312385 2019-01-20 18:59:47 -0400 <wdking> @SenJohnThune @realDonaldTrump @POTUS @marcorubio it’s so nice Republicans are endorsing shutting down gov’t to push policy.  So I’m sure y’all will not object when next President shuts down govt for carbon tax, gun background checks or single payer.
1087137643316563968 2019-01-20 18:59:46 -0400 <mtwatts1> @realDonaldTrump Your buildings are tacky and poorly constructed. And you stiff your contractors. Oh, and it’s not true that your wall is under construction.
1087137642871803904 2019-01-20 18:59:46 -0400 <ADFoshee1> @TalbertSwan @krassenstein @EdKrassen @realDonaldTrump This coming from a Bishop?  Did you forget or are you ignoring Jesus and his commandments for the "New Covenant"?
1087137642670510080 2019-01-20 18:59:46 -0400 <Mycatsarerocks> @RepSwalwell @realDonaldTrump Terrorists take people hostage and we don't negotiate with terrorists.  Trump has taken our government hostage and we don't negotiate with terrorists.  If Dems negotiate now Trump will use this tactic everytime he wants something instead of going through Congress.  It stops NOW!
1087137642398081024 2019-01-20 18:59:46 -0400 <Okhariatane> @realDonaldTrump Doesn't "amnesty" imply you did something wrong? Please explain what these kids who were brought here against their will did wrong. Poor choice of parents?
1087137642364444679 2019-01-20 18:59:46 -0400 <canada316> @VP @realDonaldTrump @POTUS The is coming from the guy who said ISIS  is gone just hours after they blew up a restaurant that killed 4 Americans.
1087137641848545280 2019-01-20 18:59:46 -0400 <bmax4christ> @SenJohnThune @realDonaldTrump @POTUS How about a plan to snatch land from hard working Americans via eminent domain. A plan that will be tied up in court for years. That is the Presidents plan.
1087137641374670849 2019-01-20 18:59:46 -0400 <DerenzoJohn> @marcorubio @realDonaldTrump @POTUS PLEASE TELL US SOMETHING WE DON T KNOW
1087137639826780161 2019-01-20 18:59:46 -0400 <wthidk1> @realDonaldTrump Not this Hispanic.  I wouldn't vote for you even if you were the only candidate on the ballot.
1087137637331333120 2019-01-20 18:59:45 -0400 <HuckmonAme> @RepMarkMeadows @realDonaldTrump No,no,no...Mexico will pay for wall. Trump quote. I am American taxpayer. He campaigned that Mexico would pay for wall, not Americans. Stick to your campaign promise Republicans!
1087137636144148481 2019-01-20 18:59:45 -0400 <psychiatron> @realDonaldTrump @LoganNewberry22 At best they should allowed to remain and wait in line to become legal immigrants depending on their record in USA. Not amnesty.
1087137635972407298 2019-01-20 18:59:45 -0400 <Susan67886916> @kristinms6 @VelikyK @jenlyoder @candyjunky321 @Alyssa_Milano @realDonaldTrump Yes, don't put people in boxes.
1087137634588258305 2019-01-20 18:59:44 -0400 <Justbu9> @SharonMcCammon1 @SenJohnThune @realDonaldTrump @POTUS Get yourself some more knee pads...those are warn out...
1087137634579820544 2019-01-20 18:59:44 -0400 <TimeIsFinishing> @sstsinger714 @MozziesMom @eugenegu @realDonaldTrump Last Day Events 08 The Cities  https://t.co/PnFCjYQA8q
1087137629324292103 2019-01-20 18:59:43 -0400 <the_d_in_seatwn> @Jenlskelly @RACHAELPHANEUF @ida_skibenes @realDonaldTrump  https://t.co/lca7fDbz5b
1087137627894149125 2019-01-20 18:59:43 -0400 <zhentarium6> @marcorubio @realDonaldTrump @POTUS Trump is giving back something he took away from the Democrats so he can get something he wants
1087137623762747393 2019-01-20 18:59:42 -0400 <drdsokol34> @fractalex @realDonaldTrump You asked, I answered.
1087137623011983362 2019-01-20 18:59:42 -0400 <Curtycurt27> @RepMarkMeadows @realDonaldTrump They said they would but he has to open the government back up FIRST. The fact he's willing to basically hold the country hostage just to get his way and keep a silly promise he made to his idiot worshippers says that the shutdown is about HIM. Not immigration.
1087137622391181312 2019-01-20 18:59:41 -0400 <enriquefreed> @alicetweet @SpeakerPelosi @realDonaldTrump @AnaCabrera Or as he said make Mexico pay for it. Still waiting.
1087137622122586112 2019-01-20 18:59:41 -0400 <Jeffrey86437753> @GOP, @realDonaldTrump, stop with the propaganda. After over 7000 lies and false statements during this administration, intelligent people no longer believe you.
1087137621292273665 2019-01-20 18:59:41 -0400 <DTraupman> @realDonaldTrump Dude, eat a Snickers or twelve.
1087137620734459911 2019-01-20 18:59:41 -0400 <Dee_Easley> @kwhitney2015 @StarnesDouglas @RMD195619741979 @trumper_tantrum @veteranhank @realDonaldTrump Has zero to do with my above comment but whatever.
1087137620533133314 2019-01-20 18:59:41 -0400 <GracieGodzuki> @AnnCoulter @realDonaldTrump , I don't think your boss is happy with you
1087137618163310593 2019-01-20 18:59:40 -0400 <RobBrownlee3> @realDonaldTrump Go Trump Go
1087137617882148864 2019-01-20 18:59:40 -0400 <NancyThibedeau> @davidaxelrod @realDonaldTrump @BuzzFeed I don’t even believe him when he might be telling the truth. However, can’t think of an example.
1087137617567571968 2019-01-20 18:59:40 -0400 <mariaspiano> @maniacal_zebra @realDonaldTrump Who’s words?
1087137615499780096 2019-01-20 18:59:40 -0400 <Ccaragon57> @ThePresObama @MissNyetTrump @realDonaldTrump @DonaldJTrumpJr @EricTrump @IvankaTrump Looks like a bunch of People with White Hoods on their heads
1087137614459740160 2019-01-20 18:59:39 -0400 <buster54> @realDonaldTrump @POTUS I hope if there is a god he strikes you down with death because you are destroying this country Mr, Con man!!!!
1087137611985182727 2019-01-20 18:59:39 -0400 <janovember3> @realDonaldTrump   @hilaryluros LOL. you dumb fuck!  In the history books your name will always have an Astrid ******Good for you, it means nothing. you will always be an afterthought.
1087137610710110209 2019-01-20 18:59:39 -0400 <charcrtkar> @GOPChairwoman @realDonaldTrump what a shame, people have been greatly let down😰
1087137610538147841 2019-01-20 18:59:39 -0400 <slowpaddler> @realDonaldTrump Nah. It’s all you, buddy. Pelosi is as sane as the day is long.
1087137609749385216 2019-01-20 18:59:38 -0400 <Shanks62705315> @sendavidperdue @realDonaldTrump @POTUS Idiot
1087137609531473920 2019-01-20 18:59:38 -0400 <_LisaGrace_> @realDonaldTrump @POTUS  https://t.co/Kp26cPVmhQ
1087137609015590913 2019-01-20 18:59:38 -0400 <Erisa724> @SenThomTillis @realDonaldTrump This is not a compromise!  He only offered a temporary fix to something he took away!
1087137608965255170 2019-01-20 18:59:38 -0400 <splantyboy> @MikeSiracuse @eugenegu @realDonaldTrump Tipping point is a cop out. Does not apply. Most of Earths history has seen CO2 in excess of 500 PPMs. Was that beyond this mythical tipping point?  If not what is the tipping point?
1087137608902283266 2019-01-20 18:59:38 -0400 <cptbagger> @realDonaldTrump It isn’t trickling down and the debt will come home to roost. Only an idiot believes in you. Wait until the other 90%+ pays thrifv2018 taxes and realizes they were screwed by you.
1087137607811686401 2019-01-20 18:59:38 -0400 <schachin> @realDonaldTrump Want to help your fellow working Americans &amp; put an end to this #TrumpShutdown ?   The Republicans have the votes to reopen the government. @senatemajldr just won't hold the vote.  Burn up their phones.  Fill their voice mail.  Call them. #DemandAVote   #Trump #SundayThoughts  https://t.co/Rd3uKKPas5
1087137607102869504 2019-01-20 18:59:38 -0400 <KLM450> @marcorubio @realDonaldTrump @POTUS Marco Rubio is just a Trump Puppet.
1087137606826147840 2019-01-20 18:59:38 -0400 <rkgto_ray> @realDonaldTrump And you are petrified of Anne Coulter and Rush Limpoo!
1087137605366546432 2019-01-20 18:59:37 -0400 <DistantResister> @SenJohnThune @realDonaldTrump @POTUS How about you tell Mitch to call a vote on one of the 9 bills that the house passed to reopen the government and do your job? Unwavering support of trump will be the downfall of the GOP
1087137604955295744 2019-01-20 18:59:37 -0400 <Reneguard7> @RepSwalwell @realDonaldTrump 👍🏼😊👍🏼😊👍🏼😊👍🏼😊...🇺🇸
1087137604636692480 2019-01-20 18:59:37 -0400 <SelkaDarla> @realDonaldTrump Aren't you proud of the young men who mocked the Native American? That's what you are doing with your racist narcissistic rhetoric. You should be real proud of yourself. That's what you doing to the country. I don't think needing a wall is that important
1087137603353231360 2019-01-20 18:59:37 -0400 <langej> @SenThomTillis @realDonaldTrump It is time for the President to stop playing with the lives of his own federal workers.  Open the government NOW!
1087137603046932480 2019-01-20 18:59:37 -0400 <PamelaQuitiquit> @marcorubio @realDonaldTrump @POTUS But people with eyes, ears and a brain might not agree with your assessment. Obviously, no Republican can deal with Trump! Blaming Dems is hilarious and disingenuous. You're stressing your base to failure.
1087137600559857664 2019-01-20 18:59:36 -0400 <nnneddy> @MeetThePress @RudyGiuliani Seriously - does @realDonaldTrump pay @RudyGiuliani for his 'expertise'? In every interview he nearly implicates the president in another scandal.  Next ask Rudy about the Russia hooker pee tapes - he will probably pull out a VHS...  #TrumpShutdown #RussianAsset #ImpeachTrump  https://t.co/OGCYDgnox1
1087137600278736896 2019-01-20 18:59:36 -0400 <alice13C> @marcorubio @realDonaldTrump @POTUS why is it so difficult to understand that the majority of Americans do NOT want a wall or the expense---check out the deficit!!
1087137598882136064 2019-01-20 18:59:36 -0400 <HisLoveEvang> Our awesome @POTUS @realDonaldTrump took time out to chime in and comment on @RealCandaceO’s #BLEXIT event! Way to go my fellow #blackconservative Sister!!!
1087137597846179844 2019-01-20 18:59:36 -0400 <MWeinberger_NYC> @IDF Knock them to the 18th century!! 🇺🇸🇮🇱🇺🇸🇮🇱🇺🇸🇮🇱@realDonaldTrump @netanyahu
1087137597455921152 2019-01-20 18:59:35 -0400 <Shawman23> @SpeakerPelosi @realDonaldTrump Donald - you're the completely irrational one. And you had two years w house and Senate control to get your stupid wall. Duh dude. And all a person has to do is read your two years worth of tweets to see how terrible and IRRATIONAL of a person you are. Not Nancy. R you kidding?
1087137597049036800 2019-01-20 18:59:35 -0400 <Sb43189Steve> @realDonaldTrump They have not treated you hard enough, but Muller and Cohen will.
1087137596277288960 2019-01-20 18:59:35 -0400 <DavidMa97314110> @RepSwalwell @4sunnyday6 @realDonaldTrump Impeach him NOW!! He did not live up to the OATH he took.
1087137596130672645 2019-01-20 18:59:35 -0400 <stella_louro> @RepMarkMeadows @realDonaldTrump Hang it up Mark - even the base is wise to Trumps incessant lying.... and not one of them respects a lapdog like you.
1087137594402656257 2019-01-20 18:59:35 -0400 <Char74able> @eugenegu @realDonaldTrump  https://t.co/O7MvbQj65x
1087137593358192645 2019-01-20 18:59:34 -0400 <Nagnalman> @marcorubio @realDonaldTrump @POTUS Like R’s did ?
1087137592561274887 2019-01-20 18:59:34 -0400 <SpeakBravely> @gardens4me @davidaxelrod @realDonaldTrump @BuzzFeed  https://t.co/HcUHH4T4Gi
1087137591487541248 2019-01-20 18:59:34 -0400 <BAalways65> @irritatedwoman @realDonaldTrump Higher taxes...
1087137590346739713 2019-01-20 18:59:34 -0400 <charlottesix6> @marcorubio @realDonaldTrump @POTUS Stand up and be a man. Someday history is going to reveal this crime family. Remember Hitler built great buildings. Jobs. Healthcare but look how immoral he was.
1087137589113438208 2019-01-20 18:59:33 -0400 <crimdeb77> @GaryReddick @marklevinshow @realDonaldTrump And so it's the same with democrats and how many of them are tied to Russia.
1087137588501270528 2019-01-20 18:59:33 -0400 <bettyjoefranci1> @realDonaldTrump Well why don't you give them some money to build the wall .you have plenty of money
1087137588366970881 2019-01-20 18:59:33 -0400 <verybeez> Really?  🤔... They should speak up!  #FederalEmployees #TrumpShutdowm #TrumpShutdownDay30 #FederalEmployeeshostage @POTUS @realDonaldTrump @SpeakerPelosi @SenSchumer @SenMajLdr  https://t.co/Ri5K7CtXbs
1087137587796561921 2019-01-20 18:59:33 -0400 <BellanMelissa> @logicalhippie1 @steph93065 @realDonaldTrump No sweetie, it’s not my job to explain to you what is patently obvious to everyone but you.
1087137586727002112 2019-01-20 18:59:33 -0400 <DD93778941> @Jemcosker @SenJohnThune @realDonaldTrump @POTUS I would like to see how foreign aid is used and also the congress sex slush fund details
1087137586244661249 2019-01-20 18:59:33 -0400 <Janet31911021> @Sethcea @realDonaldTrump Bot.
1087137583396737025 2019-01-20 18:59:32 -0400 <wrtstf> I don't care, do you? @realDonaldTrump aka #PresidentPantsonFire #FactsMatter #TrumpShutdown
1087137582876708864 2019-01-20 18:59:32 -0400 <DonnyDidGo> @pknganameishard @_etgeeee_ @AfricaNewYork @FritsGewoon @ltnldy805 @realDonaldTrump She was responding to the poster who used the Alex Jones "Michael Obama" "Michelle is a man" disgusting hate speech against our former beautiful First Lady. So you can get off your high horse.
1087137582528356352 2019-01-20 18:59:32 -0400 <Badonky1> @realDonaldTrump Have you no shame you vapid narcissist? This man stood for equality,  not segregation. Hiw many must pay the price for your publicity whoring?
1087137581110833152 2019-01-20 18:59:32 -0400 <nancy_mahony> NO! NO! NO! @VP 🔥🔥🔥 @realDonaldTrump is the antithesis of MLK. I just can’t even fathom your thinking...or lack thereof...
1087137578766217216 2019-01-20 18:59:31 -0400 <ZeitlerAllen> @realDonaldTrump  https://t.co/0HcrlrUv5b
1087137578724323328 2019-01-20 18:59:31 -0400 <DTNMP> @MaguireRobbie @realDonaldTrump 2 terms?  #Delusional
1087137577797267456 2019-01-20 18:59:31 -0400 <johnrider669> @SenThomTillis @realDonaldTrump It’s a joke, just like Thom.
1087137576438431744 2019-01-20 18:59:30 -0400 <smgllc1312> @realDonaldTrump FAKE NEWS!!!
1087137576127995904 2019-01-20 18:59:30 -0400 <bukeye66> @realDonaldTrump You need to shout it. Go down to tomorrow's press conference and take it over. Tell about North Korea.  Tell them about your deal and how the dems dont want to do anything press it. Put it in their face
1087137574362247168 2019-01-20 18:59:30 -0400 <JO90997475> @Drtom11Richards @realDonaldTrump Lol
1087137574127321090 2019-01-20 18:59:30 -0400 <MAV333RDLancers> @Trinah21 @realDonaldTrump  https://t.co/6kaxVaSTbU
1087137572562833410 2019-01-20 18:59:29 -0400 <almunoz610> @RepMarkMeadows @realDonaldTrump Unfortunately the liberal democrats are not interested..it's not about the wall, it's all about the hate they have for the president. What's even sadder is the fake news media is just as vile.
1087137568712544257 2019-01-20 18:59:29 -0400 <SelkaDarla> @realDonaldTrump Aren't you proud of the young men who mocked the Native American? That's what you are doing with your racist narcissistic rhetoric. You should be real proud of yourself. That's what you doing to the country. I don't think needing a wall is that important
1087137568448163841 2019-01-20 18:59:29 -0400 <WittDhmachine> @RepMarkMeadows @realDonaldTrump So its fine for FAUXtus to act like a child for nearly a month now though right? The fact is more people than not agree this 25 billion dollar monument to Trumps ego is an ineffective and xenophobic non solution to the problem.
1087137568393588736 2019-01-20 18:59:29 -0400 <StanleyMickiew4> @GeraldoRivera @realDonaldTrump Wake up! This is a criminal investigation! They're not going to cast aside the rule of law just because you're impatient! Go find a vault to open! #trumpshutdown
1087137567768637440 2019-01-20 18:59:28 -0400 <DD_214Veteran> @marcorubio @realDonaldTrump @POTUS I hope the American people really see that the Dems do not want to give Trump any kind of win. Either it is the budget, border security, DACA or ANYTHING. President Trump IS NOT the one making the 800,000+ workers suffer. It is The Dems
1087137567697383425 2019-01-20 18:59:28 -0400 <ShellbackSteve> @gregfessenden @OHGrandmaKay @FritsGewoon @ltnldy805 @realDonaldTrump That's OK Lloyd. I bet being hooked on tide pods makes for a miserable life. I'm praying for you.
1087137567215157248 2019-01-20 18:59:28 -0400 <PhotoSchop> Misspoke?? LOL.... yeah, right. Oh, @realDonaldTrump , if only there was a way to believe you or anyone in your administration about ANYTHING.
1087137566598541313 2019-01-20 18:59:28 -0400 <sharon_mccarson> @bigredwavenow @realDonaldTrump @DonaldJTrumpJr @WhiteHouse @SecretService @NSAGov @POTUS_Schedule That was perfect Santa we love you
1087137566577606656 2019-01-20 18:59:28 -0400 <onlylysa> @realDonaldTrump #DonnieDouchebag  #TrumpShutdown #TrumpShutdown #TrumpMitchShutdown #TrumpMcConnellPenceGOPShutdown TrumpMcC
1087137566455939074 2019-01-20 18:59:28 -0400 <PoisonPinkFluff> Not a single dollar should even be considered for a #WallPenis monument to @realDonaldTrump idiocy until Flint gets clean water. The real national emergency is the fact these Americans still don’t have clean water. @SenateGOP @HouseGOP @HouseDemocrats @SenateDems
1087137565080281088 2019-01-20 18:59:28 -0400 <nyrover525> @realDonaldTrump Dicktator Trump - Release the 800,000 hostages now. America does not negotiate with terrorists.
1087137565034115073 2019-01-20 18:59:28 -0400 <DonnaFeatherst7> @realDonaldTrump Delusional!
1087137564442722305 2019-01-20 18:59:28 -0400 <ChanParody> @Real_Pakichu4 @realDonaldTrump Now you’ve done it, the navy seals are closing in.
1087137563968761856 2019-01-20 18:59:27 -0400 <HavanaClub82> @SexCounseling @realDonaldTrump I dont need much follower... I just said what Europe thinks about "your" President... thats all. Europe thinks he is a joke and by beeing a joke he is the biggest thread to democracy, knowingly or unnknowingly doesnt matter. I just question the IQ of those who still support him.
1087137563599687680 2019-01-20 18:59:27 -0400 <maryhilliard45> @MaryDianeCrame2 @realDonaldTrump BINGO BINGO  BINGO BINGO Play it like @KremlinRussia_E does in his country @realDonaldTrump. You forget though America is not Russia. 90% are intelligent.  And you're counting on 10%? HAHAHAHAHA  HAHAHAHAHA  And forgetting about LAW? HAHAHAHAHA  HAHAHAHAHA #TrumpShutdown
1087137560596496389 2019-01-20 18:59:27 -0400 <Char74able> @counterchekist @realDonaldTrump  https://t.co/O7MvbQj65x
1087137560399437824 2019-01-20 18:59:27 -0400 <GeriMonteiro> @Sethcea @realDonaldTrump Names and places please.
