922975994129944576 2017-10-24 19:59:59 -0400 <bobroge72708383> @ericbolling @realDonaldTrump That's 14 months to long
922975975842791425 2017-10-24 19:59:55 -0400 <tessasmarty> @realDonaldTrump   https://t.co/eX1rHnwTOh
922975975746387968 2017-10-24 19:59:55 -0400 <ignomaniac> @politicalsupper @JeffFlake @SenBobCorker @realDonaldTrump What planet are you on?
922975975549362176 2017-10-24 19:59:55 -0400 <ttownorso> @liberal_destroy @GeraldoRivera @realDonaldTrump I don’t think you know much about liberals. And I’m probably more of a social democrat anyways.
922975975109021696 2017-10-24 19:59:55 -0400 <susmoo96> @w_terrence @FoxNews @seanhannity @foxandfriends @kelliwardaz @TuckerCarlson @realDonaldTrump Spectacular! 😂🇺🇸😂🇺🇸
922975973506662400 2017-10-24 19:59:54 -0400 <worldofmarilyn1> @realDonaldTrump Most? We'll see They are dropping like flies
922975973083054080 2017-10-24 19:59:54 -0400 <martyblake> #AlertTheDaycareStaff @realDonaldTrump that is a great hashtag!!!
922975972630188032 2017-10-24 19:59:54 -0400 <RickA85876728> @liberal6th @crabbydick @thehill @realDonaldTrump Denali means The High One someone must not have liked that
922975972617531393 2017-10-24 19:59:54 -0400 <Pappypete379> @realDonaldTrump @POTUS @SecElaineChao thought you were for CREATEING JOBS NOT ENDING JOBS STOP THE #ELDMANDATE #ELDORME R SHUT AMERICA DOWN
922975971162185728 2017-10-24 19:59:54 -0400 <solardiscord> @NABCEP Very useful for rapid deployment of solar power in emergency power situations @realDonaldTrump @VP @SecretaryPerry @ScottPruittOK
922975971120222208 2017-10-24 19:59:54 -0400 <Aub_Lee> @realDonaldTrump 😂😂😂😂 Wow, how pathetic
922975966749655041 2017-10-24 19:59:53 -0400 <Sunluvr16> @realDonaldTrump Secretly most want you to go away but they dont have the guts to tell you to your face
922975966636445696 2017-10-24 19:59:53 -0400 <eucalyptus61> @Impeach_D_Trump @_CharlesPreston @realDonaldTrump   https://t.co/lc9uMf9hQD
922975965835354112 2017-10-24 19:59:52 -0400 <sweet2meb4> @realDonaldTrump @USUN @UN @WhiteHouse @nikkihaley #25thAmendment
922975963742322688 2017-10-24 19:59:52 -0400 <mjmresists> @realDonaldTrump You have no right to even comment on this topic.  You gave up that right with your disrespect of good star widow
922975963356549122 2017-10-24 19:59:52 -0400 <John43280570> @realDonaldTrump  https://t.co/k2sYSvScfN
922975963104739328 2017-10-24 19:59:52 -0400 <RandyHawkinson> @realDonaldTrump Standing ovations for you? You must point that out. Your ego needs that every day. Psychologically ill man as president. God help us all.
922975962244907008 2017-10-24 19:59:52 -0400 <Maj_Hatred> @realDonaldTrump A President is supposed to have class and dignity. Not be a  de-evolved knuckle dragging racist. #ResignNow #25Amendment
922975960386871296 2017-10-24 19:59:51 -0400 <TrumpTheBWipe> Good for them! But, oh how awful.  Our President, et al, would never try to dig up dirt on Hilary @realDonaldTrump   https://t.co/eAsfaE2CcS
922975958344253440 2017-10-24 19:59:51 -0400 <NewAbnormal19> @EdKrassen @IRdotnet @realDonaldTrump When Trump dies his ghost will come back to Tweet about the hugely crowd of mourners.
922975955332796416 2017-10-24 19:59:50 -0400 <gemafge> @realDonaldTrump Most are fakers.
922975954946760704 2017-10-24 19:59:50 -0400 <Hayle138> @BrianPaulStuart @agraddi @realDonaldTrump I won't forget!
922975954884071425 2017-10-24 19:59:50 -0400 <jane_ravenswood> @realDonaldTrump Poor Donnie, still a failure, President Bone Spurs dishonors soldiers and families.  #TrumpProfoundLoser
922975953697034240 2017-10-24 19:59:50 -0400 <EdTechMStarrett> @Realjmannarino @realDonaldTrump John McCain has more courage and integrity than the entire Trump Family. You are proving to be a sheep with your comments.
922975951197298688 2017-10-24 19:59:49 -0400 <establishmentno> @realDonaldTrump I believe TRUMP is anointed by God to change the course of America! I pray God guides each step &amp; blesses everything he sets his hands to!
922975948294819840 2017-10-24 19:59:48 -0400 <CiCi1BeMe> @realDonaldTrump @POTUS 4/? met with the House Intelligence Committee for almost 6 hours
922975947070099458 2017-10-24 19:59:48 -0400 <DanRev_docRpill> @Hoosiers1986 @POTUS @VP @realDonaldTrump @crusher614 @StacyLStiles @jojoh888 @RightWingAngel @WhiskeeWarrior @ArizonaKayte @TrumpsBlonde @RealRoseTaylor @alozrasT @carrieksada   https://t.co/Bm9rpIRXue
922975943651741697 2017-10-24 19:59:47 -0400 <carolkremer051> @realDonaldTrump Not so nice for them. How sad that you have to pretend you are liked by congress.  They are horrified by your lies and bullying behavior.
922975942414397440 2017-10-24 19:59:47 -0400 <mallen5904> @American1765 @WrEtcH_ @realDonaldTrump The weather and riots were also a big factor. These riots were a whole lot worse than those the right had when Obama was elected.
922975937804808192 2017-10-24 19:59:46 -0400 <Iamlucky87> @StayRight2020 @LouAnnPresley1 @Joy_Villa @realDonaldTrump Again do you have proof to your claims or are you just speculating?
922975935351140354 2017-10-24 19:59:45 -0400 <1983resist> @realDonaldTrump @Shelby14_02   https://t.co/CF2KmiRUDi
922975934466134016 2017-10-24 19:59:45 -0400 <HazGoneFishin> @MichaelRWest1 @beijasmom @TheSlimHades @realDonaldTrump 🤣😂😇🤗🙏😘
922975934013165568 2017-10-24 19:59:45 -0400 <Sch00ln3rd> @RepBarbie88 @TheAnaBraga @sugarbuzzz05 @saavytaylor1 @ashley_formo @CheReal85 @bjorkianrice @danwalterwriter @SenBobCorker You’re right. It was bad language...did you speak out when @realDonaldTrump used such language about NFL or these words to boy scouts?
922975930854731776 2017-10-24 19:59:44 -0400 <Centient> @realDonaldTrump When you gonna enforce Russian sanctions? You want the people to stand with you instead of fighting you, DO YOUR JOB!
922975930796204032 2017-10-24 19:59:44 -0400 <JuneMit12065708> @NC_24 @EricTrump @realDonaldTrump Are you really a trump because you really don't look like them maybe mommy lied or daddy did I cannot imagine having sex with that man
922975930573668352 2017-10-24 19:59:44 -0400 <Bendavi22118922> @realDonaldTrump And democrats don’t
922975930393427968 2017-10-24 19:59:44 -0400 <Just_A_Joe> @w_terrence @DineshDSouza @FoxNews @seanhannity @foxandfriends @kelliwardaz @TuckerCarlson @realDonaldTrump Luv this dude! Says what we think but always makes it hilarious!
922975930020229120 2017-10-24 19:59:44 -0400 <DonnaKi44122> @realDonaldTrump Look at your record, loser. Pitiful. You couldn't pass a bill to save your your life. That's why you rule by executive order.
922975929437061120 2017-10-24 19:59:44 -0400 <buellforlife> @KimsRandomLife @realDonaldTrump @RegrettingTrump no more 'u made ur bed, etc' Putin &amp; 45 wants division/paid alot of money 4 it. Kim, u wanna b the pink ranger?! #powerrangersunite #Resist  https://t.co/uJsc9K4KZ1
922975929239867392 2017-10-24 19:59:44 -0400 <heather41495> @IngrahamAngle @realDonaldTrump @HillaryClinton So NOT surprised!
922975927423897600 2017-10-24 19:59:43 -0400 <Dj_Richie_Dan> @realDonaldTrump Waiting for the leaks to come later from those in the room  https://t.co/3a3idIXLxr
922975925293248512 2017-10-24 19:59:43 -0400 <shelb724> @realDonaldTrump It will be even nicer when you are in jail!  #trumpisatraitor #TrumpIsTheWorstPresidentEver
922975922839543809 2017-10-24 19:59:42 -0400 <JRCDH> @realDonaldTrump WHEN DO YOU LEAVE?💩💩💩🆘🆘🆘🆘🆘🇺🇸🇺🇸🇺🇸🇺🇸⏱️⏱️⏱️⏱️
922975921744896000 2017-10-24 19:59:42 -0400 <SamNicolard> @RogueOne1228 @presbo @eugenegu @DemocracyMD1776 @danibostick @GregShugar @realDonaldTrump @bpolitics Ms 13 is being targeted. You'd find exception with anything this man does because you're programmed to.
922975918276177920 2017-10-24 19:59:41 -0400 <cdbehler64> @SenSchumer @realDonaldTrump Chuck give up! Cheetolini will never lead...time to impeach the slob
922975913561636864 2017-10-24 19:59:40 -0400 <SilentMenagerie> @BeatlebratEsq @lornafrojd @princezlisa @AmyJillDavis @realDonaldTrump @teamcombover16 Still waiting for that answer. Any more diversions?
922975911623852032 2017-10-24 19:59:40 -0400 <Claudia01165089> @_CharlesPreston @realDonaldTrump   https://t.co/HY25qOqkEJ
922975908830613508 2017-10-24 19:59:39 -0400 <happydem18> @SHSanders45 lives in @realDonaldTrump fake world, where facts &amp; truth don’t live! #dishonest #corrupt #losers  https://t.co/roxulLE5mv
922975908021010432 2017-10-24 19:59:39 -0400 <Ed93752970> @realDonaldTrump What a joke
922975907060387840 2017-10-24 19:59:38 -0400 <BobSmith90503> @HeyTammyBruce @realDonaldTrump My god, is there no end to this awfulness? What's next? BUILD A WALL?!?!?!
922975905324003328 2017-10-24 19:59:38 -0400 <cascadian00> @realDonaldTrump They're faking it, just like every woman you've ever banged.
922975904854294529 2017-10-24 19:59:38 -0400 <MaryFar79417564> @realDonaldTrump Calm before the storm
922975902778007555 2017-10-24 19:59:37 -0400 <sharoncliff1> @realDonaldTrump #fakeTIMEcover
922975900672524288 2017-10-24 19:59:37 -0400 <LisaYoungMorri3> @realDonaldTrump that's not helping. Him talking u not makes ass of him u president
922975900173524992 2017-10-24 19:59:37 -0400 <ChrisMc331> @realDonaldTrump You talking about multiple standing ovations sounds like another thing you say a lot: Your Inaugural crowds were the biggest ever. Riiiight.
922975899875758083 2017-10-24 19:59:37 -0400 <DistopiaNow> Reuters/Ipsos poll. : Less than 1/3rd of Americans back #MinorityPresident @realDonaldTrump 's tax plan. :  https://t.co/NzOy5p8SWw @Reuters
922975898319708160 2017-10-24 19:59:36 -0400 <cathyj2015> @realDonaldTrump A fifth grader bullying another fifth grader calling names was suspended from school his comment, ( our president does it)
922975897816260608 2017-10-24 19:59:36 -0400 <karma_nimashan> @dallascowboywit @AntonioSabatoJr @POTUS @realDonaldTrump Exactly! Haha
922975897346498560 2017-10-24 19:59:36 -0400 <911_callthecops> @laneshoney @realDonaldTrump Haha.........he is your president and he will be for two terms. Gosh I never get tired or winning 😂🤣
922975897182904320 2017-10-24 19:59:36 -0400 <TweetiepieHawly> @GigiGenest @JuddLegum @GOP @realDonaldTrump Agreed, but hero is the wrong word. He’s only a hero compared to rest of spineless GOP. They all have DUTY to speak and right this wrong!
922975895815471104 2017-10-24 19:59:36 -0400 <Paul19297798> @EdKrassen @IRdotnet @realDonaldTrump Ed you have no clue
922975895123398657 2017-10-24 19:59:36 -0400 <DamonBeacham> No father worth a damn would ever randomly talk about grabbing pussy. You are a sick man. @realDonaldTrump
922975893005520896 2017-10-24 19:59:35 -0400 <kickoffrock> @realDonaldTrump You're truly a tiny man. Incredible. And I thought, according to you, we were doing wonderful #MakeUpYourMind #TwoTongued
922975892766203904 2017-10-24 19:59:35 -0400 <aspeer10> @realDonaldTrump You and John Kelly owe Rep. Wilson an apology.  How dare you dispute the widow!  She gets a hall pass.  You don’t!
922975892523180032 2017-10-24 19:59:35 -0400 <Trumphobia7> @realDonaldTrump Bla bla bla...me me me...
922975891365474305 2017-10-24 19:59:35 -0400 <barryweber> @realDonaldTrump One Republican senator, though, showed balls..
922975889373016065 2017-10-24 19:59:34 -0400 <amarvarma> Are you tired of the chaos, the antagonizing, the lies, the immaturity of Trump.  Time for Trump to go  @realDonaldTrump #MAGA  https://t.co/Y13kVm6r5a
922975888672788480 2017-10-24 19:59:34 -0400 <I_Vote_Blue_PA> @debstweeters @Top_Sergeant @realDonaldTrump @GOP Not a conspiracy,  it's true
922975887800328194 2017-10-24 19:59:34 -0400 <mkey_key> @realDonaldTrump You are the incompetent one ..  stop with your insane tweets ... we f*cking hate your childish behavior MORON!!
922975884935434240 2017-10-24 19:59:33 -0400 <Chelleld16> @realDonaldTrump You mean tax cuts that benefit you &amp; the donor class (Kochs,Mercer’s) making the rich richer off backs of working class.
922975883845042181 2017-10-24 19:59:33 -0400 <sweet2meb4> @realDonaldTrump #ENOUGH
922975883790393344 2017-10-24 19:59:33 -0400 <JigsawFirefly> @EpiphanyPoet @chelseahandler @realDonaldTrump 👏🏻😂😂
922975880640696325 2017-10-24 19:59:32 -0400 <epluribusunumb1> Unfortunately, @realDonaldTrump seems constitutionally incapable of taking responsibility for anything.  https://t.co/WsipILgrk4
922975879025909761 2017-10-24 19:59:32 -0400 <LoD_420> @realDonaldTrump How much orange sphincter dust did you get on their smug little faces?
922975878891446272 2017-10-24 19:59:32 -0400 <RobRoy181> Yes @Twitter @ABC @CBS @nbc @CNN @BBC and the network @foxandfriends that loves those Sexual Predators, @realDonaldTrump @BillOReilly  https://t.co/mVALOm4R3H
922975877750771712 2017-10-24 19:59:31 -0400 <DonnaDeCicco1> @JohnJarrard1 @Trump_Regrets @realDonaldTrump What an absolutely ridiculous reason to vote for him!
922975875875958785 2017-10-24 19:59:31 -0400 <MomsThoughts> @AndrewNancarrow @1DBDANNO @Carriefouts1 @VetsResist45 @bookemdano50 @SenSchumer @realDonaldTrump When they can't get tax cuts for the rich,  the stock market will tank. Because only rich really benefit from market ...and Trump's tax cuts
922975873170538496 2017-10-24 19:59:30 -0400 <Mo_midwestgirl> @Impeach_D_Trump @EmmaKennedy @realDonaldTrump You can't impeach someone just because you don't like them.
922975873032179713 2017-10-24 19:59:30 -0400 <periwinkleiris> @realDonaldTrump LOL
922975871518105600 2017-10-24 19:59:30 -0400 <Covfefe76> @Hoosiers1986 @POTUS @VP @realDonaldTrump @crusher614 @StacyLStiles @jojoh888 @RightWingAngel @WhiskeeWarrior @ArizonaKayte @TrumpsBlonde @RealRoseTaylor @alozrasT @carrieksada He lost all his business with Cuba , loves Dreamers &amp; Ilegals bye 👋🏻 Fake Flake Another RINO CURBELO Florida must go hates @POTUS  #MAGA🇺🇸🏆!
922975871232892932 2017-10-24 19:59:30 -0400 <psbuckner1> @2p2TrollCat @floognoodle @realDonaldTrump @USUN @UN @WhiteHouse @nikkihaley Thanks!  I was finished after my last comment - I'm not arguing :)
922975870230388742 2017-10-24 19:59:30 -0400 <peggysadams> @yashar Should be interesting since @realDonaldTrump doesn't know a thing about tax policy, but I'll bet he puffs up his chest and tells us what a wonderful job he's doing about everything.
922975866413637638 2017-10-24 19:59:29 -0400 <ogmarone> @downey1950_w @anderandlob04 @dragon_lady_51 @funder @realDonaldTrump i don't think you understand what happened back then.
922975864597499904 2017-10-24 19:59:28 -0400 <JoeTalkShow> @realDonaldTrump @POTUS  https://t.co/1kNnNB09vb
922975862777110528 2017-10-24 19:59:28 -0400 <stopfscmnow> @realDonaldTrump It  is  time for our   complicity  and  our  accommodation of  the   unacceptable to  end.
922975860512231424 2017-10-24 19:59:27 -0400 <Iamlucky87> @StayRight2020 @LouAnnPresley1 @Joy_Villa @realDonaldTrump Okay took me a min but, I got it.  And although I agree with Laura Loomer being a plant I really dont believe that JV is.
922975860512174080 2017-10-24 19:59:27 -0400 <MDarleneI> @KimCamarato @realDonaldTrump @GOP The best day for a birthday!
922975855751712768 2017-10-24 19:59:26 -0400 <chuckheston0007> @IngrahamAngle @realDonaldTrump @HillaryClinton Ha ha ha 😃😃😃😃😃😃😃😃😃
922975855449690114 2017-10-24 19:59:26 -0400 <organistumc> @EdKrassen @IRdotnet @realDonaldTrump Crowd size probably not much bigger than his small hands.
922975855223214080 2017-10-24 19:59:26 -0400 <MyInfo13848095> @realDonaldTrump You just love having standing ovations don't you.
922975854174588928 2017-10-24 19:59:26 -0400 <wendywamsley> @beth_ede @realDonaldTrump @USUN @UN @WhiteHouse @nikkihaley Hmm, o.k. I will allow that. 😜😀😜
922975851842486272 2017-10-24 19:59:25 -0400 <elihbeckman> @585Conservative @realDonaldTrump But to see that he deepened her pain and instead go on the attack is seriously messed up. Who does that?! No president I can be proud of
922975850936532993 2017-10-24 19:59:25 -0400 <MRW_real_one> @realDonaldTrump Hahaha.   The loony speaks
922975850705846272 2017-10-24 19:59:25 -0400 <ReallySunnyDay> @realDonaldTrump @DonaldJTrumpJr @EricTrump DO NOT VISIT CHINA YET!  Yes: pretty place, nice people. NEVER FORGET: Hardline Communist (&gt; Russia), many factions, some ROGUE.  WAIT 2020!
922975848667508738 2017-10-24 19:59:25 -0400 <grammac61> @JerryLingle @realDonaldTrump they don't give a crap about dumpy .. all there for the koch cash
922975848101269505 2017-10-24 19:59:24 -0400 <Phoeniks73> @realDonaldTrump So you like the republicans again? It's hard to keep up sometimes.
922975846251614208 2017-10-24 19:59:24 -0400 <CiCi1BeMe> @realDonaldTrump @POTUS 3/? Michael Cohen, Trump's personal lawyer and a former lawyer for his business,
922975845756661761 2017-10-24 19:59:24 -0400 <RogueOne1228> @SN_2100 @presbo @eugenegu @DemocracyMD1776 @danibostick @GregShugar @realDonaldTrump @bpolitics But what are we doing about the white nationalists marching and killing people?
922975845207158785 2017-10-24 19:59:24 -0400 <rtblade4> @ericbolling @realDonaldTrump They will vote against America First along with McCain
922975845135683584 2017-10-24 19:59:24 -0400 <spotmegone> @hinesal57 @KaplanABC11 @POTUS @realDonaldTrump @ABC11_WTVD @ABC Not a problem. I neglected to say it until you tweeted. You were just reminding me. #MAGA #AmericaFirst And still - Donald J Trump is POTUS
922975843432796161 2017-10-24 19:59:23 -0400 <Sweetmama326> Ahhh....the swishing sound of the draining swamp....and the rats fleeing. TY @realDonaldTrump  #MAGA 🇺🇸  https://t.co/4uVOHX40S7
922975841956581377 2017-10-24 19:59:23 -0400 <kristalight1> @realDonaldTrump You're delusional
922975841902104576 2017-10-24 19:59:23 -0400 <Hav3n_> @CNN @PressSec is my least favorite person in the @realDonaldTrump White House
922975841512026113 2017-10-24 19:59:23 -0400 <SageerMarie> @JaimsVanDerBeek @JoyAnnReid His presence dirties our WH. Disgusting, stupid, insane person. @realDonaldTrump
922975840316485632 2017-10-24 19:59:23 -0400 <peteramescarlin> @realDonaldTrump But did the 'Republican' 'Senators' give Trump multiple 'standing' 'ovations'? NO! And how do we know? THEY'RE Not Capitalized.
922975838114598913 2017-10-24 19:59:22 -0400 <KaramSamia> @tedlieu @lbsmith @realDonaldTrump Dear Ted, every word comes from Trump's mouth is false, or lies.
922975835900047362 2017-10-24 19:59:21 -0400 <Samicuda> @BrettPransky @SteveDaines @realDonaldTrump No its what an ass-kisser would say!
922975833375105025 2017-10-24 19:59:21 -0400 <aloringh> @nycjim He been the most successful at being the worst president ever. @realDonaldTrump is not only the worst but the stupidest president too.
922975833186340864 2017-10-24 19:59:21 -0400 <Vijicrna> @realDonaldTrump @TheLastRefuge2 Corker and flake will vote No for tax cuts for America! What a shame! The traitors always  traitors! .The swamp is draining itself!
922975832456466432 2017-10-24 19:59:21 -0400 <graymollymoe> @realDonaldTrump @bpolitics Thanks @BarackObama
922975831684714497 2017-10-24 19:59:20 -0400 <kljkatherine> @realDonaldTrump #alertdaycarestaff
922975829256232960 2017-10-24 19:59:20 -0400 <ersatzoriginal> A company built on the backs of illegal aliens that he barely paid! 😡@SenBobCorker @realDonaldTrump #MAGA  https://t.co/4UJohnhuSj
922975829046513664 2017-10-24 19:59:20 -0400 <readicicco> @realDonaldTrump Everything you say, write or think is a lie. You need a good mental health program. #daycarewhitehouse #lyingTrump
922975828631261184 2017-10-24 19:59:20 -0400 <Phaiax> @realDonaldTrump   https://t.co/Kk5AKXjyGi
922975826466955264 2017-10-24 19:59:19 -0400 <__ohdear__> @tomtomorrow @realDonaldTrump   ... or much of anything else.
922975826307633153 2017-10-24 19:59:19 -0400 <pdwhitman5> @realDonaldTrump Was it the most and loudest ovations ever Donny?
922975824546058240 2017-10-24 19:59:19 -0400 <DD93778941> @realDonaldTrump But some are swamp people
922975823593865216 2017-10-24 19:59:19 -0400 <mariclaire81> @loveletters2007 @jack @realDonaldTrump @POTUS  https://t.co/iaIpzdu58y
922975822323077120 2017-10-24 19:59:18 -0400 <periwinkleiris> @realDonaldTrump Thanks Prez
922975821983309824 2017-10-24 19:59:18 -0400 <bethjudge316> @SteveDaines @realDonaldTrump We heard. Many standing ovations. Get a spine.
922975821970771968 2017-10-24 19:59:18 -0400 <Taylornator25> @realDonaldTrump  https://t.co/ePuZsjk5AU u should learn from this guy on integrity!
922975817713487872 2017-10-24 19:59:17 -0400 <murrayjohnsonjr> @mallen5904 @MaryRogers5000 @4thetruthalways @builditnow @FixTheMBTAnow @TesharaWilliam2 @American1765 @realDonaldTrump @GOP Banks needed to be stabilized or everyone would have gone broke. What Obama did was astonishing &amp; then @GOP wouldn't do anything else
922975815163432961 2017-10-24 19:59:17 -0400 <Section322RowX> @realDonaldTrump  https://t.co/JAcuLNiUEw
922975812537724928 2017-10-24 19:59:16 -0400 <noyes1934> @JudicialWatch @realDonaldTrump This is a bad outfit!
922975812378279936 2017-10-24 19:59:16 -0400 <JohnVladykowski> @realDonaldTrump , a message from Albert Einstein :   https://t.co/rF4E7ont9b  https://t.co/cihJCxKI8v
922975811208204288 2017-10-24 19:59:16 -0400 <jcld123> @realDonaldTrump You, sir, are an embarrassment. Bob Corker has more integrity in a toenail than you.
922975809622732801 2017-10-24 19:59:15 -0400 <AymasAqui> @pastormarkburns @BobCorker @JeffFlake @realDonaldTrump #god and the #universe are always Great.  God's Not Dead
922975808586764288 2017-10-24 19:59:15 -0400 <TheRealMomoC> #AlerttheDaycareStaff @realDonaldTrump
922975808217669634 2017-10-24 19:59:15 -0400 <Lyrical_Lord> @realDonaldTrump the incompetent you wanted to be your Vice President? i guess the two of you would've been a perfect pair
922975808091840513 2017-10-24 19:59:15 -0400 <Redheadark> @CheriJacobus @realDonaldTrump The Dunce can't even spell Tennessee! 😬👺
922975807236136960 2017-10-24 19:59:15 -0400 <Dan_Schwartz> @realDonaldTrump BREAKING IN WAPO: Clinton campaign, DNC paid for research that led to Russia dossier  https://t.co/0W0uIiQFnl #Sad
922975806799925248 2017-10-24 19:59:15 -0400 <cindyann1228> @realDonaldTrump Gotta mention the standing ovations???
922975806481223680 2017-10-24 19:59:14 -0400 <coll61490833> @rrey2101 @JudicialWatch @realDonaldTrump And who is surprised?Leopards don't change their spots.Go back to Vietnam singing like a song bird on his fellow POW's. He's always been 👿👀👅
922975806305001473 2017-10-24 19:59:14 -0400 <zeller_amy> We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/DNLqY7Lci0
922975804748910592 2017-10-24 19:59:14 -0400 <skmason3> @realDonaldTrump Are you really so insecure that you have to mention crowd sizes and standing ovations? #getagrip
922975804509712384 2017-10-24 19:59:14 -0400 <vangennep1228> @realDonaldTrump  https://t.co/jaZR4qx1d2      I just wanted to annoy you.
922975802391658496 2017-10-24 19:59:14 -0400 <obrah318> @saldon1201 @mjmruhe @Alyssa_Milano @realDonaldTrump I love how your profile reads and fully agree (also I am a die hard Eagles Fan )
922975801267703809 2017-10-24 19:59:13 -0400 <KevinKennedy002> @DemiWuflower @ColumbiaBugle @realDonaldTrump Start with Trump the swamp monster
922975799308845057 2017-10-24 19:59:13 -0400 <sharee0317> @IngrahamAngle @realDonaldTrump @HillaryClinton *BREAKING NEWS*
922975798696570881 2017-10-24 19:59:13 -0400 <STRINGART1> @realDonaldTrump   https://t.co/jZSvPHffnm
922975798088286208 2017-10-24 19:59:12 -0400 <tundrawolfqueen> @MLPSTA @macionie0507 @kevin_oshiro @VicenteFoxQue @realDonaldTrump They do.
922975796137926656 2017-10-24 19:59:12 -0400 <veclections1> @realDonaldTrump Again you are NOT a decent human being. Scary you are our president 😖
922975793445310464 2017-10-24 19:59:11 -0400 <Rosanna_Red> @mike4354 @realDonaldTrump This is so sick you almost think someone is play acting, but they’re not😳 #TDS  https://t.co/P9ID0WS7AW
922975789766803456 2017-10-24 19:59:10 -0400 <concordpapa4> @realDonaldTrump Bull shit Tubby Trump
922975789200445440 2017-10-24 19:59:10 -0400 <Mesmurize> @washingtonpost Good! Wonder how much @realDonaldTrump &amp; Russia spent investigating @HillaryClinton For sure, we'll never know. @FoxNews @foxandfriends
922975787485093888 2017-10-24 19:59:10 -0400 <Wayne02277698> @MikeAE35 @TommyLeeOwnz @realDonaldTrump Tap the picture of Hitler and read the philosophy that he States and we will see Trump is trying to follow his instructions
922975783588593664 2017-10-24 19:59:09 -0400 <sharoncliff1> @realDonaldTrump #fakeTIMEcover
922975783425007616 2017-10-24 19:59:09 -0400 <Lynnund99999999> @EdKrassen @IRdotnet @realDonaldTrump He sure can't brag about approval ratings or his kids!
922975782271582209 2017-10-24 19:59:09 -0400 <hohnhill> @realDonaldTrump You are what’s sad about the situation.  Please resign, for America’s sake
922975776429019141 2017-10-24 19:59:07 -0400 <_stryker1> @realDonaldTrump And a few are true Patriots! Thank you McCain, Flake, Corker, Murkowski and Collins for speaking out against trump! #AlerttheDaycareStaff
922975772666679296 2017-10-24 19:59:06 -0400 <JohnClarkBaker> @funder @realDonaldTrump It's kinda sad. He must have had a horrible childhood. The constant need for the pat on the head. A silver spoon yet miserable.  ~ MaryAnn
922975770082918400 2017-10-24 19:59:06 -0400 <mrdudley33> @realDonaldTrump You are totally ignorant to what they are doing and why, and THAT is the reason they do it.
922975768606416896 2017-10-24 19:59:05 -0400 <1MikeMorris> @realDonaldTrump Aw, isn't that nice.  Now take your meds and go to bed like a good boyl.
922975758359732224 2017-10-24 19:59:03 -0400 <BruceHalperin> @realDonaldTrump The U.S. LOST jobs in Sept. under your "leadership".  Congrats on ending 90-month streak of private-sector job growth, begun under @POTUS44.
922975758145982465 2017-10-24 19:59:03 -0400 <Racquetmaster18> @ZachWahls @IngrahamAngle @realDonaldTrump BO added 10 tril in 8 years. How does that compare to trumps 9 mos?
922975754626801664 2017-10-24 19:59:02 -0400 <Venicebeachwinr> @SenSchumer @juliemetzwriter @realDonaldTrump I wish he would just resign and go golfing. Please just go away and take with him his phony “yes” men. I’m Catholic we were taught manners and respect this guy would be sweeping the parking lot all day if Sister Mary Henry was his principle.
