1154179452882083842 2019-07-24 19:59:59 -0400 <JediTigger> @realDonaldTrump My tax dollars paid for that crap? GFY.
1154179431583428608 2019-07-24 19:59:54 -0400 <TantumVero> @SenBillCassidy @trumps_feed @realDonaldTrump Americans can care about more than one thing simultaneously.  We care about drug prices.  We also care about obstruction, conspiracy, lying &amp; perhaps treason.  We care about racism &amp; human rights violations.  Sad to learn that you're incapable of the same multi-topic focus.😐
1154179431445008384 2019-07-24 19:59:54 -0400 <BRIANBR80801255> @realDonaldTrump fact  https://t.co/isYm56gu4s
1154179430253596672 2019-07-24 19:59:54 -0400 <karmlaskalinem1> @SarahHuckabee @realDonaldTrump Ah no! The investigation was to confirm that there was interference by Russia! Mueller confirmed the Russian interfered with our election!
1154179428068581376 2019-07-24 19:59:53 -0400 <stevespooner73> @MiaFarrow @realDonaldTrump Haaaaaaaaaaaaaaaaaaaaaa  https://t.co/WlFGIjQ9xR
1154179427175215104 2019-07-24 19:59:53 -0400 <kaniza_triangle> @realDonaldTrump go to jail. go directly to jail. do not pass Go.
1154179426936152064 2019-07-24 19:59:53 -0400 <RobertJRutledge> @realDonaldTrump @reshminair How would you know what truth is, you have never spoken it in your entire life.
1154179426868965377 2019-07-24 19:59:53 -0400 <tamojuan> @LindseyGrahamSC Smh the shit republicans are gonna have to clean up . @realDonaldTrump  has killed the @GOP
1154179425602330624 2019-07-24 19:59:53 -0400 <theleof51> @davidmweissman @realDonaldTrump Just BLACK &amp; WHITE evidences that more than enough for your many indictments the moment you are done  w/ your term! That’s all the Dems &amp; Sir Mueller trying to tell American people &amp; the World today! Lie &amp; cry all you want! No one is above the Laws! What a disgrace to America!  https://t.co/XO6zRM8Flf
1154179425161928705 2019-07-24 19:59:53 -0400 <Mustangmama12> @StewardshipAmer @realDonaldTrump And your delusional buddy,and that’s being kind
1154179424352423936 2019-07-24 19:59:53 -0400 <MarkPaleo> @realDonaldTrump Enjoy prison, Donny.
1154179423186378752 2019-07-24 19:59:52 -0400 <lizombie13> @Hugh_Jass7 @misspiddysmom @AndrewCFollett @RepSwalwell @realDonaldTrump We all know that. He does it all the time. And has acting positions that haven’t been confirmed. And offices with no one appointed. It’s just awesome staff management.
1154179422548680705 2019-07-24 19:59:52 -0400 <penisgps> @realDonaldTrump  https://t.co/WT4m6vOWXH
1154179421550592003 2019-07-24 19:59:52 -0400 <GloriaW92430096> @SpeakerPelosi I want to see @realDonaldTrump Impeached and put in prison. He is still living in delusional state of mind @BetoORourke @RashidaTlaib @AOC @Ilhan @amjoyshow @TiffanyDCross @DrJasonJohnson @RevDrBarber @BarackObama @RepKatiePorter @KamalaHarris @RepCummings
1154179420208242688 2019-07-24 19:59:52 -0400 <TheFaulkLine> *Russia* actively, criminally and covertly interfered in our elections in order to *help* @realDonaldTrump get elected POTUS.  Questions nobody has asked; why would Russia/Putin not attempt to help *keep* Trump in office as long as possible? What are their operations *currently*?
1154179418312646656 2019-07-24 19:59:51 -0400 <CnP1324> @TheReady1775 @realDonaldTrump What’s funny is her actually thinking she would win the White House
1154179417326989313 2019-07-24 19:59:51 -0400 <ryree> @JimKilbane @realDonaldTrump Theyll blame the victim.
1154179414609055750 2019-07-24 19:59:50 -0400 <dameeffie> @HowardA_Esq @realDonaldTrump Howard you never disappoint. 😂😂👍🏾👍🏾🥂🥂💜
1154179414437105665 2019-07-24 19:59:50 -0400 <SusanScandone> @realDonaldTrump after all I heard today with Mueller, I have to believe, our President is not and will never be a typical "politician" so guess what he is human. In 2016 2 American citizens, spied on an American citizen. I'm very satisfied that our President is human!
1154179413275303936 2019-07-24 19:59:50 -0400 <TURDEYEOPEN> @VinceCopa @realDonaldTrump Uh oh sounds like Mrs wheeler is under the influence of the mind flayer
1154179412692279296 2019-07-24 19:59:50 -0400 <ghost_chevelle> @realDonaldTrump  https://t.co/a8x8AMeLqU
1154179411475931137 2019-07-24 19:59:49 -0400 <rosanthony3> @UtahFormon @RepChrisStewart @realDonaldTrump He’s lying traitorous 🗑  https://t.co/2qnIcXUNur
1154179409252900864 2019-07-24 19:59:49 -0400 <ish_not> @HoselMr @Lee_Resists @hardball @CynthiaAlksne @realDonaldTrump @LawProfButler Troll.  Blocked
1154179408485371905 2019-07-24 19:59:49 -0400 <tjtrumphater> @snugglebutt187 @StewardshipAmer @realDonaldTrump @JesseBWatters  https://t.co/SjoSCbp6ol
1154179408485335041 2019-07-24 19:59:49 -0400 <olivier_barron> @nottelling117 @glamelegance @realDonaldTrump @SpeakerPelosi Ok then. Changes nothing
1154179407054946304 2019-07-24 19:59:48 -0400 <kraestevens> @KAYLEEBURRIS @RepMattGaetz @realDonaldTrump Is there a bender planned tonight, @mattgaetz ?
1154179405909876736 2019-07-24 19:59:48 -0400 <Dappling7> @realDonaldTrump When you leave office, it will be Great Again!!!
1154179405528412162 2019-07-24 19:59:48 -0400 <Shawngrube2> @lsblack73 @lesleyabravanel @realDonaldTrump @RepAdamSchiff @JerryNadler @SpeakerPelosi You can’t especially when they never even obstructed. They were Comey and McCabe said so and mueller received everything they asked for. Liberal being losers again.
1154179405373157376 2019-07-24 19:59:48 -0400 <AMS0035> @DeepStateExpose @realDonaldTrump I’m so weak 😂😂😂😂😂😂
1154179405285068800 2019-07-24 19:59:48 -0400 <FoxholeMedicine> @No1Sharifah @RepMattGaetz @realDonaldTrump While taking money from the Democrats and the Clintons in an attempt to overthrow a constitutionally elected president.
1154179403661946880 2019-07-24 19:59:48 -0400 <DavidMi55155793> @realDonaldTrump Do you get dizzy doing all that spinning.  Shameful.
1154179403171160064 2019-07-24 19:59:47 -0400 <DJAngelaV> @realDonaldTrump And you lie more than what is natural.
1154179400704974849 2019-07-24 19:59:47 -0400 <p8riot> @jgmonte922 @realDonaldTrump @PressSec Foxconn collapsed?  When?  https://t.co/OTphMz6wqc
1154179399908036608 2019-07-24 19:59:47 -0400 <SylvanusBCorey> @realDonaldTrump @JesseBWatters  https://t.co/PqWTM19DBf
1154179398913994754 2019-07-24 19:59:46 -0400 <tgoncres> @joeljmr @realDonaldTrump @SecPompeo @Elliott_Abrams  @VP @AmbJohnBolton @MarcoRubioCuba @NituPerez @carlaangola @MariaCorinaYA @AliasMalula @PadreJosePalmar @delsasolorzano @Almagro_OEA2015  https://t.co/6szJxkBwJs
1154179398909739010 2019-07-24 19:59:46 -0400 <FroggyBottomPnd> @realDonaldTrump You might want to try telling the truth for a change. #TrumpIsAFelon  https://t.co/vDlU18AUvo
1154179398062333952 2019-07-24 19:59:46 -0400 <DavidMcLuckie2> @PaulaReidCBS @TinyFingerTrump @realDonaldTrump is an arse
1154179397374631936 2019-07-24 19:59:46 -0400 <jingram100> @impeach_45NOW @lilyX68 @realDonaldTrump  https://t.co/eiiy9xXjt9
1154179397123006464 2019-07-24 19:59:46 -0400 <DebbieSVA> @realDonaldTrump @RepDougCollins  https://t.co/kk0ukj4ZGN
1154179396929912833 2019-07-24 19:59:46 -0400 <KariPer90287321> @SaRaAshcraft @realDonaldTrump I can't see the vid. you posted. In fact I can't see the majority of vids. posted on my timeline. Is anyone else experiencing this as well?
1154179396783104000 2019-07-24 19:59:46 -0400 <rsburton51> @VeritasLady @RudyGiuliani @realDonaldTrump They have been paid back by the criminals who plead guilty. You can feel better now!
1154179395403374592 2019-07-24 19:59:46 -0400 <CommodusJTrump> @MrsDHolt @realDonaldTrump @TerryMoran @ABCPolitics Lol. This sounds about as believable as "MAGA Country."😆😆😆
1154179395109584896 2019-07-24 19:59:46 -0400 <hipiseverything> @realDonaldTrump Yo Spanky McTraitorson, just wanted to mention that the whole "can't tag Donald Trump in photos" thing is pretty cowardly, but then, it is you, so ... cowardly fits ...  https://t.co/kUOTp2ju1r
1154179394895831040 2019-07-24 19:59:46 -0400 <allipet33> @BobBobberton16 @owenscody @Mommypies @itsJeffTiedrich @mericandawg @realDonaldTrump I suppose you also believe his tweets about “go back to where they came from” weren’t racist 🙄
1154179394555920389 2019-07-24 19:59:45 -0400 <xzr56> @policyspacexyz @AllOnMedicare @realDonaldTrump Lots and lots of #ArtificialLines.   This is what #gerrymandered #healthinsurance looks like:  https://t.co/iYPIKJqnOr
1154179393574637568 2019-07-24 19:59:45 -0400 <girlnamedangela> @NicholasIovino @CourthouseNews @realDonaldTrump haha looks like you’re losing bigly today.
1154179393033527296 2019-07-24 19:59:45 -0400 <flyby2474> @EArneu @realDonaldTrump @fiedler_irene @beautifulcurves @gooner1jdc @LogosBolo @egidius48 @Mopar_Holic @Ricphyl @Al__Bizri @B0st0n_Chris @iVoteAmerica @realsamlawrence @LumpyLump3 @TheWhiteLabbit @1johnfive @umbilina36  https://t.co/UKIzM9pPFu
1154179392727183361 2019-07-24 19:59:45 -0400 <NativeInTheCity> @tedlieu @HouseJudiciary @realDonaldTrump Andrew Jackson commited a felony when he defied the Supreme Court and forcibly removed the Five Civilized Tribes from their lands. We've always had a felon in the White House.
1154179392588750849 2019-07-24 19:59:45 -0400 <Kaufmannn009H> @DogginTrump @realDonaldTrump Sound like fearless leader has a bushel and a peck and lot of troubles around his neck.
1154179392425222144 2019-07-24 19:59:45 -0400 <martycomroe> @realDonaldTrump and TEN cases of OBSTRUCTION.... we know, you will act like it was a victory... that is who you are... that is what you do.... the HOUSE will continue the probe...  https://t.co/Xi83E2VmcL
1154179392333131776 2019-07-24 19:59:45 -0400 <E_Paradoa> @realDonaldTrump To think that 40 something percent of the country would be willing to vote for someone who is willing to work with the Russians on trying to get them to influence our outcome of of own election is pathetic
1154179391733280768 2019-07-24 19:59:45 -0400 <beachshack101> @RepSwalwell @realDonaldTrump Oh Eric...  https://t.co/8twJV3FywX
1154179388591579136 2019-07-24 19:59:44 -0400 <KellyGuy> @realDonaldTrump @RealMichaelGuy @chuckwoolery @MarkYoungTruth @MichaelRCaputo @michaeljohns @michaeldjohnsjr @seanhannity @TuckerCarlson @IngrahamAngle @MarkMeadows @Jim_Jordan @RepMattGaetz @RepDevinNunes @SaraCarterDC @jsolomonReports @tedcruz
1154179388101079041 2019-07-24 19:59:44 -0400 <NormCaudell> @GOPChairwoman @realDonaldTrump We will be jubilant and Trump will be indicted after leaving office.  Weren’t you paying attention?
1154179387098632192 2019-07-24 19:59:44 -0400 <Simply_Ordinary> @realDonaldTrump @POTUS Actually you great big Orange bag of shit 5 counts of obstruction and 34 convictions or guilty pleas. Not a waste. If you were innocent you would be complementing him for cleaning up the horrible people "taking advantage of you", but you aren't Donnie. This makes you look guilty.
1154179386326712320 2019-07-24 19:59:43 -0400 <islandlulu> @realDonaldTrump You got this wrong
1154179385643163648 2019-07-24 19:59:43 -0400 <godislove524> @Tomatjax @PoliticalShort @realDonaldTrump @RepRatcliffe The only ones giving them any power are brainless
1154179385194352640 2019-07-24 19:59:43 -0400 <omadogho> @DogginTrump @realDonaldTrump It is well established that the left have short memory so i have to point this out; are you aware that impeachment vote by the democrat controlled house failed miserably just days ago? If you are aware then why do you think this one will be any different? Smh.
1154179384305049600 2019-07-24 19:59:43 -0400 <aghren> @realDonaldTrump Still lying? Give it up!
1154179384212742144 2019-07-24 19:59:43 -0400 <dlogan1689> @ThoughtfulGOP @SebGorka @dbongino @realDonaldTrump @seanhannity @steph93065 It truly was Mueller's "What is Aleppo" moment.
1154179383441145856 2019-07-24 19:59:43 -0400 <donald_j_putin> @VarisRauno @PauletteParis1 @realDonaldTrump Bigly and yuuuge hoax that gets in the way of the oligarchs
1154179382346469377 2019-07-24 19:59:43 -0400 <Admiralsfn> @LoverOfTroops @realDonaldTrump As MLK rolls in his grave. You are really just as delusional as the occupant of the White House.
1154179382136594433 2019-07-24 19:59:42 -0400 <Peahen1955> @SarahHuckabee @realDonaldTrump I believe you mean the reason for the Muller investigation and the behavior of Republicans will forever be a dark spot in our nations history.    Here’s your dialogue:  Out, damned spot!  Out I say!...Hell is murky.
1154179380672913410 2019-07-24 19:59:42 -0400 <VeeLexy> @realDonaldTrump Blew what exactly?
1154179380425347072 2019-07-24 19:59:42 -0400 <wirelesswisp> @realDonaldTrump @JesseBWatters Fox entertainment,  not valid !
1154179379951333377 2019-07-24 19:59:42 -0400 <lloyddabbler> @realDonaldTrump @WhiteHouse Nope. Your boy Paulie paid for it in Ostrich jackets.
1154179379079065600 2019-07-24 19:59:42 -0400 <janwilkins59> @DanScavino @realDonaldTrump You're usual selective editing, roll on 2020 when the truth can be forced and punishments can start to be inflicted!*!
1154179377900507136 2019-07-24 19:59:41 -0400 <CnCmuse> @realDonaldTrump Democrats are OK. Are you ok?  https://t.co/sizvTl7zU0
1154179377313341445 2019-07-24 19:59:41 -0400 <hanners_michael> @realDonaldTrump @JesseBWatters Fake President
1154179376851722240 2019-07-24 19:59:41 -0400 <Apipwhisperer1> @davis1988will @ananavarro @realDonaldTrump Remember, Obama doubled the national debt ! Ten trillion is a lot of wild Dem spending!
1154179376214347778 2019-07-24 19:59:41 -0400 <Yellowflower42> @mcpierce @Mommypies @itsJeffTiedrich @mericandawg @realDonaldTrump But it is also his job to make the country better. He never tried to force someone to do it. He just asked and that was the end of it. He may not be able to fire them, but he is still doing his duty by letting someone know about another's actions.
1154179375580893184 2019-07-24 19:59:41 -0400 <suedonym123> @realDonaldTrump NO EXONERATION.  Would have been indicted had you not been president.  Will be indicted once you leave office.
1154179374771576833 2019-07-24 19:59:41 -0400 <pjlacasse22> @realDonaldTrump  https://t.co/ipgbxSoVb8
1154179373177679873 2019-07-24 19:59:40 -0400 <SushGirl> @VP @realDonaldTrump @HouseGOP nope, Mikey.
1154179372611334144 2019-07-24 19:59:40 -0400 <crazyuncletim> @CatyKean @MellyMnemonic @Comeflywithme82 @BetteMidler @realDonaldTrump  https://t.co/27KrdZNNZR
1154179372363857920 2019-07-24 19:59:40 -0400 <WhalePrincesGF> @realDonaldTrump #MullerLivesInYourHeadRentFree  You're going to prison
1154179371965571075 2019-07-24 19:59:40 -0400 <Arnoldae0ne> @TightFistTweets @JimKilbane @realDonaldTrump NYC is waiting to file as soon as he’s out! There’s nowhere to hide!
1154179371890040833 2019-07-24 19:59:40 -0400 <JohnDewey> @VP @realDonaldTrump @HouseGOP Someone is following their orders even though they are one big lie to the American people. Safe to say your political career is done after 2020.
1154179371470610432 2019-07-24 19:59:40 -0400 <onahunttoday> @JoyAnnReid @damonbethea1 @SpeakerPelosi @RepCummings @realDonaldTrump @senate @Congress @Congress @Senate @SpeakerPelosi @RepCummings @RepJerryNadler @RepAdamSchiff @RepSwalwell @WhiteHouse @RealDonaldTrump ***TRUMP PERJURED HIMSELF ANSWERING MUELLER'S QUESTIONS! TRUMP PERJURED HIMSELF, MUELLER SAID TRUMP GENERALLY MISLEAD (LIED), HIS ANSWERS IN WRITING TO MUELLER!
1154179371302830080 2019-07-24 19:59:40 -0400 <Champs939913> @realDonaldTrump @JesseBWatters  https://t.co/tGbWx6AE9f
1154179371005095937 2019-07-24 19:59:40 -0400 <MariBXBKgirl> @BlueGirlsRule @BrianKarem @realDonaldTrump Brian gets him every time. 😁
1154179370564632579 2019-07-24 19:59:40 -0400 <EatTheRichOntCa> @Raxson2019 @gruffchick @realDonaldTrump @JesseBWatters  https://t.co/b1Rd9werUG
1154179368945668104 2019-07-24 19:59:39 -0400 <michaelbocchin5> @ChatByCC @realDonaldTrump I love it they lie bull ,bs spend spend spend lie give tax money away I work for my money and the DEM A RATS give it away it,s nuts please vote for TRUMP in 2020 we what a winer in office not some jerky jerk lier so please vote for TRUMP in 2020 he is a winer not a loser
1154179367804821505 2019-07-24 19:59:39 -0400 <MASH407710> @deminimis @RepTedLieu @POTUS @realDonaldTrump You can indict a ham sandwich in this country. Due Process on the other hand is what levels the playing field.  Bring on the charge and stop talking about it. #MAGA2020
1154179366005411840 2019-07-24 19:59:39 -0400 <AmieMcWayne> @Pop3Pam @realDonaldTrump Oh he knows the truth, he’s spent his entire life trying to hide it, run from it, and convince idiots to “believe me.”
1154179365313437696 2019-07-24 19:59:38 -0400 <GMare18> @realDonaldTrump 2/ committed obstruction of justice which can be proven.  Also, they don't have a leg to stand on criticizing a future Democratic President &amp; Administration considering all the skull duggery that has, and is, going on with this Administration!!
1154179365183225856 2019-07-24 19:59:38 -0400 <CAxican333> @luvmyjenna @ArmyMartillo @RichieFed @realDonaldTrump  https://t.co/ZKxcfBSI57
1154179363669020672 2019-07-24 19:59:38 -0400 <SeekWhatsRight> @realDonaldTrump Linskey grahams calls trump a jackass.  https://t.co/edl0Szv7CR
1154179360489762818 2019-07-24 19:59:37 -0400 <HRCs_bitch> @little2daright @RepSwalwell @realDonaldTrump sorry meant to tag Swalwell....didn't mean your tweet.
1154179360376741888 2019-07-24 19:59:37 -0400 <shanker_allan> @realDonaldTrump what a lying moron. Not smart enough to stay in the White House and keep his  lying mouth shut.
1154179359403577350 2019-07-24 19:59:37 -0400 <Wildomar9991> @JamesSThrasher @ChidiNwatu @CarmenTitov @realDonaldTrump @TerryMoran @ABCPolitics The words “probably will” never crossed his lips, and he also said that there was insufficient evidence to support an indictment for obstruction.  Further, he said a sitting president can’t be indicted for policy decisions.  So... no impeachment for you boys.
1154179359160307712 2019-07-24 19:59:37 -0400 <marshachriste17> @TR92710222 @atDavidHoffman @realDonaldTrump Oh the word is tax avoidance.  And not illegal.
1154179357809762312 2019-07-24 19:59:37 -0400 <inacentre> @TrevorHoneyman @Deagonfly What some of us thought &amp; still think. When push comes to shove @BorisJohnson a Westminster Bubble Team Player giving us concerns that a lot of what he says emulates @realDonaldTrump who still hasn't managed to BUILD HIS WALL ! Will Boris deliver a real #LeaveMeansLeave #Brexit
1154179357394513920 2019-07-24 19:59:37 -0400 <lilredfrmkokomo> @BrianKarem @realDonaldTrump And?
1154179354844258304 2019-07-24 19:59:36 -0400 <KGoodseeds> @VP @realDonaldTrump @HouseGOP God bless you Mr President and Mr Vice President...
1154179354492059648 2019-07-24 19:59:36 -0400 <Almendinger3> @realDonaldTrump not my president #Cheater #Convicted!!! Not a legitimate winner. Won because of Putin and it just proved.
1154179354282221569 2019-07-24 19:59:36 -0400 <notabouttoquit> @realDonaldTrump You can’t seriously be President of the United States?  What you just tweeted sounds like something an 8th grade boy going through puberty would say to try to impress the hot girls and other pubescent boys in his middle school.
1154179353942605824 2019-07-24 19:59:36 -0400 <oliver22378225> @realDonaldTrump You have done nothing and set America back in the world
1154179352373977089 2019-07-24 19:59:35 -0400 <awoznic> @StewardshipAmer @realDonaldTrump Bot
1154179352264884229 2019-07-24 19:59:35 -0400 <aprilnic68> @realDonaldTrump Show all the Democrats were wrong !! Lay it all out for us to see!!!
1154179352210395136 2019-07-24 19:59:35 -0400 <m_dicey> @BrianKarem @realDonaldTrump Is he crying? Did you make him cry? Or is he pooping? What a face!  You'd think his people would be concerned about his health, but after the toilet paper incident…
1154179352017461249 2019-07-24 19:59:35 -0400 <BigJohnLuke> All politics aside, @realDonaldTrump saying “squad” repeatedly should be enough for impeachment
1154179351937724416 2019-07-24 19:59:35 -0400 <MDWIZ1952> @realDonaldTrump @KatiePavlich @FoxNews That seems very obvious.  If the investigation was not impeded in any way, where is the obstruction? I am not convinced that just trying to obstruct is a crime. How does anyone know what POTUS had in mind or what he was trying to do? It is a supposition with no evidence. No crime
1154179351866425352 2019-07-24 19:59:35 -0400 <_Stetters> @IlhanMN @HouseJudiciary This is key. Muller cannot legally exonerate @realDonaldTrump   In fact, in America you are innocent until proven guilty. And then there’s this 👇🤔  https://t.co/zC4xsAt773
1154179350968881153 2019-07-24 19:59:35 -0400 <TexasMD83> @realDonaldTrump The Economy STUPID is Obama’s, just don’t mess it up, Mr Toxic!
1154179350914379777 2019-07-24 19:59:35 -0400 <RobJone17503612> @itsJeffTiedrich @realDonaldTrump  https://t.co/0oDKsiFz2Z
1154179350452998144 2019-07-24 19:59:35 -0400 <jrichmclean> @RichieFed @RepMattGaetz @realDonaldTrump NOPE
1154179350083903488 2019-07-24 19:59:35 -0400 <pjlacasse22> @realDonaldTrump  https://t.co/npTGe9MR9Q
1154179349316288520 2019-07-24 19:59:35 -0400 <carsonpoole442> @realDonaldTrump Today’s event  https://t.co/xbrIphHwfa
1154179349039452160 2019-07-24 19:59:35 -0400 <windyrising> @realDonaldTrump Mueller confirmed at Wednesday's hearing that the report did not exonerate Trump on the issue of obstruction of justice.
1154179348645044224 2019-07-24 19:59:34 -0400 <sarahnvsun> @realDonaldTrump  https://t.co/wF0jXY9pLr
1154179348443779072 2019-07-24 19:59:34 -0400 <pammypoo123> @VP @realDonaldTrump Agree with Vice President Pence!
1154179347743485957 2019-07-24 19:59:34 -0400 <markalbob> @realDonaldTrump AND WE STILL HATE YOU  how awful a human being do you have to be, really, to have a booming economy and 44% approval, Donald?  That's some wizard-shit, right there, like a reverse Midas Touch.  You take a strong economy and stock market, and still piss on it with your corruption.
1154179346917134336 2019-07-24 19:59:34 -0400 <Cusesoccer23> @ParisCummings_ @TrumpWarRoom @realDonaldTrump How has it gained strength? Mueller confirmed he’s not exonerated. He confirmed Russians are still attacking our democracy right now. Trump WILL be indicted when he leaves office. Confirmed Trump ordered MGahn to lie. Called Trump’s team “outright liars.” What were you watching??
1154179346611036162 2019-07-24 19:59:34 -0400 <Politics442> @VP @realDonaldTrump @HouseGOP How can a man that says he’s a Christian support this POTUS? He’s a liar and a traitor.
1154179346086731777 2019-07-24 19:59:34 -0400 <JacobHarrod> @realDonaldTrump Drain the swamp
1154179345688203266 2019-07-24 19:59:34 -0400 <ShoreyMichael> @tedlieu @HouseJudiciary @realDonaldTrump I hope when @realDonaldTrump leaves office he file #Lawsuits on every single one of you for your lies.
1154179344467726343 2019-07-24 19:59:33 -0400 <Josh_makanaki> @segalink @realDonaldTrump @MBuhari @PoliceNG @NGRSenate @UN @cnni @channelstv @NTANewsNow
1154179344316547072 2019-07-24 19:59:33 -0400 <MikeAda69588676> @realDonaldTrump @JesseBWatters Oh look! It’s that smart alecky “contributor” from fox propaganda network reveling in false victory.  Well sean hannity, the newly appointed “Minister for Public Enlightenment and Propaganda” is going to make changes  https://t.co/YLxb1gVXYO
1154179344064843777 2019-07-24 19:59:33 -0400 <teejaymeaux> @realDonaldTrump HOW DOES IT FEEL TO BE EX-EXONERATED?
1154179343309889536 2019-07-24 19:59:33 -0400 <megantggurl> @realDonaldTrump @TerryMoran @ABCPolitics Pedophile, Pedophile, Pedophile!!!  https://t.co/AHgzsiUd1a
1154179342865502208 2019-07-24 19:59:33 -0400 <Travelagency4U> @realDonaldTrump #DelusionalDonald
1154179342739501057 2019-07-24 19:59:33 -0400 <Twitsense1> @VP @realDonaldTrump @HouseGOP That would be fine IF and only if those were the only two crimes being investigated but you know most certainly that is not accurate. Why posit a lie that will be with you in perpetuity? Your a Christian lad yet you defy its main tenants...are you that confident in forgiveness ?
1154179342454394882 2019-07-24 19:59:33 -0400 <ArlaDope> @realDonaldTrump 🤦🏼‍♂️
