1030967578372571136 2018-08-18 19:59:59 -0400 <JoDivaRunner> @ebecker33444 @Rasmussen_Poll @realDonaldTrump @POTUS Lol!
1030967519849447424 2018-08-18 19:59:45 -0400 <JSKIMMEL28> @realDonaldTrump Really? Their Bank account isn’t getting as fat as you’ve made yours since stealing the office. Sure your dossier is much more interesting...
1030967518964408325 2018-08-18 19:59:45 -0400 <MichiMomMe> @thehill We need to encourage @realDonaldTrump to switch to @getongab! I'd happily shut this account down in a hot minute! Why would any of us want to be here if we're censored because our  opinions differ from @jack? #BanTwitter #ShutItDown
1030967516380770304 2018-08-18 19:59:45 -0400 <TheRealECSny> @PhotosbyScout @realDonaldTrump  https://t.co/6mTb4Cefyw
1030967513822027776 2018-08-18 19:59:44 -0400 <Sheel68> @vallierebarbar1 @BobbyBussell @realDonaldTrump Stop smoking weed.
1030967513016946693 2018-08-18 19:59:44 -0400 <combienDUtemps> @traciemac_Bmore @realDonaldTrump What’s her story? Looking for a job on infowars or fox?
1030967511829757953 2018-08-18 19:59:43 -0400 <bravoloverfan> @CarrieannWood4 @realDonaldTrump Fuck off carrie
1030967511406260224 2018-08-18 19:59:43 -0400 <pengy1> @realDonaldTrump Re you speaking about yourself?Worst in History? loud hack..mouth.. can .t be trusted?our Country??? with secrets ???
1030967510609342465 2018-08-18 19:59:43 -0400 <mansour199991> @realDonaldTrump Who's this Obama 🤣👎
1030967510395494400 2018-08-18 19:59:43 -0400 <susanannette635> @GOP @realDonaldTrump Get all the bad people out President Trump and put some good people good character love God be good to one another don’t let all this crap get to you they hate all of us they want to keep their money and their power
1030967510240251904 2018-08-18 19:59:43 -0400 <smellydreg> @Turnip2020 @floydnelsen @realDonaldTrump This is bs
1030967510198312961 2018-08-18 19:59:43 -0400 <Pigeon2015> @realDonaldTrump @rushlimbaugh @seanhannity @ASavageNation @JohnBrennan Brennan is a vile and evil person!
1030967509678096384 2018-08-18 19:59:43 -0400 <Vballkid77> @JerryFalwellJr @realDonaldTrump You say he acts like “one of us”. Maybe you or your flock, but I know plenty of people that dont act like the president, hell most parents wouldnt let their kids act like the president
1030967509162254336 2018-08-18 19:59:43 -0400 <Shutzy59> @DearAuntCrabby @TeaPainUSA @realDonaldTrump Hope you’re right!
1030967509124558848 2018-08-18 19:59:43 -0400 <Skylos_Official> @innocentlysoii @realDonaldTrump HELP ILLEGALIZE THIS DANGEROUS DRUG!
1030967506767372288 2018-08-18 19:59:42 -0400 <HernanR59246200> @angie32191940 @omzmusic @realDonaldTrump @HillaryClinton You'll see.
1030967504670216192 2018-08-18 19:59:42 -0400 <BristowatHome> #SC's @SenatorTimScott is one of three Senate Republicans to speak on the record to the @washingtonpost about @realDonaldTrump and race. #scpol
1030967502807986177 2018-08-18 19:59:41 -0400 <gnoBREAKTHROUGH> @timmywars @HillaryClinton @latinovictoryus This is the same FBI and CIA PEOPLE WHOM JFK sought to DISMANTLE, isn't it?  The same criminal government who murdered our President in 1963!  Any Q's? @realDonaldTrump
1030967501939720193 2018-08-18 19:59:41 -0400 <lisalupner56> @jimmykimmel @realDonaldTrump Trump 2020,,,
1030967498911440896 2018-08-18 19:59:40 -0400 <ivanolar> @Damadifri @Alejolemusfranc @petrogustavo Harvard es una universidad muy inclusiva y hay gente de todo tipo que invitan allá, desde Medallas Fields, Premios Nobel hasta @AndySamberg o @realDonaldTrump. Que lo inviten a Harvard no significa mucho.
1030967498680614912 2018-08-18 19:59:40 -0400 <noriega_gen> @realDonaldTrump Same u Donny
1030967496872878080 2018-08-18 19:59:40 -0400 <garypreuss> @McCawfee @realDonaldTrump The wheels have come off the trump truck time for donald to duck
1030967495694344192 2018-08-18 19:59:40 -0400 <Ninstrike> @realDonaldTrump I appreciate you letting me know about the wonderful improvements to our economy! I cannot wait for the tremendous potential to increase. Have a wonderful day President Donal.
1030967488136323076 2018-08-18 19:59:38 -0400 <rorosaunt> @VinnieBurket @Protect_Wldlife @realDonaldTrump @RealJamesWoods Trump won't do anything.  He's allowing elephant trophies (heads, feet, tusks) to be brought into the US, after being banned for years. Trying to weaken the endangered animals protections because people make $ logging,mining,drilling. Still support 45 100%?
1030967487507120133 2018-08-18 19:59:38 -0400 <beedl70> @DearAuntCrabby @TeaPainUSA @realDonaldTrump And that Vlady will save him. He’ll drop him like a used hooker when he’s used him up
1030967484797673472 2018-08-18 19:59:37 -0400 <corevaluesidiot> @TheDemCoalition @JohnBrennan @realDonaldTrump Drunk? Trump is sober. You would think the CIA would know that...  https://t.co/BT4x2HZGjp
1030967481794478080 2018-08-18 19:59:36 -0400 <Skywatcher1600> @ScribblesDan @L8erT8ers @PalmerReport @realDonaldTrump i say it cause it is. actually look at the pilocies and other actions put forth by the administration. the little bit that dosent directly benifit the current leaders or their direct families as opposed to the poeple is almost always some half baked propaganda project
1030967478762041344 2018-08-18 19:59:36 -0400 <peepsunitedwisc> @realDonaldTrump @HuffPostPol BooHoo.  https://t.co/wn9zFpniYW
1030967478522990593 2018-08-18 19:59:35 -0400 <PostTheOnion> @spiritualrebel3 @suejiron @ljwaz99 @cassie_complex @realDonaldTrump I legitimately hope you're being paid to post this garbage bc the alternative - that anyone is so gullible to believe such obvious lies and propaganda - is incredibly sad.  poor little "rebel."  jesus hates you (just saying) and your're clinging to evil.
1030967475532443648 2018-08-18 19:59:35 -0400 <maryannminnich1> @MasCar2919 @hfinch61 @realDonaldTrump @newtgingrich Same thing happened to me!!!! Deep State Newt is exposed!
1030967473376514049 2018-08-18 19:59:34 -0400 <MadMom22> @angie32191940 @omzmusic @realDonaldTrump @HillaryClinton Yo, @Twitter, @TwitterSupport, @TwitterSafety... you ever gonna do anything about your #bot / #troll infestation?  https://t.co/Z0DasHX5xC
1030967472269062144 2018-08-18 19:59:34 -0400 <troysride> @katieporteroc @RepMimiWalters @realDonaldTrump I listened in amazement at her version of reality- I later wrote &amp; asked for equal time to respond- she is so far gone from the #CA45 community that she needs all of that corporate money &amp; #CambridgeAnalytica data to see the ground- That illegal data has 3 FEDERAL INVESTIGATIONS  https://t.co/MUjEiAJBrf
1030967469643427840 2018-08-18 19:59:33 -0400 <FURealDT1> @realDonaldTrump Well you're none of the mentioned above so you are SCREWED !
1030967469249359878 2018-08-18 19:59:33 -0400 <JBlomeister> @realDonaldTrump Sounds good Don !!! While you're at it ask them to pay back the $200 Million you spent on the cruise missles you bombed them with. #Qanon
1030967468439875589 2018-08-18 19:59:33 -0400 <debadoo52> @WiseOwl1956 @RCamposDuffy @realDonaldTrump @foxandfriends Because he is a real example of a godly man.
1030967467156353024 2018-08-18 19:59:33 -0400 <gwallace48> @SheriffClarke @America1stMae @NFL @realDonaldTrump @RedNationRising @JoeTalkShow @BreitbartNews @AmericaFirstPAC Awesome!  Way to go our officers!  If they want to take a knee let them &amp; then let them walk to their bus unescorted!
1030967466669875201 2018-08-18 19:59:33 -0400 <training_scott> @realDonaldTrump That’s a very libelous public SLANDER! Hope YOU have irrefutable proof.
1030967466430791680 2018-08-18 19:59:33 -0400 <penn_daniel> @cassie_complex @realDonaldTrump Really.  A liar. What this scum bag did was say something,  then dont do it. All these one world order  bozos  are is a lie. They want tell you they are all working for a new world order.  Scum bags all of them. At least trump does what he says. Refreshing
1030967464656601088 2018-08-18 19:59:32 -0400 <ekande2> @manyinkonghoeno @EmmanuelFreuden @brett_l_carter @marcel_lucht @SwedenUN @jeremycorbyn @USSenate @StateDept @realDonaldTrump @NRC_Egeland @RepKarenBass ambazonia is a terrorist organisation
1030967461921935360 2018-08-18 19:59:32 -0400 <Sir_Paul_Macca> @JerryFalwellJr @realDonaldTrump &gt;Complaints @realDonaldTrump is not “presidential” are because he acts like one of us&lt; // Well, you *are* both insincere clowns... and you both dwell on the same thing with no regard for your followers.
1030967460781064192 2018-08-18 19:59:31 -0400 <H2OEcologist> @RickySi16087724 @DexterUnited @rainbow_jeremy_ @realDonaldTrump @FoxNews Lol... good one
1030967459677782016 2018-08-18 19:59:31 -0400 <timblackmore777> @realDonaldTrump It’s called the voice of the people........
1030967459359141888 2018-08-18 19:59:31 -0400 <jasperokaye> @realDonaldTrump is even more impressed with #Putin
1030967457077329920 2018-08-18 19:59:30 -0400 <co_bernard> @suejiron @ljwaz99 @cassie_complex @realDonaldTrump Yeah, sad that our justice system is that rigged isn’t it
1030967456574070784 2018-08-18 19:59:30 -0400 <BeyondTheBantr> @laserhaas01 @magdasedra @JDGarfield2 @truthsearch1957 @ConsiderThis1 @musser_benson @ourkidz3 @WFB_Fraud @mastersdrimist @ForeclosureOz @Isabel1170 @shurtcircuit @sherigreatfalls @DeadlyClear @AmyDontLookSick @nadiaskin1 @SrsofStFrancis @Scotus @WellsFargo @realDonaldTrump @SenWarren @CivilRights @FBI @ReporterClaudia @TheJusticeDept Affirmative In-Action
1030967456498675712 2018-08-18 19:59:30 -0400 <kameleon_o> @NYGovCuomo @realDonaldTrump He’s not sure.....CBS News isn’t sure. Maybe one day they’ll all enlighten us.  https://t.co/i39BS69ubH
1030967453285666816 2018-08-18 19:59:29 -0400 <upressplay> @realDonaldTrump We know. Thank you, Obama.
1030967452203540480 2018-08-18 19:59:29 -0400 <KYanacek> @realDonaldTrump Oh, sweetie. We all know you watch...no matter how you talk. You cannot stand it when folks report the TRUTH, and it is not favorable to you. Take a nap and stay off Twitter!
1030967450945212416 2018-08-18 19:59:29 -0400 <Dkmorris0204> @LadyThriller69 @DebiLevine3 @realDonaldTrump You are our American sister.  It’s great to hear from you. 💜
1030967449821138945 2018-08-18 19:59:29 -0400 <chris_cstauts> @realDonaldTrump I’m too busy watching all your mistakes.
1030967448894406657 2018-08-18 19:59:28 -0400 <Jesus__IsTheWay> #DonaldTrump  @realDonaldTrump  Cumple Profecía Bíblica y Deja A Todos Preocupados  https://t.co/qUG1OXAjzu vía @YouTube
1030967447959072768 2018-08-18 19:59:28 -0400 <DonnaSm42069106> @realDonaldTrump You will be the worst president in history
1030967447883575297 2018-08-18 19:59:28 -0400 <smmT21__> @ChrisJZullo @realDonaldTrump If that’s your concern why don’t you run for president
1030967439822147584 2018-08-18 19:59:26 -0400 <pjl1015> @StopTrump2020 @HenryBLowery @realDonaldTrump
1030967439029415941 2018-08-18 19:59:26 -0400 <Tengu_57> @lisalock17 @RThaens @rbduval77 @DrRev_Mustafa1 @realDonaldTrump Good for us, not for you, sorry you can’t live the American dream like the rest of us.
1030967434172346369 2018-08-18 19:59:25 -0400 <mkb09876> @NYGovCuomo @realDonaldTrump Resign...new Yorkers need to vote you out...your dad would be horrified by your comment.
1030967430091161600 2018-08-18 19:59:24 -0400 <megcole50> @MonicaMcPherrin @realDonaldTrump @Nancyvill4 pet rescue huh, wonder how many of those animals bot pets and otherwise will die with the humans or worse yet, how many will be forced to eat those animals to survive. Hope the have tons of Doxi's
1030967430078758912 2018-08-18 19:59:24 -0400 <FlipGop> @realDonaldTrump Don the Con!!
1030967429680320512 2018-08-18 19:59:24 -0400 <AlesiaCato> @realDonaldTrump @POTUS @WhiteHouse @PressSec @SpeakerRyan @SenateMajLdr
1030967427687833600 2018-08-18 19:59:23 -0400 <CAtruthseeker> @lucca_rayhan @queue_cue @KLelevier TF was known online by millions.VERY BRAVE.Her death proves how deep this goes.Please @potus find a way to help these other victims and journalists with security. Is Wray dirty?An investigation re: this victim should be opened ASAP.#qanon @realDonaldTrump
1030967427507609601 2018-08-18 19:59:23 -0400 <suburbangrouse> @3scoutmom @AmandiOnAir @realDonaldTrump It’s an Irish folk song:  https://t.co/6upplaC9ET
1030967425142087680 2018-08-18 19:59:23 -0400 <wall_donnaL> @willdit @RichardShoaf @realDustinGold @DineshDSouza @POTUS @realDonaldTrump @JohnBrennan @HillaryClinton @BillClinton @ChelseaClinton Brennan is a Communist and Muslim. How did this happen to us? Imagine him the CIA head.
1030967423871008768 2018-08-18 19:59:22 -0400 <AllenGlover53> @realDonaldTrump @BarackObama Breitbart  The depths you will go to create an issue
1030967423711629312 2018-08-18 19:59:22 -0400 <sharonvt75> @realDonaldTrump TAXES?
1030967421161623552 2018-08-18 19:59:22 -0400 <Gentry136> @charliekirk11 @realDonaldTrump Yes, WHY??
1030967420389867522 2018-08-18 19:59:22 -0400 <1finekitty> @realDonaldTrump You “allowed”?  https://t.co/YC1R8KuSkN
1030967418775068672 2018-08-18 19:59:21 -0400 <MartinIsaac16> @FoxNews @NancyPelosi @realDonaldTrump Piss on Nancy Pelosi
1030967418292715520 2018-08-18 19:59:21 -0400 <KeyserSwayze> @danjackie2014 @JamieDarrx @senatormcdaniel @realDonaldTrump Typical fundie.  https://t.co/jvwpp4yvU9
1030967411737063424 2018-08-18 19:59:20 -0400 <religiouserpico> @realDonaldTrump Blame CNN owner Ted Turner.  The quintessential globalist.
1030967409295978497 2018-08-18 19:59:19 -0400 <raulisodo> @ScribblesDan @L8erT8ers @PalmerReport @realDonaldTrump "The more that discuss it, move to the side of America. All of that =the more people who will do the right thing and vote President Trump a 2nd term."  OK, right here is where your logic falls apart.
1030967409249677312 2018-08-18 19:59:19 -0400 <PatriotMark45> @LadyThriller69 @realDonaldTrump I love @realDonaldTrump , but please don't disrespect him by saying he loves all children. He loves all American children, like he should America First!!! All those kids from s***hole countries need better parents that could get into America legally. MAGA!!!
1030967409224704000 2018-08-18 19:59:19 -0400 <GergKenredy> @GOP @GOPChairwoman @realDonaldTrump That means you think America is not already great.
1030967408297750528 2018-08-18 19:59:19 -0400 <Francis35716551> @MizKit2 @realDonaldTrump Troll.
1030967406804357120 2018-08-18 19:59:18 -0400 <doreen0578> @realDonaldTrump
1030967406452191234 2018-08-18 19:59:18 -0400 <glrm8892> @TravelingUS @realDonaldTrump @IvankaTrump 😂😂😂
1030967405537841153 2018-08-18 19:59:18 -0400 <TonyJeans6> @LIberateTEXAS @Skywatcherb @HPSelf @NBCNews @realDonaldTrump @POTUS This is the stuff that causes civil unrest! Ordinary citizens have a breaking point!
1030967405072265217 2018-08-18 19:59:18 -0400 <Clintonista1> @Oregon97415 @realDonaldTrump 😂😂😂
1030967404912959489 2018-08-18 19:59:18 -0400 <eloiseat6> @realDonaldTrump You “allowed”? Looks like McGahn allowed himself to protect himself. He didn’t want to be John Dean to your Nixon.
1030967404648693770 2018-08-18 19:59:18 -0400 <freedom2015glo> @Tamehnter @realDonaldTrump He’s not deflecting; he’s telling the truth. See that little word “also” up there? Narcissistic psychopaths always drop a nugget of truth in their babbling.
1030967403465859072 2018-08-18 19:59:18 -0400 <StacyeJowers> @realDonaldTrump  https://t.co/opHPsC7Ydj
1030967400387072002 2018-08-18 19:59:17 -0400 <xXCASCABELXx> @PalmerReport @realDonaldTrump  https://t.co/lAPUrANoYg
1030967399938437120 2018-08-18 19:59:17 -0400 <jami91162> @realDonaldTrump Out of 327million people, you can only get 77thousand likes. That’s less than 1/300th of the actual people in this country. You are not popular, not loved and you should just quit before you big mouth gets you in any more trouble.
1030967399443582977 2018-08-18 19:59:17 -0400 <Jonatha11190670> @Netwebangel @realDonaldTrump Once
1030967398441005056 2018-08-18 19:59:16 -0400 <Siubhan_H> @AngelaRoss1 @BATMANiish @Christi68547466 @AltNatSecAgency @JJSterling1111 @realDonaldTrump He did a goofy Kabuki play with piles of blank paper, folders &amp; binder clips...
1030967397895684096 2018-08-18 19:59:16 -0400 <TheMountainMan4> @P00PInMyPants @_ReaalAmerican_ @realDonaldTrump  https://t.co/tUim0gjb3h
1030967397782626304 2018-08-18 19:59:16 -0400 <RschachBob> @realDonaldTrump TRUMP 2020 !!!
1030967396054589440 2018-08-18 19:59:16 -0400 <SrikanthTalagad> @realDonaldTrump We are letting Saudis kill innocent Syrians. Let's not sugar coat this.
1030967395412656128 2018-08-18 19:59:16 -0400 <MainSpringPwr> @realDonaldTrump Want subtle laughter  Watch Jean Claude Van Johnson Campy but it has a story Defuses the N word Kinda funny I wish the world could see things better and  Fn laugh  Trust  Then throw out all the bad priest with some tough male Catholics
1030967395165327366 2018-08-18 19:59:16 -0400 <recipes25161> @angie32191940 @omzmusic @realDonaldTrump @HillaryClinton She would speak out just to piss you off, Angie...
1030967392611053568 2018-08-18 19:59:15 -0400 <lunf_philip> @realDonaldTrump We tune you out as well. You display an awful , shameful persona as a leader. I’m sick of the shamefulness.
1030967385547632645 2018-08-18 19:59:13 -0400 <sophagazelle> @bensteinbrener @suejiron @ljwaz99 @cassie_complex @realDonaldTrump Omg hilarious😂😂😂
1030967379113783297 2018-08-18 19:59:12 -0400 <Francis35716551> @jason_thedude @realDonaldTrump Troll.
1030967378711117824 2018-08-18 19:59:12 -0400 <AnnAdki61964612> @realDonaldTrump @TestyTarheel I’m a deplorable and proud of it!!
1030967378228727808 2018-08-18 19:59:12 -0400 <marktsurvey> East Jackson high school in Georgia had an awesome banner last night @realDonaldTrump  https://t.co/prEbqAktEe
1030967376890589186 2018-08-18 19:59:11 -0400 <Tothiwim> @GOP @realDonaldTrump They haven't done much toward getting rid of you lot.
1030967370750324736 2018-08-18 19:59:10 -0400 <RaffertyJoe> @NYGovCuomo @realDonaldTrump Yeah keep walkin it back. A little late for that zero
1030967367705157632 2018-08-18 19:59:09 -0400 <politik10111> @DevinNunes @JBaker31826004 @realDonaldTrump @dbongino @C_3C_3 @LouDobbs @CollinRugg @marklevinshow @IngrahamAngle @RandPaul @Jim_Jordan @_ImperatorRex_ @Education4Libs @RepMarkMeadows @RealCandaceO @LouDobbs @marklutchman @seanhannity @USAGSessions @DiamondandSilk @Solmemes1 @GovMikeHuckabee  https://t.co/BT5igF3qD8
1030967365482176512 2018-08-18 19:59:09 -0400 <jeff_olin> @realDonaldTrump DJT no doubt was looking in the mirror as he wrote this
1030967364416937985 2018-08-18 19:59:08 -0400 <rosepetals_zina> @TomFitton @realDonaldTrump So he can continue his coup against the president
1030967360423976966 2018-08-18 19:59:07 -0400 <CreechTheTruck> @realDonaldTrump  https://t.co/vaUWwr6tVa
1030967360260325376 2018-08-18 19:59:07 -0400 <michaelablack68> @realDonaldTrump Oh yes, spend it on something useful like a space force. Better still use it for your legal fees
1030967360050491393 2018-08-18 19:59:07 -0400 <MissAdventure11> @votevets @realDonaldTrump If you really do this I will fly out there from SoCal to proudly run in this race, and raise money for homeless veterans. Keep us posted.
1030967357953515521 2018-08-18 19:59:07 -0400 <Ryan_VanSickle> @Max_VikingAxe @realDonaldTrump TDS
1030967356657262592 2018-08-18 19:59:06 -0400 <19jimbo64> @ScribblesDan @PalmerReport @realDonaldTrump You’re delusional. Get an education!
1030967356380639232 2018-08-18 19:59:06 -0400 <StacyeJowers> @realDonaldTrump  https://t.co/ReysE40ceQ
1030967356141514753 2018-08-18 19:59:06 -0400 <keeptofacts> @Billbrowder @jaketapper . @realDonaldTrump just wanted to make sure you see this, Sir, in case you want to speak to Mr. Xi about tips  for ICE. @jeffsessions
1030967351578124288 2018-08-18 19:59:05 -0400 <DaleMadHaz> @mark_mstepjtdad @realDonaldTrump There’s a Trump tweet for every occasion. #hypocrisyintheWhitehouse  https://t.co/C7reJVitcI
1030967348180791297 2018-08-18 19:59:04 -0400 <cjweber59> @realDonaldTrump The best way to help us would be to resign.
1030967347937390592 2018-08-18 19:59:04 -0400 <naughTAY2968> @realDonaldTrump Hey you made a funny.  https://t.co/GLwmLzj3Rt
