1185707197398806529 2019-10-19 19:59:59 -0400 <susurrriot> @realDonaldTrump  https://t.co/DO7QJSgVOe
1185707160057110529 2019-10-19 19:59:50 -0400 <JaKa215> @realDonaldTrump You certainly have your own way of looking at things. There is nothing good waiting for you. And if we're talking about dishonest sleazebags-you should look in the mirror (by the way-who does your makeup-because you look ridiculous!) #ImpeachDonaldTrumpNOW #ThePresidentIsACrybaby
1185707159289503744 2019-10-19 19:59:50 -0400 <ScottSaxman1> Enjoyed the #WHGarden tour today @WhiteHouse @realDonaldTrump  @Scavino45 spent an entire hour walking around showing my support for your #KAG2020 re-election &amp; nobody told me to put my flag away until someone complained near the fountain &amp; Secret Service asked me to put it away.  https://t.co/zFW8BGszFB
1185707156143853568 2019-10-19 19:59:50 -0400 <SouthernBlueDog> @realDonaldTrump Spin it all you want Dotard, you committed a crime. You admitted to it and so has Mulvaney.
1185707148510146560 2019-10-19 19:59:48 -0400 <billymag52> @realDonaldTrump #wedoitallthetime
1185707147834904576 2019-10-19 19:59:48 -0400 <BornNativeUSA> @MariBXBKgirl @samstein @realDonaldTrump Oh ok. I'd do that too. lol
1185707146824093696 2019-10-19 19:59:47 -0400 <bobinop> @eugenegu @realDonaldTrump Not
1185707146580766720 2019-10-19 19:59:47 -0400 <bluejaystwit> @realDonaldTrump The hypocrisy is quite thick
1185707144802234368 2019-10-19 19:59:47 -0400 <JimBrownBT> @realDonaldTrump  https://t.co/25Zb3TWbIt
1185707142768017408 2019-10-19 19:59:46 -0400 <Denisprings> @nikkiNlarry @TomiLahren @realDonaldTrump  https://t.co/yveyrf5z4P
1185707139676946435 2019-10-19 19:59:46 -0400 <EmPaHastings> @realDonaldTrump Pants on fire.
1185707139479695361 2019-10-19 19:59:46 -0400 <AnonymousState1> @JasonHa20018594 @PrasunK5 @realDonaldTrump Brain growth too.
1185707138967986176 2019-10-19 19:59:45 -0400 <TrentFBB> @realDonaldTrump  https://t.co/iMkHCSoSpb
1185707138167033857 2019-10-19 19:59:45 -0400 <Jeannie5554> @realDonaldTrump #StopTheCon  #StopTheCon  #StopTheCon  #StopTheCon  #StopTheCon  #StopTheCon  #StopTheCon  #StopTheCon
1185707137940496384 2019-10-19 19:59:45 -0400 <RAPsgirl> @GovBrewer @SpeakerPelosi @POTUS @realDonaldTrump @BarackObama Up in his face rude! No comparison!!🤨
1185707136799477760 2019-10-19 19:59:45 -0400 <Netreba14N> @realDonaldTrump We have all seen and read the the Potus phone call and the Dems try to slice and dice the wording and to a fair minded person Trump is not guilty  on any wrong doing. Make your america great in 2020.
1185707133452587010 2019-10-19 19:59:44 -0400 <ButWhy1925> @GOPChairwoman @realDonaldTrump @LizRNC Hows your uncle
1185707133225992193 2019-10-19 19:59:44 -0400 <JamieYaar> @TaraTran888 @kellyw8461 @JustPlainSuzeYo @tonyposnanski @realDonaldTrump @RTErdogan Thousands in Prison camps, previously guarded by Kurdish fighters, are literally walking free as the Kurds focus on their very survival .. thousands .... just wandering off ...
1185707132232044545 2019-10-19 19:59:44 -0400 <ResistAmerica> @realDonaldTrump A lot of empty sears, Bucky.
1185707132177375232 2019-10-19 19:59:44 -0400 <AnthonyEricMar3> @DrPhilKn0ws @dcexaminer @realDonaldTrump  https://t.co/zMiBy5yG4K
1185707132018221059 2019-10-19 19:59:44 -0400 <fwateska> @realDonaldTrump  https://t.co/usgffouuOl
1185707131908935680 2019-10-19 19:59:44 -0400 <Sgiandrew> @WomenforTrump @realDonaldTrump You are all complete delinquents !
1185707130675970048 2019-10-19 19:59:43 -0400 <smdh_atloser45> @crzy8ch @Premium_Steve @realDonaldTrump I hadn't realized you had asked!  Obstruction of justice Tampering with a witness Emoluments clause Crimes against humanity Murder Inciting violence Lying to the FBI Campaign fraud And are we just talking during the presidency? But also treason. That's just all I can fit
1185707129434529793 2019-10-19 19:59:43 -0400 <KelleyA07553426> @realDonaldTrump Think of how many Kurds were beheaded, raped and murdered, slaughtered, including women and children, because you okayed US withdrawal with absolutely no oversight. You have blood on your hands.  You are guilty of crimes against humanity. You are an EVIL man!
1185707128478142464 2019-10-19 19:59:43 -0400 <AC101> @realDonaldTrump 🖕🏼🖕🏼🖕🏼🖕🏼 #StopbeingPutinsBitch
1185707127026978816 2019-10-19 19:59:43 -0400 <JSCINNY> @GOPChairwoman @realDonaldTrump If you mean destroy the idiot in chief, then yes.
1185707123709218817 2019-10-19 19:59:42 -0400 <truthteller49> @Fahrenthold @realDonaldTrump He been campaign since he won. I'm positive donors are over the campaign limit. It's time for an investigation. Never heard he had small donors.
1185707123084128256 2019-10-19 19:59:42 -0400 <Wct1964> @Che1167 @dvillella @realDonaldTrump Trump 2020!!!!
1185707122681475072 2019-10-19 19:59:42 -0400 <JohnDoughReally> @realDonaldTrump  https://t.co/3h7gBqZF4m
1185707121964474368 2019-10-19 19:59:41 -0400 <NunyaB_2020> @HSchouten @cadMack1 @steph93065 @realDonaldTrump "preventing"
1185707121427529729 2019-10-19 19:59:41 -0400 <Kandid61Kandi> @VP @realDonaldTrump NAFTA was fine. You just put America’s farmers into bankruptcy, the taxpayers in more debt due to your bad policies. USMCA =NAFTA Without the debt we incurred due to to stupidity of this Administration.
1185707117694599168 2019-10-19 19:59:40 -0400 <trump2trumpIRL> Psst @realDonaldTrump, they jus added Big Town on neflix, lets binge!
1185707115538800640 2019-10-19 19:59:40 -0400 <DownPalace> @realDonaldTrump If by "right place" you mean the depths of hypocrisy and self-interest, sure, I'll agree.
1185707115127529473 2019-10-19 19:59:40 -0400 <NancyRHM> @realDonaldTrump Nice try. We all heard him.  #ThePresidentIsACrybaby
1185707115031207936 2019-10-19 19:59:40 -0400 <ColtCarl> @TimeToSayGood15 @robynjo14287916 @realDonaldTrump Bs
1185707113735245826 2019-10-19 19:59:39 -0400 <7_AYR_> @TheDailyEdge @realDonaldTrump Niiiice!
1185707113475166209 2019-10-19 19:59:39 -0400 <Bob_0644> @realDonaldTrump  https://t.co/dsQv12grTl not a Rich Republican like so many are but I will donate money to the new Prick Starter Program ro not you.out of office. IF did have money ,I would still donate even more so we can get a good Republican Canidate for president in 2020
1185707111545593856 2019-10-19 19:59:39 -0400 <calstockdoc> @BillKristol It’s like @realDonaldTrump said: Don’t believe your eyes or ears, believe what I tell you. #LiarInChief
1185707110820171776 2019-10-19 19:59:39 -0400 <DonOffie> @MaryjaneMjmalin @TheRynheart @realDonaldTrump tRump has a big damn shovel!!!
1185707110094594054 2019-10-19 19:59:39 -0400 <teapartyproud> @Aug1405 @SpedieEdie @realDonaldTrump @teapartyproud
1185707109909958659 2019-10-19 19:59:39 -0400 <nadottikai> @realDonaldTrump Not to be a broken record, but I'd rather shit broken glass.
1185707107854667776 2019-10-19 19:59:38 -0400 <aniketcsingh> @EmilyGross1 @Ryan_JT9 @realDonaldTrump Missing is your humanity  Ur thinking process is old  Think like ur president
1185707107372453889 2019-10-19 19:59:38 -0400 <karen_gray_golf> @RandPaul @PaulObrienUSA @realDonaldTrump Disgusting
1185707104784539653 2019-10-19 19:59:37 -0400 <HitmanMattingly> @Sobana_Blupaw @Richard07375128 @charlburg @realDonaldTrump No one has denied it, even the judge acknowledges it.  Here, from the judge's record, on page 4 under affiliations: La Raza Lawyers of San Diego   https://t.co/o9GCacJHsW
1185707103882764288 2019-10-19 19:59:37 -0400 <Tina12312> @realDonaldTrump I don't see anything you have done that doesn't constitute an Impeachable offense - so much to choose from.  #ThePresidentIsACrybaby
1185707103127822336 2019-10-19 19:59:37 -0400 <trumpet4dworld> @bigredwavenow @realDonaldTrump @WhiteHouse @SecretService Thats so sweet!😚😚😚
1185707101311684608 2019-10-19 19:59:36 -0400 <timhowa30605430> @realDonaldTrump What else are you going to make him say, orange face?
1185707101164691457 2019-10-19 19:59:36 -0400 <joyceon97390955> @rotsch26 @tedlieu @realDonaldTrump Had a visitor from Finland; it took him awhile to get the shocked look off his face after I explained what’s going on here in the US
1185707100112130048 2019-10-19 19:59:36 -0400 <_beaustrachan> @RepLeeZeldin @realDonaldTrump EVERY interview . . .   . . . sounds more transparent than what you clowns have been claiming. 🖕🖕
1185707099998871552 2019-10-19 19:59:36 -0400 <PhotoClique1> cc:  @realDonaldTrump  @POTUS. @VP  @SecPompeo
1185707099646550016 2019-10-19 19:59:36 -0400 <FranklinCole43> @ramses_19_79 @HouseGOP @realDonaldTrump They're working out great!
1185707098316738561 2019-10-19 19:59:36 -0400 <BritanniaRoyals> @realDonaldTrump Trial by firing squad in New Mexico ! This is disgusting and beyond belief the USA /New Mexico can do this and get away with it because they are Police? The Federal Government AG should look into this killing? And charge the Police concerned? I want justice done!
1185707098165760001 2019-10-19 19:59:36 -0400 <PeepingPeepster> @GOPChairwoman @realDonaldTrump  https://t.co/lzWz8h1Vyw
1185707097880743936 2019-10-19 19:59:36 -0400 <LauraBDesign1> @realDonaldTrump Baby needs a nap. #ImpeachAndRemove
1185707097012555777 2019-10-19 19:59:35 -0400 <kateb1128> @realDonaldTrump RESIGN
1185707095674511360 2019-10-19 19:59:35 -0400 <txchristabelle> @realDonaldTrump After you got in that azzzzz
1185707095342997504 2019-10-19 19:59:35 -0400 <VickyK42041442> @realDonaldTrump Too late Grumpy Grampa. That boat  has already sailed. .
1185707095200415744 2019-10-19 19:59:35 -0400 <Bmrm2000> Thank you @realDonaldTrump . There are no words to describe your treason. History will never forgive what you have done.
1185707094751637504 2019-10-19 19:59:35 -0400 <Wct1964> @kim @DezaAlert @realDonaldTrump Trump 2020!!!!
1185707093644447744 2019-10-19 19:59:35 -0400 <RLeeAtwood> @madalynkathrynm @Marksmi53130121 @realDonaldTrump  https://t.co/tL20sHcfV2
1185707093434617856 2019-10-19 19:59:35 -0400 <DougBluecher> @Liberty4Free @ChatByCC @realDonaldTrump We agree on something at least.
1185707092977573894 2019-10-19 19:59:34 -0400 <LorineMS> @HatfieldJr1013 @TomFitton @realDonaldTrump You seem to have forgotten the original tweet was about a coup. It's not a coup, it is a legit. impeachment inquiry. You believe supoenas can't be issued without a vote but the inquiry itself does not need a vote. That is the topic - coup vs legit impeachment inquiry.
1185707090741993473 2019-10-19 19:59:34 -0400 <saintworksart> @realDonaldTrump Weird that he didn’t make that clear at the time. Hmm... too late.
1185707089357955072 2019-10-19 19:59:34 -0400 <j_auginash> @realDonaldTrump There’s the nepotism, Ukraine, oh yeah now the G7....just to few. #ImpeachAndRemove
1185707087692730368 2019-10-19 19:59:33 -0400 <jasonkarov> @realDonaldTrump  https://t.co/5xdVxY8Pqn
1185707087503843328 2019-10-19 19:59:33 -0400 <fashionchaos> @thebradfordfile @realDonaldTrump THE BEST #POTUS in our HISTORY!
1185707087483023361 2019-10-19 19:59:33 -0400 <BElectric412> @realDonaldTrump I can't believe how many people believe your lies! You have  ruined this country in the past 3yrs. This  #impeachment will be your demise and am looking forward to it! You are a #bigot #sexist #racist . #ImpeachTheMFTraitor #DumpTrump #NotMyPresident
1185707086979559424 2019-10-19 19:59:33 -0400 <JimBrownBT> @Newsweek @realDonaldTrump ICYMI
1185707083909517313 2019-10-19 19:59:32 -0400 <noxonoxo> @SpeakerPelosi  @SpeakerPelosi  LEVIN SAYS YOU MADE MILLIONS ILLEGAL STOCK TRADING IPO VISA INVOLVED IN LAWS FOR THEM. @realDonaldTrump @gtconway3d @RepAdamSchiff @SenSchumer
1185707082072371200 2019-10-19 19:59:32 -0400 <Bevnaticchia> @realDonaldTrump @JasonChaffetz @seanhannity Almost every Democrat voted to impeach. President Pinocchio
1185707080885387266 2019-10-19 19:59:32 -0400 <MostPositivePer> @realDonaldTrump The statement that you dictated?  Hmmm.
1185707078687571974 2019-10-19 19:59:31 -0400 <hawks_sox> @ConsiderSanity @RepKinzinger @VolunteerReport @realDonaldTrump @DefenseOne The House can impeach him without Republican votes. It would be better to have them but they have enough Democrats. The Senate needs Republican votes to remove him from office.
1185707077680926721 2019-10-19 19:59:31 -0400 <cafetalera0252> @Scorpio_68 @mariolrh @POTUS @realDonaldTrump @jguaido El mundo entero sabe quién es y de qué es capaz este NarcoRegimen , el presidente Trump y sus halcones solo esperan el momento y no esperen que van actuar por qué otro les de órdenes .
1185707077609689089 2019-10-19 19:59:31 -0400 <JoannaT40> @GOPChairwoman @realDonaldTrump Putting people in cages is freedom?????
1185707075046739968 2019-10-19 19:59:30 -0400 <HaysonTami> @GreggJarrett @realDonaldTrump  https://t.co/onv6vJc77z
1185707074103205888 2019-10-19 19:59:30 -0400 <NotAlexNoyle> @CliffHello @FriedrichFiles @BlueRobotDesign @Pappiness @realDonaldTrump @DrJillStein That’s totally made up. Think about that.
1185707073776095232 2019-10-19 19:59:30 -0400 <LowcountryMarsh> @realDonaldTrump But have YOU pre-paid the security costs to Tupelo?👨🏻‍🦰🥊🤷🏼‍♀️🤷🏼‍♀️🤷🏼‍♀️
1185707073314574336 2019-10-19 19:59:30 -0400 <Wct1964> @DezaAlert @realDonaldTrump Trump 2020!!!!
1185707068629671937 2019-10-19 19:59:29 -0400 <nycpaf> @RepDanCrenshaw @realDonaldTrump @SteveScalise You need to assess your priorities as a temporary member of Congress. Allow executive branch a pass to abuse its authority without impunity or actually perform your constitutional duties. Don’t be blind to corruption at White House.    @JoeBiden @PeteButtigieg @HillaryClinton
1185707066914156544 2019-10-19 19:59:28 -0400 <AbdulImajeed> @realDonaldTrump This is why I like Trump, Salute you President for saving life, this is not the first time you have done it.
1185707066486337536 2019-10-19 19:59:28 -0400 <RachelB70957818> @realDonaldTrump We know you did nothing wrong. Keep doing what you do. #DrainTheDeepStateSwamp
1185707065005748227 2019-10-19 19:59:28 -0400 <Dorothy767> @ShannonSL_ @BershodM @Airvooocht @realDonaldTrump And you a teacher ? Or are you a bar fly ?
1185707059272134656 2019-10-19 19:59:26 -0400 <WhattimeI> @JudicialWatch @realDonaldTrump @TomFitton I guess that only means 1.5 million over who did not vote for you, you won by the electoral college, not by the people.
1185707058286301184 2019-10-19 19:59:26 -0400 <BaconGrillin123> @realDonaldTrump @FoxNews Yeah this is nonsense.
1185707058038882304 2019-10-19 19:59:26 -0400 <dpouncer51> @SantaInc @realDonaldTrump Do hold your breath for that to happen. Aren’t you the least bit curious about the content on Mifsud’s phone? Never mind, you probably just watch CNN and are by nature as incurious as they are
1185707057531502592 2019-10-19 19:59:26 -0400 <JulieValdivia> @realDonaldTrump  https://t.co/CN4TLtw1Xb
1185707057300852736 2019-10-19 19:59:26 -0400 <Lynxlark1> @realDonaldTrump No Donald, we all heard what he said. Quid pro quo
1185707056440983552 2019-10-19 19:59:26 -0400 <MaryKittelson5> @realDonaldTrump I’m pretty sure it’s not the hard working employees making a minimal hourly rate. The CEOS are probably doing fab!
1185707055484678146 2019-10-19 19:59:26 -0400 <drjeb> @realDonaldTrump @eugenegu Hahahahahahahahahahah🤣🤣🤣😆😆😆
1185707052439490560 2019-10-19 19:59:25 -0400 <naenaeb5> @GeraldoRivera @realDonaldTrump @TulsiGabbard Says so much that the right is defending and supporting Tulsi.
1185707051856683008 2019-10-19 19:59:25 -0400 <babu000016> @GreggJarrett @realDonaldTrump If this is true, how is it that he isn’t being prosecuted along with Obama and the other collaborators? No one is above the law so they say so why don’t the AG prove it?
1185707051235921920 2019-10-19 19:59:25 -0400 <IAmfoodieBlues> @realDonaldTrump how much did you pay him to take the blame?? YOU are still guilty!! YOU are still a criminal, #ImpeachTheMF
1185707050740916224 2019-10-19 19:59:24 -0400 <LastGuyLaughing> @JoeyDrew10 @norcalpenguin @real_defender @realDonaldTrump I can say that Dems have been openly supporting the destruction of our economy, increase in crime rate, and increase in trafficking without even realizing it.
1185707050455560192 2019-10-19 19:59:24 -0400 <billadler> @realDonaldTrump Um. Of course Trump's acting Chief of Staff will lie for Trump.
1185707049985798144 2019-10-19 19:59:24 -0400 <preferspuppies> @Boy2020Patriot @LeeHolly81 @SAVEUSAVOTEBLUE @realDonaldTrump what the heck is Jill doing their except sucking up for Putin's Money?? The Russians have NEVER given a crap about Green issues.
1185707049935462406 2019-10-19 19:59:24 -0400 <seattlegja> @jlo_dahhan @TimRunsHisMouth @realDonaldTrump Jill Stein is a service member?
1185707047704322049 2019-10-19 19:59:24 -0400 <BitcoDavid> @realDonaldTrump That's funny. I saw that press conference. I don't recall hearing him say anything but, "Yeah, there was corruption. Get over it."
1185707046727045121 2019-10-19 19:59:23 -0400 <Jeepster77Don> @tedlieu @realDonaldTrump A new record for Trump - Most Obvious Admission of Corruption By Any Administration in American History
1185707046592765952 2019-10-19 19:59:23 -0400 <scibbe> @realDonaldTrump  https://t.co/rudWJuKrWr
1185707045309374464 2019-10-19 19:59:23 -0400 <Msdesignerlady> @realDonaldTrump  https://t.co/6ywpQHkakj
1185707043732316164 2019-10-19 19:59:23 -0400 <RomeoIsRanjha> @tedlieu @911CORLEBRA777 @realDonaldTrump Instead of responding to ru$$ian agent @realDonaldTrump , @DNC need to educate Americans how ru$$ia, @CNN @Fox @MSNBC @nytimes is doing misinformation in America. @facebook is own by ru$$ians and they will destroy America. WAKE UP NOW Mr. @tedlieu
1185707042683551744 2019-10-19 19:59:23 -0400 <Wct1964> @EricWolfson @realDonaldTrump Trump 2020!!!!
1185707042473988096 2019-10-19 19:59:22 -0400 <Thewalrus0007> @Fahrenthold @realDonaldTrump I don't give a damn even if it's half cost. He's still pocketing all that money. Emoluments still applies.
1185707042457042944 2019-10-19 19:59:22 -0400 <balthsgirl> @EvilBobJ @realDonaldTrump Millions of us elected him to be POTUS.  His term is not over.  He's doing exactly what we voted him in to do.  We are doing it again in 2020.  Suck it up cupcake.  https://t.co/oRGbjAYdqB
1185707041819676674 2019-10-19 19:59:22 -0400 <KarronMatte> @realDonaldTrump Better than a rock concert!
1185707041320587264 2019-10-19 19:59:22 -0400 <IQuotha> @realDonaldTrump Guess you didn't see the video.
1185707040884363269 2019-10-19 19:59:22 -0400 <Pingburbank> @ClintEastwoodLA @realDonaldTrump @RSBNetwork There are more America people becoming to love Trump.
1185707039038857217 2019-10-19 19:59:22 -0400 <Jae45036043> @ArchEmperor @ChrisJZullo @GOPChairwoman @realDonaldTrump Lordy! It’s always a FOOL in the bunch🤦🏾‍♀️
1185707038107668480 2019-10-19 19:59:21 -0400 <bluejaybeep> @realDonaldTrump If she says it #ItMustBeTrue
1185707037558226944 2019-10-19 19:59:21 -0400 <bwayne1112> @realDonaldTrump Go to the videotape!!!!
1185707036916551680 2019-10-19 19:59:21 -0400 <Deby45363333> @GOPChairwoman @realDonaldTrump Please NOT THE SAME MISTAKE AGAIN
1185707036320915456 2019-10-19 19:59:21 -0400 <braran_mom> @YockeyWendy @iheartmindy @badluck_jones @RepKatieHill @GOPLeader @GOPChairwoman @GOP @senatemajldr @realDonaldTrump Wow. I just read your timeline. You are absolutely fixated on this. Maybe you need a hobby? Or maybe a girlfriend or boyfriend?
1185707036144783361 2019-10-19 19:59:21 -0400 <StevePa11190292> @thebradfordfile @realDonaldTrump Their - there - they're Try to work on your grammer.
1185707035591098368 2019-10-19 19:59:21 -0400 <Dbkrlpth> @thebradfordfile @realDonaldTrump If liberal hypocrisy is a disease, what is conservative hypocrisy? Lots of evidence of that, this impeachment go-around versus Clinton's. Just curious. Btw, their, not there.
1185707035221987329 2019-10-19 19:59:21 -0400 <RobertKruyff> @realDonaldTrump Trump, why can't you tell the truth. You're digging yourself deeper and deeper in the ugly truth of your continuous lying!
1185707034831806464 2019-10-19 19:59:21 -0400 <AnthonyEricMar3> @Hardrock1387 @dcexaminer @realDonaldTrump  https://t.co/NjbVGJmN81
1185707034341072896 2019-10-19 19:59:21 -0400 <dartdriver15> @morten @realDonaldTrump Once is good enough.
1185707033338798080 2019-10-19 19:59:20 -0400 <RoseMFields> @realDonaldTrump It’s about your lies, your deceit, and your treasonous activities. Resign or be impeached.
1185707033246478336 2019-10-19 19:59:20 -0400 <DanKelly7> @SaraCarterDC @realDonaldTrump @RepAdamSchiff Shady Schiff will go down as one the most dishonest US reps in US history!! Spent more money and wasted more time accomplishing absolutely nothing. Wait he did prove that Democrats have no business running this country!!!!
1185707030624927744 2019-10-19 19:59:20 -0400 <Peaty31552981> @cdnelefan @ChrisJZullo @GOPChairwoman @realDonaldTrump That place is going bankrupt.
1185707030427951104 2019-10-19 19:59:20 -0400 <sandyan57549867> @realDonaldTrump Which is a lie.  Why don't you give up Twitter.  It's really not helping you.
1185707030042071040 2019-10-19 19:59:19 -0400 <UHOH911> @realDonaldTrump 😂😂😂😂😂 yah after you had a talk with him 😂😂😂😂😂😂😂😂😂. We’re not stupid Don 🙄😐😐🤡👎
1185707025768026118 2019-10-19 19:59:18 -0400 <MissionChaos> @realDonaldTrump Jill Stein is the reason your second place finish with actual voters got you to the WH. You benefitted from a candidacy that existed only as a spoiler for your opponent and still couldn't put together an agenda that drew the most votes. You run the country like a runner-up...
1185707025461694464 2019-10-19 19:59:18 -0400 <satirecat57> @DunlapSports @realDonaldTrump puts ketchup on steak and we know what kind of taste he has.
1185707025302523909 2019-10-19 19:59:18 -0400 <Norris32K> @Xaluvier @AngelaBelcamino @realDonaldTrump Get over it 🙄
1185707024580874240 2019-10-19 19:59:18 -0400 <Dootster> BOOM! Poll: @realDonaldTrump beats #Warren, #Biden in #Iowa match-ups  https://t.co/KekTxy6zLy #BernieInQueens
1185707023868018689 2019-10-19 19:59:18 -0400 <KarenSm96080> @acmark_albert @StewardshipAmer @realDonaldTrump His policies are responsible for all these successes. He’s a real leader Obama or Clinton weren’t.  I can’t wait for 2020 to come.
1185707023482130432 2019-10-19 19:59:18 -0400 <grrich2> @FrankDangelo23 @realDonaldTrump I fell so sad for the mentaly  lost souls we have to put up with .  Democrats have lost there minds .
1185707019090554880 2019-10-19 19:59:17 -0400 <Wct1964> @SharleneLustig @nelsonwendella @realDonaldTrump Trump 2020!!!!
1185707018759229440 2019-10-19 19:59:17 -0400 <johninphx> @gfallar @DebbieLesko @realDonaldTrump @WhiteHouse LMAO. Debbie isn’t going anywhere. Get used to her, George.
1185707018285473792 2019-10-19 19:59:17 -0400 <bajanpeter> @realDonaldTrump Was this his second statement???
1185707017547087872 2019-10-19 19:59:17 -0400 <oldrte74> @RealOmarNavarro @realDonaldTrump Can’t wait till you officially lose.
1185707016733495297 2019-10-19 19:59:16 -0400 <Dave_Wiener> @realDonaldTrump Wait, is he seriously saying someone else has a disastrous environmental policy? Really?
1185707015626035200 2019-10-19 19:59:16 -0400 <artsurfer> another thing @realDonaldTrump  is reversing that Obama instituted;  https://t.co/hGFGTnL8K1
