1080977104035037184 2019-01-03 18:59:59 -0400 <AllianceAllium> @realDonaldTrump #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown
1080977074293215232 2019-01-03 18:59:52 -0400 <LoisLWharton4> @realDonaldTrump The Democrats didn’t say they “Proudly would shutter the government if they couldn’t get that stupid wall”. You said it Ignorant 45 I can hardly wait til Mueller chew you up.
1080977073567645697 2019-01-03 18:59:52 -0400 <Letitsnowtoo> @melaniedeppen @realDonaldTrump ONLY IF YOUR ALLOWED TO PUKE THE WHOLE TIME🤢
1080977071193628674 2019-01-03 18:59:52 -0400 <Paperbagguy> @DFBHarvard @Michell22085533 @realDonaldTrump @POTUS If the wall is immoral why don’t the Dems put up a bill to knock down the resisting wall?
1080977070694510592 2019-01-03 18:59:51 -0400 <AllianceAllium> @realDonaldTrump #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown
1080977069385887744 2019-01-03 18:59:51 -0400 <83Amberwood> @realDonaldTrump Two trillion dollars in increased debt since you took office and you are wanting a wall. You have your wants and needs mixed up.
1080977069033558022 2019-01-03 18:59:51 -0400 <55_dcc43> @realDonaldTrump Mexico will pay for the wall. I have a secret healthcare plan better than Obamacare that will cover everyone at a cheaper cost.  https://t.co/yI6pTXlT6m
1080977067594928128 2019-01-03 18:59:51 -0400 <alasdairwatt> @potus @realDonaldTrump   Wow, USA 🇺🇸 is now 2 Trillion more in the hole under Trump reign. #goodjob #trumpuniversity #trumpcasino #trumpsteaks  #trumpwater #fuckingjoker
1080977064780619776 2019-01-03 18:59:50 -0400 <ReneeMarieHern2> @SenSchumer @realDonaldTrump @AprilDRyan Please stand for all that is decent!, moral, and righteous!  DO NOT CAVE IN TO GOP INSANITY  !!!!!!!!!!
1080977064524767234 2019-01-03 18:59:50 -0400 <Steveoboogie> @tamexis @realDonaldTrump @POTUS Priceless “Stop angering your hearts over it“. Why don’t you stop giving into your hate. Justify it anyway you want to just don’t think everyone else is stupid enough to believe it. Hatred with a smile is still hatred.
1080977064331743232 2019-01-03 18:59:50 -0400 <LariceLu> @realDonaldTrump You look foolish.  https://t.co/boY7Hb74Yb
1080977063018938368 2019-01-03 18:59:50 -0400 <Vicki18321489> @realDonaldTrump Democrats won’t fund the wall because they need the money 💰 to house and feed all who are trying to enter
1080977061261410304 2019-01-03 18:59:49 -0400 <MrsRosefyre> @okeeffecom @SpeakerPelosi @realDonaldTrump You &amp; the rest of the xenophobic #TrumpCultists pay for or, better yet, make tRUMP pay for it. He's rich. #NoWall
1080977061227855872 2019-01-03 18:59:49 -0400 <MattRMetsack> @irosky007 @mattslevi @realDonaldTrump No people are opposed to it because it’s a waste of money. It’ll stop nothing. Does the phrase “ shoveling shit against the tide” mean anything? This wall would be a monument to that phrase
1080977060594618369 2019-01-03 18:59:49 -0400 <VictorKilbourn> @SenSchumer @realDonaldTrump @AprilDRyan Just build the wall and this will be over with you gave 10 billion away last month to other countries
1080977060472877056 2019-01-03 18:59:49 -0400 <roys5775> @realDonaldTrump That was total Bullshit what you did at the Press Briefing. Making individuals that represent supposed Border Security play a political pawn in your border wall game. I guess you will stoop to any low level to force something we don't want down our throats. Just RESIGN!!!!!
1080977059797716993 2019-01-03 18:59:49 -0400 <jbluezfan1> @amore_sacco @realDonaldTrump The Democrats will never change they did it with Obama and are doing the same thing now this is a great country  this has to stop
1080977059206389760 2019-01-03 18:59:49 -0400 <PaleRiderCE> @beth2_k3a @Sweet_PeaBelle @HouseGOP @realDonaldTrump Then you too are part of the problem.
1080977055586619392 2019-01-03 18:59:48 -0400 <RandalRay1> @RepAdamSchiff Isn’t intelligence required to be on that committee, much less the chair!? I would’ve offered respectful congratulations but you might not understand the respect part. Congratulations nonetheless. @SpeakerPelosi @HouseDemocrats @realDonaldTrump @HouseGOP
1080977055075000327 2019-01-03 18:59:48 -0400 <GordonClifton2> @juliagart @jeffmason1 @maggieNYT @PressSec @realDonaldTrump Except, possibly, to the Great God Cholestorel.
1080977054806335488 2019-01-03 18:59:48 -0400 <CwazupJ> @TreyMcMillan83 @clark10240585 @RealJamesWoods @USTreasury @GOP @realDonaldTrump Stay in school Trey
1080977054470877184 2019-01-03 18:59:48 -0400 <Judyll55> @realDonaldTrump AHEM!
1080977051228659712 2019-01-03 18:59:47 -0400 <Greggoryadam> @mel_siegal @StellarKnight20 @realDonaldTrump Yes I understand I know what it is What about Bill Clinton
1080977050251550720 2019-01-03 18:59:47 -0400 <parrdy357> @realDonaldTrump  https://t.co/yOOeRZMnhW
1080977046266892293 2019-01-03 18:59:46 -0400 <mbr19661> @RobManess @realDonaldTrump I love it!  https://t.co/788xLLq6Zy
1080977044287209477 2019-01-03 18:59:45 -0400 <mrshellwinger> @earlygirlie @realDonaldTrump I’m so stealing this!
1080977042357784576 2019-01-03 18:59:45 -0400 <RestaurantGuild> @YourUSPresident @realDonaldTrump @GovPenceIN Trump, Pence, myself are Christians. Jesus Christ has nothing to do with religion.
1080977041737035777 2019-01-03 18:59:44 -0400 <Caranina01> @realDonaldTrump Why should YOU be worried??? You will be Impeached, indicted, Article 25'd or you will be forced to resign. You won't even be "running in 2020".
1080977040906612736 2019-01-03 18:59:44 -0400 <Deconflicted> @realDonaldTrump Am I the only one that noticed trump had been tweeting a lot of pics/vids. In the past most were retweets. Obviously learned a new skill this week.
1080977040726122497 2019-01-03 18:59:44 -0400 <Maeli99377476> @realDonaldTrump That  could be  very helpful
1080977040612954112 2019-01-03 18:59:44 -0400 <Politechblog> @SerleticJeff @realDonaldTrump Most people aren't so stupid as to lend the government a large amount of money interest free. Which is exactly what a "big refund" is.  If you "depend" on it then you are bad with money, or low income enough to get the earned income credit, which is just another form of welfare.
1080977038515810305 2019-01-03 18:59:44 -0400 <BucSpur31> @realDonaldTrump  https://t.co/et28MaSUXu
1080977038415183872 2019-01-03 18:59:44 -0400 <MikeSmi32745600> @realDonaldTrump More trump bullshit!!!
1080977037844758528 2019-01-03 18:59:44 -0400 <bitsbytesandall> @GOPChairwoman @realDonaldTrump 1. respect your elders 2. Mitt is always right 3. when you think he is wrong, refer to 1 and 2, b/c you are most likely wrong and 4. on the contrary; letting POTUS act unAmerican will bring down GOP much faster than pointing out his faults so he can fix them.. as if..
1080977035642716161 2019-01-03 18:59:43 -0400 <HigginsResist> @realDonaldTrump No it’s cause you promised Mexico would pay for it, not taxpayers
1080977035030417408 2019-01-03 18:59:43 -0400 <Chezer59> If I ever found myself riding in a car with @realDonaldTrump, the last thing I'd do is tell him to slow down and be careful, for fear that he might gun it across the median into oncoming traffic, just to drain the swamp.  #TheBeat
1080977034715684864 2019-01-03 18:59:43 -0400 <JeniferWilde> @RaySilvia @SenSchumer @realDonaldTrump @AprilDRyan I can think of 100000 things better than a stupid wall.  Besides, IQ45 said Mexico would pay for it and he would take the blame for the shutdown.  Own it  https://t.co/pCXRFS8QyE
1080977034275315712 2019-01-03 18:59:43 -0400 <Dianew15> @realDonaldTrump So you will hold the country hostage for your wall funding and your 38% base...increase the debt by 2 trillion only since you been  in office...you really have no shame...none..and the GoP follows you like froggen sheep...2020 is coming thank God!!!
1080977034040541184 2019-01-03 18:59:43 -0400 <justawittybit> @RaySilvia @SenSchumer @realDonaldTrump @AprilDRyan That’s not even 1/3 of the US population.. Solid work on your “facts”.
1080977033285513216 2019-01-03 18:59:42 -0400 <AllianceAllium> @realDonaldTrump #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown
1080977032580874240 2019-01-03 18:59:42 -0400 <Goldennonna> @realDonaldTrump Yes  there can.   If you are not a part of the solution then you are a part of the problem!    Grow up!
1080977032408899585 2019-01-03 18:59:42 -0400 <BrianELogan> @BrianKarem @realDonaldTrump #ETTD
1080977029837803521 2019-01-03 18:59:42 -0400 <vdpierre9> @NBCNews Stop blaming @Apple for the @realDonaldTrump shituation we are in. This is all of the #Tariffs winning we supposed to be overwhelmed by.. it's much @GOP winning, we shouldn't have to endure anymore. #Trump created this blame him.
1080977026570428416 2019-01-03 18:59:41 -0400 <SharinStone> @GOP @realDonaldTrump It might as well have been a Hair Club for Men support group meeting.
1080977021721812992 2019-01-03 18:59:40 -0400 <PhilipTerzian> Ex-Democratic Sen #JimWebb served for nine months as Ronald Reagan's Secretary of the Navy (1987-88), quitting because he thought Reagan was soft on communism. By my calculations, as secretary of defense, he should last about 6-8 weeks as @realDonaldTrump's defense secretary.  https://t.co/HQXfHTdsY6
1080977020593623041 2019-01-03 18:59:39 -0400 <ashnotts75> @chef201atc @VirgilTeague @realDonaldTrump Yeah Zero. Democrats playing politics. That was the job of the republicans for the last 2 years after all. Stealing their thunder in not passing anything through who do these democrats think they are? The tea party obstructionists or something. Playing politics is the gop brand.
1080977019976994817 2019-01-03 18:59:39 -0400 <HouchinTkiger> @realDonaldTrump  https://t.co/7sB6GBRkAv
1080977017833697280 2019-01-03 18:59:39 -0400 <indigosue> @realDonaldTrump  https://t.co/8BsaPIG8ug
1080977016655097857 2019-01-03 18:59:39 -0400 <rentveil> @realDonaldTrump Actually it is Americans you are taking those tariffs from — ones who don’t have the luxury of tweeting from a golden toilet.
1080977016328015873 2019-01-03 18:59:38 -0400 <BAPolitix> @realDonaldTrump @GOP Where?
1080977013698105344 2019-01-03 18:59:38 -0400 <TheRealECSny> @tedlieu @realDonaldTrump @GOP He's delusional  It's time to end the madness
1080977013391925250 2019-01-03 18:59:38 -0400 <ffs2u> @AprilDRyan @AURNOnline @SenSchumer @realDonaldTrump #TrumpJello
1080977011735232512 2019-01-03 18:59:37 -0400 <lovejoyart> @realDonaldTrump @GOP “The GOP has never been stronger.” – President Donald Trump    01.03.19
1080977010627936258 2019-01-03 18:59:37 -0400 <paul_tiemann> @realDonaldTrump Heads up taxpayers, there will be no tax refunds processed during the #TrumpShutdown. In spite of what he says it’s clear he isn’t a very good negatiator  because he doesn’t know how to compromise.
1080977008908271618 2019-01-03 18:59:37 -0400 <maniacal_zebra> @AaronCa60732413 @realDonaldTrump Oh, yeah.  You're so totally brainwashed.
1080977002956435456 2019-01-03 18:59:35 -0400 <Puzzledoutwest> @realDonaldTrump Be best! You are such a baby 👶
1080977002327347201 2019-01-03 18:59:35 -0400 <shani_earwood> @realDonaldTrump Guess she’ll have to credit her cheekbones to a different ancestor now.
1080977002084020225 2019-01-03 18:59:35 -0400 <tryedandtrue> @bears_blackhawk @GOPLeader @johncardillo @SpeakerPelosi @GOP @realDonaldTrump Democrats have no problem voting for border security. It's the pointless wall we won't support...
1080977000720986113 2019-01-03 18:59:35 -0400 <CitharaNeedsSub> @thejoshpatten @realDonaldTrump in your dreams
1080977000020365314 2019-01-03 18:59:35 -0400 <sibuegoesbyebye> @Jamierodr10 @realDonaldTrump The pundits won't listen to the men &amp; women of the BORDER PATROL nor the Sec of DHS. Pelosi et al just doesn't want to..why? Because she is a coward and a duplicitous hack. She cares nothing about Angel families like @sabine_durden. Power achieved is not power perceived!
1080977000003715072 2019-01-03 18:59:35 -0400 <browndog422> @realDonaldTrump I copy pasted the previous tweet bec you need reminding: Your words... “I am proud to shut down the government … I will take the mantle. I will be the one to shut it down. I’m not going to blame you for it.” And Mexico will pay/has paid/is paying for it. Also your words.
1080976998623776768 2019-01-03 18:59:34 -0400 <franklion2014> @realDonaldTrump one good reason #RonilSingh
1080976996694396928 2019-01-03 18:59:34 -0400 <CariDaugherty4> @realDonaldTrump This planet! We are SICK AND TIRED OF YOUR PATTING YOURSELF ON YOUR BACK, EVERYTHING THAT IS "GOOD" IS BECAUSE OF YOU, EVERYTHING BAD, President Obama, SHOULD BE President Clinton, OR THE Democrats! NEVER HAS THERE BEEN A MORE EVIL, DIVISIVE president until your nasty face showed
1080976995956199424 2019-01-03 18:59:34 -0400 <boricua4024> @msaltzman65 @realDonaldTrump Because then he wouldn’t be able to get a kickback
1080976992646975488 2019-01-03 18:59:33 -0400 <KimMill51212496> @realDonaldTrump Wow practice what you preach be a team player and open the government back up . You need to go and read all your tweets and campaign promises (or lies ) because you are a bigger ass then you were yesterday and youre not looking good for tomorrow either. Do the right thing 4 once.
1080976991875149824 2019-01-03 18:59:33 -0400 <randombloke1876> @realDonaldTrump Tunnels? #StopTrump
1080976991711563776 2019-01-03 18:59:33 -0400 <commentoniowa> Simple arithmetic, @realDonaldTrump tariffs.  The burden of tariffs on China fall on 325 million Americans plus add price gouging of 25% in US  Lack of trade with China is loss of access to 4 times that population, 1.3BILLION potential customers for US goods.  @CNBC @CNN @MSNBC
1080976991535489024 2019-01-03 18:59:33 -0400 <RDc80> @realDonaldTrump Fake news report
1080976991216652288 2019-01-03 18:59:32 -0400 <iam_mikey_mogul> @POTUS @realDonaldTrump Day 713. Fuck you Donald!!! #Resist #Trump #ResistTrump #Resistance #TrumpRussia #TrumpTreason #TrumpTraitor #PutinsPuppet #DonTheCon #TrumpLies #MuellerIsComing⁠ #LiarInChief #BLOTUS #FatNixon #NarcissisticBaby #TrumpsShutdown  https://t.co/3DMGGZ0MGt
1080976990667227142 2019-01-03 18:59:32 -0400 <randallaustx> @pquaife @christinawilkie Dear @realDonaldTrump,  You might want to check this out before you go #GOT on the stupid wall.  Sincerely,  America
1080976990226722816 2019-01-03 18:59:32 -0400 <JonathanRamen> @realDonaldTrump  https://t.co/pO5nyhiK2T
1080976989648011266 2019-01-03 18:59:32 -0400 <rhus00> @SRuhle @larry_kudlow @WhiteHouse @realDonaldTrump Americans are under siege on two fronts: 1) By their President. 2) By their President.
1080976989513830435 2019-01-03 18:59:32 -0400 <5731965i> @RVAwonk @realDonaldTrump LOL. I THOUGHT IT WAS DONE? THEY TOOK IT DOWN IN HOURS! LOLOLOLOL #MAGA  https://t.co/zf9fZborLi
1080976988129570816 2019-01-03 18:59:32 -0400 <ishopmara> @rojo_bryan @SenSchumer @LauraLitvan @realDonaldTrump The deal had already been made! 100% of the house voted for it. Over a billion was given for boarder security. Where have you been?
1080976986611347456 2019-01-03 18:59:31 -0400 <Azula163> @realDonaldTrump No, I think it is because 2/3 or American's including some Republican's do not think investing in a wall is the answer to immigration.  It in no way means they do not want immigration addressed.  Meanwhile, they need to write up a Code of Conduct for a President.
1080976985801801728 2019-01-03 18:59:31 -0400 <TomsPerezRuiz1> @realDonaldTrump La muralla sera el fin de ESTADOS UNIDOS    y muchos niños morirán
1080976984996495365 2019-01-03 18:59:31 -0400 <AllianceAllium> @realDonaldTrump #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown
1080976978914635776 2019-01-03 18:59:30 -0400 <gagen_patricia> @arrasando83 @ddale8 @realDonaldTrump And sales of adderall.
1080976978180825088 2019-01-03 18:59:29 -0400 <DanMan07076337> @RepAdamSchiff Please lock up @realDonaldTrump ASAP!!!!
1080976976897368071 2019-01-03 18:59:29 -0400 <rockon1021> @realDonaldTrump @GOP ...🤔🤔🤔  https://t.co/HqA0FIuCqO
1080976976805011456 2019-01-03 18:59:29 -0400 <MMolinik> @SpeakerPelosi @realDonaldTrump Stay strong Donald, we the people are behind you. Nancy, keep playing stupid and this country will fall because of your resistance to what the people want. Remember God is watching you, build the wall and keep us safe, quite being so bias.
1080976976700231680 2019-01-03 18:59:29 -0400 <AmirSab00699138> @realDonaldTrump Fake news
1080976976003977216 2019-01-03 18:59:29 -0400 <gulffisherman> @realDonaldTrump  https://t.co/Irm24X2UbR
1080976975983009792 2019-01-03 18:59:29 -0400 <Zazoopitz> @realDonaldTrump hang tight to the wall, Mr. President,   Please don’t   cave to the self serving Democrats!
1080976974691094528 2019-01-03 18:59:29 -0400 <cosococandanga> SI SE HACE UNA MERENGADA DE ELLOS NI @realDonaldTrump SE LA TOMA 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
1080976974653329408 2019-01-03 18:59:28 -0400 <pajedeux> @realDonaldTrump ..you got the wrong poster!  This is what’s coming.  And, yes, it’s Winter.
1080976973705498629 2019-01-03 18:59:28 -0400 <irosky007> @MattRMetsack @mattslevi @realDonaldTrump I doubt if he can get across that beyond those spikes and wires at the edge.
1080976973638316033 2019-01-03 18:59:28 -0400 <Mattie24664495> @realDonaldTrump The democrats would rather pay 15 billion to take care of criminal illegal alien inmates than take care of the people of the United States.
1080976972652503040 2019-01-03 18:59:28 -0400 <LMikeTessman> @tgfjm @WhiteHouse @realDonaldTrump You are entitled to your opinion but not to the facts.  Trump waffled.
1080976972543602688 2019-01-03 18:59:28 -0400 <PaineFulThought> @charliekirk11 @AOC Every day and twice on Friday @realDonaldTrump should hold a press conference  He is constantly wrong, yet never in doubt  He touts ideas that are so fallacious and foolish it shows how extreme the Conservatives have become  Please POTUS keep talking, you are doing the Lords work
1080976972275171328 2019-01-03 18:59:28 -0400 <kaloyanides> @SenSchumer @LauraLitvan @realDonaldTrump 5 billion to secure a weak border? Really? After you sent how much cash to Iran? You’re making a colossal mistake. I’m no politician but to choose illegal immigrants over your own countrymen, something not right about that. Give him $ and move on. You’re not going to win this.
1080976970739998721 2019-01-03 18:59:28 -0400 <matthew26491181> @Mr_MAGA1776 @realDonaldTrump Because it’s easier to blame trump than it is to own up to there bad policy’s that continues to tear the nation apart.
1080976969821376512 2019-01-03 18:59:27 -0400 <abodon_5> @JosephBrass @RedSeaPolitics @txmonimo @DangerClose_USA @janninereid1 @panos941 @Allen69D @gordon1419 @somi_34725 @carlysmom2 @realDonaldTrump @brasskerri5 @sparkyandtaz That's the dog alright. #StrangerDangerClose
1080976969548877825 2019-01-03 18:59:27 -0400 <jdecar1971> @reasonablemann @fallenhandofgod @ColMorrisDavis @realDonaldTrump Stables have food and hay. I prefer MAGA in a cage.
1080976969301483526 2019-01-03 18:59:27 -0400 <MuppetHands> @daddyimmortal @wmanjarrez0322 @P_Sarley @realDonaldTrump If they appreciate dank memes, then yes, I'm sure they will.
1080976966768123906 2019-01-03 18:59:27 -0400 <debraco75264882> @SenSchumer @realDonaldTrump @AprilDRyan One good reason... American lives. Second reason ...our money....need a third ? Children dying at the borders ...it goes on Incase you need more.
1080976964213719040 2019-01-03 18:59:26 -0400 <stacy_redvirgo> @MikeTokes @realDonaldTrump I agree. I pray that can happen by 2020. It’s obvious the Dems will do anything to win.
1080976963311943685 2019-01-03 18:59:26 -0400 <Dumbass66699> @realDonaldTrump #BuildThatWall
1080976963072868352 2019-01-03 18:59:26 -0400 <wickedney> @realDonaldTrump U R a megaasshole
1080976960598298624 2019-01-03 18:59:25 -0400 <Rolln43> @kurtalmak @realDonaldTrump The video is fake #FactsMatter
1080976959289479170 2019-01-03 18:59:25 -0400 <rightor> @Zola390 @realDonaldTrump No one knows what the conclusion will be. I may not like it, but I will respect it because the investigation will be thorough and complete and based on findings of truth not the myths of emotions, as you seem so drawn to.
1080976957855158272 2019-01-03 18:59:24 -0400 <ForQ2> @GerCoyne @realDonaldTrump trump knows nothing!
1080976954982088710 2019-01-03 18:59:24 -0400 <jwolfiedog> @LibertyUSA1776 @D1GGDUGG @RealJudgeMoore @realDonaldTrump Spell check: tRump. So now it’s correct: “So is tRump yet...” You’re welcome. Oh, and if you want a Medal of Honor, go ahead take it for yourself: I blocked you.
1080976953698648065 2019-01-03 18:59:23 -0400 <fatbaldguyracin> @realDonaldTrump might be the greatest tweet I ever read  https://t.co/FDVZS2gzrq
1080976952117350401 2019-01-03 18:59:23 -0400 <SpencerBanister> @realDonaldTrump  https://t.co/2pPMn1k9Cs
1080976949974061056 2019-01-03 18:59:23 -0400 <cronsell> @TheNorthEstate @Kathy_1_2_3_ @fiacresgirl @traumalifeline @SaRaAshcraft @jmc663 @JeffreyGuterman @realDonaldTrump W/out rhetoric we have only personally derived truth. Mine &amp; yours are at an impasse, especially since my experiences eclipse your own in this matter, giving me an advantage of information.  I make a claim of personal experience and you claim you haven't experienced the same.
1080976949865037824 2019-01-03 18:59:23 -0400 <Marjori29201139> @realDonaldTrump More like lies lies nothing but lies.
1080976946908094464 2019-01-03 18:59:22 -0400 <lynruss49> @realDonaldTrump They didn't throw stones until they were gassed.   Your lies don't work any more.
1080976946492858373 2019-01-03 18:59:22 -0400 <JeanSavage> @Lawrence @realDonaldTrump when did you start thinking?
1080976945800757248 2019-01-03 18:59:22 -0400 <AllianceAllium> @realDonaldTrump @GOP #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown #TrumpShutdown
1080976945800720384 2019-01-03 18:59:22 -0400 <CadieuxJanet> @CLarouex @SenSchumer @realDonaldTrump @AprilDRyan Liar
1080976945758781442 2019-01-03 18:59:22 -0400 <mistybozman> @WhiteHouse @realDonaldTrump Defund Planned Parenthood.  A promise kept.
1080976943888113664 2019-01-03 18:59:21 -0400 <mwoodpen> @jeffmason1 @PressSec @realDonaldTrump Thugs
1080976941765799941 2019-01-03 18:59:21 -0400 <patientman8> @realDonaldTrump is not Mexico paying  as promised ?
1080976941698768896 2019-01-03 18:59:21 -0400 <stacytklein> Hey @realDonaldTrump ⬇️ #TheBeat
