1095472619292368898 2019-02-12 18:59:59 -0400 <larryL1952> @realDonaldTrump  https://t.co/bRFAtDKwXz
1095472603005890562 2019-02-12 18:59:56 -0400 <BlountGblount61> @realDonaldTrump @MSNBC What are you thanking them for? The report that counts is Mueller's. He's  got info that the Senate doesn't have, you do know that, dont you? Burr and Warner didnt even question you, right? U are a criminal and Mueller  has the goods on you. Just wait for it.
1095472602708090881 2019-02-12 18:59:56 -0400 <idontknownutin> @realDonaldTrump No you will not . Absolutely not! 100% not. Is there anyone on this planet dumb enough to believe this lie?
1095472602691371009 2019-02-12 18:59:56 -0400 <colleepom> @realDonaldTrump Please read the details Mr. President, they may have slipped in a minor detail that forbids a wall altogether or actually abolishes ICE! Do not Trust them, they have been out to get you from the Beginning!!
1095472602233987072 2019-02-12 18:59:55 -0400 <LallaResists> @realDonaldTrump Lies, lies, lies, &amp; more of illegitimate president Trump’s lying bull💩!
1095472601898668032 2019-02-12 18:59:55 -0400 <SLR7007> @realDonaldTrump  https://t.co/TmLFiC8d5C
1095472601248329728 2019-02-12 18:59:55 -0400 <LinnieElle> @DavidWohl @realDonaldTrump @MSNBC Sober up, MSNBC didn't say he was innocent, they said that Mueller was handling the criminal part of the probe.
1095472599310786560 2019-02-12 18:59:55 -0400 <MonierPhd> @realDonaldTrump Work on the peace plan bcuz this mess has gone for long. It's a threat to our nat'l security&amp;survival of Israel in the Middle East.UN Security Council Resolutions 242 in 1967&amp;338 in 1973 are our US policy from Truman to Trump. We can't afford this mess any longer.Luke 22:36.
1095472599096713218 2019-02-12 18:59:55 -0400 <lfishgirl67> @thehill That is rich coming from @realDonaldTrump - the guy who called Mexicans “rapists”, jokes about “trail of tears” and says he can grab “pussy” whenever he wants. So is Omar resigns so should @POTUS
1095472598857773056 2019-02-12 18:59:55 -0400 <Michael57692914> @realDonaldTrump Try pulling it away from needed resources and you will find it won't be that easy
1095472598702530560 2019-02-12 18:59:55 -0400 <cocky327> @JeffreyGuterman @realDonaldTrump @MSNBC Hard pass
1095472598048231425 2019-02-12 18:59:54 -0400 <KasiaNiddery> @realDonaldTrump @MSNBC Fake news????? Or this is a real news!!!
1095472597603663875 2019-02-12 18:59:54 -0400 <FrancisTheSailr> The reason @realDonaldTrump held his last rally in El Paso was so people would associate him with the existing barrier and he could give up on the wall.  https://t.co/kzRWs1id88
1095472597100302342 2019-02-12 18:59:54 -0400 <realADWHITMAN> RT if you will vote for @realDonaldTrump for @POTUS in #2020 !!!  #MAGA 🇺🇸  #KAG 🇺🇸  https://t.co/FfnrHDBXAU
1095472595309338626 2019-02-12 18:59:54 -0400 <scabbs311> @realDonaldTrump Excellent speech Mr President 👍 Finish the wall!! MAGA🇺🇸🇺🇸🇺🇸
1095472592054476800 2019-02-12 18:59:53 -0400 <MAGARebelRadio> Odd that there hasn't been a crowdfunding proposal for the border wall supported by @realDonaldTrump.  It would likely be successful and impossible for Democrats to oppose.  #MAGA #BuildTheWall #BorderWall
1095472590838288386 2019-02-12 18:59:53 -0400 <Tim97033700> @realDonaldTrump @POTUS Democrats hate Christians
1095472590339170304 2019-02-12 18:59:53 -0400 <Flub1957> @A5Totentanz @badsciencemonk @KeithSwiftcorn @realDonaldTrump Isn’t “ shit their following” definitive?
1095472590146232321 2019-02-12 18:59:53 -0400 <IAmDifferent03> @TomiLahren @realDonaldTrump It was never about the safety of the border it has been only about his base and the worry of him not getting elected in 2020 Glad that you cleared that out Tonya
1095472588736876544 2019-02-12 18:59:52 -0400 <madpatriot45> @realDonaldTrump No it's not... or else you would have had your rally in front of it last night. #TrumpLies
1095472586597777408 2019-02-12 18:59:52 -0400 <LeeMuldoon> @realDonaldTrump Nononononononononononononnononononononononnoooooooo.........
1095472584928292864 2019-02-12 18:59:51 -0400 <quelestlepoint> @AmyMek @realDonaldTrump Bot
1095472584152494080 2019-02-12 18:59:51 -0400 <jeremydubya> @realDonaldTrump @MSNBC Sigh.  https://t.co/o4UNY0XsMc
1095472583766695937 2019-02-12 18:59:51 -0400 <JakeFromSFat3AM> @spdustin @realDonaldTrump Right back at ya bud.
1095472583217012736 2019-02-12 18:59:51 -0400 <trumplove63> @EdKrassen @realDonaldTrump @MSNBC Keep dreaming sucker🤣
1095472583116496897 2019-02-12 18:59:51 -0400 <MikeFreethinker> @EdKrassen @ClimateThoughts @realDonaldTrump @MSNBC Republicans don't even know the Civil War is over. They wouldn't recognize evidence if they tripped over it.
1095472582848143361 2019-02-12 18:59:51 -0400 <RaspGreg> @realDonaldTrump And that is the truth, like it or not. Just fact.
1095472582034419717 2019-02-12 18:59:51 -0400 <techstoa> @HighRawMama @TammyBerney @TWITMO_INMATE @ShawnG927 @midwestright @Rbigzs @Maggieb1B @Lady_Vi_2U @karli_bonne @BRella315 @RealTT2020 @sxdoc @DeplorableJuJuV @realDonaldTrump Best part is it only depends on me, not people seeking power.
1095472581707091970 2019-02-12 18:59:51 -0400 <dcherring> @rolandscahill @realDonaldTrump Chuckie the Shoo is not gonna go fer this....
1095472580583014406 2019-02-12 18:59:50 -0400 <Diabolic600> @realDonaldTrump  https://t.co/F6tRC5E9RT
1095472580398583809 2019-02-12 18:59:50 -0400 <Mojocitarita> @SusannaWhitman @pcm1982 @Jeremiah_37 @PeachyNecy @salsadetroit @adamcbest @EleanorMontague @realDonaldTrump It is all intentional.
1095472579370901505 2019-02-12 18:59:50 -0400 <ShayneDavidEwer> @dkraft38 @realDonaldTrump @MSNBC  https://t.co/i92jxuai8e
1095472578569871361 2019-02-12 18:59:50 -0400 <TRUTH88888888> @EdKrassen @realDonaldTrump @MSNBC It s about time and who choose to be guilt with President trump. may it take 8 years ...
1095472578427273216 2019-02-12 18:59:50 -0400 <razor_sedge> @realDonaldTrump @POTUS What are you snorting? It fell out again on the national news.
1095472577982746624 2019-02-12 18:59:50 -0400 <Jer6586> @realDonaldTrump  https://t.co/8aImFuJqqW
1095472577982607360 2019-02-12 18:59:50 -0400 <jason_in_SD> @krassenstein @realDonaldTrump He set himself up perfectly.  He has given congress every opportunity out to get his done and they dropped the ball.  Now executive auto will give him what he needs and the Dems have no bargaining chips left. Oh I can hear the Dems crying already 🤣
1095472577487736832 2019-02-12 18:59:50 -0400 <RedWingGrips> @Maggieb1B @realDonaldTrump @POTUS @JohnnyB371 @DGPurser @4RANDALL1 @rn_deplorable @AshleyW838 @Jamierodr10 @IWasHrren @Airbornex82nd @catherinekirby  https://t.co/0skuSkhDr9
1095472577466822657 2019-02-12 18:59:50 -0400 <loucheprophet> @thehill @realDonaldTrump that slat-fence bill is your political death warrant.  Everyone knows it.
1095472576846094337 2019-02-12 18:59:49 -0400 <TonyDuran1964> @USuckDT @RahulNandkisho3 @realDonaldTrump  https://t.co/v51wWBxDxa
1095472576535515136 2019-02-12 18:59:49 -0400 <2CupKings> @realDonaldTrump  https://t.co/agor8qR24H
1095472575906484227 2019-02-12 18:59:49 -0400 <KnowlesSkip> @realDonaldTrump Art of the deal my butt!
1095472575659081729 2019-02-12 18:59:49 -0400 <BarryMilkovich> @TalkMMA @davey_gore @JeffreyGuterman @realDonaldTrump @MSNBC 😂😂😂😂😂😂😂😂😂😂
1095472575625465856 2019-02-12 18:59:49 -0400 <rjoe2004> @realDonaldTrump Way to go!
1095472575415750658 2019-02-12 18:59:49 -0400 <WandS_Headlines> @realDonaldTrump @MSNBC It was all a #WitchHunt!
1095472574950035456 2019-02-12 18:59:49 -0400 <cantcu> @realDonaldTrump @MSNBC There is plenty of evidence Trump associates have. Hey Donald, when are you going to stop relaxing sanctions on Russia and begin doing what you are supposed to do. Pay for Play in plain sight.
1095472574421782529 2019-02-12 18:59:49 -0400 <EFofferman> @realDonaldTrump I saw you in the cabinet meeting video. Looking a little pale there guy. Time to hit the orange spray can.
1095472573545136128 2019-02-12 18:59:49 -0400 <bigalemory> @realDonaldTrump @MSNBC Debt surpasses $22 trillion for first time  https://t.co/8778wWZ9m5
1095472572639182849 2019-02-12 18:59:48 -0400 <JosephusD> @EdKrassen @realDonaldTrump @MSNBC Democrat senators are saying the same thing, Triple-Krass.
1095472571972087810 2019-02-12 18:59:48 -0400 <JohnBrady1970> @DonaldJTrumpJr @realDonaldTrump #MoronPresident  https://t.co/aHo1NbUob0
1095472570982457352 2019-02-12 18:59:48 -0400 <BelkissObadia> Trump floats new 'tradition:' 4th of July parade that already exists - CNNPolitics  https://t.co/Q1lutFdcL6 lmao 🤣 @realDonaldTrump I recommend you get some help
1095472570277789702 2019-02-12 18:59:48 -0400 <moehigs> @DonaldJTrumpJr @realDonaldTrump Venue holds 6500, Beto 15,000.  Loser!
1095472570110013440 2019-02-12 18:59:48 -0400 <SpaceCoastGator> @realDonaldTrump @MSNBC So many bigots on the left! “Accuse others of what you are or are doing.”
1095472567970873344 2019-02-12 18:59:47 -0400 <Saiiyko> @ofb713 @dlpierce @TheRightMelissa @ChrisJZullo @DonaldJTrumpJr @realDonaldTrump Probably less than the amount paid to show up to trumps gathering.
1095472567006232576 2019-02-12 18:59:47 -0400 <PrezKushner> @realDonaldTrump  https://t.co/vXQvQtrQKd
1095472566414635008 2019-02-12 18:59:47 -0400 <388shark> @realDonaldTrump Liar
1095472565290745856 2019-02-12 18:59:47 -0400 <LouisianaJake> @TalkMMA @davey_gore @JeffreyGuterman @realDonaldTrump @MSNBC He said "up yours"
1095472564351098882 2019-02-12 18:59:46 -0400 <KamVTV> @realDonaldTrump @MSNBC 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
1095472564065976320 2019-02-12 18:59:46 -0400 <Ladylight8> @realDonaldTrump Liar
1095472564002992128 2019-02-12 18:59:46 -0400 <kbhnelson> @PrimeCreator2 @thebossyauzzie @HeARTofGod99 @tee10202 @AboveTheBurgh @JeremyRobards7 @russ_thor @dtrastikeville @Helicallight21 @davidsodell @saibraSaibra @hmcd123 @MAGAforc @2newearth777 @murphy991776 @staggerlee422 @GABrecken @glammalg11 @FlaRhps @PGHpatriot @denise39deer @EKOnFAM @mona_cajun @PaulKnowsAll2 @WYATT251 @crazyjane125 @CannaFrom @sight_save @USA1stTFM @zeola_rose @sisu1953 @PCreator714 @nl10874926 @arthur1125351 @kerrijacobi @MCBostonMAGA @ChrisTheAngler @bevbarrett5 @threat008 @gil_lawson @Brianmccaul3 @CChef1980 @jack @Twitter @FBI @USMC @USNavy @CIA @david_wilcock @realDonaldTrump GREATFULL 4 CALLIE N PRIME
1095472563810111489 2019-02-12 18:59:46 -0400 <RayHerman4> @realDonaldTrump @MSNBC If that’s breaking news, we’re all in trouble.
1095472563625578502 2019-02-12 18:59:46 -0400 <J_ARamsey> @realDonaldTrump @MSNBC lol
1095472563180888065 2019-02-12 18:59:46 -0400 <KathleenCopley> @realDonaldTrump Don't retreat Mr. President!  Declare a national emergency and just do it!  The compromise offered by the liberals is insufficient all the way around!!
1095472562258264065 2019-02-12 18:59:46 -0400 <AccaMan19> @realDonaldTrump yeah, it wont.  you've just about run out of snake oil champ.
1095472562103115776 2019-02-12 18:59:46 -0400 <realitychuck> We all know by now that the truth is exactly opposite of whatever @realDonaldTrump says...
1095472561989828609 2019-02-12 18:59:46 -0400 <smileylong> @bixon032 @trjfatt1 @fredwimpy @klg19 @Paul74Asia @BBCBlindGazza @KhushbuOShea @realDonaldTrump  https://t.co/LCjiBMBrtY
1095472561532612608 2019-02-12 18:59:46 -0400 <Aimhighffw> @RobCrumpton @nycjim @realDonaldTrump This will work.  We can name it after him now.  https://t.co/mZN5yPo1x1
1095472561457004544 2019-02-12 18:59:46 -0400 <Ryan0666> @tonyposnanski @frfrankpavone @realDonaldTrump They just want you to think the pizzeria that didn’t have a basement didn’t have a basement. Did they check upstairs to see if it had an upstairs basement? Nooooo! Damn sneaky liburils.
1095472560404418560 2019-02-12 18:59:45 -0400 <L3Always> @seb4466 @realDonaldTrump Bigly
1095472559464873984 2019-02-12 18:59:45 -0400 <johncirish65> @BBCBlindGazza @realDonaldTrump Sorry that happened...please remember we are not all ignorant Trump supporters...we will take back the White House and  get back to normal in 2020. #BASTA #Harris/O'Rourke2020
1095472559255105536 2019-02-12 18:59:45 -0400 <bofo73> @jammindriver @realDonaldTrump @MSNBC They only hear what they want to hear
1095472558110109696 2019-02-12 18:59:45 -0400 <iDreamer18> @realDonaldTrump @MSNBC Senate @GOP cannot be trusted with anything. Mueller already knows the truth, the whole world will know the truth.
1095472557694697472 2019-02-12 18:59:45 -0400 <DeonDekelaita> @jasonclay @realDonaldTrump 🤣
1095472557388677121 2019-02-12 18:59:45 -0400 <DavidDi49963202> @realDonaldTrump Shelby can't even drive a car. It's a fact.
1095472557241847810 2019-02-12 18:59:45 -0400 <OutlandishSassy> @realDonaldTrump @MSNBC You mean the senate intel committee run by the GOP? Let’s just wait for Mueller to finish, shall we?
1095472556256174080 2019-02-12 18:59:44 -0400 <JMurphy823> @steph93065 @ChatByCC @realDonaldTrump That will help reduce our debt! Let's spend tax dollars on American's and legal immigrants.
1095472555870351360 2019-02-12 18:59:44 -0400 <ReportGovtCrime> @realDonaldTrump We do NOT need modern Iran-backed jihadis making similar to use in U.S. metros as suicide bombers.  - BUILD THE WALL!!!  https://t.co/th0Nf1SPel
1095472554867855361 2019-02-12 18:59:44 -0400 <MemphisBlews> @realDonaldTrump If the BP is not represented no one WILL work for BP. THE DEAL STINKS!
1095472554783911936 2019-02-12 18:59:44 -0400 <TheCoinDad> @EdKrassen @realDonaldTrump @MSNBC Are u a part of Muellers investigation and know what he has for u to make such a comment? I don't think your tweets will age well. If Mueller had anything he would have already released it by now.  https://t.co/PP3G47lggx
1095472554377183232 2019-02-12 18:59:44 -0400 <Jennnova123> @rolandscahill @realDonaldTrump If only.
1095472554372927488 2019-02-12 18:59:44 -0400 <MarkDau34132405> @realDonaldTrump @MSNBC Calm down Spanky - Mueller &amp; SDNY are the ones you need to about.
1095472553873698816 2019-02-12 18:59:44 -0400 <tomdodsonusa1> @realDonaldTrump Veto this rotten bill. We need something suitable for us grown-ups. Reduce Beds?
1095472553362100224 2019-02-12 18:59:44 -0400 <Geztour> @realDonaldTrump listen to hear, she is 100% right.  https://t.co/V50vgrar3p
1095472553357758464 2019-02-12 18:59:44 -0400 <RCRaceChat> @realDonaldTrump I'm just going to say what everyone reading this is thinking..You sir, are a buffoon... Sheesh
1095472553186025472 2019-02-12 18:59:44 -0400 <keeptofacts> .@realDonaldTrump. Sir, Rep. Olhan has apologized sincerely for her very insensitive remark. The House is handling it.   Were I you, with your history of slanders, insults, racist, misogynist, &amp; offensive remarks on essentially a daily basis, I’d stay out of this.
1095472553139859461 2019-02-12 18:59:44 -0400 <bellewriter> @RWPUSA @realDonaldTrump So. Much. Antisemitism here.   Imperfect as he may be, Netanyahu deals with existential threats to Israel that no one in the USA could begin to understand. Judge the man when you learn the facts, not the rhetoric and propaganda. Learn what "From The River to the Sea" means.
1095472551785127937 2019-02-12 18:59:43 -0400 <Skoot62> @EdKrassen @realDonaldTrump @MSNBC They literally just said democrats agree...
1095472551533268992 2019-02-12 18:59:43 -0400 <Oscar47423633> @realDonaldTrump @MSNBC Finally the truth . STOP THE WITCH HINT
1095472551516692480 2019-02-12 18:59:43 -0400 <mikez377> @realDonaldTrump @MSNBC Fake news
1095472550157664261 2019-02-12 18:59:43 -0400 <RadioTech181> @realDonaldTrump  https://t.co/l4owgw8Vtr
1095472549436231686 2019-02-12 18:59:43 -0400 <njgiants26> @EdKrassen @realDonaldTrump @MSNBC How long and how much $$ later are we waiting D-Bag! MOVE ON AND STOP CRYING!
1095472549255933956 2019-02-12 18:59:43 -0400 <vtrippyy> @GOPChairwoman @realDonaldTrump This needs to end! It was started as a lie, and continues to be a lie!  The real liars and criminals are Hillary &amp; Obama and his administration.
1095472548802777088 2019-02-12 18:59:43 -0400 <sweetjane07> @DonaldJTrumpJr @realDonaldTrump Lies
1095472548588986368 2019-02-12 18:59:43 -0400 <StriversTV> @realDonaldTrump  https://t.co/pFpvjOTrQJ
1095472548249329667 2019-02-12 18:59:43 -0400 <javierchesimo> @KJThibault @Mosseon @realDonaldTrump @RandPaul @TulsiGabbard @marcorubio @JudgeJeanine @AOC @LionelMedia @WhiteHouse That was because of how the electoral college works. Trump just happened to have won enough states where it would tip the scales to his favor electorally, but not by the popular vote.
1095472547959918597 2019-02-12 18:59:42 -0400 <DonnieW1956> @realDonaldTrump The Great Awakening
1095472547708063744 2019-02-12 18:59:42 -0400 <bnharrisutah> @sisitt @parscale @realDonaldTrump Jealous?
1095472546537984000 2019-02-12 18:59:42 -0400 <bleu__denim> @realDonaldTrump From taxpayers, you only get money from taxpayers..
1095472544369369088 2019-02-12 18:59:42 -0400 <itsCASEY_dambit> @Mihero @NatCounterPunch 🇺🇸💙☮️🖕🏼@realDonaldTrump  🇺🇸💙☮️🖕🏼@FLOTUS   🇺🇸💙☮️🖕🏼@DonaldJTrumpJr   🇺🇸💙☮️🖕🏼@EricTrump   🇺🇸💙☮️🖕🏼@IvankaTrump   🇺🇸💙☮️🖕🏼@jaredkushner   Trump will never resign before he can pardon any and all prosecutions of his crime syndicate and/or/also his family.  https://t.co/qzbmDPMPla
1095472544306540544 2019-02-12 18:59:42 -0400 <canadayah> @realDonaldTrump I have seen bigger crowds lining up for an out door toilet!
1095472544147075072 2019-02-12 18:59:42 -0400 <smurfwarsher> @realDonaldTrump @MSNBC more time off watching TV AND NOT WORKING  this is tRUMP is doing or America ...tweeting instead of READING a brief or WORKING.
1095472544017276928 2019-02-12 18:59:42 -0400 <DaveyCrockett16> @realDonaldTrump @MSNBC I hope they are not going to fire that reporter for reporting the truth!
1095472543916613632 2019-02-12 18:59:42 -0400 <mickdapug> @realDonaldTrump @POTUS Lmao.  More  lies..not gonna be a wall...You lost bigly
1095472543606153216 2019-02-12 18:59:41 -0400 <gewked> @jammindriver @realDonaldTrump @MSNBC It's a good idea to watch the clip before commenting.
1095472543375544326 2019-02-12 18:59:41 -0400 <kraigsley> @JeffreyGuterman @realDonaldTrump @MSNBC You so lame... Begging to hate someone...? If you wanna hate.. Do that alone don't look for people share it with you ...😒
1095472542461116417 2019-02-12 18:59:41 -0400 <ScottLeisz> @realDonaldTrump @MSNBC This is true little Donnie doll hands.  https://t.co/jXLif0dwGc
1095472542037479424 2019-02-12 18:59:41 -0400 <KopsMiss> @realDonaldTrump You're NOT getting money from other sources, you are NOT getting money for a wall, and you are settling for less than was offered a year ago.  ART OF THE LOSER
1095472540665950209 2019-02-12 18:59:41 -0400 <JohnBursell> @JeffreyGuterman @realDonaldTrump Please follow me because I’m desperate and I need more followers to get paid by Soros.
1095472540405940226 2019-02-12 18:59:41 -0400 <TaisCruzjotalip> @EdKrassen @realDonaldTrump @MSNBC Just wait. Just wait. Never.....
1095472540200431617 2019-02-12 18:59:41 -0400 <andyroodaddyo> @realDonaldTrump Apart from people attacking news crews 🤔
1095472539239882752 2019-02-12 18:59:40 -0400 <AndrewOnSeeAIR> There's always a #SpecialPlaceInHell for those who physically assault a news reporter/journalist or cameraman, and receiving praise for these acts of violence. That also includes @realDonaldTrump for inciting #StochasticTerrorism. #TrumpElPaso  https://t.co/QPX7f1OqdS
1095472539109707777 2019-02-12 18:59:40 -0400 <RebeccaACanales> @steph93065 @realDonaldTrump We don't have 20 million illegal aliens. It's less than 10 million.
1095472538916933634 2019-02-12 18:59:40 -0400 <RessIrene> @realDonaldTrump @MSNBC It’s fake news!!! You said they are all fake !!! BTW... you want a big July 4th parade in Washington? Really ???!!!  There already is one 😂😂.. every year !!  https://t.co/vS8JvZZWyD
1095472538711453699 2019-02-12 18:59:40 -0400 <sotecarrillo> @realDonaldTrump @MSNBC I tought you have been saying for the last two years that @MSNBC is FAKE NEWS. 🤣🤣🤣
1095472537780277250 2019-02-12 18:59:40 -0400 <ShopgirlAlic> @realDonaldTrump The Trump didn't get his border wall but sure as hell wants to make us think he did.
1095472537717354496 2019-02-12 18:59:40 -0400 <cobert_kathy> @realDonaldTrump Best speech I ever heard. The Demonicrats all sat on their backsides. They have go to quit glueing those chairs. I could see they wanted to just jump up and down on every word. Pelosi was giving them signals with her hands eyes and chewing her dentures. Lol
1095472537654353921 2019-02-12 18:59:40 -0400 <vividrose0o3> @EdKrassen @realDonaldTrump @BetoORourke  https://t.co/CaM54k95OG
1095472536970805258 2019-02-12 18:59:40 -0400 <brasshat98> @realDonaldTrump You going to write one of your rubber checks for the other 20 billion?????
1095472534781227008 2019-02-12 18:59:39 -0400 <psychdr100> @billyrickybmw @ShelbyKStewart @ananavarro @realDonaldTrump @GOP We need to put the NRA behind a wall of bars: It is also called jail.
1095472534433263616 2019-02-12 18:59:39 -0400 <Crac_Kajak> @realDonaldTrump The 22 billion dollar emergency you're hoping for isn't going to work.  https://t.co/pYWCzEpN7P
1095472534361948160 2019-02-12 18:59:39 -0400 <NYGirl5757> @realDonaldTrump 55 miles. 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
1095472532293967872 2019-02-12 18:59:39 -0400 <kobelicious1> @funder @realDonaldTrump Not true he is on Executive Time. Oh forgot it means he is doing nothing.
1095472531652464640 2019-02-12 18:59:39 -0400 <Juanita71013778> @realDonaldTrump @MSNBC I will wait for Mr. Mueller's investigation.  He has far more resources than the Senate Intel.
1095472531618840577 2019-02-12 18:59:39 -0400 <KowetaCreek> @JeffreyGuterman @realDonaldTrump @MSNBC Please follow me if you are anti-JefferyGuterman. Let’s undo whatever he thinks he’s doing. #MAGA!  #supportourPresident.
1095472531396423680 2019-02-12 18:59:39 -0400 <Reality17410999> @realDonaldTrump @MSNBC We have a great President. Let him work!!
1095472530704556033 2019-02-12 18:59:38 -0400 <gdubkemp> @realDonaldTrump @MSNBC This warms my cockles. How bout you guys, @TommyDore @VUGymRat
1095472529693700096 2019-02-12 18:59:38 -0400 <audreyannbolin> @realDonaldTrump Great deal 👍
1095472529349713920 2019-02-12 18:59:38 -0400 <bklinger62> @frfrankpavone @realDonaldTrump Keep lickin  https://t.co/eM7fuIKrkO
1095472528867422208 2019-02-12 18:59:38 -0400 <pickledopinion> @Beaman_08 @realDonaldTrump  https://t.co/5ByOuTmyC7
1095472528829558784 2019-02-12 18:59:38 -0400 <dpmarky> @realDonaldTrump I think you forgot a decimal point and to divide by two, Emperor.   Next time don’t sleep through math class.
1095472528615792641 2019-02-12 18:59:38 -0400 <iamthekarennow> @Guinz @realDonaldTrump Trump is funny.  I'm gonna miss you when they take your phone away in jail.
1095472528611524610 2019-02-12 18:59:38 -0400 <Bluebird_Sgt> @realDonaldTrump @MSNBC Let's wait and see what Mueller says.
1095472528527626240 2019-02-12 18:59:38 -0400 <trackker122> @realDonaldTrump  https://t.co/k0T79A97Wc
1095472527919513600 2019-02-12 18:59:38 -0400 <Pollopo42414566> @cindylee_mooney @RyanHillMI @realDonaldTrump You are right. The Green one is hilarious !!
1095472527835447296 2019-02-12 18:59:38 -0400 <RayC18236079> @WilliamKeim1944 @realDonaldTrump Blathering nonsense
1095472527495872512 2019-02-12 18:59:38 -0400 <TexLady2> @realDonaldTrump Fund it with El Chapo's frozen assets!  How fitting would that be?
1095472527219007488 2019-02-12 18:59:38 -0400 <DonaldMielke> @realDonaldTrump I don’t believe it is being built. Get the money now!!!
