1027343698894495744 2018-08-08 19:59:59 -0400 <clewis7711> @ChatByCC @realDonaldTrump Soon.  https://t.co/azVdBP7N8P
1027343662588424198 2018-08-08 19:59:50 -0400 <billtown111> @lydellsr @RealCandaceO @realDonaldTrump Yeah, that’s happening. Blue is actually waving bye-bye.
1027343661925838848 2018-08-08 19:59:50 -0400 <HouDeke> @realDonaldTrump President Trump’s claim that California’s environmental policies are preventing firefighters from accessing enough water to stop the state’s wildfires has been roundly dismissed by experts and state officials. Trump the Moron!!
1027343658146623489 2018-08-08 19:59:49 -0400 <SusanCarmody17> @LindseyGrahamSC @realDonaldTrump No
1027343655160504320 2018-08-08 19:59:49 -0400 <MAGAawe> @MariaKChica @The_Trump_Train @realDonaldTrump Sick remark
1027343652744511488 2018-08-08 19:59:48 -0400 <mrjelynch> @realDonaldTrump Dream on, Donald.
1027343650630627330 2018-08-08 19:59:48 -0400 <Titanica8> @realDonaldTrump  https://t.co/3EpLNv7RUi
1027343647564414976 2018-08-08 19:59:47 -0400 <BroRichard7> @FoxNews @realDonaldTrump Go ahead and remove it ... It will only bring more votes for Republican candidates. ☑️
1027343647115603968 2018-08-08 19:59:47 -0400 <i_mnottellin> @LouDobbs @realDonaldTrump @TuckerCarlson  https://t.co/mUiNlmrI9r
1027343646969016320 2018-08-08 19:59:47 -0400 <StopBeingASwine> @Danenski @realDonaldTrump Oh no! How will Donald recover from this one?!
1027343644414504961 2018-08-08 19:59:46 -0400 <stevemac1956> @realDonaldTrump  https://t.co/LiQFR1N6S3
1027343644058107905 2018-08-08 19:59:46 -0400 <GwenKittrell1> @TheBeebo3 @fed_upwithobama @realDonaldTrump That's the CRYING demos!!!
1027343643428806657 2018-08-08 19:59:46 -0400 <TripleMoonFoCo> @realDonaldTrump  https://t.co/o9CgkciuC3
1027343640425914368 2018-08-08 19:59:45 -0400 <hog929> @votevets @realDonaldTrump @DeptVetAffairs makes me question why i spent 4 years in the navy
1027343639788351488 2018-08-08 19:59:45 -0400 <barmad250> @LindseyGrahamSC @realDonaldTrump Which one? Ours or theirs?
1027343638794330117 2018-08-08 19:59:45 -0400 <PupMom76> @James28228540 @Joshkshrmcp @dennis0805a @realDonaldTrump No one said he was guilty or not.
1027343634188910592 2018-08-08 19:59:44 -0400 <AndyCrCl> @merrougemayor @ggiles522 @CharlenePastor6 @realDonaldTrump @PatriotHuth Promises made, promises kept! Unfortunately, the promises were to Putin.
1027343634004369408 2018-08-08 19:59:44 -0400 <KHannanRN> @MetalFloss @mcspocky @realDonaldTrump I’m dying 😵🤦‍♀️
1027343626194636803 2018-08-08 19:59:42 -0400 <kef2016> @realDonaldTrump One thing that has always bothered me. Yes he has always thought about running allegedly. But he didnt actually do it til he talked to bill clinton. Theory, Clinton's didnt get to where they are by being stupid, trump is a plant
1027343625452019712 2018-08-08 19:59:42 -0400 <ElderlyOrange> @realDonaldTrump You really are popular!  There's this weekly rally in my town where the God loving, pure citizens sew fun white outfits from sheets and sing your praises.  🇱🇷🥰
1027343624315523072 2018-08-08 19:59:41 -0400 <livsophie> @realDonaldTrump There are two types of people in the world and you're not one of them.
1027343623820464128 2018-08-08 19:59:41 -0400 <trumpredpill> @realDonaldTrump #FISAGate #QAnon #MAGA  https://t.co/nmAimA7CvM
1027343623145156609 2018-08-08 19:59:41 -0400 <jlafranzo> @realdramaimp @realDonaldTrump The real truth.
1027343622734311424 2018-08-08 19:59:41 -0400 <Car1_Sagan> @Thegrateandrini @stopthenutjob @realDonaldTrump Ok, care to place a wager?
1027343622381948928 2018-08-08 19:59:41 -0400 <vtbirkenstock> America-First economic policies are working. A #SaveH2B @realDonaldTrump @SecNielsen @SecretaryAcosta @JohnCornyn @ChuckGrassley @SenThomTillis @SenateMajLdr @SenShelby @SenateMajLdr Policy Creating A ‘Disaster’ For Trainers  https://t.co/6h4jFZ4F4z
1027343618724397057 2018-08-08 19:59:40 -0400 <DAdonisd> @Jamierodr10 @Manni_syd @realDonaldTrump there's no end to fake news
1027343617797578752 2018-08-08 19:59:40 -0400 <davidma76713531> @realDonaldTrump It wasn’t the racist trump, it was governor John Kasich that got Balderson close. The moron trumps hate speech made things worse for Balderson. The damage the idiot trump does is good for the Democrats. It shows how contemptible the Republicans are.#resist
1027343614517624832 2018-08-08 19:59:39 -0400 <badgolferbob> @rising_serpent @realDonaldTrump Mueller was director until 2013. But where was he as director for the 12 years he was director from 2001
1027343613011812352 2018-08-08 19:59:39 -0400 <George_E_Porge> @RichardBSpencer @mjkimpan @realDonaldTrump @MattWalshBlog @Franklin_Graham @benshapiro @edstetzer @FoxNews How will richarb pee speencer ever recover?
1027343611501993985 2018-08-08 19:59:38 -0400 <JohnnyOzComedy> .@realDonaldTrump, DO NOT give #Mueller an interview. He is Way Smarter than you. (And better looking.)
1027343606368153600 2018-08-08 19:59:37 -0400 <ggiles522> @21ufopilots @realDonaldTrump go make your own money.. stop worrying about other people's money.   that's why america hates the left.   get out of everyone's wallet.   it's none of your business.
1027343603943780358 2018-08-08 19:59:36 -0400 <OpenEye36077135> Honestly, I don't think @realDonaldTrump really gives a damn about their star anymore. There are more important things.
1027343603352317953 2018-08-08 19:59:36 -0400 <BuddyCat33> @Kevincollopy1 @realDonaldTrump  https://t.co/PYQxfqkflz
1027343598830931969 2018-08-08 19:59:35 -0400 <nilsbreckoff> @realDonaldTrump Well if anyone knows about the Reds, it is you.
1027343594431164416 2018-08-08 19:59:34 -0400 <JohnAHunt> @RedGlare4 @SonyaSone7 @realDonaldTrump This is a perfect example of the FAKE NEWS our POTUS complains about. Even the liberal fact-checker Snopes says this is fake:  https://t.co/QTCTfxpufJ
1027343593638453249 2018-08-08 19:59:34 -0400 <angewoman> @paphotog @gatewaypundit @DonaldJTrumpJr @realDonaldTrump @DHSgov Look for Dems to preach voter fraud when votes don't go their way.
1027343589582331904 2018-08-08 19:59:33 -0400 <jeffreybacic> @goran690 @dragishaa @realDonaldTrump Cute. Considering Trump just admitted to collaborating with an adversary nation in order to influence the U.S. presidential election I’m closer to reality than you.  But hey, you’re a serb who depends on Russia for Belgrade’s security so I shouldn’t expect too much.
1027343584465481728 2018-08-08 19:59:32 -0400 <marxistmiriam> @msannierose @ProlifePoetry @alexaa_speed @LilaGraceRose @LiveAction @realDonaldTrump @US_FDA @alvedaking Besides Margaret Sanger was against abortion.
1027343584385802241 2018-08-08 19:59:32 -0400 <NumbersMean> @ArmyFarmGirl @J_MAGA @_Kel_Varnsen_ @NRAHillbilly @sldsands @shoegal8720 @PrettyPatriot05 @letters4trump45 @SpeakerRyan @Jim_Jordan @realDonaldTrump OK now that's funny enough to elicit  an answer. I have two average size balls under my penis. I'm a heterosexual male.
1027343582590431232 2018-08-08 19:59:31 -0400 <Michell11705073> @JackieHarling1 @kellyjane821 @brasskerri5 @JosephBrass @JoeyDoyle100 @janninereid1 @55kimmie @jenniforlyn @AvaGabor3 @erinluvscgeorge @wayne_kuipers @realDonaldTrump My brother fell 14 ft off a roof..broke 5 ribs. Punctured lungs..lungs filling up with blood...broken wrist...but he's stable now..😊
1027343581118251008 2018-08-08 19:59:31 -0400 <Talon269> @over23under18 @TLenhar1 @celtic_thistle @ericswalwell @realDonaldTrump You are proving that you have a below average intelligence if you can't understand what I was saying there. And that really is too bad. It was an example.
1027343580434759686 2018-08-08 19:59:31 -0400 <Jaye_inUSA> @BillBrenner3 @OldGibsonND @TrumpsTrucker @Jali_Cat @RobertMCrossley @thehill @POTUS @realDonaldTrump Actually, it’s the headline that is SUPPOSED to represent the point of the article (the hook). Much too often, the headlines are deceiving because the publication wants you to read their junk, so you must read the entire article to see the truth buried in small print.
1027343578098532353 2018-08-08 19:59:30 -0400 <cammyanne1568> @IvankaTrump @RodneyDavis @lewisandclarkcc @realDonaldTrump @Boeing Can they use those skills in China to work for your company?
1027343578098491393 2018-08-08 19:59:30 -0400 <execlunchlady> @locostar2 @realHeatherD @realDonaldTrump Right tell me another story.....  https://t.co/uPc4XNIv4Q
1027343577754624001 2018-08-08 19:59:30 -0400 <watiwant2be> @Docksta52 @paulgz87 @arhutch25 @ClayTravis @realDonaldTrump Really? That’s where you’re going? Per your logic why should anyone follow or listen to Trump? You know with all those grammatical errors. Make sure your logic is sound before just spewing out bullshit to hide your hate.
1027343576731213826 2018-08-08 19:59:30 -0400 <Radio_Mexicana> @realDonaldTrump Please don’t support the Democrat candidates.
1027343576303329281 2018-08-08 19:59:30 -0400 <ShokohParsi> @LindseyGrahamSC @realDonaldTrump I couldn't agree more.  #IslamicRegimeMustGo
1027343571026817024 2018-08-08 19:59:29 -0400 <j_harris298> @RealCandaceO @realDonaldTrump She is pissed
1027343570162864128 2018-08-08 19:59:28 -0400 <PatriotHuth> @CharlenePastor6 @ggiles522 @merrougemayor @realDonaldTrump Bot
1027343569659387907 2018-08-08 19:59:28 -0400 <WhiteHouseWacko> @name92508131 @japar70 @realDonaldTrump He's an English major at Trump University.
1027343569365827584 2018-08-08 19:59:28 -0400 <maddpig> @realDonaldTrump #Mueller
1027343569097568256 2018-08-08 19:59:28 -0400 <NormDGuerreIndy> @johnpavlovitz @BarackObama @realDonaldTrump Just heard it yesterday from a coworker- “unemployment is an all time low...blah blah blah”
1027343567415599104 2018-08-08 19:59:28 -0400 <Coladar> @realDonaldTrump Hell, if someone compared you to human excrement, I'd say that's massively unfair and hateful for human feces - it doesn't deserve to be brought so very low as... whatever... you are.  God do I wish you'd shut the hell up for a week, or at least accept reality+change for a day!
1027343563170897920 2018-08-08 19:59:27 -0400 <CindyMAdams1> @realDonaldTrump Our California politicians left and right need to work together and get scientist and engineers together and solve this problem. We cannot worry about the whole world! Let’s work together for California!
1027343560172097537 2018-08-08 19:59:26 -0400 <janah3764> @realDonaldTrump Thanks for making America great again!
1027343559773577216 2018-08-08 19:59:26 -0400 <EarthMurph> @SenSchumer @realDonaldTrump Hey Chuckie... Worry about NY not Missouri... And since you supported this... I’d like to know how much was placed in your pocket from others Hard Work? Go Away
1027343557605183489 2018-08-08 19:59:25 -0400 <zbibs> @SaintlyCitySue @RandyBuchmiller @realDonaldTrump That's less than 3 million votes and less than 1% of population. Should we all do a recount just in case we missed a few DACA and inmates?
1027343555931426816 2018-08-08 19:59:25 -0400 <AlienGurudeva> Here's a test for you @realDonaldTrump. Your history of pathological lying, alternate reality, and egomania demands answers, this should help you understand what you are.   Psychopath Test - Scientific, 2-minute test for psychopathy, instant results  https://t.co/97BVr566h6
1027343554111102977 2018-08-08 19:59:25 -0400 <KathleenBrenne1> @Lady_Star_Gem @wesley_jordan @realDonaldTrump @jonkarl GASP
1027343551397617665 2018-08-08 19:59:24 -0400 <ontheroad332> @politico @realDonaldTrump @POTUS You ARE NO STAR.
1027343551116394496 2018-08-08 19:59:24 -0400 <davidhatestrump> @realDonaldTrump  https://t.co/xpnu7mF6xA
1027343550671986689 2018-08-08 19:59:24 -0400 <Jonath8888Lewis> @realDonaldTrump #RedWaveRising2018 #MAGA2016 #KAG2020  https://t.co/ePE4njDOtl
1027343549744861184 2018-08-08 19:59:24 -0400 <SuchALadaay> @realDonaldTrump You're trippin'.  https://t.co/3aGJZZ0qcU
1027343549157781505 2018-08-08 19:59:23 -0400 <Car1_Sagan> @Thegrateandrini @stopthenutjob @realDonaldTrump Doesn’t bother me a bit because we have an electoral college, which made it a pretty convincing win for our President.
1027343548922785792 2018-08-08 19:59:23 -0400 <deborahkemp3> @SecNielsen   @POTUS @realDonaldTrump @IvankaTrump  @FLOTUS @SpeakerRyan @SenateMajLdr
1027343547412963328 2018-08-08 19:59:23 -0400 <shumakerhill> @Shoffner1974 @tadpolini6749 @kimball_mary @Jambreman @DeepStateExpose @realDonaldTrump You my friend are delirious if you think the economy was doing fine 2012-2016.  The only thing happening was natural gas exploration which Obama then slapped multiple regulations on pushed multiple lies on fracking and destroyed that too.
1027343546506870784 2018-08-08 19:59:23 -0400 <markdent2> @realDonaldTrump You meant “If I find the time between golf outings, lying, criminal activity and emboldening racism”. Fixed it for you.
1027343539741618181 2018-08-08 19:59:21 -0400 <mikbuh> @FoxNews @seanhannity @realDonaldTrump @RudyGiuliani Thanks but he'll no he is a lying RUDY AND THE BEAST BOTH NEEDS SHOTS TO PUT THEM DOWN THEY SHOULD NOT BE IN SOCIETY BUT IN A CAGE DEAD CATS BETWEEN THE BARS FOR FOOD  WITH Sean sitting between them grabbing these old cooks  and go buy some sex hinny
1027343537346498562 2018-08-08 19:59:21 -0400 <davidcottonlv> @realDonaldTrump Great job President Trump
1027343534234497025 2018-08-08 19:59:20 -0400 <Kath2252> @realDonaldTrump @USHouse @USSenate  So president loco &amp; GOP were voted in. AND look what happens: these 'gonifs' are making $ hand over fist. trump with all his visits to HIS properties &amp; his real estate ventures. GOP members who OWN &amp; TRADE Stock while in service is a CRIME.
1027343531722006528 2018-08-08 19:59:19 -0400 <drcadean> @mrcarlistenin @realDonaldTrump I think that was and is Obummer! With Killary right behind!
1027343531520782337 2018-08-08 19:59:19 -0400 <workologist> @CharlenePastor6 @ggiles522 @merrougemayor @realDonaldTrump @PatriotHuth 😂😂😂😂😂😂
1027343529268404224 2018-08-08 19:59:19 -0400 <IkemajohnMJMCC> Well, she started out operating from a deficit position (IQ) @GOPChairwoman @gop @realdonaldtrump @POTUS @USArmy @Interior @usedgov @USDOL @USNationalGuard @USNavy @USMC @usairforce @uscoastguard @DeptofDefense @DeptVetAffairs
1027343526504394753 2018-08-08 19:59:18 -0400 <theresatruth> @FoxNews @realDonaldTrump That's Tinseltown, the "Low IQ People, the Elites, saying that! We're Not Shocked! Not at all! I think his Star should be made of Solid Gold so the Vicious Vandals can't Chop it Up! If Hollywood Removes the President's Star, All of them should be Removed! End of Conversation!
1027343525669564422 2018-08-08 19:59:18 -0400 <Anna_63> @realDonaldTrump Blood shed?
1027343520493907969 2018-08-08 19:59:17 -0400 <NYCArtistRoseMS> @LindseyGrahamSC @realDonaldTrump We need a better life here. But POTUS is busy trying to destroy our democracy, our environment, our health care, our freedoms... But, hey,  cries for better life in another country.. go fix that.
1027343519533465602 2018-08-08 19:59:16 -0400 <1hunglow3> @realDonaldTrump Dead wave
1027343518778441728 2018-08-08 19:59:16 -0400 <CrazyCajun2015> @realDonaldTrump The democrats have gained 24 seats so far to your eight and you already had them seats
1027343518086266880 2018-08-08 19:59:16 -0400 <melissalvla> Cc @realDonaldTrump
1027343517415362560 2018-08-08 19:59:16 -0400 <vjfitz> @realDonaldTrump I think he’s been watching the Florida news and what he meant to say was Red Tide....
1027343516668575744 2018-08-08 19:59:16 -0400 <artemis360> #InternetBillOfRights #maga #tcot @RealJamesWoods @realDonaldTrump @DRUDGE_REPORT @FoxNews @BreitbartNews @RealAlexJones @infowars @PrisonPlanet
1027343515687309313 2018-08-08 19:59:15 -0400 <Niborobin55> @realDonaldTrump So you got your period did ya?
1027343512705159168 2018-08-08 19:59:15 -0400 <theDudebotWLA> @realDonaldTrump You are having your period Donnie? We’ll be a big girl and stop tweeting about it
1027343512604499968 2018-08-08 19:59:15 -0400 <13Russians> @realDonaldTrump RED SWEATER!  https://t.co/zK0h0CdhHC
1027343511337754625 2018-08-08 19:59:14 -0400 <PatriotHuth> @spayer @merrougemayor @SheepcoteHouse @realDonaldTrump Bot
1027343508603129862 2018-08-08 19:59:14 -0400 <Jskorn> If true ...BOOM!  @realDonaldTrump colluded with the Saudis, the UAE and Russia.   Prison awaits #DonTheCon
1027343508334694400 2018-08-08 19:59:14 -0400 <oe2BWnLLn89twMQ> @SenSchumer @realDonaldTrump Chuckie,     1-27. Even the Mets aren't that bad ! 😂
1027343505960710144 2018-08-08 19:59:13 -0400 <K200mph> @realDonaldTrump Women call their period the red wave.   I can't wait to see your cult walking around wearing "We are the red wave" hats. LMAO!  These Girls Are Fighting Sexism With a Video Game About Tampons  https://t.co/BLuGggrxnm
1027343505541066752 2018-08-08 19:59:13 -0400 <fedupwitgop> @realDonaldTrump Fake News from traitor channel @realDonaldTrump. Race still too close to call.
1027343502710108161 2018-08-08 19:59:12 -0400 <RealNicoForReal> @realDonaldTrump Oh, boy, you’ve really lost it
1027343502605275136 2018-08-08 19:59:12 -0400 <AnnetteRich20> @realDonaldTrump  https://t.co/anB3rwMsA6
1027343501435056133 2018-08-08 19:59:12 -0400 <UGoddess_CT> @realDonaldTrump How about no.  https://t.co/rMTwrVYIh1
1027343500109475840 2018-08-08 19:59:12 -0400 <susicaljane> @TSearcaigh @realDonaldTrump I have a bottle of special sparkling wine that I have been saving for the occasion! 🍾 That's my starter...
1027343497471381505 2018-08-08 19:59:11 -0400 <Iaminthebasket> @MariaKChica @The_Trump_Train @realDonaldTrump That is disgusting, do you not have any self respect.
1027343495843831809 2018-08-08 19:59:11 -0400 <Richard80723> @realDonaldTrump Keep up the good fight Mr President...... we support you 100%
1027343489670017024 2018-08-08 19:59:09 -0400 <NILASIN2> @LindseyGrahamSC @realDonaldTrump #IslamicRegimeMustGo  #IranRegimeChange   #WeStandWithPahlavi  #چالش_دعوت_به_تظاهرات
1027343489653243904 2018-08-08 19:59:09 -0400 <IndivisibleCort> @realDonaldTrump @RepTenney proving yet again how out of touch the @GOP are with average Americans. If you can’t afford (or shockingly don’t want) a $5,000 photo with Trump and Tenney, @ABrindisiNY will take one with you for free. We know where we would rather be Monday night.  https://t.co/7XSUufn0dL
1027343489636413442 2018-08-08 19:59:09 -0400 <DotWildly> @naretevduorp @realDonaldTrump Facebook, too. They sold us out because the breach on OUR privacy brought Zuck a lot of money. He’s not sorry. He’s just making excuses.
1027343489187672065 2018-08-08 19:59:09 -0400 <bmaggiemay> WTF: Collins thinks his work with AIDS committee should excuse his insider trading! Man is this Republican crazy? Of course Collins was first to openly endorse @realDonaldTrump!  https://t.co/LyVoG0rRF3
1027343488592084998 2018-08-08 19:59:09 -0400 <BerndBrauer67> @realDonaldTrump Please, never refer to yourself as my FAVORITE CZAR. Please try and start telling the Truth for once. The vast MAJORITY of AMERICANS are DISGUSTED by your LIES, DECEIT and HALF BAKED CONSPIRACY THEORIES. GROW UP and realize you are not the GREATEST at ANYTHING! TOTAL DISGRACE!!
1027343486922702850 2018-08-08 19:59:09 -0400 <MariaLaGuera742> @keithlavoie @lindeeloo_who @realDonaldTrump cops., men are the only ones who make it out like a period is such a mystical, magical thing. We realize it's at best an inconvenience and at worse horrific cramps. Save your pearl clutching for something other than my uterine walls sloughing off dead, unused unfertilized egg.  https://t.co/AKQCAwzI1a
1027343485366460417 2018-08-08 19:59:08 -0400 <dystopiRIC> @realDonaldTrump #RedTide
1027343481847656448 2018-08-08 19:59:07 -0400 <RealTimLeonard> @JimmyMelty @ReadDavidCase @jack @realDonaldTrump Yet what people say about him is a lot more truthful and honest than what Trump says about others.
1027343481755381762 2018-08-08 19:59:07 -0400 <rula3705> @realDonaldTrump ... is the toxic miasma of waste killing animals off of the coast of Florida, not far from Mir a Lago.
1027343481524510720 2018-08-08 19:59:07 -0400 <truckster1> ‘Unfathomable’:Police say undocumented immigrant killed Lancaster man  https://t.co/xbXx6eay3U These killings must stop. #KeepAmericaSafe @realDonaldTrump  @TheJusticeDept @HouseGOP @SenateGOP Mandate required proof of immigration status &amp; @ICEgov  all detainers be executed ASAP
1027343479897120768 2018-08-08 19:59:07 -0400 <BillHar64659704> @OliverMcGee @jkaccinni @POTUS @realDonaldTrump @RealJamesWoods This is insane! The National Guard will have to be put at all voting places and told to shot to kill! My parents are rolling in their graves right now because of this!
1027343477418278912 2018-08-08 19:59:06 -0400 <Pat_Francis> @realDonaldTrump This tweet is more proof of Trump’s love of Russia
1027343476688662529 2018-08-08 19:59:06 -0400 <nilsbreckoff> @realDonaldTrump @TheRickWilson @CNN He’s your Daddy.
1027343476227289090 2018-08-08 19:59:06 -0400 <Italian58634146> @gepehill1 @TheCoreyBirk @RealCandaceO @DukeAndKatie @realDonaldTrump Master chief you seem like a nice man. I believe our POTUS does care about all Americans. He’s fighting for us regardless of background. It’s up to us to take the opportunities and go out and get it. This is abt freedom,personal responsibility not relying on gov
1027343473601589248 2018-08-08 19:59:05 -0400 <A_DiFiore> @JacobAWohl @realDonaldTrump Shut up Jacob. Trump still isn't going to have sex with you
1027343471475081217 2018-08-08 19:59:05 -0400 <UNHWildcat09> @jardmander @realDonaldTrump Need a safe space?
1027343469600227329 2018-08-08 19:59:04 -0400 <borincubatauro1> @TopRopeTravis @GOP @realDonaldTrump you are quite right and that is also why he is the president and you are still crying
1027343461979172864 2018-08-08 19:59:03 -0400 <KateUpNorth> @realDonaldTrump #RedWave  https://t.co/KQ8K64kY1r
1027343461354270720 2018-08-08 19:59:02 -0400 <dkess54> @FoxNews @seanhannity @realDonaldTrump @RudyGiuliani Not a chance.
1027343460947263489 2018-08-08 19:59:02 -0400 <tkheller916> @realDonaldTrump   You will not win. We the people out number you and your band of traitors. You will fall hard.  https://t.co/OBSbdrz30B
1027343460372758534 2018-08-08 19:59:02 -0400 <AmericanHero65> @roseann102070 @realDonaldTrump Tiring or not it seems to me he reiterates the talking points that are important to the american people ... that is why he got elected and that is why thousands of Americans turn out for his rallies ...
1027343455897444352 2018-08-08 19:59:01 -0400 <SaintlyCitySue> @realDonaldTrump Ohio District 12 is a Republican district.  A Democrat has won this area just once since the Great Depression.  The last time this seat was open in 2000, the Republican won by 10 points.  Democrats had no business being competitive here, even with a good candidate in O’Connor.  https://t.co/pBhMIwFnEk
1027343453523521536 2018-08-08 19:59:01 -0400 <aferr18> @realDonaldTrump MAGA!!!!!!!!!!
1027343446711840768 2018-08-08 19:58:59 -0400 <DeanWilliamFos1> @LivinwithNF @MissingReagan @StumpforTrump @realDonaldTrump Obama also told America those jobs are gone and they're not coming back. I guess he's still wondering what magic wand President Trump is using to negotiate these better deals. I know what it takes, patriotism and love of country. No more apologies and cowering down to the world.
1027343443498921984 2018-08-08 19:58:58 -0400 <RednekWV> GIVEN HELL CANDICE...  A LOT OF US ARE FED UP... OF EVERY RACE ... YOU WERE SPOT ON...........   @baltimoresun @nytimes @washingtonpost @ABC @NBCNews @maddow @MSNBC @CNN @CBSNews @Morning_Joe  @DominionPostWV  @realDonaldTrump
1027343442639298561 2018-08-08 19:58:58 -0400 <DeansherryS> @realDonaldTrump @TheRickWilson @CNN You gotta love @TheRickWilson very smart and not afraid of you. Talking about weak with low I.Q. start looking in the mirror.The United States needs a real President for everyone.
1027343436951838720 2018-08-08 19:58:57 -0400 <PatriotHuth> @lolapearl0521 @merrougemayor @realDonaldTrump Bot
1027343430744252418 2018-08-08 19:58:55 -0400 <MissButter> @realDonaldTrump =GOP bloodbath.
1027343426860142592 2018-08-08 19:58:54 -0400 <higgins_donna> @realDonaldTrump Dems have flipped 39 seats  from Republican 2 Democrat since U took office bulk on state legislative level U seemed 2 4get that statistic #TrumpKnew  #TrumpTheFakeNewsFounder  #VoteBlueForAmerica #ComplicitGOP #voteGOPout #neverevertrustarepublican #TickTock #VoteBlueNoMatterWho
1027343423139983361 2018-08-08 19:58:53 -0400 <gusnlea> @realDonaldTrump 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
1027343422770892801 2018-08-08 19:58:53 -0400 <beaucoupmorceau> @AltAnalyst @wikileaks @JulianAssange @realDonaldTrump @SenatorBurr @SenatorRisch @marcorubio @SenatorCollins @RoyBlunt @jameslankford @TomCottonAR @JohnCornyn @MarkWarnerVA @SenFeinstein @RonWyden @MartinHeinrich @angusking @JoeManchinWV @KamalaHarris #theworldiswatching NO HARM TO @JULIANASSANGE OR @WIKILEAKS STAFF! #freejulian #freeassange #freejulianassange #safepassage #noexpulsion #ecuador #auspol #UKpolitics #immunity4assange #pardon4assange #Freedom4Assange
1027343422145802240 2018-08-08 19:58:53 -0400 <GilesMillspaugh> @realDonaldTrump 1. Paul Manafort 2. Michael Flynn 3. Rick Gates 4. Junior 5. Pappadapolous and just for fun Rep Collins
1027343421004890112 2018-08-08 19:58:53 -0400 <ATLANTI_CON> @realDonaldTrump Obama?
1027343420677869568 2018-08-08 19:58:53 -0400 <KevinJo27337408> @TheLogicalLIBE2 @jacoltac @IngrahamAngle @realDonaldTrump So did California but the entire states local governments were liberals so you can’t blame the failings on Republican Governors and if he falls into a liberal agenda like some rhinos that doesn’t make a difference.  Your state is a mess and that’s due to your choices!
1027343420564664320 2018-08-08 19:58:53 -0400 <ladydbfl> @SheershyDude @realDonaldTrump @TheRickWilson @CNN Show us your test results....oh, and your tax teturns.
1027343414508093441 2018-08-08 19:58:51 -0400 <crmuth> @hughhewitt @realDonaldTrump Hugh the dude is a criminal .... get it.  You aint from NYC so if you aren’t you don’t know how Scummy he is.  Tammany Hall ? Heard of it?  No one listens to your show low ratings hugh.  NO ONE
1027343414331723776 2018-08-08 19:58:51 -0400 <manoaislander> @LouDobbs @realDonaldTrump @TuckerCarlson  https://t.co/n6FdHsk3Cm
1027343413522432000 2018-08-08 19:58:51 -0400 <TrumpMomma> @rising_serpent @realDonaldTrump 🤔  BUH BUH BUTTTT MUELLERS A REGISTERED REPUBLICAN‼️🤪
