1037490560620277760 2018-09-05 19:59:59 -0400 <Edelfabrik> @realDonaldTrump #FailingFoxNews and #WinningNYT
1037490551933816833 2018-09-05 19:59:57 -0400 <MonoPatAggro> @realDonaldTrump You're an idiot.
1037490551678029829 2018-09-05 19:59:57 -0400 <kit12231124> @SarahBurris @realDonaldTrump Haha. He thinks he’ll be President but got a feeling Mueller has Pence on his list.
1037490551543738368 2018-09-05 19:59:57 -0400 <JudithShay6> @realDonaldTrump Do you really except them to say they called you those names?
1037490550797033473 2018-09-05 19:59:57 -0400 <DavidHowardOjai> @renato_mariotti @realDonaldTrump It's a thought crime, punishable by US CODE I-just-made-this-up.
1037490550579052544 2018-09-05 19:59:57 -0400 <DomajorReminor> @realDonaldTrump Beware of the Ides of March. If you are not careful with your VP Mike Pence, you may be caught off guard in your golf course when you look up to see a a few white coat men holding a stretcher &amp; a straight jacket as they walk towards you with Bellevue written on their tags.
1037490550281318400 2018-09-05 19:59:57 -0400 <michter_wolf> @realDonaldTrump  https://t.co/yErkwIFBXi
1037490550230970368 2018-09-05 19:59:57 -0400 <sQuanka1111> @Vinobuddha @realDonaldTrump Beat me to it.
1037490549664755712 2018-09-05 19:59:57 -0400 <ashdavis40> @dmcdowell727 @JacobAWohl @realDonaldTrump #MAGA  woooooooo
1037490548729438209 2018-09-05 19:59:57 -0400 <NancyIndeed> @realDonaldTrump  https://t.co/DVdSjnPgc3
1037490548444151808 2018-09-05 19:59:57 -0400 <crystallinn72> @realDonaldTrump  https://t.co/bcuKpOMejV
1037490548238630913 2018-09-05 19:59:56 -0400 <tocuteforprison> @FluffyDogAttack @mimimayes13 @realDonaldTrump This is my President, the man I voted for! No one even comes close! He takes NO prisoners and fights for the people everyday against tremendous odds. Thank you Mr President!
1037490548162977792 2018-09-05 19:59:56 -0400 <FJMacpherson16> @peebsnjay @realDonaldTrump And all the other books which, suspiciously, all seem to agree what a nut house you're running.
1037490545629782016 2018-09-05 19:59:56 -0400 <RobinSwan_Blue> @realDonaldTrump OK John Barron. I wonder who was that anonymous person? lol
1037490545533349888 2018-09-05 19:59:56 -0400 <EdwardGaillard> @realDonaldTrump Resign.
1037490544899969025 2018-09-05 19:59:56 -0400 <JanFred1903> @realDonaldTrump For national security purposes?  https://t.co/ts477OVYu4
1037490544853901312 2018-09-05 19:59:56 -0400 <Halistanar> @realDonaldTrump You are failing.
1037490544405098501 2018-09-05 19:59:56 -0400 <psuangrylion> @realDonaldTrump Trump you are an expert at treasonous behavior!
1037490544379916288 2018-09-05 19:59:56 -0400 <Patrick89515349> @realDonaldTrump  https://t.co/EttRelLQdk
1037490543889186816 2018-09-05 19:59:55 -0400 <packchick91> @realDonaldTrump Actually no. Learn the damn Constitution.
1037490543771697152 2018-09-05 19:59:55 -0400 <therbert03> @realDonaldTrump  https://t.co/XwEt2uUOCB
1037490543549403136 2018-09-05 19:59:55 -0400 <quojoclaude> @realDonaldTrump @amorton74 Fa wo gyimi k) da
1037490543398252544 2018-09-05 19:59:55 -0400 <cisco3609> @realDonaldTrump They’re coming to get you Barbara 🧟‍♂️
1037490543054532610 2018-09-05 19:59:55 -0400 <St3v3McD> @realDonaldTrump Yes, they are real, and they are true patriots.  Paranoia should be setting in hard right now.  Sleep well Donnie.
1037490542916001792 2018-09-05 19:59:55 -0400 <Henkenius> @emergentpattern @realDonaldTrump It’s a strange state of affairs when I honestly say, I don’t know.
1037490542722969600 2018-09-05 19:59:55 -0400 <ComicCabal> @realDonaldTrump You should resign.
1037490542077259776 2018-09-05 19:59:55 -0400 <barchalk_joanne> @realDonaldTrump It only works like that in Nazi Germany, Komrade Trump. **funny side note: I typed ‘komrade’ and it auto-filled ‘Trump’ 😂😂😂😂😂
1037490541745917952 2018-09-05 19:59:55 -0400 <ChepoLupe> @EPN @realDonaldTrump Que buen ojala que todo se para ub buen futuro
1037490541263507456 2018-09-05 19:59:55 -0400 <RalphMacLeod> @realDonaldTrump So he can learn to love Big Brother?
1037490540491694080 2018-09-05 19:59:55 -0400 <librob10> @realDonaldTrump You’re lame.
1037490539946549251 2018-09-05 19:59:55 -0400 <ricepaul2010> @realDonaldTrump Yay!   I’m so happy to see you in Montana!  Thanks Mr.  President ❤️🇺🇸❤️
1037490539921334272 2018-09-05 19:59:55 -0400 <luxurious_gulag> @DdaannHhaanniiu @realDonaldTrump The amount of content you can pull out of this is very scary
1037490539711483904 2018-09-05 19:59:54 -0400 <Wandafay> I ... WE .... @RealDonaldTrump will SURVIVE this #BullshitFromHell No weapon formed against him and us shall EVER prosper #ISAIAH And yes!  We loved ARETHA TOO!  Nobody owns the market on who loves what!     https://t.co/njC5MrJtHo
1037490539451564032 2018-09-05 19:59:54 -0400 <KennethHeer> @realDonaldTrump Polo
1037490538939867139 2018-09-05 19:59:54 -0400 <NikkisBubble> @realDonaldTrump Yes...You!
1037490538646265856 2018-09-05 19:59:54 -0400 <cjmarytx> @tonyschwartz @realDonaldTrump  https://t.co/M2iu2JElFj
1037490537828425730 2018-09-05 19:59:54 -0400 <HardcoreFM> @realDonaldTrump TREASON?  https://t.co/faPyb28KVg
1037490537769517056 2018-09-05 19:59:54 -0400 <krfnp> @realDonaldTrump What is the government going to do about it donald?
1037490537505415169 2018-09-05 19:59:54 -0400 <TruthsMinister> @MaggieJordanACN @realDonaldTrump there was an old movie called Excalibur... about king arthur.. and in it... merlin said.."the king is the land, and the land is the king" ..  trump believes he is the land.
1037490537501208576 2018-09-05 19:59:54 -0400 <Pleightx> @krassenstein @realDonaldTrump For National Security purposes @realDonaldTrump should turn HIMSELF in
1037490537119580160 2018-09-05 19:59:54 -0400 <ChareeOkee> @realDonaldTrump I really hope this is Pence 😂
1037490536234606592 2018-09-05 19:59:54 -0400 <teeberz13> @realDonaldTrump Hey, MR. trump.
1037490536070950913 2018-09-05 19:59:54 -0400 <TigerWoman20> @realDonaldTrump Mikie boy wants your job bad.
1037490535450259456 2018-09-05 19:59:53 -0400 <duanecooper1963> @realDonaldTrump Turn them over to the government. For speaking against you. Gestapo tactics. Even suggesting that is a constitutional violation.
1037490535353729024 2018-09-05 19:59:53 -0400 <Pat_JG> @realDonaldTrump No thanks.  https://t.co/pGYkN0Knz6
1037490535076745216 2018-09-05 19:59:53 -0400 <vikingfisher111> @MarkFaris1 @MattForMontana @ABPatriotWriter @jontester @realDonaldTrump Go away with your crap
1037490533910962176 2018-09-05 19:59:53 -0400 <Robyn_Perkins> @AndyOstroy @realDonaldTrump Wish somebody be was recording what’s going on in there!
1037490533621542912 2018-09-05 19:59:53 -0400 <Dan_Immerso79> @realDonaldTrump Le'Veon Bell to my first pick overall
1037490533596315649 2018-09-05 19:59:53 -0400 <larrymcintosh1> @realDonaldTrump we know you have commited treason, why do you keep admitting it
1037490532925235201 2018-09-05 19:59:53 -0400 <gjimenezomx> @realDonaldTrump 25th amendment?
1037490532417785861 2018-09-05 19:59:53 -0400 <dougpickens00> @tedlieu @LAintheOC @realDonaldTrump  https://t.co/mLkl0O7QLe
1037490531230777344 2018-09-05 19:59:52 -0400 <RichKiss1955> @realDonaldTrump Who are you naming as the head of this Gestapo?
1037490530211561474 2018-09-05 19:59:52 -0400 <KaiCiszz> @realDonaldTrump  https://t.co/ER27f2Z4W4
1037490529594789889 2018-09-05 19:59:52 -0400 <giaismarshall> @realDonaldTrump The satire continues
1037490528919670785 2018-09-05 19:59:52 -0400 <Karna6e> @The_Trump_Train @realDonaldTrump ....he yelled into the void, knowing this time it would really mean something.
1037490528659693568 2018-09-05 19:59:52 -0400 <Aspies123>  https://t.co/nNTE5CI0oH. WE NEED TAPES. @realDonaldTrump @FoxNews @AlamoBuff814 @politicususa
1037490528282181632 2018-09-05 19:59:52 -0400 <andrewjrerko> @realDonaldTrump I love you, but this just as gas to the fire. Not according to the constitution.
1037490527082610688 2018-09-05 19:59:51 -0400 <EcoSexuality> @realDonaldTrump Your administration must, for national security purposes, immediately invoke the #25thAmendment and save the nation from your idiocy and incompetenc
1037490526650617856 2018-09-05 19:59:51 -0400 <Bunky69440892> @realDonaldTrump Administrative official is not a national threat - you are
1037490525807423489 2018-09-05 19:59:51 -0400 <deadhead9189> @realDonaldTrump ....imagine it's Mike Pence who wrote that... oh, god, that would just make this whole presidency completely worth it.
1037490525761425408 2018-09-05 19:59:51 -0400 <sweeneyj2> @realDonaldTrump  https://t.co/E2Qw9dCX6T
1037490525664890880 2018-09-05 19:59:51 -0400 <JmLarner> @realDonaldTrump  https://t.co/9RNmSRZBAE
1037490525505576962 2018-09-05 19:59:51 -0400 <ewstirling_liz> @The_Trump_Train @realDonaldTrump Hahahahahaha!!🤣
1037490525413298176 2018-09-05 19:59:51 -0400 <newswatcher2> @realDonaldTrump Um, the Constitution still counts. You aren't a dictator.
1037490525379747841 2018-09-05 19:59:51 -0400 <RandomIdiotNeb> @The_Trump_Train @realDonaldTrump Correction... tool bag
1037490524406435841 2018-09-05 19:59:51 -0400 <MFM008> @realDonaldTrump  https://t.co/VxFkQ28lSl
1037490523920064519 2018-09-05 19:59:51 -0400 <therealrandy52> @Hepfinger @magic14 @GeraldoRivera @realDonaldTrump And more part time jobs than ever before thanx to the unaffordable care act.
1037490522980589569 2018-09-05 19:59:50 -0400 <david_crumbly> @stareagle @realDonaldTrump Bob Woodard wrote it.
1037490522640838659 2018-09-05 19:59:50 -0400 <godgunsglory78> @george_capen @realDonaldTrump Why are they kneeling? To protest police brutality against black ppl? It is a FACT that white ppl are shot and killed by police more than blacks but that doesn't fit your white supremacist agenda, does it? #fail
1037490522632413184 2018-09-05 19:59:50 -0400 <lglwsm> @realDonaldTrump Yes! Crimes against humanity as well. Hang them all!
1037490522133340165 2018-09-05 19:59:50 -0400 <therbert03> @realDonaldTrump  https://t.co/edJIYEzET2
1037490521822777344 2018-09-05 19:59:50 -0400 <RealChadRowland> @realDonaldTrump Agreed. If true the "Senior Administration Official and the NY Times have committed treason against the United States and must be held accountable. The Trump agenda should not be thwarted by anyone. Period.
1037490521596411904 2018-09-05 19:59:50 -0400 <jericks> @realDonaldTrump Oh, my! That's not how this works. But aren't you a cute little totalitarian for trying. P.S. - would ❤️❤️❤️to see you try to get federal agents to enforce this demand.
1037490521512595456 2018-09-05 19:59:50 -0400 <sirrom567> @realDonaldTrump  https://t.co/mXuIAcDMIQ
1037490520635961344 2018-09-05 19:59:50 -0400 <mickey_resist> @realDonaldTrump The person works for the US government first off. Secondly, you cannot fire or prosecute someone because they think you are doing a shitty job. So that equals freedom of speech and truth. You ARE doing a shitty job and this person has every right to say so.
1037490520468205568 2018-09-05 19:59:50 -0400 <scurvyphil> @GregShugar @realDonaldTrump I think the sealed divorce records with Ivana will tell the story  #rape
1037490519851581441 2018-09-05 19:59:50 -0400 <matraven84> @realDonaldTrump FINALLY! Removing the national security risk from the White House and hand them ov... wait... he’s not talking about himself???
1037490519348105216 2018-09-05 19:59:50 -0400 <Walsh19E> @JacobAWohl @realDonaldTrump JAIL ALL TRAITORS - start with Donald Trump #NationalSecurity
1037490518933086209 2018-09-05 19:59:50 -0400 <eloiseat6> @realDonaldTrump "So full of artless jealousy is guilt, It spills itself in fearing to be spilt."  - Queen Gertrude, in Act IV of Hamlet
1037490518547202048 2018-09-05 19:59:49 -0400 <GeorgeJ19218806> @realDonaldTrump You must be kidding? This is a true American protecting our national security from a corrupt administration.   #whistleblowersarepatriotic
1037490518412779521 2018-09-05 19:59:49 -0400 <206Frosty> @RealPressSecBot @realDonaldTrump Yes treason. You!
1037490517708341251 2018-09-05 19:59:49 -0400 <JinnRikki> @LazaroR55759820 @krassenstein @realDonaldTrump Absolutely, a stable genius should have no problem answering a few simple questions right Donnie? Stable genius indeed.
1037490517267935239 2018-09-05 19:59:49 -0400 <Serial_Trader_> @realDonaldTrump "TREASON?"  June 2016:  Kevin McCarthy (R-Calif.) - “There’s two people I think Putin pays: Rohrabacher &amp; Trump." "Swear to God"  Paul Ryan (R-Wis.) - “No leaks...we’re a real family here”  https://t.co/TG8qIjTTYk
1037490516944986112 2018-09-05 19:59:49 -0400 <DebtheLefty> @realDonaldTrump UNFIT?
1037490516777164801 2018-09-05 19:59:49 -0400 <silvrski> @realDonaldTrump Can @MerriamWebster please post the definition for him?
1037490516001255424 2018-09-05 19:59:49 -0400 <RaUL_AMDERLAINE> @realDonaldTrump AGORA TWINTAS COM UMA SENTENÇA AVULSA, ENCOERENTE ASSIM, DONALD???  ME DESCULPA A CINCERIDADE MAS O CENHOR JÁ TÁ ATINJINDO O PADRÃO "MAD KING", ANTES DE TOCAR FOGO EM KING'S LANDING.  https://t.co/biy1uLHE6J
1037490515556487169 2018-09-05 19:59:49 -0400 <heysyd> @realDonaldTrump We won't let you outlaw the truth. Pack your bags, buddy. You're leaving our house.  https://t.co/xKlFC49unE
1037490515300646912 2018-09-05 19:59:49 -0400 <tiana_anabeartw> @realDonaldTrump Unhinged?
1037490515120476160 2018-09-05 19:59:49 -0400 <CariDaugherty4> @BarbBengela @BLaryss @realDonaldTrump Does ANYONE in ANY way think that the WOS(my new name for drumpf)would NOT THROW HIS CHILDREN, WIFE whatever ,under the bus if he perceived a threat to his ugly self? The most detesible, selfish ,FREAK that has ever taken a drumpf in OUR White House! Yep, I AM ANGRY,I HATE HIM.
1037490514650644481 2018-09-05 19:59:48 -0400 <unicornucopia1> @Tracy330507 @WinyanStaz @realDonaldTrump Yeah... I really hated all those years we had a nuclear war with N Korea. Rough times.
1037490514583592962 2018-09-05 19:59:48 -0400 <zamojdaab> @jstmichele @EdKrassen @realDonaldTrump If so Coats is lucky Killary isn't president or he'd end up along the Potomac shot in the back of the head a la Seth Rich...
1037490514252230657 2018-09-05 19:59:48 -0400 <trav261> @realDonaldTrump  https://t.co/rVvau7PfNf
1037490514038284289 2018-09-05 19:59:48 -0400 <UppityWomanBlog> @realDonaldTrump Yeah. Treason.  Also, Projection.
1037490513954451456 2018-09-05 19:59:48 -0400 <Aqualyra> @realDonaldTrump  https://t.co/lzePVTZcZZ
1037490513631436800 2018-09-05 19:59:48 -0400 <BDBoopster> @realDonaldTrump If you read the article, then you know that there are several spots where you can ask questions. Go do that.
1037490513497268226 2018-09-05 19:59:48 -0400 <mastein> @realDonaldTrump Mr. President, I don't think that the word "treason" means what you apparently think it does.
1037490513304276992 2018-09-05 19:59:48 -0400 <Rusty41057209> @WhiteHouse @realDonaldTrump @SenateMajLdr @SpeakerRyan @SteveScalise @GOPLeader @JohnCornyn Look nobody paying attention to you they know you don't know what your talking about
1037490513186775040 2018-09-05 19:59:48 -0400 <rivetz> @realDonaldTrump POP QUIZ: what phrase best defines the cavernous gulf of silence from Mitch McConnell, Paul Ryan, and the Congressional GOP?
1037490512943493122 2018-09-05 19:59:48 -0400 <mrmikedh> @realDonaldTrump He definitely exists, but reporters won't &amp; shouldn't identify sources, unless they wish to be identified. He's not gutless, he is a hero for telling the truth to the American people. People need to see you as you are, a spineless, corrupt, immoral bully without a brain or a soul
1037490512901550080 2018-09-05 19:59:48 -0400 <feather043> @realDonaldTrump Mr. Trump you are the only GUTLESS person in the White House. Did you write the article?
1037490512419282944 2018-09-05 19:59:48 -0400 <OrRite_Then> @tedlieu @realDonaldTrump The Dotard Don  https://t.co/9ptBZAi24f
1037490512343846912 2018-09-05 19:59:48 -0400 <djbdad> @realDonaldTrump It appears Mike Pence recently came to Vermont to write an op-ed
1037490511978872832 2018-09-05 19:59:48 -0400 <PoliticalDoodle> @The_Trump_Train @realDonaldTrump You wish that was true.  Bob Woodward’s work is impeccable.  This isn’t the first time we’re hearing the stuff from the White House… And it won’t be the last time
1037490510267666432 2018-09-05 19:59:47 -0400 <SweetTreat80> @realDonaldTrump Hey pumpkin take some meds and settle down.
1037490510162784256 2018-09-05 19:59:47 -0400 <stuguru> @DavidClarkson47 @UsVsThemRedux @realDonaldTrump 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 😂 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
1037490510108221440 2018-09-05 19:59:47 -0400 <troutldy1> @realDonaldTrump Donnie, you are the one that needs to be turned over to authorities for being a clear and present danger and a horrible security risk. YOU, Donnie, YOU!!!
1037490509093236737 2018-09-05 19:59:47 -0400 <RBFunk> @JacobAWohl @realDonaldTrump Yeah! Screw the Constitution .
1037490509059518464 2018-09-05 19:59:47 -0400 <Midori19541> @realDonaldTrump You are the phony you should know  https://t.co/ATioF4ixbb
1037490508145152000 2018-09-05 19:59:47 -0400 <Jimmyjammer14> @EdKrassen @realDonaldTrump I reckon Trump must be right about this guys! It is a phony source, Trump is such a good guy and so smart too! 🤗
1037490507931430913 2018-09-05 19:59:47 -0400 <UncleBarnack> @realDonaldTrump “...for National Security purposes” REALLY? This is INSANE. Please resign your office immediately  The American people deserve better.
1037490507914661888 2018-09-05 19:59:47 -0400 <ebarteldes> @sachie2018 @realDonaldTrump @KellyannePolls True. He's been acting behind the scenes against Trump. And it's very much her style, very direct.
1037490507650355200 2018-09-05 19:59:47 -0400 <DouglasWilcox> @JulieAnnSilver @realDonaldTrump You have no clue what is going on do you?
1037490506324795392 2018-09-05 19:59:47 -0400 <Jeres_Rant> @realDonaldTrump How bad is Donny that his staff feels the need to subvert a sitting president right under his nose? We’ve heard and have seen a lot of crazy shit from DJT. But how scary is the stuff we haven’t heard about that his own ppl are covertly working against him?  https://t.co/4D7LZZTYHR
1037490506014457856 2018-09-05 19:59:46 -0400 <kil4them> @realDonaldTrump That's rather dictatory too me Baby Donnie
1037490504974225408 2018-09-05 19:59:46 -0400 <EastBayResister> @realDonaldTrump Yes, that is what you’re guilty of. Thanks for confirming.
1037490504865341440 2018-09-05 19:59:46 -0400 <ron23993043> @realDonaldTrump Oh yes my fuhrer they will do what ever our dictator says
1037490504584323072 2018-09-05 19:59:46 -0400 <andresnunyez> @MarcoPazos1 @SurielOpina @realDonaldTrump Cuando has visto a delincuentes narcotraficantes y armados secuestrar a una familia (padres, niños, abuelos) imagino que debes pensar: "ojala que esa familia se organice para sacar aunque esten desarmados a los sanguinarios delincuentes, si no lo hacen serian unos incapaces"
1037490504529784832 2018-09-05 19:59:46 -0400 <SRLoy2> @malinablue @realDonaldTrump  https://t.co/y7Z4R4GpVq
1037490503204397056 2018-09-05 19:59:46 -0400 <cjrenaud> @realDonaldTrump Yup
1037490503112110082 2018-09-05 19:59:46 -0400 <SarahWFin> @TracieLVaughn @realDonaldTrump @nytimes Kelly!!!
1037490502323646464 2018-09-05 19:59:46 -0400 <sunsethamilton> @EdKrassen @realDonaldTrump Yes
1037490501711290369 2018-09-05 19:59:45 -0400 <Teresa_tmb> @realDonaldTrump Whether fictional or not, your behavior right now is accurately demonstrating what you are being accused of.  EXACTLY off the rails, over the top, however you want to put it.  Your behavior is not fake news
1037490501157564416 2018-09-05 19:59:45 -0400 <CarlKnepel> @realDonaldTrump #25
1037490501149024256 2018-09-05 19:59:45 -0400 <gerbasi_bob> @marklutchman @DineshDSouza @realDonaldTrump @billmitchellvii. Watching the kavanaugh confirmation it’s intuitively obvious to the casual observer that Dems, Booker, Durbin, Blumenthaal, Harris, Hirono, and Klobochar are without doubt the TREACHEROUS, SOCIALIST face of the Senate Democrats. TREACHEROUS
1037490500088078338 2018-09-05 19:59:45 -0400 <ssharpie61> @realDonaldTrump What would you call conspiring with an adversary- for 1000 Alex.
1037490499630682113 2018-09-05 19:59:45 -0400 <BobRobez22> @realDonaldTrump 466 Coast Guard personal support you, EXCEPT your childish, emotional out bursts on Twitter. 100% of out personal agree on this. Rare 100% agree on anything. Your tweeting my loose you millions of 2020 votes. Act Presidential. Edit your tweets.
1037490499400216576 2018-09-05 19:59:45 -0400 <astormydarknite> @realDonaldTrump How many tweeters do you have to watch the NFL and get paid to do this. Where does the line for this job start?
1037490498703945728 2018-09-05 19:59:45 -0400 <tessalee2161> @realDonaldTrump For national security?  Oh please, you’re just pissed because no one really likes you, in fact they hate you. #BigBabyTrump
1037490498426916864 2018-09-05 19:59:45 -0400 <YoRosesYo> @TheJustLogos @realDonaldTrump Dude. The liberals are armed too. Nobody in their right mind thinks a Russian installed cheater is a legitimate president.
1037490497000898561 2018-09-05 19:59:44 -0400 <sjskibo> @realDonaldTrump It is an individual very close to you. ‘Keep your friends close but keep your enemies closer’...
1037490496325779463 2018-09-05 19:59:44 -0400 <WhoahVal> @realDonaldTrump Yes. You did commit it.
1037490496069951488 2018-09-05 19:59:44 -0400 <ButlerElnora> @malinablue @realDonaldTrump Trump is still fantasizing being a dictator if he and Putin have their way.
1037490495776206848 2018-09-05 19:59:44 -0400 <VWeisenfeld> @JustWhatNowWhy @realDonaldTrump Oh, I really hope she’s enjoying a nice glass of wine and enjoying every second of his meltdown.
1037490495763689472 2018-09-05 19:59:44 -0400 <LopezSlope63> @realDonaldTrump IT'S JARED!!!!!!!
1037490495742722048 2018-09-05 19:59:44 -0400 <LisaAtlpeach33> @realDonaldTrump ^ You forgot to type "I am guilty of" right in front of that word. 😠
1037490495373668352 2018-09-05 19:59:44 -0400 <radumanolescu> @realDonaldTrump You seem shaken. It's a stressful job. Maybe you should rest, while @VP convenes the Cabinet to discuss the situation. You could even make it an early weekend and hit the links.
1037490495180562433 2018-09-05 19:59:44 -0400 <Mamaknits3> @realDonaldTrump Lordy..I sure hope there are recordings..
1037490494836596736 2018-09-05 19:59:44 -0400 <SlayerAZ> @realDonaldTrump Yes. You committed treason.
1037490494006325248 2018-09-05 19:59:44 -0400 <SamFam34> @realDonaldTrump  https://t.co/0imBWiK6xK
1037490493683376128 2018-09-05 19:59:43 -0400 <GAINESGromek> @realDonaldTrump Ok Vladi
1037490493599363072 2018-09-05 19:59:43 -0400 <PaulNerves> @realDonaldTrump  https://t.co/HTWSvf2cTa
1037490492467027970 2018-09-05 19:59:43 -0400 <DeadKanDance> @realDonaldTrump Nonsense.  No law was broken. Face it, even the people around you think you are nuts
1037490492068442112 2018-09-05 19:59:43 -0400 <bobbiegore> @realDonaldTrump Yes - when you sold us out to the Russians
1037490491326115840 2018-09-05 19:59:43 -0400 <dono6971> @michaelsb @realDonaldTrump Nope
1037490490927718400 2018-09-05 19:59:43 -0400 <klunkymonk> @realDonaldTrump ...or maybe the Times should turn him/her over (for National Security purposes) to your Helsinki BFF's dictator agency, the KGB.    What do you think, Comrade Trump?  Hmmmmm?
1037490490545987584 2018-09-05 19:59:43 -0400 <BigDawg_73> @realDonaldTrump under what national security law would they need to do this?
1037490490021699584 2018-09-05 19:59:43 -0400 <kajuntreasures> @sandlady48 @realDonaldTrump @HillaryClinton It's working great I've got an increase in my pay my Social Security people have jobs and more companies are moving back into the United States we don't have Islam as our leader I think it's working great oh we're not one world government cuz that's what Hillary and Obama wanted
1037490489983815680 2018-09-05 19:59:43 -0400 <BEHJ> @realDonaldTrump Trump is unraveling tonight.  https://t.co/lA76xb1A6o
1037490489065439233 2018-09-05 19:59:42 -0400 <save_mahome> @CNN, RESIGN???!! NO, These brave insiders are now our hope that @realDonaldTrump does not destroy us.  These soldiers are now in the trenches!
1037490488520179713 2018-09-05 19:59:42 -0400 <Vayhi> .@realDonaldTrump looks like the #DeepState is from within YOUR OWN People.  #GOP #Trump
1037490488201236481 2018-09-05 19:59:42 -0400 <LaurenTacke> @realDonaldTrump Your neck is being squeezed now? It’s about time.
1037490486943141888 2018-09-05 19:59:42 -0400 <dholleyzona> @JulieAnnSilver @realDonaldTrump You obviously don't know what treason is. Or you'd be talking about Hillary. Absolutely mind numb liberals. How you make me laugh
