991104913307451392 2018-04-30 19:59:59 -0400 <Mey99147443> @realDonaldTrump What the heck?!
991104892348575745 2018-04-30 19:59:54 -0400 <sandiek64> @eveysue @realDonaldTrump He was elected to take care of AMERICANS FIRST.  Americans have lives &amp; fears &amp; dreams too.  Them first!!!!
991104891887214599 2018-04-30 19:59:54 -0400 <Tadarlis> @IrishStarFox @maslowsflawed @The_Trump_Train @realDonaldTrump He also tends to massively inflate things he credits himself or his policies with, such as his mention of Apple in the last State of the Union.  https://t.co/lk40hBKtXb
991104891631357953 2018-04-30 19:59:54 -0400 <SarahGould_SA> @realDonaldTrump Here is perfect wall design.  https://t.co/XPm1PPEqQX
991104891543224320 2018-04-30 19:59:54 -0400 <liverbird5006> @realDonaldTrump Ok there is no way Trump wrote this. Semi-coherent with higher than 4th grade words
991104890649759744 2018-04-30 19:59:54 -0400 <allankherman> @realDonaldTrump Fake News...
991104888431095809 2018-04-30 19:59:53 -0400 <scissorholdsguy> @FoxNewsInsider @TomiLahren @realDonaldTrump If you want to talk about what he’s exposed, talk about the jackasses that have religiously followed him so far.. when he’s left office, nobody else will be there to follow and they’ll be left as a target for the next presidency.. Trump’s best feat is exposing America’s problem
991104888145891329 2018-04-30 19:59:53 -0400 <nastystacface> @William132630 @realDonaldTrump Medical grade cocaine
991104886556143616 2018-04-30 19:59:53 -0400 <truth2beingfit> .@realDonaldTrump Liar, corrupt, sexist, racist, misogynistic, cheating worst potus ever! You’re are the most pathetic excuse on this earth! #MuellerIsComingForYou &amp; family #MuellerIsComing #MuellerTime #muellerknowsall #ObstructionOfJustice
991104884735815682 2018-04-30 19:59:53 -0400 <holachola> @taylorrascoj @realDonaldTrump @mitchellvii Yes, we have that. We need further protections.
991104884249366528 2018-04-30 19:59:52 -0400 <Jackhow74060123> @AnnCoulter @realDonaldTrump Iran is not the biggest threat to the US sovereignty.  The biggest threat is the thousands of illegals flooding the country across our borders, over staying visas, and chain migration. Congress get off your campaign trail and fix immigration laws. This is a national emergency.
991104883750301698 2018-04-30 19:59:52 -0400 <lizziluvvi> @realDonaldTrump  Sweetie right now YOU'RE UNHINGED.
991104882773037056 2018-04-30 19:59:52 -0400 <phantasmagora> @realDonaldTrump It’s not going to work anymore. This fake news crap won’t work anymore.
991104882584125440 2018-04-30 19:59:52 -0400 <luonGOLD> @thegoodfight yesterday’s episode was amazing!  @realDonaldTrump should be proud!
991104882554916864 2018-04-30 19:59:52 -0400 <Prd_American123> @WildSheWolf @kyle_hanneman @banditref @Franklin_Graham @POTUS @realDonaldTrump Saved over $200b by cutting Obama regulations
991104875667902464 2018-04-30 19:59:50 -0400 <Plavery85> @realDonaldTrump Liar! You start your day really late and spend most of the day watching TV.
991104875508445185 2018-04-30 19:59:50 -0400 <TrumpIsARatFkr> @realDonaldTrump Hey - call in to F&amp;F again, OK? It's nice to see them squirm when they know they have a genuine nut job on the phone and can't just hang up on them. Lots of laughs.
991104874182991873 2018-04-30 19:59:50 -0400 <DeniseSpielman1> @realDonaldTrump Nothing in the White House is running smoothly, well maybe the plumbing.
991104872593412096 2018-04-30 19:59:50 -0400 <spotndeb> @ChazyChaz4Ever7 @fireguy21 @gissellemr @realDonaldTrump Serious emotional opinion #3... do we need to call help for you?
991104871221907456 2018-04-30 19:59:49 -0400 <smi42502594> @Kimsuesmom @tedlieu @realDonaldTrump War incoming soon?
991104870290636800 2018-04-30 19:59:49 -0400 <509ShawnG> @mdrabs1 @realDonaldTrump Great. You can make me one. Just like yours.
991104869539991552 2018-04-30 19:59:49 -0400 <TheRealTacitus> @realDonaldTrump 🚫😎🖍
991104869363798017 2018-04-30 19:59:49 -0400 <120w_max> @realDonaldTrump Limit 2 number of years Prez &amp; cabinet can serve &amp; they want 2 limit 2A BUT Congress exempts itself from: # of yrs N office, EEO &amp; affirm.action, nepotism, monetary gain from their own “charity” &amp; unspent campaign funds, etc #DrainTheSwamp  .@realDonaldTrump
991104869154074624 2018-04-30 19:59:49 -0400 <hamrickergo> @TomWellborn @realDonaldTrump Why didn’t he before?
991104869116334080 2018-04-30 19:59:49 -0400 <domaindg1776> @realDonaldTrump  Dear @POTUS  i think the evidence is clear through what we are seeing currently 1. NAFTA needs to be eliminated, Mex. has not complied with our demands 2. Rip to shreds the Iran deal I think Netanyahu proved his case.
991104868931776512 2018-04-30 19:59:49 -0400 <SheilaKremer1> @realDonaldTrump I was think of Gitmo or Leavenworth for your prison stay. #LockTrumpUp #TrumpCrimeFamily
991104866822033408 2018-04-30 19:59:48 -0400 <LogicSnse> @Samar98407777 @realDonaldTrump Might I ask your point of reference from Egypt? How are you making that determination?
991104866079662081 2018-04-30 19:59:48 -0400 <LoveBGees> @realDonaldTrump   https://t.co/CmU3dB7bBp
991104864884350976 2018-04-30 19:59:48 -0400 <cathyob1> @realDonaldTrump Maybe there were loose lips at the WHCD Saturday night, do you think?
991104863164665857 2018-04-30 19:59:47 -0400 <NewHampshireBen> @realDonaldTrump Thank you for talking like a human being! The things you are saying are so obvious to the average American and so little heard on MSM or in politics or among corporate elites. Your rational, honest voice is a fresh wind of common sense 🇺🇸🇺🇸🇺🇸
991104861230972929 2018-04-30 19:59:47 -0400 <FunmanDave> @realDonaldTrump They’re actually following our laws by peacefully presenting themselves to request asylum. Your ICE is violating the law by claiming they’re presenting more cases at once than ICE can handle (without providing any proof of that) and denying their right to apply.
991104860329201665 2018-04-30 19:59:47 -0400 <AmyAtrebas> @clearlighte @realDonaldTrump They have to feed him bs and keep him in the dark.
991104859335286784 2018-04-30 19:59:46 -0400 <cookmichaelv13> @realDonaldTrump IDIOT!
991104858592829440 2018-04-30 19:59:46 -0400 <realoldschool1> @AR1535598429 @Dreamweasel @realDonaldTrump @POTUS Wow, you make your name to trigger communist? You really need to get a life and get off social media. Try going outside and breathing something other than the toxic stench of the @GOP.
991104858106224641 2018-04-30 19:59:46 -0400 <VStrikesback> @realDonaldTrump Stop your bullying of @jontester  When the truth comes out about Ronny Jackson it will only confirm how despicable of a leader you are.  #cantwait
991104856243847168 2018-04-30 19:59:46 -0400 <ulsterborn> @deannadaughtery @thehill @VP @Franklin_Graham @seanhannity 1st, the only Hell that exists is Hell on Earth aka the White House. 2nd, I see you've included some real winners in your tweet, good luck with that, but you forgot your OrangeZeus @realDonaldTrump. Finally. #MichelleWolfKilledIt . She spoke the truth, and it really hurts, huh?  https://t.co/wp33I9mdBZ
991104855895769088 2018-04-30 19:59:46 -0400 <RainOfSteel> @GovMikeHuckabee @realDonaldTrump @PressSec You have an entire chain of tweets here that is nothing but whining.🙄
991104854679420928 2018-04-30 19:59:45 -0400 <marianne5280303> @realDonaldTrump I sure wish you’d just link the specific story to whatever gets you so riled up, because now I need to check CNN, New York Times, Washington Post, etc. to find out 🙄 and it comes off as pretty passive aggressive too.
991104853756739584 2018-04-30 19:59:45 -0400 <SprigOfDrinal> @Camila_hoe @realDonaldTrump Nah, I’d probably get the clap just by looking at you.
991104851814813696 2018-04-30 19:59:45 -0400 <barbspero180> @realDonaldTrump You know nothing! Requesting asylum requires a person to be physically present in the United States, but it also involves presenting yourself to law enforcement and government officials, meaning the goal in those cases would not be to deceive or defraud the U.S. government.
991104851240210433 2018-04-30 19:59:45 -0400 <DanM50> @ElFaithLord @realDonaldTrump Sure, bud. Whatever you say. He’s chiselling his own face onto Mount Rushmore, too. With his bare hands, even.
991104850569068544 2018-04-30 19:59:44 -0400 <MirandaLBkr> @realDonaldTrump If you could give that shift key a break, I'd really appreciate it. You've been working overtime capitalizing words more than usual these days.
991104850023694336 2018-04-30 19:59:44 -0400 <pinecenega> @DDBall4life @PalmerReport @realDonaldTrump Keeps pouring beer on hand to get date drunk...lol
991104848199331841 2018-04-30 19:59:44 -0400 <bradleylowe9> @realDonaldTrump Shut up already
991104847545098241 2018-04-30 19:59:44 -0400 <wrongnextissue> @DJBurn77 @realDonaldTrump Classy.....
991104844072185858 2018-04-30 19:59:43 -0400 <greatriverlady> @tedlieu @realDonaldTrump Knives out for Kelly. #itsthekids
991104843493400577 2018-04-30 19:59:43 -0400 <dadto3women> @realDonaldTrump Scuse me I believe I left out Putin
991104839751876608 2018-04-30 19:59:42 -0400 <attaboy365> @johnrobertsFox @realDonaldTrump Boy, are we telling rumors today?  Cause I have heard some doozies about Hillary Clinton, John Podesta, Huma Abedin, Barack Obama and on and on.  If this is how you want to play the game.....hold my beer.
991104839194234881 2018-04-30 19:59:42 -0400 <gieneh52> @realDonaldTrump Hey, you're the president and supposed to be some kind of hot shot negotiator, too. Why can't you negotiate some actual laws out of your Congress?  From my standpoint, the only people you can sell anything to are knuckle-dragging Trump supporters with low IQs.
991104838338596864 2018-04-30 19:59:41 -0400 <Captaincrunch95> @roseyella2000 @anthonystoppel2 @realDonaldTrump Lame very lame like he was the only rich dude that skipped the war  Get over it honey
991104837755555841 2018-04-30 19:59:41 -0400 <Boschii> @realDonaldTrump I doubt anyone will argue that you are accomplishing the unthinkable.
991104834660159489 2018-04-30 19:59:41 -0400 <bargirlny> This guy has a good  mission in this world #MAGA @realdonaldtrump i don't get tired to watch this inspirational video !!  https://t.co/ZYQsm6KCTe
991104834509123584 2018-04-30 19:59:41 -0400 <WestEndGirl24> @RodStryker @Atuiolosega @realDonaldTrump This is too good!!
991104833699663872 2018-04-30 19:59:40 -0400 <Uniquifying> @realDonaldTrump You can show the story is false by having Kelly stay another year.  HAHAHA you can’t stand the smallest slight, he already fading away. #chaos
991104831594123264 2018-04-30 19:59:40 -0400 <Bob7787606774> @peplamb @realDonaldTrump Amin
991104831157948416 2018-04-30 19:59:40 -0400 <jge_james> @realDonaldTrump No problem. It takes loads of stamina to watch fox news all day. I know.
991104830222544896 2018-04-30 19:59:40 -0400 <TheRealTacitus> @realDonaldTrump 🐂💩
991104829513662465 2018-04-30 19:59:39 -0400 <CandaceSidebot1> @realDonaldTrump If this were true, u wouldn't have to tweet it. Can u go five minutes without massaging your ego? Normal, well rounded adults don't act like this
991104823872208896 2018-04-30 19:59:38 -0400 <VoteoutTrudeau> @GinaLuciana @Keepthe2A @2naOnWhite @RyanHillMI @cameron_kasky @Emma4Change @realDonaldTrump  https://t.co/3b3TW8ogxZ
991104822018543617 2018-04-30 19:59:38 -0400 <LaurieBoris> @tedlieu @realDonaldTrump Or they're trying to sink the media.
991104821284483074 2018-04-30 19:59:37 -0400 <igneousidol> @wvjoe911 @realDonaldTrump @seanhannity Dumpster only because he has more of a cult following
991104820084850688 2018-04-30 19:59:37 -0400 <LeighHolm> @realDonaldTrump I think term limits would be a good solution to some of the problems that Congress has. If they knew they only had a limited amount of time to get things done, they might work a little harder!  https://t.co/uKKdh9fyX8
991104819002781696 2018-04-30 19:59:37 -0400 <PrplMnkyCupcake> @Jeff_Matus @realDonaldTrump Yes, that's the one. And I agree.
991104818386259974 2018-04-30 19:59:37 -0400 <Seascape420> @LouDobbs @realDonaldTrump We need to keep these people out.  They will get welfare food stamps free medical education  and housing.  Build the wall  make them go back where they came from Glad Trump is president  Obama would have let the all in
991104815471132672 2018-04-30 19:59:36 -0400 <WingedRayeth> @DillyDillyDrew @LoveMyFlag22 @ShafPatel @realDonaldTrump @Shyempress There was no money involved in the Paris accords at all. The nations that signed it simply said they would reduce their carbon emissions by whatever amount they chose by a certain date, and if they failed to do so the penalty was...nothing of consequence.
991104815056015360 2018-04-30 19:59:36 -0400 <AnneGabriel19> @realDonaldTrump I really wish you would drink. Good Lord
991104813860642816 2018-04-30 19:59:36 -0400 <LeavittLee> @mdrabs1 @realDonaldTrump That’s where most of their crap is made, btw. #BuyAmerican
991104813726388225 2018-04-30 19:59:36 -0400 <souronis> @realDonaldTrump And Bob Mueller still goes to work everyday. The end is near and a Federal Pen awaits you.
991104812212211712 2018-04-30 19:59:35 -0400 <JTylerHunt> Does @realDonaldTrump look like a 65 year old West Virginian grandmother trying to raise her daughters’ 3 kids by herself while chain smoking Pall Mall’s and drinking Old Milwaukee? @LeBatardShow @MichaelRyanRuiz
991104811343994880 2018-04-30 19:59:35 -0400 <mark_sohlden> @realDonaldTrump   https://t.co/qzakyQQEX0     • The George Papadopoulos guilty plead concerning the “Dirt on Hillary” from Moscow. ADAM SCHIFF
991104809049538560 2018-04-30 19:59:34 -0400 <bethbos1> @realDonaldTrump I wish I was as delusional as you then I wouldn't have to worry about our country so much.  https://t.co/NKnU0TQ8ij
991104807850074112 2018-04-30 19:59:34 -0400 <theusaisntfree> @realDonaldTrump   https://t.co/DMBMYAGuLv
991104804603613184 2018-04-30 19:59:33 -0400 <Cireezee> @MrMokelly @kanyewest @realDonaldTrump @Emma4Change Not a troll. Kanye does Kanye and nothing else. So what if he likes Trump.  Trump does good things too. Look at the Koreas.  Bravo.. Kanye is spreading love and not hate and that is his only message. Why define yourself by political party?
991104804381310976 2018-04-30 19:59:33 -0400 <SeanMWine> @realDonaldTrump When did you watch it, dotard? You were too afraid to attend it, don't you remember?
991104804045942785 2018-04-30 19:59:33 -0400 <PhilRevard> @realDonaldTrump I also read somewhere that you're a Pee Brain.  https://t.co/wTe620bGY2
991104803135737857 2018-04-30 19:59:33 -0400 <KimberlyTravel> @realDonaldTrump People have appeared at the border and requested asylum. This is entirely legal, so how are they "defying our border" and what the h*ll does it have to do with Tester? Your #gaslighting is #pathetic.
991104803051786240 2018-04-30 19:59:33 -0400 <GokuAurelius> @realDonaldTrump People need to start caring for each other ,everywhere, period.  Non exclusively b/c the universe owes us nothing. We are less than specs of dust and if we don't care for each other, who will?  Your empire, your time will pass.  And maybe so will humanity. Image for perspective.  https://t.co/IHXXovuGWN
991104801948647430 2018-04-30 19:59:33 -0400 <coll_ida> @FergOSU @lizardhead61 @TomWellborn @realDonaldTrump @StormyDaniels   https://t.co/DqpNmlt8wX
991104800879267843 2018-04-30 19:59:33 -0400 <JayJohn83281572> @realDonaldTrump Absolutely agree there should be term limits.
991104799339884545 2018-04-30 19:59:32 -0400 <claudioswisdom> @realDonaldTrump More like Demons!!!
991104799163736064 2018-04-30 19:59:32 -0400 <thomasworksout> @KeokisDad @22bruns @belowjan15 @NinjaReception @realDonaldTrump   https://t.co/Y3ZNjQIYCN
991104798643679238 2018-04-30 19:59:32 -0400 <67donnalynn> @tedlieu @realDonaldTrump I see what you did there Sir. Well played!
991104798035345408 2018-04-30 19:59:32 -0400 <ArmchairDabbler> @realDonaldTrump Unthinkable is right.
991104796852711425 2018-04-30 19:59:32 -0400 <Corey479> @realDonaldTrump Who’s John Tester and how can I donate to his election?
991104796726874113 2018-04-30 19:59:32 -0400 <Granjacke901> @realDonaldTrump   https://t.co/BvXAMhvseW
991104794214350848 2018-04-30 19:59:31 -0400 <ramsaykj> @MollyMyDeer @realDonaldTrump Please when you finish with the southern wall remember your northern border...good luck building a wall along that. Idiots.
991104792402505730 2018-04-30 19:59:31 -0400 <paulinapalla> @realDonaldTrump #MYPRESIDENT ❤👍🙏🌎🇺🇸
991104791949512704 2018-04-30 19:59:30 -0400 <CasperVDean> @BeverlyCarter56 @realDonaldTrump 😁
991104791651717120 2018-04-30 19:59:30 -0400 <winglady1> @realDonaldTrump Thank you. Mr President.  We are so blessed to have you. We continue to pray for you and your family.
991104791295209472 2018-04-30 19:59:30 -0400 <Brigitt32364440> @edjschenk @DonnaWR8 @realDonaldTrump Learn to spell. Then do your homework.
991104790666072064 2018-04-30 19:59:30 -0400 <wrongnextissue> @claudiapoindex2 @DJBurn77 @realDonaldTrump Don't forget your bone SPURS,,, wait,, which foot was that again???
991104789282021376 2018-04-30 19:59:30 -0400 <xpconinc> @realDonaldTrump You do sound like Kim Jong-un. You guys are going to become fast friends.
991104788212334592 2018-04-30 19:59:30 -0400 <ArpMillie> @Fuctupmind @realDonaldTrump Let them find out their #fakenews some other way!!! They make it up most of the time anyway!!!
991104787465695232 2018-04-30 19:59:29 -0400 <maestomaes> @realDonaldTrump You’ve done nothing for these people so why are you celebrating ?
991104786119487490 2018-04-30 19:59:29 -0400 <TheRealTacitus> @realDonaldTrump 💩🗿
991104785406361601 2018-04-30 19:59:29 -0400 <Darthi> @realDonaldTrump Your approval rating is at a historic low. STOP LYING.
991104784798306304 2018-04-30 19:59:29 -0400 <Darren_2502> @basedinfidel8 @MelindaThinker @blairarthur1 @Champenoise46 @deplorabletx71 @Biglued1 @LeonWhi63670221 @LewisWilson43 @tony_tonyt @MacblaneMarcia @Emeraldluxury @aflyingmonk3y @DisneyFamJam @realgrace_kelly @BrandiCox15 @Armygirl12814 @DanFoc77 @BitchesAlice @Vet47Army @Jwally54 @TheManSam @tmwalw2007 @JeffGrose59 @SumatraSue @Enterprise1010 @abytw @AnnieAdelel @milliem81611615 @Michaelcraddo16 @njbeach15 @ReaIFakeNewts @PortugueseMamaC @TeedIsMe @darrylXdotcom @buffwon @WSCP1 @jess84109412 @ashman_andrew @MagaPami @GraceKens1 @RiemDebra @Tao_Athe @wordsmithviv @Ginlefebvre @seames_jr @jniel84 @HoracioChacon3 @Trandall72 @donald_gatton @realDonaldTrump He won't last that long lol.... he'll be lucky to see out his term
991104783401541632 2018-04-30 19:59:28 -0400 <joe____00> @edjschenk @DonnaWR8 @realDonaldTrump Like what, seriously what has he done besides empower the Nazis and white nationalists movements?
991104782705324033 2018-04-30 19:59:28 -0400 <Duckb14> @redsnoopystock @thearabianmage @aj27176557 @Kyfan58 @gcitytimes @Outlaw9012 @glamelegance @realDonaldTrump I'm here all week
991104781044285441 2018-04-30 19:59:28 -0400 <achak74> @realDonaldTrump @serenalburg Haha Trump nothing fake about you Just a paranoid liar
991104780973101056 2018-04-30 19:59:28 -0400 <DSunny> @realDonaldTrump   https://t.co/vBSyAsJizV
991104780117344258 2018-04-30 19:59:28 -0400 <JulieAnkorgirl> @BusterUSMC @realDonaldTrump 😡
991104779450507269 2018-04-30 19:59:27 -0400 <pamcurtis4210> @davidhogg111 @realDonaldTrump I would say the #NRA David because there nothing for him to gain with the Media.
991104777651138567 2018-04-30 19:59:27 -0400 <landryp58> @realDonaldTrump And still time to watch fox and friends everyday and golf on the weekends.
991104776073969664 2018-04-30 19:59:27 -0400 <griffin_bret> @realDonaldTrump Not true
991104774723514368 2018-04-30 19:59:26 -0400 <packimocity> @realDonaldTrump Is this the Stamina you used when you needed a golf cart to haul your fat lazy ass around a European summit last year? Oh I forgot, Dr Candyman said you were in Marvel superhero condition.
991104774627037184 2018-04-30 19:59:26 -0400 <sCastil60332376> @realDonaldTrump How do you not understand what an a$$hole you are and how you embarrass our country?!!  https://t.co/Vqgmni5KRL
991104774010556416 2018-04-30 19:59:26 -0400 <OrakelMoor> The sooner the Better! share this: Israel has the right to defend itself! The world has the obligation! to defend  itself from an  insidious dangerous  Iranian regime. @realDonaldTrump @nikkihaley @dannydanon @netanyahu @USAmbIsrael  https://t.co/Mz2MvwyC15
991104773419163650 2018-04-30 19:59:26 -0400 <DMurray711> @realDonaldTrump Gee, I hope this is more successful than infrastructure week...
991104772278235136 2018-04-30 19:59:26 -0400 <Irenebyrd45> @MeowTrump @IngrahamAngle @realDonaldTrump @marthamaccallum @FoxNews He's got alot of hate just brewing inside &amp; could snap any day now 🤤🤤
991104771141656576 2018-04-30 19:59:25 -0400 <3SpiritSisters> @sara8smiles @EveTweets @Tejas_Marine @RealCandaceO @kanyewest @Chicago1Ray @RealJamesWoods @potus @realDonaldTrump This sounds like some politicians when you ask for a straight answer! Smile!  https://t.co/9vR0kt4U2u
991104770877345792 2018-04-30 19:59:25 -0400 <JoyceMarrero7> @realDonaldTrump  https://t.co/5bKt8gPfaa
991104770667663361 2018-04-30 19:59:25 -0400 <TimWall2021> @realDonaldTrump   https://t.co/1zxroESVmX
991104769975435264 2018-04-30 19:59:25 -0400 <insiderdbk> @realDonaldTrump tax law for the wealthy already saved some of America's biggest corporations $13 billion this year -   #MAGA #tcot #ccot #MAGA3X #TrumpTrain   https://t.co/gXaq29VMhK
991104769916727296 2018-04-30 19:59:25 -0400 <shyestclown> @PalmerReport @realDonaldTrump And you're all of those things ‼️
991104769350610944 2018-04-30 19:59:25 -0400 <SDHolmesTX> @tedlieu @realDonaldTrump Kelly will be walking soon, he broke the rule on telling the truth.
991104767324774402 2018-04-30 19:59:25 -0400 <RockinRobin129> @realDonaldTrump When you say our great country do you really mean this?  https://t.co/rbyw1byKQG
991104764590116865 2018-04-30 19:59:24 -0400 <SaraKimbell> @realDonaldTrump   https://t.co/0mBHlRKv0K
991104764191666178 2018-04-30 19:59:24 -0400 <Dale67504978> @realDonaldTrump The deserve a counter punch!  https://t.co/IEvVRG2xJp
991104762899783681 2018-04-30 19:59:23 -0400 <realdavidhash> @SP3112000 @CaveatSuffrag @fostercoburn @realDonaldTrump Trump removing all of the burdensome regulations that Obama imposed on business immediately spurred the economy along
991104761641357313 2018-04-30 19:59:23 -0400 <sistercrow> @realDonaldTrump Under Trump hate crimes skyrocket.   https://t.co/4REluqqHk4
991104760764870658 2018-04-30 19:59:23 -0400 <JoannWebster19> @realDonaldTrump Stay strong Mr. President!  Your doing an outstanding job.
991104760358031362 2018-04-30 19:59:23 -0400 <aphroditeew> @realDonaldTrump  jeff sessions will destroy you as he is useless  Replace him NOW FIRE JEFF SESSIONS SESSONS
991104758965506049 2018-04-30 19:59:23 -0400 <JamesMarcario> @realJimRobinson @AbbyWixon @realDonaldTrump Another shitty newspaper along with L.A. Times and Washington Post. All anti American left wing crap.... .
991104758881505280 2018-04-30 19:59:23 -0400 <Sams_in_Seattle> @realdavidhash @fostercoburn @realDonaldTrump Wut?  https://t.co/DIGwZ2JtGK
991104756448940032 2018-04-30 19:59:22 -0400 <cgn2810> @realDonaldTrump As if you cared for anyone but you...😂
991104755605884929 2018-04-30 19:59:22 -0400 <Lisatheeditor> @realDonaldTrump You sure you don’t want to rethink capitalizing energy and stamina? Or are they your horses?
991104755404627968 2018-04-30 19:59:22 -0400 <Jah_Rules> @realDonaldTrump You have diarrhea of the Twitter tweet. Stop tweeting and delete your account.
991104755056414720 2018-04-30 19:59:22 -0400 <kaptainkremen> @realDonaldTrump Unnamed lawmakers? No names at all for verification? Sounds like fake news to me
991104753244491776 2018-04-30 19:59:21 -0400 <Citizen79119751> @realDonaldTrump Like Dunder Mifflin.  https://t.co/jicax5qIcP
991104748274241536 2018-04-30 19:59:20 -0400 <DJAdams241> @Lady_Greenstone @realDonaldTrump I would add...."and the world."
991104746684604423 2018-04-30 19:59:20 -0400 <lodgickall1> @joe24202202 @Rightwingmadman @realDonaldTrump Considering Clinton rigged the primary against Bernie and dems cheated by bussing people to different states to vote democrat YET she still lost, I wouldn't care if Trump colluded. He's done more in the first 2 years than Obama did in 8. He has a lot more to fix too
991104743723462656 2018-04-30 19:59:19 -0400 <rethinkthat> “I’m only gonna hire the best people.”  Swamp Thing in Chief, @realDonaldTrump  https://t.co/vkTkeXr7Q8
991104743622705152 2018-04-30 19:59:19 -0400 <SecretSauce411> @realDonaldTrump Stormy says hi.
991104743543050246 2018-04-30 19:59:19 -0400 <FeliciaWall54> @trump_bball @CarterBBoi @JohnCarrell16 @PalmerReport @realDonaldTrump What is with you people always telling other people to leave when someone speaks the truth? Is that all you have?
991104743501189120 2018-04-30 19:59:19 -0400 <JanHeinZwiers> @Reuters @realDonaldTrump , not in the @un ? 😂😂😂😂
991104742775578625 2018-04-30 19:59:19 -0400 <Donnalee711> @realDonaldTrump   https://t.co/52R4hKBddm
991104742414839809 2018-04-30 19:59:19 -0400 <ccismeuc> @realDonaldTrump Correct me if I'm wrong but didn't Fred trump arrive as an immigrant from Ellis Island? Does lil'donny think his dad was in immigration all by himself?
991104742125457409 2018-04-30 19:59:19 -0400 <SteveStLouis17> @realDonaldTrump I am 1 million percent behind term limits. Founding Farther’s never intended for public service to be a career.
991104741278019585 2018-04-30 19:59:18 -0400 <thrWSMW> @PalmerReport @realDonaldTrump The correct spelling is WHICH HUNT, not witch hunt. Considering the number of investigations, including the IRS FINANCIAL CRIMES UNIT, #StormyDaniels #Mueller Senate Intelligence Committee, WHICH HUNT will bring justice to America &amp; bring this #ConmanSwindler to justice? #Resist
991104740749524992 2018-04-30 19:59:18 -0400 <jraedupree> @realDonaldTrump If they are "defying" the border, they would be crossing it. Instead, they're sitting on the other side pleading to apply for asylum. That's how strong our border is and how effective our immigration laws are at keeping people out (not that I think THAT is a good thing).
991104738849509377 2018-04-30 19:59:18 -0400 <TrrumpCard> @realDonaldTrump Did Liddle Donnie get his feelings hurt ? And now he needs to throw his temper tantrums.  We would have Sarah or Kellyanne give you a spanking, but you’d probably like it !
991104736085643264 2018-04-30 19:59:17 -0400 <joeysmom42> @realDonaldTrump Stormy’s coming.
991104735859093504 2018-04-30 19:59:17 -0400 <country2529> @realDonaldTrump   https://t.co/uLFiI2Eo5t
991104732939907072 2018-04-30 19:59:16 -0400 <JTJohnson1982> @ccjohncc1 @MicheleelehciM @realDonaldTrump No I'm good.
991104732310601728 2018-04-30 19:59:16 -0400 <JRehling> @VickersLance @chelleyrn @realDonaldTrump Most intelligent Americans wish he was on the other side of the ocean, too.
