934934792386306054 2017-11-26 18:59:59 -0400 <Jennife26479489> @realDonaldTrump Why?  https://t.co/NY5U8JkjUg
934934779446874112 2017-11-26 18:59:56 -0400 <justmelissacx> @realDonaldTrump YES YOU SURE HAVE DONE MORE CRIMINAL ACTIVITY THAN ANY FAKE PRESIDENT IN THE HISTORY OF THE UNITED STATES!
934934778733891584 2017-11-26 18:59:56 -0400 <Aridaine1974> @scott_springer @realDonaldTrump If they can put Bill Cosby in jail they can put ANYBODY in jail.
934934778507280385 2017-11-26 18:59:56 -0400 <barfTater> @realDonaldTrump Hillary won the popular vote get over it
934934778494750721 2017-11-26 18:59:56 -0400 <Chriswn2s> @realDonaldTrump Russia meddled in the election to help you win so you could remove sanctions against Russia. Epic fail!!! Putin is very unhappy with you.
934934778041815040 2017-11-26 18:59:55 -0400 <sunstarr802> @realDonaldTrump trump you are unhinged and ccrazy and  idiot and breaking laws and  the constition you trunp are trying to make  America  a Russian  style country we are  ahamed of you..you are a disgrace to the American people.
934934773239296011 2017-11-26 18:59:54 -0400 <melissabloww55> @realDonaldTrump You’ve cost us millions in these 10 months with your golfing splurges. Can’t imagine what 3 more yrs will cost us. Everything pd to your hotels should be put back in our coffers. You shouldn’t be making money off the govt
934934772815626240 2017-11-26 18:59:54 -0400 <katypaiba> @realDonaldTrump President Donald Trump is the worst executive branch leader the United States has seen in a very long time
934934769502056449 2017-11-26 18:59:53 -0400 <jerkstore66> @realDonaldTrump BEST.PRESIDENT.EVER.
934934768503881728 2017-11-26 18:59:53 -0400 <DarrellComeaux3> @MAGAPILL @realDonaldTrump @FoxNews Mr.President why we haven't had a raise. In 7 years whit Obama can you please help is thank you and GoD bless
934934768344592384 2017-11-26 18:59:53 -0400 <Steven_R_Stice> @realDonaldTrump You have done nothing but cause hate and discontent. All you want to do is screw the working people in this country.
934934764922032129 2017-11-26 18:59:52 -0400 <EliNic13> @realDonaldTrump   https://t.co/FOOKvVziB7
934934764359786496 2017-11-26 18:59:52 -0400 <MishlerE> @realDonaldTrump Oh whaaa! Poeple don't think I'm cool. I never had a chance. Whaaa whaaa whaaa. I need my bottle because some said Russia. SAD!
934934759515611143 2017-11-26 18:59:51 -0400 <TheGreat_USA> @MaverickCtzn @FoxNews @realDonaldTrump @FLOTUS Imagine in you will morons that can't think for themselves being so stupid to still believe in the fake Trump/Russia collusion pushed by the most corrupt politician in the history of our nation phony Hillary😂😂😂😂
934934758798385153 2017-11-26 18:59:51 -0400 <JoannLo92019718> @realDonaldTrump OGG! Get over yourself and at least pretend you’re President!
934934758798348290 2017-11-26 18:59:51 -0400 <lawlor_tracy> @EdwinCMartin1 @Pam2191 @LindaLarsonKemp @TeamJakeAbbey @WandaAnglos @SenWarren @popcorn_jane @CFPB @realDonaldTrump That's so funny and cute, Snowflake it is then..  My new name is "Snowflakes are beautiful and amazing.. Thanks
934934758697656320 2017-11-26 18:59:51 -0400 <Outnfullyawake> @realDonaldTrump Somebody is getting twitchy!!!   Monday is fast approaching ....#MuellerMonday
934934757724397568 2017-11-26 18:59:51 -0400 <KTSashaMGH> @realDonaldTrump I wonder why there are Indictments and a guilty plea in this "witch hunt." So either Mueller's gone off the deep end for the 1st time in his distinguished career  OR you are lying AS USUAL.
934934757703602177 2017-11-26 18:59:51 -0400 <dpem5> @realDonaldTrump Idiot
934934755359055872 2017-11-26 18:59:50 -0400 <JohnEScalise> @realDonaldTrump Dotard.
934934755027705856 2017-11-26 18:59:50 -0400 <C_McCartney_> @ShafPatel @realDonaldTrump Since when, last time I remember violence was 9/11. Stop making up BS.
934934753438035968 2017-11-26 18:59:50 -0400 <ezzel_diane> @realDonaldTrump Agree 100% President Trump👍
934934751156342784 2017-11-26 18:59:49 -0400 <im_awonderer> @realDonaldTrump You do know that Make America Great Again was first said by Ronald Reagan, right!!!
934934750053089281 2017-11-26 18:59:49 -0400 <Et_Tu_Brewte> @rdayersman @ShafPatel @realDonaldTrump I guess #cyberbullying isn't hateful??
934934750023708672 2017-11-26 18:59:49 -0400 <erbl1234> @realDonaldTrump Possibly? You’re not even sure of your own lies now. And all we’ve heard from you is Hillary, Hillary, Hillary.
934934743120039937 2017-11-26 18:59:47 -0400 <remodamiani> @realDonaldTrump--Will Hillary Clinton be charged for selling America out--Hope she will--It's not right--Our uranium is sooo important in the world today-&amp; Hillary sells it to our ENEMY--If that isn't TREASON-I don't know what is--TRAITORS like her should &amp; MUST be EXECUTED--RT
934934742956470273 2017-11-26 18:59:47 -0400 <KeepMNBlue> @darkkorequeen @FoxNews @jessebwatters @realDonaldTrump @WattersWorld He's not grown up and he can still be a Conservative perv like Roy Moore or Don Trump. Dare to dream! 🇺🇸🇺🇸🇺🇸
934934739529687046 2017-11-26 18:59:46 -0400 <leGordn> @realDonaldTrump You seem unusually twitchy today, Donald.   Are you worried about Mueller?   (Hint: you should be.)
934934739223547904 2017-11-26 18:59:46 -0400 <hates45andcrew> @realDonaldTrump For whom....Pedophiles maybe...BIGLY. ..believe me
934934739185754114 2017-11-26 18:59:46 -0400 <RileyPresident> @JohnPaul_USA @realDonaldTrump John Paul is another new gaslighting bot.  Man, Trump is getting more desperate by the minute 😂😂😂  https://t.co/7n5D7KKtPq
934934739013849089 2017-11-26 18:59:46 -0400 <GeorgeBain14> @realDonaldTrump Oh well, just checking are your people and campaign under investigation? Hopefully very soon we will all know,  if, when and how deep and how high criminal activity occurred. Why does it bother you so? Fear is awful but the truth will set you free? Or ?
934934737755541505 2017-11-26 18:59:46 -0400 <ComplicKate> @realDonaldTrump Youre starting to sound like Jan Brady .. Marsha Marsha Marsha.
934934737272979456 2017-11-26 18:59:46 -0400 <jmskroll> .@realDonaldTrump H.R. McMaster was wrong about you having the intelligence of a kindergartner; kindergartners have the ability to learn new things. #Impeach #ImpeachTrump
934934735637372928 2017-11-26 18:59:45 -0400 <LovinBeach2> @wc_ares @thecuckoosnest1 @realDonaldTrump Neither will I WC! It's a shame we have to read these tweets, which are really so unAmerican...trash that the haters so proudly display!
934934732298530816 2017-11-26 18:59:45 -0400 <naski17_nancy> @realDonaldTrump Agree
934934731237548032 2017-11-26 18:59:44 -0400 <LynnComella> @FoxNews @jessebwatters @realDonaldTrump @WattersWorld What a pathetic stunt.
934934731204055041 2017-11-26 18:59:44 -0400 <imbecileinchief> @TheKeithAvila @ShafPatel @realDonaldTrump Really? You didn't see your white supremacist buddy driving a car into protestors?
934934728242638848 2017-11-26 18:59:44 -0400 <sonny49842> @Smootchie22 @realDonaldTrump Wow, you really are a weirdo.
934934728209297408 2017-11-26 18:59:44 -0400 <Wednesday_8> @carlanlately @realDonaldTrump @LUNGevity U are a SMA to promote awareness for @LUNGevity I was an SMA as well. You make vulgar comments and drop the "f bomb" on your handle acct. Its unsuitable for a SMA. Its my opinion. Your political views are seperate.
934934727546589184 2017-11-26 18:59:43 -0400 <Bridget_P0pe> @ColMorrisDavis @realDonaldTrump Thank you Mr Obama for leaving our current idiot  in chief with a great economy. Dear God, please don't let this idiot in chief  do much more in the way of damage.
934934727496122368 2017-11-26 18:59:43 -0400 <kevinmtriplett> @realDonaldTrump You lost the popular vote SIR
934934726921674752 2017-11-26 18:59:43 -0400 <ColleenEHA> @realDonaldTrump That’s a lie.
934934725965303809 2017-11-26 18:59:43 -0400 <joaniemiller56> @DineshDSouza @psundin777 @realDonaldTrump  https://t.co/Kxiyny4Pk4
934934721016074240 2017-11-26 18:59:42 -0400 <yoli_ole> @DineshDSouza @realDonaldTrump You are sick.
934934717761310720 2017-11-26 18:59:41 -0400 <CentristRn> @realDonaldTrump   https://t.co/m2WRR6JY5x
934934717283098624 2017-11-26 18:59:41 -0400 <buzzman888> @Swedesdottir @Wh1skeeW4rrior @realDonaldTrump I agree and very well said.
934934714887974913 2017-11-26 18:59:40 -0400 <ursula_wanza> @SupConstitution @BradleyPittma12 @FoxNews @realDonaldTrump No, they have not been implemented.
934934714724446210 2017-11-26 18:59:40 -0400 <apokerplayer> @realDonaldTrump “Me me me me me me I me me me I me me me I.”      - Donald Trump
934934713982124032 2017-11-26 18:59:40 -0400 <misspixie_lane> @ABC @realDonaldTrump everything is fake when it’s the truth! Trump, the biggest lying ignorant little man!
934934713655091200 2017-11-26 18:59:40 -0400 <BHaley61> @realDonaldTrump Oh, Donny, we understand. Daddy never loved you like he loved Fred. Your mom was scared of you &amp; thought you were a monster.  #25thAmendmentNow
934934709410435072 2017-11-26 18:59:39 -0400 <CheriWi03971567> @realDonaldTrump 😝
934934708013563905 2017-11-26 18:59:39 -0400 <thecaseydolan> @FoxNews @jessebwatters @realDonaldTrump @WattersWorld Why tho?
934934707342540806 2017-11-26 18:59:39 -0400 <OrangeVulgarian> @ShafPatel @realDonaldTrump You tell him, Shaf, you tell him.
934934707275476992 2017-11-26 18:59:39 -0400 <chetsingh1> @realDonaldTrump @FoxNews You do know that people watch other real news, other than FAKE FOX NEWS. Keep trying to pitch your🍌crap, majority of the people see the🍎.
934934707246129152 2017-11-26 18:59:39 -0400 <Alfred_Bar> @fran_rack @realDonaldTrump 😨
934934706638020609 2017-11-26 18:59:38 -0400 <PageInHistory> @realDonaldTrump @WSJ @CFPB That's because EVERYONE HATES working near/around/for YOU!!!  Just resign already #Loser!!!
934934705312534528 2017-11-26 18:59:38 -0400 <Ohwwelyesdnil> @realDonaldTrump I'm so sorry but can u please give informative explanation as to what you have done?
934934704259608576 2017-11-26 18:59:38 -0400 <UnicornVendetta> @realDonaldTrump Your maga to me means -Morons Are Governing America-  Everything you touch turns to shit.  You are so much worse than Mickey Donovan.  I hate you and your corrupt family and the complicit yes people that you pay off.  I can't wait to see you destitute and in jail. #TrumpRussia
934934702338789382 2017-11-26 18:59:37 -0400 <StellaStar711> @Brasilmagic @kyungkarenmend1 Except for your scalp @realDonaldTrump      😉
934934701873221632 2017-11-26 18:59:37 -0400 <MLangevin5> @realDonaldTrump The Obama economy is booming
934934700728168448 2017-11-26 18:59:37 -0400 <RobertJ57505928> @teetoatee @evemartell @realDonaldTrump Lol wow
934934698933006337 2017-11-26 18:59:37 -0400 <bjbt94> @realDonaldTrump It’s Mueller Time, Donny. He’s coming for you!  https://t.co/pO5UBvoxGy
934934698895331333 2017-11-26 18:59:37 -0400 <mkeane452> @realDonaldTrump  https://t.co/bNSgSZneiY
934934698031120384 2017-11-26 18:59:36 -0400 <RedmondRiot> @realDonaldTrump You are one of the worst things to happen to this country since its inception. Including genocide of the indigenous people, slavery, civil war, assassination of Lincoln, early 20th century poverty, WWII, assassination of Kennedy, Vietnam, Disco, drugs, Middle East War &amp; Trump Inc
934934695401308160 2017-11-26 18:59:36 -0400 <WelshWitch07> @kailashwg @seanhannity @realDonaldTrump @POTUS @TIME Gosh. Thanks for your input.  From India!!!
934934694935908352 2017-11-26 18:59:36 -0400 <hornsbybob> @realDonaldTrump Aren’t you the asshat who said the election was going to be rigged?
934934693182672896 2017-11-26 18:59:35 -0400 <PoreMarguerite> @realDonaldTrump Sounds like someone’s getting nervous; now me I can’t wait to see Flynn flip like a Russian gymnast
934934692930969602 2017-11-26 18:59:35 -0400 <Hillaryh4444Hos> @SchrbrM @yashar @smokeyvera @realDonaldTrump   https://t.co/N94ssKHe4M
934934692238970881 2017-11-26 18:59:35 -0400 <kriswondaful> @realDonaldTrump Oh now you know the amendments but not the one that applies to peacefully protesting #nflplayerscankneel
934934690363998211 2017-11-26 18:59:35 -0400 <1DanCox> @KibBitzLaw @Cernovich @Google @YouTube @realDonaldTrump @FBI Yep, I confirmed it.  https://t.co/70MaRcQtoO
934934690347098112 2017-11-26 18:59:35 -0400 <jrbrownx2> @realDonaldTrump   https://t.co/ZFuW7Quefz
934934690338709505 2017-11-26 18:59:35 -0400 <ella_soes> @joycethodges @GeraldoRivera @trumps_feed @realDonaldTrump @POTUS That's right Geraldo is all those good things that you state. Something a supporter of candidate who is destroyer &amp; ruiner of foreign nations, is not.
934934690305253376 2017-11-26 18:59:35 -0400 <bewitched49> @realDonaldTrump, HEY MAN YOU MUST BE A NASTY SIGHT NAKED, I THINK IT'S A GOOD THING YOU HAVE LOTS OF MONEY YOU SURE DON'T HAVE ANYTHING ELSE GOING FOR YOU!
934934688556371968 2017-11-26 18:59:34 -0400 <szonyc> @realDonaldTrump For somebody who’s the supposed leader of the free world, all you do on Twitter is bitch. That’s a sign of weakness, not power.
934934688308883461 2017-11-26 18:59:34 -0400 <FuckTrump61> @MarlaWeezie @KeithOlbermann @realDonaldTrump 3 and 4 will both be amazing!  I can't wait!  I get on here daily hoping for news that it's happened. Then I get disappointed. One day it will be here. Until then, I'll keep watching, checking, and hoping.
934934687943860224 2017-11-26 18:59:34 -0400 <sd_alphaxy> @FoxNews @jessebwatters @realDonaldTrump @WattersWorld He'd probably do a better job than #PrimaDonald…
934934687415275520 2017-11-26 18:59:34 -0400 <BlueEyes088> @NancyPelosi @RepJohnConyers @NancyPelosi Really? Then explain.... What gives you a “license to harass @realDonaldTrump ?
934934687142858753 2017-11-26 18:59:34 -0400 <johnforrest02> @mprice0774 @GirlNamedBoston @realDonaldTrump   https://t.co/LsBu4A31vl
934934685221826560 2017-11-26 18:59:33 -0400 <TouricRoro> @cshurshtopf @ChrisBierman14 @joelpollak @CNN @realDonaldTrump I’m not saying Trump impeachment is around the corner but it’s starting to have this inevitability feeling with all the shoes dropping, imo.
934934683430858752 2017-11-26 18:59:33 -0400 <abit_noid> @Kathy98728421 @85scout @realDonaldTrump Unemployment rate is the lowest its been since 2001. This is better than B Obama. Obama careless was not affordable. When monthly payment exceed house payment of $1500.00 or more, not insurance. Shall I keep going.
934934682935885825 2017-11-26 18:59:33 -0400 <JW4081> @ModemButterfly @thebeej1966 @realDonaldTrump No not at all. Its an international business. You're going to have to accept  hes doing a great job. When he gets to trade deals &amp; infrastructure, that may change
934934681690300416 2017-11-26 18:59:33 -0400 <DrRev_Mustafa1> @realDonaldTrump Day 311 of 1462 - Remember when Con Man Trump said wouldn't have time to play golf? ** BTW, look at those Man Boobs!!  https://t.co/IAOayBVlnq
934934681019174913 2017-11-26 18:59:32 -0400 <JLB_USMC> @realDonaldTrump You are the disaster, asshat.
934934680398417921 2017-11-26 18:59:32 -0400 <jonnyboy823> @realDonaldTrump   https://t.co/GwB2uqrvTi
934934678905196550 2017-11-26 18:59:32 -0400 <pbar124> @amoreimarketing @duckshawkey @TimnGibsons @JohnnyInOakland @realDonaldTrump @FoxNews Wow the stupid flows heavily within you. Smh
934934678754217985 2017-11-26 18:59:32 -0400 <h2odancer74> @ScoutDrayton @davitydave @kellythompson8 @DineshDSouza @realDonaldTrump So you realize that account of character you gave is from an adult male. That wasn't his prey, of course he didn't see any harrasment or assault.
934934676057264128 2017-11-26 18:59:31 -0400 <CharlotteRowl19> @Barko_tL @realDonaldTrump You are too funny. Keep your Day Job and stay out of politics because you surely don’t know what you are talking about.
934934676044681216 2017-11-26 18:59:31 -0400 <PhilPal66819303> @realDonaldTrump Unlike you mr. president they are not people of action. Terrified to stick their necks out with Solutions to solve problems. Reelection is what matters to them. Contributors are there stock and trade. We can only hope you rub off on them. Or nothing will get done.
934934675423973376 2017-11-26 18:59:31 -0400 <JoLoDiBenedetto> @CNNPR @realDonaldTrump The “news” should mean the truth, correct?
934934673989316609 2017-11-26 18:59:31 -0400 <Cindy_52s> @TomthunkitsMind @realDonaldTrump This man is some kind of freak and the folks that follow him should be ashamed!
934934673985335297 2017-11-26 18:59:31 -0400 <John_W_Marshall> @HippyGranny2 @JamesIsaak2 @TimothyFyock @DTrumpPoll @ManMet80 @realDonaldTrump @POTUS put down the weed, pull over the micro bus and think about it. It will come to you.
934934668067196929 2017-11-26 18:59:29 -0400 <meull> @cnntoday @realDonaldTrump 😵
934934667576344576 2017-11-26 18:59:29 -0400 <rino_steve> @realDonaldTrump Accomplished zero zip Nada.
934934667043713024 2017-11-26 18:59:29 -0400 <podcasterJoe> @realDonaldTrump I thought we were gonna let the people of Alabama decide who should represent them.. that’s what you said.. you were lying, were you? lol
934934662656483328 2017-11-26 18:59:28 -0400 <thisismeryan13> The number of times I’ve read a tweet from @realDonaldTrump and thought it was a parody account is far too high considering HE IS THE PRESIDENT!! #lol #dumptrump #resist
934934661146476544 2017-11-26 18:59:28 -0400 <electropest> @realDonaldTrump Jones prosecuted racist murderers. Moore got banned from a mall for being a creeper.
934934660865495040 2017-11-26 18:59:28 -0400 <Kimberly747blue> @realDonaldTrump You've done more than any 10-month prez for sure, and Mueller's going to expose that soon, very clearly.  And he'll be the one making America even greater than it already was, again.  #MuellerTime
934934660399771648 2017-11-26 18:59:27 -0400 <zonirottn> @realDonaldTrump #MAGA you orange shitloaf squatting in the WH  https://t.co/6clb6ALJIJ
934934660316098560 2017-11-26 18:59:27 -0400 <MikeBeneke> @realDonaldTrump No.  The more Democrats in congress, the better for USA citizens.  Just look at the horrific tax plans in Congress now!  Taxes should be going up on the wealthy and rich corporations, not down.  Preserve the AMT to keep billionaires from not paying their fair share!
934934659925815296 2017-11-26 18:59:27 -0400 <rileyanntoine> @realDonaldTrump @FoxNews If you haven’t noticed, our nation is kind of... in shambles.
934934659909210119 2017-11-26 18:59:27 -0400 <GermanT61734220> @RamblingJackMcM @realDonaldTrump Trump is a shrill
934934659154276357 2017-11-26 18:59:27 -0400 <carlanlately> @Trish_SupportLC @realDonaldTrump @LUNGevity Is this a president who is fighting for patients and survivors?  https://t.co/i3NjOMbpsJ
934934653651308544 2017-11-26 18:59:26 -0400 <Mslea2k> @lynnoberti @realDonaldTrump All his followers believed him, brainwashed easily
934934653307256832 2017-11-26 18:59:26 -0400 <mypdxkitchen> @Real_Assange_ @realDonaldTrump @BarackObama @GoldmanSachs @georgesoros Now you now. You're quite the genius.
934934651667468288 2017-11-26 18:59:25 -0400 <RoseFromPhila> Phony @realDonaldTrump 👇🏻👇🏻👇🏻  https://t.co/56nyDPrB0w
934934648999755776 2017-11-26 18:59:25 -0400 <mjmjrct> @realDonaldTrump   https://t.co/3DDXKGZDIr
934934646604861441 2017-11-26 18:59:24 -0400 <therealmcteag> @ColMorrisDavis @realDonaldTrump @ATT @TIME @CNN @WSJ @FoxNews doubt he will prevail in the court case to come about this though. All he did was get himself more rope to hang himself
934934646592344064 2017-11-26 18:59:24 -0400 <alfmolly> @realDonaldTrump That’s right let the banks push us into another financial crisis to fill their greedy pockets. Is this a way to force the banks to start to lend you money again? Show us your taxes.
934934646512672768 2017-11-26 18:59:24 -0400 <xxSybaritexxL> @realDonaldTrump This isn't about Schumer or Pelosi numnuts. It's about electing an honorable man  instead of an alleged child molester.  #ElectJonesAlabama
934934645711491073 2017-11-26 18:59:24 -0400 <elainebatt3> @DineshDSouza @fredhensley @realDonaldTrump Spite is the worst possible reason to vote for someone. Unfortunately, you are so eaten up by anger,  bitterness &amp; hatred that you would watch the country fall to "get back" at those you don't like. It's really quite sad...you need help.
934934643178078210 2017-11-26 18:59:23 -0400 <leitergirl> @JacobAWohl @realDonaldTrump I want so badly to believe that you are a bot.  I do not want to believe that there is a living human being that believes the things tweeted from this account.  #MAGA
934934642830053376 2017-11-26 18:59:23 -0400 <Isophorone> @southern4MAGA @jsugalski @POTUS @realDonaldTrump @newsmax Machiavelli predicted that change can come only from within with those societies.
934934640967725056 2017-11-26 18:59:23 -0400 <lauraha3132> @realDonaldTrump Liar you have done nothing but golf and deflect
934934637717213184 2017-11-26 18:59:22 -0400 <Amir61413061> @realDonaldTrump @FoxNews Hhfjgfik
934934637083807744 2017-11-26 18:59:22 -0400 <rolanddarby> @realDonaldTrump There is no doubt you  have done more bogus bragging than any President in history.  You need psychiatric help I think.
934934636093956097 2017-11-26 18:59:22 -0400 <ajtorres71> @realDonaldTrump So shameful u would even suggest u support this bible thumping greedy monster🤢U kno 💩about what Alabama needs💡an I'm quite sure u could NOT care less👍🏻when u were big luther's pockets u was NOT even sure of moore's name😏 #TrumpIsARapist #TrumpisaTraitor  https://t.co/9kQDxvftEF
934934633845837824 2017-11-26 18:59:21 -0400 <pavia_steven> @joelpollak @LadyG8tor51 @CNN @realDonaldTrump Tom Steyer is another PISSED OFF PERSON that VOTED 4 "CROOKED KILLARY" 👎👎
934934633317388288 2017-11-26 18:59:21 -0400 <Amottur> @realDonaldTrump So are we to infer that you support a pedophile for Senate instead ?
934934632755224577 2017-11-26 18:59:21 -0400 <Janice50746334> @MeRunPretty @realDonaldTrump No Obama did all of that
934934630117109760 2017-11-26 18:59:20 -0400 <sheristepper> @realDonaldTrump @FoxNews You should be ashamed of yourself......you could be putting people's lives in danger with this tweet!
934934628875538433 2017-11-26 18:59:20 -0400 <KingShyamalama> When even the Catholic Church has to distance itself from @realDonaldTrump’s Republicans. #buildkindnessnotwalls  https://t.co/6fsNTSYe5e
934934628644851712 2017-11-26 18:59:20 -0400 <SherryLeigh5> @realDonaldTrump Psst! You're still under Obama's budget.  https://t.co/hPM1biGaTX
934934628426645504 2017-11-26 18:59:20 -0400 <ardecl> @justanavywife @CNNPR @realDonaldTrump Yet trump literally lies about everything, but that's ok Only CNN is bad
934934627831119872 2017-11-26 18:59:20 -0400 <justthefacts45> @realDonaldTrump Your tweets are like being at a party where your friend and his ex are both there and your friend is just pathetically unable to move on. Just so uncomfortable and sad.
934934626128269314 2017-11-26 18:59:19 -0400 <supahmumsie> @JacobAWohl @realDonaldTrump There is no such person.
934934625285107712 2017-11-26 18:59:19 -0400 <RBG_Did_IT> @realDonaldTrump You’ve certainly golfed more than any 10 month president.
934934624261820416 2017-11-26 18:59:19 -0400 <RolyExtremey94> @FoxNews @realDonaldTrump   https://t.co/02RtxKLYLS
934934624127602689 2017-11-26 18:59:19 -0400 <CentristRn> @realDonaldTrump   https://t.co/ZECH3p3pK5
934934623208996865 2017-11-26 18:59:19 -0400 <tsul23> @alaskarebel @realDonaldTrump @FoxNews That was to the Donald aka worst president ever
934934622390984704 2017-11-26 18:59:18 -0400 <bob_bay> @ACTforHumanity @ASEAN @RT_Erdogan @ihhinsaniyardim @KenRoth @drzarni @bachtiarnasir @mahendradatta @Dompet_Dhuafa @republikaonline @tunkhin80 @cjwerleman @WSJ @voaislam @NetizenTofa @guardian @UN @BBCWorld @AJEnglish @Francis_Wade @Aungaungsittwe @DPR_RI @acehkita @AzzamIzzulhaq @maspiyuuu @mbah @ajplus @Muslim_Bersatu1 @hmskaban @antonioguterres @IntlCrimCourt @NobelPrize @mehdirhasan @AJUpFront @UKParliament @SGMinAungHlaing @UN_GP_RtoP @the_erc @realDonaldTrump @CIJ_ICJ @AbdMalekHussin @hrw @Twitter @MBuhari @AFP WELCOME TO ASEAN @Pontifex  "god watching you" What your Speech whit the Evil-Lady * And all her stuff Army, EXTREMIST-Radical Burma Monk + Followers   If You Believe in god You Dont be afraid to Say  STOP #RohingyaGenocide !! This man *SGMinAungHlaing  must go to the Jail  https://t.co/2tsty4ppK5
934934621149466625 2017-11-26 18:59:18 -0400 <JFrankAllen> @realDonaldTrump’s  following through on the instructions he got from with Putins call last week. He wants to call Jones a puppet for shimmer and Pelosi and doesn’t see the irony in his words, as Putin’s Puppet Bitch. Sadly, so many of my countrymen STILL support this traitor.  https://t.co/qbCDaF5wed
934934620948242432 2017-11-26 18:59:18 -0400 <Magpie1954nBird> @realDonaldTrump Meeeeeeeeeeeeeeeeeeeeeeeeeeeeeee is all you hear from this phone nonPresident of #USA
934934619492728832 2017-11-26 18:59:18 -0400 <guera_nm67> @realDonaldTrump You stopped golfing to Tweet this garbage.  SAD!
934934618981138432 2017-11-26 18:59:18 -0400 <Melbeach10> @realDonaldTrump You’re right, what we need is a pedophile! Vote Moore and put a pedophile in the Senate, we have a sexual predator in the White House. Why not!
934934618041700352 2017-11-26 18:59:17 -0400 <CharlesOldendo1> @calidhd @DanielJames117 @DavidLy95971308 @WhiteAmerican7 @MAGAPILL @realDonaldTrump @POTUS He sure does like talking out off his ass
934934617819435008 2017-11-26 18:59:17 -0400 <Jimmyw1266> @realDonaldTrump   https://t.co/2ZomSJiMvG
934934617659867136 2017-11-26 18:59:17 -0400 <diamondsmm04> @KimWilhelm13 @realDonaldTrump Why don’t u move to North Korea if u don’t like it here in the USA with our awesome President!
934934616670060544 2017-11-26 18:59:17 -0400 <holachola> @madelainecb @FoxNews @jessebwatters @realDonaldTrump @WattersWorld He’s just a walk on now. Pretty soon, he won’t receive a mention. Jared is fading, too. I wanna cast the movie😂
934934614761787393 2017-11-26 18:59:17 -0400 <28hilderman> @jimsciutto @realDonaldTrump @cnni @CNN A pity party for @CNN lol. We hear very little of their foreign work. It’s 99% bashing the right by the left.  Hard to consider them unbiased.  Try  @pbsnewshour :)
934934613855817728 2017-11-26 18:59:16 -0400 <Matt_Duguid> @realDonaldTrump You must be hallucinating
934934613687971840 2017-11-26 18:59:16 -0400 <Jagerwaffles> @realDonaldTrump but u are the worst president ever!!!!
934934611112742913 2017-11-26 18:59:16 -0400 <journeyofNugz> @linda_porraz @dianajanzy @markspenceinc @Greggns @eugenegu @BarackObama @JoeBiden I'll name one that will hurt your soul how about the fact that more immigrants migrated to the US since @realDonaldTrump has been president than those who did Obama's ENTIRE Presidency.  Yet Trump is supposed to be our Migration Control God.
934934608784842752 2017-11-26 18:59:15 -0400 <usageb170> Well this is quite an accomplishment @realDonaldTrump You must be the 1st President in US history to get such public "encouragement."  😂😂😂😂  https://t.co/uzb1ZGxaga
934934608319193088 2017-11-26 18:59:15 -0400 <Tee_4_Truth> @realDonaldTrump All your snaps are what an emotion 9th grader would tweet. Please get over yourself and stop running this country to the ground
934934603797876737 2017-11-26 18:59:14 -0400 <ncnurse62> @JulianSvendsen @dogeatdog98 @realDonaldTrump Rigged poll
934934603655196675 2017-11-26 18:59:14 -0400 <timswarren1> @realDonaldTrump Russia, Russia, Russia is your skeleton in the closet and he will be coming out.
