1051623687047311360 2018-10-14 19:59:59 -0400 <grandcolbert> @realDonaldTrump “I’m President, and you’re not” to Leslie Stahl 60 minutes, you are not a man...
1051623656177262593 2018-10-14 19:59:52 -0400 <WallyCummins> @poemclown @realDonaldTrump @60Minutes @POTUS Put it on TBS and watch baseball
1051623653132173313 2018-10-14 19:59:51 -0400 <DividedUsAll> Raw: Protester Attacked at @realDonaldTrump Trump Rally in Tucson  https://t.co/b5BxGS1y6T via @YouTube
1051623650288390144 2018-10-14 19:59:51 -0400 <aiton_william> @AndyOstroy @realDonaldTrump Mr President you are so right. Lee is still the best General America ever had. [&gt;&lt;]
1051623649126563841 2018-10-14 19:59:50 -0400 <DanScheeler> .@LesleyRStahl is grilling @realDonaldTrump, and Ariana and Pete are what is trending? Whisky Tango Foxtrot, Twitter?
1051623648010952705 2018-10-14 19:59:50 -0400 <Staci6889Martin> #60Minutes i agree the government wasn't the best but since @realDonaldTrump has made America worst than it has ever been.  https://t.co/KKLyqZwRoF
1051623645246713856 2018-10-14 19:59:49 -0400 <irishcat1956> @freddyatton @CarolynEvertso1 @realDonaldTrump Yes.
1051623641115328512 2018-10-14 19:59:48 -0400 <GardJohanna> @jay_hernandez @realDonaldTrump Same person Trump RT a while back when he was @KurtRussellLA which no longer exists
1051623637810388992 2018-10-14 19:59:48 -0400 <MacReadyRJ_> @Meltedmedium @WyattEarpLA @realDonaldTrump No!
1051623634660409344 2018-10-14 19:59:47 -0400 <brianrandolph87> @beachybondgirl @realDonaldTrump The whole America says other wise!! Nice try tho.
1051623634467528707 2018-10-14 19:59:47 -0400 <MsFitzTX> @DeLaHay14534 @realDonaldTrump Just because you can't handle it either doesn't mean it's not truth. Sorry for your blinders!!!
1051623633989165056 2018-10-14 19:59:47 -0400 <stevescott13> @PeteCeliberti @krassenstein @realDonaldTrump Legal Resident is one step from citizenship, but considered legal with all rights and protections of any American citizen. But it’s a news person who are expendable by fascists who want to control the information Americans get...
1051623633595113472 2018-10-14 19:59:47 -0400 <SkidneyVee> "Meanwhile...I'm President, and you're not." - @realDonaldTrump
1051623633385218048 2018-10-14 19:59:47 -0400 <crazy19girl79> @realDonaldTrump #Faketweet
1051623631032324096 2018-10-14 19:59:46 -0400 <krackatinny1> @realDonaldTrump I truly did not believe that anyone could be worse at running FEMA than Bush Jr. You have proved me very wrong.
1051623630961033216 2018-10-14 19:59:46 -0400 <CarterSandee> @realDonaldTrump Really, political parties worse than your MOB BUDDIES?? We are not buying, you're a RUDE SOB!!! And YOU'RE Going to LOSE the MIDTERM ELECTIONS!!!
1051623630893920256 2018-10-14 19:59:46 -0400 <Native_living> @RahmaBeing @SpreadTruth @PressSec @realDonaldTrump @Scotus @ruthbadergins @POTUS Not beer....
1051623630847787008 2018-10-14 19:59:46 -0400 <mr_ericryan> @David_Leavitt @realDonaldTrump @60Minutes Unfortunately that is not true. The whole world is laughing at us because of him. That's we need to vote on Nov6th to get the house and congress back. So that we can impeach him.
1051623630457716737 2018-10-14 19:59:46 -0400 <PresidentPerine> @realDonaldTrump  https://t.co/rPgFEUvJzt
1051623625596526592 2018-10-14 19:59:45 -0400 <IlerShulman> @realDonaldTrump Leslie Stahl is so much more intelligent and better informed than failed president Trump that he looks like an absolute moron in comparison. It's sad he doesn't even realize how he is embarrassing himself.
1051623624153554944 2018-10-14 19:59:44 -0400 <EdgeStays> @David_Leavitt @realDonaldTrump @60Minutes Are they soft balling?
1051623619770675203 2018-10-14 19:59:43 -0400 <scootdogster> I’m president and your not - @realDonaldTrump   #60Minutes @60Minutes
1051623618277330944 2018-10-14 19:59:43 -0400 <CMileff> @inittowinit007 @madmamma4 @realDonaldTrump @KimKardashian @RealCandaceO @DonaldJTrumpJr @_America_First @PamB60 @jeepsuzih2 @GemMar333 @Daisy49103 @busylizzie48 @BCMsolt @bonniemurphy @charliekirk11 Thank you Kanye!!!
1051623617803374592 2018-10-14 19:59:43 -0400 <eastlace> @3YearLetterman @KimmieSage @realDonaldTrump You're showing your ignorance. Just because you don't understand the value of studying history doesn't mean it's not important. It means you're not very well educated.
1051623615777640448 2018-10-14 19:59:42 -0400 <AmitDivecha1> @sammypolsen12 @realDonaldTrump Right now he’s being called out on his lies!
1051623615597297664 2018-10-14 19:59:42 -0400 <Trisheck3> @RealCandaceO please tell Kayne that @realDonaldTrump is NOT a racist?! I cringe when he says “racism can’t control me.” Trump is for all US
1051623612346707974 2018-10-14 19:59:42 -0400 <Mercuryshots> @realDonaldTrump you are so full of S-H-I-T on #60Minutes. You hurt common sense and truth of all humans.
1051623612220919809 2018-10-14 19:59:42 -0400 <RrobertaLleona> @GOP @realDonaldTrump Accuse the other side of what you are doing.
1051623611587530753 2018-10-14 19:59:41 -0400 <colmant_> @realDonaldTrump Considers people’s “Deception” as having to follow the law @60Minutes
1051623608773107712 2018-10-14 19:59:41 -0400 <Pullenvalebirds> Very strong pussy. Try grabbing that @realDonaldTrump
1051623605224857603 2018-10-14 19:59:40 -0400 <mommadigs> @LesleyRStahl good interview with @realDonaldTrump. Isn’t it creepy to be that close to him?? He’s president and you’re not. #60Minutes unbelievable slob.
1051623601248452611 2018-10-14 19:59:39 -0400 <TheOfficialRoom> @realDonaldTrump Just because someone is racist doesn’t mean they can’t be skilled in something lol
1051623601047314432 2018-10-14 19:59:39 -0400 <luzmadoria> “Leslie, its OK. Im President. You are not” @realDonaldTrump @60Minutes
1051623600682348545 2018-10-14 19:59:39 -0400 <Cfrank32> How many laughed when on @60Minutes , @realDonaldTrump , asked about Russia: “ I gave Ukraine weapons and tank-busters, Obama gave them pillows and blankets.”  Leslie Stahl trying to trip him up, Trump gave some funny replies.  Like him or not, he was funny tonight. #FunnyTrump
1051623600199995392 2018-10-14 19:59:39 -0400 <MourningSun61> @realDonaldTrump You did and are doing very well defending your beliefs, stances and actions against a not very respectful interviewer.  Thank you, Mr. President.
1051623600107618304 2018-10-14 19:59:39 -0400 <msproul793> @shaza80s @kimguilfoyle @realDonaldTrump What good deals. You mean the 12 billion bail out of the farmers
1051623597314371585 2018-10-14 19:59:38 -0400 <PresidentPerine> @realDonaldTrump  https://t.co/rPgFEUvJzt
1051623596282527744 2018-10-14 19:59:38 -0400 <LeilaLouis7> @PoliticalAnt @chrislongview @AP @realDonaldTrump @NFL Disagreeing about the mode of protest re:police does not mean a person does not care about black people. I'm pro life. Do I want to see pro life protests at sporting events? No. Do I believe some police should NOT be police? Definitely!
1051623595108126720 2018-10-14 19:59:37 -0400 <RonaldJ14652154> @realDonaldTrump I thought you hated the media?
1051623593476542464 2018-10-14 19:59:37 -0400 <TheScottLiput> @realDonaldTrump #POTUS are you actually proud. Of this #2020 #DonaldTrump #Interview.
1051623592503345153 2018-10-14 19:59:37 -0400 <CharlesLBarnes2> @JCFURIBISTA @WyattEarpLA @realDonaldTrump Best,NOPE! Worst,most definitely!
1051623591098404864 2018-10-14 19:59:36 -0400 <valkyrie_hanna> @WyattEarpLA @realDonaldTrump Then that would make you 2....
1051623590083420160 2018-10-14 19:59:36 -0400 <Tarabatss> Absolutely do NOT respond negatively or you’ll be defriended!!!  I LOVE PRESIDENT TRUMP!!!! #ilovetrump @realDonaldTrump  ❤️ you!!! Thank you for finally running our country God’s way!!!
1051623588439216128 2018-10-14 19:59:36 -0400 <JohnsonWjohns7> @tRickSalsman @realDonaldTrump You are full  of something in addition to lies!!!
1051623588388884480 2018-10-14 19:59:36 -0400 <Scotch_Rox> @ericbolling @realDonaldTrump @60Minutes I see the confusion. You're used to watching him on state TV where the toughest question is "What makes you so great".  Trump stepped out of the warm embrace of @FoxNews but don't worry, I have a feeling he'll be "clarifying statements" with Hannity very soon.
1051623587969286144 2018-10-14 19:59:36 -0400 <tme42va> @John_Mar_016_ @larryn757 @RiflemanPartTwo @PeaTug @Magelk1 @MommaGL1212 @Vero_Deus_Vult @LoriReffett @TrumpSugar @PatriotJen @scooter765 @Mharris888H @bobobray @mlemons1970 @TT45Pac_ @JillNorth12 @Teddi791 @PaulCapeCod12 @patrick19602005 @ElizabethBotros @Jim_Jordan @realDonaldTrump @USCongress @SenateFloor @HouseFloor @GOP @SenateGOP @HouseGOP I certainly hope so !!
1051623584597233664 2018-10-14 19:59:35 -0400 <cbrady2140> My lovely bride has to remind me to quit yelling at the TV while I watch the 60 Minutes interview with @realDonaldTrump  At least we're documenting this psychopath for posterity.
1051623580499406848 2018-10-14 19:59:34 -0400 <seungminkim> Amid a contentious exchange on family separation policy (and coverage of immigration during the Obama years vs Trump), @realDonaldTrump tells Lesley Stahl “I’m president, and you’re not.”
1051623579421433858 2018-10-14 19:59:34 -0400 <NotAFollower4> @realDonaldTrump Hey dumba$$. Which states aren’t great?
1051623578997800960 2018-10-14 19:59:34 -0400 <GenericTrump> @realDonaldTrump  https://t.co/efzVAsq3sM
1051623577806622720 2018-10-14 19:59:33 -0400 <mandjstephenson> @mitchellreports @realDonaldTrump @LesleyRStahl If Donald Trump weren’t POTUS, I’d feel sorry for him.
1051623575139115008 2018-10-14 19:59:33 -0400 <David_Leavitt> “I’m president, you’re not” surprised he didn’t stick out his tongue 😛 after saying that @realDonaldTrump @60Minutes
1051623570730872832 2018-10-14 19:59:32 -0400 <akvawe66> @mae00h @hotandhumid @maniacal_zebra @realDonaldTrump There are many things they take into consideration. Past work and the ability to do it. Other work in the ability to do it. Age, education, ability to read and speak English, mental status, IQ in some cases. Underage 50 is harder to get and harder to get if you've ever worked as
1051623568621035520 2018-10-14 19:59:31 -0400 <Glassman1148> @blairarthur1 @BotSoros @yaswanth__nunna @realDonaldTrump No, the Mueller team is more disciplined than that braggart in the WH. They're professionals. I believe them even if they clear trump of any wrongdoing. I will accept that. I will not accept Mueller being fired.
1051623564405874689 2018-10-14 19:59:30 -0400 <RonMaurer2> @RichardHaass @realDonaldTrump @60Minutes And the base will be quoting this for days. I am not sure who is more clueless, him or his followers.
1051623563474681856 2018-10-14 19:59:30 -0400 <gpatricy1> @GOP @realDonaldTrump Yikes!  Them Demo’s dumb.
1051623561310306304 2018-10-14 19:59:29 -0400 <Hummingbird1314> @mitchellreports @realDonaldTrump @LesleyRStahl This is the stupidest man in America
1051623561159307264 2018-10-14 19:59:29 -0400 <richoldbaldguy> @The_Trump_Train @realDonaldTrump Where do the nazi's fit?
1051623561050370048 2018-10-14 19:59:29 -0400 <Lanette23Odell> @RealCandaceO @realDonaldTrump Thank you Candace!  Americans should love and support Americans!  Our President loves and supports all Americans!
1051623560253501440 2018-10-14 19:59:29 -0400 <nikitamarceau> @CCapeBreton @60Minutes @realDonaldTrump I was wondering if I heard that correctly also😶
1051623560169558017 2018-10-14 19:59:29 -0400 <AbbyAponte> @David_Leavitt @realDonaldTrump @60Minutes He's a pu$$¥
1051623559397806080 2018-10-14 19:59:29 -0400 <hahafuckpearl> @CharlesSkotyns1 @SenWarren @Marriott @UNITEHERE26 @realDonaldTrump @SenateDems @RWPUSA @GOP Congrats I'm happy for you
1051623559158738944 2018-10-14 19:59:29 -0400 <lw_kravitz> @realDonaldTrump @JohnCornyn It’s because he’s such a bad speaker. And he’s a pathological liar. So his message is usually confusing.
1051623559011819521 2018-10-14 19:59:29 -0400 <jerkyface2> @David_Leavitt @60Minutes @realDonaldTrump It is physically impossible for me to look at his face while he butchers the english language. I for one love reading the transcripts, what an adventurer To try to find anything of substance in it. It always FAILS.
1051623558286364672 2018-10-14 19:59:29 -0400 <KincaidMrs> @realDonaldTrump So are you the spawn of that deceptive, viscous, world full of lies or its creator?
1051623554058457088 2018-10-14 19:59:28 -0400 <DomainingDiva> @realDonaldTrump I'd rather watch flies mating
1051623552305324033 2018-10-14 19:59:27 -0400 <MicheBagDirect> @realDonaldTrump Tell her off Mr President!
1051623551860703233 2018-10-14 19:59:27 -0400 <ida75696191> @realDonaldTrump please click on this  https://t.co/7Xf5ajbIJU
1051623551080570881 2018-10-14 19:59:27 -0400 <carlofiorletta> Whore of @realDonaldTrump  #SaudiArabia deals. @jaredkushner  https://t.co/iEqsSO8daC
1051623548140351488 2018-10-14 19:59:26 -0400 <EliLake> “In the meantime Leslie, I’m the president and you’re not.” @realDonaldTrump @60Minutes
1051623547557298176 2018-10-14 19:59:26 -0400 <gina_koeppel> @ericbolling @realDonaldTrump @60Minutes I’m president and your not..... lol
1051623546953318400 2018-10-14 19:59:26 -0400 <The_Cherokee_> @Fedupmom2018 @WyattEarpLA @realDonaldTrump  https://t.co/Mm1ESD6LvS
1051623546768756736 2018-10-14 19:59:26 -0400 <RayDan100> #60Minutes I’m president and your not!!  😂  We love you @realDonaldTrump   #MAGA
1051623545967693825 2018-10-14 19:59:26 -0400 <MrPKitty> @IVT2020 @realDonaldTrump #VoteBlueToSaveAmerica
1051623545095229440 2018-10-14 19:59:26 -0400 <DeLaHay14534> @MsFitzTX @realDonaldTrump Wow, "I'm president and you're not". Seriously?
1051623540800323584 2018-10-14 19:59:25 -0400 <MWP6281> @IVT2020 @realDonaldTrump Yeah he is the best . I am honored and glad to witness it.
1051623539818852352 2018-10-14 19:59:24 -0400 <jessies_twin> #60Minutes  I love @realDonaldTrump and the left wing media will never change that!  Ask him the tough questions, who cares? Look at the economy! Look at the rallies! Look at the love we have for him!
1051623538233360384 2018-10-14 19:59:24 -0400 <BobbyDeems> @SATIRE_SEVS_DFS @realDonaldTrump Oops, Because the "Fake"news Says What the BIG Donald Doesn't Like! Heck, Fox Sports is Still Okay!
1051623538073976832 2018-10-14 19:59:24 -0400 <wiwolfyone> @jpuopolo @realDonaldTrump Because I'd just throw a fucking brick at the TV screen...can't afford to replace it.
1051623535712620544 2018-10-14 19:59:23 -0400 <manenayibirin> @realDonaldTrump
1051623532659011584 2018-10-14 19:59:23 -0400 <juda41> @realDonaldTrump @FoxNews  asking the definitive "yes or no" question....wat a political left wing hack.
1051623527592398848 2018-10-14 19:59:21 -0400 <redtiara> Watching @60Minutes . turned the channel. @LesleyRStahl, the bully role does not suit you. do what you do and let the viewers determine the truth. what a shame that this show is going the way of @TMZ  #MAGA #KAG @realDonaldTrump
1051623525193318401 2018-10-14 19:59:21 -0400 <jennc820> @realDonaldTrump Thanks for letting me know when to change the channel! Have a great night!
1051623523242962946 2018-10-14 19:59:20 -0400 <LisaAJK> "I'm President, and you're not."  - @realDonaldTrump   #trump60minutes
1051623522332811264 2018-10-14 19:59:20 -0400 <SharronRoseJohn> @realDonaldTrump Obama in forced the law to separation of illegal immigrants of families the children pictures in cages was Obama administration and yet Trump does the same and he's racked over the coals and she is diffently trying to tornish his work with lies!
1051623521799917568 2018-10-14 19:59:20 -0400 <Pootie_Tang666> @realDonaldTrump @kanyewest fuck the haters! Just keep doing what y'all do because this type of real-life trolling is highly entertaining!! Love you guys!! Keep up the good work!!!! 🤘🏿🤘🏿🤘🏿🤘🏿
1051623521754013696 2018-10-14 19:59:20 -0400 <VAMCJNJN> @David_Leavitt @realDonaldTrump @60Minutes  https://t.co/pYAomoi2Qs
1051623521313587200 2018-10-14 19:59:20 -0400 <debkenn123> LOVING @realDonaldTrump - put that "journalist" in her place, Mr. President!
1051623517094113281 2018-10-14 19:59:19 -0400 <CalvanoRobert> @kimguilfoyle @DonaldJTrumpJr @realDonaldTrump He said he was going to divide the country with inflammatory rhetoric?
1051623515340906498 2018-10-14 19:59:18 -0400 <joeylaf> @GOPChairwoman @realDonaldTrump Ronna and this... facts and truth matter. Verizon Lays Off 44,000, Transfers 2,500 More IT Jobs To Indian Outsourcer Infosys
1051623514732675081 2018-10-14 19:59:18 -0400 <srquinn47> So the Gigantic Pile of Human Excrement aka @realDonaldTrump will be lying his ass off on national tv tonight. I hope we've all decided to take a pass on this non event with this lying loser!
1051623514514616321 2018-10-14 19:59:18 -0400 <RN4Truth> @realDonaldTrump we must stop the vaccine program and repeal the 1986 child hood injury act. NO science - so much injury and devastation- please let me help🙏.  https://t.co/IGCw0fJV3j
1051623510852829185 2018-10-14 19:59:17 -0400 <kmonroe224> @realDonaldTrump Oh!  Is it about you and your family?
1051623510630645760 2018-10-14 19:59:17 -0400 <libslayer87> “That’s okay, Leslie, I’m president and you’re not” #savage #trump2020 #maga @realDonaldTrump
1051623510391558144 2018-10-14 19:59:17 -0400 <heyimlena> “I’m president and you’re not” is literally what trump just said in 60 minutes. @realDonaldTrump you tell em. 🤷🏻‍♀️😂
1051623509703704577 2018-10-14 19:59:17 -0400 <TobiasShaw5> @gmceeme @Freemanation1 @Brasilmagic @NRA @realDonaldTrump Nah
1051623508088971266 2018-10-14 19:59:17 -0400 <vegas870> @RedPillBlackMan @galleryatkingst @realDonaldTrump i think you will see bigger waves in a tea cup
1051623507791151105 2018-10-14 19:59:17 -0400 <Cornpop4Trump45> @realDonaldTrump  in the last 20 years at least Congress didn’t earn their money and owe the American people a refund .#busiestCongressever45
1051623507434463233 2018-10-14 19:59:17 -0400 <FOLLOW_DA_BUCKS> @vegasrenae @MelodyEdmondson @realDonaldTrump You people are on some serious drugs!!! AND youre OBVIOUSLY suffering Stockholm Syndrome!&gt;&gt;watch this if you can concentrate for long enough to learn how REGAN farkd your country!  https://t.co/vymO3lbJL9
1051623506675462144 2018-10-14 19:59:16 -0400 <Kanga6281> I’m president and you’re not... you are NOT a dictator... @realDonaldTrump I hope orange looks good on you as clothing and not just makeup #maga
1051623505513480192 2018-10-14 19:59:16 -0400 <SandDollar04> @realdonaldtrump says "them", "they", "sources" - gee tell us names Donald Trump #60minnutes
1051623503949115393 2018-10-14 19:59:16 -0400 <kasius11> Hello, she married @realDonaldTrump , the answer is BOTH!
1051623503408103425 2018-10-14 19:59:16 -0400 <KittyA52> @ericbolling @realDonaldTrump @60Minutes Absolutely, she and her “voice over” OPINIONS during this interview is disgusting. I’m President and you’re not...she hates him.  But he’s the man and she hates it.  She is an idiot...he on the other hand is not.
1051623497087275009 2018-10-14 19:59:14 -0400 <caiogamarocha> @JessSantosss @realDonaldTrump tira ela do País por favor
1051623496026079232 2018-10-14 19:59:14 -0400 <MacReadyRJ_> @WyattEarpLA @RodStryker @realDonaldTrump Hey Snake😉
1051623494461661185 2018-10-14 19:59:13 -0400 <HoosierBlue2> @realDonaldTrump is attacking the media again. That says everything you need to know about how he'll deal with Saudi Arabia.
1051623491475333120 2018-10-14 19:59:13 -0400 <PoppaPeko> @realDonaldTrump Does anyone else find it hypocritical that the brainwashed #maga folks screamed   There is no evidence(referring to #Kavanaugh)  But with Hillary who was cleared they chant "Lock her up"🤔🤔  Not to mention...they put this guy on the highest court in the land
1051623489826955264 2018-10-14 19:59:12 -0400 <BeebeeKaren> @realDonaldTrump No surprise. I can’t believe how many chances you give them. Haven’t watched News in years. #WWG1WGA #Winning #MAGA
1051623487054499840 2018-10-14 19:59:12 -0400 <SeeFeelHearYou> @realDonaldTrump says on @60Minutes that “this is a viscous world filled with lies!” Says he cannot believe how dishonest the media. So NASTY to Lesley. Such a dick!
1051623486219870208 2018-10-14 19:59:11 -0400 <stoptheshamble> @realDonaldTrump Playing nice with the NFL? Scary...  Oh wait... MID-TERMS are coming up.
1051623485389369345 2018-10-14 19:59:11 -0400 <MA5T3RGL1TCH> @realDonaldTrump loves tooting his own horn... And here he goes against the media again... #60Minutes
1051623484571435008 2018-10-14 19:59:11 -0400 <ezralbntseliot> @realDonaldTrump This may be the only time I've ever agreed with Trump.
1051623480687513600 2018-10-14 19:59:10 -0400 <kenglishesq1> @IvankaTrump @nikkihaley @UN @StateDept @realDonaldTrump What would make your father even think you were remotely qualified for her position? Why doesn’t he make Barron the Surgeon General while he’s at it?
1051623478770761728 2018-10-14 19:59:10 -0400 <Serial_Trader_> @realDonaldTrump "I will be interviewed on “60 Minutes” tonight.."   https://t.co/ebbA4uOrZk
1051623476912640001 2018-10-14 19:59:09 -0400 <Tunnelcat2> @ericbolling @realDonaldTrump @60Minutes Stahl interrupts BEFORE @POTUS can GIVE AN ANSWER!!! esp AN ANSWER SHE DOESN’T LIKE!!  Stahl forgot how to REPORT! Get information!! You DONT MAKE NEWS!!  SHUT UP and REPORT THE NEWS!!
1051623474811277312 2018-10-14 19:59:09 -0400 <riguy122556> @realDonaldTrump Proved again that you are a very stable genius !!!
1051623473443946496 2018-10-14 19:59:08 -0400 <HellovesRick> @realDonaldTrump on @60Minutes “I’ve done nothing” No kidding! #Loser #LiarInChief #WhiningAsshole #BlahBlahBlah #RESIST    He has not made a single solid point.  He blames Obama for everything! 😂  “I’m President and you’re not”  #FuckTrump 🖕
1051623471200051205 2018-10-14 19:59:08 -0400 <FrankinCalifor2> @DavidatTanteo @simonamangiante @realDonaldTrump He lied to the FBI.  You can't do that.
1051623470138834944 2018-10-14 19:59:08 -0400 <pkgiedd> @Koffey62 @realDennisLynch @IngrahamAngle @realDonaldTrump @David_Bossie You are wrong if Gop..would run on this they would clean house...lives before cheap labor!! Let's see who is a real Patriot Step up @tedcruz ..Manditory E-Verify..now..@potus Write E. O.
1051623467525623808 2018-10-14 19:59:07 -0400 <1Firewire> @realDonaldTrump Can you tell me is Andy Barr a full fledged member of the Trump Liars Club or is he an up and coming member of the Trump Liars Club still in training?
1051623467051884544 2018-10-14 19:59:07 -0400 <suz_bliss> @LisaMei62 @realDonaldTrump LOL he is President and you are not Leslie!
1051623466548506624 2018-10-14 19:59:07 -0400 <annlarraine> .@60Minutes interview with @realDonaldTrump is a embarrassment  and he cares nothing about us, the children separation, the hurricane victims he only cares about himself.
