964288210854653952 2018-02-15 18:59:59 -0400 <JeriCubs16> @realDonaldTrump you have no redeeming qualities. None.
964288092269096961 2018-02-15 18:59:31 -0400 <jkoomp> @cj_guillen @mirandayaver @realDonaldTrump I hate it when I accidentally hit the caps lock.
964288091338039296 2018-02-15 18:59:31 -0400 <loraxiswatching> @realDonaldTrump Apparently your bonds and the bonds of the #GOPComplicit are WAY stronger to the #NRABloodMoney. You want to know what these families need? #gunreformnow. Fuck your #thoughtsandprayers. No one needs an assault weapon @RepChrisCollins
964288090348179457 2018-02-15 18:59:31 -0400 <luvnfiction> @realDonaldTrump How about #GunReformNow !!
964288088716529664 2018-02-15 18:59:30 -0400 <TheLyleSimpson> @realDonaldTrump Why are you trying to give 1.8 million illegal's amnesty?? 1.8 million who will NEVER EVER vote for you or any other American Constitutionalist. Please listen Sir!!! We love you and we need you... we're here!!!
964288087009488896 2018-02-15 18:59:30 -0400 <kdrizzle25> @LindberghLLC @JeffTwigg1 @realDonaldTrump Obvious troll is obvious... stock market has been at a steady increase since 2010, as the unemployment has steadily dropped in that same amount. It is almost a steady line for the last 7 years before the recent drop in DOW. Technically worst job growth since 2009...
964288086313193472 2018-02-15 18:59:30 -0400 <myizonorion> @allthreesports @realDonaldTrump your tweet: Made you the joke.
964288085621116928 2018-02-15 18:59:29 -0400 <Sweetp10000> This is heartbreaking 🙏🏽 you and congress can to do a hell of a lot @realDonaldTrump stop this get some laws in place damn that wall. This is not fake news this is real life and heartbreak. God bless the victims and the family and everyone in Parkland #EnoughIsEnough 🙏🏽🙏🏽  https://t.co/cAwU1arFqO
964288085377863680 2018-02-15 18:59:29 -0400 <tasykw> @realDonaldTrump @DonaldJTrumpJr  https://t.co/uNCKxtSWvi
964288082450305024 2018-02-15 18:59:29 -0400 <a_grianmhar> @mishacollins @realDonaldTrump Pence is NOT going to do better, please save us. Your Resume reflects more experience then current President, just a thought.
964288081766498304 2018-02-15 18:59:28 -0400 <MadiNicole2017> @JoeBiden please run for president and please bring our world back to sanity and protect us from the harm @realDonaldTrump has brought upon us. We need you. We need @MichelleObama and @BarackObama please.
964288080759918592 2018-02-15 18:59:28 -0400 <AdelieNay> @realDonaldTrump What about banning Americans killing children in school with guns that you and the NRA say are their rights? What about the kids rights?
964288080340488192 2018-02-15 18:59:28 -0400 <l481960fitz> @tedlieu @realDonaldTrump Omg..can we finally get this show on the road...exhausted!
964288080092934144 2018-02-15 18:59:28 -0400 <sexisaCYN> @iSk33tz @realDonaldTrump I think that’s only when it comes from the @potus account
964288077882634240 2018-02-15 18:59:28 -0400 <monreale25> @tedcruz  totally agree with your stance on DACA. As much as I back @realDonaldTrump I was really annoyed with the path to citizenship for so many illegal aliens. Wall - yes, end the lottery-yes, end chain migration-yes, end anchor babies -yes
964288076074946560 2018-02-15 18:59:27 -0400 <POed_Citizen> GUNS GUNS GUNS GUNS GUNS GUNS GUNS GUNS GUNS GUNS GUNS GUNS GUNS GUNS GUNS GUNS GUNS GUNS GUNS GUNS GUNS GUNS GUNS GUNS GUNS GUNS GUNS GUNS GUNS GUNS GUNS GUN GUNS GUNS GUNS GUNS  GUNS GUNS GUNS GUNS  the one word @realDonaldTrump  avoids saying.  I'll say it for him. Repeatedly.
964288074942328832 2018-02-15 18:59:27 -0400 <SteveDDees> @realDonaldTrump Fake news
964288074300600320 2018-02-15 18:59:27 -0400 <pinetreesungsoo> @saabelieves @Rochellelloyd57 @RedTRaccoon @realDonaldTrump Look the other way if you can make a sale. The gun store motto.
964288073491247105 2018-02-15 18:59:26 -0400 <Twidel_Castro> The hypocrisy that you hold us to such a high standard but what is to accept such a low one @realDonaldTrump
964288073411452928 2018-02-15 18:59:26 -0400 <TruthisnotT> @tedlieu @realDonaldTrump Is mueller still even relevant. W all the evidence against him and everything strzok touched being tainted. Let mueller continue to hang himself already.
964288073247875072 2018-02-15 18:59:26 -0400 <anniebunny2001> @realDonaldTrump Not just in an American school just school in general
964288069695299584 2018-02-15 18:59:26 -0400 <Ovofest1> @OwainB24 @MarijuanaMayor @realDonaldTrump He’s not he’s all for legal immigration but the ones who just run through our border without papers needs to get out of here
964288069447827456 2018-02-15 18:59:26 -0400 <CaryRyan78> @realDonaldTrump Deport Trump.
964288068634271744 2018-02-15 18:59:25 -0400 <shamas2049> @realDonaldTrump I'm sorry, did you just blame the victims? The nra's influence on American politics is truly staggering
964288067673636870 2018-02-15 18:59:25 -0400 <richardharris69> Here's an Instagram picture of Nikolas Cruz the Florida high school shooter with a Donald Trump Make America Great Again cap. @JoyVBehar  @ananavarro @TeaPainUSA @robreiner @donlemon @realDonaldTrump  https://t.co/TfSLaLZN0q
964288063148101632 2018-02-15 18:59:24 -0400 <cnew26> @realDonaldTrump U won't do anything because the NRA owns your ass
964288062980329474 2018-02-15 18:59:24 -0400 <RCGUENTHER> @Isa4031AMP @realDonaldTrump @RuthieRedSox @GaetaSusan @CB618444 @SparkleSoup45 @LVNancy @bgood12345 @Hoosiers1986 @ConservaMomUSA @LeahR77 @VFL2013 The only thing Obama changed was hopefully his underwear.
964288061420040192 2018-02-15 18:59:24 -0400 <_caio_zzz> @realDonaldTrump So you are saying his signs of mental illness are obvious, yet he was deemed able to buy a gun? Wow.
964288060442775552 2018-02-15 18:59:23 -0400 <vadacarney5> @NancyPelosi @realDonaldTrump There you go again Nancy!!   Bah bah bah. Your lips are moving but saying nothing!!i could care less about what you have say.
964288058903465984 2018-02-15 18:59:23 -0400 <sixninebrian> @AbbyMartin @JordanChariton All thanks to @realDonaldTrump, this will allow that  mentally sick stalker to get his hands on a gun. Nobody's ever going to be safe with this going on.
964288056940314624 2018-02-15 18:59:23 -0400 <TBaumSacto> @realDonaldTrump  https://t.co/UKlDdaTgmq
964288054021193728 2018-02-15 18:59:22 -0400 <JBurnetti> @realDonaldTrump So many signs that candidates supported by @NRA  are mentally disturbed and cannot see the link between availability of assault weapons and mass murders.  Wackaloons should not have assault weapons.  Or nuclear weapons.
964288052112879616 2018-02-15 18:59:21 -0400 <idkijustwrkhere> @realDonaldTrump Wouldn’t of happened if we had gun control
964288051114643456 2018-02-15 18:59:21 -0400 <ThisScientitian> @Beniled @dzsieck @Phenry_1984 @Tonyporras6 @Votebase @AP @realDonaldTrump @NRA @SpeakerRyan @tedcruz @SenateMajLdr Considering that 51% is a majority by its very definition, and it  doesn't say something like "vast majority," you're addressing a problem  that isn't actually there. And you complain about transparency in an article which links to the actual poll and it's methods.
964288048967151616 2018-02-15 18:59:21 -0400 <woodpecker002> @rwtippery @geminigod @DonaldJTrumpJr @AlvedaCKing @realDonaldTrump @GOP @NRA Now you admit your parents were siblings? That explains all of your tweets. Must really suck to be a bitter old hag every day. You never said your parents had any kids that lived, so that means they didn't. Here's a gift for you.  https://t.co/J5AqF7GM3W
964288045443842049 2018-02-15 18:59:20 -0400 <christinayiska1> @realDonaldTrump @DHSgov Keep tweeting Trump! God bless you, your family and America! If you don’t want a wall take down your fences, open your doors and windows and plant a sign in your yard open... all are welcome and see what happens in your house! Walls are necessary!
964288042683990016 2018-02-15 18:59:19 -0400 <LJ_Crossbow> @realDonaldTrump   https://t.co/YNVZIP0yYt
964288042394669057 2018-02-15 18:59:19 -0400 <IgleGem> @RealEagleBites @realDonaldTrump That’s trump ahead of the line
964288041463492608 2018-02-15 18:59:19 -0400 <meatpuppetgibby> @joncoopertweets @TopRopeTravis @realDonaldTrump He wouldn’t miss a single tee time....
964288040687554563 2018-02-15 18:59:19 -0400 <thetoyreviewer> @realDonaldTrump  Drain the swamp huh? You are swimming in that swamp right now along with the other republican cowards who won't do the right thing and institute some real gun laws!
964288039768985601 2018-02-15 18:59:18 -0400 <JIFF01> @GaryPR7 @jorgeramosnews @realDonaldTrump Nah, Jorge Ramos is just too stupid. But this problem is a truly American one.
964288034823983104 2018-02-15 18:59:17 -0400 <IsThisReal2017> @realDonaldTrump   https://t.co/JFCES8tYI1
