1071192632284581888 2018-12-07 18:59:59 -0400 <markon83969340> @veteranhank @realDonaldTrump  https://t.co/im6vT5mY8a
1071192621660364800 2018-12-07 18:59:57 -0400 <quantumscribe> @realDonaldTrump @trish_regan "This is not juice, this is not Amway. This is a potluck prostate. The Species Prober (Cluber), to get this plastic dish, divoted I live vaguely the lable. They're the crimpers." Hair is not actionable. 17 Apple Dunks. Penises forced to lactate. Suckers!... makes sense now?
1071192621454905345 2018-12-07 18:59:57 -0400 <richardingraham> @realDonaldTrump You are the enemy of the people
1071192620204879874 2018-12-07 18:59:57 -0400 <llapskywalker> @tweetmommybop @realDonaldTrump Same
1071192619739504640 2018-12-07 18:59:56 -0400 <k_calaman> Even though DOJ has a "rule" (not a law) that says you can't indict a sitting President...I think we should bend that "rule"! @realdonaldtrump committed a FELONY &amp; should be indicted for it! NOW - not after he is no longer president! NO ONE IS ABOVE THE LAW! Anybody else agree?
1071192619106095105 2018-12-07 18:59:56 -0400 <Bobyhamp> @Evil_Pixie_Lisa @realDonaldTrump I think they make a box of 100, so a few pages left. Unfortunately.  Lol
1071192618602766338 2018-12-07 18:59:56 -0400 <WeAreUSLEO> Well, it looks like @realDonaldTrump isn’t the only person who can get himself into trouble using #Twitter.
1071192617357053952 2018-12-07 18:59:56 -0400 <chitony13> @realDonaldTrump Keep repeating it. You may convince your cell mate of it over time. LOCK DONNY UP!!
1071192615809208320 2018-12-07 18:59:56 -0400 <Summer_From_CA> @Icecrack2011 @maver42 @realDonaldTrump Sigh you are such a #MAGAt, I think I'm done with this conversation, the willful ignorance is just really disheartening.  I send you the actual resources from Fox News to see how both GOP and dem voters had their votes thrown out and you don't see. Willful self harming ignorance
1071192615444463616 2018-12-07 18:59:55 -0400 <mikie475> @MystiConnolly @realDonaldTrump Can you believe it?lmao
1071192615066849281 2018-12-07 18:59:55 -0400 <curranpro> @realDonaldTrump @realDonaldTrump why don’t you then? Let’s hear you under oath. Show us your tax returns.
1071192614098001920 2018-12-07 18:59:55 -0400 <Bob66467> @realDonaldTrump This ought to age well, lol!
1071192613351415808 2018-12-07 18:59:55 -0400 <_joshkasten_> @realDonaldTrump  https://t.co/1mgthNGPq3
1071192613145989120 2018-12-07 18:59:55 -0400 <ServeUpTheLove> @thornburyjc @lesleyjacobs @realDonaldTrump Maybe you can learn to appreciate a president who hasn't committed multiple crimes before, during and after the election.  https://t.co/QQpT3NbFI9
1071192612898512896 2018-12-07 18:59:55 -0400 <DogKilty4325> @realDonaldTrump You are really great at picking lawyers.
1071192611015352320 2018-12-07 18:59:54 -0400 <TradzJak> @realDonaldTrump Republicans you have been duped! I am reminded of Jonestown from years ago. Anybody who has been living in Donaldtown these last two years has no choice, at this point, but to drink the Kool-Aid. SAD!
1071192609404674049 2018-12-07 18:59:54 -0400 <WizowskiG> @PatBowler3 @realDonaldTrump 41 and 43 are both criminal liars and subversive snakes...  https://t.co/OSKejEjaUi
1071192609127833600 2018-12-07 18:59:54 -0400 <marlmidd> @realDonaldTrump Shush.
1071192608616005632 2018-12-07 18:59:54 -0400 <RealAceFox1> @realDonaldTrump Way to #BeBest President Chump.  Any thoughts on cyber-bullying @FLOTUS ??   Our whole nation turns its eyes to you. #FFS #SMH
1071192608544829440 2018-12-07 18:59:54 -0400 <Joethatruthh> @krassenstein @realDonaldTrump I mean the scope of the SCO was to find collusion with Russia or obstruction of justice. So he had Cohen pay a pornstar? That’s not he job to find figure out
1071192606795657221 2018-12-07 18:59:53 -0400 <gastronaut_usa> @charliekirk11 @DonaldJTrumpJr @FoxNews @realDonaldTrump Good timing...just saying
1071192606263136258 2018-12-07 18:59:53 -0400 <JohnnyRadio> @realDonaldTrump You're crazy 🤣🤣🤣🤣  https://t.co/25Zp40fKVs
1071192606078464002 2018-12-07 18:59:53 -0400 <Terryandmel> @realDonaldTrump President Obama??? Well of course he's innocent... bawawawa...🤣🤣🤣
1071192605306703872 2018-12-07 18:59:53 -0400 <mojolola2> @realDonaldTrump  https://t.co/phYFtCuzPp
1071192605256495104 2018-12-07 18:59:53 -0400 <LilaBryyy> @shirltom2 @realDonaldTrump Forget the Ivy League schooling... it’s been replaced by “former Fox News Anchor”. What a disgrace.
1071192604950388737 2018-12-07 18:59:53 -0400 <MMpolley55> @realDonaldTrump You know this how? By tampering with an investigation into you. Sounds like more obstruction of Justice by you Fat Donnie. Don the Con must be gone!!!
1071192604782538752 2018-12-07 18:59:53 -0400 <AntonFacu> @realDonaldTrump  https://t.co/s9xptZXB1K
1071192604262481920 2018-12-07 18:59:53 -0400 <optprime79> @LouiseMensch @realDonaldTrump Nothing Trump says is real. We know this.
1071192603440275456 2018-12-07 18:59:53 -0400 <nickymca_nicky> @realDonaldTrump I’m sure Melania is proud of what a shining example you are for her anti bullying campaign - talk about playground behavior
1071192602899288064 2018-12-07 18:59:52 -0400 <MaRsHaLoUiSe333> @realDonaldTrump Thank you @realDonaldTrump for all the progress you’ve made. Lowest black/Hispanic unemployment. Record jobs added to date. Record women in power positions. Everyone who disagrees is clearly rasict and sexist.  Now we wait....
1071192602622521344 2018-12-07 18:59:52 -0400 <Addicted2Diving> @AdamStawara @williamlegate @realDonaldTrump She was investiged by a Republican congress. If they could have found anything they would have gleefully reccomended prosecution. After this took place, a law was written making it illegal to do it again...then Ivanka did it which then broke that law.
1071192602265956353 2018-12-07 18:59:52 -0400 <Seansnake> @realDonaldTrump Lmao. The memo says you committed a felony. I hope they go for you while in office but I can wait.... and this crime isn’t even related to Russia lmaooooo..... you’re done bro.
1071192602102222849 2018-12-07 18:59:52 -0400 <ClancyCuse> @realDonaldTrump You hired Rex... doesn’t this show that you are the problem?
1071192601900929024 2018-12-07 18:59:52 -0400 <LilCryptoGod> @realDonaldTrump lol wut
1071192601490063360 2018-12-07 18:59:52 -0400 <KARAinFLA> @ladysmith105 @FacePalmTrump @realDonaldTrump LMAO!
1071192601246793733 2018-12-07 18:59:52 -0400 <maybelle1964> @realDonaldTrump  https://t.co/mrOreSukAL
1071192600361779200 2018-12-07 18:59:52 -0400 <delexplorer> @realDonaldTrump If you don't know, you are in deep do do....  https://t.co/tRxibd2oMa
1071192598700711936 2018-12-07 18:59:51 -0400 <mattrpillar> @Msmithinla2005 @DearAuntCrabby @realDonaldTrump Tip of the iceberg, surely.
1071192598579171329 2018-12-07 18:59:51 -0400 <ILikeRainWater> @realDonaldTrump  https://t.co/yumtdjgdKW
1071192598084231168 2018-12-07 18:59:51 -0400 <ProudBuk_I> @realDonaldTrump Poor fella's not the sharpest tool, is he?
1071192597144764417 2018-12-07 18:59:51 -0400 <towlershane> @realDonaldTrump So your report was for nothing? I’d save it if I was you
1071192596058394631 2018-12-07 18:59:51 -0400 <AllSportsView> @ACJMARTIN @realDonaldTrump I’d have said that was old news!
1071192595823513600 2018-12-07 18:59:51 -0400 <ugaveuscourage> @realDonaldTrump Mr. Individual 1 did not read past the headline.
1071192595743805441 2018-12-07 18:59:51 -0400 <jerry07208983> @realDonaldTrump LOL. Time for you to catch a plane to Russia.
1071192595072774144 2018-12-07 18:59:51 -0400 <robertropars> .@realDonaldTrump @VP What are we going to do about this?  Why Is The Chinese Government Trying To Buy A School In New Jersey? | WAMU  https://t.co/7ZC9saIU3d
1071192594657497089 2018-12-07 18:59:51 -0400 <MarkDesigner> @realDonaldTrump That’s one way of looking at it. One very interesting way indeed. But do on thinking everything is ok.  https://t.co/QP7cBdrgKy
1071192593495543810 2018-12-07 18:59:50 -0400 <d0ndetrillo> @realDonaldTrump 😂
1071192592493219840 2018-12-07 18:59:50 -0400 <Steve_ofPA> @realDonaldTrump watching TV now. you are done.
1071192592375836673 2018-12-07 18:59:50 -0400 <Tony82661737> @realDonaldTrump Go trump, u r the man
1071192591880867842 2018-12-07 18:59:50 -0400 <KellAF18> @realDonaldTrump Individual-1 is mentioned 23 times!
1071192591096532993 2018-12-07 18:59:50 -0400 <GDT0429> @realDonaldTrump Lol lol ummm this looks really bad for trump. Either he’s too stupid to know it or he thinks his supporters are &amp; is again blatantly lying to them. I’m guessing if Cohen is prob getting 42 mos w waiver from Mueller-trump will spend rest of his life in prison! Jr maybe 30+ yrs
1071192591088185344 2018-12-07 18:59:50 -0400 <FluffyRona> Latest House results confirm 2018 wasn't a blue wave. It was a blue tsunami. - CNNPolitics. Oh dear @realdonaldtrump now we all know why you’ve been tweeting like a five year old. HO HO HO!  https://t.co/r8mQFMZs2r
1071192591004241926 2018-12-07 18:59:50 -0400 <NancyLemke1> @BaconSoyLatte @realDonaldTrump Seriously, girl, you’re awesome and I’m glad you’re my friend!
1071192588349100032 2018-12-07 18:59:49 -0400 <tofythebear> @realDonaldTrump I have evidence that clears the president of any wrong doing. It will be brought to media attention  within 72 hours.
1071192588005371905 2018-12-07 18:59:49 -0400 <keltrott> @realDonaldTrump Of what?
1071192587720114177 2018-12-07 18:59:49 -0400 <mattdbelt> @realDonaldTrump Nope. Nope. NOPE.
1071192586797416448 2018-12-07 18:59:49 -0400 <AmericaFightHim> @dragonbait205 @realDonaldTrump UGH!!
1071192586021330944 2018-12-07 18:59:48 -0400 <WatsJo> @realDonaldTrump Absolutely DELUSIONAL. Do you realize you are “Individual 1”?!
1071192585299996672 2018-12-07 18:59:48 -0400 <bburke627> @realDonaldTrump Fake President
1071192584763129862 2018-12-07 18:59:48 -0400 <EZabelJr> @realDonaldTrump @PaulManafort lied to #DOJ about your dealings with #Russia. @MichaelCohen212 lied to DOJ about your dealings with Russia. @GenFlynn lied to DOJ about your dealings with Russia. #SDNY states that Cohen, at your direction, committed two felonies. Who does this clear? #MuellerProbe
1071192584276439040 2018-12-07 18:59:48 -0400 <Anthony75684988> @realDonaldTrump ABSOLUTELY!!!!!
1071192582884114432 2018-12-07 18:59:48 -0400 <drw1018> @veteranhank @realDonaldTrump Hank. Do some reading.
1071192582762455040 2018-12-07 18:59:48 -0400 <ProperGanderUS> @realDonaldTrump Yeah, but the previous one.  https://t.co/MhMpcVSnaF
1071192582577901568 2018-12-07 18:59:48 -0400 <kemu808> @realDonaldTrump "Didn’t have the mental capacity needed. He was dumb as a rock &amp; I couldn’t get rid of him fast enough. He was lazy as hell."  EXACTLY how decent 🇺🇸 feels about YOU!
1071192582120714240 2018-12-07 18:59:48 -0400 <mangachutney> @realDonaldTrump Talks about Rex Tillerson not having the mental capacity for the job.......... Looks directly at Solar Eclipse........  https://t.co/p4qSidtj5n
1071192580921135104 2018-12-07 18:59:47 -0400 <JoeAlv> @realDonaldTrump Sure, Individual 1.  https://t.co/oCmbHC8Kn4
1071192580807933952 2018-12-07 18:59:47 -0400 <JimCothern> @kenolin1 He’s right! It totally clears President @BarackObama! President @realDonaldTrump is screwed! 😂
1071192580405235713 2018-12-07 18:59:47 -0400 <mslatxespinosa> @NewJeffCT @realDonaldTrump I read this in “narrator voice”. 😂  https://t.co/NsTlWLqSpo
1071192580027633664 2018-12-07 18:59:47 -0400 <QualtrakPam> @DearAuntCrabby @realDonaldTrump Prima facie, POTUS 45 will have to 'work the phones' overtime to conjure enough 'evidence' to prove he meets the definition of "legitimate" .😆
1071192579839049734 2018-12-07 18:59:47 -0400 <mdalyjones> @Lieslleu @george_capen @realDonaldTrump Hey, look!  It’s the Space Force!
1071192579436363776 2018-12-07 18:59:47 -0400 <txpts777> @RanttMedia @realDonaldTrump not worth reading.  i cannot stomach the words, voice nor view of the squatter.  evil be gone. take all the other mobsters.  https://t.co/FkZvgSWl1C
1071192579331551232 2018-12-07 18:59:47 -0400 <HardCoreBoz> @tedlieu @RBReich @realDonaldTrump You can’t even make this stuff up anymore
1071192578715017216 2018-12-07 18:59:47 -0400 <beautifyyourpu1> @haydenblack @realDonaldTrump EXACTLY!😁
1071192577590857728 2018-12-07 18:59:46 -0400 <tomdumbledurb1> @realDonaldTrump BOARD!!!   SQUIRREL!!!
1071192577515302912 2018-12-07 18:59:46 -0400 <Skatha> @realDonaldTrump Tillerson was right. You really DON'T read do you?
1071192576907272192 2018-12-07 18:59:46 -0400 <liammatherson5> @lackey_thomas @cowboyangels @realDonaldTrump This must all be very confusing for you. After all, the TV keeps saying that Trump is perfect and everything he does is golden. This is identity-shattering stuff for you; I get it. This isn’t just, “the president has been identified as a potential felon by the US govt.”
1071192576643006465 2018-12-07 18:59:46 -0400 <CloakDaguerre> @realDonaldTrump So, what will be the going rate for an intimate dinner with the ex-President? Three cigarettes seems like a suitable bid ...
1071192576093511680 2018-12-07 18:59:46 -0400 <TrumpSucksItBig> @realDonaldTrump I think this is the only time you've been number 1 your whole life! #Individual1
1071192575917182977 2018-12-07 18:59:46 -0400 <SFGamerbabe57> @veteranhank @realDonaldTrump You might want to check for yourself rather than believing Twitter rants of an obvious liar
1071192575237865472 2018-12-07 18:59:46 -0400 <Tenuretrack> @IngrahamAngle @realDonaldTrump LOL. Sweety, get a life. The UN pick stinks. And you know it.  @AnnCoulter @GeraldoRivera
1071192575103647744 2018-12-07 18:59:46 -0400 <LisaSkidmore11> @RealMattCouch @realDonaldTrump $1.90 in Tulsa, Ok
1071192575049117696 2018-12-07 18:59:46 -0400 <DeneseKesling> @realDonaldTrump There's something wrong with you. This says you are GUILTY OF CRIMES.
1071192574860410880 2018-12-07 18:59:46 -0400 <XinDivad> @realDonaldTrump Better double down on the whitehouse xanax, pres-bro. #Resist  https://t.co/aXGid3GJMA
1071192574000545792 2018-12-07 18:59:46 -0400 <MaloneyMonica> @realDonaldTrump Well, hate to say it man, nothing will save you now.#IndividualNumber1 #duncePresident
1071192573610479616 2018-12-07 18:59:46 -0400 <Kellycow08> @realDonaldTrump You of all people want to talk about conflicts of interest??? Really??? Omg go away already. Even the ppl that used to like you, dont like you anymore. And no one but you wants that damn wall. Yeah, we want something done about illegals but not a wall. Can go over, under &amp; around
1071192573509820416 2018-12-07 18:59:45 -0400 <GdoubleT> @shari_lonczak @philwhelan1 @realDonaldTrump Shari once told me I was so smart it made her mad 😘
1071192572725469184 2018-12-07 18:59:45 -0400 <Liberal_Cynic> @AmericaFightHim @BillyHendoe @DisabledResist @realDonaldTrump In fairness, people are saying that that's what Putin makes Trump call him...
1071192570892640256 2018-12-07 18:59:45 -0400 <Michael06874898> @HikindDov @realDonaldTrump @FLOTUS @VP Very, very moving and touching.   Good times to be a Trump supporter... to KNOW 100% that we are the good guys. .. God bless the POTUS Donald Trump.   Damn fine man.  https://t.co/YqSEaNR0gp
1071192570653401088 2018-12-07 18:59:45 -0400 <princereebus> @realDonaldTrump Biggest Inaugural Crowd Ever!  https://t.co/y6VtgIhDrf
1071192570615734272 2018-12-07 18:59:45 -0400 <trumpsatwit1> @realDonaldTrump LOCK HIM UP....
1071192570099724293 2018-12-07 18:59:45 -0400 <McCainisbetter> @realDonaldTrump @oklajoujou You’re going to die in prison.
1071192570032611329 2018-12-07 18:59:45 -0400 <timeindawater1> @realDonaldTrump Except for the fact that I am pretty sure Individual 1 is you maybe others should read it just to check my work:  https://t.co/W1cDHfpWwV
1071192569093218309 2018-12-07 18:59:44 -0400 <amreda2011> @hamadamada227 @realDonaldTrump لأ طبعا .. هم الكنديين ياكل معاهم الأونطة دي؟
1071192568954793985 2018-12-07 18:59:44 -0400 <creiddouthat> @JvdollaJovan @egg_descrambler @realDonaldTrump @wikileaks Dosnt make it right!
1071192568896073729 2018-12-07 18:59:44 -0400 <dmill1289> @SueWorkman00 @realDonaldTrump Nahh won't happen. Still no collusion as well
1071192568845819914 2018-12-07 18:59:44 -0400 <gmwertz> @realDonaldTrump Delusional!  https://t.co/MqFD1vGWRM
1071192567939780609 2018-12-07 18:59:44 -0400 <marketingHolt35> @ACJMARTIN @realDonaldTrump 🤣
1071192567772008449 2018-12-07 18:59:44 -0400 <trumphet2020> @realDonaldTrump Hillary and Bill own the FBI. Clinton is still the president like obama. The FBI is still being run by Obama n Clinton. Wake up Trump!!
1071192567709081600 2018-12-07 18:59:44 -0400 <Eli_Z12> @veteranhank @realDonaldTrump Ha. And I’m sure you really believe that  😂😂😂😂
1071192567235141632 2018-12-07 18:59:44 -0400 <Sal_P_72> Did you know @realDonaldTrump  https://t.co/mqwWnTQRu4
1071192565922156544 2018-12-07 18:59:44 -0400 <fingerbobs> @realDonaldTrump Individual Juan? Never met him. Sounds like a furner.
1071192565662117888 2018-12-07 18:59:44 -0400 <JerryG> @GOP @realDonaldTrump @GOPChairwoman What happen in North Carolina there the Gop election fraud! People are starting to see how the Gop and Donny will do thing so they win!
1071192565414797314 2018-12-07 18:59:44 -0400 <KevinAageHansen> @realDonaldTrump  https://t.co/yZy2CvxCn3
1071192565007958017 2018-12-07 18:59:43 -0400 <AlGoss5> @Mystichunter66 @osmondxia @Trump_Shut_Up @realDonaldTrump Hey cat factory if you don't think our President has kept any promises it is because you are listening to fake news.
1071192564802441216 2018-12-07 18:59:43 -0400 <MartinVlada> @realDonaldTrump  https://t.co/1vZqCqBy36
1071192564777259010 2018-12-07 18:59:43 -0400 <jordanla23> @realDonaldTrump You goin to Jail!!! Buckle up!
1071192563938398213 2018-12-07 18:59:43 -0400 <sharon2sherwood> @RyanHillMI @realDonaldTrump He is smarter than you, he managed to earn billions,and marry a beautiful, intelligent, gracious woman, and has very successful children.  What have you done?
1071192563229573120 2018-12-07 18:59:43 -0400 <davidmartin033> @tammiesawakenow @bigredwavenow @realDonaldTrump @StormIsUponUs @WhiteHouse @NSAGov That looks just like me right now lol
1071192562655002624 2018-12-07 18:59:43 -0400 <pmiddie> @GrumpyOldShaman @realDonaldTrump LOVE IT 🤣🤣🤣🤣🤣
1071192562516529152 2018-12-07 18:59:43 -0400 <JimbauxsJournal> @realDonaldTrump totally cleared of all innocence.   Totally.
1071192561262493696 2018-12-07 18:59:43 -0400 <GeorgeMichno70> @realDonaldTrump Yea yea totally! 🍊💩
1071192560884965376 2018-12-07 18:59:42 -0400 <devalkk> @realDonaldTrump Wait wait wait wait... You admitting you never ran a successful presidential campaign?
1071192560293560320 2018-12-07 18:59:42 -0400 <paul2111625> @ABCWorldNews according to POTUS the former CEO &amp; BD OF DIRECTORS OF EXXON MOBILE IS DUMB AS A ROCK AS WELL AS LAZY!!!!!!! #POTUS @realDonaldTrump you created all your own problems
1071192560142561286 2018-12-07 18:59:42 -0400 <karl_stine> @nathanfairbairn @Cleversea23 @cbn2 @realDonaldTrump Just like the League of Nations was created after WWI to prevent a second World War, right? #donewiththisthread #youboreme #revisionisthistory
1071192559953698816 2018-12-07 18:59:42 -0400 <skybie4> @Kathleetyrel @catskinner78 @Scavino45 @POTUS @realDonaldTrump @EPN @JustinTrudeau It's not about the number of people, its about the amount of resources you have. If the resources don't cover the amount of people you have the size of the country makes no difference in if you can support them or not.
1071192559278526465 2018-12-07 18:59:42 -0400 <LilEdgyDounut12> @JeremyMcGovern @realDonaldTrump Good one!  https://t.co/1gcXiQNlzP
1071192559257448448 2018-12-07 18:59:42 -0400 <Richard_the2nd> @realDonaldTrump The President of the United States has a ratio'd tweet. Let that sink in. He's so damn delusional that literally EVERYBODY without their hands over their eyes &amp;/or fingers in their ears can see/hear it. Holy hell @GOP have made America the laughing stock of the World.
1071192559115005952 2018-12-07 18:59:42 -0400 <EvilWillPascoe> @realDonaldTrump Hmmm.
1071192557965766657 2018-12-07 18:59:42 -0400 <knotiookin> Hey @realDonaldTrump this is your worst nightmare come to fruition. #muellerKnows EVERYTHING you crook #resign  https://t.co/aoITcdI0tE
1071192557726654465 2018-12-07 18:59:42 -0400 <Sugaree_va> @realDonaldTrump Whose quote is this?  Yours?   Fox news?
1071192557185523712 2018-12-07 18:59:42 -0400 <davidrecruitscb> @realDonaldTrump Just to be clear, was there anyone on your team who WASNT dealing with Russia?
1071192556875042816 2018-12-07 18:59:42 -0400 <BarbaraDarlin> @realDonaldTrump .@FoxNews .@foxandfriends  https://t.co/aKCgyZ2idB
1071192556057321477 2018-12-07 18:59:41 -0400 <neeco_tripp> @realDonaldTrump What totally clears u? U can’t possibly be talking about The Michael Cohen &amp; Paul Manafort Sentencing Filings, by Mueller! I have no clue as to what you’ve heard or read, but it shows that u are directly inplicated, along with other dumb ass members of The WH &amp; ur legal counsel!
1071192555998523392 2018-12-07 18:59:41 -0400 <anbhausen> @realDonaldTrump when was individual 1, an unindicted co-conspirator cleared?  BTW,  the obstruction will get individual 1, impeached.
1071192555633737730 2018-12-07 18:59:41 -0400 <jmsloane> @realDonaldTrump  https://t.co/kpGGOrugNG
1071192553712537600 2018-12-07 18:59:41 -0400 <nancydex> @realDonaldTrump How's ya boy Whittaker doing now?
1071192553498836992 2018-12-07 18:59:41 -0400 <shawnca123> @realDonaldTrump He's sundowning folks!
1071192553238732802 2018-12-07 18:59:41 -0400 <azpatterson3> @realDonaldTrump You first
1071192553100197888 2018-12-07 18:59:41 -0400 <petite_petite31> @realDonaldTrump I don't think so Bugs..  https://t.co/3JE2meM5Vp
1071192552299065344 2018-12-07 18:59:40 -0400 <SipsintheCity> @Msmithinla2005 @DearAuntCrabby @realDonaldTrump and 50,000,000 faux pas.... God, let this be coming to an end.
1071192551695245313 2018-12-07 18:59:40 -0400 <Chris_A_Hipp> @realDonaldTrump Just here to do my part on the ratio.
1071192549195481089 2018-12-07 18:59:40 -0400 <jason_verney> @tedlieu @realDonaldTrump Big brain, no read, stable genius will be screwed.  I wouldn't be talking about replacing Pence  for '20, you'll never see your fake, corrupt name on the ballot.  #FakePresident #PutinsCockHolster #ImpeachTrump
1071192548138467328 2018-12-07 18:59:39 -0400 <AngelucciRegina> @snowrose2222 @realDonaldTrump I don’t he reads .. he committed a felony 😂😂
1071192547194679297 2018-12-07 18:59:39 -0400 <CynthiaTimmo> @realDonaldTrump  https://t.co/f5yQKWKfX3
1071192546599149568 2018-12-07 18:59:39 -0400 <Tam_Resist> @Theon_Orbis @tejastumbleweed @purityofessenc @twentytwestions @OMGno2trump @CherokeeNative3 @realDonaldTrump The crash is coming  https://t.co/CQO2J65FIi
1071192546523652096 2018-12-07 18:59:39 -0400 <DarthBannon1> Oh, you are SO SCREWED, Grandpa Spanky!!!! 🤣😱🔥🌊  @realDonaldTrump
1071192546414551040 2018-12-07 18:59:39 -0400 <Kjbdog> @realDonaldTrump Bubba Trump ‘Going Down’!!!!!!
1071192545949044737 2018-12-07 18:59:39 -0400 <speakout_april> @realDonaldTrump 😂🤣😂🤣😂🤣😂🤣Whooo boy, how DELUSIONAL. The reports actually implicate Trump directly in SEVERAL crimes including collusion, public deception and conspiracy. Not only was Trump engaged in criminal activity during his campaign but well into his presidency. In 2018!!
1071192545940520960 2018-12-07 18:59:39 -0400 <markbmorgan> @realDonaldTrump "Totally and clearly implicates the resident in felonies." - There, fixed it for you.
1071192545026281474 2018-12-07 18:59:39 -0400 <scherckmeyer> @realDonaldTrump you first.
1071192544824815618 2018-12-07 18:59:39 -0400 <scratchedcat> #IndividualNumber1 aka @realDonaldTrump #TrumpCrimeFamily #TrumpIsACriminal #TrumpIsFucked 👍👍👍
1071192544472649729 2018-12-07 18:59:39 -0400 <billyjack777f> @RyanHillMI @realDonaldTrump For what?? STILL no Russia collusion. You would think you fools would learn. Time after time CNN tells you Trump is going to jail and nothing ever comes from it.
1071192544279617536 2018-12-07 18:59:39 -0400 <OriginMattRiley> @realDonaldTrump By the way
1071192543759687681 2018-12-07 18:59:38 -0400 <PaulWelsh89> @realDonaldTrump  https://t.co/jCHIB5883q
1071192543625428992 2018-12-07 18:59:38 -0400 <hollytheterrier> @DearAuntCrabby @realDonaldTrump And a criminal
