977696561827401728 2018-03-24 19:59:59 -0400 <GINGERLDUFF> @LCharretier @realDonaldTrump I concur 💯.
977696531716374528 2018-03-24 19:59:52 -0400 <deplorableBob63> @MAGARoseTaylor @cutelykarma @realDonaldTrump Florida here and vote republican all the way
977696528222572544 2018-03-24 19:59:51 -0400 <exfkaty> @KevinWWilliams5 @FoxNews @SenWarren @realDonaldTrump Eh, that's up to you. You never know. We could agree on lots of things - like Bolton being a total idiot and disaster who will likely bring us into needless war. Talk about a readiness issue! Thanks for your service. Take care of yourself.
977696527807275008 2018-03-24 19:59:51 -0400 <ScotWester> @DeplorableDonn4 @sweetcyn41 @2021_free @realDonaldTrump @EmmanuelMacron The NRA and Republicans were around during those eight years, AND held the majority in Congress. Make up your mind which truth you want to believe, but remember, there’s only one.
977696527383658496 2018-03-24 19:59:51 -0400 <trump_colon> @SherylCrow @KellyMan43 @realDonaldTrump @AMarch4OurLives Too busy.  https://t.co/OzbpPrVFuJ
977696525911511040 2018-03-24 19:59:51 -0400 <EdNDeb4858> @WeHearPodcast @ItsMeCathi @realDonaldTrump Oh, he has to play with his balls.  Give him a break.  hee, hee, hee! #FakePresident #Resist #FBR
977696520811270150 2018-03-24 19:59:49 -0400 <laochfile> @realDonaldTrump You are...an incredible pussy. Fuck you, asshole #POTUS #tinypenispresident
977696516834914304 2018-03-24 19:59:48 -0400 <IIEESEEII> @soonerbornbred @DeplorableDonn4 @sweetcyn41 @2021_free @realDonaldTrump @EmmanuelMacron Where were you?
977696511633969153 2018-03-24 19:59:47 -0400 <phanson1253> @realDonaldTrump @POTUS out done again. #ImpeachTrumpNow  https://t.co/pwKniNdfbn
977696510321324032 2018-03-24 19:59:47 -0400 <favabean7> @purrist00 @realDonaldTrump @EmmanuelMacron I’d like to be a fly on the wall at tacky Margie Largo and hear what that dotard talks about. I picture him watching SpongeBob SquarePants, eating cake and farting.
977696509826338816 2018-03-24 19:59:47 -0400 <CarolCorps75> @Burning_Arrows @Ingenius31 @realDonaldTrump @VetApologist Oh, and in my original comment, that should've said OR 3/4 of the states, not AND. I hate that you can't edit screw ups.
977696506856771586 2018-03-24 19:59:46 -0400 <SSDGM123> These students are amazing!!!  I'm so proud of them for doing things that adults haven't!!  👏🏼✊🏼🙌🏼❤️ #neveragainmovement #BoycottTheNRA #EnoughIsEnough @realDonaldTrump @GOPLeader @HouseGOP @GOP @SenateGOP #commonsenseguncontrol  https://t.co/GaSGT6T5Qq
977696501441925120 2018-03-24 19:59:45 -0400 <jKelly113> @realDonaldTrump @EmmanuelMacron Where was our President today? Golfing as usual while Americans demand Gun laws! Impeach now @realDonaldTrump
977696498329772033 2018-03-24 19:59:44 -0400 <eminsol> @realDonaldTrump @EmmanuelMacron Hey chicken shit....see you left town so you didn't have to see the crowds bigger than your inauguration.
977696498048741382 2018-03-24 19:59:44 -0400 <LadyBugz528> @JohnGuandolo @realDonaldTrump @JewhadiTM @THEHermanCain @1776Stonewall @TomFitton @AmbJohnBolton @DHSgov How do you know he is Muslim? Do white Muslims scare you too?
977696497272872962 2018-03-24 19:59:44 -0400 <SquibbmeisterUK> Looks like crowds for protests were larger than at Donny Trumper’s inauguration. Shame we won’t be able to hear Spicer say only 50 people attended &amp; rest were digitally cloned into videos &amp; photos. #guncontrol @realDonaldTrump  https://t.co/WsLDdl7rwq
977696496090013696 2018-03-24 19:59:44 -0400 <Artistlike> @realDonaldTrump Sad!  But seriously, you demand loyalty from everyone you speak to, and then you dispose of them and trash them on Twitter when you need a patsy or have a mini-stroke.  Who would be your ally? Milo Yiannopoulos? Roy Moore? Any non-pedophiles?  https://t.co/XU5ZpVA2Ie
977696496018710528 2018-03-24 19:59:44 -0400 <LeahTweetr> @RepLeeZeldin @realDonaldTrump @AmbJohnBolton Lee - thanks for your vote against the Swamp bill.
977696494303240198 2018-03-24 19:59:43 -0400 <Rightturnclyde4> @RVAwonk Cowardly! Just like when he got his 5 draft deferments. @realDonaldTrump will always be a coward!
977696486602485760 2018-03-24 19:59:41 -0400 <pasquaurel> @EmmanuelMacron @realDonaldTrump Thanking Trump for what, supporting our people after a tragedy again? Honoring our dead, laying flowers, screaming again, again &amp; again are the only things you &amp; your predecessors do. You don't want to act it's why these islamic terrorists will continue. Be brave &amp; ACT for once.
977696486384431104 2018-03-24 19:59:41 -0400 <JohnSulliPhoto> .@realDonaldTrump why do you leave town charging taxpayers for endless golf outings at your family businesses every time there's a parade in DC? Seems you'll only appreciate them when you've commanded reverence and adulation from those wielding weapons of war.  #PhonyPresident
977696484262141955 2018-03-24 19:59:41 -0400 <DaxGigandet> It's Time To Stand Up To   @realDonaldTrump @NRA @DLoesch  @GOP  &amp;EVERY Person Who Can Do Something To End #GunViolence &amp; Do NOTHING To Protect Us We Are More Important Than Your Guns &amp; Money We Need To Vote Out EVERYONE Who Accepts #NRABloodMoney It's Time For CHANGE #NeverAgain  https://t.co/UKXcMPJ96p
977696482286448640 2018-03-24 19:59:40 -0400 <karmamar55> @ReneeLTorres @Inezkelley @JohnGuandolo @realDonaldTrump @JewhadiTM @THEHermanCain @1776Stonewall @TomFitton @AmbJohnBolton @DHSgov 👏🏾👏🏾👏🏾
977696481183494145 2018-03-24 19:59:40 -0400 <mariannealden> @Yasmine10894 @bocavista2016 @realDonaldTrump Think of your 2 girls before you turn around and walk away. You need to see the whole picture first. But go ahead and walk. You were never a Patriot in the first place.
977696477089640448 2018-03-24 19:59:39 -0400 <faravaharSF> This is what a true, a real, an honorable President sounds like. You could learn a thing or two from @BarackObama, @realDonaldTrump. That goes for you too, @SpeakerRyan @SenateMajLdr @HouseGOP @SenateGOP. #ImpeachTrump #MarchForOurLives #GunControlNow #VoteThemOut #BlueWave2018  https://t.co/U2FruXUDjg
977696476049694720 2018-03-24 19:59:39 -0400 <Flygirl69691> @JohnGuandolo @realDonaldTrump @JewhadiTM @THEHermanCain @1776Stonewall @TomFitton @AmbJohnBolton @DHSgov The @SouthwestAir employee should def sue for being defamed on social media. unbelievable!!
977696474271232000 2018-03-24 19:59:38 -0400 <dannygberg> @JohnGuandolo @realDonaldTrump @JewhadiTM @THEHermanCain @1776Stonewall @TomFitton @AmbJohnBolton @DHSgov @southwest @SouthwestAir hey @southwestAir, you seeing this?  https://t.co/KuVeQMIEYf
977696472878796800 2018-03-24 19:59:38 -0400 <amy10506> Holy Cow, @realDonaldTrump! One wouldn't think it could happen (considering how bigly and fantastically admired you are, Your Excellency) but, this crowd looks bigger than your inaugural!  https://t.co/XT4VOlndpI
977696469607178240 2018-03-24 19:59:37 -0400 <Larry_Beech> @almostjingo @realDonaldTrump @JulianAssange @gheliason I'll add this old one here, under glenn simpson admitedly spying on the house energy committee during uranium1's infancy:   https://t.co/tG1mmwhcfZ
977696462170677249 2018-03-24 19:59:35 -0400 <DaNiEd30> @AlanCack @Jonas5_ @doblaswindd @Rubiu5 @realDonaldTrump 😂😂😂😂😂
977696459381530629 2018-03-24 19:59:35 -0400 <DeborahJeffri11> @mickey_resist @krassenstein @StormyDaniels @realDonaldTrump I would give up Stormy for Mueller anytime.
977696459171737600 2018-03-24 19:59:35 -0400 <boxofrain1234> @restorit2 @000april000 @realDonaldTrump   https://t.co/r5n4qwL37Y
977696459033317376 2018-03-24 19:59:35 -0400 <AndyBeattie9> @notadeplorable2 @thehill @realDonaldTrump He's still playing golf.
977696458097872896 2018-03-24 19:59:34 -0400 <raylan_givens69> @Linnie2045 @Burning4Buddy @AMErikaNGIRLBOT @realDonaldTrump I’m sure she’s been involved with plenty of corruption in the last two years
977696455984066561 2018-03-24 19:59:34 -0400 <DavidMSpeed> @SarahPalinUSA @realDonaldTrump to only break that one to
977696454243471362 2018-03-24 19:59:34 -0400 <myAlternateFact> @realDonaldTrump Congratulations @POTUS for receiving the first installment of the money for the Wall from @mexico. Please share a pic of the check!
977696452687228928 2018-03-24 19:59:33 -0400 <WGFBruin> @JohnGuandolo @realDonaldTrump @JewhadiTM @THEHermanCain @1776Stonewall @TomFitton @AmbJohnBolton @DHSgov The airport worker is one hot bear. You, on the other hand, look like you live in the loss column at the local bathhouse. Maybe lose the pout.
977696451416461312 2018-03-24 19:59:33 -0400 <JordanPolinoJPD> @seanhannity @realDonaldTrump @SaraCarterDC @VicToensing  https://t.co/sVPBF55NrA
977696449684213760 2018-03-24 19:59:32 -0400 <PastaFajoule> @newtgingrich @realDonaldTrump @GENUG @seanhannity @JudgeJeanine @PressSec  Newt, your article is a great outlook of what we face &amp; what to be done. I always thought you were a great indivual. You always take beyond the realm of possibility &amp; instill this sense of reality we need
977696448186933249 2018-03-24 19:59:32 -0400 <Renae131> @realDonaldTrump @EmmanuelMacron You’re so chicken!  Running away to a golf club in FLA when FLA teenagers are marching in Washington. These teens have family and friends who vote. Some of these teens vote. All are potential future voters. Your support of them is fake.
977696446206980096 2018-03-24 19:59:32 -0400 <Tricia19692002> @StevenM76954443 @realDonaldTrump @Knowhatmatters @AmbJohnBolton @POTUS You must be as stupid as drump is!  🤦‍♀️ smh
977696446035013637 2018-03-24 19:59:32 -0400 <nfrazier> While the cowardly @realDonaldTrump plays golf and fumes this weekend.   @Emma4Change stood silently for 4.5 minutes, sitting deeply in the grief of the loss of her friends.   This is bravery. This is Leadership. This makes America Great. #neveragain  https://t.co/AmnvEb33ra
977696445666017281 2018-03-24 19:59:32 -0400 <RichardKoski> @JohnGuandolo @realDonaldTrump @JewhadiTM @THEHermanCain @1776Stonewall @TomFitton @AmbJohnBolton @DHSgov Sharia law, also known as Leviticus and Deuterotomy.
977696440783986688 2018-03-24 19:59:30 -0400 <abbytencat> @JohnGuandolo @realDonaldTrump @JewhadiTM @THEHermanCain @1776Stonewall @TomFitton @AmbJohnBolton @DHSgov Done.
977696437826879489 2018-03-24 19:59:30 -0400 <slybluenote> @DearAuntCrabby Hold on Auntie....Let me check with @JerryFalwellJr and @Franklin_Graham and I'll get back with you. It's probably in the part where it says how many mulligans a #LiarInChief @realDonaldTrump gets!!!🤣🤓  https://t.co/INQ0aU8zyD
977696433246674945 2018-03-24 19:59:29 -0400 <sneeznpeeps> @pixnvids @funder @realDonaldTrump Thank you friend✌
977696422970646528 2018-03-24 19:59:26 -0400 <LynnSosnoskie> @JohnGuandolo @realDonaldTrump @JewhadiTM @THEHermanCain @1776Stonewall @TomFitton @AmbJohnBolton @DHSgov You must have been terrified during this non-situation. Thoughts and prayers.
977696422727385088 2018-03-24 19:59:26 -0400 <Annie11Walker> @realDonaldTrump Truth has this sneaky way of remaining exactly as it is, true, and will not every be hidden for long. We will welcome the revealing of the depths of your corruption and your removal from the public sphere. Why don't you retire and go enjoy your life... until you are jailed?
977696421506826240 2018-03-24 19:59:26 -0400 <jimdonovan57> Not a peep from @SpeakerRyan @realDonaldTrump or Mitch McConnell today..guess ya know who's back they got $$$ @NRA owned #MarchForOurLives
977696418117844992 2018-03-24 19:59:25 -0400 <syed32701> @realdonaldtrump this Nasty cowered went hide to Florida.And this young Heroes came to DC to…  https://t.co/CQrSxsuqUk
977696417295708160 2018-03-24 19:59:25 -0400 <Laurie48168311> @ItsMeCathi @realDonaldTrump He wouldn’t run into a school to save his own children.
977696415844634626 2018-03-24 19:59:24 -0400 <johnjsulli> .@realDonaldTrump how about those crowds? Yuge, right?
977696414934425605 2018-03-24 19:59:24 -0400 <RoseNoire1999> @PaulyPolitics @puffdude16 @realDonaldTrump @EmmanuelMacron Do you want him to do basically the same thing but on video.
977696407447658496 2018-03-24 19:59:22 -0400 <toma1926> @realDonaldTrump @POTUS @VP @FLOTUS @JudgeJeanine @seanhannity @dbongino @SteveScalise @KyleKashuv disinvited to speak today! Please share speech by Meadow Pollack's brother 💔😓🇺🇸  https://t.co/1l3O24QHq4
977696405585358849 2018-03-24 19:59:22 -0400 <KatAtk> @realDonaldTrump  https://t.co/04fHHyYNRq
977696401143582720 2018-03-24 19:59:21 -0400 <alsup41> @GLORIA191 @NancyGeiger19 @EvelynW90609062 @Kiki_Gray @realDonaldTrump A criminal is now a race.
977696396106067968 2018-03-24 19:59:20 -0400 <MeMilo> @realDonaldTrump Did you not notice the #MarchForOurLives going on today? A real President would, and did. Hope you had a great day out on the links....🖕  https://t.co/6CkK96dX0r
977696395212750848 2018-03-24 19:59:19 -0400 <BrianKe21430269> @realDonaldTrump can we expect photos showing your inauguration crowd was larger than the crowd today in DC for Walk for Our Lives? 800,000 strong! And where were you? Oh, that's right golfing!!
977696392864043008 2018-03-24 19:59:19 -0400 <ptdnldsn> @JohnGuandolo @realDonaldTrump @JewhadiTM @THEHermanCain @1776Stonewall @TomFitton @AmbJohnBolton @DHSgov It’s a guy with a beard. Was he handing out sharia pamphlets or something? Cause if not, you’re assuming and it’s his business anyway, just like my faith is my business, even if I’m wearing a cross.
977696391647715328 2018-03-24 19:59:19 -0400 <Loisinet> Mr. @realDonaldTrump  https://t.co/p3vyPEqzzJ
977696391249063936 2018-03-24 19:59:19 -0400 <DiversityCounts> My daily reminder that @repjohnlewis is a genuine American HERO! Did not attend #buffoon #Trump inauguration.  Sad Reminder: @HillaryClinton and @BernieSanders did attend buffoon @realDonaldTrump inauguration.  #TrumpIsNotMyPresident #ImpeachTrumpNow  https://t.co/2RiZWwSToP
977696389374160902 2018-03-24 19:59:18 -0400 <Raczach> @jimihinkle @realDonaldTrump DACA children are not responsible for the USA not enforcing their own immigration laws. If we enforced our own laws a wall would never be needed.
977696387637723136 2018-03-24 19:59:18 -0400 <SueHirsch01> @realDonaldTrump "Not because they liked it, but because the law did not permit them to prohibit it," -  https://t.co/RKGGE2tYBO
977696385645662210 2018-03-24 19:59:17 -0400 <byrieladam1981> Where is @realDonaldTrump during all this... no word on the marches....hmmmm shows what he really cares about huh ?? #1A #MarchForOurLives.
977696384265551872 2018-03-24 19:59:17 -0400 <VLPRESL> @Fuctupmind @tedlieu @realDonaldTrump Brilliant response Mike... So true!
977696379362570240 2018-03-24 19:59:16 -0400 <bunnykittenpupp> @ImsoJinxy @YallRCrazy @MisleaderC @BertinaNichols2 @realDonaldTrump Aww...love you too, Min! 💜😘  https://t.co/Xa3TlM6MXj
977696378020335616 2018-03-24 19:59:15 -0400 <TheUntamedTruth> @TomFitton @realDonaldTrump Following this entity that parades around as a watchdog people here know nothing of the law. Also interesting to note how many bots comments. More interesting to note that people really think that there are people joining the military to have them pay for operations. Moronic.
977696377856774146 2018-03-24 19:59:15 -0400 <kalenakai55> @MoveOn @SenatorBurr @realDonaldTrump @NRA Bye bye
977696376896282625 2018-03-24 19:59:15 -0400 <BTResists> @4YrsToday @realDonaldTrump   https://t.co/g7QE9J53tK
977696375340113920 2018-03-24 19:59:15 -0400 <NeiljaHarewood> @44mmvvpp @frankhowell7911 Hey @realDonaldTrump take a look at this. This young man served this country. He now needs help and you're demanding a f*cking parade. You don't deserve such an honor. The💰can help so many Vets.  #NoMilitaryParade #VetsAgainstTrump #vetsagainsttheparade #FuckTrump #Resist  https://t.co/6mI4S7E1Tw
977696368939630592 2018-03-24 19:59:13 -0400 <MySteend27> For you Mr. President. @realDonaldTrump  WE LOVE YOU!!!  https://t.co/D1jKNKb6Q9
977696368616591361 2018-03-24 19:59:13 -0400 <websitenut> .@realDonaldTrump are you listening again?  https://t.co/FxsZ7R9o0b
977696366452445185 2018-03-24 19:59:13 -0400 <Bev_Did> @Brian_Luc6 @ScottMarguerat @BluegrassComics @LSLTexas @realDonaldTrump Why lie about what someone says when we can clearly read what he said. He didn't say to ban shooting sports, hunting and any other activity that involves a gun.
977696365068288000 2018-03-24 19:59:12 -0400 <SVonsouvanh> @realdonaldtrump Fearing teens, Trump takes long way home to Mar-a-Lago  https://t.co/MeYMzFpOkP
977696362795061248 2018-03-24 19:59:12 -0400 <sellwithsteve> @realDonaldTrump The border wall is for national defense. Take a few billion $'s from the national defence budget and have the army corp of engineers build it until the real funding comes through.
977696359150006272 2018-03-24 19:59:11 -0400 <gingerchabot> @realDonaldTrump @EmmanuelMacron Thoughts and prayers mean nothing from a man who won't do a dam thing to stop the violence in his own country. Shame on you! There is absolutely NO logical reason for anyone outside of the military to own an assault rifle.
977696356931219457 2018-03-24 19:59:10 -0400 <MariaCabralfel1> @Katmcbeez @realDonaldTrump @FoxNews @POTUS Awe bless your little heart.😂😂😂😘
977696350216142848 2018-03-24 19:59:09 -0400 <Chappyricky> @the_real_ding @washingtonpost @realDonaldTrump These children give new meaning to supply and demand, they are in great Supply and have a great day demand
977696350203793408 2018-03-24 19:59:09 -0400 <bmlogue> @realDonaldTrump Line item veto was deemed unconstitutional 20 fucking years ago you twit
977696348832194562 2018-03-24 19:59:08 -0400 <bart_denijs> @JayValenz67 @pinchebigjuan @realDonaldTrump @cynthiaAgaudet @elid955 @TheDemocrats @MtnMD Mueller...Mueller
977696344507928576 2018-03-24 19:59:07 -0400 <cfralick27> @realDonaldTrump 😂😂😂 Teenagers out did you  https://t.co/kWATa55SqI
977696343635488768 2018-03-24 19:59:07 -0400 <midwestgirl070> @GraceJelsnik @maryatsis @realDonaldTrump Yep that's him  https://t.co/lkG7He8vuY
977696339726188545 2018-03-24 19:59:06 -0400 <IndigoARose> @ajsgmajc @realDonaldTrump It was... Bigly!
977696331811586048 2018-03-24 19:59:04 -0400 <intel_being> @realDonaldTrump  In case u were wondering, you blithering child...  https://t.co/0aLmqwXgSw
977696330918322176 2018-03-24 19:59:04 -0400 <crespo_yraida1> Y Nadie habla de la Corrupción del Narco Régimen Forajido, que mantiene Secuestrada a Venezuela !  @TSJ_Legitimo  @TAMARA_SUJU  @Almagro_OEA2015  @realDonaldTrump  @UNIONEUROPEA   @marcorubio  https://t.co/i6jOrdVlC0
977696330863775745 2018-03-24 19:59:04 -0400 <Vansenthelock> @BorisJohnson You sound just like @realDonaldTrump funny that.
977696325260201990 2018-03-24 19:59:03 -0400 <onew1tchyw0man> @CharlotteNoHate @EcoSurfer @realDonaldTrump @EmmanuelMacron Why would our President resign?  Because the FBI and the Sheriff didn’t do their job? Because the shooting was a set up and Nikolas Cruz was their fall guy? And Soros and the Clinton’s paid for crisis actors to go to Washington. They should have known its vacation time
977696321812516866 2018-03-24 19:59:02 -0400 <Asignia> @RFreeba @DoctorHollyDVM @realDonaldTrump Paper cuts hurt 😂😜
977696318565986305 2018-03-24 19:59:01 -0400 <Jachimenti22> @TrumpTheFelon @Jamesbeauparla2 @realDonaldTrump @NRA Grotesque MFL
977696317672574978 2018-03-24 19:59:01 -0400 <Joemora63617406> @mitchellvii You are rationalizing. The Wall is far more significant than China posturing. @realDonaldTrump got to #BuildThatWall ASAP, and lead #Congress to do the job of the right, they were elected to do. We must elect more true @gop reps &amp; senators.
977696316963737600 2018-03-24 19:59:01 -0400 <prodsmama> @realDonaldTrump scum of earth  https://t.co/OFXx5eT7zS
977696315353260032 2018-03-24 19:59:00 -0400 <Robairbahou> @realDonaldTrump @mike_pence Together, we are rebuilding our nation !
977696314778529797 2018-03-24 19:59:00 -0400 <jeffandersontv> Cue @realDonaldTrump inauguration jokes #MarchForOurLivesdc  https://t.co/ei8zDJOcXA
977696312727490560 2018-03-24 19:59:00 -0400 <FairTaxOfficial> So has HR-1 #TaxCutsJobsAct saved the day? No. It is still burning, debt is growing, IRS is still violating rights and @realDonaldTrump has a bleak future. We need #TrueTaxReform to #MTFA and #MAGA.  https://t.co/MosQHZhDWC
977696312006234112 2018-03-24 19:59:00 -0400 <lawrencefillory> @realDonaldTrump lies #EnoughIsEnough
977696305622368259 2018-03-24 19:58:58 -0400 <ThetisPressley> @realDonaldTrump Nothing to say about the March For Our Lives?  You are a coward.
977696304603320320 2018-03-24 19:58:58 -0400 <Ddking5556> @realDonaldTrump...take notes...this is a real potus....You Trump are as FAKE  as they come!!!  https://t.co/7m30OgeVhs
977696302132678656 2018-03-24 19:58:57 -0400 <MelieVMelieV> @realDonaldTrump @EmmanuelMacron Why didn’t you condemn the white supremacy with the same vigor when they killed Heather Heyer in Charlottesville?
977696299020668929 2018-03-24 19:58:57 -0400 <ohnomybike> @ericbolling @JackPosobiec @realDonaldTrump Agreed. Leakers of any type of info, national security or otherwise, pose a danger. Not to mention it’s part of their job’s mandate to keep any info under wraps unless given the ok to let the public know.
977696298395623425 2018-03-24 19:58:56 -0400 <realCHowe> @realDonaldTrump gone to Florida AGAINn?? #afraidtofacethemusic #Nero #runawayrunawayrunawayhome
977696296571162624 2018-03-24 19:58:56 -0400 <MostPositivePer> @billbong9059 @realDonaldTrump @EmmanuelMacron Having fun tonight?  You seem to be the kind of person who should not own a firearm.
977696295468101632 2018-03-24 19:58:56 -0400 <JaneMakar> @realDonaldTrump Joe Biden has more morals, strength, honesty, integrity, than you have in your little finger. You are nothing but a bully playing at being President and an embarrassment to our country
977696294583095296 2018-03-24 19:58:56 -0400 <CoryTalbert7> @realDonaldTrump  https://t.co/KEEklLGoWe
977696292699648002 2018-03-24 19:58:55 -0400 <nomine_Artemis> .@GOP @realDonaldTrump @NRA  You. Are. Done. 👿     👿     👿  https://t.co/pXFhkI0mqM
977696288857784320 2018-03-24 19:58:54 -0400 <ngvillarreal> @funder @realDonaldTrump #NoParade #NeverAgain #MarchForOurLivesHouston #MarchForOurLives sign
977696284831305729 2018-03-24 19:58:53 -0400 <JJayUSA> @Susann_G @OMGno2trump @Chuckw12 @realDonaldTrump @GOP Milinelials= drug babies.
977696284504141825 2018-03-24 19:58:53 -0400 <mrcreps77> @PenceConscience @AvasMomMe @realDonaldTrump 🙄
977696281161281536 2018-03-24 19:58:52 -0400 <Dave3333335489>  https://t.co/u77YU4z6dJ via @youtube @realdonaldtrump @potus
977696279164747781 2018-03-24 19:58:52 -0400 <JillLeonhardt> @realDonaldTrump Liar
977696276929105922 2018-03-24 19:58:51 -0400 <StormofSteel99> @robertwestlaw @charlesjaco1 @60Minutes @realDonaldTrump @FLOTUS Guess you didn't get a hot wife and jealous.
977696276400586753 2018-03-24 19:58:51 -0400 <ryan_tovani> @jesseshunny1 @JohnGuandolo @realDonaldTrump @JewhadiTM @THEHermanCain @1776Stonewall @TomFitton @AmbJohnBolton @DHSgov Tired of buying two seats?
977696275792564224 2018-03-24 19:58:51 -0400 <JeffKoc43320994> @chico_apache @CNN @realDonaldTrump *Hey *Your *You're  Words have meaning.
977696272651046912 2018-03-24 19:58:50 -0400 <mitsdla> @FoxNews @JoeBiden @realDonaldTrump Gross
977696270402899969 2018-03-24 19:58:50 -0400 <bpadj> @mitchellvii @StoshAuf Damn I hope so. He’s complained enough over the years about them! It’s time to fumigate Obama’s inside plants. @realDonaldTrump @thebradfordfile @FoxNews @seanhannity @r_little_finger @RealJamesWoods
977696265923215360 2018-03-24 19:58:49 -0400 <PunkKia> @Cernovich @realDonaldTrump That’s right everyone have your little snowflake tanty and insert the knives in POTUS’ back. #dumbthinking. More to the story as to why it’s difficult to get things done in DC. DT fights everyday. You cave. who authored this bill? Expose that. But nooooo.
977696265738899456 2018-03-24 19:58:49 -0400 <whostheboff> @TXRGV1 @VickieLu70 @J_A_P_A_C_S @RoseAJacob @msacadien @janeosanders @HillaryClinton @BernieSanders @democrats @realDonaldTrump @TheDemocrats @GOP PS: an estimated 25% of Hillary ’08 voters chose McCain.  Yet somehow Obama still won easily.  Maybe because he wasn’t a shit candidate whose only message was “it’s my turn” ?
977696263993942016 2018-03-24 19:58:48 -0400 <TypeItResist> @GOP @I_am_Niteangel @realDonaldTrump Adorbs! #PictureBooksForTrump
977696263968821248 2018-03-24 19:58:48 -0400 <JuliaAmillac> @realDonaldTrump As if the Drumptster gave a damn about DACA recipients! He's already threatened them with deportation. And why isn't Mexico pay for the wall? 😂😂😂
977696261158637568 2018-03-24 19:58:48 -0400 <simplify77> @TimothyKerby @PatrickHussion @OANN @WSJ @realDonaldTrump It really doesn’t matter what he did consensually with anyone especially long before he was president.
977696261108322305 2018-03-24 19:58:48 -0400 <missystry1> @pollsofpolitics @MichaelDKolpack @realDonaldTrump @POTUS Even with the lack of support he is being given by his own party and the distractions and LIES (Fake Dossier) of the left, Mr. Trump has done a GOOD job. It frustrates me to think of what he COULD HAVE accomplished if so many members of his own party had not wanted him the fail.
977696259145220096 2018-03-24 19:58:47 -0400 <BevGlen> @realDonaldTrump  DACA is on you.   https://t.co/MlQ2V8HEBb
977696258751156224 2018-03-24 19:58:47 -0400 <MerMegbluwave> @realDonaldTrump @EmmanuelMacron I Love President Obama!!!!!
977696253571227648 2018-03-24 19:58:46 -0400 <dontcavitate> @Wheetypie @Doodisgirl @realDonaldTrump @ICEgov You do realize she's talking about her daughter arriving there right?  But yes Seattle asked for it.
977696253248237569 2018-03-24 19:58:46 -0400 <BlackXList> @ConnorSouthard @JohnGuandolo @realDonaldTrump @JewhadiTM @THEHermanCain @1776Stonewall @TomFitton @AmbJohnBolton @DHSgov John Gusano
