1183532870251380736 2019-10-13 19:59:59 -0400 <lucerorose52> @tedlieu @realDonaldTrump Starting with you.
1183532850081161216 2019-10-13 19:59:55 -0400 <greaserleo> @realDonaldTrump @marklevinshow @FoxNews hey hey who wants burgers  https://t.co/LyvTlTLNef
1183532849410007040 2019-10-13 19:59:54 -0400 <JaxKearney> @realDonaldTrump #WhistleblowerGate  https://t.co/ZwaqP4DtIW
1183532849095266304 2019-10-13 19:59:54 -0400 <JimBrownBT> @realDonaldTrump You want the Congress to declare war?  https://t.co/CyWD6aBxKA
1183532848801816576 2019-10-13 19:59:54 -0400 <Mellisande2> @realDonaldTrump @marklevinshow @FoxNews Today we are going to have a Hunter moon. Look up and you will find him tonight.
1183532848407633920 2019-10-13 19:59:54 -0400 <jdwvln> @realDonaldTrump @marklevinshow @FoxNews Add long as you pretend this horror of your own making is a circus,  I would pay to see Mark Levin debate Lewis Black.
1183532846528565248 2019-10-13 19:59:54 -0400 <davidma76713531> @realDonaldTrump The moron trump has been rambling all day long. Some of it is pretty funny, the rest is pretty disturbing.  It’s way past time for the 25th. Amendment . It needs to be done to stop any more damage to America.
1183532846021054464 2019-10-13 19:59:54 -0400 <axetogrind59> @realDonaldTrump @HouseGOP @SenateGOP @VP @SecPompeo @seanhannity @JudgeJeanine @FoxNews You politicians don’t know biblical prophecy or believe it. Ezekiel 37-38 exactly describes what is going on in Syria. Get USA Troops far away God is about to shake their region with massive earthquake. Read it very clear.
1183532845983326208 2019-10-13 19:59:54 -0400 <JustTheFacts_1> @djwatson5 @AhmedBaba_ @realDonaldTrump You might have a point if he had put out an official White House press release saying he was withdrawing the kitchen staff so that the oven could go forward with its plans to burn your lunch unimpeded.  https://t.co/WhumbCnITu
1183532844515151872 2019-10-13 19:59:53 -0400 <So_wat_who_kez> @realDonaldTrump @GOP
1183532843533770752 2019-10-13 19:59:53 -0400 <Paul_at_PSG> @PlaysTrumpCard @realDonaldTrump @marklevinshow @FoxNews @SpeakerPelosi With you 100% Boss.  No Quarter, no mercy, no compromise.  #StopTheMadness #ForceTheVOTE Pour MORE gas on that #DemocratDumpsterFire #Trump2024 (The Obstruction Reparations Term)  ...and By The Way: #WhereIsHunter ?  https://t.co/e2oziSYi7w
1183532842019704835 2019-10-13 19:59:53 -0400 <humanekt> @Lisasgotit @PalmerReport @realDonaldTrump And they alone will not put him back in the @WhiteHouse. One thing's for certain, he hasn't gained followers since that miserable November day 3 years ago. #ImpeachTheMF #Impeachment #VoteHimOut #LockHimUp #SDNY #Karma
1183532841847549952 2019-10-13 19:59:53 -0400 <marktinsd> @realDonaldTrump  https://t.co/5i8zHPPcpl
1183532841260466177 2019-10-13 19:59:52 -0400 <uz_dilek> @OzhanAtalay2 @AndyOstroy @realDonaldTrump Ozhan bey Donald ne diyor yine yazar mısınız lütfen
1183532840761380864 2019-10-13 19:59:52 -0400 <finley_del> @gwtiawah @DavMicRot @realDonaldTrump Oh yea, you’re right. Shit, I forgot. I guess you really won’t let anyone forget. Obama founded ISIS... I remember now.
1183532840434241537 2019-10-13 19:59:52 -0400 <ShivanAziz> @realDonaldTrump You PROMISSED TO UNIFIED THE PEOPLE OF KURDISTAN
1183532838538235904 2019-10-13 19:59:52 -0400 <dontfukwitmeh> @carolynkephart @realDonaldTrump I also think Stephen Miller does trumps tweets!!!
1183532837707771904 2019-10-13 19:59:52 -0400 <DavidKWilson5> @admiralonline @PVisnick @michaelbeatty3 @realDonaldTrump Just intuition. Like I said- suspicious. Just ranting. No solid case. Trying to persuade very unconvincingly. I don’t know you. But I know a Christian when I meet them. We are like-minded. We study the same. Words matter. Yours sound-deceptive. Hiding. The wolf.
1183532837649170434 2019-10-13 19:59:52 -0400 <HopeFreedom13> @realDonaldTrump Several ISIS fighters have escaped already. Our national security is at great risk. The world sees us as a country you cannot trust.
1183532837364027395 2019-10-13 19:59:52 -0400 <jnjacobsonmd> @realDonaldTrump You should apologize for your cowardice
1183532836005040128 2019-10-13 19:59:51 -0400 <dae0ne1> @CanaLib4 @MatthewJshow @realDonaldTrump But isn’t that what our big ass military is for? No wait renting them to Saudi Arabia is what the military is for?
1183532835329789952 2019-10-13 19:59:51 -0400 <colabyrd6250> Blood is on your hands Trump! A special place in hell for people like you! @realDonaldTrump
1183532835052765184 2019-10-13 19:59:51 -0400 <Anna_63> @RealJack @realDonaldTrump Stop advertising your nonsense..
1183532834918719488 2019-10-13 19:59:51 -0400 <rwalker7841> @realDonaldTrump
1183532834192908288 2019-10-13 19:59:51 -0400 <tkb1234> @realDonaldTrump  https://t.co/heIr6wd6Kf
1183532833807028224 2019-10-13 19:59:51 -0400 <BPSGroup> @AllForLoveQ @realDonaldTrump Don't cha just LOVE AI?  Well... YOU prolly don't.  https://t.co/toZnK7E7HC
1183532833031090177 2019-10-13 19:59:51 -0400 <LCARP620> Feels like pressure to me @realDonaldTrump @GOP
1183532830938169349 2019-10-13 19:59:50 -0400 <dradar59> @BobertDaniel @haydenblack @realDonaldTrump You obviously don’t understand what a Constitutionalist is.
1183532830283980801 2019-10-13 19:59:50 -0400 <Peterfi64924886> @realDonaldTrump Lol you are so naive it funny, you have started WWIII and you don’t even know it
1183532830246293510 2019-10-13 19:59:50 -0400 <BrandenMLane> @realDonaldTrump  https://t.co/0BJWiiKOKA
1183532830091075586 2019-10-13 19:59:50 -0400 <Bleuteardp> @ROTBre @realDonaldTrump Oh my word...I pulled a Trump..*be*
1183532829990363139 2019-10-13 19:59:50 -0400 <Swrobles> @realDonaldTrump Impeachment is in the constitution.  Telling people you are going to characterize a call,not a crime.  You are a danger to our national security, diplomacy,  relations with our allies, the environment and our health.   And a confessed criminal.   Country over party.
1183532829013139457 2019-10-13 19:59:50 -0400 <LovingLark> @realDonaldTrump  https://t.co/6LgGx6ktKy
1183532827738103810 2019-10-13 19:59:49 -0400 <slkrhodes> @BetoORourke Discrimination against gays is unAMERICAN @realDonaldTrump
1183532827226361856 2019-10-13 19:59:49 -0400 <A_ParadigmShift> @realDonaldTrump Because then, they can’t spin it if it gets messy. Right now, they can just blame you. If it gets worse or you intervene(someone will get hurt), they have something to throw at you.
1183532827079593984 2019-10-13 19:59:49 -0400 <lilacswansong> @DMMarquez @cmccbyfaith @hustler_chitown @realDonaldTrump Followed
1183532826781716485 2019-10-13 19:59:49 -0400 <Boy420Dog> @realDonaldTrump "And now, for the rest of the story..."  https://t.co/irw212CWD3
1183532825359847424 2019-10-13 19:59:49 -0400 <guerritantx> @realDonaldTrump @marklevinshow @FoxNews #ImpeachTrump  #TraitorTrump
1183532825171103745 2019-10-13 19:59:49 -0400 <KindaAmish> @DevinNunes @realDonaldTrump just one more reason not to live in that dump. we're taxed to death here in PA. and still paying $2.55 for 87 octane reg.
1183532824034299905 2019-10-13 19:59:48 -0400 <terril49> @realDonaldTrump @greggutfeld @GregGutfeldShow @FoxNews I heard your speech mocking Lisa Page and Peter Strzok. Was that a transcript you were reciting, or were you making it up? Should you be sued by them? Hmm??
1183532823724118017 2019-10-13 19:59:48 -0400 <justjo2> @ThePlumLineGS @realDonaldTrump #RepublicanVoters #IndependentVoters  #Evangelicals  #MAGA
1183532822834728960 2019-10-13 19:59:48 -0400 <resistthedonkey> @realDonaldTrump  https://t.co/9QwWsqM0Zh
1183532821815742465 2019-10-13 19:59:48 -0400 <fohtohgirl> Tag him, you coward. @realdonaldtrump
1183532821060689921 2019-10-13 19:59:48 -0400 <musiklpn> @LindseyGrahamSC @realDonaldTrump Really???  https://t.co/boMxnOxCcw
1183532820670681090 2019-10-13 19:59:48 -0400 <JeffKaplan88> No! Not the result of US policy.  This solely the results of an ignorant fool occupying the Oval Office. This is entirely on @realDonaldTrump and his #GOP enablers
1183532820167217152 2019-10-13 19:59:47 -0400 <SopheakrK> @realDonaldTrump The Art of the Dealt
1183532819911303168 2019-10-13 19:59:47 -0400 <Itsagoodlife48G> @aggiesgirl5 @FoxyJackieBrown @realDonaldTrump Pure Anguish 💔
1183532819341070337 2019-10-13 19:59:47 -0400 <1972cubsfan> @SecAroundGlobe @realDonaldTrump @marklevinshow @FoxNews @TwitterSupport For killing Kurds
1183532818829369346 2019-10-13 19:59:47 -0400 <raeofsunshin866> I’ve been silent for too long. Do something! You ugly person. 😠 @realDonaldTrump  I’m ashamed to call you my president. So many are being slaughtered and ISIS members are now back out there. And for what?!
1183532817847898114 2019-10-13 19:59:47 -0400 <Iddybud> @realDonaldTrump @BarackObama  https://t.co/gWJcwK7UbI
1183532817428467712 2019-10-13 19:59:47 -0400 <ldstarr18> @SenBobCorker Tag him!!! @realDonaldTrump
1183532815373103104 2019-10-13 19:59:46 -0400 <pearlpearlman> @kyleRok @RepDougCollins @realDonaldTrump young man get off twitter and read the constitition...it might help you understand how our country works
1183532815318564864 2019-10-13 19:59:46 -0400 <mmariani22> @JeffreyGuterman @realDonaldTrump Your head’s in the gutter, man
1183532814362394624 2019-10-13 19:59:46 -0400 <McDrumsounds> @realDonaldTrump UN-FUCKING-HINGED! #FakePresident #LiarInChief #Kurds #KurdishBetrayal #ImpeachmentInquiry #ImpeachTrumpPenceBarr #unhinged #StableGenius
1183532813800427525 2019-10-13 19:59:46 -0400 <CallMeTiaFancy> @realDonaldTrump this is your doing. You are a heartless, tiny, insecure stupid, monster.
1183532813146099713 2019-10-13 19:59:46 -0400 <dcnative2020> @realDonaldTrump @marklevinshow @FoxNews Anyone wondering about Hunter and the difference between a Biden and a trump should watch this and retweet widely.  https://t.co/RZuZEwOrL3
1183532813028659200 2019-10-13 19:59:46 -0400 <ES_F__NQ_F> @realDonaldTrump Finally a president who is not a warmonger way to lead Mr Trump
1183532812533526528 2019-10-13 19:59:46 -0400 <DeniseKirchubel> @realDonaldTrump #BloodOnTrumpsHands #TrumpBetrayedOurAllies #TrumpBetrayedTheKurds #TrumpGenocide
1183532812147789825 2019-10-13 19:59:46 -0400 <Gingelle77> @realDonaldTrump @marklevinshow @FoxNews  https://t.co/48OWD4CGGB
1183532812101660678 2019-10-13 19:59:46 -0400 <gbunn2> @realDonaldTrump Hey Genius! Because of your stupid decision to remove US military support ISIS prisoners escaped because the Kurdish guards left to fight Turkey. You have made the US and the 🌎 LESS SAFE. For this &amp; many other crimes you must be #IMPEACHED! 🤥🤡  @HouseDemocrats @SenateGOP @CNN
1183532810801504257 2019-10-13 19:59:45 -0400 <iamrobineublind> @GOP @DonaldJTrumpJr @realDonaldTrump @LouisianaGOV didn't cause Louisiana to be dead last in every single socioeconomic metric. The @LAGOP and the national @GOP did that with decades of financial and social abuse. #DefeatGOP to #MakeAmericaGreatAgain
1183532810637905920 2019-10-13 19:59:45 -0400 <JHanuszczyk> @LindseyGrahamSC @realDonaldTrump Oh yeah, I’m sure the #Kurds are feeling good about sanctions. I hope someday you both have a miracle of consciousness and the deaths of the #Kurds haunt you in this life &amp; for eternity.
1183532810499493891 2019-10-13 19:59:45 -0400 <LoriHannah58> @realDonaldTrump Prove it. I want to hear it from the farmers. All you do is lie.
1183532810239389697 2019-10-13 19:59:45 -0400 <JacquieGhosh> @realDonaldTrump Oh yes, the Kurds are really worried about keeping their prisoners while they’re being slaughtered you SOCIOPATH. You allow Turkey to brutally murder our allies for what? A new hotel? When ISIS does attack us, it will be because you allowed it. #TrumpGenocide #WorstPresidentEver
1183532809551564800 2019-10-13 19:59:45 -0400 <45needstogo1> @LindseyGrahamSC @realDonaldTrump  https://t.co/lOlFPEMHay
1183532808645554177 2019-10-13 19:59:45 -0400 <walrus_zombie> @realDonaldTrump  1 question Donald Trump, what should 0 divided by 0 equal? I believe 0 divided by 0 should = infinity. Because 0 + 0 = 0, 0 fits into 0 infinitly so therefore 0 divided by 0 should equal infinity right?
1183532808150622210 2019-10-13 19:59:45 -0400 <arlowoodward> @realDonaldTrump Nobody believes your bullshit, Donghazi.  https://t.co/adWC3okqdO
1183532807852908544 2019-10-13 19:59:45 -0400 <seanwhiter> @MLPSTA @tedlieu @realDonaldTrump The Saudis pay for them, but in which pockets?
1183532807303262208 2019-10-13 19:59:44 -0400 <renedschultz> @realDonaldTrump @GOP @LindseyGrahamSC you ALL have innocent blood on your hands! you sit at your golf course without a care in the world about babies and mothers and fathers and elders dying by ruthless murders #KurdsBetrayedByTrump #BloodOnTrumpsHands #TrumpBetrayedOurAllies  https://t.co/YAC7M9qBIA
1183532806862819328 2019-10-13 19:59:44 -0400 <CarlosM96952014> @WhiteHouse @realDonaldTrump  https://t.co/a7j6TKTk2L
1183532805868920832 2019-10-13 19:59:44 -0400 <Butterfly057> @realDonaldTrump U r 💩💩💩💩💩💩💩
1183532805227253762 2019-10-13 19:59:44 -0400 <ashbergh> @GerickeMorne @MatthewJshow @realDonaldTrump  https://t.co/bP1rzMoIQb
1183532803922825216 2019-10-13 19:59:44 -0400 <canuhearmenow3> @realDonaldTrump No actually the media is swamped trying to keep up with all your lies, scams and deceptions .......
1183532803117518848 2019-10-13 19:59:43 -0400 <Geekgirlfinds> @realDonaldTrump Catch up, they are already out.
1183532801964027904 2019-10-13 19:59:43 -0400 <doofusbrane> @LindseyGrahamSC @realDonaldTrump Your humiliation is complete.
1183532801485725696 2019-10-13 19:59:43 -0400 <Dillslife> It really doesn’t matter which party you vote for. What @realDonaldTrump has done is unthinkable and needs to be impeached and jailed
1183532800504291328 2019-10-13 19:59:43 -0400 <tracyflynn19> @SenSchumer @realDonaldTrump That has been our question since the election and the campaign.
1183532800391221248 2019-10-13 19:59:43 -0400 <BrendaS81623844> @P0A_Triot23 @realDonaldTrump @WhiteHouse I wondered about this “being” when I first saw this! What are Eniki
1183532800294694913 2019-10-13 19:59:43 -0400 <AlexPhD1> @itsJeffTiedrich @realDonaldTrump @marklevinshow @FoxNews This treasonous theft has the audacity to use the word 'crook'.
1183532800085024772 2019-10-13 19:59:43 -0400 <nashmallow25> @realDonaldTrump @realDonaldTrump You don't know that. The Democrats on those seats were chosen by The People. Or are you really threatening to get rid of them? You don't have that power. This is a Democracy, you Tyrant. WE have the power. #STFU #UselessPOTUS
1183532800038883329 2019-10-13 19:59:43 -0400 <Temocracy17> @gbahan @jjauthor @Hoosiers1986 @realDonaldTrump Who will you sell your soybeans to?
1183532795466936321 2019-10-13 19:59:42 -0400 <kennedy5112> @darhar981 @Airbornex82nd @realDonaldTrump Rob who?
1183532795433381890 2019-10-13 19:59:42 -0400 <m_horsey> @marcorubio Because you prop up @realDonaldTrump in hopes to get 50 more votes. Ending up being about 200 lives for every vote he helps you get.
1183532795202822144 2019-10-13 19:59:42 -0400 <neileisen> @Bigmidge19621 @LindseyGrahamSC @realDonaldTrump Too bad I’m already following you.  I wanted to do it again after reading your tweet.
1183532795143938048 2019-10-13 19:59:41 -0400 <LuLucy8> @ToddGo4th @ChrisJZullo @realDonaldTrump Bot not bot
1183532795039059968 2019-10-13 19:59:41 -0400 <4tybin> @realDonaldTrump Traitor. You want to side with Putin while he destabilizes NATO. The question is WHY??   https://t.co/3aTcu06tQD
1183532793231314945 2019-10-13 19:59:41 -0400 <stevejo13943275> @fortressfin @JohnTho32816215 @realDonaldTrump @ewarren I wouldn’t let her run a chook raffle
1183532793088876544 2019-10-13 19:59:41 -0400 <cdman69> @realDonaldTrump #MAGA
1183532792598188032 2019-10-13 19:59:41 -0400 <markp81> @realDonaldTrump Will you, sir, kindly leave for bad ratings, also?
1183532792472330251 2019-10-13 19:59:41 -0400 <TyphoonRandee> @SavagePooh209 @warriorsworld @realDonaldTrump Now do reality show clowns! 🤡  https://t.co/maMIolHWw7
1183532792417665024 2019-10-13 19:59:41 -0400 <sgtkeebler> @realDonaldTrump This is like one of those tweets where you ask yourself if the president of the United States is either a moron or very mentally ill
1183532792040361984 2019-10-13 19:59:41 -0400 <Kfred4LSU> @DavMicRot @realDonaldTrump @marklevinshow @FoxNews Boy this guy is really out there and his friends their elevators don’t got to the top floor either!
1183532791134412802 2019-10-13 19:59:41 -0400 <westtisbury> @realDonaldTrump  https://t.co/kFssNzpcqf
1183532790815612936 2019-10-13 19:59:40 -0400 <MsJulie> As a #ProLife American, thank you @realDonaldTrump &amp; @SeemaCMS for proposing the #NoHiddenAbortionFee rule. Now please finalize the rule so Americans are no longer forced to pay a hidden abortion surcharge in health insurance plans!
1183532789406322688 2019-10-13 19:59:40 -0400 <traitortrumpsux> @realDonaldTrump @greggutfeld @GregGutfeldShow @FoxNews TRAITOR(s)  https://t.co/IUjOE2bhAT
1183532789376966656 2019-10-13 19:59:40 -0400 <horseplayerphil> @JulianSvendsen @DaveHol56566700 @realDonaldTrump He’s the worst president ever
1183532789251084288 2019-10-13 19:59:40 -0400 <GreatScot8> @fortressfin @Winning45KAG @realDonaldTrump @ewarren Big Bird
1183532788168966147 2019-10-13 19:59:40 -0400 <fps247> @bjcreigh @realDonaldTrump  https://t.co/D1v9tbHUwO
1183532787787358216 2019-10-13 19:59:40 -0400 <lizzybean3712> @realDonaldTrump   WTG
1183532787342532613 2019-10-13 19:59:40 -0400 <zimney_leanna> @realDonaldTrump @greggutfeld @GregGutfeldShow @FoxNews Just release the tapes then the truth will be out there,  they'll be subpoenaed anyways, oh Happy #impeachment couldn't happen to a better president!!  https://t.co/M1y4WkiNEU
1183532786994634752 2019-10-13 19:59:40 -0400 <RollinsLynda> @realDonaldTrump One day, more will see you for what you are
1183532786797273088 2019-10-13 19:59:40 -0400 <Therealunreal4> @NewsCorpse @realDonaldTrump @marklevinshow @FoxNews What is with the already ridiculous hair?
1183532783987253251 2019-10-13 19:59:39 -0400 <AlexJohnsonFry1> @Lorrain68509846 @KevinKindelber2 @JoeySalads @realDonaldTrump No it wasn’t! He has admitted it!!! He doesn’t say “I never pissed in my mouth” he says “I didn’t drink piss because I didn’t swallow” it’s not fake at all you are a sheep. The nazi photo isn’t fake either
1183532782934466562 2019-10-13 19:59:39 -0400 <JKDeL1> @realDonaldTrump Winning winning WINNING!!!
1183532782418644993 2019-10-13 19:59:38 -0400 <Mego808> @DanCrenshawTX Cc: @realDonaldTrump
1183532781206458368 2019-10-13 19:59:38 -0400 <callierules4151> @Libtees @SecAroundGlobe @realDonaldTrump @marklevinshow @FoxNews Stop playing both sides.
1183532780707287040 2019-10-13 19:59:38 -0400 <DonnaCupp> @realDonaldTrump Just go away..
1183532780023451648 2019-10-13 19:59:38 -0400 <hdann12> @realDonaldTrump Trump is Great president for USA, he Stands for fairly and Justices,  Equal trades exchange reciprocal. Treats Taiwan is freedom democracy country,true history:  https://t.co/hNeU83aAGB,/TW history. Chiang K S/ROC KMT party was EXILED of China,occupied Taiwan,forced ILLEGALLY..
1183532779377528832 2019-10-13 19:59:38 -0400 <resistthedonkey> @tedlieu @realDonaldTrump  https://t.co/9QwWsqM0Zh
1183532779243560960 2019-10-13 19:59:38 -0400 <DebbieSVA> @GraceSm16250397 @laladytoclt @realDonaldTrump @greggutfeld @GregGutfeldShow @FoxNews You did not answer my question?  If you are anti war, then do you think it is okay for Trump to send troops to protect Saudi Arabia?  Yes or No?
1183532778635386881 2019-10-13 19:59:38 -0400 <CodyFrankSmith> @emanonu @clockworkgarnet @TrumpWarRoom @realDonaldTrump Site your sources
1183532776450076672 2019-10-13 19:59:37 -0400 <LarryGeneMartin> @realDonaldTrump @marklevinshow @FoxNews  https://t.co/Afjf0NiaPs
1183532775808389120 2019-10-13 19:59:37 -0400 <oiluvsummer> @hyloguy @Hallelluyaah @MiaFarrow @realDonaldTrump What the heck is wrong with you? I feel really bad for you.  “The media goes out of its way to avoid casting President Trump in a positive light” which in turn adds fuel to your hatred if you listen to them.  I hope you change your news sources.
1183532775644815360 2019-10-13 19:59:37 -0400 <ronsterd89> @realDonaldTrump It is hoped that the teams of both sides will work hard to finalize the agreements of the "phase one" as soon as possible and continue to push forward in follow-up consultations, he added.
1183532775468494848 2019-10-13 19:59:37 -0400 <bitchinbowties> @JeffreyGuterman @realDonaldTrump That's what psychopaths do.
1183532775305105409 2019-10-13 19:59:37 -0400 <JimHatchet> @realDonaldTrump @marklevinshow @FoxNews #MAGA2020 #MAGA2020Landslide
1183532774885675011 2019-10-13 19:59:37 -0400 <Sudacass2> @LindseyGrahamSC @realDonaldTrump Sanctions? Sanctions? Erdogan played Trump. Trump played you and USA. Erdogan will drop out of NATO, confiscate Trump Towers (two towers not one) and rename it Putin Phallus Palace. I can’t see Russia from my house but I can see Turkey giving Trump the finger 🖕🏽from here.
1183532774332010499 2019-10-13 19:59:37 -0400 <keithdrichard> @realDonaldTrump You have a LOT of blood on your hands already. Your incompetent criminality is killing people.
1183532774218588161 2019-10-13 19:59:37 -0400 <ChickenRocko> @DeanObeidallah @realDonaldTrump Umm...that’s not trump asking him to interfere in our election.  That’s him asking Zelensky to investigate the firing of a Ukrainian prosecutor.  Also, pretty sure he asked Zelensky to investigate possible Ukrainian meddling in the 2016 election soooo
1183532774013243394 2019-10-13 19:59:36 -0400 <chrisvinyl> @ChanceFrom79th @realDonaldTrump He meant the other endless wars, not THAT one.
1183532773480501248 2019-10-13 19:59:36 -0400 <hxernst> @Bjohnson6661 @h8Wankmaggot45 @realDonaldTrump Ok BOT
1183532771534348288 2019-10-13 19:59:36 -0400 <Josh07242581> @7HBS9 @williamlegate @realDonaldTrump Fact check: China is a communist country that doesnt believe in human or workers rights and the leader murders people and imprisons people for saying bad things about him (because his ego i guess) so believe that piece of shit 👌
1183532771408601090 2019-10-13 19:59:36 -0400 <gbs1043> @realDonaldTrump @marklevinshow @FoxNews He's also completely FOS. Just a Trumpanzee talking head.
1183532771198881792 2019-10-13 19:59:36 -0400 <EdwardPacey> @realDonaldTrump Delusional crackpot.
1183532770758483968 2019-10-13 19:59:36 -0400 <raangood> @tinkmcandrew @Sansreproach @CSinsenos @mmpadellan @Jim_Jordan @realDonaldTrump That’s not an answer
1183532770750095360 2019-10-13 19:59:36 -0400 <Aglet29998309> @angerybirbs @realDonaldTrump dude don't insult my dad
1183532770703953920 2019-10-13 19:59:36 -0400 <Miss_Fedelm> @realDonaldTrump The little boy needs a nap.
1183532769881624576 2019-10-13 19:59:35 -0400 <andy_mccormac> @realDonaldTrump YOU ARE STILL DESERVEDLY GETTING IMPEACHED!
1183532769063919616 2019-10-13 19:59:35 -0400 <sherrysager1> @realDonaldTrump Like we can trust you?
1183532769026011137 2019-10-13 19:59:35 -0400 <NorthernLightzg> @realDonaldTrump Thank you for keeping them out of long beach, can you help keep our power on?
1183532768933924866 2019-10-13 19:59:35 -0400 <papa1z> @real_defender @realDonaldTrump @RudyGiuliani Says the bot.
1183532767184871424 2019-10-13 19:59:35 -0400 <DeansherryS> @realDonaldTrump World Peace LOL you started a war on our Allies and brought our troops back so there can be murders which their blood is on your hands. You are a disgrace to America and The American people. #Resign #ImpeachTrump
