1129899465622654979 2019-05-18 19:59:59 -0400 <biggandygibb> @realDonaldTrump @CNN @FoxNews @NBCNews @MSNBC @GOP
1129899391098204164 2019-05-18 19:59:42 -0400 <PlethoraMounds> @Sho2da_pan @Twither407 @Alpha_Omega_Yah @Aug1405 @mauidiver1 @Kansasgirlinca @MASSOD5778 @JKriegsturm @EpicEthanol @KSwartz6364 @vetpatriot17 @SweetnessTex93 @Shaolin_718 @Bigbillshater @ToscaAusten @tagruber @tammy_maga @digupdead @I_missJohnWayne @RANSID09 @LadyNY4Ever @308saiga @MG62967 @realDonaldTrump #HispanicsForTrump 🌮❤️🇺🇸 #LatinosForTrump  #MAGA 🇺🇸🗽 #MAGA2020 #KeepAmericaGreat 🌞 #TrumpNation #PatriotsUnited #AmericaFirst 🇺🇸❤️  https://t.co/zZJcUrTS9w
1129899388174782466 2019-05-18 19:59:41 -0400 <BrettPatrickPo1> @realDonaldTrump Why are you always complaining Donald ?? I thought you were making the place great again ??.
1129899387059167235 2019-05-18 19:59:41 -0400 <BJR3_Boston> @PalmerReport @realDonaldTrump Immediate? I think whatever he has is waay past current medical treatment. Might be best to cryo him until 2080.
1129899387029790721 2019-05-18 19:59:41 -0400 <PunjabNagy> @CREWcrew It starts at the top.... @GOP @TheDemocrats #TheResistance #DerangedDonald @realDonaldTrump  @WhiteHouse
1129899383993114625 2019-05-18 19:59:40 -0400 <CanBeOnly1Leage> @BernieSanders @SenSanders @People4Bernie @berniethoughts rally in #AugustaGA was amazing  Had some great things to say about the biggest failure in US presidential history #PathologicalLiar  @realDonaldTrump u gotta go #ByeByeTrump #TimesUp #Bernie2020 #FeelTheBern #GoDawgs  https://t.co/yWMhvpv2pM
1129899383716220929 2019-05-18 19:59:40 -0400 <tomkatz> Those victimized by @DOEChancellor racist policies must fight back!   https://t.co/dyjBko6amI  @SenTedCruz @BreitbartNews @foxnewsradio @realDonaldTrump
1129899382973689856 2019-05-18 19:59:40 -0400 <MrDeweyC1> @realDonaldTrump Projecting and distracting from your malfeasance.  Mobster and traitor, a house of orange diseased cards.
1129899380222418944 2019-05-18 19:59:39 -0400 <jenifer__5> @SethAbramson @realDonaldTrump Or tweet how Justin Amash likes open borders and crime
1129899379370987524 2019-05-18 19:59:39 -0400 <AndreasBoos> @realDonaldTrump  https://t.co/Cxk4NbR6os
1129899378901233664 2019-05-18 19:59:39 -0400 <danrockss> @realDonaldTrump These are not facts it's something you spewed out of your mouth.
1129899377651326981 2019-05-18 19:59:38 -0400 <RealWesDay> @MarcFinkbeiner @GrrrGraphics @realDonaldTrump Yeah, every single one of the things you cite are events.  None of them are instances of propaganda.  You people just eat that shit up about all Dems liking Hilary and proud of Benghazi — or and I guess anyone who doesn’t support trump wants to kill babies after their born. Yawn
1129899375323299840 2019-05-18 19:59:38 -0400 <FeralYam> @SethAbramson @realDonaldTrump I’m here for it🍷🍿
1129899375117778950 2019-05-18 19:59:38 -0400 <CuriousCb> @realDonaldTrump No one cares what you say #BillionDollarLoser the BEST THING to ever come out of your #corruption is the fact that the world now knows how deeply in debt u are how stupid u are what a lousy businessman u are &amp; your illegal ways of making money 😂😂  https://t.co/p534ym1JTZ
1129899373049946112 2019-05-18 19:59:37 -0400 <charliemex1980> @AIDS_United @realDonaldTrump For the Democrats on here saying this AIDS UNITED ad is fake here is one of their other ads from a month or so ago complaining to the Trump Administration asking him to make changes. Now they are thanking him for the changes he made.  https://t.co/kqBpser28m
1129899372039135232 2019-05-18 19:59:37 -0400 <u2fellowcitizen> @SethAbramson @realDonaldTrump William Barr on line one. He wants to know if he should start the investigation today, or wait until open of business Monday morning.
1129899371968061443 2019-05-18 19:59:37 -0400 <AdrienneMH2425> @realDonaldTrump Oooooh. Catchy. Very catchy. And all by yourself, too! 🙄
1129899371699494912 2019-05-18 19:59:37 -0400 <stangplt51> @RyanHillMI @realDonaldTrump @SallyQYates @ChrisChristie @RepCummings @BarackObama  https://t.co/LUOmzQFzDN
1129899371363950592 2019-05-18 19:59:37 -0400 <Esso_387> @MAGAGwen @KAG4All @realDonaldTrump Suckingup?
1129899367626870785 2019-05-18 19:59:36 -0400 <barbarafmariano> @BradParker_ @maggieNYT @daveweigel @realDonaldTrump Child handcuffs!
1129899363684245505 2019-05-18 19:59:35 -0400 <QuakerNana> @realDonaldTrump Donald, per @justinamash "Contrary to Barr’s portrayal, Mueller’s report reveals that...Trump engaged in specific actions and a pattern of behavior that meet the threshold for impeachment." You think we don't see you? Oh we all do 'The Emperor Has No Clothes' statue by Indecline  https://t.co/rQ9Ndgm1kv
1129899363289915393 2019-05-18 19:59:35 -0400 <TreyPeezy4sheez> @SethAbramson @realDonaldTrump Count on it like the sun rising in the east in the morning
1129899361926823936 2019-05-18 19:59:35 -0400 <jimtwit7485> @funder @realDonaldTrump Why not you are.
1129899359179558912 2019-05-18 19:59:34 -0400 <JessicaOutLoud> @GOP @realDonaldTrump Everyone needs to make the connection between baby boomers leaving the market and the labor market. Trump is responsible for exploding deficits, tax scam, farmers going bankrupt &amp; tariffs equal to the largest tax INCREASE in DECADES!  https://t.co/0jZoIgfDd1
1129899357216628738 2019-05-18 19:59:33 -0400 <daveybeck> @SethAbramson @realDonaldTrump Like clockwork! FOX News has a new enemy for the evening!
1129899354779635712 2019-05-18 19:59:33 -0400 <DarlenePlantier> @CDNeil77 @womensmarch @CREDOMobile @MPower_Change @Twitter @wmarchsf @WomensMarchNYC @realDonaldTrump I’d leave
1129899353437380608 2019-05-18 19:59:33 -0400 <Blue_Sunflowers> @AIDS_United @realDonaldTrump Trump doesn't give a shit about you.
1129899350962970625 2019-05-18 19:59:32 -0400 <AndreasBoos> @realDonaldTrump  https://t.co/Cxk4NbR6os
1129899349310357504 2019-05-18 19:59:32 -0400 <William28918501> @realDonaldTrump  Mr Trump.  Thank You for being a Great President.  I'm definitely going to vote YOU in 2020.   My name is William Lynch and I live in Providence Rhode Island.
1129899347234164736 2019-05-18 19:59:31 -0400 <Daniela99620148> @realDonaldTrump  https://t.co/fiNG8fYLoW
1129899345850130432 2019-05-18 19:59:31 -0400 <nelsguvi> @MistyPh91192575 @EdKrassen @realDonaldTrump “Having a cure for HIV is a Major right” what does this even mean? You’re original tweet propounded that he had personal interest in the matter...
1129899344633749505 2019-05-18 19:59:30 -0400 <eddall> @SerendipityDizl @Debwrightjones @realDonaldTrump We should remind Joe where his leader Obama who led us
1129899343899746309 2019-05-18 19:59:30 -0400 <79topper> @OpenSecretsDC @realDonaldTrump russian traitors
1129899337251741697 2019-05-18 19:59:29 -0400 <Matthewthebook> Kept “secret”? Oh my! It was exposed in the Wikileaks dump. Emails suggested that would be the direction if @realDonaldTrump was to win. Are you kidding me? Why the intentional lie? If not a lie, why didn’t you do a little research before, lying, to the American people?
1129899336215793664 2019-05-18 19:59:28 -0400 <jewelies42> @Skigirl790 @oXHAZELXo @realDonaldTrump ?? You have a back cure?
1129899333275521024 2019-05-18 19:59:28 -0400 <kincsi_chris> @GOPChairwoman @realDonaldTrump #BackwardsBiden
1129899330347962370 2019-05-18 19:59:27 -0400 <CharlesRobinLee> @BrendaR44430265 @TexanPaula @Adrienne711 @usmade100 @Nick30664336 @BenejamYsabel @JjarvisJEFF @Benstrauss7 @ScroogeMcgruel @MariaPinam27 @Hmcruzr @NoGuff1 @porfie_moreno @TomRevisited1 @WickedWarrior5 @PiesPeggy @americanconsnet @KittyLovesGod @Notaliberal7 @M35620522Jackie @poolesignsurve2 @67Coronet @07gibsonlp @davecoolworld @robeaves64 @fedxjetmech @sir_blacula @TonyinDFW @fudanshi15 @rubywright1 @jennifer_outen @SeeingRed02 @shepkevin @NightStar44 @Tristan03154057 @PapaDavid15 @JJMcC31 @oolpearl @nlmnewzealand @Glorify_thyName @realDonaldTrump @CBSNews @abcnews @baltimoresun @SenSchumer @latimes @ajc @dallasnews @stltoday Honestly, I went through all the Tweets I’d sent &amp; found nobody. I have noticed better than half my Tweets are shown &amp; there’s been plenty to discuss. I hope this doesn’t again!
1129899329492099073 2019-05-18 19:59:27 -0400 <Anthony70858347> @Wah_Industry @Nemesis_wanted @nuketimepiece @VicedRhino @realDonaldTrump Being able to change your mind is a good thing. Especially after reviewing the data.
1129899324991836160 2019-05-18 19:59:26 -0400 <legangster34> @Top_Sergeant @realDonaldTrump Trump loves America and cares for our citizens unlike you who continually bashed our president for nothing while Trump has been doing good for our nation!
1129899324006117383 2019-05-18 19:59:26 -0400 <AndreasBoos> @realDonaldTrump @FoxNews  https://t.co/Cxk4NbR6os
1129899322953281536 2019-05-18 19:59:25 -0400 <G491Joe> @belcherjody1 @JayneMachacek @realDonaldTrump 😂😂😂🤪
1129899320717848577 2019-05-18 19:59:25 -0400 <SaraSmirks> @realDonaldTrump my country has always been great. it's you who is debasing it
1129899313474224128 2019-05-18 19:59:23 -0400 <SalzenBart> @GOP @realDonaldTrump  https://t.co/TvTWjilnXV
1129899305928724480 2019-05-18 19:59:21 -0400 <AndreasBoos> @realDonaldTrump  https://t.co/Cxk4NbR6os
1129899305777504256 2019-05-18 19:59:21 -0400 <LFraserAC> @realDonaldTrump Who wrote this?
1129899304091607040 2019-05-18 19:59:21 -0400 <LynneBoatright> @realDonaldTrump Per Oscar el Blue's FB vid ..plz watch ..about 6:00 tonight, 80-100 illegals plus Sri Lankans have just gotten to Chiapas headed this way.  @IngrahamAngle @VP @JesseBWatters @JudgeJeanine @senlyndseygrahamsc @greggutfeld @PeteHegseth
1129899303177203712 2019-05-18 19:59:21 -0400 <fishingfever06> @TomFitton @realDonaldTrump yeah........................... where'd get that from?????
1129899298915790848 2019-05-18 19:59:20 -0400 <tellthetruth53> @GOP  @realDonaldTrump  @RepMarkMeadows  @Jim_Jordan  Thank goodness there is at least one Republican who put country over party!!!  Bravo... thank you!
1129899296982228997 2019-05-18 19:59:19 -0400 <Ali42692744> @A_Raefipour @realDonaldTrump We are ready.waiting for a command by Ayatollah Khamenei  https
1129899295744905216 2019-05-18 19:59:19 -0400 <MJGarciaKCMO> GOP Congressman Says @realDonaldTrump Engaged In Impeachable Conduct. That's not Making America great  https://t.co/NMlQIHjtjA …
1129899295434518529 2019-05-18 19:59:19 -0400 <Bigtrail2> @TomFitton @realDonaldTrump I pick things up and put them down
1129899292997705728 2019-05-18 19:59:18 -0400 <okiemoody> @GayCowDan @Top_Sergeant @realDonaldTrump Not from you princess
1129899292510920706 2019-05-18 19:59:18 -0400 <Lauremari2> @realDonaldTrump How prescient of you. You will be leaving soon.  #TickTock
1129899291860979712 2019-05-18 19:59:18 -0400 <cathonwalton> @realDonaldTrump You are a bigly liar
1129899285816991744 2019-05-18 19:59:16 -0400 <PolAgnostic> "We seal off the city, no one leaves. We cut the phone lines to stop the spread of disinformation."   Anyone have difficulty imagining Zuckerberg or Dorsey taking the same approach as 2020 election draws closer? @realDonaldTrump @drawandstrike  https://t.co/yGa9nzaDDt via @YouTube
1129899282054754305 2019-05-18 19:59:16 -0400 <AWAG_saltwater> @realDonaldTrump Didn’t you read what he said about you.
1129899281479946240 2019-05-18 19:59:15 -0400 <dewolf732> @DrDenaGrayson @GOP @justinamash @realDonaldTrump Ok a nice gesture, but I’m not really convinced @JustinAmash blocks Resistors and any politician blocking citizens is questionable.  I never heard of him before and I’m blocked.  Check tomorrow and see if his staff blocks more of you.  GOP is still GOP - I don’t trust them.
1129899279533920256 2019-05-18 19:59:15 -0400 <AndreasBoos> @realDonaldTrump  https://t.co/Cxk4NbR6os
1129899279311675393 2019-05-18 19:59:15 -0400 <MomRovin> @SenJoniErnst @realDonaldTrump This makes me scream  https://t.co/D0pBTqcnlU
1129899274400141312 2019-05-18 19:59:14 -0400 <JeffCSatterwhit> @realDonaldTrump Just as soon as your impeached!
1129899272013398016 2019-05-18 19:59:13 -0400 <colinjgriffith1> @Lrihendry @realDonaldTrump Bot
1129899271619321857 2019-05-18 19:59:13 -0400 <lascari_patty> @realDonaldTrump You love her?  🤔😋  https://t.co/9YmOSwqx8z
1129899270855831553 2019-05-18 19:59:13 -0400 <ResistNonsense> @realDonaldTrump  https://t.co/q9KLrbedgA
1129899264983875584 2019-05-18 19:59:11 -0400 <Agentspy68> @jax_superdave @TomFitton @realDonaldTrump @JudicialWatch #DerangedDonald
1129899263306149888 2019-05-18 19:59:11 -0400 <MKay54> @GOP @realDonaldTrump @LaraLeaTrump OH HEY  Miss I'm an ENTITLED ELITIST Trump, A REPUBLICAN Congressman who can see through Your Daddy in Law's LIES and TREASON JUST CALLED HIM OUT FOR COMMITTING IMPEACHABLE OFFENSES.   OH YEAH and he called out his CORRUPT LAWYER BILLY BOY BARR!  #ImpeachTrump #ImpeachBarr
1129899260609269762 2019-05-18 19:59:10 -0400 <McCoy_Murphy99> @realDonaldTrump @realDonaldTrump  @realDonaldTrump  https://t.co/HP812MjLWb
1129899260076535808 2019-05-18 19:59:10 -0400 <DebbieSVA> @realDonaldTrump How did your wife and family get in??? Any comment on all the illegal immigrants you employed? Hypocrite!  I think you are just trying to rally your base since a Republican just called for your impeachment!
1129899259032162304 2019-05-18 19:59:10 -0400 <Tuscarora9> @realDonaldTrump Grandpa stop shouting!
1129899258017210377 2019-05-18 19:59:10 -0400 <jane_taryn> @realDonaldTrump He does not care..only YOU can change or do anything about this....release the FISA warrants and everything else, and if you DUMP illegals into my state (Florida) I will rethink YOU
1129899256146530304 2019-05-18 19:59:09 -0400 <AndrewU123> @MarciaWilhelms1 @bfraser747 @tomvail_tv @realDonaldTrump @BarackObama Yeah, that ain't gonna happen. Because despite all of Trump's crybaby tantrums, there wasn't any treason, Trump's just a simple crook and a liar
1129899253323714561 2019-05-18 19:59:09 -0400 <jimtwit7485> @OneOfTheSmiths @heckyessica @realDonaldTrump Call the president what you want, the media is about as far left as you can go.
1129899253281636354 2019-05-18 19:59:09 -0400 <TimInSeattleWA> @realDonaldTrump Like you did, Cadet Bonespurs?
1129899249880244224 2019-05-18 19:59:08 -0400 <WaiteJeffrey> @realDonaldTrump What a harsh way to get rid of your wife.  But hey, you got to do what you got to do.
1129899246390353925 2019-05-18 19:59:07 -0400 <JulieSczesny> @tsellers41 @LannyDavis @Comey @robreiner @realDonaldTrump Russian Troll, go back to Siberia!
1129899240837197824 2019-05-18 19:59:06 -0400 <MoneyChet> @MatthewJshow @realDonaldTrump I’d like a bite o that dog
1129899240313040902 2019-05-18 19:59:06 -0400 <AndreasBoos> @realDonaldTrump  https://t.co/Cxk4NbR6os
1129899238597505024 2019-05-18 19:59:05 -0400 <QQQQDJT> @realDonaldTrump You would know CRAZY!
1129899236198408192 2019-05-18 19:59:05 -0400 <tupelohoney2000> @realDonaldTrump STOP IT NOW!
1129899229810372608 2019-05-18 19:59:03 -0400 <gtblls> @realDonaldTrump They are doing this intentionally to hurt your presidency 😤
1129899228795424768 2019-05-18 19:59:03 -0400 <auntganana> @GOP @realDonaldTrump @LaraLeaTrump Lara you’re on @Fox, you’re married to a Trump, your father-in-Law is destroying our Country, you’re not believable.
1129899226270523392 2019-05-18 19:59:02 -0400 <Matthewthebook> @RepAdamSchiff Kept “secret”? Oh my! It was exposed in the Wikileaks dump. Emails suggested that would be the direction if @realDonaldTrump was to win. Are you kidding me? Why the intentional lie? If not a lie, why didn’t you do a little research before, lying, to the American people?
1129899225112883201 2019-05-18 19:59:02 -0400 <JScottyboy53> @chandlertroyd @SlyMagellen @realDonaldTrump @FLOTUS Absolutely
1129899223246225408 2019-05-18 19:59:01 -0400 <bpiercebob> @realDonaldTrump Will invite god's severe judgement do you remember that blue asteroid meteor beside you April 13 Sabbath Saturday that was Passover you are responsible for these people god gave you ruler of the world that's what your name means don't forget also every agent spied on you go
1129899221254057984 2019-05-18 19:59:01 -0400 <nicksuedan> @realDonaldTrump Are trying to be humanitarians unlike arrogant you.  BYW:The BBC is reporting that Donald Trump, best known for being a hate-filled, incompetent, rich, bloated windbag and fraud is having his mind-blowing Nobel Peace Prize nomination investigated.
1129899217810542603 2019-05-18 19:59:00 -0400 <PrenticeArthur> @realDonaldTrump Yet Trump dragged in more immigrants using the chain migration loophole - Melania's parents.
1129899216363446272 2019-05-18 19:59:00 -0400 <wallosound> @realDonaldTrump Spying? You mean Investigating? Why do ya think?
1129899215830888448 2019-05-18 19:59:00 -0400 <cvfeatherstone> We're a nation run by criminals who have no regard for children and their families. May everyone who played a part in this nightmare pay a price commensurate with the pain they've inflicted on others. This is on @realDonaldTrump and @GOP.
1129899215503712261 2019-05-18 19:59:00 -0400 <jmreycroft> @OklaIndepedent @Hozman55 @realDonaldTrump I too am afraid! So afraid for this once great Country. The Republican party, the GOP should have been the stop for this illegitimate president. He is everything they can't stand! Why?! Why have they dishonored their oath of office for Trump?
1129899215461769216 2019-05-18 19:59:00 -0400 <AndreasBoos> @realDonaldTrump  https://t.co/Cxk4NbR6os
1129899214413156352 2019-05-18 19:58:59 -0400 <ToniVic50729> @realDonaldTrump Liar
1129899212487815168 2019-05-18 19:58:59 -0400 <ExctvMarti> @realDonaldTrump Send them back or send them to the Dems homes. Enough of their stupidity and ...... no pay for them while instructing rule of law
1129899212307619840 2019-05-18 19:58:59 -0400 <tarchitect85> @lolyoulosenotme @TomFitton @realDonaldTrump Judicial Watch: doing the job that the WaPo and the rest of the MSM won't do 👍
1129899211510767616 2019-05-18 19:58:59 -0400 <HeARTofGod99> @GeishaJin @MarkFarn72 @SCOTTDHELTON @kerrijacobi @PrimeCreator2 @tee10202 @AboveTheBurgh @dtrastikeville @Helicallight21 @murphy991776 @FlaRhps @kbhnelson @PCreator714 @FBI @USMC @USNavy @CIA @Schmosephine @FCC @samd222 @Rob__Seale @realDonaldTrump @NSAGov @RarnToGoHome @USArmy @usairforce @DeptofDefense @GenFlynn @JamesGunn @RealJamesWoods @John_Qanon @tomhanks @Eminem @FortBenning @SecretService @seanhannity @TuckerCarlson @TRADOC @FLOTUS @KidRock @VP @50cent @samdernbach @IAndrewMurray @malgratz11 @ToppDeeia @GM062616 @LTCMim @kanyewest @KimKardashian BEST WISHES TO EMMA THE BIRTHDAY GIRL!  🤗❤️
1129899208591331329 2019-05-18 19:58:58 -0400 <DEEGILES0410> @SK563_Snowflake @schlichting1103 @JimKilbane @JesusChrysler15 @realDonaldTrump OMG! This is Amazing!🤣🤣🤣🤣😂😂😂😂👏👏👏👏  https://t.co/sqOrimzOfd
1129899198676176896 2019-05-18 19:58:56 -0400 <BrianLulek> @realDonaldTrump  https://t.co/6xqYY0tteW
1129899197875015680 2019-05-18 19:58:55 -0400 <ipsen_l> @MarkYoungTruth @chuckwoolery @Alyssa_Milano @realDonaldTrump Milano stupid
1129899195975000065 2019-05-18 19:58:55 -0400 <frankie5563> @realDonaldTrump NO ONE is trying to force migrants into our country And you are the one who is clueless AND BALD FACED LIAR
1129899193223602177 2019-05-18 19:58:54 -0400 <GGovic> @GOP @realDonaldTrump @LaraLeaTrump GOP and FOX = Trump PROPAGANDA
1129899192518946816 2019-05-18 19:58:54 -0400 <Brimshack> @DizzyKincade @TomFitton @realDonaldTrump Sealion someone else child. I'm not interested in what you call anything.
1129899189385748480 2019-05-18 19:58:53 -0400 <AndreasBoos> @TomFitton @realDonaldTrump @JudicialWatch @FoxNews  https://t.co/Cxk4NbR6os
1129899189012451328 2019-05-18 19:58:53 -0400 <Lynn36383402> @JRehling @realDonaldTrump Oh, I guess we need more Americans living in the streets shitting, right?  https://t.co/iuNal2lDrA
1129899188295282688 2019-05-18 19:58:53 -0400 <KaiCisz> @BragScreensDL @realDonaldTrump Ignorant tweet.  Obviously twisting the truth.
1129899187393327104 2019-05-18 19:58:53 -0400 <undrcvrmexican> @D_Brian_Weaver @ChrisJZullo @realDonaldTrump Actually, unless u ask each brown person how do YOU know they're illegal? Unless you're racist and just lump all brown people together
1129899186835599361 2019-05-18 19:58:53 -0400 <2457klhu> @bfraser747 @realDonaldTrump @BarackObama Speak English comrade.
1129899179935854595 2019-05-18 19:58:51 -0400 <Owldreams> @PeterSchiff @realDonaldTrump Until they call in those IOUs or the money we owe them.  They could collapse our economy.
1129899177499144193 2019-05-18 19:58:51 -0400 <AmericanFlyer3> @realDonaldTrump  https://t.co/kc9HcELxA3
1129899173590065152 2019-05-18 19:58:50 -0400 <michael18291661> @TomFitton @realDonaldTrump As soon as president orange testifies under oath about obstruction!!!!
1129899171853602816 2019-05-18 19:58:49 -0400 <SteveWeber1956> @TomFitton @realDonaldTrump @JudicialWatch @FoxNews Comey, Brennan and Clapper are all pointing fingers at each other to see who goes first,... I don't care,... we can mix up the order of the videos, however we like,.. after they are incarcerated,   Git er done!   MAGA!   https://t.co/nHHNVSGuhp
1129899168460263424 2019-05-18 19:58:48 -0400 <WiddleTomato> @realDonaldTrump  https://t.co/pGW5smy69Q
1129899165260144640 2019-05-18 19:58:48 -0400 <Carl834> @realDonaldTrump Finally you admit it! Go to prison and rot.
1129899165218201600 2019-05-18 19:58:48 -0400 <AndreasBoos> @TomFitton @realDonaldTrump @JudicialWatch  https://t.co/Cxk4NbR6os
1129899163670466562 2019-05-18 19:58:47 -0400 <mykidsrnutz2> @mar5555 @realDonaldTrump Trump is not a real Republican. Republicans believe in fiscal responsibility (Trump has added over $2 Trillion to the deficit since elected), less government (now the government is in the ruling of female body), free market (tariffs are eliminating that). to name a few.  #Worst
1129899163498569729 2019-05-18 19:58:47 -0400 <okiemoody> @GayCowDan @Top_Sergeant @realDonaldTrump Oooh scary liberal snowflakes.
1129899160520536065 2019-05-18 19:58:47 -0400 <WallaceeJeff> @realDonaldTrump I wonder if you’ll ever grow the 🏀⚽️ to actually use Executive Authority.  🇺🇸
1129899155743215616 2019-05-18 19:58:45 -0400 <Jeanette_EU> @gorskon @realDonaldTrump Here's an article:  "Amash's comments recommending Congress pursue obstruction of justice charges against Trump were the first instance of a sitting Republican in Congress calling for Trump's impeachment"  https://t.co/z0MUj1qguz
1129899150655598593 2019-05-18 19:58:44 -0400 <ZoomZanne> @petluvers4Trump @realDonaldTrump haha. hill laughed because she thought the deal was sealed for her presidency. 😂🤣😂
1129899148537286656 2019-05-18 19:58:44 -0400 <BarbaraDarlin> .@realDonaldTrump .@foxnews .@foxandfriends #MAGA  https://t.co/xfoIkPKX2L
1129899148227035136 2019-05-18 19:58:44 -0400 <DEATHCON526> @PalmerReport @realDonaldTrump No cure for WINNING BIGLY!! MAGATASTIC MAGAVILLE.
1129899145614057477 2019-05-18 19:58:43 -0400 <SancheLydia> @realDonaldTrump  https://t.co/Hk0D7Op4w2
1129899142363451392 2019-05-18 19:58:42 -0400 <thatstegallguy> @realDonaldTrump @realDonaldTrump is a FRAUD! The only TREASON is his actions. #StartImpeachmentNow
