1183170482557902849 2019-10-12 19:59:59 -0400 <IMSavvy> @SenSchumer @realDonaldTrump Build the Wall
1183170445702352896 2019-10-12 19:59:51 -0400 <rthompson12105> How about the word “GUILTY” @realdonaldtrump!!!!
1183170445131935744 2019-10-12 19:59:51 -0400 <msv627> @realDonaldTrump @foxandfriends @RepLeeZeldin They were SUPPOSED to!! Someone PLEASE get him! His meds aren't working &amp; he's frightening the lawn gnomes.
1183170443072684035 2019-10-12 19:59:50 -0400 <joe____00> @LColle4 @jlsHouston @OJwalker7 @tonyposnanski @mestino @realDonaldTrump Have you seen your feed? Take about obsessed.
1183170442930077697 2019-10-12 19:59:50 -0400 <ImpeachNow10> @Jim_Jordan @realDonaldTrump @RepAdamSchiff @SpeakerPelosi Covfefe
1183170442812710912 2019-10-12 19:59:50 -0400 <DunKrugerEffect> @DonaldJTrumpJr @realDonaldTrump Transparency like Donald's tax returns?  You're projecting again Jr. Mint.
1183170442196070400 2019-10-12 19:59:50 -0400 <mikeseanliam> @realDonaldTrump RESIGN
1183170440874860544 2019-10-12 19:59:50 -0400 <hustler4life811> @realDonaldTrump Yes the war on vaping must stop. #WeVapeWeVote
1183170439939444736 2019-10-12 19:59:49 -0400 <_wunderwood_> @realDonaldTrump I missing having a president that didn't need lies and propaganda.
1183170439847256064 2019-10-12 19:59:49 -0400 <sianlloydwebber> @realDonaldTrump :Are you anti #Irish then -- they didn't fight for you in #Normandy Normandy ? ;-) @IrishTimes @LeoVaradkar @KurdsCampaign @nytimes @BBCWorld
1183170439406731264 2019-10-12 19:59:49 -0400 <_Caroline_G> @realDonaldTrump WHERE’s JARED AND IVANKA?? #chinesetrademarks #Nepotism #TrumpCrimeFamily
1183170438219698177 2019-10-12 19:59:49 -0400 <LARRYCOMBS5> @realDonaldTrump @ShannonBream @FoxNews  https://t.co/1IlEyktNs1
1183170438077308928 2019-10-12 19:59:49 -0400 <klkl1949> @RKJ65 @SecPompeo @realDonaldTrump Because @SecPompeo is an idiot too.
1183170437708222465 2019-10-12 19:59:49 -0400 <oak7581> @realDonaldTrump He's leaving because he's disgusted by Fox's support of your lies.
1183170436709998592 2019-10-12 19:59:49 -0400 <jlax_13> @RichardGrenell @realDonaldTrump Too bad the Softball Little League Girls from North Carolina didn’t get a ride also, but a great visit to WH!!!
1183170435568943104 2019-10-12 19:59:48 -0400 <badcallrefs> @Cole_not_Coal_ @real_defender @realDonaldTrump He doesn't. Most of his followers are russian accounts. He is probably a fake russian persona himself. There are thousands of them tweeting replies to trumps tweets. All a scam.
1183170435107549184 2019-10-12 19:59:48 -0400 <clelandjack5> @realDonaldTrump . Trump makes NO money in Syria.  The Kurds won't pay. It's OK he gets $1-2 Million yr from Turkey. And the Saudis pay Trump properties MILLION$! . So the troops will now protect their oil. .  https://t.co/QYKaQQzUj1
1183170434231128064 2019-10-12 19:59:48 -0400 <n_wardupward> @realDonaldTrump Hey, where IS Barron?
1183170433400672256 2019-10-12 19:59:48 -0400 <slmalamud> @realDonaldTrump continues 💩 on farmers.
1183170430988890113 2019-10-12 19:59:47 -0400 <WTFIOGuy> @N0ctrnl1 @WTFNationRadio @MichaelStahlke @USArmy @realDonaldTrump @XOofXOs Sorry bud, I didn’t see your poms poms in the air. So thanks for the love.
1183170430351360002 2019-10-12 19:59:47 -0400 <Nickmastro3> @realDonaldTrump No it isn’t. Nobody believes you anymore
1183170428551991298 2019-10-12 19:59:47 -0400 <Citizen29867906> @realDonaldTrump he was a legitimate president and world leader.  You’re a failure.
1183170428493168640 2019-10-12 19:59:47 -0400 <cedarloglake> @jmricci33esq @realDonaldTrump @FoxNews Clue up John...Hillary had a 90% chance in 2016.  Did you guzzle that too?  https://t.co/CawszxJ49m
1183170427419529217 2019-10-12 19:59:46 -0400 <cliff_josette> @tallboy1951 @mydoi @realDonaldTrump Very clever 🙄 grow up
1183170426618269696 2019-10-12 19:59:46 -0400 <ImagesHome> @thebradfordfile @realDonaldTrump Not one word of this is true.
1183170426492641280 2019-10-12 19:59:46 -0400 <surecantpickem> @KellyO @realDonaldTrump Better get the sharpie out
1183170424147980288 2019-10-12 19:59:46 -0400 <winnastogga> @realDonaldTrump Like Sean hannity knows anything non conspiratorial.
1183170422969425921 2019-10-12 19:59:45 -0400 <mollysmcdonough> @jjauthor @IlhanMN @realDonaldTrump Hashtag WINING ? 🍷   Is that the secret of your angry evening rants, Janie?   Might have to add a Janie-meter 🍷🍷🍷🍷🍷🍷  To the Rudy-meter 🍹🥃🥃🥃🥃🍺🥃🥃🥃
1183170422331904002 2019-10-12 19:59:45 -0400 <AnneCulbreath> @realDonaldTrump  https://t.co/AUOnqUUVML
1183170421836918784 2019-10-12 19:59:45 -0400 <Naj29148> @Jim_Jordan @realDonaldTrump Why won't the GOP??????? COUNTRY OVER PARTY or get another job!
1183170421635670017 2019-10-12 19:59:45 -0400 <AmelbilSaunders> Her blood is on your hands @realDonaldTrump @IvankaTrump @SecPompeo. May her death haunt your dreams. #BrokenPromise with Kurdish allies. Working for #Russian interests. #ShameOnYou
1183170420381487105 2019-10-12 19:59:45 -0400 <lauriep38588657> @realDonaldTrump God bless
1183170419559456769 2019-10-12 19:59:44 -0400 <bagmann22> @ChatByCC @realDonaldTrump @PlaysTrumpCard Yeah, Trumpalump is a real MESSiah!
1183170419194380288 2019-10-12 19:59:44 -0400 <DavidMo30841280> @mmpadellan @realDonaldTrump What's the difference between a light bulb and the farmers? -You can unscrew a light bulb...HA!
1183170418351464448 2019-10-12 19:59:44 -0400 <KnightofNi3> @Ozetty @MAGA2ARIGHTS @realDonaldTrump  https://t.co/5ygCiEqcGa
1183170417437097989 2019-10-12 19:59:44 -0400 <stacy_redvirgo> @DrFive05 @realDonaldTrump Yep.
1183170417374183429 2019-10-12 19:59:44 -0400 <somessedup2> @TomPaineToday @realDonaldTrump Donald Trump says Hunter Biden has no knowledge of oil. He’s omitting the fact that Trump himself has no knowledge of anything!
1183170417143533568 2019-10-12 19:59:44 -0400 <58Kate> @Fight_Uni @Artski @FreeGirlNowNYC @realDonaldTrump Sure, it’s worse than ver.
1183170415327186944 2019-10-12 19:59:43 -0400 <AgeofAquarius13> @realDonaldTrump @SenSanders In my finger in the wind poll I’m just going to state that most voters don’t care as much as you do about money dear golden child.  Figure it out and slow down your weird world parade.  We care about morality.  https://t.co/t376zeAjeq
1183170413695778822 2019-10-12 19:59:43 -0400 <meltingseaglass> @DaveNYviii @realDonaldTrump He said we snuck in day before and took the worst of the terrorists.
1183170411988733952 2019-10-12 19:59:43 -0400 <IJPolitics> @eugenegu @realDonaldTrump I’m gonna need some links chief. These are some heavy accusations, btw your PhD means nothing if you are still wrong 🖕🏻
1183170410755645440 2019-10-12 19:59:42 -0400 <SimpleStupid3> @MirandaTedder4 @TheRightMelissa @realDonaldTrump And, if you’re serious about what’s really going on, check out @teri_kanefield  Read this thread - (Thread) Saving Democracy through Anti-Hardball Tactics  Maybe you might try to look at things from a different perspective.
1183170410411634688 2019-10-12 19:59:42 -0400 <BloatJ> @realDonaldTrump
1183170408171704321 2019-10-12 19:59:42 -0400 <KiltTilter> @resistandgrow When #CheetoInChief tweeted his idiotic plan, we knew this would happen.  He is weak and just standing by as allies die.  He is reprehensible.  It isn't war. It is slaughter.  ISIS gets a pass and it is @realDonaldTrump at fault. Showing why he has always been a #coward.
1183170407840399360 2019-10-12 19:59:42 -0400 <donn_whitten> @realDonaldTrump Trump is burying the farmers.
1183170407794393088 2019-10-12 19:59:42 -0400 <Lesserofthese> @RepAdamSchiff #ImpeachAndRemove @realDonaldTrump NOW! The longer he’s in office the more damage he does. #TrumpGenocide won’t stop until he’s gone! #USMilitary is not for sale! #StopTheMadness #TrumpIsADisgrace
1183170405877477376 2019-10-12 19:59:41 -0400 <TheBitc17107553> @realDonaldTrump You abandoned our best allies in the Middle East. You were stupid to trust Erdogan. What back door deal did you do with Turkey? I have supported you up until now. This mistake makes me question your judgement and mental capabilities.
1183170405256839168 2019-10-12 19:59:41 -0400 <CaroleBennett3> @realDonaldTrump You used that lie when you pulled out of  https://t.co/UdMRf0sy6c are solely responsible for the slaughter of thousands innocent Kurdish. Then 2 days later you send troops to Saudi Arabia. You never think anything through.
1183170404849840128 2019-10-12 19:59:41 -0400 <karhermy> @Scaramucci @gtconway3d @realDonaldTrump  https://t.co/S6LtBOueDT
1183170403155480577 2019-10-12 19:59:41 -0400 <Tiger7880> @jlovaas1962 @michell80077517 @mmpadellan @realDonaldTrump I think that the reason I did well was yield.  The wet weather that hindered midwestern farmers probably helped us.
1183170402564087810 2019-10-12 19:59:40 -0400 <nupike> @realDonaldTrump WRONG!  https://t.co/9SS7hyR3Yk
1183170401234493441 2019-10-12 19:59:40 -0400 <annmgillespie> @realDonaldTrump Liar
1183170399456190465 2019-10-12 19:59:40 -0400 <ToMrDump> @RobRgardner @itsJeffTiedrich @JeffreyGuterman @realDonaldTrump @PeteHegseth  https://t.co/6mmls1MGuy
1183170399108059142 2019-10-12 19:59:40 -0400 <BigTFatty> @CarmineSabia @realDonaldTrump @PeteHegseth Lol what a hack
1183170398927634432 2019-10-12 19:59:40 -0400 <cdette56> @realDonaldTrump You must end your occupancy of the Oval.
1183170397698543617 2019-10-12 19:59:39 -0400 <AnthonyResists> @realDonaldTrump Trumps Chinese #tariffs caused U.S. Farming exports to drop over 53٪. Forcing family owned farms into bankruptcy.                                        Guess Who benefited? Corporate Farms who are now positioned to reap the benefits of no #tariffs &amp; less market competition.
1183170397694517254 2019-10-12 19:59:39 -0400 <CarolForden> I hope the cowardly @SenateGOP @NRSC are satisfied.   Their intentional inaction to enact legislation to protect a US allies has resulted in genocide.  10 months after Mattis resigned, they willingly chose to protect @realDonaldTrump &amp; corruption vs.  National Security
1183170396947791874 2019-10-12 19:59:39 -0400 <Minniecoggs> @KellyO @realDonaldTrump We are all waiting....@senatemajldr @LindseyGrahamSC oops, guess @realDonaldTrump is too busy on the links.
1183170396461252608 2019-10-12 19:59:39 -0400 <towerpalms> @Justmessinwith1 @mmpadellan @realDonaldTrump @foxandfriends @RepLeeZeldin @JoeBiden How can you twist an actual quote?  Extortion is extortion is extortion.   “Fire the prosecutor or you don’t get a billion dollars”.   The prosecutor was fired within 6 hours.  Please explain why or how, in your warped world, is that not extortion? #WhereIsHunterBiden
1183170396390088705 2019-10-12 19:59:39 -0400 <ahmetyal> @Konrad41671120 @Raman_Hassi @realDonaldTrump We saw poland in ww2 because of that we are so afraid now🙁
1183170395815333888 2019-10-12 19:59:39 -0400 <zephyr104> @CNNPolitics How about a timeline of the DNC/Clinton collusion with Ukraine during our last presidential election?  It's just a matter of time before the voter's find out that's what you're trying to cover up by attacking   @realDonaldTrump
1183170394200723457 2019-10-12 19:59:38 -0400 <realDevinMagill> @Badger472 @NadiaJPLE @ArizonaDandelio @Dredre0705 @XtraLBrad @eastilan @gilmiguel1234 @hollyc42 @JStatePost @TheEllenShow @realDonaldTrump You don’t want corruption investigated? Trump has been investigated since day 1 with no results.
1183170391709237250 2019-10-12 19:59:38 -0400 <CarlBaglien> Some people Shine, they are Lit from Within, they Shine a Path for Others to Follow, whether they wish it or not, that is their Purpose! We know these people instinctively when we Encounter Them! @realDonaldTrump
1183170390656466945 2019-10-12 19:59:38 -0400 <hwhankins> @Cryp70_L1f3 @Shawnthehvacguy @TranslateRealDT @realDonaldTrump He's said the same thing over and over.  Nothing ever panned out.  He also said Mexico would be buying lots of agricultural products and nothing happened.  Here are a few...  https://t.co/RFoqJPXQyk
1183170389695971328 2019-10-12 19:59:37 -0400 <patrickmanuelr> @J49Dan @TrueEyeTheSpy @realDonaldTrump Thank you for your service and sacrifice.
1183170388496285696 2019-10-12 19:59:37 -0400 <LenLuskin_> @BrianKarem @realDonaldTrump  https://t.co/VcfMhLiBXK
1183170385300328448 2019-10-12 19:59:36 -0400 <shannonlong1005> @NThrithm @ABC @realDonaldTrump @richaaron8306 I’m assuming you mean those immigrating THROUGH Mexico because clearly we would be the neighboring country for Mexico. They march through Mexico because Mexico doesn’t have the same asylum protections as the US so they come here LAWFULLY seeking asylum.
1183170384797077504 2019-10-12 19:59:36 -0400 <iamtalhaerhan> @MAJBobby @LouiseMensch @icesur @realDonaldTrump @CIA @NSAGov @rterdogan_ar Nope :) not a troll not a bot :)
1183170380904595456 2019-10-12 19:59:35 -0400 <daniel_toloko> @JoshManMode @realDonaldTrump He did. Didn't you hear about the best deal ever? He's even worried that farmers will be able to produce enough because they'll sell so much now
1183170380363714561 2019-10-12 19:59:35 -0400 <juanitafelton84> @Jim_Jordan @realDonaldTrump @RepAdamSchiff @SpeakerPelosi Because @RepAdamSchiff or @SpeakerPelose is not the dang man-child president, that's why or are you just that simple to ask such a question?  Hope I answered your question
1183170377977073665 2019-10-12 19:59:35 -0400 <MariBXBKgirl> @KellyO @MattMurph24 @realDonaldTrump That whole statement is a lie
1183170376697815041 2019-10-12 19:59:34 -0400 <StephenGlahn> I can envision @realDonaldTrump consoling future gold star parents by channeling John Voight in Catch-22: “We got paid and everybody’s got a share of the syndicate.”
1183170375578013697 2019-10-12 19:59:34 -0400 <ravin187> @NYSMom4Kiddos @Clive_Bates @FDACommissioner @RepPeteKing @SenatorDurbin @SecAzar @Surgeon_General @ScottGottliebMD @ParentsvsVape @FLOTUS @realDonaldTrump @truthinitiative If flavors are the reason how come they don’t chew nicotine gum? Or lozenges?  Those are flavored.
1183170374407806976 2019-10-12 19:59:34 -0400 <ellel2002> @Romayne104 @ChatByCC @realDonaldTrump @PlaysTrumpCard  https://t.co/gJyjDg3QWS
1183170373623222272 2019-10-12 19:59:33 -0400 <lfishgirl67> @DSWhitworthAU @NewsHour It is a start and at least CA is trying more than I can say for our federal government and @realDonaldTrump
1183170373602271232 2019-10-12 19:59:33 -0400 <CivilDiscordNow> @ChrisJZullo @realDonaldTrump Why dont they erase debt instead of just deficit
1183170372859912193 2019-10-12 19:59:33 -0400 <Odie11716715> @realDonaldTrump Good job Trump. Maybe after you golf game, you can start those sanctions.
1183170370796281857 2019-10-12 19:59:33 -0400 <SadikPatel07> @jjauthor @IlhanMN @realDonaldTrump  https://t.co/4fw2hinbiw
1183170369487810560 2019-10-12 19:59:32 -0400 <k1k1waltz> @realDonaldTrump...  Unscripted and at the top of his game.   Amazing.   He gets better and better.   #BestPresidentEver45   #BestPresidentEver   #MAGA #KAG  #FamilyResearchCouncil  #ValuesVoterSummit
1183170369055842309 2019-10-12 19:59:32 -0400 <tammy0916> @realDonaldTrump  https://t.co/JsR5nB0XdU
1183170368162467841 2019-10-12 19:59:32 -0400 <democratacom> @Almagro_OEA2015 @IvanDuque @sebastianpinera @MartinVizcarraC @beatrizbecerrab @mauriciomacri @realDonaldTrump @AlvaroUribeVel
1183170365616316417 2019-10-12 19:59:32 -0400 <darby1fish> @realDonaldTrump Nope. The real story is still all your crimes. #ImpeachAndRemove
1183170365608157184 2019-10-12 19:59:32 -0400 <BigGuy71> @realDonaldTrump  https://t.co/v6y4074rUc
1183170365067026432 2019-10-12 19:59:31 -0400 <PirateEdwardLow> @EliseStefanik aka know as the day "tariffs destroyed farmers a day that @repstefanik created by supporting @realdonaldtrump and not #ny21  https://t.co/XOeLOeymIl
1183170364123287552 2019-10-12 19:59:31 -0400 <Hartfelt_MD> @HillaryClinton @realDonaldTrump should be tried for #CrimesAgainstHumanity at the international court of justice #TheHague
1183170364060438529 2019-10-12 19:59:31 -0400 <brianCcanada1> @joegooding @POTUS @realDonaldTrump @FRCdc @IamMonicaRae @DonnaWR8 @RedNationRising @PatriotJenn @RitaCosby @jjauthor @red_red_rita @nina14p @lilibellmia @GOPChairwoman You are clueless, trump has never read the bible.  Wake up sheep
1183170363229986816 2019-10-12 19:59:31 -0400 <gnzlz_kait> @politico @realDonaldTrump Meltdown alert! Meltdown in 3, 2, 1...  https://t.co/DeY0YBkqxW
1183170359434055680 2019-10-12 19:59:30 -0400 <egypt2366> @ChatByCC @realDonaldTrump @ShannonBream @FoxNews Still swearing @ChatByCC?  Bad 🦜!
1183170359127891968 2019-10-12 19:59:30 -0400 <ShawnCrippen> @realDonaldTrump President Obama already took that job.
1183170356376461312 2019-10-12 19:59:29 -0400 <WindyCityChik> @KellyO @realDonaldTrump Which helps the Kurds not at all. Trump has committed a war crime. Sanctions are worthless and he knows that. He doesn’t care.
1183170354044387328 2019-10-12 19:59:29 -0400 <SteveFo58837456> @realDonaldTrump Trying to let Russia take over the world. Maybe this is why you're so nice to Putin you haven't said one negative word to the man. World domination yeah the last guy that tried that failed! He put a pistol to his head and shot himself his name is Hitler you remind me of him!!!😡
1183170353884995585 2019-10-12 19:59:29 -0400 <William32179892> @realDonaldTrump LIES
1183170351037067264 2019-10-12 19:59:28 -0400 <Chipperbuilt775> @realDonaldTrump @pilotdoo @ShannonBream @FoxNews Watch out for a Cossack a militaristic village
1183170350298865664 2019-10-12 19:59:28 -0400 <kinatsap1> @FordJohnathan5 @sheologian @williamlegate @realDonaldTrump @shannonrwatts I can’t take you seriously.
1183170349912997888 2019-10-12 19:59:28 -0400 <teodiofidel> @Raman_txt @Joyce_Karam @RojZalla Don't worry @realDonaldTrump Is going to "obliterate" Turkeys economy, any day now, just wait for it.
1183170349904601089 2019-10-12 19:59:28 -0400 <MJTVgirl> @realdonaldtrump Watch. This is what you did. You are a despicable human being.
1183170349472477184 2019-10-12 19:59:28 -0400 <anne_tappe> @realDonaldTrump You are a war criminal. Kurdish and Christian blood is on your hands.
1183170345185865728 2019-10-12 19:59:27 -0400 <AngelsBruh27> @realDonaldTrump Yet you’re deploying troops to Saudi Arabia!
1183170344091291648 2019-10-12 19:59:26 -0400 <MPMilitello> @realDonaldTrump Good for you buddy.
1183170340983398405 2019-10-12 19:59:26 -0400 <Mleonar0> @Turnip2020 @realDonaldTrump Sliced and boiled, maybe a little salt.
1183170339997736962 2019-10-12 19:59:25 -0400 <Denise75384378> @DailyCaller @realDonaldTrump God Bless him! Once in a life time!
1183170339003494401 2019-10-12 19:59:25 -0400 <MarClay57> @realDonaldTrump @ShannonBream @FoxNews You said you were the Storm.  How do you like the weather? Getting warm in there? #ArmsForDirt #3amtoilettweets #stonewall #ObstructionOfJustice
1183170338995232768 2019-10-12 19:59:25 -0400 <kuzzinmare> @ECMcLaughlin @gtconway3d @GOP I agree. It's horrific. The blood is on the hands of @realDonaldTrump  the 5X draft dodger who ordered the killings!
1183170338898624512 2019-10-12 19:59:25 -0400 <probinsontc> @realDonaldTrump Wondering when you’ll be throwing him under the bus to save your own sorry neck
1183170335841095682 2019-10-12 19:59:24 -0400 <NolaYvonne> @montaga @realDonaldTrump  https://t.co/Ai72PniUa5
1183170335648206849 2019-10-12 19:59:24 -0400 <trumpisa_chump> @Jim_Jordan @realDonaldTrump @SpeakerPelosi Shut up, Gym. Seriously!
1183170335207763968 2019-10-12 19:59:24 -0400 <BDTPhotos> This is on the heads of @realDonaldTrump &amp; his minions. I would say I hope their guilty conscience would give them nightmares every night about what they have done but they have shown they have no conscience, no empathy &amp; certainly no loyalty. #GOPComplicitTraitors
1183170333550923776 2019-10-12 19:59:24 -0400 <NewsMaker> @realDonaldTrump Is is big as your dodgy deals with Ukraine?   https://t.co/u5YiyB2JGk
1183170332384989184 2019-10-12 19:59:24 -0400 <DebJHolley> @realDonaldTrump we never thought any POTUS would send allies to their slaughter. You are a hideous traitor.
1183170332095594497 2019-10-12 19:59:24 -0400 <barribart> @realDonaldTrump He’s one of your “best people”, we all know what that means.
1183170331780870144 2019-10-12 19:59:23 -0400 <englishinmin> @ECMcLaughlin @gtconway3d @GOP @SenateGOP @HouseGOP @realDonaldTrump #BloodOnYourHands
1183170330606624769 2019-10-12 19:59:23 -0400 <proudfeminist47> @realDonaldTrump You’re a MONSTER ‼️  https://t.co/8MN1rOzaWj
1183170329973125125 2019-10-12 19:59:23 -0400 <SARRepublic> @CarmineSabia @realDonaldTrump @donnabrazile @CNN @FoxNews What is like supporting a Russian Agent???
1183170329948180480 2019-10-12 19:59:23 -0400 <TheRealMrBigly> @realDonaldTrump  https://t.co/TMDzt8CbZa
1183170329046212608 2019-10-12 19:59:23 -0400 <ArmendIsaac> @realDonaldTrump what a real president looks like!!! No matter how much you try you will never ever been half the man he ever was!!!
1183170328278626304 2019-10-12 19:59:23 -0400 <JustIdeals> @TomFitton @realDonaldTrump  https://t.co/hrVrtpevfo
1183170327343316992 2019-10-12 19:59:22 -0400 <tmcorra> @tedlieu @415holgate @realDonaldTrump Except for your friends you’ll serve up our troops for money!!!
1183170327028916224 2019-10-12 19:59:22 -0400 <1Mmessner> @Jim_Jordan @realDonaldTrump Why are you complicit and not call out the blatant lies and false statements made by the President?
1183170325887897600 2019-10-12 19:59:22 -0400 <1789_philipq> @realDonaldTrump  https://t.co/dpmMtWJnwz
1183170325783162880 2019-10-12 19:59:22 -0400 <ronwoods61> @ewolfe717 @MatthewJshow @ChatByCC @realDonaldTrump @PlaysTrumpCard So you say he's right about not policing the world, and he's right for policing Saudi Arabia. Got it. You seem a bit mixed up so I won't bother replying and confusing you any more.
