1019733555017109504 2018-07-18 19:59:59 -0400 <g_velasco> @realDonaldTrump  https://t.co/YqAa5sp3YZ
1019733527770877955 2018-07-18 19:59:53 -0400 <Thronedbag2> @realDonaldTrump @foxandfriends @kilmeade No...they don’t. Reps wish the hadn’t, because deficit spending is against the credo of the party.
1019733526109880320 2018-07-18 19:59:53 -0400 <buttongod_ks> @realDonaldTrump @RepKevinYoder Yeah, those of us in KANSAS really need border protection from those barbarians in Oklahoma and Missouri!. My daughter mentioned the only time Kansas has needed border security was back in the 1800's during "Bleeding Kansas !"
1019733525464080384 2018-07-18 19:59:52 -0400 <4mmjf> .@HouseGOP @SpeakerRyan @SenateGOP @SenateMajLdr @POTUS @realDonaldTrump   @HouseDemocrats @NancyPelosi @SenateDems @SenSchumer
1019733524931366913 2018-07-18 19:59:52 -0400 <MarianneZirkle> @RogueNASA @realDonaldTrump Can we fit him with a special orange suit? Or would it clash with his face?  https://t.co/wZtUm03CF6
1019733524042141697 2018-07-18 19:59:52 -0400 <garyleerose> @momov2grlz @GeraldoRivera @realDonaldTrump It’s the same in England, the state education system likes to make them all the same,
1019733523547111426 2018-07-18 19:59:52 -0400 <ANewLeaf8> @RepSwalwell @realDonaldTrump @McFaul Or any other American citizen.
1019733522943299585 2018-07-18 19:59:52 -0400 <marylee_52> @realDonaldTrump Traitor
1019733521869533184 2018-07-18 19:59:52 -0400 <MarcoStevenco> @realDonaldTrump Annnnnnnnd Thennnnnnnnnnn?
1019733521869373440 2018-07-18 19:59:52 -0400 <mae_1747> Is that a threat Eric? @SecretService @realDonaldTrump #TrumpDerangement
1019733516748296192 2018-07-18 19:59:50 -0400 <tomszawacki> #tytlive Why hasn't @foxnews been criticizing the increase in the national debt? I thought that was 1 of their main concerns during the Obama administration.  Why are you holding @realDonaldTrump to a different standard?
1019733514030219265 2018-07-18 19:59:50 -0400 <FaganKara> @48states48days @PureSalvato @realDonaldTrump Heroes everywhere
1019733513900384256 2018-07-18 19:59:50 -0400 <StacyDAlessand3> @CSonafelt @olgaNYC1211 @RepSwalwell @realDonaldTrump @McFaul Yep!
1019733513438941184 2018-07-18 19:59:49 -0400 <PhillipStein9> @Deanna83 @madisonkristiej @WhiteHouse @realDonaldTrump I'm pro Union! I've worked in unions. My dad retired from the railroad.
1019733513191510016 2018-07-18 19:59:49 -0400 <MajorEberbach> @realdonaldtrump   #BenedictDonald
1019733512910405633 2018-07-18 19:59:49 -0400 <BJeanMohr1> #TreasonSimmit  @realDonaldTrump
1019733511467618306 2018-07-18 19:59:49 -0400 <IPFreel04778048> @tedlieu @realDonaldTrump Um, yeah
1019733510670741504 2018-07-18 19:59:49 -0400 <jandrews321> @IgnitedTrueWord @SecretService @realDonaldTrump are you kidding me?!  you would use this moment?  pathetic.
1019733510431657986 2018-07-18 19:59:49 -0400 <FoxOfSilver2000> @CeciliaVega @KatyTurNBC @realDonaldTrump Wow. The President actually acknowledged you! You’re so special. Hope you enjoy your 15 minuets.
1019733509970235393 2018-07-18 19:59:49 -0400 <rounderstudio> There is no bottom to @realDonaldTrump's depravity swirling into the black hole of silence from fellow Republicans
1019733508502294530 2018-07-18 19:59:48 -0400 <abkb2216> @realDonaldTrump Please resign.
1019733507260764161 2018-07-18 19:59:48 -0400 <Peggysfirst> I can't wait for the day that @realDonaldTrump regrets the day he decided to run for president.
1019733506719559680 2018-07-18 19:59:48 -0400 <NotATrumpCard> @lizzyb720 @FoxNews @Billbrowder @realDonaldTrump He does live here, on a visa
1019733506052812801 2018-07-18 19:59:48 -0400 <inkcurable> @realDonaldTrump Pretty sure the kids in the cages that probably will never see their parents again are opposed as well.
1019733505134211073 2018-07-18 19:59:48 -0400 <johnbartee> OMG @Google search ‘idiot’ and the first result is @realDonaldTrump  No joke.
1019733504790183936 2018-07-18 19:59:47 -0400 <Luluflower2020> @realDonaldTrump Deluded man
1019733504504954880 2018-07-18 19:59:47 -0400 <wadepack> @realDonaldTrump TRUMP: "When I said 'higher,' I meant 'lower.'"  #whatimeanttosay
1019733503997632512 2018-07-18 19:59:47 -0400 <tammy0916> @realDonaldTrump  https://t.co/NxaxCrE7UT
1019733503532027911 2018-07-18 19:59:47 -0400 <John70067008> @realDonaldTrump @RepKevinYoder Yes, we all want a wall and better border security that’s another reason you won election! Liberals have nothing to do but bitch and moan about everything. I bet if they fart they even try blame that on you, ha so sad!
1019733500855898112 2018-07-18 19:59:46 -0400 <niand64> @realDonaldTrump Haha.
1019733500453195777 2018-07-18 19:59:46 -0400 <LeighCardinal> @dave_rothwell @isResisting @realDonaldTrump We are at war. It’s called CyberWar!!!! We have not seen anything close to this happen in our history, we live in a new era. And when another countries MILITARY has engaged in such action(s) it’s considered and an act of war.
1019733497911574528 2018-07-18 19:59:46 -0400 <calbro84> @CoralReef84 @ElianaBenador @POTUS @realDonaldTrump @GStephanopoulos @JimmyKimmelLive @JohnBrennan @chuckschumer @HillaryClinton @piersmorgan @BarackObama @washingtonpost @nytimes @PutinRF_Eng @VP @AppSame @DineshDSouza @RenaudCamus @LouDobbs @MariaBartiromo @tomborelli @kwilli1046 @WaaDooWho @DrMartyFox Let's see if this tweet ages well
1019733494191312899 2018-07-18 19:59:45 -0400 <NotaWitchHunt> @realtomrhys @GrnMntnBoy @realDonaldTrump Why don't you do some research on the real probably with crime. Your homeboys, America's homegrown terrorists killing more Americans than any gang has done.  https://t.co/iKTLL3HFnL
1019733494170312704 2018-07-18 19:59:45 -0400 <AvAxyaxya> @AirZone1 @NeimaJokes @SecAzar @realDonaldTrump @POTUS Not at Eli Lilly, only profits matter. Profits failed to materialize so former Lily Pres @SecAzar makes sure that Americans should be screwed for the benefit of Lily.  https://t.co/cWu8HbPBVM
1019733493897744384 2018-07-18 19:59:45 -0400 <fo_deezy> @RepSwalwell @PreetBharara @realDonaldTrump @McFaul I don't see why he couldn't be made an "ex-preaident" now. How much more is it going to take????
1019733493566394370 2018-07-18 19:59:45 -0400 <socialdem108> @The_UnSilent_ @realDonaldTrump Pin this
1019733493142581248 2018-07-18 19:59:45 -0400 <skaterdad2525> @LouDobbs @realDonaldTrump @TuckerCarlson Q: Does @TuckerCarlson hug from the hip?
1019733492517699584 2018-07-18 19:59:45 -0400 <bratacat> @TruthTeamOne @realDonaldTrump Putin has suggested in Helsinki that the US &amp; Russia work together to examine evidence that Russia meddled in the election. It's as stupid as what Trump suggested in 2017 that the US and Russia should have a joint 'impenetrable global cyber security system. It beggars belief!
1019733491506974720 2018-07-18 19:59:44 -0400 <ed4iu> It’s @realDonaldTrump  fault, he keeps creating jobs#MAGA
1019733491381096448 2018-07-18 19:59:44 -0400 <dizbus> @Truthseeker126 @realDonaldTrump No translator or typist has been served w summons b4 to protect  fearful criminals wondering what one of their own little boys they cant trust outa their sight for a second talked about behind closed doors
1019733490999463936 2018-07-18 19:59:44 -0400 <magdra> @Jim007G @theMediaChick @CynleeF @charliekirk11 @realDonaldTrump I am okay with people running their businesses however they see fit, and since brand matters in marketing such increases will be adjusted with time to reasonable levels. If they charge 25% more then their customers will seek other vendors where there isn't such an upcharge.
1019733490064031744 2018-07-18 19:59:44 -0400 <EBCarter2021> @realDonaldTrump Do you ever have anything nice to say without throwing a little shade into the mix?
1019733489279750146 2018-07-18 19:59:44 -0400 <on2serenity> @realDonaldTrump The biggest enemy of the United States is pretending to be a president there.
1019733487727923200 2018-07-18 19:59:43 -0400 <quiltlover4life> @PressSec @POTUS @realDonaldTrump You remind me of Axis Sally. You just spew lies and propaganda and are complicit to the awful things this president has done. You have no shame and are the laughing stock now of the resistance.
1019733487459405825 2018-07-18 19:59:43 -0400 <cafebacon007> @boyndog @realDonaldTrump @SpeakerRyan #freeRealityWinner she knows
1019733486050136064 2018-07-18 19:59:43 -0400 <katestewt> @RepSwalwell @WendyKrause5 @realDonaldTrump @McFaul I wonder if even that would be the straw that breaks the camel’s back?? There just doesn’t seem to be anything he can’t get away with by deflecting, denying and outright lying. It’s inexplicable. There are never consequences for anyone in his orbit. We need that to change.
1019733483265110016 2018-07-18 19:59:42 -0400 <ShoreyMichael> @BobShrum @AriFleischer @realDonaldTrump @HillaryClinton has proven she too cares only for her own wealth &amp; was going to finish the job that George HW Bush started. #JFK seen what was happening &amp; was killed before people could take him serious. IMO the #CIA were involved with his [187] on behalf of the #Deepstate
1019733481428082691 2018-07-18 19:59:42 -0400 <Psalm37Gardener> @tomiahonen @SecretService @realDonaldTrump @tomiahonen ... He is
1019733479670538240 2018-07-18 19:59:41 -0400 <FrankD15045027> @realident @SBreiber @realDonaldTrump Blocked him too. At least he was a little more articulate than some.
1019733479477661696 2018-07-18 19:59:41 -0400 <DougDooganuchi> @rjoseph7777 @realDonaldTrump   https://t.co/EuSpegxaUk
1019733477284040705 2018-07-18 19:59:41 -0400 <Nina_A_Deiorio> @EllenTrailerDog @RepSwalwell @olgaNYC1211 @realDonaldTrump @McFaul We keep McFaul, let them have Trump ... Oh, sorry! They have him already.
1019733476600418305 2018-07-18 19:59:41 -0400 <bestSTACYever> @realDonaldTrump   https://t.co/7rviuP6eBz
1019733475371384832 2018-07-18 19:59:40 -0400 <4mmjf> .@HouseGOP @SpeakerRyan @SenateGOP @SenateMajLdr @POTUS @realDonaldTrump   @HouseDemocrats @NancyPelosi @SenateDems @SenSchumer
1019733473807011841 2018-07-18 19:59:40 -0400 <fireheather> @GaPeachMeg_ @Helloutofdodge @realDonaldTrump This is interesting. What party do you think I am?
1019733473601441792 2018-07-18 19:59:40 -0400 <tammy0916> @realDonaldTrump  https://t.co/XpYOyulemJ
1019733473207246848 2018-07-18 19:59:40 -0400 <HotTurkeyMeat> @realDonaldTrump Idiot
1019733472737447936 2018-07-18 19:59:40 -0400 <TEE1031> @lclay49 @NancyPelosi @realDonaldTrump @dbongino @RealJamesWoods @Rambobiggs @IngrahamAngle You want her to suppprt handing over a diplomat that has done nothing wrong? So your willing to support Trump no matter what he does? How is this even possible. I hope your a boy bc if your an actual person in the world pls take a min &amp; stop &amp; think about what ur saying here
1019733471655284736 2018-07-18 19:59:40 -0400 <shannon4t76> It's the year 2102 and the liberals are still talking about Russia and the rest of the country is still waiting for indictments @realDonaldTrump #DrainTheSwamp  https://t.co/JwfFXzoQ67
1019733466932436997 2018-07-18 19:59:38 -0400 <Rileyal> @realDonaldTrump Great Job President Trump, keep up the good work.. sorry about the ignorant Liberals..  you are just what this country needed.. my family and I  will vote for you again in 2020..
1019733466735407105 2018-07-18 19:59:38 -0400 <GilsTake> @clinefsky @realDonaldTrump Oh thank god.   Than why they hell does he get to colors?  Love the blue and white
1019733466722680832 2018-07-18 19:59:38 -0400 <IrinaAsanova1> @DailyCaller @realDonaldTrump 42!!! Oh my God!😰
1019733466311618560 2018-07-18 19:59:38 -0400 <manoaislander> @LouDobbs @realDonaldTrump @TuckerCarlson   https://t.co/MWTgOSJEof
1019733465179262976 2018-07-18 19:59:38 -0400 <opheliafl> @realDonaldTrump Late breaking correction: his script for the tweet intended "lower" (end of intelligence)
1019733464462102528 2018-07-18 19:59:38 -0400 <Ppoole04Pat> @BevH111 @A_samslass @TheScotsman @SamHeughan @realDonaldTrump 250,000 on the streets in London. Protests in every UK major city, that we do not want your president here. But we are a very polite nation, as are the Scots. And, very kind of you but we don’t claim to be ‘the world’, just a corner of it.
1019733464038293504 2018-07-18 19:59:38 -0400 <zeichnerkm> @realDonaldTrump  https://t.co/qcXpcLD0eS
1019733462947975168 2018-07-18 19:59:37 -0400 <JohnBac92801572> @michaelbeatty3 @Maggieb1B @realDonaldTrump Priceless
1019733459907104768 2018-07-18 19:59:37 -0400 <Nanhuby> @WhiteHouse @realDonaldTrump And so many companies are going out of business due to #TrumpTariffs. As well as many farmers hurting big time due to #TrumpTariffs
1019733459642802177 2018-07-18 19:59:37 -0400 <RhondaAldrich5> @realDonaldTrump @POTUS @WhiteHouse @PressSec
1019733458715856896 2018-07-18 19:59:36 -0400 <Ziggynestamar15> @realDonaldTrump @lostdog1212 The land of the free that's a joke even the American anthems BS it a joke the land of the few if your a white person yes but if your a black person no chance trumps a racist he nos it and I no it go to Georgia and see the kkk your just blind to see what's happening around you
1019733457839173632 2018-07-18 19:59:36 -0400 <176d32a73d33444> @realDonaldTrump @RepKevinYoder Since you have his endorsement... Meaning he's going to turn to shit  any second now?
1019733456698290176 2018-07-18 19:59:36 -0400 <Danminor5> @tedlieu @POTUS @realDonaldTrump @PressSec @McFaul Trump should either fire her for making that up, or face immediate impeachment. I mean impeached by Saturday, not next month.
1019733450784292864 2018-07-18 19:59:35 -0400 <Shaboh1060> @realDonaldTrump @RepKevinYoder   https://t.co/MlqmFRKn3K
1019733450344026114 2018-07-18 19:59:34 -0400 <AkrosBooks> @realDonaldTrump "Many mothers like me are very sad because they are not with their children," she said. Asked if she had a message for those mothers, she said: "They are going to reach the finish line and God is always going to help them." https://t.co/wObmCcTVhE
1019733449949802496 2018-07-18 19:59:34 -0400 <lonelyin2019> @RepTedDeutch @Keith11855614 @realDonaldTrump Lying under oath is an impeachable offense! Nice play Rep Ted Deutch!!!
1019733449127677952 2018-07-18 19:59:34 -0400 <BubbaBanjo> @FoxNews @Billbrowder @realDonaldTrump Honestly if Mueller wants to question them why cant they question you? No one is handing you over. It actually sounds reasonable. The question we all wonder is who is lying? Any more sadly it is hard to tell.
1019733447923896325 2018-07-18 19:59:34 -0400 <BonnieBaehr> @antonybourdain @UnPoliticalPrty @realDonaldTrump @JamesMattis
1019733444413272064 2018-07-18 19:59:33 -0400 <everydayjose247> @realDonaldTrump   https://t.co/uZzyc2xr6V
1019733444199362562 2018-07-18 19:59:33 -0400 <TruthisAll1> 🎙 @WayneDupreeShow 7-18 - #Trump Now Says He's Holding #Putin Responsible for 2016 E... @realDonaldTrump #WednesdayWisdom #TrumpPutinSummit #NationalHotDogDay   https://t.co/dSXB3nXUDd
1019733441649225729 2018-07-18 19:59:32 -0400 <LuisFer28273932> @realDonaldTrump @Maku1316 PURE COINCIDENCE!
1019733441028403200 2018-07-18 19:59:32 -0400 <Azbrian0317> @WhiteHouse @realDonaldTrump I know words...I have the best words
1019733440097406976 2018-07-18 19:59:32 -0400 <KielichGrace> @willogus @SheriffClarke @realDonaldTrump They can not declassify anything like that yet as it would cause mass panic. Do you realise what’s on them files? All the things they’ve done to children? WE Only know 1/10. I am incredibly scared but also can not wait for everything to be declassified and out in the open.
1019733436917927936 2018-07-18 19:59:31 -0400 <blockheimer> @LouDobbs @jsolomonReports @realDonaldTrump Yeah so it's all good then
1019733435961761793 2018-07-18 19:59:31 -0400 <MsCappy1015> @RepSwalwell @NanaSewDear @realDonaldTrump @McFaul The fact that he’s entertaining the thought should be enough to make him an ex-president. Not to mention all the other f-ed up shit he’s pulled.
1019733435575775232 2018-07-18 19:59:31 -0400 <Katy52> @lilroaringmouse @OathBroken0311 @The_Trump_Train @realDonaldTrump @POTUS @GenFlynn @mflynnJR It's gotten too big to tuck. Now it's starting to ooze out like malicious lava.  (I reported &amp; blocked @OathBroken031. Not good to underestimate the lengths these cultists will go. Many of them are armed &amp; dangerous, &amp; proud of it.)
1019733434296651776 2018-07-18 19:59:31 -0400 <VMiloscio> For the moment let’s put any collusion aside.. despite the fact that @DonaldJTrumpJr met with Russians @ Trump Tower regarding damaging material on a political opponent. Despite the fact that @realDonaldTrump publicly encouraged Russia(Putin specifically) to “hack HRC”..
1019733433101283331 2018-07-18 19:59:30 -0400 <Lanyiadr> @7HarleyDAngel7 @andre_lefevre @saintlocks @Channel4News @realDonaldTrump Is it true his loans are secured by a Russian bank? This would explain why he won’t show you those returns.  Perhaps Manafort or Cohen will help connect the Russian money trail? 🤔
1019733432736219136 2018-07-18 19:59:30 -0400 <JamesVe12746472> @realDonaldTrump The big question, which is worse?
1019733431754903554 2018-07-18 19:59:30 -0400 <lynn_lirks> @realDonaldTrump NO!  YOU ARE THE BIGGEST ENEMY OF THE UNITED STATES RIGHT NOW!!!
1019733431553425413 2018-07-18 19:59:30 -0400 <svenskiamerica> @realDonaldTrump You are even lousy at lying!
1019733431180144640 2018-07-18 19:59:30 -0400 <jodierocco> @Deborah26066319 @AXXR123 @realDonaldTrump @WhiteHouse blah blah blah Deb. That doesn't make you any different from me, my 30-year veteran father, or millions of Americans. It just makes you old and angry. Toodles grandma. Get that Trump Derangement Syndrome looked at.
1019733430786027521 2018-07-18 19:59:30 -0400 <iluvpoppies> @realDonaldTrump @RepKevinYoder Thank you for putting your support in @RepKevinYoder That pretty much insures his loss 😄 Get ready for Brett Welder, next Congressman from Kansas!
1019733429858922496 2018-07-18 19:59:30 -0400 <MakkadaMahendr1> @WayneDupreeShow @JrGraci @realDonaldTrump The photos u have put of these people. How these traitors expect president trump to endorse of how bias they want democratic candidate hillary to be president maybe except comey but comey is also not good too he too didn’t good job as fbi. Pres trump saying these people r bad
1019733429729054723 2018-07-18 19:59:30 -0400 <twitnitt1> @Toni_Scurlock @CNN @CIA @cnni @FBI @DOJgov @realDonaldTrump @seanhannity @DevinNunes   https://t.co/LkdUMz9AVj
1019733424582615040 2018-07-18 19:59:28 -0400 <mhp_1776> White House struggles to contain political outcry over Trump-Putin summit | Article [AMP] | Reuters  https://t.co/cNxPA10A4T  @realDonaldTrump #TraitorTrump #TreasonousTrump #RussianAgent
1019733424502902784 2018-07-18 19:59:28 -0400 <KellyAnn0122> @tedcruz @BetoORourke @realDonaldTrump Ummm Ted....Beto just won a Civiliy Award...He cares about TX. He raises money cause he is well respected and liked. You are none of those things.
1019733424138080256 2018-07-18 19:59:28 -0400 <timothydozier> @RealPressSecBot @realDonaldTrump how does one lone congressman secure 5 billion dollars? When is Mexico gonna pay up?
1019733422175113217 2018-07-18 19:59:28 -0400 <Concern87079068> @CNN Since @realDonaldTrump family were immigrants, I say we start with taking their citizenship away and send them back were they came from.
1019733421625466880 2018-07-18 19:59:28 -0400 <mildly_annoyed> @realDonaldTrump Sorry. Just to clarify. If you now say; “No, I wouldn’t.”  Does that now mean, you aren’t answering the question, or yes?
1019733421487280128 2018-07-18 19:59:28 -0400 <timmyr42> @penvan83 @duenas_gabriel @realDonaldTrump Shit didn’t mean to make you cry
1019733421361377280 2018-07-18 19:59:28 -0400 <joeyandmosh> @MommaTNYC @jeszymk @RepSwalwell @realDonaldTrump @McFaul Trump is just distracting everyone from the real reason he met with Putin - it wasn’t about Browder or McFaul - it’s about the midterms! The midterms! And while we’re distracted about trumps next nutso antic these men will steal or derail the next election  https://t.co/Fz8Nm0xFUb
1019733421243891712 2018-07-18 19:59:28 -0400 <DebColl84217821> @realDonaldTrump Hahahaha!   #Impeach45 #GetHimOuttaHere #ImpeachTrump
1019733420669165568 2018-07-18 19:59:27 -0400 <russPrinski> @realDonaldTrump 'Nuff Said ...  https://t.co/gCdpH7WHgz
1019733419868246016 2018-07-18 19:59:27 -0400 <HaroldLang16> @realDonaldTrump Mr. President I'm with you and I support you 100%. Thanks for all your hard work.
1019733417057976326 2018-07-18 19:59:27 -0400 <Colo_Trumpette> @realDonaldTrump Here’s a TRUE AMERICAN PATRIOT calling out all Patriots to join him on September 18!  It’s time, People.   https://t.co/XOwWg1wBKR
1019733415686373376 2018-07-18 19:59:26 -0400 <Psybrchick> @realDonaldTrump  https://t.co/fp02MVzSjW
1019733414751154176 2018-07-18 19:59:26 -0400 <advorsor> @RonWyden @realDonaldTrump @McFaul Agreed, the entire administration should be removed and replaced.
1019733414495379457 2018-07-18 19:59:26 -0400 <FpandaBTK> @realDonaldTrump @CoreyStewartVA Uh, this roughly is the same rate of job creation we've had since 2010. Nothing to see here folks
1019733409361547264 2018-07-18 19:59:25 -0400 <CharlesRobinLee> @BetOnBlack21 @realDonaldTrump I do aim to please &amp; find it great that I can entertain you. I will continue to try and sway those who doubt the good intentions of President Trump. I can only hope.
1019733408271032320 2018-07-18 19:59:24 -0400 <nmpalms> @Mattley_Crue @alex_javier1 @timherbst @SteveObsitnik @bobforgovernor @DavidStemerman @realDonaldTrump @RealAlexJones @RealCandaceO @JacobCLloyd @DonaldJTrumpJr @zimm3rmann @HarrisonHSmith @DewsNewz @MayorMark @CTGOP @markdavisWTNH You’re flat out wrong. The current @CTGOP  leadership @CTGOPChair hasn’t rigged anything.
1019733407272710146 2018-07-18 19:59:24 -0400 <Valdensius> @kathygriffin They were Putin's useful stooges - like @realDonaldTrump
1019733404156416001 2018-07-18 19:59:23 -0400 <rula3705> @realDonaldTrump The kiss of death #ResignNow #TreasonSummit
1019733401543139328 2018-07-18 19:59:23 -0400 <weallscrewed> @realDonaldTrump Oh yeah, and the allegations of sexual abuse by ICE.
1019733400670748672 2018-07-18 19:59:23 -0400 <Bookcarpenter> @IngrahamAngle @realDonaldTrump All of that is a load of horse manure compared to what Americans really want to know, ‘Is Russia still targeting our democratic election process? ‘ Your guy either doesn’t have the answer, or has two or three answers. Shockingly poor performance as POTUS!
1019733400079384576 2018-07-18 19:59:22 -0400 <Double_dub1> @GeraldKehl @realDonaldTrump I don't like easy scare labels. It's so lazy. I don't call him a nazi or anything. Labels are a shortcut to thinking. I do love history though and know we suck at learning from it
1019733399819386881 2018-07-18 19:59:22 -0400 <tammy0916> @SecAzar @realDonaldTrump @POTUS  https://t.co/ClO4UxStQq
1019733397957160960 2018-07-18 19:59:22 -0400 <shrewst> Add the @McFaul #AmbassadorGate to the list of unpatriotic things @realDonaldTrump might contemplate doing to the list. For those on side for Trump &amp; Russia peace at any cost camp, I think you are wrong. I want peace but not at the cost of throwing our Ambassadors under the bus.
1019733397495635968 2018-07-18 19:59:22 -0400 <napaluv> @tedlieu @POTUS @realDonaldTrump @PressSec @McFaul @Billbrowder I sincerely hope this was a simple mistake on @PressSec part.   The fact there wasn’t a straight up denial of the question is absolutely horrifying.
1019733397109760000 2018-07-18 19:59:22 -0400 <JesseHeiman> If @realDonaldTrump really wanted to mess up this place he would run in 2020 as a Democrat and completely flip his “views”
1019733395541291008 2018-07-18 19:59:21 -0400 <DavidFelter> @realDonaldTrump The two biggest opponents of TRUTH, are Trump &amp; Putin.
1019733394639339520 2018-07-18 19:59:21 -0400 <VNgcHa3> @realDonaldTrump @RepKevinYoder very good
1019733393951477760 2018-07-18 19:59:21 -0400 <craigjones1978> @freddyvandam300 @IngrahamAngle @TuckerCarlson @realDonaldTrump Did you get out of your mom's basement?
1019733393393807360 2018-07-18 19:59:21 -0400 <ResistProfessor> Leave President Obama’s name out of your ugly ass mouth.  We saw and heard how you handled it @realDonaldTrump. You do NOT stand up for America or Americans.  You are a traitor.   Countdown to your collusion / obstruction party.   Tick-Tock-MF!
1019733391065960448 2018-07-18 19:59:20 -0400 <francnharley> @realDonaldTrump Boss man, you the colossal narcissist only took a day to make a comeback! Welcome to whacko world. Where the truth is a imaginary figment of your imagination!!
1019733388016672768 2018-07-18 19:59:20 -0400 <metadaemon> @WhiteHouse @realDonaldTrump At least he doesn't even try to claim anonymous 'people in the know' have told him this. He's clearly making it up. But his anti-American supporters continue to eat his crap off the floor... and love every morsel.
1019733386967969792 2018-07-18 19:59:19 -0400 <MichelleFlamez> @MrzAlwaysWright @klingensmith_j @realDonaldTrump Yes! My party involves a 45 head pinata filled with Russian candy, money, little vodkas. Pin the tiny  hands on the Donald. Drinks:White Russian,screwdriver. snacks: nuts and Cheetos 🤣
1019733386771001344 2018-07-18 19:59:19 -0400 <NewcomeRoy> @Lilbeacon @macamaw61 @realDonaldTrump I agree 100% without any doubt. 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
1019733384526991362 2018-07-18 19:59:19 -0400 <kandella> @brianschatz @MarleyKD 🤦‍♀️ If he does this we will take to the streets. We will NEVER allow this @realDonaldTrump - you cannot shut up your political opponents or silence them or us by turning them over to a murderer. #McFaul
1019733384266952705 2018-07-18 19:59:19 -0400 <GeriRyan2> @TheRickyDavila @copperbird7 The swamp of @realDonaldTrump....biggest SWAMP ever.
1019733383235108864 2018-07-18 19:59:18 -0400 <ackjack1> @WhiteHouse @realDonaldTrump @IvankaTrump There is no difference in the economy since Trump took over, actually it is underperforming Obama' s record. The only difference is the GOP' s opinion of the economy.
1019733382572445698 2018-07-18 19:59:18 -0400 <theinquisitr> When You Google 'Idiot' Images Of @realDonaldTrump Appear And Here's Why.  #DonaldTrump #News   https://t.co/4mx7ZTyf6o
1019733382320836608 2018-07-18 19:59:18 -0400 <Mal41pilotgrove> @nurse_jae @valerie135 @realDonaldTrump @marcorubio Two words trending with the Left! Traitor Russia  The gas I pass, is more real, than anything that comes forth, from their mouth!
1019733382299779072 2018-07-18 19:59:18 -0400 <Noushin37514157> @Fatemeh64928155 @UndoFamilyBan @realDonaldTrump
