1170486907077300224 2019-09-07 19:59:59 -0400 <may_pumpkin655> @ruffian726 @realDonaldTrump Would not doubt it!
1170486883249348608 2019-09-07 19:59:54 -0400 <elogmz> @Hoosiers1986 @realDonaldTrump Worst Deal maker of all time!!
1170486878690320385 2019-09-07 19:59:53 -0400 <MeganLeazes> @swain66_ @Hoosiers1986 @realDonaldTrump They were upholding the agreement. The inspectors said Iran was complying with the deal, Trump’s state department said they complied with the deal. It was Trump that broke the deal by withdrawing.
1170486873401307138 2019-09-07 19:59:51 -0400 <sharibar1> @HelenKennedy @realDonaldTrump Good lord there really is an opposite tweet from trump for everything 😳😳😳
1170486872788930560 2019-09-07 19:59:51 -0400 <Kpsquire> @HelenKennedy @realDonaldTrump You'd rather he go to their house for peace treaty talks? That would be a sign of weakness.
1170486870171705346 2019-09-07 19:59:51 -0400 <joyousjoi> @realDonaldTrump You should start your own fake news station. The American people will know where to find you!
1170486870167498754 2019-09-07 19:59:51 -0400 <chrisstjay> @billadler @realDonaldTrump Dumb
1170486868598648832 2019-09-07 19:59:50 -0400 <itsmynamerick> @housesandme @realDonaldTrump  , You invited these terrorists to Camp David? FFS. You are NUTS!!!  https://t.co/PVvb8JvdCU
1170486867755786241 2019-09-07 19:59:50 -0400 <ThirdChances> @JudicialWatch @realDonaldTrump How ‘bout we first address THE KLEPTICRATIC, IGNORANT, INEPT ORANGE OAF CRISIS IN THE WHITE HOUSE - because all else pales in comparison.    #TrumpIsAnInternationalDisgrace
1170486864723079169 2019-09-07 19:59:49 -0400 <LiconJune> @realDonaldTrump Yethank you president Trump😘  https://t.co/l27zwLFVOz
1170486864094081025 2019-09-07 19:59:49 -0400 <karbarn60> @Hoosiers1986 @MeganLeazes @realDonaldTrump It was THEIR money. God Trumpsters believe anything that makes someone other than Trump look bad.
1170486863163002881 2019-09-07 19:59:49 -0400 <votedemsblue> @realDonaldTrump @BarackObama You have a tweet for everything terrible you currently do.
1170486862831448069 2019-09-07 19:59:49 -0400 <sandysala62> @realDonaldTrump 🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥you win the award 🥇 for biggest story teller
1170486858687680512 2019-09-07 19:59:48 -0400 <SelinaKyle100> @realDonaldTrump @WhiteHouse Are you sure you were meeting with the Talibans or the White Supremacists because these characteristics sounds familiar ?
1170486858112995328 2019-09-07 19:59:48 -0400 <SlickFrankie> @realDonaldTrump Sorry mr. president.. You foolishly keep bringing it up. From the beginning all you needed to say was “Sorry, I messed up” and it would have ended. But no, you have to bring out Mr. Sharpie. Etc etc.
1170486855780814848 2019-09-07 19:59:47 -0400 <maskedJamZee> @DannyDeraney @realDonaldTrump I am so so sorry. There are no words deep enough to convey my love and respect.
1170486853339889669 2019-09-07 19:59:47 -0400 <SunDominus> @realDonaldTrump 7/6  Psalm 65 7 Who stills the roaring of the seas, The roaring of their waves And the tumult of the peoples  8 They who dwell in the ends of the earth stand in awe of Your signs You make the dawn and the sunset shout for joy  Mighty Eight, And the Seven, Archangels; Mother Mary!  https://t.co/VITW61pg1t
1170486853084045314 2019-09-07 19:59:47 -0400 <blueWRL> @MaxBoot @Lonestarmomcom @washingtonpost @nytimes @CNN @realDonaldTrump or his "yell over the helicopter" words
1170486852744179712 2019-09-07 19:59:46 -0400 <asadlionomer> @realDonaldTrump Mr. President, the only reason that they don’t agree with Cease-fire is that they know they don’t have authority on the brain washed stupid terrorists who commit suicides. These attacks against US interests will never stop even with a good peace deal. Their remote control is with
1170486852379394048 2019-09-07 19:59:46 -0400 <WhoIsAndrewYang> @realDonaldTrump #TrumpFearsYang #Yang2020 #YangGang all are welcome!  https://t.co/VAj4iiYViT
1170486852253626370 2019-09-07 19:59:46 -0400 <thankyouhinkie> @Awew @realDonaldTrump I hope you grew up &amp; learned from this.
1170486851410546688 2019-09-07 19:59:46 -0400 <RichardWColton> @realDonaldTrump I! Ddddddddddddddddllloo0 kook
1170486851372802049 2019-09-07 19:59:46 -0400 <STE05172341> @AlanEMeyers @ChrisJZullo @realDonaldTrump He needs it.
1170486850714132480 2019-09-07 19:59:46 -0400 <Hesays411> @eugenegu @realDonaldTrump Yeah, I thought this was a fake account post for a moment too...
1170486850475048962 2019-09-07 19:59:46 -0400 <TerryWoodburn> @realDonaldTrump Now Bone Spurs, gullible, incompetent boob will have to wait for the Taliban to send him a, “beautiful” letter before they, “fall in love”.
1170486846062616576 2019-09-07 19:59:45 -0400 <RealJimCase> @realDonaldTrump We will just try again next 9/11. The taliban is not going anywhere.
1170486845072969728 2019-09-07 19:59:45 -0400 <Snark_P_Bear> @davidmweissman @realDonaldTrump For 9/11. Maybe they were going to have hamberders!
1170486843734921216 2019-09-07 19:59:44 -0400 <Johndoe0073> @realDonaldTrump I would like to hear a statement from the President of Afghanistan because this could be exactly like at the G7 when he said China called when they had not and it was just a pathetic attempt to influence the stockmarket.
1170486843663687680 2019-09-07 19:59:44 -0400 <Muhamma09623652> @realDonaldTrump They are not humans treat like US did in 2001 every day they killing innocent Afghans and other country people.
1170486842853974016 2019-09-07 19:59:44 -0400 <Karen61466707> @DannyDeraney @realDonaldTrump I’m so very sorry Danny about your cousin.
1170486841914482688 2019-09-07 19:59:44 -0400 <hellonwheels222> @realDonaldTrump @senatemajldr This is horrible news for the United States of America. People with brains that have deteriorated to the point that yours and Mitch's have should not be appointing judges.
1170486840735850496 2019-09-07 19:59:44 -0400 <TrumpCarnage> @RWPUSA @SpeakerPelosi @realDonaldTrump I'm beginning to wonder if Pelosi is under the thumb of Russians too...she sure acts like it...
1170486839519666176 2019-09-07 19:59:43 -0400 <RicciGeri> @realDonaldTrump &lt; good question :  why isn't the collusive seditious conspiracy of the FBI, along with members of YOUR DOJ and intel community (probably Obama, his admin, his intel) being investigated for "conspiratorial sedition"... #coup??
1170486839171571712 2019-09-07 19:59:43 -0400 <billyturnbull4> @realDonaldTrump Destroyed evidence for Hillary. And someone who had evidence on the Clinton's and so many more killed while in custody. I mean we can go on and on ,but let's talk about being wrong about a hurricane. Wtf is wrong with you people? Wake the hell up!
1170486838148120576 2019-09-07 19:59:43 -0400 <maleficent7918> @realDonaldTrump  https://t.co/Zt2waEw2rk
1170486835702898688 2019-09-07 19:59:42 -0400 <jazmynd907> @LyndaMo85130479 @linxiaolan @Hisbride3 @MemphisJDJ @davidmweissman @realDonaldTrump Can y’all make up your minds? You say Clinton and Obama another supporter says Reagan and Obama? Can you source this please?
1170486834700460032 2019-09-07 19:59:42 -0400 <coneal110> @PoliticalShort @realDonaldTrump That’s because 92% of what he does is awful and corrupt. #ImpeachmentInquiryNow
1170486834188693504 2019-09-07 19:59:42 -0400 <SuggsUncle> @realDonaldTrump Pnile tîp
1170486833647480833 2019-09-07 19:59:42 -0400 <chuckloscopy> @realDonaldTrump Bruh.... this would have been over 30 seconds after you tweeted it if you had simply said  https://t.co/zWprHUU3tb
1170486832649265152 2019-09-07 19:59:42 -0400 <Shari12408> @hillofsilence3 @MeganLeazes @Hoosiers1986 @realDonaldTrump FYI - this news story didn't come out until 2018.   Opinion | Obama took lying to new heights with the Iran deal  https://t.co/sshsI4vWwQ
1170486829184946176 2019-09-07 19:59:41 -0400 <Aileenannishere> @GeraldoRivera @realDonaldTrump You really are neck deep in Sweet Cheek's behind aren't you
1170486828295774208 2019-09-07 19:59:41 -0400 <zakiavelli> @PoliticalShort @realDonaldTrump Hey Dick! I mean Nick, when the president is 99% negative, what else would you expect??? #ImpeachmentHearingsNow
1170486828224385025 2019-09-07 19:59:41 -0400 <tlnemetz> @realDonaldTrump @WhiteHouse Low paying jobs, jobs that can’t support families.... Nothing to toot your horn about.
1170486827687432193 2019-09-07 19:59:40 -0400 <VeronicaAddlem1> @rspecial2 @BeverlyFolkers @FosteSherman @bpkbeachlady Not one Latin American is a spy for Russia. I wonder how many Anglo Americans can say the same @realDonaldTrump @GOP
1170486824776675328 2019-09-07 19:59:40 -0400 <colsonmgkells> @realDonaldTrump ok but u also kill innocent people?? make it make sense you hypocrite
1170486824248250374 2019-09-07 19:59:40 -0400 <hatmadeinchina> @cwyyell @realDonaldTrump 🤣🤣🤣🤣😂😂😂😂😂
1170486823208071168 2019-09-07 19:59:39 -0400 <jazadal> @Joanne15573509 @ValerieBaxter76 @Bradyshonor @realDonaldTrump Great comeback.
1170486820469116930 2019-09-07 19:59:39 -0400 <Butterhund1> @BreitbartNews @realDonaldTrump Okay, you first.
1170486820276252672 2019-09-07 19:59:39 -0400 <inhartsnkiss> @Hisbride3 @MemphisJDJ @davidmweissman @realDonaldTrump 🤔🤔🤔🤔
1170486819676442626 2019-09-07 19:59:39 -0400 <Carolina_Pines1> @BettyBowers @realDonaldTrump ...Not any of them good..
1170486819021938688 2019-09-07 19:59:38 -0400 <BarkleyPeigi> @realDonaldTrump @OANN Where is the UK?
1170486818665619457 2019-09-07 19:59:38 -0400 <Yastreblyansky> @tedlieu @jm44dog @realDonaldTrump Somebody has told him that Chinese manufacturers could in some cases be marking products down to absorb the importers' cost increase and losing money to hold market share. This is his translation into Trumpian which of course makes no sense. He really doesn't understand.
1170486815918133248 2019-09-07 19:59:38 -0400 <PatrickUSNLtRet> @realDonaldTrump What is known to just about everyone is you’re totally insane.
1170486815343595521 2019-09-07 19:59:38 -0400 <Lindamartin0071> @TrollPoly @realDonaldTrump @GOP GOP wants you to serve and die for our country but not live here.
1170486815230439424 2019-09-07 19:59:38 -0400 <WildeOscarCat> @Catherine_Riche @grgrybrns @LindaScribbling @RWPUSA @SpeakerPelosi @realDonaldTrump Correction:. @ potus  it pitus.
1170486813598855170 2019-09-07 19:59:37 -0400 <FoxmanMusic> @PoliticalShort @realDonaldTrump 92% ... That's quite a number to throw out there. Can you break it down for us and prove it? Otherwise it's just heresay and #fakenews
1170486813397585920 2019-09-07 19:59:37 -0400 <blengland> @realDonaldTrump What the . . . ?
1170486813292736512 2019-09-07 19:59:37 -0400 <RobertoGee4> @BelichickThis @realDonaldTrump Yes. And 20% more ranting about the Sharpie over Alabama thing. But at least it keeps him away from undoing worthwhile government programs or instituting neofascist ones.
1170486812198023168 2019-09-07 19:59:37 -0400 <ProtestRadio> @realDonaldTrump enough already
1170486811967283200 2019-09-07 19:59:37 -0400 <lafemmefatale7> @realDonaldTrump Lolol omg you're still going?? If only you had this sort of tenacity with regard to anything aside from yourself.
1170486810192924672 2019-09-07 19:59:36 -0400 <lsolares63> @realDonaldTrump #25thAmendmentNow #ImpeachTrumpNowNANCY #trumpisloco  https://t.co/E3NYco0iEl
1170486809026912257 2019-09-07 19:59:36 -0400 <CePak_EHS> @thebradfordfile @realDonaldTrump Ending Hillary Clinton's career? Sure...jenius
1170486808787816448 2019-09-07 19:59:36 -0400 <creynol350> @RichardM198 @Marybrady51 @PBCommentary @Delavegalaw @ifindkarma @robreiner @NCaDaPi @realDonaldTrump @GOP @senatemajldr @SenatorCollins Dude, put your money where your mouth is...I’m willing. The Chump barely won his last time around and this time everybody knows exactly who that erratic dirtbag is. He won’t get a second term...make book on it.
1170486808523808769 2019-09-07 19:59:36 -0400 <sindrehansen_> @real_defender @realDonaldTrump @real_defender You sound like a offended soccer mom. Did someone treat your little prince Donald unfairly? #diapersonsale
1170486808439918592 2019-09-07 19:59:36 -0400 <mjoaniedickson> @BreitbartNews @realDonaldTrump Insanity
1170486808418881536 2019-09-07 19:59:36 -0400 <za_haven> @Nceezs @realDonaldTrump
1170486808393728001 2019-09-07 19:59:36 -0400 <TimothyMealing> @johnharris1969 @vestager @HMRCgovuk @realDonaldTrump did Beijing just tell Amber what her new roll will be?  Work, will be renamed slavery Pensions, did slaves retire?  Chinazi is a chilling word
1170486808125116416 2019-09-07 19:59:36 -0400 <jtmoney132> @realDonaldTrump Unbeknownst to you but knownst to me your not a genius
1170486799619305473 2019-09-07 19:59:34 -0400 <denise_vert> @MaxBoot @washingtonpost @nytimes @CNN @realDonaldTrump Or any word that comes out of his mouth, for that matter.
1170486799224975361 2019-09-07 19:59:34 -0400 <KindeandTrue> @DanPeacock12 @AmericanGarlic @luvjbm @lbox327 @BeeBeeBeeLeaves @GostaLoveMoney @BFrownfelterND @LuvsShinyObjs @wanderinganimal @rockermom53 @OurSpraying @EllenKoko @FULLDEFENCE @bee4creation @jconnor19662 @allycl17 @Si_G__ @five4life @MichaelBringsli @rexhh @LauraWanek @CCousine7 @MollyGalt @GPanderino @Surfhempster @cjsienna55 @AzSkyWatcher @bendercock @docterzzz @cashonlyj @gcb910 @iamlisakirk @EdwardGheer @Wandaspangler2 @graydaygamer @Princess_BamBam @NULOOKREFINISH @OpChemtrails @SkywatcherTrut1 @realDonaldTrump @POTUS @TrueEyeTheSpy Last time I remember seeing a sky that color was the morning of Sept. 11, 2001 here on Long Island.
1170486798461489152 2019-09-07 19:59:34 -0400 <cerebralxmight> @ThatTrumpGuy @realDonaldTrump You’re soo cool
1170486797811572736 2019-09-07 19:59:33 -0400 <chrisstjay> @EricCML @realDonaldTrump @KenDilanianNBC Your statement is completely believable. Don’t you agree living in a vacuum person?
1170486797715087365 2019-09-07 19:59:33 -0400 <dsmith8089_don> @DavMicRot @realDonaldTrump Trump won’t even remember this tomorrow.
1170486796796465152 2019-09-07 19:59:33 -0400 <Sugarcubedog> @realDonaldTrump You didn’t say “early on”. You said it after you were briefed on the storm and it wasn’t going anywhere near Alabama. All you had to say was you misspoke, but instead you’ve blown this up to look like a foolish old man shouting at the wind. Step down from office. You’re unfit.
1170486796356132864 2019-09-07 19:59:33 -0400 <EvonkaTrump1> @realDonaldTrump 🖕🏻
1170486794573340672 2019-09-07 19:59:33 -0400 <LaurasOpEd> @realDonaldTrump What? What do you mean “secretly”?  Have you been following the history of this country at all?  What other dictators/terrorists do you meet with secretly? I guess we all know the answer to that question! #PutinsPuppet
1170486792925196288 2019-09-07 19:59:32 -0400 <edarndt1> @realDonaldTrump FAKE PRESIDENT
1170486790324707330 2019-09-07 19:59:32 -0400 <MAGAveteranRobi> @POTUS @realDonaldTrump PLEASE DEFUND UN! “WE, THE PEOPLE” RESPECTFULLY “REFUSE” TO CONTINUE TO FINANCE THE VERY ORGANIZATION THAT IS TRYING TO DESTROY FREEDOM, WW...NO MORE 💵 FOR UN!!! ✝️🙏🇺🇸
1170486789984776192 2019-09-07 19:59:31 -0400 <mockumatrix> @RWPUSA @BalueCat @realDonaldTrump No point in seeking justice now. Justice has to wait until we have power to implement it.  #INDICTIn2020
1170486789980721159 2019-09-07 19:59:31 -0400 <elainemacw> @realDonaldTrump This is truly wonderful!
1170486788928036865 2019-09-07 19:59:31 -0400 <WayneCommaBruce> @realDonaldTrump This is one of the parody accounts, right? No one can be this stupid on purpose, right?
1170486788789624832 2019-09-07 19:59:31 -0400 <rshep350> @GOP should be embarrassed by @realDonaldTrump like the rest of us.
1170486788554665984 2019-09-07 19:59:31 -0400 <sherlock2004> @realDonaldTrump just got a new dog, whom he named Sharpei!  @isabellabc @chelle_thrasher @BlytheGryphon @SenKamalaHarris @CoryBooker @JoeBiden @SenWarren @PeteButtigieg  https://t.co/tmE7qXXJ2t
1170486788223361031 2019-09-07 19:59:31 -0400 <BettySpeaks2020> @realDonaldTrump Get over it already.  https://t.co/qeQDwFk2b8
1170486787946536960 2019-09-07 19:59:31 -0400 <averagejoes0> @Dee_Easley @TonyHeck78 @Truthseekeraz @PRDDEPLBL0157 @MoniqueWorthy @shrikeworship @calysway @realDonaldTrump Not a troll. Just don’t know why people are freaking tf out over something so petty that literally doesn’t effect any of our day to day lives. Quit being so damn negative, we’re all on the same team
1170486787875250176 2019-09-07 19:59:31 -0400 <WalserWes> @realDonaldTrump Four days before the 9/11 anniversary.  Really?
1170486785304125447 2019-09-07 19:59:30 -0400 <mg_varela> @realDonaldTrump These 3 tweets are a master class of what not to do, not to say, not to write, when negotiating with a ruthless fanatical enemy!
1170486784666546176 2019-09-07 19:59:30 -0400 <ClaireAmybonne> @SenSchumer @realDonaldTrump After seeing him in action, you have to ask? Tell your Republican comrades to get on the ball and do something about this moron. They're so afraid of losing their positions, they do nothing about him. 2020 is coming.
1170486781684473856 2019-09-07 19:59:30 -0400 <Chris_James1971> @realDonaldTrump This is yet another CLEAR SIGN this man is mentally deteriorating to a point of school yard name calling! #egomaniac #hypocrite #dictator #liar #lunatic #obnoxious #crybaby #suck #littlebitch
1170486779390169089 2019-09-07 19:59:29 -0400 <SaffKhan4> @realDonaldTrump Truth hurts Mr President... What are you really in Afghanistan for?... If it's China &amp; Russia then openly face them... To make peace have a Bottle &amp; Pull out your luggage let them sort it out....
1170486778308038663 2019-09-07 19:59:29 -0400 <wearecbgb> @realDonaldTrump You only like to deal with the thugs and bottom feeders of world don't you?
1170486777595015168 2019-09-07 19:59:29 -0400 <LilwskysChaos> @PoliticalShort @realDonaldTrump He's a negative person. Tweets out attacks all day. His skin is thinner than cellophane. He does stupid things. He's out to ruin the world in the name of making a buck. Oh yeah, he belongs to the Russian Mafiya. The only positive coverage he could get at this point is resigning.
1170486776953266188 2019-09-07 19:59:28 -0400 <Kuwtakenta2> @realDonaldTrump We know mr.president. they'll say anything to get u to respond. Believe me.noone cares what the news says. We all know they are 110% bias and have all gone stone cold CRAZY.they will say and do anything to try and make u look foolish. But they fail to realize they are the FOOLS.
1170486776760164352 2019-09-07 19:59:28 -0400 <paulajo89> Is this who committed a felony with @realDonaldTrump?
1170486776034516992 2019-09-07 19:59:28 -0400 <GuamaniGringo> @realDonaldTrump You typed unbeknownst correctly so we know it wasn’t you who wrote this.  https://t.co/gNYB3LDUgK
1170486775942393856 2019-09-07 19:59:28 -0400 <jrdrnmsn> @realDonaldTrump You liar.
1170486775812431878 2019-09-07 19:59:28 -0400 <TruBluBrewCru> @realDonaldTrump Am I the only one who thinks he's lying?  Timing is everything.  Congress comes back Monday.  He's making shit up to deflect.  I 100% DO NOT BELIEVE THIS IS TRUE!  HE'S MAKING SHIT UP!
1170486775619436547 2019-09-07 19:59:28 -0400 <HvEvil> @slm7777777 @realDonaldTrump Yes they are despicable and trying everything they can to try and get their hillary 2.0 (aka warren) as the nominee even though she has 0 grassroots support.   https://t.co/p5zuWnhAbD
1170486775317499905 2019-09-07 19:59:28 -0400 <markram__> @xijinping Taiwan is a sovereign state. Hong Kong soon will be.  Please respect their independence.  #HongKongPolice #HongKongProtesters #HongKongProtests  @realDonaldTrump
1170486774927224832 2019-09-07 19:59:28 -0400 <shipdrummer> @realDonaldTrump finally dawns on trump that the taliban is up to no good 😆
1170486772515647488 2019-09-07 19:59:27 -0400 <Deemann20846605> @PoliticalShort @realDonaldTrump It is illegal for any American president to profit off the taxpayers beyond his $400,000 a year salary.Also he gets a $50,000 a year expense account along with $100,000 none taxable travel account.Oh and $19,000 for expenses.That's all he is allowed to receive from taxpayers
1170486771668455426 2019-09-07 19:59:27 -0400 <JHardin65786679> @realDonaldTrump Wow that's so weird! Today I was supposed to meet (in secret) with the aliens leader. Before the meeting the admitted that they are responsible for crop circles and abductions. I immediately cancelled the meeting. What kinda of beings  probes people's butts?
1170486771383177221 2019-09-07 19:59:27 -0400 <cpa_tpa> @real_defender @realDonaldTrump 🐂💩
1170486767658528768 2019-09-07 19:59:26 -0400 <oliviaboen> @richnear @realDonaldTrump Stopping in Scotland for gas.
1170486764458299392 2019-09-07 19:59:25 -0400 <xwincome> @realDonaldTrump JOBS WAS GONE IN 2011
1170486762642128896 2019-09-07 19:59:25 -0400 <Angel85377> @realDonaldTrump  https://t.co/qg7ACCOebF
1170486760654155777 2019-09-07 19:59:24 -0400 <StephenVanorder> @realDonaldTrump The failing Trump...
1170486759395868672 2019-09-07 19:59:24 -0400 <conojr> @lan_denunzio @larrykudlowCNBC @realDonaldTrump @washingtonpost @WashTimes @wjz @wusa9 @ABC7News @fox5dc @FoxNews @CNN @kevinolearytv @familycircus Oh, don't forget your Dunning-Kruger symptoms...enjoy those as well.
1170486759173570563 2019-09-07 19:59:24 -0400 <RogerRwyatt365> @realDonaldTrump Secret negotiations with terrorist organizations that conveniently don't happen. Sure...that's believable.
1170486759093940225 2019-09-07 19:59:24 -0400 <kevindk82> @realDonaldTrump End the tariffs now! Stop America's economy from realizing its full potential!
1170486758821257221 2019-09-07 19:59:24 -0400 <john8jalil> @realDonaldTrump The US soldier killed was from Puerto Rico, you know, that American territory you so disrespect.
1170486754861670401 2019-09-07 19:59:23 -0400 <GeorgeneNight1> @MeganLeazes @Hoosiers1986 @realDonaldTrump Thank you, Megan!!! Have just blocked that Bradley person!!!
1170486754756849666 2019-09-07 19:59:23 -0400 <dcamram> @realDonaldTrump All about you isn’t it.
1170486753792266240 2019-09-07 19:59:23 -0400 <GoldBuffalo2> @MeganLeazes @Hoosiers1986 @realDonaldTrump It's called the spoils of war. When you cease assets that belong to sponsors of Hezbollah, you don't give them back billions to make nukes. You do realize they frequently chant "death to America" at military parades, right? Maybe you could move there since it is so great
1170486752492101633 2019-09-07 19:59:23 -0400 <conradcraig5> @BillKristol @GenMhayden @realDonaldTrump I just delete my NOAA app.
1170486752420802565 2019-09-07 19:59:23 -0400 <braniellas> @ThatTrumpGuy @realDonaldTrump Omg..you are sooo cool!! Just a manly man!! 🙄
1170486751720140800 2019-09-07 19:59:22 -0400 <0y1YzDjw749e4Rc> @realDonaldTrump ロシアの選挙  開票は 信頼できますかね。
1170486750772203520 2019-09-07 19:59:22 -0400 <pnutnlucky2> @realDonaldTrump Well done, Mr. President. I've heard it said terrorists understand only strength. That you brought them to the table once, says something. They perceive strength, and your reaction now confirms it. Hope for more to come.
1170486750461882368 2019-09-07 19:59:22 -0400 <hanseannity> @realDonaldTrump DEFICIT, DEFICIT, DEFICIT!
1170486749304426496 2019-09-07 19:59:22 -0400 <JUNE60DLS> @realDonaldTrump  https://t.co/4rPPOec8yh
1170486748876423170 2019-09-07 19:59:22 -0400 <devans00> @realDonaldTrump Shut up about that cake™️! 🍰  #Trademark @StephMillerShow @TheRealTBone @RadioGuyChris
1170486748629098496 2019-09-07 19:59:22 -0400 <steve_ockerman> @realDonaldTrump Since the Afghans have been at war for centuries and don’t give a shit about the art of the deal, I’m guessing they can wait you out.
1170486748373143553 2019-09-07 19:59:22 -0400 <HarryOstertag> @realDonaldTrump Tribal groups have been fighting for power since the beginning of time. Are you just now beginning to figure this out. You really are a clown
1170486748096421889 2019-09-07 19:59:21 -0400 <SewSew_> @realDonaldTrump You don't care about our soldiers. You are taking away benefits from them for your wall. So don't lie about caring....
1170486744443174912 2019-09-07 19:59:21 -0400 <SharonPettifor9> @StewardshipAmer @realDonaldTrump Allen Sutton is a bot!
1170486743411433473 2019-09-07 19:59:20 -0400 <snickstrs> @realDonaldTrump Mr Art of the Deal? Really? #DonTheCon #InOverHisHead
1170486743407243264 2019-09-07 19:59:20 -0400 <51Renee> @BreitbartNews @realDonaldTrump She's right! We should ban fracking! We need to stop using all fossil fuels and use more wind and solar. Why do you think that this is a bad thing? Btw, thanks for promoting such a great Democrat running for President!!
1170486742035652611 2019-09-07 19:59:20 -0400 <DejaVuBoy> @realDonaldTrump  https://t.co/ejDDZknGxR
1170486741528190977 2019-09-07 19:59:20 -0400 <gas_patient> @realDonaldTrump This is one of the top reasons why you shouldn't be President. You're so desperate for adulation you think divulging secret intelligence information makes you look cool or something. #WhatACompleteIdiot #ResignNow #JustQuitAlready
1170486739665903616 2019-09-07 19:59:19 -0400 <KevinEverline> @realDonaldTrump @senatemajldr ...some of whom have never tried a case or have been judges at ANY level. Only the best people.
1170486739527512064 2019-09-07 19:59:19 -0400 <WPDPenguin> @realDonaldTrump Let's talk about Turnberry.  And your taxes.
1170486739292622848 2019-09-07 19:59:19 -0400 <DarkpresenceSb> @pharaohwasright @realDonaldTrump Glad you like it, I take pride in my work; this is alot of fun
1170486737258201089 2019-09-07 19:59:19 -0400 <UPYOURS555> @__SERIOUSLY___ @POTUS @realDonaldTrump Soon as I found out about cash app and the way Gretchen was treated, all I needed to know. I did some other research on Pulte, not impressed
