1185344809831059456 2019-10-18 19:59:59 -0400 <23Doordan> @eugenegu @realDonaldTrump Don’t be fooled bro ISIS doesn’t even exist!!
1185344790239633410 2019-10-18 19:59:55 -0400 <Doctor_Abiy> @realDonaldTrump Must they?  Doubt they will.
1185344789610414082 2019-10-18 19:59:55 -0400 <don4488> @realDonaldTrump If you only knew how many are leaving you.
1185344788297633792 2019-10-18 19:59:54 -0400 <AdamDav32978704> @realDonaldTrump Trump takeover makes REAL CONSTITUTIONAL REPUBLICANS want to vomit
1185344787404091392 2019-10-18 19:59:54 -0400 <bluebristolian> @IsThisMAGA1 @mmpadellan @realDonaldTrump The left. We deserved 9/11 because we keep sending troops into Muslim lands and murdering. Also the left, if Trump withdraws  US troops from Muslim lands he’ll increase the risk of wars and terrorism, he’s a murderer.
1185344787282644992 2019-10-18 19:59:54 -0400 <iluka2> @MatthewJshow @realDonaldTrump  https://t.co/T5CbJpTSuh
1185344787274027010 2019-10-18 19:59:54 -0400 <robsamsonite> @realDonaldTrump What if we have bone spurs?
1185344787047567360 2019-10-18 19:59:54 -0400 <liz_beybey> @wdunlap @realDonaldTrump Hey moron, Trumps actions led to release of hundreds of ISIS prisoners. It was all for nothing.
1185344786166890496 2019-10-18 19:59:54 -0400 <SCH41076287> @realDonaldTrump Since a long time this which hunt should have an end... Declasify and put them in
1185344785093017600 2019-10-18 19:59:54 -0400 <santos1012gmai1> @realDonaldTrump I love.
1185344783364968448 2019-10-18 19:59:53 -0400 <madmamavotes> @realDonaldTrump Spanky, you don't have any friends.
1185344783113510912 2019-10-18 19:59:53 -0400 <unclejeffsaid> @realDonaldTrump Resign
1185344782073245696 2019-10-18 19:59:53 -0400 <deb7horses1> @realDonaldTrump Impeach, Remove, Incarcerate the criminal president
1185344781196525568 2019-10-18 19:59:53 -0400 <mbarnes32> @realDonaldTrump  https://t.co/zZsGmCdth5
1185344780752113664 2019-10-18 19:59:53 -0400 <TheresaKentner> @realDonaldTrump So you can benefit?
1185344780328243200 2019-10-18 19:59:52 -0400 <neola62> @realDonaldTrump I’m not one to react much but you have caused me to.  You have to go
1185344779741216774 2019-10-18 19:59:52 -0400 <killbill7550> @realDonaldTrump No I don’t believe it, you are a liar
1185344779120529408 2019-10-18 19:59:52 -0400 <ATree02645601> @RWPUSA @CNNTonight @donlemon @realDonaldTrump @USATODAY CNN's response ought to be the most thorough examination yet of The Donald, his finances &amp; his business partners. CNNh sa been given a great start. Now's the time to nail down the remainding details. Also figure out the Stone-Trump angle. Stone was "fired" to be deniable cut-out.
1185344778852032513 2019-10-18 19:59:52 -0400 <LDJR101> @adasomg @realDonaldTrump There is no stupid comment you won’t make.
1185344778814119936 2019-10-18 19:59:52 -0400 <marylkelly16> @JohnnyBlkshrt @joncoopertweets @realDonaldTrump Seeing these images, hearing the screams of these children in horrific pain...I am so angry and what can we do? Isn’t there anyone in DC who can do something? Anyone?
1185344778784739328 2019-10-18 19:59:52 -0400 <AaronKnotts2> @realDonaldTrump   Wow, on this journey in finishing my dad's wishes, my dad did served in the Army, and Navy. He passed away with a service related illness. He is also a night of Columbus. And the Catholic Church. His last wish is to be burried at Prescott national cemetery
1185344778357104642 2019-10-18 19:59:52 -0400 <kristyann60> @realDonaldTrump Fraud! @ realDonaldTrump
1185344778071924736 2019-10-18 19:59:52 -0400 <LaurenBrns> @MeretriciousPro @WongKarWax @zoesykes13 @daveweigel @walterowensgrpa @hollybdc @realDonaldTrump @ewarren Given the current phenomenological evidence, I can't join your relative sanguinity regarding our "actual nature" but I'd be happy to be wrong, and am thankful for your expression of a more optimistic view. Ready to "catch" this perspective; hope I haven't been inoculated to it.
1185344777635553282 2019-10-18 19:59:52 -0400 <MarcGaudry1> @SallyLawry @realDonaldTrump @marklevinshow Sally get a grip on reality and stop smoking whatever your smoking.
1185344777631518720 2019-10-18 19:59:52 -0400 <jp_janetphilips> @realDonaldTrump Because of your massive mistake????????
1185344776389808128 2019-10-18 19:59:51 -0400 <TomRedding> @realDonaldTrump Traitor POS
1185344775039389697 2019-10-18 19:59:51 -0400 <zer0fx007> @RandPaul @realDonaldTrump bwah!
1185344773990703105 2019-10-18 19:59:51 -0400 <cantcu> @realDonaldTrump Dems passed 250 bills. All still laying on Mitches desk. I think you are talking about the GOP.  https://t.co/xwFw7WMUMN
1185344773986672641 2019-10-18 19:59:51 -0400 <Jrzyjrnyman> @realDonaldTrump  https://t.co/X1QpuIhwnl
1185344773420474369 2019-10-18 19:59:51 -0400 <MarilynPeluso> @sam_alsalem @flyasalways @ChatByCC @realDonaldTrump You are SO wrong! Look at AARP statistics. Your beliefs are so distorted and skewed and I see how closed minded you are. Please know I will be praying for you! Good night.
1185344772837384192 2019-10-18 19:59:51 -0400 <Jasa20009> @realDonaldTrump 2020
1185344772052963329 2019-10-18 19:59:50 -0400 <IrishMason> @realDonaldTrump I need some bloody hands emojis.  The potus doesn't read so we have to talk in pictures  - like emojis.
1185344771939880960 2019-10-18 19:59:50 -0400 <zoswizard> @SpeakerPelosi @gtconway3d @realDonaldTrump Yes there is. Whether republicans are ok with accepting the results of criminal behaviors as long as they retain power.   The answer to that question is most likely yes.
1185344771931475968 2019-10-18 19:59:50 -0400 <rantonini1950> @realDonaldTrump Yes!  Vigorously
1185344771533037568 2019-10-18 19:59:50 -0400 <jquaintless> @realDonaldTrump it’s more like you act only in spite. Turn the lights off on your way out you’re not paying the bills even the ones you owe.
1185344770555691010 2019-10-18 19:59:50 -0400 <MilesQBlack1> @realDonaldTrump #TrumpGenocide  #TrumpBetrayedTheKurds  #TrumpBetrayedOurAllies  #TrumpBetrayedOurMilitary  #TrumpGibberish  #TrumpIsAnIdiot   https://t.co/Z3hORalC0s
1185344770048180226 2019-10-18 19:59:50 -0400 <TWujeck> @ChatByCC @realDonaldTrump @realDonaldTrump isn't conservative (or progressive, obviously). His policy is completely contingient on what benefits him  most in the moment.
1185344769960169474 2019-10-18 19:59:50 -0400 <Lambert04S> @ChatByCC @realDonaldTrump That he is, as well as a Satanic agent provocateur
1185344769569873921 2019-10-18 19:59:50 -0400 <Jon35269502> @realDonaldTrump Trump จะเป็นต้นเหตุของ สงครามโลกหรือเปล่า
1185344766982213632 2019-10-18 19:59:49 -0400 <Tejana8157> @realDonaldTrump You gave Erdogan the green light to invade Syria &amp; murder our allies in the first place. #WorstPresidentEver
1185344766906519553 2019-10-18 19:59:49 -0400 <5Ey81K1fdop8YS7> @realDonaldTrump 👍🏆💯😉
1185344765069533184 2019-10-18 19:59:49 -0400 <sudodd921> @KevinMcFromTX @realDonaldTrump @AACenter A cult for unattractive people
1185344764968947718 2019-10-18 19:59:49 -0400 <leherto> @RandPaul @realDonaldTrump Age does not always equal wisdom.
1185344764595658752 2019-10-18 19:59:49 -0400 <Jonathancox2000> @realDonaldTrump Thats good, theres been enough blood spilled there as is anyway. I hope this will be resolved peacefully and with diplomacy.
1185344764423626753 2019-10-18 19:59:49 -0400 <tacocarebear> @SexCounseling @realDonaldTrump To impeach traitorous presidents like Donald "Do Nothing" tRump
1185344763429609472 2019-10-18 19:59:48 -0400 <clintwrites> @JSuxdix @realDonaldTrump 😂
1185344763186298880 2019-10-18 19:59:48 -0400 <SknSura> @realDonaldTrump What is required? 🤔  #SKN
1185344762892734470 2019-10-18 19:59:48 -0400 <Clayrugs7881> @realDonaldTrump
1185344762666192897 2019-10-18 19:59:48 -0400 <MickGrey3> @RandPaul @realDonaldTrump Why does every older liberal lady look like the crazy unhinged cat lady?
1185344762649272322 2019-10-18 19:59:48 -0400 <DeniseA49779149> @realDonaldTrump You're right they do. They all need to grow spines and vote you out!
1185344762427183104 2019-10-18 19:59:48 -0400 <smoothieDub> @real_defender @realDonaldTrump ⭐️⭐️ #YouTubeAndrewYang 🇺🇸⭐️⭐️ #AskAndrew #Yang2020🧢🇺🇸
1185344761571487744 2019-10-18 19:59:48 -0400 <BellaCoutureAli> @GovBrewer @SpeakerPelosi @POTUS @realDonaldTrump @BarackObama You also was literally in his face! Personal space violation. I prob would have slapped that hand right outta my face! If I was in that position.
1185344760275439617 2019-10-18 19:59:48 -0400 <t_mccaff> @realDonaldTrump They are starting to stick together and fight YOU. Keep your graphic minions on overtime, lots of people coming out against you. Many nicknames to create, when you're not doing "important" work of course. #TrumpIsALoser
1185344759835090944 2019-10-18 19:59:48 -0400 <ClemansJr> @realDonaldTrump @VinceMcMahon @shanemcmahon @BaronCorbinWWE Let's Wrestle!!!
1185344759646191616 2019-10-18 19:59:47 -0400 <xinwenredian> @realDonaldTrump 第三季GDP增6%，创30年有记录新低，经济下行加速。今年个人收入，企业利润和财政税收都在跌，这三块相加应该才是真实的GDP，所以中国的GDP其实已经是负数了。6%还属于严重虚高！现在举国都在强调稳就业、稳金融等六稳定，明年六稳将一样样破掉，强国的明斯基时刻来了！ https://t.co/brC0SQZsBR
1185344759436582912 2019-10-18 19:59:47 -0400 <VPOFIT> @bennyjohnson Good...! @realDonaldTrump please get AG Barr &amp; his team on this ASAP...! Time to measure #HillaryClinton for an orange speed suit...
1185344758211850241 2019-10-18 19:59:47 -0400 <DBH_KY> @realDonaldTrump You are stark raving mad as well as a 2 bit thug, Donald.
1185344756080988160 2019-10-18 19:59:47 -0400 <CKYoung18878363> @michaelbeatty3 @realDonaldTrump Possible. What about: tulsi knows Barr/Durham have it all, and the rest of the dem clown car is going to get nuked. This is her attempt to step off ground zero: "See, I told you they were corrupt! Now elect me, your last candidate standing!"
1185344755221368832 2019-10-18 19:59:46 -0400 <mjsmithrealtor> @real_defender @realDonaldTrump 383 people apparently
1185344754814291968 2019-10-18 19:59:46 -0400 <lives_andy> @FreedomOU812 @JohnKasich @realDonaldTrump ....RINO
1185344754541715456 2019-10-18 19:59:46 -0400 <muhitreza> Mr @LindseyGrahamSC   Return the #GolanHeights to the @UNGeneva....not your father's property   #G7  #Syria   @realDonaldTrump @mike_pence @RandPaul @FedericaMog @AOC @mehdirhasan @jeremycorbyn @JustinTrudeau @JulianCastro @marcorubio @mfa_russia @UN @MinPres @GermanyDiplo @MSF  https://t.co/cER8AOHnC4
1185344754529296386 2019-10-18 19:59:46 -0400 <jbug224> @ChatByCC @realDonaldTrump  https://t.co/smeZhC9nng
1185344753895989253 2019-10-18 19:59:46 -0400 <LulalivreOrg> @realDonaldTrump Great!
1185344753677651968 2019-10-18 19:59:46 -0400 <joycecanaday> @realDonaldTrump Corrupt tRUMP.  Make Impeachment Great Again.
1185344752390234118 2019-10-18 19:59:46 -0400 <JohnsonJT3> @ChatByCC @hwholcomb @realDonaldTrump We can hav empathy for less fortunate, but have 2 put US first. Taking care of “own 1st” does not condemn us to hell anymore than Captain saying “no more in life boat...one more, we all sink and drown.”  https://t.co/cAibEQ7uHg
1185344751295520769 2019-10-18 19:59:46 -0400 <tjzepp02> @VolpeMarianne @amielyn82_amie @sdvillafranca @Mark80652495 @BadAsVlad @realDonaldTrump As soon as you share Daily Caller stories...youve list all credibility with me. They aren't just a rightwing opinion outlet...they are a deliberate misinformation Rag.
1185344750687313926 2019-10-18 19:59:45 -0400 <agitpopworld> @ABC *The Art of the Chop*  @realDonaldTrump #JohnKasich   #MerryImpeachmentInquirySeason  https://t.co/XTc9QvFrZ2
1185344750137724928 2019-10-18 19:59:45 -0400 <ShapiroMark> @ClintEastwoodLA @dscc @realDonaldTrump Same here. Keep on rockin it Clint. You da man!
1185344750037032964 2019-10-18 19:59:45 -0400 <jr_important> @Veronicaromm @realDonaldTrump ❤️🇺🇸🎃
1185344750020386816 2019-10-18 19:59:45 -0400 <MCoughlinUSA> @realDonaldTrump  https://t.co/KhkzgSO4GK
1185344749764534273 2019-10-18 19:59:45 -0400 <triggeringlibsQ> @SpeakerPelosi @realDonaldTrump The swamp rats are scared
1185344749718384643 2019-10-18 19:59:45 -0400 <ValtairFagundes> @realDonaldTrump gostaria em conhece-lo, sei que talvez seja muito difícil, mas não impossível. Viva os Estados Unidos da América.
1185344749177311232 2019-10-18 19:59:45 -0400 <scottsimpsonlaw> @eugenegu @realDonaldTrump None. Kurds would be fighting ISIS regardless.
1185344748946624513 2019-10-18 19:59:45 -0400 <delexplorer> @realDonaldTrump "I earned my bone spurs on the battlefield ... Donald Trump earned his bone spurs in a letter from a doctor." 🤣  https://t.co/zhpdoaUtT4
1185344747000549376 2019-10-18 19:59:44 -0400 <stevecrouts> @realDonaldTrump Donald, you are doing a great job. Don't let people try and put you down. Good job!
1185344746245500928 2019-10-18 19:59:44 -0400 <chandlertroyd> @realDonaldTrump Isn’t it a problem when we cant tell whether @POTUS tweets are real or satire?
1185344746228768768 2019-10-18 19:59:44 -0400 <CSMLuisGonzalez> @mauidiver1 @realDonaldTrump #Trump2020  https://t.co/3N72agPawj
1185344745993834496 2019-10-18 19:59:44 -0400 <Joey26491987> @DrEstella @DrMartyFox #Treason.  Need I say more! Probe her like her ole Bill probed Monica @realDonaldTrump @WhiteHouse
1185344745473822720 2019-10-18 19:59:44 -0400 <amestr144> @SarDebbie @MattMillburn @GOP @PAGOP @realDonaldTrump @FoxNews @WomenforTrump Trumpism means never taking responsibility or accepting accountability. Always a convenient scapegoat. Assume you'll post a copy of the receipts if you're so certain you've been victimized.
1185344745469558784 2019-10-18 19:59:44 -0400 <AllergicToCNN> Maxine...isn't your earned nickname ' poverty pimpette' enough shame? @realDonaldTrump #POTUS
1185344743095574529 2019-10-18 19:59:44 -0400 <thealanpowell> @realDonaldTrump Sort of like @BarackObama having to deal with you for 3 years. #dontmelt #snowflake #quiproquo #GetOut
1185344743074598914 2019-10-18 19:59:44 -0400 <Tish90331958> @realDonaldTrump @RTErdogan I want u out I ready to form protest to shut down dc IMPEACHMENT now!
1185344741262680064 2019-10-18 19:59:43 -0400 <unclejeffsaid> @realDonaldTrump Nice one brad
1185344741191421952 2019-10-18 19:59:43 -0400 <C_Heldenstein> @JohnKasich @realDonaldTrump We are witnessing Spiraling Damage of a Treasonous Coward: @POTUS Trump.  Trump was told face-to-face by the world's richest man (Putin) that he (Trump) can be "The Putin of America".  All the shifty Oligarchs + their grifty Politicians?  Sharking for big slices of Treason pie🤬  https://t.co/WM56dV0jYr
1185344740641763328 2019-10-18 19:59:43 -0400 <xinwenredian> @realDonaldTrump 第三季GDP增6%，创30年有记录新低，经济下行加速。今年个人收入，企业利润和财政税收都在跌，这三块相加应该才是真实的GDP，所以中国的GDP其实已经是负数了。6%还属于严重虚高！现在举国都在强调稳就业、稳金融等六稳定，明年六稳将一样样破掉，强国的明斯基时刻来了！ https://t.co/brC0SQZsBR
1185344739362492416 2019-10-18 19:59:43 -0400 <ruthlesssushi> @realDonaldTrump That’s not how any of this works. YOU ARE NOT KING!!!!
1185344739354304512 2019-10-18 19:59:43 -0400 <issawolfgirl> @krillinmustdie @annemariemavie @realDonaldTrump Hahahahha
1185344738918055937 2019-10-18 19:59:43 -0400 <Bill87986603> @realDonaldTrump @POTUS  https://t.co/GvsNOPIDh2.With.Yourself.
1185344738704142337 2019-10-18 19:59:43 -0400 <dovesandletters> @MalcolmNance @sharkey_g @TulsiGabbard @realDonaldTrump How can anyone who supports Ilhan retweet Malcolm Nance?
1185344738515394560 2019-10-18 19:59:42 -0400 <Kittens52459774> What now!? #TRerdogan is insatiable, his thirst for blood could never be satisfied that easily!! @realdonaldtrump s magical tricks didn't work! Kurds #rojava ( those who once helped USA military to get rid of ISIS) being slaughtered by the so called Mohammad s army!  #براندازم  https://t.co/FfTZYiX7hI
1185344738100203520 2019-10-18 19:59:42 -0400 <DaredevilofUS> @PeffYaW @eugenegu @realDonaldTrump Is that Kurdish blood or Armenian blood I see in that   video?
1185344737995300864 2019-10-18 19:59:42 -0400 <Spchdiva> @IamPurpleHearts @realDonaldTrump Well you are a piece of work aren't you?
1185344737282351104 2019-10-18 19:59:42 -0400 <Michael34768247> @JohnnyBlkshrt @joncoopertweets @realDonaldTrump преодолеть это
1185344736606834688 2019-10-18 19:59:42 -0400 <mulhol_m> @bobcesca_go @joncoopertweets Is one of his goals to help impeach that maniacal, orange vat of pure-stupid occupying the oval office?  @realDonaldTrump @DonaldJTrumpJr @EricTrump @LaraLeaTrump @IvankaTrump #ImpeachThePres #PelosiOwnsTrump #KurdishBetrayal
1185344736376348672 2019-10-18 19:59:42 -0400 <mikism_LKSM> @2runtherace @realDonaldTrump Thanks for this loser Utah! SMH
1185344736288227328 2019-10-18 19:59:42 -0400 <HosseinMsvi> @realDonaldTrump Can only think of how many lives you have taken.
1185344735952723968 2019-10-18 19:59:42 -0400 <michael_olenik> @realDonaldTrump You sold out our allies, such a disgrace you are! #inept45
1185344735617024007 2019-10-18 19:59:42 -0400 <TheDigriz> @RandPaul @realDonaldTrump The media created this monster.
1185344734925131776 2019-10-18 19:59:42 -0400 <lupu_flavius> @realDonaldTrump ERDOGAN IS A NOTORIOUS CRIMINAL !!!!!!!!!!!
1185344734874742785 2019-10-18 19:59:42 -0400 <LindaHonsa> @realDonaldTrump You're losing more everyday with your craziness.
1185344734690250757 2019-10-18 19:59:42 -0400 <elzombieregio> Help!! @realDonaldTrump ! Our government doesn’t have the capacity to fight against the Drugs Cartels.. Can you Call to @lopezobrador_  and offer soldiers??
1185344734144933888 2019-10-18 19:59:41 -0400 <Fleisch2> @_ReaalAmerican_ @realDonaldTrump Pretend to solve problem
1185344734144815104 2019-10-18 19:59:41 -0400 <RheaRob> @StephenKing @realDonaldTrump @StephenKing
1185344733092237312 2019-10-18 19:59:41 -0400 <Akntsyn> @hilalnesin @realDonaldTrump  https://t.co/krvrt4m4nJ
1185344733079584768 2019-10-18 19:59:41 -0400 <sweetiekgk> @realDonaldTrump trump PR person aka press secretary making commie propaganda videos, my tax dollars at work.
1185344732295249920 2019-10-18 19:59:41 -0400 <Howie37h> @realDonaldTrump Are you mad or just deluded?
1185344730755928071 2019-10-18 19:59:41 -0400 <l_lisaw> @realDonaldTrump I wish you every bit of karma you deserve.  Hoping it is served up by the lives you sacrificed to serve the masters of your empty soul.
1185344730651119617 2019-10-18 19:59:41 -0400 <Tom58817957> @JohnKasich @realDonaldTrump And you john are a cry baby pile of horse 💩
1185344729858199552 2019-10-18 19:59:40 -0400 <9BackSurgeries> @KevinMcFromTX @realDonaldTrump @AACenter Obviously a lot of Evangelical's there tonight!!!😂😂😂😂😂
1185344728130306049 2019-10-18 19:59:40 -0400 <angelaneff16> @MalcolmNance @TulsiGabbard @realDonaldTrump I  https://t.co/8wIBeL8w3V
1185344727761215493 2019-10-18 19:59:40 -0400 <TommyBaas> @realDonaldTrump "Isn't it great how some people survived the fire I started?"
1185344726263877633 2019-10-18 19:59:40 -0400 <tardigrade45> @realDonaldTrump He’s such a better individual with more integrity than you.
1185344725768818688 2019-10-18 19:59:39 -0400 <Cd655321D> @liberte1787 @MatthewJshow @realDonaldTrump "Alarming trollbot". I'm going to have nightmares.
1185344725617803265 2019-10-18 19:59:39 -0400 <Gingelle77> @RandPaul @realDonaldTrump I love how the right takes a situation involving a few people and blames it on the millions upon millions of Democratic voters in the country who have never conducted themselves that way.
1185344723499794433 2019-10-18 19:59:39 -0400 <argolfnut> @JohnKasich @realDonaldTrump Welcome to the game almost too late but glad you are here
1185344723353034753 2019-10-18 19:59:39 -0400 <NovePlusNove> @realDonaldTrump  https://t.co/Qm3nNkR6L2
1185344722367217664 2019-10-18 19:59:39 -0400 <folderal> @RWPUSA @CNNTonight @donlemon @realDonaldTrump @USATODAY Throwing ALL the spaghetti against the wall, hoping one strand sticks.
1185344722157465601 2019-10-18 19:59:39 -0400 <CodyIsAGoodBoy> @waltjesseskylar @realDonaldTrump Doesn't make him wrong, though.
1185344721482334208 2019-10-18 19:59:38 -0400 <SueFran26844392> @realDonaldTrump The news showed the cartel is killing a lot in mexico. 300,000 dead. 30,000 police. I knew this. Maybe dems should believe I get my knowledge from the Lord. Otherwise I wouldn't even text. I'm a hermit. Like my prayer life.
1185344720228290560 2019-10-18 19:59:38 -0400 <bkohatl> @RandPaul @realDonaldTrump @KYGOP @kydem @GovMattBevin @MattBevin @AmyMcGrathKY @AndyBeshearKY  https://t.co/Tzx8G4saHs
1185344720022724608 2019-10-18 19:59:38 -0400 <gcd_> @MatthewJshow @real_defender @realDonaldTrump 😂😂😂😂😂😂 2nd biggest joke!
1185344719854952448 2019-10-18 19:59:38 -0400 <wudnshu> @JoeBiden @realDonaldTrump Have Hunter go through 13 hours of testimony and release his first 😂
1185344719347429379 2019-10-18 19:59:38 -0400 <jonifromIoni> @realDonaldTrump OMG you sound like a child You’ve nvr ever had a filter for anything have you?  RESIGN
1185344718936391682 2019-10-18 19:59:38 -0400 <BarryTrump2> @realDonaldTrump Lock up Adam Schiff for treason
1185344717875286016 2019-10-18 19:59:38 -0400 <ForanEvelyn> How many of you noticed the last Democratic debate had a pentagram above the candidates?  Remember : their symbolism will be their downfall Q @ChristinePolon1 @cjtruth @Avenger2Toxic @Fearless4Him58 @Cordicon @realDonaldTrump  https://t.co/RDAvqEfb8P
1185344717678088193 2019-10-18 19:59:37 -0400 <drewerydyke> @realDonaldTrump Aw, shucks, Donny. You could always quit.
1185344716918972417 2019-10-18 19:59:37 -0400 <TheDanOhman> @realDonaldTrump So now you applaud yourself for fixing a problem you created. Congrats buddy. You did it! 👍
1185344715937517573 2019-10-18 19:59:37 -0400 <Chairman_Wil> @realDonaldTrump Think how many lost their lives as a result of a phone call you made. Every day there’s a new low. It’s like that old adage concerning wrestling with pigs, you love this and we all get a little dirtier each day.
1185344715052539910 2019-10-18 19:59:37 -0400 <Tasemebro1> @RandPaul @realDonaldTrump More whataboutism. Great argument RP
1185344714851127297 2019-10-18 19:59:37 -0400 <MidwestGMa> @realDonaldTrump No president was intended to be this way. #impeachment #ImpeachmentTaskForce #ImpeachTrumpNow
1185344714838441984 2019-10-18 19:59:37 -0400 <JamesShay421> @realDonaldTrump They left because you started melting
1185344714817454080 2019-10-18 19:59:37 -0400 <Bakup_PunterMM> @realDonaldTrump Trump a fighter?  Aren't you the one that gets doctors notes to get out of military service? Cuts and runs like a coward from our allies allowing their slaughter?  Gets repeatedly schooled by Pelosi?
1185344712422486016 2019-10-18 19:59:36 -0400 <wsebring> @WasARepublican1 @padenpur @realDonaldTrump @CNN @FoxNews #FoxNewseisStateTV
1185344712103866369 2019-10-18 19:59:36 -0400 <skh57> @alison_grugan @luro5000 @tomoftheplains @itsJeffTiedrich @realDonaldTrump 😂😂😂😂💙
1185344711239852032 2019-10-18 19:59:36 -0400 <SatchofBridgend> @realDonaldTrump You're a sick man Donald and it's not just bone spurs, it's far more serious.
1185344710963011585 2019-10-18 19:59:36 -0400 <MarieVolland1> @BruceAlrighty45 @realDonaldTrump Nope! The swamp establishment on both sides! Evil globalists and anti-Christian!!
1185344710694658049 2019-10-18 19:59:36 -0400 <molarprincess> @America1stTiger @yoakumgirl923 @realDonaldTrump She has fake teeth and they were coming loose.  She needs some fixadent!!!
1185344710312890368 2019-10-18 19:59:36 -0400 <GunAlpha> @army_bc @GuardCanada @bellaluz88 @RichardAustin77 @BillBeam1 @SEBlade1 @Mike66532627 @KWAMonaghan @DavidMercer2014 @SEALofHonor @LeBrunJames81 @GenDonBolduc @Joeydonofriosr @mjgranger1 @CoachJohn20 @ujblack @rshaw3 @COCalgHighrs @CaptJSNiles @Jimmy33478435 @doug69 @wwp @MadDog20470 @madgib1987 @GenFlynn @AlbertBack1 @BradfordCotton5 @RobertEllisLee @BillHaynes14 @KLMc39699369 @YancyQue @BruceCElder2 @Dona0132 @ArmyVeteran11 @MilitaryDogTag @SEAC_Troxell @R88D8 @realDonaldTrump @riky3211 @SergSeth @Jax63621734 @4yourvets @usareurcsm @TopDog98549764 @1HeroMe @greg_scott84 @washington_bear @USMarine_Vet @CanArm2011 @SirCregan How goes it Mike? Any big plans for the weekend?
1185344710048669696 2019-10-18 19:59:36 -0400 <beardeddirewolf> @realDonaldTrump Or they could get their heads out of their asses and realize that you’re bad for America.
1185344709645885440 2019-10-18 19:59:36 -0400 <tavixfancy> @realDonaldTrump Think about how many you COST.
1185344709394391040 2019-10-18 19:59:36 -0400 <sharon86224498> @realDonaldTrump @RTErdogan You believe that murderer? Oh I guess you are one too!
