1167950191644663810 2019-08-31 19:59:59 -0400 <keithHi43853371> @realDonaldTrump Congrats on the space program. The country really needs it.
1167950174154440709 2019-08-31 19:59:55 -0400 <TazeRussel> @LoschGerrit @matt_abstract_ @SamuelHerd1 @will_enoch Sorry Brother Lösch, we took a vote and will be switching your spot in heaven for @realDonaldTrump. No one knows how to bring chaos and destruction like him, we'll need him at Armageddon.
1167950173852487680 2019-08-31 19:59:55 -0400 <MidgeColorado> @realDonaldTrump And we don't want a president with no ethics.
1167950172757741569 2019-08-31 19:59:55 -0400 <bahler_david> @VP @realDonaldTrump Are you being wilfully thick?  Or are you lying?  You know as well as I do he is playing golf
1167950172212449280 2019-08-31 19:59:55 -0400 <nickbalandiat> @realDonaldTrump What you going to put guns in vending machines next sporto?
1167950169796575232 2019-08-31 19:59:54 -0400 <Manny_Street> @thebradfordfile @realDonaldTrump Is this bot STILL in operation?  It obviously doesn’t know much about economics.
1167950169200922630 2019-08-31 19:59:54 -0400 <SatcomPatriot> @VideotapeFloyd @KESmith07 @BernadetteRSmi1 @Reuters @realDonaldTrump Didn't super president have a Republican lock and yet completely failed to find funding for one of his trademark election promises? Yes, I think so. Oh and he didn't get any gun legislation passed either. Obama isn't president anymore, Mr I'm the best at everything is.
1167950169012195328 2019-08-31 19:59:54 -0400 <JayStill4> @realDonaldTrump Joe Biden currently leads Trump by (16 points, 54% to 38%).  Warren, Buttigieg and Sanders are all leading him by at least 9 points  YES! Trump is scared!
1167950168408215552 2019-08-31 19:59:54 -0400 <stevebr87830160> @realDonaldTrump DUDE, you and your closet case and the Second Lady ie; mother.
1167950167393234952 2019-08-31 19:59:54 -0400 <lnorFLORIDA> @GinnyCotton13 @Lovemypresiden4 @SpeakerPelosi @SenSchumer @realDonaldTrump “their ilk” includes much of Rep party
1167950166923468806 2019-08-31 19:59:53 -0400 <Real__Ari> @EricMcCormack You sound like you have been transported from the 1950s Unamerican activities committee  I thought we moved past blackballing people and this shaming culture must end I’m definitely no fan of @realDonaldTrump but I’m also no fan of the ones policing freedoms
1167950165543538688 2019-08-31 19:59:53 -0400 <DMannXT> @ScottFordTVGuy @realDonaldTrump How is that going to bring the dead back? Gun control laws now.
1167950164276854785 2019-08-31 19:59:53 -0400 <CobbsLiz> @realDonaldTrump  https://t.co/AlZ5rPHY3L
1167950157947604993 2019-08-31 19:59:51 -0400 <Brandon37643943> @ObserverMidwest @robyntgnh1 @JoyfullyDazed @BJR3_Boston @realDonaldTrump Out of curiosity. Is there a reason you're not very good at english? You live in the Midwest so I'd doubt you're an immigrant. Huh how strange.
1167950157033267200 2019-08-31 19:59:51 -0400 <JuniorOlson13> @POTUS @realDonaldTrump #OMFGoodness! Are you just as tired of this as, #I #Am?  👽 @WaltDisneyCo @DisneyStudios 😈 🧐🍷
1167950154109874182 2019-08-31 19:59:50 -0400 <kgbaugie> @real_defender @realDonaldTrump Had your dose of KoolAid we see. 🤨
1167950153312948224 2019-08-31 19:59:50 -0400 <BarbaraDarlin> .@realDonaldTrump .@FoxNews .@foxandfriends #MAGA .@GOP .@GOPChairwoman  https://t.co/rUCOLjLOVH
1167950152729935873 2019-08-31 19:59:50 -0400 <sheila8453> @realDonaldTrump BULLSHIT
1167950152453111809 2019-08-31 19:59:50 -0400 <establishmentno> @Schanette55 @Consofcooking1 @bmickeydanger @plain_not @BazinetTeresa @PatriotMadd @Angel1350852961 @Birdseye1 @VoteTheRINOsOUT @WhimsicalMeToo @laurawilcamaro @MarilynLavala @RobertMabr @freddyrace14 @ChrisPBaconLT @HustusMichael @COL314 @RalphS24381648 @WattzzD @GracieLovesUSA @adagioforstring @davidf4444 @ezvic420 @Brialalexi @Quin4Trump @WagonKnoggin @MichaelsANewman @bodysouls @traveler002 @JamesMtrev007 @realDonaldTrump @Agortitz @ScottRickhoff @usvetram @Jamie32377541 @AmerMilNews @Amplifier2Rf @LoveCovfefe2020 @robcarlson20 @MacShiver @Becca2631 @Big_crusher1000 @EvenBrokerRoca @PatriotBrwnEyes @Francis95781199 @SpaceForceBravo @mamoobonnie @paulsfam4 @side_show007 @Farmgal2010 She's learning responsibility &amp; about the farming business.
1167950149483524097 2019-08-31 19:59:49 -0400 <rebecca73929345> Well The Expert @realDonaldTrump  Will start Screaming Mental Health Issues Again for this Resent Gun Violence ....Cause he gives a Fuck about Y'all America 🇺🇸 RIP 🙏🙏🇺🇸🇺🇸
1167950149236097025 2019-08-31 19:59:49 -0400 <psforsure> @DeplorableChoir @realDonaldTrump Nothing is wrong with it.
1167950149118652418 2019-08-31 19:59:49 -0400 <elgordopoppy> @realDonaldTrump Will you be issuing thoughts and prayers soon and claiming mental illness is the cause? If so, can we agree a bunch of good guys guns failed to stop a guy with a gun?
1167950148627910658 2019-08-31 19:59:49 -0400 <ChicagoBeerSnob> @TheVirginQueen6 @WalshFreedom @realDonaldTrump  https://t.co/Bww5lwgWG7
1167950148162310145 2019-08-31 19:59:49 -0400 <Luvnediting> @realDonaldTrump @GreggJarrett @ByronYork @LouDobbs The IG found Comey broke a *RULE* or a *POLICY*, NOT *THE LAW* by not telling them his attorney also had Memo 2.  Espionage defined: the practice of spying or of using spies, typically by governments to obtain political and military information.  A MEMO ISNT SPYING. Its a MEMO.
1167950147440873473 2019-08-31 19:59:49 -0400 <boycek1219> @realDonaldTrump we know Hope and Prayers  to Alabama and Texas. More guns for political contributions
1167950146186858499 2019-08-31 19:59:48 -0400 <TiltonLaurene> @keanothedog @realDonaldTrump Go to bed and get some rest for God's sake
1167950143267594240 2019-08-31 19:59:48 -0400 <LuckyHoliday2> @TWIT_ANTHONY @realDonaldTrump @FoxNews @seanhannity Are you tweeting from a mental asylum, I sincerely hope so because you’re as mad as your orange hero #25thAmendmentNow
1167950141896060928 2019-08-31 19:59:47 -0400 <Bolder_lady> @realDonaldTrump 🤪😂
1167950141485015041 2019-08-31 19:59:47 -0400 <Lee_Roges> @realDonaldTrump @GreggJarrett @ByronYork @LouDobbs You really can’t read.  Astounding.   Oh wait.....that’s not it. You’re just a shameless liar. #TrumpIsASociopath
1167950139735998464 2019-08-31 19:59:47 -0400 <ItsMeDoublEE> @realDonaldTrump Another mass shooting where Americans were slaughtered and at least three cops shot. You finally ready to grow a pair stand up to the @NRA? Or will you continue to be weak and their puppet? The world is watching once again.
1167950138783846406 2019-08-31 19:59:47 -0400 <JuanBadHambre> @inxs555 @JulianSvendsen @realDonaldTrump My family has been in the states longer than yours guaranteed!
1167950134786682880 2019-08-31 19:59:46 -0400 <ryanj587> @EvaSPoulsen @alderiex @realDonaldTrump fake site  https://t.co/I3QNLT1X9W
1167950132576313345 2019-08-31 19:59:45 -0400 <dbutler20031> @realDonaldTrump Do something!
1167950132555288581 2019-08-31 19:59:45 -0400 <PamelaSunderman> @realDonaldTrump Avocados are ridiculously expensive.  Can you fix that?  Will you also take credit for the higher prices we are about to experience for so many manufactured goods from China?
1167950132404293647 2019-08-31 19:59:45 -0400 <AllisonBakerFit> @anitakumar01 @HowyofWI @realDonaldTrump Bet the trip to Virginia was planned all along!
1167950131099889664 2019-08-31 19:59:45 -0400 <wildwillie13> @realDonaldTrump You can stand down @potus...shooter was not a brown person...Was white male, mid 30s...
1167950124271562752 2019-08-31 19:59:43 -0400 <guahanjeff> @realDonaldTrump You also don’t want a President with Donald Trump’s ethics (or narcissism, disregard for the truth, insecurities, etc).
1167950123084550145 2019-08-31 19:59:43 -0400 <ScottOuell> @realDonaldTrump More shootings to follow because our Government is corrupt? Because the president is a narcissistic bully? Because the #greatdivider and @senatemajldr are paid for by Russia and the @NRA? #cheetodick #clownpresident #liarincheif #fucktheNRA
1167950122375737347 2019-08-31 19:59:43 -0400 <SamSidneyTe> @realDonaldTrump Apologizes! I forgot to put the 2 years in front of 223 days. Still impressive.
1167950122296078339 2019-08-31 19:59:43 -0400 <JimHarr41132409> @realDonaldTrump MAGA!!
1167950122023407617 2019-08-31 19:59:43 -0400 <TheWondersNatur> @realDonaldTrump China Says Trump Is LYING About Restarting Trade Talks  https://t.co/Y37SuphnJi via @YouTube
1167950121570451457 2019-08-31 19:59:43 -0400 <derush_patricia> @joe_chamberlin2 @BarackObama @BernieSanders @realDonaldTrump He would never ever do this
1167950117858529283 2019-08-31 19:59:42 -0400 <evsmutti> @WalshFreedom @gtconway3d @realDonaldTrump I hope this is true.
1167950115627094016 2019-08-31 19:59:41 -0400 <Gunner44444> @Sliver_70 @realDonaldTrump Thank you...So are you 😊#TrumpLandslide2020
1167950113165066240 2019-08-31 19:59:41 -0400 <lolyoulosenotme> @realDonaldTrump We don't need a president that continuously lies. We don't need a president that calls people names because he's a weak ass man that loves to bully and have everyone else do his fighting. And we don't need a president that is so deranged his ego is through the roof of sanity.
1167950111944523776 2019-08-31 19:59:40 -0400 <MarlaWeezie> @realDonaldTrump Trump is a two-bit con artist, criminal,  and fat, old bully.  We’re so utterly exhausted and overwhelmed with Trump’s gross incompetence, threats, lies, chaos, &amp; corruption.  Register everyone you know to vote in 2020, as the safety of our nation depends on flipping the WH 💙.
1167950108689698817 2019-08-31 19:59:40 -0400 <lindajaniebrou1> @realDonaldTrump "More to follow"? I cannot image anyone trusting you, Donald, to tell the truth about anything. Gun-nut fools claiming "Christianity" (who ignore the tough bits like give your stuff to the poor, don't kill &amp; do welcome foreigners) elected you; maybe they still believe your lies?  https://t.co/r0BAemJpgQ
1167950106135412737 2019-08-31 19:59:39 -0400 <nunoacosta> USA is made in CHINA. @realDonaldTrump
1167950106122838018 2019-08-31 19:59:39 -0400 <pja53> @PressSec @realDonaldTrump @fema @POTUS  https://t.co/oaALlEAx6O
1167950104956817408 2019-08-31 19:59:39 -0400 <Newdowndog> @realDonaldTrump Tee off!
1167950104944246784 2019-08-31 19:59:39 -0400 <mcynst> @realDonaldTrump Thank you Mr President
1167950100175286272 2019-08-31 19:59:38 -0400 <kat23tracy> @realDonaldTrump Really Special Amendment protecting us! Real good going America.
1167950100171149312 2019-08-31 19:59:38 -0400 <jimmyan82035088> @realDonaldTrump You hired them. ‘The BEST people’. I think not
1167950099088994305 2019-08-31 19:59:37 -0400 <voteNotoALL> @funder @WhiteHouse @realDonaldTrump @senatemajldr  https://t.co/hkEh6NKSIS
1167950098719838208 2019-08-31 19:59:37 -0400 <Rich3Dawg> @realDonaldTrump "clearly the right thing to do" Yeah, since Comey wouldn't let this guy off the hook:  https://t.co/5QLCum4cyB
1167950097667121159 2019-08-31 19:59:37 -0400 <speeed_warp> @CWNBCIA @4everNeverTrump @realDonaldTrump Star Fleet?
1167950095246970880 2019-08-31 19:59:36 -0400 <Amber50197322> @realDonaldTrump Remember the Republicans celebrating their ongoing fight to remove healthcare from the mentally ill?  https://t.co/fzWfg2P4nb
1167950088150274049 2019-08-31 19:59:35 -0400 <mspatriciab> @realDonaldTrump STOP
1167950087508545536 2019-08-31 19:59:34 -0400 <CooperLynnDrak1> @RedWingGrips @GIJoeOPS @realDonaldTrump Green New Deal?
1167950086422163457 2019-08-31 19:59:34 -0400 <JustaDumguy> @realDonaldTrump President For Life Herr Gröpenfurer von Bonespur knows how important it is that his minions believe that China pays the tariffs that they're paying out of their own silly pockets!  ALL HAIL PRESIDENT FOR LIFE HERR GRÖPENFURER VON BONESPUR, THE GREATEST ADVANTAGE TAKER EVER!
1167950082852839424 2019-08-31 19:59:33 -0400 <theclown_bozo> @Lrihendry @realDonaldTrump @FoxNews @seanhannity I guess at least SOME of the Fox network (the talking heads, not the news arm) functions as the state run TV that Trumps so desperately wants.  True Americans, however, prefer free PRESS and tv JOURNALISTS who are more concerned with truth than sucking up to current dictator.
1167950080986337281 2019-08-31 19:59:33 -0400 <HydeJekyll7> @carol31635568 @TWIT_ANTHONY @realDonaldTrump Bro @TWIT_ANTHONY is a Savage low-key troll. Get with it lol
1167950079266656261 2019-08-31 19:59:33 -0400 <smartenough2no> @realDonaldTrump Playing golf again while America is burning smh
1167950078855639041 2019-08-31 19:59:32 -0400 <christo32600523> @realDonaldTrump @WhiteHouse Is it like your concentration camps? Concentrate now, what is the right answer here?
1167950077513490432 2019-08-31 19:59:32 -0400 <Evans1161> @realDonaldTrump Respect is earned and you haven’t earned shit.
1167950076628455425 2019-08-31 19:59:32 -0400 <blazeaglory> @alderiex @realDonaldTrump Wtf? Most ignorant statement ever
1167950070056017921 2019-08-31 19:59:30 -0400 <alllocalpolitic> something right happened during President Obama’s watch and something wrong is happening under @realDonaldTrump  https://t.co/ebjHeUjzM2
1167950068818665473 2019-08-31 19:59:30 -0400 <Koatona> @realDonaldTrump This is your fault once again!!!   encouraging crazy people like you!!
1167950065157074949 2019-08-31 19:59:29 -0400 <italiamommie> @realDonaldTrump Standing behind you Mr. President
1167950064351727616 2019-08-31 19:59:29 -0400 <b4richmond> @realDonaldTrump Let me guess.  The next thing you tweet is thoughts and prayers.
1167950063395409920 2019-08-31 19:59:29 -0400 <LaurieRitt> @aditinadkarni @_SJPeace_ It's @TonyAtamanuik. Best @realDonaldTrump impersonator ever.
1167950060581056516 2019-08-31 19:59:28 -0400 <ryanj587> @DebbieHeil3 @alderiex @realDonaldTrump Innocent babies get murdered in the womb each day. What's your point?
1167950057527578630 2019-08-31 19:59:27 -0400 <SweetPinkTeas> @realDonaldTrump We Love Grassley!
1167950057032732672 2019-08-31 19:59:27 -0400 <BSnyderSF> @BartThiers @SenThomTillis @realDonaldTrump You must have forgotten that Trump was very critical of the low rate  policy during the campaign.
1167950056676159488 2019-08-31 19:59:27 -0400 <SeptembersRain> @LindaAarons_ @kristinemontel1 @vasilidante @rhondasartain @simonamangiante @realDonaldTrump Hey Linda, you shouldn't say stuff like that about children. It's nasty and vile. No wonder you went Democrat, they could get away with literal murder these days. I'm a rape survivor, I'm voting for Trump AGAIN. What now? Nothing.  Stop talking shit about kids.
1167950054998433793 2019-08-31 19:59:27 -0400 <WhimsicalMeToo> @establishmentno @Consofcooking1 @bmickeydanger @plain_not @BazinetTeresa @PatriotMadd @Angel1350852961 @Birdseye1 @VoteTheRINOsOUT @laurawilcamaro @MarilynLavala @RobertMabr @freddyrace14 @ChrisPBaconLT @HustusMichael @COL314 @RalphS24381648 @WattzzD @GracieLovesUSA @adagioforstring @davidf4444 @ezvic420 @Brialalexi @Quin4Trump @WagonKnoggin @MichaelsANewman @bodysouls @traveler002 @JamesMtrev007 @realDonaldTrump @Agortitz @ScottRickhoff @usvetram @Jamie32377541 @AmerMilNews @Amplifier2Rf @LoveCovfefe2020 @robcarlson20 @MacShiver @Becca2631 @Big_crusher1000 @EvenBrokerRoca @PatriotBrwnEyes @Francis95781199 @SpaceForceBravo @mamoobonnie @paulsfam4 @side_show007 @Farmgal2010 @Wrix2 Darling girl!
1167950054902026240 2019-08-31 19:59:27 -0400 <coopersmyboy> @DocEgonSpengler @DevinCow @VP @realDonaldTrump  https://t.co/YcD9AXa1S6
1167950054587371523 2019-08-31 19:59:27 -0400 <RealFern213> @realDonaldTrump When??? Our stock are falling and there are fears of a recession. We are not winning.
1167950054453170177 2019-08-31 19:59:27 -0400 <gdocnova> @DA_LarryKrasner after dark, hunting @realDonaldTrump deplorables. @ForzaCorrado  https://t.co/5KjVz6Ab7N
1167950047805243397 2019-08-31 19:59:25 -0400 <tmbeanie415> @missvstmarie @realdonalbtrump OMG now I don't feel that bad about believing it. Sad that something this stupid is believable. Yep that is how low @realDonaldTrump has put the bar!
1167950046475632644 2019-08-31 19:59:25 -0400 <30andAlone> @MSNDeplorable @LeeHolly81 @realDonaldTrump He lieterally just gave an example of a lie about phone calls he tweeted out before the market opened in a transparent attempt to salvage the damage he did on Friday. What even is the republican definition of a lie??
1167950045884211202 2019-08-31 19:59:25 -0400 <CaptainKickas11> @realDonaldTrump If you lie down with dogs, you get up with fleas. That means you Donald ...and your cohorts.
1167950044344930306 2019-08-31 19:59:24 -0400 <dakine4real> @realDonaldTrump Yet you say ABSOLUTELY NOTHING about the real problem, or any condolences to the wounded and dead. Do you Donald Trump, have even one cell that makes a heart?
1167950042784620547 2019-08-31 19:59:24 -0400 <fulch1959> @VP @realDonaldTrump he is golfing
1167950040364568577 2019-08-31 19:59:23 -0400 <tommiesis> @drnoir33 @realDonaldTrump Ugh 😑 same.
1167950040234508291 2019-08-31 19:59:23 -0400 <USA157136103> @JolieFuselier @SFLRedCross @realDonaldTrump Thank you Jolie!
1167950035281039366 2019-08-31 19:59:22 -0400 <RoRonDgo> @TrumperSeaney @realDonaldTrump EXACTLY
1167950035109044224 2019-08-31 19:59:22 -0400 <bsg1949> You are what’s wrong with the country..Pres Trump is the best president our country has ever had..just  his stand on Israel is enough enough for me, shows who he really  is...you liberal Jews have to deny us what’s right and true..#JewsForTrump,@MedicalEllen ,@realDonaldTrump
1167950034886742016 2019-08-31 19:59:22 -0400 <Rockford2oh> @GallowayGlen @BillKristol @dbongino @POTUS @realDonaldTrump He’s made us a laughing stock and he has NO foreign agenda nor policies and he never had any the whole time running! Unlike you I paid attention &amp; when we start going down hill fast take a look in the mirror! Tariffs is a shitty foreign policy to run on if you didn’t know!
1167950034840612865 2019-08-31 19:59:22 -0400 <jlhatty> @electroboyusa @joncoopertweets @POTUS And again the word from #MoscowMitch is 🦗 crickets. @realDonaldTrump : Time to #StopGolfing and #DoSomething
1167950034832257025 2019-08-31 19:59:22 -0400 <AvengedAmerica> @NYCritix @ChrisJZullo @realDonaldTrump Do you know how stupid "high capacity military weaponry" sounds? The standard weapon in the military is a 9mm beretta semi automatic handgun. The military has the M4 and M16, these rifles have full auto capabilities. Civilian rifles do not.
1167950033984966658 2019-08-31 19:59:22 -0400 <Nana_Marie_911> @cjtruth @realDonaldTrump @wrigsmom China built North America in the last three decades.  SMH why are they the enemy now?  Who next? Just blow everyone up and be alone.
1167950031275429888 2019-08-31 19:59:21 -0400 <TwentyHBCurlXup> @joeygilbertinc @MaxBoot @PostOpinions @realDonaldTrump So tired of this nonsense take. Indy/moderates are as sick of Trump and want him gone as much as “the left”. In 2020 they’ll break Blue as big or bigger than 2018, especially if the economic headwinds continue to build.
1167950029962694656 2019-08-31 19:59:21 -0400 <SocialGonzo> @realDonaldTrump Dont lie. You just watched it on @FoxNews .
1167950027286728704 2019-08-31 19:59:20 -0400 <Chuck88406703> @BerryFamilyON @Airvooocht @realDonaldTrump Yeah like no guns.  Let's take a look at your other murders knifes, stranglers etc. Your opinion on our side is irrelevant.
1167950026200383494 2019-08-31 19:59:20 -0400 <Nidge42NM> @realDonaldTrump And just how many people are suing you?  Around 3500 last I heard.
1167950025420238848 2019-08-31 19:59:20 -0400 <oshkamaloshka> @realDonaldTrump No, you lied and the IG report shows that Comey never leaked classified intel. YOU LIED ABOUT THAT.
1167950021796356097 2019-08-31 19:59:19 -0400 <911_Grammar_911> @realDonaldTrump *are fully engaged
1167950020823248896 2019-08-31 19:59:19 -0400 <djmetchu> @MrPurple73 @fluffybelden @Airvooocht @chilleresa @realDonaldTrump how many of those murders are gun murders?
1167950020345073666 2019-08-31 19:59:18 -0400 <RealVeryMary> @catturd2 @zerah @realDonaldTrump I'm in NC.   Lol
1167950019942445058 2019-08-31 19:59:18 -0400 <faravaharSF> @realDonaldTrump  https://t.co/kdINA4HzfG
1167950019351040008 2019-08-31 19:59:18 -0400 <MynocksLuvCable> @SebGorka @WhiteHouse @realDonaldTrump shut it Goebbels
1167950016616398851 2019-08-31 19:59:18 -0400 <JenCross27> @realDonaldTrump "More to follow"= Thoughts and prayers coming later.
1167950015760752646 2019-08-31 19:59:17 -0400 <carrots73> @realDonaldTrump  Please protect the environment. Stop expanding destruction of our Forrest’s. You should not allow destruction of the Alaskan forest.  I appreciate the work you’re doing but there must be boundaries.
1167950014779285505 2019-08-31 19:59:17 -0400 <evietrotsky> @ScottFordTVGuy @realDonaldTrump I love that you thank him for “being in contact with the authorities” gold, pure gold Jerry!
1167950013965582341 2019-08-31 19:59:17 -0400 <loretta_stiles> @drdeblk @eugenegu @realDonaldTrump Many Muslim nations were not blocked by the travel ban.
1167950012157874176 2019-08-31 19:59:17 -0400 <SnookEileen> @realDonaldTrump So, it wasn't an illegal immigrant. Oh my.
1167950011625140226 2019-08-31 19:59:16 -0400 <PatBowler3> @realDonaldTrump Do something NOW!  Your deference to the NRA is killing Americans. make America safe again. #donothingTrump
1167950009729343490 2019-08-31 19:59:16 -0400 <ImSoConfused225> @GOP @NRA @realdonaldtrump  @senatemajldr  ALL YOU ASSHOLES WATCH THIS!!! #AbolishTheNRA  #AbolishTheGOP  #ImpeachTheMF  #mitchmustgo
1167950009142136834 2019-08-31 19:59:16 -0400 <jr4226> @RoRonDgo @WethePeopleare3 @SpeakerPelosi @BarackObama @realDonaldTrump I can tell yr entertained cuz u sure seem 2 troll me! I’m not entertained by yr little simple mind! Funny U use that reference cuz u continue 2 show how simple yr mind is, but that’s ok-the rest of us smarties will help r environment 4 u n ur kids-we won’t discriminate against u!
1167950007950950402 2019-08-31 19:59:16 -0400 <SimonMichaelPa2> @joe_norte @jhaverly @GOP @realDonaldTrump Joe, you seem to do a lot of gambling, what are the odds on trump being a one term president?
1167950005233057794 2019-08-31 19:59:15 -0400 <TweedlyRob55> @realDonaldTrump Who’s getting these billions?! I pay more every week for the same stuff. My stocks are tanking. This has to end
1167950004838748165 2019-08-31 19:59:15 -0400 <ChicagoBeerSnob> @TheVirginQueen6 @WalshFreedom @realDonaldTrump  https://t.co/3LDbywEka7
1167949997377081345 2019-08-31 19:59:13 -0400 <d_willi220> @realDonaldTrump These people ain't loyal
1167949995896532993 2019-08-31 19:59:13 -0400 <JuanBadHambre> @inxs555 @JulianSvendsen @realDonaldTrump Not an organization
1167949995569344512 2019-08-31 19:59:13 -0400 <MaryamAlKhafaj5> @WhiteHouse @realDonaldTrump @SenRickScott @fema 💔💔
1167949995418345472 2019-08-31 19:59:13 -0400 <lisajclay5691> @realDonaldTrump You really didn’t think this through did you? Just like every thought in your tiny brain! YOU ARE THE ENEMY OF THE PEOPLE!!
1167949991773499393 2019-08-31 19:59:12 -0400 <billionairein5> @AlisonDunn13 @realDonaldTrump Where is your outrage Maga, or do you support this?
1167949986224472066 2019-08-31 19:59:10 -0400 <WyldeHeartedSon> @realDonaldTrump More legal gun owners out of control.
1167949984831954949 2019-08-31 19:59:10 -0400 <advoc8tr> @itsJeffTiedrich @realDonaldTrump #dramaticdemocraticvampire  https://t.co/27EDIEi26w
1167949982369845248 2019-08-31 19:59:09 -0400 <DetranMusic> @realDonaldTrump  https://t.co/wBzqdBb66A
1167949981698813952 2019-08-31 19:59:09 -0400 <cortez1rae> @realDonaldTrump Again, not true.
1167949980599848969 2019-08-31 19:59:09 -0400 <WhimsicalMeToo> @establishmentno @Consofcooking1 @bmickeydanger @plain_not @BazinetTeresa @PatriotMadd @Angel1350852961 @Birdseye1 @VoteTheRINOsOUT @laurawilcamaro @MarilynLavala @RobertMabr @freddyrace14 @ChrisPBaconLT @HustusMichael @COL314 @RalphS24381648 @WattzzD @GracieLovesUSA @adagioforstring @davidf4444 @ezvic420 @Brialalexi @Quin4Trump @WagonKnoggin @MichaelsANewman @bodysouls @traveler002 @JamesMtrev007 @realDonaldTrump @Agortitz @ScottRickhoff @usvetram @Jamie32377541 @AmerMilNews @Amplifier2Rf @LoveCovfefe2020 @robcarlson20 @MacShiver @Becca2631 @Big_crusher1000 @EvenBrokerRoca @PatriotBrwnEyes @Francis95781199 @SpaceForceBravo @mamoobonnie @paulsfam4 @side_show007 @Farmgal2010 @Wrix2 Did she have a hard time parting with it? Knows what happens to it?
1167949978796343297 2019-08-31 19:59:09 -0400 <California_LAX> @realDonaldTrump we will give you all the help   KEEP AMERICA GREAT  trump made it great, now we need to keep it great  we have alot of freedoms- things have changed for the good  THANKS TRUMP
1167949978469199878 2019-08-31 19:59:08 -0400 <mr_ldap> @FireGal1961 @lbellemerald @itsSandraDee @realDonaldTrump Me three
1167949978129457152 2019-08-31 19:59:08 -0400 <Mona21411> @realDonaldTrump Thanks, Capt. No Shit.
1167949977865220096 2019-08-31 19:59:08 -0400 <_TannerHall> @liveliketheson @realDonaldTrump Yea, please.
1167949977600983042 2019-08-31 19:59:08 -0400 <mrsolsonsays> @realDonaldTrump You've had so much on your plate today, what with golf and tweeting...  Take the night off.
1167949977206714368 2019-08-31 19:59:08 -0400 <KBNC1986> @DempseyODwyer @NRA @realDonaldTrump @SenateGOP Ditto!!!  I need to add this to my WILL.
1167949977101824000 2019-08-31 19:59:08 -0400 <DebbieSVA> @MarinkoSvecak @NWS @realDonaldTrump @NWSNHC My point is that I am sick of paying for Trump to golf every weekend at one of his properties. He has golfed more in 1 year than Obama’s entire Presidency. $340 million dollars. He used to harass Obama about golfing and stated he would be too busy for golf. Lazy Grifter
1167949975973593091 2019-08-31 19:59:08 -0400 <MartyFeldman2> @JustBeaTee @realDonaldTrump Swallow much?
1167949974572687362 2019-08-31 19:59:08 -0400 <trump2trumpIRL> Yo Prez, @realDonaldTrump, maybe can we take a joy ride in marine one
1167949971078836230 2019-08-31 19:59:07 -0400 <laurirose> @Everytown New nightmare of young white male committing mass murder in Texas!😳 #gunviolence  Blood on the hands of @NRAILA @NRA Institute for Legislative Action, #NRA, @NRATV, @senatemajldr, @GOP, @SenateGOP, @realDonaldTrump, @WhiteHouse: No more f*cking thoughts and prayers 😱 #GunsKill
1167949970088947714 2019-08-31 19:59:06 -0400 <neeco_tripp> @realDonaldTrump U weren’t offering condolences to Iran’s failed rocket launch! U were sarcastically taunting them! They were criticizing u, for once again putting our national security in jeopardy, by leaking classified intelligence information for like the 3rd time! U should be impeached!
