1112504847591309312 2019-03-31 19:59:59 -0400 <OldWhiteGal1> @realDonaldTrump Why do you always lie?
1112504791119216640 2019-03-31 19:59:46 -0400 <dkfoust555> @RudyGiuliani @realDonaldTrump Clear as mud @RudyGiuliani, Great Work to all!  Not only the DOJs and FBIs insurance policy, but a Clinton / Obama Firewall, as xAG Sessions seems to have been as well! History will repeat itself, but with severe consequences, history will show what’s  instore for those who try!
1112504788653096960 2019-03-31 19:59:45 -0400 <deborahkass> @GOPChairwoman @realDonaldTrump Did you read the report?
1112504786845229057 2019-03-31 19:59:45 -0400 <_LOCK_YOUR_DOOR> @thetoy1123 @realDonaldTrump  https://t.co/Ar54GP244M
1112504786098765825 2019-03-31 19:59:45 -0400 <aprilprout> @TypicalDad71 @KasieDC You mean like @realDonaldTrump did to women before he was elected?
1112504785511440384 2019-03-31 19:59:44 -0400 <Surf_City_Gal> @GOPChairwoman @realDonaldTrump 😏  https://t.co/sPcQ1ZRUMs
1112504785419173888 2019-03-31 19:59:44 -0400 <VolpeMarianne> @krassenstein @realDonaldTrump It's Sunday evening but the shills for the #Democrats #Socialist wannabees are out. Brian we know that if someone broke into your home you'd call for help and expect them to be removed. It's the law. #WalkAway #Jexodus #Blexit #Trump2020
1112504782713819136 2019-03-31 19:59:44 -0400 <kmorga1> @realDonaldTrump @GOP
1112504782701453313 2019-03-31 19:59:44 -0400 <NelsonSays> @firefox12227 @realDonaldTrump Great non answer comrade. Keep it up!
1112504779874267136 2019-03-31 19:59:43 -0400 <michael05833466> @realDonaldTrump You think there it bad now wait 10,15 years global warming will make the ocean rise,drought,famine,Earthquakes as the water resetles on the land masses. Now we have one country at war.Not all of them are coming,Try 2 or 3 countries where there all trying to live.
1112504778716823552 2019-03-31 19:59:43 -0400 <JonathanTesta8> @itsJeffTiedrich @realDonaldTrump Join the real Society.
1112504777995362304 2019-03-31 19:59:43 -0400 <cookinms> @Ale_Mussolini_ @realDonaldTrump @JimCarrey So, you are as crazy as grandpa. Got it.
1112504776283971584 2019-03-31 19:59:42 -0400 <JoeMDodd85> @UnplannedMovie @MikeTokes @realDonaldTrump @DonaldJTrumpJr Praying God moves this and moves through this. Reach the nation. 🙏🙏🙏
1112504774530867202 2019-03-31 19:59:42 -0400 <kenneth_wiley> @sharon86250660 @DanaHilyer @realDonaldTrump Elaborate.
1112504771318071297 2019-03-31 19:59:41 -0400 <mmeyer115comcas> @potus @realDonaldTrump You'll never be a Nobel Peace Prize winner, while that black president you're trying to erase does have one and will forever.
1112504770734907392 2019-03-31 19:59:41 -0400 <samlangland> @krassenstein @realDonaldTrump Do it legally then like the rest of us then.  Is that too much to ask?
1112504770684551169 2019-03-31 19:59:41 -0400 <AOG523> @JuliaGarza10 @SidneyPowell1 @realDonaldTrump @POTUS But every negative comment you say about me and all your failed attempts at making fun of me. Shows you're just cold hearted as you so called enemies.
1112504769598361600 2019-03-31 19:59:41 -0400 <DrGenellaStuBee> My dedication is to remind America that we ARE a main of immigrants.... And slaves.  @realDonaldTrump  need only look at his family!
1112504769149616129 2019-03-31 19:59:40 -0400 <AHappyMargarita> @realDonaldTrump @Ale_Mussolini_ Move to North Korea, you might love it there.
1112504768726003714 2019-03-31 19:59:40 -0400 <coffeeforu2> @LannyDavis @PeteButtigieg @HillaryClinton @BernieSanders @realDonaldTrump STOP! This is a bad look for you. If you cared about that anyway. We shall see. Another way to put it is stop being a POS. Thx
1112504768063307777 2019-03-31 19:59:40 -0400 <pattipetersonny> @realDonaldTrump FYI, Individual 1 and possibly John Doe in the Epstein case, there is absolutely nothing soo very nice about kidnapping children and locking them in internment camps! #JakelinCaal Mexico? According to Fox (your fav) there are three Mexican countries. Can you be more specific?
1112504767450763264 2019-03-31 19:59:40 -0400 <SomeguyinCo> @RudyGiuliani @realDonaldTrump Oh... By the same people that said nothing to the American people about Trump's collusion with Russia... But told everyone about emails that didn't exist? If they wanted to keep Trump out they would have released info on Russia. Try again.
1112504766431526912 2019-03-31 19:59:40 -0400 <Barack_McBush> @RudyGiuliani @realDonaldTrump Umm.. Mueller charged 26 Russian nationals and 3 Russian companies, Also 6 Trump associates including his long-time personal lawyer, campaign manger &amp; NSA adviser all pleaded guilty to crimes.
1112504763151802374 2019-03-31 19:59:39 -0400 <VivianReynaldo> @realDonaldTrump LIES LIES AND MORE LIES
1112504762707120128 2019-03-31 19:59:39 -0400 <chiefindcnw> @realDonaldTrump Keep juggling there bozo.
1112504761922674688 2019-03-31 19:59:39 -0400 <PeggyMunson1> @realDonaldTrump You are delighting in the worsening conditions being inflicted by your minions on the poor and defenseless! Just exactly what are you threatening? “But not for long?”
1112504759896805376 2019-03-31 19:59:38 -0400 <corvidmemory> @sj4asdf @Alpha_Omega_Yah @realDonaldTrump Twitter and Russia collusion!
1112504759259410432 2019-03-31 19:59:38 -0400 <svbspin> @realDonaldTrump  https://t.co/DZgOu24dSY
1112504757690597376 2019-03-31 19:59:38 -0400 <PaulaZamu> @Kirbyb619 @realDonaldTrump ugh. disgusting
1112504755144798209 2019-03-31 19:59:37 -0400 <cassie5thompson> @realDonaldTrump @nytimes  https://t.co/dpBR8ZcXDt
1112504754091888640 2019-03-31 19:59:37 -0400 <Elljay1011> @realDonaldTrump Who are you threatening now? 🤔🙄
1112504750648541184 2019-03-31 19:59:36 -0400 <KME99117446> @ChatByCC @realDonaldTrump #lockupthetrumpcrimefamily
1112504748974981120 2019-03-31 19:59:36 -0400 <jorgeluis040368> @realDonaldTrump A ver sinsesos no tenemos porque impedir la migración
1112504748719120384 2019-03-31 19:59:36 -0400 <mlynsee182> @realDonaldTrump Shut the border down and kick out all the illegals and lock the gate behind them
1112504746743685121 2019-03-31 19:59:35 -0400 <varrichio_jill> @realDonaldTrump Agreed. The entire ordeal was a waste of resources. They now want to investigate the investigator. The lefties animus runs that deep..let us, The a American people, move on!
1112504746060009473 2019-03-31 19:59:35 -0400 <roberthayes706> @TRUEKidsPRO @maniacal_zebra @HoodlumRIP @mmpadellan @Perpetual_Now @realDonaldTrump @WSJ Which ones?
1112504745887961088 2019-03-31 19:59:35 -0400 <janet444> @Curash_68 @realDonaldTrump It wasn't necessarily illegal (it's a gray area, unfortunately). But it's well known that he did this. It's not even remotely a secret.   https://t.co/mFfvnZsrSL
1112504744797454337 2019-03-31 19:59:35 -0400 <ReallyReal24_7> @pushforward40 @charliekirk11 @realDonaldTrump @AOC Works for China Denmark Finland Netherlands Canada Sweden Norway Ireland New Zealand Belgium
1112504741899186184 2019-03-31 19:59:34 -0400 <TrumpPumpsPoo> @WhiteHouse @realDonaldTrump  https://t.co/9xOTvggRl1
1112504741379170304 2019-03-31 19:59:34 -0400 <Charles48729693> @realDonaldTrump Only you and your orange grove believe your not guilty 39 percent
1112504741278433280 2019-03-31 19:59:34 -0400 <ChadMcguinness> @realDonaldTrump Don't you feel like Mexico's war with your boarders is so slow and out dated?
1112504741211312129 2019-03-31 19:59:34 -0400 <Adventurers2> @realDonaldTrump If we had a real president, this wouldn’t be happening.
1112504738401026048 2019-03-31 19:59:33 -0400 <stewykills> @realDonaldTrump @Ale_Mussolini_ Thanks for motivating 60% of Americans that will vote against you in #2020Election you’re doing a great job keep it up!
1112504738061447169 2019-03-31 19:59:33 -0400 <Roguejet12> @realDonaldTrump Don’t worry, The Nobel Committee is working on a category for you - so far, they’ve come up with the Nobel Idiot Prize; the Nobel Disruption Prize; the Nobel Conman Prize; and the Nobel Criminal enterPrize - the list is growing, actually.  But Nobel Peace Prize ain’t one of ‘em.
1112504733644804097 2019-03-31 19:59:32 -0400 <SMusfelt> @realDonaldTrump #ShutDownTheBorder  #Title8USC1182
1112504732826980355 2019-03-31 19:59:32 -0400 <stoverphoto> .@realDonaldTrump doesn't get it   https://t.co/wVMsGR455P
1112504731765624832 2019-03-31 19:59:32 -0400 <trytostopJane> @realDonaldTrump This does not exonerate the president  Repeat #ThisDoesNotExonerateTrump
1112504730322915328 2019-03-31 19:59:31 -0400 <mopphu90> @David69781466 @realDonaldTrump Can you walk to australia or england?
1112504727709736960 2019-03-31 19:59:31 -0400 <mrsdwilliams73> @realDonaldTrump @WSJ #IStandWithAdamSchiff
1112504727433084930 2019-03-31 19:59:31 -0400 <mamajones501> @realDonaldTrump No, everybody is just you. Future generations will know you were the worst Oval Office occupant, ever!!  https://t.co/h8gMt3um3I
1112504724287152128 2019-03-31 19:59:30 -0400 <GJGraheezy> @krassenstein @realDonaldTrump How about their home countries take care of their people? Weird concept
1112504724073398278 2019-03-31 19:59:30 -0400 <David69420881> @realDonaldTrump When we close the border let's totally close it nothing in or out people product  everything   They will offer to help build the wall within a week
1112504722722742278 2019-03-31 19:59:29 -0400 <SMShreffler> @realDonaldTrump Where is that Mexican Wall, that beautiful Mexican wall?
1112504721305001984 2019-03-31 19:59:29 -0400 <GrizzfanNeva> @realDonaldTrump @WSJ  https://t.co/jzwcEJYwbp
1112504717827964928 2019-03-31 19:59:28 -0400 <kunkelKAG> @Aus_g_Guy @realDonaldTrump Obama says we have a crisis  https://t.co/PKqGwOcILG
1112504716536307713 2019-03-31 19:59:28 -0400 <mittnotendanafn> @MustangMommie @realDonaldTrump T's weekly golf trips have cost taxpayers $100mn in 2 years. The hypocrite routinely criticized Obama for his occasional golf trips. Mueller investigation cost $25mn, netted a load of convictions of T's cronies, and $40mn+ in forfeitures from Manafort. Worth its weight in gold.
1112504712769597440 2019-03-31 19:59:27 -0400 <kgorbet> @realDonaldTrump Drain the swamp!
1112504711503056896 2019-03-31 19:59:27 -0400 <meventing> @realDonaldTrump You're always blaming somebody else.   You ever take any responsibility yourself ever?
1112504710366298113 2019-03-31 19:59:26 -0400 <ladalavara> @realDonaldTrump @WSJ Above all, love each other deeply, because love covers over a multitude of sins. 1 Peter 4:8
1112504709158457346 2019-03-31 19:59:26 -0400 <debkruk> @realDonaldTrump Give it a rest @POTUS , Clinton was impeached for lying about consensual sex.  Something tells me there are more seriously damning skeletons in your closet.
1112504704758616065 2019-03-31 19:59:25 -0400 <leemalone1967> @realDonaldTrump You are the failure. Not the democrats. Lol
1112504704058028032 2019-03-31 19:59:25 -0400 <Franktheshank88> If everyone around @realDonaldTrump is corrupt, it’s shouldn’t be too difficult to figure out who’s in the middle of it all!!!
1112504701944250370 2019-03-31 19:59:24 -0400 <TooLowBrow> @realDonaldTrump We cannot become a nation controlled by the desires of homeland security. Do not threaten us with this.
1112504698962145286 2019-03-31 19:59:24 -0400 <cassidyphoenyx> @realDonaldTrump It's your administration that is letting illegal aliens flood our country without background checks or even ankle monitors in record numbers DHS is driving them to churches and bus  https://t.co/2ZKKxnkRva's your responsibility to defend our soveignty,not israels,Fire Nielsen
1112504698060324865 2019-03-31 19:59:24 -0400 <Debbie_2020> @realDonaldTrump  https://t.co/E0hhHZFMXH
1112504697829707776 2019-03-31 19:59:23 -0400 <h3ctormore> @edgahromano @1960carlosg @JohnMAckerman @realDonaldTrump @lopezobrador_ @revistaproceso Que se puede esperar de un hombre que le exige perdón a España pero apoya dictaduras como la venezolana?
1112504697628192769 2019-03-31 19:59:23 -0400 <jrwebber16> @ChatByCC @realDonaldTrump Yes release ALL the documents..listen to Natasha!!!  https://t.co/rEcDkZBWry
1112504697536086016 2019-03-31 19:59:23 -0400 <LiberalLawyer1> @alderiex @realDonaldTrump No moving forward until congress gets the full report.  It's the right thing to do and you know it.  It is the proper precedent.
1112504697225539584 2019-03-31 19:59:23 -0400 <btwicymi> @realDonaldTrump Donald J. Trump: Another threat or a promise? The 1946 Constitution incorporated parts of the 1793 Constitution, which established rules for those seeking asylum! Trump ALWAYS BLAMES the Dems! Seems like he failed History, along w/English Grammar!
1112504697183625216 2019-03-31 19:59:23 -0400 <SharkGoddess> @r1ch_certified @Tysheenb1 @rowley_mr @Daxmanradio @sahluwal @Kaepernick7 @E_Reid35 @shaunking @RealDLHughley @soledadobrien @MeritLaw @TheRevAl @rolandsmartin @SymoneDSanders @ninaturner @angela_rye @jemelehill @CoryBooker @VanJones68 @realDonaldTrump @WhiteHouse @johnlegend @yourrightscamp @KidRock NO, you said blood, sweat and tears, what is THAT about?
1112504693496954880 2019-03-31 19:59:22 -0400 <MatthewSBoyd> @realDonaldTrump I'll send you some light reading.  https://t.co/BoOiUUKJNz
1112504693438189568 2019-03-31 19:59:22 -0400 <realmynamejeff5> @realDonaldTrump LOCK the damn door Mr. President!
1112504693337448448 2019-03-31 19:59:22 -0400 <MsTreeWoman> @realDonaldTrump Who are you threatening? Homeless and destitute families asking for our help? You are a horrible person.
1112504692783878144 2019-03-31 19:59:22 -0400 <ljslct> @realDonaldTrump We’ve got to protect our president. Save him from the swamp he has created. Shield him from the consequences of his lies and his wild excessive need to whitewash this investigation. Yes sir!
1112504691017973760 2019-03-31 19:59:22 -0400 <JakeDinwiddie> @realDonaldTrump Which “Mexico” are you talking about? According to your propaganda machine Fox News there are 3 of them...
1112504689914982401 2019-03-31 19:59:22 -0400 <gwo_design> @RudyGiuliani @realDonaldTrump What?
1112504689722052609 2019-03-31 19:59:22 -0400 <Dowens8490> @realDonaldTrump  https://t.co/u5BDoBRpwg
1112504689084502016 2019-03-31 19:59:21 -0400 <jbarker777> @DavidLimbaugh @realDonaldTrump Terrific!
1112504688098926592 2019-03-31 19:59:21 -0400 <Shane59399959> @realDonaldTrump  https://t.co/mZj9kUzhgb
1112504686257434624 2019-03-31 19:59:21 -0400 <Hope_Carson_> @krassenstein @realDonaldTrump You've got to be kidding.  He does not know how to work with people.
1112504684294668290 2019-03-31 19:59:20 -0400 <TooBeMused_> Take note @realDonaldTrump
1112504683153678336 2019-03-31 19:59:20 -0400 <SweetMamiChula1> @lsblack73 @Nya21559562 @TalbertSwan @EdKrassen @realDonaldTrump Maybe you should hop off Twitter and work.... Unless Twitter is your actual job.  It’s “care less” by the way🇺🇸✌🏼
1112504681354412032 2019-03-31 19:59:20 -0400 <1Oldeghost> @TheLastRefuge2 @jaketapper If Mr Tapper and others *really* believed @realDonaldTrump cutting aid to these countries would result in more illegal immigration they would remain quiet and not rally against it. That they are voicing opposition means they fear it's success in curbing illegal Immigration.
1112504681094356992 2019-03-31 19:59:19 -0400 <Klhoe9> @realDonaldTrump You're so evidently scared of the report is laughable.
1112504680871952384 2019-03-31 19:59:19 -0400 <WhiteHouseWacko> @thehill @realDonaldTrump We're saving Kamala Harris for your seat.
1112504677940248576 2019-03-31 19:59:19 -0400 <Lighty99> @Loree58 @mAlex72480672 @CarlaCoonAuthor @ChatByCC @realDonaldTrump @WSJ New York can go after him - even while he is in office.  And his kids will almost certainly see indictments in NYC.  People around the country have no idea how corrupt he's been over the years.  Those of us in the NY/NJ area have known...  and it's finally catching up to them.
1112504676900134912 2019-03-31 19:59:18 -0400 <BeverlyCouch> @cowboy555burke @realDonaldTrump Sorry you are dead wrong. Where did the money come from? If someone other than the govt printed it they would be in jail. They always have money for war and bank bailouts etc. Because all funding is with new money. Don't expect you to get it. It took me a few tries. Take care.
1112504676254130176 2019-03-31 19:59:18 -0400 <RenaEStarks> @romeo49435 @SecNielsen @DHSgov @realDonaldTrump @POTUS @CBP @FoxNews So you think Illegals they keep coming for nothing.  https://t.co/b6LExZjA4i
1112504675931033600 2019-03-31 19:59:18 -0400 <travlerblazer> @realDonaldTrump Have you thought about checking into an insane asylum?
1112504674341568512 2019-03-31 19:59:18 -0400 <MiaDaPup1> @realDonaldTrump you are a pencil prick son of an orangutan that acts like, but not nearly as smart as, a 4 year old. No one needs to apologize to you unless you apologize first. #TrumpResign
1112504673947271168 2019-03-31 19:59:18 -0400 <brenda227> @realDonaldTrump Good! Get it going now!
1112504673838252033 2019-03-31 19:59:18 -0400 <S0LOM0N_> @DavidLimbaugh @realDonaldTrump Trump may learn about it if the "President Limbaugh" mentions this video on his show.
1112504673058127872 2019-03-31 19:59:18 -0400 <buckeyegma> @iRebelRyan @ChatByCC @realDonaldTrump I don't think she is real...
1112504672042905600 2019-03-31 19:59:17 -0400 <Workinman15> @realDonaldTrump Close the border until immigration reform is done!
1112504671569092608 2019-03-31 19:59:17 -0400 <WheresMyArk_23> @DavidWohl @realDonaldTrump The aid we provided each of those countries is less than the $1 billion he was recently denied for the wall.
1112504670969364480 2019-03-31 19:59:17 -0400 <DRBesch> @SecNielsen @realDonaldTrump LET'S MAKE THIS PERFECTLY CLEAR....The democrats have been and will continue their plan, which DOES NOT include any plan whatsoever to address this. NOT GOING TO HAPPEN. &amp; You can forget about the RINO'S in the @gop &amp; @SenateGOP TRUTH
1112504670738677762 2019-03-31 19:59:17 -0400 <CrookedPol> @realDonaldTrump The asylum system was in place long before you took office. But you are just finding out about it? And blaming the Dems? You had a super majority for two years! Seems as though this is news to you. #DonaldGrump #ThatsNewsToMe #WhoKnew
1112504670071603202 2019-03-31 19:59:17 -0400 <OhDemocracy> @realDonaldTrump Lookout. The orange guy is threatening defenseless asylum seekers. A New York tough guy, Ha Ha. Will he start with warning shots or shoot to maim.   #MAGA #trumpcrimefamily #ChickenShitDictator
1112504669807525888 2019-03-31 19:59:17 -0400 <echo5rodriguez> @mo_moreno MAGATS at it again! @realDonaldTrump  Fake Fox News @realDonaldTrump #Whitetrash
1112504668054118401 2019-03-31 19:59:16 -0400 <ponycar06> @TomFitton @realDonaldTrump Yes close it now. We can’t deal with the 10’s of thousands of people coming across the border. Mexico won’t stop them. Close the border and let Mexico have the problem. Turn back anyone caught crossing.
1112504667257229312 2019-03-31 19:59:16 -0400 <sharonwhotweets> @InvisibleSeeker @David69781466 @realDonaldTrump Double BOT!!
1112504664531091463 2019-03-31 19:59:16 -0400 <SLStewart1724> @RudyGiuliani @realDonaldTrump Did you read Mueller’s Report? No?  Rudy, sit down. You’ve lost your mind.
1112504663876632576 2019-03-31 19:59:15 -0400 <rcam65> @JeffreyGuterman @realDonaldTrump Think about this, Jeffy, if you had the chance to meet @potus face to face, u wouldn’t have the bal*s to say this to his face. You’d wither and wet yourself.
1112504662966431744 2019-03-31 19:59:15 -0400 <DennisOLeary50> @realDonaldTrump I’m not asking. I think you’re involved for sure.
1112504661964136448 2019-03-31 19:59:15 -0400 <FakeScottDavis> @realDonaldTrump Which Mexico?
1112504661276327936 2019-03-31 19:59:15 -0400 <helen01664997> @realDonaldTrump God loves a trier
1112504660483624960 2019-03-31 19:59:15 -0400 <StrideSebastian> @Dave_Izon @realDonaldTrump Been there. Got the shirt. As one famous fictional president said "Next!"
1112504660416450560 2019-03-31 19:59:15 -0400 <johnny1111234> Trump is coming to Houston and to San Antonio next month @realDonaldTrump can you please come to Richardson Texas or Plano Texas
1112504659334385671 2019-03-31 19:59:14 -0400 <Radiocowboy347> @realDonaldTrump Being nice?! Being professional is what we should expect.
1112504658805882880 2019-03-31 19:59:14 -0400 <themove_2000> @derek_mafs @realDonaldTrump You must be new to the planet
1112504656490569728 2019-03-31 19:59:14 -0400 <mike20878> @realDonaldTrump   Nah, you'll never learn.   https://t.co/DB29CBRVar
1112504653273423872 2019-03-31 19:59:13 -0400 <truthswarrior> @RocessGlenn @realDonaldTrump @BarackObama It’s perplexing that Mueller absolved him according to Barr when publicly we have witnessed his unethical, immoral and illegal transgressions... was Mueller his extremely reliable source or was it Barr? Lol...
1112504652988211200 2019-03-31 19:59:13 -0400 <oc_chrissie> @GOPChairwoman @realDonaldTrump There was collusion - very public collusion. It may not rise to the level of illegality, but it was and still remains the greatest anti-American behavior by a campaign for the us presidency we have ever seen. I hope to never see it again. #bluewave2020
1112504652778463232 2019-03-31 19:59:13 -0400 <PeggyGraves18> @realDonaldTrump Definitely has my vote in 2020 Democrats are not for the people unless your a Globalist Elite ready to pay for favors like Open Society Foundation (OSF) OPEN BORDERS WORLD WIDE.!!
1112504652728164353 2019-03-31 19:59:13 -0400 <sethbonilla> @realDonaldTrump What a stupid thing to say. You're on the wrong side of History the wrong side of information and the wrong side of life. Republicans are just evil evil people who do nothing for nobody f*** all you
1112504651151273985 2019-03-31 19:59:12 -0400 <armyheromom> @AJ_peace_ @Smilan317 @realDonaldTrump All of this.
1112504650559832064 2019-03-31 19:59:12 -0400 <ScottMFoltz1> @realDonaldTrump It's time #FinishTheWall #CloseTheBorder
1112504648689176576 2019-03-31 19:59:12 -0400 <Elsagm1> @DavidCornDC @realDonaldTrump Why are we even discussing the obvious treasonous question asked by the Putin's GOP, they (Putin,) are asking openly if the guard (appointed by the people,) to our democracy can step down so they can destroy the 🇺🇸. My annoyance is why do we even have to entertain their idiocy?
1112504645262426112 2019-03-31 19:59:11 -0400 <ColeenC123> @realDonaldTrump Close the border!
