1165413476715696129 2019-08-24 19:59:59 -0400 <KZjHS4KoWeRobP1> @karen25705 @realDonaldTrump Realy?
1165413444084011008 2019-08-24 19:59:52 -0400 <FayazMalik> @RepAdamSchiff is @realDonaldTrump listening what you have to say?I have not spoken to my family for 21 days now.But who really cares? #kashmiries existence is at threat as we have two nuclear countries pitted against each other. #hinduTaliban in #India at rise. #StandwithKashmir
1165413441592537088 2019-08-24 19:59:51 -0400 <dak0mish> @formambuh @DiamondandSilk @realDonaldTrump  https://t.co/EbiZOlVyxt
1165413441462517766 2019-08-24 19:59:51 -0400 <michelledge> @kayleighmcenany @TeamTrump @realDonaldTrump Very small room. Very, very small room.
1165413439348662274 2019-08-24 19:59:50 -0400 <WalkRunClimb> @realDonaldTrump Donald is trying to destroy truth - the media is not going along. #OhWell
1165413438966906880 2019-08-24 19:59:50 -0400 <FreeGirlNowNYC> @skullisland1919 @Scavino45 @realDonaldTrump @BorisJohnson A hamberder makes them lose control
1165413438182629376 2019-08-24 19:59:50 -0400 <eddietorial> @GaryKaltbaum @ONDCP @realDonaldTrump @JonathanHoenig @Varneyco @cvpayne What do u call chinese fentanyl coming being flushed into the USA from china? And how is that different from what the British did? They are trying to destroy our society by using drugs instead of bullets because truth be told, they understand they have no chance militarily.! 🇺🇸🤔
1165413437217923073 2019-08-24 19:59:50 -0400 <Kenneth03426472> @robertstoneUSA @realDonaldTrump Free stuff right?
1165413437108891648 2019-08-24 19:59:50 -0400 <SarahRi60735803> @GOP @realDonaldTrump The GOP sold its soul. I’m fairly sure if you don’t wake up soon, in my lifetime we will witness the end of this party.
1165413436240482304 2019-08-24 19:59:50 -0400 <DirkmanM> @realDonaldTrump I as a business person why would I follow your orders? How much$$ have you borrowed?How many bancrupies have you had? You spent your money now you want to spend our tax dollars? Oh wait you don't pay taxes.  Be best!
1165413434504163329 2019-08-24 19:59:49 -0400 <HOOK_911> @realDonaldTrump Lol using that card again huh. We all know your a racist.
1165413433275080704 2019-08-24 19:59:49 -0400 <Cal_HAM> @realDonaldTrump It’s not that the emperor has no clothes, it’s that he ripped them off while running around screaming wildly n among at the mouth. He then set them on fire and when half burned, he half put them back in. His entourage of yes men commended him on being a fashionable stable genius
1165413432960716800 2019-08-24 19:59:49 -0400 <Ray51446095> @realDonaldTrump How’s it’s tanking under your leadership?
1165413432616767488 2019-08-24 19:59:49 -0400 <wilkel1067> @MatthewJshow @real_defender @realDonaldTrump @andrewcuomo New Jersey Too!
1165413429454225410 2019-08-24 19:59:48 -0400 <AgainCivil> @biff9000 @WhiteHouse @realDonaldTrump @G7  https://t.co/JXrgyni1gZ
1165413427180965888 2019-08-24 19:59:48 -0400 <MattFosterDC> @JodyLoc42 @SagesEpiphany @GreggFiege @realDonaldTrump The fact that you ignore 16 years of American history and skip from Clinton to Trump. That’s madness.
1165413427029794816 2019-08-24 19:59:47 -0400 <Underdawg47> @realDonaldTrump More like the laughing stock that the rest of the world is talking about.
1165413424601415680 2019-08-24 19:59:47 -0400 <jacksparrow1957> @realDonaldTrump Go to bed.
1165413422072287232 2019-08-24 19:59:46 -0400 <Laurieluvsmolly> @DavidWohl @realDonaldTrump @CNN @MSNBC Journalism will never die!
1165413420771860481 2019-08-24 19:59:46 -0400 <ClimateThoughts> @StewardshipAmer @realDonaldTrump #FactsMatter  https://t.co/hSdFOyi3Lo
1165413420436529157 2019-08-24 19:59:46 -0400 <zoomer1966> @realDonaldTrump Yup that's it! Donald you really have no clue do you? Your many bankruptcies show that you really know nothing about business, you wasted your inheritance  but you do know how to get foreign investors from Russia and Saudi Arabia. You are so compromised. Your a traitor to America
1165413420176461825 2019-08-24 19:59:46 -0400 <Foxfaxx> @WE_WUZ_EVERONE @NekoSouth @HorntAimee @theo_retical_ @R34lTakes @Dracorex1988 @Kiwifarmsan @kpopspacecowboy @retiredfederal1 @evilme202 @casperthefight @auxchar @Tanya_the_EviI @Saedus1991 @vizikat @DustImperator @g00kb0x69 @Eternal_Angl0_ @rebelwithacau19 @BBongula @IsekaidStug @MethnostateMel @MynaemaJ @HbKusoneko @tonyz11b @legatusdoomus @fake_first_lady @CaeljinX @ranchisgross @SamFonseca11 @LordMugi @Preakentreat @AutistCulinary @ironmanlives1 @Tdenomination @_Ja__mes @munkimunkerton @MechInATek1997 @BakedMIAX @CaptainAhabEsq @SabianTheThird @realDonaldTrump @AndrewYang @TulsiGabbard @HillaryClinton @BillClinton @BarackObama @MichelleObama @838380 @IGN  https://t.co/qEjA8df7SE
1165413416451944448 2019-08-24 19:59:45 -0400 <jimmyb928> @realDonaldTrump @EmmanuelMacron Did he serve you cold McDonald’s?
1165413414379765760 2019-08-24 19:59:44 -0400 <travlerblazer> @realDonaldTrump @EmmanuelMacron That sounds like a lie. Did you see any unicorns?
1165413414308655109 2019-08-24 19:59:44 -0400 <Flyen_J> @morphonios You can tell @realDonaldTrump is losing his shit. He hasnt acted this erratic before. And he acts pretty erratic 😕🤦‍♂️
1165413410063958017 2019-08-24 19:59:43 -0400 <jamiee_kusi> @realDonaldTrump Hmm
1165413409833148417 2019-08-24 19:59:43 -0400 <jupiter60777302> @realDonaldTrump  https://t.co/O0PmiTxtal
1165413409736843265 2019-08-24 19:59:43 -0400 <dt_TruckinOnQDF> @TurnoutPAC @POTUS @realDonaldTrump is Barry Soetoro's legacy.  Something good came from eight years of him.
1165413409023823873 2019-08-24 19:59:43 -0400 <rickr541> @JWV52 @realDonaldTrump It's the Adderall ..
1165413408994447361 2019-08-24 19:59:43 -0400 <DBruce96454761> @CandiceHorn13 @GOP @realDonaldTrump Some do. I live in Wisconsin.  'Nuff said.
1165413408772108290 2019-08-24 19:59:43 -0400 <Tapeworm666> @realDonaldTrump The media is the free press. Lol
1165413407056683008 2019-08-24 19:59:43 -0400 <seagran7> @realDonaldTrump You should be arrested for every criminal act you’ve committed. You are a monster.
1165413405873729536 2019-08-24 19:59:42 -0400 <MJGWrites> @mamar9635 @thecarpenture @realDonaldTrump It's okay, we can all punch because Donald trump and those tiny hands aren't punching back.
1165413403327787008 2019-08-24 19:59:42 -0400 <MKingkona> @realDonaldTrump Term Limits
1165413402480713728 2019-08-24 19:59:42 -0400 <Hadit1952> @realDonaldTrump The president and GOP are distroying America. Media is free press. Except  fox's outrageously misleading and untruthful commentators.
1165413401591287809 2019-08-24 19:59:41 -0400 <MarkDoldon> @AIByron1 @MatthewJshow @realDonaldTrump @EmmanuelMacron Is there a country Trump HASNT insulted?  Other than Israel  Russia, and Saudi Arabia?  Note that the list of the insulted includes the United States.  I guess to be fair, he hasnt actively insulted the 100+ countries hes never heard of.
1165413398588399618 2019-08-24 19:59:41 -0400 <skullisland1919> @realDonaldTrump At the first G7 you attended, you claimed “everyone” was talking about Podesta, so I’ll take this as bullshit as well.
1165413395555921920 2019-08-24 19:59:40 -0400 <JumboElliott76> @giahealey14 @justinamash @realDonaldTrump If we get a hard left man or women next it is 100% due to whoever supported this clown show fraud. Ruined Republican party for generation.
1165413393853009921 2019-08-24 19:59:40 -0400 <JereomyF> @real_defender @realDonaldTrump Agreed! Fox News has out Fox Newsed themselves
1165413392372391937 2019-08-24 19:59:39 -0400 <Mike_Ballard> @realDonaldTrump Yeah, but joking unlike your chosen line bit.
1165413389490802688 2019-08-24 19:59:39 -0400 <StickToTheFactz> @emmy91990772 @CarmineSabia @realDonaldTrump @CNN So you meant between 1947-1972? You should be clearer.
1165413388773707783 2019-08-24 19:59:38 -0400 <AntonioHickma14> @DavidWohl @realDonaldTrump @CNN @MSNBC  https://t.co/YnIfPIqWXU
1165413388136194048 2019-08-24 19:59:38 -0400 <Rigger622> @realDonaldTrump Boss, PLEASE just keep tweeting the media, I always get a chuckle!!!! They tried to make obama seem like a messiah. They didn’t realize they were showing their true colors.
1165413387083251712 2019-08-24 19:59:38 -0400 <ToddGunn11> @realDonaldTrump Suuuuuuure mentally deficient man. Sure!!  The voices in your head are not part of the G7, the other leaders are. Now get off your phone and pretend to be president.   #UnfitForOffice
1165413387058237440 2019-08-24 19:59:38 -0400 <flwingnut> @StewardshipAmer @realDonaldTrump @EmmanuelMacron We were, until Obama left office. The current occupant is a racist, incompetent buffoon.
1165413386991087616 2019-08-24 19:59:38 -0400 <Bibiano85636957> @jairbolsonaro @MaryFer06217548 @realDonaldTrump Nunca esqueça Presidente, ESTAMOS CONTIGO, firmes e fortes. Sustenta o fogo que a vitoria é nossa! Plagiando Alte. Barroso. Brasil
1165413385946705920 2019-08-24 19:59:38 -0400 <sigmabludevil> @realDonaldTrump Let’s see that on your tax forms 😂👍🏾
1165413385082691590 2019-08-24 19:59:37 -0400 <badger0729> @realDonaldTrump Get'em POTUS. We stand with you.
1165413384046514176 2019-08-24 19:59:37 -0400 <LampertMandy> @realDonaldTrump All the voices in your head?
1165413381563535360 2019-08-24 19:59:37 -0400 <jharbaugh1972> @realDonaldTrump You could literally save the world right now. But will you?
1165413379982462977 2019-08-24 19:59:36 -0400 <FatuousTwaddle> @kayleighmcenany @TeamTrump @realDonaldTrump Then why are they sitting?
1165413378241658880 2019-08-24 19:59:36 -0400 <diamondgirl2018> Good news-My daughter is a Senior at a Catholic school in California. She is taking an AP Gov class. They had to choose a candidate for 2020 and create a 'campaign' for that person. The majority of the 27 kids in the class chose @realDonaldTrump, so the teacher decided
1165413376777961472 2019-08-24 19:59:36 -0400 <missmarigold7> @realDonaldTrump Sure it was 😂
1165413376043958272 2019-08-24 19:59:35 -0400 <jpaxton2514> @24h_rx @TheRISEofROD @TrumpsGAGirl @realDonaldTrump @Theunitedspot That is wrong on so many levels
1165413375012159488 2019-08-24 19:59:35 -0400 <TourguideJ> @OdyReturns @marklarflash @gamurgis @realDonaldTrump Reagan broke the law; Oliver North got off on a legal technicality and George Bush, the younger, Shrub, pardoned the rest who broke the law during Iran-Contra. The one thing that you are consistent on is your belief in alternative facts in your alternative universe...Lies
1165413374462611456 2019-08-24 19:59:35 -0400 <pookietooth> @mimikmayberry @Scaramucci @realDonaldTrump Lol, Barr is obstructing like there's no tomorrow lol
1165413372604702720 2019-08-24 19:59:35 -0400 <pokie3154> @realDonaldTrump These 3 plus Kanye make a real circle jerk.
1165413371052736512 2019-08-24 19:59:34 -0400 <lovehersports50> @Fahrenthold @Yamiche @realDonaldTrump Shocking Why else would he be beating upon by is own guy Powell?
1165413369869938688 2019-08-24 19:59:34 -0400 <seanwhiter> @a_braxes @Denis_Lyon @3YearLetterman @realDonaldTrump @EmmanuelMacron You have entered an ironic thread.
1165413369161101313 2019-08-24 19:59:34 -0400 <Cacocuba> @AlexGue_Cuba La avaricia ilimitada del capital internacional y su ideología neoliberal crea y depende de personajes como @jairbolsonaro y @realDonaldTrump para la tarea sucia, pero requiere de un ejército de enajenados que los sigan y justifiquen. @LulaOficial  #LulaLivre #SaveTheAmazon
1165413368653479936 2019-08-24 19:59:34 -0400 <AndYetSheExists> @NickAdamsinUSA @realDonaldTrump Donald J tRump IS THE ENEMY  OF THE PEOPLE
1165413368385232897 2019-08-24 19:59:34 -0400 <SoCalGal013> @realDonaldTrump Mark Levin? He has as much credibility as Barr.  https://t.co/6pGAfV9xhn
1165413367026241537 2019-08-24 19:59:33 -0400 <JimmyCa02337926> @realDonaldTrump Is this you being sarcastic again??? Your a riot !!!! 😂😂😂
1165413364668829696 2019-08-24 19:59:33 -0400 <CherylThaxton> @Scaramucci @realDonaldTrump Good grief. I laughed. He was trolling. You KNOW this. You're a scam artist.
1165413364153147394 2019-08-24 19:59:33 -0400 <Smackdab15> @Scaramucci @gtconway3d @realDonaldTrump The BIG FALL aka trumpcriminal enterprise implosion. Kaoom!
1165413363322634246 2019-08-24 19:59:32 -0400 <Eli_Z12> @realDonaldTrump Enjoying the G6 + some crazy 🥜? 🤣
1165413363180064769 2019-08-24 19:59:32 -0400 <BmoreProgressiv> They now have a class for people like @realDonaldTrump  https://t.co/THRNJE3i1B
1165413362861166592 2019-08-24 19:59:32 -0400 <FlyTrent> @real_defender @realDonaldTrump Naw. Just more of little Donnie’s buuuulll shiiiit.
1165413360550256641 2019-08-24 19:59:32 -0400 <JET4AMERICANS> @tedlieu @realDonaldTrump @POTUS Dude. Last time I ask you. Where’s my pork fried rice already.
1165413359983976455 2019-08-24 19:59:32 -0400 <kinah> @BreatheSaltAir @cashmoneyglock @realDonaldTrump #noparty
1165413357819764736 2019-08-24 19:59:31 -0400 <Michael38383150> @LouDobbs @realDonaldTrump @WattersWorld @LouDobbs they are all despicable people who want to see the destruction of the greatest country in human history. They are all racists and hypocrites.  #LiberalHypocrisy #SocialismKills #KeepAmericaGreat2020 #LiberalismIsAMentalDisorder
1165413357341380608 2019-08-24 19:59:31 -0400 <JerryBushman> @GOP @realDonaldTrump No they're not, they have been left behind in you tax cut for the rich. The rich can now afford to pray on the weak small business and choke them out. "Thank you", said no small business owner
1165413355437338625 2019-08-24 19:59:30 -0400 <SherryChaffin1> @WhiteHouse @StateDept @realDonaldTrump @G7 You all are delusional. Trump has no agenda to make America shine. He is an enormous fraud... he knows it...the State dept knows it... his sex club knows it. You are not the majority, and we are coming after you all in 2020.
1165413354153893888 2019-08-24 19:59:30 -0400 <Rob184rob> @Scavino45 @realDonaldTrump @BorisJohnson “The creatures outside looked from pig to man, and from man to pig, and from pig to man again; but already it was impossible to say which was which.”                                   -- George Orwell, "Animal Farm"  https://t.co/rsM06ZIPWU
1165413351603748864 2019-08-24 19:59:30 -0400 <KristeeSerritos> @MatthewJshow @thebradfordfile @realDonaldTrump @EmmanuelMacron #AnybodyButTrump2020
1165413350546624513 2019-08-24 19:59:29 -0400 <Airscaper> @alottravel The majority of #Americans that travel abroad are well rounded citizens of the world. Welcome. #Trump supporters tend not to travel This maybe financial limitations or plain xenophobia. #TopTip if you are a #USA citizen abroad best keep quiet about @realDonaldTrump He's loathed
1165413348218941440 2019-08-24 19:59:29 -0400 <BilliShawww1> @realDonaldTrump Lh
1165413347648507904 2019-08-24 19:59:29 -0400 <strwbrrycpck> @kayleighmcenany @TeamTrump @realDonaldTrump It looks like this meeting was held in someone’s living room and most people are sitting. Oh, and all the women are white.
1165413345723211776 2019-08-24 19:59:28 -0400 <RonLouie> @realDonaldTrump The talk of the toilet
1165413340488830983 2019-08-24 19:59:27 -0400 <Merrirrro> @lbaufrau @JeffreyLuscombe @JustinTrudeau @realDonaldTrump Amen!
1165413337905192960 2019-08-24 19:59:26 -0400 <jimmiel77> @realDonaldTrump Brooklyn Dad.... correction, he is saving this country.
1165413336688840704 2019-08-24 19:59:26 -0400 <LyndaSStuart1> @Timbrow00336628 @scottruddick123 @thebradfordfile @realDonaldTrump @EmmanuelMacron Check out World’s most admired man #2 and woman #1.....  https://t.co/eHAmnLyINp
1165413336520880128 2019-08-24 19:59:26 -0400 <brgoldbarg> @NickAdamsinUSA @realDonaldTrump Somewhere in Australia a kangaroo is missing his punching bag.
1165413333463252992 2019-08-24 19:59:25 -0400 <DawnCuny> @realDonaldTrump The media IS the free press.   They only destroy your lies with the truth.
1165413332897226753 2019-08-24 19:59:25 -0400 <gmenblue7> @realDonaldTrump News is only fake when you dont like it?  How do people fall for this con man?
1165413328996319232 2019-08-24 19:59:24 -0400 <girlweena> @realDonaldTrump @EmmanuelMacron They're just trying to avoid conflict long enough to get you on the plane home. They're doing the real negotiating without you.
1165413328488935425 2019-08-24 19:59:24 -0400 <kimkim20480802> @realDonaldTrump Blah, blah, blah
1165413328270888960 2019-08-24 19:59:24 -0400 <LDzurillay> @Scavino45 @realDonaldTrump @BorisJohnson Didn’t they used to hate each other?
1165413327247421443 2019-08-24 19:59:24 -0400 <DellaRattaSue> @itsJeffTiedrich @realDonaldTrump @andrewcuomo  https://t.co/WQumw65qYI
1165413326010114049 2019-08-24 19:59:23 -0400 <LauraPhillips99> @RepMarkMeadows @realDonaldTrump Same goes for #SarahGoebbelsHuckabee and her Fox Contract.
1165413322398806017 2019-08-24 19:59:23 -0400 <bondyjan> @arembooks @AndyOstroy @realDonaldTrump  https://t.co/LYM3eW0mcN
1165413322201686016 2019-08-24 19:59:23 -0400 <robbay64> @StewardshipAmer @realDonaldTrump I'd be quite surprised if he understood half of those words.
1165413321979416578 2019-08-24 19:59:22 -0400 <bzzzzzzzeeeeee1> @FuelOnline @realDonaldTrump Sane people knew he wasn't kidding! Almost everything that's come out of his mouth has been a lie...I've always supported Vets and will continue to do so but not through you!
1165413321903919104 2019-08-24 19:59:22 -0400 <pehall68> @realDonaldTrump No one needs your Gestapo. #TrumpIsAWhiteSupremacist
1165413319689162753 2019-08-24 19:59:22 -0400 <teller_ruth> @realDonaldTrump I doubt that's what they are talking about.  #PresidentialFail
1165413318946955265 2019-08-24 19:59:22 -0400 <jeaniefacts> @MaggieBeeBach @DanRather Hahahaha! You think I signed up for your class. If you want to hold any weight here, take the word or word phrase, equate it to something @realDonaldTrump said or did, then provide your analysis with your credentials. Only then will I give you any of my time.
1165413318665875457 2019-08-24 19:59:22 -0400 <astupidgoose> @GOP @realDonaldTrump making America open for business by discouraging international trade
1165413318561079296 2019-08-24 19:59:22 -0400 <jimmyb928> @GOP @realDonaldTrump The GOP have sold their souls to the devil to support trump. #PutinsPuppet #MoscowMitch #LeningradLindsey #ComplicitCorruptGOP
1165413318238134272 2019-08-24 19:59:22 -0400 <dutch163> @Nalva41570009 @realDonaldTrump funny story: when I told my granddaughter, 8, that they speak Portuguese in Brazil , she said "yes but when one person is speaking it's "Portugoose" LOL (cute joke for  8 yr old. play on "geese/goose") (ganso/gansos)
1165413316967194624 2019-08-24 19:59:21 -0400 <jamiee_kusi> @realDonaldTrump Lol
1165413315377582083 2019-08-24 19:59:21 -0400 <Kjolong> @realDonaldTrump They are the free press!  You seem very afraid!
1165413314790395911 2019-08-24 19:59:21 -0400 <Snickademous> @realDonaldTrump Oh I'm sure people are talking about it. But about how it's tanking just like everything else you get your hands on.
1165413314593054721 2019-08-24 19:59:21 -0400 <waterwose> @78cuiserFJ40 @XOflect @dhiggins63 @realDonaldTrump The Constitution is the supreme law of the USA. It's authority stops at the border.
1165413313066352640 2019-08-24 19:59:20 -0400 <justmypeeps> @CYoung31515835 @Scaramucci @gtconway3d @realDonaldTrump Think about it. He’s been carrying out that piece of TP since the WH. On the lawn, the helicopter, the limo, up the steps. Nobody said anything to him. Not once.
1165413313028734976 2019-08-24 19:59:20 -0400 <pareech> @real_defender @realDonaldTrump You’re right, Fox News is better than the comedy channel.
1165413312798121985 2019-08-24 19:59:20 -0400 <crimevictimlaw> @Scavino45 @realDonaldTrump @BorisJohnson Talking about their favorite coloring books.
1165413311745163264 2019-08-24 19:59:20 -0400 <Kimberkaa> @WhiteHouse @realDonaldTrump @FLOTUS The question is not if he will embarrass us, but how many times.
1165413309656399872 2019-08-24 19:59:20 -0400 <sophieur11> @Strandjunker @KathyNature @realDonaldTrump Right on! They are immigrants targeted by their own father he put them right in harms way no he’s trying to erase our citizenship he’s tried to get rid of us anyway he can including his own
1165413308171739138 2019-08-24 19:59:19 -0400 <LindaHonsa> @realDonaldTrump The free press is alive and thriving, despite the trump propaganda network. Democracy will prevail.
1165413306846388228 2019-08-24 19:59:19 -0400 <WM_Bartle> @realDonaldTrump After this week, if course it is. But not in a good way.
1165413302526234625 2019-08-24 19:59:18 -0400 <Shenaniganiry> @realDonaldTrump "I'm not racist, I have black friends!"
1165413301724991488 2019-08-24 19:59:18 -0400 <Yourfat43846511> @realDonaldTrump 👎🏿👎🏿👎🏿👎🏿👎🏿👎🏽
1165413300865306624 2019-08-24 19:59:17 -0400 <balloona> @realDonaldTrump Why not help the middle class now?
1165413299569213442 2019-08-24 19:59:17 -0400 <AmericaAirwaves> @mamaskullx3 @GOP @realDonaldTrump  https://t.co/V1bZuVOmsz
1165413298210246656 2019-08-24 19:59:17 -0400 <Peeotus_Donald> @realDonaldTrump The one you are busy destroying?  https://t.co/e4vDOP30Ub
1165413297966977024 2019-08-24 19:59:17 -0400 <ShaunNoeske> @kayleighmcenany @TeamTrump @realDonaldTrump  https://t.co/CYLYlxGxx0
1165413296045883392 2019-08-24 19:59:16 -0400 <lfishgirl67> @MikeHoncho1127 @thehill @GOP @realDonaldTrump When Obama inherited a recession economists recommend spending to stimulate the economy - once the country was doing better he brought the debt down while @realDonaldTrump assumed a growing economy he should be lowering the debt instead he has grown it to over a trillion $$$$
1165413294661754880 2019-08-24 19:59:16 -0400 <MikeJ96121839> @realDonaldTrump The funny part is, is you don't see how this is a contradicting statement.
1165413293755949061 2019-08-24 19:59:16 -0400 <CoasterPrsn> @JesusandHarley @WhiteHouse @LisaMei62 @realDonaldTrump @FLOTUS Yes, Barack and Michelle did give up a lot for the American people.
1165413292464115717 2019-08-24 19:59:15 -0400 <Claudia66369534> @realDonaldTrump Señor presidente Dios lo bendiga
1165413291063013380 2019-08-24 19:59:15 -0400 <GRGirl8> @realDonaldTrump Donald destroys everything he touches. Sad
1165413290090074112 2019-08-24 19:59:15 -0400 <DavidJo21736200> @burner4433 @ThatTrumpGuy @realDonaldTrump @KellyannePolls @PamBondi I'm coping but it is difficult knowing that our President is a baboon. He has lied over 10,000 times since taking office. He is destroying the economy he was given. And ignorant people love him because he was sent by God. You are just like him. Your best reply is name calling.
1165413289930551296 2019-08-24 19:59:15 -0400 <juschlln> @oliverg2014 @kennethholland7 @realDonaldTrump OMG 😮 my eyes my eyes WTH is that?
1165413288168976384 2019-08-24 19:59:14 -0400 <HeinousCling> @realDonaldTrump Hmmm. No smile. No sign of joking. Another Trump lie.  https://t.co/rCbsNLQOrX
1165413287665623040 2019-08-24 19:59:14 -0400 <SusanaSC13> @realDonaldTrump AAAAAAAAAAAAAAAAAAARRRGH
1165413286319468546 2019-08-24 19:59:14 -0400 <ArilloMike> @realDonaldTrump Wow sir people are just jealous of you sir Godbless you Ana America
1165413284998197254 2019-08-24 19:59:14 -0400 <jlmarcum6> @realDonaldTrump  https://t.co/VUEFdwbcAW
1165413284566228993 2019-08-24 19:59:14 -0400 <CLB1116> @realDonaldTrump Slamming the press; right out of Hitlers playbook.
1165413281982537730 2019-08-24 19:59:13 -0400 <fastpathguru> @realDonaldTrump Our economy only works for the 1%. Everyone else gets scraps in comparison.
1165413281177038848 2019-08-24 19:59:13 -0400 <ModernPolymath1> @realDonaldTrump As in a joke?
1165413281080717312 2019-08-24 19:59:13 -0400 <debralynnlazar> @Inittow69270710 @mmpadellan @realDonaldTrump Said the bot with zero followers.
1165413280850034695 2019-08-24 19:59:13 -0400 <a_braxes> @Gregstuartusaf @troymcclurefan @3YearLetterman @realDonaldTrump @EmmanuelMacron I think we invented it in 1845. I am not totaly sure about it, but universal healthcare has a damm long history in Germany.
1165413278417162240 2019-08-24 19:59:12 -0400 <rslugs202> @ChuckGrassley @realDonaldTrump GOP business welfare for corporate farms.
1165413278022950913 2019-08-24 19:59:12 -0400 <cjamesdow> @2LEGlT2QUIT @glamelegance @realDonaldTrump Like the 45% reduction in people on food stamps from 2008 - 2016??
1165413276689321984 2019-08-24 19:59:12 -0400 <adissenter> @PARISDENNARD That’s never been a norm in any minority community in the US.  Never.  Ever.   And with @realDonaldTrump , it’s getting more and more difficult to achieve.   Also, never forget Paris got fired from @CNN over allegations of sexual assault.
1165413276295008256 2019-08-24 19:59:12 -0400 <GhanaNet> @adasomg @realDonaldTrump A Voice of Poland has spoken 🙋
1165413273581301762 2019-08-24 19:59:11 -0400 <howeasyweforget> @GOP @realDonaldTrump  https://t.co/XRMFukvD4b
1165413271819694080 2019-08-24 19:59:10 -0400 <IvarTangen> @realDonaldTrump Our generals are destroying the military? @NASA is destroying the Earth? @McDonalds is destroying our cows? @VP is destroying LGBTQ? #absurd is destroying Englisg pronunciation?  #Quisling @realDonaldTrump
1165413271668699137 2019-08-24 19:59:10 -0400 <gf1369> Este un colaborador y hace negocios aquí en este artículo las pruebas sería bueno que lo sancionen @marcorubio @realDonaldTrump
1165413270586441728 2019-08-24 19:59:10 -0400 <Zenman1550> .@realDonaldTrump   https://t.co/0G5UYWisR0
1165413270544515072 2019-08-24 19:59:10 -0400 <rickrecordist> @realDonaldTrump You misspelled fake!
1165413269974245377 2019-08-24 19:59:10 -0400 <skippytdog> @kayleighmcenany @TeamTrump @realDonaldTrump  https://t.co/xA54yMEG4o
1165413269437390848 2019-08-24 19:59:10 -0400 <EthelRo39311274> @real_defender @realDonaldTrump Go to bed Trump. I am sure they brought a number of sedatives for you,
1165413268027871232 2019-08-24 19:59:10 -0400 <TobonMx> @realDonaldTrump  https://t.co/MeI8VhZFpN
1165413267772248071 2019-08-24 19:59:10 -0400 <Coach8soccer> @benchism24 @TrueThaiNews @Jaja13Peter @scooby31 @clmuseum @Christwins777 @realDonaldTrump @FoxNews Disagree. God created all and since Christ his son is a part of the holy trinity, only man created religion but with God it’s a faith that’s as old as time. It starts and ends with him through his son for all Christians
1165413267319205890 2019-08-24 19:59:09 -0400 <MunchausenTrump> @Scavino45 @realDonaldTrump @BorisJohnson Must be...  https://t.co/WixvSK7uLK
