1015747287849623552 2018-07-07 19:59:59 -0400 <PLEEZD> @realDonaldTrump   https://t.co/2KmimmMUqx
1015747265665949696 2018-07-07 19:59:54 -0400 <smartlyjoan> @DanScavino @realDonaldTrump Imagine sending folks to DC and their single focus is retaking the majority.  They blocked everything the opposition wanted ... even if it would help 🇺🇸 like:  • $42B in border security • immigration reform • ⬇️healthcare costs.  #UnfitForOffice👇  https://t.co/VhGk6TwOw5
1015747262880681984 2018-07-07 19:59:53 -0400 <MrBFett> @realDonaldTrump Ehh this is an odd time for this tweet... you get told some bad news?
1015747262528487425 2018-07-07 19:59:53 -0400 <lubin_alison> @realDonaldTrump I think it’s 17 Democrats on the Mueller team now.
1015747261714722818 2018-07-07 19:59:53 -0400 <Finchysong1> @tedlieu @realDonaldTrump Americans know Trump is a CON that’s why we are ALL angry!
1015747258573352961 2018-07-07 19:59:52 -0400 <jemakatz> @TheGOPSux @realDonaldTrump This is a clearer picture.  https://t.co/FvZpVfTO8j
1015747258451623942 2018-07-07 19:59:52 -0400 <ecclesias> @realDonaldTrump How about you talk to Mueller?  Or are you too scared?
1015747253577895936 2018-07-07 19:59:51 -0400 <lordoftheyoyo> @realdonaldtrump Welcome to the UK you schmuck...  https://t.co/g7sz4b0ah3
1015747252810379264 2018-07-07 19:59:51 -0400 <deg2> @realDonaldTrump Have you mentioned her name every day for 18 months?   #sad
1015747252231462912 2018-07-07 19:59:51 -0400 <Guy50098474> @realDonaldTrump Thats right....infact all democrats should be arrested allso.
1015747251862323200 2018-07-07 19:59:51 -0400 <dotcommodity> @bocaAngel222 @realDonaldTrump @jack Also, that unlike us actual people, they don't formulate their own reasoned explanations for their support but merely repost graphics (mass-produced hate where? By what company?) to express "their" opinions.
1015747251312816128 2018-07-07 19:59:51 -0400 <norihelm1> @amorpatriae1777 @real_farmacist @realDonaldTrump Yep.  I hate him.  I've never hated a human being before.  More importantly, I hate what he's doing to our country.  What's a little extra money if we don't have environmental &amp; consumer protections, the Constitution upheld, the rule of law AND justice for ALL, equal rights...?
1015747250109210624 2018-07-07 19:59:50 -0400 <JohnMinehan1> @brainouty @realDonaldTrump I hope your eyes are feeling better . . . .
1015747248565768193 2018-07-07 19:59:50 -0400 <pops1156S> @realDonaldTrump Makes sense don. What like 50 people tie you and your administration to the Soviet’s. You’ve all lied about meeting with them. You take money from them and meet them in private (unprecedented) yet two “lovers” are your problem. GFR.
1015747247085096961 2018-07-07 19:59:50 -0400 <RBeukers> @realDonaldTrump #DonTheCon
1015747246455848960 2018-07-07 19:59:49 -0400 <msaltzman65> @realDonaldTrump   YOU DID THIS! GOD IS WATCHING YOU!  https://t.co/P1R8cwz0t0
1015747244207767552 2018-07-07 19:59:49 -0400 <she_talks_alot> @Evan_McMullin @realDonaldTrump Because #privateBoneSpurs is a chickenshit? And guilty as hell.
1015747240646905856 2018-07-07 19:59:48 -0400 <PLEEZD> @realDonaldTrump   https://t.co/u9pmIZiezx
1015747239828844544 2018-07-07 19:59:48 -0400 <LaneyGidget> @PauletteParis1 @realDonaldTrump I don't know what that word means but I think I like it
1015747237752852480 2018-07-07 19:59:47 -0400 <WilheminaFoxx> @realDonaldTrump  and they are worried about criminal elements who violate the borders of our sovereign nation. There are real LEGAL citizens in horrible situations. Who will advocate for the people of the USA?????!!!!!  https://t.co/Az0qFH8HUH
1015747237106855938 2018-07-07 19:59:47 -0400 <RealCustSupport> @Kris_Sacrebleu Ok, with this, I don't hate you anymore. I'm as fickle as @realDonaldTrump.
1015747236033060864 2018-07-07 19:59:47 -0400 <srfrgrl1959> @realDonaldTrump Now now, #BeBest ! Such a baby man!
1015747233684316160 2018-07-07 19:59:46 -0400 <icechex> @realDonaldTrump The only thing that was rigged was your “ELECTION.” YOU are the biggest CON JOB of all!!!
1015747233105567746 2018-07-07 19:59:46 -0400 <EverythingCHO> @Vorpal_Duck @AnneWheaton @realDonaldTrump People aren’t going to vote Blue, and you know they’re not. The left has been going completely insane for the past five years, and Trump was a response to them back in 2016, and the rate at which their insanity escalates has octupled since then. Prepare for a red tsunami.
1015747231872413697 2018-07-07 19:59:46 -0400 <joyouswarrior> @FL_lewoo @Beavis2017WA @realDonaldTrump Nice Job!!!!
1015747231750742018 2018-07-07 19:59:46 -0400 <BBJRPD2> @ChrisJZullo @realDonaldTrump that doesn't mean he isn't crupt
1015747231419428865 2018-07-07 19:59:46 -0400 <Vladdiefan> @bobbiaye @mschroeder1211 @realDonaldTrump A Vietnam War vet who boosts Cadet Bonespurs and slanders a Bronze Star and Purple Heart winner. I call BS.  https://t.co/dzB1j0JRcx
1015747229741649920 2018-07-07 19:59:45 -0400 <barbbart1971> @hernandezbarbie @william_bunce @old_osc @realDonaldTrump @SpeakerRyan @SenateMajLdr @GOPLeader @LindseyGrahamSC @marcorubio @ChuckGrassley @SenatorBurr @TGowdySC @RepRooney @VP @Cabinet @SenBobCorker @JeffFlake @lisamurkowski @SenTomCotton @JohnBoozman @senrobportman @RandPaul @RoyBlunt @SenDeanHeller @SenTedCruz You are so right, but Trump probably wouldn't save a democrats life.
1015747228625985536 2018-07-07 19:59:45 -0400 <mss003> @realDonaldTrump Are you drunk, daddy?
1015747227933990912 2018-07-07 19:59:45 -0400 <DoesnGood> @realDonaldTrump I understand that these little tools went to Russia on the 4th of July  https://t.co/fjmZjHq8Re
1015747227527065600 2018-07-07 19:59:45 -0400 <jimbob41257326> @JordanB4815 @The_Trump_Train @realDonaldTrump Wow. People like you make good dems #walkaway from what use to be a good party.
1015747227225116679 2018-07-07 19:59:45 -0400 <s_wnbanut> @JacobAWohl @realDonaldTrump   https://t.co/MaBjA7lrNJ
1015747225866027008 2018-07-07 19:59:44 -0400 <WorkingStiffie> @realDonaldTrump Sorry but you will LOSE the Trade War. Countries fighting U.S. (EU, China, India, Canada, Mexico, Russia) have a combined GDP of 36.6 Trillion compared to America's 19.4  Trillion. Almost Twice as Much! Surrounded &amp; Outnumbered!
1015747225266290688 2018-07-07 19:59:44 -0400 <toothaka> @realDonaldTrump TRUMP only in your dreams! The Mueller nightmare is coming and your collusion will be made public. We already know about your campaign staff and advisors 30 meetings with Russian agents. Your sharing classified information with Russian Ambassador and Foreign Minister. Quilty?
1015747225195110402 2018-07-07 19:59:44 -0400 <emac82467> @realDonaldTrump Times up Trump!
1015747220212240386 2018-07-07 19:59:43 -0400 <thewademethod> @realDonaldTrump is sounding more and more like Ed Begly Sr from #12AngryMen
1015747216642846721 2018-07-07 19:59:42 -0400 <north_easton> @realDonaldTrump There's literally video:  https://t.co/Ar2lpgpUCd
1015747213006442498 2018-07-07 19:59:41 -0400 <CiCBonespurs> @realDonaldTrump Speaking about cons, how’s it coming with Mexico paying for your wall?
1015747212771561472 2018-07-07 19:59:41 -0400 <TrumpsLostLimo> @ArtDeadone13790 @DavidWohl @realDonaldTrump He will after he’s done with his mall job selling sunglasses
1015747212587028480 2018-07-07 19:59:41 -0400 <owensj4319> @Evan_McMullin @realDonaldTrump BC he's as guilty as a U KNOW WHAT, "DON'T U???"
1015747211081084928 2018-07-07 19:59:41 -0400 <carolswilliams_> @realDonaldTrump Then why don’t you go talk to Mueller so we can get this over with? You’re dragging it out. Now your “legal “team is making new demands! Why? You keep saying you’re innocent! 🙄
1015747210540208130 2018-07-07 19:59:41 -0400 <Jack2John> #TrumpTaxSCAM. Nothing but a lying bag of shit is @realDonaldTrump #GOPTraitors #TrumpCorruption  https://t.co/O4fLfvOHRN
1015747209932017664 2018-07-07 19:59:41 -0400 <forthetruth_> @IngrahamAngle @thehill @realDonaldTrump I don’t want to hear one word from that pig Scarborough until the word leads to what he did to Lori Klausutis. He wants everyone to forget about that. Shhhhh. We won’t let him forget!!!!
1015747208493391872 2018-07-07 19:59:40 -0400 <COFC2010> @realDonaldTrump Pakistani Fraudster AQ Khan
1015747207813849090 2018-07-07 19:59:40 -0400 <RickLove040870> @KristinPastore1 @tonyresists @realDonaldTrump It determines whether your under investigation or a person of interest in a investigation
1015747204349341696 2018-07-07 19:59:39 -0400 <jwallyo> @kelheath @Papatim52Tim @DavidWohl @realDonaldTrump Perfect
1015747203355299841 2018-07-07 19:59:39 -0400 <jamesHe23689806> @GayleBfromSoCal @IngrahamAngle @thehill @realDonaldTrump I’m independent and will now bot GOP
1015747202973556736 2018-07-07 19:59:39 -0400 <SadDonDing> @realDonaldTrump Get him Stormy...lover boy just likes a little spankie, do you really think you are smarter than 1st -grader...not so much me think
1015747202063392769 2018-07-07 19:59:39 -0400 <tweetheart44> @realDonaldTrump CROOKED TRUMP
1015747201472004099 2018-07-07 19:59:39 -0400 <candyl_green> @realDonaldTrump Aaaaaaaaaaaaaahhhhh!!!!!!!!!!!
1015747200570281985 2018-07-07 19:59:38 -0400 <murfholf> @DogedogSue @RitaThaQueen @realDonaldTrump Bit young to be wearing adult diapers.
1015747198343110658 2018-07-07 19:59:38 -0400 <Grays___anatomy> @realDonaldTrump That’s not how capital letters work
1015747198003372034 2018-07-07 19:59:38 -0400 <tumbleweeds702> @TrumpProsecutor @1VoiceForMe @realDonaldTrump I would love to have a seat in the gallery when/if it happens 😁
1015747197068107777 2018-07-07 19:59:38 -0400 <SwierPatrick> @realDonaldTrump That’s right mr president. Let’s keep the focus on America . North Korea seems to be playing games prob instructed by Xi Don’t bite just leak that you are giving  Taiwan a nuclear submarine That will get Xi attention. Then walk away let them come to you
1015747195465863169 2018-07-07 19:59:37 -0400 <justlippe> I deleted my tweet FROM 2017, since that was my only option. So, I guess, I hope @realDonaldTrump falls off a cliff, still &amp; his dick carches fire. Look, I am like a puppy. If you don’t discipline me right away... I will never learn.  https://t.co/jVkCWWFCKO
1015747195277017088 2018-07-07 19:59:37 -0400 <CFLMichael> @MarineOne74 @amvetsupport Do you people ever have any other damned answer other than “Clinton did it?” Seriously - you were bitching to high heaven minutes after Bush v. Gore to “get over it,” but y’all still trot out a Presidency over 20 years old to defend @realDonaldTrump’s utter incompetence.
1015747194320637952 2018-07-07 19:59:37 -0400 <ChaseTamsett> @realDonaldTrump The net must be closing around you to be this angry about it
1015747193645477888 2018-07-07 19:59:37 -0400 <Tracyannbuckle1> @DanScavino @realDonaldTrump The republicans are the ones that haven't let the election go. They can't answer a question without bringing up Obama or Hillary.
1015747191569252352 2018-07-07 19:59:36 -0400 <JustinDPeeler> @realDonaldTrump Public opinion is irrelevant when it comes to criminal investigations. Evidence is relevant and Bob #Mueller has tons of it. Meanwhile, #PaulManafort is sitting in solitary confinement for his own protection. Who's he afraid of? Who are you afraid of?
1015747190403158016 2018-07-07 19:59:36 -0400 <swalker451> @FoxNews @realDonaldTrump @ellisonbarber I don’t care. Do you?
1015747189795053568 2018-07-07 19:59:36 -0400 <apirateslife77> @GOP @realDonaldTrump Who are trying too fool? You are gone no more @GOP you silence from the mad man running us into the ground has killed you #yourfired
1015747189266526208 2018-07-07 19:59:36 -0400 <azduffy> @realDonaldTrump Illegitimate tweets from an illegitimate president.
1015747188499013632 2018-07-07 19:59:36 -0400 <noprentence> @HobackSara @realDonaldTrump Such a beautiful family. They are the smartest by far.
1015747188310396929 2018-07-07 19:59:36 -0400 <Nebukad3> @realDonaldTrump Dear Trump:  https://t.co/WwVnYHmVRg
1015747187555422208 2018-07-07 19:59:35 -0400 <PeterL971> @nibrtv2 @jaketapper @realDonaldTrump I apologize for his comments. He has no idea what Self-Sacrifice, Honor or Duty.
1015747185617432578 2018-07-07 19:59:35 -0400 <ljbeebe> @Danbalkwill1 @ITGrouch @kpal65 @privatecitizenn @dunbdav @JenniferMostre1 @Eric0Lawton @larryboy12 @nativekittens @minogaamokwe @NicolaHanson9 @stackthepads29 @theGusMcCrae @duanedaniel @DougHawk @ripfreespeech @MaclandKtm @mmccdenier @RedDragonFly19 @SusanIverach @merry123459 @DakotaBewl @DisillusiondCAN @trishshirlaw @jimharrison2012 @JLCWood2017 @OtagoGrad @bgirl0001 @Letsfixit2019 @MORE2CENTS @FelixAnchor__ @jeretgannon @Johndm52Martin @Redtowel4 @BitterLemon61 @SaskLass @Sleighmiller69 @LideFranks @WileyCoyote19 @CallienSolace @jason66673 @CdnMerkaba @SaskieTim @HomeWorldof @FrankSemperFi @RogClem2540 @twyanko7 @Bodhidaze @realDonaldTrump @JustinTrudeau It's gone on vacation to the Cayman Islands
1015747184816422912 2018-07-07 19:59:35 -0400 <FlaglerBum> @realDonaldTrump You should really stop talking and declassify the documents to the FISA abuse and Hillary Clinton the situation
1015747184380108800 2018-07-07 19:59:35 -0400 <bellint> @realDonaldTrump Big man, how many abortions did you finance? Hypocrisy
1015747184346652673 2018-07-07 19:59:35 -0400 <paty04187927> @VicenteFoxQue @realDonaldTrump All we need at this time is respect mr Fox
1015747181599338496 2018-07-07 19:59:34 -0400 <Excalibur5> @realDonaldTrump Another complaint about the Mueller investigation but nothing about your never-ending IRS audit?  Weird. One would think having the IRS crawl all over your businesses and various revenue streams would get old and tiresome but you seem to be unfazed by it.
1015747180265656321 2018-07-07 19:59:34 -0400 <carolanneyurch1> @realDonaldTrump Wrong you think the more you say it people believe it but wrong , I hope they bring you down
1015747179619602432 2018-07-07 19:59:33 -0400 <lwkosma> @bobbiaye @realDonaldTrump Not nice to call people names, scumbag.
1015747179208757248 2018-07-07 19:59:33 -0400 <StoriesByNick> @realDonaldTrump #Unhinged #DonTheCon #WhereAreTheBabies
1015747178847965185 2018-07-07 19:59:33 -0400 <happypeaceful3> @realDonaldTrump You are the the President what kind of power do you have I thought you was there boss, exercise your power, you've been bold with everything else don't worry about the left and the mainstream media when you are right
1015747174980673537 2018-07-07 19:59:32 -0400 <NaLo_Walls> .@realDonaldTrump  @HouseDemocrats @SenateDems  @HouseGOP @SenateGOP  https://t.co/d5YmE6QQrp
1015747171512127488 2018-07-07 19:59:32 -0400 <JackHof35003797> @PalmerReport @realDonaldTrump Thats all you have? Really? The same mundane shit we hear day in day out?   Gosh youre hillarious.
1015747171508019201 2018-07-07 19:59:32 -0400 <THEFXR1> @SoulBlossom_Wen @stopthenutjob @realDonaldTrump Your tell tale, is the ANTIFA and BLM goon squads you march with.  We see you 2.   "Resist" will win the next election for Trump. Only he is interested in getting things done. All you do is hate him for it.  Goons won't win over civilized people.  #WalkAwayFromDemocrats  https://t.co/wcyY8aGo0j
1015747169175793664 2018-07-07 19:59:31 -0400 <nightwingilovey> @realDonaldTrump   https://t.co/cJ2uuKk2tp
1015747168395808769 2018-07-07 19:59:31 -0400 <MediaMongersInc> @realDonaldTrump WTF?!? Lololol
1015747168030752769 2018-07-07 19:59:31 -0400 <VeronicaAddlem1> John the only person who doesn’t know he’s a moron is the moron himself 😂. @realDonaldTrump @POTUS is blinkered cause he thinks everybody loves him. Virtually all Americans know he’s a liar and bad deal maker!  https://t.co/aCTUe7HF2D
1015747158232961025 2018-07-07 19:59:28 -0400 <azed1955> @realDonaldTrump What?
1015747157410934784 2018-07-07 19:59:28 -0400 <RosemarieESeppa> @realDonaldTrump Then, U have all of these secret meetings w/Russians, direct contact between your business cpu &amp; Putin's cpu. That's not the icing on the cake though, U gave them USA's secret info. U actually gave it to them on public tv! Oh, the public understands alright. Thanks to u.
1015747157368950785 2018-07-07 19:59:28 -0400 <glenda_pollock> @realDonaldTrump Donnie, a mind is a terrible thing to waste. Why not donate your unused one to science? Tomorrow would work.
1015747157079613440 2018-07-07 19:59:28 -0400 <AnnKeenan5> @realDonaldTrump Nope.  I'm part of the Public.  I'm 100% behind the investigation.  Can't wait for the finale.  You're going down.
1015747155695292416 2018-07-07 19:59:28 -0400 <DJamesBrown> @realDonaldTrump There are only two explanations for a tweet like in the real world (1) you are deranged or (2) you are deeply, cynically, evil, bent on destroying constitutional democracy in America for the benefit of a foreign power.
1015747155087298560 2018-07-07 19:59:28 -0400 <glennn812> @realDonaldTrump More important - will it include you?
1015747154596380672 2018-07-07 19:59:27 -0400 <LindaHa00716694> @JacobAWohl @realDonaldTrump Oh look (actually read the filing). This is about Manafort’s State of Virginia Bank Fraud case.... there would be no reason in this trial to bring up collusion.
1015747154432835584 2018-07-07 19:59:27 -0400 <CBsavedbygrace> @rockintoneeo @JacobAWohl @realDonaldTrump Really? I'm surprised that he hasn't blocked me yet. I call him and Joey "Voice of America" out every chance I get.
1015747153304616960 2018-07-07 19:59:27 -0400 <PLEEZD> @realDonaldTrump   https://t.co/RkuEEJUXVN
1015747151593340928 2018-07-07 19:59:27 -0400 <MartinHernandez> @4everTrump2020 @BigRon_33 @realDonaldTrump What American companies are coming back? Harley-Davidson? Carrier? And the tax cuts? Company did what they do best when they have extra money : shares buyback!! Which means the much bigger benefit of the tax cut went to.... people who own stock.... not exactly the working class.
1015747150544801792 2018-07-07 19:59:27 -0400 <NyerinFl> @elizabethforma @realDonaldTrump You big dummy.  You would rather have these kids with murders, rapists, and smugglers then get them back to their parents.  If they can be tested to be sure they are safe then you can take it to prove you are not a liar. Stop blaming @potus for the sins of  BO.
1015747150544658432 2018-07-07 19:59:27 -0400 <1984hascome> @realDonaldTrump You’re going to prison.  https://t.co/6yROS1OqO4
1015747150297354240 2018-07-07 19:59:26 -0400 <ludlowjrollo> @Julesitter @realDonaldTrump It was a blatant kidnapping. Ransom is the wall. Another law Trump has broken. Why is Donny not in jail already? There's enough on him from his entire realtor career to keep him locked up for life.
1015747150150586368 2018-07-07 19:59:26 -0400 <lbeckerNE> @realDonaldTrump If you believe that, you are listening to the wrong public opinion reports.  Your cycle is funny: you listen only to people who tell you what you want to hear then get upset when the truth gets mentioned. Pretty sad.  You have access to factual data but won't pay attention
1015747148783091712 2018-07-07 19:59:26 -0400 <BDonaldEmerson4> @delight_fish @stopthenutjob @realDonaldTrump His past service and bravery this country tells me YES. Unlike cadet bone spur.
1015747148548362241 2018-07-07 19:59:26 -0400 <LouAnnHresists> @eljay63a @stopthenutjob @realDonaldTrump And your cult hero doesn’t do this?  Have you read his tweets?
1015747148271345664 2018-07-07 19:59:26 -0400 <_gallop> @realDonaldTrump Trying to get your crazy zombie followers to get back on Hillary's emails? Get some new material;
1015747146170208257 2018-07-07 19:59:25 -0400 <mapgirl61> @realDonaldTrump #DonTheCon
1015747145960325120 2018-07-07 19:59:25 -0400 <ceparmele> What about @DevinNunes ? Any number of things but possibly his dealings with a business partner involved with drugs. Or it could be a marital affair, who knows? But whatever it is when @realDonaldTrump commanded #Nunes to jump he jumped right out of an Uber so it must be good.
1015747144416833536 2018-07-07 19:59:25 -0400 <joey_chihuahua> @realDonaldTrump public opinion has changed all right.  We're all against you!
1015747144257597440 2018-07-07 19:59:25 -0400 <MarnieRose2> @rklace @tedlieu @realDonaldTrump Yes, you're right &amp; it infuriates me!
1015747140910534656 2018-07-07 19:59:24 -0400 <Cynthiakanders2> @realDonaldTrump 👍🏿
1015747137886392321 2018-07-07 19:59:23 -0400 <GraceBaine> @realDonaldTrump #Potus  breakup  #Raketteering illegal  rampant #harrasment cases  federal  violations title 18us1512 meet #GOP  @JohnnyIsakson  100 files erased by judges  meet @CaseyCagle @StaceyAbrams @Briankemp #Timesup #harrasers fraud #Atlantaunfiltered
1015747137424973826 2018-07-07 19:59:23 -0400 <digger789> @FoxNews @RepMaxineWaters @realDonaldTrump You go girl. VOTE BLUE! SAve America.
1015747135155863552 2018-07-07 19:59:23 -0400 <johnt081652> @realDonaldTrump No, seriously, what’s wrong with you??
1015747133880840193 2018-07-07 19:59:23 -0400 <jelmoreak> @seanflanagan43 @davidhogg111 @realDonaldTrump Now I have a different perspective on that. I like in AK, and the majority of our state is remote land that Natives live in. They need guns for subsistence hunting, protection from black, brown, grizzly and polar bears as well. City folks have less of that need.
1015747131985055745 2018-07-07 19:59:22 -0400 <Kirsten69382750> @realDonaldTrump They did
1015747131477516290 2018-07-07 19:59:22 -0400 <RWilliam62> @tonyresists @realDonaldTrump   https://t.co/HxTmqIYy3V
1015747130433122306 2018-07-07 19:59:22 -0400 <rongoley7> @realDonaldTrump Don, did you forget to include the bugging of your campaign? It's the same old "oldies but goodies" list. You need new material.
1015747126624686085 2018-07-07 19:59:21 -0400 <ostrapudious> @amorpatriae1777 @real_farmacist @realDonaldTrump So much stupidity.
1015747124674400256 2018-07-07 19:59:20 -0400 <wandan187> @realDonaldTrump 23 indictments, 5 guilty pleas, sure looks like co,lusion to me &amp; the majority of Americans.
1015747120886714368 2018-07-07 19:59:19 -0400 <TRiMBio1> @john_sipher @Evan_McMullin @realDonaldTrump Dodging an unjust war was the right move or are you going to revise your history of Bill Clinton?
1015747120433893376 2018-07-07 19:59:19 -0400 <flumps263> @realDonaldTrump FAKE NEWS
1015747120144322560 2018-07-07 19:59:19 -0400 <BlueStateBabe1> @realDonaldTrump Your memory once again fails you.  It was looked into.  She was found innocent.   The more you cast aspersions, the more we see your guilt.  You are such a poor actor - you don't even know how to act innocent.
1015747118127083520 2018-07-07 19:59:19 -0400 <Calabria630> @Htygrett1 @realDonaldTrump Damn who do you think bottoms?
1015747116428353537 2018-07-07 19:59:18 -0400 <legendryjimbo> @realDonaldTrump How bout that NK deal....
1015747115400589313 2018-07-07 19:59:18 -0400 <Captain_A_Ron> @elizabethforma @realDonaldTrump Just so you know if you worthless demoRats let America and @realDonaldTrump build a wall there wouldn’t be this mess. So in hindsight it’s everyone’s fault that is against the wall.
1015747114595307520 2018-07-07 19:59:18 -0400 <asaphollywood> @thedaveperkins @realDonaldTrump Fuck yeah you do
1015747114557628417 2018-07-07 19:59:18 -0400 <PurellSoul> @RepSwalwell @realDonaldTrump Trump IS a cancer on the body politic and he is more than willing to burn the world to the ground to avoid being held accountable for his crimes.
1015747109725917184 2018-07-07 19:59:17 -0400 <lucy_lee243> @tedlieu @realDonaldTrump So pathetic don 😡
1015747108123668481 2018-07-07 19:59:16 -0400 <antiwatermeloen> @MeteSahin_ @sthbracke @realDonaldTrump liever @realDonaldTrump dan Erdogan!
1015747106936459264 2018-07-07 19:59:16 -0400 <lib_tardhader> @ThomasWictor @realDonaldTrump @KimDotcom maybe this will help you understand what's going on.
1015747106538250246 2018-07-07 19:59:16 -0400 <s10w10> @realDonaldTrump Oh yes Peter S said he testify in front of camera s and congress   More than you would do.
1015747106433187840 2018-07-07 19:59:16 -0400 <KentKentpringle> @realDonaldTrump Public opinion is that you will likely die in prison
1015747100938854400 2018-07-07 19:59:15 -0400 <PLEEZD> @realDonaldTrump   https://t.co/RWX8bU5HkF
1015747100754055168 2018-07-07 19:59:15 -0400 <AWriterWanderin> @stopthenutjob @realDonaldTrump Because Trump’s lawyers know that Trump is incapable of telling the truth, even under oath.
1015747099344830464 2018-07-07 19:59:14 -0400 <SlMetzger> @realDonaldTrump   https://t.co/krh9NlQglG
1015747098124476416 2018-07-07 19:59:14 -0400 <mcanone> @realDonaldTrump 😴
1015747097927221248 2018-07-07 19:59:14 -0400 <njbigjim> @realDonaldTrump Dude, you need to start drinking.
1015747097830703105 2018-07-07 19:59:14 -0400 <m_clarkson78> @realDonaldTrump So far 19 people and 3 companies indicted, 5 plead guilty. If it's a witch hunt, you are in the middle of a coven. How many indictments were brought against Hillary after decades of Republicans combing through her every move? Zero.
1015747097579147264 2018-07-07 19:59:14 -0400 <y0j4wn> @realDonaldTrump Nope
1015747094844502016 2018-07-07 19:59:13 -0400 <LeoNYC> @realDonaldTrump  https://t.co/ubrPFhOv4c
1015747094575972352 2018-07-07 19:59:13 -0400 <Usige_Beatha> I promise to #RememberTheFamilies that the @realDonaldTrump Administration has heartlessly ripped apart. I promise to take action to end it, and bring Trump and his criminal conspirators to justice.  https://t.co/StKEFZYlII
