913553910731726848 2017-09-28 19:59:59 -0400 <666k9s> @realDonaldTrump "...really hard to help"? What does this mean? You disgust me
913553873767403520 2017-09-28 19:59:51 -0400 <scottahearnnet> @Took1ForTheTeam @That_Tonya @THCobbPHC @Logic_Lessons @Hargrove_28 @thehowie @realDonaldTrump No prob, the life of a leftist! I've been told for years I'm living in an elitist ivory tower and on welfare.
913553873649885184 2017-09-28 19:59:51 -0400 <marytheg1_mary> @IvankaTrump @realDonaldTrump They’re brown skinned. They aren’t real people to him.
913553873385742336 2017-09-28 19:59:51 -0400 <trishwalker163> @realDonaldTrump Price spent well over 400,000 of taxpayer $ on private jets and he's only paying back 50,000. He is an ELITIST. DRAIN SWAMP FIRE PRICE NOW
913553872081129473 2017-09-28 19:59:50 -0400 <rodellca> @TexasTrumpGirl @realDonaldTrump @ChristiChat You really believe his lies?
913553871842181120 2017-09-28 19:59:50 -0400 <nativeusa38> @1_True_Me @Freeyourmindkid @ObiJuanKenobe @realDonaldTrump Lol shut up Santa
913553870470529029 2017-09-28 19:59:50 -0400 <won_a_day_PI> @realDonaldTrump 1) not about you 2) you haven't done a thing in DAYS regarding PR 3) you are a total gasbag and liar 4) go to Supercuts already
913553868243345408 2017-09-28 19:59:49 -0400 <bluebarbedwire> @thebradfordfile @realDonaldTrump @PressSec That’s right they didn’t die for the anthem or the flag, but the right to kneel. You sound communist not American
913553867014643712 2017-09-28 19:59:49 -0400 <aralcsubtweet> @SimplyTheZipp @realDonaldTrump I feel like he’s a meatball sub on flatbread type of guy
913553865143922688 2017-09-28 19:59:49 -0400 <BorumVL> @danibostick @iCrazyJa @realDonaldTrump Why do people need to turn everything into racism, smh
913553864900661248 2017-09-28 19:59:49 -0400 <corycooke76> @realDonaldTrump Ummm because they know we need the money to support our country
913553862954504192 2017-09-28 19:59:48 -0400 <ChayanneJayuya> @billoreilly @realDonaldTrump   https://t.co/kJduI6WlgT
913553861784285185 2017-09-28 19:59:48 -0400 <plwhit49> @realDonaldTrump You were too preoccupied with the NFL showing your priorities.
913553861092139009 2017-09-28 19:59:48 -0400 <jdye001> @AnnCoulter @realDonaldTrump The details have not been finalized so how do you know?
913553859942875136 2017-09-28 19:59:47 -0400 <TammyAnd1958> @edwardpisarski @realDonaldTrump Open your eyes and turn off Fox News!
913553859271938048 2017-09-28 19:59:47 -0400 <ranbeyondcancer> @JacobAWohl @realDonaldTrump The press is too fair to him. If Obama had called white NFL players “sons of bitches” for protesting him the press would have broken him.  https://t.co/XCmI4lcCZz
913553859036954624 2017-09-28 19:59:47 -0400 <jdouble44> @realDonaldTrump @mcuban will have sent his private ✈️ at least 3 times before you show your buffoon face. SAD! #dividerinchief
913553858261061632 2017-09-28 19:59:47 -0400 <Blood362> @jonos100 @Statman2004 @ktorih1 @Whistlingghost @realDonaldTrump Yes I would close the Borders to all Muslims now. 16 Islamic countries completely ban all Israelis from entering.
913553854775603200 2017-09-28 19:59:46 -0400 <PamStubbs5> @smdh_atloser45 @DianePeace420 @Impeach_D_Trump @BreakingDTrump @realDonaldTrump 😂😂😂😂👍👍👍
913553852456108032 2017-09-28 19:59:46 -0400 <MaggieEffinger> @realDonaldTrump People are trying to get off the Island.
913553848567971840 2017-09-28 19:59:45 -0400 <BusdriverDG> @realDonaldTrump People are suffering in Puerto Rico,  and this asshat is worried about how the press treats him.
913553848299597824 2017-09-28 19:59:45 -0400 <broncos92261> @realDonaldTrump Want a little cheese with that whine?
913553847938826241 2017-09-28 19:59:45 -0400 <cockermom5> @realDonaldTrump #Maria is your Katrina and rightly so.  You were too busy unfairly trashing NFL to worry about brown folks who didn't vote for you. #UNFIT
913553847095894016 2017-09-28 19:59:44 -0400 <WalterJ02293053> @Kyle63AZ @Trumpiteer @DeGOYable @COVFEFE4US @C1imateHoax @Resist_Libs @2A_4US @POTUS @realDonaldTrump @kathygriffin @KellyannePolls @FoxNews @_antiG_ @AmbassadorRice @georgesoros @ossoff @karenhandel Ouch, my eyes
913553844897972226 2017-09-28 19:59:44 -0400 <sayitopen> @realDonaldTrump you are a disgusting sleazy hypocrite!!! You should be in jail for your mob dealings and dirty business! Con man!!!
913553844713480192 2017-09-28 19:59:44 -0400 <Amer1canBastard> @IvankaTrump @realDonaldTrump Would have been great for your father to have been this active a week ago. Although I guess tweeting about the NFL is important.
913553843803361280 2017-09-28 19:59:44 -0400 <Irvin_Aguss> @realDonaldTrump Good
913553843492753408 2017-09-28 19:59:43 -0400 <missalisonquinn> Is there a single decent (or actual) human being working for @realDonaldTrump ?
913553840489844736 2017-09-28 19:59:43 -0400 <MaryO1414> @realDonaldTrump @RoyBlunt @clairecmc  https://t.co/x4cwFMnNKd
913553840447815680 2017-09-28 19:59:43 -0400 <intheboombox> @ari_russian @billoreilly @realDonaldTrump Prisoners can't be elected.
913553839760003073 2017-09-28 19:59:43 -0400 <jraizen> @realDonaldTrump Stop lying and maybe it will be fair. OR take your delusion medication. You lie, say dump things...held accountable
913553839197872128 2017-09-28 19:59:42 -0400 <johnhighlander2> @realDonaldTrump If Puerto Rico wasn't on an island we could of driven supplies quicker. Lining up ships and airplanes , tough task. You know how to get things done.🇱🇷
913553837755031552 2017-09-28 19:59:42 -0400 <HauntedLady> @realDonaldTrump Thank you Mr. President!  Job well done!
913553837079842817 2017-09-28 19:59:42 -0400 <NikkisBubble> @realDonaldTrump Guess who wasn't invited to President's Cup today...YOU! Ck out Pres' Obama, Bush &amp; Clinton #inners #HB40 #TrumpRussia  https://t.co/vnn6XasVZB
913553835699847168 2017-09-28 19:59:42 -0400 <COFightsBack> @realDonaldTrump Gallup Daily: Trump Job Approval  https://t.co/1ktV0AbJLu
913553833242038273 2017-09-28 19:59:41 -0400 <spearman_brig> @realDonaldTrump  I will be the next president #WhatTheWhiteHouse #PaulRyan
913553833233666048 2017-09-28 19:59:41 -0400 <nativeusa38> @pjbruno79 @Freeyourmindkid @ObiJuanKenobe @realDonaldTrump Dude get dick out your mind I know it might be hard but try will ya
913553832197550080 2017-09-28 19:59:41 -0400 <sathizfakshon> @Pol_PoTrump @IvankaTrump @realDonaldTrump Easy! She was a consultant on Celebrity Apprentice! Doesn't that make her qualified?
913553831908196352 2017-09-28 19:59:41 -0400 <RobA197601> @realDonaldTrump   https://t.co/8Rep8dGK1k
913553830582931461 2017-09-28 19:59:40 -0400 <JamesL0307> @thebradfordfile @realDonaldTrump @NFL So he can disrespect them, too?
913553828422840320 2017-09-28 19:59:40 -0400 <DanSkinnerArt> @realDonaldTrump  YOU FUCKED UP!! The WHOLE WORLD KNOWS YOU FUCKED UP&gt; NOT THE PRESS&lt;&lt;&lt; YOU!! YOU MF-ING MORON!  https://t.co/Lq8xjFFh84
913553827449651201 2017-09-28 19:59:40 -0400 <MayaWoods71> @realDonaldTrump Turn that around !  You don't treat anyone friendly. SAD
913553826271162373 2017-09-28 19:59:39 -0400 <trytostopJane> @realDonaldTrump Did your parents drop you on your head ? Asking for 66 million people
913553825021272064 2017-09-28 19:59:39 -0400 <Jdecker9992> @Team_Trump45 @realDonaldTrump I’m not
913553823855083520 2017-09-28 19:59:39 -0400 <DanAhern68> @realDonaldTrump @trumps_feed .is this another campaign rally?
913553817412743168 2017-09-28 19:59:37 -0400 <f396> Retweeted Donald J. Trump (@realDonaldTrump):  It is time to take care of OUR people, to rebuild OUR NATION, and...  https://t.co/htCMSG36Ir
913553817064656896 2017-09-28 19:59:37 -0400 <gaylitchka> @Mikel_Jollett @realDonaldTrump LYING LOSER.  SAD!
913553815466647552 2017-09-28 19:59:37 -0400 <fpadillaIII> @realDonaldTrump is a phony! A #TraitorTrump ! A #DonTheCon man! An embarrassment! The #WorstPresidentEver ! #TrumpRussia #TrumpLies #MAGA  https://t.co/e2Us346Q8u
913553814875262978 2017-09-28 19:59:37 -0400 <KarenStewich> @realDonaldTrump Omg....what is wrong with you????  Waaaawaaaaa there picking on me.  shut.up...and do your godamn job.
913553814388539398 2017-09-28 19:59:37 -0400 <kidsncats2> I won the Twitter lottery and have soooooooooooooo many characters that I can actually spell words out completely........ so I can call out our @realDonaldTrump for being an idiot in great, vivid, disgusting detail. Thank GOD he didn't get 280‼️‼️‼️‼️‼️‼️‼️‼️‼️
913553813675692032 2017-09-28 19:59:36 -0400 <stayonship> @realDonaldTrump use helicopters to air lift trailers in to remote areas along with guadds to get basic supplies to them.
913553813038157824 2017-09-28 19:59:36 -0400 <JKPitts> Why is Jared Kushner still in Whitehouse with security clearance? @realDonaldTrump @CivilRights @StateDept @GOPoversight @HouseFloor @DHSgov  https://t.co/mHYMekYBSl
913553812606144513 2017-09-28 19:59:36 -0400 <majetsky> @JacobAWohl @realDonaldTrump 1 P in tripled.
913553809850368001 2017-09-28 19:59:35 -0400 <lizardhead61> @ColumbiaBugle @billoreilly @realDonaldTrump I'm sure you miss slavery and women not being able to vote - cave man
913553807841226755 2017-09-28 19:59:35 -0400 <amy_kramer> @realDonaldTrump You reap what you sow You are treated as you deserve You ignored Puerto Rico and then blamed them
913553803038818304 2017-09-28 19:59:34 -0400 <jenniferclmn> @realDonaldTrump I heard on cable news...that SOME people were ROBBING other people of their MREs (Meals Ready To Eat) given by the military @CNN #PuertoRico
913553801214402560 2017-09-28 19:59:33 -0400 <diannea56> @realDonaldTrump The cost of your flight would be better well spent on what Puerto Rico needs. And that's not You!You are not a necssesity of life. Stay away
913553799498928128 2017-09-28 19:59:33 -0400 <lisairby56> @danibostick @iCrazyJa @realDonaldTrump I work with a girl from PR. Her family just arrived here yesterday. She says supplies are there but roads are still blocked in areas.
913553797112352768 2017-09-28 19:59:32 -0400 <phebus20> @realDonaldTrump Just send the plane, loaded with supplies.  They don't need you!
913553795145175040 2017-09-28 19:59:32 -0400 <Pierrelyahooco1> @Raybowski @pretendfarmer @VicenteFoxQue @realDonaldTrump  Trump Corp was the biggest cartel of them all
913553794276798464 2017-09-28 19:59:32 -0400 <rcmcgowan1> @realDonaldTrump You neglected Puerto Rico because you did not care. You were too busy making a fool of yourself to your racist base. Mueller' coming.
913553793949863936 2017-09-28 19:59:32 -0400 <Im_proly_right> @realDonaldTrump Wish you'd move faster than a slight case of herpes.
913553793131864065 2017-09-28 19:59:31 -0400 <mikebaudy> @realDonaldTrump Great reviews from WHOM? Who has seen a copy of the bill?
913553792905433088 2017-09-28 19:59:31 -0400 <vandevil555> @billoreilly @realDonaldTrump   https://t.co/Xk1YymsxAP
913553792792186880 2017-09-28 19:59:31 -0400 <kbuhurico> @realDonaldTrump pay PR what you owe them  https://t.co/LG5buG9QQ9
913553790657118208 2017-09-28 19:59:31 -0400 <outback6157> @billoreilly @realDonaldTrump Sane people who think for themselves have a plethora of TV stations to chose from. Trump followers have no choice but Fix News. Explains higher audience.
913553790107738112 2017-09-28 19:59:31 -0400 <Eulaida2> @ManMountain78R3 @realDonaldTrump Have you seen melania's nude photos!
913553789227020299 2017-09-28 19:59:31 -0400 <NavinGerald> @realDonaldTrump I am so proud to have you as president thank you keep up the good work
913553788841029633 2017-09-28 19:59:30 -0400 <tickawayday> @IvankaTrump @realDonaldTrump Your pop really screwed this one up bad. Looks like it may even be worse than Katrina. Dubya wins again!!! Poor donnie. Sad
913553786735493120 2017-09-28 19:59:30 -0400 <tinkerbell6565> @realDonaldTrump Fairly?  For telling the truth and relaying factuall evidence.  No. #weak
913553786332942336 2017-09-28 19:59:30 -0400 <collw63> @realDonaldTrump Damn it Press...if it weren't for how unfairly you treat Trump he would have done amazing things for Puerto Rico! ...(ya, I doubt it too)
913553785968087040 2017-09-28 19:59:30 -0400 <CynThuotte> @realDonaldTrump Treat you better? You get what you give Donnie....
913553785686974465 2017-09-28 19:59:30 -0400 <evalinareed> @realDonaldTrump We all wish you had not taken so long to do more instead of Tweeting about NFL you should of been working on getting the help that is needed
913553785384992769 2017-09-28 19:59:30 -0400 <Brandonthegoof> @realDonaldTrump Let me drive one of the trucks! I want to help. Please don't make me beg to help our people!
913553781916180480 2017-09-28 19:59:29 -0400 <sirwilliamsky> @danibostick @iCrazyJa @realDonaldTrump Haters! Can’t win no matter what you do! Glass is always half empty with you in life! So sad!
913553781736005633 2017-09-28 19:59:29 -0400 <Nikki022703> @billoreilly @realDonaldTrump In kindergarten teacher s are told they can't force a child to stand for the pledge if they don't want to. What is wrong with this country
913553781618614272 2017-09-28 19:59:29 -0400 <ProfessorTori1> @realDonaldTrump No it's not, the ppl of Puerto Rico do not have the supplies u are claiming they have....you know nothing &amp; really don't care...we hate you
913553781316562945 2017-09-28 19:59:29 -0400 <rockeye56> @realDonaldTrump Take credit after being shamed
913553781270417409 2017-09-28 19:59:29 -0400 <crushthebigots> @billoreilly @realDonaldTrump Crushing it  https://t.co/sJhtfAUc6Z
913553780377079808 2017-09-28 19:59:28 -0400 <Sparkplug723> @realDonaldTrump You suck! You’ve done very little for them for a week and if the press had not mentioned it they’d be dying in droves
913553778883821569 2017-09-28 19:59:28 -0400 <EdieBillhimer> @TexasTrumpGirl @realDonaldTrump @ChristiChat And the truth is American citizens are dying bc Trump was more worried about disrespectful football players! Get a grip!
913553778195841025 2017-09-28 19:59:28 -0400 <Terrysagirl> But the billionaire friends of @realDonaldTrump are uniformly on board so he doesn't give a shit.  #ImpeachTrump #TaxPlan  https://t.co/WuPs3dhTDh
913553777260711941 2017-09-28 19:59:28 -0400 <jajeans5> @realDonaldTrump I think JERKRADO  is really being fair giving everybody the news from his director's chair why don't he get out and do something
913553776463761408 2017-09-28 19:59:27 -0400 <Shelley72950734> @grammaTam52 @carolsbridge @CarlGist @FoxNews @realDonaldTrump Me too!  Im waiting with you!  @carolsbridge  doesnt have a leg to stand on!
913553775062745090 2017-09-28 19:59:27 -0400 <lmbuzzard> @billoreilly Forgot to include @realDonaldTrump so there you go.
913553774861537280 2017-09-28 19:59:27 -0400 <alphabigdaddy> @thebradfordfile @realDonaldTrump @NFL Nice and hopeful.
913553774249074689 2017-09-28 19:59:27 -0400 <KestersonKeith> @michaelbeatty3 @realDonaldTrump You suck BRADSHAW!
913553773594779648 2017-09-28 19:59:27 -0400 <KnickCarraway> @realDonaldTrump People are suffering and dying but it's all about you and what the press says about you. What a pathetic loser you are, Dotard Donnie!
913553771921371136 2017-09-28 19:59:26 -0400 <dhunt64817> @billoreilly @realDonaldTrump Pervert.
913553771552235520 2017-09-28 19:59:26 -0400 <pourmecoffee> @realDonaldTrump   https://t.co/dQoTKUmsSp
913553770272907264 2017-09-28 19:59:26 -0400 <ozmerica> @realDonaldTrump Locals dying you mean
913553770080063494 2017-09-28 19:59:26 -0400 <Jacobvanderzwa2> @billoreilly @realDonaldTrump Next time I am in the book store I will be looking for bill O'Reilly 's Book
913553769962409987 2017-09-28 19:59:26 -0400 <1GarthKemp> @DianeSorenson @realDonaldTrump It takes time, when I was in fla for Andrew took a week before power
913553769237008385 2017-09-28 19:59:26 -0400 <ParkerJUlrich> @realDonaldTrump You'll be no help by being there. You are the last person they probably want to see.  Send more resources that actually can help!!!!
913553769186463744 2017-09-28 19:59:26 -0400 <onecatandahorse> @realDonaldTrump Somebody is lying to you or for you. Or are u lying to us?  Certainly wouldn’t be the first time!!
913553768897183744 2017-09-28 19:59:26 -0400 <TeresaTboone48> @realDonaldTrump Don't worry about the press, we  believe in you!
913553767332802561 2017-09-28 19:59:25 -0400 <momaandbubbers> @BrianPSmyth @SpeakerRyan @realDonaldTrump Nobody takes DT seriously except Tea Party Republicans who have abandoned our real Republican ideals! Go back under the rock Brian 🦅
913553766682697729 2017-09-28 19:59:25 -0400 <TalmudicSage> @billoreilly @realDonaldTrump And Trump languishing at 30% approval rating. LOL
913553766527455234 2017-09-28 19:59:25 -0400 <MichaelSinger48> @realDonaldTrump You have been a big disaster on this one, Donald. You should pay attention to important things and not try to get revenge on the NFL.
913553766447804418 2017-09-28 19:59:25 -0400 <gooberwiper> @khalid_shoukat @ThiaraDiamond @realDonaldTrump @BarackObama For every country but our own.
913553765956907008 2017-09-28 19:59:25 -0400 <ForTheUnicorn> @realDonaldTrump Wish to treat YOU "fairly". Uh-huh. Maybe you shouldn't have fucked up so bad.
913553765352869888 2017-09-28 19:59:25 -0400 <SteveBWarwick> @realDonaldTrump And you're charging PR evacuees  "transportation fees"? I sure hope Mueller looks into this so dont think you can get away from scrutiny.
913553765084606465 2017-09-28 19:59:25 -0400 <sjmarmon> Even Republicans are outraged by news of Sec. Price’s overseas flights. Fire him now! @realdonaldtrump  https://t.co/IvFT9yzdtB
913553763473940480 2017-09-28 19:59:24 -0400 <MarkInBalance2> @realDonaldTrump The Press is only reporting what Puerto Ricans are telling them. It's the federal government treating them like second class citizens.
913553763373322240 2017-09-28 19:59:24 -0400 <KneedlerJim> @Team_Trump45 @realDonaldTrump I think I will probably miss his next concert. I still think Trump should drop a bunker buster bomb on him.
913553762341588992 2017-09-28 19:59:24 -0400 <da_masse> @realDonaldTrump AFTER A WEEK! YOU'VE BEEN TOO BUSY MAKING TROUBLE, DONNY, WHEN YOU SHOULD HAVE BEEN A PRESIDENT.
913553760802058241 2017-09-28 19:59:24 -0400 <smdh_atloser45> @DianePeace420 @PamStubbs5 @Impeach_D_Trump @BreakingDTrump @realDonaldTrump Or do pushups? Lol!
913553756414980096 2017-09-28 19:59:23 -0400 <esfaith26> @thebradfordfile @realDonaldTrump @NFL No the fuck we don’t!
913553755504762880 2017-09-28 19:59:22 -0400 <PanhandleSydd> @realDonaldTrump God you need impeachin'. #Dotard
913553754401771520 2017-09-28 19:59:22 -0400 <spwhoelse> @USAAssociation @realDonaldTrump By going back to coal mine ? Are you that stupid to believe this con artist ?
913553753298673664 2017-09-28 19:59:22 -0400 <feebs0727> @realDonaldTrump   https://t.co/HJeHkSXM66
913553751213879296 2017-09-28 19:59:21 -0400 <welshlady17> @osPatriot @JulianSvendsen @realDonaldTrump @NFL @49er @nflcommish Repugs - Masters at conflating. MUTE
913553750144503809 2017-09-28 19:59:21 -0400 <volksfan2> @realDonaldTrump "The federal response has been a disaster," said lawmaker Jose Enrique Melendez, a member of Gov. Ricardo Rossello's New Progressive Party.
913553749750161408 2017-09-28 19:59:21 -0400 <tomissmart> @MSNBC #GOP must find a way to take away #aca so they have money for the #TaxBreakFor1%. @realDonaldTrump betrays base at every turn #trumpBetrays
913553749561528321 2017-09-28 19:59:21 -0400 <SnicklefritzLLC> @realDonaldTrump Maybe you and your daughter shouldn't have your schlocky merchandise manufactured in China.  Just sayin'.
913553747359318016 2017-09-28 19:59:21 -0400 <lavsplack> @tedlieu @PressSec @POTUS Criticizing @realDonaldTrump is a fireable offense according to @PressSec but stealing from taxpayers isn't? Got it. #Grifters
913553746986024961 2017-09-28 19:59:20 -0400 <Kwestartist> @realDonaldTrump We can't wait for this to happen. Thank you Mr. President!
913553746378084358 2017-09-28 19:59:20 -0400 <valliebank> @JereeGeeStavich @FoxNews @SpikeLee @realDonaldTrump @NFL "Them" pd a pretty big price for their own freedom. No deaths would have occurred had "their" constitutional rights not been violated!
913553745153273856 2017-09-28 19:59:20 -0400 <pechilvr> @realDonaldTrump Why should they after all your shenanigans and mean spirited bullshit?
913553744322875392 2017-09-28 19:59:20 -0400 <JLovesReading> Retweeted Bill Becker (@bbecker317):  @realDonaldTrump By the way, there is no senator in the hospital.
913553744201105408 2017-09-28 19:59:20 -0400 <SSinDeeLoo> @smsgames7 @Jonjone38100373 @realDonaldTrump Hahaha!
913553743957909504 2017-09-28 19:59:20 -0400 <alex180stamper> @realDonaldTrump It's the citizenry that are saying that the military is there and just standing around doing nothing! get it right
913553741172879360 2017-09-28 19:59:19 -0400 <althaus_myers> @realDonaldTrump Once reality sets in — you’ll realize you’ve managed to accomplish very little except for building a great divisive wall!
913553740971614208 2017-09-28 19:59:19 -0400 <rebelwitacauz> @IngrahamAngle @realDonaldTrump  https://t.co/XlKQ1xg9N6
913553737905463296 2017-09-28 19:59:18 -0400 <RolfFunCycleIII> @realDonaldTrump @realDonaldTrump Fumigate for Gerrymanders, Citizen's United Hydras, &amp; creeping Super PACs first; The #Filibusters may die for lack of food.
913553736898830336 2017-09-28 19:59:18 -0400 <Diva0065> @GOP @realDonaldTrump waive Jones Act for PR and USVI.  https://t.co/R4zkXP7wpY
913553735808356352 2017-09-28 19:59:18 -0400 <FreedomCarrot> @rhiannonrhi @realDonaldTrump and werent you the one victim blaming #PeurtoRico? YOU ARE A MONSTER. SERIOUSLY. this isnt the press making this shit up.....
913553735699353601 2017-09-28 19:59:18 -0400 <FullyClump2> @eugenegu @danibostick @iCrazyJa @realDonaldTrump But I thought he wasn’t your president  you can’t repeal anyone who isn’t you president
913553735300853762 2017-09-28 19:59:18 -0400 <Pegipoo12> @realDonaldTrump I suggest your priorities have been wrong. You dance with NFL while people who need assistance being ignored.  Don't blame press. It's you..
