992192069337837568 2018-05-03 19:59:58 -0400 <ne1elsehangry> @realDonaldTrump This👏🏻is👏🏻not👏🏻TELEVISION. 🖕🏻
992192016715997189 2018-05-03 19:59:45 -0400 <CaddieK> @RichardGrenell @SaraCarterDC @VP @realDonaldTrump Congrats!  Finally!
992192013515796481 2018-05-03 19:59:44 -0400 <DavidJo54488081> @rhondaklewis @USAneedsTRUMP @realDonaldTrump I should of known your a liberal with no mind what ever see you in the war
992192010902753280 2018-05-03 19:59:44 -0400 <Chale59> Excellent thread on sleazy, narcissistic @realDonaldTrump  https://t.co/zXYaqvLxKf
992192010172891137 2018-05-03 19:59:43 -0400 <chkeever> @realDonaldTrump Reason ra ew
992192009954717698 2018-05-03 19:59:43 -0400 <azmoderate> Each month, each week, each day, each story, each scandal, each revelation it becomes easier for us to argue against the regime of @realDonaldTrump &amp; more difficult for his #magats to support it or him.
992191999544471552 2018-05-03 19:59:41 -0400 <PTSDbyMedia> @___Arne___ @FLindsay14 @realDonaldTrump All young Stalins think alike  https://t.co/i8mgtjFZgS
992191997204197376 2018-05-03 19:59:40 -0400 <LloydStager> @vannsmole @CNN @realDonaldTrump Wow that's awesome
992191996503707651 2018-05-03 19:59:40 -0400 <BBgodblessusa> @Jali_Cat @GrizzleMeister @realDonaldTrump @StormyDaniels I kissed a girl in 2ndgrade and made her cry
992191995182493697 2018-05-03 19:59:40 -0400 <jeanneeber> @realDonaldTrump   https://t.co/5FU9f983c8
992191992674299904 2018-05-03 19:59:39 -0400 <PatAzarian> @NancyLeeGrahn @realDonaldTrump Isn’t that something!
992191983421677570 2018-05-03 19:59:37 -0400 <kanders103> @realDonaldTrump @WhiteHouse Yes! Now grab em by the pu$%y then pay them hush money!
992191982159257603 2018-05-03 19:59:37 -0400 <Paul98265831> @The_UnSilent_ @realDonaldTrump Yeah dumb and worth $11 billion I don’t think so
992191982045974528 2018-05-03 19:59:37 -0400 <Luc1d_C0ma> @NamelessIowa @realDonaldTrump So instead of my idea, you attack my follower count? Must be a strong idea. Thanks for the confirmation!
992191977826410496 2018-05-03 19:59:36 -0400 <SeansBar> @AprilDRyan @PressSec @FoxNews @POTUS @realDonaldTrump @AURNOnline @WhiteHouse   https://t.co/szGqMq4dNg
992191977142849536 2018-05-03 19:59:36 -0400 <BLRI> @realDonaldTrump You don’t get it. The NDA was to protect your campaign. It’s not an issue of where the money came from. President doesn’t understand campaign finance. $2500.00 maxim individual contributions!
992191968750030848 2018-05-03 19:59:34 -0400 <el_taco_guapo> @SebGorka @realDonaldTrump Duh. He can hire and fire....but these decisions might also obstruct ongoing investigations. And that, dumbass, he can’t do. And — we already know what a terrible CEO he’s been of his own company. Now we get to see him bumble along in his corrupt incompetence at our expense.
992191967671955456 2018-05-03 19:59:33 -0400 <ellemcgrath1> @SharonM90704123 @anonys @Christi28828306 @larriemoss @realDonaldTrump  https://t.co/sGUJyDkumS would do well to study up on law.The real laws of our Country and  https://t.co/4HHzx2B4Kz the Constitution and other founding fathers documents.They are well written and stand by  a Democracy.
992191962261340160 2018-05-03 19:59:32 -0400 <ThunderBay2day> Awesome @greggutfeld @BillOReilly @kimguilfoyle other MAGA ppl, to attend soiree w new US Ambassador of Germany! Congrats!! @realDonaldTrump ! @marklevinshow @IngrahamAngle @GayRepublicSwag @LouDobbs  https://t.co/OW3rOmm9BS
992191957844791296 2018-05-03 19:59:31 -0400 <MaryFabulous3> @realDonaldTrump You realize....dont you DT...you have made yourself irrelevant
992191957685293056 2018-05-03 19:59:31 -0400 <james_bigley> @realDonaldTrump why is James Comey not in jail, he leaked confidential information to the press
992191957601406979 2018-05-03 19:59:31 -0400 <602Erik> @realDonaldTrump Where are your taxes??
992191956729016320 2018-05-03 19:59:31 -0400 <563f6e9d22b14bb> @N1ce_Guy1 @MamaRose2017 @realDonaldTrump @MSNBC @MrsAmy47 @MsActiviss @TomSteyer @Cmm09672 @GOP @funder @TeaPainUSA @TaggartRehnn @DominiqueNYC @SagArcher @snipz0221 Good one
992191956066414594 2018-05-03 19:59:31 -0400 <byron426> @realDonaldTrump Latest, greatest lie? I guess you're finally getting your attorneys to write your tweets. This is good. You're feeling some fear. That's good... For the US at least...
992191949288468480 2018-05-03 19:59:29 -0400 <swon26> @JRubinBlogger @PressSec @realDonaldTrump How does sarah, @KellyannePolls, and the rest of the administration can look to their children in the eyes while covering the DANGEROUS lies of mafioso Trump. If the child asking is he the one to look-up to, what their answer will be?
992191948327923712 2018-05-03 19:59:29 -0400 <sidprof1> @r_little_finger @realDonaldTrump Iran.
992191946117431296 2018-05-03 19:59:28 -0400 <inthefosslane> @real_farmacist @realDonaldTrump For what dipsy Doolittle? Oh, you’re used to Obama’s lying ways, knowing Hillary was piece of crap Secretary of State, whether Benghazi, or putting classified and Top Secret on her private server which is clearly against federal law and she could be prosecuted and imprisoned.
992191945148715009 2018-05-03 19:59:28 -0400 <TlgrimmThomas> @Rightwingmadman @realDonaldTrump That’s the funniest thing I’ve heard all day.
992191937032663041 2018-05-03 19:59:26 -0400 <MsDeedaCrat> @realDonaldTrump Role........God! Ignorant!
992191936206225408 2018-05-03 19:59:26 -0400 <mominLAcity> @N1ce_Guy1 @DarthKrayt9 @MamaRose2017 @realDonaldTrump @MSNBC @MrsAmy47 @MsActiviss @TomSteyer @Cmm09672 @GOP @funder @TeaPainUSA @TaggartRehnn @DominiqueNYC @SagArcher @snipz0221   https://t.co/UxRUZPjizo
992191933035569152 2018-05-03 19:59:25 -0400 <gzuckier> @StallmansBeard @walterowensgrpa @BillOReilly @realDonaldTrump That was what i called my washing machine
992191929373818880 2018-05-03 19:59:24 -0400 <Why__President> @jerrylmassey @StephenBoyes1 @RandeRev @DaveSodman @CasMadeHerRoll @michellmybell1 @ameliorate_d @Juvenalky @talace @ExMissionary @jar885 @POOetryman @Tzrner @Ramsbergable @MaTremblay @questions_faith @Nuria_amb_seny @Seabeacon7 @rkdoctr @stevendimattei @scifiction1 @CrticalThnkng @KippaxKing76 @DuckYou420 @tcunderdahl @Reid_CO @UngodlyAtheism @Rhiana_leigh11 @yeshua_porvida @5th_Ape @osu_shepherd @CoolHabanero @karlamaye @NoDogma13 @Libertyworld @Jordyn21Sl @OrbiterMovie @WoolyBuggins @Kswan90805546 @KJVBaptist193 @randy_hensley @GatorCritic @Cliffbell11 @realDonaldTrump @POTUS You, not U 😂
992191918183518208 2018-05-03 19:59:21 -0400 <LadyDaisy_USA> You got it... I LOVE our President @realDonaldTrump @orange_gop  https://t.co/j8pB3lBvKi
992191917927600129 2018-05-03 19:59:21 -0400 <NoRefrigeration> @realDonaldTrump @FoxNews I don't think you should answer any questions from Mueller but if you are forced to I would #JillStein him . Only answer questions directly related to Russia . The rest isn't any of their business. Obstructionist Jill is a joke.
992191914614185985 2018-05-03 19:59:21 -0400 <robertmcarlisle> @realDonaldTrump GET OFF OUR BACKS!!! Those of us in Constant Never Ending CHRONIC PAIN! We know the DEA Manufactured it and distorted the facts and situation to keep their CROOKED Agency Afloat! Tainted Heroin from Chinese Fentanyl and Carfentanil Problem! Not Us CPP! TRUE!!
992191914417033217 2018-05-03 19:59:21 -0400 <Johnboy327Tona> @billbong9059 @realDonaldTrump Lmao!! Trump 2020!  Even if he’s not impeached, which I believe he will be, he’ll never run. #getagriponreality
992191914295418881 2018-05-03 19:59:21 -0400 <SallyHem89> @evanmcmurry @jonkarl @PressSec Evan, thinking Americans DON’T trust statement made by the president. @realDonaldTrump  has been lying his ass off for 16 months now.
992191910394650624 2018-05-03 19:59:20 -0400 <ghs19471> @mialovesmyamla @Jali_Cat @realDonaldTrump @StormyDaniels Mia, SO WHAT ARE YOU RUNNING FROM! YOU ARE SCARED. NO PICTURE? NO INFO? ONLY ABOUT WHAT YOU LIKE. ME ME ME. AM I READING YOU WRONG.
992191910147215361 2018-05-03 19:59:20 -0400 <minnesotamom32> @realDonaldTrump I hope your in jail by then!
992191909882773504 2018-05-03 19:59:20 -0400 <BEARZBEARZBEARZ> Well, Corey, at least he has a job thanks to @ POTUS  @realDonaldTrump and doesn't assault women/reporters verbally or physically -- like your boss and you!  Lewandowski: Stormy Daniels' attorney has spent more time on TV than litigating case  https://t.co/rvc90VZLNt
992191907592900608 2018-05-03 19:59:19 -0400 <H34RT13SS> @inthefosslane @waltersrandy1 @jamieob256 @jsbincr @sadieldy777 @realDonaldTrump The economy is important. Unfortunately he relates stock market to the economy, which have little to do with each other. The gains in Korea have been made by the Koreans (I seriously doubt calling KJU "little rocket man" helped), and China went from "raping us" to being his...
992191906846158848 2018-05-03 19:59:19 -0400 <holachola> @iSACKEDnewton @ValiantSentry @Lola_Ramona9903 @imperativus1 @SpartanLance420 @kevinone @realDonaldTrump   https://t.co/1DaserJVtO
992191900936474624 2018-05-03 19:59:17 -0400 <SeekingSusie> @realDonaldTrump   https://t.co/GfMRB8j2pq
992191899594354689 2018-05-03 19:59:17 -0400 <WizardofZ> @realDonaldTrump Stop going to your so called Southern Whitehouse. The millions  you spend can go to the program you say is running out of money.  Forget about the millions for a military parade and give that money to the program .  That is if you really care .
992191897920770048 2018-05-03 19:59:17 -0400 <lilibellmia> @_belle_curve_ @DykstraDame @FoxNews @HoToddi @CharlesHurt @realDonaldTrump They will lose the jury with so many witnesses. Unless judge intervenes and cutes the witness list. Redundant testimony
992191897807544321 2018-05-03 19:59:17 -0400 <CaptainArt_> @MamaRose2017 @realDonaldTrump @MSNBC @MrsAmy47 @MsActiviss @TomSteyer @Cmm09672 @GOP @funder @TeaPainUSA @TaggartRehnn @DominiqueNYC @SagArcher @snipz0221 I don’t understand, if the point of evangelism was to gather the masses to worship christ, why is he any different?
992191895295221760 2018-05-03 19:59:16 -0400 <TIGER05300237>  https://t.co/Nyfmqjsat1 @realDonaldTrump @MSNBC @CNN @FoxNews  Jay-Z is in Hot water another democratic hopeful down the drain!
992191894749822976 2018-05-03 19:59:16 -0400 <nevadatjthu> @QTheRainmakers @sookie1_ @realDonaldTrump Translation: Somebody (a liberal employee) has stolen the passwords of you Conservatives on twitter and we at twitter are covering it up and covering our ass.
992191888097775617 2018-05-03 19:59:14 -0400 <kathrynjolene1> @CJLongIV @realDonaldTrump Doesn’t gas always spike in the summer months?
992191886491254785 2018-05-03 19:59:14 -0400 <therbert03> @davis23scott @realDonaldTrump   https://t.co/xyXrISnAQD
992191885270749185 2018-05-03 19:59:14 -0400 <DhLadylaw> @donlemon @realDonaldTrump @FoxNews Yes he is evil and this perfectly describes him.
992191884457103362 2018-05-03 19:59:13 -0400 <laprofe63> @BJG523 @TheRealMrAleem @realDonaldTrump sentient beings
992191883001630720 2018-05-03 19:59:13 -0400 <rob0349> We now know for certain that NOTHING the WH or .@realDonaldTrump says can be trusted to be true or even close to the truth. That what they call FAKE NEWS almost always turns out to be true. the #Trump admin is filled with criminals and LIARS #Resist #Resistance
992191876282265600 2018-05-03 19:59:11 -0400 <Tammy17169974> @FoxNews @realDonaldTrump It is so beautiful to have a President that gives GOD honor...
992191876269780993 2018-05-03 19:59:11 -0400 <KimberlyLYNNHA2> @realDonaldTrump That's all yoh need to say...nothing more....nothing less
992191873929232384 2018-05-03 19:59:11 -0400 <elliot5678> @DavidWohl @realDonaldTrump Are you in Moscow or St. Petersburg?
992191863137423360 2018-05-03 19:59:08 -0400 <PDuarte03> @trawl01 @donlemon @realDonaldTrump @FoxNews Yep!
992191861744984064 2018-05-03 19:59:08 -0400 <NSCRCRZY> @DavidWohl @realDonaldTrump He didn’t do 💩
992191861388439552 2018-05-03 19:59:08 -0400 <Mhyg420> @DaveHash @JTMYVA @realDonaldTrump And don't forget the women's rights champion, Hillary! She had an entire organization dedicated to ruining women's lives that tried to come forward against Her husband while he was president. That's what dems do, their main MO is ruin everyone's life that gets in their way
992191858863493120 2018-05-03 19:59:07 -0400 <sueb455> @DaveHash @JTMYVA @realDonaldTrump No, we haven't.....Clinton was impeached for lying about one of his affairs......let's use the same standards for trump.
992191858049765376 2018-05-03 19:59:07 -0400 <_Unionistparty> @realdonaldtrump will only be president for 3 years of the 2010s
992191855956766721 2018-05-03 19:59:07 -0400 <RickPetree> @joshtpm @MichaelAvenatti @StormyDaniels @realDonaldTrump Spare us this, at least !
992191854660718593 2018-05-03 19:59:06 -0400 <colleenmcgurk1> @realDonaldTrump No only one of those hostages was under former president Obama other two in 2017 under you. Please stop combating everything to Obama. Pointless.
992191851951218688 2018-05-03 19:59:06 -0400 <Disobey4Alpha> @realDonaldTrump #CohenWiretap #CohenFlipped
992191847312363520 2018-05-03 19:59:05 -0400 <therbert03> @davis23scott @realDonaldTrump   https://t.co/MmzXl4JmDj
992191844816535552 2018-05-03 19:59:04 -0400 <RosezenaTC> @realDonaldTrump @WhiteHouse It would be nice if you were sincere!!
992191837854040064 2018-05-03 19:59:02 -0400 <TwoDeerPines> @DonaldJTrumpJr @realDonaldTrump Mainstream Media is rapidly becoming irrelevant.
992191836134494209 2018-05-03 19:59:02 -0400 <PaulyPocket06> @marilynsampson @realDonaldTrump What difference does being in America make?
992191830337998854 2018-05-03 19:59:01 -0400 <EllyRayHowatae> @realDonaldTrump  https://t.co/q6jgb2gs5c
992191829847064581 2018-05-03 19:59:00 -0400 <Hiram16210776> @Cobra266519291 @whitecheen @EricGarcia4life @meadowhendrix @realDonaldTrump Yep！But we can do nothing about  https://t.co/WzJH1iUlsW sad(ﾉꐦ ⊙曲ఠ)ﾉ彡┻━┻
992191816580579328 2018-05-03 19:58:57 -0400 <Shann84_> @realDonaldTrump How many times have you said you'd sign something immediately and then didn't?
992191813883580416 2018-05-03 19:58:57 -0400 <Maritxu2458> @BillOReilly @realDonaldTrump Will these purveyors of "news" based upon anonymous sources never learn?  Or is it that they just don't care if its reliable or not?
992191812759678976 2018-05-03 19:58:56 -0400 <ChrisWicks9> @drzaibkhan111 @realDonaldTrump Lol...liar...lol...  https://t.co/PWCXTpBg8q
992191805784444928 2018-05-03 19:58:55 -0400 <Shoelover2010> @TomWellborn @FoxNews @realDonaldTrump He felt like he was around his colleagues, children!
992191803062304768 2018-05-03 19:58:54 -0400 <JohnBiglyBaron> 2 second summary of Trumps presidency @seanhannity @GOP @foxandfriends @EricTrump @realDonaldTrump @RealDonaldJParo @IvankaTrump @PressSec @AC360 @wolfblitzer @donlemon @SpeakerRyan @SethAbramson  https://t.co/UxID7mbhHo
992191802068398080 2018-05-03 19:58:54 -0400 <MagisterDHarris> @caramastrey @Hippenstiel28 @ChurchofSatan @HeatherHeight @davescustomxxx @realDonaldTrump @TrumpQAnon @RealJamesWoods @RealAlexJones @therealroseanne Illuminati?  More like Illuminaughty!  Amirite?!?!?!
992191800906526720 2018-05-03 19:58:54 -0400 <kikilea_kiki> @HoarseWisperer @jaye909 @realDonaldTrump Egg role
992191797521625088 2018-05-03 19:58:53 -0400 <JeffR914> @tedlieu @realDonaldTrump An extra $330K to keep Cohen quiet?
992191794153746432 2018-05-03 19:58:52 -0400 <shineduncan> @realDonaldTrump Who typed this for you?
992191793990057984 2018-05-03 19:58:52 -0400 <LarryWallace8> @realDonaldTrump you RULE brother! RULE!!! :) love ya
992191788327849984 2018-05-03 19:58:51 -0400 <tjpst15> @brithume It is @realDonaldTrump so anything could and has happened
992191785496731649 2018-05-03 19:58:50 -0400 <eloiseat6> @tedlieu @SethAbramson @realDonaldTrump Yes.
992191783034589185 2018-05-03 19:58:49 -0400 <usa_safer> @SecOfState70 @realDonaldTrump #Hillary a self-claiming #Capitalist sold it to the Russians.  https://t.co/hRjIeWTc2E
992191780425814017 2018-05-03 19:58:49 -0400 <cherok1212> @Deadspin Worlds oldest professions; 1) Grifter (@realDonaldTrump) 2) Prostitutes 3) Insurance agents ...ain’t nan one of em worth a fuck...except the hookers know worth #Life
992191779263918080 2018-05-03 19:58:48 -0400 <LucasWright33> @JimNorton @realDonaldTrump   https://t.co/Tmo8KPEafx
992191778693500928 2018-05-03 19:58:48 -0400 <Mithraz78> @realDonaldTrump Trump is the Main maines
992191776659202048 2018-05-03 19:58:48 -0400 <JDignum> @tedlieu @realDonaldTrump @RepKathleenRice @FBI 👏👏👏👏👏👏🎉❤️❤️❤️
992191770543833088 2018-05-03 19:58:46 -0400 <Mr_Matrx> @GOP @realDonaldTrump Trumps thought during this moment: Man.... that stomy pussy was bomb!
992191769398861825 2018-05-03 19:58:46 -0400 <Missmikiwun> @RednaxalA @Protekt1_ @trumpology @moneypenny_LL @almostjingo @MsTriaI @justinsink @CNN @realDonaldTrump @MerriamWebster I rarely use punctuation and my spellings atrocious I wouldn’t have even noticed
992191768736264192 2018-05-03 19:58:46 -0400 <livetweettweet> @spitterati @realDonaldTrump Thank you! My new thing is to ask Trump simple questions about his weirdness - in case he hasn't really thought about it. 😊
992191768291631104 2018-05-03 19:58:46 -0400 <ash_like_whoa> @mCarey60 @realDonaldTrump Is this a suggestion for me or Trump?
992191767159058432 2018-05-03 19:58:45 -0400 <DanielS50841361> @realDonaldTrump Yes I feel for are vets and we need to stand up for them like they stood up for us never leave a man or woman down Love Daniel Eugene Sanders
992191765678456832 2018-05-03 19:58:45 -0400 <cheftaggert> @realDonaldTrump What god do you pray to donnie?  You most definitely are not a Christian.
992191762541285376 2018-05-03 19:58:44 -0400 <LynchL37851127> @kevinone @holachola @realDonaldTrump Thats right what high profile Democrat or Republican hasn’t been caught of a affair BIG DEAL if you got the money to pay em off its not a crime :it is a crime to violate a Lawyers signed hush contract for money then go walking an talking.Lawyers agrreements are court protected.
992191758116249604 2018-05-03 19:58:43 -0400 <nxgr8writer36> @drakewtravis @holachola @kevinone @realDonaldTrump   https://t.co/rGIA1diuDp
992191758049136641 2018-05-03 19:58:43 -0400 <swzlsticks46> @Rogercho3 @ChrisRanx @wiseman_rhonda @N1ce_Guy1 @MamaRose2017 @realDonaldTrump @MSNBC @MrsAmy47 @MsActiviss @TomSteyer @Cmm09672 @GOP @funder @TeaPainUSA @TaggartRehnn @DominiqueNYC @SagArcher @snipz0221 Which hillbilly offended your sensibilities? Soo many
992191752143540224 2018-05-03 19:58:42 -0400 <bgener4> @KGforTrump @realDonaldTrump Hell, the conservatives r in power throughout govnment&amp; evil is still running the  https://t.co/TMR0BF8j1q long as conservatives continue to have majority i believe there will be justice. Otherwise, the union will permanently move from laws to Armageddon
992191745214550017 2018-05-03 19:58:40 -0400 <KellyLa77283309> @realDonaldTrump two of the hostages were taken since you took office!  https://t.co/XKVKsDO1qp
992191745088720897 2018-05-03 19:58:40 -0400 <Saphina77> @sallyboy4 @AMErikaNGIRLBOT @realDonaldTrump @USANEWS007 So true. Or that “We” are smarter than to elect her. 😂😂🤣🤣
992191743381639168 2018-05-03 19:58:40 -0400 <GabrielHudsonDC> @PeterLaBarbera @WWWAmsterdam Why do you oppose the rights of LGBTQ people because of their "sin" but support @realDonaldTrump despite his pride, greed, false witness, fornication, adultery, malice, etc. Does your political agenda derive from your faith, or your faith derive from your political agenda?
992191741770973184 2018-05-03 19:58:39 -0400 <Hollett_Dale> @daltaraiders @pollsofpolitics @realDonaldTrump Waste you say... Paying for corrupt lawyer Paying for his prostitutes  Playing golf every wkend Making money off hotels, golf courses Spending millions on wall Just a few
992191738717573121 2018-05-03 19:58:39 -0400 <mattconzo> @rottsbot @NicholasRank @YourSevenPoint2 @RealCandaceO @BarackObama @realDonaldTrump Here ya go, you should read it &amp; jump for joy, but you’ll read it, &amp; deny it, whine about it, &amp; talk in circles.... Dems just want @realDonaldTrump to fail or get impeached for NOTHING which is PATHETIC!                                  http: https://t.co/ekaSvCahXx
992191738495356929 2018-05-03 19:58:39 -0400 <heyschreiber> @realposhpenguin @AppeaseThis @KenDilanianNBC @FoxNews @seanhannity @realDonaldTrump @PressSec Well if it didn’t happen with the regular frequency that it has, it’d be much easier to dismiss as a honest mistake, regardless of ones personal politics.
992191733428621314 2018-05-03 19:58:37 -0400 <joselouis4077> @realDonaldTrump  Hey Lyin' Don, 2020 all 5 he way!  https://t.co/g6PDWn9RYR
992191731612332033 2018-05-03 19:58:37 -0400 <TammyRuler> @realDonaldTrump @WhiteHouse God bless President Trump and the USA!
992191729364361216 2018-05-03 19:58:36 -0400 <moogoo3544> @FoxNews @foxbusiness @foxnewspolitics @LouDobbs @seanhannity @SebGorka @MariaBartiromo @JudgeJeanine @HouseGOP @SenateGOP America is now being subjected to the full frontal religious bigotry of @SpeakerRyan &amp; others. Shame on them.  @realDonaldTrump @MAGA  https://t.co/LTvjXste91
992191729343324160 2018-05-03 19:58:36 -0400 <jeanneeber> @realDonaldTrump Need I say more?  https://t.co/wobrtsNg36
992191725820170240 2018-05-03 19:58:36 -0400 <janpixy> @realDonaldTrump Lie...you lie...and always lie. Lie from mouth and lie with prostitutes. Lie...lie...Feeling sorry for the First Lady.
992191723907485696 2018-05-03 19:58:35 -0400 <jeffAndersonUSN> Just great, @SenToomey @realDonaldTrump @SecretarySonny  @USTreasury  https://t.co/zW3kTxZg3W
992191722825363457 2018-05-03 19:58:35 -0400 <MariaBe79770532> @The_UnSilent_ @realDonaldTrump   https://t.co/z9d8VNWFeg
992191721097252864 2018-05-03 19:58:34 -0400 <MoultonHawk> @Trump @POTUS @realDonaldTrump DJT, please fix the gas prices before we all are broke, kills my business and personal.  Thank you Mr. President.
992191717339168773 2018-05-03 19:58:34 -0400 <iwantanswersdou> @ItsMeCathi @realDonaldTrump Trump lies, even about things he doesn't have too. Must be some kind of exercise to keep his skill honed.
992191716731113472 2018-05-03 19:58:33 -0400 <Dougdoodles1> @marthamaccallum [attached to an old tweet] the Feds barged into @realDonaldTrump attorney's home, so who is Jill Stein to dictate what she can or can not hand over? Double standard. The time has come to unleash #RudyRooter and #DrainTheSwamp #Guiliani  https://t.co/FUPGkaGdCb
992191716366008321 2018-05-03 19:58:33 -0400 <mlereese> @Juno091215 @realDonaldTrump Anyone can take a few sentences, chop it up, add some ellipses, and make it sound however they want to have it fit their needs. Even if it doesn’t make any SENSE.  #IFeelYa
992191715732697091 2018-05-03 19:58:33 -0400 <jlockett02> @EJHill_PSC @ShawnBuell79 @DrBassMonkey @tomdmeyer @realDonaldTrump Tell that to the person who just shelled out $700 for a car to get to work. Or maybe the can’t afford that and lost their job do to lack of transport. Tell me where are these omnisciencent technocrats that will engineer the economy to produce results you want
992191713706831872 2018-05-03 19:58:33 -0400 <BarnsLuna> @JudyAnnsmilesto @FoxNews @Judgenap @realDonaldTrump Lol! You obviously have no money. People with money LOOK at their bills. How do you think people build wealth? It isn’t by not checking every bill that comes to them, especially from notorious over-chargers like hospitals and lawyers. Get out of the trailer park and get a clue.
992191712524165121 2018-05-03 19:58:32 -0400 <Dagwoodinc> @DonaldJTrumpJr @realDonaldTrump Omg. You are so going to jail. You are George Costanza Jr.
992191708619313152 2018-05-03 19:58:32 -0400 <ne1elsehangry> @realDonaldTrump Riiiiight. You should probably resign now.
992191706182356993 2018-05-03 19:58:31 -0400 <yank1tig> @realDonaldTrump And more lies from you. Only 1 hostage b4 u took over. Dumbass
992191705934913536 2018-05-03 19:58:31 -0400 <chinchillacruiz> @popnfresh45 @realDonaldTrump Another Kanye
992191697986584576 2018-05-03 19:58:29 -0400 <holachola> @Stevep1010 @realDonaldTrump You’re so stupid.  https://t.co/7AJUbLPeiC
992191696711675904 2018-05-03 19:58:29 -0400 <calebzadokadiga> Carnage by the Fulani Terrorists in Adamawa State, Nigeria. @realDonaldTrump @POTUS @AmnestyNigeria  @amnesty @BBCWorld @FoxNews  @realFFK @renoomokri @obyezeks @AishaYesufu @channelstv @AIT_Online  @OfficialPDPNig @OfficialSOLI @OfficialAPCNg @NGRWailers @NGRSenate @HouseNGR  https://t.co/SNQ0WjHNAS
