855209462319239169 2017-04-20 19:59:59 -0400 <karen58Romans> 2/2 @realDonaldTrump  https://t.co/qb5RQ5cfQv
855209397739560960 2017-04-20 19:59:44 -0400 <JustBrittany76> @AttilioArmeni @bigfortiesfan @TeeDeeBeeDee @ksol1460 @pants_pence @SkipW77 @DCRouge77 @dumptrump33 @VP @realDonaldTrump We've been waiting for days for the answer. Nothing yet. Don't hold your breath!
855209397022216193 2017-04-20 19:59:43 -0400 <rockitr> Now there's a room full of deplorables Palin, Nugent, Kid Rock and @realDonaldTrump, that's a crazy train. #TrumpIllegitimate #NotOurPOTUS  https://t.co/GFcR1CyxIl
855209390395228160 2017-04-20 19:59:42 -0400 <MichaelMVolpe1> @realDonaldTrump You must pivot, but realize, the opposition is incorrigible. Go nuclear; the Deporables are behind you!
855209389887827968 2017-04-20 19:59:42 -0400 <Richard93591697> @realDonaldTrump They are trying to kill me.im you.
855209388520374274 2017-04-20 19:59:41 -0400 <tommylwaite> @realDonaldTrump Unlike your prior personal deals huh?
855209387618476032 2017-04-20 19:59:41 -0400 <Stewart_Padaso> @realDonaldTrump What is a list of things that are not going to happen.
855209387207647232 2017-04-20 19:59:41 -0400 <tonyawillis> @realDonaldTrump @nytimes Again...THIS is what keeps you up at night?! Not healthcare? Not jobs? This? So childish!
855209387190767616 2017-04-20 19:59:41 -0400 <medwoman1> @charles18522581 @jpmomof5 @MasterOf_Arts @NancyPelosi @realDonaldTrump Health care is a necesity for all.We are being ripped off by middle men who provide no value &amp; outrageous drug costs. I know. MD 30 yrs.
855209384313593856 2017-04-20 19:59:40 -0400 <AKADonaldTrump> @realDonaldTrump I like the part where you napped standing up
855209384196149248 2017-04-20 19:59:40 -0400 <deplorableme201> @realDonaldTrump your enemies are in the swamp and main stream media.  By going after assange you aide them in the plot to get rid of you
855209383977996288 2017-04-20 19:59:40 -0400 <HOChantIII> @Berg0720 @Sadiso @BretBaier @realDonaldTrump @StateDept Still trying to fabricate one...
855209375396491264 2017-04-20 19:59:38 -0400 <dupree_jojo> @realDonaldTrump @DineshDSouza @nytimes 💘 u Trump
855209367712538625 2017-04-20 19:59:36 -0400 <karen58Romans> 1-3 @realDonaldTrump  https://t.co/sSPnmI1N00
855209367129411584 2017-04-20 19:59:36 -0400 <AgentOrangeDon> @realDonaldTrump Who helped you with spelling?
855209366118682624 2017-04-20 19:59:36 -0400 <JM7777_14> @realDonaldTrump @nytimes Wow. You are a cosmic joke, manchild. You forgot to say nanny nanny poo poo, btw. 🍼
855209364688338945 2017-04-20 19:59:36 -0400 <martin_carr> @KeithOlbermann @realDonaldTrump The Capitol Hillbillies
855209362570137600 2017-04-20 19:59:35 -0400 <trevorcornwell> @therealmsandy @realDonaldTrump Yikes
855209359349084161 2017-04-20 19:59:34 -0400 <torigaletweets> Oh, it's a deep burn for @realDonaldTrump ... But did #April viewer counts account for the tarps? #alternativefacts  https://t.co/Dxv91bSnF4
855209358921273344 2017-04-20 19:59:34 -0400 <newyorkermc> @jimmygtx @Pamela_Moore13 She is not.  To see what criminal activity looks like, see @realDonaldTrump and his family.  They make the Madoff's like honest and decent.
855209358866743297 2017-04-20 19:59:34 -0400 <JoEllenWallace> Our  WWII vet neighbor received a letter from @realDonaldTrump today congratulating him on his birthday. He was thrilled! Thank you #POTUS !
855209341259055104 2017-04-20 19:59:30 -0400 <EllisWeckerlin> @ToddRokita @realDonaldTrump many constituents will vote you OUT if you do not save the children from pesticides, factory toxins and carcinogenic pollutants here in Ind
855209330852888577 2017-04-20 19:59:28 -0400 <IMNERHO> Fact.  Assange/Wikileaks did not in any way whatsoever influence my decision to vote for @realDonaldTrump @POTUS.
855209325228212224 2017-04-20 19:59:26 -0400 <december231913> @zerohedge No thank you ...won't be participating in this scam of the taxpayer...@realDonaldTrump
855209322262999040 2017-04-20 19:59:26 -0400 <solomongrundy6> Sarah Palin @Seanhannity @KellyAnnePolls @realDonaldTrump @HajihuntingGirl @ProudInfidel33 @HahnAmerica @CrazycatRescuer @BillKristol  https://t.co/SmK6eO6vf8
855209318064549892 2017-04-20 19:59:25 -0400 <touchoflove5> @ElianaBenador @CIA @FBI @realDonaldTrump @CBSNews Get on it.   Life is short
855209316093177856 2017-04-20 19:59:24 -0400 <spiritchaser47> @williamlegate @realDonaldTrump @nytimes @POTAS TRUMP 112 in 2015 /45 2017  AND YES I COUNTED THOSE SITTING
855209311705849856 2017-04-20 19:59:23 -0400 <Anyrand1> @realDonaldTrump who are you tweeting at? No one believes your lies.
855209308736409605 2017-04-20 19:59:22 -0400 <Jeepster77Don> @realDonaldTrump @POTUS @DonaldJTrumpJr  @EricTrump  And she's still more of a man than you guys.  https://t.co/QDLtnqRavT
855209307226480640 2017-04-20 19:59:22 -0400 <Freedom2416> @MeowTrump @realDonaldTrump And we all deserve it for all our efforts
855209300914032640 2017-04-20 19:59:21 -0400 <heelmanitoba> @realDonaldTrump @nytimes And if anyone is an expert on lies, it would be you! Nobody has less credibility or integrity than you do. We haven't forgotten #TrumpRussia
855209297533390848 2017-04-20 19:59:20 -0400 <fawfulfan> @Vladdiefan @bigfortiesfan @darinnstacy @thesecondellen @JustBrittany76 @jherynarku @Nigel22222 @joesheleheda @AnnRCY @CrochetJanet @TeeDeeBeeDee @ksol1460 @pants_pence @SkipW77 @DCRouge77 @dumptrump33 @VP @realDonaldTrump Or Texas? Clinton got 500,000 more votes in Texas than Obama. Her turnout in *every* state counts toward her popular vote win.
855209296845516805 2017-04-20 19:59:20 -0400 <terpdemon> @haroldb54 @BarbraStreisand @realDonaldTrump you have made me see that the next 3 years are gonna be dangerous for us all,with you helping trump,we are lost 💔🙏
855209295360790528 2017-04-20 19:59:19 -0400 <gordy_shanks> @Lord_Nastyness @QHancroft @realDonaldTrump @SuperBowl @Patriots  https://t.co/W6mxRBCvLq
855209293833920513 2017-04-20 19:59:19 -0400 <anotherAKGorman> @realDonaldTrump There is a massive drought causing starvation and death in Somalia now and you're deporting people into it? #Mercy #Resist  https://t.co/hDGiBg6jSb
855209287882338305 2017-04-20 19:59:17 -0400 <cottage_orchard> @TIME @PaulRyan @realDonaldTrump Just cringing befit I projectile vomit! 🤢
855209286829342720 2017-04-20 19:59:17 -0400 <nwdem> @realDonaldTrump @VP @USAGSessions @DevinNunes @jasoninthehouse #Trumprussia money grubbers who put themselves before country #USA  https://t.co/S0yhnfMsYX
855209285554503681 2017-04-20 19:59:17 -0400 <Camerams4> More people watched a giraffe having a baby than your, @realDonaldTrump's inauguration. That must not feel good. #Ω  https://t.co/fyWGww7zIR
855209280659755008 2017-04-20 19:59:16 -0400 <55duane55> @realDonaldTrump @WhiteHouse @SecShulkin @DeptVetAffairs @VAVetBenefits we @FLGovScott @IvankaTrump
855209273999187968 2017-04-20 19:59:14 -0400 <accatt2204> @leezeldin @RepLeeZeldin @RepPeterKing @HouseGOP @SenateGOP @RNCResearch @RNC @realDonaldTrump g the remaining populace following all the regulations I just proposed which would prevent most gun violence. Thank you.
855209271532949504 2017-04-20 19:59:14 -0400 <Dika_Vzla> @Almagro_OEA2015 @ONU_derechos @ONU_es @realDonaldTrump @bbcmundo @santos #SOSVenezuela  https://t.co/aasQRnrKvm
855209269880291328 2017-04-20 19:59:13 -0400 <MKRIZSA50> .@realDonaldTrump 🤡 stupidity:lack of intelligence foolishness denseness brainlessness ignorance dull-wittedness slow-wittedness doltishness  https://t.co/gOLARI55rC
855209268454326272 2017-04-20 19:59:13 -0400 <MaebhClones> @Rosie @kylegriffin1 @MSNBC @realDonaldTrump off topic...but seriously how long does it take to put that hairdo together each day??
855209263693676544 2017-04-20 19:59:12 -0400 <sharingman888> @DRUDGE_REPORT @TheSun @AnnCoulter @realDonaldTrump EUROPE very slow to learn?  VOTE for more OPEN BORDERS and Refugees for FREE STUFF.
855209262351499264 2017-04-20 19:59:11 -0400 <QHancroft> @Lord_Nastyness @gordy_shanks @realDonaldTrump @SuperBowl @Patriots thief.
855209259755335681 2017-04-20 19:59:11 -0400 <TrumpismMAGA> @realDonaldTrump @nytimes The NYT is an example of true reporting as Paul Ryan is a true Republican !
855209250481635329 2017-04-20 19:59:08 -0400 <irritatedwoman> Soros Group Gave $100K for Illegal Aliens' Legal Fees - @realDonaldTrump @POTUS get Soros out of American politics!  https://t.co/qAhcy3IuGE
855209240239120384 2017-04-20 19:59:06 -0400 <ShaniRae617> @realDonaldTrump threatens my safety everyday, and that of every other American. So can we get his account locked? #Trumprussia  https://t.co/aqTBz3t2hk
855209238779637761 2017-04-20 19:59:06 -0400 <Camerams4> We have endured #100daysofhorror  with you, @realDonaldTrump.  #TheResistance wont stop until you are G-O-N-E. #Ω  https://t.co/OP4ej0wMhn
855209232697663488 2017-04-20 19:59:04 -0400 <3parenthesescat> @jerseyfallon @realDonaldTrump Proud, for damn sure! What *did* you say?
855209225470984192 2017-04-20 19:59:03 -0400 <raffarmstrong> @RichardTBurnett Loved, that is why he is president, viva! @realDonaldTrump @POTUS
855209219636600832 2017-04-20 19:59:01 -0400 <holachola> @rolandscahill @realDonaldTrump HA!😂
855209217468137472 2017-04-20 19:59:01 -0400 <QHancroft> @Lord_Nastyness @gordy_shanks @realDonaldTrump @SuperBowl @Patriots thieves.
855209216621113344 2017-04-20 19:59:00 -0400 <trinirima> @DiamondandSilk @Canine_Rights @realDonaldTrump LOL...hard not to like these ladies
855209215572549632 2017-04-20 19:59:00 -0400 <pkentma> @AP_Politics @AP Combined IQ at the table almost reached 100. @realDonaldTrump: "Mmm, meatloaf and chocolate cake."
855209215564099584 2017-04-20 19:59:00 -0400 <kfmeehan> @realDonaldTrump And sing a duet with Pavarotti 👍
855209213165002753 2017-04-20 19:59:00 -0400 <Climbing2019> @NancyPelosi @realDonaldTrump good luck,Nancy
855209211046776832 2017-04-20 19:58:59 -0400 <SAM416ndjt_17> @FoxNews @ericbolling @realDonaldTrump @POTUS Who cares the name-stupid game-we know who were talking about! McMaster said it best-it's not a good description!
855209208819666944 2017-04-20 19:58:59 -0400 <micschi> so you and Pavarotti are "great friends", huh, @realDonaldTrump? @PauloGentiloni must've been so impressed. #stronzo
855209206496022528 2017-04-20 19:58:58 -0400 <Deezmfnnutz> @ScoopKirby @AynRandPaulRyan @realDonaldTrump Not only that I'm an Independent voter! I voted for neither! I'm not controlled by an obsolete
855209203140579329 2017-04-20 19:58:57 -0400 <EricSpracklen> If Assange goes to prison and Hillary doesn't you will lose your base and those who got you here. Stop this nonsense @realDonaldTrump
855209199013441536 2017-04-20 19:58:56 -0400 <Rusty9911> @USAloveGOD @DiamondandSilk @RuntoliveRey @realDonaldTrump Funny but true.
855209187487342593 2017-04-20 19:58:53 -0400 <gawdtrumpisdumb> @realDonaldTrump do you mean like the Russian steel you used for the pipeline?
855209166331314176 2017-04-20 19:58:48 -0400 <PierreDelectoCM> @mikepencemrbill @realDonaldTrump Tremendously bigly terrible. #AmericaWorst
855209158739677184 2017-04-20 19:58:47 -0400 <tonitails> @TheYoungTurks @realDonaldTrump He makes "W" look smart
855209150636339200 2017-04-20 19:58:45 -0400 <Marcia65Ml> @BruceBartlett @VampireLestat Don't care how many bombs they drop or wars they provoke Trump will never be the decent human being PBO was  @realDonaldTrump
855209146269958145 2017-04-20 19:58:44 -0400 <kimberly_raboin> The only thing @realDonaldTrump knows how to is watch TV, criticize, and gold 🙄
855209139542339584 2017-04-20 19:58:42 -0400 <karoline2552> Véanlo ustedes mismos @CNNEE @LapatillaRt @UnNuevoDia @CVN_Noticias @NoticiasRCN @A3Noticias @UniNoticias @realDonaldTrump #SosVenezuela 🚨🚨  https://t.co/mQbY0ywobP
855209138611249153 2017-04-20 19:58:42 -0400 <APPROVEMAN> @realDonaldTrump @IvankaTrump @PressSec @ChrisCuomo  https://t.co/I1jBHbjOlH
855209137931603969 2017-04-20 19:58:42 -0400 <Hell_HasCome> @realDonaldTrump Shut up, nobody listens to you anymore, WE ALL can see what and who you are now
855209127626276864 2017-04-20 19:58:39 -0400 <BillMiami> @noamscheiber Why @realDonaldTrump ???
855209122916179969 2017-04-20 19:58:38 -0400 <cheryl_brooks> @realDonaldTrump for you to allow someone to disrespect the White House this way speaks as much about your character as it does their's.  https://t.co/ArEasB2tgp
855209120345059330 2017-04-20 19:58:37 -0400 <6nsinvt> @seanspicer @Reince Do you have any integrity? More @realDonaldTrump #misogyny. #WeThePeople disgusted with utter lack of respect of #women  https://t.co/uJ14y95cmQ
855209113998852096 2017-04-20 19:58:36 -0400 <QHancroft> @Lord_Nastyness @gordy_shanks @realDonaldTrump @SuperBowl @Patriots drought caused the water shortage. What about that?
855209108038971392 2017-04-20 19:58:35 -0400 <alp9780> @CJSmith7880 @shannonrwatts @realDonaldTrump no because @NRA bought his silence for a measly 30mill.
855209105656623104 2017-04-20 19:58:34 -0400 <retail_recruit> "At the same time, the U.S. has a $400-million dairy surplus with Canada. So it's not Canada that is the challenge here." @realDonaldTrump  https://t.co/wcb7SIW0kz
855209096781348865 2017-04-20 19:58:32 -0400 <tomcoates> @chrisphxaz42 @williamlegate @realDonaldTrump @nytimes A total lack of bias is impossible, but the NYT and Washington Post immediately fix their mistakes and apologize in public.
855209094453620737 2017-04-20 19:58:31 -0400 <Dika_Vzla> @Almagro_OEA2015 @ONU_derechos @ONU_es @realDonaldTrump @bbcmundo @santos #SOSVenezuela  https://t.co/KR7dlaKwDs
855209092499079168 2017-04-20 19:58:31 -0400 <LDoonanny> @sotnak @JeffGrubb @realDonaldTrump You're just jealous.
855209090913456128 2017-04-20 19:58:30 -0400 <randyfrey51> @realDonaldTrump You made a fool put of yourself AGAIN. At least you're consistent. Maybe you should call your "friends" like Pavarotti more often.
855209086455042048 2017-04-20 19:58:29 -0400 <EnnonsPeggy> @williamlegate @AllThingsSteel @realDonaldTrump You're a nutcase gets some help man
855209084743712769 2017-04-20 19:58:29 -0400 <dancindoti> @realDonaldTrump You are such a liar. You will say anything to get attention for a few moments even if you can't deliver and know you can't.
855209082562760704 2017-04-20 19:58:28 -0400 <RKJ65> @realDonaldTrump things we haven't forgotten: 1. You are under FBI investigation 2. @jeffsessions committed perjury 3. Jared lied on SF-86
855209080071364608 2017-04-20 19:58:28 -0400 <accatt2204> @leezeldin @RepLeeZeldin @RepPeterKing @HouseGOP @SenateGOP @RNCResearch @RNC @realDonaldTrump one civilian rifle...is necessary as NY and many other states are endangering residents by allowing police to hold excess weapons but bannin
855209077953220609 2017-04-20 19:58:27 -0400 <abarraza19> @Almagro_OEA2015 @willycochez @realDonaldTrump  https://t.co/pnAFTDIA5T
855209072165097472 2017-04-20 19:58:26 -0400 <TrollTrumpforUS> @realDonaldTrump People are watching what a mess you are making and how dangerously close you are getting US to WWIII. #notmyPOTUS  https://t.co/jiDRaKUlKq
855209071883862016 2017-04-20 19:58:26 -0400 <tc70jr> @AllThingsSteel @williamlegate @realDonaldTrump You voted, he said thanks, then shut the door in your face. And you put in the effort to get him there...
855209068541161473 2017-04-20 19:58:25 -0400 <RealJenBoyce> @NBCLA #trump100days #FakeNews @realDonaldTrump @jonfavs
855209064263028738 2017-04-20 19:58:24 -0400 <Rusty9911> @DiamondandSilk @greatlake60 @realDonaldTrump Love you girls.
855209063709364225 2017-04-20 19:58:24 -0400 <sjbchgrl> @bpolitics But we're not confident about anything @realDonaldTrump says
855209063642255362 2017-04-20 19:58:24 -0400 <DeLaHay14534> @liam_for_prezz @donewithorange @RednaxalA @PPartyCap @VeeVee @shotzz20 @AAAlberta @ColeLedford11 @realDonaldTrump @nytimes Trump shuttle planes were contracted to the U.S. military to ferry soldiers.
855209060106371105 2017-04-20 19:58:23 -0400 <laurnzo55> @FoxNewsInsider @realDonaldTrump Professor has set a very poor example. Fire him.
855209057937833984 2017-04-20 19:58:23 -0400 <WaterIsRising> Idiot. Liar. Fool. @realDonaldTrump @POTUS @GOP  https://t.co/sBgVlkReWY
855209055643742208 2017-04-20 19:58:22 -0400 <markjfarrell> YOU'RE the disgrace, @realDonaldTrump  https://t.co/ekM6foCZoU
855209053705953281 2017-04-20 19:58:22 -0400 <DinaGrgas> @realDonaldTrump First of all your recent missile on Syria &amp; moab on ISIS is commendable. I already feel so much safer.  Youre the best!
855209049222152196 2017-04-20 19:58:21 -0400 <karoline2552> Véanlo ustedes mismos @CNNEE @LapatillaRt @UnNuevoDia @CVN_Noticias @NoticiasRCN @A3Noticias @UniNoticias @realDonaldTrump #SosVenezuela 🚨🚨  https://t.co/xaB9WNAZaU
855209025931268096 2017-04-20 19:58:15 -0400 <TheRealBlkTwitt> @realDonaldTrump You fucking Terrorist have my kids getting treated like shit at school. They're scared to death of police RACIST BITCH  https://t.co/sIftFUku5M
855209024500924416 2017-04-20 19:58:15 -0400 <xzrexx> @realDonaldTrump Speaker Ryan Uses London Speech To Revive Dead TTIP Deal  https://t.co/ENzOcwywHI
855209024136118273 2017-04-20 19:58:15 -0400 <dahle44> Top Aide to Rep. John Lewis Again Skirts Ethics Rules #DrainTheSwamp @LadiesForTrump @realDonaldTrump   https://t.co/vEo3AP6dav
855209022097506304 2017-04-20 19:58:14 -0400 <gawdtrumpisdumb> @realDonaldTrump you're a tool. Like a jar opening tool. Useless if you have a knife for bopping the lid... Def a tool.
855209021867008000 2017-04-20 19:58:14 -0400 <Maddo1976> .@POTUS If #Potus wants 2 drive in a golden horse drawn, if he visits London &amp; the Queen, I can't believe it. The next WW can come @realDonaldTrump
855209017706205184 2017-04-20 19:58:13 -0400 <SharrDonald> @HannahBloser @XLMarine @TommieCale @_therealBecky @ettaboy61 @phull92 @realDonaldTrump @POTUS   https://t.co/K5uTqXFGtk
855209006503124992 2017-04-20 19:58:10 -0400 <FundTheWall> @FoxNews @CAWPBT @realDonaldTrump   https://t.co/iGdwTISE3b
855209000270516224 2017-04-20 19:58:09 -0400 <TyTalbot7115> @realDonaldTrump When are you going to put America first over Russia?
855208993425379330 2017-04-20 19:58:07 -0400 <Trombinoo666> @BrittPettibone Assange helped Trump win the presidency, WikiLeaks exposed DNC and other things, @realDonaldTrump should give immunity
855208991122538496 2017-04-20 19:58:07 -0400 <vhlopez1120> Sounds like Putin found a formula that works, right @realDonaldTrump ? #puppetpresident  https://t.co/PXoCSZPBof
855208990816563200 2017-04-20 19:58:07 -0400 <beatlecountry> @realDonaldTrump Watch out - you're insecurity is showing.
855208974571814912 2017-04-20 19:58:03 -0400 <CharlesMarino8> @CJPatruno @bluemoonconstl1 @DonaldJTrumpJr @DailyCaller @realDonaldTrump Annnnnddddd she lost! Enjoy your new president bud
855208971308814336 2017-04-20 19:58:02 -0400 <BobbyWatson65> I've come to the conclusion that @RealSkipBayless is the @realDonaldTrump of the sports world.
855208961003454464 2017-04-20 19:57:59 -0400 <253_8379> @mikeylikesit54 @POTUS @realDonaldTrump @Patriots Yeah, and everyone said neither one of them could win, what's that tell them!! Lol!
855208960625954817 2017-04-20 19:57:59 -0400 <TexBrussow> @GeranimoJoe @TRB_1990 @NerdRage42 @haleakela19 @TrumpCritic @AnneFrankCenter @POTUS @realDonaldTrump on 'his people', to Hitler the jews were NOT his people!
855208956263714816 2017-04-20 19:57:58 -0400 <DaveEpelone> @realDonaldTrump @nytimes Wow, a big lie about the NE Patsies, yeah that's gonna shake the world
855208955135635458 2017-04-20 19:57:58 -0400 <wilber7741> @williamlegate @realDonaldTrump   https://t.co/PpkgIIv17H
855208950756548608 2017-04-20 19:57:57 -0400 <mjniedzwiecki> @realDonaldTrump the lowest approval rating in 70 years! MAGA &amp; #impeachtrump #resist #illegitimatepresident   https://t.co/bLpkkAqdwG
855208941554475008 2017-04-20 19:57:55 -0400 <RaveonRichmond> @RVAwonk After @realDonaldTrump spoke of loving WikiLeaks🤡
855208936395374594 2017-04-20 19:57:54 -0400 <BobKurlander> @realDonaldTrump exec order or vote 2 repeal Obamacare now w. 3 to 6 mo to new plan OC stays going.it's gone + all know new coming. BULLISH
855208931282477060 2017-04-20 19:57:52 -0400 <YWakolo> @realDonaldTrump The world cannot be safe unless all those who criminalize Justice and Democracy are taken to court.
855208928250142721 2017-04-20 19:57:52 -0400 <PaulRevereToday> #PaulRevereToday We love us some #DiamondAndSilk @POTUS @realDonaldTrump @realDennisLynch @Harlan @oreillyfactor  https://t.co/BgldqSTxLG
855208928182886401 2017-04-20 19:57:52 -0400 <LdyGuin> @RobertsRooms @Scarlett210 @POTUS @DanScavino @realDonaldTrump @AnitaWhiteee @TheMeemStreams @ScottPresler @CarmineZozzora @Deplorable_Skip @sassysassyred @SandraTXAS #Trump Exposed Them All   #CNN #NYTimes #CBSNews #NBC #ABC = 100% Fake News ALL Of The Time  https://t.co/S1VVHvjD6n
855208914404622336 2017-04-20 19:57:48 -0400 <Lynnp27> .@oreillyfactor @realDonaldTrump I shoulda said "chins"
855208909027409920 2017-04-20 19:57:47 -0400 <MaxjulianC> @MaxjulianC's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.
855208904883613696 2017-04-20 19:57:46 -0400 <timmsgirlmia> @JustinTrudeau @realDonaldTrump I think we should all just get along.. maybe @BarackObama can help..  https://t.co/NJ7B4BTXKG
855208899758231552 2017-04-20 19:57:45 -0400 <Iservedrinks> @NickHanauer @SWhordian @realDonaldTrump He was having a great round until this.....    #Resist #TheResistance #TrumpRussia #PutinPuppet #ThursdayThought  https://t.co/AUTtPc1xwt
855208896453017601 2017-04-20 19:57:44 -0400 <aacost3> @realDonaldTrump Trump's buddy, Bill O'Reilly, is out! Now we need  to ouster Trump from the WH. No room at the top for sexual predators!
855208892011294720 2017-04-20 19:57:43 -0400 <jimithing_41> @realDonaldTrump @nytimes Not that you would lie about attendance at the White House event.
855208881496223744 2017-04-20 19:57:41 -0400 <DDHart52> @realDonaldTrump could improve his favorability bigly by resigning  https://t.co/zy9iDpTDeE
855208881202581504 2017-04-20 19:57:40 -0400 <Coolmott> @RealJamesWoods Seriously, a chance for a second @scotus pick was the penultimate reason for supporting @realDonaldTrump last November.
855208876039340034 2017-04-20 19:57:39 -0400 <PatsySosa61> @bbqdrew1965 @realDonaldTrump I know eh...Trump what an idiot
855208875057958912 2017-04-20 19:57:39 -0400 <LDoonanny> @TaylorWali @MichaelCarusi @Jacksondc @jules_su @realDonaldTrump Wali - first thing, you should learn how to spell "Wally."  Second thing - nobody cares about you and your far distant teats.  Butt out.
855208868972044289 2017-04-20 19:57:38 -0400 <Mairead8460> @Alexandrakis @jaketapper @realDonaldTrump @SarahPalinUSA @TedNugent OMG
855208868900745216 2017-04-20 19:57:38 -0400 <accatt2204> @leezeldin @RepLeeZeldin @RepPeterKing @HouseGOP @SenateGOP @RNCResearch @RNC @realDonaldTrump Es, (pistols with a 10 rd max I'm fine with), but that there HAS to be SOME fairly reasonable method for civilians to possess even one stand
855208862642733056 2017-04-20 19:57:36 -0400 <shawl2> @JeffGrubb @realDonaldTrump Wow
855208856456228864 2017-04-20 19:57:35 -0400 <MikeBK111> @realDonaldTrump @nytimes They will never learn.  God bless Mr. President
855208850189844480 2017-04-20 19:57:33 -0400 <MichaelMVolpe1> @realDonaldTrump Without Wikileaks you would not be President. Be careful how you tread.
855208847237152768 2017-04-20 19:57:32 -0400 <JamesKibbie> Your move @realDonaldTrump #PardonSnowden  https://t.co/6MrGBNeHI2
855208843881705472 2017-04-20 19:57:32 -0400 <proudliberal148> @realDonaldTrump Just because you're not smart enough to understand it, doesn't mean it's unimportant. #ScienceMarch  https://t.co/WhM5Ico5JI
855208843025973251 2017-04-20 19:57:31 -0400 <kidsnave95> @potus @realdonaldTrump That's what 78% of the American people want to know. Who are you working for? Putin, your pocket or USA citizens ?  https://t.co/q4sYBOlxNb
855208839100190720 2017-04-20 19:57:30 -0400 <GMAT666> @realDonaldTrump @nytimes Did they get caught in a lie or did you?
855208837279862785 2017-04-20 19:57:30 -0400 <DocAkron> @realDonaldTrump @nytimes Despicable Don failing. Gets America wrong for umpteenth time.
855208834968821760 2017-04-20 19:57:29 -0400 <SouthviaMidwest> @danoll46 @USTrust @realDonaldTrump He is destroying the fabric of America
855208832942841856 2017-04-20 19:57:29 -0400 <LABABS> @realDonaldTrump  why doesn't your AG know Hawaii is part of the U.S.?  Was Betsy in charge of his education back then?
855208831818838016 2017-04-20 19:57:29 -0400 <scotchike92> @JennieStencel @realDonaldTrump #WorldsWorstSitcom
855208822310395905 2017-04-20 19:57:26 -0400 <DonaldWithrow1> @StefanMolyneux @wikileaks @realDonaldTrump You have my vote. And, the 1st beer is on me!
855208816824209408 2017-04-20 19:57:25 -0400 <Nolo4dolo> @HardlyApathetic @jlangdale @realDonaldTrump @JulianAssange @BarackObama There's more to it than meets the eye that's for sure. Trump knows what Julain did and why he did it.
855208813670137856 2017-04-20 19:57:24 -0400 <MaebhClones> @Rosie @kylegriffin1 @MSNBC @realDonaldTrump do you ever listen to yourself?  SAD!!!!
855208813435244554 2017-04-20 19:57:24 -0400 <100_judy> @LawyerRogelio There are no words.  Well, dumb as bricks, but that insults bricks.  America's great embarrassment.  @realDonaldTrump @POTUS
