1068293528537706496 2018-11-29 18:59:59 -0400 <bratz2you> @Ty_Mauermann @realDonaldTrump Yes, Even got a condo in Trump Tower.😂
1068293348195266560 2018-11-29 18:59:16 -0400 <Acute_Tweetment> Sorry, trump supporters.  But—ALL of the dirt @realDonaldTrump throws out on @HillaryClinton is always FAKE!  He’s the real criminal.  &amp; @IvankaTrump is an accomplice who pretends to be nice—&amp; is complicit for him— because she’s not as ugly as he is.But she’s still a lying crook.
1068293346265890817 2018-11-29 18:59:16 -0400 <LuvGeneration67> @OneNastyWoman @GovMikeHuckabee @realDonaldTrump  https://t.co/FIOM9IBd9E
1068293345150148610 2018-11-29 18:59:16 -0400 <janhenr60089293> @The_Trump_Train @realDonaldTrump @FoxNews @marklevinshow Mr. President, I love your humor.  The liberals are going nuts!  On a serious note, will you PLEASE declassify?  We all know what's in the FISA docs, we want to know....the rest of the story.  Trump 2020!
1068293344542015495 2018-11-29 18:59:15 -0400 <SharronWhelan> @mkassowitz @realDonaldTrump Why should he confess to something he has not done.  And if you know so much prove it sweetie.
1068293344122552325 2018-11-29 18:59:15 -0400 <dneedham560> @mkassowitz @realDonaldTrump If they find collusion to impeach then we should execute the traitors!
1068293342075736069 2018-11-29 18:59:15 -0400 <OhPlsHey> @realDonaldTrump No. We are all watching. No one is above the law.
1068293340695810048 2018-11-29 18:59:15 -0400 <WandaWoman77> @KyleKashuv @Twitter @realDonaldTrump @benshapiro Again, you fail to listen and completely miss the point. She’s not acting crazy or being unreasonable. She’s a prime example of what peaceful protest is about. She’s making a stance and protesting. She chained herself to the door because authorities in NY have taken those rights.
1068293340301541376 2018-11-29 18:59:14 -0400 <TheBeach2018> @UsSnakes @angelarare @hughhewitt @DavidAFrench @realDonaldTrump Who as of today are STILL saying Mueller has nothing🙄
1068293340053987328 2018-11-29 18:59:14 -0400 <tyme11> @realDonaldTrump @GOP @DNC  The Baseless Claim That Climate Scientists Are ‘Driven’ by Money  https://t.co/oxtmNnM1tn
1068293339613749256 2018-11-29 18:59:14 -0400 <BCoss23> @realDonaldTrump Says the guilty man.
1068293338959360001 2018-11-29 18:59:14 -0400 <chericirehc> @SenatorRounds @JimInhofe This is asinine and bullshit. What happened to @realDonaldTrump's promise that Mexico would pay for it?????????????????????????????????????????????????????????????????
1068293338657447937 2018-11-29 18:59:14 -0400 <RexBrown85> @kelliwardaz must be the @AZGOP's new Chairwoman. She will help secure @realDonaldTrump's victory in '20.
1068293336749015047 2018-11-29 18:59:14 -0400 <beckron99> @hardhouz13 @realDonaldTrump Is this the trial that starts on the 4th?
1068293335792607232 2018-11-29 18:59:13 -0400 <lidp23> @UeRightonq @williamlegate @realDonaldTrump  https://t.co/f29yuyZQ0Q
1068293334727356417 2018-11-29 18:59:13 -0400 <UrbanOdysseus> @realDonaldTrump @GreggJarrett @JudgeJeanine Did you read them, or are you just endorsing them because they say nice things about you?
1068293334354075648 2018-11-29 18:59:13 -0400 <HaikuWednesday> @realDonaldTrump Congress fund the wall? You PROMISED Mexico would... Just more Trump lies. Scam!  #PromisesMadePromisesForgotten
1068293332856492032 2018-11-29 18:59:13 -0400 <LilCryptoGod> @dmuc93 @tedlieu @realDonaldTrump ok let’s back up. your claim was that cohen was the star witness. i said there were others. you said the others i names already said there was no collusion. i asked for proof they said that under oath. you sent a wapo opinion piece...
