901595106888884225 2017-08-26 19:59:58 -0400 <Pajjr2016> @realDonaldTrump   I voted for HRC and I only got this Scoundrel  https://t.co/ruHyQwePxr
901595075456622592 2017-08-26 19:59:51 -0400 <jeb129hpd> @BeauWillimon @realDonaldTrump If its such a low cost really, there are plenty of left billionaires, maybe someone will step up and foot the bill then...no?
901595074341031936 2017-08-26 19:59:51 -0400 <Crista271990> @realDonaldTrump  https://t.co/VNDC9BGfow
901595068489969664 2017-08-26 19:59:49 -0400 <Cgar32Chris> @FoxNews @SpeakerRyan @SenJohnMcCain @realDonaldTrump @SpeakerRyan you just lost your job aligning with @SenJohnMcCain.  Both of you might as well pack your bags
901595063482019841 2017-08-26 19:59:48 -0400 <lee_merrick> @realDonaldTrump You are violating your oath to uphold the Constitution.  You are attempting to subvert the rule of law.  Resign already!
901595061590179840 2017-08-26 19:59:48 -0400 <nosusanhere> @realDonaldTrump Arpaio shackled a woman to a bed while giving birth. He also put a camera in a woman's bathroom to spy on them. Good call....
901595060810153985 2017-08-26 19:59:47 -0400 <joannegiovenco1> @realdonaldtrump I was one of Joe Arpaio’s victims. He doesn’t deserve a pardon.  https://t.co/nXVosqKulJ
901595059501588482 2017-08-26 19:59:47 -0400 <Krutpbutter> @KimGree04203111 @realDonaldTrump Lol. Wise man of quick and decisive action?  Watch out for the lightning bolts--surges destroy bots.
901595056695599104 2017-08-26 19:59:46 -0400 <MrsCorntortilla> This is what @realDonaldTrump meant by "fine" and "peaceful".  This is who you are too @GOP @HouseGOP #GopAndTrumpAreOne #PartyOfCowards  https://t.co/tFGWBD7z5y
901595054736908288 2017-08-26 19:59:46 -0400 <oldscotcan> @DennisRaphael01 @WSJ @realDonaldTrump @SpeakerRyan Also @SpeakerRyan has never really come to terms with the revelation that Trump puts ketchup on his well done steak.
901595054019551232 2017-08-26 19:59:46 -0400 <Tiny1963> @redskin4040 @orkoftw @SarahGee1987 @realDonaldTrump @GovAbbott @LouisianaGov Is the president at your house daily? If so, then maybe that might be different, however, every word that comes out is a lie. FACT CHECK!
901595053759574020 2017-08-26 19:59:46 -0400 <vazques_ismael> @BartjeDordt @Ray_disComfort @momkristin @CKGDrew @BellaDonna82079 @obscurebeat @jailhouselvis @McGuffinAJ @wayne_ressler @rgplongbeach @GarySSagendorf @Nardo_mahone @realDonaldTrump That how I call stoopid people stupid. Only why they can read it
901595051561705472 2017-08-26 19:59:45 -0400 <BrandiTheBoo> @RealSheriffJoe @realDonaldTrump I just hope you are treated with the same courtesy and respect you gave to those who could do nothing for you. Serves you right.
901595050605510656 2017-08-26 19:59:45 -0400 <tiredmountain> @realDonaldTrump RECORD SETTING RAINFALL?! PEOPLE ARE LOSING THEIR HOMES, SOME DYING! SAD! HOW'S  VACATION?
901595049737236482 2017-08-26 19:59:45 -0400 <iiM_So_Shady> @realDonaldTrump Why do most of your tweets make something so important sound so violent? "Unleash the full force" is unnecessary. Smh
901595049363898368 2017-08-26 19:59:45 -0400 <CorenaGardner> @realDonaldTrump @RealSheriffJoe @BarackObama Now we know the rest of their story!  Shameful!!
901595046801154048 2017-08-26 19:59:44 -0400 <55Phoebe> @realDonaldTrump  https://t.co/qa1EVyqrAD
901595044326641673 2017-08-26 19:59:44 -0400 <mpg25mary> @terrymendozer @klsmith68 @MargieKay5 @RealAssange @TheDemocrats @realDonaldTrump Either they will have a total purge or a third party will take their place. The Lunatics &amp; Thieves are running the asylum there.
901595040144691201 2017-08-26 19:59:43 -0400 <JoeAlvidrez2> @EdKrassen @realDonaldTrump Glad Pres. TRUMP pardon SHERRIFF ARPIO. Barrack pardon criminals who broke the LAW one criminal beat the shit out of his girlfriend.
901595035346534400 2017-08-26 19:59:41 -0400 <beezy_melt> @NanPitre @jailhouselvis @McGuffinAJ @wayne_ressler @vazques_ismael @rgplongbeach @GarySSagendorf @Nardo_mahone @realDonaldTrump We win!
901595034683920385 2017-08-26 19:59:41 -0400 <ashntwn> @BanjoHfuhruhur @LHuffmanPowell @Aprillia @realDonaldTrump @BarackObama Check your dates and see who the President actually was when Katrina hit.
901595033060597760 2017-08-26 19:59:41 -0400 <rleskew> @GOP  @realDonaldTrump Stop enabling this dude!  Do something before he destroys America. He just pardoned a racist!  https://t.co/eHDFecsRXX
901595028920963077 2017-08-26 19:59:40 -0400 <koder_delores> @IngrahamAngle @SpeakerRyan @realDonaldTrump Who cares what you think @SpeakerRyan  You are against @realDonaldTrump . #justgoaway
901595028820295680 2017-08-26 19:59:40 -0400 <sharplukahead> @realDonaldTrump We still need to work with officers on Community Policing #Boston #FestiveWeekend  https://t.co/Lz48OU9g5e
901595020456857600 2017-08-26 19:59:38 -0400 <613Barto> @Trumpster4Trump @irmahinojosa_ @realDonaldTrump @seanhannity @JudicialWatch True, but I firmly believe that companies can't enforce rules that directly infringe on constitutional rights. It just doesn't make sense $$
901595019521343488 2017-08-26 19:59:38 -0400 <aklewis> @realDonaldTrump By the way for you snowflakes
901595015352385538 2017-08-26 19:59:37 -0400 <kenboy734> @realDonaldTrump Whatever you do, Mr. President, STAY WITH US... True Americans are with you 110 %  ! Guaranteed !! We will be the VICTORS !
901595014970650624 2017-08-26 19:59:37 -0400 <urgentfacts> @NancyPelosi @realDonaldTrump and his obsession/hatred of anything Obama. No other president would be allowed to destroy democracy as this buffoon. Why? Impeachment NOW.
901595014542770180 2017-08-26 19:59:36 -0400 <Rina_Palumbo> @realDonaldTrump Resign
901595009643712512 2017-08-26 19:59:35 -0400 <drfr33ze> @realDonaldTrump you're pleased by strange things
901595006041018369 2017-08-26 19:59:34 -0400 <GrammarPleaseee> @realDonaldTrump "Publicity seeking" wow here we have a great example of the pot calling the kettle black
901595002647846912 2017-08-26 19:59:34 -0400 <MeltedMne> @EdKrassen @realDonaldTrump Us um im looking at your name and im gonna say your not an is your an implant
901595002605797376 2017-08-26 19:59:34 -0400 <PatriciaKAdams> @realDonaldTrump  These are the fine people you spoke of, firing a gun into a crowd of people?  https://t.co/8m9ddcsA01
901595000118681604 2017-08-26 19:59:33 -0400 <CascadeReport> @realDonaldTrump "Shout out to the storm, you were the best, record setting, we did amazing work with you."
901594998763921409 2017-08-26 19:59:33 -0400 <nicholas0096> @Lrihendry @steph93065 @POTUS @realDonaldTrump Love it-) ❤️
901594997123944448 2017-08-26 19:59:32 -0400 <bella_tuscany> @tia6sc @trump4pres13 @realDonaldTrump Why is this a proposal or question?Both sides came for a confrontation.That is obvious.Yes it was intentional.MSM and the left want anarchy!
901594996301856770 2017-08-26 19:59:32 -0400 <kanderson478> @realDonaldTrump A lot of Texans voted for you... God's revenge?
901594994724618240 2017-08-26 19:59:32 -0400 <EvanHandler> @NBCNews He just learned @realDonaldTrump was elected president.
901594988047421440 2017-08-26 19:59:30 -0400 <Ma1973sk> @TexanNamedBen @realDonaldTrump You're right. We are. Mission accomplished.
901594986793369600 2017-08-26 19:59:30 -0400 <mwthebigblueman> @FoxNews @SpeakerRyan @SenJohnMcCain @realDonaldTrump Why is it you never heard of any Dems not backing Obama?  The Republicans could learn some loyalty lessons!  Maybe? 😠
901594986763894784 2017-08-26 19:59:30 -0400 <ShirlZitting> @jailhouselvis @McGuffinAJ @wayne_ressler @vazques_ismael @rgplongbeach @GarySSagendorf @Nardo_mahone @realDonaldTrump . Noweyeswe,  Noweyeswe, Noweyeswe... .
901594984801067009 2017-08-26 19:59:29 -0400 <wonderxluke> @froynextdoor @realDonaldTrump JAJAJAJJAA TE AMO MI AMOR
901594983077224448 2017-08-26 19:59:29 -0400 <noreenjritchie> @realDonaldTrump @VoteTrumpMAGA you where right on that you did us all proud
901594980464168960 2017-08-26 19:59:28 -0400 <thewelderjames> @realDonaldTrump I was just asking what we can get done about DHR here in Alabama message me if u would like my phone or email ..please
901594978958356481 2017-08-26 19:59:28 -0400 <zookeeperFTW> @JebSanford @DearAuntCrabby @realDonaldTrump What a fake poll. Blatantly,  ridiculously,  laughably fake!
901594972771590145 2017-08-26 19:59:26 -0400 <TheGospel9> @realDonaldTrump @DHSgov @FEMA_Brock @TomBossert45 @fema @WhiteHouse @WHNSC @LouisianaGov @GregAbbott_TX Get me my help .
901594970947280896 2017-08-26 19:59:26 -0400 <gonmakeutweet> Trump’s pardon of Joe Arpaio is an impeachable offense:  https://t.co/cz8mzbtttP via @slate @realDonaldTrump
901594968996929536 2017-08-26 19:59:26 -0400 <ameliabedelia92> @realDonaldTrump is a dirtbag, always has been...    #abuseof power in the WH  millions of Americans unsatisfied with his handling of NKorea
901594968212598784 2017-08-26 19:59:25 -0400 <CatheUrbanski> @JebSanford @DearAuntCrabby @realDonaldTrump He hasn't done shit
901594959823781888 2017-08-26 19:59:23 -0400 <aklewis> @realDonaldTrump FAKE NEWS ALERT... reports have Trump going to jail for collusion.  What???  This isn't a crime..
901594956103651329 2017-08-26 19:59:23 -0400 <AndyCLE> @PoliKartoons @ACLU @realDonaldTrump @samscenarist Hmmm.....his hands are to big.
901594955319267332 2017-08-26 19:59:22 -0400 <trumpsadummie> @Alyssa_Milano @realDonaldTrump We have watched you grow up. You have always been authentic, kind-hearted and very smart. Your parents must be so proud every day.
901594954308386818 2017-08-26 19:59:22 -0400 <be_gregious> @Cheburaskausa @EdKrassen @realDonaldTrump Forgot to add, Trump supporters are like teenagers with ODD. Always angry, calling names, not sure why. Sad for you. Grow up.
901594950911057924 2017-08-26 19:59:21 -0400 <Freedom_24_365> @realDonaldTrump #nmp @potus  https://t.co/9IOIgJaPkD
901594949107494912 2017-08-26 19:59:21 -0400 <Pajjr2016> @realDonaldTrump   Concentration camps  https://t.co/JzreuWiGBC
901594947442409473 2017-08-26 19:59:20 -0400 <Euphoriczoo> @realDonaldTrump #gofuckyourself and your incompetent presidency. Just #resignalready #buttplugface #predatorinchief
901594946787983360 2017-08-26 19:59:20 -0400 <Tru2dentity> @realDonaldTrump How fake are you? You held this whole anti racism thing in order to cover your other aspects of racism such as banding transgenders in army
901594946217627649 2017-08-26 19:59:20 -0400 <TMeaera> @realDonaldTrump No one has done more than you have done to pervert our constitution , the press, the judicial system, and common decency. You are a pervert!
901594943931736066 2017-08-26 19:59:20 -0400 <CleverTitleTK> @realDonaldTrump I mean, I was 8.
901594942530699265 2017-08-26 19:59:19 -0400 <AuCommander> @WhiteHouse M.I.C.K.E.Y M.O.U.S.E                         D.O.N.A.L.D     D.U.C.K  T.W.E.E.T.Y B.I.R.D  @PentagonPresSec @realDonaldTrump
901594940576325633 2017-08-26 19:59:19 -0400 <Bradleykirk12> @IngrahamAngle @SpeakerRyan @realDonaldTrump Paul Ryan needs to go!
901594939003473920 2017-08-26 19:59:18 -0400 <OnABudget69> @realDonaldTrump Cant deal with four more fucking years of you
901594938030211072 2017-08-26 19:59:18 -0400 <PeggyMunson1> @CornflowerLane @SarahLSmith677 @realDonaldTrump You would apparently fall for any lie that makes your bigoted agenda give you a feel good moment.
901594937153617921 2017-08-26 19:59:18 -0400 <ArdoinFaye> @DemWrite @Wrecksdart @realDonaldTrump title of the worst was taken by obama a traitor, a thief, a liar. He did nothing for the poor he gave all to illegal immigrants &amp;refugee
901594935593287680 2017-08-26 19:59:18 -0400 <Halt192> @Team_Trump45 @realDonaldTrump Obama
901594931759906822 2017-08-26 19:59:17 -0400 <59willow> @realDonaldTrump @USNavy While you were getting deferments there were brave soldiers fighting
901594929515958272 2017-08-26 19:59:16 -0400 <RemOscuro> @MADE__USA @realDonaldTrump @FLOTUS @WhiteHouse I actually can't tell if you're joking or not.
901594926525190144 2017-08-26 19:59:15 -0400 <NLMcLean1> @TheRickyDavila @57_aharrison @realDonaldTrump Cant wait to read  from DJT " I am pleased to inform you that I RESIGN immediately. I know it will keep America safe"
901594925942366208 2017-08-26 19:59:15 -0400 <KricketSheree> @Impeach_D_Trump @realDonaldTrump Seriously,President Trump seems to be in your braindead head 24 /7 haha American People voted ,We Won! And we'll vote Trump  again 2020!😁 🇺🇸
901594924067540992 2017-08-26 19:59:15 -0400 <q0wv0p> @realDonaldTrump остеригайся Льва...он из Хранителей Земли
901594923736207361 2017-08-26 19:59:15 -0400 <kimkress83> @nuckingfutz33 @BeckaBones92 @RichlandAlerts @realDonaldTrump One that obviously gets paid a lot of money
901594916878520322 2017-08-26 19:59:13 -0400 <DarkBlueLight> @realDonaldTrump Do these Senators think they are above us? The President lets us know he is our equal, willing to fight for what is right.
901594910901624833 2017-08-26 19:59:12 -0400 <blennaue> @realDonaldTrump No morals
901594910025019392 2017-08-26 19:59:12 -0400 <gvpsyb> @IngrahamAngle @SpeakerRyan @realDonaldTrump Y am I not surprised
901594907885932544 2017-08-26 19:59:11 -0400 <einkinder> @GeorgeTakei So when's the request for data related to the organization of this rally? Oh right, it's @realDonaldTrump peeps, he'd pardon them anyway.
901594907479080961 2017-08-26 19:59:11 -0400 <KimWillful> @realDonaldTrump  😅😅😅😅😅  https://t.co/xUYBFmwfin
901594906799591424 2017-08-26 19:59:11 -0400 <barbo40> @CNNPolitics Does Texas want you @realDonaldTrump ? Not that it would stop you if they didn't. You slithered into Phoenix when asked not to. Distraction
901594903431532549 2017-08-26 19:59:10 -0400 <t_ripley> So @realDonaldTrump one of your strong points was to keep jobs local and national....how does this justify anything you said?  https://t.co/5LEFdXhT5W
901594902429147136 2017-08-26 19:59:10 -0400 <readerella4> @MctyierJr @FNTHEHALLS @ArialFoxx @IMRegularperson @GOP @mariah @realDonaldTrump Point of fact, I'm a Republican who is appalled by Trump.  How about if you get your facts straight?  And not over-generalize about people.
901594902164783106 2017-08-26 19:59:10 -0400 <vowelmovement> @Joy_Villa @MichaelFaria10 @realDonaldTrump You're just as clueless as the rest.
901594900839374848 2017-08-26 19:59:09 -0400 <ElizzysPoppy> @realDonaldTrump I'm surprised that you didn't spell teamwork, "I".  Obviously someone else wrote this for you.
901594900067745797 2017-08-26 19:59:09 -0400 <GameDayWreath> @IronStache @SpeakerRyan @realDonaldTrump Do you have a sister or brother who could move to Ohio and run against @WarrenDavidson?  I'm asking for a friend.
901594895370117120 2017-08-26 19:59:08 -0400 <reltrug23> @IngrahamAngle @SpeakerRyan @realDonaldTrump Nobody freaking cares what he thinks🐒🐒
901594893985959937 2017-08-26 19:59:08 -0400 <GVkacha> @realDonaldTrump law and order!  https://t.co/iwJ9pMOXX4
901594893046484992 2017-08-26 19:59:07 -0400 <HFTinVA> @realDonaldTrump This sorry excuse for a human being kept a Latino woman chained and shackled to her jail bed during childbirth.  But that's fine with you.
901594889338662912 2017-08-26 19:59:07 -0400 <kdarmo> @realDonaldTrump Just like HRC says - we are stronger together
901594888365596677 2017-08-26 19:59:06 -0400 <flats1960> I feel like @realDonaldTrump saw something on@foxnews about how transgender people are flocking to the military gov can pay for surgery.
901594887799353344 2017-08-26 19:59:06 -0400 <PineoTodd> @realDonaldTrump "No other President has had this much rainfall, believe me. My rainfall is terrific. But the fake news won't report that. Wet!"
901594887459667969 2017-08-26 19:59:06 -0400 <V_B_ME> @realDonaldTrump @nbbrdrf Keep on working for Americans  👍👍👍
901594887329521664 2017-08-26 19:59:06 -0400 <johnnysantiago1> @realDonaldTrump So you want a pat on your back for finally not fucking up your job... okay here's a gold star for participating
901594886268489731 2017-08-26 19:59:06 -0400 <vttailgaters> @BrunoAmato_1 @WarrenCarrigan @charlie_adler @realDonaldTrump Except she has never been president.
901594885039554562 2017-08-26 19:59:06 -0400 <NotreDameBaby> @realDonaldTrump @__0HOUR1_ That is awesome. God bless them all!  Thank you POTUS for making sure everything that can be done will be done for Texas! ! 🇺🇸❤️🇺🇸
901594883072319488 2017-08-26 19:59:05 -0400 <BobConklin2> @realDonaldTrump Hard to tell whether that is delusion or sarcasm.
901594881155588096 2017-08-26 19:59:05 -0400 <OnABudget69> @realDonaldTrump You need to go already
901594873954004992 2017-08-26 19:59:03 -0400 <BaphometsReign> They need to make a hurricane after @realDonaldTrump, because like a hurricane he's nothing but air, no-one is happy to see him and (1/2)
901594873127723008 2017-08-26 19:59:03 -0400 <aprillwinter> @realDonaldTrump Donald you are doing an amazing job. Keep it up.
901594870917341185 2017-08-26 19:59:02 -0400 <dfs3660> @realDonaldTrump  #ImpeachTrump  #NotMyPresident  https://t.co/NV3XhNlrtO
901594870761963525 2017-08-26 19:59:02 -0400 <Lucinda33> @realDonaldTrump You suck as president please resign
901594868182601728 2017-08-26 19:59:02 -0400 <adamspotterson2> @billoreilly @rushlimbaugh @EboniKWilliams @KatTimpf @realDonaldTrump @AC360 This is Illegal, so is asking for a Hillary prosecution without all the evidence. @TheJusticeDept @PressSec   https://t.co/0yN7ezv59b
901594866139967489 2017-08-26 19:59:01 -0400 <MeltedMne> @EdKrassen @realDonaldTrump Yeah that guys not a sicko lmao your leader
901594865271791616 2017-08-26 19:59:01 -0400 <SammySpeaksUp> @tobybuckwyler @HillaryWarnedUs @Corinne0721 @realDonaldTrump We all lost. The fact you can't see beyond your own ego to see that speaks volumes.
901594863291871232 2017-08-26 19:59:00 -0400 <RwandanMgtow> @RealAssange @CMGTOW @TheDemocrats @realDonaldTrump Spot on
901594859999518721 2017-08-26 19:59:00 -0400 <StarsSpaceTrump> @ssswargo @RealAssange @BarackObama @realDonaldTrump OMG u are such a perfect human being with pure intentions . We should follow your footsteps and never make good jokes again. Corn ball libs
901594855008174080 2017-08-26 19:58:58 -0400 <ocsic09> @mfore0142 @sheila_turri @realDonaldTrump @FLOTUS @WhiteHouse QoT, that is so true and very unfortunate. The electorate advantaged states voters could not see or ignored the obvious facts of Donald.
901594852080496640 2017-08-26 19:58:58 -0400 <jeandiva> @realDonaldTrump I'm rooting for HIS team.  #25thAmendment  https://t.co/n1DKxVPDON
901594851615141888 2017-08-26 19:58:58 -0400 <verdetingo> @NancyLedford2 @IngrahamAngle @SpeakerRyan @realDonaldTrump We have to remember that he was the running mate from RINO mitt Romney they both have the rejection syndrome a couple losers full of envy
901594844904263680 2017-08-26 19:58:56 -0400 <TheNiceTheis> @RealSheriffJoe @jaketapper @realDonaldTrump You are butt. You tortured people for pleasure and/or your political career.
901594844312764416 2017-08-26 19:58:56 -0400 <eileenryan32> @joncoopertweets @realDonaldTrump @GOP It is like you read my mind! #ImpeachTrump
901594842853203969 2017-08-26 19:58:56 -0400 <katbalou120411> @EdKrassen @realDonaldTrump Ed yup they worked very well during Katrina 😉
901594841624317953 2017-08-26 19:58:55 -0400 <JelliDonut> @kylegriffin1 .@realDonaldTrump will never believe they're talking about him, so what's the point?
901594841099927553 2017-08-26 19:58:55 -0400 <PaulineCate1> @confusedabout @billoreilly @realDonaldTrump Obama broke the law, he never enforced the law💩. He's anti American. Plain and simple 👿
901594838612762625 2017-08-26 19:58:55 -0400 <carla_cassidy> @realDonaldTrump  https://t.co/JmNp8egfgd
901594836775575552 2017-08-26 19:58:54 -0400 <TheGospel9> @realDonaldTrump @DHSgov @FEMA_Brock @TomBossert45 @fema @WhiteHouse @WHNSC @LouisianaGov @GregAbbott_TX I'm the declaration of independence to you Donald Trump ...
901594836180115457 2017-08-26 19:58:54 -0400 <AP_Pana> @IngrahamAngle @SpeakerRyan @realDonaldTrump Through their twitter comments, you can easily identify who's part of the Establishment, Progressive and Real Conservative/Patriot.
901594835047538688 2017-08-26 19:58:54 -0400 <BooKerri> @elmerjfudd2012 @SheriffClarke @realDonaldTrump Racial Profiling and Racial Discrimination is bad and UNCONSTITUTIONAL. That POS Arpaio broke the law. -full stop-
901594835022475264 2017-08-26 19:58:54 -0400 <Infantry1775> @realDonaldTrump What do you care? You are too busy tap dancing around your lies!
901594830945476608 2017-08-26 19:58:53 -0400 <CacaMarieMrmaid> Hey @realDonaldTrump no one likes you and you need to stop
901594830941257729 2017-08-26 19:58:53 -0400 <bunnykittenpupp> @HugBoxxNinja @ElLosMateo @woodruffbets @realDonaldTrump Oh really? Wow thank you so much for your comment. You've totally changed my mind. NOT! Now run along home to your mommy little troll. 😂🖕🏼
901594828743614465 2017-08-26 19:58:52 -0400 <rhbaseball15> @IngrahamAngle @SpeakerRyan @realDonaldTrump Did Ryan speak out against Obama pardons Chelsea manning a traitor @SpeakerRyan should have no comment except for healthcare and tax reform
901594826063446016 2017-08-26 19:58:52 -0400 <jwrenn96> @doriemarie468 @AchtungDenny @UntilZeroDawn @The_Trump_Train @realDonaldTrump Let's make it mandatory to show I'd to vote and dems will never win another presidency
901594825513984001 2017-08-26 19:58:51 -0400 <GrammarPleaseee> @realDonaldTrump Have you ever considered... maybe you're fake news?? 🤔🤔
901594825396506625 2017-08-26 19:58:51 -0400 <mjrr12> @kontragolpes @realDonaldTrump Exito
901594824528285696 2017-08-26 19:58:51 -0400 <Cecicampos73> No digan después que no sabian, o que no lo dijeron @SenRubioPress @marcorubio @POTUS @realDonaldTrump @OEA_oficial @Almagro_OEA2015 @CIA  https://t.co/JHkPwlMIFH
901594820296273920 2017-08-26 19:58:50 -0400 <imasonmarley> @realDonaldTrump   https://t.co/2R3r99dtex
901594819142721536 2017-08-26 19:58:50 -0400 <Loulmd36> @realDonaldTrump you'll always have ur 34%. Such low standards Donald. Good News, the rest of us and history will never like you. #Justice
901594819121872897 2017-08-26 19:58:50 -0400 <notloislane> @737type @KeeganNYC @puppymnkey @realDonaldTrump care to explain what this means?
901594817855184897 2017-08-26 19:58:50 -0400 <Doc_Chuff> @realDonaldTrump And the head of FEMA is?
901594817498673152 2017-08-26 19:58:49 -0400 <karenlmw> We are proud of our @POTUS for giving a worthy American Patriot the pardon he deserves. @realDonaldTrump  https://t.co/ipa5bCTlEv
901594816923832320 2017-08-26 19:58:49 -0400 <izach120> @willclog18 @FO_ScottKacsmar @realDonaldTrump Most of that information you posted was either wrong or mis represented,
901594816424923137 2017-08-26 19:58:49 -0400 <jaahspike> @shirbach @ACLU @Mo_2015UK @realDonaldTrump I am sure he is very scared of this threat
901594814033956864 2017-08-26 19:58:49 -0400 <RGBPLAYER> Just more candidates for a @realDonaldTrump #SoCalledPresident to pardon, that I can tell you!  https://t.co/R49LjFPWiq
901594813761331200 2017-08-26 19:58:49 -0400 <Elthaveed> @IngrahamAngle @SpeakerRyan @realDonaldTrump Kind of tells you why he doesn't want to build a wall huh
901594813119819776 2017-08-26 19:58:48 -0400 <MaineEli> @michaeljknowles @POTUS @realDonaldTrump   https://t.co/opp16GvLaV
901594811274104832 2017-08-26 19:58:48 -0400 <Miiajimenez1> @realDonaldTrump Nooooo
901594810204557312 2017-08-26 19:58:48 -0400 <maddypdx> @monapaschal @realDonaldTrump @TRUMPMOMENTS1 Procedures in place for presidential pardons, and without support of his own DOJ. And, enacts his hateful transgender military ban. 4/
901594809474867202 2017-08-26 19:58:48 -0400 <coasterinoregon> @votevets @realDonaldTrump people know a disgrace when they see a disgrace operate😡
901594808715763712 2017-08-26 19:58:47 -0400 <juskika> @MSN 45 don't come to Texas leave us alone &amp; put someone in front of FEMA ! #stillnotmypresident @realDonaldTrump
901594807080034305 2017-08-26 19:58:47 -0400 <RKJ65> @realDonaldTrump Final results...  https://t.co/U8Zr8hMCKa
901594804785741832 2017-08-26 19:58:46 -0400 <RealPepeAyala> @Twitter tiene a @realDonaldTrump y @TwitterEspana tiene a... @ManuelBartual
901594804605394944 2017-08-26 19:58:46 -0400 <Shariem45> @deeluttrell1960 @FStockberger @JacobAWohl @realDonaldTrump more like Trump won go ahead and scream, he's a nightmare
901594803930095616 2017-08-26 19:58:46 -0400 <GGthinking> @realDonaldTrump @GovAbbott @fema @DHSgov 💙that's my POTUS! MY BARNIBUS for his fellow man thru thick &amp; thru thin!😘😇
901594803745546242 2017-08-26 19:58:46 -0400 <TheresaLovely23> @stilljimbo @RUBIOSURGING @Travis03427982 @RonaldDJones4 @KnucklDraginSam @LeoDube @unarosabianca13 @workbench59 @DemDebD @WTPatty @AndyAndy666 @TheGreatFeather @bbroo10 @hatehaters124 @PeterJReason @MillerPeakAZ @mama_sees @HorseShort @Lineman000001 @RARRRRR @eavesdropann @BillPeriman @BrotherVet @4yourvets @realDonaldTrump @worldtalker904 @DELPHIdreamWEvr @Trump_Regrets I find it very amusing lmao
901594798393622528 2017-08-26 19:58:45 -0400 <ilenej3212> @NancyPelosi @realDonaldTrump If they can do the job fine but NOT for paying for their sex changes and meds to stay that way
901594791783219200 2017-08-26 19:58:43 -0400 <jsay7526> @realDonaldTrump  https://t.co/GUb58j2gfB
901594781012373505 2017-08-26 19:58:41 -0400 <sjvandus> @realDonaldTrump ABC News is reporting the same thing. It must be fake. #DementedDonnie
901594779502297092 2017-08-26 19:58:40 -0400 <liltrumpyfella> @realDonaldTrump You suck
901594778667757568 2017-08-26 19:58:40 -0400 <julieschultzsnp> @JebBush Why can't you condemn @realDonaldTrump by name????  Why is this so hard for you and fellow republicans?
