831291858789789696 2017-02-13 18:59:58 -0400 <WKoffke> @realDonaldTrump @potus Leader of the new Swamp
831291730792153089 2017-02-13 18:59:27 -0400 <61_reality> @Mikel_Jollett @humblechristoph @realDonaldTrump @JustinTrudeau @cbslocal are you counting the illegals bud?
831291726484688897 2017-02-13 18:59:26 -0400 <Thelifeofsosa96> I feel like some Hispanic must have fucked @realDonaldTrump wife, she probably cheated on him. She never looks happy with him.
831291725415141376 2017-02-13 18:59:26 -0400 <JeevesReggie> Do you get the feeling that meeting @realDonaldTrump was slightly  nauseating to @JustinTrudeau, like he wanted a chemical bath asap?
831291723602989056 2017-02-13 18:59:26 -0400 <greggmcpherson> @TheRickWilson @JoyAnnReid that doesn't sound like the scrupulous @realDonaldTrump
831291722344828928 2017-02-13 18:59:25 -0400 <loriiseclectic> Trudeau is so much more handsome than @realDonaldTrump I give him a 9. I'd definitely grab his cock.
831291720629415936 2017-02-13 18:59:25 -0400 <RandySmithhart> The Republican Party needs to control their spoiled brat @realDonaldTrump. Maybe start with his boss, Bannon. Racist garbage.
831291717143904256 2017-02-13 18:59:24 -0400 <Pandadollbaby> .@SenWarren @realDonaldTrump @GoldmanSachs @WhiteHouse #DrainTheSwamp
831291716963491840 2017-02-13 18:59:24 -0400 <JillMaleson> @realDonaldTrump @IvankaTrump keep Ivanka out #incestmuch
831291716221169664 2017-02-13 18:59:24 -0400 <ShowMeGoodNews> @Fahrenthold @realDonaldTrump @washingtonpost  If this had been PBO all hell would have broken loose and impeachment hearings started.
831291714442760193 2017-02-13 18:59:24 -0400 <Maejewl> @realDonaldTrump You should listen to this, and then read the whole document... https://t.co/hayLOVjKbP
831291713599766531 2017-02-13 18:59:23 -0400 <LeonardDecant> @realDonaldTrump @JustinTrudeau Canadian PM did a great job in the joint press conference today. Our President...not so good.
831291710017851392 2017-02-13 18:59:22 -0400 <Truth247> @realDonaldTrump has been lying since he declared his run. Claiming he's deporting "hardened" crooks is a whopper. Moms &amp; Dads aren't crooks
831291701402537984 2017-02-13 18:59:20 -0400 <SASocialDems> @realDonaldTrump Dozens of people do not a big crowd make. The big crowds of people you saw despise you. Read the signs.
831291699850776576 2017-02-13 18:59:20 -0400 <smarternikel> @realDonaldTrump I don't like
831291696075960322 2017-02-13 18:59:19 -0400 <KadeBoone> @SenWarren @realDonaldTrump @GoldmanSachs @WhiteHouse Trumps big talk got him elected as president something you'll never do
831291695077654529 2017-02-13 18:59:19 -0400 <A_FantasticFox> Completely unacceptable. @realDonaldTrump is careless when it comes to actual issues of national security. This is NOT okay.  https://t.co/ns5rAXXfLy
831291694968668161 2017-02-13 18:59:19 -0400 <I_loveUSAmerica> cc:   President @realDonaldTrump  https://t.co/2PbT3asYL0
831291693886484482 2017-02-13 18:59:19 -0400 <TrilbyYates> @realDonaldTrump @JustinTrudeau what an embarrassment you are! Trudeau must have been cringing!
831291693668380672 2017-02-13 18:59:19 -0400 <WeAreFuse_> @ScottBaio @Nordstrom @IvankaTrump @realDonaldTrump funniest part of this tweet, you think they actually care. 😂😂😂 #moron
831291689893580801 2017-02-13 18:59:18 -0400 <JMcGarrey> @realDonaldTrump  https://t.co/4RB5bZS9Js
831291688794587136 2017-02-13 18:59:17 -0400 <SeanY35> @POTUS @realDonaldTrump @PatrickBuchanan as Chief of Staff would have the "establishment swamp" shaking in their boots.  @RogerJStoneJr ???
831291686521282560 2017-02-13 18:59:17 -0400 <JPerry655> @Joy_Villa @realDonaldTrump @MWPRinc Your very Welcome! Our dollars tell you more than all the whiny snowflake libs. God Bless America!
831291683337797632 2017-02-13 18:59:16 -0400 <WKoffke> @realDonaldTrump @potus #Taj MaWall 20% Tariff, no cheep fresh produce in late fall, winter or early spring.
831291681689501697 2017-02-13 18:59:16 -0400 <MaberryKara> @VP @MichelTemer didn't hang up on him right? Thanks one country doesn't hate us. YOU need to take ALL the calls! @realDonaldTrump
831291681290981376 2017-02-13 18:59:16 -0400 <miracle2x> @SenWarren @realDonaldTrump @GoldmanSachs @WhiteHouse He did.  Indirectly.
831291681240539136 2017-02-13 18:59:16 -0400 <Juliacsk> @SenBobCasey @temasls and did he do so at @realDonaldTrump's direction
831291680968019974 2017-02-13 18:59:16 -0400 <MissLin68640163> Yep, 'usually' or 'normally' are not words that can be applied to bumbling, &amp; hence, VERY DANGEROUS administration of @realDonaldTrump  https://t.co/VcCKJWkJfa
831291677981675520 2017-02-13 18:59:15 -0400 <1blessedbee> @agoodgoy88  @realDonaldTrump -please set up account on  https://t.co/RMasJdngzn until/unless #FakeTwitter stops sabotaging your followers.
831291670620676101 2017-02-13 18:59:13 -0400 <JohnMessmer> Shit just got real. Chachi just fired on Ft. Sumter. #MAGA #ImpeachTrump #FakePresident @realDonaldTrump   https://t.co/a6RiPwtLbN
831291669710589956 2017-02-13 18:59:13 -0400 <Dimondjim395> @realDonaldTrump @JustinTrudeau Donald!!! Keep Mike Flynn!
831291664538955776 2017-02-13 18:59:12 -0400 <DannyLeBlanc24> @congressdotgov @realDonaldTrump @pink_lady56 @immigrant4trump @The_Trump_Train @SteveMotley @VoteTrumpPics @3lectric5heep @Trumpified_King
831291658138484741 2017-02-13 18:59:10 -0400 <geo_grich> @realDonaldTrump I hope you keep Gen Flynn. He's done nothing that warrants losing his skills &amp; you have shown your loyalty to real friends.
831291657429610498 2017-02-13 18:59:10 -0400 <Dr_YuriAZhivago> @realdonaldtrump Unless U Root Out The CIA-FBI conspiracy 2 weaken UR admin; They Will Eventually Take U down. Keep FLYNN THEY WANT HIM GONE
831291652153106432 2017-02-13 18:59:09 -0400 <KeahouKona> @realDonaldTrump THINK OF THE SACRIFICES OUR MEN IN THE ATMED SERVICES ARE DOING TO KEEP YOU SAFE!!! Just so you can make idiotic remarks?
831291650437570560 2017-02-13 18:59:08 -0400 <MsDemaeanor> @WilliamMoran07 @A_M_Perez @POTUS @realDonaldTrump agree
831291646562013185 2017-02-13 18:59:07 -0400 <tabtwil> @POTUS @realDonaldTrump  @mike_pence  North Korea launches missiles and U still whine about voter fraud.  Seriously U Won!  Get over it!!!
831291644490063872 2017-02-13 18:59:07 -0400 <VegasCactus> @AC6511  WTF Not on MSM?   #Tucker #WattersWorld #CNN @cnnbrk @oreillyfactor @TuckerCarlson @FoxNews @seanhannity @realDonaldTrump
831291638706294784 2017-02-13 18:59:05 -0400 <BabzLWA> A great observation!  JT does not let DT take control of the handshake.  Classic!  I hate @realDonaldTrump.  Thank you @JustinTrudeau.  https://t.co/1QDyXLDLIL
831291636483239936 2017-02-13 18:59:05 -0400 <SmartestOmelet> @NewsyTweeter4u @realDonaldTrump Even police chiefs have come out against this EO. https://t.co/cRmM6dIat9
831291635673735172 2017-02-13 18:59:05 -0400 <ymverdi> @aarostew @Unitingtheunite @williamlegate @realDonaldTrump try to take out the best of them !
831291634461577216 2017-02-13 18:59:04 -0400 <michaelmooreUS> @realDonaldTrump @GOPHouse @CNN apresident that can't handle the truth...SO SAD!!!
831291634012676096 2017-02-13 18:59:04 -0400 <katwardphoto> There are many of us @RepAdamSchiff who have realized for over a year that @realDonaldTrump is not a balanced human being. Terrifying.
831291632792244224 2017-02-13 18:59:04 -0400 <MaherSarieh> #treason #Putinspuppet and @realDonaldTrump  https://t.co/KhqKOq3MP3
831291632024768514 2017-02-13 18:59:04 -0400 <marthalamartha> Si yo sería / fuera / seré PRESIDENTA de La Argentina haría / hiciese / haré lo mismo con LOS XILENOS Y KALIPOLIS CC/ @realDonaldTrump
831291629852045313 2017-02-13 18:59:03 -0400 <TrumpATeam> @AdrianaCohen16 @YahooNews @realDonaldTrump  neiman marcus a former client I lost interest helping them now and won't shop there neither
831291624839737344 2017-02-13 18:59:02 -0400 <impeachtinyhand> @PattyMurray @washingtonpost @realDonaldTrump @POTUS Trump is a TRAITOR #SCROTUS #NOTMYPRESIDENT
831291621295669248 2017-02-13 18:59:01 -0400 <reasoned_thot> @thehill @realDonaldTrump Wasting taxpayers money while enriching himself selling access to his club.  Really #MAGA.
831291618451939328 2017-02-13 18:59:01 -0400 <CallawayBOT> RT @Dlux_High RT @PaulMBanks: Hundreds moon #trumptower send message to @realDonaldTrump @POTUS to show his tax re…  https://t.co/hGQe8a3ZpN
831291617675984898 2017-02-13 18:59:00 -0400 <SharonPineo> @realDonaldTrump @JustinTrudeau We support you President Trump!
831291612315734016 2017-02-13 18:58:59 -0400 <nerfect> @realDonaldTrump #wrong
831291612265340929 2017-02-13 18:58:59 -0400 <KatietheKeeper> @realDonaldTrump whatever happened with your CHILD RAPE Case??? https://t.co/Ujhp6LvCS5
831291611325857793 2017-02-13 18:58:59 -0400 <ldcl35> @realDonaldTrump @WhiteHouse @JustinTrudeau And he resisted your "I'm an asshole" handshake. That is awesome :)
831291604556201984 2017-02-13 18:58:57 -0400 <KJThibault> @kimmurphy100 @NPR @realDonaldTrump  What? :-D
831291604241629185 2017-02-13 18:58:57 -0400 <Terry24681865> @realDonaldTrump God has your back! Day 113 - DynCorp Harvest, Killing Is Good Business, Part 2  https://t.co/9sv9DjEAYy via @YouTube
831291603113238528 2017-02-13 18:58:57 -0400 <LucyDominak1> @AynRandPaulRyan @realDonaldTrump @WhiteHouse @JustinTrudeau that's cuz he is
831291602308124672 2017-02-13 18:58:57 -0400 <JoeCoolSpivey1> @Sed8Doc @MarkPygas @realDonaldTrump but you forget it's only been 3 weeks just three weeks
831291601229996032 2017-02-13 18:58:57 -0400 <BWTEIM> MT @TeriGRight: @realDonaldTrump must keep his promise to #StopCommonCore!  https://t.co/MZmdsBTVBb #KeepYourPromise #PJNET
831291600659738624 2017-02-13 18:58:56 -0400 <LucaBlight8> @realDonaldTrump repair Obamacare.
831291598147375105 2017-02-13 18:58:56 -0400 <FawkeEU> @TIMGOLDFINCH @purpleline @realDonaldTrump Costs move to the highest tax rates to dilute profits
831291597132296193 2017-02-13 18:58:56 -0400 <wnpr> Join our live town hall on the local press in a @realdonaldtrump presidency -- watch on Facebook now:  https://t.co/tEtwUghd1J
831291592363347968 2017-02-13 18:58:54 -0400 <Mel6141> @realDonaldTrump has someone put U on a Twitter time-out? Are U on the naughty chair? Has someone been making bad choices again? Poor Trumpy
831291585530826752 2017-02-13 18:58:53 -0400 <RKJ65> @yojeeves @catsu @realDonaldTrump that's because they know positive trump tweets come from bots.
831291583815438336 2017-02-13 18:58:52 -0400 <DKazuti> @AzurePatriot @POTUS @realDonaldTrump love the pix
831291583744077827 2017-02-13 18:58:52 -0400 <psychopappy1961> @SenWarren @realDonaldTrump @GoldmanSachs @WhiteHouse  https://t.co/dWfr6G7RTP
831291573027663872 2017-02-13 18:58:50 -0400 <ThisIsAmerica31> @ScottBaio @Nordstrom @IvankaTrump @realDonaldTrump @DonaldJTrumpJr @EricTrump lol Scott. Nobody care about you. Who are you by the way?
831291571723079680 2017-02-13 18:58:50 -0400 <RiskyTweets> @cagney1991 @keithboykin @realDonaldTrump lol @ Trumputin. 😂.  That's just beautiful. 🏆
831291571664482304 2017-02-13 18:58:49 -0400 <MaryAnnDrumpf> @nprpolitics @realDonaldTrump I told u. Prepare for these news conferences. U sounded like an imbecile"give ourselves every bit of chance"!?
831291570754314241 2017-02-13 18:58:49 -0400 <beignet4611> @realDonaldTrump @JustinTrudeau isn't it nice talking to intelligent and compassionate people for a change? You &amp; your WH  are an angry lot
831291570691280896 2017-02-13 18:58:49 -0400 <mountainmancol> @ananavarro @realDonaldTrump  Who is Biggest Liar ? Trump or WH Advisor? Both need medical attn for Habitual Liars and Paranoid executives.
831291570611556352 2017-02-13 18:58:49 -0400 <Fourinchevil> @JustinTrudeau @realDonaldTrump I apologize for the gross lack of savoir faire of DJT in putting Mexico down in your presence
831291567524741121 2017-02-13 18:58:49 -0400 <francis00541397> @realDonaldTrump MR.TRUMP SOS VENEZUELA. NARCO GOBERMENT, ILEGAL PASSPORTS EMISSION,HHRR VIOLATIONS, VENEZUELAN MILITARY SOLD,HUNGER. DO SO-
831291567059120128 2017-02-13 18:58:48 -0400 <PeppaSnout> @realDonaldTrump LOVE TRUMP FOR PRESIDENT 2016-2024 WOOOOOOOOO
831291565339471872 2017-02-13 18:58:48 -0400 <MrCleanSr> @realDonaldTrump @Mathiasian this is fake
831291562504155136 2017-02-13 18:58:47 -0400 <cnutts84> @Finishedlast77 @CNN @realDonaldTrump lol riiiight. Betas don't run billion$ companies &amp; win the presidency. Maybe that's why u finish last?
831291559337394181 2017-02-13 18:58:47 -0400 <1HalfFull> @realDonaldTrump @DonaldJTrump45 @SpeakerRyan @SenateMajLdr @mike_pence Please do not rescind Stream Protection Rule!
831291557470953473 2017-02-13 18:58:46 -0400 <ymverdi> @aarostew @Unitingtheunite @williamlegate @realDonaldTrump well some time its right but trump is very impatience for faillers so he would
831291556556480512 2017-02-13 18:58:46 -0400 <braydenpierce> @Slate that vanity rules his thoughts more than making the world a better place.  Wake up, please!  The world needs you to @realDonaldTrump
831291554945982465 2017-02-13 18:58:46 -0400 <andikoller1> @realDonaldTrump you are very unpopular
831291550147690497 2017-02-13 18:58:44 -0400 <UnqualifedPrez> @AP not only does @realDonaldTrump like 2 grab pu$$y he IS one! If Mr President Obama had avoided tough questions Reps would've vilified him
831291549367562240 2017-02-13 18:58:44 -0400 <BlackIrishI> @KevinHickie @realDonaldTrump no, he said he had a conversation. What I want to know is who is listening and who is leaking?
831291549325602818 2017-02-13 18:58:44 -0400 <MBershod> @sarahkendzior hey @realDonaldTrump you might want to cut back on that KFC, and do something with that fucking hair
831291549300379652 2017-02-13 18:58:44 -0400 <NamasteKuba> @m_altayer @realDonaldTrump @TurkiAldakhil @AlArabiya_Eng trump hotel and oil....same old story from "the Swamp Monster"
831291548553846786 2017-02-13 18:58:44 -0400 <RoshDangIt> @RepAdamSchiff @Riddled45324 @realDonaldTrump ... at the path they're going, 4 years. Please, DO SOMETHING!!!
831291546515423232 2017-02-13 18:58:43 -0400 <peacefulharbor> @realDonaldTrump Pease stand by Gen Flynn
831291546372755457 2017-02-13 18:58:43 -0400 <ironclaws101> @KellyannePolls @TelegraphNews  @politico @cnnbrk @realDonaldTrump he keeps forgetting to tweet about it. I will repost weekly until he does
831291545647194112 2017-02-13 18:58:43 -0400 <Ethos_GMU> So much for bettering American trade @realDonaldTrump #Mexico #mondaymotivation #corn #farming #international #trade  https://t.co/YEtukUGz9p
831291544414007296 2017-02-13 18:58:43 -0400 <Kittens4Trump> @cvpayne @realDonaldTrump  those dolt judges trying to stall. I say rewrite immigration order &amp; move on.  Security of this Usa comes first
831291541524271104 2017-02-13 18:58:42 -0400 <TheMaxRoth> @realDonaldTrump God will protect You in all Your efforts, because You are the only true man for this duty. God bless You and Your Family!
831291538940506112 2017-02-13 18:58:42 -0400 <LeighCraddock> @ScottBaio @Nordstrom @IvankaTrump @realDonaldTrump @DonaldJTrumpJr @EricTrump @MrsScottBaio Why did they dump the line? Was it sales?
831291536969183232 2017-02-13 18:58:41 -0400 <sogoodcharlotte> @VP @MichelTemer Have you spoken to anyone about the danger posed to our country by @realDonaldTrump
831291536092561410 2017-02-13 18:58:41 -0400 <abomweaver> @realDonaldTrump Don't feed the sharks, Gen. Flynn is a good man and knows his business, I don't believe he would do any harm to admin
831291535752847360 2017-02-13 18:58:41 -0400 <UniteWomenSC> WH Sends Mixed Signals About Confidence in Michael Flynn  https://t.co/zDVDWRkN0i  We're not so confident in you either, @realDonaldTrump
831291535031361536 2017-02-13 18:58:41 -0400 <BreeceTweets> @realDonaldTrump you could also send a message to the world that America can lead the fight against the effects of climatic change, wink.
831291533785780225 2017-02-13 18:58:40 -0400 <lala111116> It is so Good !! @realDonaldTrump @EPN !! 👍👍👍👍👍👍  https://t.co/4aSBHEQzgA
831291533475274753 2017-02-13 18:58:40 -0400 <yoyobaba> Justin's "boots" were probably not the article @realDonaldTrump was planning on sucking ... just sayin'.  https://t.co/m6beYxoIbO
831291533022330883 2017-02-13 18:58:40 -0400 <kitts_ann> @realDonaldTrump make a go fund me page. I bet people will support it.
831291528685432832 2017-02-13 18:58:39 -0400 <dogmomangie> @thelittleidiot @realDonaldTrump or maybe u believe the conspiracy theory about Nazi's in Antarctica with UFO's 👽
831291524545646596 2017-02-13 18:58:38 -0400 <WKoffke> @realDonaldTrump @potus #TajMaWall 20% Tariff, no more Dos Equis, Corona, tequila or limes.
831291524147269632 2017-02-13 18:58:38 -0400 <AliceEngle3> @VotTrump @realDonaldTrump Flynn is a good man. So glad R @POTUS is standing by him!
831291521752260608 2017-02-13 18:58:38 -0400 <NoteFromSELF> @realDonaldTrump @MCuban Mark Cuban would be a MATURE president. You should try it.
831291521202786304 2017-02-13 18:58:37 -0400 <61_reality> @humblechristoph @Mikel_Jollett @realDonaldTrump @JustinTrudeau breaking news, it was 9 M 3 minutes ago. Haha
831291520217018368 2017-02-13 18:58:37 -0400 <IAmResidentEvil> You got it bad!! @realDonaldTrump  https://t.co/0DYOyEgUsL
831291512373858304 2017-02-13 18:58:35 -0400 <NancyIndeed> .@realDonaldTrump #StephenMiller  https://t.co/YOacsrtwDJ
831291510377308160 2017-02-13 18:58:35 -0400 <cad2976> @marthalamartha @realDonaldTrump Pero mami, Quien le limpia los TOILETES??? Me vuelvo loco!
831291507382566913 2017-02-13 18:58:34 -0400 <leavonjune1> @realDonaldTrump THE SAME 7 COUNTRIES THAT GENERAL WESLEY CLARK SAID WERE TARGETED BY THE CIA AND BUSH 20 YEARS AGO TO "TAKE OUT"
831291502739415040 2017-02-13 18:58:33 -0400 <PETERRECCHIA72> @iknowimbitter @marburyjack @realDonaldTrump @Twitter Are you Questioning my Life long support of African American services?
