947618369766920193 2017-12-31 18:59:59 -0400 <lindamarc47> @JacobAWohl @realDonaldTrump OMG...I
947618333586870273 2017-12-31 18:59:51 -0400 <cannoli6969> @SheriffClarke @realDonaldTrump In Sheriff David Clarke’s jail, water was kept from mentally ill inmate for 7 days before he died of dehydration. Lock him up!
947618333314007040 2017-12-31 18:59:51 -0400 <ChrisLeeTM> @realDonaldTrump Happy New Year from Cornwall England President @realDonaldTrump 🎊🥂
947618333083418624 2017-12-31 18:59:51 -0400 <IndivisibleVV> @realDonaldTrump   https://t.co/gxC7kZD4Iy
947618332685094912 2017-12-31 18:59:51 -0400 <jcdusse06> @realDonaldTrump You are making america distateful again!!! You big dotard
947618331095310337 2017-12-31 18:59:50 -0400 <JonathanDona87> @RealJamesWoods @realDonaldTrump That's why he bragged about an outlying 46% approval rating right?
947618330675838976 2017-12-31 18:59:50 -0400 <ExtremismIsBad> @AlexMohajer @womensmarch @realDonaldTrump Totally wrong. They're all completely different.  Trump being president is not the same as mullahs in Iranran. That is a terrible terrible comparison.  Hopefully you're just being sarcastic because that's the only way your comment would make any sense.
947618330470383617 2017-12-31 18:59:50 -0400 <JJussely> @maimoiky @sassygayrepub @realDonaldTrump If you only knew. Actually you could if you would take your head out for a week
947618330151673856 2017-12-31 18:59:50 -0400 <nettiemacmi> @_NotFakeNews_ @realDonaldTrump .@realDonaldTrump  https://t.co/1yLgJKlHiR
947618329597898752 2017-12-31 18:59:50 -0400 <PapionPrincess1> @realDonaldTrump It will be great if we all wake up tomorrow and realize this past year was all a nightmare! Please someone anyone take his phone away!!!
947618329576947713 2017-12-31 18:59:50 -0400 <Greatgrandmausa> @realDonaldTrump Yes, we are!
947618329543499777 2017-12-31 18:59:50 -0400 <Moonie3474> @JacobAWohl @realDonaldTrump Obama again
947618328884989952 2017-12-31 18:59:50 -0400 <duderomalley> @realDonaldTrump  https://t.co/Nx4PriNDne
947618328549486594 2017-12-31 18:59:50 -0400 <robinsreign1> @realDonaldTrump HAPPY NEW YEAR Mr. President!!! 🍾🎉🎉🤗😘😘🇺🇸
947618327911952384 2017-12-31 18:59:49 -0400 <Zainiac1> @realDonaldTrump Happy BLUE Year, thanks to your horrible stewardship of our democracy!  https://t.co/uyowX7isjJ
947618327769354242 2017-12-31 18:59:49 -0400 <maryhar31109354> @realDonaldTrump but they can't have a nuke  n. Korea on the other hand. Russia got a lot of human abuses. You OK with that because dossier
947618326787870720 2017-12-31 18:59:49 -0400 <Dantheman752> @Cactusjeff1 @AdamsonKathleen @realDonaldTrump You speaking the truth
947618326653624321 2017-12-31 18:59:49 -0400 <4cats412> @hexidecimo @shoot38special @realDonaldTrump No it isn't irrelevant. It shows character. He was too cowardly to do his duty, allowing others to take his place and perhaps die. Yet he mocks a POW and a gold star family. That's relevant !!
947618324308987904 2017-12-31 18:59:49 -0400 <zavanna23> @realDonaldTrump   https://t.co/V4Ol7esZUw
947618323927314434 2017-12-31 18:59:48 -0400 <lissaa909> @realDonaldTrump Delusional
947618323067494401 2017-12-31 18:59:48 -0400 <EllynYoung29> @realDonaldTrump Plz just  resign
947618323021418497 2017-12-31 18:59:48 -0400 <Qisleyk> @Alt_FedEmployee @realDonaldTrump If you mean @BarackObama , yes, he was such an awful (probably the worst) president, that he bowed to the Iranian terrorist regime, and handed over them pallets of cash.
947618319758254080 2017-12-31 18:59:47 -0400 <JRBanTwittler> @realDonaldTrump Actually not that fast.  Too much golfing dude!
947618318609010689 2017-12-31 18:59:47 -0400 <KA0STHRY> @TomWellborn @realDonaldTrump He’s not brain dead just dumb. That’s what makes him so dangerous.
947618315723313152 2017-12-31 18:59:47 -0400 <JSWMagee> @realDonaldTrump Trump - you are awesome. There are a great many of us that give you 👍👍👍👍👍
947618315370983427 2017-12-31 18:59:46 -0400 <skypeople63135> @MaggieJordanACN @realDonaldTrump   https://t.co/DErY3Ywe40
947618315341631488 2017-12-31 18:59:46 -0400 <bosco44> @realDonaldTrump News flash asshat- America was never NOT great. You are leading the charge to its degradation!
947618313072504835 2017-12-31 18:59:46 -0400 <divinejudge1> @realDonaldTrump 2018 will be better than 2017 is we leave the #UN and evict them from #NYC
947618312372019200 2017-12-31 18:59:46 -0400 <sbnesmith> @realDonaldTrump Happy new year to you and your family!
947618310652350464 2017-12-31 18:59:45 -0400 <rizsrug216> @realDonaldTrump @trumps_feed What a wacko.   You surpassed $100 million is vacation and golf expenses faster than anyone ever thought.  And your admin has been fired or quit faster than we thought
947618309855371265 2017-12-31 18:59:45 -0400 <TRucho510> @realDonaldTrump 😂😂😂😂😂😂
947618308714565632 2017-12-31 18:59:45 -0400 <gingerbradman> @CROWENATION2016 @realDonaldTrump The Blue Wave coming will Trump the storm  https://t.co/vnf48rkpuX
947618306738896896 2017-12-31 18:59:44 -0400 <BigglesDad> @danpfeiffer @LiberalMormon @realDonaldTrump Good one.
947618306059653122 2017-12-31 18:59:44 -0400 <bowers_lane> @realDonaldTrump Thank you Mr President!!!!
947618305547710464 2017-12-31 18:59:44 -0400 <HamedAwad9> @realDonaldTrump   https://t.co/8Naawh485K
947618304801243136 2017-12-31 18:59:44 -0400 <wyllyf> @ShannonAnnMAGA @dmaxter1200 @mar0mahi @ThePerezHilton @realDonaldTrump @dcsheriff Exactly! It SHOULD fall to the LOCAL leaders/govt. Feds can help but states should help themselves foremost.
947618304667017217 2017-12-31 18:59:44 -0400 <sherop> @realDonaldTrump A great new year, will be when you are in prison
947618303043948544 2017-12-31 18:59:43 -0400 <David19460497> @realDonaldTrump Happy new year to you also mr president
947618302150488064 2017-12-31 18:59:43 -0400 <james_delise> @erikforCO @realDonaldTrump Yes! Like mike Brown was good people as well!!! Lmao.
947618301907218433 2017-12-31 18:59:43 -0400 <cjlala> @realDonaldTrump So does that mean you will be resigning tonight?? 🎊🎉💝
947618301856964609 2017-12-31 18:59:43 -0400 <BodieMason> @realDonaldTrump   https://t.co/iUfBxKlCcE
947618300850245634 2017-12-31 18:59:43 -0400 <srhandres1> @realDonaldTrump Resign, DOTARD.
947618294768521221 2017-12-31 18:59:42 -0400 <DeeMariefromSC> @Roscoe_Notrub @TrefaultPaulina @DuszaLukasz @realDonaldTrump   https://t.co/ITMwde0dwC
947618294751809537 2017-12-31 18:59:42 -0400 <BetOnBlack21> @realDonaldTrump Mueller ain’t going away Donnie! 😂
947618294181216258 2017-12-31 18:59:41 -0400 <msfit02> @realDonaldTrump @POTUS You ungracious human being.
947618293321416704 2017-12-31 18:59:41 -0400 <bcash613> @realDonaldTrump So glad that we can say Happy New Year again thank you so much!!  https://t.co/yjoEgvHazX
947618291555753984 2017-12-31 18:59:41 -0400 <jeanie31199> @Valenti317 @realDonaldTrump No bots!
947618290968428544 2017-12-31 18:59:41 -0400 <ringwac> @realDonaldTrump You crack me up.  https://t.co/OoAYjuXCu4
947618287629635584 2017-12-31 18:59:40 -0400 <rickcastaneda52> @realDonaldTrump @dcsheriff Funny,if you cared so much then why are all yur letters of condolences worded exactly the same,What do U do?take one off the stack an somebody stamps yur name?Yup couldn't remember the names 2 min.after,if you even see the news,Yur the fake..totally
947618287432687616 2017-12-31 18:59:40 -0400 <Lindalo62382451> @Valenti317 @realDonaldTrump Huh by debacle do you mean the recession Obama  got us out of. We were close to a bear market with stocks, hemorrhaging jobs.  In a senseless war that Bush got us in just to name s few!
947618287369699329 2017-12-31 18:59:40 -0400 <vowelmovement> @Khmboo @GinnaMartin3 @ColumbiaBugle @realDonaldTrump You would! The sad thing is is that these could very well be real people lost in a fog of misinformation and crippled with mental illness. Scary times.
947618286744801281 2017-12-31 18:59:40 -0400 <heidiho18> @realDonaldTrump The country may be smarter but you and your grown children get dumber by the day! "daddy" pulls all the strings, they are all mini trump puppets.
947618286564384768 2017-12-31 18:59:40 -0400 <ChrisMar66440> @realDonaldTrump Simply saying it over and over won’t make it true. Moron.
947618285998161920 2017-12-31 18:59:39 -0400 <stakessweeper> @elizjohn16 @DevinCates @WalkofShameBand @realDonaldTrump No poll ever said 65% for Clinton.
947618285851463680 2017-12-31 18:59:39 -0400 <Skoljic1> @realDonaldTrump Wow we are already great again!! How did that happen? Ohh my ! We are winning like crazy. You are the bestest president ever. No one be can ever be better than you.
947618285331259392 2017-12-31 18:59:39 -0400 <Howboutthat7> @RealJamesWoods @davidjlynch @realDonaldTrump Bullsh!t! He’s lining his pockets and making his friends rich. You are drinking the magic juice if you actually believe that crap
947618284186296320 2017-12-31 18:59:39 -0400 <Flysten> @realDonaldTrump 😂🤣 @ Haters and 'Grow Smarter' - I am slowly believing the concept of the Matrix.
947618283825414144 2017-12-31 18:59:39 -0400 <matthewg827> @Doreen58 @PrevFromBurgh @lafloran @FranCastric1 @xdelmar59 @elizabethforma @realDonaldTrump Sanders gets involved because the ability to run as an "Independent" isn't an option. Sanders was responsible for proving that one can finance their election with small donations made by individuals and didn't become a corporate shill by accepting their donations or agendas.
947618283255103489 2017-12-31 18:59:39 -0400 <Bidgeline3> @realDonaldTrump Happy New Year Mr president make America great again.  https://t.co/mODPVN6mFe
947618282047127552 2017-12-31 18:59:38 -0400 <MrHateAll> @realDonaldTrump That explains why China and Russia are so quick to vote for sanctions on North Korea!! “Let’s vote with US because it mean shit to us, we’ll sneak North Korea with everything needed to destroy US”. @mike_pence
947618281376178176 2017-12-31 18:59:38 -0400 <Mingcat> Why? Do something against this chump? @SpeakerRyan @SenateMajLdr @HouseGOP @SenateGOP @DevinNunes  @LindseyGrahamSC @realDonaldTrump  https://t.co/mUbwaP7M20
947618281359159298 2017-12-31 18:59:38 -0400 <Itssofun6> @realDonaldTrump If only they had a net neutrality law to prevent this kind of thing...
947618277454503937 2017-12-31 18:59:37 -0400 <PamelaKGilliam8> @AlexMohajer @womensmarch @realDonaldTrump Wha? That's insane. Liberalism IS oppressive! Women in Iran are dying to escape the oppression your hero #Obama helped expand! Trump wants to help FREE people from oppression! #NeverLiberal
947618273662607362 2017-12-31 18:59:36 -0400 <MoMan60> @tizzywoman @Eykis @RhutaBhayga2 @Micah0118 @chillibeanboy @SusanGlamMom @mindyanns @exoticgamora @teresa_atHome @B52Malmet @SJW_Resistor @Mean_Adam #NoWallJustBARS for @POTUS @realDonaldTrump   #NoWallJustBARS #NoWallJustBARS #NoWallJustBARS #NoWallJustBARS #NoWallJustBARS #NoWallJustBARS  https://t.co/hThLSgcDJO
947618273348276224 2017-12-31 18:59:36 -0400 <zavanna23> @realDonaldTrump   https://t.co/6Dzwx4hjg0
947618272286990336 2017-12-31 18:59:36 -0400 <bethbrooks37> @TheOfficialPORP @KevinLevin @realDonaldTrump But why pick on girls? Why not just 12 year old?
947618272135933952 2017-12-31 18:59:36 -0400 <IranW90> @realDonaldTrump Well done. Keep bashing the mullahs . They are barbaric
947618271729147904 2017-12-31 18:59:36 -0400 <offdorkstrom> @realDonaldTrump EAD!!!!
947618269615157249 2017-12-31 18:59:36 -0400 <starxor> @realDonaldTrump С Новым годом!
947618268986118144 2017-12-31 18:59:35 -0400 <heidimgarman> @NASA You and your attempts to deceive are absurd. An expensive lie. @NASA needs to be defunded. Will you put that on your agenda @realDonaldTrump please?
947618268977692672 2017-12-31 18:59:35 -0400 <DianaJManwaring> @rakitoon @realDonaldTrump @DewsNewz @POTUS Thank you!  I agree that tptb believe people like me are leeches, but you know what?  I'd say tptb are leeches that suck up the resources belonging to the American people.  They vote themselves pay rises, while We the People do not.  Esp. those on Social Security or SSDI.
947618268570845186 2017-12-31 18:59:35 -0400 <rightinillinois> @DebbieRhoden57 @realDonaldTrump They way you vote and you standing against people who struggled during the Obama years are what is wrong with the country.
947618268361175041 2017-12-31 18:59:35 -0400 <RobertCarrudo> @realDonaldTrump Happy New Year's mr. P to you, your family and Administration
947618267958530049 2017-12-31 18:59:35 -0400 <jps8nascar> @milehighspice @sassygayrepub @realDonaldTrump And working
947618267476115457 2017-12-31 18:59:35 -0400 <LindaSlattery8> @TheRynheart @realDonaldTrump He didn’t win New Jersey or New York. Does he take names or keep score on such things? He couldn’t possibly so petty, could he? 🙄
947618266687705089 2017-12-31 18:59:35 -0400 <cfb_king> @realDonaldTrump #idiot
947618266213699584 2017-12-31 18:59:35 -0400 <lesterginkins> @realDonaldTrump @WSJ Money in your pocket. Show us your tax returns #TaxScamBill
947618266012311552 2017-12-31 18:59:35 -0400 <AlanGCasey> @realDonaldTrump Guess what? You’ve been tangoed ya bum!
947618264049369088 2017-12-31 18:59:34 -0400 <Freever_> @realDonaldTrump   https://t.co/wvgiB42M7o
947618263495794688 2017-12-31 18:59:34 -0400 <JudyThiele1> @realDonaldTrump Happy New Year, Mr. President!
947618263315267584 2017-12-31 18:59:34 -0400 <alamo889> @RealJamesWoods @realDonaldTrump To him, America was a company that was in trouble that the American people hired him to fix. Leftists will will never comprehend that..
947618262870667264 2017-12-31 18:59:34 -0400 <fliesc1> @seanhabnnity @FoxNews @realDonaldTrump @TuckerCarlson @Cernovich  https://t.co/Ns7XidylWQ
947618262262714368 2017-12-31 18:59:34 -0400 <MichaelForslund> @AlanLondonCity @realDonaldTrump Lol, for what?
947618261222526976 2017-12-31 18:59:34 -0400 <HexHandsofevil> @advsearchexpert @elizjohn16 @DevinCates @WalkofShameBand @realDonaldTrump From a statistical point of view 7% probability is a perfectly normal occurrence. Unlikely, but reasonable. This doesn't disprove the accuracy of the polls, or their validity. She did win the popular vote, which the polls also predicted. (I'm aware we use electoral college)
947618261033799681 2017-12-31 18:59:33 -0400 <Jill1876> @JacobAWohl @realDonaldTrump Yes it is possible. And hopefully the next president loves America..
947618260450557952 2017-12-31 18:59:33 -0400 <mighty_zeppelin> @realDonaldTrump Thanks for saving Merry Christmas...oops  https://t.co/bfN8AWS9AT
947618259070746624 2017-12-31 18:59:33 -0400 <criticallister> What ever happened to Robert Trump, @realDonaldTrump ‘s younger brother who used to be big in the Trump Organization? THERES DEFINITELY A STORY THERE. Don’t hear about Blane (divorced) much either. 🤔
947618258022170624 2017-12-31 18:59:33 -0400 <Moonie3474> @JacobAWohl @realDonaldTrump Are you still talking about Obama
947618256382189568 2017-12-31 18:59:32 -0400 <paulbustamant11> @realDonaldTrump thank MR. President GOD with you in that you do
947618256080207872 2017-12-31 18:59:32 -0400 <mnissan22> @JacobAWohl @realDonaldTrump   https://t.co/plq3vNkrD1
947618255711195136 2017-12-31 18:59:32 -0400 <BodieMason> @realDonaldTrump   https://t.co/fC1v89VDg6
947618255442718720 2017-12-31 18:59:32 -0400 <DrewCottingham> @DayJreamer @advsearchexpert @elizjohn16 @DevinCates @WalkofShameBand @realDonaldTrump How did that work out for you?
947618254389895168 2017-12-31 18:59:32 -0400 <dwelch57> @realDonaldTrump Boy your dementia is showing today!!!!!!!  https://t.co/A3jrbSRJao
947618253261692929 2017-12-31 18:59:32 -0400 <Jorgepino> @SenBobCorker @IvankaTrump @realDonaldTrump Lets not forget #CorkerKickback
947618253240721409 2017-12-31 18:59:32 -0400 <SusanMott> @Alyssa_Milano @therbee @realDonaldTrump Girl you have real issues - we put up with Obamas division that set this country back 60 years with racism and a trashed our economy and you think Trump is bad - you have no clue wth you are talking about - get over yourself and quit the cry baby routine - grow up !!
947618252863057923 2017-12-31 18:59:32 -0400 <MAGATRUMPWINNER> @realDonaldTrump 💁🏼 True &amp; Brave freedom fighters fighting oppression. Not 👏🏻 fake 👏🏻feminists howling at the the sky because their feelings are hurt. 💅🏼 Take note weirdo #liberals   https://t.co/1X1NqBKS79
947618251202351105 2017-12-31 18:59:31 -0400 <CarolM39> @egopanthers @DumDems @realBrianReid @hersheydenise1 @jlhb45 @JavaJoeHam5 @Joan_of_Snarc @HorseShort @velvetrose15 @6has6ceh @domitton @JoanneColombo @KazmierskiR @momof24u @stephenmartel4 @Carolde @Smoot6985 @timc3737 @sjh2222 @genuke1 @swebs @FreedomPilgrim @EricMoo91919605 @HillaryGuess @Fanoffreedoms @Justice41ca @Trumpenceflynn @JeniferJuniper1 @KoichicCheryl @NaomiBurke18 @nayla0522 @C2m1ll3 @gr8tjude @Melody_Va @FemalesForTrump @letmebePaco @SFCGrambo @Juda_Ephraim @HMIBBook @realDonaldTrump @POTUS @ReaganCoalition @Tomahawk903 @YaNative @SenateMajLdr Same to you, Fuzzytop! Let's enjoy the new beginning celebrations and forge ahead. Lot's of work in 2018 to demolish the dems in the elections ahead 😎#MAGA #USA🇺🇸 #AmericaFirst #UnitedWeStand #ProudAmerican #DrainTheSwamp #AmericanSpirit🇺🇸 #TrumpPatriot #Americanism
947618245430992896 2017-12-31 18:59:30 -0400 <MichaelHFrazie2> @realDonaldTrump Wow!!! R u delusional. When was America NEVER great....I mean after 1867? U've got to be at least 1 of the most disliked people on the face of earth. Ur approval rating probably would match any of predecessor. Sad. I hope the public will only hv 2 deal w/ u at least 1 more yr.
947618245036707841 2017-12-31 18:59:30 -0400 <antoniodjtone> @realDonaldTrump There is no one that can hate quite as much you do pal. You hold that patent and title extremely well Mr. Trump.
947618244029845506 2017-12-31 18:59:29 -0400 <AustinMidBuzz> @realDonaldTrump @dcsheriff And how do you control guns? If you stop a legally armed citizen who can't save someone because you have taken his guns away, then all the bad guys still have guns. Illegally I may add. Hiding guns is easy. Especially when they are ghosts guns everywhere. No way to track them.
947618243518369793 2017-12-31 18:59:29 -0400 <GregGraffis> @realDonaldTrump 🖕
947618242918535168 2017-12-31 18:59:29 -0400 <maria_russo> @TeaPainUSA @realDonaldTrump What's even more insane is that people who voted for Trump did - not - care. They did not care that he lied. They did not care that he had 3 wives. They did not care that he is a swindler. They did not care that he is hooked to mafia...did not care that he is a sexual predator.
947618242725662720 2017-12-31 18:59:29 -0400 <1MaidenHell> @danpfeiffer @realDonaldTrump When the newspaper comes out he'll have a printed version of Arby's menu. That's the only thing he reads.
947618241811116033 2017-12-31 18:59:29 -0400 <Carolyn59G> @realDonaldTrump Jacob. Get off your knees
947618239760171011 2017-12-31 18:59:28 -0400 <Steinbeckfan1> Hmmm.  Some like to say that economic gains are because of tRump. @realDonaldTrump  https://t.co/NoizH3RCHo
947618239563132929 2017-12-31 18:59:28 -0400 <MohanMNair> @realDonaldTrump Happy New Year Mr President. Hope you will be able to implement many more  progressive legislations during 2018 and the job and employment market will continue to be bullish.
947618237855993857 2017-12-31 18:59:28 -0400 <Beanie_hayes> @realDonaldTrump   https://t.co/FVDpkcWC1g
947618237344129024 2017-12-31 18:59:28 -0400 <Drubulous> @realDonaldTrump Trumple is destroying your country bit by bit people. Wake up America (the 30 odd % who actually endorse this clown).
947618237222653952 2017-12-31 18:59:28 -0400 <kezgidz> @realDonaldTrump Your still in 2017 when most countries are in 2018, you ain't that great, behind times
947618236828237824 2017-12-31 18:59:28 -0400 <RandySF45> @realDonaldTrump A fake New Year wish from a fake president.
947618235590967297 2017-12-31 18:59:27 -0400 <Disciple_1776> @JacobAWohl @realDonaldTrump The Islamic World Caliphate.
947618233670025216 2017-12-31 18:59:27 -0400 <Judge_Janice> @buttsword @realDonaldTrump Perhaps the president of Uranus.  (This truly deserves a preemptive 'lol)
947618232860585984 2017-12-31 18:59:27 -0400 <NotYoGina> @FoxNews @realDonaldTrump Are you tweeting this because you know he's full of crap with this post?
947618232805888000 2017-12-31 18:59:27 -0400 <RickSpitznogle> @realDonaldTrump Thank you Sir !🇺🇸
947618231467966464 2017-12-31 18:59:26 -0400 <jh_goodgirl> @realDonaldTrump North spy President name Moon Jae-In🇰🇵North spy Candlelight people hometown Jeonrado🇰🇵Candlelight🇰🇵  https://t.co/cQgX6BEF0d
947618231325548549 2017-12-31 18:59:26 -0400 <Alicesolheim131> @realDonaldTrump @foxandfriends You’re delusional!
947618228485857280 2017-12-31 18:59:26 -0400 <QUSIBANIMEN> @realDonaldTrump 只会说让美国再次伟大起来. 就不会说些别的了吗
947618226447486976 2017-12-31 18:59:25 -0400 <kuchecoo> @realDonaldTrump I know! The democrats and media keeps talking about a blue streak. The only blue streak I know of is blood poisoning. Dems are delusions why would we sane people want 8 more years of failed policies? Why would we want more of their lies and deceitful promises.  They need to stop!
947618225675735040 2017-12-31 18:59:25 -0400 <haide023> @realDonaldTrump If that were the case, maybe that approval would be a little higher. Even the most biased pollsters show most of the country disapproves...
947618225369550848 2017-12-31 18:59:25 -0400 <ChrisClaycomb2> @elizabethforma @3rdtimewalter @realDonaldTrump Pretty pathetic that Tom Perez is completely useless.  Oh and hell no for a donation.  Donald Trump 20/20. 7 more years of growth, prosperity and real change for normal people. MAGA. America First. End DACA!!!
947618225260462086 2017-12-31 18:59:25 -0400 <jorobkenne1> @realDonaldTrump Your impeachment will make America great again
