1093660673891069952 2019-02-07 18:59:58 -0400 <Sydneyquid> .@GOP .@realDonaldTrump  https://t.co/5SuoN0OyGG
1093660628450009088 2019-02-07 18:59:47 -0400 <steveinarkansas> @newtgingrich @realDonaldTrump Newt, you're better at writing satire than I thought you'd be...either that or you were high.
1093660628315713536 2019-02-07 18:59:47 -0400 <RightinCal> @realDonaldTrump When Ivanka can prove that she can, and has make even a dollar without her obvious entitlements, I’ll listen to her, until then, she is just more noise
1093660627766259712 2019-02-07 18:59:47 -0400 <lawsonfw_shawn> @TJWinSC @jnarls @realDonaldTrump Uhm he saved the domestic auto industry, navigated the collapse of our financial markets from the Great Recession, Dow Jones up 61% from its low, 6yr economic expansion, got bin laden .....get the drift?
1093660626050863104 2019-02-07 18:59:47 -0400 <RusslynWilkie> @realDonaldTrump can you tell me why your “tax cut” resulted in me getting far less of a refund? From the middle class American educator!
1093660625815961600 2019-02-07 18:59:47 -0400 <panotiller> @RogerGreeson @sellis1994 @realDonaldTrump I told my mom this today!!! The ultimate goal NOW is to kick trump out and get as many dump people in office to REALLY show how dumb they are and gaurantee  trumpz 2020 win
1093660625006444544 2019-02-07 18:59:46 -0400 <Jbullock523> @ewong @dandrezner @MarkMazzettiNYT @realDonaldTrump Trump needs to answer for allowing the murder of Jamal Khashoggi.
1093660624784101376 2019-02-07 18:59:46 -0400 <CarlosC69976943> @realDonaldTrump You need to investigate pancil neck asap
1093660623622340610 2019-02-07 18:59:46 -0400 <marpan8iv> @coleyworld @realDonaldTrump So is his face, but I digress.
1093660623005761536 2019-02-07 18:59:46 -0400 <RachMiata> @realDonaldTrump My friend designs handbags. Can she get a job at the WH too?
1093660622527565824 2019-02-07 18:59:46 -0400 <roberthayes706> @EmilyRB @DonnaWoodcock2 @CampbellGazz @realDonaldTrump So basically you have zero proof of these claims. Got it.
1093660621730648064 2019-02-07 18:59:46 -0400 <anastasjoy> @realDonaldTrump Thanks — the most important thing for women to prosper is to assure that they control there own bodies and that no one else — no government — makes decisions regarding their reproductive choice. Otherwise, this is empty words that cannot be achieved.
1093660621651013632 2019-02-07 18:59:46 -0400 <charlesabey> @JKCorden Carpool karaoke with @AOC will be a must watch Perhaps even @realDonaldTrump can watch it .......from his cell !
1093660619058921473 2019-02-07 18:59:45 -0400 <MGhaderikhah> @FreeiranRestart @USAdarFarsi @restartleader @SecPompeo @gregreese @netanyahu @realDonaldTrump #RESTART_IS_LOVE  #RESTART_OPPOSITION  #Restart_Will_Make_Iran_Great_Again  #InviteRestartLeaderToWarsaw  #Restart_leader ❤️🌿❤️🌿❤️ @restartleader  @realDonaldTrump  @SecPompeo  @gregreese 🌸🌼🌸🌼🌸🌼🌸
1093660618849218562 2019-02-07 18:59:45 -0400 <sunsetswfl> @Condor_Law @realDonaldTrump This needs to be investigated.  Who, what, when, where and how. I demand answers.
1093660614465974273 2019-02-07 18:59:44 -0400 <Need2Impeach> @jkkendz @Jack71890121 @beileyarthur @kharmabites @TomSteyer @realDonaldTrump No, he's not. He's on track to spend more on golf trips in four years than Obama spent in eight.
1093660609021923328 2019-02-07 18:59:43 -0400 <nathandasilva42> @krassenstein @realDonaldTrump That’s not how it works Brian. The burden of proof is on the accuser. Can’t prove a negative.
1093660605486108673 2019-02-07 18:59:42 -0400 <DZarrella12> @realDonaldTrump Amazing job, @IvankaTrump ! 🇺🇸
1093660600062955521 2019-02-07 18:59:40 -0400 <kappyking1> @riceplatter   @realDonaldTrump @WhiteHouse   you can stop lying now, your in a league of your own #Orangepimp
1093660599727214592 2019-02-07 18:59:40 -0400 <thegame6649> @sedbaker @Lenakaye75 @realDonaldTrump Still can’t give me one example - you said there are 8000
1093660599408607232 2019-02-07 18:59:40 -0400 <nmbkmp> @FlyerUniversal @Ladanieladea @realDonaldTrump Yep,  you got it !!  👍
1093660595532877825 2019-02-07 18:59:39 -0400 <sfnativekelly> @realDonaldTrump Obama wasn’t a grifter, crook and mob owned! That’s why there were no investigations needed. You should have never run for office  We have a RIGHT to know if our president is trying to line his pockets. So stop your whining and crying, and man-up, like Hilary did for years on end
1093660595491139585 2019-02-07 18:59:39 -0400 <JababaRedJoe> @realDonaldTrump QUACKQUACKDUCK!!!! Stop it!! What's next you're going to sue Pelosi for sexual harassment! Just stop it. If you are going to put the screws to the public, don't do it acting like a …….well you fill in the blank.
1093660594589249536 2019-02-07 18:59:39 -0400 <Krissay___> @realDonaldTrump  https://t.co/geiUniqmL4
1093660591783272448 2019-02-07 18:59:38 -0400 <bigdavidcolton> @eugenegu @realDonaldTrump You lie.
1093660591120498688 2019-02-07 18:59:38 -0400 <ThomasGochenour> @realDonaldTrump RESIGN.
1093660590957039616 2019-02-07 18:59:38 -0400 <CamilabanusVid> @adamjrcorbett @ChrisHintz73 @TheRightMelissa @eugenegu @realDonaldTrump Your assumption is wrong. Not obsessed with DWTS, FFS. If you have read any of my previous tweets, you'd know this. Further, I wouldn't talk @BachelorABC fan. Jog on -  right out of your parents basement.
1093660589086334976 2019-02-07 18:59:38 -0400 <Kebo2552> @realDonaldTrump Hey #卐TRE45ON卐 it’s kinda getting hot 🥵 in that White House these days huh. Don’t worry Mueller’s Coming Soon! Ha Ha 🤣Suck On this Donye ‘  https://t.co/7ZY5DYbhST
1093660588226609152 2019-02-07 18:59:38 -0400 <MontyVersace1> @roccozilla @realDonaldTrump Omg you can't be serious... oh I forgot you're a Rrump supporter of course you're serious...
1093660588146937856 2019-02-07 18:59:38 -0400 <ericasco> @TLangrall @speedcatbeth @NickNicktoth3 @jackgschaefer1 @Joy17123083 @GovMikeHuckabee @realDonaldTrump Um, I don't need to ask. There's a whole webpage at the DOT site that links to various projects on which that money was used:  https://t.co/fLLXAjxDWu
1093660586964144130 2019-02-07 18:59:37 -0400 <grote_dennis> yes @realDonaldTrump is a projector.  8mm .. about the size of his penis.
1093660585043128327 2019-02-07 18:59:37 -0400 <andyfarnell07> @BarryMilkovich @realDonaldTrump So, you want him to keep abusing people on twitter, abusing women, supporting racists, promoting Russian policies etc.   Typical magat.
1093660584170713088 2019-02-07 18:59:37 -0400 <KanakaMark> @SenSchumer @realDonaldTrump It is a crime against humanity under the rome statute..  And the US can easily reunite them all, the fascist administration just doesn't want to....
1093660584023863297 2019-02-07 18:59:37 -0400 <DotCalmsshadow> @Green_Footballs @CATMOM222 @realDonaldTrump Pls don’t call that MF “President.”
1093660579888193539 2019-02-07 18:59:36 -0400 <stever65> Can't wait to be free of @realDonaldTrump and his "bloodthirsty" Republican cronies!
1093660577384284166 2019-02-07 18:59:35 -0400 <MoonGod27870371> @SenSchumer @realDonaldTrump @DHSgov Shut up Chuck. No one cares what you think.
1093660575354126337 2019-02-07 18:59:35 -0400 <WestTimor> @greggutfeld @SebGorka @FLOTUS @dbongino @GreggJarrett @GregGutfeldShow @foxandfriends @FoxNews  @Nigel_Farage @KTHopkins @foxandfriends @FoxNews  @TRUMPMOVEMENTUS @thebradfordfile @WeAreOne_Q  @TRUreporting  @realDonaldTrump @LaraLeaTrump  @DeplorableTrump
1093660575068909569 2019-02-07 18:59:34 -0400 <RobSkeptic1> @realDonaldTrump Trump is about to fire up an angry, paranoid tweet storm anytime now. Not enough people talking about him lately. Like a petulant child, Trump needs to shift the spotlight on to himself.
1093660574741868544 2019-02-07 18:59:34 -0400 <U238tom> @RepKinzinger @realDonaldTrump is who you should be watching Adam. Get rid of him. Unless of course you agree with his attacks on women Muslim veterans POWs Latinos etc. You were willing to take up arms  for our country but unwilling to take civil action to save our country.
1093660574083362816 2019-02-07 18:59:34 -0400 <landsharkiam> @realDonaldTrump How do you know he found no RUSSIAN Colution? And yes we need to know about your dam taxes.  It's about time, you  got away with a lot of crap . Enough its Enough.
1093660573449936896 2019-02-07 18:59:34 -0400 <patcllew> @One_Alaskan_gal @MiaFarrow @MFrance923 @realDonaldTrump @RepAdamSchiff The gal in this picture is speaking in a foreign language, she is not speaking english as the caption says. Most likely RUSSIAN. I think Putin has one of his BEST call girls working the computers. Remember, he said Russia has the best prostitutes in the world, I think she's one!
1093660573328261120 2019-02-07 18:59:34 -0400 <NavarPearse> @JeffBezos Stick it to the National Enquirer. He has the money &amp; the balls to not play there game. Can't wait for the Saudi story. @WhiteHouse  @realDonaldTrump  @SenateDems  @SenateGOP @HouseDemocrats @HouseGOP  @CoryGardner @SpeakerPelosi  @senatemajldr
1093660572741181446 2019-02-07 18:59:34 -0400 <cynthiacallison> @realDonaldTrump Oh shut up.  You are so done.
1093660572556640256 2019-02-07 18:59:34 -0400 <demo_39> @Stop_Trump20 @realDonaldTrump Hi, Donnie. I'm so thrilled that you are finally getting what's coming to you. You can thank the Blue🌊2018. You're welcome.
1093660569696067584 2019-02-07 18:59:33 -0400 <ig33ku> #Impersonating the #NYC #Police is against the law? #SJW #NPC #ProgressiveLeft @realDonaldTrump @AOC   #NewYork #NYC #Muslim #Community #Patrol Faces BACKLASH From Locals  https://t.co/YHvmeqO31S
1093660569465368576 2019-02-07 18:59:33 -0400 <mojavechick> #endangeredspecies block trophy hunting imports @realDonaldTrump
1093660567036928000 2019-02-07 18:59:33 -0400 <JAWalls3> @kimguilfoyle @DonaldJTrumpJr @realDonaldTrump Apparently you have never seen a SOTU before this one!
1093660565665247232 2019-02-07 18:59:32 -0400 <Debie_Lynne> @Stop_Trump20 @PrincessBravato @realDonaldTrump I have more but that sums it up beautifully.
1093660565355020295 2019-02-07 18:59:32 -0400 <AbdullaahiYaas4> @realDonaldTrump FAKE NEWS!
1093660564956631041 2019-02-07 18:59:32 -0400 <tinas_tnt> @eugenegu @realDonaldTrump REAL CRIMES,  REAL TREASON!! THEY WILL GET WHAT IS COMING!! HILLARY AND OBAMA COMMITTED TREASON, KILLED PEOPLE.  WAKE UP!!
1093660563962507264 2019-02-07 18:59:32 -0400 <SeeCurt> @realDonaldTrump Sucks doesn't it?   #oversight #accountability #dontdothecrime #weak
1093660563828203521 2019-02-07 18:59:32 -0400 <cathydee33> @DrDenaGrayson @IMPEACH45_Now @realDonaldTrump @RepAdamSchiff Well it’s a nice change from “Russian Hoax” and “Witch Hunt”I guess 😂😂😂
1093660563400523776 2019-02-07 18:59:32 -0400 <TurkawkaPL> @Mikolaj_MikOS @daro_pol @Macierewicz_A @realDonaldTrump  https://t.co/aPztMJGUUK
1093660562871996416 2019-02-07 18:59:32 -0400 <trk30862001> @realDonaldTrump  lets see your returns if you have nothing illegal to hide mr president and you want the Russia probe to end this would be a good way to start agree ? the only other reason not to compile is you are guilty as sin of breaking the law fact agree ?
1093660561064296449 2019-02-07 18:59:31 -0400 <dsprada> @realDonaldTrump There is nothing you can do to make women vote for you.
1093660560053420032 2019-02-07 18:59:31 -0400 <guylenec> @realDonaldTrump Another Corrupt Trump Failure.
1093660559440932864 2019-02-07 18:59:31 -0400 <Imforthewhales> @bleuskiesA @realDonaldTrump YOUR TAXES   There you've seen em
1093660559365484544 2019-02-07 18:59:31 -0400 <redrider1492> @realDonaldTrump Harassment?  https://t.co/gESD8Ivd2e
1093660556626706433 2019-02-07 18:59:30 -0400 <Diana90549594> @PelosiPress @SpeakerPelosi @realDonaldTrump I believe Obama opened the door for that . And Democrats forced it down our throats.
1093660553405517825 2019-02-07 18:59:29 -0400 <sheerirish> @IndependentReb2 @realDonaldTrump Hillary’s emails vs being blackmailed by Russia
1093660553355161600 2019-02-07 18:59:29 -0400 <WristwatchMan> @realDonaldTrump Yao sam tung gung hei fat choi. Happy Year 4717 an Earth Pig Year!
1093660552692285440 2019-02-07 18:59:29 -0400 <postman06> @lscain3834 @UROCKlive1 @realDonaldTrump @GOP He’s a criminal.
1093660552247853061 2019-02-07 18:59:29 -0400 <mbmk7> @cooljeanius @LaLaLan99383957 @steinhauserNH1 @JamesPindell @CLewandowski_ @JackHeathRadio @realDonaldTrump I miss my NH some days. Thirty years there. But I gotta bust some chops elsewhere.
1093660551346040833 2019-02-07 18:59:29 -0400 <EtzEchad> @realDonaldTrump I’m sure the Democrats are against this.
1093660551282970624 2019-02-07 18:59:29 -0400 <62Jeane> @realDonaldTrump Thank you for ensuring this nonsense from evil minds to lift this country out of the pit.
1093660547332083712 2019-02-07 18:59:28 -0400 <hylomorpheus1> This also happened in Germany, whose CO2 footprint increased. France is 100% nuclear and is the lowest in Europe. Renewable energy is a scam. Also - sorry @realDonaldTrump  but we MUST ban coal.    https://t.co/Izoazg31Hr
1093660545427914752 2019-02-07 18:59:27 -0400 <insall_kerby> @realDonaldTrump I support my president, he isn't perfect but he suports me and thats why they hate him! He can't be bought! And that endangers their lifestyle From lavishly living off the America!
1093660544085692417 2019-02-07 18:59:27 -0400 <maniacal_zebra> @kevin4bass @realDonaldTrump Were investigating Trump for investigating Obama's birth certificate.
1093660543431274496 2019-02-07 18:59:27 -0400 <michael50lodge> @LindaSuhler @realDonaldTrump If you look up the term morally defective, you'll find the dotards photo!
1093660541791416320 2019-02-07 18:59:27 -0400 <UdvTANBgkh9NQth> @Carolynfsamuel @SteveRonnebeck @TheRightMixx @JenLawrence21 @BrianKolfage @tancredo_tom @mamendoza480 @TheAmandaShea @DustinStockton @SheriffClarke @POTUS @realDonaldTrump You can stop following me, Anita.  https://t.co/HSdzjOnblZ Bannon will be found to be worse than @BillKristol as a #NeverTrump when the fighting starts, let’s see how long this scam lasts.
1093660540042428420 2019-02-07 18:59:26 -0400 <CidWhite2> @ForeverLogical @realDonaldTrump Yep. Our founding fathers must be rolling in their graves. This should be stopped immediately, should not be held in our House!
1093660539216117762 2019-02-07 18:59:26 -0400 <FlaSunLifer> @realDonaldTrump I think that AWESOMENESS! Let’s raise our voices for Women, lifting Women up and Supporting their Ambitions! My wife of 28 Years, helps and Supports me in everything I choose to take on in Life! I honor my wife! #Women1st
1093660536519213056 2019-02-07 18:59:25 -0400 <cindylee_mooney> @realDonaldTrump You wouldn't keep tweeting like this if you were innocent! Only guilty people do this! Can't wait too see what the entire final outcome is with you, your family, your businesses and all those that helped you!
1093660534543532033 2019-02-07 18:59:25 -0400 <robcennon> @Doom1776 @parscale @realDonaldTrump  https://t.co/LEn5keuxeh
1093660534099070976 2019-02-07 18:59:25 -0400 <karent5157> @realDonaldTrump So maybe you should initiate investigations into every aspect of HIS life. Take him to the cleaners and prosecute to full extent if law when you find something.
1093660533524516868 2019-02-07 18:59:25 -0400 <JimmyGreenthum1> @KariKullman @MiaFarrow @realDonaldTrump Lol! Because she is ok with bei3mg investigated because she is innocent? Unlike the president who is so innocent he has to continually profess his innocence while promising not to cooperate with investigators. Are you too stupid to see what's happening here?
1093660532890988544 2019-02-07 18:59:24 -0400 <sav01> @hipEchik I hate it when people throw all conservatives who voted for @POTUS into a bunch Teri, but here we are. It’s sad IMO. My vote hasn’t been respected my a great many who think @realDonaldTrump would be worse than Hillary.
1093660531372638208 2019-02-07 18:59:24 -0400 <todd_poirier> @realDonaldTrump Ivanka and the Trump family are just self promoting hypocrites.
1093660529128689664 2019-02-07 18:59:24 -0400 <Diakonda> @realDonaldTrump Are you trying to distract your follower from this?  https://t.co/Ufv1PnniZs
1093660527975251969 2019-02-07 18:59:23 -0400 <jmkeeping> @realDonaldTrump Who would have thought this tweet would be a self-fulfilling prophecy?
1093660527069446146 2019-02-07 18:59:23 -0400 <getagrave> @EndROGD4Ever @realDonaldTrump HE looks happy, why can’t you be?
1093660525047758848 2019-02-07 18:59:23 -0400 <TOTALDIVA72> @tampa1_ @ShelleyLindse @404namenotfovnd @pastmaster329 @kenhibs @jennerific713 @realDonaldTrump @DiamondandSilk @BarackObama All of your tweets we're a #failure. I quickly destroyed them all.  Lesson for the day: never knock on peoples doors that you don't know,  you may not like what answers!  https://t.co/JguBMeRhhX
1093660523655319553 2019-02-07 18:59:22 -0400 <AdamRaven16> @realDonaldTrump Three questions.   1. What's in it for Ivanka? 2. Does it include Mexican women? 3. Do you still promote the tactic of the p***y grab?
1093660523646803968 2019-02-07 18:59:22 -0400 <warmbreath> @realDonaldTrump Its called over sight, your party thought it was just fine for Congress to  investigate HRC 8 times on Bengazi, each time not finding anything. Plus she willingly testfied openly for over 8 hrs in 1 day with much grace and honesty. You should try it!
1093660523340677120 2019-02-07 18:59:22 -0400 <JayLoveRoadhog> @w_terrence @KamalaHarris @realDonaldTrump I wouldn’t doubt it for a second!!
1093660522216443904 2019-02-07 18:59:22 -0400 <donmccormick> @realDonaldTrump Yes, they did do this to Obama, you twit. They investigated Benghazi for years, and HRC’s emails, and all kinds to stupid stuff designed solely to slow Obama down. None of it ever led to a single indictment. Mueller finds criminals in your administration everywhere he looks.
1093660522065657856 2019-02-07 18:59:22 -0400 <dublinbobby> @realDonaldTrump That’s what Nixon said #SAD
1093660522002538496 2019-02-07 18:59:22 -0400 <JeffBullerman> @longgonejohn81 @DonaldJTrumpJr @realDonaldTrump @AOC Exactly. The more they show their crazy the better.
1093660521906225157 2019-02-07 18:59:22 -0400 <DesMoinesghost> @TRUMPkittyMommy @mespeaksalot @ingirltwin @realDonaldTrump You keep telling yourself that lie, you may sleep a few more nights. I will stay grounded in reality. After Mueller is done with lil’ Donny, there are other criminal charges not relating to Mueller’s investigation that await the manchild who would be king.  Sucks to be him😋
1093660520962510848 2019-02-07 18:59:22 -0400 <GingerEccentric> @realDonaldTrump That's why you should never fight a battle of wits when you're unarmed.
1093660518991187968 2019-02-07 18:59:21 -0400 <realkitchenzink> @realDonaldTrump
1093660518164746240 2019-02-07 18:59:21 -0400 <Judy022716> @coldcasenotes @eugenegu @realDonaldTrump I did not say they did. You must be replyto someone else?????
1093660515900055553 2019-02-07 18:59:20 -0400 <Zenber1> @realDonaldTrump Everyone is forgetting a key fact, what party actually watched the SOTU  https://t.co/w38IPejB85
1093660515845455872 2019-02-07 18:59:20 -0400 <bcburkhardt> @newtgingrich @realDonaldTrump  https://t.co/amXRrHokfy
1093660515677716480 2019-02-07 18:59:20 -0400 <cassidyphoenyx> @realDonaldTrump What about AMERICA?
1093660511936438273 2019-02-07 18:59:19 -0400 <kals55> @realDonaldTrump Ladies and the Chump  https://t.co/5iefVWJCs8
1093660510069968896 2019-02-07 18:59:19 -0400 <watt4prez> @ClaireNewton79 @audiF1 @d_e_mol @RegimeChangeBC @GillesnFio @boggywood @HughAbercrombi3 @SylviaD32911201 @LeeLafferty4 @truthtrumps1 @drwaheeduddin @andsnz @FriendsOScience @BrunoPresents @PAlterBoy1 @MichiganFront @AltUS_ARC @Mark_A_Lunn @CymaticWave @torpet002 @StealthFlyBy @Gladfly1 @CriticalStress_ @brandondaly2018 @NikolovScience @Mathenaut @MamaMac_ @Sci_Resistance @JaggerMickOZ @GeorgePembroke @Captbobdad @kevpluck @davestewart3 @hllsen @Lulzmouse @beegeerose @Carablades @tjipkoopmans @JWSpry @GetMyGist @bmartus5 @tan123 @realDonaldTrump @InfoWarsChannel @BarrettBrownLOL @algore @Barbarajdurkin @RonCrunt @washingtonpost See, was that so hard? Paper #1, chronologically  https://t.co/HICoIWFGo7 clearly indicates anthropogenic global warming is real and proposes a possible natural cycle accounting for its recent acceleration. Solar impact is observed to be between 0 and 10%
1093660508987801600 2019-02-07 18:59:19 -0400 <Granny2x3> @realDonaldTrump RESULTS versus talk
1093660508895563778 2019-02-07 18:59:19 -0400 <JimMeeks13> @Robertkub103 @charles02692297 @krassenstein @realDonaldTrump My Cherokee Grandmother taught me that a man's hair is his connection to the creator and those men who cut their hair are cutting their connection to the creator. I'll bet your head is shaved.  https://t.co/irguwjnzF4
1093660508782280704 2019-02-07 18:59:19 -0400 <Stop_Trump20> @OldWomanW2cats @realDonaldTrump So did I.
1093660508606091264 2019-02-07 18:59:19 -0400 <screwed_up_chic> @sandynewtothis @realDonaldTrump Do you still support him?
1093660507351994373 2019-02-07 18:59:18 -0400 <TexasTruth2019> @kathy88652098 @krassenstein @realDonaldTrump You mean you dont believe in attorney client privilege anymore? Like Democrats also dont believe in due process? You sound like an idiot. Same policies existed when Obama was president spying on all Americans and you didnt care
1093660505661718528 2019-02-07 18:59:18 -0400 <vms1100> @realDonaldTrump You as POTUS should never be allowed.
1093660505582026753 2019-02-07 18:59:18 -0400 <realNilMishra> Thank you Congressman @RepKenBuck and chairwoman @RepZoeLofgren for introducing Bipartisan legislation to eliminate arbitrary per-country green card quota. @realDonaldTrump
1093660505363939330 2019-02-07 18:59:18 -0400 <JakeFromSFat3AM> @eugenegu @realDonaldTrump There is a court hearing about that exact thing and its actually true, maybe you should do some research.
1093660504722153477 2019-02-07 18:59:18 -0400 <4julygirl> @realDonaldTrump Just like you and the GOP are failing this country.
