1049086968011939840 2018-10-07 19:59:58 -0400 <VStewartNYC> @julio94940797 @BrettKavanaugh @realDonaldTrump  https://t.co/SnPIe57AHP
1049086924718260224 2018-10-07 19:59:48 -0400 <FarRightGirl> @RNRKentucky @CB618444 @realDonaldTrump Watch as they look behind themselves to see if they are being filmed and photographed. It is so bogus these paid protestors.
1049086924382715905 2018-10-07 19:59:48 -0400 <Chios10> @krassenstein @realDonaldTrump Your full of Bull Crap. We know exactly what he meant ,but you crazy Democrats have absolutely nothing good to say .  Soros did pay these groups.
1049086922339975168 2018-10-07 19:59:48 -0400 <JulieMurtry> @DemResistance @iamfonda @SenatorCollins @realDonaldTrump @GOP Ask her about the navy base funding Trump just signed
1049086920993726464 2018-10-07 19:59:47 -0400 <marshavoices> @1776FREEDOMNOW @realDonaldTrump @SecPompeo Why the fascination with the caps lock key?
1049086914861682688 2018-10-07 19:59:46 -0400 <joyceporterdunn> @1981conserv @TheEllenShow oh this is rich. a fake person, a bot, paid for by @realDonaldTrump,  is gonna “cancel my series of your show!”  DIE,BOT!
1049086907764756482 2018-10-07 19:59:44 -0400 <LucysOnIt> @DonaldJTrumpJr @realDonaldTrump No, Trump blood is full on racist. Wasn’t grandpa a member of the KKK?
1049086907307712512 2018-10-07 19:59:44 -0400 <midnightlament6> @loweslady48 @realDonaldTrump Clearly the Clampets met Trump!!
1049086904350756864 2018-10-07 19:59:43 -0400 <RonBroussard10> @elizabethforma @realDonaldTrump Bye Felicia.... lol
1049086904292057090 2018-10-07 19:59:43 -0400 <NweYorker> @PressSec @realDonaldTrump Is this woman dreaming!?
1049086904011055106 2018-10-07 19:59:43 -0400 <doreenamorris> @CrystalZander @ArmyofOne15 @The_Trump_Train @realDonaldTrump I am not a democrat.
1049086899695116290 2018-10-07 19:59:42 -0400 <ipadmcgriddle> @PressSec @realDonaldTrump Wages.  Wages have lowered and stagnated.
1049086897476308995 2018-10-07 19:59:42 -0400 <kruggie2000> @realDonaldTrump Who are you to talk of love, you gargoyle.
1049086896540934144 2018-10-07 19:59:41 -0400 <EdwardNiam> #trumpSTUPIDonSTEROIDS #trumpLYINGSCUMBAGinCHIEF America is drowning in the cascading flood of #LIES #COLOSSALSTUPIDITY #INCOMPETENCE #RACISM #CORRUPTION of @realdonaldtrump
1049086895953784832 2018-10-07 19:59:41 -0400 <BeachGirl4Lifex> @kingin_Kyle @realDonaldTrump Aawww..blocked...LMAO
1049086894955483138 2018-10-07 19:59:41 -0400 <reallymimi> @Chuck_Red87 @rredrrocket @PressSec @AprilDRyan @realDonaldTrump I'd say I'm about as disgusted as YOU are about Hillary and her promises to Haiti.
1049086891708956672 2018-10-07 19:59:40 -0400 <denisemourges> These days, many side-effects from #medication are difficult to separate from #side effects from @realDonaldTrump administration agenda.
1049086891478458368 2018-10-07 19:59:40 -0400 <mydoggigi> @realDonaldTrump Rule of Law in Trump World: 1. Don’t pay taxes.   2. Pay off mistresses to win election.  3. Personal lawyer pleads guilty, implicates you as un-indicted co-conspirator. 4. Have your campaign managers, Manafort and Gates, plead guilty to host of crimes.
1049086890769563653 2018-10-07 19:59:40 -0400 <ghezzell> #CorruptGOP got help from @fakecnnbrk to get #RapistKavanaugh confirmed this station helped @realDonaldTrump  by being his anonymous sleazy voice Russia already has bought @FoxNews for Trump and merger gave Trump @ATT and @CNN and @SenSchumer @NancyPelosi  are useless clowns
1049086887854592001 2018-10-07 19:59:39 -0400 <Windhorse_1> @KelPort @msw75217 @ELIZABE06714911 @McMerican @Top_Sergeant @realDonaldTrump They were NOT announced over a year ago, they were anno8nced THIS WEEK:   https://t.co/Z87sTHXdGl
1049086886667419648 2018-10-07 19:59:39 -0400 <BatFerret> @MitchThehogs11 @TrishTess @WNYRN @MarciaBunney @TommyPistol @MichaelAvenatti @realDonaldTrump Says the guy who assumes I'm a guy.
1049086885409296388 2018-10-07 19:59:39 -0400 <jffewing> @elizabethforma @irritatedwoman @realDonaldTrump Vote Geoff Diehl for Senate, keep WINNING!
1049086885287669760 2018-10-07 19:59:39 -0400 <Quasarcasm47> @paulacblades001 @QCritter @WeThePeeps4517 @Twitmo_Inmate3 @TrumpFrolicker @JohnathanMulroo @Qtastic3 @owlwoman911_ @fyzzgiggidy @Scottie_Boy12 @HBronnenberg2 @cderiq @newsmeltdown @grabaroot @AmericaHasBalls @fahque2x @fcfootsteps @DougieFreshii @Nasty_1_ @_twiceborn_ @FederalistNo78 @WillOfThePeopl5 @InmateTwitmo @realDonaldTrump @GenFlynn @BradFitzpatriot @JustMeLiberty @craigsolve @DreamwalkerWC @DaleDholc @messymason @AnonymousInfo3 @jockey_bullet @RickeyB11595096 @aleeyun_nvaazun @DilaraEsengil @Sandfarmer007 @laztar11 @W_W_G_1_W_G_A @freenaynow @QBlueSkyQ @QAnon711 @goodmedicine4us @DFBHarvard @rising_serpent @CylantJustice @RainmakerMays @DeplorableDan @VeeDubs777 @volarconalas  https://t.co/mWZJ2yu96k
1049086884310216705 2018-10-07 19:59:38 -0400 <gaylew912> @realDonaldTrump Talking about tiny......
1049086882687201280 2018-10-07 19:59:38 -0400 <JRTuttle4> @realDonaldTrump He withdrew his name because 60 Minutes EXPOSED that him &amp; Marsha Blackburn led the charge to pass legislation that crippled the DEA from stopping the drug companies that send massive amounts of opioids to doctors &amp; pharmacies, which has fueled the opioid crisis into overdrive!
1049086880380321797 2018-10-07 19:59:38 -0400 <preston_ernest> @donna_norberg @Grammitude55 @realDonaldTrump What color is that water when a shark bites someone? Red and that is what is coming. Middle america is tired of NY and Cal running this country. Its over
1049086874093072385 2018-10-07 19:59:36 -0400 <auestionyouself> @realDonaldTrump Really, who do you think you’re kidding? You continue to tear down our free press, that’s unbecoming of a President and unAmerican @realDonaldTrump
1049086868078252033 2018-10-07 19:59:35 -0400 <tracytwgreen> @MichaelAvenatti @CoryBooker "Dumpster fire"? Wow... you are definitely someone that should be in the hands of Stormy Daniels... @realDonaldTrump, make sure this guy never gets the nod for anything in public service! #Trump2020
1049086847056584705 2018-10-07 19:59:30 -0400 <bruno_kenny> @kanewj @SenWarren @SenateGOP @realDonaldTrump Not ashamed of this one for sure. But we we were ashamed of the last one.
1049086845861150721 2018-10-07 19:59:29 -0400 <JanTeegarden> @DearAuntCrabby @realDonaldTrump Take your neighbors too!
1049086841964711937 2018-10-07 19:59:28 -0400 <GSJ_blogger> @davidmweissman @realDonaldTrump you are wrong
1049086839569731584 2018-10-07 19:59:28 -0400 <lynnieq333> @realDonaldTrump MrPresident. I'm so proud of all you do MAGA. Our dems have been so corrupted by Obama, they aren't even "American"anymore! Hate to bring it up again but it will be a huge economic BOON to MANY Americans. Seems Iraq may have to be forced to reval their currency!
1049086835799019526 2018-10-07 19:59:27 -0400 <jockey_bullet> @TrumpFrolicker @WillOfThePeopl5 @Qtastic3 @DreamwalkerWC @grabaroot @WeThePeeps4517 @AmericaHasBalls @fahque2x @fcfootsteps @DougieFreshii @Nasty_1_ @_twiceborn_ @FederalistNo78 @Twitmo_Inmate3 @InmateTwitmo @realDonaldTrump @GenFlynn @BradFitzpatriot @paulacblades001 @HBronnenberg2 @JustMeLiberty @craigsolve @DaleDholc @messymason @AnonymousInfo3 @RickeyB11595096 @aleeyun_nvaazun @DilaraEsengil @Sandfarmer007 @laztar11 @W_W_G_1_W_G_A @freenaynow @QBlueSkyQ @QAnon711 @goodmedicine4us @DFBHarvard @rising_serpent @CylantJustice @RainmakerMays @Quasarcasm47 @DeplorableDan @VeeDubs777 @owlwoman911_ @newsmeltdown @volarconalas @donnie_maga @SarahLutze1 @POTUS Sorry, I truly hope so, but I'll believe it when it does happen &amp; I'll not hold my breath. Session's doesn't have the spine to go after those connected to Clinton, remember - he excused himself from ALL things Clinton.
1049086835757076480 2018-10-07 19:59:27 -0400 <GiordanoPhillip> @realDonaldTrump @SecPompeo Lol !
1049086835346067456 2018-10-07 19:59:27 -0400 <Teachercat2> Lets show @SenatorCollins that we want her to vote NO on Kavanaugh. Pledge to this campaign. If she votes for @realdonaldtrump 's pick your money will go to fund her future opponent. #StopKavanaugh #BeAHero  https://t.co/pzCTPO3E1a
1049086825384407040 2018-10-07 19:59:24 -0400 <IHaveGodsFavor> @champheller @WeSupport45 @DonaldJTrumpJr @realDonaldTrump  https://t.co/0s04JcVnH8
1049086823463567362 2018-10-07 19:59:24 -0400 <Jagyusa11> @realDonaldTrump Fords father is a very high CIA official who worked under Brennan for many years all of her work has been for CIA at Stanford where they are thick as thieves She is in fact a CIA operative and all of this was a creation. the same as the Mueller Russia sham was
1049086821525868547 2018-10-07 19:59:23 -0400 <earthlingjosh> @realDonaldTrump You are the antithesis of the rule of law. Anybody who follows you is temporarily blind, and will eventually make lame excuses for supporting you, or just outright deny it.
1049086820930277376 2018-10-07 19:59:23 -0400 <Kjolong> @realDonaldTrump You don't believe in any laws!  Calling to lock up people without any kind of justice, threatening to take the FCC lic f broadcaster you don't like, lying and saying that tarriffs are needed against our closet allies because of national security, areacts of a tyrant!
1049086810406539265 2018-10-07 19:59:21 -0400 <Zorrodany> @elizabethforma @realDonaldTrump Mad!???  https://t.co/t0QKiZTJFL
1049086807705604096 2018-10-07 19:59:20 -0400 <DamarisOrtiz> @Dee_licious1 @SherryMaples8 @CowboyPhil73 @RickKaufman1 @quetafernandez3 @FLOTUS @WhiteHouse These special talents granted her a Visa to USA. @realDonaldTrump
1049086804228550656 2018-10-07 19:59:19 -0400 <susie_q64> @realDonaldTrump God Bless you, President Trump. I admire the way you look at life. Your glass is always half full, never half empty. It’s contagious!!🇺🇸
1049086800063614976 2018-10-07 19:59:18 -0400 <Stelladallas12> @SiddonsDan @Purple_POV @realDonaldTrump Helping brother
1049086798985613312 2018-10-07 19:59:18 -0400 <therealSchatzi> @elizabethforma @realDonaldTrump Not native Americans but rather naive America... keep winning Trump 🇺🇸🇺🇸🇺🇸🇺🇸
1049086798519971840 2018-10-07 19:59:18 -0400 <becauseicare21> @LfCarey @ChristieLafran1 @Top_Sergeant @realDonaldTrump Really, how about Trump trying to abolish the first amendment? That straight up Nazi Germany shit!!   https://t.co/2LUb3rs4Si
1049086798377484292 2018-10-07 19:59:18 -0400 <Karen10304> @PressSec @BmoreRight @realDonaldTrump @michaelkruse @axios If Kruse is talking about the left's behavior...it can't get any worse. Really.🙄
1049086795890262016 2018-10-07 19:59:17 -0400 <emskware2015> @DearAuntCrabby @realDonaldTrump I did, I did!!
1049086794195562496 2018-10-07 19:59:17 -0400 <edge_nature> @realDonaldTrump #TimesUp
1049086793944059904 2018-10-07 19:59:17 -0400 <camo26130295> @realDonaldTrump you are doing a very good job Donald Trump😎
1049086792987627520 2018-10-07 19:59:17 -0400 <RolandHarold66> @RNRKentucky @AshleyMelton87 @realDonaldTrump  https://t.co/eI0OuFQNLP
1049086788101238784 2018-10-07 19:59:16 -0400 <MusicAndFiction> @pj_hurt @POTUS @realDonaldTrump Add @BillKristol to that list. #traitors
1049086784817303552 2018-10-07 19:59:15 -0400 <bel4all> @thehill @realDonaldTrump yes, you and your supporters are the epitome of quiet gentility
1049086780740435968 2018-10-07 19:59:14 -0400 <enieves252> @Scaloniadon1 @AimeeESwank @realDonaldTrump Naw!  https://t.co/U8hW3ai8SD
1049086776969707520 2018-10-07 19:59:13 -0400 <HayesS105> @realDonaldTrump Wake up, Trumpsters.  https://t.co/2bntY8WvOA
1049086772670488576 2018-10-07 19:59:12 -0400 <SteveHa17218242> @deeg25 @cs00582scs @FBI @SecretService @realDonaldTrump @powerfulghost Its a fact liberals are hypocrites so this wont surprise anyone
1049086770846023681 2018-10-07 19:59:11 -0400 <chrsbyr> @realDonaldTrump  https://t.co/mxQ7voe21S
1049086770703286272 2018-10-07 19:59:11 -0400 <NotGoingAwayOK> @HaroldLang16 @realDonaldTrump @pfsKat bot
1049086770523070465 2018-10-07 19:59:11 -0400 <BlogUSA2018> @kryptokoi @dbongino We love @LindseyGrahamSC #SouthCarolina NEW GOP HERO #JusticeKavanaugh @realDonaldTrump  https://t.co/liurWsnReg
1049086765519261702 2018-10-07 19:59:10 -0400 <MammyDK> @realDonaldTrump YES, YES and YES!!!!!
1049086765095686150 2018-10-07 19:59:10 -0400 <Brandy_Ward12> @renekai @RNRKentucky @speedprayers @realDonaldTrump Only God can judge his personal character, but God did know there was too much dirty politics going on behind the scenes that needed to unearthed, and he found just the President who has the Cojones to do it.
1049086760557404160 2018-10-07 19:59:09 -0400 <Marcos12Batista> @realDonaldTrump Please support Jair Bolsonaro, we need to win the left in Brazil if we are not going to become a venezuela.
1049086758015717376 2018-10-07 19:59:08 -0400 <JohnWUSMC> @kimusastrong @POTUS @realDonaldTrump Trolls have already resigned the 2020 election to President Trump 👏👏👏👏👏 🇺🇸🇮🇱
1049086757550010368 2018-10-07 19:59:08 -0400 <CarolGitelman> @realDonaldTrump Voting for sure!  #BLUEWAVE
1049086756505767941 2018-10-07 19:59:08 -0400 <CherylLArcher> @realDonaldTrump @SecPompeo Oh yes your new love interest!
1049086753817206784 2018-10-07 19:59:07 -0400 <fIorapjm> yo bredrin where has ya hairline gone? @realDonaldTrump
1049086752944787457 2018-10-07 19:59:07 -0400 <Tiffanifis12> and this is what @SenMajLdr @GOP and @realDonaldTrump are do proud of... #merrickgarland
1049086752802164738 2018-10-07 19:59:07 -0400 <Saazsea> #CIA #CoverUp #DeepState #DeepStateCabal #MAGA #KAG #WeThePeople #tcot #tlot #ccot #WeThePeopleAreAwake #TheGreatAwakening #TheStormIsHere #TheStorm @POTUS @realDonaldTrump @PrisonPlanet #InfoWars #InfoWarsArmy #RealNews
1049086750365245441 2018-10-07 19:59:07 -0400 <DanteUSAInferno> @rbdoyle1965 @realDonaldTrump Your prediction is wrong.   You don’t have any faith in democratic institutions that “Trump” party, but I do.
1049086746602823680 2018-10-07 19:59:06 -0400 <USA_Aquanaut> @GOP @DonaBeaulieu @realDonaldTrump We need to seize the assets of Soro$.  https://t.co/KNxhfM0odC
1049086745747181568 2018-10-07 19:59:05 -0400 <joconnell296> @JohnKasich   You are part of the cause of the Never Trump Stinkin organization! You are dispised by so many and will never gain the respect of American Patriots that back our President 100%!  He has done more for America than you could ever achieve! @realDonaldTrump @Jim_Jordan
1049086745512427520 2018-10-07 19:59:05 -0400 <WillyFerreira69> Dear black, We must stop having children and having sex. Too much balck peoples in world. Each new black people in west world turned the world worst. @realDonaldTrump @CountDankulaTV @Some_BlackGuy  @BLMLA  @tommy52martin @RealCandaceO
1049086742689591297 2018-10-07 19:59:05 -0400 <_Michelangelo__> @MichaelAvenatti @elianayjohnson @jonathanvswan In the coming weeks we will be under ferocious attack from @realDonaldTrump &amp; the @GOP’s Bots-Mafia. They will continue to harass us, spread fake news &amp; manipulate facts. There is a simple thing we must do, “BLOCK THEM ALL”. They can’t vote in November, but we will. #VoteThemOut
1049086739753697281 2018-10-07 19:59:04 -0400 <moodoo7272> @JackiePressley2 @Guds_barn @CheetahkitD1 @CodyWolfeMusic @Debi_Ann @WhealthyMag @beckyschwartzzz @byMustafaCanbeg @AMaddison242 @clydetucker328 @cestomina @sahipsizsozIer @GideonNeptune @_worldcitizen__ @dicklawfirm @ClownNewsBreak @FLOOKLYN @Rhilmoe89 @Fran @realDonaldTrump I agree with YOU!
1049086739489480710 2018-10-07 19:59:04 -0400 <CLWAL02> @MonicaCrowley @realDonaldTrump I can NOT believe this article.  The NYP actually from top to bottom wrote a favorable article which factually states trade activities between US and China.
1049086737803345921 2018-10-07 19:59:04 -0400 <MaryBethKirk7> @dcj_daniel @dykhead @gene23448822 @BabyBlimpUSA @GazzaBuzzman @DorianPlum @POLITICA_ORG @man_sdk @cogdor @GodBlessTrump20 @RickBaggett7 @JAD848 @SnowflakeYoda @ANTITRUMPMVMT @Skeeter11766 @flybry55 @LdyDi69 @HughEHamilton @StopTrumpUS @IamBobbysGirl @YSoSusceptible @realDonaldTrump @GOP @TrumpIsAJoke1 @TrumpLiesToUs @TrumpgateDC @TrumpHaterShirt @TrumpOrFalse @Trump @Impeach28004385 @ImpeachDJTNow @ImpeachPOTUS45 @theyesmen @StopTrump999 @StopTrumpNow_ @StopTrump2020 @stopthenutjob @TrumpEpicFail @Stop_Trump20 @PaiasWingti @JacobAWohl @BiglyPrez @impeachtrump @TruthEqualsFact @GOPChairwoman @GOPLeader @BREAKING112 @WomenforTrump @MagaLIKEaM0F0 But you have no issue with our children being shot up at their school do you.
1049086737698512898 2018-10-07 19:59:04 -0400 <RuthAnnMckee> @realDonaldTrump she enjoys all the time away from you for sure
1049086732438851584 2018-10-07 19:59:02 -0400 <TheOpenSourceTV> @DonaldJTrumpJr @realDonaldTrump When will you acknowledge the Zionist Israeli control of the US by families like the Rothschilds, Rockefellers, George Soros etc.? Also the fact that they're all Satanic Luciferians...?
1049086730001895425 2018-10-07 19:59:02 -0400 <Chuck_Red87> @nysports_66 @reallymimi @rredrrocket @PressSec @AprilDRyan @realDonaldTrump Fair enough, I personally wouldn’t say anything to either of my shitty senators if they were out with their family. But here’s what I need to know: Al Franken was accused and the party pressured him to resign Roy Moore is a child molester and was endorsed by RNC and Trump. Shame.
1049086726478684160 2018-10-07 19:59:01 -0400 <EstelleJefferi2> @realDonaldTrump  https://t.co/ilqgs91tGM
1049086726252240896 2018-10-07 19:59:01 -0400 <VStewartNYC> @PoliticalViewUS @lexxiipants @realDonaldTrump  https://t.co/GNWjOSyYgU
1049086724473851905 2018-10-07 19:59:00 -0400 <abidjawad47> @realDonaldTrump Sir you started the fire. Remember your rhetoric in 2016 campaign, the violence at your rallies even against journalists ?and you are still doing all that to cause it n blaming opponents for all your dirty tricks!Normal dirty behavior by u n Republicans!
1049086719507587074 2018-10-07 19:58:59 -0400 <StacieGaryPhoto> @MThurz @SJG13039 @SandraWeddle1 @MichaelAvenatti @realDonaldTrump I highly doubt she knows what you're talking about.  Most of them just got dollar signs in their eyes and didn't bother to read the fine print of the new tax laws.   I have never used the term "willful ignorance" (or dumb ass) as much as I have these last two years!
1049086717196742665 2018-10-07 19:58:59 -0400 <skcrr3265> @PressSec @realDonaldTrump They can never say specifically what is bad. Just generalizations. The Tax Plan, North Korea, moving the Embassy to Jerusalem, the stock market/economy, the USMC Agreement, etc.
1049086715753910272 2018-10-07 19:58:58 -0400 <customx2286> @FLOTUS @realDonaldTrump The responses in here make me sick. Y’all are brain washed bots. First Ladies make this trip regularly. This woman can’t put on a hat or a jacket without y’all going nuts but Michelle can shit her pants, make terrible faces, say outlandish stuff and yall will eat her shit with 😀
1049086713069494273 2018-10-07 19:58:58 -0400 <David90498799> @123lavena @realDonaldTrump @SecPompeo Kinda like you cheating on your right hand with the left ??? Just saying
1049086712624832512 2018-10-07 19:58:58 -0400 <StThrasher> @XXXHUNTER77XX @realDonaldTrump How does your kool aid taste?  https://t.co/kGyZsOkKbr
1049086711651688448 2018-10-07 19:58:57 -0400 <DonnaDutton> @realDonaldTrump You can’t tell the difference between legal protesters exercising their 1st amendment rights and a “mob.” Read the constitution. Your “mob” thing is a stupid non-started. You are such a disappointment. Kavanaugh doesn’t belong on the court. Disgrace.
1049086709239930881 2018-10-07 19:58:57 -0400 <KarenPo26571320> @FLOTUS @realDonaldTrump Please do everything you can to protect those magnificent animals!
1049086709009403905 2018-10-07 19:58:57 -0400 <govt45701> @elizabethforma @realDonaldTrump From The Alaskan - Odd, I just looked it up.  Carter       42% Reagan     42% Clinton     41% Obama     45%  TRUMP     51%  I just can't stand all this winning and winning.
1049086707620954115 2018-10-07 19:58:56 -0400 <Shinzo_Abe_PM> @BastilleUSA1 @WeAreOne_Q @realDonaldTrump @SecPompeo Haha. You're asking someone who has contempt for education to educate himself. This is, while kind, the wrong way to deal with #MAGA/#QAnon sales folks.
1049086704060182529 2018-10-07 19:58:55 -0400 <heatherg126> @brianstelter @colvinj Yes, we are @realDonaldTrump
1049086699828125696 2018-10-07 19:58:54 -0400 <CateSaxton> @PressSec @realDonaldTrump #MerrickGarland #Unconstitutional #DontheCon #TraitorTrump #lyindonny WILL GO DOWN SOON
1049086696351047687 2018-10-07 19:58:54 -0400 <Dj38L> @real_farmacist When @realDonaldTrump lies he gets a weird look on his face. He knows darn well most women didn't support Kavanaugh.  Where's the 'you lie' guy at when you need him?  https://t.co/T6PDnaOEoI
1049086692068610048 2018-10-07 19:58:53 -0400 <bethechange5432> @essenviews Oh my dear.  @realDonaldTrump  we will let you go first in being held accountable for making false statements.  Show us what accountability looks like when you make false statements.   People of faith are praying for you.  Please repent.
1049086691091406848 2018-10-07 19:58:52 -0400 <JardinAngels> .@senatemajldr Mitch McConnell, listen to @brianstelter:  Your dirty #Kavanaugh shenanigans won’t “blow over”.  But women &amp; the nation will feel much better when we have voted out Republicans who have supported #Kavanaugh, @realDonaldTrump, &amp; other sexual abusers over &amp; over.
1049086689925324802 2018-10-07 19:58:52 -0400 <Changed4TheBTR> @elizabethforma @realDonaldTrump Name calling is not really needed.
1049086688465756162 2018-10-07 19:58:52 -0400 <joeysmom42> @realDonaldTrump @PressSec @SecPompeo Lover Boy♥️
1049086687131963394 2018-10-07 19:58:51 -0400 <jmadincea> @realDonaldTrump @SecPompeo Did you pay your back taxes yet?
1049086686330871809 2018-10-07 19:58:51 -0400 <gqkokalari> @MichaelAvenatti @realDonaldTrump From my perspective, it seems like factual inconsistencies emanate  from your mouth whenever your lips are moving.
1049086679414444033 2018-10-07 19:58:50 -0400 <MissHorrorNerd> @realDonaldTrump @LindseyGrahamSC @ChuckGrassley  @SenMajLdr @senorrinhatch  https://t.co/uFyMBhMGF5
1049086670212096002 2018-10-07 19:58:47 -0400 <jwcrock> @realDonaldTrump Not that you care OR UNDERSTAND but those protesting Kavanaugh’s appointment to the SC were Americans. That’s right - AMERICAN CITIZENS. Not liars or tax cheaters. Just concerned citizens.
1049086666009464832 2018-10-07 19:58:46 -0400 <bbyfacebeauty27> @SteveSm43146088 @realDonaldTrump  https://t.co/Wo6WEXwNx5
1049086665883623429 2018-10-07 19:58:46 -0400 <TavaresTheresa> @Michele24989743 @JacobAWohl @realDonaldTrump You're most definitely welcome Michele. It's been a very long and difficult road for all and we just need to remember that we're all members of an American family and we are going to disagree on things sometimes. Have a great evening. 😊
1049086662653882368 2018-10-07 19:58:46 -0400 <CorintheansXIII> @OregonGun @gcamp4 @Getridofdjt @apoll_day @kpowellbanks @realDonaldTrump I see it quite a bit I So Cal.  In fact I'm looking at it right now.🤔
1049086662062608384 2018-10-07 19:58:45 -0400 <pcarlpotter> @realDonaldTrump Your a loser!
1049086660544266241 2018-10-07 19:58:45 -0400 <msln123> @davidmweissman @realDonaldTrump Well please vote smarter
1049086657075576832 2018-10-07 19:58:44 -0400 <shawn_adams1> @FLOTUS @realDonaldTrump I’m sure your disgusting stepsons are sad they weren’t there to poach those beautiful animals.
1049086657050435584 2018-10-07 19:58:44 -0400 <noglutenhere> @sam_vinograd @realDonaldTrump @GOP Screaming and yelling like banshees or at people in elevators and causing disturbances isn’t in the first amendment  #winning 👍
1049086651266478080 2018-10-07 19:58:43 -0400 <lilyjareth2001> @igobyMdot @realDonaldTrump 43 followers? Bot much?
1049086649190273025 2018-10-07 19:58:42 -0400 <JakeG1951> @AmandiOnAir @realDonaldTrump @senatemajldr There are some on the Judicial Committee that are trying to move into contention.
1049086647222956032 2018-10-07 19:58:42 -0400 <EaseYourMind77> @YrVirtualStaff @DonaldJTrumpJr @realDonaldTrump  https://t.co/cuSGaXfwZQ
1049086646837268480 2018-10-07 19:58:42 -0400 <Retiredtonature> @elizabethforma @realDonaldTrump Bring it! Hopefully Republicans will protect the voting mechanisms from dirty dem scorch the earth tactics!
