1188968686645841920 2019-10-28 19:59:59 -0400 <LindsaySue2> @realDonaldTrump This like is for the dog. Just so we’re clear, it’s for the dog
1188968669981876226 2019-10-28 19:59:55 -0400 <HoldHJ007> @eduboltito @LindseyGrahamSC @realDonaldTrump ☝️  https://t.co/jmTUwfOyKG
1188968669704884224 2019-10-28 19:59:55 -0400 <Robbiestar78> @JeffreyGuterman @realDonaldTrump  https://t.co/NztML7v9aS
1188968669520359424 2019-10-28 19:59:55 -0400 <cougdaddy> @GOPoversight @realDonaldTrump @Jim_Jordan @RepMarkMeadows @RepAdamSchiff Ok so the president of the USA calls the pres of a county that is totally dependent on us &amp; ask for a favor. Let me explain this terms that a creeper like u might understand the Grab-her in Chief has his balls in his hand he doesn’t had to squeeze to get his favor. Get it now?
1188968669193236480 2019-10-28 19:59:55 -0400 <lisa1118> @Turnip2020 @realDonaldTrump 👋
1188968666345410561 2019-10-28 19:59:54 -0400 <francklyspoken> @StaciaLevy @ChuckCallesto @realDonaldTrump Pardon me? What are you talking about, Stacia?? By the way, bite your tongue! 😂 I’m 1/4 black!   That version of identity politics can’t work on me. 🤦🏽‍♂️
1188968664764162048 2019-10-28 19:59:54 -0400 <jplundberg1> @realDonaldTrump donny, the use of the pronoun “we” seems just a tad misleading!
1188968662906134530 2019-10-28 19:59:53 -0400 <MiniManitoban> @MarjSpiritdove @tayloredforyou1 @JackPosobiec @realDonaldTrump "Newsweek's senior Pentagon source said the dog, although female, was named for the comedian Conan O'Brien, and not the famed Barbarian." - from the article you posted
1188968662109249536 2019-10-28 19:59:53 -0400 <CaroleMoss5> @LindseyGrahamSC @realDonaldTrump  https://t.co/y9j4vsFr90
1188968661127745537 2019-10-28 19:59:53 -0400 <ScandalWines> @GOPLeader @realDonaldTrump All of these tRump loyalists are gonna eat weenie when the truth hits...and the truth hurts ...
1188968656857792512 2019-10-28 19:59:52 -0400 <Dangerouslytal> @RepLaHood @realDonaldTrump @POTUS #LockHimUp  https://t.co/D3aOyOa5SA
1188968656417497089 2019-10-28 19:59:52 -0400 <PatriotJim79> #Communist #MarkZuckerberg orders #Facebook to Delete "Donald Trump Is Our President" @facebook Fan Page With 3,276,000 Fans!   @realDonaldTrump @POTUS @HouseGOP @SenateGOP @FTC #DonaldTrump #FreeSpeech #1stAmendment #VoterFraud @OANN @MarkDice @DOJgov    https://t.co/YFnpzdxjMc
1188968656413380609 2019-10-28 19:59:52 -0400 <Laurencita16> @eugenegu @realDonaldTrump I just wanted to say thank you for the time, effort and emotional labor that you obviously put into all your tweets, Dr. Gu. They are always so well-written and informative; what you have to say resonates with me. I appreciate you.
1188968653754122246 2019-10-28 19:59:51 -0400 <judyblack4> @TyRoybal @tomiahonen @realDonaldTrump Rules by the seat of his pants u mean?
1188968650797129728 2019-10-28 19:59:50 -0400 <pretendfarmer> @realDonaldTrump I understand his name is Barack, after the greatest president in my lifetime. I hope he bites you.
1188968649161396225 2019-10-28 19:59:50 -0400 <MikeMicasherman> @joshdrake777 @IGaretJaxI @AggieAtkins @Rick19030111 @nelsonwendella @realDonaldTrump He said It  https://t.co/vZXZCYGL5P
1188968648951681024 2019-10-28 19:59:50 -0400 <PatriciaBronso7> @Turnip2020 @realDonaldTrump 🖐
1188968648045551616 2019-10-28 19:59:50 -0400 <pax4venez> @realDonaldTrump #CorruptGOP
1188968646237970432 2019-10-28 19:59:49 -0400 <nerd_nostalgic0> @realDonaldTrump was the first President ever elected without any experience of being a human being.  #JohnOliver
1188968645759832067 2019-10-28 19:59:49 -0400 <joelrod88299935> @KimKardashian @PoliciaRD @realDonaldTrump @VinicioSenador @annybreton1 @DaniloMedina @GobiernoUrbano @nuriapiera @yulissacid @ElGordoyLaFlaca  https://t.co/LAKuM3pUaq
1188968643264163841 2019-10-28 19:59:49 -0400 <crash_monkey12> @realDonaldTrump How did he make it out of the tunnel if it was blown up ????
1188968641867337729 2019-10-28 19:59:48 -0400 <liveforallnow> @RepMarkMeadows @HouseGOP Oh now I get it.  The GOP word of the day is "Sham".  The zombies are all tweeting it.  So ridiculously transparent in your diversions.    Mark, did you not hear the boo's &amp; chants from last night for @realDonaldTrump .  Those are the true Americans fighting for the Constitution.
1188968641297113088 2019-10-28 19:59:48 -0400 <CurJake> @realDonaldTrump And you're still going to jail
1188968639912742912 2019-10-28 19:59:48 -0400 <World_ly> @GOPLeader @realDonaldTrump Every day is a different objection and strategy. Republicans are desperate. Trump is indefensible.
1188968639845797888 2019-10-28 19:59:48 -0400 <SelmaStuff1> @FogCityMidge @DonaldJTrumpJr @realDonaldTrump Child abuse
1188968639506124801 2019-10-28 19:59:48 -0400 <diannemendez> @thehill @realDonaldTrump Only possible thanks to Moscow Mitch’s refusal to process Obama’s nominations for judiciary appointments, not the least of which was that of Merrick Garland for the Supreme Court.
1188968639325753344 2019-10-28 19:59:48 -0400 <SpoopiBoi> @GloriaSacer @realDonaldTrump Cute fursona   Jkjk
1188968638415544321 2019-10-28 19:59:48 -0400 <hallkeithky> @GA_peach3102 @RL9631 @realDonaldTrump Just hope it happens. #leftistabovethelaw
1188968637387853824 2019-10-28 19:59:47 -0400 <AnthonyStanfill> @DCraelin @BruceHallman @joespaz12 @esteussy @albamonica @hunterw @realDonaldTrump Maybe, maybe not. There is a lot more of them. As Americans, should we value all. Again, it's about Iowans being free to be Iowans &amp;  Californians being free to be Californians. No one should be trying to force things unto others. Be &amp; let be. Such a simply concept many don't get
1188968636800782336 2019-10-28 19:59:47 -0400 <comaboy1971> @realDonaldTrump "He's a wonderful canine. I call him a dog." -DJT  https://t.co/cZow2dT4n7
1188968636192608256 2019-10-28 19:59:47 -0400 <TexasTea18> @realJRWatson @LiberalBeGone @Risa62123359 @CreteHasHimNow @pipelinereview @SCNorman1 @ElinOlson8 @lynn521tr @AlHolmes66 @mdtakintexas @ChienneLuv3 @whoya @lvaccola @cautioncontent @DanSchultz2 @MFRJonez @bearbeer1111 @RobbieWilsdorf @my6girls2012 @Samepage79 @RealLattimer @ProspectWatch @topsecretk9 @MAstoilet @reversemtgfl @GaviPredescu @gigi030308 @rickrosa10 @kristinerockwe3 @LorinPhotograph @BillyHumphreys1 @Sambo32166 @TalkerStr8 @5Ynks @Summer_Of62 @DDBall4life @TrumpRisa @MichaelAvenatti @Global_Barista_ @TuckerCarlson @realDonaldTrump In dogie bags?...left overs that are cold?😢😢😢🤠
1188968636180058112 2019-10-28 19:59:47 -0400 <eshirley5> @realDonaldTrump Self impeaching.
1188968635651559427 2019-10-28 19:59:47 -0400 <sojourn99379674> @realDonaldTrump Lock him up! Lock traitor trump up! Lock him up!
1188968635311607808 2019-10-28 19:59:47 -0400 <JorgeRa35428892> @realDonaldTrump Did the dog die?
1188968634841874432 2019-10-28 19:59:47 -0400 <marvoyager> @RepDLesko @realDonaldTrump Then tell the president to quit making it so easy for them
1188968634808487936 2019-10-28 19:59:47 -0400 <TorresRomie> This kind of behaviour is so disrespectful,but what @realDonaldTrump did to Hillary in the 2016 campaign has come back to haunt him.
1188968634519085056 2019-10-28 19:59:47 -0400 <mfurtado251> @notdeadisalive @danielPMERJ @GCasaroes @realDonaldTrump @NicolasMaduro Nem a língua, nem o livrinho.
1188968632941977600 2019-10-28 19:59:46 -0400 <ThomasBohnenst1> @girty_simon @NancyJKoch @SassCBrown @POTUS @realDonaldTrump He will go down in history with only 3 other presidents? With an I next to his name in history? You positive it will happen cuz a lot of people who voted for him before may not vote for him again?
1188968631620820992 2019-10-28 19:59:46 -0400 <nazarethhomie> @LindseyGrahamSC @PressSec you and Linz, who penetrates😂 hey guys just a momento of levity with the impeachment and all. @realDonaldTrump hey tron, ever had a pet? @VP looking down and right means you be a 🤥
1188968631389962240 2019-10-28 19:59:46 -0400 <babsca> @chicagosmayor @realDonaldTrump Stay strong.
1188968631113277440 2019-10-28 19:59:46 -0400 <billionairein5> @realDonaldTrump 😂😂😂😂😂😂
1188968630970548224 2019-10-28 19:59:46 -0400 <DiCali007> @RealSaavedra @wendyp4545 I was a @realDonaldTrump twitter follower yrs b4 he ran for @potus &amp; always will b. I always said we needed a businessman 2 clean country up &amp; hav not once regretted voting 4 him. He has kept his promises. The icing on cake is that he is exposing the #SWAMP 🐍too. #Trump2020 🇺🇸
1188968630953766912 2019-10-28 19:59:46 -0400 <GlutenFreeGanja> @DavidWohl @realDonaldTrump Shut up Jacob
1188968630316339200 2019-10-28 19:59:46 -0400 <SaberSmirk> @alexbruesewitz @realDonaldTrump Yawn. You are unclear on having to do something as opposed to wanting to.
1188968629498454016 2019-10-28 19:59:45 -0400 <CatskillYankee> @LindseyGrahamSC @realDonaldTrump  https://t.co/tOMt9RIgWc
1188968629271969792 2019-10-28 19:59:45 -0400 <OneRedDuck> @realDonaldTrump YOU are the swamp. Too bad you can’t give the Kurds and the CIA the credit they deserve-even the military dog had more to do with Baghdadi’s death than you did.
1188968629188120576 2019-10-28 19:59:45 -0400 <Tina__Online> @markboyer @outofcontroljb @realDonaldTrump beautiful, talented tweets.
1188968627506016257 2019-10-28 19:59:45 -0400 <dannywedul> @SteveDaines @realDonaldTrump It's sad to watch as someone falls on their own sword.
1188968627443134464 2019-10-28 19:59:45 -0400 <juhndad0812> @LouDobbs @DonaldJTrumpJr @realDonaldTrump Talking about BS from the one that was conceived from BS is rich.
1188968626415636481 2019-10-28 19:59:45 -0400 <SmackeyCracks> @GOPoversight @realDonaldTrump @Jim_Jordan @RepMarkMeadows @RepAdamSchiff Yes, there was quid pro quo and there was pressure put on Ukraine.  Your argument has been debunked over and over again.  #DonaldTrump #GOPLies #GOPComplicitTraitors #Ukraine #ukrainegate #UkraineScandal #QuidProQuoTrumpsGottaGo #QuidProQuo #impeachment  https://t.co/H9gMiBVChE
1188968625832632320 2019-10-28 19:59:45 -0400 <ppandelios> @realDonaldTrump Mr President, they blame you if they get constipated ! They wasted millions of our money trying to destroy you. And they’ll blame that on you too. It’s ok you will prevail ! I believe in you and support you 💯 !
1188968624062697473 2019-10-28 19:59:44 -0400 <SueHow007> @LindseyGrahamSC @realDonaldTrump Actually, the majority of Americans can’t believe this arrogant, none-too-smart, whack job#Traitor ever got into office!  And you felt the same before you decided to be Trump’s ball boy,  https://t.co/Ez9s9JHJwM
1188968622804422657 2019-10-28 19:59:44 -0400 <KayKay68> @realDonaldTrump I can’t believe that now all of a sudden you believe and trust the IC! After lying to everyone how shitty &amp; and deep state they are it’s like you think your followers are stupid or something.
1188968618819670016 2019-10-28 19:59:43 -0400 <coolhandute> @CarlRAlban @realDonaldTrump Rush to judgement much?😂😂😂
1188968616416501760 2019-10-28 19:59:42 -0400 <JimNeverJimmy> @robertjeffress @realDonaldTrump @VP @ShannonBream @foxnewsnight ...and the weakening of the church in America continues. @robertjeffress #LeadBetter
1188968614495428608 2019-10-28 19:59:42 -0400 <good_tainted> @realDonaldTrump You just lost North Carolina pecker weed.    https://t.co/W6wyHOk2Yn
1188968612242980864 2019-10-28 19:59:41 -0400 <PeterN91142211> @realDonaldTrump Also forgot, now you can say "release the hounds"
1188968610137595904 2019-10-28 19:59:41 -0400 <rhett_orackle> @GOPLeader @realDonaldTrump Yeah, uh... just sit down.
1188968609646895104 2019-10-28 19:59:41 -0400 <OBrienslife> @LindseyGrahamSC @realDonaldTrump Donald Trump, people are saying you are soft for not exposing what you have on that Graham Cracker of yours.
1188968609382633473 2019-10-28 19:59:41 -0400 <del_inez> @realDonaldTrump Hey denture don how about that game? The chanting and booing was epic! I mean did you hear those crowds? #LockHimUp #TrumpIsADisgrace
1188968609076449280 2019-10-28 19:59:41 -0400 <trump2trumpIRL> Ok ok ok, @realDonaldTrump, Pence said he was looking for you in the White House weight room.
1188968608447135744 2019-10-28 19:59:40 -0400 <socialscooter1> @realDonaldTrump At least this dog won’t get booed !
1188968607713132544 2019-10-28 19:59:40 -0400 <DavidAHowes> Hey, @GOPLeader! Are you that dumb? I won't underestimate @SpeakerPelosi . It should be apparent to you, too, she has the evidence &amp; votes to #impeach your butt buddy, @realDonaldTrump! I truly hope @SenSchumer has the #Votes to #RemoveTrump from office!
1188968607423909901 2019-10-28 19:59:40 -0400 <SOUPATTV> @BabyDoll2828444 @realDonaldTrump Good girl
1188968607289692162 2019-10-28 19:59:40 -0400 <ZeldaclarkZ> @realDonaldTrump You couldn't even show your respect as being the President of our great country and government to be at a member of Congress funeral if that doesn't show how racist you really is what more do one needs
1188968607037804544 2019-10-28 19:59:40 -0400 <NoFucks_ForYou> @realDonaldTrump CAN YOU BELIEVE you’re still sitting in the White House?!??? I’m shocked too!!
1188968606169817089 2019-10-28 19:59:40 -0400 <sportaholic13> @JoeySalads @realDonaldTrump Too bad you will never make it into congress
1188968605905494018 2019-10-28 19:59:40 -0400 <forskilled> @zhensu @kannan198728 @fei44022074 @John83380313 @legalIM1 @Jamesb78902477 @xinggggg1 @HarjitSingh81 @SenMikeLee @SenatorDurbin @USCIS @USDOL @realDonaldTrump @LouDobbs  https://t.co/e7RkROkggp
1188968605121175552 2019-10-28 19:59:40 -0400 <worldmeetjohn> @magamamatexas @roxychevelle @IvankaTrump @POTUS @WHNSC @EsperDoD @realDonaldTrump Not as deranged as Trump, lol
1188968604777304064 2019-10-28 19:59:40 -0400 <fjcoughlin> @scottadamsshow @realDonaldTrump  https://t.co/qePRmuUVk3
1188968602524946432 2019-10-28 19:59:39 -0400 <elliott_correia> @RicciGeri @Martin08263 @realDonaldTrump You’re correct.
1188968602055172101 2019-10-28 19:59:39 -0400 <NASJones333> @LindseyGrahamSC @realDonaldTrump Just when I thought you couldn’t be a bigger cretin
1188968600914157569 2019-10-28 19:59:39 -0400 <bands449> @realDonaldTrump Thank you sweet fur baby ❤️🇺🇸🙏  Look at those markings just beautiful
1188968599635017729 2019-10-28 19:59:38 -0400 <mkaur2> @realDonaldTrump You are supposed to inform gang of 8. You are not supposed to inform Russia. You're supposed to thank our troops first. You're not supposed to thank Russia. And idiot, Russia has said they have no idea wtf you're talking about.
1188968599488290818 2019-10-28 19:59:38 -0400 <tylerLM1998> @RE_cyclops_ @danawithers1 @Mr_Sandlot @SpeakerPelosi @realDonaldTrump See you at the polls 🌊
1188968599454547969 2019-10-28 19:59:38 -0400 <jerrychubb> @cenkuygur @ChrisCoons @realDonaldTrump HRC got similar treatment. The reasons don't seem to differ much, actually.
1188968599412789248 2019-10-28 19:59:38 -0400 <GraceSm16250397> @under_file @steph93065 @realDonaldTrump @CalFreedomMom @LindaSuhler @Braveheart_USA @Stonewall_77 The President works harder than any president has in the last 100 years, weekends included, every single day for free, for the American people. Tweets are transparency and I love it, as it's like sitting in the Oval Office with him, fun too! #Trump2020 🇺🇸❤️
1188968595440766976 2019-10-28 19:59:37 -0400 <Klaw54566601> @d1Vinman @realDonaldTrump And a narcissist, he's the perfect tool for a KGB Agent to manipulate.
1188968595369316352 2019-10-28 19:59:37 -0400 <Cathilandowski> @AndyOstroy @realDonaldTrump @HillaryClinton Awww that’s cute.  You think he has feelings.
1188968595323326465 2019-10-28 19:59:37 -0400 <greenrotgut> @realDonaldTrump Crazy left wing nuts will want the dog destroyed
1188968591691075584 2019-10-28 19:59:36 -0400 <admiralgracie> @realDonaldTrump You ARE the swamp! Along with Pence, Graham, Barr, Pompeo, Guiliani, etal...
1188968590667595776 2019-10-28 19:59:36 -0400 <1963Carebear> @VP @realDonaldTrump But, but, but, he said they were ALREADY 100% defeated!! How do you explain THAT? Don't let  Dumb Donnie use you to cosign his bullshit @VP!!!
1188968590613061632 2019-10-28 19:59:36 -0400 <geocities23> @realDonaldTrump Booed at the World Series, bet it hurts, huh? It’s ok, we all know you suck.
1188968588683689984 2019-10-28 19:59:36 -0400 <stdojo> @realDonaldTrump "Trump revealed highly classified information to Russian foreign minister and ambassador"  https://t.co/ebJ9JgbLEr
1188968588645978113 2019-10-28 19:59:36 -0400 <sm85> Congratulations to @realDonaldTrump as the latest recipient of the 21st Century American Hero Award.  The medal is in the mail!  https://t.co/HySSEB1tke
1188968588054585344 2019-10-28 19:59:36 -0400 <forskilled> @zhensu @kannan198728 @fei44022074 @John83380313 @legalIM1 @Jamesb78902477 @xinggggg1 @HarjitSingh81 @SenMikeLee @SenatorDurbin @USCIS @USDOL @realDonaldTrump @LouDobbs  https://t.co/e7RkROkggp
1188968587127644162 2019-10-28 19:59:35 -0400 <SandyGreenstre1> @w_terrence @realDonaldTrump THANK YOU President Trump!!!
1188968585982599168 2019-10-28 19:59:35 -0400 <ReluctantWarri2> Wonder if @realDonaldTrump @DonaldJTrumpJr and @PressSec saw this?
1188968585596563456 2019-10-28 19:59:35 -0400 <LCWRESISTING> The office of the president DOES deserve respect. Donald J. Trump DOES NOT. @realDonaldTrump @SenCoonsOffice @JoeNBC @Morning_Joe
1188968583281422336 2019-10-28 19:59:34 -0400 <Cherriebelle409> @LKVang64 @tonyposnanski @realDonaldTrump And who knows what horrible disease the dog would be infected with?
1188968583075790848 2019-10-28 19:59:34 -0400 <TheWondersNatur> @KellyannePolls TRIGGERED: Crowd Boos Trump, Chants "Lock Him Up" at World Series  https://t.co/N6lWTV0rdl via @YouTube #LockHimUp @realDonaldTrump
1188968582719295488 2019-10-28 19:59:34 -0400 <msv627> @Mzlorraine627 @VP @realDonaldTrump HE didn't prove 💩💩. Our men &amp; women did, along w/the help of the very allies we just turned our backs on. Yes, he's the commander-in-chief &amp; he gave the order but I'll NEVER give a TRAITOR credit for what our brave military does for us every day. #USAMILITARY
1188968577799340034 2019-10-28 19:59:33 -0400 <vikingphan444> @SteLenaFoster @realDonaldTrump Just another reason I will vote AGAINST them.  #Iwillvoteblue
1188968577287761921 2019-10-28 19:59:33 -0400 <Went2thedogs> @realDonaldTrump  https://t.co/D0avlX3OoF
1188968576117592065 2019-10-28 19:59:33 -0400 <elpapiramon77> LA META DE CUBA ES DESTRUIR MÉXICO ASÍ COMO LO HIZO CON VENEZUELA Y PODER ENTRAR A LOS EE.UU. Y TOMAR EL CONTROL DEL IMPERIO, ESTE ES PROYECTO DEL FORO DE SAO PAULO.. ALERTA MUNDIAL. @realDonaldTrump @SecPompeo @MarcoRubioCuba  https://t.co/a8gHHxeIrC
1188968575039655936 2019-10-28 19:59:32 -0400 <TheAlienResists> @LisaV_CT @RandyRRQuaid @realDonaldTrump Miss red x, I honestly and truly hope that one day... the steak man is worthy of your high opinion, loyalty, and whatever that fairy tale existence was that you imagined.
1188968574817189888 2019-10-28 19:59:32 -0400 <ElghanianKam> @realDonaldTrump Is he lying again? Is the stock market simpky up and not ALL TIME HIGH. With this liar, you can never tell.
1188968574121066497 2019-10-28 19:59:32 -0400 <ChloeAnneMcVey> @realDonaldTrump #LockHimUp
1188968571789025282 2019-10-28 19:59:32 -0400 <thetiny_terror> @ClintonSteeds @conndawg @WilliamPeace81 @froonium @realDonaldTrump Look! A silver lining!!!! A really fkn good one.
1188968570547593220 2019-10-28 19:59:31 -0400 <RoeCarrie> @ReillyRick @realDonaldTrump He's likely to, for once to suggest the smallest crowd ever.
1188968569696149509 2019-10-28 19:59:31 -0400 <TerCullen> @realDonaldTrump Thanks to you!💜❤️💚💙
1188968569318576128 2019-10-28 19:59:31 -0400 <NathanHale2000> @realDonaldTrump What has Schiff leaked? Be specific.
1188968568916004864 2019-10-28 19:59:31 -0400 <Lilylilyyyyu> @WhiteHouse @realDonaldTrump Children go safely to school? 😮 all the shootings must be fake news too then!
1188968568425201666 2019-10-28 19:59:31 -0400 <happyatlastlove> @realDonaldTrump This dog has more courage in its one Paul than you have in your own entire body, remember those bone spurs cuz you were a chickenshit and had no balls
1188968568366522368 2019-10-28 19:59:31 -0400 <ThomasEBrown3> @realDonaldTrump  https://t.co/z24HRMGPuf
1188968566109954048 2019-10-28 19:59:30 -0400 <justajohn2> @Phi11yRepublic @SheilaSalmons @GOPLeader @realDonaldTrump You're a trump supporter. Doesn't get any easier to sum up your ignorance than that.  https://t.co/94IqdhcPVN
1188968565979959296 2019-10-28 19:59:30 -0400 <vagrantones> @realDonaldTrump Is this a meme account?
1188968565661147136 2019-10-28 19:59:30 -0400 <LindaQu42147973> @realDonaldTrump 🤮
1188968565359235072 2019-10-28 19:59:30 -0400 <Hostage_Notes> @realDonaldTrump *woof woof* What’s that boy? *woof woof* You didn’t kill anyone? 😅
1188968564738478080 2019-10-28 19:59:30 -0400 <JCrochunis> @rtmcclure @WhiteHouse @realDonaldTrump @FLOTUS #StolenValor #syphiliskills #BuckleUpButtercup #Trump2020 #TRUMP2020Landside #AllYourDreamsAreDead
1188968563446554624 2019-10-28 19:59:30 -0400 <heunglhodges> @realDonaldTrump American hero!!
1188968563404656641 2019-10-28 19:59:30 -0400 <Hoss_Resists> @GOPLeader @realDonaldTrump When you are guilty the only recourse you have is to attack the process. Panicked searching for a technicality to escape justice.
1188968563140452353 2019-10-28 19:59:30 -0400 <robw101> @realDonaldTrump #Trumpscaninehero
1188968563136057344 2019-10-28 19:59:30 -0400 <GlutenFreeGanja> @MJGWrites @realDonaldTrump So it was staged, or fake, like trumps entire presidency
1188968562775482369 2019-10-28 19:59:29 -0400 <cinema13> @Jami98060064 @LindseyGrahamSC @realDonaldTrump KAG  Communist term Kommunistiska Arbetsgrupperna  https://t.co/4CKO3PsQNr
1188968560954990593 2019-10-28 19:59:29 -0400 <ca_olson1> @Turnip2020 @realDonaldTrump Can we just assume all other turnips would vote for you?
1188968560183238656 2019-10-28 19:59:29 -0400 <middlefingerldy> @RepDLamborn @realDonaldTrump You realize these were the rules that the Republicans put into place and the Republicans on the committees are involved in the hearings right?
1188968559633928192 2019-10-28 19:59:29 -0400 <kkarenq> @realDonaldTrump That’s why you couldn’t throw out the pitch.  Hearing  “LOCK HIM UP, AND  BOOOO”  would have been unbearable for you.  #LockHimUp #ImpeachAndRemoveTrumpNOW #TruthExposed @LindseyGrahamSC @GOPLeader @SteveScalise #conman
1188968559432454145 2019-10-28 19:59:29 -0400 <NeitherExtreme> @RepAndyBiggsAZ @POTUS @realDonaldTrump Trump divided the country. Those that haven't sold their soul are trying to repair the damage.
1188968559260495872 2019-10-28 19:59:29 -0400 <frank_alvaro> @VincentAlvaro @realDonaldTrump The biggest boos, the best boos
1188968557859622917 2019-10-28 19:59:28 -0400 <GrievanceMonkey> @realDonaldTrump Did he live?
1188968557813686273 2019-10-28 19:59:28 -0400 <Patriotsamo> @JustinTrudeau @NATO Justin, do you know @realDonaldTrump wants you to handover all the ISIS Canadian Terrorist to US so that US can further investigate 🤣🤣🤣🙏
1188968557784326147 2019-10-28 19:59:28 -0400 <MarchLikeAgirl> @realDonaldTrump Nah.  We’ve got way more evidence of your corrupt actions.  We don’t need any more! #Impeach45
1188968557608144896 2019-10-28 19:59:28 -0400 <RTSmith09> @WhiteHouse @realDonaldTrump @Scotus @USSupremeCourt @CivilRights @TheJusticeDept @StateDept @DHSgov @FBI @CIA @GOP @TheDemocrats @SenateFloor @HouseFloor @thejointstaff @DeptofDefense @USArmy @Urena @DeptVetAffairs @MassGov @MassGovernor @MassLtGov @MassAGO @townofeaston @VTStatePolice @MassStatePolice I EXPLAINED TO THE 2 DEPT. OF DEFENSE OFFICE'S I'VE BEEN TRYING TO REACH THEM AFTER FINDING THE MOON BECOMMING ERRATIC IN THE SUMMER OF 2006 DURING IT'S MONTHLY CYCLE PERIOD. I CALLED THE WHITEHOUSE IN 2006 AND WAS ASKED WHAT IT MENT TO ME. I WAS TOLD THEY WERE NOT AWARE OF IT.
1188968557138399232 2019-10-28 19:59:28 -0400 <JoshuaD15818254> @realDonaldTrump Good job. Keep up the good work. I pray for Trump everyday. The Democrat demons never give up. The clap when babies are going to die. How can anyone vote Democrat. Do nothing but kill babies.
1188968555729043457 2019-10-28 19:59:28 -0400 <LucyWrigs> @realDonaldTrump BOT
1188968555204661249 2019-10-28 19:59:28 -0400 <CalFreedomMom> @realDonaldTrump This beautiful war dog loves America 🇺🇸 more than Democrats.
1188968553443135492 2019-10-28 19:59:27 -0400 <G911izmoLinda> @scottadamsshow @realDonaldTrump I thought it cleared individual 1, the un-indicted co-conspirator??  Which is it??
1188968553342537729 2019-10-28 19:59:27 -0400 <dvillella> @libdumbass @OroEnhydra @Sinderlu @GOPLeader @realDonaldTrump I'm not a Democrat, so I should be safe.  Q people keep telling us we're all going to be in Gitmo by then, but they've been saying that for 2 years now.
1188968553153564672 2019-10-28 19:59:27 -0400 <lileeann> @Cernovich @realDonaldTrump 48 that's what being evil looks like !😠
1188968552839163904 2019-10-28 19:59:27 -0400 <GrumpyElDwarfo> @realDonaldTrump Didn't he blow his suicide vest? The imagery of this dog "capturing" him is straight out of the walking dead...
1188968551975141383 2019-10-28 19:59:27 -0400 <Zgajduur> @realDonaldTrump 😂😂😂 what a mad man
