1135335284248371201 2019-06-02 19:59:59 -0400 <mike_wm_krafka> @The_Trump_Train @realDonaldTrump "Mirror! We need a mirror in the Oval, STAT!"
1135335273540308992 2019-06-02 19:59:57 -0400 <petermarrero11> @TomFitton @realDonaldTrump @JudicialWatch Should be put on trial and sentenced accordingly!!!
1135335273473200128 2019-06-02 19:59:57 -0400 <ben_wika> @realDonaldTrump "Democrats can’t impeach a Republican President for crimes committed by Democrats. The facts are “pouring” in." Yes, that would be a fact. No relevance to the current situation, but yes.
1135335271736717317 2019-06-02 19:59:56 -0400 <Mixiemom57> @robertjeffress @realDonaldTrump GET READY TO VOTE THIS CLOWN OUT OF DODGE!
1135335270759444480 2019-06-02 19:59:56 -0400 <resistco95> How @realDonaldTrump Supports the @LBGTQ_community
1135335269543161856 2019-06-02 19:59:56 -0400 <Jberry1351> @SpeakerPelosi @realDonaldTrump Losing the messaging war, once again. Stand up or step aside.
1135335267466764288 2019-06-02 19:59:55 -0400 <LeeIngle4> @realDonaldTrump Mr. President, I know you are sitting on a trove of information that can put a lot of folks in jail. Just release it now instead of using it for a political gain. The longer those folks have a job, the more damage they will do to you and your administration and to Americans.
1135335267043368961 2019-06-02 19:59:55 -0400 <mal032474> @realDonaldTrump Ur comma usage is questionable.... Why is 'World' capitalized?  Too easy to decipher your own tweets vs staffers.  Pick ur game up.
1135335267022319616 2019-06-02 19:59:55 -0400 <JeanPoulin13> @robertjeffress @realDonaldTrump God Bless you!
1135335266217013248 2019-06-02 19:59:55 -0400 <skgoodell> @The_Trump_Train @realDonaldTrump Who has a fractured, fragile ego? Whose people thought it necessary to get the Pentagon to hide anything with the McCain name on it?
1135335265872908288 2019-06-02 19:59:55 -0400 <KevINthe406> @realDonaldTrump if only you knew someone in a position of power
1135335265525014529 2019-06-02 19:59:55 -0400 <TellUsWhy2017> @realDonaldTrump So which aide wrote this?
1135335265139118081 2019-06-02 19:59:55 -0400 <videogirlprod> @Wesley_Inman @fortismind @realDonaldTrump 70 million? Really?  All good people? 70 million Americans? How did you come up with such a number?
1135335264291700736 2019-06-02 19:59:55 -0400 <sandeew18> @realDonaldTrump We have mass murders every week. U and Jared knew they were killing Kadhogi and did NOTHING!
1135335263176208385 2019-06-02 19:59:54 -0400 <scorp65> @michwarren1 @JamesKosur @Twitter @EdKrassen @krassenstein @realDonaldTrump Hahahahahahahahahaha ok keep believing that
1135335262073118722 2019-06-02 19:59:54 -0400 <Fernand88612352> @DavidWohl @realDonaldTrump The wall should have been built in 1492 when the European plague began to arrive
1135335261984960513 2019-06-02 19:59:54 -0400 <BagdMilkSoWhat> @davematt88 @ReggaeShark12 @Back_dafucup @JayReSister @Cdubey_Texas @SoZooMe1 @realDonaldTrump @Twitter @callkurt @jim1036 @adnilxa @EarlOfEnough @roseymelhill @Mackaveli8 @abbeludwig @NAudrey_ST @Nicoxw1 @phyllisj1003 @HondoResists @D_resists @PerfumeFlogger @michelle_spenc @Gr3Te4rights @IamMultiversal @Eathbound420 @EMPRESSROOTSGAL @BobA1959 @BubblesResists @Ziggiezaggie @Debofthenorth @JuliLambers @DeborahGiacole2 @h0n3y_73 @BrantlyFrmBurgh @AleksLani @thesaucyliberal @AMHotFlash @kimmyifuplease @LRPow79 @ResistBaby @JustKathyRay @MgJackieo @GhostOfLuv3 @lc1_summit @FireGoddessB @RuleChicago @Sarahwaugh20 @Sarah_SKG_1983 Hugs  https://t.co/wplwxwT6wP
1135335261334900742 2019-06-02 19:59:54 -0400 <TrondheimJB> @realDonaldTrump Enable by your policy.
1135335261263552513 2019-06-02 19:59:54 -0400 <BenjaminLontok> @realDonaldTrump  https://t.co/rVSWQcAv4h
1135335260877656065 2019-06-02 19:59:54 -0400 <WilliamLobb> @realDonaldTrump We can’t afford infrastructure. You gave $2 trillion to your friends, so they won’t turn on you.
1135335260512821252 2019-06-02 19:59:54 -0400 <chrismomentous> @realDonaldTrump More gibberish.
1135335260131155969 2019-06-02 19:59:54 -0400 <JPontnack> @realDonaldTrump As if we didn’t know.🙄You’re such an idiot🤬💯👌🏽😂Nobody gives a fuck🙌🏽👆🏽✌🏽💯💯
1135335259535486976 2019-06-02 19:59:54 -0400 <ChrisHintz73> @realDonaldTrump We can impeach you for the crimes you committed, they are numerous and easily proved. Fraud, obstruction of justice,  emoluments violations,  anti-nepotism violations,  Logan act violations,  lies,  tax evasion...  many, many, beautiful crimes, high and misdemeanor. #TrumpResign
1135335259019591681 2019-06-02 19:59:53 -0400 <Wilder_Advance> @realDonaldTrump Senator John McCain was an honorable man. Don’t you agree?
1135335257727799298 2019-06-02 19:59:53 -0400 <for_viv> @LaughyGiraffe @RobertHerioux @realDonaldTrump Only idiots...are those against #AmericaFirst   https://t.co/TXrNpDuiy6  https://t.co/c5zv4h2waB
1135335257723547649 2019-06-02 19:59:53 -0400 <kcmokitty> @realDonaldTrump I'm praying tomorrow is #ActivateBarr Day ! #ReleaseTheReport
1135335257216040963 2019-06-02 19:59:53 -0400 <lillys_news> @realDonaldTrump @marcthiessen Maybe soon the Lying Democrats will be dead. So sick of Democratic lies.
1135335257023098880 2019-06-02 19:59:53 -0400 <cloudious> Hey @realDonaldTrump fuck You. For everything.
1135335256146493440 2019-06-02 19:59:53 -0400 <linacantalupa> @realDonaldTrump Like they will take a time out to check twitter and see your tweet. 🙄
1135335254674345985 2019-06-02 19:59:52 -0400 <jmcglynn3rd> @devarim6 @realDonaldTrump yearning to breathe free, The wretched refuse of your teeming shore. Send these, the homeless, tempest-tossed to me, I lift my lamp beside the golden door!
1135335252019335170 2019-06-02 19:59:52 -0400 <ShawnVonTalge> @realDonaldTrump Don’t forget health care!!
1135335251939647499 2019-06-02 19:59:52 -0400 <TIABABA0525> Just watched this movie! Such striking similarities to @realDonaldTrump.  We have a David Duke white supremacist for @POTUS   https://t.co/1xM1TEV5M8
1135335250819723264 2019-06-02 19:59:51 -0400 <pnevitt> @realDonaldTrump You Love murderous dictators
1135335250786017280 2019-06-02 19:59:51 -0400 <OldWhiteGal1> @CashCcash9922 @JeffreyGuterman @realDonaldTrump That's what made it seem authentic.
1135335248898744320 2019-06-02 19:59:51 -0400 <ni_news_update> @eugenegu @realDonaldTrump It was more than just Russia:  https://t.co/tv8zyjvTG9
1135335246809972742 2019-06-02 19:59:51 -0400 <Free_Media_Hub> @realDonaldTrump  https://t.co/wcSnMkOxZV
1135335246436585472 2019-06-02 19:59:50 -0400 <chriselliott252> @realDonaldTrump It seems to me these middle east countries and Russia forget a very important part of U.S. its many allies all of whom have very capable military. That also the all of those allies along with U.S. aren't even geared up for War. If we did are military be doubled in months. Nuts
1135335246008860672 2019-06-02 19:59:50 -0400 <HardCoreBoz> @realDonaldTrump I know I LOLed when I saw the word “pouring” in quotes but seriously what is mentally wrong with this guy??
1135335244691779584 2019-06-02 19:59:50 -0400 <BuySellRentalSG> @realDonaldTrump how long is your trade war going to last ? Have you shown all your Trump cards ?
1135335243936948224 2019-06-02 19:59:50 -0400 <Sam_Smith_8786> @anyaparampil @realDonaldTrump @AmbJohnBolton @SecPompeo This is you @anyaparampil stealing from the Venezuelan embassy ... you were so ashamed of yourself that you didn’t want to be seen! NOTHING YOU SAY WILL EVER BE CREDIBLE  https://t.co/JbKb3iJ4DW
1135335243446194179 2019-06-02 19:59:50 -0400 <LaDonnaJames12> @Microsingular @t0mcoady @ed_heal @realDonaldTrump Good for you, they limited my deductions and took some away. I lost money. I'm on a fixed income,less than $90k a year.
1135335241944633344 2019-06-02 19:59:49 -0400 <DroptmaStyx> @TheRightMelissa @realDonaldTrump @CNN @nytimes You added the “to me”?
1135335241231622144 2019-06-02 19:59:49 -0400 <ibhossey581> @realDonaldTrump All the deplorables are behind you Mr President!!
1135335240791220225 2019-06-02 19:59:49 -0400 <roxywebster20> @BobOliv10942520 @realDonaldTrump Are you a bot?
1135335240572923904 2019-06-02 19:59:49 -0400 <misters0et30> @nelsonwendella @realDonaldTrump Get your facts in order. Trump has NEVER been a politican or wanted to be one. This is SHIT left over from Bush/Hussian Obama
1135335239423840256 2019-06-02 19:59:49 -0400 <talisa_edwards> @realDonaldTrump @POTUS The wall should be built faster I don't care what some judge says we need our walls put up right away because we are being invaded I don't care what to do good to say Northern Invasion when I see it
1135335238798839808 2019-06-02 19:59:49 -0400 <LexLax1> @metuckness @renato_mariotti @realDonaldTrump Did ya read this...   https://t.co/7hiY16RdCe
1135335237666463745 2019-06-02 19:59:48 -0400 <77HippyChk> @czerina @realDonaldTrump @ADevotedYogi So, what are you going to do when FBI agents are arrested. The one that I want to see ARRESTED IS SALLY YATES. She is one dirty cop. What are you going to do when Lerner, Lynch, Holder, Lisa P Jackson, Obama’s EPA, had a private server, her alias was Richard Windsor. Corruption.
1135335237565714434 2019-06-02 19:59:48 -0400 <NunesDrag> @realDonaldTrump How are Democrats responsible for you obstructing justice? Also, why is “pouring” in quotes? If you don’t put that word in quotes, do you get triggered by peepee memories?
1135335234105487360 2019-06-02 19:59:47 -0400 <Mason93599044> @realDonaldTrump You rewrote the freaking drone strike shit where the us can kill civilians over there in secret and be okay. We are not innocent in this matter but YOU are to blame for the innocent lives taken
1135335232477863936 2019-06-02 19:59:47 -0400 <mariedangelo22> @jimsciutto @djrothkopf @realDonaldTrump  @senatemajldr  @GOPLeader  @SenateGOP  @HouseGOP  What are you going to do about this?  What has happened to the GOP?  SAD!
1135335231412736001 2019-06-02 19:59:47 -0400 <815wrldtrvlr> @realDonaldTrump @dwight_reese Bring back more manufacturing jobs for the masses. Remember when everything had a MADE IN AMERICA  tag implying superior quality.  #BuildBicyclesInUSA
1135335231169241088 2019-06-02 19:59:47 -0400 <rob_shehan> @MicheleDuffy18 @renato_mariotti @realDonaldTrump #ReadTheMuellerReport  it’s detailed in the report. Here’s just one example.  He asked the WH counsel Don McGahn to fire Mueller. He refused, then eventually resigned.
1135335230011609088 2019-06-02 19:59:47 -0400 <NorCalCrush> Build the damn wall. ALL of it. And close the border completely NOW. @POTUS @realDonaldTrump  Watch: "First Large Group" From Africa Crosses Rio Grande Into US   https://t.co/b6brZIEsQC
1135335229701406720 2019-06-02 19:59:46 -0400 <Dahane64558072> @sheisnurse @realDonaldTrump @POTUS  https://t.co/R6Ouz8wsYK
1135335229114241026 2019-06-02 19:59:46 -0400 <rise_alien> @realDonaldTrump Immigrants pay over 20 billion in taxes. They also fund Social Security, Medicare &amp; Medicaid.    https://t.co/uYfGwga16N  Also, the little kids that you fuckers put in interment camps - that's reprehensible and gross. And all the prayers in the world cannot absolve you of that.  https://t.co/evillyKRwk
1135335228841504770 2019-06-02 19:59:46 -0400 <LevensonLaura> Love the Music! Then all the Tech and money and hours. The Lousiest CRAP EVER-MADE! Mountains of Cheap worthless Crap. Rivers of broken Bicycles., Cars! Parts. STOP 🛑 Enough! @realDonaldTrump  adulterated boxes of SoilentGreen @Solmemes1 @TomFitton @RunningOLine1
1135335228359217152 2019-06-02 19:59:46 -0400 <charlsabentley> @realDonaldTrump WTF are you talking about? You are a criminal and an illegitimate president.
1135335227591733248 2019-06-02 19:59:46 -0400 <gojoe_joe> @realDonaldTrump  https://t.co/WGv6c3r6RU
1135335226840932355 2019-06-02 19:59:46 -0400 <tahamuqri33> @realDonaldTrump We know that Russian presence in Syria is threat to #America 's  interest in the region. #US has supported Mujahideen in Afghanistan, Al Qaeda, ISIS, imposed tyrants in Iran and South America. #US isn't innocent moreover looks like America loves ISIL because it is not in your 🐦
1135335226366930946 2019-06-02 19:59:46 -0400 <FilandroAlan> @The_Hawncho @satan_buck666 @tonyposnanski @realDonaldTrump yep!! they are gonna torch cities and walk out of work when he wins again
1135335224588591104 2019-06-02 19:59:45 -0400 <MicheleGropp> @1FreshTake @realDonaldTrump That is the DNC
1135335222466076672 2019-06-02 19:59:45 -0400 <nancylevine> @realDonaldTrump Rule of Law is still operative in America. Rules of evidence. Trump: “I’m f***ed.”  https://t.co/qHKlYIUmC9
1135335222029967360 2019-06-02 19:59:45 -0400 <hrdyprty1> @nelsonwendella @realDonaldTrump What is wrong with you..your tweet is disgusting in light of what we just heard
1135335221954523136 2019-06-02 19:59:45 -0400 <dr_gwin> @paauilo11 @SebGorka @ChrisCuomo @realDonaldTrump  https://t.co/SA0YBUP7DI
1135335221749067781 2019-06-02 19:59:45 -0400 <Bodhi23612343> @katmancon @realDonaldTrump Yes because he's enjoying all of this.  American Frankenstein made in the USA  😬!!  https://t.co/gWOvOyVJVu
1135335220734046208 2019-06-02 19:59:44 -0400 <LinnMiller66> @realDonaldTrump 41% calling for impeachment.
1135335218280374274 2019-06-02 19:59:44 -0400 <Reem_mbc> @realDonaldTrump Thank you Mr. Prez.  You saved Idlib once, please save it again.
1135335218158612480 2019-06-02 19:59:44 -0400 <HaLilJokerHa> @realDonaldTrump I saw you at kmart and I said “hello donald glover” and you responded “poopy poopoopoo
1135335218058092544 2019-06-02 19:59:44 -0400 <Vickiwhatever> @The_Trump_Train @realDonaldTrump President Trump, it has always been about them, their egos, their donors&amp; making the money, the world government under international organizations under the UN. It is about cover ups, 2-tier justice,the democratic SC had to earn their money, you hear the phone call transcript
1135335217886040064 2019-06-02 19:59:44 -0400 <DiscFelids> @PollackHunter @Georgin59405062 @realDonaldTrump Because it makes him look good.
1135335217839976449 2019-06-02 19:59:44 -0400 <NukaCrown> @realDonaldTrump Trump supports Al-Qaeda confirmed
1135335216330002437 2019-06-02 19:59:43 -0400 <Goodfellow_9> @realDonaldTrump "A crime does not have to be committed to impeach"    - @LindseyGrahamSC
1135335216053194757 2019-06-02 19:59:43 -0400 <oscarmom355> @CopCrime @realDonaldTrump No. Or we could have gotten rid of Obama
1135335215860240384 2019-06-02 19:59:43 -0400 <ChuckSanddown> @AJohno11 #AJextra @bbceastenders @f10aye @realDonaldTrump @jacquelineMjos @russelltovey @theresa_may @jeremycorbyn @YahooCare @MindinCroydon @TwitterSupport  #Remain @itv2  @FrontierSupp #SaveKevin  https://t.co/v6HtjO5dhk
1135335214270619648 2019-06-02 19:59:43 -0400 <alt_Trump> @realDonaldTrump There are bills waiting for Senate action to take care of that. Mitch is too busy moving cash to the Grand Caymans, though
1135335213431529472 2019-06-02 19:59:43 -0400 <marksoco> @realDonaldTrump Will you please share a fact or two, then, because it seems like all we hear are lies. You're a lyin' liar. Congress has passed a hundred bills that are sitting waiting for action by the senate.
1135335208423571456 2019-06-02 19:59:41 -0400 <cyndy_jt> @melaniabbest2 @nelsonwendella @realDonaldTrump You don't have any.
1135335206041391104 2019-06-02 19:59:41 -0400 <janismcdonald_> @dave_taft @realDonaldTrump Watch your mouth
1135335205261250560 2019-06-02 19:59:41 -0400 <KirbAnne> @realDonaldTrump Who wrote this?
1135335203696721925 2019-06-02 19:59:40 -0400 <GeorgeFlynn3> @Mugrdan @RepMarkMeadows @realDonaldTrump Yes, They follow the Law...
1135335202908229633 2019-06-02 19:59:40 -0400 <again6950> @RyanHillMI @realDonaldTrump Conversations with your subordinates regarding an illegal fake which on is not an impeachable offense
1135335201742049280 2019-06-02 19:59:40 -0400 <BigLeeBronzer> @BernieSanders @realDonaldTrump must fire @AmbJohnBolton
1135335201465257984 2019-06-02 19:59:40 -0400 <SPScott19> @NJShore @s0l_uk @JoJoFromJerz @itsJeffTiedrich @realDonaldTrump More like Cliffs Notes
1135335199410130946 2019-06-02 19:59:39 -0400 <1DestinationWed> @realDonaldTrump  https://t.co/hrCBlwWG0X
1135335199171129345 2019-06-02 19:59:39 -0400 <pgcthebaptist> @HessRobert @MonicaH028 @UROCKlive1 @DavidBrodyCBN @realDonaldTrump It means exactly what you are, narcissistic attention seeker surely not good enough to martyr!
1135335198256771073 2019-06-02 19:59:39 -0400 <mikeroscoe101> @realDonaldTrump As long as you are not Mexican, cause that's really bad.
1135335197124247552 2019-06-02 19:59:39 -0400 <Sarita_CaliGirl> @realDonaldTrump My husband and I agree-we live part time in Mexico. The govt there is and has been corrupt forever. They do not care about their populace nor being fair in trade. In fact...
1135335195769524225 2019-06-02 19:59:38 -0400 <SpideyTerry> @The_Trump_Train @realDonaldTrump "It's everyone else's fault that Trump got caught doing all these awful things" is going to be an, um, interesting campaign strategy.
1135335195563954179 2019-06-02 19:59:38 -0400 <butlerjulie> @dcexaminer @SadiqKhan @realDonaldTrump Hum has he looked at London lately?  Dangerous and dirty.
1135335195333320704 2019-06-02 19:59:38 -0400 <LcsNusbaum> @TeamCornyn @JohnCornyn @realDonaldTrump Does this picture refer to the size of John Cornyn's er, "prospects" or Trump's?? My guess is probably both are sadly lacking, considering the amount of boastful, lying, blathering they both shout!
1135335193575903238 2019-06-02 19:59:38 -0400 <KeithM_Photos> @WTKR3 She should’ve been charged with looking like a blonde @realDonaldTrump with boobs.
1135335192732872706 2019-06-02 19:59:38 -0400 <JazzBassJohn> @realDonaldTrump @bbnfan89 Nice not having those two nitwit trolls around.
1135335192414085120 2019-06-02 19:59:38 -0400 <WillBlackWriter> Getting so many rabid rants from both @realDonaldTrump and @BorisJohnson cultists about this.  1) I didn't make Johnson say that   2) On this occasion he's right   3) The more you rant at me, the more I tweet things you hate   3b) Your hate smacks YOU in the face. #Karma
1135335189968838656 2019-06-02 19:59:37 -0400 <bsmith8643> @SharylAttkisson @Dbl_Cheese @TheJusticeDept @realDonaldTrump Sharyl,  I hope you get justice!
1135335189910044672 2019-06-02 19:59:37 -0400 <DonnieW1956> @realDonaldTrump We will always stand with our Great President
1135335188978790400 2019-06-02 19:59:37 -0400 <JoanneGraves63> @realDonaldTrump LOLL, WHERE ON EARTH DID YOU LEARN TO "LEAD"?  FOR GOD'S SAKE THIS IS TWITTER, GET THE FORK OFF TWITTER AND STOP SHOWBOATING.
1135335188903399424 2019-06-02 19:59:37 -0400 <Lizzy_Izzy_Guzz> @BrandiLynn4Ever @michellesawyer6 @realDonaldTrump So ultra slimy ... whats with the chunky fingers? He looks worse than ever (if that’s possible)
1135335188400001024 2019-06-02 19:59:37 -0400 <AnnDelTredici> @realDonaldTrump #AnyOneButTrump2020  #ImpeachmentInquiryNow  https://t.co/F8VwjMkuhv
1135335187783589895 2019-06-02 19:59:36 -0400 <NicoEntel> @realDonaldTrump Capitalism 101.  Supply &amp; Demand. Americans wanting too get high result in more crime in Mexico, not the other way round. No demand, no drug cartels.
1135335187292872705 2019-06-02 19:59:36 -0400 <jmcgrath723> @realDonaldTrump You're just a hot mess today, aren't you?
1135335186105864195 2019-06-02 19:59:36 -0400 <wspalding05> @renato_mariotti @realDonaldTrump Trump’s litany of lies are exhausting.
1135335185938034689 2019-06-02 19:59:36 -0400 <MicheleRosier3> @davidmweissman @realDonaldTrump He said it in a SPEECH while he was in KENYA!! Trump Derangement Syndrome you have !! Feel sorry for you crazy liberals!! 🤦‍♀️
1135335185841627137 2019-06-02 19:59:36 -0400 <Jimmy16077514> @realDonaldTrump terrible stuff here don how can anyone just sit back and allow this to happen
1135335185380237313 2019-06-02 19:59:36 -0400 <JBurnetti> @realDonaldTrump Your brain is stuck in a loop.  In its own #AlternativeFacts universe.
1135335183996063744 2019-06-02 19:59:36 -0400 <jmcglynn3rd> @devarim6 @realDonaldTrump If you remember your history. White Anglos from Europe came to this country and invaded,  murdered and persecuted the indigenous population. Then forced them off their lands. The founding fathers opened the gates for immigrants. Give me your tired, your poor, Your huddled masses
1135335183962578945 2019-06-02 19:59:36 -0400 <justMichaelRay> @pmramirez23 @thehill @realDonaldTrump You seem to have your own evidence on Trump. You should call the authorities. Maybe you can get farther than the Dems
1135335182960025600 2019-06-02 19:59:35 -0400 <UPYOURS555> @daliaturner1036 @yoakumgirl923 @ChrisJZullo @realDonaldTrump There are unscrupulous Dr's at the border willing to issue birth certificates for children born in other countries
1135335182897225731 2019-06-02 19:59:35 -0400 <dog_person20> @realDonaldTrump HA! HA! HA! Someone needs to read the Mueller report to Trump so he can understand how fast the walls are closing in on him. #TrumpCriminalInvestigations
1135335182138007555 2019-06-02 19:59:35 -0400 <BGDDHALL> @realDonaldTrump Ugh. Tillerson was right. Stop. You’ve ruined this country enough already.
1135335180556574721 2019-06-02 19:59:35 -0400 <realBEMinor440> @TheRightMelissa @realDonaldTrump So since you didn’t share an article with supporting information then I guess you pulled that straight from the same place @realDonaldTrump gets most of his information, right out of your butt. #ImpeachmentInquiryNow
1135335179206242304 2019-06-02 19:59:34 -0400 <WatchingWhatYou> @realDonaldTrump . Oh please.
1135335176765157377 2019-06-02 19:59:34 -0400 <ogilviewestie> @realDonaldTrump Great president
1135335176697987072 2019-06-02 19:59:34 -0400 <JamesztieS> @realDonaldTrump Awww, hon. Keep your chin up. When this mess is over you can build a trump motel near to where you'll be staying on Riker's Island. Bless your heart.
1135335176597192704 2019-06-02 19:59:34 -0400 <Garyryche> @RyanHillMI @realDonaldTrump Uhm, yeah bud, they are.....trying...
1135335176538644481 2019-06-02 19:59:34 -0400 <jbn566> @realDonaldTrump @brikeilarcnn Haha. #BeBest
1135335174051381249 2019-06-02 19:59:33 -0400 <mjpiper5> @mskatiesprague If you want to feel better about this, look at his pic. He couldn’t do his fake hair. The fake tan is gone. Read @TomJChicago   @realDonaldTrump might finally be collapsing from #dementia. seriously, did ANYONE mourning want that bag of lard there anyway? His presence was insult
1135335173627797504 2019-06-02 19:59:33 -0400 <rada70> @realDonaldTrump You’re on the right path. Twitter is the solution.
1135335173040553984 2019-06-02 19:59:33 -0400 <diariosdemama> ♻️♻️♻️♻️♻️🌳🌳🌳🌳🌎🌎🌎🌎@realDonaldTrump
1135335172084310016 2019-06-02 19:59:33 -0400 <Mr_Segundus> @realDonaldTrump Billions of dollars spent on the intelligence community and you start off by posting what sounds like a rumor? Go to bed, old man.
1135335171878739968 2019-06-02 19:59:33 -0400 <jim_jphelan56> @realDonaldTrump This is when you convene the Joint Chiefs and discuss strategy, not sit on the bowl and tweet.
1135335171413221378 2019-06-02 19:59:33 -0400 <mgdd2006> @realDonaldTrump Donald said stop it! Problem solved!
1135335170326835207 2019-06-02 19:59:32 -0400 <BettySpeaks2020> @realDonaldTrump Please do tell us all about these facts "pouring" in. Congess has been working, but you nixed the Infrastructure part, &amp; McConnell sits on the rest of it. In the meantime you definitely can be &amp; should be Impeached for #ObstructionOfJustice.
1135335169940836352 2019-06-02 19:59:32 -0400 <DemocratWin2022> @thehill @realDonaldTrump @FLOTUS  https://t.co/prpgDByQYl
1135335169919979520 2019-06-02 19:59:32 -0400 <rebelinthebox> @rolandsmartin @realDonaldTrump He's not playing them. They know he's not a Christian. They love all his ungodly ways.
1135335169345433601 2019-06-02 19:59:32 -0400 <DonnaLilyd> @realDonaldTrump Could you attempt to be a tiny bit presidential?
1135335168942755840 2019-06-02 19:59:32 -0400 <NikolaosLibero> @realDonaldTrump We can impeach you for being mentally unfit alone. Also because of crimes allowing your presidency.
1135335164920377344 2019-06-02 19:59:31 -0400 <mlpbruno1> @realDonaldTrump  https://t.co/OKVYDWv2qS
1135335164697989120 2019-06-02 19:59:31 -0400 <SdOceanSea> @gatorfun1 @dsdr2011 @realDonaldTrump @JackPosobiec @RealJack @charliekirk11 @dbongino @RepDanCrenshaw She’s a mandatory reporter, those accusations are within the scope, she legally had to report!  ( she went to the top!) Bravo 👏
1135335162802139136 2019-06-02 19:59:30 -0400 <fotoguy01> @sdleeling @bobhobe @cassandra17lina @realDonaldTrump denial is a very adult thing to do!
1135335162659692551 2019-06-02 19:59:30 -0400 <nagy_bret> @realDonaldTrump @Sen_JoeManchin 🎈happy bday 🎈
1135335162408034305 2019-06-02 19:59:30 -0400 <anuglyreckoning> @realDonaldTrump Butchery?  Jamaal Khashoggi says hello to you.  To you and your hubby too @IvankaTrump
1135335162068242433 2019-06-02 19:59:30 -0400 <KayleKirk> @realDonaldTrump Fbfjfhfhfgfgchdjf f jfgfjfgfjfgdjdgfid bcgcjcvckdbc dhcgdjxgxjxgcjdgcudgfjdgxjc Duch jcbfjfgfjfvfjfgfjfbcjdgfjf Chi gjfhfkfhfjfvfbc fjdvdkfhfjfvfuf gjfhfkfhfjfvfbc fhfgdjfgfudhf fdjchdjcvchxhxgdkcvxb dhdvdjd jxhcjxbx dhdvdjd gdhc chcgxkxgdb hchchcjcncj b bxhchcjchchfhchdhchcbchdh
1135335160457465856 2019-06-02 19:59:30 -0400 <Jeremy_Spears1> @realDonaldTrump They shouldn't but they can, that's the problem
1135335159761444864 2019-06-02 19:59:30 -0400 <BaileyPittipat> @realDonaldTrump Like you Assad hates all people who oppose him. He's been slaughtering them for years. Just noticed? You should love the guy.
1135335159287439362 2019-06-02 19:59:30 -0400 <Irishmaiden3937> @realDonaldTrump They will NEVER work with you Mr. President. The sooner you accept that the better. It’s sad, but it is true. You are an outsider to them and they want you out at any cost. Expose these bloodsucking vampires to the sun so we can watch them turn to dust.
1135335159182569472 2019-06-02 19:59:30 -0400 <NJCarey22> @realDonaldTrump Dude, you did your bit for world peace....you tweeted about it.
1135335158851297286 2019-06-02 19:59:30 -0400 <Aelphaeis_PS4> @realDonaldTrump  https://t.co/K69LG0d306
1135335156573540352 2019-06-02 19:59:29 -0400 <MSchmidtMendez> @realDonaldTrump One question. Does it hurt to be so stupid?
1135335155437101056 2019-06-02 19:59:29 -0400 <CarlEBraun2> @realDonaldTrump You notice they're coming when your making a FOOL of YOURSELF and the USA half way around the globe. The great negotiator won't be here so maybe the adults, if we have any in the meeting will get something done.
1135335155302916096 2019-06-02 19:59:29 -0400 <KWillis2112> @realDonaldTrump fake no more WAR its bs
1135335155042836480 2019-06-02 19:59:29 -0400 <madandmatt> @realDonaldTrump Oh....did somebody hurt poor little Donny's precious little feelings?  Poor baby.  You really are a big baby.
