1003426094777847809 2018-06-03 19:59:58 -0400 <ringwac> @realDonaldTrump   https://t.co/I4czDILIWi
1003426010866618368 2018-06-03 19:59:38 -0400 <wendyivey21> @charliekirk11 @realDonaldTrump   https://t.co/1rHCuZlRv3
1003426009285136384 2018-06-03 19:59:38 -0400 <cmarshall9> @realMatMolina @realDonaldTrump How about when Ted Nugent called Hilary a c$nt?
1003426007091695616 2018-06-03 19:59:37 -0400 <Zahra49879121> @realDonaldTrump  https://t.co/UJu6qVawyw
1003426005116178432 2018-06-03 19:59:37 -0400 <luck_io> @realDonaldTrump Dear Sir. America for me like Clint Eastwood. Keep it alive
1003426002490421248 2018-06-03 19:59:36 -0400 <CodyDWill> @IResistAsWell @realDonaldTrump who cares about misspelled words, He is actually helping our economy way better then Obama and bush
1003425991874752514 2018-06-03 19:59:33 -0400 <WesStone12> @realDonaldTrump Yeah, and make things less expensive, not unaffordable, unacceptable
1003425990167523329 2018-06-03 19:59:33 -0400 <basicwhiteM0m> @skeller85 @cutterko @ryrysven @realDonaldTrump I know that...but the guy up there is saying Bernie won in the polls I’m betting he’s a trumper who doesn’t believe the polls were right in the general and the popular vote were all illegals and dead people voting...convenient for them to believe polls when it suits them
1003425985130303488 2018-06-03 19:59:32 -0400 <quislingnot> @realDonaldTrump Who’s going to give back the lives of ALL THE SCHOOL CHILDREN gunned down during YOUR administration ❓‼️More than any in history
1003425985084051456 2018-06-03 19:59:32 -0400 <tomdodsonusa1> @realDonaldTrump The Deep State probably placed him in the campaign to smear you Sir.
1003425981082849280 2018-06-03 19:59:31 -0400 <jbsuperman> @devonXscott @realDonaldTrump
1003425976787795968 2018-06-03 19:59:30 -0400 <re3758> @meridithmcgraw @FLOTUS @realDonaldTrump  Newer: 1st Lady will be attending various functions w/Robert Mueller &amp; friends.
1003425969024196609 2018-06-03 19:59:28 -0400 <Cece5025205> @sheltondesigner @realDonaldTrump Uh, yes, Chris he is! It's what we're working with today. Damn shame!
1003425963655532544 2018-06-03 19:59:27 -0400 <StellaStar711> @Gr8Melin @seanhannity @realDonaldTrump @FoxNews @POTUS For perspective watch “For Whom the Bell Tolls” on HBO.   Pour a glass of whatever (mine is 🍷)...  We have great Americans, @SenJohnMcCain , is one.   We will return to a sane world again.   Watching it gave me strength to know @realDonaldTrump is a flash in the pan. 💜
1003425961524768769 2018-06-03 19:59:26 -0400 <MrsScales1> @realDonaldTrump Because you are corrupt Trump that's why. You would have changed up your game.. And started scheming like you normally do..
1003425956500070402 2018-06-03 19:59:25 -0400 <mark777day> @viphires @yeahunoeme @debiowens @jonwoock @realeftypickit @immigrantdfndr @TRnerd34 @Lauremari2 @kpu6600 @Marjori87941817 @chibearfan74_jr @PWM62 @gsfrktct @TherealDex1 @pmeadep @Chef_Jesse_T @APGsMom @Forest_Lawn1937 @NurseRNKimberly @Robbie_Benn @NellyMcfearsome @nipperdawg @89wunderlust @JeffHar18906046 @jplatt812 @scribblerbilly @tedcruz @realDonaldTrump @GregAbbott_TX How will this affect Ivanka's patents in China?
1003425954088173569 2018-06-03 19:59:24 -0400 <gloriuslorius> @realDonaldTrump Blah blah blah. Where’s Melanie/Melania?
1003425952272035840 2018-06-03 19:59:24 -0400 <RiffRaff49> @ReplyWithAMeme @realDonaldTrump What do you expect from a guy that can’t even spell his wife’s name right lol 😂😂😂😂
1003425951559057409 2018-06-03 19:59:24 -0400 <donjohnson333> @realDonaldTrump Constitution was set up to protect us from a authoritarian regime the likes you are trying to start.  You may have bought Republican Congress but we will overcome.
1003425950896394241 2018-06-03 19:59:24 -0400 <ComplicKate> @svjones111 @NPR @realDonaldTrump @SecretaryPerry Didn’t trump put tariffs on solar panels from China?
1003425946467225600 2018-06-03 19:59:23 -0400 <barbn1943> @realDonaldTrump Dude you’d been working and friends with Manafort for over 20 years. Quit lying. No one is buying this.
1003425941626843136 2018-06-03 19:59:21 -0400 <HollyBuskirk1> @TT45Pac @POTUS @parscale @DanScavino @realDonaldTrump Sir, please listen to us forgotten disabled #Veterans. We are dying in wait 15,000 have died already on your watch. Sir, we need help now! Have a great day. Carry on.
1003425941048176641 2018-06-03 19:59:21 -0400 <FrankieRae73> @OoooohLalaLala @FLOTUS More important-what kind of husband DOESNT go to hospital WHILE his wife is having surgery-start to finish?! @realDonaldTrump said he spoke w/her morning of surgery&amp;went to see her in the afternoon.He's pathetic. @BarackObama would be been front&amp;center if it was @MichelleObama
1003425940242776064 2018-06-03 19:59:21 -0400 <Marsaque> @realDonaldTrump Melania, wishing you a successful procedure that will cure the problem you have endured. Blessings Mary P.
1003425936900001793 2018-06-03 19:59:20 -0400 <wsmb7> @funder @realDonaldTrump Of course he attacks Americans &amp; loves murderous dictators. Wants to give aide to N Korea &amp; yet @POTUS refuses to acknowledge Peurto Rico &amp; get them what they so desperately need.
1003425935960535040 2018-06-03 19:59:20 -0400 <palmsp> @realDonaldTrump @FoxNews Fox is not NEWS! It’s propaganda and lies. I guess that’s why you watch.
1003425934781878272 2018-06-03 19:59:20 -0400 <frozenorthfarm> @realDonaldTrump @denvernight 100% right.
1003425929937514498 2018-06-03 19:59:19 -0400 <UGAGal28> @TEverettSr1 @JacobAWohl @realDonaldTrump Nope not happening! POTUS has the right to pardon someone if they are treated unfairly! He will no be arrested after his term ends! Dems are too stupid to take back the House! The look more mins the party who is dissolving!
1003425927995551744 2018-06-03 19:59:18 -0400 <B1B1ee> @realDonaldTrump You’re so stupid.
1003425927865327616 2018-06-03 19:59:18 -0400 <exrabb> @realDonaldTrump You did not role his role in Ukraine??? Are you really fit to be President
1003425923629281280 2018-06-03 19:59:17 -0400 <OutSpokenTwat> Here's hoping that @FLOTUS may just be in Witness Protection in exchange for turning on @realDonaldTrump.   #WheresFLOTUS
1003425921699737600 2018-06-03 19:59:17 -0400 <davidfrostnz> @realDonaldTrump   https://t.co/ghlfw45ADx
1003425915592957953 2018-06-03 19:59:15 -0400 <hipster1954> @realDonaldTrump You should have “Melanie” proof read for you before you tweet......
1003425915043532800 2018-06-03 19:59:15 -0400 <AlMerly> @GeraldoRivera @JoyAnnReid @realDonaldTrump Probably because @realDonaldTrump is still extremely relevant and #JoyAnnReid isn't.
1003425907648942081 2018-06-03 19:59:13 -0400 <GaryHeinly> @CjohnsonNV @QuirkyIngie @DTrumpPoll @realDonaldTrump Unpopular to who snowflake? You and your stupid #Resistance following? As for me and those like me, we absolutely Love Trump. Poor baby 🍼
1003425904801075204 2018-06-03 19:59:13 -0400 <DawnWenzelHelno> @realDonaldTrump Adult much??????
1003425904142442496 2018-06-03 19:59:12 -0400 <kailua2018> @Kokomothegreat @jawofsteel2014 @realDonaldTrump @MichaelAvenatti Omg. Love this!!💕
1003425903966212096 2018-06-03 19:59:12 -0400 <Resistance85016> @realDonaldTrump #TrumpCrimeSyndicate #concreteshoesforMelania #coincidenceornot  https://t.co/eEcnuvgSpF
1003425896659931136 2018-06-03 19:59:11 -0400 <jackschofield> @RBBrent @CIA @realDonaldTrump @washingtonpost 👍😀
1003425894885675008 2018-06-03 19:59:10 -0400 <Elite4Jacob> @realDonaldTrump Should have been able to see through him with that “EXTREME” vetting there Donny.
1003425891031093248 2018-06-03 19:59:09 -0400 <Rickj038> @Tonjee_f @Chili_Sean @realDonaldTrump Okets first be realistic here. Foreign governments, including the US, have attempted to sway elections for decades. This is nothing new. I’m looking for collussion. Not lying under oath to protect your ass from the deep probing Dems and media. The real crime was the Dems.
1003425884454490112 2018-06-03 19:59:08 -0400 <wymysDad> @realDonaldTrump All of the bs is over shadowing what an outstanding job our President is doing! Jobless rate, Stock market, Military, American safety!
1003425882180972546 2018-06-03 19:59:07 -0400 <bullfish777> @MattStout07 @BarackObama @realDonaldTrump   https://t.co/EYYo18BSFy
1003425874287513602 2018-06-03 19:59:05 -0400 <survivethegrind> @Sportsworld716 @realDonaldTrump @foxandfriends Don't you know he is going to live to two hundred years and has x-ray vision? That's what Ronny Jackson told me.
1003425874086060034 2018-06-03 19:59:05 -0400 <CAMadScientist> @realDonaldTrump If, by obstructing, you mean conspiring with Putin to sway the election, correct! What are you doing to prevent cyber attacks? Oh right, you just got rid of the NSC cyber security head. #IllegitimatePresident
1003425874039853057 2018-06-03 19:59:05 -0400 <DJSampleGee2009> @realDonaldTrump Because you're a corrupt sack of shit and they don't trust you. Simple.
1003425871963873280 2018-06-03 19:59:05 -0400 <near_2water> @FlyoverCountry8 @IngrahamAngle @realDonaldTrump Trump implicates himself in the investigation daily at this point? Do you read his tweets? What alternate reality are you people living in?
1003425871691206658 2018-06-03 19:59:05 -0400 <ladyarch51> @realDonaldTrump Stop the lies, you knew what he was when you hired him. #LiarInChief #TreasonousTrump #TreasonWeasel #LiarLiar #TrumpFamilyMafia #TrumpCrimeFamily
1003425870655172609 2018-06-03 19:59:04 -0400 <kklass> @realDonaldTrump   https://t.co/nEUwVKTT7y
1003425869908541440 2018-06-03 19:59:04 -0400 <BiteHate> @funder @realDonaldTrump Degenerate-in-Chief RESIGN!
1003425868570611712 2018-06-03 19:59:04 -0400 <WWilsons> #SouthernCameroons bleeds in the hands of dictator Paul Biya and his military thugs. Women and young girls rapped daily. Targeted killings of young men by the Paul Biya's miltitary unabated. @CNNPolitics @wolfblitzer @IvankaTrump @FoxNews @UN @antonioguterres @realDonaldTrump
1003425867631136768 2018-06-03 19:59:04 -0400 <salmonpaul76> @realDonaldTrump They did tell you. August 2016. Fact.  Please stop lying.
1003425866356011008 2018-06-03 19:59:03 -0400 <Knightfrompa> @TheNewTiresias @realDonaldTrump The Russia bs again??? You ❄ really need another argument
1003425865525612544 2018-06-03 19:59:03 -0400 <scottinclearh2o> @MSNBC What a terrible indictment of America's healthcare system. No wonder we are last in the modern world. What are you doing to fix this @PRyan @SenateMajLdr @realDonaldTrump. @gop runs the entire govt and this is what we get.
1003425864460075009 2018-06-03 19:59:03 -0400 <landobaggins> @thedevman1 @Garli_Lauri @NancySinatra @realDonaldTrump How is it that you switched from liberal to conservative? I don't think the parties have changed much in my lifetime. What was it?
1003425863335997440 2018-06-03 19:59:03 -0400 <DrDRoPC> @realDonaldTrump so many unbelievable excuses
1003425863256432640 2018-06-03 19:59:03 -0400 <musicalcure> @funder @realDonaldTrump Perfect. Period.💯
1003425859913445376 2018-06-03 19:59:02 -0400 <glorcaleb> @FoxNews @CLewandowski_ @POTUS .@POTUS Bernie Sanders will do anything to obtain the power and wealth of any socialist to find himself in the midst of a BLM violent protest is an example @realDonaldTrump @Mueller @Maga @Trump @Rosenstein @Comey #followme #Trump #russia #Hillary #Obama #Dossier #Strzok #resist  https://t.co/82cQZKUvAQ
1003425851818631170 2018-06-03 19:59:00 -0400 <MedPierre> @ButchyMcLarty @charliekirk11 @DonaldJTrumpJr @realDonaldTrump   https://t.co/G84S7fQYa3
1003425847963987968 2018-06-03 19:58:59 -0400 <akaANonEMouse> @Jakesdoingit @MartinCanales @Feathalion @mneman18 @Molly3186 @realDonaldTrump @POTUS Mine had been steadily increasing since 2010. After Obama saved us from the Bush recession.
1003425844239351809 2018-06-03 19:58:58 -0400 <FollowJCDenAu18> @proselaw @POTUS @realDonaldTrump That's so awesome thank you so much for your courage and your willingness to be up all night to pray!! I've been doing the same but not all night.
1003425842310123520 2018-06-03 19:58:58 -0400 <wishfulldreamz> @RubyDoobyDo1 @realDonaldTrump @jeffsessions @FBI Yeah, what a crock!  THIS is what is REALLY going on!   https://t.co/gwcCE58fhu
1003425841202622465 2018-06-03 19:58:57 -0400 <JangoBunBun> @realDonaldTrump They didn't tell you because you'd tell Manafort.
1003425833745149952 2018-06-03 19:58:56 -0400 <davidfrostnz> @realDonaldTrump   https://t.co/aFJR8Rbyfp
1003425830230528006 2018-06-03 19:58:55 -0400 <BobHosfbd> @realDonaldTrump Are you good with the UN report outline how you and  your GOP enablers are destroying social supports for the most disadvantaged members of society ?   And, making the rich richer ( especially. Trump’s)?
1003425828091453440 2018-06-03 19:58:54 -0400 <HendriksonLisa> @CameronKirbz @heybriankelley @ungerbn103 @realDonaldTrump 16 year old bot blocked Cameron
1003425825390092289 2018-06-03 19:58:54 -0400 <caseyrumsey> @ManchuCandidate @Cha51brolll19 @jackieaxeNH @zazzybritches @JudyBee_FL @GDThor1 @SiriusLeeSpeak @cornish1951 @rugbynred @Tonia8675309 @McGeezer67 @AntiGOPActivist @AMHotFlash @LaineyRubin @MarciaBunney @UnclearLAS @Kristen_2017 @DMParnellart @BEyedWoman @Innrdreams @Kennethalj @TruthEqualsFact @sweet2spicey12 @MrRamy01 @Gonzobaggins @shdbwriting @SagArcher @summerose2 @Spitterwit @Franktheshank88 @sirsingsalot1 @42Gnome @JoeNosotti @politialyc @perfectsphere21 @TracyTlm45 @maryjane00003 @MamaRose2017 @dawnresist @borinquen1492PR @laquialene69 @AMluvinit2 @TDeLynne @kylegriffin1 @granisnark12 @Petersfamilyguy @gastonchilders3 @SassyMsViolet @donnasfineart @realDonaldTrump #PUTINS #BITCH
1003425824215666688 2018-06-03 19:58:53 -0400 <MartinWiener> @kathy_evs @GeraldoRivera @JoyAnnReid @realDonaldTrump Is that why she lied and said she never wrote those things and even filed a false hacking report with the FBI? Then when caught she finally admitted it, sort of.
1003425823779631104 2018-06-03 19:58:53 -0400 <matzamafia> @LinzB_780 @RyanHillMI @krassenstein @realDonaldTrump You asked what I do for the betterment of the country. You can't even be honest about your own deflections and you're still off topic and spewing lies.
1003425816804560896 2018-06-03 19:58:52 -0400 <debkruk> Shameful @POTUS @realDonaldTrump shameful.  https://t.co/YrkJvxSl9E
1003425815944572933 2018-06-03 19:58:51 -0400 <StacyAllenPower> @GeoffreyBruce9 @TomiLahren @GOP @realDonaldTrump Exactly! The choice is clear. Vote GOP!! Every Democrat running in every race, is leading with...l’ll stand up to Donald Trump!” Y’all are about to be shocked with how bad that strategy is. (Once again, I might add)
1003425815395266560 2018-06-03 19:58:51 -0400 <AuntMingy> @LianaHathaway @realDonaldTrump @TomFitton There were approx 100k emails on Weiner’s computer, but only 30k of them were ‘new’, and they were reviewed.   You still haven’t named names of Clinton cronies on Mueller investigation....
1003425813935648768 2018-06-03 19:58:51 -0400 <YarosisNancy> @TeaSippingBarb @ScottMarchant3 @smilingoutloud2 @Kokomothegreat @realDonaldTrump @foxandfriends Yes we will 🇺🇸 ❤  https://t.co/zoOrfGES6x
1003425813834764288 2018-06-03 19:58:51 -0400 <JordyAri> @jaketapper President @realDonaldTrump is making Mueller’s and Comey’s life’s work meaningless by pardoning the people they worked so hard to convict.   He’s messing with them, stupid. #MAGA
1003425813130182656 2018-06-03 19:58:51 -0400 <ann_finger> @sam_vinograd @realDonaldTrump @seanspicer @FortuneMagazine @FBI @latimesnational @AshaRangappa_ Yes right!
1003425810727014401 2018-06-03 19:58:50 -0400 <ChristianDem47> @SteveSchmidtSES You are correct. I have heard more GOP come and speak out against @realDonaldTrump and his rhetoric! Democrats need to find their voice and make it heard! #KadieDC
1003425806473887745 2018-06-03 19:58:49 -0400 <Melinda15858273> @SassBaller @MollyJongFast @FLOTUS @WhiteHouse @PressSec  or @realdonaldtrump
1003425804519436288 2018-06-03 19:58:49 -0400 <RoyFreeze> @realDonaldTrump Put an end to this witch hunt it's a  Forest fire them all Mr. President
1003425800266371072 2018-06-03 19:58:48 -0400 <briscott112> @realDonaldTrump Dear Mark Penn, the Constitution and an Independent Coucil was set up so the President would not be king, and therefore obsolve himself from illegal actions.
1003425798915645440 2018-06-03 19:58:47 -0400 <AlwaysSayYes> @EmilyCerroni @realDonaldTrump I don’t know what you mean by ‘liberal’ - unless it means someone who understand economics? The problem isn’t your slightly higher toaster price but the fact that some protected industries will be unable to sell their products o/s, and you’re on the way to structural unemployment
1003425798475444226 2018-06-03 19:58:47 -0400 <emmalu> @KateBennett_DC @PJMcIlvaine @FLOTUS @realDonaldTrump @StephGrisham45 @CNN @dolcegabbana No I don't.
1003425794218168321 2018-06-03 19:58:46 -0400 <Tina90937079> Black Americans need to ask themselves why ALL OF A SUDDEN the democrats are raising them up on the news stations going to colleges making big speeches.... one reason only its not to help you its to use you for votes ... think about it! @realDonaldTrump @dbongino @DonaldJTrumpJr
1003425793605713920 2018-06-03 19:58:46 -0400 <its_chavii> @realDonaldTrump If you were so innocent why would you have to pardon yourself? Which is illegal btw.
1003425788912455680 2018-06-03 19:58:45 -0400 <PRresist> @CameronKirbz @ungerbn103 @realDonaldTrump   https://t.co/ZcTx98Tgvb
1003425787700301824 2018-06-03 19:58:45 -0400 <Jacquelinebune3> @funder @realDonaldTrump You go scott!!! Coz that really is the truth..
1003425785431117825 2018-06-03 19:58:44 -0400 <TonyBeletsky> @JohnBrennan @POTUS @realDonaldTrump @PressSec @seanhannity @IngrahamAngle @TuckerCarlson @FoxNews @CNN @MSNBC @washingtonpost @AP @CBS @ABCNewsLive RT  https://t.co/8IEVgf5V17
1003425783996715018 2018-06-03 19:58:44 -0400 <debgagahiggan> @marthapeveto @realDonaldTrump @POTUS 🙏
1003425773414469632 2018-06-03 19:58:41 -0400 <AndrewJedd> @TheNewTiresias @realDonaldTrump Prove it
1003425773334626305 2018-06-03 19:58:41 -0400 <impiousdigest> @MarkEbner59 @MarkEbner59 The average person has about 12,000 thoughts a day. It sounds like 11,999 of yours are about @realDonaldTrump . Methinks your Resistance is primarily to your man-crush.
1003425773200371712 2018-06-03 19:58:41 -0400 <LongmanGill> @ABC Are you talking about @realDonaldTrump or #Hitler ?
1003425768473538561 2018-06-03 19:58:40 -0400 <SensibleShoos> @ezlusztig @realDonaldTrump   https://t.co/NgD9kXczkT
1003425762463113221 2018-06-03 19:58:39 -0400 <Ashboul> @realDonaldTrump Document (fake) created through cooperation with a duple spy Brits-Russian agent paid for by hell-ary why FBI Muller is investigating her for collision 🤔
1003425761519284225 2018-06-03 19:58:38 -0400 <PChowka> BREAKING: “I, Sean Hannity, am the next target of the Deep State” by Peter Barry Chowka @HagmannReport  https://t.co/OaxdSoccYj #Hannity #foxnews #DeepState #MAGA @realDonaldTrump @therealroseanne #jeromecorsi #FreeSpeech @HagmannPI #Mueller #NoCollusion #seanhannity #POTUS  https://t.co/gB5RroWMQ9
1003425756494655494 2018-06-03 19:58:37 -0400 <JonathanSwift19> @realDonaldTrump  https://t.co/2tUbayZSqn
1003425756029079553 2018-06-03 19:58:37 -0400 <ms_trese37> @Yo_Gf_Bf @_Ruelll @RezOmbro @rabidhyena100 @CollinnnCT @realDonaldTrump @KimKardashian Yes its evil people that do evil stuff but its not everyone.its probably 2000 evil people n every city but the City may have 200,000 people n it. I lean towards the positive because negative kept me down n got me NOWHERE n life.Yes Im against wrong But it will not overtake mylife
1003425747459928064 2018-06-03 19:58:35 -0400 <DoppelSoup> @realDonaldTrump 👁  https://t.co/npjGpu8WKn
1003425745673342976 2018-06-03 19:58:35 -0400 <macrowe> @realDonaldTrump So it is a trade war right Conalld?
1003425745434300416 2018-06-03 19:58:35 -0400 <kklass> @realDonaldTrump   https://t.co/Z4qm77sitS
1003425745052545025 2018-06-03 19:58:35 -0400 <hornechuck> @ejn_smith @realDonaldTrump Shut up bot
1003425742481448960 2018-06-03 19:58:34 -0400 <KaifDoan> Allah’ın mescidlerinde  O’nun adının zikredilmesini engelleyip,  Onların harap olmasına çalışandan  Daha zalim kim vardır?  #ŞerOdaklarıAvrupaAmerikaİSRAL  @realDonaldTrump VE @netanyahu 'dir
1003425738408841217 2018-06-03 19:58:33 -0400 <girlhaunted> @MattStout07 @BarackObama @realDonaldTrump lol
1003425732155101184 2018-06-03 19:58:31 -0400 <JeffTwigg1> @realDonaldTrump They told you about Flynn and it made no difference you still appointed him nsa even though he was on the Turkish and Russia payroll
1003425732092186631 2018-06-03 19:58:31 -0400 <rsmack123> @truthwinged @RyanHillMI @realDonaldTrump pick your poll bubba. they all say he is despised by the majority of people on the planet, except in russia
1003425731152498688 2018-06-03 19:58:31 -0400 <avocats> @realDonaldTrump Language like "no talent, low ratings"?  Or "grab 'em by the p*ssy"?  YOU are the lowest common denominator in public discourse.
1003425719727214592 2018-06-03 19:58:28 -0400 <genie4ss> @funder @realDonaldTrump guess who's pissing his pants?
1003425719492464640 2018-06-03 19:58:28 -0400 <piablepebble> @DianeGrooters @jimjobobRoss @real_farmacist @realDonaldTrump It makes perfect sense, at the end of the day it is the American consumers that pay the tariffs and the IRS that collects them. It is just another tax you will be paying and yet Trump supporters think it's great .
1003425719094005760 2018-06-03 19:58:28 -0400 <Benedick_M_Louw> Look at @realDonaldTrump. #AmericaFirst first. We must put ourselves as Africans first by not only relying for a final solution on politicians for the aforesaid but to proactively demand from... #africansrising @MIRCO_NAMIBIA #WesternSahara #ApartheidMorroco #FreeWesternSaharaNow
1003425717697171456 2018-06-03 19:58:28 -0400 <DanielY16268962> @ReplyWithAMeme @realDonaldTrump Is spelling the best you got? You can't think! Haha!
1003425717571538944 2018-06-03 19:58:28 -0400 <Kashinka> @krassenstein @IngrahamAngle @realDonaldTrump And 85% are pro Treason, er... Trump.
1003425709816246273 2018-06-03 19:58:26 -0400 <jimd22551> @CandiBrewer1219 @RealErinCruz @POTUS @realDonaldTrump ☺️
1003425709262548992 2018-06-03 19:58:26 -0400 <IsayOhhellno> @Sambyhere @Belle4DJT @HillaryClinton @realDonaldTrump Oh boy
1003425708431904768 2018-06-03 19:58:26 -0400 <AAAAWinter> @davejoyner7 @occakid @TalbertSwan @GregShugar @realDonaldTrump @nytimes Wow lots of hostility. You're no spring chicken; don't hurt yourself. If you're career is that great, there's no need for you to say anything!  Clearly it's not!
1003425705353469952 2018-06-03 19:58:25 -0400 <AdalbertoCerv16> @realDonaldTrump  https://t.co/eMIHdw70Uv
1003425702803320833 2018-06-03 19:58:24 -0400 <MedPierre> @charliekirk11 @realDonaldTrump   https://t.co/YZB1FXQ0mq
1003425701335363584 2018-06-03 19:58:24 -0400 <kathie_mills> @dbongino Any questions Mueller has for Trump, he already has the answers to. He has carte blanche to ask anything his free range investigation desires. As he already has entrapped the others on non-related Russia issues.  Don't drink the Kool-Aid  @realDonaldTrump
1003425687544451072 2018-06-03 19:58:21 -0400 <emerging2002> @realDonaldTrump Are u joking? And your family at wh? You don t think  there is a conflict of interest?
1003425687435345923 2018-06-03 19:58:21 -0400 <GorkyMcButtalot> @realDonaldTrump “If he shot James Comey, he’d be impeached the next day,” Giuliani said. “Impeach him, and then you can do whatever you want to do to him.” Uh. Do you assholes even hear the words coming out of your moron holes? Bunch of fucking _morons_. Christ.
